chr	start	end	enhancer_class	n_abc_pairs	mean_delta_abc	mean_delta_unnorm	n_gained	n_lost
chr2	156982937	156983347	Stable	1	0.004343	0.094045	0	0
chr19	50661875	50661967	Stable	1	-0.01418	-0.013172	0	1
chr2	127520312	127520424	Stable	2	0.0048755	0.074131	0	0
chr9	72530290	72530530	Stable	3	0.00245	0.0427453333333333	0	0
chr17	68841410	68841500	Stable	1	0.004085	0.01458	0	0
chr11	62259095	62259442	Stable	1	-0.007747	-0.029973	0	0
chr9	72639963	72640522	Stable	5	0.0090402	0.062122	3	0
chr7	128672046	128672790	Stable	2	0.00337	0.01845	0	0
chr16	11190107	11190487	Stable	1	0.002538	0.015467	0	0
chr13	44043150	44043383	Stable	1	0.005928	0.043728	0	0
chr6	113856803	113857136	Stable	5	0.0055808	0.1917406	3	1
chr12	69241707	69242258	Stable	9	-0.00969822222222222	-0.0871834444444444	0	4
chr13	12105911	12106228	Stable	1	0.002573	0.070231	0	0
chr15	18832404	18832526	Stable	2	-0.007153	-0.004601	0	0
chr12	69497182	69497456	Stable	1	0.008913	-0.010544	0	0
chr2	90543899	90544471	Stable	2	0.0140965	-0.026275	1	0
chr3	84488643	84489048	Stable	1	-0.00803	0.076449	0	0
chr7	79194559	79195256	Stable	3	-0.001167	0.00778433333333333	1	1
chr1	152063693	152064115	Stable	3	0.003904	-0.017768	1	0
chr1	134556564	134557247	Stable	6	-0.00861916666666667	-0.146104	0	3
chr7	45628609	45629192	Stable	11	0.007506	0.143123818181818	1	4
chr1	173364460	173364736	Stable	9	0.0146881111111111	0.0329616666666667	6	1
chr17	74316012	74316654	Stable	6	0.00290833333333333	0.032327	2	2
chr7	92903734	92903953	Stable	2	-0.004359	-0.042717	0	0
chr5	21866353	21866587	Stable	1	0.013463	0.028635	1	0
chr11	90169917	90170252	Stable	3	-0.041228	-0.065158	0	2
chr11	101433355	101433792	Stable	2	0.0001935	-0.0261355	0	0
chr1	179232146	179232554	Stable	1	0.004284	0.027162	0	0
chr19	15981986	15982124	Stable	1	-0.005321	-0.019799	0	0
chr14	67922187	67922348	Stable	1	0.002376	0.041408	0	0
chr6	118066882	118067006	Stable	4	0.00043175	0.0416405	0	1
chr11	97622536	97622718	Stable	1	-0.003958	0.027875	0	0
chrX	7739160	7739687	Stable	11	0.0102076363636364	0.198243090909091	6	0
chr17	73882245	73882476	Stable	5	0.0037328	0.0449606	0	1
chr8	22973852	22973996	Stable	1	0.001244	0.029771	0	0
chr12	108206653	108207010	Stable	2	0.001733	0.0026655	0	0
chr15	84853513	84853865	Stable	1	0.004235	0.102697	0	0
chr9	96916683	96916983	Stable	1	-0.011707	-0.013678	0	1
chr16	94724060	94724922	Stable	4	-0.00308675	-0.00328800000000001	0	1
chr2	124640897	124641569	Stable	5	-0.0232958	-0.0920262	0	2
chr1	118741155	118741607	Stable	1	0.013236	0.027269	1	0
chr18	51118352	51119150	Stable	2	-0.0157135	0.0100755	0	1
chr8	83724725	83725056	Stable	1	0.004015	0.166367	0	0
chr17	45663411	45663762	Stable	1	0.015801	0.217633	1	0
chr5	136102218	136102587	Stable	2	0.000184	0.0102035	0	0
chr1	64993317	64993572	Stable	6	0.004592	0.0237458333333333	1	0
chr12	4863757	4863955	Stable	1	-0.009773	-0.044102	0	0
chr18	83815709	83815911	Stable	1	-0.002473	-0.024654	0	0
chr1	170136474	170136651	Stable	1	-0.001642	0.004266	0	0
chr13	89739368	89739603	Stable	1	-0.013583	0.084544	0	1
chr5	134620593	134620704	Stable	1	-9.2e-05	0.016253	0	0
chr12	78918356	78918717	Stable	3	0.00440933333333333	0.0358863333333333	0	0
chr10	49639947	49640255	Stable	2	0.0097975	-0.01988	1	0
chr7	44527607	44528252	Stable	3	0.00814966666666667	0.0900136666666667	1	0
chr15	89106110	89106432	Stable	10	-0.0118237	-0.2116205	0	6
chr4	106630388	106631211	Stable	5	-0.002398	0.0266848	0	1
chr4	154334807	154334907	Stable	1	0.014591	0.076097	1	0
chr11	62575384	62576173	Stable	5	-0.006484	-0.0713898	0	0
chr2	30692127	30692844	Stable	4	-0.00902025	-0.102304	0	1
chr4	86529153	86529627	Stable	1	-0.011044	-0.034254	0	1
chr11	114684773	114685512	Stable	15	-0.0040576	-0.0532479333333333	1	3
chr18	33790200	33790320	Stable	1	0.001987	0.012966	0	0
chr10	80245728	80245950	Stable	2	-0.000329	-0.009392	0	0
chr17	14372157	14372704	Stable	1	-0.02087	-0.042824	0	1
chr1	39902839	39903049	Stable	1	0.007376	0.006417	0	0
chr16	18108299	18108681	Stable	5	1.40000000000001e-06	-0.0667158	0	0
chr17	31254508	31254950	Stable	9	-0.018777	-0.132581	1	5
chr1	77074953	77075611	Stable	4	-0.008824	-0.01939775	0	1
chr15	99714974	99715141	Stable	5	-0.00542	-0.1030516	0	0
chr3	68608855	68609144	Stable	7	0.00714014285714286	0.0199765714285714	4	2
chr15	96319323	96319830	Stable	2	-0.0044195	-0.0236045	0	0
chr3	129634458	129634785	Stable	1	-0.020278	-0.007199	0	1
chr11	60703987	60704157	Stable	1	0.007106	0.086198	0	0
chr9	58053167	58053338	Stable	3	0.001036	0.0246086666666667	0	0
chr8	84769398	84769629	Stable	2	-0.000474	0.0547405	0	0
chr15	80083131	80083814	Stable	14	0.00252942857142857	0.0256676428571429	2	1
chr8	106718105	106718481	Stable	4	0.0051845	0.04146425	0	0
chr2	131498323	131498491	Stable	1	0.021788	0.15865	1	0
chr1	192136548	192137229	Stable	3	0.00463466666666667	0.14981	0	0
chr3	126695448	126695873	Stable	3	-0.0179876666666667	-0.0824873333333333	0	2
chr15	76189755	76190355	Stable	1	-0.003227	-0.072548	0	0
chr5	24453051	24453661	Stable	6	-0.002016	0.025544	0	0
chr8	26287647	26288001	Stable	1	-0.015138	-0.051695	0	1
chr11	60027847	60028704	Stable	4	0.0010825	0.02347525	1	0
chr4	105109050	105109161	Stable	1	-0.011095	-0.039681	0	1
chr10	20954318	20954479	Stable	1	-0.004591	-0.047973	0	0
chr4	133967176	133967482	Stable	2	0.003346	0.0662185	0	0
chr1	51944816	51945083	Stable	1	0.005581	-0.006859	0	0
chr14	65097833	65098418	Stable	3	0.000374666666666667	-0.018591	0	0
chr7	102506956	102507143	Stable	8	-0.010114125	-0.013760875	0	4
chr15	31315780	31315917	Stable	1	-0.003344	-0.003693	0	0
chr7	118254445	118254893	Stable	24	0.00687075	0.0998188333333333	11	6
chr8	94874439	94874562	Stable	1	0.004142	0.069784	0	0
chr9	49962850	49963371	Stable	1	-0.069376	-0.23581	0	1
chr16	5145554	5145988	Stable	2	0.0031155	0.0531645	0	0
chr2	94517024	94517284	Stable	1	0.003969	0.007707	0	0
chr6	81815703	81815815	Stable	2	0.004779	0.0079235	1	1
chr3	34465693	34465884	Stable	3	-0.019019	-0.008442	1	1
chr3	136793363	136793741	Stable	4	-0.00074925	-0.00655575	1	1
chr5	139552034	139552253	Stable	1	0.005887	0.095291	0	0
chr4	47050212	47050586	Stable	1	0.002023	0.049973	0	0
chr9	113792642	113793576	Stable	3	-0.007037	0.00912733333333333	0	1
chr4	63232513	63233003	Stable	5	0.0003056	0.0202772	0	0
chr5	120174247	120174787	Stable	4	-0.0056375	-0.04033175	1	2
chr1	87918040	87918484	Stable	8	-0.020982375	-0.125169375	0	6
chr3	145653364	145653486	Stable	2	-0.011807	0.03833	0	2
chr7	100656876	100657096	Stable	2	-0.029614	-0.297679	0	1
chr15	8706133	8706488	Stable	1	0.002994	0.022932	0	0
chr1	133307520	133307650	Stable	2	0.0057005	0.076154	0	0
chr4	130804820	130805554	Stable	5	0.0146238	0.1681662	3	0
chr16	20237471	20237970	Stable	5	0.0093152	0.1137624	3	2
chr2	104318135	104318659	Stable	1	-0.004308	0.002109	0	0
chr13	54687163	54687698	Stable	2	-6.45000000000001e-05	0.032777	0	0
chr4	88757522	88757888	Stable	36	-0.00781363888888889	-0.0552805833333333	10	13
chr12	72223405	72224021	Stable	1	-0.036711	-0.157217	0	1
chr5	114698239	114698640	Stable	3	-0.0112023333333333	-0.153107666666667	0	2
chr18	37172300	37172545	Stable	1	0.012483	0.074612	1	0
chr9	7176755	7177159	Stable	4	-0.01559775	-0.06578425	0	2
chr16	35625420	35625892	Stable	1	0.007464	0.041032	0	0
chr9	121791296	121791613	Stable	2	0.0146505	0.1453065	1	0
chr19	30165789	30165931	Stable	1	0.004533	0.027253	0	0
chr1	134987513	134987947	Stable	1	-0.002186	0.016674	0	0
chr2	136004042	136004291	Stable	1	0.00794	0.027395	0	0
chr2	151930525	151930707	Stable	1	0.002571	0.012932	0	0
chr11	119545935	119546147	Stable	2	0.001605	0.038928	0	0
chr5	137652447	137652774	Stable	2	0.0008705	0.059298	0	0
chr16	4974701	4974836	Stable	1	0.000613	0.011929	0	0
chr6	36800693	36800805	Stable	1	-0.003718	0.01655	0	0
chrX	157920186	157920430	Stable	4	0.008947	0.00637	1	1
chr2	60026579	60026776	Stable	1	0.00378	0.019186	0	0
chr18	61398515	61398628	Stable	1	-0.000399	0.053784	0	0
chr12	3856065	3856634	Stable	3	-0.00353566666666667	0.0545056666666667	1	1
chr16	20619995	20620051	Stable	2	-0.002515	-0.0121555	0	0
chr15	85523437	85523734	Stable	1	0.00281	0.042569	0	0
chr6	51580370	51580611	Stable	4	0.00854325	0.0131305	2	0
chr16	17654305	17654453	Stable	1	-0.002201	-0.069724	0	0
chr5	37288281	37288653	Stable	5	0.0030326	0.001604	1	0
chr3	98383278	98383396	Stable	1	0.004642	-0.03705	0	0
chr2	160887892	160888192	Stable	2	-0.00213	0.029453	0	0
chr1	69105895	69106048	Stable	1	0.032434	0.083824	1	0
chr2	21261719	21261961	Stable	2	0.009046	0.076389	0	0
chr1	133736285	133736610	Stable	2	-0.013227	-0.228463	0	2
chr10	110455151	110455706	Stable	1	0.013628	-0.09719	1	0
chr1	182509141	182509457	Stable	1	-0.004963	-0.034853	0	0
chr10	43723386	43723588	Stable	3	0.00302933333333333	0.00502733333333333	0	0
chr7	31117628	31117802	Stable	1	-0.003212	-0.023305	0	0
chr7	80400102	80400671	Stable	2	0.0079395	0.0922295	0	0
chr12	25379086	25379340	Stable	2	-0.0034585	-0.0103285	0	0
chr16	4711294	4711451	Stable	1	0.005347	0.038216	0	0
chr16	5911890	5912136	Stable	1	-0.02544	-0.108281	0	1
chr1	186721972	186722227	Stable	2	-0.0165215	-0.0068325	0	1
chr1	94053659	94054059	Stable	1	0.001163	-0.029922	0	0
chr6	21213964	21214236	Stable	1	0.002602	0.015431	0	0
chr11	42423396	42423518	Stable	1	0.00148	0.024124	0	0
chr4	130572744	130573839	Stable	1	0.014103	0.322531	1	0
chr6	38853587	38853967	Stable	2	-0.0206745	-0.105103	0	2
chr8	23078518	23078789	Stable	1	0.049494	0.020485	1	0
chr11	58301819	58302109	Stable	2	-0.00654	0.01871	0	1
chr8	54507884	54508021	Stable	1	0.006541	0.010151	0	0
chr6	119388727	119389010	Stable	10	-0.0098235	-0.0563411	1	4
chr9	99436007	99436129	Stable	2	0.003496	0.0046115	1	1
chr3	105476317	105476796	Stable	17	-0.00478464705882353	-0.058973294117647	5	7
chr9	45388686	45389005	Stable	3	-0.00168	-0.069834	1	1
chr4	127324816	127325175	Stable	2	0.001807	0.083868	0	0
chr15	79327385	79327501	Stable	1	0.004023	0.067249	0	0
chr5	105698771	105698876	Stable	1	-0.010339	-0.024764	0	1
chr7	27542579	27542941	Stable	2	0.001802	0.0546895	0	0
chr7	89518128	89518307	Stable	1	0.072472	0.11914	1	0
chr6	71803862	71804390	Stable	8	0.002581	0.001681125	3	2
chr17	29093625	29093807	Stable	3	0.0197883333333333	0.380555333333333	1	0
chr16	91694620	91695000	Stable	1	0.002977	0.056795	0	0
chr3	121967652	121968106	Stable	2	-0.0014495	-0.0004125	0	0
chr17	49190370	49190787	Stable	2	0.0102615	0.020547	1	0
chrX	99216608	99217075	Stable	4	0.00456	0.0397755	2	1
chr15	102746330	102747332	Stable	6	-0.008131	-0.029156	0	4
chr4	62780512	62781024	Stable	1	0.020871	0.05267	1	0
chr18	61793915	61794132	Stable	1	0.004031	0.072836	0	0
chr12	44547833	44548269	Stable	1	-0.00596	0.007742	0	0
chr8	126483091	126483232	Stable	1	0.002637	0.047082	0	0
chr4	46625145	46625566	Stable	1	-0.003074	-0.042028	0	0
chr14	64099650	64100322	Stable	12	-0.01057325	-0.0603738333333333	1	6
chr7	83808898	83809517	Stable	24	-0.00112420833333333	0.0265720416666667	7	8
chr4	155739700	155740077	Stable	7	0.00772457142857143	0.170888428571429	2	0
chr9	58092554	58093244	Stable	20	-0.01097825	-0.08654285	4	8
chr18	60996873	60996993	Stable	1	0.007721	0.04141	0	0
chr9	69289528	69290098	Stable	5	0.0050056	0.0298388	2	1
chr14	31205626	31205759	Stable	3	0.004318	0.0944873333333333	0	0
chr16	30790637	30790932	Stable	1	0.011874	0.100573	1	0
chr8	88664991	88665324	Stable	2	0.0167965	0.1506795	2	0
chr1	157554236	157554433	Stable	4	0.0144235	0.0300915	3	0
chr15	81272440	81272888	Stable	1	-0.036598	-0.251006	0	1
chr8	114258655	114259076	Stable	4	0.009084	0.0507525	2	0
chr10	40884532	40884774	Stable	3	-0.00442466666666667	-0.0997023333333333	0	0
chr9	110994702	110994869	Stable	4	-0.020342	-0.07677675	1	1
chr3	102081801	102082161	Stable	3	0.0135803333333333	0.0342156666666667	3	0
chr5	106454435	106454564	Stable	1	-0.001997	-0.136363	0	0
chr18	35840058	35840529	Stable	4	0.0060495	0.1611975	0	0
chr12	52604112	52604184	Stable	1	-0.00411	-0.028821	0	0
chr9	99629360	99630450	Stable	1	-0.015026	-0.010357	0	1
chr15	72530466	72530676	Stable	1	-0.003162	-0.042155	0	0
chr16	22564510	22565004	Stable	1	0.03114	0.251023	1	0
chr11	65107644	65107990	Stable	1	-0.005777	-0.034348	0	0
chr14	46381525	46381735	Stable	6	-0.012817	0.00601533333333333	1	3
chr15	38373852	38374105	Stable	1	0.00938	0.019165	0	0
chr14	52013868	52014016	Stable	3	0.00509066666666667	0.151031333333333	0	0
chr7	102238945	102239233	Stable	1	0.070522	0.576545	1	0
chr2	134920617	134920855	Stable	2	0.008673	0.1487635	1	0
chr6	53795888	53796046	Stable	1	0.003775	0.030982	0	0
chr11	79584342	79584525	Stable	1	-0.005507	0.006134	0	0
chr11	77501534	77501689	Stable	3	0.00219366666666667	0.0535576666666667	0	0
chr2	164986268	164986993	Stable	9	0.000526444444444445	0.00155722222222222	1	1
chr5	23435332	23435456	Stable	3	0.00120866666666667	-0.00806166666666667	0	0
chr18	5592576	5592920	Stable	2	-0.006167	0.029665	0	0
chr2	32348379	32348655	Stable	2	0.003042	0.125192	0	0
chr9	100470884	100471426	Stable	22	-0.00546663636363636	-0.0833661363636364	4	11
chr14	7997279	7997670	Stable	9	-0.0331242222222222	0.006812	2	4
chr3	88624391	88624626	Stable	2	-0.0026885	0.000247499999999999	0	0
chr2	132879370	132879703	Stable	1	0.028009	0.11355	1	0
chr2	30828082	30828533	Stable	5	0.0024934	0.1136742	0	0
chr4	59826427	59826656	Stable	5	0.003452	-0.0437674	1	1
chr15	51730960	51731332	Stable	1	0.005347	0.003969	0	0
chr6	115538868	115539359	Stable	5	0.0081762	0.0727336	2	0
chr9	69480475	69480695	Stable	1	0.006902	0.013857	0	0
chr7	19456237	19456241	Stable	1	-0.002654	-0.048442	0	0
chr11	104171379	104171984	Stable	2	0.0027485	0.036584	0	0
chr8	88623344	88623676	Stable	12	0.011723	0.244335666666667	5	2
chr2	118540880	118541094	Stable	3	0.00761766666666667	0.0783093333333333	1	0
chr4	123053140	123053504	Stable	8	0.0046565	0.0313595	1	0
chr2	29217793	29218426	Stable	14	-0.00341357142857143	-0.00928164285714285	1	3
chr12	15758950	15759206	Stable	3	-0.0100396666666667	-0.00286066666666667	1	2
chr14	58505740	58506192	Stable	2	-0.004871	-0.0069345	1	1
chr3	102011692	102012157	Stable	2	0.006949	-0.0962925	1	1
chr15	30885446	30885760	Stable	1	-0.038846	-0.068905	0	1
chr1	180777517	180778602	Stable	6	-0.002296	-0.0634878333333333	0	0
chr15	99511873	99512575	Stable	1	0.000546	0.044073	0	0
chr7	19843738	19843852	Stable	1	0.001135	0.022983	0	0
chr3	89421464	89421658	Stable	7	-0.00204214285714286	-0.037124	0	1
chr11	121543924	121544282	Stable	1	0.009813	-0.008451	0	0
chr10	63338843	63339623	Stable	3	-0.000519666666666667	-0.0508026666666667	0	0
chr2	93198804	93199649	Stable	1	0.003878	-0.033635	0	0
chr5	32713856	32714441	Stable	21	-0.00256752380952381	-0.00986709523809524	4	6
chr16	8523877	8524143	Stable	1	0.003505	0.060772	0	0
chr9	52158678	52158836	Stable	1	0.006345	0.040272	0	0
chr11	3332053	3332579	Stable	26	-0.00375292307692308	0.0238605384615384	12	5
chr6	90450305	90450614	Stable	3	0.00787833333333333	0.100116333333333	0	0
chr18	77232182	77232544	Stable	4	-0.0047565	-0.097187	0	0
chr9	21241473	21241628	Stable	2	6.15e-05	0.003507	0	0
chr3	8766954	8767157	Stable	1	0.003498	0.024305	0	0
chr19	44294768	44294920	Stable	3	0.0120376666666667	0.213239666666667	1	0
chr1	134151708	134151947	Stable	5	0.0036446	0.0850356	0	0
chr11	102767267	102767609	Stable	1	-0.005134	-0.17944	0	0
chr18	60711423	60711868	Stable	2	0.006514	0.0498885	0	0
chr7	27159914	27160239	Stable	2	0.005065	0.158813	0	0
chr9	119181305	119181745	Stable	1	-0.00415	0.001143	0	0
chr2	180843801	180843961	Stable	2	0.002505	-0.0012965	0	0
chr9	114727421	114727572	Stable	1	0.006226	0.027375	0	0
chr9	46735562	46736066	Stable	2	-0.0045875	-0.011015	0	1
chr12	74009500	74009673	Stable	1	0.001502	0.019068	0	0
chr5	136881519	136881843	Stable	1	0.01393	0.156531	1	0
chr6	91286643	91287057	Stable	3	-0.002241	-0.0374493333333333	0	0
chr16	91314218	91314396	Stable	1	0.004787	0.025652	0	0
chr13	64439047	64439339	Stable	4	0.0230875	0.0191795	3	0
chr6	125165380	125166725	Stable	30	0.00748873333333333	0.1409637	16	4
chr2	30718355	30718597	Stable	3	0.00996333333333333	0.243698333333333	2	0
chr3	96595785	96595887	Stable	3	0.00301166666666667	0.063101	0	0
chr6	126339981	126340572	Stable	2	0.0618005	0.306473	1	0
chr17	56008966	56009566	Stable	19	0.000774157894736842	0.0187304736842105	4	3
chr2	34802140	34802557	Stable	11	0.00317836363636364	0.0261158181818182	2	0
chr7	126799047	126800217	Stable	33	0.00521084848484849	0.191101	5	2
chr16	30749907	30750210	Stable	1	-0.003426	-0.000355	0	0
chr9	43801935	43802266	Stable	5	-0.000688	0.029579	1	2
chr2	131820195	131820522	Stable	1	0.005969	0.02427	0	0
chr5	120440860	120441116	Stable	1	0.001912	0.053168	0	0
chr1	178530351	178531030	Stable	1	0.025242	0.208129	1	0
chr11	116671108	116671727	Stable	3	-0.00268633333333333	-0.0894146666666667	0	0
chr10	5068675	5069265	Stable	1	0.002604	0.003686	0	0
chr8	12962524	12962835	Stable	5	0.008541	0.0743094	1	0
chr7	126583247	126583667	Stable	4	0.00542725	0.155722	0	0
chrX	56659309	56659581	Stable	4	-0.01205125	-0.00997	1	2
chrX	142808541	142808696	Stable	2	-0.014576	-0.02505	0	2
chr3	119783485	119783654	Stable	4	-0.001857	0.010297	2	2
chr2	143851366	143851719	Stable	1	0.007557	0.014259	0	0
chr3	88144213	88144359	Stable	1	0.002986	0.19756	0	0
chr4	107830868	107831230	Stable	2	0.004146	0.043433	0	0
chr18	7235341	7235482	Stable	1	0.001685	0.003569	0	0
chr9	57696386	57697087	Stable	1	0.001848	0.021632	0	0
chr15	97728761	97729201	Stable	1	0.01678	0.101836	1	0
chr14	61017103	61017572	Stable	2	0.001415	0.00534	0	0
chr10	82761530	82761677	Stable	1	-0.008253	-0.236194	0	0
chr2	90889643	90889856	Stable	3	0.000138666666666667	0.0605723333333333	0	0
chr11	102898401	102898773	Stable	2	-0.0095905	-0.1339385	1	1
chr13	34469628	34469907	Stable	3	0.00150166666666667	-0.00103	0	0
chr5	137061903	137062068	Stable	4	0.0148865	0.22749525	3	0
chr5	140540234	140540358	Stable	1	-0.03546	-0.262052	0	1
chrX	43317925	43318487	Stable	4	0.01617	0.008215	3	0
chr7	78385843	78386373	Stable	1	0.019619	0.018052	1	0
chr5	139344177	139344301	Stable	2	0.001282	0.0379915	0	0
chr2	130791786	130792141	Stable	1	-0.004869	-0.020519	0	0
chr5	123019793	123019874	Stable	1	-0.000464	0.013673	0	0
chr7	101541225	101541503	Stable	2	0.006735	0.1239245	1	0
chr4	106614288	106614566	Stable	2	0.003725	0.0545345	0	0
chr13	33074170	33074278	Stable	2	-0.0027355	-0.0024955	0	0
chr2	90474885	90475395	Stable	1	0.001107	-0.04348	0	0
chr11	61476960	61477317	Stable	1	-0.005068	-0.095238	0	0
chr6	82934708	82934852	Stable	2	-0.0034545	-0.073165	0	0
chr9	119029654	119029909	Stable	1	0.002396	0.018966	0	0
chr1	66482652	66483028	Stable	1	-0.010727	-0.038444	0	1
chr4	15882415	15882509	Stable	1	-0.003174	-0.025399	0	0
chr4	126273830	126274301	Stable	4	-0.00219175	-0.02622425	0	0
chr5	107287316	107287433	Stable	1	0.003377	0.008076	0	0
chr7	98120388	98120656	Stable	1	0.007298	0.096323	0	0
chr12	90425336	90425425	Stable	1	-0.005344	-0.056711	0	0
chr1	155138934	155139090	Stable	1	-0.010364	-0.113572	0	1
chr9	83797817	83798233	Stable	2	-0.0197235	-0.081392	0	1
chr19	26607193	26607365	Stable	5	0.0221594	0.0975572	4	0
chr3	61363648	61364817	Stable	6	-0.0089375	0.0136253333333333	3	3
chr10	80736749	80737277	Stable	1	-0.006986	-0.346449	0	0
chr5	97345934	97346149	Stable	2	-0.021159	-0.0321335	0	2
chr6	97523229	97523438	Stable	1	0.000343	-0.003175	0	0
chrX	38564397	38565205	Stable	29	0.00778786206896552	0.0270306896551724	11	6
chr5	149335838	149336169	Stable	2	-0.0194585	-0.104454	0	1
chr11	67080269	67080492	Stable	4	0.00943225	0.01238425	1	0
chr10	127614163	127614522	Stable	1	0.006729	0.116133	0	0
chr6	5110327	5110729	Stable	15	0.0179424	0.0429876	9	3
chr6	12381223	12381417	Stable	2	-0.0121465	0.003392	0	1
chr7	101969823	101971342	Stable	21	0.00974314285714286	0.0912997619047619	8	2
chr7	45167207	45167347	Stable	2	0.0018245	0.017746	0	0
chr8	64941517	64941842	Stable	4	-0.01014325	-0.003621	0	2
chr7	116307366	116307731	Stable	1	0.022469	0.116342	1	0
chr14	77934556	77934705	Stable	1	0.00844	0.01388	0	0
chr11	116534153	116534407	Stable	1	0.012766	0.159071	1	0
chr2	149927076	149927337	Stable	1	-8.5e-05	0.03394	0	0
chr5	115509449	115509546	Stable	1	0.003538	0.103009	0	0
chr1	169467765	169467766	Stable	1	0.025709	0.032372	1	0
chr8	23009761	23009901	Stable	2	-0.016949	0.0357665	0	1
chrX	60404675	60405024	Stable	18	0.0266609444444444	0.0722228333333333	9	4
chr4	95082526	95083035	Stable	1	-0.078529	-0.226066	0	1
chr2	51146176	51146271	Stable	1	-0.006183	0.032034	0	0
chr13	54309318	54309597	Stable	4	-0.004595	-0.2984745	0	0
chr14	67934141	67934311	Stable	1	-0.009865	0.002746	0	0
chr7	16149314	16149671	Stable	15	-0.00583966666666667	-0.332949333333333	2	6
chr7	13043314	13044562	Stable	4	-0.0047025	-0.12249175	0	0
chr3	107096606	107096706	Stable	2	0.0030625	0.0538905	0	0
chr10	118370536	118370746	Stable	4	0.00246625	0.008358	0	0
chr10	122884086	122884567	Stable	3	-0.0111413333333333	-0.0234926666666667	0	1
chr4	141477656	141478469	Stable	4	-0.00216075	-0.00708625	0	1
chr11	113785353	113785694	Stable	1	0.003338	0.060872	0	0
chr15	72529593	72529810	Stable	1	-0.009966	-0.127897	0	0
chr18	46211738	46211968	Stable	1	0.009652	0.033827	0	0
chr15	74968284	74968635	Stable	1	-0.024981	-0.153904	0	1
chr3	110142305	110142432	Stable	1	0.010831	0.027939	1	0
chr2	44926750	44927045	Stable	6	0.0387921666666667	0.08347	4	1
chr11	3305906	3306107	Stable	1	-0.025897	-0.290105	0	1
chr10	39959820	39960455	Stable	2	-0.0016125	-0.018142	0	0
chr19	42255954	42256330	Stable	2	0.0037585	-0.0095885	0	0
chr11	102218673	102219287	Stable	9	0.0125574444444444	0.208949	6	0
chr13	95336148	95336800	Stable	4	-0.009987	-0.00681175	0	2
chr15	96698448	96699243	Stable	2	0.0034245	0.118592	0	0
chr9	58067445	58067834	Stable	1	-0.009721	-0.146563	0	0
chr1	34664235	34664505	Stable	1	0.003479	0.01175	0	0
chr12	38788677	38788965	Stable	1	0.002182	0.053115	0	0
chr17	69267476	69267929	Stable	8	-0.001213625	-0.005863875	2	1
chr11	76639571	76639970	Stable	1	0.007628	0.084902	0	0
chr5	34533873	34534125	Stable	1	0.005373	0.129459	0	0
chr8	87228577	87229395	Stable	23	-0.00878213043478261	-0.193132652173913	5	12
chrX	71052097	71052457	Stable	9	0.00343333333333333	0.0183901111111111	4	4
chr11	69411052	69411393	Stable	1	0.004444	0.324221	0	0
chr4	85207168	85207264	Stable	1	0.000334	0.066094	0	0
chr4	46126488	46126800	Stable	2	-0.003771	-0.0175735	0	0
chr4	140713920	140714412	Stable	37	-0.0247612162162162	-0.125263432432432	8	18
chr17	73237654	73237733	Stable	1	-0.001479	0.004848	0	0
chr12	16588790	16588930	Stable	1	-0.024299	-0.008667	0	1
chr11	119544894	119545096	Stable	2	0.007467	0.20519	0	0
chr8	91502231	91502691	Stable	18	-0.0160843888888889	-0.0224260555555556	3	10
chr10	8517219	8517990	Stable	2	-0.006962	-0.0360195	0	0
chr14	29648636	29649167	Stable	3	-0.00378166666666667	-0.00791866666666667	1	1
chr11	60233391	60233576	Stable	1	-0.001243	0.052431	0	0
chr15	10923816	10923873	Stable	1	0.008379	0.019695	0	0
chr18	61827348	61827799	Stable	3	0.000892666666666667	0.0317736666666667	0	0
chr7	46602878	46603385	Stable	2	0.002464	0.021445	0	0
chr2	163968725	163968837	Stable	1	-0.000414	-0.011978	0	0
chrX	157472127	157472774	Stable	9	0.0167457777777778	0.0308691111111111	3	0
chr17	47508069	47508184	Stable	1	-0.001099	0.002303	0	0
chr19	4999615	4999720	Stable	1	0.00206	0.036105	0	0
chr4	99178963	99179132	Stable	1	0.001219	0.003232	0	0
chr18	50036479	50036704	Stable	1	-0.012979	-0.04595	0	1
chr12	84011550	84011929	Stable	1	-0.008315	-0.076562	0	0
chr17	83514082	83514746	Stable	9	-0.00102066666666667	0.00248788888888889	4	3
chr13	36735966	36736866	Stable	24	-0.00851329166666667	-0.0679237916666667	7	12
chr2	25850408	25850794	Stable	1	0.007664	0.069459	0	0
chr2	118806958	118807149	Stable	1	-0.002424	-0.043677	0	0
chr2	31801409	31801732	Stable	2	-0.0007305	0.036667	0	0
chr19	43441028	43441575	Stable	1	0.034936	0.439621	1	0
chr5	113180112	113180666	Stable	2	0.0094005	0.0934815	1	0
chr9	56126877	56127234	Stable	1	-0.009198	-0.021978	0	0
chr9	87027688	87027938	Stable	1	-0.003817	-0.011762	0	0
chr14	25457602	25457873	Stable	6	0.00606933333333333	0.0827565	2	0
chr5	144707548	144708015	Stable	1	0.001755	0.022409	0	0
chr3	8510209	8510608	Stable	6	0.00884483333333333	0.105868666666667	1	0
chr6	82917072	82917958	Stable	33	0.0078540303030303	0.0316866666666667	6	6
chr2	30495863	30496384	Stable	1	-0.025907	-0.243802	0	1
chr4	131484290	131484465	Stable	1	-0.001358	0.037508	0	0
chr5	35119989	35120418	Stable	6	-4.23333333333332e-05	0.0498128333333333	0	1
