loop_id	chr1	start1	end1	chr2	start2	end2	coordinate	logFC	logCPM	LR	PValue	FDR	fold_change	abs_logFC	significance_category	direction
loop_13784	chr16	5885000	5890000	chr16	6475000	6480000	chr16:5885000-5890000_chr16:6475000-6480000	-0.0837795753305851	4.20188140554721	0.0102187727715753	0.919480646942184	0.999998013132112	0.943582406760614	0.0837795753305851	NS	unchanged
loop_13937	chr16	64770000	64775000	chr16	64850000	64855000	chr16:64770000-64775000_chr16:64850000-64855000	-0.0829963417368041	5.56637558488629	0.0102180264929307	0.919483577165642	0.999998013132112	0.944094813102424	0.0829963417368041	NS	unchanged
loop_8940	chr10	18235000	18240000	chr10	18390000	18395000	chr10:18235000-18240000_chr10:18390000-18395000	0.0834509232307899	4.62329967083118	0.0102178348995196	0.919484329464433	0.999998013132112	1.05954945164923	0.0834509232307899	NS	unchanged
loop_15318	chr1	180435000	180440000	chr1	180485000	180490000	chr1:180435000-180440000_chr1:180485000-180490000	-0.0827663222453412	6.40612529484131	0.0102151469505374	0.919494884549278	0.999998013132112	0.944245349089097	0.0827663222453412	NS	unchanged
loop_19576	chr5	27075000	27080000	chr5	27415000	27420000	chr5:27075000-27080000_chr5:27415000-27420000	-0.0831993605647586	5.02030510242187	0.0102119457872263	0.919507456763487	0.999998013132112	0.943961967607279	0.0831993605647586	NS	unchanged
loop_21947	chr10	13560000	13565000	chr10	14200000	14205000	chr10:13560000-13565000_chr10:14200000-14205000	0.0828751069431712	5.86936312051533	0.0102114068623579	0.919509573526959	0.999998013132112	1.05912664289455	0.0828751069431712	NS	unchanged
loop_13064	chr15	80705000	80710000	chr15	80795000	80800000	chr15:80705000-80710000_chr15:80795000-80800000	-0.0829933155717854	5.49673150752246	0.0102112577669516	0.919510159146771	0.999998013132112	0.944096793416775	0.0829933155717854	NS	unchanged
loop_18877	chr4	43575000	43580000	chr4	43655000	43660000	chr4:43575000-43580000_chr4:43655000-43660000	-0.0831428866669161	5.1188029723162	0.0102097914886308	0.919515918653152	0.999998013132112	0.943998919460315	0.0831428866669161	NS	unchanged
loop_12943	chr15	55305000	55310000	chr15	55545000	55550000	chr15:55305000-55310000_chr15:55545000-55550000	0.0829411112404584	5.60449444652083	0.0102077928716484	0.919523769846038	0.999998013132112	1.05917509978044	0.0829411112404584	NS	unchanged
loop_18500	chr4	85160000	85165000	chr4	85390000	85395000	chr4:85160000-85165000_chr4:85390000-85395000	-0.0827967180760496	6.0666181631798	0.0102045608874621	0.91953646773444	0.999998013132112	0.944225455197028	0.0827967180760496	NS	unchanged
loop_21300	chr7	96520000	96525000	chr7	96910000	96915000	chr7:96520000-96525000_chr7:96910000-96915000	-0.0828150198633512	5.97909608447137	0.0102036829392448	0.919539917386958	0.999998013132112	0.944213476987258	0.0828150198633512	NS	unchanged
loop_16307	chr2	24295000	24300000	chr2	24405000	24410000	chr2:24295000-24300000_chr2:24405000-24410000	0.0831774866833301	4.97056051718685	0.0102006503123537	0.919551834401524	0.999998013132112	1.05934865239372	0.0831774866833301	NS	unchanged
loop_1995	chr1	134150000	134155000	chr1	134200000	134205000	chr1:134150000-134155000_chr1:134200000-134205000	0.0827182233145163	6.31896378309776	0.0101991488441442	0.91955773523528	0.999998013132112	1.05901147607677	0.0827182233145163	NS	unchanged
loop_11737	chr11	62535000	62540000	chr11	62575000	62580000	chr11:62535000-62540000_chr11:62575000-62580000	-0.0826976145010034	6.42258377407337	0.0101989688929873	0.919558442480404	0.999998013132112	0.944290319447414	0.0826976145010034	NS	unchanged
loop_5119	chr9	56260000	56265000	chr9	56315000	56320000	chr9:56260000-56265000_chr9:56315000-56320000	0.0827959805496305	5.89920797271957	0.0101939359225298	0.919578225645284	0.999998013132112	1.05906855537707	0.0827959805496305	NS	unchanged
loop_10986	chr11	106325000	106330000	chr11	106390000	106395000	chr11:106325000-106330000_chr11:106390000-106395000	0.0826846681909393	6.36408970212077	0.0101930995944437	0.919581513489347	0.999998013132112	1.05898684519728	0.0826846681909393	NS	unchanged
loop_5368	chr11	82385000	82390000	chr11	82540000	82545000	chr11:82385000-82390000_chr11:82540000-82545000	0.083032624657553	5.13242383342458	0.0101845454969087	0.919615149911883	0.999998013132112	1.05924228778914	0.083032624657553	NS	unchanged
loop_18820	chr4	120610000	120615000	chr4	120665000	120670000	chr4:120610000-120615000_chr4:120665000-120670000	-0.0826040278043282	6.45250063927087	0.0101772803584824	0.9196437290974	0.999998013132112	0.944351576938156	0.0826040278043282	NS	unchanged
loop_15071	chr1	111660000	111665000	chr1	112375000	112380000	chr1:111660000-111665000_chr1:112375000-112380000	-0.0829124806485505	5.32627169589919	0.0101754038667189	0.919651112407594	0.999998013132112	0.944149693113323	0.0829124806485505	NS	unchanged
loop_12586	chr12	72100000	72105000	chr12	72285000	72290000	chr12:72100000-72105000_chr12:72285000-72290000	-0.083090316256637	4.91664315931472	0.0101720286260303	0.919664394478991	0.999998013132112	0.944033318493564	0.083090316256637	NS	unchanged
loop_8496	chr6	83355000	83360000	chr6	83670000	83675000	chr6:83355000-83360000_chr6:83670000-83675000	-0.0840649112336953	3.7192557609489	0.0101649739707481	0.9196921627816	0.999998013132112	0.943395803696621	0.0840649112336953	NS	unchanged
loop_5363	chr11	9315000	9320000	chr11	11220000	11225000	chr11:9315000-9320000_chr11:11220000-11225000	-0.0834788851248392	4.28446642549773	0.0101627864208483	0.919700775320722	0.999998013132112	0.943779091125285	0.0834788851248392	NS	unchanged
loop_6717	chr1	167940000	167945000	chr1	169495000	169500000	chr1:167940000-167945000_chr1:169495000-169500000	0.083455866511735	4.25022187083203	0.0101506463153025	0.919748588803864	0.999998013132112	1.0595530821182	0.083455866511735	NS	unchanged
loop_21227	chr7	46960000	46965000	chr7	47145000	47150000	chr7:46960000-46965000_chr7:47145000-47150000	0.0829112375883724	5.05503542453946	0.0101458136370589	0.919767630215408	0.999998013132112	1.05915316784061	0.0829112375883724	NS	unchanged
loop_20521	chr6	53780000	53785000	chr6	53955000	53960000	chr6:53780000-53785000_chr6:53955000-53960000	0.0825282467675013	6.14551560484875	0.010143182549173	0.919777998986566	0.999998013132112	1.05887203281814	0.0825282467675013	NS	unchanged
loop_9884	chr14	99930000	99935000	chr14	101380000	101385000	chr14:99930000-99935000_chr14:101380000-101385000	-0.0830065941741136	4.84194283648614	0.0101414849355322	0.919784689779568	0.999998013132112	0.944088103965552	0.0830065941741136	NS	unchanged
loop_15001	chr1	106070000	106075000	chr1	106170000	106175000	chr1:106070000-106075000_chr1:106170000-106175000	-0.0827942004163756	5.24414866892783	0.0101380384087844	0.919798275292049	0.999998013132112	0.944227102974527	0.0827942004163756	NS	unchanged
loop_7096	chr19	26315000	26320000	chr19	26605000	26610000	chr19:26315000-26320000_chr19:26605000-26610000	0.0841712435573425	3.54803565988704	0.0101372989730489	0.919801190302308	0.999998013132112	1.06007860406823	0.0841712435573425	NS	unchanged
loop_11690	chr11	119090000	119095000	chr11	119185000	119190000	chr11:119090000-119095000_chr11:119185000-119190000	-0.0823715279329442	6.82731313085209	0.0101350678354171	0.919809986564247	0.999998013132112	0.944503777719896	0.0823715279329442	NS	unchanged
loop_15891	chr19	46760000	46765000	chr19	46990000	46995000	chr19:46760000-46765000_chr19:46990000-46995000	-0.0826584767464788	5.49099980573235	0.0101285363424677	0.919835742604318	0.999998013132112	0.944315936714385	0.0826584767464788	NS	unchanged
loop_9953	chr14	11555000	11560000	chr14	12135000	12140000	chr14:11555000-11560000_chr14:12135000-12140000	0.083164522122643	4.48080598953693	0.010123864027897	0.919854172378444	0.999998013132112	1.05933913276013	0.083164522122643	NS	unchanged
loop_17543	chr3	3750000	3755000	chr3	7025000	7030000	chr3:3750000-3755000_chr3:7025000-7030000	-0.0830978175330575	4.56768651802288	0.0101221083111357	0.919861098849459	0.999998013132112	0.944028410015846	0.0830978175330575	NS	unchanged
loop_11878	chr13	17745000	17750000	chr13	17835000	17840000	chr13:17745000-17750000_chr13:17835000-17840000	0.0826049054131644	5.54353758449457	0.0101201502618729	0.91986882425735	0.999998013132112	1.05892829824518	0.0826049054131644	NS	unchanged
loop_22084	chr10	34035000	34040000	chr10	34325000	34330000	chr10:34035000-34040000_chr10:34325000-34330000	-0.0825088040712139	5.84427181774679	0.01011948165253	0.919871462402639	0.999998013132112	0.94441391003541	0.0825088040712139	NS	unchanged
loop_17831	chr3	94615000	94620000	chr3	94900000	94905000	chr3:94615000-94620000_chr3:94900000-94905000	-0.0827838423632449	5.06711266936872	0.0101158234463045	0.919885898219081	0.999998013132112	0.94423388222401	0.0827838423632449	NS	unchanged
loop_2020	chr1	52180000	52185000	chr1	52230000	52235000	chr1:52180000-52185000_chr1:52230000-52235000	-0.0824002659097361	6.13961888930182	0.010111296425467	0.919903766155736	0.999998013132112	0.944484963724883	0.0824002659097361	NS	unchanged
loop_18961	chr4	120585000	120590000	chr4	120915000	120920000	chr4:120585000-120590000_chr4:120915000-120920000	-0.0829957445878378	4.63051018093926	0.010107470996388	0.919918868092846	0.999998013132112	0.944095203874793	0.0829957445878378	NS	unchanged
loop_8047	chr5	146190000	146195000	chr5	146230000	146235000	chr5:146190000-146195000_chr5:146230000-146235000	-0.0824314696172924	5.90804990557386	0.0101048248128208	0.919929316321968	0.999998013132112	0.944464535905384	0.0824314696172924	NS	unchanged
loop_10413	chr9	13595000	13600000	chr9	13650000	13655000	chr9:13595000-13600000_chr9:13650000-13655000	-0.0823674905730237	6.14070110737443	0.0101033162966472	0.919935273187284	0.999998013132112	0.944506420902914	0.0823674905730237	NS	unchanged
loop_4426	chr10	128460000	128465000	chr10	128495000	128500000	chr10:128460000-128465000_chr10:128495000-128500000	-0.0823018345055626	6.40363768901696	0.0101007127903323	0.919945555033002	0.999998013132112	0.944549405724118	0.0823018345055626	NS	unchanged
loop_2571	chr2	173585000	173590000	chr2	174900000	174905000	chr2:173585000-173590000_chr2:174900000-174905000	0.0834156358040115	4.06512252578271	0.0101001206855547	0.919947893577871	0.999998013132112	1.0595235360431	0.0834156358040115	NS	unchanged
loop_16725	chr2	5450000	5455000	chr2	5710000	5715000	chr2:5450000-5455000_chr2:5710000-5715000	0.0825910636116124	5.34592675810278	0.0100988187333451	0.919953035941124	0.999998013132112	1.0589181385062	0.0825910636116124	NS	unchanged
loop_9610	chr8	90795000	90800000	chr8	91015000	91020000	chr8:90795000-90800000_chr8:91015000-91020000	-0.0826778369631112	5.12725867756932	0.0100968713760374	0.919960728106993	0.999998013132112	0.944303264570988	0.0826778369631112	NS	unchanged
loop_12004	chr13	111460000	111465000	chr13	111740000	111745000	chr13:111460000-111465000_chr13:111740000-111745000	-0.0823536990175188	6.03546617944418	0.0100938054451802	0.919972840217033	0.999998013132112	0.944515450028698	0.0823536990175188	NS	unchanged
loop_7532	chrX	10215000	10220000	chrX	10590000	10595000	chrX:10215000-10220000_chrX:10590000-10595000	0.0843894765912	3.27952829707018	0.0100915211525653	0.919981865634844	0.999998013132112	1.06023897175624	0.0843894765912	NS	unchanged
loop_15790	chr18	39300000	39305000	chr18	39345000	39350000	chr18:39300000-39305000_chr18:39345000-39350000	-0.0823600983289044	5.93484767905427	0.0100890858674356	0.919991488772251	0.999998013132112	0.944511260484201	0.0823600983289044	NS	unchanged
loop_11298	chr11	35115000	35120000	chr11	35405000	35410000	chr11:35115000-35120000_chr11:35405000-35410000	-0.0822089379114012	6.62006557563625	0.010087324029107	0.919998451486081	0.999998013132112	0.944610228174734	0.0822089379114012	NS	unchanged
loop_14231	chr17	31120000	31125000	chr17	31185000	31190000	chr17:31120000-31125000_chr17:31185000-31190000	-0.0822350440024436	6.3112391813079	0.0100798674889047	0.920027926233935	0.999998013132112	0.944593135264034	0.0822350440024436	NS	unchanged
loop_8451	chr6	118625000	118630000	chr6	119175000	119180000	chr6:118625000-118630000_chr6:119175000-119180000	0.0825121707643192	5.330945154554	0.0100780791065213	0.920034997117419	0.999998013132112	1.0588602338344	0.0825121707643192	NS	unchanged
loop_222	chr14	50805000	50810000	chr14	51085000	51090000	chr14:50805000-50810000_chr14:51085000-51090000	-0.0826558172242794	4.99507948106273	0.0100758839343174	0.920043677227671	0.999998013132112	0.944317677506057	0.0826558172242794	NS	unchanged
loop_9978	chr14	54225000	54230000	chr14	54495000	54500000	chr14:54225000-54230000_chr14:54495000-54500000	0.0828339980730721	4.67624807603045	0.010075611786863	0.920044753414756	0.999998013132112	1.05909646404314	0.0828339980730721	NS	unchanged
loop_8598	chr7	34675000	34680000	chr7	34715000	34720000	chr7:34675000-34680000_chr7:34715000-34720000	0.0824932759589185	5.35251911278581	0.0100755588744964	0.920044962654521	0.999998013132112	1.05884636615864	0.0824932759589185	NS	unchanged
loop_20510	chr6	145440000	145445000	chr6	145790000	145795000	chr6:145440000-145445000_chr6:145790000-145795000	-0.0823599033869934	5.71388640571929	0.0100736127814649	0.920052658784518	0.999998013132112	0.944511388109817	0.0823599033869934	NS	unchanged
loop_19710	chr5	30515000	30520000	chr5	30635000	30640000	chr5:30515000-30520000_chr5:30635000-30640000	-0.0821191120096306	6.82287205330814	0.0100729016705061	0.920055471171606	0.999998013132112	0.9446690438667	0.0821191120096306	NS	unchanged
loop_11564	chr11	94340000	94345000	chr11	94480000	94485000	chr11:94340000-94345000_chr11:94480000-94485000	0.0821408024872266	6.64616082349993	0.0100717392235055	0.920060068772659	0.999998013132112	1.05858770465598	0.0821408024872266	NS	unchanged
loop_17722	chr3	137110000	137115000	chr3	137365000	137370000	chr3:137110000-137115000_chr3:137365000-137370000	-0.0824409466548401	5.40380570812437	0.0100674234952818	0.920077140279905	0.999998013132112	0.944458331755361	0.0824409466548401	NS	unchanged
loop_17709	chr3	19160000	19165000	chr3	19215000	19220000	chr3:19160000-19165000_chr3:19215000-19220000	-0.0822022660082992	6.11517674968288	0.010061388575167	0.920101018506196	0.999998013132112	0.944614596639521	0.0822022660082992	NS	unchanged
loop_1263	chr12	44455000	44460000	chr12	44505000	44510000	chr12:44455000-44460000_chr12:44505000-44510000	-0.0822486995394366	5.86868536764576	0.0100574503782569	0.920116604577565	0.999998013132112	0.944584194451811	0.0822486995394366	NS	unchanged
loop_15088	chr1	74815000	74820000	chr1	74855000	74860000	chr1:74815000-74820000_chr1:74855000-74860000	0.082148862829172	6.22852179163927	0.010054639829104	0.920127729679606	0.999998013132112	1.0585936190055	0.082148862829172	NS	unchanged
loop_6680	chr1	52500000	52505000	chr1	52595000	52600000	chr1:52500000-52505000_chr1:52595000-52600000	-0.0822385648751338	5.85939472153832	0.0100543435501625	0.920128902543144	0.999998013132112	0.944590830003379	0.0822385648751338	NS	unchanged
loop_12023	chr13	94145000	94150000	chr13	94205000	94210000	chr13:94145000-94150000_chr13:94205000-94210000	-0.0822354362047853	5.84106385097346	0.0100523263675755	0.920136888319558	0.999998013132112	0.944592878472696	0.0822354362047853	NS	unchanged
loop_12865	chr12	102885000	102890000	chr12	103065000	103070000	chr12:102885000-102890000_chr12:103065000-103070000	0.0823673716488388	5.42743516612478	0.010051848077449	0.920138781929715	0.999998013132112	1.05875396443793	0.0823673716488388	NS	unchanged
loop_19609	chr5	129385000	129390000	chr5	129580000	129585000	chr5:129385000-129390000_chr5:129580000-129585000	-0.0823017741782682	5.53468491365659	0.0100450838832139	0.920165567090768	0.999998013132112	0.944549445221108	0.0823017741782682	NS	unchanged
loop_4488	chr10	62485000	62490000	chr10	62575000	62580000	chr10:62485000-62490000_chr10:62575000-62580000	0.0824340770694727	5.18946251980457	0.0100445133810904	0.920167826607249	0.999998013132112	1.05880291883182	0.0824340770694727	NS	unchanged
loop_18517	chr4	152210000	152215000	chr4	152285000	152290000	chr4:152210000-152215000_chr4:152285000-152290000	0.0819753398157798	7.01308921319487	0.0100439430649999	0.920170085451713	0.999998013132112	1.05846630221082	0.0819753398157798	NS	unchanged
loop_13110	chr15	72810000	72815000	chr15	73020000	73025000	chr15:72810000-72815000_chr15:73020000-73025000	0.0826125264277425	4.77833472282094	0.0100368738107181	0.920198089946303	0.999998013132112	1.05893389203256	0.0826125264277425	NS	unchanged
loop_14875	chr1	18360000	18365000	chr1	18975000	18980000	chr1:18360000-18365000_chr1:18975000-18980000	-0.082021432200987	6.4983047581075	0.0100362766282058	0.920200456110948	0.999998013132112	0.944733006251475	0.082021432200987	NS	unchanged
loop_1360	chr15	98820000	98825000	chr15	98925000	98930000	chr15:98820000-98825000_chr15:98925000-98930000	-0.0825413790968188	4.87035415353043	0.010031985649217	0.920217459977427	0.999998013132112	0.944392586083283	0.0825413790968188	NS	unchanged
loop_5012	chr9	34490000	34495000	chr9	34860000	34865000	chr9:34490000-34495000_chr9:34860000-34865000	0.0823543641900039	5.20248305031805	0.0100264902314677	0.920239242039595	0.999998013132112	1.0587444186669	0.0823543641900039	NS	unchanged
loop_10269	chr9	88480000	88485000	chr9	88545000	88550000	chr9:88480000-88485000_chr9:88545000-88550000	-0.0819741364959526	6.52737799010621	0.0100259603739303	0.920241342542496	0.999998013132112	0.94476397783226	0.0819741364959526	NS	unchanged
loop_9932	chr14	38990000	38995000	chr14	39505000	39510000	chr14:38990000-38995000_chr14:39505000-39510000	0.0828458774173144	4.34502383956238	0.0100215728040476	0.920258738246498	0.999998013132112	1.05910518482121	0.0828458774173144	NS	unchanged
loop_19559	chr5	8370000	8375000	chr5	8415000	8420000	chr5:8370000-8375000_chr5:8415000-8420000	0.0820647528492944	5.99446208736914	0.010020753780586	0.920261985911844	0.999998013132112	1.05853190416624	0.0820647528492944	NS	unchanged
loop_3364	chr4	155365000	155370000	chr4	155565000	155570000	chr4:155365000-155370000_chr4:155565000-155570000	-0.0823937599590089	5.06042643218349	0.0100199464906036	0.92026518718173	0.999998013132112	0.944489222966314	0.0823937599590089	NS	unchanged
loop_18531	chr4	21535000	21540000	chr4	21810000	21815000	chr4:21535000-21540000_chr4:21810000-21815000	0.0825595386637389	4.74405793393941	0.0100190687950031	0.920268667789525	0.999998013132112	1.05889499988476	0.0825595386637389	NS	unchanged
loop_4600	chr8	122675000	122680000	chr8	122750000	122755000	chr8:122675000-122680000_chr8:122750000-122755000	0.0820887346492337	5.84674640124878	0.0100170385016415	0.920276719752918	0.999998013132112	1.05854950020048	0.0820887346492337	NS	unchanged
loop_2371	chr18	38600000	38605000	chr18	38845000	38850000	chr18:38600000-38605000_chr18:38845000-38850000	-0.0824696239641235	4.86816347338814	0.0100142606802382	0.920287737681555	0.999998013132112	0.944439558380718	0.0824696239641235	NS	unchanged
loop_13369	chr15	80090000	80095000	chr15	80220000	80225000	chr15:80090000-80095000_chr15:80220000-80225000	-0.0820934979997089	5.75088852568833	0.01001128866224	0.920299527579189	0.999998013132112	0.944685815933129	0.0820934979997089	NS	unchanged
loop_1005	chr13	55535000	55540000	chr13	55595000	55600000	chr13:55535000-55540000_chr13:55595000-55600000	-0.0822429544671621	5.31230391592493	0.0100103861081587	0.92030310833142	0.999998013132112	0.944587955964201	0.0822429544671621	NS	unchanged
loop_14480	chr1	131710000	131715000	chr1	131765000	131770000	chr1:131710000-131715000_chr1:131765000-131770000	0.0818472634018881	6.9068638668108	0.0100092354744252	0.920307673540068	0.999998013132112	1.05837234018341	0.0818472634018881	NS	unchanged
loop_9007	chr10	122550000	122555000	chr10	122675000	122680000	chr10:122550000-122555000_chr10:122675000-122680000	0.0825008355600715	4.73018861238931	0.0100028011414558	0.920333207029913	0.999998013132112	1.05885191443943	0.0825008355600715	NS	unchanged
loop_1535	chr16	8765000	8770000	chr16	8865000	8870000	chr16:8765000-8770000_chr16:8865000-8870000	0.0822079140997067	5.29991027748008	0.0100008562278463	0.920340926701172	0.999998013132112	1.05863694942236	0.0822079140997067	NS	unchanged
loop_1424	chr15	53745000	53750000	chr15	53820000	53825000	chr15:53745000-53750000_chr15:53820000-53825000	-0.0824613028623586	4.71161254782692	0.0099901373008553	0.920383485435949	0.999998013132112	0.944445005686016	0.0824613028623586	NS	unchanged
loop_16980	chr2	36005000	36010000	chr2	36210000	36215000	chr2:36005000-36010000_chr2:36210000-36215000	0.0819313824022278	6.01354378355099	0.0099893764255549	0.920386507313378	0.999998013132112	1.0584340523376	0.0819313824022278	NS	unchanged
loop_18103	chr3	9400000	9405000	chr3	9705000	9710000	chr3:9400000-9405000_chr3:9705000-9710000	0.0820573249383167	5.52696883951026	0.0099850467888306	0.920403705026722	0.999998013132112	1.05852645418527	0.0820573249383167	NS	unchanged
loop_3643	chr5	120670000	120675000	chr5	120745000	120750000	chr5:120670000-120675000_chr5:120745000-120750000	0.0820649249143015	5.49392133455029	0.00998406561730092	0.920407602853205	0.999998013132112	1.05853203041351	0.0820649249143015	NS	unchanged
loop_18697	chr4	19570000	19575000	chr4	20040000	20045000	chr4:19570000-19575000_chr4:20040000-20045000	-0.0831013887064146	3.90013940139452	0.00998310830748019	0.920411406072513	0.999998013132112	0.944026073219199	0.0831013887064146	NS	unchanged
loop_383	chr9	36765000	36770000	chr9	36830000	36835000	chr9:36765000-36770000_chr9:36830000-36835000	-0.0819883105637775	5.65259069292667	0.00997826471596497	0.920430651612141	0.999998013132112	0.944754695840891	0.0819883105637775	NS	unchanged
loop_10162	chr14	12150000	12155000	chr14	12530000	12535000	chr14:12150000-12155000_chr14:12530000-12535000	-0.0825454862004853	4.50866529063293	0.00997813402226633	0.920431170976194	0.999998013132112	0.944389897564488	0.0825454862004853	NS	unchanged
loop_10444	chr9	44450000	44455000	chr9	44500000	44505000	chr9:44450000-44455000_chr9:44500000-44505000	-0.081739016609275	6.75068654204358	0.0099773209862235	0.920434401979551	0.999998013132112	0.944917961103071	0.081739016609275	NS	unchanged
loop_4574	chr8	46210000	46215000	chr8	46470000	46475000	chr8:46210000-46215000_chr8:46470000-46475000	-0.0829965901926853	3.95466829233423	0.00997179698900598	0.920456357853141	0.999998013132112	0.94409465051374	0.0829965901926853	NS	unchanged
loop_17135	chr2	90470000	90475000	chr2	90625000	90630000	chr2:90470000-90475000_chr2:90625000-90630000	0.0817322944896948	6.64390996682677	0.00997173490696091	0.920456604641518	0.999998013132112	1.0582880014528	0.0817322944896948	NS	unchanged
loop_20868	chr7	30870000	30875000	chr7	30970000	30975000	chr7:30870000-30875000_chr7:30970000-30975000	-0.0822856089677254	4.86030576137728	0.00996857726857194	0.920469157900535	0.999998013132112	0.944560028834249	0.0822856089677254	NS	unchanged
loop_4579	chr8	13690000	13695000	chr8	13725000	13730000	chr8:13690000-13695000_chr8:13725000-13730000	0.081746106344127	6.44591143104903	0.00996680946258948	0.920476186727851	0.999998013132112	1.05829813317806	0.081746106344127	NS	unchanged
loop_10021	chr14	61110000	61115000	chr14	61290000	61295000	chr14:61110000-61115000_chr14:61290000-61295000	-0.0825665291062132	4.41404328131951	0.00996652988802591	0.920477298378829	0.999998013132112	0.944376122953713	0.0825665291062132	NS	unchanged
loop_291	chr14	70195000	70200000	chr14	70395000	70400000	chr14:70195000-70200000_chr14:70395000-70400000	-0.0827197958911896	4.20168641312251	0.00996188123611397	0.920495784766555	0.999998013132112	0.944275801125514	0.0827197958911896	NS	unchanged
loop_13423	chr15	54075000	54080000	chr15	54275000	54280000	chr15:54075000-54080000_chr15:54275000-54280000	-0.0822649225576302	4.82489810610307	0.00995876682181337	0.920508172357662	0.999998013132112	0.944573572719581	0.0822649225576302	NS	unchanged
loop_4111	chr7	135405000	135410000	chr7	135665000	135670000	chr7:135405000-135410000_chr7:135665000-135670000	0.0829440111379187	3.93833311827522	0.0099556697020049	0.920520493100049	0.999998013132112	1.05917722878358	0.0829440111379187	NS	unchanged
loop_4697	chr8	69205000	69210000	chr8	69270000	69275000	chr8:69205000-69210000_chr8:69270000-69275000	0.0822531403748796	4.80654502640495	0.00995369756035783	0.920528339542749	0.999998013132112	1.05867013658603	0.0822531403748796	NS	unchanged
loop_7805	chr4	62205000	62210000	chr4	62285000	62290000	chr4:62205000-62210000_chr4:62285000-62290000	0.0822125814560727	4.80587757865744	0.00994379254359223	0.920567759922252	0.999998013132112	1.05864037429301	0.0822125814560727	NS	unchanged
loop_2751	chr2	74965000	74970000	chr2	75315000	75320000	chr2:74965000-74970000_chr2:75315000-75320000	0.0827928013837802	4.03223684494421	0.00994221696021214	0.920574032319241	0.999998013132112	1.05906622158456	0.0827928013837802	NS	unchanged
loop_11941	chr13	94175000	94180000	chr13	94375000	94380000	chr13:94175000-94180000_chr13:94375000-94380000	-0.0825906153637453	4.23566100436145	0.00993784408957388	0.920591443346246	0.999998013132112	0.944360356422339	0.0825906153637453	NS	unchanged
loop_16026	chr19	4045000	4050000	chr19	4080000	4085000	chr19:4045000-4050000_chr19:4080000-4085000	-0.081531305952165	6.99414032464756	0.00993480023396137	0.92060356504921	0.999998013132112	0.945054014568696	0.081531305952165	NS	unchanged
loop_13664	chr16	20495000	20500000	chr16	20545000	20550000	chr16:20495000-20500000_chr16:20545000-20550000	0.0817530402356214	5.82626245309157	0.00993389554468692	0.920607168201423	0.999998013132112	1.05830321959054	0.0817530402356214	NS	unchanged
loop_15841	chr18	88770000	88775000	chr18	88980000	88985000	chr18:88770000-88775000_chr18:88980000-88985000	0.081533559453266	6.90055008718073	0.00993246052899328	0.92061288385166	0.999998013132112	1.05814222953757	0.081533559453266	NS	unchanged
loop_2143	chr1	35525000	35530000	chr1	35585000	35590000	chr1:35525000-35530000_chr1:35585000-35590000	0.0819378262809822	5.25672768613165	0.00993094115720245	0.920618935945716	0.999998013132112	1.05843877990353	0.0819378262809822	NS	unchanged
loop_17763	chr3	97080000	97085000	chr3	97185000	97190000	chr3:97080000-97085000_chr3:97185000-97190000	0.0818824117151397	5.3850268772638	0.00992996442804595	0.920622826785269	0.999998013132112	1.0583981255744	0.0818824117151397	NS	unchanged
loop_11137	chr11	53300000	53305000	chr11	53350000	53355000	chr11:53300000-53305000_chr11:53350000-53355000	-0.0816493619267787	6.15727512617439	0.00992884512938019	0.920627285793782	0.999998013132112	0.944976683805889	0.0816493619267787	NS	unchanged
loop_4578	chr8	124895000	124900000	chr8	124945000	124950000	chr8:124895000-124900000_chr8:124945000-124950000	0.0815306144842816	6.6200798186379	0.00992165555501856	0.920655933330015	0.999998013132112	1.05814006955727	0.0815306144842816	NS	unchanged
loop_14758	chr1	188015000	188020000	chr1	188075000	188080000	chr1:188015000-188020000_chr1:188075000-188080000	-0.081716568343559	5.72832894981027	0.00991793845133345	0.920670748590585	0.999998013132112	0.944932664095662	0.081716568343559	NS	unchanged
loop_12433	chr12	32635000	32640000	chr12	32825000	32830000	chr12:32635000-32640000_chr12:32825000-32830000	-0.0818463680253851	5.30297223422612	0.00991317602355156	0.920689734297538	0.999998013132112	0.944847652060326	0.0818463680253851	NS	unchanged
loop_2508	chr2	30045000	30050000	chr2	30160000	30165000	chr2:30045000-30050000_chr2:30160000-30165000	-0.0816724424332402	5.79056738645775	0.00991169424178791	0.920695642449738	0.999998013132112	0.944961566012193	0.0816724424332402	NS	unchanged
loop_18935	chr4	136995000	137000000	chr4	137035000	137040000	chr4:136995000-137000000_chr4:137035000-137040000	-0.081509036414773	6.50053771701329	0.00991138639920098	0.920696869933982	0.999998013132112	0.945068602598427	0.081509036414773	NS	unchanged
loop_9055	chr10	128405000	128410000	chr10	128455000	128460000	chr10:128405000-128410000_chr10:128455000-128460000	0.0815000360927776	6.53268706186897	0.00991065622360032	0.920699781495874	0.999998013132112	1.05811764217138	0.0815000360927776	NS	unchanged
loop_12564	chr12	105070000	105075000	chr12	105425000	105430000	chr12:105070000-105075000_chr12:105425000-105430000	0.081770174088491	5.47113709220526	0.00991051020704681	0.920700363747215	0.999998013132112	1.05831578837245	0.081770174088491	NS	unchanged
