gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
Pear1	chr3	87747889	87824305	-0.0581274547138824	0.000838557958453833	Hypomethylated	1	0	1
Pgap1	chr1	54472993	54557683	0.0211656489244442	0.000843512309938515	Hypermethylated	0	0	0
Ryk	chr9	102834916	102908304	0.033808335974679	0.000843512309938515	Hypermethylated	0	0	0
Dapk1	chr13	60601946	60763190	-0.0183436859363261	0.000843512309938515	Hypomethylated	1	0	1
Zfp91	chr19	12767019	12796125	0.0538892792966567	0.000843512309938515	Hypermethylated	0	0	0
Eif4e	chr3	138526178	138559695	0.0461081648073328	0.000848635900524653	Hypermethylated	0	0	0
Kat14	chr2	144368982	144407675	0.045962909950918	0.000850523626997955	Hypermethylated	0	0	0
Atp2c1	chr9	105403538	105527318	0.0199056218976784	0.000851076971412424	Hypermethylated	0	1	-1
Dnajc10	chr2	80315465	80354042	0.0272012551064028	0.000851851887991742	Hypermethylated	0	0	0
Mlec	chr5	115142980	115158178	0.0786595854161608	0.000853317312542123	Hypermethylated	0	1	-1
Rab10	chr12	3247427	3309968	0.0436806711147009	0.000853317312542123	Hypermethylated	0	0	0
Med30	chr15	52712407	52730563	0.0494983876696975	0.000853317312542123	Hypermethylated	0	0	0
Eif2s2	chr2	154871409	154892934	0.0598583208379133	0.000854692666391006	Hypermethylated	0	0	0
Elf2	chr3	51252719	51340662	0.0253282009434554	0.000857798490549362	Hypermethylated	2	0	2
Esr1	chr10	4611592	5005613	-0.0115983770072555	0.000858888996090123	Hypomethylated	3	0	3
Elovl5	chr9	77917363	77984518	0.031750678691633	0.000861859126490675	Hypermethylated	0	0	0
Tbca	chr13	94788909	94842921	0.0332271080693569	0.000861859126490675	Hypermethylated	0	0	0
Vps41	chr13	18717285	18866810	0.0194250477116171	0.000872500121356236	Hypermethylated	1	0	1
Cfdp1	chr8	111768490	111854290	0.0298717135057818	0.000873427620357841	Hypermethylated	0	0	0
Dhcr7	chr7	143823144	143848409	0.0796589480378477	0.0008868465790809	Hypermethylated	0	0	0
Vps35	chr8	85260391	85299801	0.039359997819165	0.000888008285145016	Hypermethylated	0	0	0
Wwc2	chr8	47823958	47990923	-0.0162944177322661	0.000892042952816938	Hypomethylated	1	0	1
Zfhx3	chr8	107942643	108961629	-0.00670108312981321	0.000892209570874046	Hypomethylated	0	0	0
Cdan1	chr2	120716153	120850127	0.0253332756877637	0.000904095609237405	Hypermethylated	0	0	0
Zfr	chr15	12117830	12185682	0.0336713081384349	0.000909156449796568	Hypermethylated	1	0	1
Bckdha	chr7	25629945	25658980	0.0758039846417056	0.000909708125474259	Hypermethylated	0	1	-1
Sall3	chr18	80966375	80986770	-0.0538152489452617	0.000912583121163608	Hypomethylated	2	0	2
Zfp62	chr11	49203291	49218815	0.0810834168514062	0.000915109829675831	Hypermethylated	0	0	0
Lysmd2	chr9	75625740	75637770	0.0907237073701417	0.000916177121277393	Hypermethylated	0	0	0
Trappc8	chr18	20817222	20896092	0.0260608248117479	0.000916595766347451	Hypermethylated	0	0	0
Eif2s1	chr12	78861818	78887009	0.0534650826630834	0.000920063354351279	Hypermethylated	0	0	0
Emc9	chr14	55581515	55585301	0.132811656424103	0.000926347780065862	Hypermethylated	0	0	0
Hibadh	chr6	52546227	52640388	0.0248871016318007	0.00093276393685886	Hypermethylated	0	0	0
Hes7	chr11	69120403	69124054	-0.124612666351681	0.00093276393685886	Hypomethylated	0	0	0
Map4k5	chr12	69803749	69893199	0.0234960800177322	0.000936668888531735	Hypermethylated	0	0	0
Nrg2	chr18	36017651	36197379	0.0298434298151888	0.000942837595644718	Hypermethylated	1	0	1
4933434E20Rik	chr3	90051635	90063340	0.0767741523083332	0.000944583286910083	Hypermethylated	0	0	0
Rab33b	chr3	51483919	51496231	0.0674015142758434	0.000953860436007356	Hypermethylated	1	0	1
Naa50	chr16	44139829	44163365	0.0557417555798181	0.000957682302381827	Hypermethylated	0	0	0
Fh1	chr1	175600373	175625634	0.0424838377712767	0.000962800008274356	Hypermethylated	0	0	0
D630045J12Rik	chr6	38123173	38254008	0.0273574795691431	0.000962800008274356	Hypermethylated	1	0	1
Ipo11	chr13	106794438	106936957	0.0167602214393239	0.000964068193316741	Hypermethylated	4	0	4
Ash2l	chr8	25815995	25847693	0.0406530171550508	0.000966963793955305	Hypermethylated	0	0	0
Orc3	chr4	34570795	34614943	0.0377889323191591	0.00097242460103398	Hypermethylated	0	0	0
Arl5a	chr2	52397950	52424900	0.0520635549991809	0.000972692108670269	Hypermethylated	1	0	1
Hmgxb4	chr8	74993355	75031977	0.0371118991271241	0.000972738708866204	Hypermethylated	1	0	1
Trappc3	chr4	126262324	126275882	0.0768845406850397	0.000975395359700239	Hypermethylated	0	0	0
Klhl29	chr12	5077471	5375681	-0.0194915302522979	0.000975395359700239	Hypomethylated	4	0	4
Mapkapk3	chr9	107254926	107289876	0.0583583586896608	0.000980389546637984	Hypermethylated	0	0	0
Pmaip1	chr18	66458532	66465564	-0.0651168636378319	0.000984000813742996	Hypomethylated	1	0	1
Arglu1	chr8	8665074	8690520	0.0481692210183823	0.000984350204342058	Hypermethylated	0	0	0
Elk4	chr1	132007606	132032611	0.0478914516512969	0.00100698801556382	Hypermethylated	0	1	-1
D5Ertd579e	chr5	36600484	36696023	0.0522709545229036	0.00101086983363161	Hypermethylated	0	0	0
Arel1	chr12	84918147	84970899	0.0401603689279014	0.00101313165749834	Hypermethylated	0	0	0
Ccdc27	chr4	154026638	154042676	-0.115262694039979	0.00102050835810892	Hypomethylated	0	0	0
Dguok	chr6	83480216	83506968	0.0706228539081177	0.0010243034649518	Hypermethylated	0	1	-1
Noct	chr3	51224446	51251643	0.0497245806814186	0.00102464075341916	Hypermethylated	8	0	8
Fgfr1	chr8	25513653	25575717	0.0440139092712674	0.00102916874271657	Hypermethylated	3	0	3
Nmnat3	chr9	98287434	98420437	-0.0206346058586908	0.00103203979805436	Hypomethylated	1	0	1
Hbegf	chr18	36504926	36515804	0.100603319631887	0.00103203979805436	Hypermethylated	0	0	0
Pop5	chr5	115235835	115245350	0.0699960060848472	0.00104082614077165	Hypermethylated	1	0	1
Asf1a	chr10	53596756	53609224	0.0641720588329349	0.00104480365798332	Hypermethylated	0	0	0
Ndst2	chr14	20723729	20734561	0.101413825750717	0.00104503309247337	Hypermethylated	0	0	0
Crybg1	chr10	43950635	44148852	-0.0161946652075718	0.00104639903396451	Hypomethylated	0	0	0
Mrps35	chr6	147042763	147073990	0.0404228081795779	0.00105525063971194	Hypermethylated	0	0	0
Spats2	chr15	99125915	99213214	0.0233022774717417	0.00105525063971194	Hypermethylated	0	0	0
Dlgap2	chr8	14095864	14847679	-0.00823136995275076	0.00105609680223671	Hypomethylated	11	0	11
Pln	chr10	53337666	53345986	0.10671489200428	0.00105802050237192	Hypermethylated	0	0	0
Dnajc5	chr2	181520484	181555132	0.0464554204793968	0.00106042618381299	Hypermethylated	0	0	0
Ubr4	chr4	139352608	139489587	0.0296526713211781	0.00106485852535178	Hypermethylated	0	0	0
Gm28047	chr15	102523842	102625066	0.0357042690488178	0.00106617253747108	Hypermethylated	0	0	0
Acbd6	chr1	155558119	155691329	0.0211456001569185	0.00108110403068021	Hypermethylated	0	0	0
Enpp5	chr17	44078812	44086566	0.053987264480001	0.00108468810612918	Hypermethylated	1	0	1
Rab43	chr6	87788852	87812163	0.104712928811436	0.00109000760932152	Hypermethylated	0	0	0
Smarcc2	chr10	128459247	128490481	0.0426221515227511	0.001109987245264	Hypermethylated	0	0	0
Gstt1	chr10	75783812	75798583	0.0551789054691488	0.00111216307996419	Hypermethylated	0	0	0
Mroh1	chr15	76380260	76453037	0.0325654599043184	0.00111651612073067	Hypermethylated	0	1	-1
Kdelr2	chr5	143403837	143421900	0.0676207450983864	0.00111990769718341	Hypermethylated	0	0	0
2310057M21Rik	chr7	131338219	131362758	0.0402520692606424	0.00111990769718341	Hypermethylated	0	0	0
Repin1	chr6	48593882	48599081	0.0666327908502355	0.0011248172805685	Hypermethylated	0	0	0
Rab11a	chr9	64715298	64737757	0.0698557066345573	0.00113332761005356	Hypermethylated	0	2	-2
Pogk	chr1	166384621	166409862	0.0525057320158813	0.00113598576715053	Hypermethylated	0	0	0
Cept1	chr3	106502259	106547801	0.0430159004188437	0.00114058221597692	Hypermethylated	0	0	0
Hnrnpll	chr17	80029486	80062333	0.0415679663703465	0.00114189228267896	Hypermethylated	0	0	0
Cnot9	chr1	74506057	74530841	0.0645180887689322	0.00114335432566444	Hypermethylated	0	0	0
Rras2	chr7	114046781	114117780	0.0355701252723652	0.00114335432566444	Hypermethylated	1	0	1
Ptges3	chr10	128058953	128077271	0.0574746410547142	0.00114422968689559	Hypermethylated	0	0	0
Dact1	chr12	71309883	71320106	0.0906866290049782	0.00114598197436426	Hypermethylated	0	2	-2
Grin2c	chr11	115249168	115267242	0.0855304484242945	0.00114778295747623	Hypermethylated	1	0	1
Ephx4	chr5	107402735	107430034	0.0610740361545727	0.00115896478872873	Hypermethylated	0	0	0
Rab21	chr10	115287083	115315593	0.0395654272191134	0.00116093933275278	Hypermethylated	0	0	0
Vkorc1l1	chr5	129941969	129986691	0.0372074688245482	0.00116104689543277	Hypermethylated	0	1	-1
Cnot11	chr1	39534991	39546888	0.0662728807677072	0.00116465276122561	Hypermethylated	0	0	0
Crebbp	chr16	4081327	4213996	0.0321341225143396	0.00117245102748349	Hypermethylated	0	0	0
Sppl3	chr5	115011136	115098789	0.0330613560222345	0.00117565396988685	Hypermethylated	0	0	0
Bcar1	chr8	111710473	111743808	0.108506896544011	0.00117698575751275	Hypermethylated	0	0	0
Zfp652	chr11	95712672	95835114	0.0267751270358527	0.00118131220573284	Hypermethylated	0	0	0
Fads6	chr11	115279621	115297662	0.119884598114368	0.00118217491523623	Hypermethylated	0	0	0
Slc14a2	chr18	78146147	78596941	-0.0103757634868342	0.00118434882445874	Hypomethylated	2	0	2
Sh3bgrl2	chr9	83548326	83638800	0.0249046793171321	0.00118616751735155	Hypermethylated	0	1	-1
Zc2hc1a	chr3	7503482	7553835	0.0361604258913776	0.00118712897399637	Hypermethylated	0	0	0
Zkscan8	chr13	21513221	21531119	0.0475199673588087	0.00119199563555326	Hypermethylated	0	0	0
Cers5	chr15	99734880	99772884	0.0484943208758124	0.00119199563555326	Hypermethylated	0	0	0
Zfx	chrX	94074630	94123701	0.0962552618951008	0.00119642547588512	Hypermethylated	0	0	0
Prn	chr2	131909956	131956129	0.0560793949205327	0.00120396615446048	Hypermethylated	0	0	0
Tprgl	chr4	154157484	154160665	0.150000902074948	0.00120396615446048	Hypermethylated	0	0	0
Ppp2r1b	chr9	50845300	50894228	0.0517496294509538	0.00120657074968177	Hypermethylated	0	2	-2
Iws1	chr18	32067740	32104327	0.0371617319828264	0.00121412860181953	Hypermethylated	0	0	0
Lacc1	chr14	77024199	77036903	-0.0486132750273628	0.00121426920352473	Hypomethylated	0	0	0
Tbc1d12	chr19	38836578	38919922	0.0294222641043416	0.00121956972630828	Hypermethylated	0	0	0
Adgrl1	chr8	83900104	83941953	0.0542781319826211	0.00122908349624571	Hypermethylated	1	0	1
Ptprs	chr17	56412425	56476482	-0.068891027080045	0.00123232879842297	Hypomethylated	0	0	0
Ywhaq	chr12	21390070	21417636	0.0610444845939026	0.00124629691151925	Hypermethylated	0	1	-1
Swt1	chr1	151367698	151428454	0.0284864465769601	0.00124788759716317	Hypermethylated	0	0	0
Gabbr2	chr4	46662304	46991872	-0.0234514247827698	0.00125002379493665	Hypomethylated	3	0	3
Sec62	chr3	30792874	30821262	0.0506935540381019	0.00126571901167708	Hypermethylated	0	0	0
C77080	chr4	129219577	129261403	0.0753976877260119	0.00126571901167708	Hypermethylated	0	0	0
Wrnip1	chr13	32802037	32822608	0.0611988689630414	0.0012717353178364	Hypermethylated	0	1	-1
L3mbtl3	chr10	26274467	26375970	-0.0177783952559341	0.00127604241369936	Hypomethylated	0	0	0
Supt6	chr11	78206745	78245986	0.041550935147235	0.0012802681079806	Hypermethylated	0	0	0
Impa1	chr3	10311955	10331438	0.0434334143830577	0.00128504705497892	Hypermethylated	0	0	0
Myo5b	chr18	74440935	74771492	-0.0121133204358487	0.00129716948983277	Hypomethylated	1	0	1
Morc3	chr16	93832120	93876072	0.0341864229539065	0.00130056295070862	Hypermethylated	0	0	0
Foxp2	chr6	14901348	15441976	-0.00903453259122366	0.00130064162942823	Hypomethylated	2	0	2
Srcap	chr7	127511982	127561218	0.0412465981850871	0.00131729905395315	Hypermethylated	0	0	0
Strn4	chr7	16815888	16840930	0.113065835457236	0.0013173138856612	Hypermethylated	0	0	0
Psmd14	chr2	61711693	61800375	0.0300023448474067	0.00131881058134094	Hypermethylated	0	0	0
Zbtb2	chr10	4367074	4388107	0.0643371099712792	0.0013226833180707	Hypermethylated	1	0	1
Tprn	chr2	25262617	25269884	0.229831103013905	0.00132457811614441	Hypermethylated	0	0	0
Dbt	chr3	116513069	116549980	0.0316011390916218	0.00132643726114133	Hypermethylated	0	0	0
Pi4kb	chr3	94974730	95006842	0.0473147288516766	0.00132839453354543	Hypermethylated	0	0	0
Asrgl1	chr19	9109867	9135635	0.0774797948225148	0.00133594902611877	Hypermethylated	0	0	0
Cyld	chr8	88697027	88751944	0.0393773963578932	0.00133879663031126	Hypermethylated	0	0	0
Lsm8	chr6	18848578	18855750	0.0824416871862165	0.00135454222519657	Hypermethylated	2	0	2
Utp11	chr4	124678159	124693599	0.0519042959011121	0.0013555987600559	Hypermethylated	0	0	0
Ak6	chr13	100650978	100666358	0.0612633306327373	0.00135702473224079	Hypermethylated	0	0	0
Mbd2	chr18	70568188	70626130	0.0313339109631573	0.00135879253420065	Hypermethylated	0	0	0
Prr14l	chr5	32789819	32854255	0.0379540604600063	0.00136107875837434	Hypermethylated	0	0	0
Kmt2c	chr5	25271797	25498782	0.021007029694738	0.00136886574389881	Hypermethylated	0	0	0
Ap2a1	chr7	44900372	44929495	0.052789159133226	0.0013715961294327	Hypermethylated	0	0	0
Extl2	chr3	116007461	116029016	0.0483133536841268	0.0013842703127723	Hypermethylated	0	0	0
Bnc2	chr4	84275094	84675274	-0.00939872179300261	0.00138651099753794	Hypomethylated	1	0	1
Exoc2	chr13	30813918	30974092	0.0188234563083143	0.00138651099753794	Hypermethylated	0	1	-1
Atf7	chr15	102525945	102625463	0.0353102533787952	0.00138651099753794	Hypermethylated	1	0	1
Gria1	chr11	57011386	57330243	-0.0144518802080698	0.00139258314886569	Hypomethylated	6	0	6
Gldc	chr19	30098446	30175428	-0.0256375643500146	0.00139258314886569	Hypomethylated	0	0	0
Gm37988	chr1	4807891	4886769	0.0291400105331303	0.0013976038311704	Hypermethylated	0	0	0
Necap2	chr4	141066511	141078356	0.172344246442879	0.00139897898548845	Hypermethylated	0	0	0
Abhd10	chr16	45729724	45742954	0.0641164675748984	0.00140799787677868	Hypermethylated	1	1	0
Dlgap4	chr2	156613704	156764362	-0.0351934421064645	0.00140838872397011	Hypomethylated	2	0	2
Camkmt	chr17	85090551	85458587	-0.0101065900727569	0.00141033886963512	Hypomethylated	0	1	-1
Rcor1	chr12	111039350	111115900	0.0367853486895591	0.00141448059879876	Hypermethylated	0	0	0
Dnm3	chr1	161982452	162478033	0.0118315472846633	0.00142790036242336	Hypermethylated	0	0	0
Aass	chr6	23072172	23132985	-0.0247356802468263	0.00142943728379018	Hypomethylated	0	0	0
Gde1	chr7	118688544	118705777	0.0653550251745703	0.00143264187533607	Hypermethylated	0	0	0
Ttc23	chr7	67647409	67762911	-0.0199994756945426	0.00143361684739211	Hypomethylated	0	0	0
Sec63	chr10	42761495	42832513	0.0322438727819195	0.00143361684739211	Hypermethylated	0	0	0
Bad	chr19	6941860	6951898	0.102462808423958	0.00143361684739211	Hypermethylated	0	0	0
Sil1	chr18	35266395	35499779	0.0252513928801424	0.00143825133678729	Hypermethylated	0	5	-5
Irak4	chr15	94543642	94581814	-0.02828931252672	0.00145240591934134	Hypomethylated	0	0	0
Npat	chr9	53537046	53574341	0.0373693927621743	0.00145457769751031	Hypermethylated	0	0	0
Sdccag8	chr1	176814659	177020436	0.0192277558653151	0.00145603249894069	Hypermethylated	0	2	-2
Mrps18b	chr17	35910378	35916388	0.0706597373791359	0.00145603249894069	Hypermethylated	0	0	0
Gm38394	chr1	133619939	133661317	0.0424950138815674	0.00145844119582746	Hypermethylated	0	0	0
Nhlrc3	chr3	53448582	53463331	0.0657121226046143	0.00146407240200571	Hypermethylated	0	0	0
Zfp69	chr4	120930136	120951698	0.0631069456290337	0.00146871656290428	Hypermethylated	0	0	0
Vps13b	chr15	35371159	35931228	0.0112549871803438	0.00147761927331851	Hypermethylated	0	0	0
Dhx40	chr11	86768845	86807745	0.0358213071053759	0.00149155168185325	Hypermethylated	0	0	0
Trp53bp1	chr2	121193280	121271406	0.0256645852650766	0.00149762157189853	Hypermethylated	0	0	0
Bclaf1	chr10	20312468	20344612	0.0418122558599189	0.00149762157189853	Hypermethylated	0	0	0
Adat2	chr10	13552893	13563375	0.0654688524418228	0.0015004604501302	Hypermethylated	0	0	0
Zc3h11a	chr1	133619861	133661379	0.0422134071249631	0.00150144769725123	Hypermethylated	0	0	0
C530008M17Rik	chr5	76656511	76873553	-0.0141937255996367	0.00150259257702502	Hypomethylated	0	0	0
Cdca4	chr12	112820228	112829422	0.133994215021553	0.00150259257702502	Hypermethylated	0	0	0
Usp36	chr11	118259650	118290243	0.0561671293741424	0.00150393771318366	Hypermethylated	0	0	0
Ralgapa2	chr2	146239878	146512343	0.0173888408729206	0.00152041219906336	Hypermethylated	1	0	1
Rc3h2	chr2	37370068	37422902	0.0355810591921737	0.00152051198090037	Hypermethylated	0	0	0
Hspa14	chr2	3488849	3512813	0.036465701073259	0.00153023235998659	Hypermethylated	0	0	0
Mob4	chr1	55131230	55154898	0.0586931810525878	0.00153305611166138	Hypermethylated	0	0	0
Atr	chr9	95857596	95951780	0.0188188684090502	0.001536948124624	Hypermethylated	0	0	0
Setdb1	chr3	95323524	95357201	0.0353526809129598	0.00154225380517361	Hypermethylated	0	0	0
Nol11	chr11	107166662	107189380	0.0580467300880685	0.00154255797300349	Hypermethylated	0	2	-2
Stard10	chr7	101317085	101346625	0.135793899002432	0.00154431589252318	Hypermethylated	0	0	0
Pitpnm3	chr11	72047527	72135777	0.0477804126935826	0.00154488568494171	Hypermethylated	0	0	0
Ndrg3	chr2	156927344	156992055	0.0398390630166113	0.00154640608682289	Hypermethylated	0	1	-1
Asb7	chr7	66644564	66689595	0.0282862260440329	0.00154640608682289	Hypermethylated	0	0	0
Mccc1	chr3	35959311	36000677	0.0238515737196179	0.00154653325610002	Hypermethylated	1	0	1
Adamts1	chr16	85793826	85803112	-0.0693073584013895	0.00154658274957569	Hypomethylated	3	0	3
Prpf39	chr12	65036332	65063385	0.0471517981647761	0.00157197152751735	Hypermethylated	0	0	0
Cramp1l	chr17	24961225	25015787	0.0269812752534577	0.00157359240045203	Hypermethylated	0	0	0
Kcnh8	chr17	52602708	52979193	-0.0114244349708579	0.00157706489256901	Hypomethylated	0	1	-1
Ube2v2	chr16	15552076	15595772	0.0444962240076444	0.00158639283435089	Hypermethylated	0	0	0
Copg2	chr6	30747553	30896793	0.0248811215313788	0.00160630510605108	Hypermethylated	0	0	0
Mfap3	chr11	57518663	57533814	0.0793848029513371	0.00162403141494836	Hypermethylated	1	0	1
Dnajc13	chr9	104151281	104262929	0.0201499506152389	0.00164515038468759	Hypermethylated	0	0	0
Mbp	chr18	82475145	82585636	0.0331285626438775	0.00164515038468759	Hypermethylated	0	0	0
Zfp397	chr18	23954691	23964672	0.0727865564868204	0.00165030900175974	Hypermethylated	1	0	1
Smu1	chr4	40736541	40757922	0.0519616504439544	0.00165157711167871	Hypermethylated	0	0	0
Cacnb2	chr2	14603087	14987907	0.0120971000134839	0.00166015949799596	Hypermethylated	0	0	0
Zfp287	chr11	62700355	62731904	0.0329209953520809	0.00166744519204343	Hypermethylated	0	0	0
Ybx3	chr6	131364854	131388475	0.0526780939689996	0.0016699145628773	Hypermethylated	1	0	1
Usp24	chr4	106316212	106441321	0.0203994577729933	0.00167789596476131	Hypermethylated	0	0	0
Morn4	chr19	42074938	42086356	0.0459186920603017	0.00169201950682274	Hypermethylated	0	0	0
Ero1l	chr14	45283086	45318770	0.0369091928263137	0.00169225281053839	Hypermethylated	0	0	0
Rnpc3	chr3	113605066	113630148	0.0436486876502575	0.0016950493700085	Hypermethylated	0	0	0
Rundc1	chr11	101425084	101435672	0.1267341513067	0.0016950493700085	Hypermethylated	0	0	0
Cilk1	chr9	78109191	78172106	0.0268242985381322	0.00169596395603167	Hypermethylated	0	0	0
Hecw2	chr1	53806875	54195167	0.0147214689247577	0.00170711746427728	Hypermethylated	1	0	1
Gpc6	chr14	116925314	117976543	-0.00524718130712021	0.00170859815978929	Hypomethylated	1	0	1
Wdr26	chr1	181173227	181212000	0.0340397321150054	0.00171102890919207	Hypermethylated	0	0	0
Chfr	chr5	110135841	110171971	0.0347676471805383	0.00171213145148495	Hypermethylated	0	0	0
Igsf3	chr3	101377082	101463058	0.0326113335647589	0.00171243852570131	Hypermethylated	0	0	0
Epn2	chr11	61517248	61579686	0.0524787145267138	0.00171243852570131	Hypermethylated	0	0	0
Kpna1	chr16	35978749	36037130	0.0353258644231891	0.00171243852570131	Hypermethylated	0	0	0
Fbxo46	chr7	19119858	19140171	0.0555012200933485	0.00171415048920788	Hypermethylated	0	0	0
Oxsr1	chr9	119238431	119322426	0.0263975260185545	0.00173109880150044	Hypermethylated	0	0	0
Gdi2	chr13	3538062	3567870	0.0415746546711529	0.00173352359030266	Hypermethylated	0	0	0
Stx5a	chr19	8741412	8756068	0.0538011282184443	0.00174040810447674	Hypermethylated	0	0	0
Fcgr3	chr1	171051173	171064934	-0.0549102851291047	0.00174283355177303	Hypomethylated	0	0	0
Col27a1	chr4	63214003	63334990	-0.0390029973298061	0.00174283355177303	Hypomethylated	1	0	1
Cnot6l	chr5	96070332	96164170	0.0353260970190048	0.00174792625836406	Hypermethylated	0	0	0
Cyp2b9	chr7	26173410	26210660	-0.0472513992345443	0.00174792625836406	Hypomethylated	0	0	0
Capn7	chr14	31336637	31371985	0.0357217354964925	0.00174792625836406	Hypermethylated	0	0	0
Ints8	chr4	11199157	11254257	0.0302172231859389	0.00175695902662509	Hypermethylated	0	0	0
Cltc	chr11	86694350	86757564	0.0321295372640418	0.00175927170200486	Hypermethylated	0	0	0
Cdk6	chr5	3341484	3531007	-0.013269566581116	0.00176006389088354	Hypomethylated	5	0	5
Btbd2	chr10	80642616	80657070	0.100878922329399	0.00176122289504912	Hypermethylated	0	1	-1
Klhl22	chr16	17759617	17793381	0.0588081346867053	0.00176249544598961	Hypermethylated	0	0	0
Kcnn3	chr3	89520163	89675131	-0.0224207817476226	0.00177123942400907	Hypomethylated	6	0	6
Zc2hc1b	chr10	13149539	13178022	0.0342854223901359	0.00177320091454183	Hypermethylated	0	0	0
Pmepa1	chr2	173224457	173276532	-0.0516922833079168	0.00178108260381148	Hypomethylated	2	0	2
Tnks2	chr19	36834231	36893476	0.0321329764968232	0.00178108260381148	Hypermethylated	0	0	0
Ifngr2	chr16	91547071	91565622	0.0468079178634562	0.0017859344100449	Hypermethylated	0	0	0
Kcnb1	chr2	167095968	167190154	-0.0310462524047541	0.00179749618965509	Hypomethylated	4	0	4
Stard13	chr5	151037509	151233835	-0.0148008913873392	0.00179749618965509	Hypomethylated	0	0	0
Pccb	chr9	100982031	101034897	0.0358122157848502	0.00180213245345846	Hypermethylated	0	1	-1
Ranbp10	chr8	105768307	105827349	0.0490250961226187	0.00180289354306823	Hypermethylated	0	0	0
Hdac2	chr10	36974543	37001888	0.0404384892415519	0.00180289354306823	Hypermethylated	0	0	0
Id2	chr12	25093798	25097139	-0.106379602521541	0.00180289354306823	Hypomethylated	0	0	0
Tmem170b	chr13	41605906	41641354	0.0528912533952868	0.00180289354306823	Hypermethylated	0	0	0
Rb1cc1	chr1	6206196	6276647	0.0305996914565211	0.00180587955506953	Hypermethylated	0	0	0
Sgpp1	chr12	75714248	75735728	0.0506788677623682	0.00181018358759196	Hypermethylated	0	0	0
Foxj3	chr4	119537003	119629118	0.0348104116297386	0.00181408374372766	Hypermethylated	0	0	0
Sp2	chr11	96953340	96982958	0.0478322523407834	0.00181761107355821	Hypermethylated	0	1	-1
Lancl2	chr6	57702539	57739438	0.0431045068925767	0.00182256086616238	Hypermethylated	0	0	0
Neo1	chr9	58874686	59036440	0.0186858468045092	0.00182498352822786	Hypermethylated	0	0	0
Commd10	chr18	46958815	47234283	0.0129535648302422	0.00182498352822786	Hypermethylated	0	0	0
Slc38a9	chr13	112660750	112738748	0.0205990510749448	0.00183954659717191	Hypermethylated	0	0	0
Ppp1r21	chr17	88530117	88588366	0.0367532037885687	0.00185223739364008	Hypermethylated	0	4	-4
Trmt6	chr2	132804206	132816054	0.0500523144845795	0.00185878100830359	Hypermethylated	0	0	0
Snx32	chr19	5492234	5510537	0.0520792224393978	0.00185878100830359	Hypermethylated	0	0	0
Selenoo	chr15	89089083	89100339	0.0780625951942914	0.00186142919898619	Hypermethylated	0	0	0
Pcnx2	chr8	125751507	125898316	0.0247086642248068	0.0018731815161991	Hypermethylated	0	0	0
Rbm5	chr9	107740370	107770995	0.041177489802852	0.00187684178114934	Hypermethylated	0	0	0
Nemp1	chr10	127666900	127701048	0.0430736922471302	0.00187757477979034	Hypermethylated	0	1	-1
Luc7l3	chr11	94287889	94321987	0.0393284970338006	0.00188197775431371	Hypermethylated	0	0	0
Btbd19	chr4	117119218	117125724	0.182594957987229	0.00188758736012642	Hypermethylated	0	0	0
Birc2	chr9	7818226	7837063	0.066794580938317	0.00188758736012642	Hypermethylated	0	0	0
Olfr609	chr7	103490024	103498061	0.0970266673624882	0.00189113232684139	Hypermethylated	0	0	0
Micos10	chr4	139101813	139131112	0.0653299576538882	0.00190960772930894	Hypermethylated	0	0	0
Arhgef7	chr8	11727720	11835218	0.0359035116755914	0.00190960772930894	Hypermethylated	0	0	0
Vps37a	chr8	40511782	40550756	0.0421911100854926	0.00191610400939631	Hypermethylated	0	0	0
Zfp651	chr9	121759329	121771741	-0.182930409665013	0.00192019068575274	Hypomethylated	0	0	0
Gna12	chr5	140758407	140830430	0.0425111627501106	0.00193241634850866	Hypermethylated	0	0	0
Gtf3c2	chr5	31156004	31180143	0.0442356212657635	0.00193390402600167	Hypermethylated	0	0	0
Ppbp	chr5	90768517	90770062	-0.163140407303119	0.00193638016928019	Hypomethylated	0	0	0
4933434E20Rik	chr3	90052903	90066068	0.0681414608121171	0.00193698173148559	Hypermethylated	0	0	0
Zfand5	chr19	21272277	21286839	0.0631656761974674	0.00194551161538742	Hypermethylated	0	0	0
Adamtsl3	chr7	82335693	82614449	-0.0137043234421671	0.0019474362004069	Hypomethylated	1	0	1
Peli3	chr19	4929716	4943126	0.0948213643372624	0.00195307907052158	Hypermethylated	0	0	0
Fryl	chr5	73019986	73256618	0.0108243956574494	0.00195431741125303	Hypermethylated	0	0	0
Hspa9	chr18	34937413	34954356	0.0579189977969953	0.00195494310921642	Hypermethylated	0	0	0
Trpc5	chrX	144381670	144688179	-0.0204992034392224	0.00195732472902437	Hypomethylated	1	0	1
Ggta1	chr2	35400178	35463230	-0.0376443514180297	0.0019612804289771	Hypomethylated	0	0	0
Pcp4l1	chr1	171173261	171196267	-0.0597422321220312	0.00196563334240203	Hypomethylated	0	0	0
Qsox2	chr2	26208636	26237524	0.0986675831859348	0.00197097865720439	Hypermethylated	0	0	0
Mia3	chr1	183326724	183369552	0.0284347894207914	0.00198126800517888	Hypermethylated	0	0	0
Asic1	chr15	99670367	99701129	0.0894612411535374	0.0019962216150778	Hypermethylated	0	0	0
