TargetGene	log2FC	padj	baseMean	sum_delta_activity	sum_delta_contact	sum_delta_unnorm	sum_delta_abc	n_enhancers	is_de
Itgb1	-0.13764	0.191712	541.589049	3.779894	0.012435	0.099963	0.028034	3	FALSE
Itgb1bp1	-0.438167	0.001259	163.069529	-23.526028	0.017985	-0.430842	-0.024673	12	TRUE
Itgb1bp2	0.187432	0.7282	21.793106	13.253543	-0.00348600000000001	-0.162037	-0.057988	10	FALSE
Itgb2	-0.322488	0.748531	6.704063	-132.845313	-0.366751	-3.028768	-0.445962	9	FALSE
Itgb3	-1.572225	0	27.659449	-2.99577099999999	-0.027545	-0.30354	-0.025142	10	TRUE
Itgb3bp	-0.503468	0.001627	102.419262	-1.760207	0.002556	0.055517	0.007939	4	TRUE
Itgb4	0.011365	0.987885	46.175828	-0.455823999999998	0.00471499999999999	0.26926	-0.000974	10	FALSE
Itgb5	-2.03026	0	589.276026	-46.131159	-0.044284	-2.524425	-0.109967	11	TRUE
Itgb6	1.459393	0.061781	4.688814	-6.328704	0.029988	0.190868	0.040948	7	FALSE
Itgb7	-0.387193	0.279392	30.548783	4.376207	0.00606300000000003	0.335238	0.030296	11	FALSE
Itgb8	0.108487	0.679824	381.176424	-8.878599	0.008988	0.015476	-0.012004	7	FALSE
Itgbl1	-0.055598	0.85738	813.070461	-12.906741	0.008805	-0.037589	-0.037937	10	FALSE
Itih2	0.103609	0.932656	15.562282	-7.924832	-0.001907	-0.034499	-0.020641	16	FALSE
Itih3	0.313866	0.337233	115.004632	4.075135	-0.005087	0.031065	-0.010962	8	FALSE
Itih5	0.24474	0.064608	246.949658	5.105304	0.00249500000000002	-0.035249	-0.036498	12	FALSE
Itm2a	0.292514	0.507673	33.567555	19.586	0.025888	0.476428	0.104414	14	FALSE
Itm2b	-0.054272	0.680991	3924.86011	4.06847	-0.00374400000000002	0.556394	0.021458	3	FALSE
Itm2c	-0.513344	8.2e-05	625.447819	-11.341679	-0.00904799999999998	-1.521916	-0.05632	5	TRUE
Itpa	0.095503	0.79987	93.634765	7.319809	0.00104000000000001	0.33462	0.017413	6	FALSE
Itpk1	-0.391891	0.00135	1586.259287	-28.095967	-0.029334	-2.094602	-0.061683	11	TRUE
Itpka	0.158475	0.720897	64.279379	12.779019	0.022069	0.44878	0.055803	13	FALSE
Itpkb	-0.331518	0.00993	615.32189	-16.45307	-0.00935299999999999	-1.364253	-0.046491	6	TRUE
Itpkc	-0.233643	0.424898	95.190696	-0.511703000000002	0.021711	-0.144301	-0.010447	8	FALSE
Itpr1	0.007989	0.988201	9923.208316	0.549635000000002	0.001018	0.010848	0.018959	7	FALSE
Itpr2	0.616998	0	529.867701	-4.949515	0.00582600000000001	0.213316	-0.027963	9	TRUE
Itpr3	1.000476	0	376.48683	-5.072876	0.008273	-0.053538	-0.036626	6	TRUE
Itprid2	-0.206861	0.040329	638.153419	-9.507414	0.004238	-0.062301	0.039483	10	TRUE
Itpripl1	0.83767	0.585113	3.156473	12.034776	0.00105399999999999	0.117306	0.016939	9	FALSE
Itpripl2	-0.135719	0.898432	10.769607	-1.370957	0.011012	0.325207	0.011529	16	FALSE
Itsn2	0.047794	0.780248	668.938388	10.045022	0.013121	0.048836	-0.013488	11	FALSE
Ivd	0.091486	0.655008	274.166442	-12.064427	-0.008687	-0.451188	-0.061357	8	FALSE
Ivns1abp	-0.079495	0.434589	972.851483	0.90931	-0.010202	-0.231823	-0.015832	5	FALSE
Iws1	0.151714	0.360952	699.760432	2.528473	-0.005259	-0.080612	-0.036536	7	FALSE
Iyd	0.26879	0.803638	5.701828	5.72855	0.020445	0.34271	0.13035	13	FALSE
Izumo4	0.322006	0.135269	97.729344	-10.437248	0.009473	-0.358951	-0.011527	7	FALSE
Jade1	0.150797	0.27414	838.800235	95.281855	0.507655	3.555158	0.782442	9	FALSE
Jade2	0.184809	0.341252	595.621707	4.483292	-0.00541599999999998	0.34831	0.001684	11	FALSE
Jade3	-0.080042	0.818709	133.877518	14.551851	-0.031015	-0.659962	-0.081593	11	FALSE
Jag1	0.198339	0.716977	34.050926	-15.628001	0.010876	0.119934	0.034294	8	FALSE
Jag2	0.609105	0.000649	83.57514	3.394243	0.00537200000000001	-0.021787	-0.045799	12	TRUE
Jagn1	-0.146064	0.693313	50.556255	4.487436	-0.00209300000000001	-0.194655	0.002891	12	FALSE
Jak1	0.056351	0.57721	1571.665137	-0.433686	-0.003072	-0.001539	0.00065	4	FALSE
Jak2	-0.396708	0.001067	557.777629	1.515647	0.00773099999999999	-0.242801	-0.02408	8	TRUE
Jak3	0.199497	0.803533	11.998104	8.016061	0.00344900000000002	0.115715	0.018948	9	FALSE
Jakmip1	0.483992	0	307.67815	0.928878999999998	0.00148300000000001	0.034543	-0.014309	6	TRUE
Jakmip2	0.108548	0.681595	2994.48882	1.31594	0.00979200000000001	0.198772	0.003397	4	FALSE
Jakmip3	0.176037	0.123692	1385.757373	3.044656	0.03778	0.553534	0.001939	11	FALSE
Jam2	0.059215	0.823851	402.996741	-4.817572	0.005954	0.12394	-0.007952	7	FALSE
Jam3	-0.217647	0.140533	250.627371	-15.276102	-0.016294	-0.452261	-0.045446	11	FALSE
Jaml	0.576241	0.019646	38.416253	7.06077	0.026815	1.042812	0.073834	6	TRUE
Jarid2	-0.241743	0.003559	4305.802948	-30.142473	-0.008242	-0.288958	0.029776	9	TRUE
Jazf1	-0.394169	0.000488	1500.346054	-19.51185	-0.013157	-0.254429	0.017684	13	TRUE
Jcad	0.45205	0.009906	170.06268	5.436541	0.00228	0.039055	-0.13512	12	TRUE
Jdp2	0.08434	0.559842	759.383986	-1.412753	-0.004509	-0.158493	-0.019752	1	FALSE
Jhy	-0.285632	0.463799	47.176526	-10.250257	0.007523	-0.018902	-0.003221	9	FALSE
Jkamp	-0.148394	0.496643	181.706124	-0.106065999999998	0.00178900000000001	0.032108	0.029013	7	FALSE
Jmjd1c	0.034656	0.817135	8417.57453	1.900218	0.014303	0.515861	0.043696	9	FALSE
Jmjd4	-0.078311	0.806069	116.680684	3.623503	-0.001722	-0.036516	-0.011226	6	FALSE
Jmjd6	0.221108	0.283031	113.192157	-3.405306	-0.01957	-0.208267	-0.015476	4	FALSE
Jmy	-0.013533	0.967014	1353.544467	-5.99898699999999	-0.011124	-0.205272	0.001427	7	FALSE
Josd1	0.027459	0.934619	217.904728	0.347310000000002	0.00482799999999999	-0.302958	-0.013984	3	FALSE
Josd2	-0.113186	0.673512	217.764608	7.96880399999999	0.034365	0.486081	0.012328	11	FALSE
Jph1	-0.681759	2e-06	143.223837	-23.190983	-0.031351	-1.816725	-0.028106	9	TRUE
Jph4	0.032947	0.910537	1929.35843	-3.13931499999999	0.028271	-0.109656	-0.02165	12	FALSE
Jpt1	-0.179107	0.611943	45.54333	-5.04012499999999	0.000247999999999996	-0.229438	-0.011746	7	FALSE
Jpt2	-0.129903	0.756594	54.860451	2.395579	0.019343	0.416358	0.027507	4	FALSE
Jpx	0.056967	0.887811	114.829768	10.007844	-0.013249	-0.00958500000000001	-0.043641	7	FALSE
Jrk	0.152878	0.703823	62.248266	13.386626	-0.029441	0.130671	-0.034015	9	FALSE
Jrkl	-0.213127	0.566288	46.916859	2.173478	0.00986300000000002	0.425917	0.014095	11	FALSE
Jtb	-0.286613	0.457765	32.176175	-11.357684	-0.043491	-1.031324	-0.052955	10	FALSE
Jun	0.102024	0.792513	303.415752	3.136569	-0.010042	0.170933	0.02171	6	FALSE
Junb	-0.579297	0.178431	25.634514	-11.434638	-0.022211	-1.537879	-0.03091	8	FALSE
Jund	-0.010281	0.983374	226.106334	-1.785256	0.019387	0.068257	0.004284	6	FALSE
Jup	-0.067984	0.755235	954.107955	-6.50377	-0.000999000000000014	-0.751208	-0.012978	6	FALSE
Kalrn	0.498909	0.001567	1044.42878	-7.494646	0.010118	0.185688	0.009501	4	TRUE
Kank1	0.111378	0.738061	350.958617	-10.17502	-0.012538	-0.069873	-0.067999	10	FALSE
Kank2	-0.149629	0.477437	854.867468	0.889112999999991	0.03937	1.271332	0.012925	9	FALSE
Kank3	-0.075224	0.914822	24.007221	5.499716	0.024362	0.490695	0.05412	6	FALSE
Kank4	-0.076702	0.904152	56.523642	-38.185724	0.01768	0.098676	0.075299	10	FALSE
Kansl1	0.113514	0.412486	3516.506477	1.873571	0.001108	0.196459	0.017356	6	FALSE
Kansl1l	-0.117797	0.683853	1676.880464	3.240665	0.000208999999999994	0.031896	0.009525	5	FALSE
Kansl2	0.079797	0.669135	282.162395	2.6424	0.000610999999999997	-0.058498	-0.011038	5	FALSE
Kansl3	0.112784	0.425097	684.16478	-22.361183	-0.0083	-0.460395	-0.031604	11	FALSE
Kantr	0.134127	0.487176	214.127959	4.524324	-0.02597	-0.348894	-0.016473	7	FALSE
Kat14	-0.173554	0.163419	346.515499	-29.153053	-0.004079	-0.470803	-0.029711	10	FALSE
Kat2a	-0.069373	0.862505	165.587813	0.960542000000003	-0.00245599999999999	-0.015215	-0.001191	5	FALSE
Kat2b	0.039409	0.786275	1795.397796	-6.601848	0.045772	0.281895	0.006898	9	FALSE
Kat5	0.022358	0.935563	275.961523	3.892433	-0.000511999999999993	0.115057	0.001429	6	FALSE
Kat6a	-0.004632	0.985434	2718.315719	8.35757	0.008326	0.400639	0.008767	7	FALSE
Kat7	0.017237	0.943523	665.524032	-14.16974	0.007263	-0.087749	-0.001395	4	FALSE
Kat8	0.076857	0.735127	179.487991	10.600582	0.034668	0.7685	0.033868	13	FALSE
Katna1	0.00618	0.990817	75.644313	0.116117999999999	-0.005965	0.048919	0.020842	5	FALSE
Katnal1	0.138852	0.486466	245.515151	0.768324000000002	0.01349	0.31159	0.050178	3	FALSE
Katnal2	-0.556539	0.022392	35.648199	-3.86525	-0.00672599999999999	-0.23265	0.027033	10	TRUE
Katnb1	-0.08432	0.743235	282.086302	-1.512937	0.005742	-0.191173	-0.014931	1	FALSE
Katnbl1	0.131925	0.419452	164.020963	-1.432586	0.019512	0.211534	0.017587	8	FALSE
Kazald1	-2.39852	0	15.027908	7.142906	-0.010778	0.121295	0.02723	8	TRUE
Kazn	-0.465395	0	709.794007	-33.878003	-0.013342	-0.828098	-0.038573	10	TRUE
Kbtbd11	-0.122436	0.343419	835.608663	-9.733989	0.037022	-0.477702	-0.03125	7	FALSE
Kbtbd2	0.166113	0.301271	396.207593	6.958076	-0.005008	0.012132	-0.011379	4	FALSE
Kbtbd3	-0.097425	0.710388	220.241261	11.349662	-0.006498	0.096986	0.016186	3	FALSE
Kbtbd4	-0.062553	0.941534	38.451443	24.327913	-0.021845	0.783883	0.031447	15	FALSE
Kbtbd7	0.104943	0.689377	139.273667	1.334357	-0.012443	-0.042311	-0.016889	8	FALSE
Kbtbd8	-0.253269	0.210667	78.610544	2.849094	0.001472	0.041501	0.012776	3	FALSE
Kcmf1	-0.05751	0.811333	1047.1569	-1.62367	0.005391	0.098335	0.002041	10	FALSE
Kcna1	0.186615	0.002059	2042.924588	1.039769	0.019826	0.272924	0.02803	14	TRUE
Kcna2	-0.049846	0.845371	3400.752556	2.074897	0.011127	0.443419	0.01873	9	FALSE
Kcna4	0.983525	0.000255	28.194453	-11.166445	-0.002025	-0.049367	-0.12581	10	TRUE
Kcna6	0.310851	0.476578	24.339305	3.74542000000001	0.022982	0.386096	-0.005523	11	FALSE
Kcnab1	-1.148786	0	607.48442	-37.867444	0.005822	-0.16105	-0.096783	18	TRUE
Kcnab2	-0.025696	0.909562	631.108272	-6.109826	0.00151599999999999	-0.047205	-0.005322	3	FALSE
Kcnab3	-0.300885	0.303627	65.20405	-0.672131000000003	0.00252599999999999	-0.145077	0.014032	9	FALSE
Kcnb1	1.469122	0	647.409178	-2.210538	0.043337	0.544429	-0.041806	12	TRUE
Kcnb2	0.406662	0.365409	2034.895349	-2.376766	0.003805	0.041923	-0.014282	4	FALSE
Kcnc1	-0.066655	0.70033	9240.452797	-12.528859	0.013422	-0.756013	0.010848	16	FALSE
Kcnc2	-0.068225	0.921692	50.824346	-14.084286	-0.000683	0.00662899999999999	0.013529	14	FALSE
Kcnc3	-0.039162	0.895843	5960.998863	-1.618662	-0.011111	-0.620901	-0.001885	7	FALSE
Kcnc4	-0.93269	0	351.423666	-15.70456	-0.030482	-0.848996	-0.033555	12	TRUE
Kcnd1	0.675785	0.030847	32.220483	21.942872	-0.032783	-0.365466	-0.06488	18	TRUE
Kcnd2	-0.41309	0.24892	75150.29471	-28.494635	-0.026845	-0.638637	-0.076243	9	FALSE
Kcnd3	-0.618356	2e-06	2988.400199	-11.825624	0.034349	-0.180546	0.003787	10	TRUE
Kcng2	0.07735	0.893839	39.000557	13.725581	0.003663	0.307775	0.014035	14	FALSE
Kcng4	-0.116045	0.641121	260.285693	-8.332716	0.030616	0.12401	0.01949	8	FALSE
Kcnh1	0.312643	0.006529	4344.615617	-8.22833700000001	0.002391	0.209722	-0.007973	14	TRUE
Kcnh2	0.404345	0.010327	180.290758	8.555144	0.003865	0.047273	-0.024456	13	TRUE
Kcnh3	1.414936	1e-06	30.562825	5.649853	0.010438	0.109122	-0.008118	8	TRUE
Kcnh4	0.914872	0.437532	3.049369	0.110211999999998	0.018729	0.218963	0.029908	5	FALSE
Kcnh5	1.932345	0	112.33146	6.974832	0.023611	0.360368	-0.046483	7	TRUE
Kcnh6	0.076774	0.931199	18.09195	5.474851	0.016341	0.205074	0.000744999999999998	11	FALSE
Kcnh7	-0.173338	0.823776	248.120753	4.026501	0.002375	0.051027	0.060236	8	FALSE
Kcnh8	-0.084798	0.930672	20.00639	15.306367	0.00407	0.086185	0.043286	14	FALSE
Kcnip1	0.241603	0.618421	899.521324	-4.142466	-0.003227	0.014766	-0.03903	6	FALSE
Kcnip2	0.409695	0.130327	39.82593	8.710761	-0.013704	-0.064202	-0.025219	10	FALSE
Kcnip3	0.030864	0.833296	2292.245333	-13.205283	-0.0127000000000001	-1.264743	-0.056792	9	FALSE
Kcnip4	-1.133797	4e-06	80479.812411	-30.410058	-0.021929	-1.203478	-0.093848	6	TRUE
Kcnj10	0.112993	0.580529	533.660378	-5.430608	-0.03252	-1.019046	-0.020013	14	FALSE
Kcnj11	0.080162	0.792757	257.467375	13.329107	0.020208	0.99423	0.017628	9	FALSE
Kcnj12	-0.072793	0.70243	1392.886774	1.85476400000001	-0.014494	-0.226056	-0.022613	7	FALSE
Kcnj14	0.618499	0.441573	6.278554	16.390223	-0.016206	0.163195	0.006304	10	FALSE
Kcnj2	0.217849	0.758027	16.759433	-9.689811	-0.000917	0.009775	0.00207	3	FALSE
Kcnj3	0.003101	0.997086	6591.489439	5.188191	-0.035519	-0.00195100000000001	0.037068	6	FALSE
Kcnj6	0.379039	0.001417	4456.335106	1.283855	-0.00213300000000001	-0.014483	-0.021325	9	TRUE
Kcnj8	-0.384917	0.694411	5.998565	9.793157	-0.004668	-0.059388	-0.068485	12	FALSE
Kcnj9	-0.269742	0.016908	760.986097	1.429198	-0.019529	-0.094623	0.035661	11	TRUE
Kcnk1	-0.041588	0.803638	1958.787475	0.280482000000002	-0.012214	0.280422	0.026582	7	FALSE
Kcnk10	0.125249	0.51395	4822.741947	-0.372413999999998	0.013221	0.454993	0.037323	10	FALSE
Kcnk12	-0.016719	0.976441	2318.000648	6.69388	0.042833	1.015934	0.053436	8	FALSE
Kcnk13	0.127183	0.750702	68.596115	-10.829313	0.000958000000000003	0.050568	-0.006039	9	FALSE
Kcnk15	0.369606	0.655008	10.991614	-21.090085	0.016226	-0.524926	-0.031124	10	FALSE
Kcnk2	0.452199	0.002067	253.561199	22.663514	-0.004371	0.108919	0.013638	12	TRUE
Kcnk3	-0.146233	0.188668	2241.943038	-9.98012	-0.025716	-1.804039	-0.024285	5	FALSE
Kcnk4	-0.403998	0.563281	10.376709	7.200246	-0.00826699999999999	0.46497	0.036089	9	FALSE
Kcnk5	-0.101351	0.926979	14.375689	2.338298	0.004047	0.045314	-0.001558	9	FALSE
Kcnk6	0.105184	0.959269	4.174557	-0.108105999999997	0.00504799999999999	0.121605	0.03231	7	FALSE
Kcnk7	-0.313945	0.858479	3.08745	15.346339	0.000496999999999996	0.254092	0.013511	8	FALSE
Kcnk9	-0.106977	0.674333	959.223114	-12.555073	-0.00636699999999998	-0.535853	-0.005434	14	FALSE
Kcnma1	0.477031	0.004516	6091.765956	-0.0444229999999948	0.055868	0.72615	0.155249	11	TRUE
Kcnmb2	-1.355269	0	153.150739	5.679203	0.004123	0.06236	0.03883	8	TRUE
Kcnmb4	-0.459351	0	674.165119	-18.905839	0.008989	-0.729018	-0.021407	10	TRUE
Kcnn1	-0.252402	0.598133	24.099712	-7.825127	0.02075	-0.268175	-0.028688	14	FALSE
Kcnn2	0.179644	0.316009	1966.006077	-3.413857	-0.008445	-0.050228	-0.045152	7	FALSE
Kcnn3	0.012587	0.976206	136.270245	4.636221	0.036837	0.494902	0.057638	11	FALSE
Kcnq1	0.226213	0.653131	74.207641	-93.882693	-0.29823	-1.203953	-0.403513	7	FALSE
Kcnq2	-0.142493	0.197375	2418.041069	0.918670000000006	0.00611500000000004	-1.136373	-0.027886	9	FALSE
Kcnq3	0.253468	0.332663	2355.992202	15.859056	0.033392	0.913739	0.020131	8	FALSE
Kcnq4	0.372159	0.083311	98.482744	-28.095963	-0.023055	-0.282866	-0.006612	15	FALSE
Kcnq5	-0.481683	0.281925	164.921184	-24.481242	0.008727	0.125706	0.0435	14	FALSE
Kcns1	-1.50833	0.155928	2.839206	-10.369786	0.010789	-0.249913	-0.036801	7	FALSE
Kcns2	0.541635	0.230332	18.772863	1.689924	0.037819	0.486434	0.04944	8	FALSE
Kcns3	0.721411	0.193162	13.722512	6.33819999999999	0.003594	-0.02071	-0.103554	17	FALSE
Kcnt1	0.098815	0.705609	3313.554777	-2.70176	0.00251399999999998	0.061338	0.007514	8	FALSE
Kcnt2	-0.005175	0.996585	21.136694	-7.214589	-0.007804	-0.033022	-0.162686	7	FALSE
Kcnv2	-0.08496	0.952116	9.904714	-11.200295	-0.003347	-0.059887	0.025603	14	FALSE
Kcp	0.43656	0.699509	5.073165	-5.568175	-0.007818	-0.12213	-0.00977	9	FALSE
Kctd1	0.092676	0.503222	1030.261227	-3.347915	-0.00312699999999999	0.231634	0.044023	6	FALSE
Kctd10	0.072961	0.879162	53.26138	10.318278	-0.004772	-0.035253	-0.01635	5	FALSE
Kctd11	-0.057206	0.970562	6.895638	3.984592	-0.00488000000000001	0.053461	0.014144	10	FALSE
Kctd12	-0.473011	0.008727	142.117874	-10.551237	-0.00140900000000001	-0.473542	-0.020886	9	TRUE
Kctd12b	0.050605	0.970133	15.33173	24.406564	0.001336	0.168238	-0.04604	14	FALSE
Kctd13	0.039102	0.92378	96.211881	13.687792	0.0316	1.116999	0.027585	14	FALSE
Kctd15	0.555865	0.006809	48.495202	6.76281	-0.01232	0.274298	0.039124	8	TRUE
Kctd16	0.086474	0.891416	150.479879	-4.581977	-0.000259999999999999	-0.028236	-0.023941	9	FALSE
Kctd17	-0.146989	0.597543	264.272203	-4.896918	0.026055	-0.248215	-0.020588	5	FALSE
Kctd19	-1.520781	0.073272	3.266041	-23.855693	-0.051224	-0.971879	-0.020706	9	FALSE
Kctd2	-0.109648	0.679287	175.384378	-5.74369	-0.017138	-0.428833	-0.015388	10	FALSE
Kctd20	0.190878	0.086516	284.139341	9.717849	-0.007023	0.091626	0.016675	7	FALSE
Kctd21	-0.203968	0.52477	206.801184	-4.595098	0.016511	-0.181281	-0.003372	6	FALSE
Kctd3	0.131943	0.243484	773.351289	22.903367	-0.033535	-0.046174	-0.016637	9	FALSE
Kctd5	-0.075532	0.782595	257.72294	3.556049	0.012993	0.389176	0.015312	8	FALSE
Kctd6	-0.167862	0.271183	203.815343	-1.755969	-0.00914400000000001	-0.257838	-0.012287	5	FALSE
Kctd7	0.174751	0.481878	76.355385	-3.611755	-0.000669000000000003	-0.275946	-0.026482	8	FALSE
Kctd8	-1.102255	2.8e-05	3785.91186	-27.08104	-0.00848599999999998	-0.695488	-0.009857	5	TRUE
Kdelr1	0.094324	0.857503	74.19839	9.029977	-0.012326	0.112126	0.000378999999999999	6	FALSE
Kdelr2	-0.006113	0.98851	139.749927	3.068776	-0.008574	-0.077438	-4.40000000000006e-05	5	FALSE
Kdelr3	0.278848	0.3528	41.982763	0.579574999999999	0.00224700000000002	0.146978	-0.00302	6	FALSE
Kdf1	0.064304	0.948488	13.997944	-1.218294	0.00657300000000001	0.062691	0.008399	8	FALSE
Kdm1a	0.05718	0.756594	915.670476	-3.908866	-0.009923	-0.214786	-0.03547	5	FALSE
Kdm1b	0.132994	0.329673	310.206357	-1.217458	-0.001776	-0.084417	-0.01821	8	FALSE
Kdm2a	0.083012	0.366586	1756.770056	-6.443069	-0.012717	0.080425	0.020651	5	FALSE
Kdm2b	-0.096835	0.428887	745.126497	-3.053307	-0.00521600000000002	-0.263637	-0.017439	7	FALSE
Kdm3a	-0.063904	0.645984	821.963254	10.40017	0.000425999999999994	0.119219	0.04248	7	FALSE
Kdm3b	-0.021289	0.902929	1087.623225	0.581844000000004	0.00164400000000001	0.204733	0.023258	11	FALSE
Kdm4a	-0.027074	0.928264	512.712222	-15.57339	-0.007147	-0.770723	-0.052148	5	FALSE
Kdm4b	-0.005804	0.986038	965.125053	-0.667033000000001	-0.00566599999999999	-0.271908	-0.018298	5	FALSE
Kdm4d	-0.348583	0.329754	32.463822	6.912974	-0.007217	-0.271545	-0.022826	9	FALSE
Kdm5a	0.086863	0.570096	808.017012	0.173840999999999	-0.000497999999999998	0.023767	-0.004396	1	FALSE
Kdm5b	-0.063909	0.601952	990.687643	3.365515	0.003678	-0.080979	-0.00355	4	FALSE
Kdm5c	0.191231	0.235093	722.218249	5.394341	-0.008647	-0.11604	-0.035501	16	FALSE
Kdm6a	-0.127855	0.733959	1787.979596	-28.022098	-0.017567	-0.906999	-0.057324	6	FALSE
Kdm6b	-0.163294	0.329269	647.220484	5.901913	0.0465799999999999	1.525643	0.008365	8	FALSE
Kdm7a	0.070594	0.567101	514.063398	2.203288	0.029036	-0.144197	0.015097	12	FALSE
Kdm8	0.056107	0.909322	59.264699	0.439470999999999	-0.001797	-0.024667	-0.009081	2	FALSE
Kdr	0.118639	0.871029	31.403477	-13.861606	0.014369	0.048055	-0.089204	8	FALSE
Kdsr	0.009867	0.974731	383.793834	-6.655993	-0.010716	-0.234653	-0.020217	6	FALSE
Keap1	-0.01869	0.978202	70.304822	4.067602	0.00706600000000002	0.642106	0.033183	9	FALSE
Khdc4	0.004008	0.986249	703.870291	5.602781	-0.006375	0.010197	-0.008033	6	FALSE
Khdrbs1	0.036464	0.896035	549.115141	1.07553	-0.002623	-0.078216	-0.004203	7	FALSE
Khdrbs2	-0.104029	0.884473	396.368143	3.706014	-0.001853	-0.023261	-0.029811	3	FALSE
Khdrbs3	1.923649	0	322.459433	-6.245889	0.026187	0.593014	0.053636	12	TRUE
Khk	-0.086055	0.871393	57.635811	3.28381200000001	0.00529499999999998	0.11504	0.01612	9	FALSE
Khnyn	0.164404	0.384661	536.086651	2.034164	0.02767	0.734728	0.009133	3	FALSE
Khsrp	0.005983	0.988557	415.888375	3.207215	-0.018351	-0.355144	-0.008439	7	FALSE
Kidins220	0.19614	0.002547	3727.811096	-21.288164	0.005109	-0.322945	-0.066407	9	TRUE
Kif11	-0.6567	0.390334	6.53285	-2.281892	-0.017867	-0.298861	-0.054177	8	FALSE
Kif13a	0.02563	0.899231	2067.277755	-4.078242	0.015638	0.017646	-0.013329	8	FALSE
Kif14	0.937229	0.306533	5.140717	-3.980131	0.00226899999999999	-0.165627	0.006876	12	FALSE
Kif15	-0.06263	0.871538	102.193664	-0.0427849999999954	-0.005647	-0.126229	-0.013864	9	FALSE
Kif16b	-0.553443	0	861.075578	-10.312196	0.00641399999999998	-0.388569	0.014998	4	TRUE
Kif17	0.307637	0.272471	63.770773	-1.323951	-0.006489	-0.094244	-0.025684	4	FALSE
Kif18a	-0.877054	0.003063	35.689216	-11.48023	-0.016833	-0.707203	-0.021609	9	TRUE
Kif19a	-0.531439	0.213245	47.481043	-28.575373	-0.011815	-0.660572	-0.046775	14	FALSE
Kif1a	0.166703	0.083202	7283.393311	10.274433	-0.013965	-0.014848	-0.026255	9	FALSE
Kif1b	0.118112	0.081223	8018.760349	-6.197732	-0.02806	-0.951876	-0.066075	5	FALSE
Kif1c	0.231017	0.053403	483.402262	9.58116999999999	0.00451200000000001	0.248747	-0.009656	7	FALSE
Kif20a	0.105728	0.898842	20.844693	-0.0825489999999958	-0.001699	0.020011	0.001535	8	FALSE
Kif20b	-0.795444	0.021259	17.698815	9.336278	-0.010977	-0.003592	0.035071	8	TRUE
Kif21a	0.062342	0.790068	2750.412992	1.230772	0.009193	0.099959	0.020782	5	FALSE
Kif21b	-0.023977	0.957654	252.761898	-4.268221	0.006098	-0.231751	-0.039091	5	FALSE
Kif22	-0.098491	0.717229	133.933436	9.833809	0.00135499999999999	0.231642	0.00229300000000001	11	FALSE
Kif24	0.105458	0.744565	274.684162	-0.127871	0.041141	0.441151	0.053659	11	FALSE
Kif26a	-0.455821	0.570096	7.989376	13.175854	0.00548399999999998	0.34305	0.025472	8	FALSE
Kif26b	-0.119557	0.553849	5400.721048	-27.251642	-0.008172	-0.537827	-0.012111	14	FALSE
Kif27	0.030477	0.98461	7.46605	0.774355000000003	-0.012613	-0.014443	0.010437	7	FALSE
Kif2a	0.035337	0.86517	1044.98033	0.182122000000001	-0.001378	-0.007738	0.001912	3	FALSE
Kif3a	0.025291	0.928549	1058.683618	-3.562433	0.017182	0.122131	0.004124	12	FALSE
Kif3b	0.030569	0.912683	352.284459	-4.185153	-0.00377199999999999	-0.372518	-0.035723	8	FALSE
Kif3c	0.116444	0.32043	786.646714	4.596066	-0.00823300000000001	0.050742	0.000207000000000001	7	FALSE
Kif4	-0.165187	0.887353	6.265801	16.256453	0.00782299999999998	0.308057	0.023928	9	FALSE
Kif5a	0.422205	0	2550.213518	16.748233	0.00525	0.804159	-0.002647	6	TRUE
Kif5b	0.055113	0.764454	852.645997	-1.759682	-0.030893	-0.28632	-0.00392	10	FALSE
Kif5c	0.056328	0.720799	6684.563197	-13.034967	-0.013516	-0.686876	-0.034368	14	FALSE
Kif6	-0.139767	0.616248	84.04445	-42.501116	0.019795	-0.751196	-0.038224	12	FALSE
Kif7	0.878371	0.122012	7.9026	6.120235	0.00180300000000002	0.315705	0.050725	5	FALSE
Kif9	-0.026251	0.973491	25.833235	5.640286	-0.016839	-0.250083	-0.038433	7	FALSE
Kifap3	0.030936	0.884108	1490.830555	-11.353469	-0.000484000000000001	-0.00808899999999999	0.00296	8	FALSE
Kifbp	0.140166	0.267366	391.369514	-8.37538199999999	-0.018221	-0.317201	-0.037364	10	FALSE
Kifc1	0.371054	0.346377	22.008565	5.164008	0.006287	0.411024	0.053127	8	FALSE
Kifc2	0.038542	0.936483	652.457106	4.56036	-0.00844000000000002	0.04006	-0.000392999999999999	7	FALSE
Kifc3	0.11696	0.588255	224.166274	4.495163	0.03597	0.057729	-0.029948	14	FALSE
Kifc5b	0.281568	0.486623	25.961201	-1.012885	-0.023319	-0.278758	-0.027724	6	FALSE
Kin	-0.029473	0.941939	131.854764	-0.650059	-0.008593	-0.135524	-0.034331	5	FALSE
Kirrel2	0.140689	0.894784	11.621343	-3.572961	-0.00344500000000002	0.107523	0.01637	9	FALSE
Kirrel3	-0.055608	0.940618	32682.096794	-12.68251	0.00711799999999999	-0.276869	0.01261	10	FALSE
Kiss1r	-1.574858	2.8e-05	14.885842	3.739164	0.00430199999999999	-0.000182999999999989	0.001906	7	TRUE
Kit	0.044692	0.896816	971.688565	1.820579	0.01828	0.071168	0.03332	6	FALSE
