#TAD name	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR
chr3:111552000-113252998	chr3	111552000	113252998	chr3	111552000	113252998	255,255,0	2.095000	1700998	2.094803	2.064814	2.054957	2.137040	2.093691	2.142869
chr3:111606000-113252998	chr3	111606000	113252998	chr3	111606000	113252998	255,255,0	2.075000	1646998	2.082149	2.075062	2.099556	2.149736	2.177545	2.232033
chr3:114897000-115118998	chr3	114897000	115118998	chr3	114897000	115118998	255,255,0	2.825000	221998	2.685798	3.001886	2.859192	3.061937	2.936389	2.767414
chr3:115653000-115994998	chr3	115653000	115994998	chr3	115653000	115994998	255,255,0	2.051000	341998	2.029106	2.131014	2.019328	2.219296	2.192635	2.092796
chr3:116031000-116333998	chr3	116031000	116333998	chr3	116031000	116333998	255,255,0	2.809000	302998	2.801522	2.809169	2.621374	2.814136	2.984148	2.745229
chr3:116895000-117125998	chr3	116895000	117125998	chr3	116895000	117125998	255,255,0	1.920000	230998	1.659103	1.728654	1.748347	1.863292	1.919906	1.809237
chr3:117144000-117446998	chr3	117144000	117446998	chr3	117144000	117446998	255,255,0	2.767000	302998	2.713307	2.745584	2.594890	2.767089	3.055932	2.678534
chr3:117963000-118427998	chr3	117963000	118427998	chr3	117963000	118427998	255,255,0	1.664000	464998	1.514059	1.495641	1.445007	1.659232	1.683351	1.630402
chr3:118425000-118685998	chr3	118425000	118685998	chr3	118425000	118685998	255,255,0	1.709000	260998	1.543967	1.500731	1.506706	1.704760	1.683875	1.662179
chr3:118437000-118514998	chr3	118437000	118514998	chr3	118437000	118514998	255,255,0	1.551000	77998	1.396321	1.550800	1.413126	1.609889	1.620396	1.570368
chr3:120186000-121148998	chr3	120186000	121148998	chr3	120186000	121148998	255,255,0	1.853000	962998	1.832676	1.881003	1.824194	1.808349	1.798510	1.757428
chr3:121161000-121301998	chr3	121161000	121301998	chr3	121161000	121301998	255,255,0	2.275000	140998	2.381378	2.365617	2.200134	2.082115	2.274804	2.128503
chr3:121299000-121529998	chr3	121299000	121529998	chr3	121299000	121529998	255,255,0	2.164000	230998	1.974851	1.903158	1.990726	1.993798	2.116003	1.992514
chr3:121530000-121769998	chr3	121530000	121769998	chr3	121530000	121769998	255,255,0	2.873000	239998	2.497784	2.647259	2.533082	2.604756	2.846817	2.582826
chr3:121878000-122147998	chr3	121878000	122147998	chr3	121878000	122147998	255,255,0	2.504000	269998	2.489481	2.537111	2.430696	2.459447	2.611807	2.457236
chr3:122154000-122291998	chr3	122154000	122291998	chr3	122154000	122291998	255,255,0	1.944000	137998	2.120628	1.944019	2.006951	1.857803	1.802298	1.799410
chr3:122304000-122471998	chr3	122304000	122471998	chr3	122304000	122471998	255,255,0	2.744000	167998	2.716282	2.663598	2.744308	2.589713	2.740212	2.519196
chr3:122640000-122915998	chr3	122640000	122915998	chr3	122640000	122915998	255,255,0	2.051000	275998	1.920334	1.902287	1.866903	1.906137	2.050790	1.855972
chr3:122643000-122789998	chr3	122643000	122789998	chr3	122643000	122789998	255,255,0	2.026000	146998	1.824230	1.720114	1.879583	2.028885	2.044036	2.026326
chr3:122925000-123116998	chr3	122925000	123116998	chr3	122925000	123116998	255,255,0	1.863000	191998	1.863465	1.952843	1.890747	1.875250	1.916373	1.936230
chr3:123156000-123362998	chr3	123156000	123362998	chr3	123156000	123362998	255,255,0	2.237000	206998	2.236891	2.405968	2.288665	2.363293	2.476630	2.296579
chr3:123453000-123500998	chr3	123453000	123500998	chr3	123453000	123500998	255,255,0	1.566000	47998	1.486994	1.565531	1.415824	1.464015	1.689054	1.499123
chr3:123507000-124280998	chr3	123507000	124280998	chr3	123507000	124280998	255,255,0	3.382000	773998	3.506413	3.504951	3.381693	3.423017	3.434932	3.293403
chr3:126588000-126779998	chr3	126588000	126779998	chr3	126588000	126779998	255,255,0	2.605000	191998	2.840602	2.750291	2.604563	2.623364	2.712794	2.556426
chr3:126993000-127175998	chr3	126993000	127175998	chr3	126993000	127175998	255,255,0	1.546000	182998	1.480290	1.499853	1.512043	1.544067	1.545862	1.508482
chr3:127176000-127316998	chr3	127176000	127316998	chr3	127176000	127316998	255,255,0	2.043000	140998	2.108552	2.019757	1.854605	1.869879	2.025686	1.933106
chr3:127311000-127559998	chr3	127311000	127559998	chr3	127311000	127559998	255,255,0	2.022000	248998	1.920302	1.883188	1.907863	1.947366	2.056825	2.021627
chr3:127317000-127451998	chr3	127317000	127451998	chr3	127317000	127451998	255,255,0	2.115000	134998	2.008983	2.092121	1.896753	1.939361	2.094415	1.988292
chr3:127617000-127766998	chr3	127617000	127766998	chr3	127617000	127766998	255,255,0	2.098000	149998	2.097996	2.081472	2.018158	2.167614	2.259336	2.100897
chr3:127974000-129263998	chr3	127974000	129263998	chr3	127974000	129263998	255,255,0	2.171000	1289998	2.192164	2.140266	2.069461	2.125073	2.215688	2.140094
chr3:129291000-129704998	chr3	129291000	129704998	chr3	129291000	129704998	255,255,0	3.048000	413998	3.029277	2.995518	2.948543	3.047615	3.066175	3.050877
chr3:129882000-130085998	chr3	129882000	130085998	chr3	129882000	130085998	255,255,0	1.887000	203998	1.838886	1.843488	1.786233	1.824426	1.837487	1.766915
chr3:130086000-130700998	chr3	130086000	130700998	chr3	130086000	130700998	255,255,0	3.247000	614998	3.105616	3.207416	3.090472	3.261490	3.488018	3.247028
chr3:130707000-131264998	chr3	130707000	131264998	chr3	130707000	131264998	255,255,0	3.611000	557998	3.662179	3.679378	3.553056	3.690353	3.890086	3.599754
chr3:131562000-132719998	chr3	131562000	132719998	chr3	131562000	132719998	255,255,0	2.005000	1157998	1.998962	1.948247	1.906036	1.934969	1.985874	1.923931
chr3:132651000-133094998	chr3	132651000	133094998	chr3	132651000	133094998	255,255,0	1.870000	443998	1.685392	1.764042	1.750772	1.826088	1.876677	1.859840
chr3:132729000-133091998	chr3	132729000	133091998	chr3	132729000	133091998	255,255,0	1.804000	362998	1.754046	1.803971	1.709110	1.768664	1.849949	1.773774
chr3:133089000-133289998	chr3	133089000	133289998	chr3	133089000	133289998	255,255,0	2.841000	200998	2.480357	2.575717	2.442984	2.841220	2.849336	2.647225
chr3:133308000-134636998	chr3	133308000	134636998	chr3	133308000	134636998	255,255,0	2.296000	1328998	2.043928	1.956058	1.992852	2.174978	2.295900	2.140208
chr3:133866000-134636998	chr3	133866000	134636998	chr3	133866000	134636998	255,255,0	2.113000	770998	2.130600	2.159343	2.113484	2.234662	2.260808	2.142962
chr3:134640000-135215998	chr3	134640000	135215998	chr3	134640000	135215998	255,255,0	3.028000	575998	2.854612	2.762385	2.794858	3.213305	3.217590	3.027995
chr3:135267000-135743998	chr3	135267000	135743998	chr3	135267000	135743998	255,255,0	3.016000	476998	3.015832	2.843395	2.769514	2.877461	2.875527	2.762377
chr3:135846000-137768998	chr3	135846000	137768998	chr3	135846000	137768998	255,255,0	2.766000	1922998	2.847357	2.765519	2.668311	2.693358	2.708297	2.675387
chr3:137772000-138161998	chr3	137772000	138161998	chr3	137772000	138161998	255,255,0	2.415000	389998	2.614756	2.418367	2.415068	2.411718	2.589828	2.423653
chr3:137859000-138158998	chr3	137859000	138158998	chr3	137859000	138158998	255,255,0	2.506000	299998	2.645076	2.453846	2.340712	2.463037	2.591900	2.491843
chr3:138189000-138437998	chr3	138189000	138437998	chr3	138189000	138437998	255,255,0	3.177000	248998	3.345403	3.242496	3.390738	3.432787	3.517978	3.173425
chr3:138441000-139214998	chr3	138441000	139214998	chr3	138441000	139214998	255,255,0	2.768000	773998	2.962865	2.905354	2.767590	2.883258	2.784066	2.779718
chr3:139227000-139502998	chr3	139227000	139502998	chr3	139227000	139502998	255,255,0	1.767000	275998	1.666386	1.606751	1.528788	1.766934	1.798532	1.714906
chr3:139272000-139505998	chr3	139272000	139505998	chr3	139272000	139505998	255,255,0	1.790000	233998	1.672569	1.601022	1.641744	1.737238	1.780774	1.789504
chr3:139491000-141464998	chr3	139491000	141464998	chr3	139491000	141464998	255,255,0	2.286000	1973998	2.285778	2.256917	2.180177	2.199991	2.252664	2.159928
chr3:141462000-141839998	chr3	141462000	141839998	chr3	141462000	141839998	255,255,0	3.241000	377998	3.311192	3.241283	3.111024	3.126518	3.339054	3.176069
chr3:141855000-142283998	chr3	141855000	142283998	chr3	141855000	142283998	255,255,0	3.125000	428998	3.124822	3.115433	3.046697	3.100312	3.379949	3.046986
chr3:142284000-142478998	chr3	142284000	142478998	chr3	142284000	142478998	255,255,0	2.685000	194998	2.772836	2.898952	2.685303	2.911226	3.210927	2.869095
chr3:142485000-142565998	chr3	142485000	142565998	chr3	142485000	142565998	255,255,0	2.482000	80998	2.482127	2.454065	2.388267	2.348190	2.492214	2.258774
chr3:142752000-144419998	chr3	142752000	144419998	chr3	142752000	144419998	255,255,0	2.409000	1667998	2.403859	2.408849	2.352701	2.493885	2.541117	2.404054
chr3:144441000-144626998	chr3	144441000	144626998	chr3	144441000	144626998	255,255,0	2.503000	185998	2.672108	2.626600	2.503294	2.521904	2.578954	2.454150
chr3:144726000-145136998	chr3	144726000	145136998	chr3	144726000	145136998	255,255,0	1.791000	410998	1.720226	1.718797	1.683282	1.780330	1.902463	1.768312
chr3:145149000-145568998	chr3	145149000	145568998	chr3	145149000	145568998	255,255,0	1.501000	419998	1.385859	1.367982	1.379410	1.497168	1.505948	1.505102
chr3:145572000-145922998	chr3	145572000	145922998	chr3	145572000	145922998	255,255,0	2.524000	350998	2.675951	2.568974	2.519616	2.739495	2.906391	2.679881
chr3:145935000-146186998	chr3	145935000	146186998	chr3	145935000	146186998	255,255,0	2.505000	251998	2.351617	2.242421	2.193941	2.187637	2.497411	2.223247
chr3:146055000-146183998	chr3	146055000	146183998	chr3	146055000	146183998	255,255,0	1.654000	128998	1.675514	1.645634	1.653539	1.578819	1.751998	1.654659
chr3:146319000-146960998	chr3	146319000	146960998	chr3	146319000	146960998	255,255,0	2.796000	641998	2.923698	2.804868	2.764727	2.798439	2.796336	2.782187
chr3:146988000-148988998	chr3	146988000	148988998	chr3	146988000	148988998	255,255,0	2.136000	2000998	2.242423	2.162410	2.150836	2.348326	2.419158	2.315716
chr3:148989000-149450998	chr3	148989000	149450998	chr3	148989000	149450998	255,255,0	1.734000	461998	1.684992	1.719345	1.655407	1.759715	1.885564	1.732062
chr3:150999000-151595998	chr3	150999000	151595998	chr3	150999000	151595998	255,255,0	1.865000	596998	1.857281	1.924694	1.932916	1.885948	1.818697	1.864926
chr3:151692000-152099998	chr3	151692000	152099998	chr3	151692000	152099998	255,255,0	3.236000	407998	3.137503	3.325147	3.236401	3.202909	3.453448	3.103416
chr3:152391000-152753998	chr3	152391000	152753998	chr3	152391000	152753998	255,255,0	2.496000	362998	2.498059	2.436677	2.483753	2.675242	2.668152	2.495835
chr3:152754000-153914998	chr3	152754000	153914998	chr3	152754000	153914998	255,255,0	2.796000	1160998	2.877554	2.757100	2.669062	2.865920	2.822951	2.795677
chr3:153951000-154238998	chr3	153951000	154238998	chr3	153951000	154238998	255,255,0	3.397000	287998	3.393682	3.381715	3.247962	3.304385	3.464652	3.302485
chr3:154260000-154583998	chr3	154260000	154583998	chr3	154260000	154583998	255,255,0	3.550000	323998	3.285204	3.250066	3.162334	3.365291	3.544130	3.275529
chr3:154596000-155114998	chr3	154596000	155114998	chr3	154596000	155114998	255,255,0	1.935000	518998	1.767815	1.808989	1.827002	1.925898	1.925191	1.894484
chr3:154614000-155189998	chr3	154614000	155189998	chr3	154614000	155189998	255,255,0	1.839000	575998	1.747103	1.839162	1.795381	1.849878	1.828086	1.830259
chr3:156558000-157538998	chr3	156558000	157538998	chr3	156558000	157538998	255,255,0	1.969000	980998	1.918172	1.968727	1.870553	1.837692	1.821061	1.824960
chr3:156759000-157220998	chr3	156759000	157220998	chr3	156759000	157220998	255,255,0	1.566000	461998	1.569033	1.515023	1.489037	1.482037	1.566184	1.500574
chr3:157113000-157202998	chr3	157113000	157202998	chr3	157113000	157202998	255,255,0	1.549000	89998	1.456055	1.455825	1.460060	1.439205	1.421742	1.549208
chr3:157221000-157526998	chr3	157221000	157526998	chr3	157221000	157526998	255,255,0	1.960000	305998	1.875881	1.938609	1.844424	1.959639	2.013342	1.891391
chr3:157557000-157724998	chr3	157557000	157724998	chr3	157557000	157724998	255,255,0	1.909000	167998	1.873725	2.008597	1.885211	1.908981	1.861014	1.712874
chr3:157869000-158084998	chr3	157869000	158084998	chr3	157869000	158084998	255,255,0	1.848000	215998	1.848044	1.944321	1.865536	1.789850	1.843417	1.828131
chr4:3567000-3833998	chr4	3567000	3833998	chr4	3567000	3833998	255,255,0	3.413000	266998	3.657560	3.567727	3.412706	3.325913	3.392451	3.204085
chr4:3969000-4739998	chr4	3969000	4739998	chr4	3969000	4739998	255,255,0	1.898000	770998	2.062457	1.904741	1.786314	1.898280	1.894748	1.871306
chr4:4743000-6203998	chr4	4743000	6203998	chr4	4743000	6203998	255,255,0	2.484000	1460998	2.477999	2.439202	2.398517	2.462574	2.465092	2.440742
chr4:6207000-6521998	chr4	6207000	6521998	chr4	6207000	6521998	255,255,0	2.619000	314998	2.618782	2.828815	2.748309	2.851047	2.747823	2.704458
chr4:6531000-8369998	chr4	6531000	8369998	chr4	6531000	8369998	255,255,0	2.633000	1838998	2.826927	2.547299	2.511771	2.632350	2.685035	2.625725
chr4:8643000-9125998	chr4	8643000	9125998	chr4	8643000	9125998	255,255,0	2.922000	482998	3.022018	2.883373	2.774916	2.833849	2.919055	2.813281
chr4:9123000-9563998	chr4	9123000	9563998	chr4	9123000	9563998	255,255,0	3.489000	440998	3.370948	3.318008	3.151757	3.449336	3.464754	3.250756
chr4:9603000-9674998	chr4	9603000	9674998	chr4	9603000	9674998	255,255,0	3.199000	71998	2.914526	3.052939	2.765515	2.938180	3.199467	2.764518
chr4:9813000-10871998	chr4	9813000	10871998	chr4	9813000	10871998	255,255,0	2.436000	1058998	2.403301	2.197896	2.170773	2.328394	2.314421	2.222258
chr4:10875000-11192998	chr4	10875000	11192998	chr4	10875000	11192998	255,255,0	2.302000	317998	2.301710	2.299679	2.191545	2.262571	2.310089	2.174109
chr4:11319000-11486998	chr4	11319000	11486998	chr4	11319000	11486998	255,255,0	2.150000	167998	2.111195	1.929107	2.007164	2.098397	2.142343	2.034813
chr4:11613000-12041998	chr4	11613000	12041998	chr4	11613000	12041998	255,255,0	3.258000	428998	3.045803	3.124003	3.044790	3.221189	3.365861	3.257605
chr4:12222000-13784998	chr4	12222000	13784998	chr4	12222000	13784998	255,255,0	2.510000	1562998	2.519430	2.547796	2.509986	2.812837	2.818315	2.711721
chr4:13779000-14444998	chr4	13779000	14444998	chr4	13779000	14444998	255,255,0	2.116000	665998	1.945856	1.883072	1.833060	2.025105	2.115551	1.974649
chr4:14499000-14657998	chr4	14499000	14657998	chr4	14499000	14657998	255,255,0	1.732000	158998	1.662283	1.666020	1.636573	1.731396	1.829122	1.591203
chr4:14808000-14933998	chr4	14808000	14933998	chr4	14808000	14933998	255,255,0	2.449000	125998	2.429340	2.700306	2.449031	2.443817	2.687363	2.292597
chr4:14949000-15326998	chr4	14949000	15326998	chr4	14949000	15326998	255,255,0	2.173000	377998	2.172624	2.214035	2.160097	2.260768	2.268175	2.100492
chr4:15321000-15956998	chr4	15321000	15956998	chr4	15321000	15956998	255,255,0	2.305000	635998	2.380016	2.144753	2.090712	2.303013	2.346713	2.231193
chr4:16167000-17849998	chr4	16167000	17849998	chr4	16167000	17849998	255,255,0	1.574000	1682998	1.574417	1.464737	1.441385	1.586609	1.606332	1.602037
chr4:16248000-17858998	chr4	16248000	17858998	chr4	16248000	17858998	255,255,0	1.638000	1610998	1.543022	1.481960	1.449393	1.635356	1.624858	1.635211
chr4:16815000-16865998	chr4	16815000	16865998	chr4	16815000	16865998	255,255,0	1.688000	50998	1.532228	1.687906	1.486931	1.283574	1.280342	1.481096
chr4:17847000-18134998	chr4	17847000	18134998	chr4	17847000	18134998	255,255,0	1.662000	287998	1.587812	1.662287	1.685377	1.678869	1.792388	1.697525
chr4:18627000-19499998	chr4	18627000	19499998	chr4	18627000	19499998	255,255,0	1.716000	872998	1.713330	1.674131	1.638998	1.662982	1.752491	1.713567
chr4:19560000-19964998	chr4	19560000	19964998	chr4	19560000	19964998	255,255,0	2.031000	404998	2.074001	2.066314	2.031025	2.189530	2.252979	2.016590
chr4:20004000-21374998	chr4	20004000	21374998	chr4	20004000	21374998	255,255,0	2.632000	1370998	2.644656	2.599285	2.534406	2.631726	2.633593	2.572117
chr4:20061000-21374998	chr4	20061000	21374998	chr4	20061000	21374998	255,255,0	2.685000	1313998	2.724433	2.684770	2.566939	2.624542	2.651108	2.587885
chr4:21528000-21704998	chr4	21528000	21704998	chr4	21528000	21704998	255,255,0	2.130000	176998	2.130226	2.172259	2.067516	2.357067	2.431457	2.283876
chr4:21837000-21998998	chr4	21837000	21998998	chr4	21837000	21998998	255,255,0	1.993000	161998	2.111759	2.096419	1.993351	2.017532	2.104461	1.934675
chr4:22005000-22490998	chr4	22005000	22490998	chr4	22005000	22490998	255,255,0	2.276000	485998	2.348544	2.276009	2.160223	2.279727	2.399542	2.278443
chr4:22470000-24176998	chr4	22470000	24176998	chr4	22470000	24176998	255,255,0	1.750000	1706998	1.800984	1.714680	1.693410	1.729250	1.842192	1.749857
chr4:24486000-24707998	chr4	24486000	24707998	chr4	24486000	24707998	255,255,0	1.529000	221998	1.448893	1.516389	1.528393	1.518095	1.582024	1.489189
chr4:24711000-24902998	chr4	24711000	24902998	chr4	24711000	24902998	255,255,0	3.013000	191998	2.973732	2.996985	3.107932	2.920295	3.235219	3.012688
chr4:25194000-26561998	chr4	25194000	26561998	chr4	25194000	26561998	255,255,0	2.830000	1367998	2.903548	2.998523	2.847767	2.908218	2.915779	2.829970
chr4:26238000-26504998	chr4	26238000	26504998	chr4	26238000	26504998	255,255,0	2.919000	266998	2.499776	2.828352	2.624703	2.611772	2.918611	2.647555
chr4:26829000-28805998	chr4	26829000	28805998	chr4	26829000	28805998	255,255,0	2.172000	1976998	2.172319	2.103530	2.067292	2.074654	2.136422	2.075248
chr4:26910000-28460998	chr4	26910000	28460998	chr4	26910000	28460998	255,255,0	2.168000	1550998	2.129785	2.157403	2.136618	2.153332	2.180506	2.167864
chr4:27420000-27509998	chr4	27420000	27509998	chr4	27420000	27509998	255,255,0	2.272000	89998	1.849059	2.211752	2.066010	2.165275	2.101100	2.123714
chr4:28803000-29483998	chr4	28803000	29483998	chr4	28803000	29483998	255,255,0	1.945000	680998	1.706432	1.732291	1.709644	1.937417	1.990242	1.930219
chr4:28806000-28967998	chr4	28806000	28967998	chr4	28806000	28967998	255,255,0	2.036000	161998	1.886754	2.035535	2.035847	1.899599	2.029503	1.849412
chr4:29997000-31961998	chr4	29997000	31961998	chr4	29997000	31961998	255,255,0	1.867000	1964998	1.705625	1.721479	1.740476	1.866911	1.869107	1.782361
chr4:31410000-31955998	chr4	31410000	31955998	chr4	31410000	31955998	255,255,0	1.822000	545998	1.779275	1.810922	1.726188	1.812064	1.764161	1.730919
chr4:32040000-32582998	chr4	32040000	32582998	chr4	32040000	32582998	255,255,0	3.597000	542998	3.806176	3.591157	3.595080	3.807334	4.009979	3.732207
chr4:33318000-34622998	chr4	33318000	34622998	chr4	33318000	34622998	255,255,0	2.760000	1304998	2.731853	2.751009	2.689464	2.731384	2.748690	2.660799
chr4:34950000-35210998	chr4	34950000	35210998	chr4	34950000	35210998	255,255,0	2.555000	260998	2.612400	2.665901	2.516376	2.802300	2.897778	2.650345
chr4:35367000-36953998	chr4	35367000	36953998	chr4	35367000	36953998	255,255,0	1.642000	1586998	1.641506	1.511977	1.477435	1.514921	1.519730	1.491267
chr4:35385000-36494998	chr4	35385000	36494998	chr4	35385000	36494998	255,255,0	1.582000	1109998	1.603808	1.538852	1.500189	1.581976	1.522618	1.526488
chr4:35406000-36533998	chr4	35406000	36533998	chr4	35406000	36533998	255,255,0	1.516000	1127998	1.559207	1.498480	1.516304	1.550547	1.520307	1.491613
chr4:40293000-40691998	chr4	40293000	40691998	chr4	40293000	40691998	255,255,0	3.420000	398998	3.423236	3.399667	3.312821	3.229334	3.556048	3.281361
chr4:44166000-44303998	chr4	44166000	44303998	chr4	44166000	44303998	255,255,0	2.399000	137998	2.372437	2.204932	2.103743	2.303977	2.372078	2.147660
chr4:44307000-44963998	chr4	44307000	44963998	chr4	44307000	44963998	255,255,0	2.008000	656998	1.845872	1.826524	1.859431	2.004210	2.008177	1.957295
chr4:45012000-45404998	chr4	45012000	45404998	chr4	45012000	45404998	255,255,0	2.404000	392998	2.213512	2.145050	2.115656	2.404227	2.435200	2.300200
chr4:45096000-45290998	chr4	45096000	45290998	chr4	45096000	45290998	255,255,0	2.331000	194998	2.341655	2.333432	2.285002	2.336804	2.478467	2.330948
chr4:45408000-45863998	chr4	45408000	45863998	chr4	45408000	45863998	255,255,0	2.911000	455998	3.049210	2.877691	2.911910	2.976723	2.966964	2.907932
chr4:45936000-46136998	chr4	45936000	46136998	chr4	45936000	46136998	255,255,0	2.035000	200998	2.065036	2.070519	2.048009	1.987662	1.979027	1.919316
chr4:46194000-46379998	chr4	46194000	46379998	chr4	46194000	46379998	255,255,0	1.973000	185998	2.010513	1.917976	1.972532	1.954771	2.124309	1.879089
chr4:46608000-46661998	chr4	46608000	46661998	chr4	46608000	46661998	255,255,0	2.294000	53998	2.347867	2.338737	2.234303	2.402709	2.525933	2.293676
chr4:46677000-47048998	chr4	46677000	47048998	chr4	46677000	47048998	255,255,0	3.594000	371998	3.683873	3.563494	3.428809	3.594163	3.658656	3.488715
chr4:47055000-47414998	chr4	47055000	47414998	chr4	47055000	47414998	255,255,0	2.772000	359998	2.632584	2.611642	2.505988	2.771282	2.646438	2.617081
chr4:47412000-48425998	chr4	47412000	48425998	chr4	47412000	48425998	255,255,0	2.637000	1013998	2.657010	2.571005	2.551915	2.614811	2.624027	2.513783
chr4:48687000-49331998	chr4	48687000	49331998	chr4	48687000	49331998	255,255,0	3.243000	644998	3.356144	3.206383	3.229688	3.459112	3.535369	3.237763
chr4:49341000-49502998	chr4	49341000	49502998	chr4	49341000	49502998	255,255,0	1.525000	161998	1.505984	1.492183	1.420555	1.418437	1.642737	1.460596
chr4:49437000-49484998	chr4	49437000	49484998	chr4	49437000	49484998	255,255,0	1.567000	47998	1.115909	1.328444	1.234351	1.567287	1.433044	1.226920
chr4:49560000-49634998	chr4	49560000	49634998	chr4	49560000	49634998	255,255,0	2.478000	74998	2.487840	2.632895	2.521742	2.477881	2.493921	2.634165
chr4:49671000-50684998	chr4	49671000	50684998	chr4	49671000	50684998	255,255,0	1.951000	1013998	1.785152	1.760757	1.748545	1.951381	1.879588	1.881983
chr4:49674000-50189998	chr4	49674000	50189998	chr4	49674000	50189998	255,255,0	1.798000	515998	1.726399	1.759044	1.797906	1.793183	1.718832	1.726118
chr4:49839000-49964998	chr4	49839000	49964998	chr4	49839000	49964998	255,255,0	1.919000	125998	1.721399	1.836888	1.780751	1.949111	2.026366	1.918855
chr4:51021000-53006998	chr4	51021000	53006998	chr4	51021000	53006998	255,255,0	1.677000	1985998	1.677125	1.599618	1.577817	1.641243	1.651249	1.657595
chr4:52416000-53009998	chr4	52416000	53009998	chr4	52416000	53009998	255,255,0	1.612000	593998	1.609897	1.585862	1.610972	1.721630	1.743706	1.662322
chr4:53013000-53633998	chr4	53013000	53633998	chr4	53013000	53633998	255,255,0	2.620000	620998	2.732528	2.630146	2.618794	2.704133	2.683888	2.551018
chr4:53871000-55262998	chr4	53871000	55262998	chr4	53871000	55262998	255,255,0	2.886000	1391998	2.944253	2.983054	2.885907	2.918149	2.876288	2.867796
chr4:55470000-56729998	chr4	55470000	56729998	chr4	55470000	56729998	255,255,0	2.790000	1259998	2.709603	2.743469	2.742547	2.836667	2.825744	2.788447
chr4:56742000-57329998	chr4	56742000	57329998	chr4	56742000	57329998	255,255,0	2.171000	587998	2.361309	2.201259	2.119177	2.097805	2.166687	2.079330
chr4:57354000-57626998	chr4	57354000	57626998	chr4	57354000	57626998	255,255,0	1.984000	272998	1.967600	2.098025	1.934471	2.023297	2.113698	1.983688
chr4:57666000-57887998	chr4	57666000	57887998	chr4	57666000	57887998	255,255,0	2.311000	221998	2.310523	2.229693	2.306006	2.390011	2.591988	2.297494
chr4:58077000-58259998	chr4	58077000	58259998	chr4	58077000	58259998	255,255,0	2.223000	182998	2.341759	2.393135	2.485448	2.197390	2.463548	2.222891
chr4:58260000-58763998	chr4	58260000	58763998	chr4	58260000	58763998	255,255,0	2.721000	503998	2.587712	2.762836	2.701708	2.502350	2.771038	2.585292
chr4:59355000-59576998	chr4	59355000	59576998	chr4	59355000	59576998	255,255,0	2.645000	221998	2.768221	2.644985	2.612543	2.560672	2.749531	2.578142
chr4:59781000-59879998	chr4	59781000	59879998	chr4	59781000	59879998	255,255,0	3.126000	98998	2.974083	2.928803	2.711642	2.870660	3.122714	2.802579
chr4:61965000-62024998	chr4	61965000	62024998	chr4	61965000	62024998	255,255,0	1.912000	59998	1.902247	1.858395	1.967319	1.768868	1.951287	1.620322
chr4:62064000-62111998	chr4	62064000	62111998	chr4	62064000	62111998	255,255,0	1.570000	47998	1.310748	1.569809	1.343628	1.406476	1.420121	1.215044
chr4:62403000-62525998	chr4	62403000	62525998	chr4	62403000	62525998	255,255,0	1.790000	122998	1.712499	1.722828	1.665832	1.728435	1.790211	1.633954
chr4:62547000-62771998	chr4	62547000	62771998	chr4	62547000	62771998	255,255,0	2.840000	224998	3.025702	2.872577	2.839637	2.795709	3.038794	2.747592
chr4:62775000-63134998	chr4	62775000	63134998	chr4	62775000	63134998	255,255,0	2.492000	359998	2.489011	2.417001	2.360563	2.455522	2.567274	2.333134
chr4:63156000-63332998	chr4	63156000	63332998	chr4	63156000	63332998	255,255,0	2.506000	176998	2.765623	2.580284	2.555294	2.506391	2.638776	2.504424
chr4:63210000-63317998	chr4	63210000	63317998	chr4	63210000	63317998	255,255,0	2.779000	107998	2.779328	2.516688	2.536058	2.457043	2.617791	2.447492
chr4:63348000-64508998	chr4	63348000	64508998	chr4	63348000	64508998	255,255,0	1.985000	1160998	1.956474	2.035288	1.984897	2.070712	2.023817	1.999475
chr4:63408000-64508998	chr4	63408000	64508998	chr4	63408000	64508998	255,255,0	2.052000	1100998	1.971689	2.052348	1.965882	2.082426	2.050714	2.024320
chr4:63678000-63950998	chr4	63678000	63950998	chr4	63678000	63950998	255,255,0	1.660000	272998	1.443174	1.544528	1.479061	1.554330	1.659892	1.493899
chr4:63948000-64502998	chr4	63948000	64502998	chr4	63948000	64502998	255,255,0	2.118000	554998	1.899244	2.001546	1.941962	2.040376	2.117861	1.997424
chr4:64509000-65597998	chr4	64509000	65597998	chr4	64509000	65597998	255,255,0	2.452000	1088998	2.535286	2.529616	2.452082	2.915047	2.918959	2.788453
chr4:65601000-66521998	chr4	65601000	66521998	chr4	65601000	66521998	255,255,0	2.467000	920998	2.624126	2.533081	2.466733	2.673017	2.672829	2.549458
chr4:66765000-67472998	chr4	66765000	67472998	chr4	66765000	67472998	255,255,0	1.751000	707998	1.779944	1.614857	1.562411	1.743828	1.827735	1.779349
