#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr6:93750000-93992998	chr6	93750000	93992998	chr6	93750000	93992998	255,255,0	2.832000	242998	2.638160	2.402036	2.475821	2.832196	2.705312	2.953913	0.325134666666666	0.00918321587645249	0.0450401087186323
chr4:136443000-136628998	chr4	136443000	136628998	chr4	136443000	136628998	255,255,0	2.790000	185998	2.880461	2.790218	2.906806	2.889419	2.828180	2.951608	0.0305739999999996	0.559324978720809	0.717605893945063
chr15:66669000-66902998	chr15	66669000	66902998	chr15	66669000	66902998	255,255,0	2.490000	233998	2.132143	2.033594	2.154660	2.470296	2.490443	2.561915	0.400752333333333	0.00013938451371721	0.00566648694783778
chr7:46956000-47021998	chr7	46956000	47021998	chr7	46956000	47021998	255,255,0	2.857000	65998	3.099706	2.815693	2.750568	2.878487	2.822813	2.646337	-0.10611	0.363469235707201	0.536499177349168
chr17:55632000-57365998	chr17	55632000	57365998	chr17	55632000	57365998	255,255,0	3.213000	1733998	3.186314	3.213387	3.143401	3.182646	3.236339	3.096103	-0.00933800000000065	0.847462546170606	0.915393734928467
chr11:98259000-98351998	chr11	98259000	98351998	chr11	98259000	98351998	255,255,0	2.634000	92998	2.936129	2.614200	2.815384	2.679311	2.634000	2.822881	-0.0765070000000004	0.445346600586751	0.616286294187562
chr10:61599000-61664998	chr10	61599000	61664998	chr10	61599000	61664998	255,255,0	2.631000	65998	2.703069	2.236278	2.631478	2.525200	2.629777	2.722633	0.102261666666666	0.46156857461709	0.629162783883301
chr9:41964000-42281998	chr9	41964000	42281998	chr9	41964000	42281998	255,255,0	4.844000	317998	5.042500	4.639045	4.958503	4.749265	4.844417	4.914458	-0.0439693333333342	0.705718634961055	0.824502959657471
chr5:121866000-122099998	chr5	121866000	122099998	chr5	121866000	122099998	255,255,0	2.950000	233998	2.949930	2.640353	2.860353	3.023418	2.850548	2.949956	0.124428666666666	0.214849233139507	0.374386668341026
chr11:58899000-58988998	chr11	58899000	58988998	chr11	58899000	58988998	255,255,0	1.558000	89998	1.749399	1.471721	1.495725	1.611702	1.540772	1.678235	0.0379546666666663	0.667328891674966	0.801088243346962
chr9:109374000-109814998	chr9	109374000	109814998	chr9	109374000	109814998	255,255,0	2.041000	440998	2.054588	2.041078	2.019434	2.009277	1.956116	2.052014	-0.0325643333333338	0.411013747570082	0.582814557288398
chr3:80679000-80810998	chr3	80679000	80810998	chr3	80679000	80810998	255,255,0	2.017000	131998	2.274275	1.955193	2.016937	2.434981	2.352021	2.372387	0.304328	0.0126250394372674	0.0558499960543732
chr9:114636000-114737998	chr9	114636000	114737998	chr9	114636000	114737998	255,255,0	3.053000	101998	3.225867	3.109204	3.053343	2.936631	2.954880	2.977207	-0.173232000000001	0.0142741534118554	0.0604470938857039
chr5:36828000-36953998	chr5	36828000	36953998	chr5	36828000	36953998	255,255,0	2.666000	125998	2.727644	2.625043	2.758080	2.713576	2.747174	2.788748	0.0462436666666663	0.358834214904391	0.532836133081344
chr19:10998000-11753998	chr19	10998000	11753998	chr19	10998000	11753998	255,255,0	1.645000	755998	1.644985	1.595183	1.581901	1.670765	1.639187	1.653577	0.0471533333333333	0.201033646275401	0.357084173978194
chr5:111378000-112190998	chr5	111378000	112190998	chr5	111378000	112190998	255,255,0	3.094000	812998	2.987782	2.860647	2.896142	2.937053	3.028210	3.085763	0.102151666666666	0.110059186893707	0.233261364066954
chr17:24141000-24407998	chr17	24141000	24407998	chr17	24141000	24407998	255,255,0	1.972000	266998	1.935688	1.961498	1.927599	1.968845	1.939264	2.012276	0.0318666666666661	0.382952619648047	0.556396385152538
chr8:122268000-122339998	chr8	122268000	122339998	chr8	122268000	122339998	255,255,0	2.894000	71998	2.833954	2.749867	2.829981	2.853585	2.893985	2.857960	0.0639093333333328	0.136660843783753	0.273196540274664
chr4:30927000-31943998	chr4	30927000	31943998	chr4	30927000	31943998	255,255,0	1.519000	1016998	1.445995	1.436937	1.519443	1.389663	1.400735	1.402821	-0.0697186666666666	0.0951974819068342	0.208974112863026
chr7:45726000-45812998	chr7	45726000	45812998	chr7	45726000	45812998	255,255,0	2.697000	86998	2.517058	2.546460	2.487659	2.843295	2.687082	2.799321	0.259507	0.00182210071410629	0.0169819494948277
chr7:115197000-116057998	chr7	115197000	116057998	chr7	115197000	116057998	255,255,0	2.304000	860998	2.305026	2.303747	2.328712	2.560084	2.571049	2.597457	0.263701666666666	0.000119132041035302	0.00566648694783778
chr13:103149000-103694998	chr13	103149000	103694998	chr13	103149000	103694998	255,255,0	1.957000	545998	1.957399	1.961824	1.935914	2.091056	2.213745	2.222969	0.224211	0.00245471769260053	0.0199941368388296
chr4:81552000-82625998	chr4	81552000	82625998	chr4	81552000	82625998	255,255,0	2.713000	1073998	2.700551	2.630674	2.710024	2.711583	2.721301	2.799724	0.0637863333333327	0.173861794636326	0.322875625428412
chr19:55332000-56369998	chr19	55332000	56369998	chr19	55332000	56369998	255,255,0	1.925000	1037998	1.744505	1.850468	1.789650	2.001788	1.914539	2.075189	0.202297666666667	0.00890798460865259	0.0443137154384526
chr10:111978000-112166998	chr10	111978000	112166998	chr10	111978000	112166998	255,255,0	1.665000	188998	1.415348	1.361098	1.336766	1.665052	1.481697	1.701180	0.244905666666667	0.00912464809296584	0.0449134313121633
chr15:15837000-15884998	chr15	15837000	15884998	chr15	15837000	15884998	255,255,0	1.581000	47998	1.581011	1.099275	1.234032	1.329722	1.131961	1.202121	-0.0835046666666668	0.541622997069252	0.702870970942307
chr3:154581000-155123998	chr3	154581000	155123998	chr3	154581000	155123998	255,255,0	1.644000	542998	1.620660	1.582396	1.644259	1.582489	1.642914	1.696235	0.0247743333333332	0.571104779261212	0.726997904038339
chr8:23265000-24791998	chr8	23265000	24791998	chr8	23265000	24791998	255,255,0	2.255000	1526998	2.255012	2.314755	2.375210	2.290760	2.284844	2.442446	0.0243576666666667	0.688218702499459	0.815028155179733
chr12:17025000-17264998	chr12	17025000	17264998	chr12	17025000	17264998	255,255,0	3.037000	239998	2.752988	2.659617	2.715928	3.036876	2.992524	3.041025	0.313963999999999	0.000161229482561715	0.00580992193043156
chr11:26382000-26453998	chr11	26382000	26453998	chr11	26382000	26453998	255,255,0	1.509000	71998	1.509164	1.484932	1.449162	1.186796	1.174447	1.230012	-0.284001	0.000161461845588789	0.00580992193043156
chr4:66945000-67460998	chr4	66945000	67460998	chr4	66945000	67460998	255,255,0	1.697000	515998	1.592430	1.510925	1.527772	1.682771	1.696964	1.706385	0.151664333333333	0.004817263509245	0.030306368596451
chr7:34401000-34679998	chr7	34401000	34679998	chr7	34401000	34679998	255,255,0	2.944000	278998	3.019791	2.945088	3.078697	2.931805	2.982179	3.125091	-0.00150033333333396	0.981830454124379	0.995818555962709
chr8:106233000-106415998	chr8	106233000	106415998	chr8	106233000	106415998	255,255,0	1.875000	182998	1.859881	1.807562	1.826065	1.835641	1.839945	1.838961	0.00701299999999974	0.826302860466025	0.903717006211089
chr8:23265000-24935998	chr8	23265000	24935998	chr8	23265000	24935998	255,255,0	2.356000	1670998	2.245804	2.370393	2.290247	2.352973	2.355871	2.390940	0.064446666666666	0.175223342966281	0.324575780819169
chr6:69315000-69392998	chr6	69315000	69392998	chr6	69315000	69392998	255,255,0	1.552000	77998	1.552354	1.358160	1.322937	1.309899	1.229510	1.304732	-0.12977	0.104145225046922	0.223658658413606
chr18:7860000-7937998	chr18	7860000	7937998	chr18	7860000	7937998	255,255,0	1.979000	77998	1.700047	1.686641	1.759449	1.749639	1.979156	2.020580	0.201079333333333	0.0386507741523507	0.114795428536846
chr12:63063000-64889998	chr12	63063000	64889998	chr12	63063000	64889998	255,255,0	1.747000	1826998	1.463631	1.470138	1.460768	1.746702	1.699348	1.752438	0.267983666666667	0.000133262711291576	0.00566648694783778
chr9:103479000-104003998	chr9	103479000	104003998	chr9	103479000	104003998	255,255,0	3.458000	524998	3.458051	3.377440	3.417394	3.470579	3.394490	3.398513	0.00356566666666598	0.930648150532862	0.964216854586254
chr8:117540000-119390998	chr8	117540000	119390998	chr8	117540000	119390998	255,255,0	2.138000	1850998	2.137787	2.139580	2.155495	2.119507	2.119809	2.211800	0.00608466666666656	0.877283870597475	0.937401218558144
chrX:10200000-10619998	chrX	10200000	10619998	chrX	10200000	10619998	255,255,0	2.385000	419998	2.334137	2.385423	2.468766	2.471684	2.397584	2.409873	0.0302716666666666	0.537930272741975	0.69898915797365
chr7:60006000-60200998	chr7	60006000	60200998	chr7	60006000	60200998	255,255,0	1.590000	194998	1.589678	1.530000	1.552889	1.445743	1.566931	1.475487	-0.0614686666666668	0.204020283416569	0.361360063852632
chr5:122262000-122351998	chr5	122262000	122351998	chr5	122262000	122351998	255,255,0	3.396000	89998	3.293072	3.027874	3.395964	3.145494	3.126171	2.971534	-0.157903666666667	0.178744952981213	0.32928289650463
chr7:114057000-114221998	chr7	114057000	114221998	chr7	114057000	114221998	255,255,0	2.634000	164998	3.052286	2.633751	2.886559	2.901105	2.972718	2.985100	0.0954423333333327	0.399023940328326	0.572883434223437
chr11:120105000-120314998	chr11	120105000	120314998	chr11	120105000	120314998	255,255,0	2.040000	209998	2.130571	1.989217	2.005454	2.092544	2.012422	2.040254	0.00665933333333309	0.897757088259022	0.947663500114271
chr9:51324000-51920998	chr9	51324000	51920998	chr9	51324000	51920998	255,255,0	2.291000	596998	2.290570	2.354263	2.318507	2.435198	2.369169	2.514252	0.118426333333333	0.0438613042030408	0.125162388333645
chr7:79236000-79355998	chr7	79236000	79355998	chr7	79236000	79355998	255,255,0	2.764000	119998	2.759868	2.734142	2.764485	2.868347	2.789322	2.994522	0.131231999999999	0.0595259819527082	0.153418203781301
chr3:26373000-27128998	chr3	26373000	27128998	chr3	26373000	27128998	255,255,0	1.530000	755998	1.486552	1.467343	1.437318	1.530194	1.470458	1.557783	0.0557406666666662	0.180729118743503	0.331539215308459
chr3:46116000-46172998	chr3	46116000	46172998	chr3	46116000	46172998	255,255,0	1.566000	56998	1.153574	1.204933	1.294077	1.344412	1.565535	1.201714	0.153025666666667	0.164060252805177	0.311202881619935
chr11:19035000-19784998	chr11	19035000	19784998	chr11	19035000	19784998	255,255,0	2.635000	749998	2.503181	2.512707	2.450784	2.490618	2.492087	2.617782	0.044605	0.378623379493192	0.55186332467947
chr8:119400000-119678998	chr8	119400000	119678998	chr8	119400000	119678998	255,255,0	1.966000	278998	1.714212	1.727519	1.749851	1.881667	1.922053	1.966151	0.192763	0.001549837200233	0.0156400824054926
chr19:50169000-51239998	chr19	50169000	51239998	chr19	50169000	51239998	255,255,0	1.764000	1070998	1.482188	1.515031	1.512175	1.655253	1.763651	1.847335	0.252281666666667	0.00335381355542824	0.024323504955149
chr14:70776000-72308998	chr14	70776000	72308998	chr14	70776000	72308998	255,255,0	3.172000	1532998	2.926223	2.895317	2.919373	3.171617	3.094669	3.215402	0.246925	0.000906347680525214	0.0121563128716867
chr18:73635000-73880998	chr18	73635000	73880998	chr18	73635000	73880998	255,255,0	2.035000	245998	2.148028	2.001518	2.025298	2.118533	2.077588	2.176207	0.0658279999999998	0.25120710037774	0.416698419103475
chr13:75219000-75806998	chr13	75219000	75806998	chr13	75219000	75806998	255,255,0	1.809000	587998	1.749327	1.721553	1.857483	1.798485	1.855984	1.897276	0.0744606666666665	0.184150636243425	0.335576502153728
chr9:78762000-79730998	chr9	78762000	79730998	chr9	78762000	79730998	255,255,0	4.110000	968998	4.803040	4.258778	4.534033	4.110252	4.167317	4.303412	-0.338290000000001	0.0508236734944039	0.138339250920553
chr12:28566000-29912998	chr12	28566000	29912998	chr12	28566000	29912998	255,255,0	2.970000	1346998	3.167798	3.042596	2.971827	2.921081	2.869241	2.946389	-0.148503333333334	0.0413301287175635	0.12037848030746
chr15:86238000-87548998	chr15	86238000	87548998	chr15	86238000	87548998	255,255,0	2.491000	1310998	2.220611	2.148507	2.124726	2.491319	2.360832	2.531233	0.296513333333333	0.00174446131291946	0.0165932856039354
chr6:140463000-140561998	chr6	140463000	140561998	chr6	140463000	140561998	255,255,0	2.311000	98998	2.564336	2.310579	2.447836	2.371041	2.405891	2.454063	-0.0305853333333334	0.672167395639634	0.804243039014153
chr5:144030000-144164998	chr5	144030000	144164998	chr5	144030000	144164998	255,255,0	1.988000	134998	2.005175	1.988459	1.946924	2.231711	2.112662	2.341507	0.248440666666666	0.00713522038977634	0.038364990420891
chr8:99090000-99434998	chr8	99090000	99434998	chr8	99090000	99434998	255,255,0	2.028000	344998	2.025585	1.928983	1.934359	1.822581	2.005260	1.985591	-0.0251649999999999	0.691692526785662	0.815471875892567
chr10:62496000-62555998	chr10	62496000	62555998	chr10	62496000	62555998	255,255,0	1.911000	59998	1.797273	1.749785	1.774491	1.927856	1.911320	1.943688	0.153771666666667	0.00252760803922115	0.0202905606067909
chr10:89454000-89636998	chr10	89454000	89636998	chr10	89454000	89636998	255,255,0	2.680000	182998	2.558351	2.463489	2.495712	2.606637	2.679968	2.798682	0.189245	0.0171649728488366	0.068252538657932
chr10:41511000-41690998	chr10	41511000	41690998	chr10	41511000	41690998	255,255,0	2.548000	179998	2.792307	2.599364	2.711148	2.739710	2.547561	2.728230	-0.0291060000000009	0.706347058002648	0.825016387169492
chr11:100887000-100964998	chr11	100887000	100964998	chr11	100887000	100964998	255,255,0	2.424000	77998	2.250585	2.231686	2.364773	2.423562	2.389905	2.635037	0.200486666666667	0.0391603058614492	0.11575754596553
chr5:137796000-138020998	chr5	137796000	138020998	chr5	137796000	138020998	255,255,0	2.953000	224998	3.154826	2.953206	3.006863	3.210418	3.225958	3.360515	0.227332	0.0159748769611541	0.0650012234971097
chr14:30582000-30680998	chr14	30582000	30680998	chr14	30582000	30680998	255,255,0	2.664000	98998	2.658501	2.379121	2.655711	2.847638	2.630845	2.785780	0.190309999999999	0.0948132310355191	0.208962426401351
chr4:44967000-45017998	chr4	44967000	45017998	chr4	44967000	45017998	255,255,0	1.818000	50998	1.817570	1.634787	1.794017	1.704711	1.591239	1.844777	-0.0352156666666667	0.678287940750395	0.807932141610329
chr13:43749000-45005998	chr13	43749000	45005998	chr13	43749000	45005998	255,255,0	3.399000	1256998	3.375411	3.289524	3.398821	3.410930	3.239548	3.430660	0.00579399999999998	0.929592878834054	0.96378438717265
chr10:30819000-31307998	chr10	30819000	31307998	chr10	30819000	31307998	255,255,0	2.693000	488998	2.846014	2.693454	2.828051	2.867277	2.762945	3.121406	0.128036333333333	0.244070539794594	0.408976525648473
chr6:135435000-135839998	chr6	135435000	135839998	chr6	135435000	135839998	255,255,0	2.475000	404998	2.465166	2.471721	2.520005	2.711245	2.698627	2.768082	0.240354	0.000520037990565259	0.00927984605182969
chr10:117846000-118175998	chr10	117846000	118175998	chr10	117846000	118175998	255,255,0	1.726000	329998	1.642445	1.700335	1.689653	1.717696	1.747607	1.772529	0.0684663333333332	0.0904991296377409	0.202417622949988
chr5:112575000-112649998	chr5	112575000	112649998	chr5	112575000	112649998	255,255,0	1.544000	74998	1.350464	1.279674	1.345006	1.543791	1.298194	1.341819	0.0695533333333331	0.359583455326251	0.533268127022558
chr13:104244000-104813998	chr13	104244000	104813998	chr13	104244000	104813998	255,255,0	2.667000	569998	2.712197	2.676317	2.608884	2.578381	2.575487	2.646516	-0.0656713333333341	0.166848210925185	0.314941326804738
chr16:10872000-11036998	chr16	10872000	11036998	chr16	10872000	11036998	255,255,0	1.954000	164998	1.813396	1.843291	1.834936	1.903138	1.869904	1.954285	0.0785680000000001	0.0662858934864354	0.16565781966902
chr11:117231000-117365998	chr11	117231000	117365998	chr11	117231000	117365998	255,255,0	3.779000	134998	3.565329	3.195570	3.441011	3.766723	3.708411	3.778654	0.350626	0.00987386907520897	0.0473332689557137
chr8:90786000-91154998	chr8	90786000	91154998	chr8	90786000	91154998	255,255,0	2.613000	368998	2.613344	2.426605	2.487176	2.602020	2.689872	2.640582	0.135116333333333	0.0544099507371422	0.144321898492322
chr9:97170000-98555998	chr9	97170000	98555998	chr9	97170000	98555998	255,255,0	2.584000	1385998	2.557865	2.577228	2.609727	2.807421	2.815091	2.844832	0.240841333333333	0.000274522201740539	0.0069157335145024
chr12:72843000-72983998	chr12	72843000	72983998	chr12	72843000	72983998	255,255,0	2.165000	140998	1.826606	1.678515	1.787915	2.164701	2.077447	2.073806	0.340972666666666	0.000572182879812661	0.00970726349947654
chr19:3579000-3725998	chr19	3579000	3725998	chr19	3579000	3725998	255,255,0	1.939000	146998	1.642490	1.615200	1.592953	1.888906	1.834198	1.926693	0.266384666666667	0.000374470071059735	0.00801439377571962
chr8:121842000-121922998	chr8	121842000	121922998	chr8	121842000	121922998	255,255,0	4.035000	80998	4.149947	4.006894	3.837556	4.395500	3.790240	4.035052	0.0754649999999997	0.660396183493468	0.796488877660907
chr13:34038000-34169998	chr13	34038000	34169998	chr13	34038000	34169998	255,255,0	2.906000	131998	2.769784	2.728319	2.636140	2.897011	2.871516	2.898234	0.177506	0.00622648099624	0.0355822199340103
chr9:42291000-42962998	chr9	42291000	42962998	chr9	42291000	42962998	255,255,0	2.264000	671998	2.152488	2.177206	2.240356	2.216171	2.214613	2.263795	0.0415096666666667	0.310608244629686	0.480040918956888
chr14:77040000-78485998	chr14	77040000	78485998	chr14	77040000	78485998	255,255,0	2.414000	1445998	2.312922	2.288847	2.325321	2.439593	2.414282	2.392059	0.106281333333333	0.0145085332947061	0.0611431045991184
chrX:141150000-142181998	chrX	141150000	142181998	chrX	141150000	142181998	255,255,0	2.587000	1031998	2.748846	2.586906	2.688576	2.805138	2.968567	2.947615	0.232330666666666	0.010393846805832	0.0487951990906048
chrX:66582000-66629998	chrX	66582000	66629998	chrX	66582000	66629998	255,255,0	1.570000	47998	1.206428	0.934448	0.950107	1.185341	1.052209	1.569552	0.238706333333333	0.157689464706248	0.303291719342502
chr19:25539000-25640998	chr19	25539000	25640998	chr19	25539000	25640998	255,255,0	1.887000	101998	1.660732	1.467906	1.628296	1.882186	1.809290	2.083799	0.339447	0.00800019979309465	0.0413849197827621
chr9:114156000-114209998	chr9	114156000	114209998	chr9	114156000	114209998	255,255,0	1.513000	53998	1.581267	1.678738	1.453015	1.592322	1.410099	1.491000	-0.0731996666666669	0.359935254602952	0.533608598165191
chr6:54696000-55016998	chr6	54696000	55016998	chr6	54696000	55016998	255,255,0	1.667000	320998	1.629154	1.667167	1.644354	1.567505	1.643150	1.647468	-0.0275173333333336	0.475438442272546	0.641305863484596
chrX:93273000-93467998	chrX	93273000	93467998	chrX	93273000	93467998	255,255,0	1.596000	194998	1.163474	1.226305	1.227874	1.385677	1.422359	1.596393	0.262258666666667	0.00557259618280587	0.0332218593887218
chr13:50025000-50108998	chr13	50025000	50108998	chr13	50025000	50108998	255,255,0	1.660000	83998	1.443556	1.513111	1.629854	1.366621	1.660393	1.459726	-0.0332603333333336	0.718124569875976	0.833421550260103
chr5:66687000-67025998	chr5	66687000	67025998	chr5	66687000	67025998	255,255,0	3.621000	338998	3.621455	3.512302	3.718032	3.964107	4.028606	4.064669	0.401864333333332	0.000567272037370363	0.00970726349947654
chr14:57360000-57926998	chr14	57360000	57926998	chr14	57360000	57926998	255,255,0	2.147000	566998	2.229062	2.106033	2.146638	1.961718	1.976165	1.891564	-0.217428666666667	0.00314643969357081	0.0233628498335547
chr14:43524000-43580998	chr14	43524000	43580998	chr14	43524000	43580998	255,255,0	2.022000	56998	1.472319	1.659848	1.610240	1.794671	1.839155	2.022494	0.304637666666666	0.00789561175813652	0.0412347379617513
chr11:54924000-54989998	chr11	54924000	54989998	chr11	54924000	54989998	255,255,0	2.682000	65998	2.455476	2.565341	2.550203	2.618728	2.653050	2.682319	0.127692333333333	0.0232763192864032	0.0822435874654786
chr8:41466000-41603998	chr8	41466000	41603998	chr8	41466000	41603998	255,255,0	1.582000	137998	1.415487	1.414455	1.399057	1.535453	1.582096	1.326778	0.071776	0.34402075365286	0.516635791628994
chr18:32457000-32831998	chr18	32457000	32831998	chr18	32457000	32831998	255,255,0	2.051000	374998	2.006271	1.935030	1.938592	2.113205	2.043315	2.262635	0.179754	0.0281576844055871	0.0926510366242879
chr5:36597000-36749998	chr5	36597000	36749998	chr5	36597000	36749998	255,255,0	2.406000	152998	2.401932	2.392392	2.551183	2.214543	2.305994	2.311819	-0.171050333333333	0.0230525579871575	0.0818937902131242
chr15:79749000-79835998	chr15	79749000	79835998	chr15	79749000	79835998	255,255,0	1.971000	86998	2.098799	1.941733	1.979603	1.812948	1.864655	1.784419	-0.186037666666667	0.0109301578079794	0.0503106601290025
chr13:13506000-13628998	chr13	13506000	13628998	chr13	13506000	13628998	255,255,0	2.859000	122998	3.115594	2.858936	2.909001	2.914304	2.857329	2.948228	-0.0545566666666675	0.483476349006403	0.647885233760727
chr4:90120000-91967998	chr4	90120000	91967998	chr4	90120000	91967998	255,255,0	1.694000	1847998	1.607425	1.649953	1.663294	1.598357	1.690231	1.694077	0.0206643333333331	0.625673939000792	0.768192468413234
chrX:99123000-99530998	chrX	99123000	99530998	chrX	99123000	99530998	255,255,0	3.059000	407998	3.297799	2.983340	3.127667	3.059462	3.081325	3.015967	-0.0840173333333338	0.337562244769418	0.510848097283632
chr16:76998000-78401998	chr16	76998000	78401998	chr16	76998000	78401998	255,255,0	2.428000	1403998	2.427626	2.293418	2.296235	2.124033	2.154254	2.169212	-0.189926666666667	0.00665440730769871	0.0367761295005223
chr15:75840000-75896998	chr15	75840000	75896998	chr15	75840000	75896998	255,255,0	1.736000	56998	1.511864	1.449047	1.444154	1.625686	1.504964	1.568131	0.0979053333333331	0.0656851124532251	0.16443876202453
chr11:61659000-61721998	chr11	61659000	61721998	chr11	61659000	61721998	255,255,0	2.522000	62998	2.522262	2.249656	2.541694	2.529803	2.467916	2.383567	0.0225579999999994	0.807741591306696	0.890780446487758
chr16:28581000-28802998	chr16	28581000	28802998	chr16	28581000	28802998	255,255,0	3.017000	221998	2.926495	2.852789	2.870668	2.867567	3.016550	2.965897	0.0666873333333325	0.220102896814284	0.382095128227103
chr9:108087000-108209998	chr9	108087000	108209998	chr9	108087000	108209998	255,255,0	3.150000	122998	3.253637	3.042928	3.102929	3.149766	3.177314	3.207068	0.044884666666666	0.48073811952816	0.646014967639257
chr8:126927000-126977998	chr8	126927000	126977998	chr8	126927000	126977998	255,255,0	2.058000	50998	2.245842	2.109079	2.037392	2.290832	2.233197	2.058325	0.0633469999999996	0.461942365001903	0.629419109150536
chr18:23763000-23996998	chr18	23763000	23996998	chr18	23763000	23996998	255,255,0	2.310000	233998	2.257552	2.134798	2.163244	2.278355	2.296328	2.309894	0.109661	0.0392830834572592	0.115963449881267
chr8:51588000-53474998	chr8	51588000	53474998	chr8	51588000	53474998	255,255,0	1.779000	1886998	1.537380	1.516107	1.539272	1.766926	1.751909	1.745108	0.223728	0.000245601641486937	0.00661560726758982
chr4:89571000-89696998	chr4	89571000	89696998	chr4	89571000	89696998	255,255,0	1.548000	125998	1.242821	1.311527	1.276991	1.319501	1.386824	1.548023	0.141003	0.069485905036949	0.171495455845856
chr19:52995000-53387998	chr19	52995000	53387998	chr19	52995000	53387998	255,255,0	2.992000	392998	2.951649	2.872477	2.858053	2.737515	2.778558	2.991638	-0.0581560000000007	0.461037508017384	0.628635153030574
chr7:78918000-79091998	chr7	78918000	79091998	chr7	78918000	79091998	255,255,0	2.364000	173998	1.858607	1.817238	1.869956	2.183577	2.196973	2.324880	0.386543	0.000189946998294373	0.00600736388701509
chr7:66423000-66668998	chr7	66423000	66668998	chr7	66423000	66668998	255,255,0	1.926000	245998	1.642127	1.598941	1.669555	1.845638	1.926311	1.985783	0.282369666666667	0.000882483122946927	0.0121161047634789
chr7:101898000-102080998	chr7	101898000	102080998	chr7	101898000	102080998	255,255,0	2.366000	182998	2.480470	2.305867	2.365884	2.134273	2.192551	2.236801	-0.196198666666667	0.0124191567871614	0.0551597543568127
chrX:77295000-77654998	chrX	77295000	77654998	chrX	77295000	77654998	255,255,0	2.502000	359998	2.502272	2.275868	2.287804	2.386489	2.427244	2.223614	-0.00953233333333354	0.912614882277463	0.955051911798515
chr11:3201000-3935998	chr11	3201000	3935998	chr11	3201000	3935998	255,255,0	3.354000	734998	3.512265	3.443991	3.513124	3.385115	3.346378	3.371452	-0.122145000000001	0.0126257320443578	0.0558499960543732
chr12:102387000-102467998	chr12	102387000	102467998	chr12	102387000	102467998	255,255,0	1.831000	80998	1.974539	1.913416	1.831461	1.688921	1.799965	1.882145	-0.116128333333334	0.115788595567947	0.242461874460267
chr17:36816000-37082998	chr17	36816000	37082998	chr17	36816000	37082998	255,255,0	1.998000	266998	1.997617	1.836825	1.880129	1.920796	1.882911	1.857006	-0.017952666666667	0.733753104195009	0.843043698135635
chr19:30018000-30107998	chr19	30018000	30107998	chr19	30018000	30107998	255,255,0	1.711000	89998	1.640247	1.437537	1.505867	1.647261	1.554952	1.496960	0.0385073333333331	0.582770517589667	0.736097924385992
chr13:73929000-74315998	chr13	73929000	74315998	chr13	73929000	74315998	255,255,0	2.089000	386998	2.075335	2.028109	2.085988	1.897929	1.872796	1.911350	-0.169119	0.00206706260700364	0.018364326123554
chr8:72468000-72578998	chr8	72468000	72578998	chr8	72468000	72578998	255,255,0	2.507000	110998	2.498979	2.366188	2.588569	2.507262	2.481375	2.710095	0.0816653333333328	0.367196787000182	0.540701912999256
chr19:53388000-53588998	chr19	53388000	53588998	chr19	53388000	53588998	255,255,0	3.988000	200998	4.143953	3.902907	3.922311	4.036822	3.983365	4.181828	0.0776146666666664	0.39175949206162	0.566552481729392
chr4:64506000-65597998	chr4	64506000	65597998	chr4	64506000	65597998	255,255,0	3.147000	1091998	3.173136	2.964825	3.146707	3.182278	3.109388	3.303833	0.103610333333333	0.22096445471292	0.383133760634079
chr13:108801000-109220998	chr13	108801000	109220998	chr13	108801000	109220998	255,255,0	2.449000	419998	2.459365	2.379571	2.448916	2.160901	2.226566	2.263134	-0.212417	0.00236975066449142	0.0197406293979871
chr14:67203000-67682998	chr14	67203000	67682998	chr14	67203000	67682998	255,255,0	2.392000	479998	2.479089	2.351579	2.576634	2.392250	2.459056	2.529375	-0.00887366666666711	0.900569404995345	0.949272337568729
chr12:100116000-100535998	chr12	100116000	100535998	chr12	100116000	100535998	255,255,0	2.743000	419998	2.743162	2.604718	2.700031	2.895398	2.798076	2.749788	0.131783666666667	0.0557724695793307	0.146688314568288
chr17:45657000-45725998	chr17	45657000	45725998	chr17	45657000	45725998	255,255,0	2.559000	68998	2.418661	2.186110	2.354882	2.524622	2.558627	2.500037	0.207877666666666	0.0180059375207001	0.0706959741145473
chr3:144444000-144623998	chr3	144444000	144623998	chr3	144444000	144623998	255,255,0	2.823000	179998	3.181160	2.823207	3.196674	3.072333	3.111923	2.965461	-0.0171080000000004	0.880632337040312	0.939010028532334
chr11:21597000-21980998	chr11	21597000	21980998	chr11	21597000	21980998	255,255,0	1.607000	383998	1.506428	1.499286	1.521224	1.557625	1.460422	1.605029	0.032046	0.501430956195731	0.667250092883439
