#TAD name	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs IR
chr3:87012000-87503998	chr3	87012000	87503998	chr3	87012000	87503998	255,255,0	1.825000	491998	1.811711	1.863588	1.818690	1.902916	1.967187	2.006920
chr3:87501000-87569998	chr3	87501000	87569998	chr3	87501000	87569998	255,255,0	2.625000	68998	2.302197	2.053490	2.309613	2.598651	2.400508	2.476021
chr3:87747000-87848998	chr3	87747000	87848998	chr3	87747000	87848998	255,255,0	1.939000	101998	2.094674	1.935335	2.081281	2.077163	2.121206	2.261433
chr3:87930000-88079998	chr3	87930000	88079998	chr3	87930000	88079998	255,255,0	1.985000	149998	1.883079	1.786384	1.862920	1.956604	1.916209	1.945649
chr3:88080000-88181998	chr3	88080000	88181998	chr3	88080000	88181998	255,255,0	1.930000	101998	2.054483	2.033691	1.969705	2.037443	1.975747	1.930146
chr3:88185000-88247998	chr3	88185000	88247998	chr3	88185000	88247998	255,255,0	3.952000	62998	4.013222	3.920582	3.691637	3.952169	3.637922	3.922126
chr3:88401000-88475998	chr3	88401000	88475998	chr3	88401000	88475998	255,255,0	3.168000	74998	3.168295	2.833327	3.050886	3.058613	2.910042	3.100627
chr3:88479000-88529998	chr3	88479000	88529998	chr3	88479000	88529998	255,255,0	2.669000	50998	2.701788	2.400160	2.681963	2.668850	2.499219	2.662238
chr3:88590000-88649998	chr3	88590000	88649998	chr3	88590000	88649998	255,255,0	2.574000	59998	2.688786	2.593787	2.583834	2.579197	2.531511	2.599596
chr3:88677000-88772998	chr3	88677000	88772998	chr3	88677000	88772998	255,255,0	1.615000	95998	1.624442	1.728340	1.614017	1.797239	1.664077	1.614619
chr3:88908000-89078998	chr3	88908000	89078998	chr3	88908000	89078998	255,255,0	1.884000	170998	1.693467	1.691284	1.684576	1.883884	1.785154	1.844804
chr3:89082000-89225998	chr3	89082000	89225998	chr3	89082000	89225998	255,255,0	1.935000	143998	1.971396	1.794138	1.815152	1.935253	2.072384	1.897734
chr3:89241000-89288998	chr3	89241000	89288998	chr3	89241000	89288998	255,255,0	1.877000	47998	1.990019	1.915373	1.883784	1.878760	1.754850	1.877432
chr3:89499000-89696998	chr3	89499000	89696998	chr3	89499000	89696998	255,255,0	2.314000	197998	2.232480	2.194808	2.309469	2.461803	2.415848	2.528458
chr3:89706000-89780998	chr3	89706000	89780998	chr3	89706000	89780998	255,255,0	2.762000	74998	3.008102	2.702106	2.797298	2.762147	2.743167	2.499815
chr3:89784000-89864998	chr3	89784000	89864998	chr3	89784000	89864998	255,255,0	1.971000	80998	1.815734	1.848891	1.814763	2.084626	1.961804	1.947885
chr3:89940000-90086998	chr3	89940000	90086998	chr3	89940000	90086998	255,255,0	1.696000	146998	1.700079	1.657036	1.682212	1.617442	1.695883	1.595674
chr3:90093000-90203998	chr3	90093000	90203998	chr3	90093000	90203998	255,255,0	1.855000	110998	1.772994	1.674937	1.815640	1.643833	1.799166	1.853206
chr3:90210000-90383998	chr3	90210000	90383998	chr3	90210000	90383998	255,255,0	3.027000	173998	3.100829	2.979417	3.001921	2.844490	2.883504	3.027018
chr3:90405000-90473998	chr3	90405000	90473998	chr3	90405000	90473998	255,255,0	2.526000	68998	2.525818	2.182527	2.226343	2.386382	2.351120	2.522980
chr3:90486000-90734998	chr3	90486000	90734998	chr3	90486000	90734998	255,255,0	1.708000	248998	1.613150	1.627182	1.616272	1.691228	1.692155	1.826684
chr3:90759000-92216998	chr3	90759000	92216998	chr3	90759000	92216998	255,255,0	2.356000	1457998	2.354759	2.162510	2.238677	2.320266	2.210601	2.169421
chr3:93354000-93503998	chr3	93354000	93503998	chr3	93354000	93503998	255,255,0	2.400000	149998	2.475290	2.399014	2.547468	2.847611	2.893070	2.926837
chr3:93537000-93614998	chr3	93537000	93614998	chr3	93537000	93614998	255,255,0	2.564000	77998	1.556161	1.581658	1.648962	2.524334	2.485138	2.344898
chr3:93750000-93881998	chr3	93750000	93881998	chr3	93750000	93881998	255,255,0	2.208000	131998	1.855444	2.195237	2.097731	2.088548	2.183843	2.269413
chr3:94092000-94172998	chr3	94092000	94172998	chr3	94092000	94172998	255,255,0	1.805000	80998	1.804787	1.685136	1.670542	1.801719	1.611049	1.562011
chr3:95958000-96056998	chr3	95958000	96056998	chr3	95958000	96056998	255,255,0	2.768000	98998	3.248280	3.190240	3.200733	2.951621	2.767548	2.951216
chr3:96276000-96443998	chr3	96276000	96443998	chr3	96276000	96443998	255,255,0	2.654000	167998	2.425974	2.402112	2.455765	2.674280	2.507913	2.654106
chr3:96276000-96482998	chr3	96276000	96482998	chr3	96276000	96482998	255,255,0	2.544000	206998	2.544207	2.510688	2.622602	2.422180	2.331394	2.347072
chr3:96492000-96722998	chr3	96492000	96722998	chr3	96492000	96722998	255,255,0	2.164000	230998	2.171637	2.131134	2.159508	2.088782	2.059312	1.884020
chr3:96927000-97193998	chr3	96927000	97193998	chr3	96927000	97193998	255,255,0	2.739000	266998	2.712829	2.738946	2.830042	2.595362	2.644837	2.617231
chr3:96930000-97085998	chr3	96930000	97085998	chr3	96930000	97085998	255,255,0	2.739000	155998	2.738631	2.488421	2.817146	2.914286	2.928453	2.996376
chr3:97188000-97346998	chr3	97188000	97346998	chr3	97188000	97346998	255,255,0	2.955000	158998	2.858312	2.824649	2.924452	3.079600	2.971904	2.955135
chr3:97755000-97907998	chr3	97755000	97907998	chr3	97755000	97907998	255,255,0	2.308000	152998	2.381603	2.308179	2.294657	2.704165	2.676957	2.646758
chr3:97920000-98321998	chr3	97920000	98321998	chr3	97920000	98321998	255,255,0	1.900000	401998	1.792741	1.790173	1.836970	1.899950	1.883323	1.947145
chr3:97923000-98231998	chr3	97923000	98231998	chr3	97923000	98231998	255,255,0	2.105000	308998	1.951407	1.833251	1.945602	1.872369	1.973044	2.104708
chr3:98571000-99107998	chr3	98571000	99107998	chr3	98571000	99107998	255,255,0	1.912000	536998	1.967500	1.892848	1.839347	1.911842	1.835797	1.877508
chr3:98571000-100223998	chr3	98571000	100223998	chr3	98571000	100223998	255,255,0	2.091000	1652998	1.874406	1.844552	1.812937	2.007455	2.030041	2.077831
chr3:98574000-98999998	chr3	98574000	98999998	chr3	98574000	98999998	255,255,0	1.912000	425998	1.899806	1.890789	1.909732	1.837400	1.884994	1.881444
chr3:99921000-100214998	chr3	99921000	100214998	chr3	99921000	100214998	255,255,0	1.901000	293998	2.064194	1.875206	2.028560	2.005927	1.986917	1.985002
chr3:100218000-100901998	chr3	100218000	100901998	chr3	100218000	100901998	255,255,0	1.695000	683998	1.694699	1.629879	1.642134	1.642009	1.615755	1.653402
chr3:100566000-100703998	chr3	100566000	100703998	chr3	100566000	100703998	255,255,0	1.651000	137998	1.559594	1.504856	1.562718	1.507438	1.650902	1.583207
chr3:100965000-101300998	chr3	100965000	101300998	chr3	100965000	101300998	255,255,0	2.864000	335998	2.762973	2.662741	2.686471	2.864262	2.715759	2.910954
chr3:101295000-101474998	chr3	101295000	101474998	chr3	101295000	101474998	255,255,0	2.922000	179998	2.770825	2.795372	2.790775	3.111304	2.922186	3.200161
chr3:101487000-101819998	chr3	101487000	101819998	chr3	101487000	101819998	255,255,0	3.604000	332998	3.943191	3.603856	3.704837	3.936926	3.864956	3.987567
chr3:101892000-102065998	chr3	101892000	102065998	chr3	101892000	102065998	255,255,0	2.287000	173998	2.199719	2.241676	2.276689	2.133595	2.159945	2.286666
chr3:102075000-102248998	chr3	102075000	102248998	chr3	102075000	102248998	255,255,0	2.105000	173998	1.695004	1.752374	1.812945	1.869069	1.990623	2.105100
chr3:102705000-102812998	chr3	102705000	102812998	chr3	102705000	102812998	255,255,0	3.223000	107998	3.427154	3.223378	3.367499	3.235515	3.265273	3.445475
chr3:102990000-103070998	chr3	102990000	103070998	chr3	102990000	103070998	255,255,0	1.727000	80998	1.727157	1.725096	1.772367	1.641242	1.524323	1.640343
chr3:102990000-103382998	chr3	102990000	103382998	chr3	102990000	103382998	255,255,0	1.676000	392998	1.594447	1.583118	1.657045	1.675334	1.660764	1.676135
chr3:103383000-103745998	chr3	103383000	103745998	chr3	103383000	103745998	255,255,0	3.271000	362998	3.360965	3.122115	3.373599	3.225930	3.270715	3.339681
chr3:103743000-103901998	chr3	103743000	103901998	chr3	103743000	103901998	255,255,0	2.047000	158998	2.017587	2.068861	2.058171	2.057728	2.107577	2.047275
chr3:104007000-104450998	chr3	104007000	104450998	chr3	104007000	104450998	255,255,0	2.405000	443998	2.431674	2.327769	2.386608	2.468755	2.405345	2.507086
chr3:104451000-104504998	chr3	104451000	104504998	chr3	104451000	104504998	255,255,0	1.512000	53998	1.512063	1.373362	1.436912	1.324664	1.398032	1.453446
chr3:104508000-104693998	chr3	104508000	104693998	chr3	104508000	104693998	255,255,0	3.253000	185998	3.240843	3.028530	3.232104	2.701300	2.755471	2.833597
chr3:104985000-105065998	chr3	104985000	105065998	chr3	104985000	105065998	255,255,0	2.241000	80998	2.209375	2.207322	2.108250	2.241088	2.175283	2.268326
chr3:105072000-105173998	chr3	105072000	105173998	chr3	105072000	105173998	255,255,0	2.265000	101998	1.953331	1.888423	1.885366	2.264853	2.169040	2.255474
chr3:105183000-105440998	chr3	105183000	105440998	chr3	105183000	105440998	255,255,0	1.592000	257998	1.470953	1.459026	1.407605	1.459893	1.462388	1.591781
chr3:105444000-105665998	chr3	105444000	105665998	chr3	105444000	105665998	255,255,0	2.704000	221998	2.734576	2.647167	2.695193	2.647428	2.692061	2.746869
chr3:105675000-105731998	chr3	105675000	105731998	chr3	105675000	105731998	255,255,0	2.922000	56998	2.921609	2.804084	2.847627	2.762822	2.881247	2.591084
chr3:105984000-106457998	chr3	105984000	106457998	chr3	105984000	106457998	255,255,0	3.761000	473998	3.928872	3.586977	3.761021	3.862485	3.844540	3.863256
chr3:106485000-106580998	chr3	106485000	106580998	chr3	106485000	106580998	255,255,0	1.516000	95998	1.404267	1.383162	1.363515	1.515543	1.401905	1.398475
chr3:106578000-106877998	chr3	106578000	106877998	chr3	106578000	106877998	255,255,0	1.533000	299998	1.474628	1.464295	1.466516	1.623117	1.535260	1.527113
chr3:106896000-107084998	chr3	106896000	107084998	chr3	106896000	107084998	255,255,0	2.105000	188998	2.037942	2.024189	2.104504	2.135130	2.267435	2.321094
chr3:107085000-107195998	chr3	107085000	107195998	chr3	107085000	107195998	255,255,0	4.671000	110998	4.821337	4.415781	4.597178	4.680118	4.671086	4.337633
chr3:107205000-107276998	chr3	107205000	107276998	chr3	107205000	107276998	255,255,0	1.703000	71998	1.711475	1.552025	1.703454	1.797344	1.686439	1.706772
chr3:107349000-107471998	chr3	107349000	107471998	chr3	107349000	107471998	255,255,0	3.037000	122998	3.294938	2.976432	3.032718	3.183573	3.187272	3.255737
chr3:107475000-107555998	chr3	107475000	107555998	chr3	107475000	107555998	255,255,0	1.853000	80998	1.780164	1.704180	1.853187	1.754651	1.706072	1.584591
chr3:107475000-107618998	chr3	107475000	107618998	chr3	107475000	107618998	255,255,0	1.702000	143998	1.694779	1.539060	1.763498	1.735220	1.629426	1.702057
chr3:107691000-107870998	chr3	107691000	107870998	chr3	107691000	107870998	255,255,0	2.858000	179998	2.814077	2.660817	2.689684	2.857671	2.761176	2.874565
chr3:107862000-107921998	chr3	107862000	107921998	chr3	107862000	107921998	255,255,0	1.541000	59998	1.541302	1.504825	1.554819	1.630425	1.553808	1.489351
chr3:108063000-108152998	chr3	108063000	108152998	chr3	108063000	108152998	255,255,0	1.996000	89998	2.037521	1.982154	1.996318	2.091662	2.202430	2.133927
chr3:108156000-108212998	chr3	108156000	108212998	chr3	108156000	108212998	255,255,0	2.219000	56998	1.853968	1.833598	1.963907	1.963879	2.218657	2.171459
chr3:108273000-108395998	chr3	108273000	108395998	chr3	108273000	108395998	255,255,0	1.993000	122998	1.982190	1.934493	1.952320	2.025251	1.994203	2.142301
chr3:108393000-108566998	chr3	108393000	108566998	chr3	108393000	108566998	255,255,0	2.468000	173998	2.260444	2.281807	2.310031	2.460633	2.230611	2.401848
chr3:108816000-109079998	chr3	108816000	109079998	chr3	108816000	109079998	255,255,0	2.406000	263998	2.369401	2.336559	2.418630	2.400726	2.352959	2.319842
chr3:109161000-109499998	chr3	109161000	109499998	chr3	109161000	109499998	255,255,0	3.068000	338998	2.579874	2.720692	2.700562	2.894461	3.068406	3.240140
chr3:109512000-111356998	chr3	109512000	111356998	chr3	109512000	111356998	255,255,0	2.043000	1844998	2.072395	2.054845	2.043372	1.900223	1.941772	2.020923
chr3:109515000-110273998	chr3	109515000	110273998	chr3	109515000	110273998	255,255,0	2.109000	758998	2.060663	2.044756	2.008192	2.076193	2.109015	2.027539
chr3:109701000-110150998	chr3	109701000	110150998	chr3	109701000	110150998	255,255,0	2.086000	449998	2.005107	1.900690	1.916312	2.062460	1.978385	2.086227
chr3:111582000-113255998	chr3	111582000	113255998	chr3	111582000	113255998	255,255,0	1.920000	1673998	1.920009	1.892052	1.895574	1.892488	1.918940	1.910592
chr3:111807000-113252998	chr3	111807000	113252998	chr3	111807000	113252998	255,255,0	1.920000	1445998	1.890963	1.949952	1.874993	1.946744	1.919603	1.945999
chr3:114897000-115121998	chr3	114897000	115121998	chr3	114897000	115121998	255,255,0	3.549000	224998	3.598158	3.483158	3.417501	3.425010	3.548913	3.439203
chr3:116031000-116333998	chr3	116031000	116333998	chr3	116031000	116333998	255,255,0	2.463000	302998	2.591387	2.433914	2.479517	2.397529	2.573574	2.462526
chr3:117108000-117452998	chr3	117108000	117452998	chr3	117108000	117452998	255,255,0	2.224000	344998	2.284440	2.064687	2.227612	2.128448	2.223958	2.331799
chr3:119712000-119801998	chr3	119712000	119801998	chr3	119712000	119801998	255,255,0	1.668000	89998	1.796361	1.767516	1.769579	1.737834	1.686955	1.591267
chr3:120183000-121130998	chr3	120183000	121130998	chr3	120183000	121130998	255,255,0	2.039000	947998	2.028834	1.975516	2.030536	1.950112	1.966001	2.034332
chr3:121161000-121304998	chr3	121161000	121304998	chr3	121161000	121304998	255,255,0	2.199000	143998	2.351351	2.292022	2.320783	2.013486	2.198952	2.184122
chr3:121302000-121508998	chr3	121302000	121508998	chr3	121302000	121508998	255,255,0	2.239000	206998	2.090797	2.019038	2.069180	2.238767	2.315863	2.385934
chr3:121527000-121766998	chr3	121527000	121766998	chr3	121527000	121766998	255,255,0	2.414000	239998	2.433382	2.404226	2.369813	2.788307	2.724636	2.862016
chr3:121872000-122147998	chr3	121872000	122147998	chr3	121872000	122147998	255,255,0	2.846000	275998	2.775446	2.708767	2.779873	2.845946	2.876487	2.810766
chr3:122157000-122300998	chr3	122157000	122300998	chr3	122157000	122300998	255,255,0	2.276000	143998	2.618393	2.603406	2.640377	2.259611	2.416463	2.273595
chr3:122304000-122471998	chr3	122304000	122471998	chr3	122304000	122471998	255,255,0	3.012000	167998	2.944784	2.810007	2.927741	3.084903	2.806136	3.011685
chr3:122916000-122990998	chr3	122916000	122990998	chr3	122916000	122990998	255,255,0	1.981000	74998	1.944711	1.843676	1.981185	1.726352	1.709257	1.782522
chr3:123156000-123332998	chr3	123156000	123332998	chr3	123156000	123332998	255,255,0	2.437000	176998	2.524660	2.503365	2.688341	2.434397	2.411536	2.388380
chr3:123504000-124283998	chr3	123504000	124283998	chr3	123504000	124283998	255,255,0	4.496000	779998	4.742262	4.495850	4.631028	4.050448	4.195068	4.355596
chr3:126588000-126782998	chr3	126588000	126782998	chr3	126588000	126782998	255,255,0	2.838000	194998	2.769401	2.797923	2.826188	2.878306	2.833055	2.906374
chr3:126921000-127577998	chr3	126921000	127577998	chr3	126921000	127577998	255,255,0	1.939000	656998	2.023844	1.937452	1.921010	2.216778	2.146061	2.270811
chr3:126954000-127319998	chr3	126954000	127319998	chr3	126954000	127319998	255,255,0	1.975000	365998	1.991737	1.912681	1.975429	1.932152	1.965928	2.013479
chr3:127782000-127964998	chr3	127782000	127964998	chr3	127782000	127964998	255,255,0	2.056000	182998	1.827250	1.650657	1.791462	2.050881	1.886722	1.964795
chr3:127971000-129188998	chr3	127971000	129188998	chr3	127971000	129188998	255,255,0	1.583000	1217998	1.557461	1.537404	1.519388	1.716074	1.648554	1.672433
chr3:129288000-129701998	chr3	129288000	129701998	chr3	129288000	129701998	255,255,0	2.852000	413998	2.996025	2.780721	2.789172	2.813558	2.818485	2.851664
chr3:129810000-130094998	chr3	129810000	130094998	chr3	129810000	130094998	255,255,0	2.427000	284998	2.424442	2.256960	2.303977	2.260906	2.301162	2.227983
chr3:129909000-130088998	chr3	129909000	130088998	chr3	129909000	130088998	255,255,0	2.264000	179998	1.914781	1.920944	2.063593	2.102216	2.152486	2.263564
chr3:130092000-130697998	chr3	130092000	130697998	chr3	130092000	130697998	255,255,0	2.476000	605998	2.241313	2.174430	2.187830	2.234966	2.384552	2.475653
chr3:130746000-131255998	chr3	130746000	131255998	chr3	130746000	131255998	255,255,0	3.100000	509998	3.078103	3.099590	3.072910	3.382158	3.549233	3.487208
chr3:131295000-131561998	chr3	131295000	131561998	chr3	131295000	131561998	255,255,0	2.724000	266998	2.753246	2.431187	2.662392	2.724310	2.888465	2.754493
chr3:131565000-132653998	chr3	131565000	132653998	chr3	131565000	132653998	255,255,0	1.602000	1088998	1.581300	1.581301	1.602296	1.630802	1.616825	1.634560
chr3:131649000-132650998	chr3	131649000	132650998	chr3	131649000	132650998	255,255,0	1.587000	1001998	1.586945	1.543924	1.536166	1.721931	1.672707	1.706073
chr3:131955000-132650998	chr3	131955000	132650998	chr3	131955000	132650998	255,255,0	1.790000	695998	1.579586	1.534181	1.585082	1.758267	1.722929	1.789453
chr3:132645000-133064998	chr3	132645000	133064998	chr3	132645000	133064998	255,255,0	1.911000	419998	1.632529	1.672921	1.656856	1.907801	1.793339	1.900827
chr3:133077000-133283998	chr3	133077000	133283998	chr3	133077000	133283998	255,255,0	3.113000	206998	3.091837	3.094134	3.115362	3.113348	3.028242	2.963220
chr3:133833000-135200998	chr3	133833000	135200998	chr3	133833000	135200998	255,255,0	1.943000	1367998	1.919732	1.883421	1.849764	1.936098	1.909946	1.814333
chr3:133866000-134636998	chr3	133866000	134636998	chr3	133866000	134636998	255,255,0	1.919000	770998	1.841411	1.875413	1.919490	1.928924	1.927007	2.025380
chr3:135261000-135752998	chr3	135261000	135752998	chr3	135261000	135752998	255,255,0	2.519000	491998	2.691948	2.501002	2.626663	2.521323	2.518608	2.534582
chr3:135834000-137771998	chr3	135834000	137771998	chr3	135834000	137771998	255,255,0	3.256000	1937998	3.271466	3.256169	3.254792	3.278009	3.441286	3.316484
chr3:137982000-138155998	chr3	137982000	138155998	chr3	137982000	138155998	255,255,0	2.943000	173998	3.109839	2.878778	3.099456	2.942816	2.848762	3.040526
chr3:138171000-138434998	chr3	138171000	138434998	chr3	138171000	138434998	255,255,0	2.599000	263998	2.504168	2.580468	2.557435	2.616509	2.591384	2.747677
chr3:138429000-139229998	chr3	138429000	139229998	chr3	138429000	139229998	255,255,0	2.869000	800998	3.011709	2.857735	2.943150	2.959510	2.910850	2.891661
chr3:139461000-141458998	chr3	139461000	141458998	chr3	139461000	141458998	255,255,0	2.235000	1997998	2.235173	2.190979	2.156342	2.118164	2.150883	2.201867
chr3:141456000-141839998	chr3	141456000	141839998	chr3	141456000	141839998	255,255,0	3.699000	383998	4.515173	4.243165	4.118967	3.450236	3.698609	4.016299
chr3:141855000-142283998	chr3	141855000	142283998	chr3	141855000	142283998	255,255,0	2.424000	428998	2.506492	2.519090	2.396429	2.487022	2.573650	2.864482
chr3:142482000-142568998	chr3	142482000	142568998	chr3	142482000	142568998	255,255,0	2.269000	86998	2.432113	2.309537	2.268916	2.607354	2.532780	2.582905
chr3:142902000-144419998	chr3	142902000	144419998	chr3	142902000	144419998	255,255,0	2.208000	1517998	2.164830	2.176118	2.138025	2.299333	2.266620	2.356651
chr3:144444000-144623998	chr3	144444000	144623998	chr3	144444000	144623998	255,255,0	2.823000	179998	3.181160	2.823207	3.196674	3.072333	3.111923	2.965461
chr3:144765000-145100998	chr3	144765000	145100998	chr3	144765000	145100998	255,255,0	1.651000	335998	1.544070	1.504788	1.518735	1.566173	1.549273	1.651482
chr3:144837000-145031998	chr3	144837000	145031998	chr3	144837000	145031998	255,255,0	1.534000	194998	1.429081	1.371532	1.567907	1.534006	1.521092	1.400580
chr3:144840000-145088998	chr3	144840000	145088998	chr3	144840000	145088998	255,255,0	1.507000	248998	1.506603	1.376660	1.476081	1.462673	1.501721	1.400664
chr3:145560000-145916998	chr3	145560000	145916998	chr3	145560000	145916998	255,255,0	2.288000	356998	1.996125	2.057361	2.027113	2.166261	2.219527	2.288230
chr3:146052000-146183998	chr3	146052000	146183998	chr3	146052000	146183998	255,255,0	1.592000	131998	1.392288	1.378836	1.354364	1.513405	1.591674	1.616371
chr3:146310000-146978998	chr3	146310000	146978998	chr3	146310000	146978998	255,255,0	3.396000	668998	3.666605	3.367375	3.423733	3.081859	3.132899	3.112540
chr3:146991000-148823998	chr3	146991000	148823998	chr3	146991000	148823998	255,255,0	1.538000	1832998	1.451971	1.436925	1.447216	1.511810	1.538269	1.529943
chr3:146991000-148988998	chr3	146991000	148988998	chr3	146991000	148988998	255,255,0	1.577000	1997998	1.407996	1.440291	1.404923	1.497533	1.511858	1.577040
chr3:150996000-151583998	chr3	150996000	151583998	chr3	150996000	151583998	255,255,0	1.992000	587998	1.870574	1.878415	1.989636	1.976940	1.980668	2.049931
chr3:151683000-152096998	chr3	151683000	152096998	chr3	151683000	152096998	255,255,0	2.407000	413998	2.296600	2.369749	2.200103	2.341397	2.376105	2.632689
chr3:152100000-152219998	chr3	152100000	152219998	chr3	152100000	152219998	255,255,0	2.483000	119998	2.482604	1.912013	2.072540	2.089972	2.082147	2.202657
chr3:152340000-152399998	chr3	152340000	152399998	chr3	152340000	152399998	255,255,0	1.546000	59998	1.632133	1.554909	1.495478	1.546100	1.568220	1.598428
chr3:152466000-152756998	chr3	152466000	152756998	chr3	152466000	152756998	255,255,0	2.111000	290998	1.811587	1.855190	1.829995	1.981267	1.935406	2.111312
chr3:152709000-152756998	chr3	152709000	152756998	chr3	152709000	152756998	255,255,0	1.524000	47998	1.522550	1.220182	1.400274	1.576193	1.524144	1.436587
chr3:152757000-153905998	chr3	152757000	153905998	chr3	152757000	153905998	255,255,0	2.531000	1148998	2.387022	2.323853	2.354809	2.400620	2.395344	2.531240
chr3:152757000-153944998	chr3	152757000	153944998	chr3	152757000	153944998	255,255,0	2.331000	1187998	2.339323	2.330647	2.278204	2.325071	2.324923	2.494706
chr3:153954000-154238998	chr3	153954000	154238998	chr3	153954000	154238998	255,255,0	2.872000	284998	2.788431	2.822104	2.872102	2.995172	3.054452	3.183000
chr3:154260000-154580998	chr3	154260000	154580998	chr3	154260000	154580998	255,255,0	3.037000	320998	2.549158	2.559638	2.651700	2.866366	3.037230	3.154643
chr3:154581000-155123998	chr3	154581000	155123998	chr3	154581000	155123998	255,255,0	1.644000	542998	1.620660	1.582396	1.644259	1.582489	1.642914	1.696235
chr3:154626000-154829998	chr3	154626000	154829998	chr3	154626000	154829998	255,255,0	1.732000	203998	1.676489	1.509680	1.642422	1.723426	1.679899	1.639113
chr3:155211000-156554998	chr3	155211000	156554998	chr3	155211000	156554998	255,255,0	1.514000	1343998	1.433914	1.449448	1.486945	1.513779	1.501671	1.575123
chr3:156552000-157541998	chr3	156552000	157541998	chr3	156552000	157541998	255,255,0	2.568000	989998	2.301943	2.342071	2.322127	2.567848	2.525673	2.543734
chr3:157863000-158087998	chr3	157863000	158087998	chr3	157863000	158087998	255,255,0	2.634000	224998	2.855630	2.588743	2.776232	2.657146	2.679458	2.620952
chr4:3531000-3980998	chr4	3531000	3980998	chr4	3531000	3980998	255,255,0	3.510000	449998	3.958438	3.720790	3.869115	3.510274	3.509769	3.698454
chr4:3549000-3833998	chr4	3549000	3833998	chr4	3549000	3833998	255,255,0	3.755000	284998	3.929262	3.981243	4.001454	3.480473	3.754916	3.718694
chr4:3975000-4730998	chr4	3975000	4730998	chr4	3975000	4730998	255,255,0	1.512000	755998	1.518272	1.526440	1.508621	1.539983	1.536825	1.558412
chr4:4821000-4868998	chr4	4821000	4868998	chr4	4821000	4868998	255,255,0	1.523000	47998	1.367432	1.325085	1.346632	1.254665	1.314061	1.523447
chr4:4908000-6185998	chr4	4908000	6185998	chr4	4908000	6185998	255,255,0	1.880000	1277998	1.863373	1.840485	1.852421	1.880397	1.843307	1.919361
chr4:4965000-6185998	chr4	4965000	6185998	chr4	4965000	6185998	255,255,0	1.876000	1220998	1.875564	1.850793	1.840967	1.861026	1.822564	1.910135
chr4:5169000-6188998	chr4	5169000	6188998	chr4	5169000	6188998	255,255,0	1.912000	1019998	1.860942	1.854848	1.887670	1.792860	1.823646	1.855465
chr4:6189000-6533998	chr4	6189000	6533998	chr4	6189000	6533998	255,255,0	3.434000	344998	3.797030	3.515298	3.698181	3.473000	3.323758	3.433711
chr4:6537000-8363998	chr4	6537000	8363998	chr4	6537000	8363998	255,255,0	2.318000	1826998	2.205978	2.201090	2.204512	2.309394	2.205958	2.350231
chr4:8358000-9803998	chr4	8358000	9803998	chr4	8358000	9803998	255,255,0	3.654000	1445998	3.501620	3.349988	3.367670	3.564784	3.653588	3.535857
chr4:8643000-9122998	chr4	8643000	9122998	chr4	8643000	9122998	255,255,0	3.637000	479998	3.637185	3.333004	3.372510	3.556189	3.480708	3.443081
chr4:9126000-9545998	chr4	9126000	9545998	chr4	9126000	9545998	255,255,0	3.684000	419998	3.405118	3.372314	3.397570	3.520560	3.396101	3.638436
chr4:9603000-9674998	chr4	9603000	9674998	chr4	9603000	9674998	255,255,0	3.734000	71998	3.886010	3.567046	3.676639	3.290680	3.496515	3.734191
chr4:9816000-10856998	chr4	9816000	10856998	chr4	9816000	10856998	255,255,0	2.201000	1040998	2.076594	2.016411	2.015507	2.235031	2.152972	2.177901
chr4:11070000-11174998	chr4	11070000	11174998	chr4	11070000	11174998	255,255,0	2.201000	104998	2.342977	2.033558	2.193158	2.406772	2.200676	2.407417
chr4:11190000-11324998	chr4	11190000	11324998	chr4	11190000	11324998	255,255,0	1.660000	134998	1.695558	1.530881	1.570244	1.567794	1.655164	1.658452
chr4:11319000-11480998	chr4	11319000	11480998	chr4	11319000	11480998	255,255,0	1.768000	161998	1.719331	1.599767	1.571198	1.674993	1.767785	1.785788
chr4:11478000-11564998	chr4	11478000	11564998	chr4	11478000	11564998	255,255,0	1.546000	86998	1.710204	1.578575	1.667407	1.546401	1.750080	1.722156
chr4:11616000-12041998	chr4	11616000	12041998	chr4	11616000	12041998	255,255,0	2.988000	425998	2.730420	2.737346	2.669908	2.988495	2.924697	3.044514
chr4:12222000-13781998	chr4	12222000	13781998	chr4	12222000	13781998	255,255,0	2.259000	1559998	1.963254	2.030397	2.031090	2.205511	2.182112	2.258916
chr4:12486000-14477998	chr4	12486000	14477998	chr4	12486000	14477998	255,255,0	2.227000	1991998	2.205031	2.221742	2.236020	2.187045	2.189054	2.173901
chr4:14811000-14933998	chr4	14811000	14933998	chr4	14811000	14933998	255,255,0	3.195000	122998	3.142194	2.865012	3.191839	3.122054	3.026133	3.119616
