gene	chr	start	end	wt_hmc	hmc_ctrl_M	hmc_ctrl_F	gb_ctrl_signal	dmr_qvalue	mod_difference	significant	chromatin_state	pred_prob_a
Lrrc61	chr6	48554795	48570721	0.1255	0.124	0.127	1.186682	0.768708343038044	-0.00271187937546391	FALSE	Other	0.518727781140586
Ldhb	chr6	142490248	142507956	0.1255	0.124	0.127	1.287172	0.052174850641958	-0.0109329464085591	FALSE	Active_Promoter	0.518727781140586
Etfb	chr7	43444082	43457799	0.1255	0.121	0.13	0.546911	4.92975111408499e-05	-0.0305622529599603	TRUE	Other	0.518727781140586
Napsa	chr7	44572379	44586861	0.1255	0.13	0.121	0.427194	0.0071487659394065	-0.0194755606664483	TRUE	Other	0.518727781140586
Scnn1b	chr7	121865037	121918513	0.1255	0.128	0.123	0.994124	0.000160045946048661	0.0169785345906469	TRUE	Repressed_Promoter	0.518727781140586
Zfp747	chr7	127372536	127376049	0.1255	0.116	0.135	1.100593	0.00199657382747573	-0.029247956713409	TRUE	Other	0.518727781140586
Fcor	chr8	3671187	3672361	0.1255	0.13	0.121	2.3694	0.964803882771502	-0.002232895820934	FALSE	Active_Promoter	0.518727781140586
Zfp963	chr8	69741638	69749969	0.1255	0.123	0.128	0.272486	0.129077463863923	-0.0125535705272978	FALSE	Active_Enhancer	0.518727781140586
Hapln4	chr8	70083456	70090861	0.1255	0.127	0.124	4.207811	0.0992730637697632	0.0188636785514946	FALSE	Repressed_Promoter	0.518727781140586
Gdf15	chr8	70629392	70632455	0.1255	0.119	0.132	2.732533	4.33244740830043e-05	-0.0575694695096896	TRUE	Other	0.518727781140586
Gm49661	chr8	84967677	84969432	0.1255	0.125	0.126	NA	0.872473334775782	-0.00350096747923126	FALSE	Active_Promoter	0.518727781140586
Itfg1	chr8	85717577	85840920	0.1255	0.123	0.128	0.499807	1.73947441753059e-11	-0.0195316392913879	TRUE	Active_Promoter	0.518727781140586
Rfwd3	chr8	111270943	111300221	0.1255	0.126	0.125	0.42992	4.69264554114237e-07	-0.0232645117874475	TRUE	Other	0.518727781140586
Hsdl1	chr8	119561988	119575182	0.1255	0.121	0.13	0.823308	0.00438279993110091	-0.0164178797211997	TRUE	Other	0.518727781140586
Cdk10	chr8	123224841	123232249	0.1255	0.127	0.124	1.138318	0.0218338296890507	-0.0232661185809439	TRUE	Other	0.518727781140586
Fat3	chr9	15910188	16501284	0.1255	0.127	0.124	1.759772	2.91748902985141e-305	0.0538467122920572	TRUE	Repressed_Promoter	0.518727781140586
Snx1	chr9	66088132	66126586	0.1255	0.128	0.123	0.614993	1.59672118670228e-10	-0.0266887302146902	TRUE	Active_Promoter	0.518727781140586
Xkr4	chr1	3205900	3671497	0.125	0.127	0.123	0.754182	8.57290486504094e-76	0.0317549600467759	TRUE	Active_Promoter	0.516895214694128
Atp6v1h	chr1	5070017	5162528	0.125	0.117	0.133	0.375918	2.22128393376344e-14	-0.0261235819438204	TRUE	Active_Promoter	0.516895214694128
Plcl1	chr1	55405920	55754284	0.125	0.122	0.128	1.025826	1.05834950752098e-05	-0.0069511953046424	TRUE	Other	0.516895214694128
Igfbp5	chr1	72857931	72874883	0.125	0.124	0.126	2.505977	0.0951317789401182	-0.0111884489762194	FALSE	Active_Promoter	0.516895214694128
Asb1	chr1	91540543	91559588	0.125	0.114	0.136	1.097057	0.00201050153831823	-0.022953394831587	TRUE	Active_Promoter	0.516895214694128
Gm47995	chr1	151198447	151199349	0.125	0.103	0.147	NA	0.125797584229689	0.0787021948489838	FALSE	Other	0.516895214694128
Edem3	chr1	151755370	151822050	0.125	0.123	0.127	0.822382	2.19329554043033e-07	-0.0167305600240351	TRUE	Active_Promoter	0.516895214694128
Ildr2	chr1	166254138	166316822	0.125	0.119	0.131	4.265944	0.204171992764683	0.00503206740192402	FALSE	Repressed_Promoter	0.516895214694128
Vangl2	chr1	172000959	172028443	0.125	0.12	0.13	1.737121	0.224320602219087	-0.00727553703291693	FALSE	Other	0.516895214694128
Arhgap9	chr10	127321963	127329942	0.125	0.12	0.13	4.08568	0.74115295413071	-0.00344494806211142	FALSE	Repressed_Promoter	0.516895214694128
Esyt1	chr10	128509964	128525870	0.125	0.131	0.119	1.470982	0.110797415604732	-0.0108079842279688	FALSE	Active_Promoter	0.516895214694128
Foxi1	chr11	34204337	34208088	0.125	0.131	0.119	1.650972	0.744935124727011	0.00496287051219078	FALSE	Repressed_Promoter	0.516895214694128
Drc3	chr11	60353328	60394340	0.125	0.127	0.123	1.11876	0.860241525668416	-0.00119888061640122	FALSE	Other	0.516895214694128
Qrich2	chr11	116441324	116466240	0.125	0.13	0.12	1.960532	0.000285632108238324	0.0182780701397155	TRUE	Repressed_Promoter	0.516895214694128
Psmc1	chr12	100110153	100123404	0.125	0.116	0.134	0.758172	1.54146625799857e-06	-0.0261509433905789	TRUE	Other	0.516895214694128
Bdkrb2	chr12	105563225	105595236	0.125	0.127	0.123	2.412791	0.802432358908832	0.00164416177791049	FALSE	Repressed_Promoter	0.516895214694128
Slc30a5	chr13	100802647	100833426	0.125	0.129	0.121	0.54198	1.10726399262427e-08	-0.0248462975094944	TRUE	Active_Promoter	0.516895214694128
Ppp1r16a	chr15	76671614	76694918	0.125	0.117	0.133	0.80971	8.40571458537469e-11	-0.0311448026663841	TRUE	Other	0.516895214694128
Sec14l5	chr16	5147108	5187270	0.125	0.128	0.122	1.233709	0.604318794192995	0.00338614148598555	FALSE	Other	0.516895214694128
Serpind1	chr16	17331370	17343574	0.125	0.119	0.131	0.381178	2.72039925124623e-08	-0.0431437341136905	TRUE	Other	0.516895214694128
Glp1r	chr17	30901816	30940790	0.125	0.123	0.127	2.529284	0.384873978564374	0.00511127319913346	FALSE	Bivalent_Promoter	0.516895214694128
Pdss1	chr2	22895521	22940265	0.125	0.119	0.131	0.366226	3.14186507377375e-05	-0.0188818659562153	TRUE	Active_Promoter	0.516895214694128
Creb3l1	chr2	91982327	92024501	0.125	0.127	0.123	1.965539	0.77876283274197	-0.00209851133467479	FALSE	Other	0.516895214694128
4930402H24Rik	chr2	130706199	130906405	0.125	0.127	0.123	NA	2.78380584054657e-09	-0.0124655955830764	TRUE	Active_Promoter	0.516895214694128
Adra1d	chr2	131545849	131562282	0.125	0.123	0.127	4.372051	0.977552900474038	0.000639451942650832	FALSE	Repressed_Promoter	0.516895214694128
Fstl5	chr3	76074269	76710018	0.125	0.125	0.125	0.638869	1.17834714781398e-45	-0.0196030193124036	TRUE	Active_Promoter	0.516895214694128
Clcc1	chr3	108653912	108678839	0.125	0.124	0.126	0.626484	1.1159312569811e-10	-0.0304031517390838	TRUE	Other	0.516895214694128
1110017D15Rik	chr4	41505008	41517332	0.125	0.12	0.13	NA	0.352336669289343	-0.00731370988946259	FALSE	Other	0.516895214694128
Tstd2	chr4	46114745	46138693	0.125	0.126	0.124	1.121187	0.0218824765863161	-0.0139592029114781	TRUE	Active_Promoter	0.516895214694128
Frem1	chr4	82897919	83052338	0.125	0.125	0.125	2.64713	0.576386704313723	0.00144302483411246	FALSE	Other	0.516895214694128
Zc3h12a	chr4	125118422	125127839	0.125	0.124	0.126	2.733753	0.000530018124488299	0.0328492198242571	TRUE	Repressed_Promoter	0.516895214694128
Il22ra1	chr4	135728171	135752139	0.125	0.128	0.122	1.092171	0.00012609515431773	0.0220621372993589	TRUE	Other	0.516895214694128
Nfxl1	chr5	72513300	72559683	0.125	0.121	0.129	0.636283	8.90541308046027e-18	-0.0331293337052952	TRUE	Active_Promoter	0.516895214694128
Nup54	chr5	92415539	92435218	0.125	0.125	0.125	0.560173	3.30950273685817e-06	-0.0234796677977971	TRUE	Active_Promoter	0.516895214694128
Tmed5	chr5	108106365	108132619	0.125	0.117	0.133	0.366936	1.01066382461248e-06	-0.026508574087664	TRUE	Active_Promoter	0.516895214694128
Cntnap2	chr6	45059356	47304212	0.125	0.124	0.126	1.038812	2.91748902985141e-305	-0.0376963441946774	TRUE	Active_Promoter	0.516895214694128
Rtkn	chr6	83135462	83152578	0.125	0.129	0.121	1.966767	0.164755039601517	-0.0115677765868889	FALSE	Repressed_Promoter	0.516895214694128
Fuom	chr7	140096769	140102440	0.125	0.123	0.127	1.078953	0.0219875188611756	-0.030685909721718	TRUE	Other	0.516895214694128
Tacc1	chr8	25154551	25256587	0.125	0.122	0.128	0.842135	1.11097266448761e-08	-0.0134331743722043	TRUE	Active_Promoter	0.516895214694128
Hook2	chr8	84990602	85003348	0.125	0.127	0.123	1.306386	0.0196269009364172	-0.0193111301825921	TRUE	Other	0.516895214694128
Slc37a2	chr9	37227584	37255737	0.125	0.128	0.122	2.039276	0.261036404923685	-0.00756717739483803	FALSE	Repressed_Promoter	0.516895214694128
Ppib	chr9	66060221	66066622	0.125	0.116	0.134	0.626984	0.788713478560085	0.0042679376777584	FALSE	Other	0.516895214694128
Catip	chr1	74362107	74369320	0.1245	0.124	0.125	2.11686	0.00279962226784344	-0.0269812733702581	TRUE	Other	0.51506219370252
Agxt	chr1	93135239	93145420	0.1245	0.126	0.123	2.139747	0.0801921906777431	-0.0207144964251739	FALSE	Other	0.51506219370252
Dsel	chr1	111858701	111864917	0.1245	0.113	0.136	3.935686	0.925676382035394	0.00149408198404571	FALSE	Active_Promoter	0.51506219370252
4930523C07Rik	chr1	160044381	160080207	0.1245	0.127	0.122	2.751783	1.44424532737563e-07	0.0255379868730949	TRUE	Repressed_Promoter	0.51506219370252
Ascc3	chr10	50592668	50851484	0.1245	0.126	0.123	0.793028	5.53093181900283e-17	-0.0158776884505891	TRUE	Active_Promoter	0.51506219370252
Tmcc3	chr10	94311948	94590955	0.1245	0.121	0.128	2.404077	0.050446822054081	0.0029412180544523	FALSE	Repressed_Promoter	0.51506219370252
Ccdc42	chr11	68587020	68597965	0.1245	0.119	0.13	1.427433	0.373455768885401	0.00912570823976044	FALSE	Other	0.51506219370252
Gfap	chr11	102887335	102900911	0.1245	0.124	0.125	1.874802	0.790173233564455	0.00299572759885766	FALSE	Other	0.51506219370252
Psma6	chr12	55384221	55418453	0.1245	0.125	0.124	0.627214	0.00102416806141662	-0.0144025423606653	TRUE	Active_Promoter	0.51506219370252
Acot3	chr12	84052143	84060401	0.1245	0.117	0.132	1.323364	0.306785033466297	0.00990861907265639	FALSE	Poised_Enhancer	0.51506219370252
Exoc2	chr13	30813918	30974092	0.1245	0.125	0.124	0.810371	4.53451280842759e-41	-0.0282496543353859	TRUE	Active_Promoter	0.51506219370252
Rnf144b	chr13	47122655	47247990	0.1245	0.123	0.126	1.395988	1.84226465532042e-08	-0.0108102728915118	TRUE	Other	0.51506219370252
Il17rb	chr14	29996134	30008895	0.1245	0.131	0.118	1.995564	0.0860276900546856	-0.0121823780535731	FALSE	Repressed_Promoter	0.51506219370252
Atp8a2	chr14	59638539	60197178	0.1245	0.124	0.125	1.316731	7.01084296801532e-25	-0.0111475099944764	TRUE	Active_Promoter	0.51506219370252
Lgals2	chr15	78850859	78855528	0.1245	0.123	0.126	1.641787	0.948832654739116	-0.00132804266316434	FALSE	Other	0.51506219370252
Cbx7	chr15	79915806	79971118	0.1245	0.122	0.127	1.021968	2.70011791936563e-06	-0.0148790230451583	TRUE	Other	0.51506219370252
Samm50	chr15	84192240	84217266	0.1245	0.129	0.12	0.935067	9.66369105036933e-08	-0.0287464940231707	TRUE	Poised_Enhancer	0.51506219370252
Rabl3	chr16	37539884	37572384	0.1245	0.128	0.121	0.743328	3.84039168555096e-11	-0.0266011603646418	TRUE	Other	0.51506219370252
Neurl1b	chr17	26414828	26446348	0.1245	0.13	0.119	1.760271	0.36739589446045	0.00504135741030162	FALSE	Repressed_Promoter	0.51506219370252
Glo1	chr17	30584935	30626870	0.1245	0.126	0.123	0.652825	7.01940722287172e-08	-0.019778434195818	TRUE	Active_Promoter	0.51506219370252
Marchf2	chr17	33685691	33718669	0.1245	0.115	0.134	0.161868	3.43184958620892e-07	-0.0246741130751085	TRUE	Active_Promoter	0.51506219370252
Znrf4	chr17	56511247	56512430	0.1245	0.115	0.134	6.785591	0.998318782339114	0.00368647124571095	FALSE	Repressed_Promoter	0.51506219370252
Nars	chr18	64499646	64516651	0.1245	0.12	0.129	NA	7.42328919420075e-12	-0.0320410036197807	TRUE	Active_Promoter	0.51506219370252
Hps1	chr19	42755104	42779977	0.1245	0.123	0.126	1.647725	0.306759437386401	-0.00606858264727472	FALSE	Repressed_Promoter	0.51506219370252
Vinac1	chr2	129025072	129048171	0.1245	0.118	0.131	1.222373	0.902861048060043	-0.00105223094090749	FALSE	Poised_Enhancer	0.51506219370252
Ptpn22	chr3	103859794	103912246	0.1245	0.125	0.124	0.699018	6.82146743952906e-07	-0.0187021478339029	TRUE	Other	0.51506219370252
Col15a1	chr4	47208160	47313166	0.1245	0.127	0.122	6.22629	1.97339719024874e-36	0.0348379622886966	TRUE	Repressed_Promoter	0.51506219370252
Kti12	chr4	108847784	108849412	0.1245	0.132	0.117	1.523673	0.818478282546223	0.00881989891976448	FALSE	Active_Promoter	0.51506219370252
Atg9b	chr5	24384180	24392142	0.1245	0.124	0.125	4.100983	0.207821754136448	-0.0150798435925874	FALSE	Other	0.51506219370252
Gm1043	chr5	37085369	37229546	0.1245	0.121	0.128	2.169312	0.672403705611258	0.00144498480852845	FALSE	Repressed_Promoter	0.51506219370252
Guf1	chr5	69556922	69575972	0.1245	0.128	0.121	0.875991	2.21265262343734e-08	-0.0309627363324115	TRUE	Active_Promoter	0.51506219370252
Vhl	chr6	113623958	113631632	0.1245	0.123	0.126	0.898397	0.000499313621993818	-0.0322710520231344	TRUE	Other	0.51506219370252
Vamp1	chr6	125215550	125245963	0.1245	0.13	0.119	0.909781	1.54468268451526e-05	-0.0209462775130263	TRUE	Active_Promoter	0.51506219370252
Fbxo27	chr7	28692848	28699337	0.1245	0.123	0.126	0.851524	2.143428562004e-05	-0.0363711187752849	TRUE	Other	0.51506219370252
Ccer2	chr7	28756173	28758967	0.1245	0.121	0.128	1.101107	0.00134355987568904	-0.0453117609970328	TRUE	Other	0.51506219370252
Lamtor1	chr7	101905903	101926674	0.1245	0.129	0.12	0.509136	0.0025804469021302	-0.0197216723353544	TRUE	Other	0.51506219370252
Pkn1	chr8	83666535	83699178	0.1245	0.124	0.125	1.105891	9.35326897818848e-11	-0.026076812683829	TRUE	Active_Promoter	0.51506219370252
Klhl36	chr8	119862265	119876994	0.1245	0.119	0.13	1.077804	0.00767385865237558	-0.0158910606173099	TRUE	Active_Promoter	0.51506219370252
Snx19	chr9	30427107	30466732	0.1245	0.127	0.122	0.841126	4.73800596642202e-15	-0.0315642534410567	TRUE	Other	0.51506219370252
Hyou1	chr9	44379489	44392368	0.1245	0.129	0.12	0.871522	2.98830667167616e-05	-0.0262789380317297	TRUE	Other	0.51506219370252
Aste1	chr9	105395391	105412228	0.1245	0.118	0.131	0.540185	0.119422580140971	-0.0104698445999505	FALSE	Other	0.51506219370252
Rbm3	chrX	8138974	8145879	0.1245	0.171	0.078	0.474287	0.140565089811437	-0.0262619825516473	FALSE	Other	0.51506219370252
Uprt	chrX	104482817	104507489	0.1245	0.165	0.084	0.9207	0.0183816080385361	-0.0194944343484205	TRUE	Active_Promoter	0.51506219370252
Morf4l2	chrX	136732941	136743689	0.1245	0.16	0.089	0.953812	0.192408017540517	-0.0149596918329318	FALSE	Other	0.51506219370252
Pde6d	chr1	86542993	86582628	0.124	0.117	0.131	0.418589	5.44860684059855e-05	-0.0173916186206302	TRUE	Active_Promoter	0.513228767385898
D2hgdh	chr1	93824908	93852347	0.124	0.12	0.128	0.787531	0.810682141634617	-0.00251679310026318	FALSE	Other	0.513228767385898
Lct	chr1	128284755	128328317	0.124	0.126	0.122	2.669691	0.36251743288853	0.0047294738067139	FALSE	Other	0.513228767385898
Med16	chr10	79894707	79908922	0.124	0.121	0.127	1.539985	0.546401750998483	0.00494561196894204	FALSE	Other	0.513228767385898
Sirt6	chr10	81621784	81627796	0.124	0.133	0.115	0.725511	0.120211161490632	-0.0159690188474965	FALSE	Other	0.513228767385898
Slc26a10	chr10	127171392	127180644	0.124	0.124	0.124	3.493851	0.689249580735687	-0.00405887111072198	FALSE	Repressed_Promoter	0.513228767385898
0610009B22Rik	chr11	51685385	51688873	0.124	0.132	0.116	NA	0.078809872801974	-0.0233645493268193	FALSE	Other	0.513228767385898
Inca1	chr11	70688360	70700154	0.124	0.129	0.119	0.408494	0.170891753564734	-0.0134008382507939	FALSE	Active_Promoter	0.513228767385898
Becn1	chr11	101285951	101302285	0.124	0.125	0.123	0.311884	5.70748103369595e-07	-0.0288303094318345	TRUE	Other	0.513228767385898
Sphk1	chr11	116530924	116536674	0.124	0.12	0.128	5.16763	0.0119106497804036	-0.0292053702788842	TRUE	Repressed_Promoter	0.513228767385898
Eif2s1	chr12	78861818	78887009	0.124	0.121	0.127	0.357815	6.73399229352206e-09	-0.0331994425705929	TRUE	Active_Promoter	0.513228767385898
Tubb2b	chr13	34126747	34130465	0.124	0.117	0.131	7.248842	0.532392129807597	-0.0131117625209347	FALSE	Repressed_Promoter	0.513228767385898
Ssr1	chr13	37966604	37994216	0.124	0.122	0.126	0.989282	5.62573632437585e-05	-0.0168985327376369	TRUE	Active_Promoter	0.513228767385898
Adk	chr14	21052573	21448568	0.124	0.124	0.124	0.823362	4.39947016028042e-51	-0.0187201108420469	TRUE	Active_Promoter	0.513228767385898
Erc2	chr14	27622427	28478536	0.124	0.124	0.124	1.282769	0.306064372537009	0.00135562878726506	FALSE	Active_Promoter	0.513228767385898
Defb42	chr14	63046990	63058148	0.124	0.12	0.128	1.890417	0.940351931369411	0.00127018682393654	FALSE	Other	0.513228767385898
Tssk1	chr16	17894222	17897921	0.124	0.133	0.115	2.098124	0.474525231320354	-0.00992957563450889	FALSE	Other	0.513228767385898
Thbs2	chr17	14665499	14694234	0.124	0.127	0.121	2.123909	1.04277154647082e-08	0.0305540265054578	TRUE	Repressed_Promoter	0.513228767385898
Thada	chr17	84190075	84466204	0.124	0.124	0.124	1.128009	1.36583734958874e-31	-0.0184973832413342	TRUE	Other	0.513228767385898
Wdr55	chr18	36760219	36763809	0.124	0.12	0.128	0.817809	1.54469756031991e-05	-0.0417721045972854	TRUE	Other	0.513228767385898
Pcdh12	chr18	38267088	38284401	0.124	0.119	0.129	1.742022	0.141796195749862	-0.00889011235997467	FALSE	Other	0.513228767385898
Zdhhc12	chr2	30090943	30093647	0.124	0.111	0.137	2.562489	0.0109772085062594	-0.036690800024706	TRUE	Other	0.513228767385898
Gbp5	chr3	142493977	142522343	0.124	0.122	0.126	5.368418	0.00867396108532453	0.0143878445399993	TRUE	Repressed_Promoter	0.513228767385898
Plppr1	chr4	49059272	49340258	0.124	0.125	0.123	1.786388	7.49300669956285e-08	0.0100408938340396	TRUE	Repressed_Promoter	0.513228767385898
Abitram	chr4	56802344	56809600	0.124	0.121	0.127	0.795597	0.0628709357703505	-0.0168388647320712	FALSE	Active_Promoter	0.513228767385898
Zmynd12	chr4	119422813	119467443	0.124	0.124	0.124	0.860047	0.152843117987337	-0.00643922036502823	FALSE	Active_Promoter	0.513228767385898
Iqcc	chr4	129615125	129619098	0.124	0.122	0.126	0.743727	0.00640856255099669	-0.0290623081567609	TRUE	Other	0.513228767385898
Eya3	chr4	132638986	132724764	0.124	0.12	0.128	0.325412	1.65341119285972e-23	-0.0269895683046006	TRUE	Other	0.513228767385898
Stx1a	chr5	135023481	135051099	0.124	0.121	0.127	1.146069	8.22765372849998e-05	-0.0186207272673736	TRUE	Other	0.513228767385898
Micall2	chr5	139706695	139736335	0.124	0.137	0.111	1.285527	0.0144548381819164	-0.0163127844223693	TRUE	Other	0.513228767385898
Peg3	chr7	6703891	6730430	0.124	0.128	0.12	0.707926	0.160070278784334	0.00721026151127568	FALSE	Active_Promoter	0.513228767385898
Trappc6a	chr7	19508394	19516144	0.124	0.127	0.121	0.990866	0.00162311673771169	-0.030330647953316	TRUE	Active_Promoter	0.513228767385898
Ech1	chr7	28825216	28832246	0.124	0.117	0.131	0.746571	0.837001705777534	0.0036684960576972	FALSE	Other	0.513228767385898
Gdpgp1	chr7	80232864	80242060	0.124	0.129	0.119	0.456499	0.0584336542956332	-0.0169813220526206	FALSE	Active_Promoter	0.513228767385898
Fbxl19	chr7	127744542	127769482	0.124	0.126	0.122	0.833894	1.21202116286386e-06	-0.0215203026203534	TRUE	Other	0.513228767385898
Gm45692	chr8	26119533	26160818	0.124	0.127	0.121	NA	2.55978968071634e-13	-0.0271944832711484	TRUE	Active_Promoter	0.513228767385898
Armc6	chr8	70220171	70234465	0.124	0.131	0.117	0.911146	0.0152109329786366	-0.0184434324145717	TRUE	Other	0.513228767385898
Pgpep1	chr8	70646434	70660387	0.124	0.115	0.133	1.480567	0.0671424912165504	-0.0144309319990218	FALSE	Other	0.513228767385898
Rspry1	chr8	94601936	94660274	0.124	0.119	0.129	0.465255	2.72779675852861e-05	-0.0168505873730159	TRUE	Active_Promoter	0.513228767385898
Tmem208	chr8	105326353	105335218	0.124	0.123	0.125	0.758987	8.55984600479816e-06	-0.0303601269700826	TRUE	Active_Promoter	0.513228767385898
Adat1	chr8	111966907	111992301	0.124	0.121	0.127	0.653714	0.000275362715459872	-0.0155145461400458	TRUE	Other	0.513228767385898
Map10	chr8	125669817	125673358	0.124	0.131	0.117	2.212609	0.984042721804068	0.000808650967814975	FALSE	Other	0.513228767385898
Klhl15	chrX	94234598	94277723	0.124	0.152	0.096	0.625262	0.000320283547824257	-0.0182036100293999	TRUE	Other	0.513228767385898
Abcb7	chrX	104280656	104413855	0.124	0.164	0.084	0.366671	7.64975980318746e-12	-0.0192632457889341	TRUE	Active_Promoter	0.513228767385898
Uggt1	chr1	36140026	36244719	0.1235	0.12	0.127	0.553522	1.17242821021204e-25	-0.0233957455867974	TRUE	Other	0.511394985008006
Glul	chr1	153899943	153909722	0.1235	0.136	0.111	2.128018	0.20982420473009	-0.0097062294436704	FALSE	Active_Promoter	0.511394985008006
Copa	chr1	172082528	172122329	0.1235	0.119	0.128	0.574421	4.08650730807839e-06	-0.0178236501897369	TRUE	Active_Promoter	0.511394985008006
Ephx1	chr1	180976209	181020903	0.1235	0.124	0.123	1.696477	0.000282368477244836	-0.0161358375689515	TRUE	Active_Promoter	0.511394985008006
Prdm4	chr10	85891965	85917141	0.1235	0.126	0.121	0.612745	3.48020366271658e-09	-0.0285442508294356	TRUE	Active_Promoter	0.511394985008006
Cdrt4	chr11	62951192	62993094	0.1235	0.121	0.126	1.113908	0.000728384626360446	0.016746796688521	TRUE	Repressed_Promoter	0.511394985008006
Myh13	chr11	67321657	67371585	0.1235	0.124	0.123	2.136138	0.199738688381223	-0.00501583801944926	FALSE	Other	0.511394985008006
Ngfr	chr11	95568817	95587734	0.1235	0.126	0.121	2.886246	0.00447961056523988	0.0232337248662781	TRUE	Repressed_Promoter	0.511394985008006
Sox11	chr12	27334263	27342573	0.1235	0.134	0.113	5.432185	0.614468017800586	-0.00578440040922934	FALSE	Repressed_Promoter	0.511394985008006
Ifrd1	chr12	40201566	40248503	0.1235	0.125	0.122	1.487155	0.00350100836896987	-0.011271528537853	TRUE	Active_Promoter	0.511394985008006
Crip1	chr12	113146315	113153878	0.1235	0.126	0.121	4.380555	0.0817982096037782	0.0182376683454849	FALSE	Repressed_Promoter	0.511394985008006
Ghitm	chr14	37120091	37135271	0.1235	0.135	0.112	0.562299	0.00842196669760549	-0.0191184998283932	TRUE	Active_Promoter	0.511394985008006
Mcpt8	chr14	56082165	56085272	0.1235	0.15	0.097	5.519552	0.64452203588226	0.00972456737856495	FALSE	Repressed_Promoter	0.511394985008006
Slc25a17	chr15	81318910	81360811	0.1235	0.121	0.126	0.393067	6.55542676769108e-09	-0.0229055430543333	TRUE	Other	0.511394985008006
Msh5	chr17	35028604	35046744	0.1235	0.139	0.108	0.839075	0.724979414884585	-0.00435249104003133	FALSE	Other	0.511394985008006
Gm20517	chr17	47611588	47683860	0.1235	0.123	0.124	0.569347	3.07967714040877e-12	-0.0211781850479175	TRUE	Active_Promoter	0.511394985008006
Pcdhga6	chr18	37707038	37841872	0.1235	0.122	0.125	1.033147	8.31813491016212e-38	-0.0217898140221504	TRUE	Active_Promoter	0.511394985008006
Tubb4b	chr2	25222159	25224701	0.1235	0.14	0.107	1.443921	0.824828128176287	0.00361206036640213	FALSE	Other	0.511394985008006
Zswim3	chr2	164805097	164822129	0.1235	0.122	0.125	0.539509	0.000290594218204575	-0.0195515748030535	TRUE	Active_Promoter	0.511394985008006
Kcnb1	chr2	167095968	167190154	0.1235	0.125	0.122	1.576306	2.27722293153735e-26	0.0277327962024531	TRUE	Repressed_Promoter	0.511394985008006
Ogfr	chr2	180589244	180595835	0.1235	0.113	0.134	1.559794	0.423380417982917	-0.0091045715494167	FALSE	Active_Promoter	0.511394985008006
Tmem38b	chr4	53826044	53862018	0.1235	0.127	0.12	0.715437	9.88038270556461e-10	-0.0258664605698039	TRUE	Active_Promoter	0.511394985008006
Hpdl	chr4	116819903	116821706	0.1235	0.13	0.117	3.261161	0.831934239388543	-0.00257311408006615	FALSE	Other	0.511394985008006
Laptm5	chr4	130913124	130936140	0.1235	0.123	0.124	1.558486	0.638397458056866	0.00463550000076715	FALSE	Repressed_Promoter	0.511394985008006
Tnfrsf4	chr4	156013842	156016611	0.1235	0.117	0.13	0.745996	0.554162809927133	-0.0109827566821546	FALSE	Other	0.511394985008006
Rundc3b	chr5	8490333	8622951	0.1235	0.121	0.126	3.868087	5.16743400757678e-12	-0.020276156457631	TRUE	Active_Promoter	0.511394985008006
Babam2	chr5	31697683	32084961	0.1235	0.122	0.125	0.85535	0.399435582832949	-0.00154296391193091	FALSE	Active_Promoter	0.511394985008006
Naaa	chr5	92257658	92278169	0.1235	0.118	0.129	0.871036	0.000779356929687376	-0.0175339157249584	TRUE	Other	0.511394985008006
Gpn3	chr5	122371875	122382901	0.1235	0.127	0.12	0.579333	5.28408910990256e-05	-0.0274889346396913	TRUE	Other	0.511394985008006
Sbds	chr5	130245730	130255529	0.1235	0.13	0.117	0.432482	0.03108522832475	-0.0166393152752508	TRUE	Other	0.511394985008006
Smarcad1	chr6	65042582	65116060	0.1235	0.125	0.122	0.454897	9.95655262770682e-15	-0.0260176189182452	TRUE	Active_Promoter	0.511394985008006
Ptcd3	chr6	71880637	71908749	0.1235	0.12	0.127	0.362419	5.72814553165063e-08	-0.0274838877578578	TRUE	Active_Promoter	0.511394985008006
Angpt2	chr8	18690262	18741561	0.1235	0.123	0.124	2.062443	0.857809424100836	-0.000783242726127009	FALSE	Repressed_Promoter	0.511394985008006
Katnb1	chr8	95081185	95103148	0.1235	0.121	0.126	1.924129	0.000154832521644733	-0.0215216607665051	TRUE	Active_Promoter	0.511394985008006
Hdac8	chrX	102284638	102505358	0.1235	0.162	0.085	0.727419	1.27772306353102e-09	-0.0119690918519882	TRUE	Repressed_Promoter	0.511394985008006
Actr1b	chr1	36698113	36714421	0.123	0.121	0.125	0.895688	0.0370887926924789	-0.0157359277478467	TRUE	Active_Promoter	0.50956089587091
Ercc5	chr1	44147743	44181259	0.123	0.117	0.129	0.610147	1.36920088435571e-05	-0.0208147586268499	TRUE	Active_Promoter	0.50956089587091
4933407L21Rik	chr1	85928482	85940623	0.123	0.123	0.123	2.052777	0.883348304772637	-0.00184847491094629	FALSE	Other	0.50956089587091
AA986860	chr1	130731975	130744621	0.123	0.123	0.123	3.043558	0.847724477011657	0.00186781972339617	FALSE	Other	0.50956089587091
Elf3	chr1	135253574	135258567	0.123	0.128	0.118	2.459131	0.580645823402175	0.00742208061183769	FALSE	Other	0.50956089587091
Eprs	chr1	185363043	185428359	0.123	0.117	0.129	NA	5.59095192947139e-15	-0.0231930327504631	TRUE	Active_Promoter	0.50956089587091
