dmr_gene	dmr_diff	mean_asm_diff	n_asm_sites
Slc35f4	0.00487769267710292	0.811666666666667	2
Slc39a10	0.0180583907858765	0.624338624338624	1
Slc39a11	-0.0054314044847189	0.666666666666667	1
Slc44a1	0.0295953874941316	0.666666666666667	1
Slc46a3	0.0436131837885685	0.465752688172043	2
Slc4a10	0.0161703733970064	0.74113712374582	2
Slc4a4	-0.00304046346470932	0.534509545120333	5
Slc7a1	0.00609527919205621	0.448838353299323	28
Slc7a2	-0.0246932230407085	0.548084604085145	66
Slc8a1	-0.00331379289642297	0.444230769230769	2
Slc9a1	0.0374393541178103	0.53445009097183	2
Slco2b1	0.0162476818611226	0.528160719151681	37
Slit2	-0.00281905945837746	0.776681286549708	2
Sltm	0.0389552180767226	0.603174603174603	1
Smarcc1	0.00944258937887277	0.44820885034581	6
Smim10l1	0.0601552247456959	0.384498480243161	2
Smim18	0.0673043622038936	0.519061185727852	3
Smurf1	-0.0120157443989001	0.460779192797848	9
Smyd3	0.0193401441360632	0.49401056404452	2
Snap91	0.0114658695588643	0.417873042720604	8
Sntg1	-0.00351788690809063	0.571428571428571	1
Sntg2	-0.0134147528437428	0.599294947121034	1
Snx13	0.0699022248873642	0.553285778845854	43
Snx14	0.0128820510577955	0.439669498101958	8
Snx9	0.0335353105190078	0.5	1
Sorbs1	0.0121259285311524	0.461871461871462	2
Sorcs1	-0.00628988944970577	0.431185792881835	2
Sorcs3	-0.00850858920257913	0.511152459666027	4
Sowahb	0.0244037395862605	0.380952380952381	1
Sox6	-0.00254365846712334	0.710416666666667	1
Sp1	0.0421038409391374	0.684981684981685	1
Sp4	0.0840928563436645	0.396892655367232	1
Spag16	-0.00212094155018372	0.699248120300752	1
Spag17	0.0124027109466953	0.698529411764706	2
Spata5	0.00609588299363018	0.783625730994152	1
Spats2l	-0.00938021575995429	0.638888888888889	1
Spcs3	0.0217689759637404	0.47886299290152	7
Spocd1	-0.0184174967807935	0.373545465617077	3
Spock1	0.0354421855766658	0.464102564102564	1
Spock3	-0.015465338567892	0.629580878547725	114
Spon1	0.0527938447680154	0.551988266430689	313
Sppl3	0.0253121729245768	0.782608695652174	1
Src	-0.0410382439475144	0.304324324324324	1
Srek1	0.024217262962603	0.557291666666667	1
Srrm4	0.036785081510256	0.492021276595745	1
Ss18	0.0360047430370788	0.487211544310703	11
Ssbp2	0.038065381491204	0.909090909090909	1
Ssbp4	0.0537730628197982	0.709090909090909	1
Stard10	0.0631430331383749	0.563482707019661	11
Stard13	-0.0130744515609283	0.606808613656234	5
Stard5	0.0493316118012742	0.63235294117647	1
Stat4	-0.00865896435417912	0.575757575757576	1
Stim1	0.0154647953115573	0.496454648127156	34
Stk25	0.015222261721021	0.471153846153846	1
Stk3	0.00548146235544067	0.606060606060606	1
Stk33	0.0121861982302964	0.544736842105263	1
Stmn1	0.0677227219984415	0.7	2
Ston2	-0.0150797283529303	0.523996299722479	2
Stox2	-0.0114756411319625	0.487632240057617	80
Stpg2	0.00277740769681467	0.637651821862348	1
Strn3	0.0288104548400209	0.675	1
Stx12	0.0168086309722053	0.542389471877674	7
Suclg1	0.0352977271876633	0.327302631578947	1
Sugp2	0.0152451924798239	0.639616941222283	13
Sulf1	-0.0113770031177016	0.645161290322581	1
Susd1	-0.0056903244381078	0.496673303275246	50
Suz12	0.0241510926986771	0.512820512820513	1
Syne2	0.0143803035417202	0.315308453922315	1
Synj2bp	0.0432267329064812	0.352272727272727	1
Sys1	0.0119802218993701	0.685267857142857	1
Syt1	0.173138279538543	0.74198717948718	2
Syt9	0.0630426227206178	0.478348953348233	28
Sytl2	0.0190696131329423	0.512344389734175	55
Taco1	0.0401625046548454	0.311923609381916	3
Taf3	0.0280854357007124	0.368253968253968	2
Tafa2	-0.00979705441478096	0.594338478478888	185
Taok1	0.0304408228477507	0.5	1
Taok3	0.0306271505980983	0.521916224043884	3
Tasp1	0.0137765206055054	0.690860711209548	3
Tbc1d15	0.0520635494407679	0.311594202898551	1
Tbcd	0.0194980979250078	0.582228116710875	1
Tbck	0.00561699262764215	0.354969574036511	1
Tbx15	0.0187630000648314	0.571428571428571	1
Tbxas1	-0.0132763318275883	0.427272727272727	1
Tcaf3	-0.0219920157561768	0.8	1
Tcam1	0.0596980547845082	0.386904761904762	1
Tceanc2	0.0125961074273468	0.582661290322581	1
Tcf7l2	-0.0196639988552407	0.371025796625497	2
Tead1	0.0216150483487819	0.51887496968345	48
Tenm2	0.00572499451967856	0.527777777777778	2
Tenm3	-0.0118343410491526	0.463510245301093	164
Tenm4	-0.00212151651208969	0.55748800186133	900
Tepp	-0.0210204913635965	0.722222222222222	1
Tesc	0.0465748999713829	0.625	1
Tesk2	0.00569675891987909	0.75187969924812	1
Tex15	-0.0231121734310366	0.563398620856142	39
Tex16	-0.00821679749221571	0.6125	1
Tfdp2	0.0367135247471142	0.563430466191433	8
Tfrc	0.0172479120246274	0.456410256410256	1
Tgfbr3	-0.00746498153065267	0.557692307692308	2
Thada	0.0121384472311434	0.59047619047619	1
Thap12	0.0513288148689317	0.444582805779057	10
Thap4	0.0182163593839527	0.505749382834425	3
Thrb	-0.00487816406679586	0.456959706959707	1
Thrsp	0.159260984346886	0.383772928492756	4
Thsd4	-0.00716851097911453	0.353046594982079	1
Thsd7b	-0.00314192970138372	0.834926470588235	2
Timp2	0.00988261805046464	0.93939393939394	1
Tjp1	-0.0377453231011766	0.800699300699301	2
Tll1	0.0492621699726365	0.607173044417099	55
Tm2d1	0.0314212749025383	0.64465180682202	5
Tm6sf2	-0.0233155139374976	0.356666666666667	1
Tm9sf3	0.0297376406581848	0.35	1
Tmbim1	0.0720964085247817	0.37468982630273	1
Tmcc1	0.0211431212766732	0.592476877960749	2
Tmed5	0.0197296625526029	0.516129032258065	1
Tmeff2	0.085034113995008	0.766666666666667	1
Tmem117	0.0369307751738306	0.75	1
Tmem126b	0.0241921294160871	0.580693843193843	5
Tmem130	0.0218120513590983	0.48421052631579	1
Tmem132c	0.0677716697789223	0.449237380197132	6
Tmem132d	-0.00779931952110224	0.529564656624575	11
Tmem135	0.0235100016863466	0.594657576315991	79
Tmem150c	-0.0121115909195098	0.488761798285905	15
Tmem163	0.0415545851107791	0.352380952380952	1
Tmem178b	-0.00575637815447361	0.615942028985507	1
Tmem192	0.0128577510356943	0.394545454545454	1
Tmem221	-0.0283124857419944	0.631492858706481	5
Tmem234	0.0205021711236757	0.494417854583474	9
Tmem41b	0.0901725837857801	0.413793103448276	1
Tmem45b	-0.0127471864893328	0.677777777777778	1
Tmod3	0.0206313741106448	0.514285714285714	1
Tmprss11d	0.0263634933738781	0.944444444444444	1
Tnfrsf19	-0.0230756752997981	0.678321678321678	1
Tnfsf8	-0.0201472053572196	0.462953995157385	1
Tnks	0.00955746534139024	0.499029635168413	99
Tnrc6b	0.0281807777889428	0.551771871539313	2
Tomt	0.0225749095545544	0.300653594771242	1
Top2b	0.0323847548013557	0.533333333333333	1
Tox2	-0.00880273350961513	0.744761904761905	1
Tpd52l1	-0.00573793576068826	0.84375	2
Tpk1	0.0514645629158759	0.75	1
Trim24	0.0172670418106261	0.5935960591133	1
Trim3	0.0739243199797217	0.495742347861052	12
Trim37	0.0240454448011436	0.805555555555555	1
Trim60	-0.0179143855154141	0.551441695529882	21
Trim61	-0.0466698516701864	0.536196309583987	13
Trim63	-0.0157756899821078	0.571272022551092	4
Triml1	-0.0268467681149491	0.519570778265408	20
Triml2	-0.0473037690674414	0.428748673698187	14
Trip4	0.0111675682546301	0.39	1
Trmt9b	0.0548994548702689	0.468571238079024	102
Trpc1	0.02246913443667	0.842105263157895	1
Trpc2	-0.0178927767714211	0.450390364174622	9
Trpc4ap	0.0337840415123432	0.454545454545454	1
Trpm3	0.0898599315712247	0.588624338624339	3
Trpm8	0.00748427074503977	0.454867558867657	256
Tshr	-0.00455833871161504	0.640278359400884	34
Tshz1	0.057513094425645	0.310126582278481	1
Tspan13	0.0409110325870876	0.357133581619121	3
Tspan5	0.058935799846126	0.41	1
Ttc25	-0.0237614022358402	0.433429118773946	1
Ttc28	0.0212036604363487	0.596221325245417	6
Ttc3	0.0234315708183457	0.447581585742358	6
Tti2	0.0354411123171962	0.500145995164615	14
Ttll11	0.0220256699910246	0.507936507936508	1
Ttll6	-0.0154142091773649	0.589991728701406	2
Tuba3a	-0.027233693767692	0.431587837837838	1
Tusc3	-0.0219523868007596	0.595421802079687	137
Tut4	0.0312159189793263	1	1
Txnl1	0.0184818494493486	0.555555555555556	1
U2surp	0.0450847125413305	0.663712507074137	5
Ubap2	0.0104670676635181	0.761904761904762	1
Ube2cbp	0.00974862303500135	0.404089406003155	3
Ube2e1	0.01045473473415	0.477732793522267	1
Ube2l3	0.0267499545105548	1	1
Ubn2	0.0262335060093147	0.866666666666667	1
Ubxn8	-0.0233276058418685	0.47210539358492	28
Ucp2	-0.0428999649774929	0.389942064995087	4
Ufl1	0.030607685879151	0.555555555555556	1
Ugcg	0.0278784782850019	0.493396649972125	7
Ugt1a10	0.0058392839187722	0.445851771946758	52
Ugt1a5	0.00676973378117318	0.445851771946758	52
Ugt1a6a	0.00779633775986943	0.445851771946758	52
Ugt1a6b	0.00870267946483683	0.445851771946758	52
Ugt1a7c	0.00780388842567614	0.445157251043425	60
Ugt1a8	0.00795634080012986	0.445851771946758	52
Ugt1a9	0.00703711297047849	0.445851771946758	52
Ulk1	0.087286295662369	0.714285714285714	1
Umad1	0.0290771053080121	0.764705882352941	1
Unc13a	-0.0108871281548829	0.456093214613156	21
Unc13b	-0.0111874900998772	0.453473945409429	1
Upp2	0.0132920397985904	0.539007092198582	1
Uri1	0.0300782620566618	0.45959595959596	1
Ush2a	-0.00328656061826382	0.460606060606061	1
Ushbp1	-0.0292641257038867	0.457045973716012	12
Uso1	0.0221607986823291	0.74317617866005	1
Usp1	0.0409741878098073	0.785714285714286	1
Usp12	0.0355845644335138	0.507318563501181	4
Usp16	0.0315537438967523	0.376218323586745	1
Usp32	0.0233641710616252	0.818181818181818	1
Usp34	0.0194917159060027	0.409090909090909	1
Usp35	0.0245134822697962	0.537997763750255	19
Usp43	-0.013875447786504	0.71875	1
Usp45	0.0130118287089578	0.593939393939394	1
Usp47	0.0452183270968923	0.456845238095238	2
Usp6nl	0.0175704851051561	0.451832907075874	1
Ust	0.0294628943190771	0.666666666666667	1
Utrn	0.0216925927631982	0.472222222222222	1
Uvrag	0.0284355780310139	0.491824530390466	330
Vamp4	0.0268779944770854	0.727272727272727	1
Vegfc	0.00951036361593938	0.597822935271682	23
Vmn2r10	-0.0247238160980127	0.37037037037037	1
Vmn2r114	-0.0230237521429499	0.459354226020893	3
Vmn2r121	-0.0194488360916418	0.698521189852459	6
Vmn2r72	-0.0188533281646508	0.466125471972374	12
Vmn2r73	-0.015169030683756	0.615674784292126	12
Vps13b	0.0113509479149323	0.587837837837838	1
Vps13d	-0.00641402348065423	0.545454545454545	1
Vps26c	0.0161238330244674	0.463735136272756	2
Vps35l	0.0239836044798305	0.327380952380952	1
Vps37a	0.0127643427440242	0.520221932118972	48
Wapl	0.0403964807806175	0.590909090909091	1
Wasf2	0.0532029979029008	0.598272790013528	34
Wdfy3	0.031260986817863	0.453399541634836	2
Wdfy4	-0.00824431985559604	0.396103896103896	1
Wdr17	-0.0133871886814699	0.663326187042197	66
Wdr3	0.0337546528354759	0.695852534562212	1
Wdr43	0.0210062975265002	0.508771929824561	1
Wdr45b	0.0330646943011085	0.666666666666667	1
Wdr49	-0.00453405497725101	0.797979797979798	1
Wdr72	-0.00740057103533565	0.7	1
Wdr95	-0.00649043563492246	0.497949749953905	25
Wdtc1	0.0186812433646248	0.495221599807006	27
Wif1	-0.0131248323348255	0.583116883116883	1
Wrn	-0.0225641321481153	0.524458750967453	177
Wscd2	0.0188512949313744	0.380952380952381	1
Wwc2	-0.0158309213449184	0.333195329805499	3
Wwox	0.00602282786334918	0.531478915821021	4
Xkr4	-0.0335951016190874	0.385328936479832	3
Xpo1	0.0239036729955258	0.666666666666667	1
Xrn1	0.0233158411432552	0.357851890756303	4
Yjefn3	-0.0309246164549571	0.425811771242806	6
Zan	-0.00802482940954685	0.484510276024017	23
Zbtb16	-0.0129368173374713	0.612399643175736	1
Zbtb20	0.0775188432904133	0.554189189189189	2
Zbtb38	0.0727373621213231	0.441217919043181	11
Zbtb7c	-0.0128285917022185	0.638076923076923	2
Zc3h14	0.0351743908736033	0.476190476190476	1
Zc3h18	0.0230338687725082	0.578947368421053	1
Zc3h6	0.0407953820462166	0.646428571428571	1
Zc3h7b	0.0519470547834107	0.486666666666667	1
Zcchc2	0.0606411013978103	0.652941176470588	1
Zcwpw1	-0.00981035920855589	0.916666666666667	1
Zdhhc14	0.028940397534934	0.461538461538462	1
Zdhhc18	0.0571694216141198	0.467836257270649	16
Zdhhc2	0.010709580057672	0.55568199088984	116
Zeb2	-0.0251493275797383	0.472222222222222	1
Zfand6	0.0763736059124908	0.582269297700776	25
Zfhx3	-0.00564975881764185	0.469747899159664	3
Zfhx4	0.00728907976329896	0.513333333333333	1
Zfp113	0.0181191391537363	0.516666666666667	1
Zfp148	0.0409432564039722	0.357407407407407	1
Zfp157	0.012755597648348	0.554174675905254	10
Zfp180	0.0156876583460389	0.535098734827255	13
Zfp277	0.00668039684194621	0.562465825468136	26
Zfp282	0.0145721604080571	0.59375	1
Zfp292	0.0528783895496215	0.54412955465587	2
Zfp329	0.0235079235546205	0.503919372900336	1
Zfp369	0.0100643372603121	0.696969696969697	1
Zfp384	0.0198907894225614	0.483870967741935	1
Zfp385b	0.0547007257492477	0.519047619047619	1
Zfp407	-0.00271933107796296	0.419642857142857	1
Zfp42	-0.0299650890760661	0.456630820592753	13
Zfp423	-0.00452193097987519	0.540674603174603	1
Zfp451	0.0237024835116574	0.7	1
Zfp462	-0.0416301506882488	0.571428571428571	1
Zfp521	0.0467212991406587	0.414233586640549	10
Zfp68	0.0336462676228785	0.62179441738591	19
Zfp868	0.041831551576763	0.629235942342666	16
Zfp869	0.0298319179677172	0.486259919932664	21
Zfp930	0.0130812438307721	0.601213893491089	18
Zfp934	0.00614933869422485	0.647643097643098	3
Zfp935	0.006294390087344	0.647643097643098	3
Zfp950	0.0153741056286513	0.441176470588235	1
Zfp979	-0.0236908162119492	0.630703227970196	5
Zfp985	-0.00994473988490707	0.498591377239699	17
Zhx2	0.0918430822611607	0.704545454545455	1
Zkscan1	0.0367182684503432	0.534820468199887	7
Zkscan14	0.0469615312809273	0.733333333333333	1
Zkscan5	0.0197464277334898	0.566161616161616	3
Zmym2	0.0237630711329883	0.518840579710145	1
Zw10	0.0268545211711035	0.419034090909091	1
a	0.00580088855554362	0.302083333333333	1
