chrom1	start1	end1	chrom2	start2	end2	other	cluster	strand	gene	log2FC	cond
chr4	47830000	47840000	chr4	48080000	48090000	A	6	-	CORIN	1.54040327759381	control
chr4	53370000	53380000	chr4	53590000	53600000	A	6	+	FIP1L1	-2.52730392267127	control
chr4	54970000	54980000	chr4	55550000	55560000	B	6	-	CLOCK	-2.07198244162134	control
chr4	55340000	55345000	chr4	55550000	55555000	B	1	-	CLOCK	-2.07198244162134	control
chr4	55395000	55400000	chr4	55545000	55550000	B	1	-	CLOCK	-2.07198244162134	control
chr4	55550000	55560000	chr4	55730000	55740000	A	6	-	CLOCK	-2.07198244162134	control
chr4	67980000	67990000	chr4	68250000	68260000	B	6	-	TMPRSS11B	2.89376918633802	control
chr4	76430000	76435000	chr4	77200000	77205000	A	6	+	SHROOM3	-2.95115808239941	control
chr4	76430000	76440000	chr4	76750000	76760000	A	1	+	SHROOM3	-2.95115808239941	control
chr4	76430000	76440000	chr4	77040000	77050000	A	6	+	SHROOM3	-2.95115808239941	control
chr4	77375000	77380000	chr4	77605000	77610000	B	4	+	CXCL13	2.03779312534022	control
chr4	77385000	77390000	chr4	77600000	77605000	B	4	+	CXCL13	2.03779312534022	control
chr4	84500000	84510000	chr4	84970000	84980000	B	3	-	WDFY3	-2.10885391338608	control
chr4	84575000	84580000	chr4	84970000	84975000	A	2	+	CDS1	-1.8364391701834	control
chr4	84575000	84580000	chr4	84970000	84975000	B	2	-	WDFY3	-2.10885391338608	control
chr4	84580000	84585000	chr4	84745000	84750000	A	2	+	CDS1	-1.8364391701834	control
chr4	84750000	84755000	chr4	84965000	84970000	B	2	-	WDFY3	-2.10885391338608	control
chr4	84750000	84755000	chr4	84970000	84975000	B	2	-	WDFY3	-2.10885391338608	control
chr4	86590000	86600000	chr4	86890000	86900000	A	1	+	PTPN13	-2.75886776572596	control
chr4	86920000	86930000	chr4	87230000	87240000	A	1	+	AFF1	-1.70343073362079	control
chr4	88030000	88035000	chr4	88210000	88215000	A	2	+	PKD2	-1.7181188782973	control
chr4	88030000	88040000	chr4	88500000	88510000	A	6	+	PKD2	-1.7181188782973	control
chr4	88035000	88040000	chr4	88205000	88210000	A	2	+	PKD2	-1.7181188782973	control
chr4	93890000	93900000	chr4	94250000	94260000	B	3	+	SMARCAD1	-2.75866908005623	control
chr4	94300000	94310000	chr4	95090000	95100000	B	6	+	BMPR1B	1.71607057838889	control
chr4	94620000	94630000	chr4	95090000	95100000	B	6	+	BMPR1B	1.71607057838889	control
chr5	106670000	106680000	chr5	107670000	107680000	B	6	-	EFNA5	-3.35503783833892	control
chr5	106840000	106850000	chr5	107670000	107680000	B	6	-	EFNA5	-3.35503783833892	control
chr5	107130000	107140000	chr5	107670000	107680000	B	6	-	EFNA5	-3.35503783833892	control
chr5	107240000	107250000	chr5	107670000	107680000	B	6	-	EFNA5	-3.35503783833892	control
chr5	107380000	107390000	chr5	107670000	107680000	B	6	-	EFNA5	-3.35503783833892	control
chr5	112995000	113000000	chr5	113505000	113510000	B	6	+	YTHDC2	-1.50656381198439	control
chr5	112995000	113000000	chr5	113510000	113515000	B	6	+	YTHDC2	-1.50656381198439	control
chr5	113335000	113340000	chr5	113510000	113515000	B	2	+	YTHDC2	-1.50656381198439	control
chr5	115300000	115310000	chr5	115830000	115840000	B	6	+	AP3S1	-1.71982268742643	control
chr5	115830000	115840000	chr5	116060000	116070000	A	2	+	AP3S1	-1.71982268742643	control
chr5	123930000	123940000	chr5	124740000	124750000	B	6	-	ZNF608	-2.39097422135585	control
chr5	124520000	124530000	chr5	124740000	124750000	B	6	-	ZNF608	-2.39097422135585	control
chr5	124740000	124750000	chr5	124900000	124910000	A	6	-	ZNF608	-2.39097422135585	control
chr5	124740000	124750000	chr5	125400000	125410000	A	6	-	ZNF608	-2.39097422135585	control
chr5	124750000	124760000	chr5	125030000	125040000	A	6	-	ZNF608	-2.39097422135585	control
chr5	126340000	126345000	chr5	126595000	126600000	B	1	+	PHAX	-1.9360947972709	control
chr5	126350000	126355000	chr5	126595000	126600000	B	1	+	PHAX	-1.9360947972709	control
chr5	145835000	145840000	chr5	146050000	146055000	A	1	-	PRELID2	-1.83835535856249	control
chr5	147950000	147960000	chr5	148370000	148380000	B	6	+	FBXO38	-1.6365605511539	control
chr5	148180000	148185000	chr5	148375000	148380000	B	2	+	FBXO38	-1.6365605511539	control
chr5	149630000	149640000	chr5	149990000	150000000	B	1	+	HMGXB3	-2.03680304606267	control
chr5	157850000	157860000	chr5	157990000	158000000	A	2	-	CLINT1	-1.82338329799856	control
chr5	16930000	16940000	chr5	17130000	17140000	A	1	-	MYO10	-1.78677095247592	control
chr5	16930000	16940000	chr5	17160000	17170000	A	1	-	MYO10	-1.78677095247592	control
chr5	16930000	16940000	chr5	17180000	17190000	A	1	-	MYO10	-1.78677095247592	control
chr5	180860000	180870000	chr5	181140000	181150000	A	1	-	ZFP62	-2.78236665630964	control
chr5	180860000	180870000	chr5	181170000	181180000	A	1	-	ZFP62	-2.78236665630964	control
chr5	180865000	180870000	chr5	181165000	181170000	A	1	-	ZFP62	-2.78236665630964	control
chr5	33430000	33440000	chr5	34450000	34460000	A	6	+	TARS1	-1.67017309959533	control
chr5	33435000	33440000	chr5	33930000	33935000	A	6	+	TARS1	-1.67017309959533	control
chr5	33435000	33440000	chr5	33935000	33940000	A	6	+	TARS1	-1.67017309959533	control
chr5	38830000	38840000	chr5	39070000	39080000	B	3	-	RICTOR	-1.87483133937029	control
chr5	5490000	5500000	chr5	6740000	6750000	B	3	+	TENT4A	-2.21937939388198	control
chr5	55530000	55540000	chr5	55680000	55690000	A	2	-	PLPP1	-1.76088064157173	control
chr5	60670000	60680000	chr5	60950000	60960000	B	6	-	ERCC8	-2.53053841082934	control
chr5	6290000	6300000	chr5	6740000	6750000	B	3	+	TENT4A	-2.21937939388198	control
chr5	67245000	67250000	chr5	68250000	68255000	B	6	+	PIK3R1	-2.05445321993884	control
chr5	67480000	67490000	chr5	68240000	68250000	B	6	+	PIK3R1	-2.05445321993884	control
chr5	67490000	67500000	chr5	68250000	68260000	B	6	+	PIK3R1	-2.05445321993884	control
chr5	68280000	68285000	chr5	68960000	68965000	A	1	+	PIK3R1	-2.05445321993884	control
chr5	68280000	68290000	chr5	68530000	68540000	A	1	+	PIK3R1	-2.05445321993884	control
chr5	68280000	68290000	chr5	68640000	68650000	A	1	+	PIK3R1	-2.05445321993884	control
chr5	68285000	68290000	chr5	68455000	68460000	A	1	+	PIK3R1	-2.05445321993884	control
chr5	68285000	68290000	chr5	68460000	68465000	A	1	+	PIK3R1	-2.05445321993884	control
chr5	68285000	68290000	chr5	68745000	68750000	A	6	+	PIK3R1	-2.05445321993884	control
chr5	68285000	68290000	chr5	68960000	68965000	A	1	+	PIK3R1	-2.05445321993884	control
chr5	77140000	77145000	chr5	77490000	77495000	B	2	-	WDR41	-1.82253562962452	control
chr5	81510000	81520000	chr5	82100000	82110000	B	6	+	ATG10	-1.71623206402823	control
chr5	88880000	88890000	chr5	89720000	89730000	A	6	-	MEF2C	-1.98382602449266	control
chr5	88890000	88900000	chr5	89060000	89070000	A	6	-	MEF2C	-1.98382602449266	control
chr6	108550000	108555000	chr6	108780000	108785000	A	2	+	FOXO3	-1.66032720796526	control
chr6	112080000	112090000	chr6	112310000	112320000	A	3	-	TUBE1	-2.43043675136528	control
chr6	113640000	113645000	chr6	113855000	113860000	B	1	+	MARCKS	-1.85734403425781	control
chr6	113690000	113700000	chr6	113850000	113860000	B	1	+	MARCKS	-1.85734403425781	control
chr6	115900000	115910000	chr6	116100000	116110000	B	3	+	NT5DC1	-1.71496676404856	control
chr6	121330000	121340000	chr6	122030000	122040000	A	6	-	TBC1D32	-1.80940868424307	control
chr6	125140000	125150000	chr6	125760000	125770000	A	3	+	TPD52L1	-1.97094984398699	control
chr6	125150000	125155000	chr6	125300000	125305000	A	2	+	TPD52L1	-1.97094984398699	control
chr6	125150000	125155000	chr6	125765000	125770000	A	3	+	TPD52L1	-1.97094984398699	control
chr6	125780000	125785000	chr6	125955000	125960000	A	1	+	NCOA7	-2.43339091643599	control
chr6	125780000	125785000	chr6	125965000	125970000	A	1	+	NCOA7	-2.43339091643599	control
chr6	137040000	137050000	chr6	138080000	138090000	A	1	-	IL20RA	-3.44076607413639	control
chr6	138115000	138120000	chr6	138510000	138515000	B	1	-	NHSL1	-1.70113505770657	control
chr6	138815000	138820000	chr6	138985000	138990000	B	2	-	REPS1	-2.78061377393537	control
chr6	139370000	139375000	chr6	139585000	139590000	A	1	-	CITED2	-2.15787640612054	control
chr6	139370000	139375000	chr6	139750000	139755000	A	6	-	CITED2	-2.15787640612054	control
chr6	139370000	139375000	chr6	139995000	140000000	A	6	-	CITED2	-2.15787640612054	control
chr6	139370000	139380000	chr6	139880000	139890000	A	6	-	CITED2	-2.15787640612054	control
chr6	139375000	139380000	chr6	139580000	139585000	A	1	-	CITED2	-2.15787640612054	control
chr6	139375000	139380000	chr6	139750000	139755000	A	1	-	CITED2	-2.15787640612054	control
chr6	142690000	142700000	chr6	142950000	142960000	B	1	-	HIVEP2	-1.60664948442175	control
chr6	143670000	143680000	chr6	143820000	143830000	A	2	+	PHACTR2	-1.66400803470389	control
chr6	146910000	146920000	chr6	147200000	147210000	B	2	+	STXBP5	-2.49200348149167	control
chr6	147500000	147505000	chr6	148165000	148170000	A	1	+	SAMD5	-1.95919728013591	control
chr6	147500000	147510000	chr6	148250000	148260000	A	6	+	SAMD5	-1.95919728013591	control
chr6	147500000	147510000	chr6	148460000	148470000	A	6	+	SAMD5	-1.95919728013591	control
chr6	147505000	147510000	chr6	147705000	147710000	A	6	+	SAMD5	-1.95919728013591	control
chr6	147505000	147510000	chr6	147970000	147975000	A	6	+	SAMD5	-1.95919728013591	control
chr6	147505000	147510000	chr6	148165000	148170000	A	6	+	SAMD5	-1.95919728013591	control
chr6	153420000	153430000	chr6	160990000	161000000	B	3	+	MAP3K4	-2.15718350687426	control
chr6	155170000	155180000	chr6	155310000	155320000	B	2	-	TFB1M	-1.92526799016687	control
chr6	160750000	160760000	chr6	160990000	161000000	B	2	+	MAP3K4	-2.15718350687426	control
chr6	160760000	160765000	chr6	160990000	160995000	B	2	+	MAP3K4	-2.15718350687426	control
chr6	160990000	161000000	chr6	161360000	161370000	A	6	+	MAP3K4	-2.15718350687426	control
chr6	160990000	161000000	chr6	161370000	161380000	A	6	+	MAP3K4	-2.15718350687426	control
chr6	16510000	16520000	chr6	16760000	16770000	B	1	-	ATXN1	-2.31367750875959	control
chr6	16760000	16770000	chr6	16960000	16970000	A	4	-	ATXN1	-2.31367750875959	control
chr6	16760000	16770000	chr6	17080000	17090000	A	3	-	ATXN1	-2.31367750875959	control
chr6	20560000	20565000	chr6	21585000	21590000	B	6	+	SOX4	-1.99744244631571	control
chr6	20565000	20570000	chr6	21585000	21590000	B	6	+	SOX4	-1.99744244631571	control
chr6	20870000	20875000	chr6	21590000	21595000	B	6	+	SOX4	-1.99744244631571	control
chr6	20875000	20880000	chr6	21585000	21590000	B	6	+	SOX4	-1.99744244631571	control
chr6	21000000	21010000	chr6	21580000	21590000	B	6	+	SOX4	-1.99744244631571	control
chr6	21110000	21120000	chr6	21580000	21590000	B	6	+	SOX4	-1.99744244631571	control
chr6	21360000	21365000	chr6	21585000	21590000	B	1	+	SOX4	-1.99744244631571	control
chr6	21380000	21390000	chr6	21580000	21590000	B	1	+	SOX4	-1.99744244631571	control
chr6	21590000	21600000	chr6	22900000	22910000	A	6	+	SOX4	-1.99744244631571	control
chr6	24580000	24590000	chr6	24760000	24770000	A	1	-	KIAA0319	1.59436488758593	control
chr6	24580000	24590000	chr6	24760000	24770000	B	1	+	GMNN	-2.58903448968708	control
chr6	24580000	24590000	chr6	25070000	25080000	A	6	-	KIAA0319	1.59436488758593	control
chr6	25270000	25275000	chr6	25490000	25495000	A	2	+	CARMIL1	-1.70370401133617	control
chr6	26020000	26030000	chr6	27810000	27820000	A	1	+	H3C1	-4.44720073423434	control
chr6	26020000	26030000	chr6	27810000	27820000	A	1	+	H4C1	-4.12888846918095	control
chr6	26020000	26030000	chr6	27810000	27820000	A	1	-	H4C2	-5.34366652751668	control
chr6	26020000	26030000	chr6	27810000	27820000	B	1	-	H2AC14	-3.45427773236915	control
chr6	26020000	26030000	chr6	27810000	27820000	B	1	-	H2BC13	-2.50063144720612	control
chr6	26020000	26030000	chr6	27810000	27820000	B	1	+	H2BC14	-2.98441936214279	control
chr6	26020000	26030000	chr6	27810000	27820000	B	1	+	H3C10	-2.19679939191819	control
chr6	26020000	26030000	chr6	27810000	27820000	B	1	+	H4C11	-2.48071504424721	control
chr6	26030000	26040000	chr6	27140000	27150000	A	1	-	H2AC4	-4.67133997309569	control
chr6	26030000	26040000	chr6	27140000	27150000	A	1	-	H3C2	-4.85417471223206	control
chr6	26030000	26040000	chr6	27140000	27150000	A	1	-	H4C2	-5.34366652751668	control
chr6	26030000	26040000	chr6	27140000	27150000	B	1	+	H2AC12	-3.65051562167728	control
chr6	26030000	26040000	chr6	27140000	27150000	B	1	-	H2BC12	-2.01300114550858	control
chr6	26030000	26040000	chr6	27820000	27830000	A	1	-	H2AC4	-4.67133997309569	control
chr6	26030000	26040000	chr6	27820000	27830000	A	1	-	H3C2	-4.85417471223206	control
chr6	26030000	26040000	chr6	27820000	27830000	A	1	-	H4C2	-5.34366652751668	control
chr6	26030000	26040000	chr6	27820000	27830000	B	1	+	H4C11	-2.48071504424721	control
chr6	26120000	26130000	chr6	27820000	27830000	A	1	+	H2AC6	-4.11727840912308	control
chr6	26120000	26130000	chr6	27820000	27830000	A	1	-	H2BC4	-3.65055624074331	control
chr6	26120000	26130000	chr6	27820000	27830000	B	1	+	H4C11	-2.48071504424721	control
chr6	26180000	26190000	chr6	26570000	26580000	A	1	-	H4C4	-3.67672406723619	control
chr6	26195000	26200000	chr6	27140000	27145000	A	1	+	H2BC7	-3.94076215386573	control
chr6	26195000	26200000	chr6	27140000	27145000	A	1	-	H3C4	-3.7829505554513	control
chr6	26195000	26200000	chr6	27140000	27145000	A	1	+	H4C5	-3.52707886997487	control
chr6	26195000	26200000	chr6	27140000	27145000	B	1	+	H2AC12	-3.65051562167728	control
chr6	27135000	27140000	chr6	27825000	27830000	A	1	-	H2BC11	-4.12808064692211	control
chr6	27135000	27140000	chr6	27825000	27830000	A	1	+	H4C9	-2.62616318832167	control
chr6	27145000	27150000	chr6	27805000	27810000	A	1	+	H2AC12	-3.65051562167728	control
chr6	27145000	27150000	chr6	27805000	27810000	A	1	-	H2BC12	-2.01300114550858	control
chr6	27145000	27150000	chr6	27805000	27810000	B	1	+	H2AC13	-2.86999401388532	control
chr6	27145000	27150000	chr6	27805000	27810000	B	1	-	H2BC13	-2.50063144720612	control
chr6	27145000	27150000	chr6	27805000	27810000	B	1	+	H3C10	-2.19679939191819	control
chr6	27160000	27170000	chr6	27890000	27900000	B	1	-	H2AC17	-3.61310492009905	control
chr6	27160000	27170000	chr6	27890000	27900000	B	1	-	H3C12	-3.85794009882464	control
chr6	37720000	37730000	chr6	38010000	38020000	B	3	+	ZFAND3	-2.23965264788902	control
chr6	37790000	37800000	chr6	38010000	38020000	B	2	+	ZFAND3	-2.23965264788902	control
chr6	42070000	42080000	chr6	42550000	42560000	B	1	+	UBR2	-2.0560042425459	control
chr6	42560000	42570000	chr6	42870000	42880000	A	1	+	UBR2	-2.0560042425459	control
chr6	43760000	43770000	chr6	43950000	43960000	A	1	+	VEGFA	-2.21337322208861	control
chr6	43765000	43770000	chr6	44075000	44080000	A	1	+	VEGFA	-2.21337322208861	control
chr6	44100000	44105000	chr6	44240000	44245000	B	1	+	HSP90AB1	1.77003816665901	control
chr6	44470000	44480000	chr6	45410000	45420000	B	1	+	RUNX2	-3.21143377602154	control
chr6	44655000	44660000	chr6	45415000	45420000	B	1	+	RUNX2	-3.21143377602154	control
chr6	45415000	45420000	chr6	45710000	45715000	A	1	+	RUNX2	-3.21143377602154	control
chr6	45420000	45425000	chr6	45920000	45925000	A	1	+	RUNX2	-3.21143377602154	control
chr6	47095000	47100000	chr6	47310000	47315000	B	1	-	TNFRSF21	-1.71101974581162	control
chr6	47130000	47135000	chr6	47305000	47310000	B	2	-	TNFRSF21	-1.71101974581162	control
chr6	52405000	52410000	chr6	53060000	53065000	B	1	+	FBXO9	-2.1488282871602	control
chr6	52660000	52670000	chr6	53060000	53070000	B	1	+	FBXO9	-2.1488282871602	control
chr6	52720000	52725000	chr6	53060000	53065000	B	1	+	FBXO9	-2.1488282871602	control
chr6	52725000	52730000	chr6	53060000	53065000	B	1	+	FBXO9	-2.1488282871602	control
chr6	52815000	52820000	chr6	53060000	53065000	B	1	+	FBXO9	-2.1488282871602	control
chr6	53790000	53800000	chr6	53950000	53960000	A	1	+	LRRC1	-1.96141211098586	control
chr6	75600000	75610000	chr6	75850000	75860000	A	6	+	SENP6	-2.48636100239941	control
chr6	78860000	78870000	chr6	79710000	79720000	A	3	+	IRAK1BP1	-3.38533308756337	control
chr6	83065000	83070000	chr6	83210000	83215000	A	2	+	DOP1A	-1.91113197449485	control
chr6	83065000	83070000	chr6	83215000	83220000	A	1	+	DOP1A	-1.91113197449485	control
chr6	83065000	83070000	chr6	83415000	83420000	A	6	+	DOP1A	-1.91113197449485	control
chr6	83065000	83070000	chr6	83510000	83515000	A	1	+	DOP1A	-1.91113197449485	control
chr7	101540000	101545000	chr7	101810000	101815000	B	1	+	CUX1	-1.67800146741693	control
chr7	101600000	101605000	chr7	101810000	101815000	B	1	+	CUX1	-1.67800146741693	control
chr7	101810000	101820000	chr7	102230000	102240000	A	1	+	CUX1	-1.67800146741693	control
chr7	101810000	101820000	chr7	102250000	102260000	A	1	+	CUX1	-1.67800146741693	control
chr7	12680000	12685000	chr7	13260000	13265000	A	1	+	ARL4A	-2.53630375718731	control
chr7	12680000	12690000	chr7	13180000	13190000	A	1	+	ARL4A	-2.53630375718731	control
chr7	12685000	12690000	chr7	13015000	13020000	A	1	+	ARL4A	-2.53630375718731	control
chr7	12685000	12690000	chr7	13115000	13120000	A	1	+	ARL4A	-2.53630375718731	control
chr7	141980000	141985000	chr7	142150000	142155000	A	2	+	MGAM	1.74771087523933	control
chr7	17775000	17780000	chr7	17940000	17945000	B	2	-	SNX13	-2.01101569531024	control
chr7	27190000	27200000	chr7	27770000	27780000	A	1	-	HOXA11	-2.59419880887643	control
chr7	27190000	27200000	chr7	28020000	28030000	A	1	-	HOXA11	-2.59419880887643	control
chr7	32490000	32500000	chr7	32670000	32680000	A	6	+	AVL9	-2.01472476598752	control
chr7	32800000	32810000	chr7	33040000	33050000	B	2	-	NT5C3A	-1.61249115540631	control
chr7	32880000	32890000	chr7	33040000	33050000	B	1	-	NT5C3A	-1.61249115540631	control
chr7	43260000	43270000	chr7	43720000	43730000	B	3	-	COA1	-1.90438625619931	control
chr7	47580000	47585000	chr7	47795000	47800000	A	1	-	TNS3	-2.64095012184944	control
chr7	47580000	47590000	chr7	47810000	47820000	A	1	-	TNS3	-2.64095012184944	control
chr7	6000000	6010000	chr7	6320000	6330000	A	1	+	AIMP2	-1.94093310297292	control
chr7	6960000	6970000	chr7	8210000	8220000	B	6	-	ICA1	-1.88807883879855	control
chr7	7425000	7430000	chr7	8215000	8220000	B	6	-	ICA1	-1.88807883879855	control
chr7	7595000	7600000	chr7	8215000	8220000	B	6	-	ICA1	-1.88807883879855	control
chr7	7680000	7690000	chr7	8180000	8190000	B	6	-	ICA1	-1.88807883879855	control
chr7	83975000	83980000	chr7	84190000	84195000	B	2	-	SEMA3A	-2.31982518429739	control
chr7	83990000	83995000	chr7	84520000	84525000	B	6	-	SEMA3A	-2.31982518429739	control
chr7	84190000	84200000	chr7	85020000	85030000	A	6	-	SEMA3A	-2.31982518429739	control
chr7	92520000	92530000	chr7	93050000	93060000	A	3	-	PEX1	-1.52188692026566	control
chr7	92620000	92630000	chr7	93220000	93230000	B	3	+	VPS50	-1.85075435699109	control
chr7	94440000	94450000	chr7	94900000	94910000	B	6	+	PPP1R9A	-2.79986395216363	control
chr7	94900000	94910000	chr7	95200000	95210000	A	6	+	PPP1R9A	-2.79986395216363	control
chr7	94900000	94910000	chr7	95470000	95480000	A	6	+	PPP1R9A	-2.79986395216363	control
chr7	95240000	95250000	chr7	95470000	95480000	A	6	+	PPP1R9A	-2.79986395216363	control
chr8	100145000	100150000	chr8	100540000	100545000	A	1	-	FBXO43	2.30801918133923	control
chr8	100150000	100160000	chr8	100360000	100370000	A	1	-	FBXO43	2.30801918133923	control
chr8	100150000	100160000	chr8	100830000	100840000	A	1	-	FBXO43	2.30801918133923	control
chr8	108910000	108920000	chr8	109690000	109700000	B	3	-	SYBU	-2.78882856382606	control
chr8	109345000	109350000	chr8	109650000	109655000	B	1	-	SYBU	-2.78882856382606	control
chr8	109450000	109455000	chr8	109650000	109655000	B	1	-	SYBU	-2.78882856382606	control
chr8	109650000	109660000	chr8	110020000	110030000	A	1	-	SYBU	-2.78882856382606	control
chr8	117860000	117865000	chr8	118115000	118120000	B	2	-	EXT1	-1.81470941627056	control
chr8	117970000	117975000	chr8	118110000	118115000	B	1	-	EXT1	-1.81470941627056	control
chr8	123820000	123830000	chr8	124030000	124040000	B	1	+	FER1L6	1.49771259181979	control
chr8	124035000	124040000	chr8	124425000	124430000	A	1	+	FER1L6	1.49771259181979	control
chr8	126870000	126880000	chr8	127730000	127740000	B	6	+	MYC	-3.86841090968003	control
chr8	127400000	127410000	chr8	127730000	127740000	B	1	+	MYC	-3.86841090968003	control
chr8	127730000	127740000	chr8	128170000	128180000	A	1	+	MYC	-3.86841090968003	control
chr8	127735000	127740000	chr8	128320000	128325000	A	6	+	MYC	-3.86841090968003	control
chr8	127735000	127740000	chr8	128650000	128655000	A	6	+	MYC	-3.86841090968003	control
chr8	140940000	140950000	chr8	141160000	141170000	A	1	-	PTK2	-1.85971643849204	control
chr8	140940000	140950000	chr8	141160000	141170000	B	1	+	DENND3	-1.81916540422853	control
chr8	17330000	17335000	chr8	17915000	17920000	B	6	+	PCM1	-1.63252396447462	control
chr8	17330000	17340000	chr8	17690000	17700000	B	6	-	MTUS1	-1.79930815523643	control
chr8	17720000	17725000	chr8	17865000	17870000	A	1	-	MTUS1	-1.79930815523643	control
chr8	17720000	17725000	chr8	17910000	17915000	A	1	-	MTUS1	-1.79930815523643	control
chr8	17725000	17730000	chr8	17865000	17870000	A	1	-	MTUS1	-1.79930815523643	control
chr8	21910000	21920000	chr8	22060000	22070000	A	1	+	XPO7	-2.06974868650213	control
chr8	25170000	25180000	chr8	25470000	25480000	A	1	+	DOCK5	-1.77683334266601	control
chr8	25180000	25190000	chr8	25450000	25460000	A	1	+	DOCK5	-1.77683334266601	control
chr8	30665000	30670000	chr8	30810000	30815000	B	1	-	PPP2CB	-1.62154844118547	control
chr8	38110000	38120000	chr8	38380000	38390000	B	1	-	NSD3	-1.57597256384456	control
chr8	38120000	38130000	chr8	38380000	38390000	B	1	-	NSD3	-1.57597256384456	control
chr8	38180000	38185000	chr8	38380000	38385000	B	1	-	NSD3	-1.57597256384456	control
chr8	6420000	6430000	chr8	6680000	6690000	A	1	+	MCPH1	-1.548498023912	control
chr8	6425000	6430000	chr8	6570000	6575000	A	2	+	MCPH1	-1.548498023912	control
chr8	6425000	6430000	chr8	6775000	6780000	A	2	+	MCPH1	-1.548498023912	control
chr8	66920000	66930000	chr8	67340000	67350000	B	6	-	ARFGEF1	-1.96503291122897	control
chr8	67060000	67070000	chr8	67490000	67500000	A	6	+	CSPP1	-1.75372622005628	control
chr8	70140000	70150000	chr8	70400000	70410000	B	2	-	NCOA2	-1.74251633916841	control
chr8	80030000	80035000	chr8	80235000	80240000	A	1	-	MRPS28	-1.64787243473473	control
chr8	80995000	81000000	chr8	81235000	81240000	A	1	-	PAG1	-2.11891094652699	control
chr8	8380000	8390000	chr8	8660000	8670000	A	1	-	PRAG1	-2.38323776012584	control
chr8	89715000	89720000	chr8	89985000	89990000	B	1	-	NBN	-1.77056500762151	control
chr8	89720000	89730000	chr8	89980000	89990000	B	1	-	NBN	-1.77056500762151	control
chr8	89840000	89850000	chr8	89980000	89990000	B	1	-	NBN	-1.77056500762151	control
chr8	94810000	94815000	chr8	95020000	95025000	B	1	+	NDUFAF6	-1.79317377187348	control
chr8	98700000	98705000	chr8	98940000	98945000	B	2	-	STK3	-1.60238018513907	control
chr8	98830000	98840000	chr8	98990000	99000000	A	6	-	STK3	-1.60238018513907	control
chr8	98940000	98950000	chr8	99350000	99360000	A	6	-	STK3	-1.60238018513907	control
chr9	100510000	100520000	chr9	101400000	101410000	B	3	+	ZNF189	-2.4637670483299	control
chr9	105600000	105610000	chr9	105880000	105890000	A	3	+	FKTN	-1.8093413169211	control
chr9	120985000	120990000	chr9	121205000	121210000	B	1	-	RAB14	-2.42277621002607	control
chr9	131350000	131360000	chr9	131740000	131750000	B	1	-	RAPGEF1	-2.14566749276416	control
chr9	131550000	131555000	chr9	131740000	131745000	B	1	-	RAPGEF1	-2.14566749276416	control
chr9	131590000	131595000	chr9	131740000	131745000	B	2	-	RAPGEF1	-2.14566749276416	control
chr9	19920000	19930000	chr9	20620000	20630000	B	1	-	MLLT3	-3.18572422926447	control
chr9	19930000	19940000	chr9	20620000	20630000	B	1	-	MLLT3	-3.18572422926447	control
chr9	20355000	20360000	chr9	20620000	20625000	B	1	-	MLLT3	-3.18572422926447	control
chr9	20625000	20630000	chr9	20940000	20945000	A	1	-	MLLT3	-3.18572422926447	control
chr9	20625000	20630000	chr9	21110000	21115000	A	1	-	MLLT3	-3.18572422926447	control
chr9	21250000	21260000	chr9	21790000	21800000	B	3	+	MTAP	-1.74737772128056	control
chr9	33810000	33820000	chr9	34070000	34080000	A	1	+	UBE2R2	-1.74150838708429	control
chr9	36405000	36410000	chr9	36555000	36560000	A	2	-	RNF38	-1.93361580555243	control
chr9	36405000	36410000	chr9	36725000	36730000	A	4	-	RNF38	-1.93361580555243	control
chr9	385000	390000	chr9	530000	535000	B	1	+	KANK1	-1.74451200649748	control
chr9	385000	390000	chr9	605000	610000	B	1	+	KANK1	-1.74451200649748	control
chr9	68700000	68710000	chr9	69000000	69010000	A	1	+	PIP5K1B	-1.93419321792341	control
chr9	70250000	70260000	chr9	70600000	70610000	A	6	+	SMC5	-1.76615658056459	control
chr9	74770000	74775000	chr9	75075000	75080000	B	2	-	NMRK1	-2.02551694854705	control
chr9	74775000	74780000	chr9	75075000	75080000	B	2	-	NMRK1	-2.02551694854705	control
chr9	77170000	77180000	chr9	78030000	78040000	B	3	-	GNAQ	-1.76268279189336	control
chr9	77660000	77670000	chr9	78030000	78040000	B	6	-	GNAQ	-1.76268279189336	control
chr9	77750000	77755000	chr9	78035000	78040000	B	6	-	GNAQ	-1.76268279189336	control
chr9	77755000	77760000	chr9	78035000	78040000	B	6	-	GNAQ	-1.76268279189336	control
chr9	77850000	77860000	chr9	78030000	78040000	B	2	-	GNAQ	-1.76268279189336	control
chr9	77865000	77870000	chr9	78030000	78035000	B	2	-	GNAQ	-1.76268279189336	control
chr9	87330000	87340000	chr9	87490000	87500000	B	2	+	DAPK1	-2.07158036247638	control
chr9	87340000	87350000	chr9	87490000	87500000	B	2	+	DAPK1	-2.07158036247638	control
chr9	87495000	87500000	chr9	87655000	87660000	A	2	+	DAPK1	-2.07158036247638	control
chr9	88175000	88180000	chr9	88385000	88390000	B	2	+	SPIN1	-2.35368834186972	control
chr9	95310000	95320000	chr9	95500000	95510000	A	1	-	FANCC	-1.76200462003345	control
chr9	95320000	95325000	chr9	95505000	95510000	A	1	-	FANCC	-1.76200462003345	control
chr9	96855000	96860000	chr9	97105000	97110000	A	2	-	ZNF782	-1.8710039912385	control
