loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap	anchor_status
loop_17042	chr13	40700000	40725000	chr13	48650000	48675000	chr13:40700000-40725000_chr13:48650000-48675000	TRUE	-0.916649955450003	0.63434596436708	21.2362266684327	4.269752671988e-4	0.0050227459632773	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr13	40700000	40725000	40712500	25000	chr13	48650000	48675000	48662500	25000	7950000	>1Mb	TRUE	2043	2807	3585	0	102633805	12022	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_17117	chr12	89475000	89500000	chr12	91775000	91800000	chr12:89475000-89500000_chr12:91775000-91800000	FALSE	-0.331150377874293	3.39860951119807	25.6904884024333	1.82078039089e-4	0.0027872632059446	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr12	89475000	89500000	89487500	25000	chr12	91775000	91800000	91787500	25000	2300000	>1Mb	TRUE	6594	752123	2789	0	18191	108800	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_17261	chr16	25950000	25975000	chr16	27450000	27475000	chr16:25950000-25975000_chr16:27450000-27475000	FALSE	-0.403815762604437	2.53148534621879	25.1269300892121	2.016446526654e-4	0.0030022975365475	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr16	25950000	25975000	25962500	25000	chr16	27450000	27475000	27462500	25000	1500000	>1Mb	TRUE	8279	130783	19124	61130	210530	67501	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_17308	chr17	3550000	3575000	chr17	4975000	5000000	chr17:3550000-3575000_chr17:4975000-5000000	FALSE	-0.317496051878387	3.93917382688045	18.7262441091856	7.268700789293e-4	0.0071974251796117	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr17	3550000	3575000	3562500	25000	chr17	4975000	5000000	4987500	25000	1425000	>1Mb	TRUE	19592	0	11300	0	68230	239985	FALSE	TRUE	Other	FALSE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	shared
loop_17309	chr17	15050000	15075000	chr17	15700000	15725000	chr17:15050000-15075000_chr17:15700000-15725000	TRUE	-0.602401368203532	4.97918885169778	19.2383901958435	0.0022145456572814	0.0154295249621794	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr17	15050000	15075000	15062500	25000	chr17	15700000	15725000	15712500	25000	650000	500kb-1Mb	TRUE	286	8462	3947	0	100041639	12648	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Active_Promoter	TRUE	Active_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	shared
loop_17457	chr1	56975000	57000000	chr1	63250000	63275000	chr1:56975000-57000000_chr1:63250000-63275000	TRUE	-0.649556862662934	2.29814875369869	34.3339216700962	4.494846870585e-5	0.0011375420157095	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	56975000	57000000	56987500	25000	chr1	63250000	63275000	63262500	25000	6275000	>1Mb	TRUE	8423	0	11441	35456	212712	241070	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_17529	chr18	53450000	53475000	chr18	64325000	64350000	chr18:53450000-53475000_chr18:64325000-64350000	FALSE	-0.841739815728663	1.33294604267203	31.3453774076132	7.0630529024366e-5	0.0015356718429821	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr18	53450000	53475000	53462500	25000	chr18	64325000	64350000	64337500	25000	10875000	>1Mb	TRUE	9739	0	21999	0	225518	73588	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	shared
loop_17530	chr18	11050000	11075000	chr18	64325000	64350000	chr18:11050000-11075000_chr18:64325000-64350000	FALSE	-1.13832226024143	0.782909206147309	18.7196144242844	7.280727535905e-4	0.0072023414295539	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr18	11050000	11075000	11062500	25000	chr18	64325000	64350000	64337500	25000	53275000	>1Mb	TRUE	19682	0	21999	0	68434	73588	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	shared
loop_17676	chr2	73775000	73800000	chr2	74675000	74700000	chr2:73775000-73800000_chr2:74675000-74700000	TRUE	-0.471136177665342	4.39921082874165	38.9850980733958	2.34980902927661e-5	7.451482034899e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	73775000	73800000	73787500	25000	chr2	74675000	74700000	74687500	25000	900000	500kb-1Mb	TRUE	2779	0	5331	0	108699	15438	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_17879	chr3	30500000	30525000	chr3	66950000	66975000	chr3:30500000-30525000_chr3:66950000-66975000	FALSE	-0.644554923281058	1.42951586411037	23.2892313660362	2.844219572479e-4	0.0037648533964592	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	30500000	30525000	30512500	25000	chr3	66950000	66975000	66962500	25000	36450000	>1Mb	TRUE	4569	23007	18660	6389	14013	66880	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_17880	chr3	129200000	129225000	chr3	154325000	154350000	chr3:129200000-129225000_chr3:154325000-154350000	TRUE	-0.779559016447666	1.27096289929819	32.4117696029481	5.9905717652742e-5	0.0013838695681547	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	129200000	129225000	129212500	25000	chr3	154325000	154350000	154337500	25000	25125000	>1Mb	TRUE	6882	121	24517	0	18741	99686	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_17997	chr4	89275000	89300000	chr4	99650000	99675000	chr4:89275000-89300000_chr4:99650000-99675000	FALSE	-0.823188920724708	2.34394464410756	50.3364196098702	6.00665091353293e-6	3.208074576402e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr4	89275000	89300000	89287500	25000	chr4	99650000	99675000	99662500	25000	10375000	>1Mb	TRUE	3911	0	5240	0	12578	15221	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_18097	chr5	49975000	50000000	chr5	52050000	52075000	chr5:49975000-50000000_chr5:52050000-52075000	FALSE	-0.468984760584422	2.75721284984384	24.2026877519171	2.391950698117e-4	0.0033533340440005	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr5	49975000	50000000	49987500	25000	chr5	52050000	52075000	52062500	25000	2075000	>1Mb	TRUE	20656	59005	1875	61016	70693	102466648	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18145	chr6	49200000	49225000	chr6	52200000	52225000	chr6:49200000-49225000_chr6:52200000-52225000	TRUE	-0.859121441803188	4.19332085558291	149.155916948776	9.30602127710877e-9	9.86272837525858e-6	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	52200000	52225000	52212500	25000	3000000	>1Mb	TRUE	4591	0	5305	0	140488	15404	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_18378	chr10	108275000	108300000	chr10	109850000	109875000	chr10:108275000-108300000_chr10:109850000-109875000	TRUE	-0.803029541121367	4.28598140600463	214.182966718654	9.17614493219051e-10	2.90106265499192e-6	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr10	108275000	108300000	108287500	25000	chr10	109850000	109875000	109862500	25000	1575000	>1Mb	TRUE	3195	32120	12938	581203	114774	260315	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18438	chr8	27675000	27700000	chr8	30900000	30925000	chr8:27675000-27700000_chr8:30900000-30925000	FALSE	-0.399937851717822	4.09272210649833	19.8727101559388	5.670197691644e-4	0.0060903313327973	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	27675000	27700000	27687500	25000	chr8	30900000	30925000	30912500	25000	3225000	>1Mb	TRUE	20748	227899	18722	164470	70952	66959	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_18880	chr1	65175000	65200000	chr1	65525000	65550000	chr1:65175000-65200000_chr1:65525000-65550000	TRUE	-0.326893087991567	3.52750072826955	23.9435702803823	2.511187470509e-4	0.0034577578894198	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	65175000	65200000	65187500	25000	chr1	65525000	65550000	65537500	25000	350000	100-500kb	TRUE	6865	0	8509	242943	18711	213527	TRUE	TRUE	Active_Promoter	TRUE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	shared
loop_18996	chr2	71525000	71550000	chr2	73250000	73275000	chr2:71525000-71550000_chr2:73250000-73275000	FALSE	-0.358328843377322	4.0094455440496	28.3253007242453	1.152006212862e-4	0.0021037262963262	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	71525000	71550000	71537500	25000	chr2	73250000	73275000	73262500	25000	1725000	>1Mb	TRUE	4326	0	14910	0	13392	381373	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_19157	chr3	66975000	67000000	chr3	129200000	129225000	chr3:66975000-67000000_chr3:129200000-129225000	FALSE	-0.615732431751434	1.66014469876395	31.1292594819191	7.30597340076128e-5	0.0015687078466182	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	66975000	67000000	66987500	25000	chr3	129200000	129225000	129212500	25000	62225000	>1Mb	TRUE	18660	0	6882	121	66880	18741	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	shared
loop_19159	chr3	30500000	30525000	chr3	129200000	129225000	chr3:30500000-30525000_chr3:129200000-129225000	FALSE	-0.577500823796372	0.812066573461273	13.3765888444038	0.0026653085218015	0.0174869614756219	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	30500000	30525000	30512500	25000	chr3	129200000	129225000	129212500	25000	98700000	>1Mb	TRUE	4569	23007	6882	121	14013	18741	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_19218	chr4	45750000	45775000	chr4	47275000	47300000	chr4:45750000-45775000_chr4:47275000-47300000	FALSE	-0.742236240797426	2.69521225546688	79.092805610078	4.55448026060511e-7	7.61354236004796e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr4	45750000	45775000	45762500	25000	chr4	47275000	47300000	47287500	25000	1525000	>1Mb	TRUE	205	0	9063	53221	100040567	21812	TRUE	TRUE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_19349	chr6	49200000	49225000	chr6	83700000	83725000	chr6:49200000-49225000_chr6:83700000-83725000	FALSE	-1.12123236952452	1.05089393449347	24.47934950313	2.272044590155e-4	0.003245459772408	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	83700000	83725000	83712500	25000	34500000	>1Mb	TRUE	4591	0	17044	0	140488	574519	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_19692	chr15	40150000	40175000	chr15	40900000	40925000	chr15:40150000-40175000_chr15:40900000-40925000	TRUE	-0.349984588627255	4.73394111959698	41.3476467857977	1.72823432518242e-5	6.192288813173e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr15	40150000	40175000	40162500	25000	chr15	40900000	40925000	40912500	25000	750000	500kb-1Mb	TRUE	2108	0	10010	244964	102636151	22762	TRUE	TRUE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_20245	chr15	40150000	40175000	chr15	40750000	40775000	chr15:40150000-40175000_chr15:40750000-40775000	TRUE	-0.39471749769597	4.69464235462326	51.4040093424932	5.35213224531864e-6	2.992905607823e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr15	40150000	40175000	40162500	25000	chr15	40750000	40775000	40762500	25000	600000	500kb-1Mb	TRUE	2108	0	10010	94964	102636151	22762	TRUE	TRUE	Other	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_11108	chr16	72200000	72225000	chr16	72975000	73000000	chr16:72200000-72225000_chr16:72975000-73000000	FALSE	0.528857142465129	4.09576901294372	42.7060029436382	1.45720852660783e-5	5.650977096149e-4	TRUE	TRUE	moderate_differential	up_in_mutant	NA	25000	25	3	TRUE	chr16	72200000	72225000	72212500	25000	chr16	72975000	73000000	72987500	25000	775000	500kb-1Mb	TRUE	13893	9326	7473	666693	319533	19876	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_1965	chr9	29790000	29795000	chr9	29960000	29965000	chr9:29790000-29795000_chr9:29960000-29965000	FALSE	0.374205075883309	5.29820134869229	20.3232298385197	3.284226216039e-4	0.0090279570325212	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr9	29790000	29795000	29792500	5000	chr9	29960000	29965000	29962500	5000	170000	100-500kb	TRUE	10845	168140	10845	0	235106	235106	TRUE	TRUE	Polycomb	FALSE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Polycomb	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	shared
loop_22500	chr1	182550000	182560000	chr1	182650000	182660000	chr1:182550000-182560000_chr1:182650000-182660000	TRUE	0.333895372721255	4.89269948002987	21.0792086074578	1.770972713534e-4	0.0031581680320535	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr1	182550000	182560000	182555000	10000	chr1	182650000	182660000	182655000	10000	100000	<100kb	TRUE	5938	5006	5938	84992	170725	170725	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_2797	chr2	138585000	138590000	chr2	139275000	139280000	chr2:138585000-138590000_chr2:139275000-139280000	TRUE	-0.959745981857733	4.24770175667044	33.6499802316332	2.34452424619153e-5	0.0016863693998006	TRUE	TRUE	moderate_differential	down_in_mutant	NA	5000	5	1	FALSE	chr2	138585000	138590000	138587500	5000	chr2	139275000	139280000	139277500	5000	690000	500kb-1Mb	TRUE	830	229928	10124	213912	100316816	228677	FALSE	TRUE	Poised_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_22112	chr2	73960000	73970000	chr2	74670000	74680000	chr2:73960000-73970000_chr2:74670000-74680000	FALSE	0.398883149355024	4.15614755231913	20.9703670777089	1.82054082634e-4	0.0032089158864276	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr2	73960000	73970000	73965000	10000	chr2	74670000	74680000	74675000	10000	710000	500kb-1Mb	TRUE	10088	48673	5326	0	228033	15432	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_3749	chr1	169670000	169675000	chr1	169935000	169940000	chr1:169670000-169675000_chr1:169935000-169940000	TRUE	0.477060791282449	5.15117576734048	17.7220355118593	6.183184097081e-4	0.0132997627313065	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr1	169670000	169675000	169672500	5000	chr1	169935000	169940000	169937500	5000	265000	100-500kb	TRUE	7444	14498	23780	6351	19737	78465	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_3779	chr18	64340000	64345000	chr18	64465000	64470000	chr18:64340000-64345000_chr18:64465000-64470000	TRUE	0.454929935851277	4.83053742901258	21.5222868389937	2.49270155555e-4	0.0075081673989804	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr18	64340000	64345000	64342500	5000	chr18	64465000	64470000	64467500	5000	125000	100-500kb	TRUE	9747	0	4692	20250	225631	14151	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Repressed_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	shared
loop_19616	chr19	17850000	17860000	chr19	18540000	18550000	chr19:17850000-17860000_chr19:18540000-18550000	FALSE	0.511848226313354	4.59735842525201	34.3435811287813	9.87011784878797e-6	3.953637294756e-4	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	2	TRUE	chr19	17850000	17860000	17855000	10000	chr19	18540000	18550000	18545000	10000	690000	500kb-1Mb	TRUE	6771	12367	7701	81822	18552	20409	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_3915	chr3	127620000	127625000	chr3	127760000	127765000	chr3:127620000-127625000_chr3:127760000-127765000	TRUE	0.788418215597205	5.0823703644135	75.9939003549992	1.34767170463333e-7	8.65494021168448e-5	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	2	TRUE	chr3	127620000	127625000	127622500	5000	chr3	127760000	127765000	127762500	5000	140000	100-500kb	TRUE	3528	8134	20959	15526	11924	71481	FALSE	FALSE	Polycomb	FALSE	FALSE	FALSE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_22176	chr4	125110000	125120000	chr4	125960000	125970000	chr4:125110000-125120000_chr4:125960000-125970000	TRUE	0.445423850224702	4.68647485550797	41.9611527703902	2.58014663355468e-6	1.578212935421e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr4	125110000	125120000	125115000	10000	chr4	125960000	125970000	125965000	10000	850000	500kb-1Mb	TRUE	10334	7839	21551	37582	230738	72395	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_22261	chr6	83690000	83700000	chr6	83740000	83750000	chr6:83690000-83700000_chr6:83740000-83750000	FALSE	0.322017476859886	6.47511781758444	45.692751912702	1.42115112935467e-6	1.051094521554e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	3	TRUE	chr6	83690000	83700000	83695000	10000	chr6	83740000	83750000	83745000	10000	50000	<100kb	TRUE	11454	11263	3039	0	24113	110935	FALSE	FALSE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_4829	chr7	131540000	131550000	chr7	131740000	131750000	chr7:131540000-131550000_chr7:131740000-131750000	TRUE	0.491491828237413	4.05535841371539	26.6798155016786	4.7124166788786e-5	0.0012365711268571	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr7	131540000	131550000	131545000	10000	chr7	131740000	131750000	131745000	10000	200000	100-500kb	TRUE	5283	0	3679	179777	15373	12237	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_22331	chr7	136150000	136160000	chr7	137320000	137330000	chr7:136150000-136160000_chr7:137320000-137330000	FALSE	0.670642175191049	2.97686749808695	33.5169007174259	1.15504846164143e-5	4.499321305313e-4	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	2	TRUE	chr7	136150000	136160000	136155000	10000	chr7	137320000	137330000	137325000	10000	1170000	>1Mb	TRUE	23513	108323	4413	5554	77383	13593	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_21673	chr8	14420000	14430000	chr8	14740000	14750000	chr8:14420000-14430000_chr8:14740000-14750000	TRUE	0.564881609870098	4.79505903509961	70.3834480926861	5.56762995445097e-8	1.17763178625359e-5	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	2	TRUE	chr8	14420000	14430000	14425000	10000	chr8	14740000	14750000	14745000	10000	320000	100-500kb	TRUE	11738	324134	13150	131334	244310	26889	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_21843	chr12	75300000	75310000	chr12	75370000	75380000	chr12:75300000-75310000_chr12:75370000-75380000	FALSE	0.324243640472188	5.85586938266191	45.5814589085509	1.44591952656138e-6	1.05561453952e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr12	75300000	75310000	75305000	10000	chr12	75370000	75380000	75375000	10000	70000	<100kb	TRUE	24022	0	8997	36780	80837	217674	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Repressed_Promoter-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_5292	chr12	104770000	104780000	chr12	104940000	104950000	chr12:104770000-104780000_chr12:104940000-104950000	TRUE	0.374772635830487	4.82095599641745	33.5970498440681	1.13741114778322e-5	4.44592212377e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr12	104770000	104780000	104775000	10000	chr12	104940000	104950000	104945000	10000	170000	100-500kb	TRUE	7120	18047	8373	59808	192119	212073	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_4613	chr17	15375000	15380000	chr17	15465000	15470000	chr17:15375000-15380000_chr17:15465000-15470000	FALSE	0.449490280780529	5.12378802385916	20.5582236304384	3.109121220829e-4	0.0087455029503819	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr17	15375000	15380000	15377500	5000	chr17	15465000	15470000	15467500	5000	90000	<100kb	TRUE	4323	0	7091	29750	13388	19170	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Other	FALSE	Repressed_Promoter-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	shared
loop_22503	chr1	25830000	25840000	chr1	26050000	26060000	chr1:25830000-25840000_chr1:26050000-26060000	TRUE	0.478048011136119	4.05486200471347	25.1620944961431	6.63014546685952e-5	0.0015630567938121	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	TRUE	chr1	25830000	25840000	25835000	10000	chr1	26050000	26060000	26055000	10000	220000	100-500kb	TRUE	8300	292	8300	220292	210933	210933	TRUE	TRUE	Active_Promoter	TRUE	FALSE	TRUE	Poised_Enhancer	FALSE	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	shared
loop_4935	chr4	54950000	54955000	chr4	55005000	55010000	chr4:54950000-54955000_chr4:55005000-55010000	TRUE	0.329832777085236	5.63042844762414	16.3630279516787	8.787290899693e-4	0.0167032838222299	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	1	FALSE	chr4	54950000	54955000	54952500	5000	chr4	55005000	55010000	55007500	5000	55000	<100kb	TRUE	11560	4951	11560	59951	242466	242466	FALSE	TRUE	Bivalent_Promoter	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Bivalent_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	shared
loop_6149	chr7	133950000	133960000	chr7	134340000	134350000	chr7:133950000-133960000_chr7:134340000-134350000	FALSE	0.625802372293926	3.66107359698383	35.2135822593267	8.38769979835797e-6	3.535017166414e-4	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	2	TRUE	chr7	133950000	133960000	133955000	10000	chr7	134340000	134350000	134345000	10000	390000	100-500kb	TRUE	1436	167273	3214	107853	101437	11489	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
