chr	start	end	ATAC.mut_ATAC.tagAlign.bgz.readCount	ATAC.mut_ATAC.tagAlign.bgz.RPM	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPKM	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	normalized_atac	activity_base	activity_base_no_qnorm
chr10	93633531	93634031	2257	9.890874	0.845970	0.845970	19.781749	0.862549	9.890874	0.845970	19.781749	0.862549	genic	False	True	False		Gm47156	genic|chr10:93633531-93634031	9.890874	9.890874	9.890874
chr10	93640430	93641337	1590	6.967873	0.793742	0.793742	7.682330	0.690536	6.967873	0.793742	7.682330	0.690536	promoter	True	False	False	Ntn4	Ntn4	promoter|chr10:93640430-93641337	6.967873	6.967873	6.967873
chr10	93641976	93642476	3094	13.558868	0.886562	0.886562	27.117736	0.902238	13.558868	0.886562	27.117736	0.902238	genic	False	True	False		Ntn4	genic|chr10:93641976-93642476	13.558868	13.558868	13.558868
chr10	93649546	93650046	259	1.135018	0.320328	0.320328	2.270037	0.327496	1.135018	0.320328	2.270037	0.327496	genic	False	True	False		Ntn4	genic|chr10:93649546-93650046	1.135018	1.135018	1.135018
chr10	93659736	93660236	265	1.161312	0.327992	0.327992	2.322624	0.335443	1.161312	0.327992	2.322624	0.335443	genic	False	True	False		Ntn4	genic|chr10:93659736-93660236	1.161312	1.161312	1.161312
chr10	93679333	93679833	262	1.148165	0.324030	0.324030	2.296331	0.331292	1.148165	0.324030	2.296331	0.331292	genic	False	True	False		Ntn4	genic|chr10:93679333-93679833	1.148165	1.148165	1.148165
chr10	93680626	93681126	491	2.151714	0.521562	0.521562	4.303429	0.535301	2.151714	0.521562	4.303429	0.535301	genic	False	True	False		Ntn4	genic|chr10:93680626-93681126	2.151714	2.151714	2.151714
chr10	93707220	93707720	497	2.178008	0.525063	0.525063	4.356016	0.538761	2.178008	0.525063	4.356016	0.538761	genic	False	True	False		Ntn4	genic|chr10:93707220-93707720	2.178008	2.178008	2.178008
chr10	93730414	93730914	256	1.121871	0.316573	0.316573	2.243743	0.323517	1.121871	0.316573	2.243743	0.323517	genic	False	True	False		Ntn4	genic|chr10:93730414-93730914	1.121871	1.121871	1.121871
chr10	93736206	93736706	182	0.797580	0.219407	0.219407	1.595161	0.221781	0.797580	0.219407	1.595161	0.221781	genic	False	True	False		Ntn4	genic|chr10:93736206-93736706	0.797580	0.797580	0.797580
chr10	93741384	93741884	726	3.181557	0.627744	0.627744	6.363114	0.643496	3.181557	0.627744	6.363114	0.643496	genic	False	True	False		Ntn4	genic|chr10:93741384-93741884	3.181557	3.181557	3.181557
chr10	93741991	93742491	459	2.011480	0.501393	0.501393	4.022961	0.514731	2.011480	0.501393	4.022961	0.514731	genic	False	True	False		Ntn4	genic|chr10:93741991-93742491	2.011480	2.011480	2.011480
chr10	93742531	93743031	1445	6.332438	0.777033	0.777033	12.664877	0.793127	6.332438	0.777033	12.664877	0.793127	genic	False	True	False		Ntn4	genic|chr10:93742531-93743031	6.332438	6.332438	6.332438
chr10	93749261	93749761	471	2.064068	0.509258	0.509258	4.128136	0.522601	2.064068	0.509258	4.128136	0.522601	intergenic	False	False	True			intergenic|chr10:93749261-93749761	2.064068	2.064068	2.064068
chr10	93753910	93754410	1177	5.157979	0.738850	0.738850	10.315958	0.755110	5.157979	0.738850	10.315958	0.755110	intergenic	False	False	True			intergenic|chr10:93753910-93754410	5.157979	5.157979	5.157979
chr10	93771851	93772351	1028	4.505015	0.710244	0.710244	9.010030	0.726569	4.505015	0.710244	9.010030	0.726569	intergenic	False	False	True			intergenic|chr10:93771851-93772351	4.505015	4.505015	4.505015
chr10	93777326	93777826	519	2.274419	0.537327	0.537327	4.548838	0.551113	2.274419	0.537327	4.548838	0.551113	intergenic	False	False	True			intergenic|chr10:93777326-93777826	2.274419	2.274419	2.274419
chr10	93810548	93811048	1569	6.875845	0.791126	0.791126	13.751690	0.807622	6.875845	0.791126	13.751690	0.807622	intergenic	False	False	True			intergenic|chr10:93810548-93811048	6.875845	6.875845	6.875845
chr10	93812839	93813339	370	1.621455	0.434941	0.434941	3.242910	0.446927	1.621455	0.434941	3.242910	0.446927	intergenic	False	False	True			intergenic|chr10:93812839-93813339	1.621455	1.621455	1.621455
chr10	93818562	93819062	239	1.047372	0.294822	0.294822	2.094744	0.300620	1.047372	0.294822	2.094744	0.300620	intergenic	False	False	True			intergenic|chr10:93818562-93819062	1.047372	1.047372	1.047372
chr10	93831304	93831804	45	0.197204	0.095466	0.095466	0.394408	0.095755	0.197204	0.095466	0.394408	0.095755	promoter	True	False	False	Usp44	Usp44	promoter|chr10:93831304-93831804	0.197204	0.197204	0.197204
chr10	93889084	93889584	532	2.331389	0.544660	0.544660	4.662778	0.558458	2.331389	0.544660	4.662778	0.558458	genic	False	True	False		Metap2	genic|chr10:93889084-93889584	2.331389	2.331389	2.331389
chr10	93889665	93890165	2367	10.372928	0.852725	0.852725	20.745857	0.869115	10.372928	0.852725	20.745857	0.869115	genic	False	True	False		Metap2	genic|chr10:93889665-93890165	10.372928	10.372928	10.372928
chr10	93896843	93897407	17	0.074499	0.036648	0.036648	0.132091	0.033383	0.074499	0.036648	0.132091	0.033383	promoter	True	False	False	Metap2,4930471D02Rik	Metap2,4930471D02Rik	promoter|chr10:93896843-93897407	0.074499	0.074499	0.074499
chr10	93919137	93919637	229	1.003549	0.281083	0.281083	2.007098	0.286273	1.003549	0.281083	2.007098	0.286273	intergenic	False	False	True			intergenic|chr10:93919137-93919637	1.003549	1.003549	1.003549
chr10	93938944	93939444	219	0.959726	0.267255	0.267255	1.919452	0.271961	0.959726	0.267255	1.919452	0.271961	genic	False	True	False		Vezt	genic|chr10:93938944-93939444	0.959726	0.959726	0.959726
chr10	93945339	93945839	342	1.498750	0.410728	0.410728	2.997500	0.421486	1.498750	0.410728	2.997500	0.421486	genic	False	True	False		Vezt	genic|chr10:93945339-93945839	1.498750	1.498750	1.498750
chr10	94035567	94036250	10270	45.006326	0.980752	0.980752	65.895061	0.972852	45.006326	0.980752	65.895061	0.972852	promoter	True	False	False	Fgd6,Vezt	Fgd6,Vezt	promoter|chr10:94035567-94036250	45.006326	45.006326	45.006326
chr10	94068653	94069153	238	1.042990	0.293322	0.293322	2.085980	0.299067	1.042990	0.293322	2.085980	0.299067	genic	False	True	False		Fgd6	genic|chr10:94068653-94069153	1.042990	1.042990	1.042990
chr10	94077190	94077690	175	0.766904	0.211560	0.211560	1.533809	0.213515	0.766904	0.211560	1.533809	0.213515	genic	False	True	False		Fgd6	genic|chr10:94077190-94077690	0.766904	0.766904	0.766904
chr10	94087280	94087780	209	0.915903	0.253799	0.253799	1.831806	0.257673	0.915903	0.253799	1.831806	0.257673	genic	False	True	False		Fgd6	genic|chr10:94087280-94087780	0.915903	0.915903	0.915903
chr10	94112156	94112656	198	0.867697	0.238927	0.238927	1.735395	0.242162	0.867697	0.238927	1.735395	0.242162	genic	False	True	False		Fgd6	genic|chr10:94112156-94112656	0.867697	0.867697	0.867697
chr10	94116191	94116691	979	4.290282	0.699646	0.699646	8.580563	0.715936	4.290282	0.699646	8.580563	0.715936	genic	False	True	False		Fgd6	genic|chr10:94116191-94116691	4.290282	4.290282	4.290282
chr10	94129652	94130152	7776	34.076845	0.966694	0.966694	68.153689	0.974683	34.076845	0.966694	68.153689	0.974683	genic	False	True	False		Fgd6	genic|chr10:94129652-94130152	34.076845	34.076845	34.076845
chr10	94147772	94148365	3304	14.479153	0.893677	0.893677	24.416784	0.889426	14.479153	0.893677	24.416784	0.889426	promoter	True	False	False	Nr2c1	Nr2c1	promoter|chr10:94147772-94148365	14.479153	14.479153	14.479153
chr10	94198469	94199346	3720	16.302194	0.906229	0.906229	18.588591	0.853929	16.302194	0.906229	18.588591	0.853929	promoter	True	False	False	Ndufa12	Ndufa12	promoter|chr10:94198469-94199346	16.302194	16.302194	16.302194
chr10	94230475	94230975	789	3.457643	0.648858	0.648858	6.915286	0.664752	3.457643	0.648858	6.915286	0.664752	intergenic	False	False	True			intergenic|chr10:94230475-94230975	3.457643	3.457643	3.457643
chr10	94265639	94266139	554	2.427800	0.555783	0.555783	4.855600	0.569823	2.427800	0.555783	4.855600	0.569823	intergenic	False	False	True			intergenic|chr10:94265639-94266139	2.427800	2.427800	2.427800
chr10	94282122	94282622	591	2.589945	0.573720	0.573720	5.179891	0.588079	2.589945	0.573720	5.179891	0.588079	intergenic	False	False	True			intergenic|chr10:94282122-94282622	2.589945	2.589945	2.589945
chr10	94294805	94295305	328	1.437398	0.397585	0.397585	2.874796	0.407988	1.437398	0.397585	2.874796	0.407988	genic	False	True	False		Gm4792	genic|chr10:94294805-94295305	1.437398	1.437398	1.437398
chr10	94298453	94298953	65	0.284850	0.124957	0.124957	0.569700	0.125294	0.284850	0.124957	0.569700	0.125294	promoter	True	False	False	Gm4792	Gm4792	promoter|chr10:94298453-94298953	0.284850	0.284850	0.284850
chr10	94311437	94312308	720	3.155263	0.625589	0.625589	3.622576	0.483096	3.155263	0.625589	3.622576	0.483096	promoter	True	False	False	Tmcc3	Tmcc3	promoter|chr10:94311437-94312308	3.155263	3.155263	3.155263
chr10	94318586	94319086	141	0.617906	0.179589	0.179589	1.235811	0.180522	0.617906	0.179589	1.235811	0.180522	genic	False	True	False		Tmcc3	genic|chr10:94318586-94319086	0.617906	0.617906	0.617906
chr10	94332146	94332646	203	0.889609	0.245398	0.245398	1.779218	0.248899	0.889609	0.245398	1.779218	0.248899	genic	False	True	False		Tmcc3	genic|chr10:94332146-94332646	0.889609	0.889609	0.889609
chr10	94347310	94347810	322	1.411104	0.391557	0.391557	2.822208	0.401712	1.411104	0.391557	2.822208	0.401712	genic	False	True	False		Tmcc3	genic|chr10:94347310-94347810	1.411104	1.411104	1.411104
chr10	94350804	94351304	507	2.221831	0.530814	0.530814	4.443663	0.544748	2.221831	0.530814	4.443663	0.544748	genic	False	True	False		Tmcc3	genic|chr10:94350804-94351304	2.221831	2.221831	2.221831
chr10	94371255	94371755	604	2.646915	0.579483	0.579483	5.293831	0.593972	2.646915	0.579483	5.293831	0.593972	genic	False	True	False		Tmcc3	genic|chr10:94371255-94371755	2.646915	2.646915	2.646915
chr10	94378407	94378907	1684	7.379810	0.802610	0.802610	14.759621	0.819077	7.379810	0.802610	14.759621	0.819077	genic	False	True	False		Tmcc3	genic|chr10:94378407-94378907	7.379810	7.379810	7.379810
chr10	94398146	94398646	225	0.986020	0.275769	0.275769	1.972040	0.280841	0.986020	0.275769	1.972040	0.280841	genic	False	True	False		Tmcc3	genic|chr10:94398146-94398646	0.986020	0.986020	0.986020
chr10	94408692	94409192	761	3.334938	0.640007	0.640007	6.669876	0.655730	3.334938	0.640007	6.669876	0.655730	genic	False	True	False		Tmcc3	genic|chr10:94408692-94409192	3.334938	3.334938	3.334938
chr10	94413766	94414266	879	3.852051	0.675072	0.675072	7.704101	0.691338	3.852051	0.675072	7.704101	0.691338	genic	False	True	False		Tmcc3	genic|chr10:94413766-94414266	3.852051	3.852051	3.852051
chr10	94416353	94416853	578	2.532975	0.567509	0.567509	5.065951	0.581738	2.532975	0.567509	5.065951	0.581738	genic	False	True	False		Tmcc3	genic|chr10:94416353-94416853	2.532975	2.532975	2.532975
chr10	94426221	94426721	446	1.954510	0.492939	0.492939	3.909021	0.505975	1.954510	0.492939	3.909021	0.505975	genic	False	True	False		Tmcc3	genic|chr10:94426221-94426721	1.954510	1.954510	1.954510
chr10	94428163	94428663	228	0.999167	0.279684	0.279684	1.998333	0.284921	0.999167	0.279684	1.998333	0.284921	genic	False	True	False		Tmcc3	genic|chr10:94428163-94428663	0.999167	0.999167	0.999167
chr10	94446274	94446774	341	1.494368	0.409754	0.409754	2.988736	0.420499	1.494368	0.409754	2.988736	0.420499	genic	False	True	False		Tmcc3	genic|chr10:94446274-94446774	1.494368	1.494368	1.494368
chr10	94462590	94463090	206	0.902756	0.249430	0.249430	1.805512	0.253085	0.902756	0.249430	1.805512	0.253085	genic	False	True	False		Tmcc3	genic|chr10:94462590-94463090	0.902756	0.902756	0.902756
chr10	94466284	94466784	943	4.132519	0.691451	0.691451	8.265037	0.707469	4.132519	0.691451	8.265037	0.707469	genic	False	True	False		Tmcc3	genic|chr10:94466284-94466784	4.132519	4.132519	4.132519
chr10	94480570	94481070	1670	7.318458	0.801317	0.801317	14.636916	0.817902	7.318458	0.801317	14.636916	0.817902	genic	False	True	False		Tmcc3	genic|chr10:94480570-94481070	7.318458	7.318458	7.318458
chr10	94494390	94494890	568	2.489152	0.562845	0.562845	4.978304	0.576979	2.489152	0.562845	4.978304	0.576979	genic	False	True	False		Tmcc3	genic|chr10:94494390-94494890	2.489152	2.489152	2.489152
chr10	94514906	94515406	1297	5.683856	0.756917	0.756917	11.367713	0.772965	5.683856	0.756917	11.367713	0.772965	genic	False	True	False		Tmcc3	genic|chr10:94514906-94515406	5.683856	5.683856	5.683856
chr10	94520857	94521357	398	1.744159	0.458228	0.458228	3.488319	0.470656	1.744159	0.458228	3.488319	0.470656	genic	False	True	False		Tmcc3	genic|chr10:94520857-94521357	1.744159	1.744159	1.744159
chr10	94526832	94527332	554	2.427800	0.555783	0.555783	4.855600	0.569823	2.427800	0.555783	4.855600	0.569823	genic	False	True	False		Tmcc3	genic|chr10:94526832-94527332	2.427800	2.427800	2.427800
chr10	94529984	94530484	225	0.986020	0.275769	0.275769	1.972040	0.280841	0.986020	0.275769	1.972040	0.280841	genic	False	True	False		Tmcc3	genic|chr10:94529984-94530484	0.986020	0.986020	0.986020
chr10	94545175	94545675	198	0.867697	0.238927	0.238927	1.735395	0.242162	0.867697	0.238927	1.735395	0.242162	genic	False	True	False		Tmcc3	genic|chr10:94545175-94545675	0.867697	0.867697	0.867697
chr10	94549495	94550322	664	2.909854	0.604098	0.604098	3.518566	0.473685	2.909854	0.604098	3.518566	0.473685	genic	False	True	False		Tmcc3	genic|chr10:94549495-94550322	2.909854	2.909854	2.909854
chr10	94550583	94551083	519	2.274419	0.537327	0.537327	4.548838	0.551113	2.274419	0.537327	4.548838	0.551113	genic	False	True	False		Tmcc3	genic|chr10:94550583-94551083	2.274419	2.274419	2.274419
chr10	94567880	94568380	468	2.050921	0.507504	0.507504	4.101842	0.520777	2.050921	0.507504	4.101842	0.520777	genic	False	True	False		Tmcc3	genic|chr10:94567880-94568380	2.050921	2.050921	2.050921
chr10	94575944	94576444	257	1.126254	0.317695	0.317695	2.252507	0.324739	1.126254	0.317695	2.252507	0.324739	genic	False	True	False		Tmcc3	genic|chr10:94575944-94576444	1.126254	1.126254	1.126254
chr10	94620289	94621227	317	1.389192	0.386137	0.386137	1.481015	0.206412	1.389192	0.386137	1.481015	0.206412	promoter	True	False	False	Gm48657	Gm48657	promoter|chr10:94620289-94621227	1.389192	1.389192	1.389192
chr10	94621593	94622093	896	3.926550	0.679436	0.679436	7.853100	0.695513	3.926550	0.679436	7.853100	0.695513	genic	False	True	False		Gm48657	genic|chr10:94621593-94622093	3.926550	3.926550	3.926550
chr10	94623526	94624026	934	4.093078	0.689343	0.689343	8.186156	0.705296	4.093078	0.689343	8.186156	0.705296	genic	False	True	False		Gm48657	genic|chr10:94623526-94624026	4.093078	4.093078	4.093078
chr10	94688399	94688903	7383	32.354597	0.963624	0.963624	64.195628	0.971341	32.354597	0.963624	64.195628	0.971341	promoter	True	False	False	Cep83	Cep83	promoter|chr10:94688399-94688903	32.354597	32.354597	32.354597
chr10	94818603	94819591	411	1.801130	0.468607	0.468607	1.823006	0.255334	1.801130	0.468607	1.823006	0.255334	genic	False	True	False		Plxnc1	genic|chr10:94818603-94819591	1.801130	1.801130	1.801130
chr10	94829380	94829880	365	1.599543	0.430832	0.430832	3.199086	0.442652	1.599543	0.430832	3.199086	0.442652	genic	False	True	False		Plxnc1	genic|chr10:94829380-94829880	1.599543	1.599543	1.599543
chr10	94905641	94906141	1670	7.318458	0.801317	0.801317	14.636916	0.817902	7.318458	0.801317	14.636916	0.817902	genic	False	True	False		Plxnc1	genic|chr10:94905641-94906141	7.318458	7.318458	7.318458
chr10	94919503	94920003	502	2.199920	0.528051	0.528051	4.399839	0.541772	2.199920	0.528051	4.399839	0.541772	genic	False	True	False		Plxnc1	genic|chr10:94919503-94920003	2.199920	2.199920	2.199920
chr10	94934118	94934618	901	3.948462	0.680853	0.680853	7.896923	0.696942	3.948462	0.680853	7.896923	0.696942	genic	False	True	False		Plxnc1	genic|chr10:94934118-94934618	3.948462	3.948462	3.948462
chr10	94943643	94944143	505	2.213067	0.529686	0.529686	4.426133	0.543550	2.213067	0.529686	4.426133	0.543550	genic	False	True	False		Plxnc1	genic|chr10:94943643-94944143	2.213067	2.213067	2.213067
chr10	94944527	94945085	898	3.935315	0.679949	0.679949	7.052535	0.669753	3.935315	0.679949	7.052535	0.669753	promoter	True	False	False	Plxnc1	Plxnc1	promoter|chr10:94944527-94945085	3.935315	3.935315	3.935315
chr10	94945173	94945673	513	2.248125	0.534197	0.534197	4.496250	0.548131	2.248125	0.534197	4.496250	0.548131	promoter	True	False	False	Plxnc1		promoter|chr10:94945173-94945673	2.248125	2.248125	2.248125
chr10	94958346	94958846	278	1.218282	0.343632	0.343632	2.436565	0.351816	1.218282	0.343632	2.436565	0.351816	intergenic	False	False	True			intergenic|chr10:94958346-94958846	1.218282	1.218282	1.218282
chr10	94991407	94991907	445	1.950128	0.492248	0.492248	3.900256	0.505237	1.950128	0.492248	3.900256	0.505237	intergenic	False	False	True			intergenic|chr10:94991407-94991907	1.950128	1.950128	1.950128
chr10	94992131	94992631	254	1.113107	0.314200	0.314200	2.226214	0.321031	1.113107	0.314200	2.226214	0.321031	intergenic	False	False	True			intergenic|chr10:94992131-94992631	1.113107	1.113107	1.113107
chr10	94999192	94999692	0	0.000000	0.005922	0.005922	0.000000	0.005922	0.000000	0.005922	0.000000	0.005922	promoter	True	False	False	Gm48867	Gm48867	promoter|chr10:94999192-94999692	0.000000	0.000000	0.000000
chr10	95013843	95014343	595	2.607475	0.575297	0.575297	5.214949	0.589697	2.607475	0.575297	5.214949	0.589697	intergenic	False	False	True			intergenic|chr10:95013843-95014343	2.607475	2.607475	2.607475
chr10	95015508	95016008	509	2.230596	0.531954	0.531954	4.461192	0.545923	2.230596	0.531954	4.461192	0.545923	intergenic	False	False	True			intergenic|chr10:95015508-95016008	2.230596	2.230596	2.230596
chr10	95033009	95033509	220	0.964108	0.268684	0.268684	1.928217	0.273508	0.964108	0.268684	1.928217	0.273508	intergenic	False	False	True			intergenic|chr10:95033009-95033509	0.964108	0.964108	0.964108
chr10	95088051	95088551	2034	8.913619	0.831192	0.831192	17.827238	0.847712	8.913619	0.831192	17.827238	0.847712	intergenic	False	False	True			intergenic|chr10:95088051-95088551	8.913619	8.913619	8.913619
chr10	95136624	95137124	46	0.201586	0.097503	0.097503	0.403173	0.097839	0.201586	0.097503	0.403173	0.097839	promoter	True	False	False	Gm33091	Gm33091,Gm29684	promoter|chr10:95136624-95137124	0.201586	0.201586	0.201586
chr10	95139600	95140100	369	1.617072	0.434109	0.434109	3.234145	0.446029	1.617072	0.434109	3.234145	0.446029	genic	False	True	False		Gm29684	genic|chr10:95139600-95140100	1.617072	1.617072	1.617072
chr10	95142855	95143355	1475	6.463908	0.780764	0.780764	12.927815	0.796764	6.463908	0.780764	12.927815	0.796764	genic	False	True	False		Gm29684	genic|chr10:95142855-95143355	6.463908	6.463908	6.463908
chr10	95145575	95146075	46	0.201586	0.097503	0.097503	0.403173	0.097839	0.201586	0.097503	0.403173	0.097839	promoter	True	False	False	Gm29684	Gm29684	promoter|chr10:95145575-95146075	0.201586	0.201586	0.201586
chr10	95182957	95183457	246	1.078048	0.304056	0.304056	2.156097	0.310474	1.078048	0.304056	2.156097	0.310474	genic	False	True	False		Cradd	genic|chr10:95182957-95183457	1.078048	1.078048	1.078048
chr10	95200246	95200746	519	2.274419	0.537327	0.537327	4.548838	0.551113	2.274419	0.537327	4.548838	0.551113	genic	False	True	False		Cradd	genic|chr10:95200246-95200746	2.274419	2.274419	2.274419
chr10	95204356	95204856	207	0.907138	0.250812	0.250812	1.814276	0.254543	0.907138	0.250812	1.814276	0.254543	genic	False	True	False		Cradd	genic|chr10:95204356-95204856	0.907138	0.907138	0.907138
chr10	95210079	95210579	265	1.161312	0.327992	0.327992	2.322624	0.335443	1.161312	0.327992	2.322624	0.335443	genic	False	True	False		Cradd	genic|chr10:95210079-95210579	1.161312	1.161312	1.161312
chr10	95223159	95223659	213	0.933432	0.259426	0.259426	1.866864	0.263624	0.933432	0.259426	1.866864	0.263624	genic	False	True	False		Cradd	genic|chr10:95223159-95223659	0.933432	0.933432	0.933432
chr10	95254560	95255060	490	2.147332	0.520866	0.520866	4.294664	0.534557	2.147332	0.520866	4.294664	0.534557	genic	False	True	False		Cradd	genic|chr10:95254560-95255060	2.147332	2.147332	2.147332
chr10	95297540	95298040	324	1.419869	0.393340	0.393340	2.839737	0.403619	1.419869	0.393340	2.839737	0.403619	genic	False	True	False		Cradd	genic|chr10:95297540-95298040	1.419869	1.419869	1.419869
chr10	95321973	95322473	4217	18.480202	0.919254	0.919254	36.960405	0.932845	18.480202	0.919254	36.960405	0.932845	genic	False	True	False		Cradd	genic|chr10:95321973-95322473	18.480202	18.480202	18.480202
chr10	95323317	95324383	3275	14.352066	0.892820	0.892820	13.463477	0.804027	14.352066	0.892820	13.463477	0.804027	promoter	True	False	False	Cradd	Cradd	promoter|chr10:95323317-95324383	14.352066	14.352066	14.352066
chr10	95336025	95336525	9	0.039441	0.022365	0.022365	0.078882	0.022395	0.039441	0.022365	0.078882	0.022395	promoter	True	False	False	2310039L15Rik	2310039L15Rik	promoter|chr10:95336025-95336525	0.039441	0.039441	0.039441
chr10	95414207	95414707	483	2.116656	0.516508	0.516508	4.233312	0.530023	2.116656	0.516508	4.233312	0.530023	genic	False	True	False		Socs2	genic|chr10:95414207-95414707	2.116656	2.116656	2.116656
chr10	95416475	95417456	1640	7.186989	0.798359	0.798359	7.326186	0.678715	7.186989	0.798359	7.326186	0.678715	promoter	True	False	False	Socs2	Socs2	promoter|chr10:95416475-95417456	7.186989	7.186989	7.186989
chr10	95417819	95418319	552	2.419035	0.554744	0.554744	4.838071	0.568725	2.419035	0.554744	4.838071	0.568725	intergenic	False	False	True			intergenic|chr10:95417819-95418319	2.419035	2.419035	2.419035
chr10	95460974	95461474	0	0.000000	0.005922	0.005922	0.000000	0.005922	0.000000	0.005922	0.000000	0.005922	promoter	True	False	False	Gm47599	Gm47599	promoter|chr10:95460974-95461474	0.000000	0.000000	0.000000
chr10	95475913	95476413	570	2.497917	0.563789	0.563789	4.995834	0.577936	2.497917	0.563789	4.995834	0.577936	intergenic	False	False	True			intergenic|chr10:95475913-95476413	2.497917	2.497917	2.497917
chr10	95501559	95502190	2138	9.369379	0.838378	0.838378	14.848462	0.820015	9.369379	0.838378	14.848462	0.820015	promoter	True	False	False	Mrpl42	Mrpl42	promoter|chr10:95501559-95502190	9.369379	9.369379	9.369379
chr10	95514703	95515394	15456	67.732987	0.992992	0.992992	98.021689	0.989325	67.732987	0.992992	98.021689	0.989325	promoter	True	False	False	Ube2n	Ube2n	promoter|chr10:95514703-95515394	67.732987	67.732987	67.732987
chr10	95545013	95545513	448	1.963275	0.494255	0.494255	3.926550	0.507309	1.963275	0.494255	3.926550	0.507309	genic	False	True	False		Ube2n	genic|chr10:95545013-95545513	1.963275	1.963275	1.963275
chr10	95563384	95563884	682	2.988736	0.611106	0.611106	5.977471	0.626740	2.988736	0.611106	5.977471	0.626740	promoter	True	False	False	Nudt4	Nudt4	promoter|chr10:95563384-95563884	2.988736	2.988736	2.988736
chr10	95563896	95564495	3010	13.190754	0.883474	0.883474	22.021292	0.876932	13.190754	0.883474	22.021292	0.876932	promoter	True	False	False	Nudt4	Nudt4	promoter|chr10:95563896-95564495	13.190754	13.190754	13.190754
chr10	95574502	95575002	132	0.578465	0.172994	0.172994	1.156930	0.173738	0.578465	0.172994	1.156930	0.173738	intergenic	False	False	True			intergenic|chr10:95574502-95575002	0.578465	0.578465	0.578465
chr10	95630611	95631111	238	1.042990	0.293322	0.293322	2.085980	0.299067	1.042990	0.293322	2.085980	0.299067	genic	False	True	False		Gm33336	genic|chr10:95630611-95631111	1.042990	1.042990	1.042990
chr10	95631989	95632489	19	0.083264	0.040922	0.040922	0.166528	0.040952	0.083264	0.040922	0.166528	0.040952	promoter	True	False	False	Gm33336	Gm33336	promoter|chr10:95631989-95632489	0.083264	0.083264	0.083264
chr10	95634232	95634732	26	0.113940	0.056025	0.056025	0.227880	0.056120	0.113940	0.056025	0.227880	0.056120	promoter	True	False	False	Gm47667	Gm47667	promoter|chr10:95634232-95634732	0.113940	0.113940	0.113940
chr10	95673201	95673701	8	0.035058	0.020883	0.020883	0.070117	0.020931	0.035058	0.020883	0.070117	0.020931	promoter	True	False	False	Anapc15-ps	Anapc15-ps	promoter|chr10:95673201-95673701	0.035058	0.035058	0.035058
chr10	95704864	95705364	125	0.547789	0.168489	0.168489	1.095578	0.169103	0.547789	0.168489	1.095578	0.169103	intergenic	False	False	True			intergenic|chr10:95704864-95705364	0.547789	0.547789	0.547789
chr10	95717257	95717757	61	0.267321	0.120122	0.120122	0.534642	0.120423	0.267321	0.120122	0.534642	0.120423	promoter	True	False	False	Gm47671	Gm47671	promoter|chr10:95717257-95717757	0.267321	0.267321	0.267321
chr10	95722250	95722750	70	0.306762	0.130702	0.130702	0.613523	0.131092	0.306762	0.130702	0.613523	0.131092	promoter	True	False	False	1110019B22Rik	1110019B22Rik	promoter|chr10:95722250-95722750	0.306762	0.306762	0.306762
chr10	95725799	95726299	942	4.128136	0.691256	0.691256	8.256273	0.707292	4.128136	0.691256	8.256273	0.707292	intergenic	False	False	True			intergenic|chr10:95725799-95726299	4.128136	4.128136	4.128136
chr10	95729932	95730432	10	0.043823	0.023971	0.023971	0.087646	0.023983	0.043823	0.023971	0.087646	0.023983	promoter	True	False	False	Gm47708	Gm47708	promoter|chr10:95729932-95730432	0.043823	0.043823	0.043823
chr10	95745826	95746645	480	2.103509	0.514784	0.514784	2.568387	0.369983	2.103509	0.514784	2.568387	0.369983	promoter	True	False	False	4732465J04Rik	4732465J04Rik	promoter|chr10:95745826-95746645	2.103509	2.103509	2.103509
chr10	95772848	95773348	1049	4.597043	0.714678	0.714678	9.194087	0.730980	4.597043	0.714678	9.194087	0.730980	genic	False	True	False		4732465J04Rik	genic|chr10:95772848-95773348	4.597043	4.597043	4.597043
chr10	95790732	95791232	1137	4.982687	0.731942	0.731942	9.965374	0.748438	4.982687	0.731942	9.965374	0.748438	genic	False	True	False		4732465J04Rik	genic|chr10:95790732-95791232	4.982687	4.982687	4.982687
chr10	95801396	95801896	329	1.441780	0.398654	0.398654	2.883560	0.409004	1.441780	0.398654	2.883560	0.409004	intergenic	False	False	True			intergenic|chr10:95801396-95801896	1.441780	1.441780	1.441780
chr10	95817319	95818145	94	0.411937	0.149619	0.149619	0.498713	0.114637	0.411937	0.149619	0.498713	0.114637	promoter	True	False	False	Gm47719,Gm47718	Gm47719,Gm47718	promoter|chr10:95817319-95818145	0.411937	0.411937	0.411937
chr10	95828353	95828853	160	0.701170	0.196044	0.196044	1.402339	0.197449	0.701170	0.196044	1.402339	0.197449	genic	False	True	False		Gm33543,Gm47719	genic|chr10:95828353-95828853	0.701170	0.701170	0.701170
