chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.mut_ATAC.tagAlign.bgz.readCount	ATAC.mut_ATAC.tagAlign.bgz.RPM	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPKM	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.mut_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr7	90450699	90457229	Tmem126a	0	-	ENSMUSG00000030615	protein_coding	Tmem126a	90457229		False		2499	10.951393	0.543378	0.543378	1.677089	0.852288	10.951393	0.543378	1.677089	0.852288	3590	15.732494	0.792200	0.792200	15.732494	0.792200	15.732494	0.792200	15.732494	0.792200	0.792200
chr7	90467437	90476001	Tmem126b	0	-	ENSMUSG00000030614	protein_coding	Tmem126b	90476001		False		1683	7.375428	0.462487	0.462487	0.861213	0.722898	7.375428	0.462487	0.861213	0.722898	15179	66.519087	0.976822	0.976822	66.519087	0.976822	66.519087	0.976822	66.519087	0.976822	0.976822
chr7	90476671	92449247	Dlg2	0	+	ENSMUSG00000052572	protein_coding	Dlg2	90476671		True		103916	455.392153	0.998618	0.998618	0.230862	0.285714	455.392153	0.998618	0.230862	0.285714	8850	38.783446	0.931619	0.931619	38.783446	0.931619	38.783446	0.931619	38.783446	0.931619	0.931619
chr7	90887071	90940052	Gm45159	0	+	ENSMUSG00000109125	lincRNA	Gm45159	90887071		False		2265	9.925933	0.521530	0.521530	0.187349	0.214835	9.925933	0.521530	0.187349	0.214835	544	2.383977	0.561984	0.561984	2.383977	0.561984	2.383977	0.561984	2.383977	0.561984	0.561984
chr7	92561148	92582294	Ccdc90b	0	+	ENSMUSG00000030613	protein_coding	Ccdc90b	92561148		False		7313	32.047835	0.805312	0.805312	1.515551	0.836021	32.047835	0.805312	1.515551	0.836021	8360	36.636114	0.924655	0.924655	36.636114	0.924655	36.636114	0.924655	36.636114	0.924655	0.924655
chr7	92581722	92637142	Ankrd42	0	-	ENSMUSG00000041343	protein_coding	Ankrd42	92637142		False		2264	9.921550	0.521476	0.521476	0.179025	0.201262	9.921550	0.521476	0.179025	0.201262	1484	6.503348	0.657653	0.657653	6.503348	0.657653	6.503348	0.657653	6.503348	0.657653	0.657653
chr7	92643542	92669934	Pcf11	0	-	ENSMUSG00000041328	protein_coding	Pcf11	92669934		False		4387	19.225195	0.683790	0.683790	0.728448	0.680299	19.225195	0.683790	0.728448	0.680299	18470	80.941270	0.987100	0.987100	80.941270	0.987100	80.941270	0.987100	80.941270	0.987100	0.987100
chr7	92729839	92733748	Gm26981	0	+	ENSMUSG00000098041	lincRNA	Gm26981	92729839		False		201	0.880844	0.147783	0.147783	0.225338	0.277244	0.880844	0.147783	0.225338	0.277244	61	0.267321	0.236117	0.236117	0.267321	0.236117	0.267321	0.236117	0.267321	0.236117	0.236117
chr7	92741602	92844535	Rab30	0	+	ENSMUSG00000030643	protein_coding	Rab30	92741602		False		22879	100.262876	0.956799	0.956799	0.974060	0.750257	100.262876	0.956799	0.974060	0.750257	22383	98.089250	0.993125	0.993125	98.089250	0.993125	98.089250	0.993125	98.089250	0.993125	0.993125
chr7	92857524	92874247	Ddias	0	-	ENSMUSG00000030641	protein_coding	Ddias	92874247		False		1527	6.691788	0.445724	0.445724	0.400155	0.498352	6.691788	0.445724	0.400155	0.498352	5293	23.195568	0.860510	0.860510	23.195568	0.860510	23.195568	0.860510	23.195568	0.860510	0.860510
chr7	92874469	92934583	Prcp	0	+	ENSMUSG00000061119	protein_coding	Prcp	92874469		False		17511	76.738635	0.935075	0.935075	1.276552	0.805720	76.738635	0.935075	1.276552	0.805720	7482	32.788445	0.910054	0.910054	32.788445	0.910054	32.788445	0.910054	32.788445	0.910054	0.910054
chr7	93079864	93081867	Fam181b	0	+	ENSMUSG00000051515	protein_coding	Fam181b	93079864		False		2321	10.171342	0.527289	0.527289	5.078054	0.961973	10.171342	0.527289	5.078054	0.961973	1874	8.212449	0.687458	0.687458	8.212449	0.687458	8.212449	0.687458	8.212449	0.687458	0.687458
chr7	93290699	93323950	Gm44947	0	-	ENSMUSG00000109175	lincRNA	Gm44947	93323950		False		743	3.256057	0.335046	0.335046	0.097924	0.071907	3.256057	0.335046	0.097924	0.071907	35	0.153381	0.123702	0.123702	0.153381	0.123702	0.153381	0.123702	0.153381	0.123702	0.123702
chr7	93361677	93380864	Gm45037	0	+	ENSMUSG00000109315	lincRNA	Gm45037	93361677		False		332	1.454927	0.222951	0.222951	0.075829	0.046284	1.454927	0.222951	0.075829	0.046284	71	0.311144	0.274303	0.274303	0.311144	0.274303	0.311144	0.274303	0.311144	0.274303	0.274303
chr7	94042690	94709171	Gm32647	0	+	ENSMUSG00000108532	lincRNA	Gm32647	94042690		False		12933	56.676419	0.901584	0.901584	0.085038	0.056455	56.676419	0.901584	0.085038	0.056455	91	0.398790	0.339760	0.339760	0.398790	0.339760	0.398790	0.339760	0.398790	0.339760	0.339760
chr7	94368982	94372572	Gm44601	0	-	ENSMUSG00000108315	lincRNA	Gm44601	94372572		False		85	0.372496	0.058032	0.058032	0.103759	0.079597	0.372496	0.058032	0.103759	0.079597	8	0.035058	0.031222	0.031222	0.035058	0.031222	0.035058	0.031222	0.035058	0.031222	0.031222
chr7	96171245	96911093	Tenm4	0	+	ENSMUSG00000048078	protein_coding	Tenm4	96171245		False		81680	357.947102	0.997696	0.997696	0.483812	0.563774	357.947102	0.997696	0.483812	0.563774	122	0.534642	0.406067	0.406067	0.534642	0.406067	0.534642	0.406067	0.534642	0.406067	0.406067
chr7	96906825	96951886	C230038L03Rik	0	-	ENSMUSG00000085560	processed_transcript	C230038L03Rik	96951886		False		8090	35.452890	0.826381	0.826381	0.786775	0.700429	35.452890	0.826381	0.786775	0.700429	5391	23.625035	0.863788	0.863788	23.625035	0.863788	23.625035	0.863788	23.625035	0.863788	0.863788
chr7	96951504	97064758	Nars2	0	+	ENSMUSG00000018995	protein_coding	Nars2	96951504		False		6091	26.692652	0.764220	0.764220	0.235688	0.292873	26.692652	0.764220	0.235688	0.292873	5606	24.567231	0.869901	0.869901	24.567231	0.869901	24.567231	0.869901	24.567231	0.869901	0.869901
chr7	97081585	97308946	Gab2	0	+	ENSMUSG00000004508	protein_coding	Gab2	97081585		False		6571	28.796161	0.780806	0.780806	0.126654	0.114399	28.796161	0.780806	0.126654	0.114399	857	3.755640	0.597973	0.597973	3.755640	0.597973	3.755640	0.597973	3.755640	0.597973	0.597973
chr7	97309379	97332020	Usp35	0	-	ENSMUSG00000035713	protein_coding	Usp35	97332020		False		3953	17.323272	0.657299	0.657299	0.765128	0.693660	17.323272	0.657299	0.765128	0.693660	15205	66.633027	0.976964	0.976964	66.633027	0.976964	66.633027	0.976964	66.633027	0.976964	0.976964
chr7	97332326	97350213	Kctd21	0	+	ENSMUSG00000044952	protein_coding	Kctd21	97332326		False		7149	31.329136	0.800581	0.800581	1.751503	0.858809	31.329136	0.800581	1.751503	0.858809	16014	70.178316	0.980118	0.980118	70.178316	0.980118	70.178316	0.980118	70.178316	0.980118	0.980118
chr7	97371605	97392185	Alg8	0	+	ENSMUSG00000035704	protein_coding	Alg8	97371605		False		8226	36.048884	0.829340	0.829340	1.751646	0.858844	36.048884	0.829340	1.751646	0.858844	2399	10.513162	0.724935	0.724935	10.513162	0.724935	10.513162	0.724935	10.513162	0.724935	0.724935
chr7	97400002	97407802	Ndufc2	0	+	ENSMUSG00000030647	protein_coding	Ndufc2	97400002		False		2292	10.044255	0.524400	0.524400	1.287725	0.807315	10.044255	0.524400	1.287725	0.807315	2039	8.935531	0.698976	0.698976	8.935531	0.698976	8.935531	0.698976	8.935531	0.698976	0.698976
chr7	97412937	97417730	Thrsp	0	-	ENSMUSG00000035686	protein_coding	Thrsp	97417730		False		7466	32.718328	0.810274	0.810274	6.826273	0.975582	32.718328	0.810274	6.826273	0.975582	7094	31.088109	0.902966	0.902966	31.088109	0.902966	31.088109	0.902966	31.088109	0.902966	0.902966
chr7	97451322	97459557	Kctd14	0	+	ENSMUSG00000051727	protein_coding	Kctd14	97451322		False		517	2.265654	0.284013	0.284013	0.275125	0.353758	2.265654	0.284013	0.275125	0.353758	0	0.000000	0.008966	0.008966	0.000000	0.008966	0.000000	0.008966	0.000000	0.008966	0.008966
chr7	97480955	97541395	Ints4	0	+	ENSMUSG00000025133	protein_coding	Ints4	97480955		False		9717	42.582909	0.859039	0.859039	0.704548	0.672042	42.582909	0.859039	0.704548	0.672042	8221	36.026973	0.922086	0.922086	36.026973	0.922086	36.026973	0.922086	36.026973	0.922086	0.922086
chr7	97550330	97579497	Aamdc	0	-	ENSMUSG00000035642	protein_coding	Aamdc	97579497		False		2630	11.525476	0.555162	0.555162	0.395155	0.492930	11.525476	0.555162	0.395155	0.492930	15050	65.953769	0.976362	0.976362	65.953769	0.976362	65.953769	0.976362	65.953769	0.976362	0.976362
chr7	97579888	97692778	Rsf1	0	+	ENSMUSG00000035623	protein_coding	Rsf1	97579888		False		5525	24.212264	0.741557	0.741557	0.214477	0.259879	24.212264	0.741557	0.214477	0.259879	15456	67.732987	0.978205	0.978205	67.732987	0.978205	67.732987	0.978205	67.732987	0.978205	0.978205
chr7	97696633	97720796	Clns1a	0	+	ENSMUSG00000025439	protein_coding	Clns1a	97696633		False		2044	8.957442	0.501347	0.501347	0.370709	0.470000	8.957442	0.501347	0.370709	0.470000	2603	11.407154	0.737818	0.737818	11.407154	0.737818	11.407154	0.737818	11.407154	0.737818	0.737818
chr7	97724005	97738289	Aqp11	0	-	ENSMUSG00000042797	protein_coding	Aqp11	97738289		False		3659	16.034873	0.636691	0.636691	1.122576	0.779636	16.034873	0.636691	1.122576	0.779636	2832	12.410703	0.752312	0.752312	12.410703	0.752312	12.410703	0.752312	12.410703	0.752312	0.752312
chr7	97788540	97912381	Pak1	0	+	ENSMUSG00000030774	protein_coding	Pak1	97788540		True		13019	57.053297	0.902470	0.902470	0.460698	0.548464	57.053297	0.902470	0.460698	0.548464	2158	9.457026	0.707995	0.707995	9.457026	0.707995	9.457026	0.707995	9.457026	0.707995	0.707995
chr7	97919954	98049663	Gdpd4	0	+	ENSMUSG00000035582	protein_coding	Gdpd4	97919954		False		2164	9.483319	0.512918	0.512918	0.073112	0.043555	9.483319	0.512918	0.073112	0.043555	55	0.241027	0.211805	0.211805	0.241027	0.211805	0.241027	0.211805	0.241027	0.211805	0.211805
chr7	98051059	98119524	Myo7a	0	-	ENSMUSG00000030761	protein_coding	Myo7a	98119524		False		16388	71.817301	0.928589	0.928589	1.048964	0.765957	71.817301	0.928589	1.048964	0.765957	361	1.582014	0.527820	0.527820	1.582014	0.527820	1.582014	0.527820	1.582014	0.527820	0.527820
chr7	98121558	98178274	Capn5	0	-	ENSMUSG00000035547	protein_coding	Capn5	98178274		False		10207	44.730241	0.866676	0.866676	0.788671	0.700960	44.730241	0.866676	0.788671	0.700960	2873	12.590377	0.754705	0.754705	12.590377	0.754705	12.590377	0.754705	12.590377	0.754705	0.754705
chr7	98143358	98145502	Omp	0	-	ENSMUSG00000074006	protein_coding	Omp	98145502		False		493	2.160479	0.277492	0.277492	1.007686	0.757770	2.160479	0.277492	1.007686	0.757770	207	0.907138	0.477195	0.477195	0.907138	0.477195	0.907138	0.477195	0.907138	0.477195	0.477195
chr7	98177193	98179401	Gm16938	0	+	ENSMUSG00000097749	processed_transcript	Gm16938	98177193		False		3218	14.102274	0.603732	0.603732	6.386900	0.972960	14.102274	0.603732	6.386900	0.972960	351	1.538191	0.525605	0.525605	1.538191	0.525605	1.538191	0.525605	1.538191	0.525605	0.525605
chr7	98192416	98199481	B3gnt6	0	-	ENSMUSG00000074004	protein_coding	B3gnt6	98199481		False		1099	4.816159	0.390084	0.390084	0.681693	0.663075	4.816159	0.390084	0.681693	0.663075	45	0.197204	0.167736	0.167736	0.197204	0.167736	0.197204	0.167736	0.197204	0.167736	0.167736
chr7	98206388	98321208	Acer3	0	-	ENSMUSG00000030760	protein_coding	Acer3	98321208		False		8947	39.208530	0.845448	0.845448	0.341478	0.438211	39.208530	0.845448	0.341478	0.438211	61	0.267321	0.236117	0.236117	0.267321	0.236117	0.267321	0.236117	0.267321	0.236117	0.236117
chr7	98350667	98361328	Tsku	0	-	ENSMUSG00000049580	protein_coding	Tsku	98361328		False		2074	9.088911	0.504448	0.504448	0.852538	0.720133	9.088911	0.504448	0.852538	0.720133	870	3.812610	0.599568	0.599568	3.812610	0.599568	3.812610	0.599568	3.812610	0.599568	0.599568
chr7	98388090	98415624	Gm44507	0	-	ENSMUSG00000108449	lincRNA	Gm44507	98415624		False		6704	29.379008	0.785112	0.785112	1.067008	0.769749	29.379008	0.785112	1.067008	0.769749	82	0.359349	0.311479	0.311479	0.359349	0.311479	0.359349	0.311479	0.359349	0.311479	0.311479
chr7	98440415	98477479	Gucy2d	0	+	ENSMUSG00000074003	protein_coding	Gucy2d	98440415		False		3767	16.508163	0.644789	0.644789	0.445396	0.537407	16.508163	0.644789	0.445396	0.537407	97	0.425084	0.356115	0.356115	0.425084	0.356115	0.425084	0.356115	0.425084	0.356115	0.356115
chr7	98489282	98502181	Lrrc32	0	+	ENSMUSG00000090958	protein_coding	Lrrc32	98489282		False		3226	14.137333	0.604246	0.604246	1.096002	0.775136	14.137333	0.604246	1.096002	0.775136	251	1.099960	0.496367	0.496367	1.099960	0.496367	1.099960	0.496367	1.099960	0.496367	0.496367
chr7	98543319	98562990	A630091E08Rik	0	-	ENSMUSG00000055446	lincRNA	A630091E08Rik	98562990		False		1158	5.074715	0.398802	0.398802	0.257980	0.327108	5.074715	0.398802	0.257980	0.327108	106	0.464525	0.376741	0.376741	0.464525	0.376741	0.464525	0.376741	0.464525	0.376741	0.376741
chr7	98587136	98656783	Emsy	0	-	ENSMUSG00000035401	protein_coding	Emsy	98656783		False		18084	79.249699	0.937874	0.937874	1.137877	0.782365	79.249699	0.937874	1.137877	0.782365	19125	83.811684	0.988447	0.988447	83.811684	0.988447	83.811684	0.988447	83.811684	0.988447	0.988447
chr7	98703102	98718062	Thap12	0	+	ENSMUSG00000030753	protein_coding	Thap12	98703102		False		6770	29.668240	0.787114	0.787114	1.983171	0.876493	29.668240	0.787114	1.983171	0.876493	11352	49.747986	0.955807	0.955807	49.747986	0.955807	49.747986	0.955807	49.747986	0.955807	0.955807
chr7	98720056	98728760	Gm19656	0	-	ENSMUSG00000109149	lincRNA	Gm19656	98728760		False		485	2.125420	0.275295	0.275295	0.244189	0.305277	2.125420	0.275295	0.244189	0.305277	82	0.359349	0.311479	0.311479	0.359349	0.311479	0.359349	0.311479	0.359349	0.311479	0.311479
chr7	98734746	98735081	Gm44934	0	-	ENSMUSG00000108988	lincRNA	Gm44934	98735081		False		281	1.231429	0.198285	0.198285	3.675908	0.940249	1.231429	0.198285	3.675908	0.940249	444	1.945746	0.544796	0.544796	1.945746	0.544796	1.945746	0.544796	1.945746	0.544796	0.544796
chr7	98835111	98855195	Wnt11	0	+	ENSMUSG00000015957	protein_coding	Wnt11	98835111		False		5511	24.150912	0.740671	0.740671	1.202495	0.793741	24.150912	0.740671	1.202495	0.793741	314	1.376045	0.516178	0.516178	1.376045	0.516178	1.376045	0.516178	1.376045	0.516178	0.516178
chr7	98885020	99141141	Uvrag	0	-	ENSMUSG00000035354	protein_coding	Uvrag	99141141		False		32199	141.106008	0.974944	0.974944	0.550935	0.604600	141.106008	0.974944	0.550935	0.604600	33189	145.444495	0.998476	0.998476	145.444495	0.998476	145.444495	0.998476	145.444495	0.998476	0.998476
chr7	99153657	99182719	Dgat2	0	-	ENSMUSG00000030747	protein_coding	Dgat2	99182719		False		4599	20.154245	0.696141	0.696141	0.693491	0.667612	20.154245	0.696141	0.693491	0.667612	4579	20.066599	0.835702	0.835702	20.066599	0.835702	20.066599	0.835702	20.066599	0.835702	0.835702
chr7	99219083	99238619	Mogat2	0	-	ENSMUSG00000052396	protein_coding	Mogat2	99238619		False		1756	7.695337	0.470514	0.470514	0.393905	0.491831	7.695337	0.470514	0.393905	0.491831	67	0.293615	0.259755	0.259755	0.293615	0.259755	0.293615	0.259755	0.293615	0.259755	0.259755
chr7	99260480	99267218	Gm26705	0	-	ENSMUSG00000097015	lincRNA	Gm26705	99267218		False		283	1.240194	0.199047	0.199047	0.184060	0.209377	1.240194	0.199047	0.184060	0.209377	3741	16.394223	0.799926	0.799926	16.394223	0.799926	16.394223	0.799926	16.394223	0.799926	0.799926
chr7	99267446	99337137	Map6	0	+	ENSMUSG00000055407	protein_coding	Map6	99267446		False		13915	60.979847	0.910834	0.910834	0.875003	0.726831	60.979847	0.910834	0.875003	0.726831	4052	17.757121	0.814048	0.814048	17.757121	0.814048	17.757121	0.814048	17.757121	0.814048	0.814048
chr7	99345375	99353239	Serpinh1	0	-	ENSMUSG00000070436	protein_coding	Serpinh1	99353239		False		2580	11.306360	0.550643	0.550643	1.437737	0.827019	11.306360	0.550643	1.437737	0.827019	504	2.208684	0.555268	0.555268	2.208684	0.555268	2.208684	0.555268	2.208684	0.555268	0.555268
chr7	99381413	99461877	Gdpd5	0	+	ENSMUSG00000035314	protein_coding	Gdpd5	99381413		False		27721	121.482023	0.967608	0.967608	1.509769	0.835241	121.482023	0.967608	1.509769	0.835241	11369	49.822485	0.956019	0.956019	49.822485	0.956019	49.822485	0.956019	49.822485	0.956019	0.956019
chr7	99466003	99474022	Klhl35	0	+	ENSMUSG00000035298	protein_coding	Klhl35	99466003		False		4491	19.680955	0.690204	0.690204	2.454290	0.902258	19.680955	0.690204	2.454290	0.902258	566	2.480388	0.565581	0.565581	2.480388	0.565581	2.480388	0.565581	2.480388	0.565581	0.565581
chr7	99477895	99483738	Rps3	0	-	ENSMUSG00000030744	protein_coding	Rps3	99483738		False		4458	19.536339	0.688397	0.688397	3.343546	0.932771	19.536339	0.688397	3.343546	0.932771	5377	23.563682	0.863345	0.863345	23.563682	0.863345	23.563682	0.863345	23.563682	0.863345	0.863345
chr7	99535465	99606771	Arrb1	0	+	ENSMUSG00000018909	protein_coding	Arrb1	99535465		False		20017	87.720704	0.946592	0.946592	1.230201	0.798632	87.720704	0.946592	1.230201	0.798632	3939	17.261920	0.809140	0.809140	17.261920	0.809140	17.261920	0.809140	17.261920	0.809140	0.809140
chr7	99624081	99627103	Tpbgl	0	-	ENSMUSG00000096606	protein_coding	Tpbgl	99627103		False		1975	8.655063	0.493816	0.493816	2.864018	0.918276	8.655063	0.493816	2.864018	0.918276	266	1.165695	0.501719	0.501719	1.165695	0.501719	1.165695	0.501719	1.165695	0.501719	0.501719
chr7	99625935	99631711	Gm10605	0	+	ENSMUSG00000097974	lincRNA	Gm10605	99625935		False		1622	7.108107	0.455860	0.455860	1.230628	0.798738	7.108107	0.455860	1.230628	0.798738	1603	7.024843	0.667098	0.667098	7.024843	0.667098	7.024843	0.667098	7.024843	0.667098	0.667098
chr7	99657803	99711340	Slco2b1	0	-	ENSMUSG00000030737	protein_coding	Slco2b1	99711340		False		11193	49.051199	0.881277	0.881277	0.916211	0.737251	49.051199	0.881277	0.916211	0.737251	108	0.473290	0.380657	0.380657	0.473290	0.380657	0.473290	0.380657	0.473290	0.380657	0.380657
chr7	99730272	99736399	Olfr520	0	+	ENSMUSG00000073998	protein_coding	Olfr520	99730272		False		237	1.038608	0.172148	0.172148	0.169513	0.185101	1.038608	0.172148	0.169513	0.185101	48	0.210351	0.181398	0.181398	0.210351	0.181398	0.210351	0.181398	0.210351	0.181398	0.181398
chr7	99763506	99769321	Olfr521	0	+	ENSMUSG00000073997	protein_coding	Olfr521	99763506		False		263	1.152548	0.187954	0.187954	0.198203	0.233441	1.152548	0.187954	0.198203	0.233441	106	0.464525	0.376741	0.376741	0.464525	0.376741	0.464525	0.376741	0.464525	0.376741	0.376741
chr7	99780000	99781539	F730035P03Rik	0	-	ENSMUSG00000053360	lincRNA	F730035P03Rik	99781539		False		58	0.254174	0.036910	0.036910	0.165155	0.177623	0.254174	0.036910	0.165155	0.177623	25	0.109558	0.082752	0.082752	0.109558	0.082752	0.109558	0.082752	0.109558	0.082752	0.082752
chr7	99811438	99828417	Neu3	0	-	ENSMUSG00000035239	protein_coding	Neu3	99828417		False		4577	20.057834	0.694564	0.694564	1.181332	0.790552	20.057834	0.694564	1.181332	0.790552	4494	19.694102	0.832016	0.832016	19.694102	0.832016	19.694102	0.832016	19.694102	0.832016	0.832016
chr7	99837568	99863462	Spcs2	0	-	ENSMUSG00000035227	protein_coding	Spcs2	99863462		False		7984	34.988365	0.823635	0.823635	1.351215	0.815749	34.988365	0.823635	1.351215	0.815749	53	0.232262	0.203583	0.203583	0.232262	0.203583	0.232262	0.203583	0.232262	0.203583	0.203583
chr7	99859115	99917822	Xrra1	0	+	ENSMUSG00000035211	protein_coding	Xrra1	99859115		False		5975	26.184304	0.760233	0.760233	0.446017	0.538009	26.184304	0.760233	0.446017	0.538009	7174	31.438694	0.904295	0.904295	31.438694	0.904295	31.438694	0.904295	31.438694	0.904295	0.904295
chr7	99920253	99980448	Rnf169	0	-	ENSMUSG00000058761	protein_coding	Rnf169	99980448		False		6806	29.826004	0.788372	0.788372	0.495490	0.571145	29.826004	0.788372	0.495490	0.571145	6670	29.230009	0.894532	0.894532	29.230009	0.894532	29.230009	0.894532	29.230009	0.894532	0.894532
chr7	100006171	100034728	Chrdl2	0	+	ENSMUSG00000030732	protein_coding	Chrdl2	100006171		False		4575	20.049069	0.694422	0.694422	0.702072	0.670730	20.049069	0.694422	0.702072	0.670730	547	2.397124	0.562533	0.562533	2.397124	0.562533	2.397124	0.562533	2.397124	0.562533	0.562533
chr7	100082110	100121565	Pold3	0	-	ENSMUSG00000030726	protein_coding	Pold3	100121565		False		3837	16.814924	0.649927	0.649927	0.426180	0.521671	16.814924	0.649927	0.426180	0.521671	3106	13.611456	0.767622	0.767622	13.611456	0.767622	13.611456	0.767622	13.611456	0.767622	0.767622
chr7	100159276	100161365	Lipt2	0	+	ENSMUSG00000030725	protein_coding	Lipt2	100159276		False		6811	29.847915	0.788620	0.788620	14.288136	0.993089	29.847915	0.788620	14.288136	0.993089	6479	28.392988	0.890562	0.890562	28.392988	0.890562	28.392988	0.890562	28.392988	0.890562	0.890562
chr7	100176501	100184869	Kcne3	0	+	ENSMUSG00000035165	protein_coding	Kcne3	100176501		False		608	2.664445	0.306695	0.306695	0.318409	0.411312	2.664445	0.306695	0.318409	0.411312	47	0.205969	0.176631	0.176631	0.205969	0.176631	0.205969	0.176631	0.205969	0.176631	0.176631
chr7	100227393	100278868	Pgm2l1	0	+	ENSMUSG00000030729	protein_coding	Pgm2l1	100227393		False		4639	20.329537	0.698214	0.698214	0.394940	0.492682	20.329537	0.698214	0.394940	0.492682	6568	28.783014	0.892547	0.892547	28.783014	0.892547	28.783014	0.892547	28.783014	0.892547	0.892547
chr7	100285519	100319699	P4ha3	0	+	ENSMUSG00000051048	protein_coding	P4ha3	100285519		False		1612	7.064284	0.454496	0.454496	0.206679	0.247156	7.064284	0.454496	0.206679	0.247156	228	0.999167	0.487366	0.487366	0.999167	0.487366	0.999167	0.487366	0.999167	0.487366	0.487366
chr7	100326736	100372307	Ppme1	0	-	ENSMUSG00000030718	protein_coding	Ppme1	100372307		False		18808	82.422491	0.941011	0.941011	1.808661	0.863735	82.422491	0.941011	1.808661	0.863735	18271	80.069191	0.986320	0.986320	80.069191	0.986320	80.069191	0.986320	80.069191	0.986320	0.986320
chr7	100372232	100470152	C2cd3	0	+	ENSMUSG00000047248	protein_coding	C2cd3	100372232		False		10525	46.123815	0.871850	0.871850	0.471036	0.555410	46.123815	0.871850	0.471036	0.555410	18436	80.792272	0.986781	0.986781	80.792272	0.986781	80.792272	0.986781	80.792272	0.986781	0.986781
chr7	100472989	100486432	Ucp3	0	+	ENSMUSG00000032942	protein_coding	Ucp3	100472989		False		1597	6.998549	0.453202	0.453202	0.520609	0.586951	6.998549	0.453202	0.520609	0.586951	208	0.911521	0.477673	0.477673	0.911521	0.477673	0.911521	0.477673	0.911521	0.477673	0.477673
chr7	100493336	100502020	Ucp2	0	+	ENSMUSG00000033685	protein_coding	Ucp2	100493336		False		2115	9.268586	0.508417	0.508417	1.067318	0.769784	9.268586	0.508417	1.067318	0.769784	419	1.836188	0.539923	0.539923	1.836188	0.539923	1.836188	0.539923	1.836188	0.539923	0.539923
chr7	100501715	100514960	Dnajb13	0	-	ENSMUSG00000030708	protein_coding	Dnajb13	100514960		False		815	3.571583	0.347503	0.347503	0.269655	0.345749	3.571583	0.347503	0.269655	0.345749	120	0.525877	0.403161	0.403161	0.525877	0.403161	0.525877	0.403161	0.525877	0.403161	0.403161
chr7	100537070	100540369	Coa4	0	+	ENSMUSG00000044881	protein_coding	Coa4	100537070		False		4335	18.997315	0.680724	0.680724	5.758507	0.968317	18.997315	0.680724	5.758507	0.968317	9695	42.486498	0.941418	0.941418	42.486498	0.941418	42.486498	0.941418	42.486498	0.941418	0.941418
chr7	100542337	100543180	Gm39059	0	-	ENSMUSG00000109123	lincRNA	Gm39059	100543180		False		10	0.043823	0.006539	0.006539	0.051985	0.022823	0.043823	0.006539	0.051985	0.022823	27	0.118322	0.090885	0.090885	0.118322	0.090885	0.118322	0.090885	0.118322	0.090885	0.090885
chr7	100545750	100608301	Mrpl48	0	-	ENSMUSG00000030706	protein_coding	Mrpl48	100608301		False		22963	100.630990	0.957083	0.957083	1.608783	0.845660	100.630990	0.957083	1.608783	0.845660	2858	12.524643	0.753836	0.753836	12.524643	0.753836	12.524643	0.753836	12.524643	0.753836	0.753836
chr7	100607409	100641268	Rab6a	0	+	ENSMUSG00000030704	protein_coding	Rab6a	100607409		False		12149	53.240687	0.891767	0.891767	1.572424	0.842046	53.240687	0.891767	1.572424	0.842046	11587	50.777829	0.957685	0.957685	50.777829	0.957685	50.777829	0.957685	50.777829	0.957685	0.957685
chr7	100642891	100662414	Plekhb1	0	-	ENSMUSG00000030701	protein_coding	Plekhb1	100662414		False		4127	18.085794	0.668693	0.668693	0.926384	0.739838	18.085794	0.668693	0.926384	0.739838	75	0.328673	0.288585	0.288585	0.328673	0.288585	0.328673	0.288585	0.328673	0.288585	0.288585
chr7	100675087	100677760	Gm35082	0	+	ENSMUSG00000108866	lincRNA	Gm35082	100675087		False		117	0.512730	0.082450	0.082450	0.191818	0.221852	0.512730	0.082450	0.191818	0.221852	116	0.508348	0.396056	0.396056	0.508348	0.396056	0.508348	0.396056	0.508348	0.396056	0.396056
chr7	100706634	100841656	Fam168a	0	+	ENSMUSG00000029461	protein_coding	Fam168a	100706634		True		13138	57.574792	0.903551	0.903551	0.426410	0.522026	57.574792	0.903551	0.426410	0.522026	19127	83.820448	0.988482	0.988482	83.820448	0.988482	83.820448	0.988482	83.820448	0.988482	0.988482
