chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr2	98655001	98675000	chr2	98655001	100340000	1685000	20000	188879.1567644276	96.0%	0.088	-0.499020874480623
chr11	119925001	119955000	chr11	119925001	120665000	740000	30000	218942.46505968482	95.0%	0.0475	-0.49967037211229526
chr6	134625001	134660000	chr6	134625001	134940000	315000	35000	325184.2290575172	99.0%	0.063	-0.5002951404909471
chr2	153130001	153150000	chr2	153130001	153675000	545000	20000	234236.03027041673	98.0%	0.05	-0.5012029479472497
chr19	53835001	53855000	chr19	53010001	53855000	845000	20000	159973.95640460227	96.0%	0.079	-0.5020006691923065
chr9	73305001	73325000	chr9	73305001	73920000	615000	20000	222073.7096031616	97.0%	0.064	-0.5114977738939921
chr9	43275001	43300000	chr9	42320001	43300000	980000	25000	113374.63301298309	97.0%	0.087	-0.5115435038382924
chr7	112665001	112685000	chr7	112665001	113355000	690000	20000	178775.44401965966	96.0%	0.0995	-0.5116062324292768
chr8	57645001	57670000	chr8	57645001	57965000	320000	25000	324264.35592473636	98.0%	0.0945	-0.5159359085795385
chr11	92760001	92780000	chr11	92760001	93860000	1100000	20000	109119.5991333027	97.0%	0.054	-0.5210647555650579
chr4	85140001	85165000	chr4	85140001	85855000	715000	25000	165648.39621550118	99.0%	0.028	-0.5212025581401858
chr11	110475001	110495000	chr11	110325001	110495000	170000	20000	487749.9144861121	99.0%	0.08399999999999999	-0.5247157835540327
chr6	63250001	63285000	chr6	63250001	63575000	325000	35000	196583.57406579054	99.0%	0.089	-0.5256264564351018
chr2	94035001	94055000	chr2	94035001	94440000	405000	20000	206582.40480005374	99.0%	0.064	-0.5266050383106216
chr9	33250001	33280000	chr9	33250001	34440000	1190000	30000	90466.90274130338	98.0%	0.0295	-0.5291193826386749
chr12	4830001	4850000	chr12	3570001	4850000	1280000	20000	111727.38246317634	96.0%	0.049	-0.5308272575652347
chr6	62565001	62585000	chr6	62565001	64490000	1925000	20000	32093.71924067085	96.0%	0.078	-0.5333132173974616
chr19	26940001	26955000	chr19	26940001	27940000	1000000	15000	154897.52577764454	95.0%	0.099	-0.5362144179582417
chr10	114875001	114895000	chr10	114580001	114895000	315000	20000	342353.124063563	99.0%	0.073	-0.5401164023984903
chr3	105640001	105660000	chr3	105070001	105660000	590000	20000	362106.2988773741	99.0%	0.023	-0.5452141342813259
chr8	4585001	4600000	chr8	4150001	4600000	450000	15000	167862.84557273966	98.0%	0.061	-0.5506513525359559
chr4	117705001	117725000	chr4	117705001	119150000	1445000	20000	72970.4740016609	95.0%	0.07	-0.5526690316266306
chr4	117270001	117290000	chr4	115820001	117290000	1470000	20000	77418.50580499484	95.0%	0.094	-0.552939849772711
chr11	118070001	118095000	chr11	118070001	118475000	405000	25000	238239.06410083425	97.0%	0.06	-0.5552770561720726
chr1	23475001	23505000	chr1	23180001	23505000	325000	30000	247120.89263345549	99.0%	0.086	-0.5557270890472399
chr4	66465001	66485000	chr4	65580001	66485000	905000	20000	202323.35267985842	99.0%	0.013	-0.5560102617168391
chr1	80505001	80525000	chr1	80190001	80525000	335000	20000	165624.84793220396	99.0%	0.071	-0.5561451322262143
chr2	92045001	92070000	chr2	92045001	92490000	445000	25000	357757.7544741117	99.0%	0.022	-0.558004017681957
chr6	114720001	114740000	chr6	114720001	115615000	895000	20000	106148.27831788818	97.0%	0.066	-0.5590761605372934
chr9	64930001	64960000	chr9	64730001	64960000	230000	30000	419947.5236872106	99.0%	0.0675	-0.5630456469473614
chr15	76075001	76095000	chr15	75790001	76095000	305000	20000	355992.0263212071	99.0%	0.084	-0.5679009417804682
chr10	6235001	6260000	chr10	6235001	6885000	650000	25000	133046.60635361352	97.0%	0.0975	-0.5684053685132334
chr9	73550001	73570000	chr9	73550001	73920000	370000	20000	279838.4933708899	98.0%	0.056	-0.5712296530377478
chr5	30945001	30965000	chr5	30945001	31315000	370000	20000	374655.77277262625	98.0%	0.0505	-0.5724039810769789
chr14	124395001	124415000	chr14	123965001	124415000	450000	20000	309367.5537151048	98.0%	0.05	-0.5744706636955248
chr7	91570001	91590000	chr7	91570001	92995000	1425000	20000	65510.865739823865	96.0%	0.082	-0.5754275746336779
chr3	127155001	127190000	chr3	127155001	127490000	335000	35000	396800.13429073524	99.0%	0.068	-0.5764915105387745
chr3	22730001	22750000	chr3	22730001	24490000	1760000	20000	25758.49724281638	95.0%	0.086	-0.5770896347039284
chr17	65600001	65625000	chr17	65600001	66535000	935000	25000	135341.99742826747	98.0%	0.054	-0.5791596604182329
chr3	55765001	55790000	chr3	55430001	55790000	360000	25000	365805.823690978	99.0%	0.040499999999999994	-0.5792506324038543
chr2	129460001	129480000	chr2	128820001	129480000	660000	20000	120245.05940180442	98.0%	0.0725	-0.5792815467191579
chr15	31215001	31235000	chr15	30275001	31235000	960000	20000	88263.67366884013	96.0%	0.0525	-0.5814895624511012
chr1	127445001	127465000	chr1	126925001	127465000	540000	20000	145243.345446102	99.0%	0.064	-0.5868512118228307
chr11	118240001	118260000	chr11	118240001	119080000	840000	20000	182395.7762031394	95.0%	0.08549999999999999	-0.5871106468044197
chr5	42910001	42930000	chr5	42910001	43365000	455000	20000	170800.50206559143	98.0%	0.091	-0.589836155595081
chr12	116620001	116655000	chr12	116620001	117210000	590000	35000	250285.49692347177	98.0%	0.013999999999999999	-0.5915897167235614
chr9	90200001	90220000	chr9	90200001	91435000	1235000	20000	100020.31408579496	96.0%	0.084	-0.5937050380856354
chr5	41340001	41370000	chr5	41340001	41910000	570000	30000	205303.0422458163	95.0%	0.07150000000000001	-0.5937468404935512
chr13	39970001	39990000	chr13	39970001	40675000	705000	20000	100874.60361912685	98.0%	0.083	-0.5943984858403992
chr2	134920001	134940000	chr2	134920001	136105000	1185000	20000	117015.76885778412	97.0%	0.067	-0.5962259093989402
chr15	40120001	40155000	chr15	38960001	40155000	1195000	35000	69001.53084367936	96.0%	0.056	-0.5967659666504866
chr18	8545001	8560000	chr18	8545001	9415000	870000	15000	102668.25200822332	96.0%	0.0935	-0.599833494114239
chr18	51020001	51040000	chr18	51020001	52440000	1420000	20000	33472.82273464849	95.0%	0.094	-0.6030341823941225
chr11	6460001	6485000	chr11	6460001	7160000	700000	25000	306680.29917934805	99.0%	0.028999999999999998	-0.603265743559333
chr11	21000001	21015000	chr11	21000001	21555000	555000	15000	215600.84015772596	97.0%	0.096	-0.6063898039952071
chr3	58800001	58835000	chr3	58800001	59340000	540000	35000	208638.17143557477	98.0%	0.076	-0.6101263887652739
chr11	77510001	77525000	chr11	77510001	77940000	430000	15000	260252.4123849145	95.0%	0.092	-0.6104344819316925
chr11	6605001	6630000	chr11	6275001	6630000	355000	25000	303056.45551934314	98.0%	0.045	-0.6105353169696334
chr11	77305001	77330000	chr11	77305001	77740000	435000	25000	291063.666117824	98.0%	0.073	-0.6120662869629617
chr9	91660001	91680000	chr9	91660001	92100000	440000	20000	122600.51899293785	98.0%	0.089	-0.6127398363688572
chr10	128175001	128200000	chr10	128005001	128200000	195000	25000	450108.4786693108	99.0%	0.046	-0.6128085090077896
chr7	113370001	113390000	chr7	113370001	114210000	840000	20000	88545.27913299928	98.0%	0.0765	-0.613953238526039
chr7	74330001	74365000	chr7	73680001	74365000	685000	35000	193629.9790481813	96.0%	0.045	-0.6143081518427751
chr11	31075001	31105000	chr11	29765001	31105000	1340000	30000	61862.649321973724	95.0%	0.0915	-0.6160642508319281
chr11	119485001	119500000	chr11	118775001	119500000	725000	15000	168940.05402892653	95.0%	0.075	-0.6165628292587582
chr9	54580001	54595000	chr9	54580001	55365000	785000	15000	183641.02919539917	95.0%	0.082	-0.6183110518030684
chr8	88440001	88465000	chr8	88440001	88705000	265000	25000	393881.4903388856	99.0%	0.059	-0.6201259051029648
chr4	33935001	33970000	chr4	33935001	34235000	300000	35000	281515.0429801533	99.0%	0.08349999999999999	-0.6233820759260534
chr6	99445001	99465000	chr6	99445001	99690000	245000	20000	405264.052922836	98.0%	0.098	-0.6240046537194105
chr7	99595001	99630000	chr7	99595001	99930000	335000	35000	226911.28774208427	99.0%	0.091	-0.6277329018542818
chr17	46540001	46560000	chr17	46540001	46905000	365000	20000	284380.96408401267	98.0%	0.047	-0.6352194977884519
chr18	32230001	32255000	chr18	31760001	32255000	495000	25000	214647.20741743926	98.0%	0.093	-0.6365644148794447
chr6	32895001	32915000	chr6	32895001	33895000	1000000	20000	118403.97878864882	96.0%	0.0625	-0.639181348272425
chr16	91715001	91735000	chr16	91715001	92465000	750000	20000	193325.80398569064	96.0%	0.069	-0.6406101705511072
chr7	122960001	122980000	chr7	122960001	123415000	455000	20000	228171.2182497818	99.0%	0.066	-0.6411863321359612
chr4	107240001	107260000	chr4	107240001	108370000	1130000	20000	147127.73423968678	95.0%	0.0675	-0.6441127961845236
chr2	108690001	108705000	chr2	108690001	110155000	1465000	15000	58807.62742697706	95.0%	0.09	-0.6462909244555891
chr2	146385001	146420000	chr2	145720001	146420000	700000	35000	117948.66400286768	97.0%	0.0975	-0.6472582931442434
chr2	28740001	28760000	chr2	28740001	29150000	410000	20000	226793.9400873493	99.0%	0.061	-0.6475052524567598
chr7	43485001	43520000	chr7	43295001	43520000	225000	35000	515621.258097453	97.0%	0.076	-0.6478794014016231
chr5	43035001	43060000	chr5	41850001	43060000	1210000	25000	94190.26618146806	99.0%	0.066	-0.6496568759654696
chr11	101650001	101670000	chr11	101650001	103075000	1425000	20000	139599.74416886	95.0%	0.047	-0.6505025437254902
chr14	20240001	20265000	chr14	19680001	20265000	585000	25000	127653.56058708129	99.0%	0.095	-0.6526169526390966
chr6	23175001	23195000	chr6	23175001	24475000	1300000	20000	63299.282175501736	96.0%	0.076	-0.6528350074342627
chr4	56465001	56495000	chr4	55520001	56495000	975000	30000	91241.75471189963	95.0%	0.098	-0.6530796178000869
chr4	116810001	116830000	chr4	116810001	117210000	400000	20000	396258.37832493574	99.0%	0.0385	-0.6537622391804505
chr13	54195001	54215000	chr13	52505001	54215000	1710000	20000	74734.6039211037	96.0%	0.0825	-0.654282765079017
chr16	94525001	94545000	chr16	94525001	94915000	390000	20000	334960.0957705208	98.0%	0.0795	-0.654414849898546
chr14	32520001	32540000	chr14	32520001	33205000	685000	20000	137479.6720733627	97.0%	0.091	-0.6634485017512012
chr5	115290001	115305000	chr5	115290001	115550000	260000	15000	658749.8214264809	99.0%	0.0405	-0.6669118960700839
chr11	60060001	60080000	chr11	59610001	60080000	470000	20000	291510.1721085287	99.0%	0.0795	-0.6694926086491143
chr4	34550001	34570000	chr4	33510001	34570000	1060000	20000	129794.6636213324	99.0%	0.029	-0.6717116281911257
chr15	23840001	23860000	chr15	22525001	23860000	1335000	20000	59722.27095923715	96.0%	0.089	-0.6726080687186757
chr19	23675001	23695000	chr19	23675001	24565000	890000	20000	145949.70327085498	96.0%	0.0885	-0.6735736927164528
chr9	65575001	65600000	chr9	65355001	65600000	245000	25000	408312.4749691243	99.0%	0.065	-0.6764933168292544
chr5	97625001	97645000	chr5	97120001	97645000	525000	20000	150459.26871697162	99.0%	0.081	-0.6765032522917247
chr16	34080001	34105000	chr16	33185001	34105000	920000	25000	145356.26698850695	96.0%	0.0575	-0.6769780316618562
chr6	28410001	28430000	chr6	28410001	29030000	620000	20000	167331.4731167995	99.0%	0.061	-0.6799254371741579
chr9	22780001	22795000	chr9	22780001	23625000	845000	15000	125974.83507547394	96.0%	0.085	-0.6814147667265804
chr4	62390001	62420000	chr4	62390001	62690000	300000	30000	376839.93700757576	98.0%	0.0885	-0.6814778158461524
chr11	113190001	113220000	chr11	113190001	114490000	1300000	30000	116978.2159397351	95.0%	0.054	-0.6820113045939616
chr11	25065001	25085000	chr11	24050001	25085000	1035000	20000	82516.25936892282	95.0%	0.069	-0.682594298187643
chr5	131110001	131130000	chr5	130885001	131130000	245000	20000	622278.8243062017	99.0%	0.071	-0.682851471257724
chr3	140125001	140145000	chr3	140125001	141245000	1120000	20000	95386.34271337575	95.0%	0.08	-0.6836655196021051
chr15	4050001	4070000	chr15	4050001	4585000	535000	20000	291796.1687593459	99.0%	0.02	-0.6840824823495557
chr10	80160001	80175000	chr10	80160001	81440000	1280000	15000	167135.178494453	98.0%	0.024	-0.6849449494219016
chr1	87215001	87235000	chr1	87215001	88005000	790000	20000	143293.35398090107	96.0%	0.0815	-0.6855532423919295
chr10	7580001	7605000	chr10	6975001	7605000	630000	25000	138813.12190606876	97.0%	0.0505	-0.6858080943054579
chr2	161995001	162010000	chr2	161995001	162550000	555000	15000	196381.7918422393	98.0%	0.076	-0.6861859624690092
chr11	8650001	8675000	chr11	8650001	9080000	430000	25000	291978.57343023753	97.0%	0.071	-0.6888120129019414
chr4	133390001	133410000	chr4	133390001	133835000	445000	20000	362195.546696037	98.0%	0.074	-0.6896688938909324
chr5	89045001	89070000	chr5	88575001	89070000	495000	25000	422508.27176927606	96.0%	0.021	-0.6898582895822464
chr2	104805001	104825000	chr2	103525001	104825000	1300000	20000	89440.87598687172	95.0%	0.076	-0.6909133466874898
chr9	4290001	4310000	chr9	4290001	5335000	1045000	20000	106005.87609121921	97.0%	0.052	-0.6923390201714158
chr17	49385001	49405000	chr17	48410001	49405000	995000	20000	119754.8312407524	99.0%	0.035	-0.6962555856374558
chr4	87770001	87790000	chr4	87770001	88355000	585000	20000	243660.92498412545	99.0%	0.016	-0.6963778351678547
chr5	100305001	100325000	chr5	99495001	100325000	830000	20000	154983.5760515188	95.0%	0.0785	-0.6969723945228479
chr2	179360001	179395000	chr2	178525001	179395000	870000	35000	113360.89161052511	95.0%	0.0945	-0.6972180651649902
chr7	115320001	115335000	chr7	115320001	115995000	675000	15000	257575.22913853964	97.0%	0.068	-0.6975627003500237
chr16	77630001	77650000	chr16	77000001	77650000	650000	20000	178849.50146333323	99.0%	0.074	-0.699642246551695
chr7	46700001	46720000	chr7	46700001	47015000	315000	20000	603235.3317138959	99.0%	0.047	-0.7024789664481936
chr14	65565001	65595000	chr14	64990001	65595000	605000	30000	124312.92740671529	96.0%	0.073	-0.7048455969844772
chr2	26805001	26825000	chr2	26805001	28165000	1360000	20000	73687.64027487072	96.0%	0.093	-0.7051644039297688
chr4	103760001	103785000	chr4	103760001	105145000	1385000	25000	113415.01064688168	95.0%	0.036	-0.71205398054866
chr9	102615001	102635000	chr9	102615001	103210000	595000	20000	185577.24692257436	99.0%	0.062	-0.7145552733825814
chr11	53880001	53900000	chr11	53880001	55135000	1255000	20000	98435.62434374567	97.0%	0.072	-0.7153745281460759
chr2	180780001	180800000	chr2	180780001	181415000	635000	20000	355400.0976811459	98.0%	0.054	-0.7161773752763743
chr5	115655001	115680000	chr5	115655001	117415000	1760000	25000	118346.21218058078	95.0%	0.059	-0.7226013823971739
chr7	134045001	134065000	chr7	134045001	135280000	1235000	20000	80617.92831756054	95.0%	0.088	-0.7241017608302726
chr6	21690001	21710000	chr6	20820001	21710000	890000	20000	203208.9048965809	98.0%	0.031	-0.7262955407512386
chr5	111320001	111340000	chr5	110180001	111340000	1160000	20000	86515.69777742446	95.0%	0.0575	-0.7267946942152612
chr15	12785001	12805000	chr15	12175001	12805000	630000	20000	151009.0036994436	99.0%	0.0515	-0.7279708785995057
chr18	67750001	67770000	chr18	67245001	67770000	525000	20000	203647.86202207007	95.0%	0.065	-0.7287826454968344
chr10	42015001	42040000	chr10	42015001	42305000	290000	25000	436215.69986151456	99.0%	0.0205	-0.7302635159811823
chr16	28915001	28935000	chr16	28240001	28935000	695000	20000	177409.71057986142	96.0%	0.097	-0.73072927591859
chr1	132515001	132535000	chr1	132515001	133060000	545000	20000	562359.5457562007	99.0%	0.058	-0.7355630789434934
chr5	40940001	40965000	chr5	39710001	40965000	1255000	25000	50242.25909541418	96.0%	0.092	-0.7393403014617683
chr11	35220001	35240000	chr11	35220001	35615000	395000	20000	540106.5683127797	99.0%	0.029	-0.7423159919421108
chr8	105215001	105235000	chr8	104120001	105235000	1115000	20000	105200.54911995694	95.0%	0.071	-0.742773723329328
chr12	69970001	69990000	chr12	69160001	69990000	830000	20000	115118.85750369224	97.0%	0.086	-0.7463623618948677
chr2	122600001	122630000	chr2	122015001	122630000	615000	30000	163310.72957668247	99.0%	0.037	-0.7463952921675338
chr11	84510001	84530000	chr11	84510001	85145000	635000	20000	316656.35769298807	97.0%	0.065	-0.7472522215746665
chr11	97015001	97035000	chr11	96720001	97035000	315000	20000	526862.497400707	99.0%	0.056	-0.7479053834717166
chr7	80675001	80695000	chr7	80215001	80695000	480000	20000	367954.66819697927	99.0%	0.041	-0.7490013535353729
chr6	88490001	88520000	chr6	87795001	88520000	725000	30000	126600.37000184161	98.0%	0.053	-0.749684937291283
chr18	75920001	75940000	chr18	75920001	76335000	415000	20000	231354.800644311	98.0%	0.087	-0.7502888034568547
chr2	26635001	26655000	chr2	26635001	27490000	855000	20000	138183.54615263076	98.0%	0.086	-0.7504279868539265
chr12	108105001	108125000	chr12	106525001	108125000	1600000	20000	84279.7584884188	95.0%	0.07	-0.7566012871505547
chr4	101985001	102010000	chr4	101200001	102010000	810000	25000	82259.00925167318	96.0%	0.0905	-0.7598713727672413
chr8	88620001	88645000	chr8	87645001	88645000	1000000	25000	127127.95826877901	97.0%	0.073	-0.7637831824972334
chr6	5090001	5115000	chr6	4540001	5115000	575000	25000	128397.68915154909	98.0%	0.074	-0.7671282895271819
chr15	39655001	39680000	chr15	39655001	41080000	1425000	25000	155555.40732547015	98.0%	0.095	-0.7679238421001703
chr7	127560001	127585000	chr7	126670001	127585000	915000	25000	166087.85640651747	95.0%	0.039	-0.7705834595882917
chr9	103725001	103755000	chr9	103115001	103755000	640000	30000	365244.93019579275	96.0%	0.0535	-0.7737060831695205
chr11	67905001	67935000	chr11	67070001	67935000	865000	30000	118912.2770565666	98.0%	0.094	-0.7772306182970984
chr11	35980001	36005000	chr11	34825001	36005000	1180000	25000	90888.69373152168	97.0%	0.072	-0.7781656081730719
chr14	60250001	60275000	chr14	60250001	60785000	535000	25000	312927.7114915552	99.0%	0.036	-0.7843816339257306
chr5	35570001	35595000	chr5	35570001	35995000	425000	25000	181980.28350584858	98.0%	0.081	-0.7844941557742817
chr14	79385001	79400000	chr14	78460001	79400000	940000	15000	117498.28026090884	96.0%	0.0795	-0.7860526903384325
chr1	107635001	107655000	chr1	107635001	109450000	1815000	20000	37956.80543759721	96.0%	0.088	-0.7866335911476171
chr10	110070001	110085000	chr10	110070001	110845000	775000	15000	103951.73620790713	97.0%	0.084	-0.7882625970854721
chr7	133105001	133125000	chr7	132665001	133125000	460000	20000	437475.57886962185	98.0%	0.0595	-0.7897083476726144
chr3	96255001	96290000	chr3	96255001	96770000	515000	35000	264901.79087048816	98.0%	0.046	-0.7903420535923434
chr12	74950001	74970000	chr12	74070001	74970000	900000	20000	81435.6620076623	95.0%	0.0935	-0.7910842522491367
chr18	83785001	83820000	chr18	83785001	84475000	690000	35000	91333.95442285233	97.0%	0.096	-0.7912384026588458
chr17	35615001	35635000	chr17	35615001	35875000	260000	20000	340180.4861102212	99.0%	0.066	-0.7948765377426976
chr14	92180001	92200000	chr14	90560001	92200000	1640000	20000	43528.85308820242	95.0%	0.096	-0.7963646850330077
chr4	107915001	107935000	chr4	107915001	108640000	725000	20000	231726.16783963007	99.0%	0.028	-0.7976558558034055
chr5	41410001	41430000	chr5	41115001	41430000	315000	20000	232770.59561589157	98.0%	0.077	-0.8007854283203591
chr6	119140001	119160000	chr6	119140001	120375000	1235000	20000	91257.78900794697	95.0%	0.076	-0.8017531193106037
chr6	29910001	29930000	chr6	28520001	29930000	1410000	20000	96440.3698882541	95.0%	0.0995	-0.8018412046701506
chr18	14305001	14325000	chr18	13585001	14325000	740000	20000	132291.06113536263	98.0%	0.0755	-0.8031076421233816
chr1	105655001	105690000	chr1	105655001	106395000	740000	35000	162369.66919251278	97.0%	0.098	-0.8085771439035639
chr7	66680001	66705000	chr7	66680001	68135000	1455000	25000	75798.39165417432	96.0%	0.086	-0.8088955523974006
chr2	138930001	138950000	chr2	138930001	139420000	490000	20000	215686.74625054153	98.0%	0.055	-0.809428135578877
chr10	62185001	62215000	chr10	62185001	62520000	335000	30000	499585.11088061356	98.0%	0.08	-0.8107196717633139
chr9	65125001	65145000	chr9	65125001	65565000	440000	20000	267066.0963441148	98.0%	0.0955	-0.8115213209571843
chr8	113185001	113205000	chr8	113185001	114130000	945000	20000	136596.34754802642	97.0%	0.09	-0.8115483767701537
chr10	114775001	114805000	chr10	114250001	114805000	555000	30000	204316.17401668278	95.0%	0.057	-0.8123611717930027
chr17	23660001	23680000	chr17	23660001	24245000	585000	20000	258285.0220178133	95.0%	0.089	-0.8151971524487571
chr12	105840001	105860000	chr12	105840001	106345000	505000	20000	171618.35300883697	99.0%	0.087	-0.8162298763424101
chr4	124705001	124725000	chr4	124705001	125125000	420000	20000	293811.79774181644	98.0%	0.094	-0.817937657780699
chr9	53965001	53985000	chr9	53965001	55440000	1475000	20000	71706.89981205516	95.0%	0.095	-0.8204130285400077
chr2	76910001	76930000	chr2	76910001	77865000	955000	20000	104886.5317960375	95.0%	0.053	-0.821875133104904
chr8	71270001	71285000	chr8	71270001	72280000	1010000	15000	124521.30182944587	95.0%	0.074	-0.8246463649274535
chr10	39605001	39625000	chr10	39605001	39895000	290000	20000	409106.24880890356	99.0%	0.057499999999999996	-0.8271298565695357
chr4	128210001	128230000	chr4	128210001	128820000	610000	20000	222713.3194601162	97.0%	0.0605	-0.832898916251447
chr3	84680001	84700000	chr3	84680001	86150000	1470000	20000	76361.70272801997	98.0%	0.07	-0.8343158473866917
chr2	6545001	6570000	chr2	6545001	7845000	1300000	25000	121284.54182118124	98.0%	0.024	-0.8366367682105204
chr11	108920001	108935000	chr11	108920001	109550000	630000	15000	235108.67951527218	97.0%	0.059	-0.8403451232786981
chr10	109235001	109255000	chr10	109235001	109755000	520000	20000	158732.4225356863	99.0%	0.0805	-0.8415782431208431
chr8	70120001	70140000	chr8	70120001	70905000	785000	20000	176395.28301196638	98.0%	0.065	-0.8437343680892855
chr7	132200001	132220000	chr7	130640001	132220000	1580000	20000	132710.57556038842	96.0%	0.068	-0.8478223304406938
chr3	102785001	102805000	chr3	101870001	102805000	935000	20000	98707.04084616988	98.0%	0.075	-0.8488484660314511
chr9	103055001	103075000	chr9	102625001	103075000	450000	20000	360480.4830349411	98.0%	0.069	-0.8495450542017603
chr11	51515001	51535000	chr11	51255001	51535000	280000	20000	243411.36446089	99.0%	0.08449999999999999	-0.851304955181615
chr4	41300001	41320000	chr4	40705001	41320000	615000	20000	231715.68499721645	96.0%	0.054	-0.8541356909481347
chr5	107505001	107525000	chr5	106810001	107525000	715000	20000	164897.5294930512	97.0%	0.052	-0.8594403279529101
chr10	39520001	39540000	chr10	39520001	39870000	350000	20000	197341.61423078456	98.0%	0.066	-0.8610932800151062
chr2	25995001	26025000	chr2	25205001	26025000	820000	30000	231942.36512642098	97.0%	0.07	-0.8640127250183035
chr16	32495001	32515000	chr16	31925001	32515000	590000	20000	187616.45241106855	96.0%	0.055	-0.8673171256294134
chr2	180110001	180140000	chr2	180110001	181220000	1110000	30000	172299.29405892224	96.0%	0.08499999999999999	-0.8709928644951079
chr12	69285001	69305000	chr12	69150001	69305000	155000	20000	478481.1926933784	99.0%	0.069	-0.8711654916726502
chr17	26930001	26950000	chr17	26930001	27980000	1050000	20000	101682.42723073126	95.0%	0.07100000000000001	-0.8723687177962971
chr11	65465001	65485000	chr11	64960001	65485000	525000	20000	181302.54905782387	95.0%	0.084	-0.8733343785844047
chr5	116735001	116755000	chr5	116735001	117095000	360000	20000	286375.3047849676	99.0%	0.0605	-0.8756829163906694
chr13	55695001	55720000	chr13	54520001	55720000	1200000	25000	102142.05965382062	95.0%	0.0895	-0.8765597145158791
chr9	55100001	55120000	chr9	54685001	55120000	435000	20000	276762.99393248436	98.0%	0.088	-0.8782069938957651
chr8	71905001	71925000	chr8	71905001	72585000	680000	20000	197552.13794869502	97.0%	0.089	-0.8785403131974674
chr4	102480001	102510000	chr4	102480001	103000000	520000	30000	336223.1108054404	97.0%	0.049	-0.8824697302114001
chr17	70240001	70260000	chr17	70240001	70805000	565000	20000	236313.1377007443	98.0%	0.048	-0.8844341872320288
chr11	24855001	24875000	chr11	23930001	24875000	945000	20000	78330.62513921408	95.0%	0.094	-0.8880805625738065
chr6	107050001	107070000	chr6	107050001	107495000	445000	20000	220796.62078148354	99.0%	0.076	-0.8887138031020752
chr6	71125001	71145000	chr6	70780001	71145000	365000	20000	295626.6810496284	99.0%	0.044	-0.8897286950691442
chr18	76050001	76070000	chr18	74775001	76070000	1295000	20000	90036.29549109792	95.0%	0.089	-0.8923571868761837
chr15	59185001	59205000	chr15	58955001	59205000	250000	20000	309547.86086422263	99.0%	0.067	-0.8930097593542702
chr5	132880001	132900000	chr5	131640001	132900000	1260000	20000	151292.59530050418	97.0%	0.0295	-0.8936197224737438
chr12	91775001	91795000	chr12	91580001	91795000	215000	20000	259309.59325005024	99.0%	0.089	-0.8947166298939444
chr16	97140001	97165000	chr16	96515001	97165000	650000	25000	155442.62837836772	97.0%	0.087	-0.8993542812862229
chr8	81015001	81040000	chr8	81015001	82490000	1475000	25000	56926.35486584758	95.0%	0.074	-0.9004634398260628
chr15	76895001	76915000	chr15	76330001	76915000	585000	20000	227522.1163372608	98.0%	0.043	-0.900465746048358
chr4	64310001	64325000	chr4	64035001	64325000	290000	15000	208938.65508336693	98.0%	0.076	-0.9023634373181757
chr2	152015001	152035000	chr2	152015001	152375000	360000	20000	319095.3943594074	99.0%	0.0385	-0.9029480890937178
chr15	32320001	32345000	chr15	31595001	32345000	750000	25000	129337.66172412407	95.0%	0.095	-0.9039251087326353
chr17	29155001	29180000	chr17	28770001	29180000	410000	25000	205337.70514431185	98.0%	0.0605	-0.9114620435696278
chr4	54450001	54475000	chr4	54450001	55300000	850000	25000	74945.83223115388	96.0%	0.09	-0.9187713902076545
chr8	72710001	72730000	chr8	71535001	72730000	1195000	20000	80306.48341391658	95.0%	0.082	-0.9188514968496665
chr1	53015001	53040000	chr1	52630001	53040000	410000	25000	210683.57647381694	99.0%	0.073	-0.9208012945474864
chr9	21145001	21165000	chr9	21145001	21425000	280000	20000	416699.8121111312	99.0%	0.0555	-0.9221182520991186
chr3	104210001	104230000	chr3	104210001	104690000	480000	20000	180290.7551174375	99.0%	0.0695	-0.9228159845440089
chr9	68710001	68730000	chr9	68710001	69260000	550000	20000	377133.3761963268	99.0%	0.026000000000000002	-0.9233135264178258
chr12	40215001	40240000	chr12	40215001	40840000	625000	25000	182127.55249696673	99.0%	0.041	-0.9234189123604498
chr7	24415001	24435000	chr7	24415001	25435000	1020000	20000	246588.88855432245	96.0%	0.0495	-0.9293909167316781
chr12	86310001	86335000	chr12	86310001	86670000	360000	25000	250311.29094169923	98.0%	0.092	-0.9295799436572693
chr9	55535001	55550000	chr9	54520001	55550000	1030000	15000	114578.19068591524	95.0%	0.095	-0.9305251882046003
chr11	43400001	43420000	chr11	42110001	43420000	1310000	20000	88026.1508513158	99.0%	0.0525	-0.9335581304294431
chr16	85660001	85680000	chr16	84805001	85680000	875000	20000	65028.025677216865	96.0%	0.094	-0.9380139533758681
chr2	157775001	157805000	chr2	157775001	158600000	825000	30000	155030.60414910605	96.0%	0.079	-0.93950993878464
chr17	49805001	49825000	chr17	49450001	49825000	375000	20000	384726.3396165701	99.0%	0.035	-0.9426907032905321
chr7	35030001	35065000	chr7	35030001	35660000	630000	35000	179080.03122905942	95.0%	0.074	-0.9457894738086332
chr2	58125001	58145000	chr2	57905001	58145000	240000	20000	446654.5428179212	98.0%	0.0945	-0.9504441554968212
chr13	92985001	93010000	chr13	92985001	93750000	765000	25000	105344.53603398094	95.0%	0.088	-0.9504860093361703
