chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr17	48380001	48420000	chr17	45380001	48420000	3040000	40000	227164.6074326787	95.0%	0.0895	0.7336890815722957
chr18	31890001	31930000	chr18	31890001	32460000	570000	40000	1043538.796131635	99.0%	0.075	0.7326785955512188
chr11	94640001	94680000	chr11	93110001	94680000	1570000	40000	441404.1527368024	95.0%	0.07	0.7321181304751645
chr4	117110001	117150000	chr4	116010001	117150000	1140000	40000	1002320.324796321	99.0%	0.062	0.7299377985002808
chr10	74180001	74220000	chr10	73050001	74220000	1170000	40000	293594.7531179635	97.0%	0.094	0.7269705327581772
chr17	94700001	94750000	chr17	93190001	94750000	1560000	50000	283771.83935899334	95.0%	0.09	0.7252743349282469
chr12	12110001	12150000	chr12	10400001	12150000	1750000	40000	295121.94536168076	96.0%	0.058	0.7244752991529503
chr2	72720001	72760000	chr2	71110001	72760000	1650000	40000	482112.80026881065	98.0%	0.071	0.7221666519353194
chr2	154190001	154230000	chr2	154190001	155010000	820000	40000	831099.1596750271	99.0%	0.09	0.7221023704251353
chr16	30580001	30630000	chr16	30580001	31790000	1210000	50000	938669.222452082	99.0%	0.044	0.7143456985617552
chr2	25750001	25790000	chr2	25750001	28180000	2430000	40000	319875.9169174291	98.0%	0.037	0.7125687935763307
chr11	117780001	117840000	chr11	117020001	117840000	820000	60000	1349836.5997339406	99.0%	0.07550000000000001	0.7119772082987927
chr18	83790001	83830000	chr18	83790001	84350000	560000	40000	693520.6394870977	99.0%	0.08	0.7102031754201555
chr16	52430001	52470000	chr16	51290001	52470000	1180000	40000	385431.49332582805	98.0%	0.0545	0.7094246354295188
chr1	50020001	50060000	chr1	47290001	50060000	2770000	40000	147489.29904447985	95.0%	0.073	0.7074881362980828
chr10	28810001	28870000	chr10	26250001	28870000	2620000	60000	172813.36743165736	97.0%	0.0405	0.7053399426415691
chr11	57770001	57820000	chr11	57770001	58320000	550000	50000	944838.1870437162	99.0%	0.073	0.7047229406486237
chr4	84830001	84890000	chr4	84830001	85460000	630000	60000	727943.9141739848	99.0%	0.093	0.7039632106001338
chr16	79140001	79190000	chr16	79140001	81350000	2210000	50000	215556.91277015707	98.0%	0.04	0.703650690035017
chr1	37850001	37890000	chr1	36100001	37890000	1790000	40000	386353.58421269857	97.0%	0.053	0.6994883071649972
chr8	95310001	95370000	chr8	95310001	95910000	600000	60000	926527.206421465	97.0%	0.0995	0.6988481495264997
chr18	45620001	45670000	chr18	44430001	45670000	1240000	50000	584387.933153142	96.0%	0.05	0.6978059551583562
chr6	103490001	103530000	chr6	103490001	106660000	3170000	40000	382982.2580058951	96.0%	0.093	0.6930152465617567
chr7	4480001	4550000	chr7	4480001	5130000	650000	70000	1250303.9599598676	99.0%	0.057	0.6928747810567246
chr7	25370001	25430000	chr7	25370001	25810000	440000	60000	1988015.8960282344	99.0%	0.063	0.6928739888222717
chr13	108300001	108350000	chr13	107120001	108350000	1230000	50000	421915.9328942463	97.0%	0.091	0.6875068561147133
chr2	143520001	143560000	chr2	143520001	144620000	1100000	40000	744368.9180325668	99.0%	0.058499999999999996	0.6871537500187708
chr5	43360001	43400000	chr5	41600001	43400000	1800000	40000	522975.01869118115	95.0%	0.01	0.685390155476056
chr10	41000001	41040000	chr10	41000001	41710000	710000	40000	826247.5283193548	99.0%	0.063	0.6847165416766193
chr1	130690001	130730000	chr1	130690001	131610000	920000	40000	831542.4842064306	98.0%	0.057999999999999996	0.6845969748307189
chr18	80440001	80490000	chr18	80000001	80490000	490000	50000	855706.2314139776	99.0%	0.057	0.6805428298475146
chr9	71810001	71850000	chr9	71810001	73760000	1950000	40000	701659.6129269373	96.0%	0.053	0.6797307449854812
chr5	67810001	67850000	chr5	66310001	67850000	1540000	40000	549251.2384643876	97.0%	0.0965	0.6794596119783194
chr11	52080001	52120000	chr11	51580001	52120000	540000	40000	1447095.4659963374	99.0%	0.032	0.6781603604180735
chr11	35970001	36010000	chr11	35120001	36010000	890000	40000	759549.8400927675	98.0%	0.054	0.6777770644047089
chr13	108140001	108180000	chr13	107110001	108180000	1070000	40000	580868.5675918653	99.0%	0.06	0.6744052533349514
chr15	82250001	82290000	chr15	82250001	84960000	2710000	40000	422588.1861496835	98.0%	0.05	0.6741871295417553
chr2	179690001	179730000	chr2	178600001	179730000	1130000	40000	770188.5892964721	96.0%	0.061	0.6740288597534362
chr16	21990001	22030000	chr16	20080001	22030000	1950000	40000	368319.2533249369	98.0%	0.07	0.6735148867926981
chr2	180770001	180830000	chr2	180770001	181850000	1080000	60000	1245494.8091791014	96.0%	0.06	0.6730420242825275
chr4	54270001	54310000	chr4	54270001	56660000	2390000	40000	256612.15746936577	97.0%	0.083	0.6705608959240094
chr1	51450001	51490000	chr1	51450001	53370000	1920000	40000	437596.5860990431	98.0%	0.0985	0.6705019004188485
chr18	65290001	65340000	chr18	65290001	65940000	650000	50000	821605.7699076143	98.0%	0.089	0.6699988986385739
chr16	23090001	23140000	chr16	22400001	23140000	740000	50000	553126.067854787	96.0%	0.078	0.6683308616532484
chr8	35150001	35190000	chr8	35150001	36660000	1510000	40000	381237.0316863534	95.0%	0.079	0.6647029186983733
chr5	29740001	29780000	chr5	29740001	32980000	3240000	40000	261748.7831520193	95.0%	0.075	0.6646743925169528
chr13	78380001	78420000	chr13	75600001	78420000	2820000	40000	213989.90713817655	95.0%	0.087	0.66391118665702
chr11	113790001	113830000	chr11	113080001	113830000	750000	40000	807213.3930649278	98.0%	0.097	0.6630396763806913
chr19	26930001	26970000	chr19	26590001	26970000	380000	40000	1696789.5307000324	98.0%	0.079	0.662325569705368
chr15	103490001	103540000	chr15	102040001	103540000	1500000	50000	517302.4400244018	97.0%	0.08549999999999999	0.6588048536757856
chr18	21270001	21310000	chr18	20540001	21310000	770000	40000	823625.8298922969	99.0%	0.054	0.6528926904222777
chr9	58880001	58930000	chr9	58880001	59770000	890000	50000	862166.1502090681	98.0%	0.044	0.6520505700852925
chr1	126440001	126480000	chr1	126440001	128250000	1810000	40000	347197.84354829567	96.0%	0.084	0.6518186102121085
chr8	95200001	95250000	chr8	94320001	95250000	930000	50000	788705.7358797918	98.0%	0.065	0.6507234380139107
chr15	87600001	87670000	chr15	87600001	88460000	860000	70000	1422637.2924031827	99.0%	0.041999999999999996	0.6467984531803006
chr14	28310001	28340000	chr14	26770001	28340000	1570000	30000	454040.00747591536	95.0%	0.087	0.6462556122554715
chr16	8370001	8430000	chr16	8370001	8930000	560000	60000	1106013.986698819	99.0%	0.041499999999999995	0.6406481283718005
chr7	109500001	109550000	chr7	109500001	110140000	640000	50000	1749129.1650879297	99.0%	0.0385	0.6405332382590548
chr10	49510001	49550000	chr10	48450001	49550000	1100000	40000	753863.5053368278	98.0%	0.063	0.637622806766079
chr11	60520001	60550000	chr11	60520001	62740000	2220000	30000	350115.595135706	97.0%	0.048	0.637032624435524
chr1	118730001	118770000	chr1	118290001	118770000	480000	40000	753785.2601704724	99.0%	0.082	0.6364028982815527
chr18	24090001	24130000	chr18	23290001	24130000	840000	40000	615660.7036390096	97.0%	0.0805	0.6361148246692951
chr3	127300001	127340000	chr3	127300001	127940000	640000	40000	971509.0772882251	99.0%	0.098	0.6352242234041181
chr9	90660001	90700000	chr9	89810001	90700000	890000	40000	651360.4760019478	97.0%	0.083	0.6288322580123423
chr5	120030001	120080000	chr5	119010001	120080000	1070000	50000	606491.6516187675	99.0%	0.072	0.6279309844371761
chr10	53770001	53820000	chr10	53270001	53820000	550000	50000	1386699.3340122835	99.0%	0.098	0.6266732580732663
chr13	110350001	110390000	chr13	109110001	110390000	1280000	40000	418540.02433562453	98.0%	0.0795	0.6262185430254528
chr9	98210001	98250000	chr9	97450001	98250000	800000	40000	981646.0303447905	99.0%	0.035	0.6220330068795775
chr10	50570001	50610000	chr10	49210001	50610000	1400000	40000	285681.92871939566	99.0%	0.08399999999999999	0.620259977540117
chr1	13770001	13810000	chr1	13770001	15690000	1920000	40000	260154.52403369432	97.0%	0.0815	0.6088602144870796
chr2	165530001	165580000	chr2	165530001	166770000	1240000	50000	485932.10951801745	98.0%	0.07050000000000001	0.6077213383527059
chr5	100280001	100350000	chr5	98800001	100350000	1550000	70000	558493.1329670445	97.0%	0.057	0.6065865858671784
chr11	101720001	101760000	chr11	100300001	101760000	1460000	40000	666578.7970481651	96.0%	0.0605	0.6058501500676885
chr15	76710001	76750000	chr15	76710001	77360000	650000	40000	1316200.687750126	99.0%	0.069	0.6045848313909242
chr15	9270001	9310000	chr15	9270001	12010000	2740000	40000	165500.5592603722	96.0%	0.063	0.6010748648590939
chr7	25370001	25410000	chr7	24090001	25410000	1320000	40000	982503.4451443545	99.0%	0.039	0.5973928841027869
chr11	121230001	121270000	chr11	119920001	121270000	1350000	40000	777377.8457571118	98.0%	0.069	0.5937438217006481
chr11	60520001	60560000	chr11	57970001	60560000	2590000	40000	324917.9182875059	95.0%	0.064	0.593032350813023
chr10	64060001	64100000	chr10	64060001	66980000	2920000	40000	480338.03522213455	95.0%	0.0075	0.5929159522812771
chr11	78480001	78520000	chr11	77690001	78520000	830000	40000	1459309.1937301527	99.0%	0.042	0.5923650450138079
chr17	43670001	43710000	chr17	43670001	44140000	470000	40000	1213986.5524168038	99.0%	0.062	0.5914303662812469
chr16	12180001	12220000	chr16	11410001	12220000	810000	40000	746122.0739851019	98.0%	0.065	0.5867185975579239
chr6	85020001	85070000	chr6	85020001	85580000	560000	50000	1385260.0481254836	99.0%	0.0845	0.5865603632687006
chr9	105640001	105680000	chr9	105640001	106890000	1250000	40000	469636.3139806364	95.0%	0.07	0.5840557445258899
chr10	17330001	17370000	chr10	15830001	17370000	1540000	40000	501797.6585267689	98.0%	0.0325	0.5832478018414375
chr14	58070001	58110000	chr14	57490001	58110000	620000	40000	1220606.5927083	99.0%	0.08	0.5807248781442228
chr6	50080001	50120000	chr6	50080001	50820000	740000	40000	776836.6650457074	98.0%	0.0865	0.57895234659656
chr5	41860001	41910000	chr5	41860001	43360000	1500000	50000	505560.4549288509	99.0%	0.047	0.5769133691617566
chr2	56000001	56040000	chr2	54110001	56040000	1930000	40000	251984.1203307634	95.0%	0.061	0.5747528094607839
chr10	3150001	3210000	chr10	3150001	4460000	1310000	60000	590627.0329941624	97.0%	0.082	0.574017556922202
chr16	92440001	92480000	chr16	91470001	92480000	1010000	40000	615976.612904368	99.0%	0.07	0.5732054275317009
chr16	68890001	68930000	chr16	66060001	68930000	2870000	40000	116690.8281892407	95.0%	0.075	0.5727598966987567
chr15	8560001	8600000	chr15	7900001	8600000	700000	40000	723939.9474666916	96.0%	0.07100000000000001	0.5721788870816056
chr15	82430001	82470000	chr15	82430001	84790000	2360000	40000	267631.30384907755	95.0%	0.0725	0.5701907789682203
chr14	56350001	56390000	chr14	56350001	57120000	770000	40000	708207.8014886985	99.0%	0.081	0.5681411276820915
chr1	177960001	178000000	chr1	177960001	180690000	2730000	40000	191235.63719754532	95.0%	0.047	0.5643619704288441
chr11	51030001	51080000	chr11	50290001	51080000	790000	50000	621188.4827103924	99.0%	0.084	0.5641208807599885
chr4	25760001	25810000	chr4	25760001	26540000	780000	50000	637126.9018514375	98.0%	0.066	0.5627777423234294
chr7	83120001	83150000	chr7	83120001	84530000	1410000	30000	532548.1605172611	96.0%	0.074	0.5625707971370209
chr2	7330001	7370000	chr2	6470001	7370000	900000	40000	566852.2821172237	99.0%	0.056999999999999995	0.5582060535468362
chr14	80240001	80310000	chr14	80240001	82980000	2740000	70000	184187.1115417751	95.0%	0.074	0.5581973609057482
chr1	15970001	16020000	chr1	15090001	16020000	930000	50000	539891.4278324406	98.0%	0.092	0.5576807632332803
chr11	111030001	111070000	chr11	109760001	111070000	1310000	40000	549484.1608039506	97.0%	0.085	0.5542883663011932
chr6	36230001	36270000	chr6	35310001	36270000	960000	40000	416553.186295072	98.0%	0.078	0.5517865361145415
chr9	122710001	122750000	chr9	122710001	123170000	460000	40000	850817.7867040699	99.0%	0.0985	0.5515195296462062
chr2	11030001	11070000	chr2	10080001	11070000	990000	40000	454705.1508263194	98.0%	0.081	0.5503403467413119
chr5	145620001	145670000	chr5	145620001	146120000	500000	50000	2081210.0749637107	99.0%	0.0465	0.5495931667063861
chr2	157530001	157570000	chr2	155110001	157570000	2460000	40000	411645.9982023938	95.0%	0.056	0.5494720589709127
chr3	105870001	105910000	chr3	105060001	105910000	850000	40000	1072957.845899467	99.0%	0.038	0.5489902138158131
chr11	90680001	90740000	chr11	90680001	92980000	2300000	60000	247193.66409048802	97.0%	0.082	0.547735421933968
chr4	90900001	90940000	chr4	90900001	91440000	540000	40000	985031.3189981165	99.0%	0.0635	0.5431936459327358
chr9	65190001	65220000	chr9	65190001	66660000	1470000	30000	826717.7899851255	96.0%	0.056	0.541637418045658
chr5	137750001	137790000	chr5	136900001	137790000	890000	40000	1012759.9553830153	99.0%	0.03	0.5403375607736212
chr15	81400001	81470000	chr15	81400001	82290000	890000	70000	900927.3026760983	98.0%	0.068	0.5375164067055888
chr2	74650001	74700000	chr2	72160001	74700000	2540000	50000	241449.91882701954	97.0%	0.069	0.5363744401459548
chr6	125600001	125630000	chr6	125600001	128080000	2480000	30000	370611.50356074626	96.0%	0.0745	0.5360304119407014
chr8	35410001	35470000	chr8	34290001	35470000	1180000	60000	417038.8572058442	98.0%	0.079	0.5358190388873336
chr5	73400001	73440000	chr5	73400001	76040000	2640000	40000	204619.19124623842	96.0%	0.094	0.5325012379638219
chr15	57200001	57240000	chr15	56040001	57240000	1200000	40000	431178.53332960076	97.0%	0.072	0.5290953377207113
chr16	84100001	84150000	chr16	81230001	84150000	2920000	50000	158753.79529722754	96.0%	0.0415	0.5271079101950676
chr16	97400001	97450000	chr16	95050001	97450000	2400000	50000	297687.42362211226	96.0%	0.085	0.5268260005694212
chr17	32460001	32520000	chr17	31520001	32520000	1000000	60000	681918.3716658013	98.0%	0.0725	0.5230609039060607
chr1	23990001	24030000	chr1	22300001	24030000	1730000	40000	469454.4351288476	99.0%	0.054	0.5169201359584765
chr19	22860001	22910000	chr19	22110001	22910000	800000	50000	1730527.4265623945	96.0%	0.0165	0.5151637207209868
chr19	41070001	41110000	chr19	41070001	42300000	1230000	40000	521672.78860420326	97.0%	0.097	0.514399579418073
chr5	142070001	142100000	chr5	142070001	142980000	910000	30000	1208856.862201344	96.0%	0.077	0.5142436853664408
chr1	194010001	194050000	chr1	194010001	195150000	1140000	40000	512269.3522742763	95.0%	0.0915	0.5121286025000671
chr7	75100001	75140000	chr7	75100001	75750000	650000	40000	1705771.4269515395	99.0%	0.043	0.5100570008128719
chr1	106040001	106080000	chr1	106040001	106810000	770000	40000	1089515.472843737	99.0%	0.038	0.5091553886709561
chr13	12540001	12580000	chr13	11550001	12580000	1030000	40000	500820.8038101948	98.0%	0.089	0.5078066506568057
chr15	32890001	32940000	chr15	32890001	34150000	1260000	50000	520186.04383514717	99.0%	0.05	0.5059412591710695
chr15	74750001	74790000	chr15	74750001	76070000	1320000	40000	612794.2734164107	98.0%	0.066	0.503935898786514
chr1	109660001	109700000	chr1	107620001	109700000	2080000	40000	233973.61182309082	95.0%	0.06	0.503125454848345
chr15	43460001	43500000	chr15	41010001	43500000	2490000	40000	202381.7339055831	95.0%	0.088	0.5001545851174959
chr16	91340001	91380000	chr16	91340001	92170000	830000	40000	665851.9309604742	98.0%	0.09	0.49867191760262236
chr9	88520001	88560000	chr9	88210001	88560000	350000	40000	1772216.5461914516	99.0%	0.047	0.4981952722352663
chr11	114470001	114530000	chr11	114470001	115290000	820000	60000	1721464.4080339475	99.0%	0.067	0.4955682142828829
chr8	72710001	72750000	chr8	72150001	72750000	600000	40000	842173.550312927	99.0%	0.0675	0.4950929698415967
chr2	129860001	129910000	chr2	129120001	129910000	790000	50000	1197767.9970842826	99.0%	0.055	0.49085139042392373
chr1	138810001	138860000	chr1	138810001	139510000	700000	50000	592503.9668798789	96.0%	0.096	0.4872419855365245
chr5	68460001	68530000	chr5	68460001	69600000	1140000	70000	411365.26854195615	97.0%	0.0615	0.48598925878677285
chr8	40260001	40310000	chr8	40260001	41120000	860000	50000	806990.4881152087	97.0%	0.097	0.4850460458226773
chr16	42760001	42800000	chr16	41380001	42800000	1420000	40000	444111.0978659814	98.0%	0.0665	0.48449193310314714
chr9	53970001	54000000	chr9	53040001	54000000	960000	30000	668964.9387861755	96.0%	0.094	0.48309238846683106
chr10	64250001	64290000	chr10	63810001	64290000	480000	40000	951320.7298345648	99.0%	0.0825	0.48264106908811777
chr17	32010001	32060000	chr17	30900001	32060000	1160000	50000	554866.6734715765	98.0%	0.0525	0.476881098858106
chr9	62760001	62830000	chr9	62040001	62830000	790000	70000	842627.7233320061	99.0%	0.049	0.4687092781447718
chr18	67440001	67480000	chr18	67440001	68320000	880000	40000	1241718.5649432617	99.0%	0.057499999999999996	0.46607720680073794
chr9	97270001	97310000	chr9	97270001	98650000	1380000	40000	405195.35487174656	97.0%	0.0695	0.4644590018623875
chr9	24980001	25050000	chr9	23080001	25050000	1970000	70000	339923.3911844498	99.0%	0.05	0.46300994314925537
chr5	39630001	39690000	chr5	39630001	40590000	960000	60000	762376.5703481458	99.0%	0.083	0.4626684031736604
chr6	92740001	92800000	chr6	92740001	94600000	1860000	60000	243192.83775061413	96.0%	0.08399999999999999	0.46217697365473287
chr16	40190001	40240000	chr16	40190001	42470000	2280000	50000	299469.1265274285	95.0%	0.0615	0.46210764202129045
chr2	166970001	167010000	chr2	165180001	167010000	1830000	40000	592339.5119644174	97.0%	0.088	0.4585499524369054
chr10	13400001	13450000	chr10	12600001	13450000	850000	50000	620907.1156217002	99.0%	0.091	0.4552164112741579
chr17	28300001	28340000	chr17	27800001	28340000	540000	40000	1182405.4230263417	99.0%	0.0915	0.4544602517734274
chr18	78570001	78610000	chr18	78570001	80170000	1600000	40000	669184.1333107062	98.0%	0.0265	0.4491096975725812
chr7	50470001	50510000	chr7	48820001	50510000	1690000	40000	360876.2576251884	98.0%	0.087	0.4477035436784911
chr13	49640001	49680000	chr13	48490001	49680000	1190000	40000	414567.3045621689	99.0%	0.09	0.44682385686474735
chr16	21150001	21210000	chr16	20080001	21210000	1130000	60000	517311.70738614403	97.0%	0.069	0.44623272619819737
chr11	45670001	45710000	chr11	43810001	45710000	1900000	40000	317921.62386946904	95.0%	0.0835	0.44471778867421186
chr7	63200001	63240000	chr7	63200001	64650000	1450000	40000	465026.2566162024	98.0%	0.06	0.443307518661033
chr1	35640001	35680000	chr1	33570001	35680000	2110000	40000	434418.60852327425	96.0%	0.061	0.4431343650191698
chr1	184020001	184060000	chr1	182250001	184060000	1810000	40000	524767.0906156368	98.0%	0.095	0.43869263379452983
chr5	135520001	135560000	chr5	135010001	135560000	550000	40000	1749877.4927132016	99.0%	0.082	0.4375487409667325
chr11	101810001	101850000	chr11	101810001	102490000	680000	40000	1812088.096711039	99.0%	0.055	0.43654772186137397
chr15	93190001	93230000	chr15	92430001	93230000	800000	40000	528880.50495796	99.0%	0.088	0.42714656978061283
chr16	43790001	43830000	chr16	41620001	43830000	2210000	40000	250024.35533661998	95.0%	0.07	0.4261717529027549
chr16	40930001	40990000	chr16	39920001	40990000	1070000	60000	515237.6847964353	98.0%	0.037	0.4255073991174185
chr13	117190001	117240000	chr13	117190001	118060000	870000	50000	627279.9909056718	99.0%	0.094	0.4243331800241218
chr11	113180001	113220000	chr11	113180001	114730000	1550000	40000	647999.2900197076	99.0%	0.046	0.422454461722923
chr4	62760001	62800000	chr4	62760001	63360000	600000	40000	825872.0336131535	99.0%	0.086	0.41898374733470506
chr11	101620001	101670000	chr11	101620001	104290000	2670000	50000	449132.8857615871	97.0%	0.062	0.41262407031424253
chr3	9680001	9730000	chr3	7350001	9730000	2380000	50000	289443.8353944099	96.0%	0.07050000000000001	0.4126006918179273
chr11	54420001	54460000	chr11	54420001	55480000	1060000	40000	703194.0735532248	95.0%	0.0725	0.41224310402569864
chr19	24240001	24280000	chr19	23420001	24280000	860000	40000	733984.9481010268	96.0%	0.064	0.41156922812374486
chr2	126840001	126880000	chr2	126840001	127600000	760000	40000	982856.1510213923	99.0%	0.0765	0.4053711283520667
chr3	55620001	55660000	chr3	55620001	56360000	740000	40000	991003.878037344	98.0%	0.08549999999999999	0.4040857195631018
chr2	164070001	164110000	chr2	164070001	164770000	700000	40000	1034767.0334270379	98.0%	0.0745	0.39911141245307835
chr11	102830001	102880000	chr11	102420001	102880000	460000	50000	2439985.772306952	99.0%	0.0475	0.39681768246740673
chr19	25650001	25690000	chr19	25650001	27700000	2050000	40000	265199.87148578756	96.0%	0.074	0.39580086019622507
chr7	67620001	67650000	chr7	65040001	67650000	2610000	30000	554019.9171102324	96.0%	0.044	0.39505751679584067
chr1	51610001	51650000	chr1	51610001	52680000	1070000	40000	623315.3026720093	99.0%	0.082	0.393257272594347
chr15	28170001	28210000	chr15	28170001	30980000	2810000	40000	191583.2693842127	95.0%	0.099	0.3902481878716346
chr16	45140001	45170000	chr16	44100001	45170000	1070000	30000	635832.1763896315	97.0%	0.048	0.3873089251279912
chr1	109660001	109710000	chr1	109660001	110940000	1280000	50000	310130.77641006035	98.0%	0.0935	0.38680427600954675
chr17	89850001	89900000	chr17	88730001	89900000	1170000	50000	505464.3861011015	98.0%	0.068	0.3863757462658414
chr15	102620001	102680000	chr15	102180001	102680000	500000	60000	2215513.67261021	99.0%	0.0345	0.38109386886675684
chr16	67840001	67880000	chr16	66780001	67880000	1100000	40000	373806.72048233123	97.0%	0.064	0.3787580551692418
chr8	55040001	55110000	chr8	54480001	55110000	630000	70000	1429520.654089806	98.0%	0.014	0.3770780782213884
chr15	22710001	22750000	chr15	22710001	23890000	1180000	40000	223036.57927320225	96.0%	0.0815	0.37263144473927756
chr9	51120001	51180000	chr9	50660001	51180000	520000	60000	1350447.783587224	99.0%	0.0945	0.36954949982878155
chr11	66860001	66900000	chr11	65660001	66900000	1240000	40000	477243.84855294815	99.0%	0.055	0.36884516111850707
chr19	24500001	24540000	chr19	22430001	24540000	2110000	40000	720393.0962280856	97.0%	0.031	0.3670559603863742
chr9	43950001	44000000	chr9	43950001	44580000	630000	50000	1162235.784516	97.0%	0.087	0.36580479140881444
chr5	8570001	8630000	chr5	7980001	8630000	650000	60000	565917.3003766754	97.0%	0.094	0.36160437118482014
chr12	47420001	47460000	chr12	45540001	47460000	1920000	40000	186794.78576121668	98.0%	0.07050000000000001	0.36081019555803245
chr2	78530001	78570000	chr2	78530001	79380000	850000	40000	663620.0027236275	99.0%	0.081	0.3602066658014998
chr15	79510001	79550000	chr15	79510001	82080000	2570000	40000	315515.20102151483	97.0%	0.099	0.35722973736442815
chr2	85010001	85050000	chr2	83610001	85050000	1440000	40000	537993.3378742984	97.0%	0.094	0.3568669297232432
chr7	28140001	28190000	chr7	28140001	28980000	840000	50000	764858.1221292563	99.0%	0.0985	0.35502704929266526
chr2	144440001	144490000	chr2	143800001	144490000	690000	50000	784637.5867831085	99.0%	0.076	0.3495426133289614
chr7	30950001	31000000	chr7	30190001	31000000	810000	50000	730119.0181427305	99.0%	0.071	0.3470537711144375
chr18	69140001	69210000	chr18	68520001	69210000	690000	70000	1192294.4939719858	99.0%	0.045	0.34622602692774185
chr2	8350001	8390000	chr2	6420001	8390000	1970000	40000	194875.66726993912	99.0%	0.082	0.3415541355761541
chr8	123210001	123250000	chr8	123210001	126560000	3350000	40000	240069.56859495633	95.0%	0.085	0.3410293449979245
chr2	41970001	42030000	chr2	41110001	42030000	920000	60000	660556.3007302237	98.0%	0.0435	0.3405975761619508
chr1	23620001	23660000	chr1	22250001	23660000	1410000	40000	439774.0429644978	98.0%	0.072	0.339451487770242
chr10	12690001	12740000	chr10	12690001	14200000	1510000	50000	522277.4960760396	99.0%	0.095	0.3381127136965497
chr7	13260001	13300000	chr7	12760001	13300000	540000	40000	687330.5152695457	99.0%	0.0945	0.3364448687637656
chr18	45620001	45670000	chr18	45620001	46600000	980000	50000	693196.8143876345	97.0%	0.08449999999999999	0.33334026660676497
chr9	117930001	117990000	chr9	117010001	117990000	980000	60000	597934.3111093465	97.0%	0.09	0.33213649353909047
chr11	117820001	117880000	chr11	117820001	118420000	600000	60000	1021930.0492950327	99.0%	0.073	0.33114775465733687
chr16	78290001	78330000	chr16	77010001	78330000	1320000	40000	461958.59436357336	99.0%	0.0925	0.33034747071827897
chr11	58920001	58970000	chr11	58920001	60540000	1620000	50000	693831.6746211296	95.0%	0.0665	0.32671601100632613
chr10	93060001	93100000	chr10	93060001	94480000	1420000	40000	489244.41301192384	97.0%	0.096	0.3265619191388483
chr17	3080001	3130000	chr17	3080001	6020000	2940000	50000	374450.1885859905	95.0%	0.0965	0.3260437305719354
chr11	114380001	114420000	chr11	113700001	114420000	720000	40000	1308488.6577978584	99.0%	0.0295	0.3230401481528092
chr2	78160001	78200000	chr2	78160001	80630000	2470000	40000	294543.0498963251	95.0%	0.074	0.32163096012263015
chr4	105080001	105120000	chr4	104350001	105120000	770000	40000	1188840.8814419326	99.0%	0.072	0.3154597302236156
chr4	44140001	44180000	chr4	44140001	45100000	960000	40000	667268.5813034795	98.0%	0.089	0.31257195104957375
chr5	117030001	117100000	chr5	116120001	117100000	980000	70000	1243273.8084739172	99.0%	0.015	0.3071740114450117
chr5	73640001	73680000	chr5	73640001	74680000	1040000	40000	445301.5345060798	99.0%	0.0905	0.3063534125340345
chr11	88180001	88220000	chr11	87070001	88220000	1150000	40000	1035543.9656847406	96.0%	0.086	0.30424828870290804
chr17	26250001	26290000	chr17	26250001	26870000	620000	40000	1342945.4248982263	99.0%	0.0675	0.3031532218651524
chr2	91450001	91500000	chr2	90770001	91500000	730000	50000	1470348.9711305671	99.0%	0.05	0.3002758126260184
chr15	92390001	92460000	chr15	92390001	94260000	1870000	70000	252337.51899149283	95.0%	0.075	0.2978225341150312
chr11	115470001	115520000	chr11	115470001	116680000	1210000	50000	1102713.7818437663	97.0%	0.063	0.2972305886003712
chr6	127440001	127470000	chr6	127440001	128480000	1040000	30000	538540.9244705675	99.0%	0.082	0.2966118068423975
chr5	134180001	134230000	chr5	134180001	135530000	1350000	50000	650396.8163794755	97.0%	0.08	0.2942062827951319
chr13	56760001	56820000	chr13	56760001	57940000	1180000	60000	597427.8301903718	99.0%	0.091	0.2935181519026215
chr11	26470001	26510000	chr11	23710001	26510000	2800000	40000	199105.60428282668	96.0%	0.092	0.2920630276092271
chr9	119060001	119100000	chr9	118060001	119100000	1040000	40000	601081.1372579357	97.0%	0.09	0.29180295540030604
chr19	29490001	29540000	chr19	28960001	29540000	580000	50000	860706.6798607109	99.0%	0.091	0.29094688455626977
chr14	29450001	29490000	chr14	29450001	30770000	1320000	40000	577363.6605434834	98.0%	0.093	0.2814011680362331
chr13	44040001	44080000	chr13	42790001	44080000	1290000	40000	1035562.4010047641	97.0%	0.046	0.27821600392545903
chr4	147230001	147280000	chr4	147230001	147790000	560000	50000	901393.3227965323	99.0%	0.075	0.2769856299401573
chr2	48890001	48960000	chr2	48890001	49720000	830000	70000	766042.7678576139	99.0%	0.074	0.27255524789335805
chr9	54840001	54880000	chr9	54420001	54880000	460000	40000	1563519.598956854	99.0%	0.056	0.27163251962716845
chr4	14940001	14980000	chr4	14940001	16020000	1080000	40000	379975.79468816816	99.0%	0.0815	0.26592625308211265
chr12	75540001	75580000	chr12	75540001	77530000	1990000	40000	396579.2564224004	95.0%	0.091	0.26507273265705533
chr7	124830001	124870000	chr7	124830001	126160000	1330000	40000	706969.2433899851	95.0%	0.078	0.2608691803146645
chr9	103720001	103760000	chr9	103050001	103760000	710000	40000	2177663.1224197918	99.0%	0.054	0.2594123979375474
chr5	99840001	99890000	chr5	99290001	99890000	600000	50000	1113757.289481806	99.0%	0.0615	0.2555727872482438
