chr	start	end	ATAC.ctrl_ATAC.tagAlign.bgz.readCount	ATAC.ctrl_ATAC.tagAlign.bgz.RPM	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	normalized_atac	activity_base	activity_base_no_qnorm
chr10	106744921	106745421	577	2.467439	0.582323	0.582323	4.934877	0.596026	2.467439	0.582323	4.934877	0.596026	genic	False	True	False		Ppfia2	genic|chr10:106744921-106745421	2.467439	2.467439	2.467439
chr10	106760978	106761478	918	3.925665	0.692555	0.692555	7.851329	0.707746	3.925665	0.692555	7.851329	0.707746	genic	False	True	False		Ppfia2	genic|chr10:106760978-106761478	3.925665	3.925665	3.925665
chr10	106858041	106858541	170	0.726975	0.220045	0.220045	1.453950	0.223393	0.726975	0.220045	1.453950	0.223393	genic	False	True	False		Ppfia2	genic|chr10:106858041-106858541	0.726975	0.726975	0.726975
chr10	107094389	107094889	137	0.585856	0.183167	0.183167	1.171713	0.184761	0.585856	0.183167	1.171713	0.184761	genic	False	True	False		Acss3	genic|chr10:107094389-107094889	0.585856	0.585856	0.585856
chr10	107123418	107123918	144	0.615791	0.190069	0.190069	1.231581	0.191882	0.615791	0.190069	1.231581	0.191882	promoter	True	False	False	Acss3	Acss3	promoter|chr10:107123418-107123918	0.615791	0.615791	0.615791
chr10	107205525	107206025	37	0.158224	0.073891	0.073891	0.316448	0.074092	0.158224	0.073891	0.316448	0.074092	promoter	True	False	False	Gm29674	Gm29674	promoter|chr10:107205525-107206025	0.158224	0.158224	0.158224
chr10	107271401	107271935	1384	5.918431	0.771866	0.771866	11.083205	0.775793	5.918431	0.771866	11.083205	0.775793	promoter	True	False	False	Lin7a	Lin7a	promoter|chr10:107271401-107271935	5.918431	5.918431	5.918431
chr10	107272061	107272561	2093	8.950345	0.834445	0.834445	17.900689	0.849914	8.950345	0.834445	17.900689	0.849914	promoter	True	False	False	Lin7a	Lin7a	promoter|chr10:107272061-107272561	8.950345	8.950345	8.950345
chr10	107272693	107273193	1397	5.974024	0.773277	0.773277	11.948047	0.788729	5.974024	0.773277	11.948047	0.788729	genic	False	True	False		Lin7a	genic|chr10:107272693-107273193	5.974024	5.974024	5.974024
chr10	107288394	107288894	244	1.043423	0.322944	0.322944	2.086846	0.331127	1.043423	0.322944	2.086846	0.331127	genic	False	True	False		Lin7a	genic|chr10:107288394-107288894	1.043423	1.043423	1.043423
chr10	107294075	107294575	2270	9.707254	0.845592	0.845592	19.414508	0.861056	9.707254	0.845592	19.414508	0.861056	genic	False	True	False		Lin7a	genic|chr10:107294075-107294575	9.707254	9.707254	9.707254
chr10	107351615	107352115	213	0.910857	0.280351	0.280351	1.821714	0.286828	0.910857	0.280351	1.821714	0.286828	genic	False	True	False		Lin7a	genic|chr10:107351615-107352115	0.910857	0.910857	0.910857
chr10	107358434	107358934	2508	10.725019	0.858540	0.858540	21.450037	0.874535	10.725019	0.858540	21.450037	0.874535	genic	False	True	False		Lin7a	genic|chr10:107358434-107358934	10.725019	10.725019	10.725019
chr10	107361487	107361987	5006	21.407274	0.932645	0.932645	42.814548	0.944046	21.407274	0.932645	42.814548	0.944046	genic	False	True	False		Lin7a	genic|chr10:107361487-107361987	21.407274	21.407274	21.407274
chr10	107389433	107389933	6606	28.249391	0.954549	0.954549	56.498783	0.963630	28.249391	0.954549	56.498783	0.963630	genic	False	True	False		Lin7a	genic|chr10:107389433-107389933	28.249391	28.249391	28.249391
chr10	107407605	107408105	159	0.679935	0.206382	0.206382	1.359871	0.209146	0.679935	0.206382	1.359871	0.209146	genic	False	True	False		Lin7a	genic|chr10:107407605-107408105	0.679935	0.679935	0.679935
chr10	107485884	107486384	84	0.359211	0.140190	0.140190	0.718422	0.140680	0.359211	0.140190	0.718422	0.140680	promoter	True	False	False	Myf5	Myf5	promoter|chr10:107485884-107486384	0.359211	0.359211	0.359211
chr10	107494487	107494987	50	0.213816	0.097479	0.097479	0.427632	0.097727	0.213816	0.097479	0.427632	0.097727	promoter	True	False	False	Myf6	Myf6	promoter|chr10:107494487-107494987	0.213816	0.213816	0.213816
chr10	107719801	107720301	37	0.158224	0.073891	0.073891	0.316448	0.074092	0.158224	0.073891	0.316448	0.074092	promoter	True	False	False	Ptprq	Ptprq	promoter|chr10:107719801-107720301	0.158224	0.158224	0.158224
chr10	107799922	107800422	268	1.146055	0.352512	0.352512	2.292109	0.361983	1.146055	0.352512	2.292109	0.361983	genic	False	True	False		Otogl	genic|chr10:107799922-107800422	1.146055	1.146055	1.146055
chr10	107911884	107912384	28	0.119737	0.056781	0.056781	0.239474	0.056929	0.119737	0.056781	0.239474	0.056929	promoter	True	False	False	Otogl	Otogl	promoter|chr10:107911884-107912384	0.119737	0.119737	0.119737
chr10	107932438	107932938	117	0.500330	0.166092	0.166092	1.000660	0.166978	0.500330	0.166092	1.000660	0.166978	intergenic	False	False	True			intergenic|chr10:107932438-107932938	0.500330	0.500330	0.500330
chr10	107946394	107946894	10	0.042763	0.023221	0.023221	0.085526	0.023233	0.042763	0.023221	0.085526	0.023233	promoter	True	False	False	Gm29685	Gm29685	promoter|chr10:107946394-107946894	0.042763	0.042763	0.042763
chr10	108095606	108096106	155	0.662830	0.201966	0.201966	1.325660	0.204570	0.662830	0.201966	1.325660	0.204570	intergenic	False	False	True			intergenic|chr10:108095606-108096106	0.662830	0.662830	0.662830
chr10	108161701	108162442	10863	46.453699	0.981833	0.981833	62.690553	0.969782	46.453699	0.981833	62.690553	0.969782	promoter	True	False	False	Ppp1r12a	Ppp1r12a	promoter|chr10:108161701-108162442	46.453699	46.453699	46.453699
chr10	108300750	108301250	485	2.074017	0.534705	0.534705	4.148034	0.547765	2.074017	0.534705	4.148034	0.547765	intergenic	False	False	True			intergenic|chr10:108300750-108301250	2.074017	2.074017	2.074017
chr10	108331870	108332977	502	2.146714	0.544335	0.544335	1.939218	0.306099	2.146714	0.544335	1.939218	0.306099	promoter	True	False	False	Pawr	Pawr	promoter|chr10:108331870-108332977	2.146714	2.146714	2.146714
chr10	108417000	108417500	63	0.269408	0.117170	0.117170	0.538817	0.117530	0.269408	0.117170	0.538817	0.117530	promoter	True	False	False	Gm36283	Gm36283	promoter|chr10:108417000-108417500	0.269408	0.269408	0.269408
chr10	108470268	108470768	610	2.608557	0.595814	0.595814	5.217114	0.609683	2.608557	0.595814	5.217114	0.609683	intergenic	False	False	True			intergenic|chr10:108470268-108470768	2.608557	2.608557	2.608557
chr10	108524216	108525045	415	1.774674	0.489597	0.489597	2.140741	0.339942	1.774674	0.489597	2.140741	0.339942	genic	False	True	False		Syt1	genic|chr10:108524216-108525045	1.774674	1.774674	1.774674
chr10	108567383	108567883	1244	5.319746	0.753221	0.753221	10.639492	0.768920	5.319746	0.753221	10.639492	0.768920	genic	False	True	False		Syt1	genic|chr10:108567383-108567883	5.319746	5.319746	5.319746
chr10	108588901	108589401	1227	5.247049	0.750269	0.750269	10.494097	0.766015	5.247049	0.750269	10.494097	0.766015	genic	False	True	False		Syt1	genic|chr10:108588901-108589401	5.247049	5.247049	5.247049
chr10	108649128	108649628	2754	11.776994	0.870615	0.870615	23.553988	0.886355	11.776994	0.870615	23.553988	0.886355	genic	False	True	False		Syt1	genic|chr10:108649128-108649628	11.776994	11.776994	11.776994
chr10	108655044	108655544	294	1.257239	0.382866	0.382866	2.514478	0.393370	1.257239	0.382866	2.514478	0.393370	genic	False	True	False		Syt1	genic|chr10:108655044-108655544	1.257239	1.257239	1.257239
chr10	108679728	108680228	1007	4.306258	0.712045	0.712045	8.612515	0.727390	4.306258	0.712045	8.612515	0.727390	genic	False	True	False		Syt1	genic|chr10:108679728-108680228	4.306258	4.306258	4.306258
chr10	108699910	108700410	71	0.303619	0.127378	0.127378	0.607238	0.127750	0.303619	0.127378	0.607238	0.127750	promoter	True	False	False	Gm5136	Gm5136,Syt1	promoter|chr10:108699910-108700410	0.303619	0.303619	0.303619
chr10	108724814	108725314	1129	4.827969	0.734180	0.734180	9.655938	0.749997	4.827969	0.734180	9.655938	0.749997	genic	False	True	False		Syt1	genic|chr10:108724814-108725314	4.827969	4.827969	4.827969
chr10	108733936	108734436	308	1.317108	0.397975	0.397975	2.634215	0.408992	1.317108	0.397975	2.634215	0.408992	genic	False	True	False		Syt1	genic|chr10:108733936-108734436	1.317108	1.317108	1.317108
chr10	108756392	108756892	192	0.821054	0.250251	0.250251	1.642108	0.255163	0.821054	0.250251	1.642108	0.255163	genic	False	True	False		Syt1	genic|chr10:108756392-108756892	0.821054	0.821054	0.821054
chr10	108798773	108799273	258	1.103291	0.340084	0.340084	2.206583	0.349247	1.103291	0.340084	2.206583	0.349247	genic	False	True	False		Syt1	genic|chr10:108798773-108799273	1.103291	1.103291	1.103291
chr10	108822295	108822795	621	2.655597	0.600549	0.600549	5.311193	0.614341	2.655597	0.600549	5.311193	0.614341	genic	False	True	False		Syt1	genic|chr10:108822295-108822795	2.655597	2.655597	2.655597
chr10	108831763	108832706	897	3.835862	0.687619	0.687619	4.067722	0.542198	3.835862	0.687619	4.067722	0.542198	genic	False	True	False		Syt1	genic|chr10:108831763-108832706	3.835862	3.835862	3.835862
chr10	108852691	108853191	931	3.981257	0.695424	0.695424	7.962514	0.710793	3.981257	0.695424	7.962514	0.710793	genic	False	True	False		Syt1	genic|chr10:108852691-108853191	3.981257	3.981257	3.981257
chr10	108867164	108867664	846	3.617769	0.674742	0.674742	7.235539	0.689668	3.617769	0.674742	7.235539	0.689668	genic	False	True	False		Syt1	genic|chr10:108867164-108867664	3.617769	3.617769	3.617769
chr10	108867854	108868681	1882	8.048040	0.819508	0.819508	9.731609	0.751314	8.048040	0.819508	9.731609	0.751314	genic	False	True	False		Syt1	genic|chr10:108867854-108868681	8.048040	8.048040	8.048040
chr10	108904341	108904841	187	0.799672	0.243237	0.243237	1.599345	0.247907	0.799672	0.243237	1.599345	0.247907	genic	False	True	False		Syt1	genic|chr10:108904341-108904841	0.799672	0.799672	0.799672
chr10	108930137	108930637	1039	4.443100	0.718587	0.718587	8.886200	0.733932	4.443100	0.718587	8.886200	0.733932	genic	False	True	False		Syt1	genic|chr10:108930137-108930637	4.443100	4.443100	4.443100
chr10	108952122	108952622	865	3.699020	0.679937	0.679937	7.398039	0.694970	3.699020	0.679937	7.398039	0.694970	genic	False	True	False		Syt1	genic|chr10:108952122-108952622	3.699020	3.699020	3.699020
chr10	108979584	108980084	492	2.103951	0.538997	0.538997	4.207902	0.552158	2.103951	0.538997	4.207902	0.552158	genic	False	True	False		Syt1	genic|chr10:108979584-108980084	2.103951	2.103951	2.103951
chr10	109003443	109003943	297	1.270068	0.385972	0.385972	2.540136	0.396623	1.270068	0.385972	2.540136	0.396623	genic	False	True	False		Syt1	genic|chr10:109003443-109003943	1.270068	1.270068	1.270068
chr10	109005433	109005933	301	1.287173	0.390459	0.390459	2.574347	0.401382	1.287173	0.390459	2.574347	0.401382	genic	False	True	False		Syt1	genic|chr10:109005433-109005933	1.287173	1.287173	1.287173
chr10	109010732	109011239	12084	51.675090	0.985517	0.985517	101.923255	0.990128	51.675090	0.985517	101.923255	0.990128	promoter	True	False	False	Syt1	Syt1	promoter|chr10:109010732-109011239	51.675090	51.675090	51.675090
chr10	109011383	109011883	2265	9.685872	0.845297	0.845297	19.371744	0.860749	9.685872	0.845297	19.371744	0.860749	promoter	True	False	False	Syt1		promoter|chr10:109011383-109011883	9.685872	9.685872	9.685872
chr10	109074247	109074747	216	0.923686	0.284655	0.284655	1.847372	0.291285	0.923686	0.284655	1.847372	0.291285	intergenic	False	False	True			intergenic|chr10:109074247-109074747	0.923686	0.923686	0.923686
chr10	109079681	109080181	178	0.761186	0.230661	0.230661	1.522371	0.234581	0.761186	0.230661	1.522371	0.234581	intergenic	False	False	True			intergenic|chr10:109079681-109080181	0.761186	0.761186	0.761186
chr10	109129651	109130151	5185	22.172736	0.935508	0.935508	44.345472	0.946679	22.172736	0.935508	44.345472	0.946679	intergenic	False	False	True			intergenic|chr10:109129651-109130151	22.172736	22.172736	22.172736
chr10	109246256	109246756	2142	9.159884	0.837663	0.837663	18.319769	0.853256	9.159884	0.837663	18.319769	0.853256	intergenic	False	False	True			intergenic|chr10:109246256-109246756	9.159884	9.159884	9.159884
chr10	109326731	109327231	1037	4.434547	0.718108	0.718108	8.869094	0.733512	4.434547	0.718108	8.869094	0.733512	intergenic	False	False	True			intergenic|chr10:109326731-109327231	4.434547	4.434547	4.434547
chr10	109378808	109379308	217	0.927962	0.286184	0.286184	1.855924	0.292897	0.927962	0.286184	1.855924	0.292897	intergenic	False	False	True			intergenic|chr10:109378808-109379308	0.927962	0.927962	0.927962
chr10	109487927	109488427	135	0.577304	0.181478	0.181478	1.154607	0.182901	0.577304	0.181478	1.154607	0.182901	intergenic	False	False	True			intergenic|chr10:109487927-109488427	0.577304	0.577304	0.577304
chr10	109496096	109496596	455	1.945727	0.517081	0.517081	3.891454	0.529864	1.945727	0.517081	3.891454	0.529864	intergenic	False	False	True			intergenic|chr10:109496096-109496596	1.945727	1.945727	1.945727
chr10	109510870	109511370	338	1.445397	0.427756	0.427756	2.890795	0.439588	1.445397	0.427756	2.890795	0.439588	intergenic	False	False	True			intergenic|chr10:109510870-109511370	1.445397	1.445397	1.445397
chr10	109542518	109543018	402	1.719082	0.479778	0.479778	3.438164	0.492590	1.719082	0.479778	3.438164	0.492590	intergenic	False	False	True			intergenic|chr10:109542518-109543018	1.719082	1.719082	1.719082
chr10	109561073	109561573	153	0.654277	0.199663	0.199663	1.308555	0.202066	0.654277	0.199663	1.308555	0.202066	intergenic	False	False	True			intergenic|chr10:109561073-109561573	0.654277	0.654277	0.654277
chr10	109566528	109567028	5661	24.208266	0.942800	0.942800	48.416532	0.953097	24.208266	0.942800	48.416532	0.953097	intergenic	False	False	True			intergenic|chr10:109566528-109567028	24.208266	24.208266	24.208266
chr10	109651476	109651976	1495	6.393103	0.784188	0.784188	12.786207	0.799581	6.393103	0.784188	12.786207	0.799581	intergenic	False	False	True			intergenic|chr10:109651476-109651976	6.393103	6.393103	6.393103
chr10	109664841	109665341	285	1.218752	0.372965	0.372965	2.437504	0.383415	1.218752	0.372965	2.437504	0.383415	intergenic	False	False	True			intergenic|chr10:109664841-109665341	1.218752	1.218752	1.218752
chr10	109672940	109673440	2085	8.916134	0.833908	0.833908	17.832268	0.849383	8.916134	0.833908	17.832268	0.849383	intergenic	False	False	True			intergenic|chr10:109672940-109673440	8.916134	8.916134	8.916134
chr10	109678509	109679009	168	0.718422	0.217347	0.217347	1.436845	0.220582	0.718422	0.217347	1.436845	0.220582	intergenic	False	False	True			intergenic|chr10:109678509-109679009	0.718422	0.718422	0.718422
chr10	109684121	109685092	2279	9.745741	0.846248	0.846248	10.036808	0.757560	9.745741	0.846248	10.036808	0.757560	genic	False	True	False		Nav3	genic|chr10:109684121-109685092	9.745741	9.745741	9.745741
chr10	109690559	109691059	2431	10.395742	0.854514	0.854514	20.791484	0.870402	10.395742	0.854514	20.791484	0.870402	genic	False	True	False		Nav3	genic|chr10:109690559-109691059	10.395742	10.395742	10.395742
chr10	109699794	109700294	753	3.220071	0.647529	0.647529	6.440143	0.662118	3.220071	0.647529	6.440143	0.662118	genic	False	True	False		Nav3	genic|chr10:109699794-109700294	3.220071	3.220071	3.220071
chr10	109712943	109713443	418	1.787503	0.491964	0.491964	3.575006	0.504570	1.787503	0.491964	3.575006	0.504570	genic	False	True	False		Nav3	genic|chr10:109712943-109713443	1.787503	1.787503	1.787503
chr10	109740221	109740721	633	2.706913	0.605101	0.605101	5.413825	0.618964	2.706913	0.605101	5.413825	0.618964	genic	False	True	False		Nav3	genic|chr10:109740221-109740721	2.706913	2.706913	2.706913
chr10	109741598	109742098	6475	27.689193	0.953174	0.953174	55.378386	0.962266	27.689193	0.953174	55.378386	0.962266	genic	False	True	False		Nav3	genic|chr10:109741598-109742098	27.689193	27.689193	27.689193
chr10	109746787	109747287	434	1.855924	0.503277	0.503277	3.711849	0.515723	1.855924	0.503277	3.711849	0.515723	genic	False	True	False		Nav3	genic|chr10:109746787-109747287	1.855924	1.855924	1.855924
chr10	109758965	109759465	742	3.173032	0.643933	0.643933	6.346064	0.658322	3.173032	0.643933	6.346064	0.658322	genic	False	True	False		Nav3	genic|chr10:109758965-109759465	3.173032	3.173032	3.173032
chr10	109832791	109833291	771	3.297045	0.652967	0.652967	6.594090	0.667686	3.297045	0.652967	6.594090	0.667686	genic	False	True	False		Nav3	genic|chr10:109832791-109833291	3.297045	3.297045	3.297045
chr10	109864625	109865125	228	0.975002	0.301181	0.301181	1.950003	0.308307	0.975002	0.301181	1.950003	0.308307	genic	False	True	False		Nav3	genic|chr10:109864625-109865125	0.975002	0.975002	0.975002
chr10	109920707	109921207	301	1.287173	0.390459	0.390459	2.574347	0.401382	1.287173	0.390459	2.574347	0.401382	genic	False	True	False		Nav3	genic|chr10:109920707-109921207	1.287173	1.287173	1.287173
chr10	110192157	110192657	2403	10.276005	0.853044	0.853044	20.552010	0.868908	10.276005	0.853044	20.552010	0.868908	genic	False	True	False		Nav3	genic|chr10:110192157-110192657	10.276005	10.276005	10.276005
chr10	110206364	110206864	447	1.911516	0.512045	0.512045	3.823033	0.524603	1.911516	0.512045	3.823033	0.524603	genic	False	True	False		Nav3	genic|chr10:110206364-110206864	1.911516	1.911516	1.911516
chr10	110233192	110233692	211	0.902304	0.277475	0.277475	1.804608	0.283787	0.902304	0.277475	1.804608	0.283787	genic	False	True	False		Nav3	genic|chr10:110233192-110233692	0.902304	0.902304	0.902304
chr10	110455178	110455678	1114	4.763824	0.731434	0.731434	9.527648	0.747275	4.763824	0.731434	9.527648	0.747275	genic	False	True	False		Nav3	genic|chr10:110455178-110455678	4.763824	4.763824	4.763824
chr10	110455817	110456454	1143	4.887837	0.736583	0.736583	7.673214	0.702899	4.887837	0.736583	7.673214	0.702899	promoter	True	False	False	Nav3	Nav3	promoter|chr10:110455817-110456454	4.887837	4.887837	4.887837
chr10	110479090	110479590	241	1.030594	0.319201	0.319201	2.061188	0.327130	1.030594	0.319201	2.061188	0.327130	intergenic	False	False	True			intergenic|chr10:110479090-110479590	1.030594	1.030594	1.030594
chr10	110548349	110548849	289	1.235857	0.377452	0.377452	2.471715	0.387873	1.235857	0.377452	2.471715	0.387873	intergenic	False	False	True			intergenic|chr10:110548349-110548849	1.235857	1.235857	1.235857
chr10	110566559	110567059	171	0.731251	0.221503	0.221503	1.462503	0.224910	0.731251	0.221503	1.462503	0.224910	intergenic	False	False	True			intergenic|chr10:110566559-110567059	0.731251	0.731251	0.731251
chr10	110596015	110596515	30	0.128290	0.061014	0.061014	0.256579	0.061150	0.128290	0.061014	0.256579	0.061150	promoter	True	False	False	9230102K24Rik	9230102K24Rik	promoter|chr10:110596015-110596515	0.128290	0.128290	0.128290
chr10	110654000	110654500	488	2.086846	0.536677	0.536677	4.173691	0.549755	2.086846	0.536677	4.173691	0.549755	intergenic	False	False	True			intergenic|chr10:110654000-110654500	2.086846	2.086846	2.086846
chr10	110733270	110733770	553	2.364807	0.571536	0.571536	4.729614	0.585216	2.364807	0.571536	4.729614	0.585216	intergenic	False	False	True			intergenic|chr10:110733270-110733770	2.364807	2.364807	2.364807
chr10	110744767	110745696	2793	11.943771	0.872085	0.872085	12.856589	0.800531	11.943771	0.872085	12.856589	0.800531	promoter	True	False	False	E2f7	E2f7	promoter|chr10:110744767-110745696	11.943771	11.943771	11.943771
chr10	110762132	110762632	2680	11.460546	0.867167	0.867167	22.921093	0.882848	11.460546	0.867167	22.921093	0.882848	genic	False	True	False		E2f7	genic|chr10:110762132-110762632	11.460546	11.460546	11.460546
chr10	110794447	110794947	182	0.778291	0.236199	0.236199	1.556582	0.240503	0.778291	0.236199	1.556582	0.240503	intergenic	False	False	True			intergenic|chr10:110794447-110794947	0.778291	0.778291	0.778291
chr10	110919538	110920378	1584	6.773696	0.793517	0.793517	8.063924	0.713745	6.773696	0.793517	8.063924	0.713745	promoter	True	False	False	Csrp2	Csrp2	promoter|chr10:110919538-110920378	6.773696	6.773696	6.773696
chr10	110927427	110927927	748	3.198690	0.645941	0.645941	6.397380	0.660507	3.198690	0.645941	6.397380	0.660507	genic	False	True	False		Csrp2	genic|chr10:110927427-110927927	3.198690	3.198690	3.198690
chr10	110938303	110938803	359	1.535200	0.445781	0.445781	3.070400	0.457743	1.535200	0.445781	3.070400	0.457743	genic	False	True	False		Csrp2	genic|chr10:110938303-110938803	1.535200	1.535200	1.535200
chr10	110939099	110939599	1035	4.425995	0.717671	0.717671	8.851989	0.733076	4.425995	0.717671	8.851989	0.733076	genic	False	True	False		Csrp2	genic|chr10:110939099-110939599	4.425995	4.425995	4.425995
chr10	110939676	110940176	224	0.957896	0.295696	0.295696	1.915793	0.302769	0.957896	0.295696	1.915793	0.302769	intergenic	False	False	True			intergenic|chr10:110939676-110940176	0.957896	0.957896	0.957896
chr10	110953045	110953545	556	2.377636	0.572876	0.572876	4.755271	0.586656	2.377636	0.572876	4.755271	0.586656	genic	False	True	False		Zdhhc17	genic|chr10:110953045-110953545	2.377636	2.377636	2.377636
chr10	111005566	111006066	713	3.049018	0.634374	0.634374	6.098037	0.648739	3.049018	0.634374	6.098037	0.648739	genic	False	True	False		Zdhhc17	genic|chr10:111005566-111006066	3.049018	3.049018	3.049018
chr10	111009774	111010390	2748	11.751336	0.870355	0.870355	19.076845	0.858877	11.751336	0.870355	19.076845	0.858877	promoter	True	False	False	Zdhhc17	Zdhhc17	promoter|chr10:111009774-111010390	11.751336	11.751336	11.751336
chr10	111031350	111031850	535	2.287833	0.562124	0.562124	4.575666	0.575763	2.287833	0.562124	4.575666	0.575763	intergenic	False	False	True			intergenic|chr10:111031350-111031850	2.287833	2.287833	2.287833
chr10	111083283	111083783	238	1.017765	0.315186	0.315186	2.035530	0.322997	1.017765	0.315186	2.035530	0.322997	intergenic	False	False	True			intergenic|chr10:111083283-111083783	1.017765	1.017765	1.017765
chr10	111099986	111100486	154	0.658554	0.200880	0.200880	1.317108	0.203407	0.658554	0.200880	1.317108	0.203407	intergenic	False	False	True			intergenic|chr10:111099986-111100486	0.658554	0.658554	0.658554
chr10	111108619	111109119	260	1.111844	0.342487	0.342487	2.223688	0.351792	1.111844	0.342487	2.223688	0.351792	intergenic	False	False	True			intergenic|chr10:111108619-111109119	1.111844	1.111844	1.111844
chr10	111164340	111165387	6104	26.102677	0.948432	0.948432	24.930924	0.893086	26.102677	0.948432	24.930924	0.893086	promoter	True	False	False	Osbpl8	Osbpl8	promoter|chr10:111164340-111165387	26.102677	26.102677	26.102677
chr10	111173874	111174374	419	1.791779	0.492738	0.492738	3.583559	0.505296	1.791779	0.492738	3.583559	0.505296	genic	False	True	False		Osbpl8	genic|chr10:111173874-111174374	1.791779	1.791779	1.791779
chr10	111179815	111180315	247	1.056252	0.327000	0.327000	2.112504	0.335431	1.056252	0.327000	2.112504	0.335431	genic	False	True	False		Osbpl8	genic|chr10:111179815-111180315	1.056252	1.056252	1.056252
chr10	111180585	111181085	319	1.364147	0.408732	0.408732	2.728294	0.420080	1.364147	0.408732	2.728294	0.420080	genic	False	True	False		Osbpl8	genic|chr10:111180585-111181085	1.364147	1.364147	1.364147
chr10	111183817	111184317	353	1.509542	0.440905	0.440905	3.019084	0.452837	1.509542	0.440905	3.019084	0.452837	genic	False	True	False		Osbpl8	genic|chr10:111183817-111184317	1.509542	1.509542	1.509542
chr10	111190131	111190631	1189	5.084548	0.744412	0.744412	10.169097	0.760034	5.084548	0.744412	10.169097	0.760034	genic	False	True	False		Osbpl8	genic|chr10:111190131-111190631	5.084548	5.084548	5.084548
chr10	111204022	111204522	572	2.446057	0.580032	0.580032	4.892114	0.593712	2.446057	0.580032	4.892114	0.593712	genic	False	True	False		Osbpl8	genic|chr10:111204022-111204522	2.446057	2.446057	2.446057
chr10	111226415	111226915	247	1.056252	0.327000	0.327000	2.112504	0.335431	1.056252	0.327000	2.112504	0.335431	genic	False	True	False		Osbpl8	genic|chr10:111226415-111226915	1.056252	1.056252	1.056252
chr10	111298413	111298928	7317	31.289857	0.961150	0.961150	60.757004	0.968070	31.289857	0.961150	60.757004	0.968070	promoter	True	False	False	Bbs10	Bbs10	promoter|chr10:111298413-111298928	31.289857	31.289857	31.289857
chr10	111336873	111337373	0	0.000000	0.005822	0.005822	0.000000	0.005822	0.000000	0.005822	0.000000	0.005822	promoter	True	False	False	Gm40761	Gm40761	promoter|chr10:111336873-111337373	0.000000	0.000000	0.000000
chr10	111381728	111382228	421	1.800332	0.494261	0.494261	3.600664	0.506689	1.800332	0.494261	3.600664	0.506689	intergenic	False	False	True			intergenic|chr10:111381728-111382228	1.800332	1.800332	1.800332
chr10	111419494	111419994	419	1.791779	0.492738	0.492738	3.583559	0.505296	1.791779	0.492738	3.583559	0.505296	intergenic	False	False	True			intergenic|chr10:111419494-111419994	1.791779	1.791779	1.791779
chr10	111472878	111473472	7798	33.346769	0.965401	0.965401	56.139341	0.963252	33.346769	0.965401	56.139341	0.963252	promoter	True	False	False	Nap1l1	Nap1l1	promoter|chr10:111472878-111473472	33.346769	33.346769	33.346769
chr10	111506013	111506884	2448	10.468439	0.855512	0.855512	12.018874	0.789774	10.468439	0.855512	12.018874	0.789774	promoter	True	False	False	Phlda1	Phlda1,Gm28592	promoter|chr10:111506013-111506884	10.468439	10.468439	10.468439
chr10	111507383	111507912	800	3.421059	0.661693	0.661693	6.467029	0.663140	3.421059	0.661693	6.467029	0.663140	promoter	True	False	False	Gm28592	Phlda1,Gm28592	promoter|chr10:111507383-111507912	3.421059	3.421059	3.421059
chr10	111519547	111520431	1775	7.590474	0.811177	0.811177	8.586509	0.726799	7.590474	0.811177	8.586509	0.726799	intergenic	False	False	True			intergenic|chr10:111519547-111520431	7.590474	7.590474	7.590474
chr10	111520553	111521053	404	1.727635	0.481266	0.481266	3.455269	0.494078	1.727635	0.481266	3.455269	0.494078	intergenic	False	False	True			intergenic|chr10:111520553-111521053	1.727635	1.727635	1.727635
chr10	111526978	111527478	2298	9.826991	0.847216	0.847216	19.653982	0.862738	9.826991	0.847216	19.653982	0.862738	intergenic	False	False	True			intergenic|chr10:111526978-111527478	9.826991	9.826991	9.826991
chr10	111550014	111550514	716	3.061847	0.635396	0.635396	6.123695	0.649767	3.061847	0.635396	6.123695	0.649767	intergenic	False	False	True			intergenic|chr10:111550014-111550514	3.061847	3.061847	3.061847
chr10	111559849	111560349	236	1.009212	0.312529	0.312529	2.018425	0.320157	1.009212	0.312529	2.018425	0.320157	intergenic	False	False	True			intergenic|chr10:111559849-111560349	1.009212	1.009212	1.009212
chr10	111566843	111567343	2031	8.685213	0.830271	0.830271	17.370425	0.845687	8.685213	0.830271	17.370425	0.845687	intergenic	False	False	True			intergenic|chr10:111566843-111567343	8.685213	8.685213	8.685213
chr10	111594023	111594523	41	0.175329	0.081526	0.081526	0.350659	0.081797	0.175329	0.081526	0.350659	0.081797	promoter	True	False	False	4933440J02Rik	4933440J02Rik	promoter|chr10:111594023-111594523	0.175329	0.175329	0.175329
chr10	111598926	111599426	10	0.042763	0.023221	0.023221	0.085526	0.023233	0.042763	0.023221	0.085526	0.023233	promoter	True	False	False	Gm30262	Gm30262	promoter|chr10:111598926-111599426	0.042763	0.042763	0.042763
