chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.ctrl_ATAC.tagAlign.bgz.readCount	ATAC.ctrl_ATAC.tagAlign.bgz.RPM	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr9	88548019	88571061	Zfp949	0	+	ENSMUSG00000032425	protein_coding	Zfp949	88548019		False		4712	20.150035	0.696141	0.696141	0.874492	0.725556	20.150035	0.696141	0.874492	0.725556	3783	16.177331	0.804550	0.804550	16.177331	0.804550	16.177331	0.804550	16.177331	0.804550	0.804550
chr9	88580890	88588819	Trim43a	0	+	ENSMUSG00000090693	protein_coding	Trim43a	88580890		False		429	1.834543	0.247918	0.247918	0.231371	0.276181	1.834543	0.247918	0.231371	0.276181	31	0.132566	0.099763	0.099763	0.132566	0.099763	0.132566	0.099763	0.132566	0.099763	0.099763
chr9	88595324	88599516	9430037G07Rik	0	-	ENSMUSG00000097073	lincRNA	9430037G07Rik	88599516		False		893	3.818757	0.354609	0.354609	0.910963	0.735018	3.818757	0.354609	0.910963	0.735018	1517	6.487182	0.669207	0.669207	6.487182	0.669207	6.487182	0.669207	6.487182	0.669207	0.669207
chr9	88688601	88720296	Mthfsl	0	-	ENSMUSG00000079427	protein_coding	Mthfsl	88720296		False		6760	28.907945	0.782170	0.782170	0.912066	0.735266	28.907945	0.782170	0.912066	0.735266	1703	7.282578	0.683347	0.683347	7.282578	0.683347	7.282578	0.683347	7.282578	0.683347	0.683347
chr9	88723284	88731914	Bcl2a1d	0	-	ENSMUSG00000099974	protein_coding	Bcl2a1d	88731914		False		244	1.043423	0.167753	0.167753	0.120906	0.102350	1.043423	0.167753	0.120906	0.102350	44	0.188158	0.150583	0.150583	0.188158	0.150583	0.188158	0.150583	0.188158	0.150583	0.150583
chr9	88827521	88828425	Gm29562	0	+	ENSMUSG00000101698	lincRNA	Gm29562	88827521		False		0	0.000000	0.001878	0.001878	0.000000	0.001878	0.000000	0.001878	0.000000	0.001878	0	0.000000	0.008718	0.008718	0.000000	0.008718	0.000000	0.008718	0.000000	0.008718	0.008718
chr9	88839163	88848190	Trim43c	0	+	ENSMUSG00000067399	protein_coding	Trim43c	88839163		False		254	1.086186	0.172485	0.172485	0.120326	0.101712	1.086186	0.172485	0.120326	0.101712	42	0.179606	0.143389	0.143389	0.179606	0.143389	0.179606	0.143389	0.179606	0.143389	0.143389
chr9	88840235	88858870	9330159M07Rik	0	-	ENSMUSG00000097177	processed_transcript	9330159M07Rik	88858870		False		930	3.976981	0.361183	0.361183	0.213415	0.248538	3.976981	0.361183	0.213415	0.248538	1482	6.337511	0.665787	0.665787	6.337511	0.665787	6.337511	0.665787	6.337511	0.665787	0.665787
chr9	88859010	88883554	Gm26611	0	+	ENSMUSG00000097677	lincRNA	Gm26611	88859010		False		1222	5.225667	0.402736	0.402736	0.212910	0.247688	5.225667	0.402736	0.212910	0.247688	1475	6.307577	0.665255	0.665255	6.307577	0.665255	6.307577	0.665255	6.307577	0.665255	0.665255
chr9	88878993	88937342	Gm2396	0	-	ENSMUSG00000099930	processed_transcript	Gm2396	88937342		False		2023	8.651002	0.493940	0.493940	0.148263	0.145196	8.651002	0.493940	0.148263	0.145196	32	0.136842	0.103572	0.103572	0.136842	0.103572	0.136842	0.103572	0.136842	0.103572	0.103572
chr9	88956899	88962419	Bcl2a1a	0	+	ENSMUSG00000102037	protein_coding	Bcl2a1a	88956899		False		153	0.654277	0.104423	0.104423	0.118529	0.099231	0.654277	0.104423	0.118529	0.099231	62	0.265132	0.220789	0.220789	0.265132	0.220789	0.265132	0.220789	0.265132	0.220789	0.220789
chr9	89084623	89092835	Trim43b	0	-	ENSMUSG00000079162	protein_coding	Trim43b	89092835		False		342	1.462503	0.215473	0.215473	0.178093	0.192792	1.462503	0.215473	0.178093	0.192792	48	0.205264	0.166478	0.166478	0.205264	0.166478	0.205264	0.166478	0.205264	0.166478	0.166478
chr9	89113110	89177887	4930579C12Rik	0	-	ENSMUSG00000074146	lincRNA	4930579C12Rik	89177887		False		2198	9.399358	0.511429	0.511429	0.145103	0.141085	9.399358	0.511429	0.145103	0.141085	17	0.072697	0.050838	0.050838	0.072697	0.050838	0.072697	0.050838	0.072697	0.050838	0.050838
chr9	89199208	89207827	Bcl2a1b	0	+	ENSMUSG00000089929	protein_coding	Bcl2a1b	89199208		False		207	0.885199	0.144062	0.144062	0.102703	0.078003	0.885199	0.144062	0.102703	0.078003	66	0.282237	0.236046	0.236046	0.282237	0.236046	0.282237	0.236046	0.282237	0.236046	0.236046
chr9	89199378	89215471	Gm29094	0	+	ENSMUSG00000100838	protein_coding	Gm29094	89199378		False		4919	21.035234	0.706507	0.706507	1.307105	0.810044	21.035234	0.706507	1.307105	0.810044	70	0.299343	0.250381	0.250381	0.299343	0.250381	0.299343	0.250381	0.299343	0.250381	0.250381
chr9	89210675	89377713	Mthfs	0	+	ENSMUSG00000066442	protein_coding	Mthfs	89210675		False		11396	48.732980	0.878548	0.878548	0.291748	0.364249	48.732980	0.878548	0.291748	0.364249	1596	6.825012	0.675657	0.675657	6.825012	0.675657	6.825012	0.675657	6.825012	0.675657	0.675657
chr9	89550697	89560384	Gm47403	0	-	ENSMUSG00000111806	lincRNA	Gm47403	89560384		False		362	1.548029	0.223624	0.223624	0.159805	0.163908	1.548029	0.223624	0.159805	0.163908	34	0.145395	0.111387	0.111387	0.145395	0.111387	0.145395	0.111387	0.145395	0.111387	0.111387
chr9	89587215	89623125	Minar1	0	-	ENSMUSG00000039313	protein_coding	Minar1	89623125		False		7755	33.162887	0.812028	0.812028	0.923500	0.738030	33.162887	0.812028	0.923500	0.738030	761	3.254282	0.601056	0.601056	3.254282	0.601056	3.254282	0.601056	3.254282	0.601056	0.601056
chr9	89638071	89646002	Gm47409	0	+	ENSMUSG00000111274	lincRNA	Gm47409	89638071		False		203	0.868094	0.140961	0.140961	0.109456	0.086969	0.868094	0.140961	0.109456	0.086969	52	0.222369	0.182815	0.182815	0.222369	0.182815	0.222369	0.182815	0.222369	0.182815	0.182815
chr9	89699205	89705068	Tmed3	0	-	ENSMUSG00000032353	protein_coding	Tmed3	89705068		False		3324	14.214498	0.605805	0.605805	2.424441	0.902789	14.214498	0.605805	2.424441	0.902789	3047	13.029957	0.767374	0.767374	13.029957	0.767374	13.029957	0.767374	13.029957	0.767374	0.767374
chr9	89725244	89738475	Ankrd34c	0	-	ENSMUSG00000047606	protein_coding	Ankrd34c	89738475		False		676	2.890795	0.315377	0.315377	0.218486	0.255945	2.890795	0.315377	0.218486	0.255945	175	0.748357	0.455240	0.455240	0.748357	0.455240	0.748357	0.455240	0.748357	0.455240	0.455240
chr9	89802869	89806055	1700017I07Rik	0	+	ENSMUSG00000098727	lincRNA	1700017I07Rik	89802869		False		209	0.893752	0.145302	0.145302	0.280525	0.348478	0.893752	0.145302	0.280525	0.348478	83	0.354935	0.291225	0.291225	0.354935	0.291225	0.354935	0.291225	0.354935	0.291225	0.291225
chr9	89826518	89864028	4930524O08Rik	0	+	ENSMUSG00000098627	lincRNA	4930524O08Rik	89826518		False		4539	19.410231	0.686359	0.686359	0.517468	0.577063	19.410231	0.686359	0.517468	0.577063	116	0.496053	0.377308	0.377308	0.496053	0.377308	0.496053	0.377308	0.496053	0.377308	0.377308
chr9	89909907	90026977	Rasgrf1	0	+	ENSMUSG00000032356	protein_coding	Rasgrf1	89909907		True		10685	45.692514	0.869547	0.869547	0.390301	0.475706	45.692514	0.869547	0.390301	0.475706	1228	5.251325	0.645090	0.645090	5.251325	0.645090	5.251325	0.645090	5.251325	0.645090	0.645090
chr9	90054151	90076089	Ctsh	0	+	ENSMUSG00000032359	protein_coding	Ctsh	90054151		False		1711	7.316789	0.461034	0.461034	0.333521	0.416522	7.316789	0.461034	0.333521	0.416522	163	0.697041	0.443421	0.443421	0.697041	0.443421	0.697041	0.443421	0.697041	0.443421	0.443421
chr9	90091664	90114774	Morf4l1	0	-	ENSMUSG00000062270	protein_coding	Morf4l1	90114774		False		9720	41.565862	0.853847	0.853847	1.798609	0.864443	41.565862	0.853847	1.798609	0.864443	8619	36.857630	0.928873	0.928873	36.857630	0.928873	36.857630	0.928873	36.857630	0.928873	0.928873
chr9	90163068	90208071	Adamts7	0	+	ENSMUSG00000032363	protein_coding	Adamts7	90163068		False		7966	34.065191	0.817450	0.817450	0.756954	0.689903	34.065191	0.817450	0.756954	0.689903	392	1.676319	0.547454	0.547454	1.676319	0.547454	1.676319	0.547454	1.676319	0.547454	0.547454
chr9	90202026	90270804	Tbc1d2b	0	-	ENSMUSG00000037410	protein_coding	Tbc1d2b	90270804		False		10126	43.302049	0.860864	0.860864	0.629592	0.638977	43.302049	0.860864	0.629592	0.638977	542	2.317767	0.573555	0.573555	2.317767	0.573555	2.317767	0.573555	2.317767	0.573555	0.573555
chr9	90303799	90318448	Gm30849	0	+	ENSMUSG00000111666	lincRNA	Gm30849	90303799		False		604	2.582899	0.298597	0.298597	0.176319	0.190878	2.582899	0.298597	0.176319	0.190878	34	0.145395	0.111387	0.111387	0.145395	0.111387	0.145395	0.111387	0.145395	0.111387	0.111387
chr9	90825301	90828860	Gm28703	0	-	ENSMUSG00000099512	lincRNA	Gm28703	90828860		False		414	1.770398	0.242921	0.242921	0.497442	0.563986	1.770398	0.242921	0.497442	0.563986	263	1.124673	0.509285	0.509285	1.124673	0.509285	1.124673	0.509285	1.124673	0.509285	0.509285
chr9	90938979	90939195	Gm29408	0	+	ENSMUSG00000099406	lincRNA	Gm29408	90938979		False		0	0.000000	0.001878	0.001878	0.000000	0.001878	0.000000	0.001878	0.000000	0.001878	0	0.000000	0.008718	0.008718	0.000000	0.008718	0.000000	0.008718	0.000000	0.008718	0.008718
chr9	91337600	91340878	Gm28652	0	+	ENSMUSG00000101608	lincRNA	Gm28652	91337600		False		118	0.504606	0.078162	0.078162	0.153937	0.154694	0.504606	0.078162	0.153937	0.154694	3	0.012829	0.021476	0.021476	0.012829	0.021476	0.012829	0.021476	0.012829	0.021476	0.021476
chr9	91358057	91365810	Zic1	0	-	ENSMUSG00000032368	protein_coding	Zic1	91365810		True		6381	27.287219	0.769359	0.769359	3.519569	0.938052	27.287219	0.769359	3.519569	0.938052	4619	19.752337	0.839777	0.839777	19.752337	0.839777	19.752337	0.839777	19.752337	0.839777	0.839777
chr9	91362412	91389348	Zic4	0	+	ENSMUSG00000036972	protein_coding	Zic4	91362412		False		26973	115.345267	0.964667	0.964667	4.282197	0.952865	115.345267	0.964667	4.282197	0.952865	1311	5.606260	0.652373	0.652373	5.606260	0.652373	5.606260	0.652373	5.606260	0.652373	0.652373
chr9	91404473	91562818	Gm29478	0	+	ENSMUSG00000100341	lincRNA	Gm29478	91404473		False		15866	67.848145	0.921749	0.921749	0.428483	0.512351	67.848145	0.921749	0.428483	0.512351	104	0.444738	0.351278	0.351278	0.444738	0.351278	0.444738	0.351278	0.444738	0.351278	0.351278
chr9	91922663	91961118	Gm31409	0	-	ENSMUSG00000109896	lincRNA	Gm31409	91961118		False		4209	17.999045	0.666371	0.666371	0.468055	0.544034	17.999045	0.666371	0.468055	0.544034	1883	8.052317	0.696194	0.696194	8.052317	0.696194	8.052317	0.696194	8.052317	0.696194	0.696194
chr9	92192935	92209772	Plscr5	0	+	ENSMUSG00000095654	protein_coding	Plscr5	92192935		False		830	3.549348	0.343144	0.343144	0.210806	0.244569	3.549348	0.343144	0.210806	0.244569	33	0.141119	0.107347	0.107347	0.141119	0.107347	0.141119	0.107347	0.141119	0.107347	0.107347
chr9	92249749	92272278	Plscr1	0	+	ENSMUSG00000032369	protein_coding	Plscr1	92249749		False		1782	7.620408	0.469504	0.469504	0.338249	0.421661	7.620408	0.469504	0.338249	0.421661	228	0.975002	0.492345	0.492345	0.975002	0.492345	0.975002	0.492345	0.975002	0.492345	0.492345
chr9	92275601	92297752	Plscr2	0	+	ENSMUSG00000032372	protein_coding	Plscr2	92275601		False		899	3.844415	0.355672	0.355672	0.173555	0.186625	3.844415	0.355672	0.173555	0.186625	152	0.650001	0.431407	0.431407	0.650001	0.431407	0.650001	0.431407	0.650001	0.431407	0.431407
chr9	92301962	92305144	Gm29139	0	-	ENSMUSG00000101370	lincRNA	Gm29139	92305144		False		111	0.474672	0.072704	0.072704	0.149174	0.146933	0.474672	0.072704	0.149174	0.146933	66	0.282237	0.236046	0.236046	0.282237	0.236046	0.282237	0.236046	0.282237	0.236046	0.236046
chr9	92309376	92357876	1700057G04Rik	0	+	ENSMUSG00000074139	protein_coding	1700057G04Rik	92309376		False		1032	4.413166	0.376883	0.376883	0.090993	0.062445	4.413166	0.376883	0.090993	0.062445	40	0.171053	0.135273	0.135273	0.171053	0.135273	0.171053	0.135273	0.171053	0.135273	0.135273
chr9	92457372	92492456	Plscr4	0	+	ENSMUSG00000032377	protein_coding	Plscr4	92457372		False		1673	7.154289	0.456604	0.456604	0.203919	0.234788	7.154289	0.456604	0.203919	0.234788	359	1.535200	0.539622	0.539622	1.535200	0.539622	1.535200	0.539622	1.535200	0.539622	0.539622
chr9	92542222	92608428	Plod2	0	+	ENSMUSG00000032374	protein_coding	Plod2	92542222		False		5500	23.519778	0.734309	0.734309	0.355251	0.439841	23.519778	0.734309	0.355251	0.439841	1073	4.588495	0.631304	0.631304	4.588495	0.631304	4.588495	0.631304	4.588495	0.631304	0.631304
chr9	92717455	92795711	4933400C23Rik	0	+	ENSMUSG00000101734	lincRNA	4933400C23Rik	92717455		False		1518	6.491459	0.439381	0.439381	0.082952	0.052876	6.491459	0.439381	0.082952	0.052876	86	0.367764	0.301751	0.301751	0.367764	0.301751	0.367764	0.301751	0.367764	0.301751	0.301751
chr9	92895831	92915791	Gm28054	0	+	ENSMUSG00000099823	lincRNA	Gm28054	92895831		False		415	1.774674	0.243258	0.243258	0.088912	0.059645	1.774674	0.243258	0.088912	0.059645	9	0.038487	0.031931	0.031931	0.038487	0.031931	0.038487	0.031931	0.038487	0.031931	0.031931
chr9	92979913	93005739	1700034K08Rik	0	-	ENSMUSG00000100294	lincRNA	1700034K08Rik	93005739		False		766	3.275664	0.332353	0.332353	0.126836	0.111529	3.275664	0.332353	0.126836	0.111529	32	0.136842	0.103572	0.103572	0.136842	0.103572	0.136842	0.103572	0.136842	0.103572	0.103572
chr9	94517863	94538081	Dipk2a	0	-	ENSMUSG00000045414	protein_coding	Dipk2a	94538081		False		7378	31.550713	0.802211	0.802211	1.560526	0.841160	31.550713	0.802211	1.560526	0.841160	10421	44.563565	0.947372	0.947372	44.563565	0.947372	44.563565	0.947372	44.563565	0.947372	0.947372
chr9	94667207	94668818	Gm29395	0	-	ENSMUSG00000101595	lincRNA	Gm29395	94668818		False		100	0.427632	0.065262	0.065262	0.265445	0.327498	0.427632	0.065262	0.265445	0.327498	124	0.530264	0.391998	0.391998	0.530264	0.391998	0.530264	0.391998	0.530264	0.391998	0.391998
chr9	94669908	95230445	Slc9a9	0	+	ENSMUSG00000031129	protein_coding	Slc9a9	94669908		False		41010	175.372016	0.983875	0.983875	0.312864	0.390438	175.372016	0.983875	0.312864	0.390438	650	2.779610	0.588404	0.588404	2.779610	0.588404	2.779610	0.588404	2.779610	0.588404	0.588404
chr9	95399291	95406722	Chst2	0	-	ENSMUSG00000033350	protein_coding	Chst2	95406722		False		1478	6.320406	0.435305	0.435305	0.850546	0.719247	6.320406	0.435305	0.850546	0.719247	1051	4.494416	0.629550	0.629550	4.494416	0.629550	4.494416	0.629550	4.494416	0.629550	0.629550
chr9	95456897	95511996	U2surp	0	-	ENSMUSG00000032407	protein_coding	U2surp	95511996		False		3647	15.595751	0.630595	0.630595	0.283050	0.352624	15.595751	0.630595	0.283050	0.352624	3583	15.322066	0.795496	0.795496	15.322066	0.795496	15.322066	0.795496	15.322066	0.795496	0.795496
chr9	95554496	95558913	Gm32281	0	+	ENSMUSG00000110827	lincRNA	Gm32281	95554496		False		451	1.928622	0.255555	0.255555	0.436636	0.519226	1.928622	0.255555	0.436636	0.519226	93	0.397698	0.323032	0.323032	0.397698	0.323032	0.397698	0.323032	0.397698	0.323032	0.323032
chr9	95559656	95568023	Paqr9	0	+	ENSMUSG00000064225	protein_coding	Paqr9	95559656		False		2185	9.343766	0.510047	0.510047	1.116740	0.779282	9.343766	0.510047	1.116740	0.779282	898	3.840138	0.613885	0.613885	3.840138	0.613885	3.840138	0.613885	3.840138	0.613885	0.613885
chr9	95636971	95638265	Gm16127	0	-	ENSMUSG00000086248	processed_transcript	Gm16127	95638265		False		1005	4.297705	0.372488	0.372488	3.321256	0.933941	4.297705	0.372488	3.321256	0.933941	807	3.450993	0.605787	0.605787	3.450993	0.605787	3.450993	0.605787	3.450993	0.605787	0.605787
chr9	95637600	95698096	Pcolce2	0	+	ENSMUSG00000015354	protein_coding	Pcolce2	95637600		False		5098	21.800696	0.715154	0.715154	0.360366	0.445476	21.800696	0.715154	0.360366	0.445476	949	4.058231	0.619697	0.619697	4.058231	0.619697	4.058231	0.619697	4.058231	0.619697	0.619697
chr9	95705081	95750375	Trpc1	0	-	ENSMUSG00000032839	protein_coding	Trpc1	95750375		False		4358	18.636217	0.675479	0.675479	0.411450	0.497785	18.636217	0.675479	0.411450	0.497785	3994	17.079635	0.814013	0.814013	17.079635	0.814013	17.079635	0.814013	17.079635	0.814013	0.814013
chr9	95752641	95845311	Pls1	0	-	ENSMUSG00000049493	protein_coding	Pls1	95845311		False		5686	24.315174	0.742301	0.742301	0.262385	0.322642	24.315174	0.742301	0.262385	0.322642	2334	9.980938	0.725963	0.725963	9.980938	0.725963	9.980938	0.725963	9.980938	0.725963	0.725963
chr9	95857596	95951781	Atr	0	+	ENSMUSG00000032409	protein_coding	Atr	95857596		False		3279	14.022064	0.602403	0.602403	0.148878	0.146366	14.022064	0.602403	0.148878	0.146366	2637	11.276664	0.744551	0.744551	11.276664	0.744551	11.276664	0.744551	11.276664	0.744551	0.744551
chr9	95954759	96057803	Xrn1	0	+	ENSMUSG00000032410	protein_coding	Xrn1	95954759		False		3584	15.326343	0.625793	0.625793	0.148736	0.146118	15.326343	0.625793	0.148736	0.146118	2299	9.831267	0.723801	0.723801	9.831267	0.723801	9.831267	0.723801	9.831267	0.723801	0.723801
chr9	96119361	96184608	Gk5	0	+	ENSMUSG00000041440	protein_coding	Gk5	96119361		False		2028	8.672384	0.494454	0.494454	0.132916	0.120566	8.672384	0.494454	0.132916	0.120566	843	3.604940	0.608676	0.608676	3.604940	0.608676	3.604940	0.608676	3.604940	0.608676	0.608676
chr9	96196274	96323646	Tfdp2	0	+	ENSMUSG00000032411	protein_coding	Tfdp2	96196274		False		8834	37.777040	0.836694	0.836694	0.296588	0.370699	37.777040	0.836694	0.296588	0.370699	7432	31.781634	0.908282	0.908282	31.781634	0.908282	31.781634	0.908282	31.781634	0.908282	0.908282
chr9	96332654	96364442	Atp1b3	0	-	ENSMUSG00000032412	protein_coding	Atp1b3	96364442		False		5060	21.638196	0.713276	0.713276	0.680703	0.660949	21.638196	0.713276	0.680703	0.660949	4878	20.859905	0.848903	0.848903	20.859905	0.848903	20.859905	0.848903	20.859905	0.848903	0.848903
chr9	96435782	96438138	BC043934	0	-	ENSMUSG00000056418	lincRNA	BC043934	96438138		False		732	3.130269	0.326027	0.326027	1.328637	0.812772	3.130269	0.326027	1.328637	0.812772	708	3.027637	0.595244	0.595244	3.027637	0.595244	3.027637	0.595244	3.027637	0.595244	0.595244
chr9	96470936	96478675	Rnf7	0	-	ENSMUSG00000051234	protein_coding	Rnf7	96478675		False		3685	15.758251	0.633625	0.633625	2.036213	0.882092	15.758251	0.633625	2.036213	0.882092	6033	25.799058	0.882199	0.882199	25.799058	0.882199	25.799058	0.882199	25.799058	0.882199	0.882199
chr9	96486000	96525264	Gm28729	0	-	ENSMUSG00000099564	protein_coding	Gm28729	96525264		False		2629	11.242454	0.550696	0.550696	0.286330	0.357302	11.242454	0.550696	0.286330	0.357302	143	0.611514	0.421023	0.421023	0.611514	0.421023	0.611514	0.421023	0.611514	0.421023	0.421023
chr9	96539299	96631617	Rasa2	0	-	ENSMUSG00000032413	protein_coding	Rasa2	96631617		False		7240	30.960580	0.798543	0.798543	0.335369	0.418507	30.960580	0.798543	0.335369	0.418507	2569	10.985874	0.739767	0.739767	10.985874	0.739767	10.985874	0.739767	10.985874	0.739767	0.739767
chr9	96682769	96752831	Zbtb38	0	-	ENSMUSG00000040433	protein_coding	Zbtb38	96752831		False		14141	60.471487	0.908389	0.908389	0.863114	0.722082	60.471487	0.908389	0.863114	0.722082	748	3.198690	0.600135	0.600135	3.198690	0.600135	3.198690	0.600135	3.198690	0.600135	0.600135
chr9	96765561	96782477	C430002N11Rik	0	+	ENSMUSG00000101581	processed_transcript	C430002N11Rik	96765561		False		552	2.360530	0.285289	0.285289	0.139544	0.131268	2.360530	0.285289	0.139544	0.131268	25	0.106908	0.077453	0.077453	0.106908	0.077453	0.106908	0.077453	0.106908	0.077453	0.077453
chr9	96823335	96892669	Pxylp1	0	-	ENSMUSG00000043587	protein_coding	Pxylp1	96892669		False		37187	159.023633	0.979941	0.979941	2.293588	0.896871	159.023633	0.979941	2.293588	0.896871	74	0.316448	0.264202	0.264202	0.316448	0.264202	0.316448	0.264202	0.316448	0.264202	0.264202
chr9	96943481	97018843	Spsb4	0	-	ENSMUSG00000046997	protein_coding	Spsb4	97018843		False		8170	34.937561	0.822377	0.822377	0.463597	0.541092	34.937561	0.822377	0.463597	0.541092	1209	5.170075	0.643070	0.643070	5.170075	0.643070	5.170075	0.643070	5.170075	0.643070	0.643070
chr9	97047443	97067307	Gm19325	0	-	ENSMUSG00000101365	lincRNA	Gm19325	97067307		False		677	2.895071	0.315661	0.315661	0.145745	0.141936	2.895071	0.315661	0.145745	0.141936	20	0.085526	0.059680	0.059680	0.085526	0.059680	0.085526	0.059680	0.085526	0.059680	0.059680
chr9	97074960	97111157	Slc25a36	0	-	ENSMUSG00000032449	protein_coding	Slc25a36	97111157		False		3735	15.972067	0.637275	0.637275	0.441254	0.523124	15.972067	0.637275	0.441254	0.523124	4597	19.658258	0.839033	0.839033	19.658258	0.839033	19.658258	0.839033	19.658258	0.839033	0.839033
chr9	97349561	97369958	Trim42	0	-	ENSMUSG00000032451	protein_coding	Trim42	97369958		False		1121	4.793758	0.389180	0.389180	0.235023	0.280930	4.793758	0.389180	0.235023	0.280930	168	0.718422	0.448577	0.448577	0.718422	0.448577	0.718422	0.448577	0.718422	0.448577	0.448577
chr9	97444394	98033181	Clstn2	0	-	ENSMUSG00000032452	protein_coding	Clstn2	98033181		True		44505	190.317766	0.986533	0.986533	0.323237	0.404118	190.317766	0.986533	0.323237	0.404118	2902	12.409890	0.760340	0.760340	12.409890	0.760340	12.409890	0.760340	12.409890	0.760340	0.760340
chr9	98186526	98187153	2610303G11Rik	0	-	ENSMUSG00000046995	lincRNA	2610303G11Rik	98187153		False		175	0.748357	0.120442	0.120442	1.193551	0.792324	0.748357	0.120442	1.193551	0.792324	202	0.863817	0.476698	0.476698	0.863817	0.476698	0.863817	0.476698	0.863817	0.476698	0.476698
chr9	98287434	98420438	Nmnat3	0	+	ENSMUSG00000032456	protein_coding	Nmnat3	98287434		False		10456	44.713236	0.865932	0.865932	0.336180	0.419215	44.713236	0.865932	0.336180	0.419215	29	0.124013	0.092232	0.092232	0.124013	0.092232	0.124013	0.092232	0.124013	0.092232	0.092232
chr9	98422960	98446575	Rbp1	0	+	ENSMUSG00000046402	protein_coding	Rbp1	98422960		False		2438	10.425676	0.533703	0.533703	0.441485	0.523479	10.425676	0.533703	0.441485	0.523479	103	0.440461	0.348761	0.348761	0.440461	0.348761	0.440461	0.348761	0.440461	0.348761	0.348761
chr9	98486114	98509781	Rbp2	0	+	ENSMUSG00000032454	protein_coding	Rbp2	98486114		False		1283	5.486523	0.411011	0.411011	0.231822	0.276748	5.486523	0.411011	0.231822	0.276748	86	0.367764	0.301751	0.301751	0.367764	0.301751	0.367764	0.301751	0.367764	0.301751	0.301751
chr9	98562228	98563611	4930579K19Rik	0	-	ENSMUSG00000051074	processed_transcript	4930579K19Rik	98563611		False		3447	14.740486	0.615781	0.615781	10.658341	0.989226	14.740486	0.615781	10.658341	0.989226	5216	22.305302	0.858915	0.858915	22.305302	0.858915	22.305302	0.858915	22.305302	0.858915	0.858915
chr9	98563720	98588382	Copb2	0	+	ENSMUSG00000032458	protein_coding	Copb2	98563720		False		2285	9.771399	0.519385	0.519385	0.396213	0.481447	9.771399	0.519385	0.396213	0.481447	5235	22.386552	0.859446	0.859446	22.386552	0.859446	22.386552	0.859446	22.386552	0.859446	0.859446
chr9	98588729	98601660	Mrps22	0	-	ENSMUSG00000032459	protein_coding	Mrps22	98601660		False		1252	5.353957	0.406510	0.406510	0.414040	0.500585	5.353957	0.406510	0.414040	0.500585	488	2.086846	0.565351	0.565351	2.086846	0.565351	2.086846	0.565351	2.086846	0.565351	0.565351
chr9	98748598	98820087	E330023G01Rik	0	-	ENSMUSG00000102013	lincRNA	E330023G01Rik	98820087		False		3327	14.227327	0.606124	0.606124	0.199014	0.225573	14.227327	0.606124	0.199014	0.225573	134	0.573027	0.408265	0.408265	0.573027	0.408265	0.573027	0.408265	0.573027	0.408265	0.408265
chr9	98842502	98843385	Prr23a1	0	+	ENSMUSG00000091080	protein_coding	Prr23a1	98842502		False		168	0.718422	0.115728	0.115728	0.813615	0.708651	0.718422	0.115728	0.813615	0.708651	150	0.641448	0.429369	0.429369	0.641448	0.429369	0.641448	0.429369	0.641448	0.429369	0.429369
chr9	98856493	98857374	Prr23a2	0	+	ENSMUSG00000063058	protein_coding	Prr23a2	98856493		False		177	0.756909	0.122125	0.122125	0.859148	0.721196	0.756909	0.122125	0.859148	0.721196	145	0.620067	0.423468	0.423468	0.620067	0.423468	0.620067	0.423468	0.620067	0.423468	0.423468
chr9	98864766	98866583	Prr23a3	0	+	ENSMUSG00000090470	protein_coding	Prr23a3	98864766		False		179	0.765462	0.123649	0.123649	0.421278	0.506893	0.765462	0.123649	0.421278	0.506893	162	0.692764	0.442428	0.442428	0.692764	0.442428	0.692764	0.442428	0.692764	0.442428	0.442428
chr9	98903118	98904622	7420426K07Rik	0	+	ENSMUSG00000074123	protein_coding	7420426K07Rik	98903118		False		145	0.620067	0.098788	0.098788	0.412279	0.498884	0.620067	0.098788	0.412279	0.498884	92	0.393422	0.319736	0.319736	0.393422	0.319736	0.393422	0.319736	0.393422	0.319736	0.319736
chr9	98949780	98955299	Foxl2os	0	-	ENSMUSG00000097072	processed_transcript	Foxl2os	98955299		False		676	2.890795	0.315377	0.315377	0.523790	0.581635	2.890795	0.315377	0.523790	0.581635	371	1.586516	0.542563	0.542563	1.586516	0.542563	1.586516	0.542563	1.586516	0.542563	0.542563
