PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
1-10492	chr2	72298153	72299153	+	1000	NA	intron (NM_001164791, intron 2 of 11)	intron (NM_001164791, intron 2 of 11)	12952	NM_178084	65964		NM_023057	ENSMUSG00000004085	Map3k20	B230120H23Rik|HCCS-4|MLTK|MLTKalpha|MLTKbeta|MRK|Zak	mitogen-activated protein kinase kinase kinase 20	protein-coding	-0.784	-0.874
1-10828	chr15	78991947	78992947	+	1000	NA	intron (NM_001039156, intron 16 of 24)	B3|SINE|B2	9391	NM_001024716	110253		NM_138579	ENSMUSG00000033088	Triobp	EST478828|Tara|mKIAA1662	TRIO and F-actin binding protein	protein-coding	-2.272	-2.215
1-24517	chr2	32757235	32758235	+	1000	NA	intron (NM_001290563, intron 14 of 14)	intron (NM_001290563, intron 14 of 14)	501	NM_152800	30933		NM_152800	ENSMUSG00000009563	Tor2a	Prosalusin	torsin family 2, member A	protein-coding	-2.247	-2.005
1-31775	chr2	21261304	21262304	+	1000	NA	Intergenic	Intergenic	56080	NM_177588	208967		NM_177588	ENSMUSG00000048550	Thnsl1	-	threonine synthase-like 1 (bacterial)	protein-coding	-1.496	-1.433
1-12439	chr1	57948889	57949889	+	1000	NA	TTS (NM_144882)	TTS (NM_144882)	20135	NR_027630	51960		NM_030211	ENSMUSG00000054770	Kctd18	4932411A20Rik|6530404F10Rik	potassium channel tetramerisation domain containing 18	protein-coding	-0.363	-0.285
1-19926	chr14	121450807	121451807	+	1000	NA	Intergenic	Intergenic	53947	NM_053079	56643		NM_053079	ENSMUSG00000025557	Slc15a1	D630032F02|PECT1|PEPT1	solute carrier family 15 (oligopeptide transporter), member 1	protein-coding	-1.489	-1.607
1-6598	chr3	29812546	29813546	+	1000	NA	Intergenic	Intergenic	-77971	NR_110437	102636083		NR_110437	ENSMUSG00000102590	Mannr	Manr	Mecom adjacent non-protein coding RNA	ncRNA	0.054	-0.142
1-28347	chr6	70797556	70798556	+	1000	NA	Intergenic	Intergenic	-5881	NM_009075	19895		NM_009075	ENSMUSG00000053604	Rpia	RPI	ribose 5-phosphate isomerase A	protein-coding	0.147	0.332
1-17469	chr8	71441125	71442125	+	1000	NA	Intergenic	Intergenic	22032	NM_022419	64296		NM_022419	ENSMUSG00000007950	Abhd8	0910001L24Rik	abhydrolase domain containing 8	protein-coding	-1.652	-1.539
1-16094	chr5	123063914	123064914	+	1000	NA	Intergenic	Intergenic	-11861	NM_001039723	330189		NM_001039723	ENSMUSG00000054434	Tmem120b	-	transmembrane protein 120B	protein-coding	-2.700	-2.518
1-18589	chr5	146670370	146671370	+	1000	NA	Intergenic	Intergenic	-85631	NM_001359056	14738		NM_008151	ENSMUSG00000041468	Gpr12	Gpcr01|Gpcr12|Gpcr20|Gpcr21	G-protein coupled receptor 12	protein-coding	-0.857	-0.933
1-24011	chr6	124856634	124857634	+	1000	NA	intron (NR_163806, intron 1 of 14)	CpG	583	NR_163805	14789		NM_013534	ENSMUSG00000023191	P3h3	Grcb|Leprel2	prolyl 3-hydroxylase 3	protein-coding	-2.001	-1.893
1-17943	chr18	56751637	56752637	+	1000	NA	intron (NM_010721, intron 10 of 10)	B3|SINE|B2	44324	NM_010721	16906		NM_010721	ENSMUSG00000024590	Lmnb1	-	lamin B1	protein-coding	-1.407	-1.082
1-24102	chr5	147956737	147957737	+	1000	NA	promoter-TSS (NM_029920)	promoter-TSS (NM_029920)	-83	NM_029920	77521		NM_029920	ENSMUSG00000029651	Mtus2	5730592G18Rik|A730013O20Rik|C130038G02Rik|Cazip|Gm763|mKIAA0774	microtubule associated tumor suppressor candidate 2	protein-coding	-1.703	-1.509
1-30549	chr3	108388883	108389883	+	1000	NA	Intergenic	Intergenic	5545	NM_019976	56742		NM_019976	ENSMUSG00000068744	Psrc1	5430413I02Rik|Dda3	proline/serine-rich coiled-coil 1	protein-coding	-1.213	-1.073
1-27249	chr11	70982609	70983609	+	1000	NA	promoter-TSS (NM_007573)	promoter-TSS (NM_007573)	-83	NM_007573	12261		NM_007573	ENSMUSG00000018446	C1qbp	D11Wsu182e|HABP1|P32|gC1qBP	complement component 1, q subcomponent binding protein	protein-coding	-0.196	-0.134
1-12083	chr10	120130330	120131330	+	1000	NA	Intergenic	Intergenic	-17865	NM_080446	117599		NM_080446	ENSMUSG00000020228	Helb	D10Ertd664e	helicase (DNA) B	protein-coding	-0.377	-0.493
1-22870	chr7	98051694	98052694	+	1000	NA	intron (NM_001256083, intron 47 of 47)	intron (NM_001256083, intron 47 of 47)	57054	NM_001256082	17921		NM_008663	ENSMUSG00000030761	Myo7a	Hdb|Myo7|USH1B|nmf371|polka|sh-1|sh1	myosin VIIA	protein-coding	-1.157	-1.150
1-24317	chr3	53525316	53526316	+	1000	NA	exon (NM_172862, exon 17 of 24)	exon (NM_172862, exon 17 of 24)	37109	NM_153156	229277		NM_153156	ENSMUSG00000027744	Stoml3	Epb7.2l|SLP3|sro	stomatin (Epb7.2)-like 3	protein-coding	-0.441	-0.461
1-29935	chr12	108490660	108491660	+	1000	NA	intron (NM_001364195, intron 4 of 21)	intron (NM_001364195, intron 4 of 21)	-4136	NM_001364198	68519		NM_001043335	ENSMUSG00000058070	Eml1	1110008N23Rik|A930030P13Rik|ELP79|EMAP|EMAP-1|EMAPL|heco	echinoderm microtubule associated protein like 1	protein-coding	-1.884	-2.058
1-21676	chr13	98222651	98223651	+	1000	NA	Intergenic	Intergenic	-16986	NM_012026	110596		NM_012026	ENSMUSG00000021662	Arhgef28	9230110L08Rik|D13Bwg1089e|RIP2|Rgnef|RhoGEF|Rhoip2|p190RhoGEF	Rho guanine nucleotide exchange factor 28	protein-coding	-0.417	-0.640
1-27109	chr9	64100145	64101145	+	1000	NA	Intergenic	Intergenic	-16502	NM_145835	235435		NM_145835	ENSMUSG00000032401	Lctl	E130104I05Rik|KLPH	lactase-like	protein-coding	-0.659	-0.977
1-28547	chr7	92560571	92561571	+	1000	NA	promoter-TSS (NM_025515)	promoter-TSS (NM_025515)	-78	NM_001162918	66365		NM_025515	ENSMUSG00000030613	Ccdc90b	2310015N07Rik	coiled-coil domain containing 90B	protein-coding	-2.044	-1.533
1-24242	chr9	55535589	55536589	+	1000	NA	Intergenic	Intergenic	-5060	NM_027397	104360		NM_027397	ENSMUSG00000032318	Isl2	3110001N10Rik	insulin related protein 2 (islet 2)	protein-coding	-0.861	-0.796
1-14462	chr2	156235605	156236605	+	1000	NA	intron (NM_172674, intron 2 of 17)	intron (NM_172674, intron 2 of 17)	39458	NM_172674	228829		NM_172674	ENSMUSG00000038116	Phf20	6820402O20Rik	PHD finger protein 20	protein-coding	-1.957	-1.838
1-29151	chr9	59722776	59723776	+	1000	NA	Intergenic	Intergenic	15512	NM_001033498	546134		NM_001033498	ENSMUSG00000074259	Gramd2a	Gramd2	GRAM domain containing 2A	protein-coding	-1.271	-1.303
1-17287	chr3	90627504	90628504	+	1000	NA	Intergenic	Intergenic	15110	NM_011313	20200		NM_011313	ENSMUSG00000001025	S100a6	2A9|5B10|CALCYCLIN|Cacy|PRA	S100 calcium binding protein A6 (calcyclin)	protein-coding	0.675	0.711
1-17442	chr14	65097609	65098609	+	1000	NA	promoter-TSS (NM_018788)	promoter-TSS (NM_018788)	-3	NM_001360385	54616		NM_018788	ENSMUSG00000021978	Extl3	2900009G18Rik|Ext1l|mKIAA0519	exostosin-like glycosyltransferase 3	protein-coding	-1.210	-1.084
1-17692	chr19	46248644	46249644	+	1000	NA	intron (NM_178930, intron 4 of 39)	intron (NM_178930, intron 4 of 39)	-55593	NM_001177369	18034		NM_019408	ENSMUSG00000025225	Nfkb2	NF-kappaB2|lyt|p49|p49/p100|p50B|p52	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	protein-coding	-2.868	-2.770
1-24487	chr2	92296108	92297108	+	1000	NA	intron (NM_001362833, intron 7 of 18)	intron (NM_001362833, intron 7 of 18)	74449	NM_001166633	228366		NM_172670	ENSMUSG00000040434	Large2	5730485C17Rik|Gyltl1b|Largel|mKIAA4105	LARGE xylosyl- and glucuronyltransferase 2	protein-coding	-1.895	-1.897
1-18478	chr18	34102822	34103822	+	1000	NA	Intergenic	Intergenic	-96116	NM_013512	13824		NM_013512	ENSMUSG00000024376	Epb41l4a	Epb4.1l4|Epb4.1l4a|NBL4	erythrocyte membrane protein band 4.1 like 4a	protein-coding	-1.479	-1.691
1-30562	chr12	111504607	111505607	+	1000	NA	Intergenic	Intergenic	-19284	NM_001033248	212539		NM_001033248	ENSMUSG00000010529	Gm266	-	predicted gene 266	protein-coding	-1.929	-2.184
1-27262	chr1	36276973	36277973	+	1000	NA	Intergenic	Intergenic	-4048	NM_153408	214854		NM_153408	ENSMUSG00000047180	Neurl3	2010300P06Rik|Lincr	neuralized E3 ubiquitin protein ligase 3	protein-coding	-1.609	-1.368
1-13795	chrX	51076439	51077439	+	1000	NA	Intergenic	B3|SINE|B2	-58921	NM_172413	72065		NM_172413	ENSMUSG00000050029	Rap2c	2010200P20Rik	RAP2C, member of RAS oncogene family	protein-coding	-1.640	-1.720
1-8419	chr5	139702592	139703592	+	1000	NA	Intergenic	Intergenic	33241	NM_174850	231830		NM_174850	ENSMUSG00000036718	Micall2	A930021H16Rik|JRAB|MICAL-L2|mFLJ00139	MICAL-like 2	protein-coding	-1.248	-1.290
1-25052	chr1	160862733	160863733	+	1000	NA	Intergenic	Intergenic	-43178	NM_001024952	381305		NM_001024952	ENSMUSG00000040423	Rc3h1	5730557L09Rik|Gm551|mKIAA2025	RING CCCH (C3H) domains 1	protein-coding	-1.314	-1.127
1-9396	chr5	119214641	119215641	+	1000	NA	Intergenic	B3A|SINE|B2	-15123	NR_046033	665194		NR_046033	ENSMUSG00000107334	Gm7538	EG665194	predicted gene 7538	ncRNA	-0.606	-0.839
1-21029	chr11	92769645	92770645	+	1000	NA	Intergenic	Intergenic	-328221	NM_001361708	72605		NM_028296	ENSMUSG00000056158	Car10	2700029L05Rik|Ca10	carbonic anhydrase 10	protein-coding	-1.301	-1.144
1-14963	chr8	54152937	54153937	+	1000	NA	intron (NM_009506, intron 1 of 6)	intron (NM_009506, intron 1 of 6)	75905	NM_009506	22341		NM_009506	ENSMUSG00000031520	Vegfc	VEGF-C	vascular endothelial growth factor C	protein-coding	-0.758	-0.701
1-24269	chr19	5567862	5568862	+	1000	NA	5' UTR (NM_001033448, exon 1 of 2)	5' UTR (NM_001033448, exon 1 of 2)	338	NM_001362046	381201		NM_001033448	ENSMUSG00000049562	Ap5b1	Gm962|beta-5	adaptor-related protein complex 5, beta 1 subunit	protein-coding	-4.085	-4.099
1-14449	chr10	39096645	39097645	+	1000	NA	exon (NM_010681, exon 33 of 38)	exon (NM_010681, exon 33 of 38)	36755	NM_001359442	66337		NM_183254	ENSMUSG00000051736	Fam229b	1700025K23Rik	family with sequence similarity 229, member B	protein-coding	-0.259	-0.073
1-14699	chr19	7303453	7304453	+	1000	NA	non-coding (NR_167747, exon 2 of 2)	non-coding (NR_167747, exon 2 of 2)	6268	NR_167892	102639888		NR_167747	ENSMUSG00000091558	Gm17227	-	predicted gene 17227	ncRNA	-1.815	-1.909
1-23792	chr14	7749092	7750092	+	1000	NA	Intergenic	Intergenic	-68365	NM_134080	286940		NM_134080	ENSMUSG00000025278	Flnb	Fln-b	filamin, beta	protein-coding	-0.059	-0.206
1-15236	chr12	84131956	84132956	+	1000	NA	intron (NM_028821, intron 5 of 7)	B3|SINE|B2	16033	NM_027438	70481		NM_027438	ENSMUSG00000054383	Pnma1	5730402C15Rik	paraneoplastic antigen MA1	protein-coding	-2.048	-1.979
1-29541	chr6	31032735	31033735	+	1000	NA	Intergenic	MLT2B2|LTR|ERVL	29512	NR_029744	387222		NR_029744	ENSMUSG00000065610	Mir29a	Mirn29a|mir-29a|mmu-mir-29a	microRNA 29a	ncRNA	-1.336	-1.444
1-28157	chr10	122803603	122804603	+	1000	NA	intron (NM_001110218, intron 3 of 9)	intron (NM_001110218, intron 3 of 9)	124788	NR_106182	102466884		NR_106182	ENSMUSG00000099225	Mir8104	Gm27380|mmu-mir-8104	microRNA 8104	ncRNA	-1.515	-1.394
1-23280	chr8	17573750	17574750	+	1000	NA	Intergenic	Intergenic	-38865	NM_053171	94109		NM_053171	ENSMUSG00000060924	Csmd1	B930082H09|mKIAA1890	CUB and Sushi multiple domains 1	protein-coding	-0.929	-1.277
1-4095	chr14	50870990	50871990	+	1000	NA	promoter-TSS (NM_009351)	promoter-TSS (NM_009351)	-936	NM_009351	21745		NM_009351	ENSMUSG00000006281	Tep1	Tp1	telomerase associated protein 1	protein-coding	-0.661	-0.403
1-27445	chr18	25537915	25538915	+	1000	NA	intron (NM_001362275, intron 2 of 13)	intron (NM_001362275, intron 2 of 13)	141333	NM_001362337	108013		NM_133195	ENSMUSG00000024268	Celf4	A230070D14Rik|BRUNOL-4|Brul4|Brunol4|C130060B05Rik	CUGBP, Elav-like family member 4	protein-coding	-1.635	-1.401
1-27695	chr11	97309874	97310874	+	1000	NA	Intergenic	Intergenic	-5342	NM_025927	67036		NM_025927	ENSMUSG00000018882	Mrpl45	2600005P05Rik	mitochondrial ribosomal protein L45	protein-coding	-1.369	-1.233
1-17265	chr8	123212503	123213503	+	1000	NA	promoter-TSS (NM_145606)	promoter-TSS (NM_145606)	145	NM_177279	320869		NM_177279	ENSMUSG00000048478	Spata33	4732415M23Rik	spermatogenesis associated 33	protein-coding	-2.390	-2.247
1-16128	chr6	149374871	149375871	+	1000	NA	Intergenic	Intergenic	-33613	NM_009753	12121		NM_009753	ENSMUSG00000003452	Bicd1	B830009D06Rik|bic-D 1	BICD cargo adaptor 1	protein-coding	-0.998	-0.892
1-5912	chrX	95950493	95951493	+	1000	NA	intron (NM_152822, intron 6 of 12)	intron (NM_152822, intron 6 of 12)	5910	NM_001374717	76130		NM_152822	ENSMUSG00000057421	Las1l	1810030A06Rik|5830482G23Rik	LAS1-like (S. cerevisiae)	protein-coding	-0.659	-0.707
1-5758	chr13	28425794	28426794	+	1000	NA	Intergenic	Intergenic	283810	NM_023746	28078		NM_023746	ENSMUSG00000017064	Prl5a1	1600013P04Rik|D13Wsu14e|Ghd24|PLP-L|Prlpl	prolactin family 5, subfamily a, member 1	protein-coding	-0.987	-1.084
1-30998	chr5	73431391	73432391	+	1000	NA	exon (NM_181323, exon 12 of 16)	exon (NM_181323, exon 12 of 16)	25813	NM_181323	231293		NM_181323	ENSMUSG00000029154	Cwh43	C130090K23Rik|imds-60	cell wall biogenesis 43 C-terminal homolog	protein-coding	-1.018	-1.077
1-30159	chr5	134006456	134007456	+	1000	NA	Intergenic	Intergenic	92685	NR_166664	102640952		NR_166664		Gm15627	-	predicted gene 15627	ncRNA	-2.748	-2.846
1-15055	chrX	103914501	103915501	+	1000	NA	Intergenic	MERVK26-int|LTR|ERVK	66284	NM_001358205	19820		NM_011276	ENSMUSG00000056537	Rlim	Ha1r|Rlim1|Rnf12	ring finger protein, LIM domain interacting	protein-coding	-0.946	-1.149
1-22226	chr8	40961428	40962428	+	1000	NA	intron (NM_026840, intron 2 of 5)	intron (NM_026840, intron 2 of 5)	35695	NM_026840	68797		NM_026840	ENSMUSG00000031595	Pdgfrl	1110039P19Rik	platelet-derived growth factor receptor-like	protein-coding	-1.211	-1.075
1-19433	chr3	135730948	135731948	+	1000	NA	Intergenic	Intergenic	-39901	NM_008689	18033		NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	-0.981	-0.683
1-26637	chr9	45408044	45409044	+	1000	NA	intron (NR_028499, intron 3 of 5)	intron (NR_028499, intron 3 of 5)	2454	NM_007503	11936		NM_007503	ENSMUSG00000059412	Fxyd2	Atp1g1	FXYD domain-containing ion transport regulator 2	protein-coding	-2.712	-2.572
1-10994	chr14	68493822	68494822	+	1000	NA	Intergenic	Intergenic	39367	NM_007402	11500		NM_007402	ENSMUSG00000022056	Adam7	ADAM 7|EAP1|EAPI	a disintegrin and metallopeptidase domain 7	protein-coding	-0.702	-1.052
1-21986	chr15	81904658	81905658	+	1000	NA	intron (NM_080633, intron 7 of 17)	Tigger20a|DNA|TcMar-Tigger	21055	NM_030229	78929		NM_030229	ENSMUSG00000022476	Polr3h	5031409G22Rik|RPC8	polymerase (RNA) III (DNA directed) polypeptide H	protein-coding	-2.104	-2.083
1-11309	chr15	38431486	38432486	+	1000	NA	Intergenic	Intergenic	58561	NR_105916	102465574		NR_105916	ENSMUSG00000099110	Mir6951	Gm27765|mmu-mir-6951	microRNA 6951	ncRNA	-1.237	-1.271
1-18754	chr13	100939324	100940324	+	1000	NA	Intergenic	Intergenic	-106397	NM_022885	69048		NM_022885	ENSMUSG00000021629	Slc30a5	1810010K08Rik|ZNT5|ZTL1|ZnT-5|Zntl1	solute carrier family 30 (zinc transporter), member 5	protein-coding	-2.147	-1.737
1-26730	chr4	154836880	154837880	+	1000	NA	promoter-TSS (NM_172878)	promoter-TSS (NM_172878)	-36	NM_172878	242800		NM_172878	ENSMUSG00000046637	Ttc34	4932418L02|B230396O12Rik	tetratricopeptide repeat domain 34	protein-coding	-0.432	-0.613
1-23118	chr16	17910976	17911976	+	1000	NA	promoter-TSS (NM_022408)	promoter-TSS (NM_022408)	-128	NM_001081633	27886		NM_022408	ENSMUSG00000003527	Ess2	D16H22S1269E|Dgcr1|Dgcr14|Dgsi|ES2|Es2el	ess-2 splicing factor	protein-coding	-1.924	-1.711
1-8370	chr3	19061891	19062891	+	1000	NA	Intergenic	Intergenic	100704	NM_028840	74252		NM_028840	ENSMUSG00000027599	Armc1	2310016N05Rik|2900046P06Rik|3110009G21Rik|Arcp|C330014L16Rik	armadillo repeat containing 1	protein-coding	-1.574	-1.625
1-14105	chr18	47365936	47366936	+	1000	NA	intron (NM_018744, intron 1 of 18)	CpG	2432	NM_018744	20358		NM_018744	ENSMUSG00000019647	Sema6a	A730020P05Rik|Sema6A-1|Semaq|VIa	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	protein-coding	-1.783	-1.609
1-31602	chr8	122332834	122333834	+	1000	NA	intron (NM_009569, intron 5 of 9)	intron (NM_009569, intron 5 of 9)	29494	NM_133202	170732		NM_133202	ENSMUSG00000039079	Trhr2	TRH-R2	thyrotropin releasing hormone receptor 2	protein-coding	-2.560	-2.932
1-30746	chr16	92457359	92458359	+	1000	NA	intron (NM_001081549, intron 1 of 3)	MLT1A|LTR|ERVL-MaLR	8310	NM_001081549	54720		NM_019466	ENSMUSG00000022951	Rcan1	Adapt78|CALP1L|CSP1|DSC1|Dscr1|MCIP1|RCN1	regulator of calcineurin 1	protein-coding	-1.985	-2.039
1-30823	chr7	143007727	143008727	+	1000	NA	intron (NM_001128080, intron 3 of 8)	intron (NM_001128080, intron 3 of 8)	2568	NM_001128082	27027		NM_020286	ENSMUSG00000000244	Tspan32	Art-1|D7Wsu37e|Phemx|Tssc6	tetraspanin 32	protein-coding	-0.929	-1.153
1-7389	chr14	123271816	123272816	+	1000	NA	Intergenic	Intergenic	103130	NR_045144	380934		NR_045143	ENSMUSG00000115016	AA536875	Gm1591	expressed sequence AA536875	ncRNA	-2.586	-2.139
1-14245	chr8	114549751	114550751	+	1000	NA	intron (NM_019573, intron 5 of 8)	intron (NM_019573, intron 5 of 8)	110599	NM_019573	80707		NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding	-2.626	-2.389
1-21954	chr8	94199169	94200169	+	1000	NA	Intergenic	Intergenic	-14895	NM_172410	71805		NM_172410	ENSMUSG00000032939	Nup93	2410008G02Rik	nucleoporin 93	protein-coding	-0.990	-0.978
1-24465	chr18	37217922	37218922	+	1000	NA	intron (NM_001301259, intron 1 of 3)	intron (NM_001301259, intron 1 of 3)	-46576	NM_053126	93872		NM_053126	ENSMUSG00000051663	Pcdhb1	PcdhbA	protocadherin beta 1	protein-coding	-0.978	-0.827
1-18786	chr6	115823499	115824499	+	1000	NA	intron (NM_001110506, intron 1 of 8)	intron (NM_001110506, intron 1 of 8)	14413	NM_001110506	212516		NM_198603	ENSMUSG00000030321	Efcab12	-	EF-hand calcium binding domain 12	protein-coding	-1.521	-1.578
1-8686	chr6	115698388	115699388	+	1000	NA	Intergenic	RLTR33|LTR|ERVK	-22253	NM_029780	110157		NM_029780	ENSMUSG00000000441	Raf1	6430402F14Rik|Craf1|D830050J10Rik|Raf-1|c-Raf|cRaf|v-Raf	v-raf-leukemia viral oncogene 1	protein-coding	-1.422	-1.258
1-19932	chr9	30936745	30937745	+	1000	NA	Intergenic	Intergenic	-5317	NM_013906	30806		NM_013906	ENSMUSG00000031994	Adamts8	METH-2|METH2	ADAM metallopeptidase with thrombospondin type 1 motif 8	protein-coding	-0.631	-0.618
1-7627	chr3	83700784	83701784	+	1000	NA	Intergenic	B3|SINE|B2	-65037	NM_009144	20319		NM_009144	ENSMUSG00000027996	Sfrp2	Sdf5	secreted frizzled-related protein 2	protein-coding	0.337	0.488
1-11509	chr9	71447284	71448284	+	1000	NA	Intergenic	Intergenic	37174	NM_001164793	28015		NM_178602	ENSMUSG00000032199	Polr2m	D9Wsu138e|Grinl1a|mKIAA4185	polymerase (RNA) II (DNA directed) polypeptide M	protein-coding	-0.072	-0.024
1-5741	chr2	161089903	161090903	+	1000	NA	intron (NM_173368, intron 1 of 36)	intron (NM_173368, intron 1 of 36)	18683	NR_126509	71389		NM_173368	ENSMUSG00000057133	Chd6	5430439G14Rik|6330406J24Rik|CHD-6	chromodomain helicase DNA binding protein 6	protein-coding	-0.600	-0.696
1-15831	chr8	25255669	25256669	+	1000	NA	Intergenic	Intergenic	50101	NR_040352	74489		NR_040352	ENSMUSG00000110140	5430421F17Rik	-	RIKEN cDNA 5430421F17 gene	ncRNA	-1.342	-1.343
1-6567	chr2	174905551	174906551	+	1000	NA	Intergenic	L2|LINE|L2	50147	NR_166457	102632360		NR_166457		Gm14616	-	predicted gene 14616	ncRNA	-0.419	-0.381
1-14964	chr5	119777526	119778526	+	1000	NA	Intergenic	MER91B|DNA|hAT-Tip100	29630	NR_169214	433945		NR_169050	ENSMUSG00000106795	Gm5563	EG433945	predicted gene 5563	ncRNA	-0.624	-0.868
1-32088	chr6	118179305	118180305	+	1000	NA	intron (NM_001080780, intron 4 of 18)	intron (NM_001080780, intron 4 of 18)	17939	NM_009050	19713		NM_009050	ENSMUSG00000030110	Ret	PTC|RET51|RET9|c-Ret	ret proto-oncogene	protein-coding	-0.859	-0.880
1-11455	chr17	56196529	56197529	+	1000	NA	intron (NM_001360284, intron 12 of 20)	B3|SINE|B2	-13109	NM_080837	28106		NM_080837	ENSMUSG00000019579	Mydgf	D17Wsu104e|Il25|Ly6elg	myeloid derived growth factor	protein-coding	-1.255	-1.329
1-22821	chr16	84878867	84879867	+	1000	NA	Intergenic	Intergenic	-43742	NM_001302213	11957		NM_016755	ENSMUSG00000022890	Atp5pf	Atp5j|CF6	ATP synthase peripheral stalk subunit F6	protein-coding	-1.202	-1.149
1-9161	chr3	124225688	124226688	+	1000	NA	Intergenic	B3|SINE|B2	-94849	NM_146140	229801		NM_146140	ENSMUSG00000044528	Tram1l1	A830091N21Rik	translocation associated membrane protein 1-like 1	protein-coding	-1.370	-1.076
1-23179	chr11	89039003	89040003	+	1000	NA	non-coding (NR_156181, exon 11 of 11)	non-coding (NR_156181, exon 11 of 11)	21245	NR_156181	56077		NM_019505	ENSMUSG00000000276	Dgke	DAGK6|DGK|DGK-epsilon	diacylglycerol kinase, epsilon	protein-coding	-0.079	-0.020
1-20645	chr13	73821894	73822894	+	1000	NA	intron (NM_001347535, intron 8 of 8)	intron (NM_001347535, intron 8 of 8)	25237	NM_028186	72293		NM_028186	ENSMUSG00000021567	Nkd2	2210403L10Rik|mNkd2	naked cuticle 2	protein-coding	-0.339	-0.518
1-18215	chr1	93668388	93669388	+	1000	NA	Intergenic	Intergenic	-16687	NM_016778	51800		NM_016778	ENSMUSG00000026278	Bok	matador|mtd	BCL2-related ovarian killer	protein-coding	-0.147	-0.148
1-20495	chr18	56568808	56569808	+	1000	NA	intron (NM_001162989, intron 1 of 4)	B4A|SINE|B4	-3563	NM_019996	56698		NM_019996	ENSMUSG00000008301	Phax	2810055C14Rik|4933427L19Rik|D18Ertd65e|Rnuxa|p55	phosphorylated adaptor for RNA export	protein-coding	-0.631	-0.371
1-29341	chr1	38855894	38856894	+	1000	NA	Intergenic	Intergenic	-19707	NM_001029878	381338		NM_028403	ENSMUSG00000048814	Lonrf2	2900060P06Rik	LON peptidase N-terminal domain and ring finger 2	protein-coding	-1.146	-1.049
1-25225	chr2	121101733	121102733	+	1000	NA	intron (NM_001160424, intron 5 of 11)	intron (NM_001160424, intron 5 of 11)	7558	NM_001160424	640543		NM_001160424	ENSMUSG00000079103	Tgm7	TGMZ|TGz	transglutaminase 7	protein-coding	-2.013	-1.793
1-12056	chr18	82856108	82857108	+	1000	NA	non-coding (NR_125720, exon 2 of 3)	non-coding (NR_125720, exon 2 of 3)	711	NR_125720	73985		NR_125720	ENSMUSG00000097738	4930445N18Rik	3010027C24Rik	RIKEN cDNA 4930445N18 gene	ncRNA	-0.876	-0.830
1-19089	chr10	75764783	75765783	+	1000	NA	promoter-TSS (NM_172549)	promoter-TSS (NM_172549)	-926	NM_172549	104248		NM_172549	ENSMUSG00000020196	Cabin1	A330070M20Rik|Cain|Ppp3in	calcineurin binding protein 1	protein-coding	-1.470	-1.346
1-12235	chrX	106026105	106027105	+	1000	NA	promoter-TSS (NM_009726)	promoter-TSS (NM_009726)	-619	NM_009726	11977		NM_009726	ENSMUSG00000033792	Atp7a	MNK	ATPase, Cu++ transporting, alpha polypeptide	protein-coding	-1.151	-1.053
1-16093	chr5	148370328	148371328	+	1000	NA	intron (NM_007513, intron 1 of 12)	B3|SINE|B2	21987	NM_001301424	11987		NM_007513	ENSMUSG00000041313	Slc7a1	4831426K01Rik|Atrc-1|Atrc1|CAT-1|Cat1|ERR|EcoR|Rec-1|Rev-1|mCAT-1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	protein-coding	-1.032	-0.915
1-5738	chr5	112824646	112825646	+	1000	NA	intron (NM_028901, intron 21 of 43)	intron (NM_028901, intron 21 of 43)	31854	NR_040676	67360		NR_040675	ENSMUSG00000098230	1700095B10Rik	-	RIKEN cDNA 1700095B10 gene	ncRNA	-1.590	-1.823
1-29047	chr10	99619139	99620139	+	1000	NA	intron (NR_038019, intron 1 of 2)	intron (NR_038019, intron 1 of 2)	10468	NR_038019	100504202		NR_038019	ENSMUSG00000111962	Gm20110	-	predicted gene, 20110	ncRNA	-0.710	-0.527
