PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27me3.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
111327	chr5	129097901	129098901	+	59	NA	intron (NM_001081342, intron 2 of 25)	intron (NM_001081342, intron 2 of 25)	1651	NM_001347486	243277		NM_177734	ENSMUSG00000044017	Adgrd1	E230012M21Rik|Gpr133	adhesion G protein-coupled receptor D1	protein-coding	-0.260	-0.480
36043	chr8	105264278	105265278	+	59	NA	promoter-TSS (NM_001033161)	promoter-TSS (NM_001033161)	130	NM_015821	50788		NM_015821	ENSMUSG00000033313	Fbxl8	FBL8	F-box and leucine-rich repeat protein 8	protein-coding	-0.574	-0.622
140895	chr5	129140781	129141781	+	59	NA	intron (NM_001081342, intron 12 of 25)	intron (NM_001081342, intron 12 of 25)	44531	NM_001347486	243277		NM_177734	ENSMUSG00000044017	Adgrd1	E230012M21Rik|Gpr133	adhesion G protein-coupled receptor D1	protein-coding	-0.330	-0.460
103873	chr4	104216090	104217090	+	59	NA	intron (NM_001369046, intron 3 of 16)	intron (NM_001369046, intron 3 of 16)	-150948	NM_010014	13131		NM_010014	ENSMUSG00000028519	Dab1	C630028C02Rik|scm|scr|scrambler|yot	disabled 1	protein-coding	-1.102	-1.342
155769	chr15	83773770	83774770	+	59	NA	Intergenic	Intergenic	-5753	NM_172610	223726		NM_172610	ENSMUSG00000041708	Mpped1	6230403M19|D15Bwg0669e	metallophosphoesterase domain containing 1	protein-coding	-1.022	-1.297
48567	chr8	118744322	118745322	+	59	NA	intron (NM_019707, intron 3 of 13)	intron (NM_019707, intron 3 of 13)	461211	NM_019707	12554		NM_019707	ENSMUSG00000031841	Cdh13	4932416G01Rik|Cdht|Tcad	cadherin 13	protein-coding	-1.185	-1.408
25734	chr4	103777078	103778078	+	58	NA	intron (NM_001369046, intron 1 of 16)	ID4|SINE|ID	158078	NM_001369049	13131		NM_010014	ENSMUSG00000028519	Dab1	C630028C02Rik|scm|scr|scrambler|yot	disabled 1	protein-coding	-0.924	-1.261
49304	chr11	57605389	57606389	+	58	NA	Intergenic	Intergenic	-39553	NM_134189	171212		NM_134189	ENSMUSG00000020520	Galnt10	C330012K04Rik|GalNAc-T10|GalNAc-T9|Galnt9|ppGaNTase	polypeptide N-acetylgalactosaminyltransferase 10	protein-coding	-0.319	-0.571
81346	chr14	55772756	55773756	+	58	NA	intron (NM_001361604, intron 17 of 25)	intron (NM_001361604, intron 17 of 25)	7294	NM_008519	16995		NM_008519	ENSMUSG00000046908	Ltb4r1	BLT1|BLTR|LTB4-R1|Ltb4r|mBLTR	leukotriene B4 receptor 1	protein-coding	-0.977	-1.187
31491	chr14	34810814	34811814	+	58	NA	Intergenic	Intergenic	-8822	NM_008166	14803		NM_008166	ENSMUSG00000041078	Grid1	GluD1|GluRdelta1	glutamate receptor, ionotropic, delta 1	protein-coding	-0.743	-1.126
68076	chr8	103527545	103528545	+	58	NA	Intergenic	Intergenic	-75754	NR_045730	71058		NR_045730	ENSMUSG00000110336	4933400L20Rik	-	RIKEN cDNA 4933400L20 gene	ncRNA	-0.140	-0.321
58123	chr17	75178356	75179356	+	58	NA	promoter-TSS (NM_001331233)	promoter-TSS (NM_001331233)	75	NM_206958	268977		NM_019919	ENSMUSG00000001870	Ltbp1	9430031G15Rik|9830146M04|Ltbp-1|Ltbp1L|TGF-beta1-BP-1|Tgfb|b2b1000Clo	latent transforming growth factor beta binding protein 1	protein-coding	-0.379	-0.238
79453	chr8	8658830	8659830	+	58	NA	intron (NM_010111, intron 1 of 4)	intron (NM_010111, intron 1 of 4)	1912	NM_001368299	13642		NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding	-1.144	-1.478
58217	chr6	30616926	30617926	+	58	NA	intron (NM_144537, intron 4 of 11)	intron (NM_144537, intron 4 of 11)	6416	NM_144537	74649		NM_144537	ENSMUSG00000029788	Cpa5	4930430M09Rik	carboxypeptidase A5	protein-coding	-1.197	-1.266
49534	chr2	158929176	158930176	+	58	NA	Intergenic	Intergenic	134869	NM_001291144	71715		NM_145742	ENSMUSG00000027655	Dhx35	1200009D07Rik|Ddx35	DEAH-box helicase 35	protein-coding	0.110	-0.124
87687	chr4	126287700	126288700	+	58	NA	intron (NM_199473, intron 1 of 3)	intron (NM_199473, intron 1 of 3)	1406	NM_199473	329941		NM_199473	ENSMUSG00000056174	Col8a2	-	collagen, type VIII, alpha 2	protein-coding	-1.142	-1.263
42522	chr18	34162716	34163716	+	58	NA	Intergenic	Intergenic	-57768	NM_007462	11789		NM_007462	ENSMUSG00000005871	Apc	CC1|Min|mAPC	APC, WNT signaling pathway regulator	protein-coding	-1.183	-1.373
62876	chr19	56318844	56319844	+	58	NA	TTS (NM_198059)	TTS (NM_198059)	31432	NM_146101	226243		NM_146101	ENSMUSG00000025075	Habp2	FSAP|HABP|HGFAL|PHBP	hyaluronic acid binding protein 2	protein-coding	-1.033	-1.191
39564	chr9	89888948	89889948	+	58	NA	Intergenic	Intergenic	-20327	NM_011245	19417		NM_011245	ENSMUSG00000032356	Rasgrf1	CDC25|CDC25Mm|Gnrp|Grf1|Grfbeta|P190-A|Ras-GRF1|p190|p190RhoGEF	RAS protein-specific guanine nucleotide-releasing factor 1	protein-coding	-0.479	-0.511
47457	chr11	44398443	44399443	+	58	NA	Intergenic	Intergenic	-1120	NM_001303244	16160		NM_008352	ENSMUSG00000004296	Il12b	Il-12b|Il-12p40|Il12p40|p40	interleukin 12b	protein-coding	-0.395	-0.508
36267-2	chr6	100102859	100103859	+	58	NA	Intergenic	Intergenic	183999	NM_019743	56353		NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding	-0.907	-1.085
125764	chrX	161907845	161908845	+	58	NA	intron (NM_001290526, intron 1 of 8)	CpG	-76223	NM_001374206	195726		NM_001374204	ENSMUSG00000121874	Scml1	Gm1792|Gm47	Scm polycomb group protein like 1	protein-coding	-1.043	-1.363
58339	chr13	60715950	60716950	+	58	NA	intron (NM_029653, intron 3 of 25)	B4A|SINE|B4	69914	NM_199148	218275		NM_199148	ENSMUSG00000042243	BC051665	-	cDNA sequence BC051665	protein-coding	-0.064	-0.095
54741	chr9	30149710	30150710	+	58	NA	Intergenic	Intergenic	-186941	NM_172290	235106		NM_172290	ENSMUSG00000059974	Ntm	6230410L23Rik|B230210G24Rik|Hnt|Igdcc2	neurotrimin	protein-coding	-1.162	-1.250
55283	chr15	64415237	64416237	+	58	NA	Intergenic	(GA)n|Simple_repeat|Simple_repeat	-32818	NM_001276467	13196		NM_010026	ENSMUSG00000022377	Asap1	DEF-1|Ddef1|PAP|mKIAA1249|s19	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	protein-coding	-0.494	-0.782
78936	chr5	111639335	111640335	+	58	NA	Intergenic	Intergenic	58274	NR_015546	330164		NM_177875	ENSMUSG00000052848	C130026L21Rik	-	RIKEN cDNA C130026L21 gene	ncRNA	-0.338	-0.702
41275-2	chr6	121308105	121309105	+	58	NA	intron (NM_001379108, intron 1 of 13)	intron (NM_001379108, intron 1 of 13)	4966	NM_001379108	14412		NM_144512	ENSMUSG00000030108	Slc6a13	GAT3|Gabt3|Gat2	solute carrier family 6 (neurotransmitter transporter, GABA), member 13	protein-coding	0.276	0.157
47547	chr12	72976031	72977031	+	58	NA	Intergenic	Intergenic	36649	NM_011384	20476		NM_011384	ENSMUSG00000021099	Six6	Optx2|Six9	sine oculis-related homeobox 6	protein-coding	-0.933	-1.098
75987	chr3	89591350	89592350	+	58	NA	intron (NM_080466, intron 2 of 7)	intron (NM_080466, intron 2 of 7)	71686	NM_080466	140493		NM_080466	ENSMUSG00000000794	Kcnn3	KCa2.3|SK3|SKCA3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	protein-coding	-0.764	-0.955
106912	chr8	55351696	55352696	+	58	NA	Intergenic	Intergenic	-20297	NM_001384123	115486932		NM_001384123		Gm51573	-	predicted gene, 51573	protein-coding	0.869	0.959
44235	chr3	34958416	34959416	+	58	NA	Intergenic	Intergenic	-36265	NR_105799	102466155		NR_105799	ENSMUSG00000098862	Mir6378	Gm27706|mmu-mir-6378	microRNA 6378	ncRNA	-0.037	-0.373
63647	chr6	145047120	145048120	+	58	NA	intron (NM_007532, intron 1 of 10)	intron (NM_007532, intron 1 of 10)	1192	NM_001024468	12035		NM_007532	ENSMUSG00000030268	Bcat1	BCATc|Eca39	branched chain aminotransferase 1, cytosolic	protein-coding	-0.827	-0.893
42259	chr4	90964392	90965392	+	58	NA	Intergenic	Intergenic	407148	NM_001374238	15569		NM_010486	ENSMUSG00000008489	Elavl2	Hub|mel-N1	ELAV like RNA binding protein 1	protein-coding	-0.855	-1.020
42026	chr5	113782907	113783907	+	58	NA	Intergenic	Intergenic	10606	NM_025526	66383		NM_025526	ENSMUSG00000025825	Iscu	2310020H20Rik|ISCU2|Nifu|Nifun	iron-sulfur cluster assembly enzyme	protein-coding	-1.996	-2.105
59265-2	chr2	75314440	75315440	+	58	NA	Intergenic	Intergenic	-123086	NR_164193	105244208		NR_164193	ENSMUSG00000081406	Rps6-ps4	Gm13654	ribosomal protein S6, pseudogene 4	pseudo	-0.466	-0.645
33760	chr9	15535514	15536514	+	58	NA	intron (NM_001359604, intron 2 of 2)	intron (NM_001359604, intron 2 of 2)	30519	NM_133214	170748		NM_133214	ENSMUSG00000058173	Smco4	Fn5	single-pass membrane protein with coiled-coil domains 4	protein-coding	-0.374	-0.562
35260	chr6	36644114	36645114	+	58	NA	Intergenic	Intergenic	165565	NM_008973	19242		NM_008973	ENSMUSG00000029838	Ptn	HARP|HB-GAM|HBBM|HBBN|HBGF-8|HBNF|OSF|Osf-1|Osf1	pleiotrophin	protein-coding	-0.517	-1.058
71596	chr17	67117406	67118406	+	58	NA	intron (NM_001357625, intron 2 of 32)	intron (NM_001357625, intron 2 of 32)	-91671	NR_049205	100885844		NR_049205	ENSMUSG00000093508	Mir5709	Gm22041|mir-5709|mmu-mir-5709	microRNA 5709	ncRNA	-0.881	-1.167
48254	chr15	55490266	55491266	+	58	NA	intron (NM_001368422, intron 42 of 47)	(GAA)n|Simple_repeat|Simple_repeat	66546	NM_026759	68537		NM_026759	ENSMUSG00000022370	Mrpl13	1110002D09Rik	mitochondrial ribosomal protein L13	protein-coding	-0.196	-0.276
41710	chr15	97913460	97914460	+	58	NA	Intergenic	Intergenic	-5664	NM_009504	22337		NM_009504	ENSMUSG00000022479	Vdr	Nr1i1	vitamin D (1,25-dihydroxyvitamin D3) receptor	protein-coding	-0.423	-0.446
154390	chr12	104898333	104899333	+	58	NA	Intergenic	Intergenic	-33757	NR_104439	94040		NM_053155	ENSMUSG00000021097	Clmn	9330188N17Rik|mKIAA1188	calmin	protein-coding	-0.957	-1.075
38515	chr5	36456413	36457413	+	58	NA	intron (NR_126488, intron 1 of 2)	intron (NR_126488, intron 1 of 2)	7941	NR_126489	76710		NR_126488	ENSMUSG00000039563	2210406O10Rik	-	RIKEN cDNA 2210406O10 gene	ncRNA	-1.005	-1.384
59423	chr10	44532822	44533822	+	58	NA	Intergenic	B1_Mus1|SINE|Alu	-74574	NM_007548	12142		NM_007548	ENSMUSG00000038151	Prdm1	Blimp-1|Blimp1|PRDI-BF1|ZNFPR1A1|b2b1765Clo	PR domain containing 1, with ZNF domain	protein-coding	-0.182	-0.361
41494	chr7	144888881	144889881	+	58	NA	Intergenic	Intergenic	-7151	NM_008003	14170		NM_008003	ENSMUSG00000031073	Fgf15	FGF19|Fgf8a	fibroblast growth factor 15	protein-coding	-0.936	-1.573
41293	chr4	55875457	55876457	+	58	NA	Intergenic	L3|LINE|CR1	-343482	NM_010637	16600		NM_010637	ENSMUSG00000003032	Klf4	EZF|Gklf|Zie	Kruppel-like transcription factor 4 (gut)	protein-coding	-0.496	-0.940
28459	chr1	118978379	118979379	+	58	NA	intron (NM_001081125, intron 2 of 13)	intron (NM_001081125, intron 2 of 13)	24659	NR_105764	102465176		NR_105764	ENSMUSG00000098273	Mir6346	Gm27829|mmu-mir-6346	microRNA 6346	ncRNA	-0.310	-0.412
32160	chr12	15765950	15766950	+	58	NA	Intergenic	Intergenic	34651	NR_105809	102465204		NR_105809	ENSMUSG00000098480	Mir6387	Gm27281|mmu-mir-6387	microRNA 6387	ncRNA	-0.590	-0.702
86123	chr4	153559626	153560626	+	58	NA	Intergenic	Intergenic	-77296	NM_001099299	230959		NM_001099299	ENSMUSG00000039546	Ajap1	Gm573	adherens junction associated protein 1	protein-coding	-0.909	-1.242
42433	chr13	96878137	96879137	+	58	NA	exon (NM_001370928, exon 23 of 26)	exon (NM_001370928, exon 23 of 26)	-45707	NM_001376999	218476		NM_001166065	ENSMUSG00000091387	Gcnt4	C2gnt3|Gm279|Gm73	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	protein-coding	-0.601	-0.846
85831	chr1	190561838	190562838	+	58	NA	Intergenic	Intergenic	158690	NR_151624	433390		NR_151624	ENSMUSG00000103644	Gm29678	-	predicted gene, 29678	ncRNA	-0.541	-0.824
39911-3	chr8	9798971	9799971	+	58	NA	Intergenic	Intergenic	-28314	NM_001347127	270028		NM_173446	ENSMUSG00000079157	Nalf1	6430500D16|Fam155a|Tmem28	NALCN channel auxiliary factor 1	protein-coding	-0.907	-1.160
82502	chr2	6098782	6099782	+	58	NA	3' UTR (NM_144883, exon 4 of 4)	3' UTR (NM_144883, exon 4 of 4)	30903	NM_144883	227545		NM_144883	ENSMUSG00000045319	Proser2	5430407P10Rik	proline and serine rich 2	protein-coding	-0.717	-0.904
25548	chr4	90895589	90896589	+	58	NA	Intergenic	Intergenic	475951	NM_001374238	15569		NM_010486	ENSMUSG00000008489	Elavl2	Hub|mel-N1	ELAV like RNA binding protein 1	protein-coding	-0.930	-0.971
141214	chr9	32692793	32693793	+	58	NA	intron (NM_001372534, intron 3 of 9)	intron (NM_001372534, intron 3 of 9)	-2744	NM_001372536	23871		NM_011808	ENSMUSG00000032035	Ets1	D230050P06|Ets-1|Tpl1|p54|vs	E26 avian leukemia oncogene 1, 5' domain	protein-coding	-0.311	-0.701
49243	chr2	173365681	173366681	+	58	NA	Intergenic	Intergenic	-89648	NM_022995	65112		NM_022995	ENSMUSG00000038400	Pmepa1	2210418I02Rik|Erg1.2|N4wbp4|Stag1|Tmepai	prostate transmembrane protein, androgen induced 1	protein-coding	-0.216	-0.380
29051	chr10	130469752	130470752	+	58	NA	Intergenic	Intergenic	-14358	NM_001103365	625109		NM_001103365	ENSMUSG00000092162	Vmn2r86	EG625109	vomeronasal 2, receptor 86	protein-coding	0.495	0.545
35969	chr12	118595318	118596318	+	58	NA	Intergenic	Intergenic	-65625	NR_045947	100384890		NR_045947	ENSMUSG00000113875	D230030E09Rik	Npe	Riken cDNA D230030E09 gene	ncRNA	-0.588	-0.502
46972	chr5	77487310	77488310	+	58	NA	Intergenic	Intergenic	22322	NR_131050	69370		NR_131050	ENSMUSG00000107232	1700017L05Rik	-	RIKEN cDNA 1700017L05 gene	ncRNA	0.161	0.075
39275	chr19	45064420	45065420	+	58	NA	Intergenic	Intergenic	-10321	NM_001362398	107250		NM_178929	ENSMUSG00000025213	Kazald1	Bono1|IGFBP-rP10	Kazal-type serine peptidase inhibitor domain 1	protein-coding	-2.173	-2.154
83053	chr6	32339060	32340060	+	58	NA	intron (NM_175750, intron 3 of 31)	intron (NM_175750, intron 3 of 31)	-171581	NR_040277	319849		NR_040277	ENSMUSG00000086763	Plxna4os1	B230378P21Rik	plexin A4, opposite strand 1	ncRNA	-1.785	-2.213
52860	chr2	163296915	163297915	+	58	NA	intron (NM_001372577, intron 3 of 8)	intron (NM_001372577, intron 3 of 8)	71961	NM_001098799	269389		NM_001098799	ENSMUSG00000074607	Tox2	Gcx1|RxHMG1	TOX high mobility group box family member 2	protein-coding	-0.304	-0.848
48694	chr12	110012109	110013109	+	58	NA	Intergenic	Intergenic	145464	NR_045466	67280		NR_045466	ENSMUSG00000113331	3110009F21Rik	-	RIKEN cDNA 3110009F21 gene	ncRNA	-0.841	-1.087
51624	chr2	147689879	147690879	+	58	NA	Intergenic	A-rich|Low_complexity|Low_complexity	-20314	NR_046014	381384		NR_046014	ENSMUSG00000051986	A530006G24Rik	Gm1003	RIKEN cDNA A530006G24 gene	ncRNA	0.004	-0.090
64077	chr17	78507889	78508889	+	58	NA	intron (NM_028813, intron 1 of 13)	intron (NM_028813, intron 1 of 13)	326	NM_028813	74199		NM_028813	ENSMUSG00000024076	Vit	1700052E02Rik|1700110E08Rik|2810429K11Rik|AKH|akhirin	vitrin	protein-coding	-0.607	-0.470
69952	chr6	148389135	148390135	+	58	NA	intron (NM_001347518, intron 5 of 18)	intron (NM_001347518, intron 5 of 18)	34979	NR_003634	66184		NM_025405		Rps4l	1110033J19Rik|Rps4y2	ribosomal protein S4-like	pseudo	-0.063	-0.032
77131	chr4	125533991	125534991	+	58	NA	intron (NM_001081097, intron 1 of 15)	intron (NM_001081097, intron 1 of 15)	29742	NR_109835	735288		NR_109835	ENSMUSG00000119232	Mir692-2	Mir692-2a|Mir692-3|Mirn692-2|Mirn692-2a|mir-692-2|mmu-mir-692-2	microRNA 692-2	ncRNA	-0.742	-1.047
37128	chr4	135160674	135161674	+	58	NA	intron (NM_001369050, intron 2 of 4)	intron (NM_001369050, intron 2 of 4)	8629	NM_001369050	12399		NM_019732	ENSMUSG00000070691	Runx3	AML2|Cbfa3|Pebp2a3|Rx3	runt related transcription factor 3	protein-coding	-1.226	-1.495
47275	chr4	56112932	56113932	+	58	NA	Intergenic	Intergenic	-580957	NM_010637	16600		NM_010637	ENSMUSG00000003032	Klf4	EZF|Gklf|Zie	Kruppel-like transcription factor 4 (gut)	protein-coding	-0.421	-0.854
40464	chr1	90268049	90269049	+	58	NA	Intergenic	Intergenic	64569	NM_007722	12778		NM_007722	ENSMUSG00000044337	Ackr3	CXC-R7|CXCR-7|Cmkor1|Cxcr7|RDC-1|Rdc1	atypical chemokine receptor 3	protein-coding	-1.049	-1.359
48378	chr10	13414736	13415736	+	58	NA	intron (NM_001195065, intron 1 of 12)	intron (NM_001195065, intron 1 of 12)	-26266	NM_001195066	215789		NM_001033257	ENSMUSG00000062866	Phactr2	-	phosphatase and actin regulator 2	protein-coding	-0.999	-1.025
223182	chr14	33061396	33062396	+	58	NA	intron (NM_001146022, intron 36 of 58)	intron (NM_001146022, intron 36 of 58)	70514	NM_001146021	67580		NM_026253	ENSMUSG00000041673	Lrrc18	4930442L21Rik|MTLR1	leucine rich repeat containing 18	protein-coding	-0.458	-0.747
34016	chr14	33069972	33070972	+	58	NA	intron (NM_001146022, intron 35 of 58)	intron (NM_001146022, intron 35 of 58)	79090	NM_001146021	67580		NM_026253	ENSMUSG00000041673	Lrrc18	4930442L21Rik|MTLR1	leucine rich repeat containing 18	protein-coding	-0.404	-0.708
32070	chr1	182561704	182562704	+	58	NA	Intergenic	Intergenic	-2803	NM_001145806	170725		NM_130890	ENSMUSG00000038599	Capn8	nCL-2|nCL-2'	calpain 8	protein-coding	-0.811	-1.069
46515	chr16	5406473	5407473	+	58	NA	intron (NR_169081, intron 1 of 2)	intron (NR_169081, intron 1 of 2)	-24421	NR_169082	105246064		NR_169081	ENSMUSG00000116029	Gm41414	-	predicted gene, 41414	ncRNA	-1.631	-1.832
45842	chr12	87101182	87102182	+	58	NA	intron (NM_001294308, intron 1 of 3)	intron (NM_001294308, intron 1 of 3)	857	NM_022414	64242		NM_022414	ENSMUSG00000021032	Ngb	-	neuroglobin	protein-coding	-0.868	-0.601
82812	chr4	141364456	141365456	+	58	NA	Intergenic	Intergenic	-3236	NM_001085513	277743		NM_001085513	ENSMUSG00000006218	Fam131c	Gm693	family with sequence similarity 131, member C	protein-coding	-1.382	-1.327
48476	chr2	92023422	92024422	+	58	NA	intron (NM_011957, intron 1 of 11)	intron (NM_011957, intron 1 of 11)	248	NM_011957	26427		NM_011957	ENSMUSG00000027230	Creb3l1	Oasis	cAMP responsive element binding protein 3-like 1	protein-coding	-1.610	-1.507
50866-2	chr6	4584240	4585240	+	58	NA	Intergenic	Intergenic	-16171	NM_001379144	213819		NM_145398	ENSMUSG00000015189	Casd1	Cas1|Cast1|SOAT	CAS1 domain containing 1	protein-coding	-0.732	-0.662
34055	chr14	33086556	33087556	+	58	NA	intron (NM_001146022, intron 30 of 58)	intron (NM_001146022, intron 30 of 58)	95674	NM_001146021	67580		NM_026253	ENSMUSG00000041673	Lrrc18	4930442L21Rik|MTLR1	leucine rich repeat containing 18	protein-coding	-0.378	-0.749
81163	chr13	60687441	60688441	+	58	NA	intron (NM_029653, intron 2 of 25)	intron (NM_029653, intron 2 of 25)	85730	NM_134062	69635		NM_029653	ENSMUSG00000021559	Dapk1	D13Ucla1|DAP-Kinase	death associated protein kinase 1	protein-coding	0.007	-0.070
64069	chr9	121783396	121784396	+	58	NA	TTS (NR_027967)	TTS (NR_027967)	6289	NM_028202	72330		NM_028202	ENSMUSG00000074001	Klhl40	2310024D23Rik|Kbtbd5	kelch-like 40	protein-coding	-0.974	-1.197
59447	chr9	55048104	55049104	+	58	NA	promoter-TSS (NM_148944)	promoter-TSS (NM_148944)	-60	NM_148944	108015		NM_148944	ENSMUSG00000035200	Chrnb4	Acrb-4|Acrb4	cholinergic receptor, nicotinic, beta polypeptide 4	protein-coding	-1.043	-1.156
138602	chr4	71521224	71522224	+	58	NA	Intergenic	Intergenic	679169	NM_001285529	21885		NM_011599	ENSMUSG00000008305	Tle1	C230057C06Rik|Estm14|Grg-1|Grg1|Tle4l	transducin-like enhancer of split 1	protein-coding	-0.508	-0.784
79765	chr12	30260015	30261015	+	58	NA	intron (NR_136915, intron 8 of 16)	intron (NR_136915, intron 8 of 16)	112860	NM_172951	268534		NM_172951	ENSMUSG00000020672	Sntg2	2210008K22Rik|9530013L23|G2syn|Syn5	syntrophin, gamma 2	protein-coding	-0.381	-0.507
49282	chr2	84874622	84875622	+	58	NA	intron (NM_199223, intron 2 of 2)	intron (NM_199223, intron 2 of 2)	11570	NM_199223	269295		NM_199223	ENSMUSG00000050896	Rtn4rl2	Ngr2|Ngrh1|Ngrl3	reticulon 4 receptor-like 2	protein-coding	0.166	0.125
35402-2	chr10	13080369	13081369	+	58	NA	intron (NR_168593, intron 1 of 2)	intron (NR_168593, intron 1 of 2)	-9963	NM_001364645	22634		NM_009538	ENSMUSG00000019817	Plagl1	2610311E24Rik|Lot1|Zac1	pleiomorphic adenoma gene-like 1	protein-coding	-1.096	-1.046
34514	chr16	93291956	93292956	+	58	NA	Intergenic	Intergenic	60733	NR_040486	69857		NR_040486	ENSMUSG00000100277	1810053B23Rik	1810008L18Rik|1810056K14Rik	RIKEN cDNA 1810053B23 gene	ncRNA	-1.697	-1.612
77937	chr12	25374719	25375719	+	58	NA	Intergenic	Intergenic	246045	NR_045844	432641		NR_045844		Gm17746	-	predicted gene, 17746	ncRNA	-0.981	-1.209
122550	chr1	12405015	12406015	+	58	NA	Intergenic	Intergenic	-20471	NR_105759	102465961		NR_105759	ENSMUSG00000098555	Mir6341	Gm27262|mmu-mir-6341	microRNA 6341	ncRNA	0.050	-0.028
83794	chr18	60983581	60984581	+	58	NA	intron (NM_001286809, intron 4 of 5)	intron (NM_001286809, intron 4 of 5)	20527	NM_009792	12322		NM_009792	ENSMUSG00000024617	Camk2a	CaMKII|mKIAA0968	calcium/calmodulin-dependent protein kinase II alpha	protein-coding	-1.059	-1.099
160577	chr15	103122238	103123238	+	58	NA	TTS (NR_045743)	TTS (NR_045743)	24090	NR_045743	432989		NR_045743	ENSMUSG00000097003	D930007P13Rik	-	Riken cDNA D930007P13 gene	ncRNA	-0.568	-0.697
76762	chr16	92645503	92646503	+	58	NA	intron (NM_001111021, intron 5 of 7)	intron (NM_001111021, intron 5 of 7)	-49855	NR_168718	102632049		NR_168718		Gm30224	-	predicted gene, 30224	ncRNA	-1.496	-1.495
36657	chr15	73703080	73704080	+	58	NA	intron (NM_173365, intron 1 of 1)	intron (NM_173365, intron 1 of 1)	3925	NM_173365	239530		NM_173365	ENSMUSG00000045281	Gpr20	A430106B11Rik	G protein-coupled receptor 20	protein-coding	-0.679	-1.220
47492-2	chr3	41211966	41212966	+	58	NA	Intergenic	Intergenic	-129420	NM_027558	70804		NM_027558	ENSMUSG00000049940	Pgrmc2	4631434O19Rik|5730409G06Rik|DG6|PMBP	progesterone receptor membrane component 2	protein-coding	-0.353	-0.465
61596	chr2	159290911	159291911	+	58	NA	Intergenic	Intergenic	496604	NM_001291144	71715		NM_145742	ENSMUSG00000027655	Dhx35	1200009D07Rik|Ddx35	DEAH-box helicase 35	protein-coding	0.209	-0.183
39663	chr3	108471910	108472910	+	58	NA	intron (NM_001358063, intron 9 of 21)	intron (NM_001358063, intron 9 of 21)	-27151	NM_001204979	20226		NM_011319	ENSMUSG00000068739	Sars1	Sars|Strs|serRS	seryl-tRNA synthetase 1	protein-coding	-0.459	-0.573
49263	chr7	74044912	74045912	+	58	NA	Intergenic	Intergenic	-31730	NM_009181	20450		NM_009181	ENSMUSG00000025789	St8sia2	ST8SiaII|STX|Siat8b	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	protein-coding	-1.015	-1.368
94334	chr8	14753566	14754566	+	58	NA	intron (NM_172910, intron 7 of 15)	intron (NM_172910, intron 7 of 15)	-134470	NM_012000	26889		NM_012000	ENSMUSG00000026317	Cln8	Tlcd6|mnd	CLN8 transmembrane ER and ERGIC protein	protein-coding	-0.776	-1.218
40736	chr6	99897224	99898224	+	58	NA	Intergenic	Intergenic	-171332	NM_001037539	50501		NM_015768	ENSMUSG00000030069	Prok2	Bv8|PK2|Prok1	prokineticin 2	protein-coding	-1.300	-1.482
121923	chr7	69992635	69993635	+	58	NA	Intergenic	Intergenic	344687	NR_131145	624549		NR_131144	ENSMUSG00000109097	Gm29683	Gm44536	predicted gene, 29683	ncRNA	-0.242	-0.447
29346-2	chr5	139978229	139979229	+	58	NA	Intergenic	Intergenic	70863	NM_001384186	243312		NM_175522	ENSMUSG00000048988	Elfn1	A930017N06Rik|Ppp1r28	leucine rich repeat and fibronectin type III, extracellular 1	protein-coding	-0.901	-1.307
52027	chr13	56208256	56209256	+	58	NA	Intergenic	(CCCCCG)n|Simple_repeat|Simple_repeat	-29871	NM_145976	212937		NM_145976	ENSMUSG00000049625	Tifab	-	TRAF-interacting protein with forkhead-associated domain, family member B	protein-coding	-0.738	-1.058
90817	chr15	62166597	62167597	+	58	NA	intron (NR_003368, intron 4 of 8)	intron (NR_003368, intron 4 of 8)	52354	NR_003523	67552		NM_026230		Macroh2a3	4933432H23Rik|H2afy3	macroH2A.3 histone	pseudo	-0.815	-1.140
