Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	Region_size	direction	direction_label	plot_label	significant
chr13-37800000	chr13	37800000	37825000	Rreb1	Intergenic	0.207333333333333	0.000307927502540286	0.00303081019923593	25000	B_to_A_in_Mutant	More Active (B->A)	Rreb1	TRUE
chr3-117125000	chr3	117125000	117150000	1700061I17Rik	Intergenic	0.257333333333333	0.000308087779906888	0.00303207605875724	25000	B_to_A_in_Mutant	More Active (B->A)	1700061I17Rik	TRUE
chr1-25400000	chr1	25400000	25425000	Gm20172	intron (NM_175642, intron 15 of 30)	-0.242333333333333	0.000308115749922688	0.00303207605875724	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm20172	TRUE
chr3-63425000	chr3	63425000	63450000	Gm34240	Intergenic	0.185	0.000308266997303075	0.00303311117182969	25000	B_to_A_in_Mutant	More Active (B->A)	Gm34240	TRUE
chr9-42325000	chr9	42325000	42350000	Tecta	intron (NM_001378602, intron 20 of 24)	0.154	0.000308534507323761	0.0030353156775067	25000	B_to_A_in_Mutant	More Active (B->A)	Tecta	TRUE
chr7-105575000	chr7	105575000	105600000	Apbb1	Intergenic	-0.159666666666667	0.000308572699105098	0.00303539773007669	25000	A_to_B_in_Mutant	More Inactive (A->B)	Apbb1	TRUE
chrX-10925000	chrX	10925000	10950000	Mid1ip1	Intergenic	0.554666666666667	0.000308627283286288	0.00303564100151702	25000	B_to_A_in_Mutant	More Active (B->A)	Mid1ip1	TRUE
chr12-118250000	chr12	118250000	118275000	Sp4	intron (NM_001166385, intron 3 of 5)	-0.308	0.000308663393414431	0.00303570253370278	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sp4	TRUE
chr1-56750000	chr1	56750000	56775000	Hsfy2	Intergenic	0.299	0.000308939505319023	0.0030372973546693	25000	B_to_A_in_Mutant	More Active (B->A)	Hsfy2	TRUE
chr2-68950000	chr2	68950000	68975000	Cers6	intron (NM_001347161, intron 3 of 10)	-0.176	0.000308933477325277	0.0030372973546693	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cers6	TRUE
chr3-132625000	chr3	132625000	132650000	Gimd1	intron (NM_001372141, intron 2 of 2)	-0.189666666666667	0.00030897216072532	0.0030372973546693	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gimd1	TRUE
chr10-116200000	chr10	116200000	116225000	Ptprr	intron (NM_011217, intron 6 of 13)	-0.203666666666667	0.000308974901033587	0.0030372973546693	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ptprr	TRUE
chrX-57250000	chrX	57250000	57275000	Cd40lg	intron (NM_152801, intron 9 of 21)	1.09933333333333	0.000309101005124854	0.00303824326777339	25000	B_to_A_in_Mutant	More Active (B->A)	Cd40lg	TRUE
chrX-69675000	chrX	69675000	69700000	1700020N15Rik	intron (NM_008032, intron 3 of 19)	1.509	0.000309192514060611	0.00303884898508981	25000	B_to_A_in_Mutant	More Active (B->A)	1700020N15Rik	TRUE
chr3-21200000	chr3	21200000	21225000	7530428D23Rik	Intergenic	0.326	0.000309409348911238	0.00303963713774852	25000	B_to_A_in_Mutant	More Active (B->A)	7530428D23Rik	TRUE
chr2-158625000	chr2	158625000	158650000	Mir3474	intron (NM_175419, intron 8 of 8)	0.191333333333333	0.00030942217077254	0.00303963713774852	25000	B_to_A_in_Mutant	More Active (B->A)	Mir3474	TRUE
chr6-61400000	chr6	61400000	61425000	A730020E08Rik	intron (NM_001164316, intron 4 of 10)	-0.160666666666667	0.000309304888297288	0.00303963713774852	25000	A_to_B_in_Mutant	More Inactive (A->B)	A730020E08Rik	TRUE
chrX-22875000	chrX	22875000	22900000	Klhl13	Intergenic	1.808	0.000309390032551757	0.00303963713774852	25000	B_to_A_in_Mutant	More Active (B->A)	Klhl13	TRUE
chr13-105000000	chr13	105000000	105025000	Rgs7bp	intron (NM_029879, intron 2 of 5)	-0.196	0.000309333387687563	0.00303963713774852	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rgs7bp	TRUE
chr9-59925000	chr9	59925000	59950000	Gm20275	intron (NR_166694, intron 2 of 3)	-0.209666666666667	0.000309507878714081	0.00304018538824987	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm20275	TRUE
chr1-53825000	chr1	53825000	53850000	Mir7681	intron (NM_001001883, intron 23 of 28)	-0.256333333333333	0.000309665195940141	0.00304026221724218	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir7681	TRUE
chr1-183775000	chr1	183775000	183800000	Gm34068	intron (NR_151520, intron 2 of 2)	0.335666666666667	0.000309593622330154	0.00304026221724218	25000	B_to_A_in_Mutant	More Active (B->A)	Gm34068	TRUE
chr9-26875000	chr9	26875000	26900000	Glb1l3	intron (NM_001281475, intron 14 of 20)	0.289333333333333	0.000309618861422462	0.00304026221724218	25000	B_to_A_in_Mutant	More Active (B->A)	Glb1l3	TRUE
chr9-106050000	chr9	106050000	106075000	Col6a4	intron (NM_026763, intron 9 of 37)	0.237	0.000309569764546538	0.00304026221724218	25000	B_to_A_in_Mutant	More Active (B->A)	Col6a4	TRUE
chr6-37750000	chr6	37750000	37775000	Trim24	Intergenic	0.446	0.000309649916082447	0.00304026221724218	25000	B_to_A_in_Mutant	More Active (B->A)	Trim24	TRUE
chr14-54475000	chr14	54475000	54500000	Rem2	Intergenic	-0.238666666666667	0.000309824202990552	0.00304094249583892	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rem2	TRUE
chr3-40350000	chr3	40350000	40375000	1700017G19Rik	Intergenic	0.418666666666667	0.000309818999539433	0.00304094249583892	25000	B_to_A_in_Mutant	More Active (B->A)	1700017G19Rik	TRUE
chr12-69725000	chr12	69725000	69750000	Dmac2l	intron (NM_001361690, intron 2 of 5)	-0.185333333333334	0.000310015772871872	0.00304252908490526	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dmac2l	TRUE
chr7-129300000	chr7	129300000	129325000	Plpp4	intron (NM_001080963, intron 2 of 6)	0.236666666666667	0.000310060963105892	0.00304267892033	25000	B_to_A_in_Mutant	More Active (B->A)	Plpp4	TRUE
chr17-80450000	chr17	80450000	80475000	Sos1	intron (NM_009231, intron 1 of 21)	-0.194	0.0003101312211969	0.00304278107836604	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sos1	TRUE
chr18-51525000	chr18	51525000	51550000	Prr16	Intergenic	-0.161333333333333	0.000310125955039098	0.00304278107836604	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prr16	TRUE
chr7-25450000	chr7	25450000	25475000	Ceacam1	3' UTR (NM_001039186, exon 8 of 8)	-0.175	0.000310230200031501	0.00304345852966746	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ceacam1	TRUE
chr1-80625000	chr1	80625000	80650000	Dock10	intron (NM_175291, intron 2 of 55)	-0.164666666666667	0.000310365117303422	0.00304448838393606	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dock10	TRUE
chr1-53700000	chr1	53700000	53725000	Dnah7a	Intergenic	-0.179	0.000310425499417121	0.00304478696659887	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dnah7a	TRUE
chr1-4950000	chr1	4950000	4975000	Rgs20	intron (NM_001177795, intron 2 of 5)	-0.172	0.000310480589551872	0.00304503359066286	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rgs20	TRUE
chr4-84325000	chr4	84325000	84350000	Bnc2	intron (NM_001369083, intron 5 of 6)	0.274	0.000310565147053356	0.00304556914003023	25000	B_to_A_in_Mutant	More Active (B->A)	Bnc2	TRUE
chr3-135400000	chr3	135400000	135425000	Cisd2	intron (NM_025902, intron 1 of 2)	-0.221	0.000310623628326039	0.00304584889322131	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cisd2	TRUE
chr14-18800000	chr14	18800000	18825000	Ube2e2	intron (NM_001360327, intron 3 of 5)	0.24	0.00031069552720015	0.00304626014731656	25000	B_to_A_in_Mutant	More Active (B->A)	Ube2e2	TRUE
chr10-5750000	chr10	5750000	5775000	Fbxo5	Intergenic	-0.275333333333333	0.000310773924155696	0.00304644130953898	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fbxo5	TRUE
chr17-56225000	chr17	56225000	56250000	A230051N06Rik	Intergenic	-0.191666666666667	0.000310760405244222	0.00304644130953898	25000	A_to_B_in_Mutant	More Inactive (A->B)	A230051N06Rik	TRUE
chr16-42625000	chr16	42625000	42650000	4932412D23Rik	Intergenic	0.336	0.000310825842376175	0.00304665654098506	25000	B_to_A_in_Mutant	More Active (B->A)	4932412D23Rik	TRUE
chr10-103300000	chr10	103300000	103325000	Slc6a15	Intergenic	-0.189666666666667	0.000311022261054358	0.0030469970408083	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc6a15	TRUE
chr4-156250000	chr4	156250000	156275000	Samd11	Intergenic	-0.159666666666667	0.000311030709824816	0.0030469970408083	25000	A_to_B_in_Mutant	More Inactive (A->B)	Samd11	TRUE
chr16-17300000	chr16	17300000	17325000	Serpind1	intron (NM_001373955, intron 28 of 54)	-0.163666666666667	0.000311029309569642	0.0030469970408083	25000	A_to_B_in_Mutant	More Inactive (A->B)	Serpind1	TRUE
chr12-27500000	chr12	27500000	27525000	Sox11	Intergenic	0.404333333333333	0.000311001711665495	0.0030469970408083	25000	B_to_A_in_Mutant	More Active (B->A)	Sox11	TRUE
chr1-175250000	chr1	175250000	175275000	Rgs7	intron (NM_001357129, intron 3 of 15)	-0.280333333333333	0.000311199205518912	0.00304825932125856	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rgs7	TRUE
chrX-59175000	chrX	59175000	59200000	Fgf13	intron (NM_001356335, intron 1 of 4)	1.20733333333333	0.000311336702796294	0.0030487250854332	25000	B_to_A_in_Mutant	More Active (B->A)	Fgf13	TRUE
chrX-56625000	chrX	56625000	56650000	Slc9a6	intron (NM_001358861, intron 10 of 16)	1.03233333333333	0.000311320750813056	0.0030487250854332	25000	B_to_A_in_Mutant	More Active (B->A)	Slc9a6	TRUE
chr18-34900000	chr18	34900000	34925000	Etf1	intron (NM_144866, intron 4 of 10)	-0.185666666666667	0.000311323348012804	0.0030487250854332	25000	A_to_B_in_Mutant	More Inactive (A->B)	Etf1	TRUE
chr9-51700000	chr9	51700000	51725000	Arhgap20	Intergenic	0.245	0.000311531321417287	0.00305033710996586	25000	B_to_A_in_Mutant	More Active (B->A)	Arhgap20	TRUE
chr15-60600000	chr15	60600000	60625000	9930014A18Rik	Intergenic	0.191666666666667	0.000311565221591695	0.00305037531218274	25000	B_to_A_in_Mutant	More Active (B->A)	9930014A18Rik	TRUE
chr13-99350000	chr13	99350000	99375000	Mrps27	intron (NM_173757, intron 2 of 10)	-0.217	0.00031164548375786	0.00305086736983097	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mrps27	TRUE
chr5-76150000	chr5	76150000	76175000	Tmem165	Intergenic	0.203	0.000311737406912552	0.00305117975594339	25000	B_to_A_in_Mutant	More Active (B->A)	Tmem165	TRUE
chr13-41600000	chr13	41600000	41625000	Tmem170b	intron (NM_001368686, intron 1 of 1)	-0.422	0.00031181819881212	0.00305167677844193	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmem170b	TRUE
chr3-147350000	chr3	147350000	147375000	Ttll7	Intergenic	0.317666666666667	0.000312064540362954	0.00305232500214185	25000	B_to_A_in_Mutant	More Active (B->A)	Ttll7	TRUE
chr11-56050000	chr11	56050000	56075000	Nmur2	Intergenic	0.270333333333333	0.000311973280096884	0.00305232500214185	25000	B_to_A_in_Mutant	More Active (B->A)	Nmur2	TRUE
chr11-93150000	chr11	93150000	93175000	Car10	intron (NM_001361708, intron 2 of 9)	-0.272333333333333	0.000312048889249179	0.00305232500214185	25000	A_to_B_in_Mutant	More Inactive (A->B)	Car10	TRUE
chr17-33350000	chr17	33350000	33375000	Zfp81	Intergenic	-0.332	0.000311968790452328	0.00305232500214185	25000	A_to_B_in_Mutant	More Inactive (A->B)	Zfp81	TRUE
chr17-33025000	chr17	33025000	33050000	Zfp763	Intergenic	-0.35	0.000312533818133007	0.00305287213014225	25000	A_to_B_in_Mutant	More Inactive (A->B)	Zfp763	TRUE
chr7-93625000	chr7	93625000	93650000	Gm15501	Intergenic	0.260333333333333	0.000312377272608752	0.00305287213014225	25000	B_to_A_in_Mutant	More Active (B->A)	Gm15501	TRUE
chr6-122725000	chr6	122725000	122750000	Slc2a3	intron (NM_011401, intron 3 of 9)	-0.178333333333333	0.000312467541789626	0.00305287213014225	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc2a3	TRUE
chr9-44500000	chr9	44500000	44525000	Bcl9l	TTS (NM_030256)	-0.185	0.000312471907381517	0.00305287213014225	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bcl9l	TRUE
chr15-92050000	chr15	92050000	92075000	Cntn1	intron (NM_001358051, intron 2 of 25)	-0.376333333333333	0.000312182168224472	0.00305287213014225	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cntn1	TRUE
chr1-76075000	chr1	76075000	76100000	Gm17751	Intergenic	0.154	0.000312269012024871	0.00305287213014225	25000	B_to_A_in_Mutant	More Active (B->A)	Gm17751	TRUE
chr9-79325000	chr9	79325000	79350000	Gm10635	Intergenic	0.163	0.000312561481179193	0.00305287213014225	25000	B_to_A_in_Mutant	More Active (B->A)	Gm10635	TRUE
chr1-167475000	chr1	167475000	167500000	Lrrc52	Intergenic	0.439333333333333	0.000312499291717906	0.00305287213014225	25000	B_to_A_in_Mutant	More Active (B->A)	Lrrc52	TRUE
chr9-104175000	chr9	104175000	104200000	Ackr4	intron (NM_001359740, intron 35 of 56)	-0.243333333333333	0.000312546761105671	0.00305287213014225	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ackr4	TRUE
chr13-40425000	chr13	40425000	40450000	Ofcc1	Intergenic	-0.232	0.000312570824779818	0.00305287213014225	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ofcc1	TRUE
chr3-126675000	chr3	126675000	126700000	Gm15551	intron (NM_001025438, intron 3 of 18)	-0.239	0.000312621224500921	0.00305307112871222	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15551	TRUE
chr6-110775000	chr6	110775000	110800000	Grm7	intron (NM_177328, intron 1 of 9)	0.173	0.000312757589503432	0.00305362593856821	25000	B_to_A_in_Mutant	More Active (B->A)	Grm7	TRUE
chr3-56675000	chr3	56675000	56700000	Nbea	Intergenic	0.272333333333333	0.00031279815680074	0.00305362593856821	25000	B_to_A_in_Mutant	More Active (B->A)	Nbea	TRUE
chr8-75025000	chr8	75025000	75050000	Tom1	intron (NM_001136259, intron 1 of 15)	-0.223666666666667	0.000312792004016894	0.00305362593856821	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tom1	TRUE
chr15-35150000	chr15	35150000	35175000	Stk3	Intergenic	-0.202666666666667	0.000312769977006075	0.00305362593856821	25000	A_to_B_in_Mutant	More Inactive (A->B)	Stk3	TRUE
chr9-43175000	chr9	43175000	43200000	Pou2f3	intron (NM_011139, intron 2 of 12)	0.177666666666666	0.000312995289683918	0.00305525708325041	25000	B_to_A_in_Mutant	More Active (B->A)	Pou2f3	TRUE
chr10-87075000	chr10	87075000	87100000	1700113H08Rik	intron (NM_029685, intron 2 of 5)	0.263333333333334	0.000313336535671127	0.00305682742906868	25000	B_to_A_in_Mutant	More Active (B->A)	1700113H08Rik	TRUE
chr18-12125000	chr18	12125000	12150000	Riok3	intron (NM_024182, intron 5 of 12)	-0.356333333333334	0.000313311314882046	0.00305682742906868	25000	A_to_B_in_Mutant	More Inactive (A->B)	Riok3	TRUE
chr12-27925000	chr12	27925000	27950000	Sox11	Intergenic	0.399666666666667	0.000313324460683374	0.00305682742906868	25000	B_to_A_in_Mutant	More Active (B->A)	Sox11	TRUE
chr7-30550000	chr7	30550000	30575000	Psenen	promoter-TSS (NM_170760)	-0.158666666666667	0.000313329305281329	0.00305682742906868	25000	A_to_B_in_Mutant	More Inactive (A->B)	Psenen	TRUE
chr10-46375000	chr10	46375000	46400000	Snord14d	Intergenic	-0.184333333333333	0.00031329009845378	0.00305682742906868	25000	A_to_B_in_Mutant	More Inactive (A->B)	Snord14d	TRUE
chr6-37175000	chr6	37175000	37200000	Dgki	intron (NM_001081206, intron 1 of 33)	0.259	0.000313430715209261	0.00305715960147132	25000	B_to_A_in_Mutant	More Active (B->A)	Dgki	TRUE
chr12-40775000	chr12	40775000	40800000	Immp2l	intron (NM_172803, intron 30 of 52)	-0.26	0.000313424377508468	0.00305715960147132	25000	A_to_B_in_Mutant	More Inactive (A->B)	Immp2l	TRUE
chr17-32925000	chr17	32925000	32950000	Cyp4f13	intron (NM_130882, intron 3 of 12)	-0.297333333333333	0.000313583422848697	0.00305776915697611	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cyp4f13	TRUE
chr6-117050000	chr6	117050000	117075000	Cxcl12	Intergenic	0.164	0.000313566438843341	0.00305776915697611	25000	B_to_A_in_Mutant	More Active (B->A)	Cxcl12	TRUE
chr18-69625000	chr18	69625000	69650000	Ccdc68	intron (NM_001361128, intron 10 of 19)	-0.176333333333334	0.000313646246953309	0.00305808850083424	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccdc68	TRUE
chr3-142825000	chr3	142825000	142850000	Pkn2	intron (NM_178654, intron 3 of 21)	-0.314333333333334	0.000313776107167323	0.00305906133089186	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pkn2	TRUE
chr3-108600000	chr3	108600000	108625000	Wdr47	intron (NM_001358055, intron 3 of 14)	-0.287333333333334	0.000313834218973558	0.00305929348844259	25000	A_to_B_in_Mutant	More Inactive (A->B)	Wdr47	TRUE
chr3-68100000	chr3	68100000	68125000	Schip1	intron (NM_001113420, intron 1 of 6)	0.381	0.000313860092752381	0.00305929348844259	25000	B_to_A_in_Mutant	More Active (B->A)	Schip1	TRUE
chr13-3550000	chr13	3550000	3575000	Gdi2	intron (NM_008112, intron 8 of 10)	-0.216	0.000313989676248371	0.00305995569661828	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gdi2	TRUE
chr1-184150000	chr1	184150000	184175000	Dusp10	Intergenic	0.356	0.000314031326641797	0.00305995569661828	25000	B_to_A_in_Mutant	More Active (B->A)	Dusp10	TRUE
chr4-14825000	chr4	14825000	14850000	Otud6b	Intergenic	-0.168666666666666	0.00031403973425138	0.00305995569661828	25000	A_to_B_in_Mutant	More Inactive (A->B)	Otud6b	TRUE
chr13-10600000	chr13	10600000	10625000	Chrm3	Intergenic	0.329	0.000314048401419185	0.00305995569661828	25000	B_to_A_in_Mutant	More Active (B->A)	Chrm3	TRUE
chr13-96950000	chr13	96950000	96975000	Gcnt4	Intergenic	0.177333333333333	0.000314139167259543	0.00306054681264917	25000	B_to_A_in_Mutant	More Active (B->A)	Gcnt4	TRUE
chr13-98525000	chr13	98525000	98550000	Tmem174	Intergenic	0.226666666666667	0.000314264003942754	0.00306132960245814	25000	B_to_A_in_Mutant	More Active (B->A)	Tmem174	TRUE
chr19-48275000	chr19	48275000	48300000	Sorcs3	intron (NM_025696, intron 1 of 26)	0.419666666666667	0.000314309832910419	0.00306132960245814	25000	B_to_A_in_Mutant	More Active (B->A)	Sorcs3	TRUE
chr18-42500000	chr18	42500000	42525000	Tcerg1	intron (NM_001039474, intron 1 of 21)	-0.197333333333333	0.000314297220761714	0.00306132960245814	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tcerg1	TRUE
chr15-69175000	chr15	69175000	69200000	4930504C09Rik	Intergenic	0.158333333333334	0.000314491360415847	0.00306224242483727	25000	B_to_A_in_Mutant	More Active (B->A)	4930504C09Rik	TRUE
chr9-107625000	chr9	107625000	107650000	Gnai2	Intergenic	-0.178666666666667	0.000314465062971872	0.00306224242483727	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gnai2	TRUE
chr16-46950000	chr16	46950000	46975000	Nectin3	Intergenic	0.225333333333333	0.00031456651707395	0.00306265623536456	25000	B_to_A_in_Mutant	More Active (B->A)	Nectin3	TRUE
chr9-44650000	chr9	44650000	44675000	BC049987	Intergenic	-0.172666666666667	0.000314748249118702	0.00306330967889529	25000	A_to_B_in_Mutant	More Inactive (A->B)	BC049987	TRUE
chr6-117600000	chr6	117600000	117625000	Gm9946	Intergenic	0.229333333333333	0.000314711610054674	0.00306330967889529	25000	B_to_A_in_Mutant	More Active (B->A)	Gm9946	TRUE
chr14-71975000	chr14	71975000	72000000	4930434J06Rik	Intergenic	0.238	0.000314754135607353	0.00306330967889529	25000	B_to_A_in_Mutant	More Active (B->A)	4930434J06Rik	TRUE
chr12-26675000	chr12	26675000	26700000	4933409F18Rik	Intergenic	0.373	0.000314925287151928	0.00306438879413939	25000	B_to_A_in_Mutant	More Active (B->A)	4933409F18Rik	TRUE
chr4-63825000	chr4	63825000	63850000	Tnfsf8	intron (NM_009403, intron 2 of 3)	0.314	0.000314918090941552	0.00306438879413939	25000	B_to_A_in_Mutant	More Active (B->A)	Tnfsf8	TRUE
chr17-48700000	chr17	48700000	48725000	Lrfn2	Intergenic	0.194333333333333	0.00031502818054569	0.00306509669032704	25000	B_to_A_in_Mutant	More Active (B->A)	Lrfn2	TRUE
chr2-174175000	chr2	174175000	174200000	Gm10714	Intergenic	0.213	0.00031518782934468	0.00306576996738898	25000	B_to_A_in_Mutant	More Active (B->A)	Gm10714	TRUE
chr16-12400000	chr16	12400000	12425000	1700003L19Rik	Intergenic	0.211333333333334	0.000315181418577768	0.00306576996738898	25000	B_to_A_in_Mutant	More Active (B->A)	1700003L19Rik	TRUE
chr13-39675000	chr13	39675000	39700000	Gm40923	Intergenic	-0.267666666666667	0.000315351402976108	0.00306613985436767	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm40923	TRUE
chr10-17100000	chr10	17100000	17125000	Gm20125	Intergenic	-0.167666666666667	0.000315356742591597	0.00306613985436767	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm20125	TRUE
chr10-6050000	chr10	6050000	6075000	Rgs17	Intergenic	-0.171666666666667	0.000315484013863475	0.00306613985436767	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rgs17	TRUE
chr9-87725000	chr9	87725000	87750000	Tbx18	Intergenic	-0.288	0.000315646931698004	0.00306613985436767	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tbx18	TRUE
chr17-4525000	chr17	4525000	4550000	4930517M08Rik	Intergenic	0.339333333333333	0.000315387698494851	0.00306613985436767	25000	B_to_A_in_Mutant	More Active (B->A)	4930517M08Rik	TRUE
chr9-36750000	chr9	36750000	36775000	Stt3a	intron (NM_008408, intron 3 of 17)	-0.183	0.000315678126985241	0.00306613985436767	25000	A_to_B_in_Mutant	More Inactive (A->B)	Stt3a	TRUE
chr19-36725000	chr19	36725000	36750000	Ppp1r3c	promoter-TSS (NM_016854)	0.269333333333333	0.00031543232739047	0.00306613985436767	25000	B_to_A_in_Mutant	More Active (B->A)	Ppp1r3c	TRUE
chr4-64425000	chr4	64425000	64450000	Gm11217	Intergenic	0.259333333333333	0.000315532785566148	0.00306613985436767	25000	B_to_A_in_Mutant	More Active (B->A)	Gm11217	TRUE
chr3-124275000	chr3	124275000	124300000	Tram1l1	Intergenic	-0.2	0.000315661387403075	0.00306613985436767	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tram1l1	TRUE
chr4-109000000	chr4	109000000	109025000	Mir761	intron (NM_001347169, intron 1 of 32)	-0.152333333333334	0.000315639334549657	0.00306613985436767	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir761	TRUE
chr15-93650000	chr15	93650000	93675000	Prickle1	Intergenic	0.344	0.000315473658566134	0.00306613985436767	25000	B_to_A_in_Mutant	More Active (B->A)	Prickle1	TRUE
chr3-151175000	chr3	151175000	151200000	4930555A03Rik	Intergenic	0.232	0.000315678161120483	0.00306613985436767	25000	B_to_A_in_Mutant	More Active (B->A)	4930555A03Rik	TRUE
chr7-77000000	chr7	77000000	77025000	Agbl1	intron (NM_001199224, intron 22 of 22)	0.343333333333333	0.00031555750490135	0.00306613985436767	25000	B_to_A_in_Mutant	More Active (B->A)	Agbl1	TRUE
chr15-12700000	chr15	12700000	12725000	Pdzd2	intron (NM_001081064, intron 2 of 25)	0.271333333333333	0.000315807403533403	0.0030668092847761	25000	B_to_A_in_Mutant	More Active (B->A)	Pdzd2	TRUE
chr7-109325000	chr7	109325000	109350000	1700095J03Rik	intron (NM_054103, intron 5 of 13)	-0.239	0.000315940587528818	0.00306780965453403	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700095J03Rik	TRUE
chr13-76075000	chr13	76075000	76100000	Arsk	intron (NM_029847, intron 3 of 7)	-0.305333333333333	0.000316011944793164	0.00306820954782279	25000	A_to_B_in_Mutant	More Inactive (A->B)	Arsk	TRUE
chr4-109775000	chr4	109775000	109800000	Faf1	intron (NM_007983, intron 7 of 18)	-0.183333333333333	0.000316052130936672	0.00306830674834491	25000	A_to_B_in_Mutant	More Inactive (A->B)	Faf1	TRUE
chr12-31425000	chr12	31425000	31450000	Slc26a3	promoter-TSS (NM_021353)	-0.198666666666667	0.000316159090481988	0.003069052119959	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc26a3	TRUE
chr10-106000000	chr10	106000000	106025000	Ccdc59	Intergenic	0.182333333333334	0.000316363300951994	0.0030692763948099	25000	B_to_A_in_Mutant	More Active (B->A)	Ccdc59	TRUE
chr4-116825000	chr4	116825000	116850000	Hpdl	Intergenic	-0.183	0.000316234962390842	0.0030692763948099	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hpdl	TRUE
chr17-79425000	chr17	79425000	79450000	4930429F11Rik	Intergenic	0.383	0.000316297379857924	0.0030692763948099	25000	B_to_A_in_Mutant	More Active (B->A)	4930429F11Rik	TRUE
chr3-42975000	chr3	42975000	43000000	D3Ertd751e	Intergenic	0.241666666666667	0.000316317134902632	0.0030692763948099	25000	B_to_A_in_Mutant	More Active (B->A)	D3Ertd751e	TRUE
chr1-183100000	chr1	183100000	183125000	Disp1	intron (NM_026866, intron 4 of 9)	0.232666666666667	0.000316360971609953	0.0030692763948099	25000	B_to_A_in_Mutant	More Active (B->A)	Disp1	TRUE
chrX-9175000	chrX	9175000	9200000	Lancl3	Intergenic	1.561	0.000316310976118594	0.0030692763948099	25000	B_to_A_in_Mutant	More Active (B->A)	Lancl3	TRUE
chr10-128100000	chr10	128100000	128125000	Baz2a	intron (NM_054078, intron 4 of 29)	-0.167333333333333	0.000316723034859437	0.00307207746958406	25000	A_to_B_in_Mutant	More Inactive (A->B)	Baz2a	TRUE
chr19-14800000	chr19	14800000	14825000	Tle4	Intergenic	0.348333333333334	0.000316683738240501	0.00307207746958406	25000	B_to_A_in_Mutant	More Active (B->A)	Tle4	TRUE
chr10-8600000	chr10	8600000	8625000	Ust	Intergenic	0.467666666666667	0.00031674265559104	0.00307207746958406	25000	B_to_A_in_Mutant	More Active (B->A)	Ust	TRUE
chr10-57775000	chr10	57775000	57800000	Fabp7	intron (NM_021272, intron 3 of 3)	-0.211333333333333	0.000316851746557116	0.00307254939890461	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fabp7	TRUE
chr8-64625000	chr8	64625000	64650000	Cpe	intron (NM_013494, intron 1 of 8)	-0.241	0.000316822474032013	0.00307254939890461	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cpe	TRUE
chr4-86275000	chr4	86275000	86300000	Adamtsl1	intron (NM_001368621, intron 14 of 28)	0.259	0.000316928236901208	0.00307299807772122	25000	B_to_A_in_Mutant	More Active (B->A)	Adamtsl1	TRUE
chr12-56375000	chr12	56375000	56400000	Mbip	Intergenic	-0.163333333333333	0.000317092366621228	0.00307420606429978	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mbip	TRUE
