#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr13:9864000-11573998	chr13	9864000	11573998	chr13	9864000	11573998	255,255,0	2.795000	1709998	2.922748	2.763573	2.707252	2.914198	2.858427	2.794673	0.0579083333333328	0.423186851105279	0.695581438990909
chr6:30390000-31043998	chr6	30390000	31043998	chr6	30390000	31043998	255,255,0	2.702000	653998	2.663912	2.581866	2.478392	2.701912	2.817722	2.605943	0.133802333333333	0.113738933016675	0.413603391441088
chr17:35919000-37292998	chr17	35919000	37292998	chr17	35919000	37292998	255,255,0	2.192000	1373998	2.012661	2.270693	2.190186	2.215253	2.234470	2.179523	0.0519019999999997	0.489762251905484	0.737925584091859
chr6:55383000-55514998	chr6	55383000	55514998	chr6	55383000	55514998	255,255,0	3.719000	131998	3.733828	3.569715	3.379487	3.580288	3.679937	3.262558	-0.0534156666666675	0.698621517019182	0.860395164407839
chr12:111420000-111479998	chr12	111420000	111479998	chr12	111420000	111479998	255,255,0	1.749000	59998	1.732265	1.653179	1.670201	1.715859	1.833937	1.726169	0.0734399999999998	0.191704506814576	0.503544322608711
chr11:17523000-17654998	chr11	17523000	17654998	chr11	17523000	17654998	255,255,0	1.530000	131998	1.529860	1.342552	1.311182	1.332630	1.346510	1.324156	-0.0600993333333334	0.386499723019309	0.669304272121967
chr12:52902000-54692998	chr12	52902000	54692998	chr12	52902000	54692998	255,255,0	3.382000	1790998	3.288459	3.153726	3.099346	3.336912	3.382100	3.199729	0.125736666666666	0.12444279296659	0.432457528313611
chr5:35517000-35570998	chr5	35517000	35570998	chr5	35517000	35570998	255,255,0	1.942000	53998	1.930427	2.139518	2.052703	2.050746	2.495688	1.941943	0.121909666666666	0.431181627322329	0.701424470058283
chr12:97866000-98189998	chr12	97866000	98189998	chr12	97866000	98189998	255,255,0	2.074000	323998	1.798297	1.935378	1.900723	2.010592	2.046797	2.074009	0.165666666666666	0.0149970722224902	0.234999577159081
chr11:53730000-53861998	chr11	53730000	53861998	chr11	53730000	53861998	255,255,0	2.123000	131998	2.034056	2.023663	1.966011	2.013092	2.119147	2.009400	0.0393029999999994	0.44921989068526	0.709281338952299
chr8:15063000-16895998	chr8	15063000	16895998	chr8	15063000	16895998	255,255,0	1.738000	1832998	1.656742	1.631439	1.653751	1.736473	1.737623	1.698423	0.076862333333333	0.0869921340988358	0.374391440974567
chr1:128865000-129011998	chr1	128865000	129011998	chr1	128865000	129011998	255,255,0	2.428000	146998	2.203764	2.428256	2.328168	2.489482	2.477930	2.616481	0.207901666666666	0.024458431911279	0.257585644426118
chr11:61626000-61724998	chr11	61626000	61724998	chr11	61626000	61724998	255,255,0	2.090000	98998	1.873606	1.992884	1.898349	1.910192	2.090085	1.897595	0.0443443333333331	0.530816391306691	0.767492101114045
chr11:117858000-118031998	chr11	117858000	118031998	chr11	117858000	118031998	255,255,0	1.951000	173998	2.005091	1.990261	1.950341	1.979032	2.100756	1.959040	0.0310449999999996	0.569064369120649	0.791242767604967
chr8:62070000-63893998	chr8	62070000	63893998	chr8	62070000	63893998	255,255,0	2.338000	1823998	2.338350	2.171015	2.139806	2.186657	2.311821	2.245777	0.0316946666666664	0.649914448533387	0.839547242909354
chr4:16815000-16865998	chr4	16815000	16865998	chr4	16815000	16865998	255,255,0	1.688000	50998	1.434507	1.687906	1.486931	1.283574	1.280342	1.481096	-0.188110666666667	0.071493559638661	0.355474227780304
chr14:121263000-121460998	chr14	121263000	121460998	chr14	121263000	121460998	255,255,0	2.534000	197998	2.573650	2.462894	2.464017	2.533606	2.527578	2.480349	0.0136573333333329	0.785431506876886	0.907793098359494
chrX:52434000-52733998	chrX	52434000	52733998	chrX	52434000	52733998	255,255,0	1.916000	299998	1.600721	1.576885	1.532453	1.702220	1.676364	1.852366	0.173630333333333	0.0223756917414449	0.253183155350135
chr12:84771000-85070998	chr12	84771000	85070998	chr12	84771000	85070998	255,255,0	1.813000	299998	1.834401	1.810788	1.787970	1.817226	1.816503	1.743354	-0.0186920000000003	0.673396647899198	0.849922886572309
chr19:42183000-42284998	chr19	42183000	42284998	chr19	42183000	42284998	255,255,0	2.033000	101998	2.031567	2.065260	1.977867	1.968179	2.075614	1.963698	-0.0224010000000003	0.67066460463073	0.848580425733244
chr18:80757000-81959998	chr18	80757000	81959998	chr18	80757000	81959998	255,255,0	2.641000	1202998	2.262577	2.283105	2.282435	2.589853	2.610926	2.459369	0.277343666666667	0.00137333087616185	0.177920154319876
chr11:52245000-52352998	chr11	52245000	52352998	chr11	52245000	52352998	255,255,0	2.595000	107998	2.856129	2.800805	2.640498	2.758836	3.015297	2.594667	0.0237893333333324	0.841329866638532	0.931987305138786
chr15:83757000-84065998	chr15	83757000	84065998	chr15	83757000	84065998	255,255,0	2.480000	308998	2.292619	2.320877	2.260349	2.437341	2.479609	2.436628	0.159910999999999	0.0062568059965374	0.202232315287518
chr13:25548000-27530998	chr13	25548000	27530998	chr13	25548000	27530998	255,255,0	1.532000	1982998	1.487946	1.531947	1.465613	1.559144	1.529747	1.560955	0.0547799999999997	0.217771281507667	0.523027604356324
chr18:28212000-28316998	chr18	28212000	28316998	chr18	28212000	28316998	255,255,0	1.529000	104998	1.362036	1.537799	1.528569	1.630644	1.579492	1.595238	0.125656666666666	0.0726087283027617	0.357580699098648
chr16:92505000-93584998	chr16	92505000	93584998	chr16	92505000	93584998	255,255,0	3.228000	1079998	3.321266	3.224168	3.149398	3.208027	3.227632	3.136296	-0.0409590000000009	0.500798583569155	0.74500272601729
chr16:17202000-17282998	chr16	17202000	17282998	chr16	17202000	17282998	255,255,0	2.082000	80998	2.263544	2.285298	2.082031	2.327084	2.564844	2.226258	0.162437666666666	0.151743329169875	0.462440430301187
chr7:69474000-70349998	chr7	69474000	70349998	chr7	69474000	70349998	255,255,0	1.773000	875998	1.699190	1.756496	1.770578	1.880612	1.923201	1.860159	0.145902666666666	0.012395519419615	0.220618657061666
chr11:116874000-117062998	chr11	116874000	117062998	chr11	116874000	117062998	255,255,0	3.080000	188998	2.867631	2.846040	2.664958	2.944080	3.080017	2.742216	0.129227999999999	0.234472631855476	0.537031358257906
chr3:83910000-84161998	chr3	83910000	84161998	chr3	83910000	84161998	255,255,0	2.111000	251998	2.108744	2.197188	2.166337	2.269098	2.347545	2.219721	0.121365	0.0505944451065484	0.318109562938168
chr5:86850000-88406998	chr5	86850000	88406998	chr5	86850000	88406998	255,255,0	2.088000	1556998	2.104968	2.087728	1.975935	1.920477	2.083903	2.058262	-0.0353296666666668	0.590231433893275	0.802784403458992
chr8:17388000-17543998	chr8	17388000	17543998	chr8	17388000	17543998	255,255,0	2.263000	155998	2.153099	2.273963	2.191208	2.055296	2.254427	2.109747	-0.0662666666666668	0.345935701032407	0.635464834827203
chr14:48366000-49034998	chr14	48366000	49034998	chr14	48366000	49034998	255,255,0	2.995000	668998	2.975777	2.816835	2.787741	2.871542	2.899335	2.780931	-0.00951500000000032	0.887565868120271	0.955371170701482
chrX:74238000-74426998	chrX	74238000	74426998	chrX	74238000	74426998	255,255,0	2.711000	188998	2.644695	2.811902	2.632566	2.699839	2.839231	3.350317	0.266741333333333	0.153422342047932	0.465033370885028
chr14:86667000-86789998	chr14	86667000	86789998	chr14	86667000	86789998	255,255,0	1.722000	122998	1.721701	1.667820	1.759327	1.656592	1.618214	1.559982	-0.104686666666667	0.064974400370092	0.344597563398714
chr1:171360000-172007998	chr1	171360000	172007998	chr1	171360000	172007998	255,255,0	1.613000	647998	1.573906	1.584173	1.612833	1.692902	1.623523	1.606467	0.0506599999999998	0.277498435537085	0.574207447043724
chr19:42579000-42761998	chr19	42579000	42761998	chr19	42579000	42761998	255,255,0	1.950000	182998	1.692798	1.792965	1.714491	1.949686	1.992795	1.940642	0.227623	0.00184213087595031	0.177920154319876
chr9:40983000-41207998	chr9	40983000	41207998	chr9	40983000	41207998	255,255,0	3.587000	224998	3.569997	3.378262	3.256451	3.240806	3.330134	3.123033	-0.170245666666667	0.112260863848777	0.412154277390028
chr8:116457000-116894998	chr8	116457000	116894998	chr8	116457000	116894998	255,255,0	2.475000	437998	2.603950	2.584241	2.474525	2.473690	2.485480	2.444680	-0.0862886666666674	0.124610658902974	0.432457528313611
chr7:83895000-84368998	chr7	83895000	84368998	chr7	83895000	84368998	255,255,0	2.506000	473998	2.526360	2.477351	2.462903	2.489656	2.456144	2.455546	-0.0217560000000001	0.60698396775162	0.812879008855354
chr11:87963000-88208998	chr11	87963000	88208998	chr11	87963000	88208998	255,255,0	3.467000	245998	3.195179	3.209488	3.001072	3.130696	3.269130	2.967828	-0.0126950000000005	0.895962985517007	0.959218343293674
chr15:31602000-32777998	chr15	31602000	32777998	chr15	31602000	32777998	255,255,0	3.387000	1175998	3.400885	3.548010	3.378137	3.625753	3.697361	3.518133	0.171404999999999	0.0435216116352453	0.302894015835604
chr19:42030000-42077998	chr19	42030000	42077998	chr19	42030000	42077998	255,255,0	1.620000	47998	1.581351	1.574129	1.588992	1.572179	1.668723	1.620383	0.0389376666666666	0.392003993315271	0.672401240219897
chr10:24864000-25253998	chr10	24864000	25253998	chr10	24864000	25253998	255,255,0	3.452000	389998	3.451518	3.173448	3.073752	3.092956	3.014662	2.989069	-0.200677	0.0842789939211221	0.372484339800105
chr15:79833000-79883998	chr15	79833000	79883998	chr15	79833000	79883998	255,255,0	1.697000	50998	1.451010	1.696624	1.562560	1.494540	1.637031	1.486955	-0.0305560000000003	0.702512102144656	0.861887102616301
chr5:37008000-37115998	chr5	37008000	37115998	chr5	37008000	37115998	255,255,0	1.720000	107998	1.798881	1.719837	1.656209	1.753738	1.771238	1.751368	0.0338056666666665	0.512603826347072	0.753460598647161
chr17:48414000-48614998	chr17	48414000	48614998	chr17	48414000	48614998	255,255,0	2.404000	200998	2.404077	2.207343	2.080440	2.177909	2.274410	2.194384	-0.0150523333333336	0.865356738973412	0.945096009656427
chr1:156111000-156176998	chr1	156111000	156176998	chr1	156111000	156176998	255,255,0	2.883000	65998	2.883321	2.410518	2.492969	2.511617	2.670820	2.411696	-0.0642250000000003	0.64603174671179	0.837040882547398
chr7:79482000-79601998	chr7	79482000	79601998	chr7	79482000	79601998	255,255,0	2.355000	119998	2.538347	2.399536	2.293916	2.357820	2.456517	2.355396	-0.0206886666666672	0.780237186940054	0.904682599531156
chr7:73521000-73631998	chr7	73521000	73631998	chr7	73521000	73631998	255,255,0	4.006000	110998	3.780181	3.892334	3.539564	3.611548	4.005650	3.522282	-0.0241996666666668	0.87371295485274	0.949714435594895
chr2:32859000-32930998	chr2	32859000	32930998	chr2	32859000	32930998	255,255,0	1.961000	71998	1.960862	2.225882	2.022255	2.058820	2.283918	2.079387	0.0710419999999997	0.46542559529171	0.720142355850817
chr17:69552000-70370998	chr17	69552000	70370998	chr17	69552000	70370998	255,255,0	2.322000	818998	2.251168	2.321700	2.181567	2.322267	2.302139	2.265736	0.0452356666666666	0.396617405063943	0.675307409149045
chr6:125040000-125090998	chr6	125040000	125090998	chr6	125040000	125090998	255,255,0	2.607000	50998	2.959518	2.779038	2.749362	2.662526	2.925368	2.606640	-0.0977946666666669	0.359830143393506	0.646743716193194
chr18:43386000-43529998	chr18	43386000	43529998	chr18	43386000	43529998	255,255,0	1.861000	143998	2.025575	1.861321	1.887394	1.856321	2.057892	1.780889	-0.0263960000000004	0.763686417585531	0.89709733424234
chr5:149643000-150083998	chr5	149643000	150083998	chr5	149643000	150083998	255,255,0	2.542000	440998	2.393760	2.409860	2.391685	2.500446	2.541718	2.432869	0.0932426666666664	0.0756998393530269	0.363257936806632
chr17:23154000-23537998	chr17	23154000	23537998	chr17	23154000	23537998	255,255,0	1.750000	383998	1.719820	1.650735	1.609488	1.662525	1.707975	1.677981	0.0228126666666666	0.631842921576764	0.827881348285695
chr16:21837000-21914998	chr16	21837000	21914998	chr16	21837000	21914998	255,255,0	1.835000	77998	1.834542	1.657796	1.605194	1.611641	1.549788	1.626108	-0.103331666666667	0.174341533463993	0.489852976347801
chr1:71262000-72149998	chr1	71262000	72149998	chr1	71262000	72149998	255,255,0	2.262000	887998	2.228786	2.295481	2.270823	2.266481	2.255381	2.311012	0.0125946666666662	0.771290160049894	0.90086014157465
chr9:89079000-89162998	chr9	89079000	89162998	chr9	89079000	89162998	255,255,0	1.505000	83998	1.106886	1.325383	1.581525	1.504107	1.365946	1.455948	0.104069	0.40759353195809	0.683678143181079
chr9:44421000-44654998	chr9	44421000	44654998	chr9	44421000	44654998	255,255,0	1.898000	233998	1.894717	1.931853	1.880122	1.910750	1.968140	1.924157	0.032118333333333	0.45654677277985	0.71344918768347
chr3:75900000-76010998	chr3	75900000	76010998	chr3	75900000	76010998	255,255,0	2.880000	110998	2.712689	2.873612	2.808253	2.835766	2.853262	2.820116	0.0381966666666663	0.488639455421706	0.73709294748706
chr13:95982000-96392998	chr13	95982000	96392998	chr13	95982000	96392998	255,255,0	2.156000	410998	2.155793	2.198672	2.102755	2.252673	2.246454	2.227070	0.0896589999999992	0.076875275463158	0.364965813180128
chr14:49857000-50768998	chr14	49857000	50768998	chr14	49857000	50768998	255,255,0	2.204000	911998	2.203091	2.048910	1.876937	1.959751	1.993123	2.124537	-0.0171756666666669	0.856144823038027	0.939941588095465
chrX:134121000-134330998	chrX	134121000	134330998	chrX	134121000	134330998	255,255,0	1.850000	209998	1.487939	1.536681	1.452271	1.563266	1.642597	1.849952	0.192974666666667	0.0458538738591316	0.304960520461443
chr1:53043000-53288998	chr1	53043000	53288998	chr1	53043000	53288998	255,255,0	2.302000	245998	2.286222	2.311614	2.048914	2.232308	2.320914	2.318721	0.0750643333333332	0.371479360961284	0.657335921024658
chr8:126483000-126935998	chr8	126483000	126935998	chr8	126483000	126935998	255,255,0	3.611000	452998	3.730303	3.546705	3.456727	3.609439	3.650265	3.611113	0.0456939999999992	0.554854031476065	0.780846855717547
chr2:164916000-165068998	chr2	164916000	165068998	chr2	164916000	165068998	255,255,0	1.987000	152998	1.980892	1.987309	1.922766	1.852111	1.956618	1.904796	-0.0591473333333338	0.243921396476594	0.547248723008208
chr10:118569000-119087998	chr10	118569000	119087998	chr10	118569000	119087998	255,255,0	2.553000	518998	2.509361	2.469955	2.373225	2.552594	2.596086	2.458900	0.0850129999999993	0.186679419314357	0.501204193808173
chr12:48378000-49175998	chr12	48378000	49175998	chr12	48378000	49175998	255,255,0	1.712000	797998	1.573641	1.619071	1.549364	1.655476	1.712227	1.593741	0.0731226666666666	0.173369003354717	0.488946688341808
chr4:116994000-117152998	chr4	116994000	117152998	chr4	116994000	117152998	255,255,0	2.056000	158998	2.021345	2.041592	1.983993	1.953469	2.126919	1.913090	-0.0178173333333338	0.790030865125195	0.910091098780731
chr4:77598000-77966998	chr4	77598000	77966998	chr4	77598000	77966998	255,255,0	1.531000	368998	1.502247	1.429681	1.513653	1.486300	1.623991	1.570812	0.0785073333333331	0.179303821746877	0.495188343365986
chr4:3969000-4739998	chr4	3969000	4739998	chr4	3969000	4739998	255,255,0	1.898000	770998	2.073532	1.904741	1.786314	1.898280	1.894748	1.871306	-0.0334176666666668	0.669929271300311	0.848580425733244
chr7:98148000-98345998	chr7	98148000	98345998	chr7	98148000	98345998	255,255,0	1.709000	197998	1.185685	1.145203	1.676740	1.708861	1.725175	1.579403	0.335270333333333	0.0541427307548606	0.322123171965642
chr5:103344000-103667998	chr5	103344000	103667998	chr5	103344000	103667998	255,255,0	2.405000	323998	2.370357	2.430761	2.457328	2.405189	2.549713	2.435054	0.0438366666666665	0.445094477455665	0.707606387637002
chr5:35589000-35720998	chr5	35589000	35720998	chr5	35589000	35720998	255,255,0	2.551000	131998	2.498700	2.527536	2.473852	2.550540	2.771861	2.614704	0.145672333333333	0.0599129718886264	0.331641465029225
chr2:91770000-91928998	chr2	91770000	91928998	chr2	91770000	91928998	255,255,0	1.903000	158998	2.002731	2.057461	1.903215	2.004103	2.055869	1.948632	0.0150656666666665	0.79671932824957	0.912679584930999
chr7:98343000-98441998	chr7	98343000	98441998	chr7	98343000	98441998	255,255,0	2.357000	98998	2.389381	2.410558	2.401946	2.357395	2.542387	2.215134	-0.0289896666666673	0.736845189688051	0.884248427912952
chr9:54372000-54476998	chr9	54372000	54476998	chr9	54372000	54476998	255,255,0	1.545000	104998	1.536565	1.575858	1.537244	1.518763	1.545273	1.572876	-0.00425166666666683	0.917802751353776	0.969948503423334
chr7:109518000-109721998	chr7	109518000	109721998	chr7	109518000	109721998	255,255,0	1.930000	203998	1.972687	1.906150	1.888023	1.905009	1.911765	1.821602	-0.0428280000000003	0.397485725551716	0.675512645969769
chr17:27129000-27527998	chr17	27129000	27527998	chr17	27129000	27527998	255,255,0	2.636000	398998	2.936384	2.773907	2.668102	2.778699	2.860309	2.635888	-0.0344990000000001	0.706254997265821	0.864395218129973
chr3:53586000-53660998	chr3	53586000	53660998	chr3	53586000	53660998	255,255,0	1.554000	74998	1.492850	1.426267	1.346374	1.380786	1.553665	1.305496	-0.00851466666666689	0.913723231362139	0.968408040453703
chr15:101514000-101981998	chr15	101514000	101981998	chr15	101514000	101981998	255,255,0	2.194000	467998	2.135244	2.251055	2.194111	2.177729	2.345560	2.160417	0.0344319999999993	0.610075451299874	0.814433522926967
chr10:13011000-13442998	chr10	13011000	13442998	chr10	13011000	13442998	255,255,0	2.848000	431998	2.816775	2.847576	2.711808	2.878120	2.947189	2.805715	0.0849549999999999	0.189865225201082	0.503412623623799
chrX:9072000-10211998	chrX	9072000	10211998	chrX	9072000	10211998	255,255,0	2.327000	1139998	2.189506	2.402506	2.313350	2.461678	2.433655	3.458263	0.482744666666666	0.120403653583901	0.425278205384119
chr17:28221000-28316998	chr17	28221000	28316998	chr17	28221000	28316998	255,255,0	2.510000	95998	2.501629	2.499108	2.313096	2.362843	2.509577	2.253915	-0.0624993333333336	0.482856285364118	0.730927942511081
chr2:120867000-120959998	chr2	120867000	120959998	chr2	120867000	120959998	255,255,0	1.663000	92998	1.461997	1.461387	1.510926	1.479559	1.662619	1.518237	0.0753683333333334	0.23885989784081	0.541730057778433
chr19:45564000-45755998	chr19	45564000	45755998	chr19	45564000	45755998	255,255,0	2.384000	191998	2.193316	2.153311	2.152609	2.179508	2.373941	2.177486	0.0772329999999997	0.265660614347015	0.567413602921738
chr17:62781000-62885998	chr17	62781000	62885998	chr17	62781000	62885998	255,255,0	1.550000	104998	1.404248	1.335450	1.331661	1.415051	1.550295	1.444660	0.112882333333333	0.0687126379479773	0.352493105981141
chr6:97413000-97526998	chr6	97413000	97526998	chr6	97413000	97526998	255,255,0	1.769000	113998	1.761761	1.881031	1.771688	1.768467	1.796501	1.769289	-0.0267410000000006	0.592850753043284	0.804697896142325
chr15:73299000-73559998	chr15	73299000	73559998	chr15	73299000	73559998	255,255,0	2.086000	260998	2.118255	2.086434	2.088348	2.139266	2.204436	2.057282	0.0359823333333331	0.496046491278172	0.741412811751526
chr18:49737000-50207998	chr18	49737000	50207998	chr18	49737000	50207998	255,255,0	2.158000	470998	2.088891	2.157955	2.028762	2.036287	2.096236	2.009399	-0.0445619999999999	0.4109003376111	0.686737442077246
chr16:38850000-39062998	chr16	38850000	39062998	chr16	38850000	39062998	255,255,0	3.529000	212998	3.329608	3.528726	3.238168	3.303732	3.457054	3.336372	0.000218666666666494	0.998013881474716	1
chr1:128361000-128840998	chr1	128361000	128840998	chr1	128361000	128840998	255,255,0	2.934000	479998	2.751424	2.761857	2.683537	2.934439	3.062198	2.894547	0.231455333333333	0.00556131209173817	0.194181733207822
chr4:102222000-102488998	chr4	102222000	102488998	chr4	102222000	102488998	255,255,0	2.266000	266998	2.494436	2.266423	2.273211	2.386136	2.605934	2.360873	0.106291	0.288222886716449	0.581010938603352
chr6:124749000-124820998	chr6	124749000	124820998	chr6	124749000	124820998	255,255,0	1.723000	71998	1.954179	1.757007	1.722710	1.708116	1.793691	1.755978	-0.0587036666666672	0.430219163587709	0.701424470058283
chr14:93306000-93896998	chr14	93306000	93896998	chr14	93306000	93896998	255,255,0	4.313000	590998	4.388544	4.370495	4.312512	4.360646	4.309452	4.147005	-0.0848160000000005	0.233657757385929	0.536968912359654
chr8:26175000-27032998	chr8	26175000	27032998	chr8	26175000	27032998	255,255,0	3.891000	857998	3.989568	3.867808	3.792260	3.959116	4.047821	3.887979	0.0817599999999996	0.272084062155468	0.571929546912978
chr14:55953000-56186998	chr14	55953000	56186998	chr14	55953000	56186998	255,255,0	1.510000	233998	1.396600	1.509585	1.398039	1.496062	1.440536	1.438543	0.0236389999999999	0.644701426314225	0.836155273506611
chr14:66372000-66794998	chr14	66372000	66794998	chr14	66372000	66794998	255,255,0	3.593000	422998	3.417369	3.439361	3.338954	3.592576	3.696005	3.450033	0.180976666666666	0.0398062784634385	0.299183526067501
chrX:140469000-140999998	chrX	140469000	140999998	chrX	140469000	140999998	255,255,0	1.922000	530998	1.870846	1.906737	1.921697	1.982765	2.021620	2.181480	0.162195	0.0346294622726963	0.289126174409672
chr1:34503000-34604998	chr1	34503000	34604998	chr1	34503000	34604998	255,255,0	2.408000	101998	2.312680	2.350515	2.318314	2.421389	2.494251	2.407895	0.114008666666667	0.0348338051938167	0.289126174409672
chr1:40563000-40862998	chr1	40563000	40862998	chr1	40563000	40862998	255,255,0	1.677000	299998	1.714362	1.763719	1.665323	1.756874	1.873700	1.716160	0.0677766666666662	0.270876225827264	0.570934008410365
chr2:35532000-35939998	chr2	35532000	35939998	chr2	35532000	35939998	255,255,0	4.085000	407998	4.085467	3.735709	3.558498	3.691052	3.953055	3.629888	-0.0352263333333344	0.81951661939878	0.925689757257761
chr11:77313000-77450998	chr11	77313000	77450998	chr11	77313000	77450998	255,255,0	1.696000	137998	1.695553	1.673737	1.619020	1.674475	1.740699	1.616128	0.0143306666666663	0.780194946377141	0.904682599531156
chr13:43752000-45002998	chr13	43752000	45002998	chr13	43752000	45002998	255,255,0	2.865000	1250998	3.047066	2.949811	2.858646	2.810894	2.791111	2.722009	-0.177169666666667	0.0227332686867672	0.255653931081498
chr10:63573000-64085998	chr10	63573000	64085998	chr10	63573000	64085998	255,255,0	1.946000	512998	1.729135	1.658451	1.639343	1.854855	1.945888	1.820748	0.198187333333333	0.00703749806189342	0.208382186566919
chr9:103206000-103310998	chr9	103206000	103310998	chr9	103206000	103310998	255,255,0	1.997000	104998	1.917209	2.123549	1.968779	2.095813	2.334078	1.960835	0.127063	0.266775541104434	0.567787424947502
chr16:92301000-92489998	chr16	92301000	92489998	chr16	92301000	92489998	255,255,0	2.999000	188998	2.999005	2.762323	2.622223	2.740177	2.800555	2.603592	-0.0797423333333337	0.46953550645216	0.722211889878279
chr3:133866000-134636998	chr3	133866000	134636998	chr3	133866000	134636998	255,255,0	2.159000	770998	2.083306	2.159343	2.113484	2.234662	2.260808	2.142962	0.0940996666666665	0.0991009824011751	0.391184106867539
chr8:126978000-127184998	chr8	126978000	127184998	chr8	126978000	127184998	255,255,0	3.241000	206998	3.340776	3.179441	3.135865	3.108431	3.508478	3.241493	0.0674399999999998	0.561468576519888	0.785539504649443
chr1:159234000-160193998	chr1	159234000	160193998	chr1	159234000	160193998	255,255,0	3.088000	959998	3.029387	3.054916	2.975731	3.086167	3.067607	2.972279	0.022006333333333	0.668657144834467	0.848580425733244
chr4:56742000-57329998	chr4	56742000	57329998	chr4	56742000	57329998	255,255,0	2.171000	587998	2.287762	2.201259	2.119177	2.097805	2.166687	2.079330	-0.0881253333333335	0.16626006826265	0.481641912037067
chr4:17847000-18134998	chr4	17847000	18134998	chr4	17847000	18134998	255,255,0	1.755000	287998	1.632233	1.662287	1.685377	1.678869	1.792388	1.697525	0.0629616666666665	0.226033556944581	0.52983659245713
chr6:71916000-72170998	chr6	71916000	72170998	chr6	71916000	72170998	255,255,0	2.789000	254998	2.876890	2.832781	2.789293	2.893580	2.985481	2.675576	0.0185576666666664	0.829759532287789	0.92896774042914
chr11:51606000-51689998	chr11	51606000	51689998	chr11	51606000	51689998	255,255,0	2.687000	83998	2.686622	2.389184	2.413395	2.507944	2.831995	2.489814	0.113517333333333	0.378479029140168	0.664104193988398
chr8:67980000-68240998	chr8	67980000	68240998	chr8	67980000	68240998	255,255,0	2.325000	260998	2.323283	2.325273	2.250615	2.271419	2.410450	2.120989	-0.0321043333333338	0.690877620544104	0.857543969235133
chr5:57702000-58757998	chr5	57702000	58757998	chr5	57702000	58757998	255,255,0	2.056000	1055998	1.990244	2.044980	2.029542	2.081252	2.066855	1.999576	0.0276389999999995	0.544350059254046	0.774582871877455
chr15:99006000-99293998	chr15	99006000	99293998	chr15	99006000	99293998	255,255,0	1.675000	287998	1.675469	1.679937	1.671810	1.701384	1.684112	1.655770	0.00468333333333309	0.905170815255146	0.964086155650743
chr7:105651000-105725998	chr7	105651000	105725998	chr7	105651000	105725998	255,255,0	1.690000	74998	1.745662	1.539907	1.625793	1.576714	1.679811	1.694847	0.0133366666666664	0.845730655974868	0.935059487288014
chr16:48324000-48371998	chr16	48324000	48371998	chr16	48324000	48371998	255,255,0	1.773000	47998	1.628695	1.718374	1.772710	1.632810	1.605946	1.593554	-0.0958230000000004	0.098666165938737	0.390660600359272
chr11:32175000-32333998	chr11	32175000	32333998	chr11	32175000	32333998	255,255,0	1.876000	158998	1.876271	1.915406	1.809093	1.869587	2.009017	1.869318	0.0490506666666665	0.418815160619706	0.691914758966295
chr11:115191000-115274998	chr11	115191000	115274998	chr11	115191000	115274998	255,255,0	2.943000	83998	2.955312	2.943205	2.782991	2.804314	2.909634	2.733832	-0.0779093333333331	0.300472477040046	0.591676762671012
chr16:39972000-41249998	chr16	39972000	41249998	chr16	39972000	41249998	255,255,0	2.145000	1277998	2.115796	2.141676	2.081881	2.141317	2.111863	2.114137	0.00932133333333297	0.820486033312753	0.925689757257761
chr18:7572000-7715998	chr18	7572000	7715998	chr18	7572000	7715998	255,255,0	2.271000	143998	2.202120	2.270599	2.329065	2.185750	2.453012	2.254409	0.0304623333333331	0.708253526308958	0.865401461376092
chr6:24519000-24668998	chr6	24519000	24668998	chr6	24519000	24668998	255,255,0	3.242000	149998	3.581091	3.291909	3.151480	3.419185	3.509327	3.015489	-0.026826333333333	0.870939259476556	0.947679572475983
chr3:76059000-76592998	chr3	76059000	76592998	chr3	76059000	76592998	255,255,0	1.961000	533998	1.897144	1.923647	1.959621	2.083808	1.999992	1.974606	0.0926646666666664	0.0908003060762639	0.377742548961845
chr7:12891000-13058998	chr7	12891000	13058998	chr7	12891000	13058998	255,255,0	2.312000	167998	2.716943	2.344037	2.311804	2.440281	2.423582	2.347350	-0.0538570000000005	0.641226455820966	0.834190413683127
chr6:143208000-145013998	chr6	143208000	145013998	chr6	143208000	145013998	255,255,0	3.379000	1805998	3.441299	3.325401	3.291533	3.304966	3.374135	3.218723	-0.0534696666666668	0.417193446843128	0.690807453912999
