chr1	x1	x2	chr2	y1	y2	DMSO_merge	4hr_merge	24hr_merge
chr20	23440000	23450000	chr20	23600000	23610000	0.3023535	0.2342388	0.2519754
chr20	44530000	44540000	chr20	44600000	44610000	0.1240243	0.0814519	0.0919247
chr20	38070000	38080000	chr20	38150000	38160000	0.1361303	0.03700979	0.0297393499999999
chr20	50810000	50820000	chr20	50910000	50920000	0.1143581	0.03069756	0.03853351
chr20	10550000	10560000	chr20	10640000	10650000	0.0993213	0.0609049	0.0713761
chr20	49980000	49990000	chr20	50030000	50040000	0.1872613	0.1424845	0.1576257
chr20	19780000	19790000	chr20	19880000	19890000	0.21106521	0.18567042	0.15621177
chr20	36550000	36560000	chr20	36600000	36610000	0.149941	0.09649977	0.0881265
chr20	19690000	19700000	chr20	19780000	19790000	0.0739232	0.04497437	0.04165028
chr20	34840000	34850000	chr20	34960000	34970000	0.1190683	0.0913326999999999	0.085837
chr20	7690000	7700000	chr20	7850000	7860000	0.10771082	0.09625826	0.09448416
chr20	36790000	36800000	chr20	36880000	36890000	0.121706	0.05579884	0.06019642
chr20	31820000	31830000	chr20	31950000	31960000	0.0805381	0.04469765	0.05237239
chr20	58090000	58100000	chr20	58170000	58180000	0.094173	0.06475968	0.060578
chr20	43910000	43920000	chr20	44080000	44090000	0.07369766	0.03464524	0.03070048
chr20	57630000	57640000	chr20	58180000	58190000	0.08097552	0.0461973	0.02234189
chr20	8850000	8860000	chr20	9050000	9060000	0.05102553	0.02445958	0.02695504
chr20	45130000	45140000	chr20	45280000	45290000	0.0652642	0.04130387	0.03932055
chr20	58010000	58020000	chr20	58170000	58180000	0.05673324	0.02915704	0.02943628
chr20	34190000	34200000	chr20	34300000	34310000	0.05880179	0.0261857	0.02678484
chr20	44210000	44220000	chr20	44380000	44390000	0.05366632	0.03797918	0.03094402
chr20	47500000	47510000	chr20	47610000	47620000	0.0894122	0.05524579	0.05661778
chr20	3050000	3060000	chr20	3110000	3120000	0.1290163	0.1071758	0.107406
chr20	3780000	3790000	chr20	3850000	3860000	0.1271676	0.0622776	0.0508987699999999
chr20	45810000	45820000	chr20	45940000	45950000	0.0930964	0.0388863	0.02801853
chr20	4960000	4970000	chr20	5090000	5100000	0.0764687	0.03027864	0.03361933
chr20	8850000	8860000	chr20	9360000	9370000	0.05982606	0.02178187	0.01818867
chr20	8850000	8860000	chr20	9390000	9400000	0.0951097	0.04092806	0.02526254
chr20	10090000	10100000	chr20	10210000	10220000	0.04714566	0.03304434	0.03040944
chr20	63050000	63060000	chr20	63180000	63190000	0.0888749	0.0519918199999999	0.04861283
chr20	32500000	32525000	chr20	32775000	32800000	0.06328087	0.03498099	0.02072361
chr20	12950000	12975000	chr20	13250000	13275000	0.146479	0.10552166	0.12087144
chr20	10450000	10475000	chr20	10625000	10650000	0.0857901	0.04884597	0.0435267899999999
chr20	9075000	9100000	chr20	9350000	9375000	0.1978926	0.1092335399999999	0.11811966
chr20	46750000	46775000	chr20	47000000	47025000	0.1009207	0.0645937	0.05046575
chr20	38050000	38075000	chr20	38300000	38325000	0.0854348	0.0361483	0.02169245
chr20	37550000	37575000	chr20	37875000	37900000	0.20522434	0.11681006	0.10652338
chr20	31550000	31575000	chr20	31700000	31725000	0.0880582	0.05199077	0.03742915
chr20	6250000	6275000	chr20	6750000	6775000	0.05150754	0.0235683699999999	0.01604114
chr20	10550000	10575000	chr20	10850000	10875000	0.04740437	0.02511629	0.02563971
chr20	20075000	20100000	chr20	20575000	20600000	0.05760194	0.04552004	0.03085349
chr20	34825000	34850000	chr20	35225000	35250000	0.07317778	0.04759661	0.02058467
chr20	50475000	50500000	chr20	50725000	50750000	0.06490775	0.03406091	0.02393367
chr20	6150000	6175000	chr20	6600000	6625000	0.0575538399999999	0.03333985	0.02751192
chr20	9400000	9425000	chr20	9900000	9925000	0.03611967	0.0213303	0.0175476
chr20	58950000	58975000	chr20	59200000	59225000	0.06109375	0.0401592199999999	0.02625099
chr20	4225000	4250000	chr20	4700000	4725000	0.0533005	0.03161175	0.02625529
chr20	1775000	1800000	chr20	2125000	2150000	0.04556004	0.02296155	0.01719745
chr20	58475000	58500000	chr20	58825000	58850000	0.06300674	0.03546609	0.01956886
chr20	60200000	60225000	chr20	61100000	61125000	0.07988278	0.05550306	0.0441924199999999
chr20	6575000	6600000	chr20	7850000	7875000	0.02475136	0.0170321599999999	0.01155433
chr20	22850000	22875000	chr20	23325000	23350000	0.09263406	0.0484895	0.02237314
chr20	60200000	60225000	chr20	61225000	61250000	0.0362143	0.02333656	0.01762955
chr20	58225000	58250000	chr20	58825000	58850000	0.0348601699999999	0.01312548	0.004678603
chr20	59075000	59100000	chr20	59475000	59500000	0.04083512	0.0362768	0.02487922
chr20	32200000	32225000	chr20	32650000	32675000	0.03515963	0.02479001	0.01005912
chr20	6575000	6600000	chr20	7275000	7300000	0.02123638	0.01135475	0.008583412
chr20	39100000	39125000	chr20	40950000	40975000	0.02292238	0.01917036	0.006635036
chr20	37550000	37575000	chr20	38375000	38400000	0.02977933	0.01487132	0.004316876
chr20	37550000	37575000	chr20	38200000	38225000	0.02564144	0.00798385	0.003739518
chr20	9600000	9625000	chr20	10350000	10375000	0.01389494	0.01124945	0.005640859
chr20	35975000	36000000	chr20	36425000	36450000	0.02760778	0.02273618	0.0113102599999999
chr20	6150000	6175000	chr20	7875000	7900000	0.0199298	0.0121001	0.004756779
chr20	51350000	51375000	chr20	51750000	51775000	0.02410313	0.0217015	0.01592662
chr20	56400000	56425000	chr20	57350000	57375000	0.05099696	0.04154544	0.0391187199999999
chr20	46750000	46775000	chr20	47375000	47400000	0.01691019	0.008665378	0.00613721
chr20	21700000	21725000	chr20	22675000	22700000	0.02312856	0.017132626	0.01219479
chr20	50500000	50525000	chr20	50925000	50950000	0.01743122	0.0085285	0.004210144
chr20	18400000	18425000	chr20	19650000	19675000	0.0147272599999999	0.01080725	0.005012204
chr20	48275000	48300000	chr20	48900000	48925000	0.023276524	0.020145288	0.01179799
chr20	13800000	13825000	chr20	16725000	16750000	0.01190815	0.007991234	0.005781265
chr21	33920000	33930000	chr21	34140000	34150000	0.0746366	0.0476145	0.04198098
chr21	38670000	38680000	chr21	38780000	38790000	0.0408437	0.03464473	0.0285069099999999
chr21	33920000	33930000	chr21	34200000	34210000	0.0724781	0.05737994	0.04855631
chr21	38810000	38820000	chr21	38920000	38930000	0.0697289	0.0435001	0.03542695
chr21	29090000	29100000	chr21	29340000	29350000	0.0816125	0.04093834	0.05254401
chr21	35040000	35050000	chr21	35250000	35260000	0.0468605	0.03155849	0.02449718
chr21	25420000	25430000	chr21	25560000	25570000	0.13189194	0.0752671199999999	0.05906732
chr21	33600000	33610000	chr21	33890000	33900000	0.0751491	0.01513131	0.00989602
chr21	36750000	36760000	chr21	36910000	36920000	0.2465121	0.12937335	0.12092382
chr21	29160000	29170000	chr21	29340000	29350000	0.2321896	0.1787784	0.1816846
chr21	17450000	17460000	chr21	17510000	17520000	0.1037444	0.0765486	0.06930487
chr21	36630000	36640000	chr21	36920000	36930000	0.06425724	0.01164449	0.01276924
chr21	33210000	33220000	chr21	33310000	33320000	0.0732017	0.03411163	0.02940861
chr21	26880000	26890000	chr21	27560000	27570000	0.03951931	0.01511749	0.02015501
chr21	34740000	34750000	chr21	34840000	34850000	0.05341807	0.009830817	0.006739657
chr21	27350000	27360000	chr21	27550000	27560000	0.04019511	0.0268189899999999	0.03449525
chr21	36210000	36220000	chr21	36320000	36330000	0.0686608	0.04171437	0.03566588
chr21	17450000	17460000	chr21	17600000	17610000	0.04859526	0.04010809	0.03210645
chr21	31090000	31100000	chr21	31600000	31610000	0.08307534	0.05875328	0.024526566
chr21	27700000	27710000	chr21	28740000	28750000	0.02059573	0.00946339	0.006826802
chr21	39180000	39190000	chr21	39380000	39390000	0.0310123299999999	0.02353214	0.01276085
chr21	35840000	35850000	chr21	36020000	36030000	0.03514618	0.01862246	0.02092816
chr21	46140000	46150000	chr21	46220000	46230000	0.09827727	0.0313079	0.02561485
chr21	32830000	32840000	chr21	33120000	33130000	0.04100447	0.02758	0.02203174
chr21	28060000	28070000	chr21	28740000	28750000	0.03533616	0.01566464	0.01539027
chr21	31790000	31800000	chr21	32250000	32260000	0.03983271	0.02182051	0.0204361799999999
chr21	26960000	26970000	chr21	27560000	27570000	0.02587462	0.010983472	0.012942033
chr21	38660000	38670000	chr21	39130000	39140000	0.04856694	0.02939733	0.02460781
chr21	26190000	26200000	chr21	26710000	26720000	0.03024539	0.008752904	0.01000814
chr21	41820000	41830000	chr21	42110000	42120000	0.05890929	0.02161754	0.01119008
chr21	34740000	34750000	chr21	35620000	35630000	0.03094662	0.01908561	0.009974095
chr21	45140000	45150000	chr21	45440000	45450000	0.04219828	0.0133123799999999	0.00636584
chr21	34740000	34750000	chr21	35830000	35840000	0.03730837	0.02968047	0.01270058
chr21	34690000	34700000	chr21	35830000	35840000	0.03377703	0.0375415699999999	0.01244023
chr21	36420000	36430000	chr21	36910000	36920000	0.03761417	0.01080449	0.006840181
chr21	41280000	41290000	chr21	41600000	41610000	0.03335323	0.01649307	0.00989186
chr21	37710000	37720000	chr21	38350000	38360000	0.02481115	0.01652907	0.0093691
chr21	27750000	27760000	chr21	28050000	28060000	0.14737264	0.02885192	0.11653954
chr21	14380000	14390000	chr21	15050000	15060000	0.01208076	0.007433721	0.004853971
chr21	42140000	42150000	chr21	42820000	42830000	0.0680271799999999	0.04927668	0.03145668
chr21	29080000	29090000	chr21	29850000	29860000	0.02906695	0.023203572	0.009927118
chr21	45550000	45560000	chr21	45820000	45830000	0.04250579	0.03585844	0.03494078
chr21	26840000	26850000	chr21	28040000	28050000	0.03616273	0.0104686	0.01880031
chr21	25600000	25625000	chr21	25850000	25875000	0.04763946	0.0343365	0.02677005
chr21	41875000	41900000	chr21	42100000	42125000	0.1172387	0.06131126	0.04517014
chr21	38800000	38825000	chr21	39000000	39025000	0.1278123	0.07320199	0.06928772
chr21	32825000	32850000	chr21	33175000	33200000	0.0960975999999999	0.06157367	0.04633118
chr21	26875000	26900000	chr21	27200000	27225000	0.0901262	0.05607325	0.0665657
chr21	36400000	36425000	chr21	36575000	36600000	0.1117998	0.03879564	0.02667774
chr21	41600000	41625000	chr21	41925000	41950000	0.05381064	0.03168666	0.02726245
chr21	44500000	44525000	chr21	44775000	44800000	0.1028408	0.01753804	0.01213988
chr21	32375000	32400000	chr21	32725000	32750000	0.1003196	0.0589171599999999	0.0487787
chr21	27700000	27725000	chr21	28500000	28525000	0.02515291	0.0130371999999999	0.01182661
chr21	34875000	34900000	chr21	35600000	35625000	0.02691016	0.005465198	0.0031344479999999
chr21	26825000	26850000	chr21	28625000	28650000	0.03605432	0.02623388	0.015484356
chr21	14250000	14275000	chr21	15575000	15600000	0.0247366	0.0210377299999999	0.01012164
chr21	34875000	34900000	chr21	35925000	35950000	0.01650377	0.006425417	0.00422712
chr21	41275000	41300000	chr21	41775000	41800000	0.02953428	0.01838184	0.01106601
chr21	44500000	44525000	chr21	44925000	44950000	0.03625328	0.003975685	0.002613113
chr21	41250000	41275000	chr21	41825000	41850000	0.03055441	0.0178187	0.01376913
chr21	29025000	29050000	chr21	32325000	32350000	0.0096493999999999	0.00983067	0.00868505
chr21	17385000	17390000	chr21	17580000	17585000	0.1341548	0.0966225	0.06125234
chr21	27565000	27570000	chr21	27690000	27695000	0.0506704699999999	0.0285733	0.03420885
chr21	44945000	44950000	chr21	45125000	45130000	0.07315213	0.01420612	0.01709476
chr21	29090000	29095000	chr21	29370000	29375000	0.07096977	0.04164682	0.0424752
chr21	33380000	33385000	chr21	33440000	33445000	0.06647449	0.02917907	0.03451519
chr21	45140000	45145000	chr21	45285000	45290000	0.06386456	0.02271758	0.0293824
chr21	35255000	35260000	chr21	35395000	35400000	0.03642852	0.02674781	0.0242623
chr21	25350000	25355000	chr21	25385000	25390000	0.18079286	0.1279103	0.0962867199999999
chr21	32990000	32995000	chr21	33125000	33130000	0.0932819	0.06304464	0.0639094
chr21	34885000	34890000	chr21	35045000	35050000	0.0518982699999999	0.02481949	0.02318515
chr21	31195000	31200000	chr21	31580000	31585000	0.0794427	0.0441233	0.03080869
chr21	28335000	28340000	chr21	28740000	28745000	0.04890734	0.016847	0.01953812
chr21	39310000	39315000	chr21	39385000	39390000	0.05957771	0.02773427	0.02697414
chr21	32415000	32420000	chr21	32460000	32465000	0.0798528	0.05819513	0.0641442
chr21	37265000	37270000	chr21	37365000	37370000	0.0612919799999999	0.03730332	0.02950728
chr21	14875000	14880000	chr21	14955000	14960000	0.04427324	0.02852341	0.02589477
chr21	33640000	33645000	chr21	33760000	33765000	0.0426319099999999	0.01781633	0.01944133
chr21	34805000	34810000	chr21	34885000	34890000	0.07492118	0.0578194	0.04648716
chr21	41615000	41620000	chr21	41675000	41680000	0.05684569	0.0403502399999999	0.0482295499999999
chr21	29090000	29095000	chr21	29160000	29165000	0.06240165	0.04341849	0.0447144099999999
chr21	16535000	16540000	chr21	16585000	16590000	0.05376295	0.04160746	0.03480958
chr21	26845000	26850000	chr21	27700000	27705000	0.17256294	0.133359	0.08550105
chr21	28535000	28540000	chr21	28635000	28640000	0.11276626	0.08874866	0.0609836599999999
chr21	18295000	18300000	chr21	18365000	18370000	0.19912245	0.2154885	0.2164158
chr21	32410000	32415000	chr21	32570000	32575000	0.0881321	0.0438341899999999	0.03009062
chr21	29160000	29165000	chr21	29370000	29375000	0.0754436	0.05264138	0.05555326
chr21	39515000	39520000	chr21	39715000	39720000	0.214474	0.1870078	0.16538968
chr21	38735000	38740000	chr21	38795000	38800000	0.1721986	0.12235902	0.136824
chr21	29300000	29305000	chr21	29340000	29345000	0.0816968	0.0613611099999999	0.04953344
chr21	38215000	38220000	chr21	38350000	38355000	0.2907807	0.2685651	0.32477946
chr21	38170000	38175000	chr21	38350000	38355000	0.1686354	0.11651888	0.06538748
chr21	41610000	41615000	chr21	41775000	41780000	0.2714084	0.2198434	0.2071654
chr21	25605000	25610000	chr21	25705000	25710000	0.3371247	0.20731749	0.2177557799999999
chr21	36155000	36160000	chr21	36210000	36215000	0.08108941	0.04916017	0.04218639
chr21	39345000	39350000	chr21	39385000	39390000	0.0742155	0.05509454	0.04784462
chr21	16080000	16085000	chr21	16325000	16330000	0.12248244	0.06381584	0.0614613799999999
chr21	33200000	33205000	chr21	33440000	33445000	0.05508505	0.01373763	0.0073866739999999
chr21	34885000	34890000	chr21	34985000	34990000	0.0815363	0.07275044	0.0447279
chr21	33195000	33200000	chr21	33375000	33380000	0.05024794	0.02951987	0.02068025
chr21	28515000	28520000	chr21	28740000	28745000	0.04072189	0.03101566	0.03437947
chr21	38805000	38810000	chr21	39120000	39125000	0.04741833	0.016238	0.02383588
chr21	16080000	16085000	chr21	16195000	16200000	0.07569514	0.0636463	0.0610778
chr21	14875000	14880000	chr21	15000000	15005000	0.0402469	0.02452622	0.01949626
chr21	38170000	38175000	chr21	38215000	38220000	0.06752172	0.04103026	0.03218668
chr21	34885000	34890000	chr21	35400000	35405000	0.04161211	0.006838899	0.00897666
chr21	33640000	33645000	chr21	33890000	33895000	0.04934652	0.01023817	0.00870688
chr21	31200000	31205000	chr21	31340000	31345000	0.0385910999999999	0.02491751	0.02671355
chr21	26845000	26850000	chr21	27570000	27575000	0.0344365799999999	0.02097347	0.02601492
chr21	25455000	25460000	chr21	25560000	25565000	0.08522844	0.05358748	0.04667364
chr21	14875000	14880000	chr21	15060000	15065000	0.04434249	0.01573747	0.01076949
chr21	35045000	35050000	chr21	35400000	35405000	0.03745356	0.01306484	0.01249428
chr21	33920000	33925000	chr21	34075000	34080000	0.0459487	0.01926646	0.0242952
chr21	42005000	42010000	chr21	42095000	42100000	0.05210528	0.03646788	0.0330169499999999
chr21	36990000	36995000	chr21	37070000	37075000	0.0519351299999999	0.0286821999999999	0.02029431
chr21	28340000	28345000	chr21	28520000	28525000	0.03263222	0.01073909	0.01140714
chr21	26765000	26770000	chr21	26835000	26840000	0.04308978	0.01709388	0.01488196
chr21	17675000	17680000	chr21	17900000	17905000	0.19622637	0.2015826299999999	0.17006706
chr21	45290000	45295000	chr21	45445000	45450000	0.09510336	0.03297541	0.03075045
chr21	31865000	31870000	chr21	32255000	32260000	0.11865408	0.07006731	0.05559891
chr21	27700000	27705000	chr21	28335000	28340000	0.02263713	0.005572038	0.007296637
chr21	26845000	26850000	chr21	28335000	28340000	0.02277219	0.014997794	0.007099925
chr21	44800000	44805000	chr21	44925000	44930000	0.04404685	0.00716987	0.009845881
chr21	38725000	38730000	chr21	39135000	39140000	0.05003634	0.02816209	0.02362767
chr21	37370000	37375000	chr21	37455000	37460000	0.0549104299999999	0.02651029	0.02909729
chr21	36150000	36155000	chr21	36330000	36335000	0.06548446	0.02256243	0.01822512
chr21	31095000	31100000	chr21	31180000	31185000	0.05050428	0.02268003	0.0301252799999999
chr21	25890000	25895000	chr21	26165000	26170000	0.03830846	0.006354438	0.004094962
chr21	15995000	16000000	chr21	16325000	16330000	0.0284344599999999	0.01554745	0.01639905
chr21	15060000	15065000	chr21	15220000	15225000	0.03248689	0.01977641	0.01456625
chr21	33920000	33925000	chr21	34240000	34245000	0.03045682	0.01651988	0.0132121299999999
chr21	29475000	29480000	chr21	29850000	29855000	0.0334263	0.01107916	0.008299608
chr21	27420000	27425000	chr21	27565000	27570000	0.02741317	0.02621406	0.02121694
chr21	37710000	37715000	chr21	38120000	38125000	0.03876209	0.01434466	0.01291451
chr21	35135000	35140000	chr21	35395000	35400000	0.02908873	0.01016841	0.01384656
chr21	34885000	34890000	chr21	35200000	35205000	0.02571934	0.01849464	0.0142633999999999
chr21	33970000	33975000	chr21	34070000	34075000	0.05540831	0.03700979	0.03363081
chr21	25285000	25290000	chr21	25385000	25390000	0.06678374	0.0516411	0.0487113
chr21	15060000	15065000	chr21	15480000	15485000	0.02981535	0.01024482	0.01799321
chr21	41285000	41290000	chr21	41455000	41460000	0.05558532	0.03626403	0.02773987
chr21	28065000	28070000	chr21	28330000	28335000	0.03918359	0.03215141	0.02430659
chr21	18040000	18045000	chr21	18205000	18210000	0.0701544	0.04524698	0.04415726
chr21	34745000	34750000	chr21	35400000	35405000	0.0224975499999999	0.0151141	0.007986304
chr21	26845000	26850000	chr21	28745000	28750000	0.0208496	0.010615029	0.002637623
chr21	38505000	38510000	chr21	38705000	38710000	0.03798771	0.02060733	0.017895
chr21	18390000	18395000	chr21	18495000	18500000	0.03789994	0.01669595	0.02811038
chr21	14865000	14870000	chr21	15480000	15485000	0.03159223	0.007044988	0.01106825
chr21	14400000	14405000	chr21	14855000	14860000	0.01852175	0.009318211	0.0072248669999999
chr21	31355000	31360000	chr21	31555000	31560000	0.02701892	0.01680595	0.01319842
chr21	34885000	34890000	chr21	35135000	35140000	0.02490762	0.01218656	0.01268827
chr21	14400000	14405000	chr21	15590000	15595000	0.01630156	0.01599249	0.009217903
chr21	36505000	36510000	chr21	36920000	36925000	0.0317074799999999	0.00602832	0.003976321
chr21	42590000	42595000	chr21	42815000	42820000	0.02959627	0.02147977	0.010786238
chr21	32655000	32660000	chr21	32825000	32830000	0.02273378	0.008986546	0.00425069
chr21	43815000	43820000	chr21	43975000	43980000	0.06236298	0.02607392	0.0204420599999999
chr21	29090000	29095000	chr21	29475000	29480000	0.02207636	0.006854028	0.004909333
chr21	38505000	38510000	chr21	39135000	39140000	0.02879163	0.01611989	0.00853816
chr21	26845000	26850000	chr21	28520000	28525000	0.008192034	0.0051724319999999	0.001430752
chr22	35930000	35940000	chr22	36120000	36130000	0.0815666	0.03166957	0.03619384
chr22	45640000	45650000	chr22	45830000	45840000	0.0936657	0.0385375399999999	0.03404557
chr22	41740000	41750000	chr22	41850000	41860000	0.082319	0.05139704	0.04857765
chr22	28880000	28890000	chr22	29030000	29040000	0.218423	0.1386534	0.1464358
chr22	42660000	42670000	chr22	42810000	42820000	0.1186104	0.0274220999999999	0.02692221
chr22	37350000	37360000	chr22	37420000	37430000	0.15801	0.1377726	0.1227
chr22	30100000	30110000	chr22	30280000	30290000	0.0822851	0.0208447	0.01272628
chr22	46120000	46130000	chr22	46310000	46320000	0.1392063	0.0970693	0.05910714
chr22	29820000	29830000	chr22	30000000	30010000	0.0926926	0.0545739	0.04202818
chr22	24100000	24110000	chr22	24170000	24180000	0.1583551	0.07747685	0.0754566
chr22	43270000	43280000	chr22	43380000	43390000	0.3090816	0.2274489	0.20812407
chr22	43270000	43280000	chr22	43340000	43350000	0.1334864	0.1150356999999999	0.1031669
chr22	38870000	38880000	chr22	39000000	39010000	0.2146516	0.06306334	0.08747522
chr22	35350000	35360000	chr22	35580000	35590000	0.077457	0.02803186	0.01961459
chr22	36780000	36790000	chr22	36850000	36860000	0.2092699999999999	0.167849	0.1912992
chr22	24190000	24200000	chr22	24240000	24250000	0.9712245	0.5974734	0.7352523
chr22	45570000	45580000	chr22	45970000	45980000	0.0708158	0.03454519	0.01603871
chr22	27400000	27410000	chr22	27800000	27810000	0.13212178	0.06242064	0.05516146
chr22	28050000	28060000	chr22	28440000	28450000	0.0622073	0.02048146	0.02218142
chr22	24320000	24330000	chr22	24520000	24530000	0.0867344999999999	0.01778857	0.01973539
chr22	41690000	41700000	chr22	41850000	41860000	0.12248344	0.07087038	0.06678974
chr22	35150000	35160000	chr22	35220000	35230000	0.0968299	0.0497614	0.06261648
chr22	36540000	36550000	chr22	36850000	36860000	0.0620610699999999	0.02563357	0.014178209
chr22	23770000	23780000	chr22	23840000	23850000	0.1552483	0.1028404	0.06808209
chr22	44970000	44980000	chr22	45090000	45100000	0.1316874	0.0828189	0.0801535999999999
chr22	39000000	39010000	chr22	39110000	39120000	0.1227453	0.0877086	0.085809
chr22	35620000	35630000	chr22	35830000	35840000	0.05208428	0.01623223	0.01297247
chr22	19730000	19740000	chr22	19910000	19920000	0.175414	0.05042056	0.0418835
chr22	29390000	29400000	chr22	29520000	29530000	0.0976845	0.0460355199999999	0.05520693
chr22	45640000	45650000	chr22	45970000	45980000	0.066793	0.02169431	0.01512097
chr22	30280000	30290000	chr22	30380000	30390000	0.1049426	0.05809289	0.04071959
chr22	21710000	21720000	chr22	21940000	21950000	0.0904497	0.01853245	0.010499646
chr22	20150000	20160000	chr22	20280000	20290000	0.1063574	0.1122606	0.081693
chr22	41740000	41750000	chr22	41940000	41950000	0.10803158	0.06117782	0.04970036
chr22	40170000	40180000	chr22	40340000	40350000	0.063365	0.02320665	0.01137437
chr22	17170000	17180000	chr22	17500000	17510000	0.0681677	0.0437927799999999	0.03941439
chr22	32530000	32540000	chr22	32790000	32800000	0.06700254	0.0297542999999999	0.04068251
chr22	36870000	36880000	chr22	36970000	36980000	0.1016104999999999	0.074466	0.0691217
chr22	35620000	35630000	chr22	35920000	35930000	0.05087466	0.00887329	0.006939767
chr22	45570000	45580000	chr22	45830000	45840000	0.06705338	0.03243054	0.03286669
chr22	41820000	41830000	chr22	41940000	41950000	0.0718576	0.03920687	0.04038882
chr22	40040000	40050000	chr22	40340000	40350000	0.05358261	0.007960041	0.003158424
chr22	19170000	19180000	chr22	19290000	19300000	0.05664669	0.03125072	0.02569891
chr22	45570000	45580000	chr22	45860000	45870000	0.0815046	0.03846763	0.02173659
chr22	26390000	26400000	chr22	26640000	26650000	0.0545046899999999	0.02412065	0.008068776
chr22	32100000	32110000	chr22	32260000	32270000	0.1716146999999999	0.15480801	0.13780644
chr22	41960000	41970000	chr22	42110000	42120000	0.0900424	0.06541901	0.03751238
chr22	26890000	26900000	chr22	27100000	27110000	0.0437913199999999	0.0291988899999999	0.02813047
chr22	28020000	28030000	chr22	28590000	28600000	0.05505116	0.01115646	0.010660672
chr22	17070000	17080000	chr22	17500000	17510000	0.06127679	0.03060022	0.02159347
chr22	28250000	28260000	chr22	28430000	28440000	0.0555467	0.03328798	0.03492978
chr22	17620000	17630000	chr22	17720000	17730000	0.0750525	0.03748873	0.02751221
chr22	29700000	29710000	chr22	30080000	30090000	0.0743631	0.0432714899999999	0.010043731
chr22	17570000	17580000	chr22	17700000	17710000	0.0731717	0.0321305	0.01922358
chr22	38290000	38300000	chr22	38350000	38360000	0.1228321	0.0573799	0.0395687299999999
chr22	36190000	36200000	chr22	36270000	36280000	0.1129791	0.0527621	0.05221458
chr22	35350000	35360000	chr22	35620000	35630000	0.0464718499999999	0.0213128299999999	0.012163223
chr22	45260000	45270000	chr22	45550000	45560000	0.06037969	0.02967742	0.01901534
chr22	37070000	37080000	chr22	37190000	37200000	0.0821592999999999	0.04728217	0.02809227
chr22	36190000	36200000	chr22	36480000	36490000	0.1498514	0.1045189	0.02287398
chr22	31490000	31500000	chr22	31630000	31640000	0.0602103499999999	0.02369509	0.0225581399999999
chr22	30940000	30950000	chr22	31140000	31150000	0.06551163	0.02459127	0.01495409
chr22	42090000	42100000	chr22	42440000	42450000	0.06068824	0.0315495	0.01734833
chr22	26710000	26720000	chr22	27220000	27230000	0.07980867	0.07648539	0.06561336
chr22	43990000	44000000	chr22	44620000	44630000	0.06036679	0.0242068	0.01456799
chr22	27400000	27410000	chr22	27610000	27620000	0.0631409	0.03882297	0.03103007
chr22	32520000	32530000	chr22	32650000	32660000	0.05984156	0.03775601	0.03460141
chr22	31100000	31110000	chr22	31230000	31240000	0.06283771	0.03281283	0.0300006999999999
chr22	24000000	24010000	chr22	24170000	24180000	0.092086	0.0563068999999999	0.0467553
chr22	35620000	35630000	chr22	36120000	36130000	0.08014542	0.04341934	0.03488438
chr22	38870000	38880000	chr22	39110000	39120000	0.0522207	0.0222665799999999	0.01560288
chr22	37810000	37820000	chr22	37960000	37970000	0.07610032	0.0450175899999999	0.02535277
chr22	31970000	31980000	chr22	32260000	32270000	0.0830521	0.05362162	0.04347118
chr22	22840000	22850000	chr22	23120000	23130000	0.03814069	0.03253657	0.02390978
chr22	22460000	22470000	chr22	22570000	22580000	0.0773289	0.0558973	0.05903198
chr22	28250000	28260000	chr22	28590000	28600000	0.03901087	0.01707626	0.01839041
chr22	31660000	31670000	chr22	31960000	31970000	0.05915103	0.0224448999999999	0.0071575419999999
chr22	36780000	36790000	chr22	36970000	36980000	0.06066268	0.04593501	0.0311813599999999
chr22	28850000	28860000	chr22	29150000	29160000	0.04439994	0.02557594	0.0221636799999999
chr22	31750000	31760000	chr22	31940000	31950000	0.04646983	0.01617823	0.009473
chr22	28850000	28860000	chr22	29240000	29250000	0.04007618	0.02153613	0.01729986
chr22	39540000	39550000	chr22	39800000	39810000	0.04532867	0.01643733	0.01277387
chr22	36140000	36150000	chr22	36480000	36490000	0.0398339	0.02337746	0.006443627
chr22	26360000	26370000	chr22	26660000	26670000	0.02969932	0.01713002	0.003930237
chr22	20600000	20610000	chr22	20690000	20700000	0.0	0.0	0.0
chr22	38050000	38060000	chr22	38350000	38360000	0.04774719	0.01886984	0.007011241
chr22	49760000	49770000	chr22	49920000	49930000	0.06201131	0.01526814	0.01077698
chr22	19170000	19180000	chr22	19430000	19440000	0.03618703	0.01140907	0.0112611469999999
chr22	37470000	37480000	chr22	37590000	37600000	0.06363344	0.02521084	0.02748132
chr22	26750000	26760000	chr22	27320000	27330000	0.03755569	0.01366438	0.00782435
chr22	45990000	46000000	chr22	46310000	46320000	0.04711389	0.02435642	0.007589294
chr22	17560000	17570000	chr22	17730000	17740000	0.0692093	0.02838392	0.01473144
chr22	25470000	25480000	chr22	25770000	25780000	0.04587289	0.01495933	0.01488296
chr22	26750000	26760000	chr22	27800000	27810000	0.02363824	0.01409425	0.004532353
chr22	26750000	26760000	chr22	27410000	27420000	0.02926984	0.009651563	0.008843104
chr22	38050000	38060000	chr22	38460000	38470000	0.03902102	0.0257833	0.003417656
chr22	23170000	23180000	chr22	23380000	23390000	0.11933448	0.07983034	0.05279436
