Chr	Start	End	Conc	Conc_dTAG_4hr	Conc_DMSO	Fold	p-value	FDR
chr12	4604636	4605036	7.84133177616693	6.82353824814869	8.43217701656184	-1.26868791425265	0.0192571289549227	0.0477064688751888
chr9	97598652	97599052	7.70780626948691	6.78229818409175	8.26705816141181	-1.20875703790688	0.019261038960083	0.0477124013638686
chr4	103091600	103092000	7.24820483559702	6.39443893156786	7.78093226933348	-1.15758118764722	0.0192707765414753	0.0477327675394457
chr6	109187813	109188213	8.23216836160065	7.42928569639196	8.74494874262314	-1.11480753598935	0.0192753273114216	0.0477402840442643
chr2	234880435	234880835	5.04345156874036	4.01022874066384	5.63932047880961	-1.27389918884899	0.0192784012328002	0.0477427716955676
chrX	11787517	11787917	6.78808246536457	5.82561931168371	7.3603124668554	-1.23259548661477	0.0192793642490279	0.0477427716955676
chr5	119334940	119335340	7.11802548679198	6.14295823294271	7.69458039078922	-1.24149854155923	0.0192901944426787	0.047765834571927
chr1	203606916	203607316	5.66116235387883	4.53339639303259	6.28631703446487	-1.32844022908021	0.0192933566067696	0.0477699079560708
chr1	2315096	2315496	7.56675721735103	6.50483374361817	8.17178399472372	-1.29427818724997	0.0192975321037637	0.0477764894913671
chr14	93132434	93132834	5.84927544427163	4.92839346297696	6.40687078864323	-1.20317204516479	0.0193011956680655	0.0477783714092795
chr20	18793975	18794375	5.91513809201459	4.89261017247186	6.50753239893154	-1.26812261943999	0.0193021229166329	0.0477783714092795
chr9	136944386	136944786	6.36325518646842	5.16116550830699	7.00974482213081	-1.36603950762227	0.0193028444341298	0.0477783714092795
chr8	11567080	11567480	8.32804496356261	7.42549870707278	8.87900297781695	-1.19248752268744	0.0193088023592724	0.0477893617266475
chr1	52368321	52368721	5.89010217307705	4.76501618546863	6.51446074559841	-1.32917431792012	0.019314223026584	0.0477959500270236
chr2	215773705	215774105	6.31583764185798	5.3321568355512	6.89531913055907	-1.2448553776726	0.0193152049013741	0.0477959500270236
chr20	4519530	4519930	5.83039934314499	4.82856606669569	6.41597241869221	-1.25493725310804	0.0193160181692087	0.0477959500270236
chr22	43388330	43388730	7.63004484756139	6.65013998906981	8.2082462820636	-1.24594161595585	0.0193179182231524	0.0477965389896953
chr14	33676033	33676433	7.52777895370986	6.61584048978646	8.08215119499618	-1.19948588587074	0.0193197453696122	0.0477965389896953
chr6	47780729	47781129	7.65266818494572	6.7947874628356	8.18696641151887	-1.15874036975266	0.0193213910097876	0.0477965389896953
chr8	106765254	106765654	8.15963568296277	7.25119289239975	8.71274072672575	-1.19639277361226	0.0193276376352053	0.0477965389896953
chr2	46847268	46847668	6.3910186141376	5.3652988076313	6.9844534891437	-1.27233441632569	0.0193287683392636	0.0477965389896953
chr11	45655239	45655639	7.82944737476677	6.88642546692769	8.39490589447692	-1.22066170693209	0.0193291172530889	0.0477965389896953
chr7	76314252	76314652	10.2640110363838	9.10101286820254	10.8994557377857	-1.34776335785717	0.0193301287161146	0.0477965389896953
chr7	133742731	133743131	5.31857128732958	4.39086840345044	5.87860658929528	-1.2115687210526	0.0193323522443627	0.0477965389896953
chrX	111823070	111823470	7.35631232772305	6.49540835980592	7.89176071293125	-1.16046469765941	0.0193347362709262	0.0477965389896953
chr7	78134286	78134686	7.83645481550286	7.09317774912164	8.32457812972681	-1.0631632886252	0.0193372118385813	0.0477965389896953
chr9	134326939	134327339	5.25554064175049	4.11018877117236	5.8858720995657	-1.33865503019936	0.0193377140971874	0.0477965389896953
chrX	75038952	75039352	6.63592329929255	5.70734779680115	7.1962696242555	-1.21395310387364	0.0193384826632855	0.0477965389896953
chr3	173371826	173372226	6.70478175327319	5.73506272416689	7.27950769253568	-1.2383827031879	0.0193396896570575	0.0477965389896953
chr5	68962863	68963263	6.60217310391914	5.60341529856983	7.18672130196319	-1.25782329952956	0.0193416753358777	0.0477965389896953
chr6	160348561	160348961	5.91189246207212	4.83578930884648	6.52135597878262	-1.30044099038876	0.0193426443670213	0.0477965389896953
chr20	25299683	25300083	6.09514107101805	5.0165992581042	6.7053618809681	-1.30447899688442	0.0193430547375659	0.0477965389896953
chr7	29102525	29102925	7.62700746280727	6.72949809214886	8.17612194999169	-1.18767104799895	0.0193449004512856	0.0477965389896953
chr10	95201711	95202111	8.83231831350031	7.93868712631513	9.38000735863555	-1.18604703353072	0.0193460538847847	0.0477965389896953
chr7	128869442	128869842	5.97990348336205	4.89722074897391	6.59140636610101	-1.30557746443975	0.0193462136261286	0.0477965389896953
chr2	241877963	241878363	8.12725609601535	7.11866791085867	8.71507000159328	-1.26305569011488	0.0193470647344236	0.0477965389896953
chr20	53623318	53623718	5.64814581684891	4.61106811786723	6.24525877455846	-1.27759049252114	0.0193484046069653	0.0477965389896953
chr18	55415285	55415685	8.55386060236017	7.7160011419643	9.08045725495034	-1.14322270845302	0.0193496516816987	0.0477965389896953
chr16	81610115	81610515	5.99714517358494	4.79513390431286	6.64361303703515	-1.36423648435634	0.019362548485815	0.0478235812459998
chr21	31180527	31180927	5.84251835764542	4.88377898628482	6.41346085096992	-1.23070832103387	0.0193636369709801	0.0478235812459998
chr7	1044682	1045082	6.47661684609202	5.36862276556471	7.09585269196829	-1.3193910326987	0.019370333256177	0.047836367312725
chr3	125921738	125922138	7.36211153528672	6.43023003707534	7.92363388815485	-1.21137182594337	0.0193754883286233	0.0478453455417899
chr2	12321274	12321674	6.50180708053405	5.50393700973112	7.08605890549805	-1.25415743115788	0.0193785401766547	0.0478487510536697
chr12	64802207	64802607	7.0254803234331	6.1380971999507	7.57086180928014	-1.17964632898465	0.0193799066976038	0.0478487510536697
chr1	65717842	65718242	8.13608049132584	7.37251142414004	8.6327603266924	-1.08093886222624	0.0193858299835186	0.0478596227607849
chr11	67053831	67054231	8.29057301584833	7.3362482734245	8.85998333085144	-1.22779873537042	0.0193877217378502	0.0478605405221237
chr13	34077152	34077552	8.02067750223826	7.20309066307487	8.53932320922898	-1.12641695664257	0.0193953299038602	0.0478755685703077
chr8	86892919	86893319	7.53994747956146	6.65244803422265	8.08537205101467	-1.18078824704836	0.019397901968155	0.0478778038838563
chr20	11229739	11230139	6.00985177906689	5.08363052684194	6.56935840572546	-1.20805748360957	0.0193992765887585	0.0478778038838563
chr16	68229351	68229751	8.47698790595162	7.54503705908264	9.03853488882809	-1.21305779197885	0.0194115258332982	0.0479012935032591
chr3	138118853	138119253	9.26797046042571	8.25584309807322	9.85695286653296	-1.26511852660422	0.0194118367930125	0.0479012935032591
chr5	83430389	83430789	8.60174448632608	7.68957613534975	9.15619991622578	-1.19903975285254	0.0194192214558319	0.0479157609889334
chr10	132443598	132443998	6.97658841618426	6.03103152108068	7.54293687946695	-1.22113999353968	0.0194219572158662	0.047918756218146
chr5	64229132	64229532	6.87347926457344	5.96530230805014	7.42648777098138	-1.19700862148948	0.0194242238907453	0.0479205937199638
chr5	157855395	157855795	6.44115112429074	5.56842529898018	6.98106522745552	-1.16883836312229	0.0194307105607784	0.0479326026051741
chr2	238573326	238573726	7.22109809552807	6.26667307728104	7.7905432832603	-1.2270871451835	0.0194321361912868	0.0479326026051741
chr7	50982643	50983043	6.41186124894884	5.39606863490762	7.0020497697996	-1.26742065603215	0.0194364222805817	0.0479375374284786
chr10	68208419	68208819	9.13857400665538	8.07272994181944	9.74483324742967	-1.29663738614283	0.0194371817051287	0.0479375374284786
chr3	49021465	49021865	5.50694957563962	4.26449865211125	6.16444871587141	-1.38345976337073	0.0194392830218066	0.0479389649520381
chr7	78607059	78607459	6.965714204275	6.00956237940391	7.53575940805438	-1.22938998223953	0.0194464547729862	0.0479501434815681
chr19	18202714	18203114	7.18915319220029	6.23224042182604	7.75946249585104	-1.22897134538387	0.019448451987213	0.0479501434815681
chr15	62896964	62897364	6.6619571571218	5.57563410396965	7.27458314874375	-1.30715890973221	0.0194497768646645	0.0479501434815681
chr9	83920814	83921214	6.09461961714088	4.99471155375243	6.71140429455057	-1.31532302438387	0.0194499073441924	0.0479501434815681
chr2	120253086	120253486	6.97088033560553	5.91424187105763	7.57423875007339	-1.29005701164846	0.0194530635261427	0.0479541698307097
chr19	45439443	45439843	9.39722560048939	8.34147869697171	10.0003017747353	-1.29068272678547	0.0194569813776445	0.0479600730106382
chr7	150986025	150986425	6.27608448205263	5.31459547246126	6.84797810228812	-1.23023896219922	0.0194624311303622	0.04796621693326
chr13	94073242	94073642	5.01716060217239	4.02558080390041	5.59930541257188	-1.24695701420956	0.0194625206446892	0.04796621693326
chr20	3000938	3001338	6.26701384151209	5.38030402599264	6.81214584058683	-1.18061680238482	0.019471501847602	0.0479845956543355
chr6	30483683	30484083	7.18448102660734	6.33029391514062	7.71736953688914	-1.15422650384047	0.0194744141347105	0.0479860816711754
chr7	115679892	115680292	6.43596908794214	5.55088039554719	6.9804997427152	-1.1790046548778	0.019475152846443	0.0479860816711754
chr13	93951139	93951539	6.18016155396518	5.15660798550093	6.77289055952572	-1.27100704934653	0.0194784015333839	0.0479903309140579
chr3	179147122	179147522	6.85165510714577	5.99907748855011	7.38392777067567	-1.15528858710057	0.0194910132458778	0.0480140442344205
chr5	148730916	148731316	7.87414123352567	7.08476889496332	8.3814581393316	-1.1024270234937	0.0194910761077385	0.0480140442344205
chr12	55730122	55730522	6.7094554371331	5.59802605591552	7.32972724504556	-1.31904663952781	0.01950080771401	0.0480299030358795
chr16	86772811	86773211	6.78555884486303	5.70972577466314	7.39493838764823	-1.30053886137725	0.0195035859935372	0.0480299030358795
chr11	123407369	123407769	8.29971976904251	7.38869374807953	8.85376164893737	-1.19782666352328	0.019504067513156	0.0480299030358795
chr7	54877677	54878077	5.92195510099989	4.92246630389065	6.50674716049641	-1.25424272341906	0.0195041746718115	0.0480299030358795
chr10	80143716	80144116	9.47625769304693	8.46192262800984	10.0659670697491	-1.26610661272465	0.0195051408555845	0.0480299030358795
chr2	120313145	120313545	9.10817145796705	8.12839928483078	9.6863278302045	-1.24454445674593	0.0195089178818671	0.0480354470868275
chr2	147045062	147045462	7.55140271678969	6.71487884078431	8.0774803204737	-1.14084400854474	0.0195124207975028	0.0480403154000289
chr2	102443202	102443602	6.01272045386385	5.11700183288006	6.56117739490227	-1.18693542212615	0.0195159866265989	0.0480453378351618
chr13	66200551	66200951	5.9193771759164	5.02004051913887	6.46916147607537	-1.18998515725234	0.0195192398616448	0.0480495899869917
chr2	174687979	174688379	5.83823209332659	4.82811470954693	6.42655134948833	-1.2593075240183	0.0195313671978761	0.0480746760111314
chr1	36088557	36088957	6.02931228123349	4.88885070918561	6.65821236505089	-1.33680169504194	0.0195324842065108	0.0480746760111314
chr8	38386777	38387177	6.06153718642368	4.94142775217641	6.68441233291035	-1.32280381954431	0.0195365191757182	0.0480808487795716
chr14	51283373	51283773	8.54836743514718	7.67523770276802	9.08843322617669	-1.17016543456187	0.0195401087317371	0.0480859244733261
chr8	62102722	62103122	5.8912350991605	4.97603463680409	6.44678606390873	-1.20333003736246	0.0195419555825345	0.0480867111149784
chr6	41921316	41921716	5.36902223715272	4.24428033703893	5.99327845662196	-1.3277200275869	0.0195471650191921	0.0480923626415315
chr19	856992	857392	6.52902787542342	5.53607881169047	7.11163238536284	-1.25171860406352	0.0195473070500943	0.0480923626415315
chr22	37791814	37792214	7.63558763261907	6.6937029680164	8.20064621965796	-1.21883200132391	0.0195594384291261	0.048114928266779
chr5	97046244	97046644	6.1928063881145	5.21860235590225	6.76906670633165	-1.24303933397444	0.0195595351038451	0.048114928266779
chr8	591969	592369	6.24239832866618	5.16116550830699	6.85345285095313	-1.30558232896894	0.0195652086293226	0.048125124920825
chrX	54786974	54787374	5.60139947441984	4.62902752908233	6.17703378476766	-1.23765254719655	0.01957154052413	0.0481296356093919
chr7	83162543	83162943	6.48859138045466	5.35925274719524	7.11421234416941	-1.32883679537486	0.0195716263279017	0.0481296356093919
chr1	167401281	167401681	7.00206718149822	6.11977897602463	7.54555682962065	-1.1745759225721	0.0195716281113683	0.0481296356093919
chr9	35491470	35491870	5.12332679837197	4.00676396760213	5.74514069988908	-1.32491649135665	0.0195742274369269	0.0481322685909034
chr9	42160296	42160696	6.18039422907011	5.15924743660711	6.77233733564804	-1.27056408687161	0.01958140095904	0.0481461480553874
chr2	101823258	101823658	5.94045413198853	4.89722074897391	6.53954456945183	-1.28255835930776	0.0195972620501181	0.0481813844125921
chr8	116788359	116788759	7.70381760683944	6.82890449191222	8.2445524518595	-1.17055147149564	0.0196018349690774	0.0481864339274426
chr14	61524415	61524815	5.42891689512132	4.31663964863979	6.04944389489575	-1.32102085023063	0.0196038323561888	0.0481864339274426
chr1	201999628	202000028	6.35256644416256	5.36061059881377	6.93483756181627	-1.25076420011839	0.0196039069651138	0.0481864339274426
chr2	215311781	215312181	6.10809900206859	5.02807799744529	6.71877833870894	-1.30072051214537	0.0196096261128791	0.0481931411028773
chr6	28838828	28839228	6.57680947856106	5.59660934493151	7.15511117373664	-1.2423768388428	0.0196096968212298	0.0481931411028773
chr10	130127759	130128159	8.26695046182894	7.28490609225969	8.84587774580159	-1.24522656919056	0.0196141777239463	0.048200391320838
chr10	101840655	101841055	9.732939155583	8.63128766744503	10.3502538441797	-1.31526319551992	0.0196187934703339	0.0482079717496804
chr22	17829976	17830376	9.50879130246794	8.42892321001105	10.1194232672228	-1.30351855587168	0.0196213175082315	0.0482089912173764
chr5	34958083	34958483	6.02637772039815	5.06402796043837	6.59856858166631	-1.2289638184364	0.0196222705066185	0.0482089912173764
chr1	8015008	8015408	7.03152299758471	6.17310011379995	7.56602772817668	-1.15852541629227	0.0196275566138216	0.0482182160489507
chr1	24502518	24502918	5.6927593150157	4.64727792110488	6.29256914029956	-1.28179445128087	0.0196316370067527	0.0482219151312403
chr19	47414447	47414847	7.11049793756981	6.14919434941075	7.68232749538884	-1.23104366510805	0.0196326133388513	0.0482219151312403
chr5	169302492	169302892	7.89848666024513	7.10692804045572	8.40669256413934	-1.10462165396308	0.0196347376767019	0.0482219151312403
chr2	237432643	237433043	6.52748556466775	5.42589762533038	7.14478094872481	-1.31274715403559	0.0196359515677735	0.0482219151312403
chr7	22500047	22500447	6.51903179440565	5.53728009635797	7.0978598718711	-1.24363888999159	0.0196367197831728	0.0482219151312403
chr8	127496385	127496785	6.59334536120678	5.7139814951647	7.13574500013081	-1.17090916098255	0.0196414871069924	0.0482298607609662
chr3	28667650	28668050	6.34289337455378	5.26271323990818	6.95362200237662	-1.30432920329525	0.0196501253737859	0.0482473095480659
chr3	146189536	146189936	7.62916369170294	6.79875969859099	8.15285436433967	-1.13624574393696	0.0196536829873426	0.0482522819666632
chr14	34722923	34723323	7.49533676028643	6.60301961287958	8.04254163465987	-1.18221213474192	0.0196580746494521	0.0482559933701756
chr14	103629064	103629464	5.71447376939161	4.61106811786723	6.33232089166666	-1.31216508851272	0.0196588545750517	0.0482559933701756
chrX	39908241	39908641	6.4969578567477	5.35150233631421	7.12731958471471	-1.33670305581461	0.0196597923890054	0.0482559933701756
chr2	119223754	119224154	6.38522751024449	5.31006254814161	6.99439923700508	-1.29952550742074	0.0196624219168085	0.048258685703839
chr2	148644853	148645253	5.9667515478291	4.91011200554283	6.57011030333613	-1.29193605373635	0.0196671716233242	0.0482614686834352
chr11	69950071	69950471	6.74541398218334	5.77742154816124	7.31954752109858	-1.23642516754335	0.0196689434292229	0.0482614686834352
chr2	95666645	95667045	6.14838187922673	5.18564165260207	6.72070750085196	-1.23304310918808	0.0196694510701913	0.0482614686834352
chr19	18672711	18673111	6.73141150317473	5.71234443315978	7.3226741030241	-1.2686255471305	0.0196702670326444	0.0482614686834352
chr4	101730485	101730885	8.16442380367331	7.33539915393283	8.68757454542032	-1.13562301715275	0.0196740240802362	0.0482614686834352
chr12	95789998	95790398	6.11842813343575	4.97861900246324	6.74713677518218	-1.33404668501999	0.0196741862061516	0.0482614686834352
chr2	18559989	18560389	6.03672171405835	4.91651469321053	6.6596260133584	-1.32426664497426	0.019674285007164	0.0482614686834352
chr3	123584497	123584897	6.16491473028051	5.01062657896815	6.79784567233702	-1.3404761680261	0.0196807957084767	0.0482736787779704
chr2	19140798	19141198	6.49480025733863	5.53607881169047	7.06573654197376	-1.23007807772657	0.0196873172096252	0.0482859134584413
chr2	204625121	204625521	6.98677060485789	6.17671987290914	7.50242069275964	-1.12202113824697	0.0196904444683707	0.0482898220247362
chr2	207239197	207239597	6.21172887894825	5.17000561788128	6.81033522936345	-1.28281534624516	0.0196938757161119	0.0482944754418392
chr17	82236345	82236745	6.30154846349726	5.13590228196323	6.9377535296322	-1.34639799097819	0.0196969280812747	0.0482981990884741
chr3	72938819	72939219	6.29916234459928	5.44028868767536	6.83383868865563	-1.15780465391196	0.019705714573321	0.048315981527033
chr5	158075253	158075653	7.36577592778322	6.52341097570363	7.89411864040954	-1.14482541100951	0.0197073499284238	0.0483162288558967
chr13	33800189	33800589	6.5597873457431	5.71504346666386	7.08904894231735	-1.14612869021261	0.0197089607541315	0.0483164160125614
chr17	50541908	50542308	5.89339714033277	4.82463572097136	6.50057061920004	-1.29580372954002	0.0197126247574573	0.0483216361026126
chr1	248906323	248906723	7.05473812117204	6.07156760457459	7.63404688261556	-1.24520721589795	0.0197158470998248	0.0483234453187329
chr8	133919418	133919818	5.44299224380367	4.46825658236525	6.0194340154767	-1.23871649801248	0.0197164322421876	0.0483234453187329
chr8	101109226	101109626	5.86820409969541	4.78366026484356	6.48028163128023	-1.30590707979371	0.0197201251685583	0.0483287345254045
chr2	13414970	13415370	4.93722293862609	3.97385374393633	5.5097655306097	-1.22918049214931	0.0197293610032089	0.0483460971306997
chr5	173495289	173495689	5.44948303626478	4.49360256788266	6.0194340154767	-1.22116564777336	0.0197314780031236	0.0483460971306997
chr7	151520562	151520962	5.83818506295845	4.71447000381029	6.46213564758972	-1.32277756613095	0.0197318161217843	0.0483460971306997
chr5	173144320	173144720	6.83961574154348	5.69515127189352	7.46968792561894	-1.33565997297066	0.0197403505599593	0.0483625542201622
chr4	36940711	36941111	5.94084549368223	4.88755167173988	6.54314391290783	-1.2882948230595	0.0197416047699605	0.0483625542201622
chr16	3982994	3983394	8.03929064020119	7.10543459520661	8.6015136500359	-1.21251041727819	0.0197549360567488	0.0483914479242919
chr7	16078086	16078486	7.13223853219237	6.25627909707088	7.67336538584084	-1.17041817529588	0.0197639226570004	0.0484096952703983
chr15	34337579	34337979	5.71788963911531	4.58253949354197	6.34528690303274	-1.33364914895645	0.0197665117879593	0.0484122710537861
chr16	228929	229329	5.53258895531697	4.35485819656431	6.1722413570844	-1.3542093121633	0.0197732374704628	0.0484249769178239
chr16	31458907	31459307	5.61351685301477	4.52261656395092	6.22754976052257	-1.3119880779289	0.0197793833076381	0.0484353081881589
chr5	53871035	53871435	6.07731825586478	5.18528926958722	6.62441687375062	-1.18235754835621	0.0197805325369688	0.0484353081881589
chr15	84035330	84035730	5.73472164690599	4.72342659216569	6.32342959975594	-1.26186691836507	0.0197838297377697	0.0484396148486124
chr12	95918498	95918898	7.62956405423816	6.75409537239585	8.17050709359913	-1.17097864556208	0.0197872734534514	0.0484410348597829
chr7	151059846	151060246	6.08195635661346	4.86918067166857	6.73139914319479	-1.36712429592608	0.0197881615320105	0.0484410348597829
chr6	28349761	28350161	5.21130440228748	4.16427900344373	5.81160746957959	-1.2797039654876	0.019789025038949	0.0484410348597829
chrX	149512262	149512662	5.84392234965639	4.90325232111578	6.40855331646216	-1.21531093554816	0.0197933018644053	0.0484456164345573
chr6	3990807	3991207	8.77836722896994	7.72901186483305	9.37941330117452	-1.28558740298673	0.0197939738759037	0.0484456164345573
chr20	58852655	58853055	5.91327326357567	4.77913854302417	6.54031216279743	-1.33205064425379	0.0198000536634303	0.0484567301181742
chr19	52248364	52248764	7.86892793885147	7.08697716766496	8.37321285935099	-1.09699927455903	0.0198031143023342	0.0484594693992499
chr16	1773293	1773693	6.55380595746324	5.44845892142121	7.1722413570844	-1.31688152477605	0.0198054714070413	0.0484594693992499
chr2	48725676	48726076	7.8050502735653	6.87813940501782	8.36480306053407	-1.20709601621099	0.019805790062532	0.0484594693992499
chr4	19486454	19486854	6.55049711299033	5.66783651839697	7.09412534673436	-1.17658746374524	0.0198081651277373	0.048460873447659
chr20	35511811	35512211	6.57935458831799	5.58343531590058	7.16295427747002	-1.25248332456887	0.0198094420600508	0.048460873447659
chr12	98424762	98425162	6.01668811689885	5.12967217562501	6.56193356724864	-1.17696570270155	0.0198116443775193	0.0484624958448532
chr15	55897666	55898066	5.9720084229862	4.92246630389065	6.57311398118738	-1.28218229301198	0.0198162473809817	0.0484681357813806
chr7	101127326	101127726	5.90438651536537	4.75790282535643	6.53504836031493	-1.33643565853033	0.0198172185486287	0.0484681357813806
chr4	177047315	177047715	8.0644313493662	7.22526611716004	8.59153482022554	-1.14332403672167	0.0198185679228023	0.0484681357813806
chr5	88883815	88884215	5.9954454672064	4.93919387127057	6.59868143942408	-1.28561921316584	0.0198279610626853	0.0484873415642104
chr8	37779834	37780234	8.62203849280511	7.72994203497207	9.16916199274592	-1.18347880127084	0.0198336138327245	0.0484971957047127
chr2	233566417	233566817	5.49965789646601	4.45130384641327	6.10038485255273	-1.2887158709885	0.0198350711812904	0.0484971957047127
chr1	41795334	41795734	7.355590401433	6.48348020955997	7.89527319018712	-1.16603745179242	0.0198367228384394	0.0484974681274899
chr11	86515723	86516123	5.98084557348154	4.85828323670703	6.60445271868906	-1.32506165963591	0.0198390601576808	0.0484988320900482
chr11	65711730	65712130	8.76933668764637	7.79507616984361	9.3456162895469	-1.23962241883373	0.0198403612967863	0.0484988320900482
chr17	21449830	21450230	7.321538387617	6.56349320090458	7.81590588539946	-1.07434574732972	0.019844389505903	0.0485039758390461
chr3	27943109	27943509	6.87021488272876	6.04908171780926	7.39026271824323	-1.12655558934663	0.019846742221827	0.0485039758390461
chr17	11986901	11987301	6.51150007563019	5.64565265961237	7.04882198872194	-1.16419973011501	0.0198470868838019	0.0485039758390461
chr6	83067391	83067791	8.90020401231814	7.90011361230034	9.48519664511982	-1.25576321527798	0.0198563913852867	0.0485213459922096
chr11	121757515	121757915	5.7572051116859	4.87064918566551	6.30228006631032	-1.17882340498189	0.0198572764777722	0.0485213459922096
chr9	136226094	136226494	6.48951401366362	5.49996237707766	7.07097684316435	-1.24948683277303	0.0198642435154702	0.0485333556054241
chr17	43338889	43339289	8.05207995560481	7.09474503406673	8.62253569353595	-1.2282488770033	0.0198652741462415	0.0485333556054241
chr5	141475717	141476117	8.04127798581471	7.00773059040064	8.63725181018497	-1.27589561795195	0.019872551572534	0.0485473684044052
chr9	87678673	87679073	7.44950102900181	6.55380353977892	7.99795020399574	-1.18490921599567	0.019877258065	0.0485550988900432
chr18	77114678	77115078	5.75799055831163	4.55288912181398	6.40531534179823	-1.36469670606935	0.0198839962534329	0.0485655601385101
chr18	70491716	70492116	6.11829170402915	5.18717305151868	6.67954301715985	-1.20963725155622	0.0198846254424262	0.0485655601385101
chr3	125150523	125150923	5.64619537183922	4.54703318052973	6.26275304458572	-1.30959446659101	0.0198882313775784	0.0485705996576291
chr16	4350882	4351282	6.40386236420072	5.28091359886097	7.02758468072542	-1.32440038714401	0.0198937741556096	0.0485803681431424
chr6	158704190	158704590	9.42520230799295	8.33777266632171	10.0381689694749	-1.30615379587825	0.0198969841294835	0.0485844388743735
chr8	116230173	116230573	5.72597802560393	4.74100747339421	6.30589571429386	-1.24578566600202	0.0198988596934615	0.0485852508660067
chr5	100900080	100900480	7.13057942011611	6.19169635154228	7.69458039078922	-1.21439863600381	0.019901247389949	0.0485867995865224
chr19	17703880	17704280	6.72867322851182	5.67531942391626	7.33099068615521	-1.28732553249941	0.0199025801463132	0.0485867995865224
chr4	14749912	14750312	6.9853973182276	6.14435431832227	7.51322850498711	-1.14408050490885	0.0199156537124582	0.0486149459992381
chr10	78381054	78381454	6.17217013951003	5.15732681142416	6.76204667198788	-1.26371282524081	0.0199225445710344	0.0486279969696249
chr2	29841382	29841782	7.98368153596629	7.15687758719536	8.50596149443439	-1.13188547848225	0.0199263065166607	0.0486334092930855
chr16	74309807	74310207	7.09695315499946	6.18050738157173	7.65295315717428	-1.20144252480896	0.0199305036697113	0.04863988289011
chr19	35044324	35044724	6.94160386180865	5.99947841341538	7.50674716049641	-1.21710544372554	0.0199330394999665	0.0486423013822713
chr5	137370290	137370690	5.40299934288376	4.33587547522192	6.00965994615162	-1.29940676808244	0.0199374524676285	0.0486492998952432
chr7	134779480	134779880	5.72300444408345	4.72650497181477	6.30679821221009	-1.250842576119	0.0199424220833627	0.04865765549313
chr3	34882718	34883118	6.90707499394795	6.04973007740699	7.44116903216026	-1.15494950833462	0.0199469395693844	0.0486649067271972
chr4	107379270	107379670	6.23262534724661	5.23372317216448	6.81722172060673	-1.25145254021508	0.019949544201492	0.0486662543445476
chr17	29761022	29761422	6.12260607448996	5.03815985187117	6.73465349061135	-1.30439661423478	0.0199505831320678	0.0486662543445476
chr10	60114784	60115184	7.46251677974552	6.60385684465563	7.99711176717092	-1.15723818086074	0.0199531521339219	0.0486686526338945
chr22	22060563	22060963	8.38472649878992	7.40512766064262	8.96282399507228	-1.24244421149914	0.0199548301531842	0.0486686526338945
chr2	95079973	95080373	6.21703172204884	5.34476710638204	6.75677254583183	-1.1706170323215	0.019956203326967	0.0486686526338945
chr19	49443354	49443754	8.44603560717424	7.4316453901091	9.03576312586811	-1.263927014274	0.0199630821424136	0.0486775701435665
chr11	74634645	74635045	6.39375403807981	5.43929938907507	6.96320952981809	-1.22598556588795	0.0199631949278656	0.0486775701435665
chr20	3768584	3768984	6.13926252188749	5.03227594966798	6.75819393030067	-1.31554067304209	0.0199644977557093	0.0486775701435665
chr16	58494974	58495374	6.38827631072433	5.32286656545445	6.99439923700508	-1.29248185483458	0.0199727675030356	0.0486939628624144
chr7	107661523	107661923	6.73245829396743	5.64119021101435	7.34660399810964	-1.30780563334052	0.0199774525960291	0.0486978329354577
chr19	38932738	38933138	5.67930434728874	4.66749629416623	6.2681814861377	-1.26090041634715	0.0199803286796042	0.0486978329354577
chr8	39272897	39273297	8.27276677387464	7.40879120607561	8.80938031239679	-1.16232007699113	0.0199815809578669	0.0486978329354577
chr2	172103814	172104214	9.25687723267493	8.23356566069908	9.84952729628833	-1.26937046684861	0.0199816078260093	0.0486978329354577
chr7	72824044	72824444	5.42839311634414	4.46825658236525	5.99981920685418	-1.22950994494595	0.0199820878942457	0.0486978329354577
chr2	26244598	26244998	5.59430459265826	4.53875625215261	6.19731787681633	-1.28504986326291	0.0199851860477934	0.0487016138910976
chr15	64905490	64905890	8.61865980847881	7.6289401615918	9.20017918108195	-1.24853843023825	0.0199919355958341	0.0487105798303285
chr7	7969752	7970152	5.78028908655841	4.70233379490887	6.39032791333621	-1.29842791667683	0.0199929987566973	0.0487105798303285
chr2	19362958	19363358	9.26693490176898	8.23145580956646	9.86353248910494	-1.27647500094448	0.0199969341310942	0.0487105798303285
chr2	178397025	178397425	5.10432039999384	3.98174617893032	5.72793108779624	-1.32289143394714	0.019998821782628	0.0487105798303285
chr2	28566776	28567176	9.6572170686013	8.55878067478683	10.2735536993285	-1.31155446272466	0.0199991753248522	0.0487105798303285
chr1	10909890	10910290	6.11389391188565	4.97644201577805	6.74190994954639	-1.33009792469344	0.0200008800288651	0.0487105798303285
chr1	115642610	115643010	6.31519114629018	5.19807510508251	6.93717080737756	-1.32055603652614	0.020001160832895	0.0487105798303285
chr15	91852651	91853051	7.31904276983693	6.37297565061703	7.88557009936975	-1.21936983859585	0.0200012413575862	0.0487105798303285
chr19	36605015	36605415	5.26316691377156	4.21341145666302	5.86434041289632	-1.28193617130618	0.0200036886129293	0.0487127721079122
chr9	124868382	124868782	5.57121827218725	4.52504062964092	6.1712506046696	-1.28158579021878	0.0200087237401081	0.0487212655173446
