#rep1_rep2_merge_0 Stitched Peaks
#Created from /pbld/raidix/home/tpopay/GEO_data/Kang2020/interphase_H3K27ac_rep_june24/rep_merge/ROSE/TSS-2500_stitch-12500/rep1_rep2_merge_0_12.5KB_STITCHED_TSS_DISTAL_REGION_MAP.txt
#Ranked by rep1_rep2.interphase.H3K27ac.merge.bam
#Using cutoff of 13708.555 for Super-Stitched Peaks
#Created on Jul 05 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	rep1_rep2.interphase.H3K27ac.merge.bam	rep1_rep2.interphase.input.merge.bam	stitchedPeakRank	isSuper
1_rep1_rep2_merge_0.001_peak_13367_lociStitched	chr11	71268929	71270760	1	1832	2300.4684	145.7476	8929	0
1_rep1_rep2_merge_0.001_peak_29044_lociStitched	chr17	31787551	31789378	1	1828	2325.771	171.3726	8930	0
4_rep1_rep2_merge_0.001_peak_32828_lociStitched	chr18	76445749	76460931	4	2798	3283.8666	1129.5408	8931	0
2_rep1_rep2_merge_0.001_peak_7955_lociStitched	chr10	22228638	22231147	2	2390	2456.5619	302.3345	8932	0
1_rep1_rep2_merge_0.001_peak_55293_lociStitched	chr4	162647222	162649019	1	1798	2341.8504	188.3256	8933	0
3_rep1_rep2_merge_0.001_peak_39130_lociStitched	chr2	158665874	158668877	3	2339	2489.487	336.9366	8934	0
1_rep1_rep2_merge_0.001_peak_40257_lociStitched	chr2	197136340	197138762	1	2423	2437.0164	285.0694	8935	0
1_rep1_rep2_merge_0.001_peak_41656_lociStitched	chr2	237155150	237157678	1	2529	2237.5328	85.6992	8936	0
1_rep1_rep2_merge_0.001_peak_27060_lociStitched	chr16	53744307	53746776	1	2470	2452.7046	300.9711	8937	0
2_rep1_rep2_merge_0.001_peak_71202_lociStitched	chr8	91022000	91027677	2	2087	2998.0237	847.5761	8938	0
3_rep1_rep2_merge_0.001_peak_16543_lociStitched	chr12	53479946	53496175	3	1877	3077.0184	926.6759	8939	0
1_rep1_rep2_merge_0.001_peak_47846_lociStitched	chr3	64237813	64239835	1	2023	2333.388	183.3954	8940	0
2_rep1_rep2_merge_0.001_peak_76504_lociStitched	chrX	13265967	13269125	2	2168	2607.2448	458.2258	8941	0
2_rep1_rep2_merge_0.001_peak_58331_lociStitched	chr5	95630680	95644464	2	2355	3616.9216	1467.996	8942	0
2_rep1_rep2_merge_0.001_peak_68073_lociStitched	chr7	111158930	111161483	2	2114	2594.6139	446.0091	8943	0
3_rep1_rep2_merge_0.001_peak_857_lociStitched	chr1	21857777	21870646	3	2314	2675.4651	527.629	8944	0
3_rep1_rep2_merge_0.001_peak_18190_lociStitched	chr12	104360962	104372691	3	3095	2997.9324	850.3525	8945	0
2_rep1_rep2_merge_0.001_peak_19324_lociStitched	chr13	29519862	29522255	2	2281	2387.2568	240.0179	8946	0
2_rep1_rep2_merge_0.001_peak_5281_lociStitched	chr1	184024866	184034732	2	2138	3417.5824	1270.7408	8947	0
3_rep1_rep2_merge_0.001_peak_25452_lociStitched	chr15	80454482	80457534	3	2560	2425.7296	279.258	8948	0
2_rep1_rep2_merge_0.001_peak_25323_lociStitched	chr15	75775660	75778097	2	2328	2226.9306	80.6647	8949	0
2_rep1_rep2_merge_0.001_peak_28353_lociStitched	chr17	4228856	4231405	2	2287	2428.4323	282.6841	8950	0
2_rep1_rep2_merge_0.001_peak_52257_lociStitched	chr4	32161219	32173853	2	2252	3670.177	1524.9238	8951	0
2_rep1_rep2_merge_0.001_peak_44037_lociStitched	chr21	31710003	31714350	2	2589	2640.8025	496.4274	8952	0
6_rep1_rep2_merge_0.001_peak_70430_lociStitched	chr8	48279836	48286682	6	2917	2769.207	625.7244	8953	0
1_rep1_rep2_merge_0.001_peak_72744_lociStitched	chr8	133355215	133357598	1	2384	2363.4594	220.1892	8954	0
6_rep1_rep2_merge_0.001_peak_22053_lociStitched	chr14	55382374	55399910	6	3594	3845.6448	1702.7456	8955	0
3_rep1_rep2_merge_0.001_peak_19684_lociStitched	chr13	41284406	41293001	3	1690	2711.7225	568.989	8956	0
2_rep1_rep2_merge_0.001_peak_47369_lociStitched	chr3	49500032	49502404	2	2294	2326.4576	183.83	8957	0
1_rep1_rep2_merge_0.001_peak_5430_lociStitched	chr1	192262787	192264565	1	1779	2437.9936	296.3926	8958	0
rep1_rep2_merge_0.001_peak_16476	chr12	52259339	52261924	1	2586	2404.567	263.153	8959	0
2_rep1_rep2_merge_0.001_peak_36943_lociStitched	chr2	57881393	57891210	2	2187	3378.0297	1236.942	8960	0
4_rep1_rep2_merge_0.001_peak_63400_lociStitched	chr6	105318308	105327912	4	3038	3066.5572	925.8256	8961	0
4_rep1_rep2_merge_0.001_peak_41253_lociStitched	chr2	227406326	227416450	4	2720	3008.8528	868.6392	8962	0
1_rep1_rep2_merge_0.001_peak_3848_lociStitched	chr1	113662672	113664722	1	2051	2440.935	301.145	8963	0
1_rep1_rep2_merge_0.001_peak_13769_lociStitched	chr11	86395068	86397633	1	2566	2412.639	272.916	8964	0
3_rep1_rep2_merge_0.001_peak_24294_lociStitched	chr15	52051004	52055335	3	2431	2407.1698	268.0889	8965	0
5_rep1_rep2_merge_0.001_peak_58039_lociStitched	chr5	83281309	83313524	5	3733	6430.114	4291.038	8966	0
2_rep1_rep2_merge_0.001_peak_67233_lociStitched	chr7	80287345	80294490	2	2284	2782.263	643.7645	8967	0
1_rep1_rep2_merge_0.001_peak_66731_lociStitched	chr7	47940705	47942405	1	1701	2277.66	139.4	8968	0
1_rep1_rep2_merge_0.001_peak_45877_lociStitched	chr3	9497171	9499703	1	2533	2275.5084	137.4876	8969	0
3_rep1_rep2_merge_0.001_peak_4386_lociStitched	chr1	155648162	155652636	3	2732	2510.8088	374.4738	8970	0
1_rep1_rep2_merge_0.001_peak_41421_lociStitched	chr2	231364732	231366244	1	1513	2256.2064	119.9016	8971	0
3_rep1_rep2_merge_0.001_peak_42660_lociStitched	chr20	34523018	34527087	3	2616	2497.1453	361.3272	8972	0
1_rep1_rep2_merge_0.001_peak_25961_lociStitched	chr15	101069984	101071506	1	1523	2220.7502	85.8408	8973	0
4_rep1_rep2_merge_0.001_peak_21798_lociStitched	chr14	50838710	50860624	4	2528	3959.8598	1825.4362	8974	0
2_rep1_rep2_merge_0.001_peak_7786_lociStitched	chr10	14872230	14874739	2	2295	2439.2498	304.8435	8975	0
3_rep1_rep2_merge_0.001_peak_34197_lociStitched	chr19	40585194	40589318	3	2569	2323.4616	189.704	8976	0
3_rep1_rep2_merge_0.001_peak_71734_lociStitched	chr8	108562300	108577159	3	2693	3918.3183	1784.5659	8977	0
2_rep1_rep2_merge_0.001_peak_45169_lociStitched	chr22	35776675	35784082	2	2145	2962.0593	828.8433	8978	0
1_rep1_rep2_merge_0.001_peak_45795_lociStitched	chr3	5193888	5196207	1	2320	2313.6663	180.6501	8979	0
4_rep1_rep2_merge_0.001_peak_55613_lociStitched	chr4	175031111	175037008	4	2397	2924.912	791.9671	8980	0
2_rep1_rep2_merge_0.001_peak_41070_lociStitched	chr2	223548574	223550717	2	1910	2369.7294	236.8015	8981	0
3_rep1_rep2_merge_0.001_peak_13606_lociStitched	chr11	77406699	77412661	3	2637	2842.0854	709.478	8982	0
2_rep1_rep2_merge_0.001_peak_54764_lociStitched	chr4	146051281	146055214	2	2405	2509.6473	377.568	8983	0
1_rep1_rep2_merge_0.001_peak_39616_lociStitched	chr2	174263398	174265158	1	1761	2221.648	89.76	8984	0
6_rep1_rep2_merge_0.001_peak_10050_lociStitched	chr10	95508888	95518877	6	2705	3405.2501	1274.5964	8985	0
2_rep1_rep2_merge_0.001_peak_34788_lociStitched	chr19	50459662	50461365	2	1516	2238.2529	107.7999	8986	0
3_rep1_rep2_merge_0.001_peak_53014_lociStitched	chr4	74408147	74419300	3	2442	3628.0709	1497.8479	8987	0
2_rep1_rep2_merge_0.001_peak_59646_lociStitched	chr5	142616599	142618992	2	2082	2403.5292	273.5199	8988	0
2_rep1_rep2_merge_0.001_peak_49001_lociStitched	chr3	117733854	117736533	2	2560	2456.3751	327.1059	8989	0
2_rep1_rep2_merge_0.001_peak_55421_lociStitched	chr4	168765286	168767487	2	1980	2423.0809	294.0536	8990	0
3_rep1_rep2_merge_0.001_peak_67997_lociStitched	chr7	106839874	106850041	3	2479	3100.935	971.9652	8991	0
2_rep1_rep2_merge_0.001_peak_58881_lociStitched	chr5	121968022	121970102	2	1824	2469.584	340.704	8992	0
6_rep1_rep2_merge_0.001_peak_3972_lociStitched	chr1	116847545	116853744	6	2626	2752.9759	624.2393	8993	0
1_rep1_rep2_merge_0.001_peak_70930_lociStitched	chr8	77180376	77182587	1	2212	2445.366	317.0574	8994	0
1_rep1_rep2_merge_0.001_peak_40362_lociStitched	chr2	200943793	200945599	1	1807	2376.3348	248.5056	8995	0
6_rep1_rep2_merge_0.001_peak_75572_lociStitched	chr9	121350970	121363493	6	2707	3649.2022	1521.5445	8996	0
2_rep1_rep2_merge_0.001_peak_37786_lociStitched	chr2	97949961	97951849	2	1765	2326.2048	199.7504	8997	0
1_rep1_rep2_merge_0.001_peak_39316_lociStitched	chr2	164387553	164389654	1	2102	2320.1343	194.1324	8998	0
3_rep1_rep2_merge_0.001_peak_4553_lociStitched	chr1	160123435	160126331	3	2196	2350.3936	225.3088	8999	0
5_rep1_rep2_merge_0.001_peak_29170_lociStitched	chr17	37697673	37703339	5	3264	2571.7974	447.0474	9000	0
1_rep1_rep2_merge_0.001_peak_58606_lociStitched	chr5	108752593	108754718	1	2126	2368.525	244.1625	9001	0
1_rep1_rep2_merge_0.001_peak_23889_lociStitched	chr15	40313627	40315895	1	2269	2335.8132	211.6044	9002	0
2_rep1_rep2_merge_0.001_peak_72166_lociStitched	chr8	122636641	122639311	2	2610	2514.072	390.354	9003	0
2_rep1_rep2_merge_0.001_peak_74114_lociStitched	chr9	76403559	76416579	2	2636	3601.332	1477.77	9004	0
4_rep1_rep2_merge_0.001_peak_16577_lociStitched	chr12	54327432	54331832	4	3072	2600.84	478.72	9005	0
5_rep1_rep2_merge_0.001_peak_59763_lociStitched	chr5	145479358	145496950	5	2774	4294.2072	2172.612	9006	0
1_rep1_rep2_merge_0.001_peak_12125_lociStitched	chr11	28144894	28147305	1	2412	2485.9821	365.0254	9007	0
3_rep1_rep2_merge_0.001_peak_49879_lociStitched	chr3	146307568	146314715	3	2745	3007.4576	886.9427	9008	0
3_rep1_rep2_merge_0.001_peak_11631_lociStitched	chr11	10725150	10736766	3	2034	2881.9296	762.0096	9009	0
1_rep1_rep2_merge_0.001_peak_57176_lociStitched	chr5	55062517	55064718	1	2202	2400.4106	280.6275	9010	0
2_rep1_rep2_merge_0.001_peak_70108_lociStitched	chr8	37081789	37092414	2	1801	3191.75	1072.0625	9011	0
2_rep1_rep2_merge_0.001_peak_60308_lociStitched	chr5	159926941	159929328	2	2238	2358.8334	239.1774	9012	0
2_rep1_rep2_merge_0.001_peak_67834_lociStitched	chr7	102117397	102122819	2	2576	2505.5062	386.0464	9013	0
3_rep1_rep2_merge_0.001_peak_24165_lociStitched	chr15	48592550	48604790	3	2756	3673.224	1554.48	9014	0
4_rep1_rep2_merge_0.001_peak_22149_lociStitched	chr14	59097739	59104050	4	2899	2841.2122	722.6095	9015	0
1_rep1_rep2_merge_0.001_peak_21065_lociStitched	chr13	110093706	110095565	1	1860	2246.7874	129.2005	9016	0
2_rep1_rep2_merge_0.001_peak_62834_lociStitched	chr6	64890399	64892078	2	1512	2284.1116	166.7247	9017	0
2_rep1_rep2_merge_0.001_peak_56114_lociStitched	chr5	8942733	8945104	2	2148	2477.4579	360.1549	9018	0
4_rep1_rep2_merge_0.001_peak_52492_lociStitched	chr4	47010827	47020859	4	2397	3417.9024	1302.1536	9019	0
4_rep1_rep2_merge_0.001_peak_49869_lociStitched	chr3	146125509	146133937	4	3085	3153.7576	1038.3296	9020	0
5_rep1_rep2_merge_0.001_peak_45747_lociStitched	chr3	3551730	3561275	5	2792	2985.676	870.504	9021	0
1_rep1_rep2_merge_0.001_peak_44381_lociStitched	chr21	41726585	41728454	1	1870	2207.1021	92.1417	9022	0
3_rep1_rep2_merge_0.001_peak_58535_lociStitched	chr5	103847316	103851009	3	2370	2554.4481	440.2056	9023	0
1_rep1_rep2_merge_0.001_peak_65431_lociStitched	chr7	866326	868403	1	2078	2239.4214	125.6585	9024	0
2_rep1_rep2_merge_0.001_peak_40909_lociStitched	chr2	218571115	218583178	2	2081	3080.8902	967.4526	9025	0
1_rep1_rep2_merge_0.001_peak_55336_lociStitched	chr4	164535833	164538086	1	2254	2387.2788	274.1901	9026	0
4_rep1_rep2_merge_0.001_peak_18610_lociStitched	chr12	116492667	116497518	4	3109	2453.1507	340.5402	9027	0
2_rep1_rep2_merge_0.001_peak_39946_lociStitched	chr2	188189908	188200599	2	2064	3491.6806	1379.139	9028	0
2_rep1_rep2_merge_0.001_peak_57986_lociStitched	chr5	81626272	81640177	2	2368	3595.833	1483.6635	9029	0
2_rep1_rep2_merge_0.001_peak_2538_lociStitched	chr1	64006120	64020756	2	2460	3629.728	1517.7532	9030	0
4_rep1_rep2_merge_0.001_peak_68075_lociStitched	chr7	111197516	111211754	4	2402	4090.5774	1979.082	9031	0
1_rep1_rep2_merge_0.001_peak_39028_lociStitched	chr2	154227866	154229911	1	2046	2358.294	247.036	9032	0
1_rep1_rep2_merge_0.001_peak_36986_lociStitched	chr2	60483000	60485157	1	2158	2332.1484	221.5239	9033	0
4_rep1_rep2_merge_0.001_peak_60992_lociStitched	chr6	7729729	7732779	4	2469	2429.63	319.335	9034	0
1_rep1_rep2_merge_0.001_peak_15669_lociStitched	chr12	21367435	21370171	1	2737	2635.0416	525.0384	9035	0
4_rep1_rep2_merge_0.001_peak_49098_lociStitched	chr3	120678001	120693983	4	3204	3864.4476	1754.8236	9036	0
1_rep1_rep2_merge_0.001_peak_25268_lociStitched	chr15	75029528	75031061	1	1534	2149.266	39.7047	9037	0
4_rep1_rep2_merge_0.001_peak_49698_lociStitched	chr3	140242458	140245992	4	3172	2472.7398	363.2952	9038	0
4_rep1_rep2_merge_0.001_peak_67235_lociStitched	chr7	80311761	80330390	4	3122	4096.5171	1987.7143	9039	0
1_rep1_rep2_merge_0.001_peak_16892_lociStitched	chr12	64384237	64386558	1	2322	2307.5382	198.9097	9040	0
2_rep1_rep2_merge_0.001_peak_5426_lociStitched	chr1	192103641	192106122	2	2293	2435.8458	327.2439	9041	0
1_rep1_rep2_merge_0.001_peak_4171_lociStitched	chr1	150807898	150811065	1	3168	2367.9659	259.694	9042	0
2_rep1_rep2_merge_0.001_peak_32025_lociStitched	chr18	37394458	37403773	2	1822	2476.8585	368.874	9043	0
1_rep1_rep2_merge_0.001_peak_7328_lociStitched	chr1	245822536	245824201	1	1666	2267.064	159.3405	9044	0
3_rep1_rep2_merge_0.001_peak_57204_lociStitched	chr5	55867883	55870868	3	2203	2505.9075	398.199	9045	0
2_rep1_rep2_merge_0.001_peak_41181_lociStitched	chr2	226078509	226080834	2	2123	2495.4225	388.0425	9046	0
2_rep1_rep2_merge_0.001_peak_54693_lociStitched	chr4	142718768	142721643	2	2633	2461.8625	354.4875	9047	0
2_rep1_rep2_merge_0.001_peak_50375_lociStitched	chr3	158746487	158750799	2	3108	2435.4176	328.1432	9048	0
4_rep1_rep2_merge_0.001_peak_19600_lociStitched	chr13	37305915	37313939	4	2440	3092.4496	985.3472	9049	0
3_rep1_rep2_merge_0.001_peak_58049_lociStitched	chr5	83509312	83518055	3	2204	3088.0276	980.9646	9050	0
3_rep1_rep2_merge_0.001_peak_69595_lociStitched	chr8	20303598	20307599	3	2380	2347.3867	240.4601	9051	0
1_rep1_rep2_merge_0.001_peak_27907_lociStitched	chr16	85514001	85516090	1	2090	2212.0421	105.2856	9052	0
1_rep1_rep2_merge_0.001_peak_28144_lociStitched	chr17	596181	598066	1	1886	2236.364	130.442	9053	0
5_rep1_rep2_merge_0.001_peak_2549_lociStitched	chr1	64132819	64139390	5	2312	2883.3548	778.0064	9054	0
1_rep1_rep2_merge_0.001_peak_64525_lociStitched	chr6	140461935	140463839	1	1905	2353.5344	249.0432	9055	0
1_rep1_rep2_merge_0.001_peak_8053_lociStitched	chr10	26780672	26782469	1	1798	2254.6959	150.4089	9056	0
3_rep1_rep2_merge_0.001_peak_48195_lociStitched	chr3	87205628	87208493	3	2504	2530.368	426.312	9057	0
4_rep1_rep2_merge_0.001_peak_55428_lociStitched	chr4	168856552	168868424	4	2900	3384.7072	1280.9888	9058	0
1_rep1_rep2_merge_0.001_peak_51716_lociStitched	chr4	6731822	6733561	1	1740	2196.0092	92.6887	9059	0
1_rep1_rep2_merge_0.001_peak_13517_lociStitched	chr11	74966154	74967922	1	1769	2295.3944	192.8888	9060	0
3_rep1_rep2_merge_0.001_peak_7590_lociStitched	chr10	7793415	7798627	3	1914	2634.666	532.6664	9061	0
2_rep1_rep2_merge_0.001_peak_36463_lociStitched	chr2	44528007	44531353	2	2972	2566.7166	465.094	9062	0
1_rep1_rep2_merge_0.001_peak_39903_lociStitched	chr2	185582748	185584589	1	1842	2355.3754	254.058	9063	0
2_rep1_rep2_merge_0.001_peak_54643_lociStitched	chr4	141568633	141570739	2	1850	2525.3046	424.9908	9064	0
4_rep1_rep2_merge_0.001_peak_38678_lociStitched	chr2	137956688	137970231	4	2738	3897.6754	1798.5104	9065	0
6_rep1_rep2_merge_0.001_peak_55855_lociStitched	chr4	183987873	184008056	6	3000	3608.7204	1509.6884	9066	0
1_rep1_rep2_merge_0.001_peak_71841_lociStitched	chr8	116423585	116425252	1	1668	2339.6345	240.7148	9067	0
1_rep1_rep2_merge_0.001_peak_5584_lociStitched	chr1	199225440	199227651	1	2212	2347.8609	248.9586	9068	0
3_rep1_rep2_merge_0.001_peak_74178_lociStitched	chr9	77925670	77928333	3	2457	2493.8995	395.4555	9069	0
2_rep1_rep2_merge_0.001_peak_11398_lociStitched	chr11	3904684	3906384	2	1633	2279.87	182.58	9070	0
2_rep1_rep2_merge_0.001_peak_55324_lociStitched	chr4	164303867	164305954	2	2008	2660.2989	563.2813	9071	0
2_rep1_rep2_merge_0.001_peak_75582_lociStitched	chr9	121557359	121559856	2	2290	2227.5737	130.5931	9072	0
3_rep1_rep2_merge_0.001_peak_59875_lociStitched	chr5	148729900	148741927	3	1229	3409.6545	1313.3484	9073	0
2_rep1_rep2_merge_0.001_peak_70533_lociStitched	chr8	54381550	54395126	2	2571	3351.9144	1255.78	9074	0
5_rep1_rep2_merge_0.001_peak_30707_lociStitched	chr17	69813400	69831361	5	3507	4044.8172	1948.7685	9075	0
2_rep1_rep2_merge_0.001_peak_58497_lociStitched	chr5	102910009	102912900	2	2660	2565.7625	470.0766	9076	0
3_rep1_rep2_merge_0.001_peak_59455_lociStitched	chr5	139592264	139601384	3	1881	2915.664	820.8	9077	0
2_rep1_rep2_merge_0.001_peak_24011_lociStitched	chr15	42889599	42891904	2	2220	2259.5915	165.7295	9078	0
2_rep1_rep2_merge_0.001_peak_52166_lociStitched	chr4	26220498	26223780	2	2364	2439.5106	346.9074	9079	0
2_rep1_rep2_merge_0.001_peak_15013_lociStitched	chr11	131666094	131668008	2	1832	2263.8792	171.4944	9080	0
3_rep1_rep2_merge_0.001_peak_5640_lociStitched	chr1	200482793	200488772	3	1768	2517.159	425.1069	9081	0
2_rep1_rep2_merge_0.001_peak_38142_lociStitched	chr2	111533767	111536256	2	2062	2223.4237	131.4192	9082	0
4_rep1_rep2_merge_0.001_peak_36289_lociStitched	chr2	40227355	40245131	4	3340	3418.3248	1327.8672	9083	0
1_rep1_rep2_merge_0.001_peak_54706_lociStitched	chr4	143358836	143361585	1	2750	2385.0324	295.5175	9084	0
2_rep1_rep2_merge_0.001_peak_51671_lociStitched	chr4	3388096	3403505	2	2923	3371.4892	1282.0288	9085	0
1_rep1_rep2_merge_0.001_peak_46763_lociStitched	chr3	35183002	35185397	1	2396	2410.0885	321.1695	9086	0
2_rep1_rep2_merge_0.001_peak_50087_lociStitched	chr3	150446447	150450246	2	3213	2646.7633	558.0731	9087	0
2_rep1_rep2_merge_0.001_peak_65237_lociStitched	chr6	159202635	159204947	2	2248	2337.2008	248.54	9088	0
3_rep1_rep2_merge_0.001_peak_57563_lociStitched	chr5	71600332	71602755	3	2118	2506.5935	418.4521	9089	0
2_rep1_rep2_merge_0.001_peak_61407_lociStitched	chr6	17352513	17355778	2	2596	2486.9505	398.983	9090	0
3_rep1_rep2_merge_0.001_peak_62726_lociStitched	chr6	56484248	56492321	3	1997	3101.6466	1016.3907	9091	0
5_rep1_rep2_merge_0.001_peak_65731_lociStitched	chr7	14747834	14768027	5	3272	4890.7446	2806.827	9092	0
2_rep1_rep2_merge_0.001_peak_4080_lociStitched	chr1	147166393	147168585	2	2033	2327.2464	243.5312	9093	0
3_rep1_rep2_merge_0.001_peak_2099_lociStitched	chr1	52004992	52007850	3	1961	2219.237	135.755	9094	0
rep1_rep2_merge_0.001_peak_29394	chr17	41359950	41362440	1	2491	2354.046	271.41	9095	0
4_rep1_rep2_merge_0.001_peak_39588_lociStitched	chr2	173183717	173188754	4	2197	2713.9356	632.6472	9096	0
3_rep1_rep2_merge_0.001_peak_72428_lociStitched	chr8	127250274	127254695	3	2301	2528.3699	447.4052	9097	0
1_rep1_rep2_merge_0.001_peak_42446_lociStitched	chr20	23361025	23361971	1	947	2176.4622	95.546	9098	0
5_rep1_rep2_merge_0.001_peak_25922_lociStitched	chr15	99703043	99709428	5	2707	2948.593	867.7215	9099	0
3_rep1_rep2_merge_0.001_peak_19606_lociStitched	chr13	37444058	37447557	3	1738	2477.6419	397.1365	9100	0
2_rep1_rep2_merge_0.001_peak_17490_lociStitched	chr12	80185892	80189282	2	2677	2503.854	423.411	9101	0
1_rep1_rep2_merge_0.001_peak_71008_lociStitched	chr8	81211068	81213181	1	2114	2314.1576	236.0221	9102	0
1_rep1_rep2_merge_0.001_peak_31862_lociStitched	chr18	28510748	28513057	1	2310	2364.1851	286.0851	9103	0
2_rep1_rep2_merge_0.001_peak_34509_lociStitched	chr19	45629791	45632481	2	2569	2249.378	172.698	9104	0
1_rep1_rep2_merge_0.001_peak_19447_lociStitched	chr13	32323303	32325072	1	1770	2260.2513	183.7991	9105	0
1_rep1_rep2_merge_0.001_peak_77589_lociStitched	chrX	103614506	103616774	1	2269	2264.1444	187.7904	9106	0
1_rep1_rep2_merge_0.001_peak_13365_lociStitched	chr11	71196935	71198876	1	1942	2152.569	76.6695	9107	0
2_rep1_rep2_merge_0.001_peak_53318_lociStitched	chr4	85208587	85211117	2	2387	2417.668	342.309	9108	0
2_rep1_rep2_merge_0.001_peak_76513_lociStitched	chrX	13340194	13343245	2	2457	2382.5259	307.5408	9109	0
1_rep1_rep2_merge_0.001_peak_71209_lociStitched	chr8	91179773	91181239	1	1467	2301.7666	226.7902	9110	0
1_rep1_rep2_merge_0.001_peak_8127_lociStitched	chr10	29534568	29536517	1	1950	2291.6342	216.7288	9111	0
5_rep1_rep2_merge_0.001_peak_26179_lociStitched	chr16	3149854	3159301	5	2809	2605.4826	530.9214	9112	0
2_rep1_rep2_merge_0.001_peak_59479_lociStitched	chr5	140130480	140133107	2	2379	2339.3435	265.0643	9113	0
3_rep1_rep2_merge_0.001_peak_27451_lociStitched	chr16	69464865	69478342	3	2065	3160.3565	1086.2462	9114	0
1_rep1_rep2_merge_0.001_peak_41625_lociStitched	chr2	236641911	236643809	1	1899	2174.7284	100.7838	9115	0
2_rep1_rep2_merge_0.001_peak_5861_lociStitched	chr1	203857522	203859753	2	2153	2253.7562	179.8186	9116	0
3_rep1_rep2_merge_0.001_peak_7230_lociStitched	chr1	243205730	243214739	3	2123	2496.3939	422.5221	9117	0
3_rep1_rep2_merge_0.001_peak_60826_lociStitched	chr6	2789082	2791842	3	2023	2239.188	165.324	9118	0
6_rep1_rep2_merge_0.001_peak_49210_lociStitched	chr3	124248189	124273320	6	3162	4196.877	2123.5695	9119	0
2_rep1_rep2_merge_0.001_peak_57187_lociStitched	chr5	55276647	55280140	2	2316	2391.3078	318.9109	9120	0
1_rep1_rep2_merge_0.001_peak_76330_lociStitched	chrX	7372280	7374167	1	1888	2283.0813	210.9666	9121	0
1_rep1_rep2_merge_0.001_peak_13874_lociStitched	chr11	87850461	87852313	1	1853	2316.6668	245.5752	9122	0
3_rep1_rep2_merge_0.001_peak_31680_lociStitched	chr18	22432353	22435980	3	2314	2434.4424	363.4254	9123	0
6_rep1_rep2_merge_0.001_peak_35396_lociStitched	chr2	17667930	17674049	6	2761	2746.2072	675.5376	9124	0
4_rep1_rep2_merge_0.001_peak_55010_lociStitched	chr4	154003931	154010381	4	3035	2694.165	623.715	9125	0
2_rep1_rep2_merge_0.001_peak_5980_lociStitched	chr1	206673397	206675726	2	1544	2314.0944	243.8463	9126	0
2_rep1_rep2_merge_0.001_peak_27481_lociStitched	chr16	70427709	70430908	2	2023	2294.9626	225.2096	9127	0
2_rep1_rep2_merge_0.001_peak_47701_lociStitched	chr3	58160781	58165128	2	2074	2381.7213	312.984	9128	0
2_rep1_rep2_merge_0.001_peak_25683_lociStitched	chr15	89067346	89069466	2	1985	2247.624	180.2	9129	0
2_rep1_rep2_merge_0.001_peak_69265_lociStitched	chr8	8428048	8430301	2	2006	2298.7359	231.3831	9130	0
1_rep1_rep2_merge_0.001_peak_14862_lociStitched	chr11	128179681	128181565	1	1885	2246.2932	179.922	9131	0
6_rep1_rep2_merge_0.001_peak_15128_lociStitched	chr12	847422	857555	6	2714	3157.4428	1091.3241	9132	0
3_rep1_rep2_merge_0.001_peak_61083_lociStitched	chr6	11126740	11144383	3	2059	3966.1464	1900.1511	9133	0
4_rep1_rep2_merge_0.001_peak_19941_lociStitched	chr13	48155636	48161654	4	2746	2587.74	521.7606	9134	0
1_rep1_rep2_merge_0.001_peak_25803_lociStitched	chr15	91560545	91562632	1	2088	2247.0729	181.1516	9135	0
1_rep1_rep2_merge_0.001_peak_57874_lociStitched	chr5	78287125	78289160	1	2036	2379.5255	314.204	9136	0
6_rep1_rep2_merge_0.001_peak_73919_lociStitched	chr9	38170762	38187501	6	3074	3831.5571	1767.6384	9137	0
2_rep1_rep2_merge_0.001_peak_32719_lociStitched	chr18	68177247	68179829	2	2416	2341.0994	277.565	9138	0
1_rep1_rep2_merge_0.001_peak_54527_lociStitched	chr4	138609195	138611041	1	1847	2236.7982	173.3394	9139	0
2_rep1_rep2_merge_0.001_peak_37835_lociStitched	chr2	99840839	99843564	2	2348	2396.91	333.54	9140	0
1_rep1_rep2_merge_0.001_peak_37829_lociStitched	chr2	99601232	99603475	1	2244	2220.57	157.2343	9141	0
1_rep1_rep2_merge_0.001_peak_59199_lociStitched	chr5	133976906	133978993	1	2088	2203.872	140.8725	9142	0
2_rep1_rep2_merge_0.001_peak_14558_lociStitched	chr11	119217562	119219550	2	1748	2296.7364	233.7888	9143	0
1_rep1_rep2_merge_0.001_peak_22315_lociStitched	chr14	62442902	62444782	1	1881	2239.08	176.532	9144	0
2_rep1_rep2_merge_0.001_peak_23753_lociStitched	chr15	38128622	38130884	2	2011	2300.9064	238.4148	9145	0
4_rep1_rep2_merge_0.001_peak_6546_lociStitched	chr1	221088417	221101923	4	1810	3338.6832	1276.317	9146	0
2_rep1_rep2_merge_0.001_peak_30332_lociStitched	chr17	61409218	61416941	2	2168	2257.4329	195.3919	9147	0
1_rep1_rep2_merge_0.001_peak_12766_lociStitched	chr11	58804300	58806204	1	1905	2281.3728	219.3408	9148	0
2_rep1_rep2_merge_0.001_peak_9375_lociStitched	chr10	76582640	76585122	2	2246	2488.205	426.6558	9149	0
2_rep1_rep2_merge_0.001_peak_62268_lociStitched	chr6	38508672	38511098	2	2313	2387.4266	326.7822	9150	0
