GROUP	chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
clust3	chr18	13375000	13400000	chr18	13950000	13975000	935.0769570668534	800.2606795628866
clust3	chr18	72025000	72050000	chr18	72325000	72350000	1456.1583817799867	1329.22639211019
clust3	chr18	25525000	25550000	chr18	26000000	26025000	519.4027868906657	469.2126820882163
clust3	chr18	84075000	84100000	chr18	84525000	84550000	963.6230910619108	837.5591475168867
clust3	chr18	68700000	68725000	chr18	69500000	69525000	602.5143473943077	532.368444442749
clust3	chr18	65500000	65525000	chr18	65900000	65925000	733.518829345703	684.4951601028444
clust3	chr18	46975000	47000000	chr18	47350000	47375000	741.3493496576947	659.8879674275717
clust3	chr18	78425000	78450000	chr18	79575000	79600000	956.3886953989646	848.8725700378417
clust3	chr18	6700000	6725000	chr18	7750000	7775000	737.9685007731119	636.8290239969891
clust3	chr18	53975000	54000000	chr18	56325000	56350000	569.4795369307203	514.9850765069326
clust3	chr18	47350000	47375000	chr18	49625000	49650000	590.70995648702	533.8946526845297
clust3	chr18	33225000	33250000	chr18	34000000	34025000	675.0973761876427	626.3057436943053
clust3	chr18	9425000	9450000	chr18	9950000	9975000	532.5918790499373	479.3111961682637
clust3	chr18	22650000	22675000	chr18	23550000	23575000	464.52118114630366	405.900185108185
clust3	chr19	3775000	3800000	chr19	3875000	3900000	5637.003796895348	5209.216032663983
clust3	chr19	45800000	45825000	chr19	45925000	45950000	4515.636905670167	4169.966106414796
clust3	chr19	7225000	7250000	chr19	7325000	7350000	5389.063205718993	5045.180821736653
clust3	chr19	38200000	38225000	chr19	38300000	38325000	5014.814732233684	4432.79398028056
clust3	chr19	21800000	21825000	chr19	22300000	22325000	1387.4863182703666	1187.2495619456
clust3	chr19	8825000	8850000	chr19	9100000	9125000	1232.1431337992335	1121.8798012733469
clust3	chr19	53600000	53625000	chr19	53925000	53950000	937.3134263356524	838.0592463811237
clust3	chr19	37950000	37975000	chr19	38175000	38200000	1279.5143076578768	1093.57258383433
clust3	chr19	6475000	6500000	chr19	7000000	7025000	900.0059502919516	851.4033870697018
clust3	chr19	23275000	23300000	chr19	23950000	23975000	812.286119778951	709.847550710042
clust3	chr19	42775000	42800000	chr19	43650000	43675000	443.6613655090334	397.32619675000495
clust3	chr19	27425000	27450000	chr19	29250000	29275000	253.86301692326867	216.01550718148533
clust3	chr2	68850000	68875000	chr2	69025000	69050000	3273.12843068441	3074.7064743042006
clust3	chr2	121200000	121225000	chr2	121375000	121400000	3726.438474019367	3376.5278155008964
clust3	chr2	143525000	143550000	chr2	143700000	143725000	2949.18187713623	2590.2079378763838
clust3	chr2	37500000	37525000	chr2	37750000	37775000	2152.4852981567365	1972.57794825236
clust3	chr2	116975000	117000000	chr2	117100000	117125000	3163.878740946453	2889.4913711547865
clust3	chr2	136575000	136600000	chr2	136825000	136850000	1880.2228736877464	1675.7706260681164
clust3	chr2	129500000	129525000	chr2	129850000	129875000	1547.2649256388331	1350.8874629338568
clust3	chr2	112250000	112275000	chr2	112475000	112500000	1358.30809402466	1206.6345965067533
clust3	chr2	34775000	34800000	chr2	35100000	35125000	1056.215181986491	961.4880879720046
clust3	chr2	168450000	168475000	chr2	168750000	168775000	1031.6055396397903	926.249402999878
clust3	chr2	127250000	127275000	chr2	127575000	127600000	776.8851148287457	693.1857913335165
clust3	chr2	94025000	94050000	chr2	94400000	94425000	1076.3616628646878	924.0152684847512
clust3	chr2	136150000	136175000	chr2	136825000	136850000	828.931137084961	747.2238744099933
clust3	chr2	51950000	51975000	chr2	52400000	52425000	971.8514393170692	852.8091611862183
clust3	chr2	78025000	78050000	chr2	79350000	79375000	659.103717962901	572.413198630015
clust3	chr2	18200000	18225000	chr2	18675000	18700000	720.6100409825643	612.8768968582157
clust3	chr2	122175000	122200000	chr2	122600000	122625000	1164.6701393127432	1087.4573459625233
clust3	chr2	3325000	3350000	chr2	3775000	3800000	857.0636109511057	756.260324796041
clust3	chr2	16350000	16375000	chr2	17325000	17350000	731.4538424809774	661.5649868647256
clust3	chr2	131525000	131550000	chr2	131925000	131950000	616.2052539189659	580.0834271113076
clust3	chr2	77775000	77800000	chr2	78875000	78900000	420.98938981692	375.6439819335937
clust3	chr2	126575000	126600000	chr2	126975000	127000000	607.9950216611227	546.5381561915079
clust3	chr2	47475000	47500000	chr2	48000000	48025000	536.629465262095	498.93813864390034
clust3	chr2	136475000	136500000	chr2	137925000	137950000	379.42375246683736	358.9580750465393
clust3	chr2	73250000	73275000	chr2	73775000	73800000	378.796906789144	326.7402488390604
clust3	chr2	83625000	83650000	chr2	85025000	85050000	208.54293139775632	194.53793907165536
clust3	chrX	162525000	162550000	chrX	162625000	162650000	1485.3706967035937	1314.9844177564
clust3	chrX	158925000	158950000	chrX	159250000	159275000	515.9318496783576	457.6210681994757
clust3	chrX	57900000	57925000	chrX	58025000	58050000	683.483268737793	633.8004498481749
clust3	chrX	152125000	152150000	chrX	152325000	152350000	385.6314338843026	346.04203478495265
clust3	chrX	134625000	134650000	chrX	134900000	134925000	538.3944889704386	508.44362386067695
clust3	chrX	106000000	106025000	chrX	106175000	106200000	412.24818944931	390.5087602933247
clust3	chrX	136725000	136750000	chrX	136975000	137000000	351.2038213411966	311.2176485061646
clust3	chrX	17550000	17575000	chrX	18150000	18175000	363.37254484494537	325.37529722849536
clust3	chrX	155625000	155650000	chrX	157425000	157450000	301.5797537167867	267.025729974111
clust3	chrX	7450000	7475000	chrX	7775000	7800000	273.90174818038935	241.864430189133
clust3	chrX	61425000	61450000	chrX	61800000	61825000	360.2158711751304	318.64739847183233
clust3	chrX	164525000	164550000	chrX	166125000	166150000	206.88112403949103	192.49307159582767
clust3	chrX	129400000	129425000	chrX	129750000	129775000	404.5086884498596	362.44343773523934
clust3	chrX	133925000	133950000	chrX	134350000	134375000	207.25576154390967	184.598259091377
clust3	chrX	59175000	59200000	chrX	60225000	60250000	211.30886936187767	194.92762593428267
clust3	chrX	9125000	9150000	chrX	10050000	10075000	302.13904889424634	266.6849874655404
clust3	chrX	56575000	56600000	chrX	57050000	57075000	243.53653164704636	213.699769258499
clust3	chrX	50650000	50675000	chrX	51375000	51400000	231.151214361191	202.8598427375157
clust3	chrX	168650000	168675000	chrX	169300000	169325000	164.66252122322734	145.46883332729365
clust3	chrX	13225000	13250000	chrX	13825000	13850000	128.53578074773168	120.35195364554733
clust3	chr3	94450000	94475000	chr3	94575000	94600000	2523.66396077474	2388.72355333964
clust3	chr3	79200000	79225000	chr3	79475000	79500000	1891.4248612721733	1785.63525390625
clust3	chr3	51700000	51725000	chr3	52075000	52100000	1889.9844729105632	1748.2797050476065
clust3	chr3	38250000	38275000	chr3	38825000	38850000	1668.615392684933	1578.1528533299734
clust3	chr3	69250000	69275000	chr3	69700000	69725000	1513.6588490804031	1391.0684839884434
clust3	chr3	157875000	157900000	chr3	158050000	158075000	1782.649095853173	1622.30761210124
clust3	chr3	125850000	125875000	chr3	126875000	126900000	903.730120976766	813.9755258560184
clust3	chr3	151275000	151300000	chr3	151550000	151575000	1020.6736919085182	903.6801788012186
clust3	chr3	77875000	77900000	chr3	78050000	78075000	1656.3505293528233	1405.0642897287998
clust3	chr3	85575000	85600000	chr3	85900000	85925000	998.7841084798172	930.7774893442788
clust3	chr3	67600000	67625000	chr3	68025000	68050000	858.219261805218	765.0551497141518
clust3	chr3	21625000	21650000	chr3	22075000	22100000	927.9823700586948	822.2709954579674
clust3	chr3	84025000	84050000	chr3	84300000	84325000	890.193914413454	800.645504951477
clust3	chr3	107075000	107100000	chr3	107450000	107475000	395.8522729078927	365.10264952977496
clust3	chr3	121875000	121900000	chr3	122275000	122300000	681.0678819020587	585.4747769037883
clust3	chr3	133300000	133325000	chr3	133525000	133550000	1017.3589569727555	898.3627236684164
clust3	chr3	20800000	20825000	chr3	21925000	21950000	776.6368974049886	660.6812340418496
clust3	chr3	144700000	144725000	chr3	145100000	145125000	656.3867735862733	611.2380315462747
clust3	chr3	10325000	10350000	chr3	14575000	14600000	363.0201500256853	311.95490153630607
clust3	chr3	144700000	144725000	chr3	145900000	145925000	309.9335462252297	282.27856651941937
clust3	chr3	53850000	53875000	chr3	54675000	54700000	331.09878369172435	305.564636349678
clust3	chr3	10425000	10450000	chr3	13850000	13875000	258.867601633072	232.496604323387
clust3	chr3	16200000	16225000	chr3	19300000	19325000	225.188268482685	194.50923891862237
clust3	chr3	3750000	3775000	chr3	6100000	6125000	547.6409098307294	483.70202445983904
clust3	chr3	65950000	65975000	chr3	68575000	68600000	103.90048456192012	93.518361667792
clust3	chr3	109525000	109550000	chr3	113075000	113100000	140.34538177649168	125.44848509629566
clust3	chr4	8675000	8700000	chr4	8775000	8800000	5216.91975657145	4905.082560221353
clust3	chr4	98525000	98550000	chr4	98700000	98725000	3031.485393842064	2664.431667327884
clust3	chr4	41500000	41525000	chr4	41700000	41725000	2830.255392710367	2606.2126274108864
clust3	chr4	135375000	135400000	chr4	135475000	135500000	4003.2068271636967	3755.35398610433
clust3	chr4	102075000	102100000	chr4	102200000	102225000	2738.668336868284	2516.4376188913966
clust3	chr4	9250000	9275000	chr4	9525000	9550000	1581.9781087239564	1488.5314331054733
clust3	chr4	47875000	47900000	chr4	48025000	48050000	2089.7593053181936	1946.34571584066
clust3	chr4	142150000	142175000	chr4	142375000	142400000	1288.4767761230432	1193.84112294515
clust3	chr4	97550000	97575000	chr4	97725000	97750000	1471.0778477788	1303.80368844668
clust3	chr4	47700000	47725000	chr4	48025000	48050000	1442.2182076772067	1308.65976969401
clust3	chr4	25275000	25300000	chr4	25775000	25800000	1377.7057113647468	1224.9867032368966
clust3	chr4	142000000	142025000	chr4	142225000	142250000	743.2249352137251	690.629460334778
clust3	chr4	63950000	63975000	chr4	64475000	64500000	902.0766008694968	849.870351155599
clust3	chr4	102025000	102050000	chr4	102650000	102675000	788.5791883468629	740.3672291437783
clust3	chr4	25275000	25300000	chr4	26475000	26500000	1207.1386731465648	1092.538799921674
clust3	chr4	3575000	3600000	chr4	3925000	3950000	898.735476175944	794.0014022191367
clust3	chr4	136425000	136450000	chr4	136850000	136875000	606.7154313723246	553.925811608632
clust3	chr4	33375000	33400000	chr4	34350000	34375000	1043.480890274048	898.5575154622393
clust3	chr4	141975000	142000000	chr4	143000000	143025000	515.1371234258016	485.86754830678296
clust3	chr4	147100000	147125000	chr4	147425000	147450000	1080.5624275207504	1016.9980449676516
clust3	chr4	102750000	102775000	chr4	103100000	103125000	507.2757186889647	480.1893815994261
clust3	chr4	66925000	66950000	chr4	68925000	68950000	605.4288102785744	543.569070180257
clust3	chr4	63475000	63500000	chr4	64475000	64500000	688.6106048425037	591.0724972089134
clust3	chr4	14525000	14550000	chr4	14800000	14825000	912.1784160931916	838.8611078262326
clust3	chr4	4775000	4800000	chr4	6425000	6450000	434.007884701093	385.871400713921
clust3	chr4	59350000	59375000	chr4	59875000	59900000	465.119979540507	435.0423163572946
clust3	chr4	74550000	74575000	chr4	76450000	76475000	343.3232785463333	304.926760713259
clust3	chr4	7975000	8000000	chr4	8350000	8375000	395.7725524902343	355.5633258024853
clust3	chr4	59175000	59200000	chr4	59875000	59900000	342.4712795416513	308.813995997111
clust3	chr4	16000000	16025000	chr4	17850000	17875000	330.43595540523535	293.8133991956713
clust3	chr4	53875000	53900000	chr4	56475000	56500000	296.76622438430803	254.57010483741732
clust3	chr4	16000000	16025000	chr4	19550000	19575000	280.51378091176366	258.206545670827
clust3	chr4	35350000	35375000	chr4	39675000	39700000	379.4585298697154	333.917404413223
clust3	chr4	16150000	16175000	chr4	19700000	19725000	203.43952322006237	172.75658094882965
clust3	chr4	17850000	17875000	chr4	19700000	19725000	164.27089353402434	139.980313738187
clust3	chr4	11000000	11025000	chr4	19700000	19725000	109.8536773721375	102.9931211471557
clust3	chr4	3925000	3950000	chr4	19700000	19725000	96.38764683405547	81.77005958557127
clust3	chr5	32300000	32325000	chr5	32500000	32525000	2632.836442311607	2493.3847122192365
clust3	chr5	49625000	49650000	chr5	49800000	49825000	2610.7033360799164	2310.35716120402
clust3	chr5	49375000	49400000	chr5	49500000	49525000	2612.63346417745	2353.08857917786
clust3	chr5	15925000	15950000	chr5	16175000	16200000	2538.7333730061832	2151.2274335225434
clust3	chr5	41875000	41900000	chr5	43375000	43400000	1121.3043850262954	952.8482926686604
clust3	chr5	65375000	65400000	chr5	65675000	65700000	1776.1755879720067	1655.1117305755631
clust3	chr5	72150000	72175000	chr5	72250000	72275000	3046.87302525838	2857.316046079
clust3	chr5	68125000	68150000	chr5	68225000	68250000	3676.240070343017	3270.3550395965563
clust3	chr5	147325000	147350000	chr5	147825000	147850000	1094.5747769673646	1022.5566682815556
clust3	chr5	144200000	144225000	chr5	144725000	144750000	796.8969615300497	752.0856113433841
clust3	chr5	68325000	68350000	chr5	69325000	69350000	1056.1638526916474	904.977732658386
clust3	chr5	120825000	120850000	chr5	121150000	121175000	798.8894720077518	736.2116168340048
clust3	chr5	18900000	18925000	chr5	19375000	19400000	1313.715014775595	1215.3168837229398
clust3	chr5	41350000	41375000	chr5	41750000	41775000	996.524569829305	938.2457930246989
clust3	chr5	24250000	24275000	chr5	24525000	24550000	894.7498798370349	805.011356671651
clust3	chr5	132875000	132900000	chr5	134000000	134025000	592.7825695673623	549.677763303121
clust3	chr5	53125000	53150000	chr5	53575000	53600000	600.217360496521	530.5860025087993
clust3	chr5	138450000	138475000	chr5	138650000	138675000	1803.0099817911769	1634.463081995643
clust3	chr5	43650000	43675000	chr5	45425000	45450000	455.624368985494	386.7187041441596
clust3	chr5	18450000	18475000	chr5	19400000	19425000	682.7395639419552	618.073561191559
clust3	chr5	137625000	137650000	chr5	138150000	138175000	426.469626426697	375.7944857279456
clust3	chr5	64075000	64100000	chr5	64800000	64825000	383.7157979011533	341.91490745544434
clust3	chr5	63900000	63925000	chr5	64800000	64825000	312.85158220926934	267.845520933469
clust3	chr5	93675000	93700000	chr5	95225000	95250000	1583.65693251292	1477.2084751129132
clust3	chr5	50750000	50775000	chr5	52050000	52075000	305.57760453224165	263.02223277092
clust3	chr6	48525000	48550000	chr6	48625000	48650000	3921.290318171183	3613.385161717733
clust3	chr6	42275000	42300000	chr6	42375000	42400000	3790.051199595133	3397.0726331075
clust3	chr6	67175000	67200000	chr6	67300000	67325000	2534.1068906784067	2306.68915716807
clust3	chr6	104475000	104500000	chr6	104675000	104700000	2021.2714131673165	1754.6275749206568
clust3	chr6	54700000	54725000	chr6	54975000	55000000	1843.4632269541432	1692.9573860168466
clust3	chr6	125600000	125625000	chr6	126475000	126500000	836.5350036621094	778.5581000645957
clust3	chr6	91500000	91525000	chr6	92075000	92100000	638.9357503255206	604.5069672266643
clust3	chr6	91875000	91900000	chr6	92200000	92225000	794.0450391769409	687.5433699289961
clust3	chr6	19575000	19600000	chr6	20075000	20100000	918.1448141733794	786.0476684570314
clust3	chr6	127950000	127975000	chr6	128300000	128325000	723.1874828338626	668.2442831993103
clust3	chr6	42250000	42275000	chr6	42675000	42700000	766.7699060440067	660.002058982849
clust3	chr6	57600000	57625000	chr6	57850000	57875000	1048.1098610560082	968.0928440093994
clust3	chr6	134425000	134450000	chr6	134925000	134950000	563.7456057071687	494.9784564971927
clust3	chr6	73350000	73375000	chr6	74250000	74275000	670.5293265978494	577.4867976506549
clust3	chr6	23175000	23200000	chr6	24450000	24475000	830.7903464635214	786.9990256627399
clust3	chr6	100275000	100300000	chr6	100825000	100850000	404.10085550944	342.5015586217243
clust3	chr6	18900000	18925000	chr6	21525000	21550000	570.3769648869833	503.9967912038167
clust3	chr6	72600000	72625000	chr6	73225000	73250000	517.9067866007489	471.9804570674897
clust3	chr6	55225000	55250000	chr6	55950000	55975000	547.9008450508117	511.3777488072713
clust3	chr6	24525000	24550000	chr6	25000000	25025000	420.12048467000335	383.30348666509
clust3	chr6	65125000	65150000	chr6	66525000	66550000	367.0766339302064	324.2450981140137
clust3	chr6	131275000	131300000	chr6	133100000	133125000	235.16413517793035	213.47304624319068
clust3	chr6	73350000	73375000	chr6	76200000	76225000	334.009212732315	305.1739129225413
clust3	chr6	40400000	40425000	chr6	42325000	42350000	132.33858031034467	123.57551991939567
clust3	chr6	131375000	131400000	chr6	136800000	136825000	77.88709453741707	68.02796709537506
clust3	chr7	92100000	92125000	chr7	92525000	92550000	2164.87372970581	1899.8014027277636
clust3	chr7	67225000	67250000	chr7	67525000	67550000	1785.8848571777332	1658.5798155466734
clust3	chr7	67225000	67250000	chr7	67350000	67375000	2295.542002360027	2118.69278971354
clust3	chr7	63925000	63950000	chr7	64050000	64075000	2311.762477238973	2122.987106323244
clust3	chr7	89625000	89650000	chr7	89825000	89850000	2121.239996592203	1906.3675359090169
clust3	chr7	25425000	25450000	chr7	25575000	25600000	2009.2903232574463	1856.0743726094568
clust3	chr7	6350000	6375000	chr7	6700000	6725000	1138.9400780995668	1026.1967070897424
clust3	chr7	49475000	49500000	chr7	49750000	49775000	662.8417148590089	598.1559155782064
clust3	chr7	3675000	3700000	chr7	4425000	4450000	832.6383627255767	721.7352876663208
clust3	chr7	36050000	36075000	chr7	37350000	37375000	505.9759228229523	467.8297668298087
clust3	chr7	68350000	68375000	chr7	68575000	68600000	595.191032409668	503.08080132802337
clust3	chr7	131350000	131375000	chr7	131550000	131575000	638.2144784927367	593.1930510203039
clust3	chr7	12475000	12500000	chr7	13000000	13025000	529.1274460951483	496.6698848406476
clust3	chr7	73500000	73525000	chr7	74350000	74375000	539.0263722737631	487.87585814793897
clust3	chr7	110700000	110725000	chr7	111000000	111025000	685.607520103455	620.4127570788064
clust3	chr7	30575000	30600000	chr7	30850000	30875000	428.8874449531236	399.7221936384837
clust3	chr7	78575000	78600000	chr7	78875000	78900000	313.1697011788687	274.04054594039934
clust3	chr7	140075000	140100000	chr7	140425000	140450000	382.1049548784893	360.460747083028
clust3	chr7	140075000	140100000	chr7	141050000	141075000	388.82434686025	364.10160605112696
clust3	chr7	76375000	76400000	chr7	78875000	78900000	298.4092133839924	264.26177008946735
clust3	chr7	123500000	123525000	chr7	124775000	124800000	254.68570971488967	220.352581222852
clust3	chr7	81150000	81175000	chr7	81775000	81800000	367.53299856185936	328.590615272522
clust3	chr7	60000000	60025000	chr7	60375000	60400000	479.594833890597	449.819097518921
clust3	chr7	5050000	5075000	chr7	7275000	7300000	238.29500389099127	216.9749451478324
clust3	chr7	87100000	87125000	chr7	89400000	89425000	162.92519013086965	154.201481839021
clust3	chr7	52375000	52400000	chr7	54725000	54750000	215.3914368152617	183.66832341750467
clust3	chr7	7275000	7300000	chr7	13025000	13050000	148.49955167373	137.730168739955
clust3	chr10	75725000	75750000	chr10	75850000	75875000	3502.848008473713	3301.397313435873
clust3	chr10	66900000	66925000	chr10	67075000	67100000	2206.968070348103	2083.550448099773
clust3	chr10	59475000	59500000	chr10	59700000	59725000	2305.59466934204	2074.7522684733067
clust3	chr10	111500000	111525000	chr10	111900000	111925000	2741.093139648437	2430.025446573893
clust3	chr10	37050000	37075000	chr10	38825000	38850000	1628.8012797037734	1535.4313882191964
clust3	chr10	66350000	66375000	chr10	66625000	66650000	1140.3143183390312	1049.1381015777592
clust3	chr10	108300000	108325000	chr10	108425000	108450000	2205.87794685364	2011.01541296641
clust3	chr10	82900000	82925000	chr10	83500000	83525000	935.7907619476304	846.6128164927168
clust3	chr10	116200000	116225000	chr10	116825000	116850000	826.924742380778	741.5875816345216
clust3	chr10	37125000	37150000	chr10	37675000	37700000	1223.2971617380751	1083.209427515667
clust3	chr10	8300000	8325000	chr10	8700000	8725000	884.2376502354937	810.9915183385214
clust3	chr10	31450000	31475000	chr10	31725000	31750000	1115.1271368662528	1004.3304433822642
clust3	chr10	41675000	41700000	chr10	42275000	42300000	465.5792963504793	393.4999107519786
clust3	chr10	19575000	19600000	chr10	19900000	19925000	889.802921295166	796.5981025695801
clust3	chr10	50675000	50700000	chr10	51400000	51425000	780.636026064555	718.8488907814026
clust3	chr10	8775000	8800000	chr10	9650000	9675000	841.9245634078981	727.7364390691123
clust3	chr10	13950000	13975000	chr10	14300000	14325000	527.5389218330383	478.7052305539447
clust3	chr10	14425000	14450000	chr10	14700000	14725000	945.9683262507134	826.6416425704953
clust3	chr10	100725000	100750000	chr10	102150000	102175000	593.4019298553467	543.8145926793413
clust3	chr10	17725000	17750000	chr10	18525000	18550000	258.9750221570334	225.67979808648437
clust3	chr10	43525000	43550000	chr10	45050000	45075000	335.01098211606364	308.7486632664997
clust3	chr8	57550000	57575000	chr8	57775000	57800000	2842.5701624552435	2533.97367477417
clust3	chr8	125450000	125475000	chr8	125850000	125875000	1064.7683238983166	975.7003536224348
clust3	chr8	111500000	111525000	chr8	111825000	111850000	907.9740289052328	819.224843978882
clust3	chr8	71900000	71925000	chr8	72150000	72175000	728.7760543823241	682.7961184183756
clust3	chr8	127175000	127200000	chr8	128475000	128500000	474.6224246025083	446.82693481445295
clust3	chr8	60500000	60525000	chr8	61050000	61075000	658.0419513384503	612.556343714396
clust3	chr8	15200000	15225000	chr8	18325000	18350000	346.5246504147847	304.392739613851
clust3	chr8	71900000	71925000	chr8	109550000	109575000	97.73650721708913	88.16578666369121
clust3	chr14	123950000	123975000	chr14	124175000	124200000	1753.35514831543	1645.7231693267863
clust3	chr14	62700000	62725000	chr14	62925000	62950000	1283.5832818349234	1191.71973927816
clust3	chr14	67975000	68000000	chr14	68125000	68150000	1163.7796697616598	1086.499396006265
clust3	chr14	58025000	58050000	chr14	58300000	58325000	1234.1952931086246	1163.09706115723
clust3	chr14	26475000	26500000	chr14	26950000	26975000	629.977890968323	586.717183113098
clust3	chr14	119000000	119025000	chr14	120475000	120500000	435.0804830392203	391.6512186527254
clust3	chr14	37125000	37150000	chr14	40950000	40975000	279.2368880112967	240.91791943709063
clust3	chr14	91475000	91500000	chr14	93875000	93900000	348.43660815556865	321.671471238136
clust3	chr14	54875000	54900000	chr14	55875000	55900000	177.14682475725832	158.850397706032
clust3	chr14	111675000	111700000	chr14	115025000	115050000	251.31046990553568	220.266289949417
clust3	chr9	50650000	50675000	chr9	50750000	50775000	5330.31812032064	4826.990688323974
clust3	chr9	37425000	37450000	chr9	37525000	37550000	5210.004199981689	4719.680080413819
clust3	chr9	98050000	98075000	chr9	98225000	98250000	2183.186564127603	1893.08346684774
clust3	chr9	77575000	77600000	chr9	77775000	77800000	1722.22407658895	1587.28357887268
clust3	chr9	68650000	68675000	chr9	69275000	69300000	1043.2439600626624	887.7866954803467
clust3	chr9	100925000	100950000	chr9	101150000	101175000	1917.863240559897	1781.7094205220535
clust3	chr9	55425000	55450000	chr9	55900000	55925000	1036.8855346043897	895.0067885716753
clust3	chr9	34850000	34875000	chr9	35150000	35175000	575.8948984146119	505.8546212514243
clust3	chr9	95475000	95500000	chr9	96000000	96025000	1030.2997043927517	951.360766092936
clust3	chr9	7600000	7625000	chr9	7850000	7875000	1389.7905248006166	1228.5364373524965
clust3	chr9	114625000	114650000	chr9	114925000	114950000	786.572708765666	709.0024092992147
clust3	chr9	111925000	111950000	chr9	113425000	113450000	887.9743827184044	807.5780504544576
clust3	chr9	86575000	86600000	chr9	87025000	87050000	802.8783628145852	690.7722899119059
clust3	chr9	59025000	59050000	chr9	59575000	59600000	707.2831114133196	607.181279182434
clust3	chr9	70100000	70125000	chr9	71175000	71200000	845.3659826914469	746.9606294631959
clust3	chr9	77525000	77550000	chr9	78175000	78200000	418.0487631162007	382.96834357579536
clust3	chr11	87950000	87975000	chr11	88200000	88225000	2071.67364883423	1910.4594113032065
clust3	chr11	67450000	67475000	chr11	67625000	67650000	2953.64968109131	2585.198719024657
clust3	chr11	58150000	58175000	chr11	58300000	58325000	1518.3451182047502	1394.1871681213368
clust3	chr11	116875000	116900000	chr11	117175000	117200000	1696.6742909749337	1579.5979207356802
clust3	chr11	52125000	52150000	chr11	52325000	52350000	1399.308022181193	1277.8355038960767
clust3	chr11	31650000	31675000	chr11	32150000	32175000	1105.386103153227	966.8539450963348
clust3	chr11	76650000	76675000	chr11	76875000	76900000	1577.074015935263	1438.0765597025568
clust3	chr11	20800000	20825000	chr11	21150000	21175000	1624.8816998799666	1456.811082204183
clust3	chr11	82900000	82925000	chr11	83175000	83200000	885.6422055562319	792.3072001139323
clust3	chr11	101800000	101825000	chr11	102100000	102125000	1136.5292746226007	987.5774618784576
clust3	chr11	41425000	41450000	chr11	42050000	42075000	1297.789299647014	1095.9403950373332
clust3	chr11	51050000	51075000	chr11	51525000	51550000	832.722020308177	744.759965022405
clust3	chr11	65000000	65025000	chr11	65675000	65700000	1029.5667142868049	951.4112675984716
clust3	chr11	83275000	83300000	chr11	83750000	83775000	563.3986439704894	511.70489025115967
clust3	chr11	104575000	104600000	chr11	104975000	105000000	765.792272567749	715.1835381189984
clust3	chr11	16500000	16525000	chr11	17200000	17225000	626.0022110939027	582.3680861790973
clust3	chr13	18950000	18975000	chr13	19075000	19100000	3948.6333262125663	3677.6993878682474
clust3	chr13	23550000	23575000	chr13	23725000	23750000	1561.71929629644	1441.1750922203034
clust3	chr13	23600000	23625000	chr13	23750000	23775000	1441.9505576292702	1300.52947465579
clust3	chr13	104925000	104950000	chr13	105150000	105175000	1864.21881230672	1699.9534339904767
clust3	chr13	58625000	58650000	chr13	59050000	59075000	780.2865578333536	722.532071431478
clust3	chr13	40825000	40850000	chr13	41225000	41250000	641.2777280807496	557.9345386823019
clust3	chr13	38200000	38225000	chr13	38625000	38650000	686.8065239588419	637.1737263997397
clust3	chr13	117325000	117350000	chr13	118325000	118350000	1085.028338114421	947.7201204299944
clust3	chr13	77975000	78000000	chr13	79000000	79025000	555.9026117324827	505.6219172477723
clust3	chr13	21150000	21175000	chr13	23750000	23775000	145.30889155467332	131.329371949037
clust3	chr13	86025000	86050000	chr13	90075000	90100000	168.36984972159067	152.07112566630067
clust3	chr13	19375000	19400000	chr13	23425000	23450000	87.27613510688134	77.14317422111829
clust3	chr12	8300000	8325000	chr12	8500000	8525000	2539.597234725953	2384.6658261617035
clust3	chr12	12300000	12325000	chr12	12400000	12425000	3072.1319637298566	2857.303713798523
clust3	chr12	72100000	72125000	chr12	72400000	72425000	1751.4579861958834	1637.3315893809
clust3	chr12	76625000	76650000	chr12	76800000	76825000	1716.7209275563566	1583.56337674459
clust3	chr12	76175000	76200000	chr12	76325000	76350000	1368.0996716817235	1217.731975555423
clust3	chr12	17375000	17400000	chr12	17800000	17825000	955.0792071024572	820.050487836202
clust3	chr12	59200000	59225000	chr12	64950000	64975000	558.382062037786	483.27551237742136
clust3	chr12	28625000	28650000	chr12	29275000	29300000	651.637877782186	591.0634291966754
clust3	chr12	100550000	100575000	chr12	101025000	101050000	501.36059697469096	472.8790055910746
clust3	chr12	39650000	39675000	chr12	40025000	40050000	936.8404356638588	875.634361902873
clust3	chr12	8300000	8325000	chr12	8625000	8650000	743.6201893488566	696.3688125610353
clust3	chr12	16550000	16575000	chr12	17250000	17275000	385.0392840703327	353.27057298024465
clust3	chr12	8625000	8650000	chr12	10375000	10400000	420.6228026549023	386.64655645688407
clust3	chr12	12175000	12200000	chr12	13200000	13225000	482.379820664724	455.9865233103433
clust3	chr12	40200000	40225000	chr12	44200000	44225000	242.29808437824235	205.1184764703113
clust3	chr12	36025000	36050000	chr12	46800000	46825000	64.2886868715286	58.15730967124299
clust3	chr15	63925000	63950000	chr15	64100000	64125000	3084.3416461944566	2865.981435775753
clust3	chr15	40350000	40375000	chr15	41050000	41075000	1212.348700205486	1031.951021194459
clust3	chr15	42950000	42975000	chr15	43150000	43175000	1306.7859846750898	1227.1480916341131
clust3	chr15	32900000	32925000	chr15	33675000	33700000	675.2215038935343	610.9364633560184
clust3	chr15	56050000	56075000	chr15	57225000	57250000	448.800096988678	410.2567124366763
