seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr18	36110859	36111259	401	*	3.293155383	3.052994203	3.498984871	-0.249751472	0.237889296	0.526814837	"Intron (ENSMUST00000115713.8/100042150, intron 1 of 9)"	18	36106194	36109977	3784	1	74966	ENSMUST00000235667.1	4665	ENSMUSG00000117852	4930471G03Rik	RIKEN cDNA 4930471G03 gene
chr6	97176189	97176589	401	*	3.256099166	3.494432085	2.970447961	0.249870976	0.237923913	0.52682483	"Exon (ENSMUST00000095664.5/232286, exon 2 of 17)"	6	97155266	97179037	23772	2	232286	ENSMUST00000124173.7	2448	ENSMUSG00000030059	Tmf1	TATA element modulatory factor 1
chr9	88548102	88548502	401	*	4.091859743	3.889959949	4.268942036	-0.236185938	0.237925294	0.52682483	Promoter	9	88548183	88571061	22879	1	71640	ENSMUST00000161458.2	0	ENSMUSG00000032425	Zfp949	zinc finger protein 949
chr19	22993960	22994360	401	*	3.106816416	2.849145784	3.325365325	-0.24972544	0.237947378	0.52682483	3' UTR	19	23141226	23168134	26909	1	16601	ENSMUST00000036884.2	-146866	ENSMUSG00000033863	Klf9	Kruppel-like transcription factor 9
chr3	19134475	19134875	401	*	3.457524844	3.657229777	3.225665219	0.248135679	0.237947974	0.52682483	"Exon (ENSMUST00000029125.9/74252, exon 6 of 7)"	3	19131402	19163065	31664	2	74252	ENSMUST00000029125.9	28190	ENSMUSG00000027599	Armc1	armadillo repeat containing 1
chr2	113829078	113829478	401	*	3.241851	3.489147513	2.943212454	0.249897622	0.238020185	0.526954721	Promoter	2	113776362	113829121	52760	2	20394	ENSMUST00000024005.7	0	ENSMUSG00000023236	Scg5	secretogranin V
chr1	90934520	90934920	401	*	3.793205112	3.57197849	3.984975223	-0.245134621	0.238077124	0.527050787	"Intron (ENSMUST00000027528.6/171531, intron 7 of 15)"	1	90939169	90940239	1071	1	171531	ENSMUST00000136220.1	-4249	ENSMUSG00000026303	Mlph	melanophilin
chr2	23068447	23068847	401	*	3.186558136	3.414247649	2.916074974	0.24977764	0.238091529	0.527052686	Promoter	2	23068944	23114433	45490	1	74159	ENSMUST00000226571.1	-97	ENSMUSG00000026781	Acbd5	acyl-Coenzyme A binding domain containing 5
chr9	32314048	32314448	401	*	3.223100097	3.450513031	2.953007493	0.24961267	0.238121734	0.527089557	Distal Intergenic	9	32315900	32344237	28338	2	16521	ENSMUST00000216033.1	29789	ENSMUSG00000032034	Kcnj5	"potassium inwardly-rectifying channel, subfamily J, member 5"
chr7	44586925	44587325	401	*	3.383829941	3.118314386	3.607992004	-0.249545756	0.238187884	0.527156128	"Intron (ENSMUST00000209101.1/ENSMUST00000209101.1, intron 1 of 2)"	7	44584815	44586610	1796	1	16541	ENSMUST00000207302.1	2110	ENSMUSG00000002204	Napsa	napsin A aspartic peptidase
chr10	60691834	60692234	401	*	4.203664467	4.375059498	4.009127147	0.239048707	0.238191619	0.527156128	"Intron (ENSMUST00000105461.9/22295, intron 1 of 70)"	10	60302750	60696490	393741	2	22295	ENSMUST00000105461.9	4256	ENSMUSG00000012819	Cdh23	cadherin related 23 (otocadherin)
chr5	135090042	135090442	401	*	4.346396963	4.49335057	4.182759068	0.223738956	0.238238153	0.527156128	Promoter	5	135089890	135121786	31897	1	58805	ENSMUST00000202431.3	152	ENSMUSG00000005373	Mlxipl	MLX interacting protein-like
chrX	102656208	102656608	401	*	2.96211256	2.254475034	3.434785378	-0.182153503	0.238240845	0.527156128	"Exon (ENSMUST00000120254.1/ENSMUST00000120254.1, exon 1 of 1)"	20	102554779	102644246	89468	2	18679	ENSMUST00000142534.1	-11962	ENSMUSG00000034055	Phka1	phosphorylase kinase alpha 1
chr7	44394974	44395374	401	*	2.886478245	2.562230361	3.151057108	-0.248826043	0.238244536	0.527156128	"Intron (ENSMUST00000118962.7/20981, intron 6 of 10)"	7	44362682	44385684	23003	2	69349	ENSMUST00000150034.1	-9290	ENSMUSG00000008028	1700008O03Rik	RIKEN cDNA 1700008O03 gene
chr10	89873355	89873755	401	*	4.021566383	4.202340892	3.814850964	0.242059128	0.238251679	0.527156128	Promoter	10	89873509	90970219	1096711	1	77531	ENSMUST00000183156.7	0	ENSMUSG00000058589	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B
chr11	21559472	21559872	401	*	4.329292377	4.493583381	4.143858831	0.235607946	0.238260103	0.527156128	Promoter	11	21558490	21559729	1240	2	17449	ENSMUST00000146146.1	0	ENSMUSG00000020321	Mdh1	"malate dehydrogenase 1, NAD (soluble)"
chr8	4249169	4249569	401	*	3.182452375	3.4247599	2.891066742	0.248941136	0.238297277	0.527156128	Promoter	8	4248633	4249521	889	1	100044509	ENSMUST00000124750.1	536	ENSMUSG00000089736	Tgfbr3l	"transforming growth factor, beta receptor III-like"
chr1	150992834	150993234	401	*	3.447824011	3.660876888	3.197764218	0.249299316	0.238299713	0.527156128	Promoter	1	150562524	150993051	430528	2	545370	ENSMUST00000074783.11	0	ENSMUSG00000066842	Hmcn1	hemicentin 1
chr16	14132022	14132422	401	*	3.45388711	3.679314325	3.186593239	0.249379583	0.238323874	0.527156128	"Exon (ENSMUST00000090300.5/223989, exon 15 of 27)"	16	14138777	14142540	3764	2	223989	ENSMUST00000231032.1	10118	ENSMUSG00000060657	Marf1	meiosis regulator and mRNA stability 1
chr18	39039368	39039768	401	*	3.436543857	3.184767843	3.650840438	-0.248608653	0.238326393	0.527156128	"Intron (ENSMUST00000148850.7/71302, intron 2 of 5)"	18	38993476	39371162	377687	1	71302	ENSMUST00000155576.7	45892	ENSMUSG00000036452	Arhgap26	Rho GTPase activating protein 26
chr6	50219200	50219600	401	*	3.18652786	2.922280181	3.409786281	-0.249237063	0.238342813	0.527156128	"Exon (ENSMUST00000165099.7/54722, exon 8 of 10)"	6	50194416	50198327	3912	1	56524	ENSMUST00000167319.1	24784	ENSMUSG00000038388	Pals2	"protein associated with LIN7 2, MAGUK family member"
chr2	24730352	24730752	401	*	4.370187028	4.530001273	4.190438236	0.234060398	0.238375337	0.527156128	"Exon (ENSMUST00000070864.13/12287, exon 6 of 46)"	2	24606375	24763047	156673	2	12287	ENSMUST00000100348.9	32295	ENSMUSG00000004113	Cacna1b	"calcium channel, voltage-dependent, N type, alpha 1B subunit"
chr10	81123745	81124145	401	*	3.396285837	3.122338721	3.626422821	-0.248876786	0.238378607	0.527156128	3' UTR	10	81122160	81123927	1768	1	26396	ENSMUST00000123241.1	1585	ENSMUSG00000035027	Map2k2	mitogen-activated protein kinase kinase 2
chr17	25614797	25615197	401	*	2.853566598	3.108516848	2.54368043	0.248963811	0.238397537	0.527156128	"Intron (ENSMUST00000141606.2/76483, intron 4 of 9)"	17	25579320	25630682	51363	1	76483	ENSMUST00000156868.1	35477	ENSMUSG00000002279	Lmf1	lipase maturation factor 1
chrX	73527490	73527890	401	*	4.429134573	4.603292936	4.231028283	0.241926941	0.238415722	0.527156128	"Intron (ENSMUST00000033744.11/320707, intron 2 of 20)"	20	73503086	73571005	67920	1	320707	ENSMUST00000114479.1	24404	ENSMUSG00000031376	Atp2b3	"ATPase, Ca++ transporting, plasma membrane 3"
chrX	38189664	38190064	401	*	3.095350005	2.791588455	3.346145037	-0.249516367	0.238428775	0.527156128	Promoter	20	38189793	38197046	7254	1	56805	ENSMUST00000049740.2	0	ENSMUSG00000048047	Zbtb33	zinc finger and BTB domain containing 33
chr5	120620585	120620985	401	*	4.037377773	4.202138357	3.851345612	0.237865937	0.238432224	0.527156128	"Exon (ENSMUST00000031598.10/71990, exon 10 of 20)"	5	120618904	120621798	2895	1	71990	ENSMUST00000201616.1	1681	ENSMUSG00000029599	Ddx54	DEAD box helicase 54
chr8	68822340	68822740	401	*	3.154074664	3.39407842	2.866017533	0.249509133	0.238433815	0.527156128	3' UTR	8	68820686	68827501	6816	1	70885	ENSMUST00000147072.1	1654	ENSMUSG00000031864	Ints10	integrator complex subunit 10
chr2	153056374	153056774	401	*	4.023939336	4.192232378	3.833389781	0.238332606	0.238435306	0.527156128	Distal Intergenic	2	153065955	153081726	15772	1	228788	ENSMUST00000127898.8	-9181	ENSMUSG00000027474	Ccm2l	cerebral cavernous malformation 2-like
chr4	137709932	137710332	401	*	3.230078327	3.450209959	2.970203085	0.24923417	0.238446891	0.527156128	"Intron (ENSMUST00000139831.7/110351, intron 3 of 8)"	4	137707522	137729861	22340	1	110351	ENSMUST00000097837.10	2410	ENSMUSG00000041351	Rap1gap	Rap1 GTPase-activating protein
chr10	5060881	5061281	401	*	4.661369468	4.822431806	4.480039823	0.229076519	0.238449905	0.527156128	"Intron (ENSMUST00000215295.1/64009, intron 130 of 145)"	10	5021579	5069063	47485	2	64009	ENSMUST00000095899.4	7782	ENSMUSG00000096054	Syne1	"spectrin repeat containing, nuclear envelope 1"
chr18	34220903	34221303	401	*	2.992914817	2.665412304	3.259653572	-0.249028596	0.238490858	0.527216708	Promoter	18	34220924	34313506	92583	1	11789	ENSMUST00000171187.7	0	ENSMUSG00000005871	Apc	"APC, WNT signaling pathway regulator"
chr14	32099085	32099485	401	*	3.845287186	4.046779598	3.611013283	0.247109666	0.23853008	0.527235412	3' UTR	14	32100818	32102282	1465	1	218885	ENSMUST00000164396.1	-1333	ENSMUSG00000021906	Oxnad1	oxidoreductase NAD-binding domain containing 1
chr5	74535389	74535789	401	*	3.761508194	3.970416687	3.51714204	0.248903456	0.23853608	0.527235412	Promoter	5	74535449	74598790	63342	1	66899	ENSMUST00000080164.11	0	ENSMUSG00000029227	Fip1l1	factor interacting with PAPOLA and CPSF1
chr5	35798914	35799314	401	*	3.447476393	3.645778079	3.217507161	0.245283266	0.238547045	0.527235412	"Intron (ENSMUST00000101280.9/231148, intron 2 of 18)"	5	35814359	35843204	28846	1	231148	ENSMUST00000130233.7	-15045	ENSMUSG00000029095	Ablim2	actin-binding LIM protein 2
chr19	46878767	46879167	401	*	3.684042289	3.870694769	3.469601472	0.24168889	0.238557518	0.527235412	3' UTR	19	46865660	46878579	12920	1	94219	ENSMUST00000235671.1	13107	ENSMUSG00000064105	Cnnm2	cyclin M2
chr14	63122397	63122797	401	*	3.71110391	3.88637455	3.511556635	0.242142397	0.238567079	0.527235412	Promoter	14	63122462	63145923	23462	1	13030	ENSMUST00000006235.8	0	ENSMUSG00000021939	Ctsb	cathepsin B
chr8	125740561	125740961	401	*	2.507095776	2.782083772	2.167049514	0.244386458	0.238623007	0.527298473	"Intron (ENSMUST00000146055.7/66566, intron 4 of 4)"	8	125735835	125747997	12163	1	66566	ENSMUST00000152189.1	4726	ENSMUSG00000031851	Ntpcr	"nucleoside-triphosphatase, cancer-related"
chr1	193035454	193035854	401	*	3.739916794	3.479988848	3.960086214	-0.24839927	0.238632624	0.527298473	Promoter	1	192891233	193035775	144543	2	329324	ENSMUST00000195354.5	0	ENSMUSG00000016200	Syt14	synaptotagmin XIV
chr12	101057794	101058194	401	*	4.153507693	4.339422588	3.940040287	0.235905367	0.238636273	0.527298473	"Exon (ENSMUST00000223161.1/68734, exon 4 of 4)"	12	101042282	101051406	9125	2	68734	ENSMUST00000223091.1	-6388	ENSMUSG00000041846	Ppp4r3a	protein phosphatase 4 regulatory subunit 3A
chr17	68274195	68274595	401	*	3.39229621	3.110554568	3.62790397	-0.248760162	0.238669114	0.527326374	Promoter	17	68273797	68777961	504165	1	320858	ENSMUST00000093007.5	398	ENSMUSG00000041565	L3mbtl4	L3MBTL4 histone methyl-lysine binding protein
chr6	58889900	58890300	401	*	3.824947771	4.039778413	3.57243371	0.248928344	0.238676009	0.527326374	Promoter	6	58890095	58902551	12457	1	73998	ENSMUST00000204629.1	0	ENSMUSG00000029804	Herc3	hect domain and RLD 3
chr1	152370474	152370874	401	*	3.446128478	3.650356616	3.208145879	0.24819188	0.238726503	0.527407983	3' UTR	1	152370838	152372082	1245	2	66637	ENSMUST00000161717.1	1208	ENSMUSG00000014980	Tsen15	tRNA splicing endonuclease subunit 15
chr6	113957020	113957420	401	*	2.85535121	2.505443766	3.136741533	-0.241452474	0.238758789	0.52744936	"Intron (ENSMUST00000101045.9/11941, intron 2 of 21)"	6	113748294	113934681	186388	2	11941	ENSMUST00000101044.8	-22339	ENSMUSG00000030302	Atp2b2	"ATPase, Ca++ transporting, plasma membrane 2"
chr14	8002890	8003290	401	*	3.42922098	3.655604764	3.160580049	0.24914518	0.238818785	0.527489809	Promoter	14	8002902	8056763	53862	1	66082	ENSMUST00000166497.8	0	ENSMUSG00000025277	Abhd6	abhydrolase domain containing 6
chrX	12587475	12587875	401	*	3.582921072	3.32647511	3.800588972	-0.247273855	0.238820564	0.527489809	Promoter	20	12587801	12596581	8781	1	70495	ENSMUST00000137277.1	0	ENSMUSG00000031007	Atp6ap2	"ATPase, H+ transporting, lysosomal accessory protein 2"
chr2	31293945	31294345	401	*	3.613286392	3.829582857	3.358743284	0.249254142	0.238828615	0.527489809	3' UTR	2	31314415	31460738	146324	1	665700	ENSMUST00000113532.8	-20070	ENSMUSG00000055632	Hmcn2	hemicentin 2
chrUn_JH584304	46646	47046	401	*	3.343010999	3.07288475	3.570447763	-0.249472529	0.238831333	0.527489809	Distal Intergenic	66	52190	59667	7478	2	66776	ENSMUST00000179505.7	12621	NA	Pisd-ps3	"phosphatidylserine decarboxylase, pseudogene 3"
chr5	139932434	139932834	401	*	3.847144335	4.029398111	3.638491572	0.244874231	0.238859701	0.527506513	"Intron (ENSMUST00000050519.7/243312, intron 1 of 1)"	5	139908474	139971050	62577	1	243312	ENSMUST00000198608.1	23960	ENSMUSG00000048988	Elfn1	"leucine rich repeat and fibronectin type III, extracellular 1"
chr7	141599808	141600208	401	*	3.393010056	3.61172787	3.135104428	0.249389424	0.238879099	0.527506513	"Intron (ENSMUST00000003038.11/11772, intron 4 of 21)"	7	141610066	141613747	3682	2	100036523	ENSMUST00000181275.1	13539	ENSMUSG00000097170	Gm16982	"predicted gene, 16982"
chr9	32344397	32344797	401	*	4.305516228	4.473800849	4.114977474	0.235221915	0.238879572	0.527506513	Promoter	9	32314707	32344350	29644	2	16521	ENSMUST00000034533.6	-47	ENSMUSG00000032034	Kcnj5	"potassium inwardly-rectifying channel, subfamily J, member 5"
chr7	44469048	44469448	401	*	3.13298778	3.345476528	2.883705286	0.24846989	0.238916367	0.527535774	Promoter	7	44468826	44471603	2778	1	66124	ENSMUST00000139097.1	222	ENSMUSG00000038695	Josd2	Josephin domain containing 2
chr14	24445995	24446395	401	*	2.957049175	2.574143155	3.259349173	-0.242902402	0.238919942	0.527535774	"Exon (ENSMUST00000224174.1/ENSMUST00000224174.1, exon 1 of 3)"	14	24449091	24451215	2125	2	218832	ENSMUST00000223848.1	4820	ENSMUSG00000025280	Polr3a	polymerase (RNA) III (DNA directed) polypeptide A
chr9	100457900	100458300	401	*	3.610832228	3.368351429	3.81836213	-0.248843746	0.238978887	0.52762703	3' UTR	9	100458530	100461735	3206	2	213208	ENSMUST00000125259.1	3435	ENSMUSG00000044244	Il20rb	interleukin 20 receptor beta
chr10	42266506	42266906	401	*	4.545536717	4.705234019	4.365935888	0.231502473	0.238992682	0.52762703	"Intron (ENSMUST00000105502.7/56484, intron 2 of 3)"	10	42197554	42258366	60813	2	56484	ENSMUST00000177542.1	-8140	ENSMUSG00000048756	Foxo3	forkhead box O3
chr11	77983190	77983590	401	*	2.733085865	2.394565437	3.007076751	-0.247442112	0.239021406	0.52762703	Promoter	11	77982802	78030539	47738	1	268448	ENSMUST00000049167.13	388	ENSMUSG00000037791	Phf12	PHD finger protein 12
chr5	115580856	115581256	401	*	3.862404557	4.035503132	3.665668886	0.242269139	0.239027327	0.52762703	Promoter	5	115580949	115581009	61	1	102466790	ENSMUST00000184777.1	0	ENSMUSG00000099047	Mir7029	microRNA 7029
chr11	60952766	60953166	401	*	2.752242788	3.021211709	2.421366895	0.245364943	0.239035344	0.52762703	3' UTR	11	60950662	60951821	1160	1	26397	ENSMUST00000137609.1	2104	ENSMUSG00000018932	Map2k3	mitogen-activated protein kinase kinase 3
chr9	53664120	53664520	401	*	3.020112203	3.264184426	2.726168108	0.247898519	0.239042643	0.52762703	"Intron (ENSMUST00000166367.7/75717, intron 1 of 17)"	9	53655353	53667072	11720	2	75717	ENSMUST00000133872.1	2552	ENSMUSG00000032030	Cul5	cullin 5
chr5	21913546	21913946	401	*	2.833203729	3.08921294	2.521749697	0.247666095	0.239105465	0.527735753	"Intron (ENSMUST00000084713.4/ENSMUST00000084713.4, intron 1 of 3)"	5	21894905	21899046	4142	2	19699	ENSMUST00000200667.1	-14500	ENSMUSG00000042453	Reln	reelin
chr4	43633537	43633937	401	*	3.196594837	2.931211715	3.420662575	-0.249306055	0.239140983	0.527784203	"Exon (ENSMUST00000030191.14/230103, exon 2 of 22)"	4	43632185	43651244	19060	1	230103	ENSMUST00000107874.8	1352	ENSMUSG00000028469	Npr2	natriuretic peptide receptor 2
chr11	72070506	72070906	401	*	3.952544016	4.129127319	3.75129286	0.238534041	0.239176519	0.527805678	"Exon (ENSMUST00000108508.2/327958, exon 7 of 19)"	11	72057645	72061561	3917	2	327958	ENSMUST00000132781.1	-8945	ENSMUSG00000040543	Pitpnm3	PITPNM family member 3
chr13	45920696	45921096	401	*	3.205554591	3.478729265	2.868281191	0.247374742	0.23918434	0.527805678	"Intron (ENSMUST00000091628.10/20238, intron 2 of 7)"	13	45556429	45964957	408529	2	20238	ENSMUST00000167708.3	43861	ENSMUSG00000046876	Atxn1	ataxin 1
chr14	52330455	52330855	401	*	3.462809352	3.793530457	3.032996684	0.22958678	0.239191413	0.527805678	Distal Intergenic	14	52311177	52328762	17586	2	50524	ENSMUST00000058326.5	-1693	ENSMUSG00000049532	Sall2	spalt like transcription factor 2
chr5	35825316	35825716	401	*	3.34875623	3.559272017	3.10218655	0.246799583	0.239231188	0.527863509	"Intron (ENSMUST00000101280.9/231148, intron 7 of 18)"	5	35828124	35874884	46761	1	231148	ENSMUST00000151636.7	-2408	ENSMUSG00000029095	Ablim2	actin-binding LIM protein 2
chr5	101851105	101851505	401	*	3.317760828	3.510885743	3.094728377	0.246145721	0.239254074	0.527884067	Promoter	5	101834937	101851513	16577	2	72145	ENSMUST00000173955.1	8	ENSMUSG00000043940	Wdfy3	WD repeat and FYVE domain containing 3
chr11	94995647	94996047	401	*	3.580728079	3.763574699	3.371297599	0.243656908	0.239269094	0.527887269	Promoter	11	94996064	95006899	10836	1	217124	ENSMUST00000107748.1	-17	ENSMUSG00000038976	Ppp1r9b	"protein phosphatase 1, regulatory subunit 9B"
chr11	59839365	59839765	401	*	4.028451911	3.845188121	4.191037945	-0.234809176	0.239289872	0.527902093	Promoter	11	59839447	59876533	37087	1	103850	ENSMUST00000149076.7	0	ENSMUSG00000032615	Nt5m	"5',3'-nucleotidase, mitochondrial"
chr12	86421777	86422177	401	*	3.811301791	4.013910525	3.575516544	0.246641495	0.239302951	0.527902093	Promoter	12	86421883	86519800	97918	1	26380	ENSMUST00000021680.11	0	ENSMUSG00000021255	Esrrb	"estrogen related receptor, beta"
chr4	68769417	68769817	401	*	4.049096447	4.216778536	3.859330001	0.238646526	0.239319851	0.52790944	"Intron (ENSMUST00000030036.5/56710, intron 7 of 7)"	4	68826581	68829358	2778	2	56710	ENSMUST00000140572.1	59541	ENSMUSG00000028351	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1
chr4	56796647	56797047	401	*	3.714607669	3.948332885	3.435556289	0.249014746	0.239371841	0.527994188	"Intron (ENSMUST00000030140.2/230233, intron 3 of 36)"	4	56749680	56802331	52652	2	230233	ENSMUST00000030140.2	5284	ENSMUSG00000028431	Elp1	elongator complex protein 1
chr2	31215326	31215726	401	*	3.091360045	2.770867288	3.353436765	-0.247868889	0.239392405	0.528005438	3' UTR	2	31210100	31214566	4467	1	277463	ENSMUST00000169333.1	5226	ENSMUSG00000000194	Gpr107	G protein-coupled receptor 107
chr9	99480851	99481251	401	*	3.229662306	3.468116587	2.943836575	0.248959	0.239404085	0.528005438	"Intron (ENSMUST00000035043.11/74125, intron 21 of 21)"	9	99470421	99474751	4331	1	69797	ENSMUST00000056103.5	10430	ENSMUSG00000046242	1600029I14Rik	RIKEN cDNA 1600029I14 gene
chr11	80471839	80472239	401	*	4.029093761	4.190003571	3.847957475	0.233885603	0.239443834	0.528063168	3' UTR	11	80477023	80481184	4162	1	12569	ENSMUST00000053413.11	-4784	ENSMUSG00000048895	Cdk5r1	"cyclin dependent kinase 5, regulatory subunit 1"
chr16	31872029	31872429	401	*	3.912535013	4.112860183	3.679838455	0.245787431	0.239471886	0.528095098	3' UTR	16	31867482	31871848	4367	1	13383	ENSMUST00000140258.1	4547	ENSMUSG00000022770	Dlg1	discs large MAGUK scaffold protein 1
chr10	127228445	127228845	401	*	3.827173695	3.995787479	3.636212719	0.239429686	0.239507276	0.528143206	"Intron (ENSMUST00000099172.4/16572, intron 28 of 28)"	10	127204351	127211585	7235	2	117150	ENSMUST00000218386.1	-16860	ENSMUSG00000025417	Pip4k2c	"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"
chr15	65787336	65787736	401	*	3.054421575	2.767305856	3.293772112	-0.24798053	0.239574236	0.528239329	Promoter	15	65787048	65822540	35493	1	76740	ENSMUST00000174591.2	288	ENSMUSG00000015002	Efr3a	EFR3 homolog A
chr6	88340064	88340464	401	*	3.485254897	3.706421497	3.223934892	0.248797982	0.23959097	0.528239329	"Intron (ENSMUST00000165242.3/65967, intron 4 of 6)"	6	88297923	88439835	141913	2	65967	ENSMUST00000203886.1	99371	ENSMUSG00000033216	Eefsec	"eukaryotic elongation factor, selenocysteine-tRNA-specific"
chr5	147721733	147722133	401	*	4.143322856	4.31821104	3.94427135	0.239055948	0.2395916	0.528239329	"Intron (ENSMUST00000031653.11/14254, intron 1 of 29)"	5	147635159	147725988	90830	2	14254	ENSMUST00000110529.5	3855	ENSMUSG00000029648	Flt1	FMS-like tyrosine kinase 1
chr12	109700967	109701367	401	*	4.688490765	4.832016413	4.529092996	0.223881014	0.239612139	0.528254676	"Exon (ENSMUST00000182785.1/ENSMUST00000182785.1, exon 2 of 2)"	12	109709060	109709125	66	1	723858	ENSMUST00000083564.4	-7693	ENSMUSG00000065498	Mir379	microRNA 379
chr12	83875387	83875787	401	*	4.059346437	3.857528994	4.2363654	-0.234826626	0.239651663	0.528311874	"Exon (ENSMUST00000220790.1/ENSMUST00000220790.1, exon 1 of 1)"	12	83831828	83876798	44971	2	18222	ENSMUST00000125089.1	1011	ENSMUSG00000021224	Numb	NUMB endocytic adaptor protein
chr8	79343991	79344391	401	*	3.304348928	3.513330355	3.05988291	0.248407934	0.239694999	0.528377468	"Intron (ENSMUST00000066091.13/17125, intron 5 of 6)"	8	79343673	79350051	6379	2	17125	ENSMUST00000210678.1	5660	ENSMUSG00000031681	Smad1	SMAD family member 1
chr3	30517701	30518101	401	*	3.917518113	4.087549827	3.724735823	0.240092177	0.239752717	0.528466847	"Intron (ENSMUST00000172754.7/14013, intron 2 of 8)"	3	29965456	30509822	544367	2	14013	ENSMUST00000172697.7	-7879	ENSMUSG00000027684	Mecom	MDS1 and EVI1 complex locus
chr2	156526495	156526895	401	*	3.422108732	3.191893489	3.620593214	-0.245134549	0.239762712	0.528466847	"Exon (ENSMUST00000103137.9/13821, exon 17 of 23)"	2	156533507	156539986	6480	1	13821	ENSMUST00000137067.1	-6612	ENSMUSG00000027624	Epb41l1	erythrocyte membrane protein band 4.1 like 1
chr10	60564221	60564621	401	*	3.685064752	3.471999328	3.870674796	-0.239344983	0.239781898	0.528479195	"Intron (ENSMUST00000073242.10/22295, intron 5 of 66)"	10	60628480	60653033	24554	2	22295	ENSMUST00000153677.1	88412	ENSMUSG00000012819	Cdh23	cadherin related 23 (otocadherin)
chr19	4282863	4283263	401	*	3.432572008	3.209370187	3.625823838	-0.247160586	0.239836246	0.528569033	Promoter	19	4270180	4283135	12956	2	68423	ENSMUST00000056888.12	0	ENSMUSG00000005986	Ankrd13d	"ankyrin repeat domain 13 family, member D"
chr15	39856753	39857153	401	*	3.554914133	3.788042113	3.276714457	0.24886226	0.239867871	0.528587419	Promoter	15	39768487	39857467	88981	2	64705	ENSMUST00000022915.10	314	ENSMUSG00000022304	Dpys	dihydropyrimidinase
chr16	20700190	20700590	401	*	4.495543556	4.635038744	4.341102466	0.219051461	0.239882226	0.528587419	"Intron (ENSMUST00000232207.1/78408, intron 6 of 6)"	16	20696175	20701659	5485	1	78408	ENSMUST00000128273.1	4015	ENSMUSG00000050821	Fam131a	"family with sequence similarity 131, member A"
chr15	58822714	58823114	401	*	3.477323611	3.218983508	3.696353582	-0.248126829	0.239885348	0.528587419	Promoter	15	58782269	58823530	41262	2	74868	ENSMUST00000072113.5	416	ENSMUSG00000062373	Tmem65	transmembrane protein 65
chr13	59791994	59792394	401	*	3.422989145	3.611043043	3.206695656	0.24542945	0.23992348	0.528641502	"Intron (ENSMUST00000071703.5/214290, intron 17 of 27)"	13	59771880	59785374	13495	2	214290	ENSMUST00000224320.1	-6620	ENSMUSG00000035248	Tut7	terminal uridylyl transferase 7
chr8	88572115	88572515	401	*	2.991721444	2.713957678	3.224543521	-0.248865279	0.239966432	0.528706197	"Intron (ENSMUST00000034086.12/93960, intron 3 of 9)"	8	88582805	88592337	9533	1	93960	ENSMUST00000211113.1	-10290	ENSMUSG00000031661	Nkd1	naked cuticle 1
chr7	143007825	143008225	401	*	3.257339704	2.95266256	3.508757801	-0.248796093	0.24000585	0.528763102	"Exon (ENSMUST00000207449.1/ENSMUST00000207449.1, exon 1 of 1)"	7	143005928	143017673	11746	1	27027	ENSMUST00000143512.2	1897	ENSMUSG00000000244	Tspan32	tetraspanin 32
chr15	78163981	78164381	401	*	3.123322121	3.338545407	2.870265028	0.248267105	0.240024556	0.528774369	"Exon (ENSMUST00000230844.1/67042, exon 6 of 7)"	15	78163812	78166936	3125	2	67042	ENSMUST00000231069.1	2555	ENSMUSG00000016637	Ift27	intraflagellar transport 27
chr5	110103886	110104286	401	*	3.859932243	4.045995578	3.646269029	0.242254139	0.240105225	0.528871625	3' UTR	5	110103978	110105335	1358	2	107999	ENSMUST00000138507.7	1049	ENSMUSG00000033434	Gtpbp6	GTP binding protein 6 (putative)
chr5	117983915	117984315	401	*	3.280180962	3.027970254	3.49479215	-0.247539705	0.2401074	0.528871625	"Intron (ENSMUST00000202447.3/231670, intron 3 of 11)"	5	117979324	117986106	6783	1	231670	ENSMUST00000201889.1	4591	ENSMUSG00000032898	Fbxo21	F-box protein 21
chr10	75694034	75694434	401	*	3.538566856	3.742217144	3.301369001	0.248050675	0.240109485	0.528871625	"Intron (ENSMUST00000001712.7/104248, intron 28 of 36)"	10	75684375	75700375	16001	2	104248	ENSMUST00000218486.1	5941	ENSMUSG00000020196	Cabin1	calcineurin binding protein 1
chr14	79381674	79382074	401	*	3.479735701	3.709133046	3.206836909	0.248741708	0.240145403	0.528898456	"Intron (ENSMUST00000022597.14/66897, intron 4 of 19)"	14	79340977	79387106	46130	2	66897	ENSMUST00000163486.1	5032	ENSMUSG00000022020	Naa16	"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"
chr12	85698494	85698894	401	*	3.224218071	3.440857656	2.96919929	0.24757619	0.240148856	0.528898456	"Intron (ENSMUST00000040536.5/53314, intron 2 of 2)"	12	85686669	85709087	22419	1	53314	ENSMUST00000040536.5	11825	ENSMUSG00000034266	Batf	"basic leucine zipper transcription factor, ATF-like"
