chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness
chr5	132230000	-4.513221936081955	2.2826533098078547	3.89306345648699	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	135080000	2.641891746841027	3.66144103655495	2.7274287050667696	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	139900000	-4.210219672749965	1.8834829603623433	3.3853491143097783	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	140710000	2.6523151841337604	2.2095817665783355	1.2693409074411337	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	143340000	-2.486855130422738	3.163883272998252	4.054550491769532	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	145510000	-2.5209266050702324	1.3299820955371728	2.229595763417328	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr5	146440000	4.391747421997265	2.507975994898463	0.9491136387049204	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	146550000	-2.2304856682498353	1.6232565746085614	2.419998474265468	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	147020000	2.954283716043001	2.2951543068003097	1.2475782332375644	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	147430000	-4.219209873483006	4.4563516652569435	5.965880684231819	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	147950000	-2.6621203539912313	1.7808972290250011	2.731550004043792	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	148240000	2.341904037481614	2.806382904763786	1.9776659878038472	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	148560000	2.823948235050348	4.876117353258488	3.879410213177051	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	150490000	-2.0304015678653937	1.60543430743302	2.3309267166150156	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	3140000	-2.8462710800421265	1.909444882279443	2.849031115098762	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	4750000	-2.2967348463316895	1.9125731280482965	2.6682691026350955	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	6590000	8.181297464213774	4.047342982155457	1.2829411120261318	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr6	6600000	5.559567340968293	2.682077087568444	0.8039949057431214	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr6	8510000	2.27272697290655	5.49109464214104	4.694003077870934	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	11890000	-7.485785117968572	0.7181454022107512	3.218020373522556	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr6	11970000	-2.1048188443917337	2.441476060455237	3.1294277811074065	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	14650000	-2.944475812854456	1.6373603732734563	2.6116214269913773	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	14800000	2.872719921774417	3.5567813969081277	2.57185200986981	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	18580000	-2.729790730172968	2.3567618966037824	3.2543885806095116	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	19020000	-2.4372376557791826	2.104869648261074	2.9062926588362057	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	19150000	2.903061939975796	4.142150961986603	3.1431613907816134	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	20640000	6.207493529272858	3.087933731192791	0.990352291794774	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr6	24680000	2.489510749929694	3.1344994971735165	2.2806073378346676	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	25020000	2.219837241212236	2.6914866381617673	1.9307822037852305	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	27120000	3.72984324183741	4.947672038849621	3.6666718222548846	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	28310000	-3.3713379901393	2.007108504353503	3.121724895484005	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	28530000	4.2640959196458414	2.784013283331293	1.3387024437366588	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr6	30560000	2.2689684314929637	3.0312962858287773	2.251884404420315	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	30800000	-2.0453521850047487	3.5095263866706974	4.170450632524785	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	30930000	4.803919493803217	3.3805926343518378	1.7506792962677933	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	31950000	-2.107960794918669	2.149657498766686	2.8406087247432352	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	34780000	2.012285807756268	2.576079031107154	1.8855897324100448	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	35380000	-5.3193303271907135	1.1547198680103683	2.9268058939154313	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr6	39870000	-3.4125830751631945	2.484027876094894	3.609260453250749	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	40050000	-2.2992714348979617	2.1856609386469388	2.94038244105861	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	40390000	2.539394233377011	3.5360003202001367	2.6627371412118155	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	44730000	3.9904762560725584	2.679028618287938	1.325969103224406	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr6	46960000	2.164332971434744	3.123473073089084	2.378455787921656	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	48090000	2.8184700030300167	5.987728826927287	5.004721427090115	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	49060000	2.62834140673245	3.153416325627716	2.252946512883278	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	50310000	-2.292329124885946	2.625255344416729	3.374719197438257	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	50700000	2.4017119953232826	4.001578602843386	3.1712742402169045	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	56300000	4.14881752349959	2.892355323910592	1.4848921789078269	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr6	56930000	2.877533387852021	5.7489938723971274	4.747818292720788	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	59590000	2.181277766193245	3.118119054371548	2.3674679534522163	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	60830000	6.411782545881877	2.7115836777774804	0.548161748791455	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr6	63670000	-3.750588204979398	2.944707179928451	4.179957332777285	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	66650000	-2.114261854559979	3.071512119387474	3.758417129210121	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	66960000	-2.182033449093358	2.404772348435839	3.1188043514146253	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	69660000	-2.117917022543446	3.0261937362611966	3.71462428374596	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	70250000	-3.1634711865661167	1.7275027213205636	2.774435646480309	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only
chr6	70550000	-2.7252283292205894	1.7402253215011612	2.6404415944845008	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	70800000	-5.639403880753613	1.5451971795030155	3.4217697362581365	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	70810000	-11.727353192864792	1.0643397459690649	4.9810900631571835	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr6	70890000	12.978374941996584	4.386405178886339	0.01468511478961182	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr6	72020000	5.992785692462099	4.330177572369745	2.2961417741067307	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	72530000	2.6344054230258895	5.018999820953499	4.1040460351185954	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	72630000	2.098058910643415	2.51451524855769	1.7957381326281046	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	73550000	-2.267910742876531	2.1320494600592683	2.876635907052606	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	74620000	2.4493879224431487	2.596581567322578	1.7597053571994314	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	75060000	2.680519567706853	2.3708563416103954	1.4581527627135875	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr6	80010000	-2.556537120501845	2.809140066243333	3.645777642491795	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	82260000	3.0096824891753315	3.553624954013002	2.5228903233865836	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	84090000	-4.008149436377867	1.696703161508449	3.026462675531319	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	86590000	2.0750846373972434	3.206668953251599	2.4909578429254435	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	86600000	2.2389943536521124	3.336070336772294	2.5646527512113253	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	90040000	2.794825854634559	1.816810081560485	0.8695596778437752	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr6	94080000	2.2410717114645955	3.6339579247554017	2.8598565179844164	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	94710000	2.5320262894341035	3.833713988843444	2.960928454053517	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	97530000	-3.532792523805884	2.2083391967280046	3.375633216625294	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	100110000	2.4133287302907167	2.314059710544622	1.4911347216309037	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr6	104010000	-3.1719060285183485	1.594244349868127	2.6448891493732525	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	104310000	2.954934911513941	4.801388944363436	3.780641985032357	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	105670000	-3.175665119117346	2.6428573061181018	3.6877591075094136	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	106380000	5.0032497858174585	2.7765397487037093	1.0839652513404363	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr6	110010000	-4.388043195961071	1.6527746912782253	3.10993616479069	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	111810000	-6.495883629833673	1.0620690390000038	3.228436686471218	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr6	114590000	-7.0403851327166604	0.2775309720807108	2.6313211570644492	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr6	114600000	-16.666391343979516	-0.28837054716996074	5.28996391735551	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr6	114610000	-11.471267685142594	-0.03574393971961393	3.80266708803577	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr6	115060000	6.779830461253467	2.9601965694778003	0.6719696683199773	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr6	115270000	2.1310229554046916	4.4020464193247495	3.659638320449379	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	116740000	2.527285077779111	3.0731219711136015	2.2070006651259493	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	116880000	-2.1676020580500004	1.702645663745236	2.416536606411259	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	117840000	-2.8126479699293685	2.2599146026184567	3.185911069414071	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr6	121390000	-3.266124750349253	1.4511490589170464	2.534273841427173	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr6	122000000	-2.794101525524871	3.51867462131666	4.430061894850656	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	122020000	-3.1957739447852873	2.026029646159881	3.0817777276051013	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	122160000	4.206987222752545	3.3749655561524228	1.9448174030266483	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	127300000	2.8678716900099506	3.098928447095181	2.1186779493739247	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	128090000	-2.3979837484714297	4.245772688792983	5.019768628862189	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr6	133010000	2.31200455847896	6.474805344760642	5.658004437967385	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	136790000	2.385919157400031	2.8759178154905944	2.0584127192733304	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	139710000	2.4520515835368157	2.4207618377452333	1.58416820117444	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr6	140720000	2.204202558737038	3.725423380525964	2.9630473846710803	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr6	141750000	2.272049569570597	3.0284729445204466	2.248048994068907	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr7	3110000	2.0170139151531266	2.211869188540729	1.3611889241735975	Differential	Matrix 1	NA	TRUE	FALSE	Control_only
chr7	3730000	-12.411603063884142	0.30086841462644764	5.487408196101149	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr7	3890000	-2.365782634843398	1.1978012110131155	2.182468722084294	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	4790000	-2.0027490031992725	1.3810696224971677	2.2133694032479676	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr7	4810000	2.673784264224039	3.979926432623544	2.848630109840612	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr7	7460000	2.2573918440922216	2.1234343413109538	1.17259087087057	Differential	Matrix 1	Complex	FALSE	TRUE	Mutant_only
chr7	7610000	5.980134181805588	3.396954531665631	0.8857441842310433	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr7	7960000	-13.35030554177338	-0.4640602709605061	5.117465395512342	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr7	8220000	10.57438653834002	3.462548080308858	-0.9691123388446492	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr7	8650000	-5.419257617075147	0.283270407305146	2.5473356296854854	Differential	Matrix 2	Merge	TRUE	TRUE	Both
chr7	9220000	10.037012829497826	3.5018231198302816	-0.7053712022766496	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr7	11020000	2.970715407665537	2.302122203728821	1.0525189193686588	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr7	11650000	2.025234471269267	3.4613361211371183	2.6029014375259463	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	15370000	2.9474896918193014	3.66506806870646	2.4204614971921496	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	15530000	4.739159011388326	4.10775257538296	2.1127660809929223	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	18490000	-2.3329496483935968	1.3000101561679585	2.270601458039785	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr7	18870000	3.342299271117641	2.703956677085655	1.2976565586749005	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr7	20100000	3.621996516521939	2.652603590348039	1.1295781159438276	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr7	20900000	7.25388814001493	2.583615522276045	-0.45716455635178455	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr7	20980000	5.289210564126552	3.01405632946719	0.7929492806823736	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr7	21390000	-3.0502122176906448	1.762277713503897	3.031059847209231	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr7	28260000	4.770116141606097	2.042427476611355	0.04164046779444439	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr7	32100000	-4.67886076967885	0.79512305162133	2.747961334555655	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	38180000	2.8213630018085785	3.7325924364846097	2.540468656341043	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	39170000	-2.2814353445505864	0.7310170539573838	1.6820439427389315	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	39190000	2.638684315590937	2.35627761681278	1.2452635671802	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr7	44590000	2.8942228665557512	4.165890259324255	2.941816207870256	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	45470000	-3.853839877998423	2.9262867565595747	4.5269316245082365	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr7	50950000	2.946958756641209	1.730330211225756	0.4926325939182806	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr7	50960000	5.65275375657354	1.7522369547509935	-0.6164561378431532	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr7	59560000	-4.258920240658836	0.9833279570404933	2.7599965213260114	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	59640000	2.108998257447771	4.537984198041106	3.64081820276029	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	59690000	6.289675455963369	2.8417517344689993	0.20308381621631208	Differential	Matrix 1	Split	TRUE	TRUE	Both
chr7	59850000	5.5284930089991695	6.193186753336321	3.861080668305603	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	70760000	-2.8709712699691385	2.512835042189866	3.704107098300226	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr7	71980000	-2.849298012952908	0.8459138407036614	2.033888684284725	Differential	Matrix 2	Merge	TRUE	FALSE	Control_only
chr7	75810000	2.644087617591807	4.844074574015757	3.7222035647796785	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	79340000	-2.2258512322841426	4.286105722511511	5.201613089588569	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr7	89690000	2.37595519057173	2.406212744489481	1.4048369205286182	Differential	Matrix 1	Split	TRUE	TRUE	Both
chr7	92230000	3.2614146282545833	3.2029082663477357	1.828690334392103	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	92740000	-4.206700506369612	2.7481506029744107	4.4968935327908115	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr7	94580000	-2.477330386504077	1.032351210542236	2.0642132996922404	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr7	97430000	2.4052775131243656	3.193307772959992	2.1769558893082777	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr7	103620000	-2.4235668545468627	1.917750847818865	2.924081607406592	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr7	104360000	-2.08395853628527	1.1160839083505685	1.983242067399103	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	105800000	8.08351024906842	3.8782816900715655	0.48627625229984583	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr7	106060000	-4.390100579724245	-0.22842601387041553	1.607259151206722	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr7	106070000	-11.122215761558712	0.0645409006918667	4.712982478138403	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr7	106080000	-10.540071568696035	-0.7849550481810562	3.623108437008109	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr7	106250000	2.2468405062451904	3.2397495813288684	2.289457844668594	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	106520000	-2.6620260837625596	1.0841310371027637	2.1930099607874594	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	111180000	2.2665558251920146	3.5208303436871855	2.5613268501863096	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr7	112180000	2.407487245101233	5.7488413107328356	4.72273314045225	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	114410000	-6.8490152687199615	1.7873687064537946	4.6438198167256095	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr7	114420000	-3.1983487892642395	0.540076419546516	1.8749983257127676	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	118300000	-2.010326844495693	0.7438640077398592	1.5815334156683585	Differential	Matrix 2	Merge	TRUE	TRUE	Both
chr7	120760000	-2.006791851794423	1.8787656979697795	2.711035046954566	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr7	132810000	7.969339578111158	8.142387684531768	4.783363210776716	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr7	140840000	-2.3666233765487137	0.5489294869099308	1.5361910944971808	Differential	Matrix 2	Merge	TRUE	TRUE	Both
chr7	143480000	-2.09070200323818	1.9264454010383072	2.793621217508652	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr7	143770000	-2.409183069785592	1.2568090186352547	2.2594123176537795	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr7	144340000	-4.483504466431647	0.27150219945184445	2.1444987449147983	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr7	144350000	-5.521628577077614	1.7655443321827076	4.067273545692944	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr8	7260000	-3.0134504752211586	2.6577900569314465	3.6489928439737658	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr8	9780000	-2.7673903774101003	1.623531587517957	2.533824610491055	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr8	11270000	-9.616301601145684	0.4288314914343457	3.5921396255816207	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr8	11280000	-7.553434773167374	0.8819202028827374	3.366625536869039	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr8	11390000	6.563358946931111	2.0576877877212674	-0.10142102901530664	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr8	12680000	2.367869152557549	3.506191965043027	2.7271608442017623	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	13550000	2.194186136916188	4.658497845998714	3.936564018901982	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	15970000	2.056292410434517	3.01331724305316	2.33679615247172	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	17400000	3.0230167955569	3.205312528852274	2.210777430266679	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	17500000	4.641126280807499	2.028838039612139	0.5020564236317612	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr8	20140000	8.837388977762252	4.522830606253131	1.615592356215179	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	20250000	2.927599505963952	6.452705461444966	5.489455565308876	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	20300000	5.819823708537011	3.7797461752287256	1.8651718494327536	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	20370000	-3.3449232455399085	2.312415964037062	3.4126689961162064	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr8	20440000	-4.911092681877187	1.6266398302986285	3.242112385590561	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr8	20610000	-9.282659262171798	1.4492188030595723	4.502741655164844	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr8	21260000	-5.626668638486208	-0.08058582104663217	1.7703323626282008	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr8	22140000	3.3088494008108533	2.79495736775938	1.706409444212387	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	24850000	-3.49551057196432	2.43462276112759	3.5844082444070984	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr8	35710000	-2.7715224048884526	2.9011213575633685	3.812733221732836	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr8	36250000	2.8965252941695305	3.9408068998970234	2.9878584360823464	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	36340000	2.4348625858909134	4.252543287808577	3.451450798655715	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	38820000	2.664731510121949	2.76926496004843	1.8926030605982815	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	39890000	-2.0669502468150585	2.6720295099487466	3.3518767298142422	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr8	41420000	4.430107578850306	4.03023034678222	2.5728008971679888	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	42120000	-2.1788069630955973	1.4074712247002543	2.124154162327698	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr8	42570000	6.476279345502479	2.876643665582825	0.746154138494677	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr8	44240000	2.5492547664455825	3.3034328614326043	2.4647406145256356	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	45830000	-2.0981993633232037	2.786339229043805	3.476462358190413	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr8	45930000	-7.06057537404107	3.118514795507684	5.441021280283661	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr8	47660000	2.0331642227689057	3.8532457631700896	3.1843062201236334	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	48020000	-4.896833518087421	1.3643562727276752	2.9751465130379016	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr8	51270000	-2.171455085157386	2.328802931769025	3.043038300306967	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr8	55490000	-6.43543407955954	0.5445072117525277	2.661452321565368	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr8	56870000	3.929064631694649	2.0993140680590434	0.806765811573149	Differential	Matrix 1	Split	FALSE	TRUE	Mutant_only
chr8	57540000	2.7990446505247775	3.709222903207877	2.7883484196225683	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	57800000	4.108034996510159	4.717514837175027	3.366010742635532	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	57940000	2.028358296640608	2.498200832325536	1.8308850740971496	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	60600000	3.6130956854233616	3.439497293631794	2.250845927079208	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr8	67980000	-3.194429052983254	1.6005813922257894	2.6513512579321845	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr8	69440000	2.3281855210018536	2.9627587721120427	2.1967989310615814	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	69460000	2.8102856384706993	3.045649313015582	2.1210980472567416	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	71120000	2.315370389004834	1.5964134444976512	0.8347124066512187	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr8	71860000	2.119994214417114	3.096520936504296	2.39904224579511	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	74940000	-3.950611590871554	0.980704681269702	2.2802434867516475	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr8	76420000	2.730881522293602	3.69530624071656	2.7968547367665955	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr8	78050000	-2.935501011905173	1.7757687843552754	2.7413576725391957	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr8	79020000	-2.0329242715597364	1.952719851616809	2.6213968374064116	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only
chr8	79400000	-2.1352327280947137	2.3389207801847545	3.0412403363938645	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr8	80350000	-2.0991389132192246	2.5237078739598986	3.2141483780820796	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
