gene	chr	start	end	mc_wt	mc_ko	hmc_wt	hmc_ko	ratio_wt	ratio_ko	delta_ratio_tet
Elf1	chr14	79481194	79582493	0.011235	0.002491	0.004242	0.001026	0.274064	0	-0.274064
Sugt1	chr14	79587691	79635195	0.008866	0.001776	0.004138	0.000641	0.318194	0	-0.318194
Olfm4	chr14	79984081	80023138	0.006872	0.00124	0.003586	0.000697	0.342898	0	-0.342898
Pcdh17	chr14	84443563	84539001	0.003705	0.000706	0.003478	0.000366	0	0	0
Tdrd3	chr14	87416639	87545503	0.007467	0.001587	0.004633	0.000968	0.382915	0	-0.382915
Spertl	chr14	95881254	95882779	0.026387	0.009713	0.003753	0.002247	0.124518	0.187867	0.063349
Bora	chr14	99046222	99074539	0.017303	0.004297	0.005777	0.001368	0.250294	0	-0.250294
Pibf1	chr14	99099424	99254492	0.009712	0.002145	0.004739	0.001147	0.327955	0	-0.327955
Klf5	chr14	99298691	99315035	0.018778	0.003274	0.007205	0.001312	0.277284	0	-0.277284
Uchl3	chr14	101653967	101696124	0.009915	0.001873	0.004792	0.000758	0.325843	0	-0.325843
Lmo7	chr14	101729957	101934709	0.012332	0.002287	0.004276	0.000805	0.25745	0	-0.25745
Acod1	chr14	103046977	103056572	0.017406	0.004606	0.005169	0.001872	0.228966	0	-0.228966
Cln5	chr14	103070216	103077627	0.01304	0.001388	0.008026	0.001579	0.38099	0	-0.38099
Scel	chr14	103513342	103612796	0.010703	0.00168	0.00512	0.000967	0.323576	0	-0.323576
Slain1	chr14	103650228	103704906	0.011857	0.002029	0.006265	0.001078	0.345735	0	-0.345735
Ndfip2	chr14	105258573	105309297	0.008981	0.001591	0.005548	0.0011	0.381876	0	-0.381876
Trim52	chr14	106106198	106135858	0.011365	0.002927	0.001409	0.000255	0.110299	0	-0.110299
Slitrk5	chr14	111675097	111683140	0.001919	0.000831	0.002735	0.001669	0	0	0
Tpm3-rs7	chr14	113314608	113316753	0.032206	0.005447	0.004037	0.001911	0.111394	0	-0.111394
Gpc5	chr14	115092215	116525178	0.006897	0.00127	0.001961	0.000333	0	0	0
Gpc6	chr14	116925315	117976543	0.00921	0.001604	0.004595	0.00078	0.332853	0	-0.332853
Gpr180	chr14	118137158	118163260	0.015439	0.003555	0.009131	0.002363	0.371622	0	-0.371622
Gm9376	chr14	118266960	118267687	0.02712	0.006868	0.002838	0	0.094738	0	-0.094738
Cldn10	chr14	118787908	118875488	0.012039	0.002556	0.006255	0.001294	0.341917	0	-0.341917
Dnajc3	chr14	118937976	118981696	0.007082	0.00192	0.005334	0.001323	0.429597	0	-0.429597
Hs6st3	chr14	119138341	119869814	0.008361	0.001519	0.004697	0.00086	0.359688	0	-0.359688
Mbnl2	chr14	120275669	120431696	0.005453	0.001879	0.00693	0.002371	0.559645	0	-0.559645
Rap2a	chr14	120478444	120507193	0.014248	0.003596	0.007694	0.00149	0.350664	0	-0.350664
Ipo5	chr14	120911224	120947998	0.010969	0.002729	0.0071	0.001589	0.392956	0	-0.392956
Farp1	chr14	121035200	121283743	0.011802	0.002907	0.007543	0.001901	0.389907	0	-0.389907
Ubac2	chr14	121878620	122021033	0.010826	0.003076	0.006133	0.001372	0.361653	0	-0.361653
Timm8a2	chr14	122034674	122038419	0.018173	0.002509	0.004497	0.00178	0.198355	0	-0.198355
Tm9sf2	chr14	122107038	122159603	0.007294	0.001715	0.004821	0.00075	0.397957	0	-0.397957
Clybl	chr14	122181704	122402233	0.01218	0.002576	0.005338	0.001056	0.304713	0	-0.304713
Zic2	chr14	122475435	122479851	0.001343	0.000528	0.002303	0.002423	0	0	0
Pcca	chr14	122534324	122891099	0.006303	0.001417	0.002843	0.000639	0	0	0
Itgbl1	chr14	123659971	123975617	0.005553	0.001068	0.001384	0.000302	0	0	0
Gm3526	chr14	5253907	5260579	0.000719	0	0.000674	0	0	0	0
Gm3542	chr14	5326255	5334927	0	0	0	0	0	0	0
Gm3500	chr14	5365794	5389048	0.000312	0	1.1e-05	0	0	0	0
Gm3194	chr14	5438065	5455466	4.6e-05	0	5.7e-05	0	0	0	0
Gm8246	chr14	5469438	5477829	0.000238	0	0	0	0	0	0
Gm3383	chr14	5607620	5807981	0.000371	7e-06	7.1e-05	1.2e-05	0	0	0
Gm8265	chr14	5630281	5633027	0	0	0	0	0	0	0
Gm9603	chr14	5678784	5687456	0	0	0	0	0	0	0
Gm3373	chr14	5718336	5741576	0.000108	0	4.3e-05	0	0	0	0
Gm3424	chr14	5821934	5830328	0.000184	0	0.000111	0	0	0	0
Gm8237	chr14	5857918	5880381	0.005093	0.000713	0.001585	0.000333	0	0	0
Gm3248	chr14	5939225	5961744	0.004889	0.000631	0.002393	0.000415	0	0	0
Gm3453	chr14	5970744	5979136	0.003659	0.000477	0.001357	0.000119	0	0	0
Gm8206	chr14	6016759	6093941	0.003685	0.000295	0.001124	0.000121	0	0	0
Gm6337	chr14	6049469	6058266	0.002404	0.000114	0.000891	0	0	0	0
Gm3468	chr14	6087295	6108664	0.004461	0.000313	0.001677	7e-05	0	0	0
Gm3476	chr14	6105321	6125806	0.003283	0.000255	0.001373	8.9e-05	0	0	0
Gm21560	chr14	6210617	6219291	0.003254	0.000231	0.000872	0.000115	0	0	0
Gm3411	chr14	6259747	6287249	0.005156	0.000979	0.000953	0.000232	0	0	0
Gm21103	chr14	6296365	6304842	0.003345	0.000511	0.00164	0.000236	0	0	0
Gm16440	chr14	6380721	6390318	0.001532	0.000208	0.000719	0.000104	0	0	0
Lamtor3-ps	chr14	6405827	6412481	0.002739	0.00015	0.00064	0	0	0	0
Gm3594	chr14	6435796	6444610	0.003499	0.000397	0.000386	0	0	0	0
Gm8356	chr14	6528612	6537289	0.002736	0.000156	0.000772	0	0	0	0
Gm3629	chr14	6583959	6590612	0.00244	0.00015	0.000584	0.00015	0	0	0
Gm3460	chr14	6613967	6622417	0.002878	0.000316	0.00081	0.000158	0	0	0
Gm10251	chr14	6638420	6684169	0.006943	0.000579	0.001065	8.7e-05	0	0	0
Gm8050	chr14	6712183	6720250	0.002571	0.000124	0.000918	0.000124	0	0	0
Gm3636	chr14	6735685	6742331	0.004349	0	0.00167	0	0	0	0
Gm8362	chr14	6765962	6774410	0.003102	0.000424	0.001254	0.000118	0	0	0
Gm3642	chr14	6832231	6840310	0.003884	0.000248	0.001367	0.000248	0	0	0
Gm3667	chr14	6868502	6889961	0.002844	0.000212	0.000887	4.7e-05	0	0	0
Gm6356	chr14	6965449	6973817	0.004384	0.000512	0.001454	0.000358	0	0	0
Gm10406	chr14	7006115	7027448	0.003976	0.000268	0.001517	1.3e-05	0	0	0
Gm3685	chr14	7036535	7044969	0.002338	0	0.001189	0.000119	0	0	0
Gm3696	chr14	7083208	7100620	0.003056	0.000325	0.000907	0.000134	0	0	0
Gm6676	chr14	7116798	7125411	0.000116	0	0.000232	0	0	0	0
Gm3512	chr14	7153511	7174532	0.000484	0	0.000135	0	0	0	0
Gm16434	chr14	7185927	7194539	0	0.000116	0.000116	0	0	0	0
Gm3727	chr14	7255889	7264713	0.002279	0.00017	0.001166	0	0	0	0
Gm3739	chr14	7293648	7315048	0.004124	0.000249	0.001366	0.000187	0	0	0
Gm5797	chr14	7323988	7332394	0.001189	0.000119	0.00028	0	0	0	0
Gm8374	chr14	7362097	7365133	0.004026	0.000659	0.00137	0	0	0	0
Gm3755	chr14	7440924	7450916	0.003729	1e-04	0.001255	0	0	0	0
Gm3752	chr14	7466362	7483761	0.001454	0.000154	0.000367	5.7e-05	0	0	0
Gm3558	chr14	7545151	7568565	0.002611	0.000204	0.001544	0	0	0	0
Gm10338	chr14	7580617	7595591	0.010193	0.001619	0.000996	0.00025	0.08903	0	-0.08903
Dnase1l3	chr14	7964533	7994572	0.01222	0.003016	0.00409	0.001102	0.250763	0	-0.250763
Pdhb	chr14	8165996	8173024	0.009198	0.002388	0.006766	0.001093	0.423853	0	-0.423853
Acox2	chr14	8225511	8259352	0.008433	0.001997	0.004112	0.001092	0.327795	0	-0.327795
Fam107a	chr14	8296274	8318022	0.009876	0.003538	0.004138	0.001441	0.295269	0	-0.295269
Oit1	chr14	8348937	8378753	0.010704	0.00315	0.004794	0.001067	0.309314	0	-0.309314
4930452B06Rik	chr14	8431192	8666239	0.009052	0.001565	0.003426	0.000619	0.27456	0	-0.27456
Fhit	chr14	9550092	11162034	0.006211	0.001163	0.002218	0.000415	0	0	0
Gm3839	chr14	11280735	11356725	0.009094	0.001732	0.001289	0.000253	0.124154	0	-0.124154
Fezf2	chr14	12342094	12348188	0.002853	0.000943	0.002444	0.002926	0	0	0
Cadps	chr14	12372563	12823078	0.005718	0.00129	0.003976	0.000889	0	0	0
Gm281	chr14	13814618	13914477	0.005891	0.001287	0.001868	0.000408	0	0	0
Thoc7	chr14	13949012	13961851	0.005965	0.00141	0.003797	0.000558	0	0	0
Psmd6	chr14	14112174	14120983	0.003371	0.001784	0.004667	0.000689	0	0	0
Olfr720	chr14	14171738	14186837	0.003423	0.000356	0.001235	0.000155	0	0	0
Lrrc3b	chr14	15357515	15438986	0.004506	0.000966	0.003414	0.000656	0	0	0
Oxsm	chr14	16238652	16249807	0.006034	0.000949	0.002701	0.000747	0	0	0
Rarb	chr14	16430839	16819155	0.007963	0.001665	0.002267	0.000515	0.221625	0	-0.221625
Nr1d2	chr14	18204054	18239126	0.007283	0.001818	0.005644	0.000706	0.43661	0	-0.43661
Rpl15	chr14	18267823	18271390	0.00119	0.00061	0.002568	0.001121	0	0	0
Ube2e1	chr14	18282722	18331858	0.005194	0.001078	0.003437	0.000515	0	0	0
Ube2e2	chr14	18573575	18894266	0.00555	0.001188	0.00283	0.000541	0	0	0
Gm2244	chr14	19532896	19549962	0.006714	0.000586	0.001321	0	0	0	0
Gm2237	chr14	19563800	19585134	0.00257	0.000287	0.001175	0.000171	0	0	0
Gm5458	chr14	19594139	19602580	0.003249	0.000403	0.001475	7.1e-05	0	0	0
Rtraf	chr14	19811351	19823823	0.007895	0.001424	0.003727	0.000724	0.320646	0	-0.320646
Gng2	chr14	19872559	19977626	0.007951	0.001501	0.005048	0.001144	0.388364	0	-0.388364
Saysd1	chr14	20075636	20138533	0.009235	0.002534	0.003374	0.00103	0.267582	0	-0.267582
Kcnk5	chr14	20140057	20181808	0.01388	0.003328	0.006131	0.001897	0.30637	0	-0.30637
Kcnk16	chr14	20261376	20269198	0.012534	0.004691	0.006005	0.002074	0.323913	0	-0.323913
Ecd	chr14	20319852	20348120	0.015222	0.003766	0.005258	0.001092	0.256746	0	-0.256746
Dnajc9	chr14	20384638	20388909	0.010171	0.003587	0.00473	0.004323	0.317429	0	-0.317429
Mrps16	chr14	20389304	20393633	0.008009	0.001642	0.008657	0.001741	0.519453	0	-0.519453
Cfap70	chr14	20394193	20452225	0.012598	0.002942	0.004127	0.000878	0.246752	0	-0.246752
Anxa7	chr14	20455260	20480132	0.009719	0.00211	0.004131	0.001189	0.298261	0	-0.298261
Mss51	chr14	20482867	20496900	0.006721	0.000912	0.002259	0.000335	0	0	0
Ppp3cb	chr14	20499364	20546572	0.004165	0.000514	0.002533	0.00025	0	0	0
Usp54	chr14	20548912	20641062	0.007945	0.001447	0.003354	0.000544	0.296814	0	-0.296814
Myoz1	chr14	20649107	20656539	0.013676	0.004253	0.003935	0.001644	0.223463	0	-0.223463
Synpo2l	chr14	20658946	20668353	0.010724	0.005383	0.00406	0.002745	0.274616	0	-0.274616
Ndst2	chr14	20723730	20734561	0.019332	0.004598	0.005315	0.001575	0.215628	0	-0.215628
Camk2g	chr14	20734875	20794087	0.014436	0.003408	0.006737	0.001402	0.318201	0	-0.318201
Ap3m1	chr14	21031442	21052507	0.008247	0.000975	0.003412	0.000458	0.292646	0	-0.292646
Dupd1	chr14	21676537	21714575	0.011018	0.003227	0.006022	0.00163	0.35341	0	-0.35341
Dusp13	chr14	21733394	21751180	0.011913	0.004467	0.005242	0.00201	0.305576	0	-0.305576
Comtd1	chr14	21845855	21848976	0.001022	0.000888	0.00176	0.000785	0	0	0
Zfp503	chr14	21983959	21989600	0.004196	0.004347	0.005268	0.003094	0	0	0
Kcnma1	chr14	23289431	24014490	0.003399	0.001065	0.003591	0.001099	0	0	0
Dlg5	chr14	24133953	24245919	0.011926	0.003847	0.007162	0.002367	0.375208	0	-0.375208
Polr3a	chr14	24448696	24487057	0.017538	0.003836	0.003782	0.000887	0.177372	0	-0.177372
Zcchc24	chr14	25711642	25769038	0.012178	0.003368	0.005995	0.001502	0.329869	0	-0.329869
Plac9a	chr14	25887506	25903099	0.000395	0	0.00015	0	0	0	0
Tmem254a	chr14	25923300	25927671	0	0	0	0	0	0	0
Gm9780	chr14	26027282	26042710	0	0	0	6.5e-05	0	0	0
Tmem254c	chr14	26063919	26067354	0	0	0	0	0	0	0
Plac9b	chr14	26167405	26182479	0	0	0	0	0	0	0
Tmem254b	chr14	26203369	26207040	0	0	0	0	0	0	0
Slmap	chr14	26413168	26534930	0.007422	0.001699	0.004418	0.000867	0.373152	0	-0.373152
Pde12	chr14	26659958	26669882	0.006	8e-04	0.003383	0.000556	0	0	0
Appl1	chr14	26918988	26971231	0.004856	0.001078	0.003315	0.000455	0	0	0
Ccdc66	chr14	27481090	27508459	0.010038	0.001925	0.004701	0.001148	0.318949	0	-0.318949
Cacna2d3	chr14	28904943	29721863	0.007674	0.001473	0.003692	0.000747	0.324822	0	-0.324822
Il17rb	chr14	29996135	30008895	0.013361	0.003186	0.008645	0.001606	0.39284	0	-0.39284
Cacna1d	chr14	30039939	30491454	0.011043	0.002472	0.005383	0.001167	0.327695	0	-0.327695
Prkcd	chr14	30595354	30626209	0.00994	0.00391	0.006661	0.002725	0.401243	0	-0.401243
Itih3	chr14	30908572	30923759	0.014437	0.003841	0.004742	0.00119	0.247233	0	-0.247233
Itih1	chr14	30929180	30943288	0.018117	0.005687	0.004345	0.001692	0.193446	0	-0.193446
Spcs1	chr14	30999826	31001671	0.005756	0.00139	0.005531	0.001083	0.490019	0	-0.490019
Gnl3	chr14	31012433	31019151	0.009105	0.00333	0.003361	0.000685	0.269621	0	-0.269621
Smim4	chr14	31088132	31128955	0.005773	0.001382	0.003297	0.000806	0	0	0
Stab1	chr14	31139013	31168640	0.021672	0.009363	0.00879	0.002527	0.288571	0.212557	-0.076013
Nisch	chr14	31170930	31216945	0.010869	0.003914	0.007937	0.002524	0.422046	0	-0.422046
Phf7	chr14	31237689	31251316	0.009911	0.002909	0.002997	0.000922	0.232194	0	-0.232194
Dnah1	chr14	31260375	31323895	0.019812	0.006182	0.005511	0.00177	0.217627	0	-0.217627
Sh3bp5	chr14	31359880	31436077	0.008713	0.00266	0.00714	0.002377	0.450391	0	-0.450391
Mettl6	chr14	31473578	31495039	0.011207	0.003458	0.005059	0.001052	0.311016	0	-0.311016
Colq	chr14	31523082	31591342	0.011846	0.002894	0.005458	0.00118	0.315411	0	-0.315411
Gm49387	chr14	31552905	31640877	0.011238	0.00239	0.005297	0.001318	0.320342	0	-0.320342
Hacl1	chr14	31598730	31641285	0.01179	0.002426	0.005397	0.001352	0.314041	0	-0.314041
Ankrd28	chr14	31698768	31830650	0.006438	0.001238	0.003258	0.000544	0	0	0
Dph3	chr14	32080566	32085728	0.015022	0.003221	0.004679	0.000906	0.237517	0	-0.237517
Timm23	chr14	32180162	32201897	0.00556	0.000718	0.004548	0.000958	0.449944	0	-0.449944
1700024G13Rik	chr14	32376068	32388390	0.012578	0.003231	0.00669	0.001483	0.347188	0	-0.347188
Chat	chr14	32408203	32465988	0.009296	0.003008	0.003673	0.001583	0.283202	0	-0.283202
Slc18a3	chr14	32462438	32464849	0.007733	0.003118	0.007803	0.006081	0.502271	0	-0.502271
3425401B19Rik	chr14	32659119	32685292	0.017839	0.004457	0.006979	0.002227	0.281213	0	-0.281213
Wdfy4	chr14	32959547	33185507	0.011024	0.002042	0.004245	0.000948	0.278003	0	-0.278003
Mapk8	chr14	33377898	33447157	0.004138	0.00101	0.003491	0.000404	0	0	0
Zfp488	chr14	33967070	33978763	0.013754	0.003966	0.005108	0.002082	0.270827	0	-0.270827
Gm30083	chr14	33988417	34015181	0.010178	0.002779	0.003016	0.000803	0.228611	0	-0.228611
A630023A22Rik	chr14	34051126	34102753	0.012904	0.003957	0.004763	0.001042	0.269611	0	-0.269611
Npy4r	chr14	34143992	34152488	0.015132	0.00408	0.004946	0.00144	0.246349	0	-0.246349
Gprin2	chr14	34185688	34201652	0.010996	0.004292	0.00917	0.002792	0.454733	0	-0.454733
Shld2	chr14	34237033	34310492	0.008437	0.001553	0.003199	0.000604	0.274925	0	-0.274925
Fam25c	chr14	34351881	34355432	0.012062	0.005177	0.005723	0.00203	0.321784	0	-0.321784
Sncg	chr14	34370274	34374788	0.016028	0.008235	0.005646	0.003159	0.260477	0.277273	0.016797
Bmpr1a	chr14	34410734	34503340	0.006449	0.001286	0.00413	0.000683	0.390416	0	-0.390416
9230112D13Rik	chr14	34511621	34522800	0.011336	0.001495	0.004684	0.000865	0.292375	0	-0.292375
Ldb3	chr14	34526603	34588681	0.011783	0.003832	0.005496	0.001673	0.318081	0	-0.318081
Opn4	chr14	34590618	34600141	0.018938	0.004726	0.00767	0.001714	0.288254	0	-0.288254
4930596D02Rik	chr14	35809488	35811977	0.011025	0.003614	0.003308	0.000402	0.230804	0	-0.230804
Ccser2	chr14	36874936	36968776	0.006555	0.001596	0.005045	0.000927	0.434916	0	-0.434916
Rgr	chr14	37034909	37048963	0.010429	0.002263	0.003155	0.000636	0.232259	0	-0.232259
Cdhr1	chr14	37077857	37098346	0.010901	0.003195	0.003392	0.000893	0.237304	0	-0.237304
2610528A11Rik	chr14	37102140	37114021	0.008822	0.001818	0.003669	0.001234	0.293757	0	-0.293757
Ghitm	chr14	37120092	37135271	0.007526	0.001692	0.003493	0.00076	0.316975	0	-0.316975
Nrg3	chr14	38368952	39473087	0.004563	0.000818	0.001951	0.000299	0	0	0
Sh2d4b	chr14	40813789	40893265	0.006986	0.001759	0.003195	0.000645	0.313853	0	-0.313853
Tspan14	chr14	40906445	40966806	0.004951	0.001863	0.004584	0.001906	0	0	0
Prxl2a	chr14	40993740	41013787	0.010993	0.003136	0.006027	0.001742	0.354125	0	-0.354125
Dydc2	chr14	41049117	41069207	0.00896	0.001134	0.002492	0.000559	0.217575	0	-0.217575
Sftpd	chr14	41172214	41185148	0.00867	0.001103	0.002182	0.000399	0.201026	0	-0.201026
Gm7945	chr14	41381628	41386378	0.005663	0.001368	0.000989	0.000421	0	0	0
Gm6482	chr14	41402885	41408280	0.005375	0.000185	0.001293	0	0	0	0
Gm7954	chr14	41448203	41453517	0.002745	0	0.000806	0	0	0	0
Gm3486	chr14	41484232	41489484	0.003275	0.000571	0.000474	0.00019	0	0	0
Gm7970	chr14	41550120	41555582	0.001097	0	0.00013	0.000183	0	0	0
Gm3072	chr14	41619286	41624611	0.007558	0.000188	0.001078	0	0	0	0
Gm3676	chr14	41641179	41646486	0.002138	6.3e-05	0.000833	3.1e-05	0	0	0
Gm8068	chr14	41696393	41701884	0.00668	0.000182	0.001283	0.000182	0	0	0
Gm7929	chr14	41745917	41750613	0.003243	0.000639	0.000818	0	0	0	0
Gm47189	chr14	41767172	41772440	0.000633	0	0.000459	0	0	0	0
Gm7980	chr14	41901813	41907289	0.001315	0	0.00031	0	0	0	0
Gm6401	chr14	41962708	41967926	0.008289	0.002752	0.000451	0	0	0	0
Gm3543	chr14	41977873	41983324	0.002362	0.000155	0.000774	2.8e-05	0	0	0
Gm7951	chr14	42111963	42117368	0.004183	0	0.000379	0.000185	0	0	0
Gm17027	chr14	42157290	42162621	0.003891	0.00075	0.000386	0	0	0	0
Gm3573	chr14	42185391	42190790	0.002797	0.000215	0.000827	0.000341	0	0	0
Gm17026	chr14	42254659	42260047	0.004512	0.000124	0.000337	0	0	0	0
Gm9611	chr14	42291907	42297357	0.005352	0.000459	0.000661	0	0	0	0
Gm8005	chr14	42434156	42439672	0.007138	0.000181	0.000727	0.000181	0	0	0
Gm8020	chr14	42496884	42502348	0.003844	0.000256	0.000859	0.000366	0	0	0
Gm8024	chr14	42518878	42524281	0.004807	0.000555	0.00072	0.000185	0	0	0
Gm17124	chr14	42594502	42599881	0.005662	0	0.000709	0.000325	0	0	0
Gm3633	chr14	42636467	42641916	0.004532	0.001064	0.00091	0	0	0	0
Gm3015	chr14	42763525	42768820	0.00187	0.000189	0.00037	0	0	0	0
Gm10377	chr14	42792568	42797986	0.000702	0.000469	0.000128	8.5e-05	0	0	0
Gm21977	chr14	42847980	42853476	0.006401	9.1e-05	0.000961	9.1e-05	0	0	0
Gm8082	chr14	42988342	42993623	0.001677	0	0.00018	0	0	0	0
Gm10376	chr14	43010188	43015627	0.000501	0.00076	0.000394	0.000343	0	0	0
Gm8094	chr14	43071142	43076642	0.004604	0.000654	0.001118	7.3e-05	0	0	0
Gm8122	chr14	43229832	43235303	0.005511	0.001133	0.001297	0.00011	0	0	0
Gm8127	chr14	43288312	43293831	0.005976	0.002322	0.0013	0.000104	0	0	0
1700001F09Rik	chr14	43342383	43347810	0.002846	0.001084	0.001354	0.000925	0	0	0
Gm8138	chr14	43410827	43416349	0.00294	0.001213	0.000331	5.4e-05	0	0	0
Gm17654	chr14	43573843	43579145	0.006106	0.000519	0.001085	0.000189	0	0	0
Gm10375	chr14	43602627	43608012	0.001528	0.000162	0.000583	0.000209	0	0	0
Gm8165	chr14	43671962	43677198	0.004566	0.000382	0.000835	0.000509	0	0	0
Gm16506	chr14	43722253	43727484	0.005226	0.001693	0.001503	0.00035	0	0	0
Gm8180	chr14	43779488	43784744	0.005453	0.000867	0.002206	0	0	0	0
Ear1	chr14	43818765	43875516	0.007641	0.001016	0.00186	0.000431	0	0	0
Ear10	chr14	43922720	43923558	0.014068	0.005264	0.001976	0	0.123133	0	-0.123133
4930503E14Rik	chr14	44163169	44213253	0.004965	0.001034	0.001071	0.000273	0	0	0
Gm5930	chr14	44330442	44338583	0.003236	0.000197	0.000635	0.000172	0	0	0
Gm3371	chr14	44402671	44410687	0.003357	8.3e-05	0.00076	4.2e-05	0	0	0
Gm5624	chr14	44556795	44627937	0.005673	0.001055	0.001275	0.000184	0	0	0
Gm8257	chr14	44649204	44706455	0.008684	0.000839	0.001532	0.000146	0.149977	0	-0.149977
Gm8267	chr14	44716838	44750339	0.00529	0.000852	0.00104	9.2e-05	0	0	0
Ptgdr	chr14	44851235	44859374	0.005995	0.00148	0.002932	0.00078	0	0	0
Txndc16	chr14	45133465	45220327	0.009069	0.001824	0.003657	0.000705	0.287371	0	-0.287371
Ero1l	chr14	45283087	45318770	0.008898	0.002134	0.005728	0.000928	0.391623	0	-0.391623
Gnpnat1	chr14	45376334	45404912	0.010022	0.001706	0.003739	0.000544	0.271732	0	-0.271732
Fermt2	chr14	45458795	45530117	0.013151	0.001996	0.005855	0.000957	0.308063	0	-0.308063
Ddhd1	chr14	45588467	45658142	0.01189	0.002154	0.00601	0.001146	0.335744	0	-0.335744
Bmp4	chr14	46383520	46390668	0.008718	0.003194	0.003206	0.001381	0.268836	0	-0.268836
Cnih1	chr14	46775567	46788410	0.012348	0.002479	0.00647	0.001954	0.343824	0	-0.343824
Gmfb	chr14	46808149	46822241	0.009459	0.001736	0.005019	0.000866	0.346682	0	-0.346682
Gch1	chr14	47153895	47189412	0.012276	0.00303	0.004318	0.001222	0.260221	0	-0.260221
Wdhd1	chr14	47240944	47276856	0.013845	0.002564	0.003724	0.000513	0.211979	0	-0.211979
Dlgap5	chr14	47387779	47418406	0.01864	0.004434	0.004515	0.001072	0.194991	0	-0.194991
Atg14	chr14	47540893	47570648	0.015318	0.003634	0.004698	0.000767	0.23473	0	-0.23473
Otx2	chr14	48657677	48673818	0.004429	0.001062	0.003198	0.001537	0	0	0
Exoc5	chr14	49004090	49066652	0.004695	0.000925	0.002791	0.000526	0	0	0
ccdc198	chr14	49219588	49245473	0.009152	0.002317	0.003402	0.00059	0.271019	0	-0.271019
Slc35f4	chr14	49298519	49526045	0.00651	0.001479	0.003011	0.000603	0	0	0
Armh4	chr14	49675952	49783382	0.003738	0.001067	0.002823	0.000597	0	0	0
Olfr722	chr14	49894258	49901998	0.005145	0.000465	0.001023	0.000181	0	0	0
Olfr723	chr14	49928563	49931786	0.004588	0.000931	0.001099	0	0	0	0
Olfr724	chr14	49960023	49963273	0.004331	0.000308	0.000746	0	0	0	0
Olfr725	chr14	50034314	50040374	0.004446	0.000401	0.001598	9.4e-05	0	0	0
Olfr726	chr14	50083570	50090952	0.005712	0.001084	0.000989	0	0	0	0
Olfr728	chr14	50133758	50142679	0.004656	0.00065	0.001306	0	0	0	0
Olfr729	chr14	50144731	50152909	0.003882	0.000367	0.000986	0	0	0	0
Olfr730	chr14	50183296	50188197	0.003323	0.000714	0.000864	0	0	0	0
Olfr731	chr14	50233531	50241865	0.004638	0.001579	0.000986	0	0	0	0
Olfr732	chr14	50278473	50284205	0.005799	0.001291	0.001598	0.000174	0	0	0
Olfr733	chr14	50295891	50301521	0.004692	0.000852	0.00093	0.000355	0	0	0
Olfr734	chr14	50316506	50326760	0.004983	0.000441	0.001319	0.000241	0	0	0
Olfr735	chr14	50342612	50348871	0.007651	0.000995	0.00268	0	0.259433	0	-0.259433
Olfr747	chr14	50680657	50693205	0.006451	0.001576	0.000895	0.000159	0	0	0
Olfr749	chr14	50736171	50745093	0.004507	0.000516	0.000713	0.000112	0	0	0
Ttc5	chr14	50765415	50785518	0.013533	0.002925	0.005455	0.001628	0.287285	0	-0.287285
Ccnb1ip1	chr14	50789248	50807731	0.011885	0.002355	0.003707	0.000551	0.237765	0	-0.237765
Tep1	chr14	50824059	50870559	0.016107	0.004397	0.00379	0.000996	0.19048	0	-0.19048
Klhl33	chr14	50888582	50897506	0.01381	0.005536	0.004532	0.001219	0.247083	0	-0.247083
Osgep	chr14	50906478	50924892	0.013388	0.003124	0.003111	0.000401	0.188578	0	-0.188578
Pip4p1	chr14	50926068	50930855	0.007575	0.00148	0.005459	0.001327	0.41884	0	-0.41884
Rnase9	chr14	51038459	51041868	0.011661	0.003395	0.002978	0.001369	0.203431	0	-0.203431
Rnase11	chr14	51049451	51050162	0.006244	0.000843	0.004141	0.001404	0.398724	0	-0.398724
Rnase12	chr14	51056698	51057660	0.017561	0.003115	0.005736	0	0.246206	0	-0.246206
Olfr750	chr14	51066301	51074434	0.020898	0.003443	0.006261	0.001381	0.230534	0	-0.230534
Rnase1	chr14	51144998	51146784	0.007596	0.002597	0.004238	0.00097	0.358134	0	-0.358134
Ang2	chr14	51195324	51199147	0.011381	0.002288	0.003855	0.000523	0.253043	0	-0.253043
Rnase2a	chr14	51255262	51256111	0.02589	0.002353	0.007726	0	0.229836	0	-0.229836
Gm17175	chr14	51568892	51574062	0.007438	0.002286	0.001175	0.000711	0	0	0
Gm17174	chr14	51587653	51592138	0.005658	0.00058	0.000655	0	0	0	0
Gm17078	chr14	51606807	51611309	0.005399	0.000944	0.001493	0.000148	0	0	0
Gm4181	chr14	51630273	51635665	0.004227	0.000456	0.001758	0.000185	0	0	0
Gm17079	chr14	51691019	51695467	0.00861	0.00045	0.002071	0.000674	0.193891	0	-0.193891
Gm5800	chr14	51711643	51717182	0.004688	0.001868	0.001869	0.00011	0	0	0
Ang4	chr14	51763878	51773589	0.014606	0.004201	0.003159	0.001356	0.177824	0	-0.177824
Ndrg2	chr14	51905271	51914157	0.015447	0.005712	0.008165	0.001728	0.345799	0	-0.345799
Rnase13	chr14	51921362	51922772	0.016805	0.00979	0.010857	0.001615	0.392503	0.141596	-0.250907
Zfp219	chr14	52006077	52020732	0.006318	0.003409	0.00706	0.0027	0.527726	0	-0.527726
Olfr221	chr14	52033962	52042458	0.014088	0.003883	0.003138	0.000651	0.182188	0	-0.182188
