entrez_id	symbol	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	gb_signal_class	pr_ctrl_signal	pr_mut_signal	pr_log2fc	pr_signal_class
386463	Cdsn	chr17	35552128	35557180	5053	1.71084	1.220986	-0.422112	quantifiable	1.712159	1.581673	-0.100864	quantifiable
386611	Rnf133	chr6	23648869	23650305	1437	1.364435	1.238158	-0.119802	quantifiable	0.850484	0.865711	0.020371	quantifiable
386612	Thoc6	chr17	23668614	23673882	5269	0.718401	0.837492	0.17233	quantifiable	0.586931	0.614246	0.048014	quantifiable
386649	Nsfl1c	chr2	151494182	151511414	17233	0.629815	0.507317	-0.224496	quantifiable	1.380149	2.62732	0.831304	quantifiable
386655	Eid2	chr7	28267881	28269272	1392	1.046609	1.411246	0.364942	quantifiable	0.644781	0.858836	0.31899	quantifiable
386750	Slitrk3	chr3	73047265	73057803	10539	4.673802	6.495777	0.45658	quantifiable	6.027815	8.860018	0.539326	quantifiable
386753	Dbpht2	chr12	74296668	74302008	5341	1.819699	2.56503	0.449292	quantifiable	1.71871	2.20924	0.325372	quantifiable
387131	Ssxb9	chrX	8366978	8375390	8413	0.231481	0.137015	-0.33848	one_condition	0.141219	0.131624	NA	no_signal
387132	Ssxb2	chrX	8454345	8461726	7382	0.290051	0.175089	-0.36827	one_condition	0.159969	0.074447	NA	no_signal
387134	Mir16-1	chr14	61627795	61631972	4178	0.415844	0.227418	-0.506823	quantifiable	0.644381	0.522193	-0.219808	quantifiable
387142	Mir24-1	chr13	63301208	63302871	1664	5.13826	4.153568	-0.292939	quantifiable	3.698417	3.010238	-0.278612	quantifiable
387158	Mir140	chr8	107550895	107553547	2653	1.603274	1.291749	-0.270274	quantifiable	1.403968	0.9996	-0.413045	quantifiable
387226	Mir30b	chr15	68334715	68337510	2796	0.18635	0.110689	NA	no_signal	0.436937	0.371697	-0.15084	quantifiable
387228	Mir30d	chr15	68338295	68341289	2995	0.662258	0.730751	0.107839	quantifiable	0.643934	0.702381	0.094416	quantifiable
387251	Mirlet7i	chr10	122985074	122985831	758	1.709598	1.964804	0.179183	quantifiable	2.066256	3.23452	0.595448	quantifiable
387285	Hcrtr2	chr9	76225880	76323856	97977	0.624855	0.68041	0.091854	quantifiable	3.334922	3.963276	0.234801	quantifiable
387314	Tmtc1	chr6	148232430	148444389	211960	0.965136	0.770396	-0.258919	quantifiable	4.670149	5.710109	0.278168	quantifiable
387334	Defb50	chr8	21823539	21831296	7758	0.339847	0.171691	-0.515053	one_condition	0.304844	0.228874	-0.225466	quantifiable
387339	Tas2r102	chr6	132762131	132763174	1044	0.56409	0.331525	-0.507409	quantifiable	0.283625	0.150111	-0.444145	one_condition
387340	Tas2r104	chr6	131684836	131685744	909	0.452588	0.261149	-0.483038	quantifiable	0.267024	0.199357	-0.215699	one_condition
387341	Tas2r106	chr6	131677960	131678886	927	0.47719	0.073206	-1.24896	one_condition	0.21725	0.08264	NA	no_signal
387342	Tas2r107	chr6	131659118	131660149	1032	0.288098	0.154026	-0.441725	one_condition	0.1575	0.101304	NA	no_signal
387343	Tas2r109	chr6	132980015	132980965	951	0.649366	0.356795	-0.591707	quantifiable	0.340209	0.22971	-0.316819	quantifiable
387344	Tas2r110	chr6	132868008	132869009	1002	0.584276	0.376007	-0.432213	quantifiable	0.292999	0.232007	-0.182522	quantifiable
387345	Tas2r113	chr6	132893011	132893940	930	0.593226	0.265717	-0.743256	quantifiable	0.263494	0.136184	-0.440619	one_condition
387346	Tas2r114	chr6	131689134	131690063	930	0.32729	0.33104	0.009846	quantifiable	0.234334	0.150246	-0.295098	one_condition
387347	Tas2r118	chr6	23969161	23970060	900	2.217083	3.070913	0.433296	quantifiable	1.881325	3.177231	0.692998	quantifiable
387348	Tas2r120	chr6	132656953	132657844	892	0.578004	0.403068	-0.356885	quantifiable	0.323571	0.229901	-0.272729	quantifiable
387349	Tas2r121	chr6	132700090	132701007	918	0.352737	0.218948	-0.383641	one_condition	0.222156	0.095604	-0.486131	one_condition
387351	Tas2r124	chr6	132754730	132755659	930	0.412164	0.352737	-0.14237	quantifiable	0.364564	0.222717	-0.400787	quantifiable
387352	Tas2r125	chr6	132909651	132910587	937	0.418882	0.250143	-0.442257	quantifiable	0.300187	0.232295	-0.201669	quantifiable
387353	Tas2r126	chr6	42434535	42435464	930	1.601301	0.959872	-0.626237	quantifiable	1.015225	0.766889	-0.323744	quantifiable
387354	Tas2r129	chr6	132951102	132952066	965	0.438461	0.344823	-0.221212	quantifiable	0.384119	0.248742	-0.365877	quantifiable
387355	Tas2r130	chr6	131629823	131630912	1090	0.554794	0.280708	-0.629599	quantifiable	0.269687	0.125332	-0.503585	one_condition
387356	Tas2r131	chr6	132956884	132957919	1036	0.40945	0.20476	-0.567179	one_condition	0.420559	0.178948	-0.682808	one_condition
387510	Ifnk	chr4	35152056	35154005	1950	2.236519	1.99418	-0.149828	quantifiable	1.667806	1.609176	-0.045511	quantifiable
387511	Tas2r134	chr2	51627511	51628408	898	2.8749	2.410016	-0.234801	quantifiable	2.366856	2.168537	-0.115061	quantifiable
387512	Tas2r135	chr6	42405434	42406526	1093	1.501352	1.139872	-0.340018	quantifiable	1.191826	1.073585	-0.126165	quantifiable
387513	Tas2r138	chr6	40612315	40613310	996	2.402937	2.932985	0.265513	quantifiable	1.426525	1.800295	0.295103	quantifiable
387514	Tas2r143	chr6	42400238	42401119	882	2.125164	2.205582	0.048637	quantifiable	1.438187	1.360282	-0.069415	quantifiable
387515	Tas2r144	chr6	42215328	42216287	960	1.573214	0.986816	-0.571248	quantifiable	0.771942	0.514165	-0.43403	quantifiable
387524	Znrf2	chr6	54816916	54893500	76585	0.916051	1.085498	0.200534	quantifiable	2.724606	4.698899	0.740214	quantifiable
387564	Sval3	chr6	41968140	41973090	4951	0.573403	0.563602	-0.017927	quantifiable	0.506768	0.441733	-0.135199	quantifiable
387565	Cd300c	chr11	114956116	114969157	13042	1.009784	1.062983	0.061086	quantifiable	0.647656	0.615131	-0.055105	quantifiable
387586	Ssxb5	chrX	8803691	8809386	5696	0.239861	0.156426	-0.288665	one_condition	0.292325	0.119124	-0.594902	one_condition
387609	Zhx2	chr15	57694665	57839832	145168	1.772011	2.897017	0.645878	quantifiable	3.66565	5.973985	0.672679	quantifiable
387616	Tas2r140	chr6	133054817	133055816	1000	0.547065	0.180924	-0.935612	one_condition	0.508003	0.277509	-0.549003	quantifiable
393082	Tmt1a2	chr15	100353200	100361840	8641	0.562023	0.446299	-0.230965	quantifiable	1.232711	0.983711	-0.271209	quantifiable
394252	Serpinb3d	chr1	107078167	107083506	5340	0.725898	0.441274	-0.516281	quantifiable	0.683934	0.495083	-0.338006	quantifiable
394430	Ugt1a10	chr1	88055388	88219004	163617	0.813124	0.910081	0.129384	quantifiable	0.813812	0.61264	-0.31213	quantifiable
394432	Ugt1a7c	chr1	88095062	88220002	124941	0.890153	1.055604	0.200382	quantifiable	0.911331	1.087487	0.208735	quantifiable
394433	Ugt1a5	chr1	88166012	88218997	52986	1.179959	1.429188	0.236334	quantifiable	0.713423	0.917648	0.285385	quantifiable
394434	Ugt1a9	chr1	88070800	88218997	148198	0.830944	0.954506	0.160334	quantifiable	0.698631	0.40015	-0.566689	quantifiable
394435	Ugt1a6b	chr1	88103252	88219003	115752	0.887584	1.057366	0.205714	quantifiable	0.861625	0.776906	-0.117644	quantifiable
394436	Ugt1a1	chr1	88211959	88218997	7039	2.725599	2.110977	-0.337596	quantifiable	2.243897	1.717844	-0.346452	quantifiable
396184	Flrt1	chr19	7092001	7105729	13729	1.913164	1.586166	-0.240035	quantifiable	2.314306	2.131079	-0.108257	quantifiable
399101	Snhg3	chr4	132348014	132353686	5673	0.465171	0.669115	0.375791	quantifiable	0.666562	1.010488	0.47283	quantifiable
399510	Map4k5	chr12	69803750	69893200	89451	0.762811	0.598555	-0.263764	quantifiable	1.736276	2.941596	0.692477	quantifiable
399548	Scn4b	chr9	45138395	45154152	15758	2.96704	2.131057	-0.438869	quantifiable	6.729916	4.798315	-0.469774	quantifiable
399549	H2-M10.6	chr17	36812171	36815564	3394	1.035464	0.703129	-0.443518	quantifiable	0.681344	0.492156	-0.339783	quantifiable
399558	Flrt2	chr12	95692226	95785215	92990	1.351457	1.462127	0.098169	quantifiable	7.735328	10.070447	0.371303	quantifiable
399566	Btbd6	chr12	112976482	112978945	2464	1.950942	1.852792	-0.066738	quantifiable	1.361301	1.48624	0.109693	quantifiable
399568	Cdin1	chr2	115581716	115778768	197053	0.944613	0.63298	-0.449159	quantifiable	1.320266	4.153963	1.505617	quantifiable
399570	Kank4os	chr4	98793768	98798900	5133	1.474284	2.134438	0.47465	quantifiable	0.825425	1.158552	0.398985	quantifiable
399591	Tmsb15l	chrX	136954988	136976869	21882	0.445951	0.967077	0.8337	quantifiable	1.399063	2.907291	0.949653	quantifiable
399599	Ccdc87	chr19	4839366	4842528	3163	2.125373	2.725834	0.328829	quantifiable	1.816938	2.687879	0.513515	quantifiable
399603	Lratd2	chr15	60818994	60825080	6087	6.408856	7.081475	0.139423	quantifiable	7.2941	8.301228	0.181456	quantifiable
399609	C130046K22Rik	chr11	103697724	103722832	25109	1.001414	0.81442	-0.239679	quantifiable	0.632321	0.929088	0.430916	quantifiable
399626	C330024C12Rik	chr17	87192216	87194942	2727	1.569018	1.081389	-0.459044	quantifiable	1.369901	0.891665	-0.516121	quantifiable
399673	Tdpoz2	chr3	93651542	93652686	1145	0.751493	0.589008	-0.26398	quantifiable	0.299844	0.219035	-0.24362	one_condition
399674	Tdpoz3	chr3	93826020	93827117	1098	0.754476	0.278026	-0.968069	quantifiable	0.413509	0.207598	-0.566847	one_condition
399675	Tdpoz4	chr3	93796398	93797510	1113	0.936907	0.468346	-0.748865	quantifiable	0.621969	0.346056	-0.572622	quantifiable
399676	Tdpoz5	chr3	93960292	94072644	112353	0.203238	0.126715	NA	no_signal	0.642355	0.350208	-0.596589	quantifiable
402728	Pax6os1	chr2	105536080	105670330	134251	1.946776	2.63844	0.39964	quantifiable	6.487981	12.308563	0.901247	quantifiable
402734	C730036E19Rik	chr1	151138034	151142345	4312	1.321289	0.702236	-0.74078	quantifiable	0.916909	0.544188	-0.57297	quantifiable
402757	9830166K06Rik	chr19	8651799	8663335	11537	1.098975	0.840003	-0.315286	quantifiable	2.873584	2.516274	-0.177052	quantifiable
402767	A830052D11Rik	chr18	32359053	32378278	19226	0.879616	1.294836	0.462076	quantifiable	2.664196	4.884858	0.82365	quantifiable
402773	D030018L15Rik	chr15	96051603	96079553	27951	0.788323	0.604907	-0.28958	quantifiable	0.814094	0.65795	-0.236097	quantifiable
402774	D030025E07Rik	chr3	128117015	128231606	114592	0.735488	0.489842	-0.428616	quantifiable	1.115936	0.770842	-0.431035	quantifiable
403088	Tcaf3	chr6	42587213	42597692	10480	1.07145	0.896395	-0.210103	quantifiable	0.908271	0.603373	-0.454382	quantifiable
403171	Banf2	chr2	144033059	144073979	40921	1.319502	1.311112	-0.007882	quantifiable	1.596156	1.331462	-0.227227	quantifiable
403172	Defb21	chr2	152572744	152574944	2201	1.450376	0.723929	-0.823265	quantifiable	1.085809	0.569544	-0.72568	quantifiable
403174	Msantd1	chr5	34915088	34923839	8752	2.086317	1.452193	-0.463793	quantifiable	2.166896	2.017357	-0.093331	quantifiable
403175	Tigd4	chr3	84593574	84597032	3459	2.419414	2.608681	0.099903	quantifiable	2.180848	2.350601	0.098552	quantifiable
403178	Plcxd1	chr5	110099969	110105953	5985	1.182285	1.221195	0.039479	quantifiable	1.302	1.717275	0.348012	quantifiable
403180	Ccdc121rt1	chr1	181509633	181511451	1819	5.154321	5.954918	0.200329	quantifiable	4.618324	5.377124	0.210169	quantifiable
403183	Mettl21e	chr1	44204070	44218961	14892	1.79895	3.869475	1.018224	quantifiable	2.298019	7.078722	1.535265	quantifiable
403185	Cfap97d2	chr8	13705889	13743414	37526	0.74176	0.890624	0.207574	quantifiable	2.017075	2.957017	0.506014	quantifiable
403187	Opa3	chr7	19228334	19247868	19535	0.843394	0.944665	0.13121	quantifiable	2.205189	2.659527	0.247712	quantifiable
403200	Lypd9	chr11	58446149	58452923	6775	0.336993	0.229497	-0.309198	quantifiable	0.529984	0.294993	-0.542098	quantifiable
403201	5330416C01Rik	chr13	97733498	97747411	13914	4.253931	4.878936	0.188644	quantifiable	7.294273	7.736533	0.082504	quantifiable
403202	A430093F15Rik	chr19	10740947	10786043	45097	1.104444	2.15363	0.841594	quantifiable	1.328966	1.406955	0.070858	quantifiable
403205	Agr3	chr12	35925620	35949736	24117	0.532448	0.362806	-0.368444	quantifiable	0.700434	0.497397	-0.359437	quantifiable
403395	Clec3a	chr8	114418086	114425846	7761	1.166547	0.934076	-0.264708	quantifiable	0.795991	0.76618	-0.042954	quantifiable
404194	Gfral	chr9	76164102	76213657	49556	0.458376	0.348685	-0.254357	quantifiable	0.798389	1.039506	0.306504	quantifiable
404195	Cyp2c54	chr19	40037940	40073827	35888	0.117143	0.063963	NA	no_signal	0.18415	0.144672	NA	no_signal
404222	Or6k6	chr1	174117091	174118014	924	1.235087	0.909918	-0.364819	quantifiable	0.920671	0.579903	-0.511857	quantifiable
404238	Mrgprb3	chr7	48642803	48643811	1009	0.395647	0.395248	-0.000934	quantifiable	0.199563	0.133228	NA	no_signal
404239	Mrgprb5	chr7	48167983	48169019	1037	0.449744	0.16979	-0.780544	one_condition	0.372492	0.125839	-0.776283	one_condition
404240	Mrgprb8	chr7	48388526	48389648	1123	0.259775	0.145044	-0.394064	one_condition	0.122281	0.0618	NA	no_signal
404242	Mrgprx1	chr7	48020971	48027597	6627	0.1949	0.076451	NA	no_signal	0.109474	0.086862	NA	no_signal
404284	Vmn1r59	chr7	5453827	5454759	933	0.277465	0.113393	-0.577032	one_condition	0.116252	0.033101	NA	no_signal
404285	Vmn1r64	chr7	5883580	5884542	963	0.269024	0.087511	-0.668853	one_condition	0.111899	0.045395	NA	no_signal
404286	Vmn1r179	chr7	23928386	23929357	972	0.274974	0.162384	-0.372128	one_condition	0.251687	0.122473	-0.461566	one_condition
404288	V1rd18	chr7	24003091	24004247	1157	0.181085	0.170128	NA	no_signal	0.292775	0.137401	-0.520493	one_condition
404289	Vmn1r181	chr7	23983961	23985040	1080	0.323148	0.189055	-0.408843	one_condition	0.341706	0.248434	-0.261848	quantifiable
404291	Vmn1r174	chr7	23753911	23754852	942	0.229989	0.087468	-0.549102	one_condition	0.121875	0.069363	NA	no_signal
404308	Or10al2	chr17	37672025	37672990	966	0.351972	0.12754	-0.718378	one_condition	0.198119	0.094806	NA	no_signal
404309	Or5h24-ps1	chr16	59097981	59101853	3873	0.560725	0.288419	-0.618562	quantifiable	0.506929	0.249145	-0.631521	quantifiable
404310	Or5ac17	chr16	59215685	59216615	931	0.466896	0.318256	-0.351659	quantifiable	0.440825	0.243755	-0.510684	quantifiable
404311	Olfr209	chr16	59361299	59362216	918	0.839167	0.677381	-0.239079	quantifiable	0.773285	0.501399	-0.461281	quantifiable
404314	Olfr257	chr15	98312589	98313548	960	0.945552	0.70616	-0.331604	quantifiable	0.653931	0.573954	-0.138424	quantifiable
404315	Or2z8	chr8	72057660	72058675	1016	0.785121	0.562902	-0.360367	quantifiable	0.375808	0.289713	-0.225062	quantifiable
404316	Or1a1	chr11	74195505	74196446	942	0.473981	0.308343	-0.393266	quantifiable	0.337876	0.25464	-0.233004	quantifiable
404317	Or52j3	chr7	103186603	103187541	939	0.526765	0.440428	-0.177194	quantifiable	0.249844	0.214686	-0.112149	one_condition
404318	Or56a3b	chr7	105121459	105122406	948	0.54125	0.461832	-0.158901	quantifiable	0.409757	0.341083	-0.166514	quantifiable
404319	Or6s1	chr14	51070311	51071442	1132	2.692756	3.217663	0.239025	quantifiable	2.254131	2.99211	0.376567	quantifiable
404321	Or6c206	chr10	129260963	129261901	939	0.85791	0.47725	-0.628315	quantifiable	0.50791	0.273992	-0.559049	quantifiable
404322	Or8d2	chr9	38848116	38849042	927	0.527565	0.437328	-0.185522	quantifiable	0.338466	0.237974	-0.286067	quantifiable
404323	Or5al6	chr2	86145791	86146732	942	0.604124	0.325571	-0.594881	quantifiable	0.409626	0.249568	-0.422977	quantifiable
404324	Or8k20	chr2	86275559	86276485	927	0.888554	0.540719	-0.543102	quantifiable	0.572116	0.385759	-0.386834	quantifiable
404325	Or8j3b	chr2	86374463	86375410	948	0.741888	0.404046	-0.624023	quantifiable	0.460494	0.223739	-0.6166	quantifiable
404327	Or10ag52	chr2	87212894	87213874	981	0.787008	0.578416	-0.334774	quantifiable	0.328961	0.234905	-0.271009	quantifiable
404328	Or10ag56	chr2	87308764	87309759	996	0.725178	0.997755	0.365484	quantifiable	0.706108	0.653161	-0.08491	quantifiable
404329	Or5d43	chr2	88273040	88278402	5363	0.247045	0.166608	-0.272537	one_condition	0.266	0.16756	-0.326359	one_condition
404330	Or4p23	chr2	88745960	88746886	927	0.687775	0.227397	-1.020389	quantifiable	0.348986	0.188008	-0.479558	one_condition
404331	Or4a79	chr2	89721103	89722201	1099	0.527659	0.273261	-0.599794	quantifiable	0.295899	0.189176	-0.334193	one_condition
404335	Or2b7	chr13	21555040	21556020	981	0.844455	1.054851	0.260161	quantifiable	0.745762	0.766112	0.030076	quantifiable
404336	Or2y10	chr11	49563923	49564860	938	1.008102	0.514562	-0.741286	quantifiable	0.521594	0.285508	-0.552678	quantifiable
404337	Or2y13	chr11	49523721	49524660	940	0.711809	0.52215	-0.328228	quantifiable	0.418175	0.344004	-0.178176	quantifiable
404339	Or5b121	chr19	13529675	13530622	948	0.367083	0.41406	0.11101	quantifiable	0.223517	0.242619	0.0608	quantifiable
404346	Or2w3	chr11	58665561	58666544	984	0.586951	0.293335	-0.652337	quantifiable	0.555069	0.438155	-0.235818	quantifiable
404473	Or8k35	chr2	86593412	86598966	5555	0.418943	0.301851	-0.291928	quantifiable	0.474009	0.217297	-0.666049	one_condition
404545	Ano7	chr1	93373930	93404303	30374	1.037202	0.709712	-0.435264	quantifiable	1.327343	0.74356	-0.683211	quantifiable
404549	Ifna14	chr4	88571229	88571798	570	2.672061	3.11672	0.206317	quantifiable	1.508662	1.915127	0.304628	quantifiable
404634	Macroh2a2	chr10	61738665	61784147	45483	0.643442	0.540816	-0.182497	quantifiable	2.171444	2.435896	0.151302	quantifiable
404710	Iqgap3	chr3	88081971	88121048	39078	1.203792	1.32444	0.117327	quantifiable	0.716288	1.404182	0.794534	quantifiable
406176	Or8a1	chr9	37729977	37731104	1128	0.919388	0.40078	-0.875853	quantifiable	0.530999	0.271357	-0.611797	quantifiable
406186	Or4b13	chr2	90252069	90252986	918	0.455866	0.270419	-0.462529	quantifiable	0.381125	0.24138	-0.381535	quantifiable
406217	Bex4	chrX	136138996	136140443	1448	1.698258	1.862378	0.118421	quantifiable	1.35295	2.104892	0.56362	quantifiable
406218	Panx2	chr15	89059734	89070907	11174	2.201567	2.164059	-0.022519	quantifiable	1.903367	2.040325	0.090167	quantifiable
406219	Krt87	chr15	101431038	101438804	7767	2.955513	3.06753	0.050011	quantifiable	3.935628	3.998243	0.021575	quantifiable
406220	Krt77	chr15	101858731	101869705	10975	3.077563	3.088216	0.004653	quantifiable	1.362634	1.504004	0.123417	quantifiable
406221	Krt40	chr11	99537485	99543158	5674	1.885318	2.452371	0.344047	quantifiable	0.82379	1.147126	0.389237	quantifiable
406222	Krt74	chr15	101754259	101763504	9246	1.362054	1.250867	-0.105116	quantifiable	1.637917	1.471119	-0.13569	quantifiable
406223	Gm5414	chr15	101624028	101628188	4161	1.395689	1.129124	-0.260084	quantifiable	0.92192	0.727716	-0.268874	quantifiable
407243	Peds1	chr2	167642608	167689822	47215	1.331628	1.22434	-0.103355	quantifiable	2.751703	3.35926	0.268352	quantifiable
407785	Ndufs6	chr13	73319838	73328542	8705	0.904264	1.159494	0.295102	quantifiable	0.824972	2.028551	1.105355	quantifiable
407786	Taf9b	chrX	106206883	106221158	14276	0.492573	0.590953	0.186522	quantifiable	1.01525	1.746454	0.67069	quantifiable
407788	Tsbp1	chr17	34398820	34460734	61915	0.605899	0.412695	-0.384329	quantifiable	0.941187	1.400099	0.480397	quantifiable
407789	BC048644	chr8	121907833	121919690	11858	1.788236	1.996668	0.142448	quantifiable	4.127532	5.986431	0.513543	quantifiable
407790	Ndufa4l2	chr10	127514967	127517154	2188	3.616006	3.620493	0.001687	quantifiable	4.721135	5.553603	0.224619	quantifiable
407793	BC039966	chr4	153947633	153950503	2871	1.404527	1.102408	-0.296805	quantifiable	0.991179	0.757774	-0.308772	quantifiable
407795	Smim31	chr8	65085613	65129563	43951	0.444949	0.34259	-0.241067	quantifiable	0.52543	0.521623	-0.007384	quantifiable
407800	Ecm2	chr13	49504810	49532789	27980	0.56863	0.417297	-0.30728	quantifiable	0.933594	0.536672	-0.608239	quantifiable
407803	BC051226	chr17	33908044	33909317	1274	1.707816	1.988336	0.19597	quantifiable	0.980044	1.408442	0.44033	quantifiable
407809	BC055402	chr1	57200645	57214993	14349	3.059136	2.846622	-0.096658	quantifiable	2.218938	2.121898	-0.058569	quantifiable
407810	BC046251	chr7	65582070	65618884	36815	1.725939	1.64343	-0.062498	quantifiable	1.291709	1.018195	-0.287892	quantifiable
407812	Zfp941	chr7	140807449	140822178	14730	0.392457	0.349624	-0.104556	quantifiable	1.019035	1.456564	0.436219	quantifiable
407814	Timd6	chr11	46571536	46589232	17697	0.482053	0.338881	-0.328914	quantifiable	0.457	0.228199	-0.594759	quantifiable
407819	BC031181	chr18	75005868	75010152	4285	0.606109	0.741634	0.219098	quantifiable	1.000726	1.444673	0.447425	quantifiable
407821	Znrf3	chr11	5276324	5444847	168524	1.241578	1.342835	0.096623	quantifiable	3.274493	3.54262	0.106648	quantifiable
407823	Baz2b	chr2	59899363	60209839	310477	0.851467	0.878089	0.0354	quantifiable	1.938781	3.854402	0.916297	quantifiable
407831	Tmem204	chr17	25057702	25083591	25890	0.880362	0.801244	-0.107626	quantifiable	1.191424	1.153282	-0.039517	quantifiable
408022	Primpol	chr8	46575594	46617212	41619	0.899258	1.514538	0.6319	quantifiable	3.655031	7.420721	0.979457	quantifiable
408028	Arhgap20os	chr9	51832814	51875886	43073	0.535854	0.38115	-0.330266	quantifiable	0.692669	0.448502	-0.449021	quantifiable
408057	BC039771	chr2	145675215	145787327	112113	1.333985	1.401721	0.061544	quantifiable	7.469434	8.197419	0.130497	quantifiable
408058	BC048507	chr13	67863326	67863925	600	0.50625	0.545441	0.075802	quantifiable	0.266391	0.278999	0.036902	quantifiable
408059	Smim35	chr9	45182034	45250020	67987	1.366737	1.409973	0.03878	quantifiable	2.30388	2.116488	-0.111291	quantifiable
408062	Zfp873	chr10	82048123	82061586	13464	0.149716	0.265713	0.393467	one_condition	0.42858	0.969248	0.874452	quantifiable
408064	BC064078	chr6	128992952	129008040	15089	0.509054	0.344923	-0.367834	quantifiable	0.607688	0.44584	-0.313809	quantifiable
408065	Zfp456	chr13	67345246	67375810	30565	0.286547	0.613207	0.717713	quantifiable	0.500533	1.180818	0.958903	quantifiable
408067	Zfp874b	chr13	67471513	67484258	12746	0.261835	0.419541	0.408323	quantifiable	0.784672	1.484727	0.762676	quantifiable
408068	Zfp738	chr13	67658685	67687071	28387	0.151411	0.171576	NA	no_signal	0.457719	0.819302	0.616681	quantifiable
408190	Wfdc13	chr2	164685107	164687706	2600	1.148017	0.823425	-0.390681	quantifiable	0.785276	0.595816	-0.301196	quantifiable
408191	Semp2l1	chr1	32543686	32547294	3609	0.835838	1.120657	0.344482	quantifiable	0.793364	1.386933	0.665032	quantifiable
408192	Gm9839	chr1	32519563	32520999	1437	1.3192	1.781087	0.378552	quantifiable	0.87692	1.257398	0.42952	quantifiable
408193	Otud6a	chrX	100429013	100429885	873	0.905223	0.479703	-0.685211	quantifiable	0.620424	0.371599	-0.506326	quantifiable
408196	Csta3	chr16	36210403	36217788	7386	0.759597	0.364902	-0.743757	quantifiable	0.68988	0.416006	-0.516474	quantifiable
408198	Spink7	chr18	62592194	62596327	4134	0.718908	0.507566	-0.3678	quantifiable	0.692678	0.457849	-0.429012	quantifiable
408254	A630019I02Rik	chr13	93094833	93098968	4136	4.689423	5.994099	0.339977	quantifiable	7.937536	11.072715	0.469175	quantifiable
414066	Oxct1as	chr15	4021686	4027405	5720	2.140763	3.767632	0.75622	quantifiable	3.516252	5.212912	0.540105	quantifiable
414067	AY512915	chr6	95255726	95333993	78268	0.652765	0.450663	-0.379887	quantifiable	0.758119	0.626722	-0.208068	quantifiable
414068	Bach2os	chr4	32559680	32571708	12029	2.261832	3.061393	0.402869	quantifiable	2.458835	3.590637	0.508388	quantifiable
414069	Actmap	chr7	27195781	27210186	14406	0.485277	0.505945	0.041656	quantifiable	0.981506	1.144067	0.183037	quantifiable
414076	BC051537	chr17	34083843	34095309	11467	0.958592	0.640353	-0.453956	quantifiable	1.204479	0.729949	-0.584392	quantifiable
414077	Wdr83os	chr8	85080740	85082339	1600	0.884536	2.962904	1.5267	quantifiable	0.734974	1.748487	1.043368	quantifiable
414079	4930405O22Rik	chr17	63305446	63312973	7528	2.580964	4.683553	0.807851	quantifiable	2.750643	4.451438	0.65305	quantifiable
414081	5330413P13Rik	chr2	131820006	131847683	27678	1.599225	2.019465	0.299795	quantifiable	1.496903	1.946348	0.335415	quantifiable
414084	Tnip3	chr6	65525313	65634040	108728	0.750616	0.662892	-0.136628	quantifiable	0.739392	0.513553	-0.387109	quantifiable
414085	9330151L19Rik	chr12	69197211	69199867	2657	2.346056	3.361353	0.480914	quantifiable	1.966662	4.200316	1.01534	quantifiable
414089	Gja6	chrX	160902116	160907052	4937	1.142289	1.204044	0.063949	quantifiable	0.760804	0.846728	0.121128	quantifiable
414091	A630001O12Rik	chr8	126839233	126851473	12241	1.594335	2.344985	0.499454	quantifiable	1.806428	3.716836	0.958016	quantifiable
414093	A830082N09Rik	chr10	33987216	33995055	7840	0.552742	0.405035	-0.305945	quantifiable	0.681906	0.458382	-0.410754	quantifiable
414094	Dgkeos	chr11	89064729	89069098	4370	0.650705	0.925377	0.395472	quantifiable	0.369029	0.506331	0.302178	quantifiable
414095	B130034C11Rik	chr16	87495999	87504033	8035	0.700996	1.348689	0.768139	quantifiable	1.152531	2.457919	0.964151	quantifiable
414101	E130317F20Rik	chr10	79851552	79854971	3420	2.440738	2.677585	0.123014	quantifiable	2.356695	2.448897	0.050717	quantifiable
414103	E230032D23Rik	chr7	143628074	143670614	42541	0.484803	0.426871	-0.123697	quantifiable	0.397103	0.222763	-0.478758	quantifiable
414104	E330016L19Rik	chrX	30037837	30087879	50043	0.022735	0.012701	NA	no_signal	0.003438	0.012542	NA	no_signal
414108	9230114K14Rik	chr5	52190672	52279034	88363	0.681923	0.724465	0.066476	quantifiable	1.565679	3.319881	0.987133	quantifiable
414111	C130083M11Rik	chr5	52199984	52216434	16451	0.559386	0.667674	0.187639	quantifiable	1.07004	1.357071	0.289783	quantifiable
414115	D330050I16Rik	chr19	5388336	5389601	1266	1.455059	1.6488	0.157879	quantifiable	0.830125	0.830396	0.000372	quantifiable
414116	D630024D03Rik	chr11	31790113	31824524	34412	1.346589	2.928569	1.00696	quantifiable	1.836433	4.253716	1.121239	quantifiable
414121	E430016F16Rik	chr7	78516750	78738010	221261	1.801985	2.080877	0.186391	quantifiable	1.881351	2.337724	0.283514	quantifiable
414124	F730035M05Rik	chr12	70227841	70234165	6325	3.164421	3.555798	0.157862	quantifiable	4.856556	5.255063	0.109021	quantifiable
414125	F930017D23Rik	chr10	43593397	43709668	116272	0.813895	0.678228	-0.202887	quantifiable	0.671144	0.447465	-0.416836	quantifiable
414127	G630055G22Rik	chr18	47922841	48107980	185140	1.360142	1.849972	0.389505	quantifiable	1.275487	1.548651	0.241998	quantifiable
