chr	start	end	width_kb	boundary_left_pos	boundary_right_pos	boundary_left_type	boundary_right_type	boundary_left_differential	boundary_right_differential	boundary_left_gap_score	boundary_right_gap_score	boundary_left_tad_score1	boundary_left_tad_score2	boundary_right_tad_score1	boundary_right_tad_score2	boundary_left_enriched	boundary_right_enriched	is_differential	mean_tad_score	mean_gap_score	cg_mc_ctrl_mean	cg_mc_mut_mean	cg_mc_log2fc	cg_mc_pseudocount	cg_mc_ctrl_cv	cg_mc_mut_cv	cg_mc_ctrl_within_var	cg_mc_mut_within_var	cg_mc_ctrl_insulation	cg_mc_mut_insulation	cg_hmc_ctrl_mean	cg_hmc_mut_mean	cg_hmc_log2fc	cg_hmc_pseudocount	cg_hmc_ctrl_cv	cg_hmc_mut_cv	cg_hmc_ctrl_within_var	cg_hmc_mut_within_var	cg_hmc_ctrl_insulation	cg_hmc_mut_insulation	chg_mc_ctrl_mean	chg_mc_mut_mean	chg_mc_log2fc	chg_mc_pseudocount	chg_mc_ctrl_cv	chg_mc_mut_cv	chg_mc_ctrl_within_var	chg_mc_mut_within_var	chg_mc_ctrl_insulation	chg_mc_mut_insulation	chh_mc_ctrl_mean	chh_mc_mut_mean	chh_mc_log2fc	chh_mc_pseudocount	chh_mc_ctrl_cv	chh_mc_mut_cv	chh_mc_ctrl_within_var	chh_mc_mut_within_var	chh_mc_ctrl_insulation	chh_mc_mut_insulation	mecp2_ctrl_mean	mecp2_mut_mean	mecp2_log2fc	mecp2_pseudocount	mecp2_ctrl_cv	mecp2_mut_cv	mecp2_ctrl_within_var	mecp2_mut_within_var	mecp2_ctrl_insulation	mecp2_mut_insulation	mecp2_peak_count	mecp2_up_count	mecp2_down_count
chr8	72040000	72160000	120	72040000	72160000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.153947044767825	-1.27617501262496	1.76909149469445	1.8196770532158	1.71384600609863	2.13359478647285	Matrix 2	Matrix 2	FALSE	1.74146875039654	-0.715061028696391	0.00396636	0.00399664	0.00608	0.00320356209341412	0.252821	0.2372	9.93700278798524e-07	8.99978375584394e-07	0.00139425	0.00135056	0.00031502	0.00026803	-0.172682	0.000101517354514925	0.670732	0.728071	5.00318290836805e-08	3.25718179145568e-08	0.00023493	0.00027738	-3.2e-07	6.4e-07	1.273313	1e-06	NA	NA	4.94083327978849e-12	0	7.7e-07	0	-4.7e-07	8.1e-07	1.768843	1e-06	NA	NA	8.33333358168602e-12	0	2.43e-06	0	0.62965673	0.50058489	-0.205592	0.342143936271676	0.628522	0.622993	0.156623351452569	0.0972589659717605	0.32818755	0.25136859	0	0	0
chr8	72170000	72360000	190	72170000	72360000	Non-Differential	Merge	Non-Differential	Differential	-1.57287218121426	-3.2374643124969	1.98209708223521	2.49943712436718	1.19967489130501	2.26461406084281	Matrix 2	Matrix 2	TRUE	1.59088598677011	-2.40516824685558	0.00604004	0.00606263	0.003522	0.00320356209341412	0.259565	0.271535	2.43681882440898e-06	2.68336768626077e-06	0.00158016	0.00140227	0.00085116	0.00081315	-0.058751	0.000101517354514925	0.416324	0.437549	1.36836957240061e-07	1.28547128366658e-07	3.283e-05	4.419e-05	9e-08	1.3e-07	0.056449	1e-06	NA	NA	0	0	0	1.43e-06	-2.06e-06	7.8e-07	NA	1e-06	NA	NA	3.14628133924712e-10	0	1.276e-05	0	1.19569206	0.98434176	-0.213293	0.342143936271676	0.420267	0.504261	0.252512707874608	0.246375706725516	0.21155815	0.29037231	0	0	0
chr8	72370000	72470000	100	72370000	72470000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.334062544720142	-0.28139661433524	2.06564755543604	1.95569098672213	2.32393252641998	2.41642559364769	Matrix 1	Matrix 2	FALSE	2.19479004092801	0.026332965192451	0.00560062	0.00579938	0.032206	0.00320356209341412	0.416942	0.411868	5.39999766997038e-06	5.75976311916658e-06	0.0022031	0.00197733	0.00120435	0.00103151	-0.204827	0.000101517354514925	0.514096	0.529867	3.96626514968649e-07	2.87730783589801e-07	0.0005936	0.00055416	-4.2e-07	-4.6e-07	-0.116512	1e-06	NA	NA	0	2.0449001909256e-11	0	1.43e-06	4.1e-07	6e-08	-0.420141	1e-06	3.162278	NA	1.10889002858162e-10	0	1.033e-05	0	1.22830466	0.98810181	-0.239484	0.342143936271676	0.503093	0.504411	0.381847674854843	0.24839731922908	0.41900234	0.29477275	0	0	0
chr8	72490000	72640000	150	72490000	72640000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.0869617628357511	1.30760682082291	2.4456334817502	2.41694970695376	6.77341372138642	6.34305689412121	Matrix 1	Matrix 1	FALSE	4.60952360156831	0.69728429182933	0.00288238	0.00312085	0.055451	0.00320356209341412	0.825218	0.819922	5.58964934238102e-06	6.63497554308163e-06	0.00411125	0.00398337	0.00120934	0.00107187	-0.159838	0.000101517354514925	0.851613	0.890384	1.07555251632855e-06	8.82131020019255e-07	0.00058229	0.00067827	0	5e-08	0.077243	1e-06	NA	NA	0	1.8592665711085e-11	1.79e-06	3.07e-06	0	0	0	1e-06	NA	NA	0	0	9.62e-06	1.462e-05	0.91187144	0.7037834	-0.261772	0.342143936271676	0.994678	0.977842	0.822692935406605	0.473610226693325	0.40903942	0.32261888	0	0	0
chr8	72640000	72840000	200	72640000	72840000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.30760682082291	-0.484676658043212	6.77341372138642	6.34305689412121	1.963595180585	2.12296944497144	Matrix 1	Matrix 2	FALSE	4.36850445098571	0.411465081389848	0.00519968	0.00520998	0.001767	0.00320356209341412	0.401613	0.423871	4.40585297288282e-06	4.85731552685731e-06	0.00402658	0.00398928	0.00058183	0.00050884	-0.162964	0.000101517354514925	0.720619	0.620773	1.71858035481138e-07	9.67351133002248e-08	0.00023197	0.00024669	6e-07	8.1e-07	0.18077	1e-06	4.472136	2.532565	1.60205005841404e-11	2.65613416013812e-11	1.79e-06	3.07e-06	5.19e-06	6.85e-06	0.344087	1e-06	3.833159	4.351328	4.68210991471255e-10	1.01176205663148e-09	1.058e-05	1.462e-05	0.88675619	0.73212321	-0.194015	0.342143936271676	0.527375	0.575693	0.218701161731728	0.177645933953445	0.50227649	0.39976033	0	0	0
chr8	72840000	72970000	130	72840000	72970000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.484676658043212	-1.85171433693934	1.963595180585	2.12296944497144	3.12325934072091	3.73228955776728	Matrix 2	Matrix 2	FALSE	2.54342726065296	-1.16819549749128	0.00569546	0.00577966	0.013585	0.00320356209341412	0.654093	0.660609	1.41763036654869e-05	1.48259523904293e-05	0.00312712	0.00316553	0.00048243	0.00038728	-0.256585	0.000101517354514925	0.446866	0.355542	3.68103244984961e-08	1.6226984803654e-08	2.327e-05	4.193e-05	1.9e-07	-2.1e-06	NA	1e-06	NA	NA	0	1.92307692307692e-10	0	5e-06	5e-08	-2.6e-07	-0.491269	1e-06	2.599122	NA	1.83060272602164e-11	0	9.6e-07	0	0.61871591	0.48579771	-0.214797	0.342143936271676	0.614847	0.597744	0.144718444919543	0.0843233699348096	0.26495813	0.16166688	0	0	0
chr8	72970000	73250000	280	72970000	73250000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.85171433693934	-0.322722227335062	3.12325934072091	3.73228955776728	2.03486912908964	2.14096556770012	Matrix 2	Matrix 2	FALSE	2.57906423490528	-1.0872182821372	0.00389471	0.00394852	0.010897	0.00320356209341412	0.46066	0.496258	3.19255132035961e-06	3.86069840884611e-06	0.00167392	0.00157787	0.00061551	0.00055492	-0.127368	0.000101517354514925	0.380096	0.413302	5.63056860379126e-08	5.17613304492643e-08	0.00014606	0.00014354	4e-08	0	-0.06301	1e-06	NA	NA	0	0	0	5e-06	2.5e-07	7e-08	-0.219128	1e-06	NA	NA	1.60321436558451e-12	0	0	1.33e-06	0.8029132	0.64099146	-0.219958	0.342143936271676	0.456806	0.4657	0.134525068334064	0.0891085890426229	0.1566248	0.08033699	0	0	0
chr8	73250000	73400000	150	73250000	73400000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.322722227335062	-0.810622926078814	2.03486912908964	2.14096556770012	1.28402189296298	1.55063900654638	Matrix 2	Matrix 2	FALSE	1.65944551102631	-0.566672576706938	0.00441617	0.00449389	0.014639	0.00320356209341412	0.432777	0.421755	3.63058191462813e-06	3.6130293211387e-06	0.00060745	0.00056395	0.00083274	0.00074931	-0.134966	0.000101517354514925	0.679098	0.647791	3.38161344121525e-07	2.31479189130279e-07	0.00023017	0.00020467	0	3.3e-07	0.415035	1e-06	NA	NA	0	0	0	0	4.4e-07	8.2e-07	0.335507	1e-06	NA	12.527169	0	1.74366665199541e-11	0	1.81e-06	1.00856408	0.78764643	-0.257661	0.342143936271676	0.579086	0.627312	0.341113087871624	0.244138425171584	0.17410523	0.1468103	0	0	0
chr8	73400000	73580000	180	73400000	73580000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.810622926078814	-1.66191352066056	1.28402189296298	1.55063900654638	1.31975076157283	1.86640226399106	Matrix 2	Matrix 2	FALSE	1.3018863272679	-1.23626822336969	0.00402388	0.00401126	-0.00252	0.00320356209341412	0.480007	0.471517	3.80379983440343e-06	3.55838628497856e-06	0.00129282	0.00137651	6.877e-05	6.894e-05	0.001376	0.000101517354514925	0.546971	0.646527	1.46364498707272e-09	1.66928646104846e-09	9.192e-05	9.115e-05	-1.7e-07	0	0.275106	1e-06	NA	NA	0	0	4.5e-07	2.5e-07	2.9e-07	5.2e-07	0.233845	1e-06	4.242641	2.325658	2.22222228844961e-11	5.0541177992026e-12	2.97e-06	3.42e-06	0.27179953	0.20420894	-0.168273	0.342143936271676	0.822796	0.831729	0.0500134500907778	0.0288481853192445	0.34434971	0.27564877	0	0	0
chr8	73580000	73890000	310	73580000	73890000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.66191352066056	-1.78465009839445	1.31975076157283	1.86640226399106	3.07319213393571	3.66016287920566	Matrix 2	Matrix 2	FALSE	2.19647144775427	-1.7232818095275	0.0029072	0.00289212	-0.003565	0.00320356209341412	0.295803	0.301024	7.51881183965501e-07	7.58331043378891e-07	0.00094195	0.00102975	6.687e-05	6.352e-05	-0.028949	0.000101517354514925	0.472787	0.42225	9.56158992228232e-10	5.64621975352132e-10	2.993e-05	2.835e-05	1.7e-07	1.5e-07	-0.026122	1e-06	5.567764	5.567764	6.53225858365337e-13	2.01612909234339e-13	4.5e-07	2.5e-07	-6.7e-07	-5.9e-07	0.321213	1e-06	47.428307	NA	4.95299161650725e-11	1.78145157562629e-11	2.97e-06	2.94e-06	0.43692379	0.34716662	-0.176595	0.342143936271676	0.62343	0.653336	0.0741974883332425	0.0514460095532392	0.28997125	0.21337	0	0	0
chr8	73890000	74050000	160	73890000	74050000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.78465009839445	-0.374446618799176	3.07319213393571	3.66016287920566	2.76084211230785	2.88393054056874	Matrix 2	Matrix 2	FALSE	2.91701712312178	-1.07954835859681	0.00306224	0.00305522	-0.001618	0.00320356209341412	0.399099	0.39943	1.54003939501478e-06	1.4797898983182e-06	0.00092429	0.0009351	7.619e-05	8.731e-05	0.087542	0.000101517354514925	0.64138	0.656551	2.66950000131013e-09	3.01040764550538e-09	3.181e-05	4.36e-05	0	-9e-08	-0.139533	1e-06	NA	NA	0	0	0	0	5.5e-07	0	-0.629353	1e-06	4	NA	3.15062520630658e-12	0	0	0	0.45493309	0.36793325	-0.166743	0.342143936271676	0.632715	0.645193	0.0828546214950968	0.0563538163828913	0.20690274	0.15402218	0	0	0
chr8	74050000	74170000	120	74050000	74170000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.374446618799176	-0.708621068903567	2.76084211230785	2.88393054056874	1.52993330230797	1.7629887108701	Matrix 2	Matrix 2	FALSE	2.14538770730791	-0.541533843851372	0.00267077	0.00265567	-0.003712	0.00320356209341412	0.303211	0.300025	6.73303154777741e-07	6.38074374510444e-07	0.00084535	0.00083469	6.272e-05	5.834e-05	-0.039026	0.000101517354514925	0.704461	0.651457	1.78804207537191e-09	1.61519354446676e-09	1.649e-05	4.048e-05	0	0	0	1e-06	NA	NA	0	0	0	0	-1.26e-06	-3.11e-06	2.997197	1e-06	NA	NA	0	8.45907271744555e-10	0	8e-08	0.46758464	0.33426336	-0.259546	0.342143936271676	0.466327	0.483779	0.0475437001246285	0.026149426851338	0.1193425	0.10374938	0	0	0
chr8	74170000	74350000	180	74170000	74350000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.708621068903567	0.944425944175719	1.52993330230797	1.7629887108701	3.48224398678887	3.17146108187057	Matrix 2	Matrix 1	FALSE	2.50608864454842	0.117902437636076	0.00306916	0.0030459	-0.00536	0.00320356209341412	0.317094	0.295775	9.68793803875988e-07	8.24228036070033e-07	0.00012344	0.00011146	6.739e-05	7.217e-05	0.040276	0.000101517354514925	0.558605	0.477636	1.36818148284615e-09	8.87042615957385e-10	1.337e-05	2.378e-05	-6.9e-07	0	1.710475	1e-06	NA	NA	0	0	0	0	1.67e-06	9.5e-07	-0.448483	1e-06	4.242641	4.242641	3.47222222222222e-11	2.13555548575189e-12	2.5e-06	7e-07	0.46952225	0.36317645	-0.202608	0.342143936271676	0.578442	0.563895	0.0737627448510197	0.0419408244650154	0.02127097	0.05032695	0	0	0
chr8	74350000	74490000	140	74350000	74490000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.944425944175719	1.21362061116536	3.48224398678887	3.17146108187057	2.04072192117006	1.64143192159991	Matrix 1	Matrix 1	FALSE	2.76148295397946	1.07902327767054	0.00314531	0.00314001	-0.001206	0.00320356209341412	0.390802	0.398391	1.53610579287477e-06	1.54422926801769e-06	0.00052323	0.0004991	7.68e-05	8.532e-05	0.067262	0.000101517354514925	0.546424	0.369117	1.99926066806928e-09	8.02422644169295e-10	7.166e-05	6.9e-05	9e-08	-1.1e-07	-0.283997	1e-06	NA	NA	0	0	0	0	0	0	0	1e-06	NA	NA	0	0	2.5e-06	6.2e-07	0.45845298	0.36755139	-0.173876	0.342143936271676	0.725078	0.668866	0.110500824373955	0.0604394313991446	0.05264126	0.0677164	0	0	0
chr8	74490000	74630000	140	74490000	74630000	Non-Differential	Merge	Non-Differential	Differential	1.21362061116536	-2.066453336453	2.04072192117006	1.64143192159991	1.16207797777838	1.8418094919408	Matrix 1	Matrix 2	TRUE	1.60139994947422	-0.426416362643821	0.00410502	0.00409549	-0.001883	0.00320356209341412	0.399796	0.415054	2.69233119667982e-06	2.89292930688233e-06	0.00097993	0.0009578	0.00018096	0.0002295	0.228766	0.000101517354514925	0.482059	0.413717	8.33603388544784e-09	9.33099516464478e-09	0.0001039	8.582e-05	0	0	0	1e-06	NA	NA	0	0	0	0	-3.1e-07	-5.7e-07	-0.671368	1e-06	NA	NA	0	0	0	0	0.57122092	0.47787471	-0.155535	0.342143936271676	0.51632	0.547885	0.0869865724103989	0.0685508592792556	0.14127099	0.14505336	0	0	0
chr8	74630000	74800000	170	74630000	74800000	Merge	Non-Differential	Differential	Non-Differential	-2.066453336453	-1.23311321637243	1.16207797777838	1.8418094919408	1.40725141171629	1.81284453491203	Matrix 2	Matrix 2	TRUE	1.28466469474734	-1.64978327641271	0.0040666	0.00411819	0.010203	0.00320356209341412	0.494219	0.48895	4.09897661185115e-06	4.19194936268449e-06	0.00132829	0.00123831	0.00016883	0.00019156	0.116462	0.000101517354514925	0.56783	0.633189	8.38400640611727e-09	1.32237313273359e-08	0.00010182	9.905e-05	8.6e-07	2.9e-07	-0.522419	1e-06	NA	NA	0	0	0	0	-3.4e-07	9e-08	0.73437	1e-06	NA	NA	0	0	0	0	3.26190015	2.60415166	-0.290714	0.342143936271676	2.402718	2.375764	61.4259807819144	38.2775586010457	0.32435908	0.29021886	0	0	0
chr8	74810000	74930000	120	74810000	74930000	Non-Differential	Complex	Non-Differential	Differential	-0.761732377948243	-2.9427211623214	1.31461289743124	1.56514629798009	0.942293813850759	1.91028416018702	Matrix 2	Matrix 2	TRUE	1.128453355641	-1.85222677013482	0.00393457	0.00396395	0.005926	0.00320356209341412	0.228786	0.220298	8.23063297623472e-07	7.57109769276637e-07	0.00199798	0.0019082	0.00052042	0.00074467	0.444211	0.000101517354514925	0.471094	0.571438	5.65808438075739e-08	1.85254599305207e-07	0.00023288	0.00041835	0	-9e-08	-0.1354	1e-06	NA	NA	0	0	0	0	-1.32e-06	0	NA	1e-06	NA	NA	2.08333333333333e-10	0	5e-06	1.25e-06	1.18261671	1.47451309	0.252703	0.342143936271676	0.356962	0.663628	0.178205428215707	0.957486338408013	0.50871442	0.99944731	2	2	0
chr8	74940000	75060000	120	74940000	75060000	Complex	Non-Differential	Differential	Non-Differential	-3.95061159087155	-1.15764054890655	0.980704681269702	2.28024348675165	2.11826337288643	2.49900696673508	Matrix 2	Matrix 2	TRUE	1.54948402707807	-2.55412606988905	0.00563614	0.00577155	0.021932	0.00320356209341412	0.301032	0.302966	2.88813503878169e-06	3.02783106405973e-06	0.00077655	0.00072663	0.00083629	0.00069597	-0.233836	0.000101517354514925	0.747342	0.738511	4.1230532071515e-07	2.69093498720629e-07	0.00032329	0.00048251	-3e-08	4e-08	0.096014	1e-06	NA	NA	0	0	0	0	-1.2e-07	-6.9e-07	-1.515035	1e-06	NA	NA	1.05256822030246e-11	1.30208333333333e-11	0	1.25e-06	1.08550262	0.84628855	-0.264579	0.342143936271676	0.662356	0.670211	0.516951255499697	0.321704550787873	0.33115604	0.6206878	0	0	0
chr8	75070000	75240000	170	75070000	75240000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.489378018847469	0.746698716383754	2.08709445612403	1.92604554939516	2.54741501074314	2.3017048508563	Matrix 1	Matrix 1	FALSE	2.31725473343358	0.618038367615611	0.00522598	0.00519974	-0.004499	0.00320356209341412	0.272081	0.276332	2.02872740711056e-06	2.07371320767198e-06	0.0009485	0.00075293	0.00071893	0.00070044	-0.032887	0.000101517354514925	0.480197	0.486274	1.20057331426585e-07	1.09703545734382e-07	0.00049912	0.00045805	8.3e-07	-3.8e-07	-1.563137	1e-06	NA	2.830104	0	1.99056628264399e-11	0	1.43e-06	2.84e-06	4.11e-06	0.413793	1e-06	6.948749	3.704358	1.1035235712821e-10	2.76424856459183e-10	4e-06	6.19e-06	1.40577302	1.13103224	-0.246707	0.342143936271676	0.45282	0.436777	0.405216369640097	0.244047940667332	0.93008907	0.72992735	1	0	1
chr8	75250000	75530000	280	75250000	75530000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.60523554735215	-0.75429752402124	1.8615481236693	2.38953803988713	1.28222468581096	1.53031338512394	Matrix 2	Matrix 2	FALSE	1.57188640474013	-1.1797665356867	0.00422937	0.00421545	-0.002704	0.00320356209341412	0.434066	0.441973	3.42947662019106e-06	3.50159654533294e-06	0.00082172	0.00100976	0.00015973	0.00015135	-0.047023	0.000101517354514925	0.668876	0.609145	1.05917372435868e-08	8.36670627356975e-09	0.00034326	0.00034046	0	0	0	1e-06	NA	NA	0	0	0	1.43e-06	-3.34e-06	-1.77e-06	-1.604889	1e-06	NA	5.291503	2.04538134889409e-10	1.60321436558451e-12	5.25e-06	6.19e-06	31.06372964	24.86758512	-0.317054	0.342143936271676	5.209957	5.210815	26192.6004634539	16791.1951566128	0.4972124	0.40705515	0	0	0
chr8	75530000	75680000	150	75530000	75680000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.75429752402124	-0.587889587146741	1.28222468581096	1.53031338512394	1.5700413406071	1.76338036653619	Matrix 2	Matrix 2	FALSE	1.42613301320903	-0.67109355558399	0.00442296	0.00441538	-0.001435	0.00320356209341412	0.218682	0.224104	9.66005136170061e-07	9.92117642216832e-07	0.00085925	0.00093075	0.00013917	0.00014737	0.048322	0.000101517354514925	0.475758	0.516514	3.87720319900373e-09	5.94203687901015e-09	3.531e-05	3.798e-05	-1.5e-06	-3.3e-07	NA	1e-06	NA	NA	0	0	0	0	0	6.9e-07	0.766098	1e-06	3.872983	NA	1.04166666666667e-11	5.66971443927288e-12	1.25e-06	0	0.54345179	0.42125886	-0.214204	0.342143936271676	0.49065	0.496453	0.0711003083830196	0.0437381441391713	0.16549088	0.12616786	0	0	0
chr8	75690000	75970000	280	75690000	75970000	Non-Differential	Split	Non-Differential	Differential	0.147464329630581	2.33955934643975	1.75479089397998	1.70622640183373	1.73470938031774	0.965046912242076	Matrix 1	Matrix 1	TRUE	1.74475013714886	1.24351183803517	0.00391214	0.00392971	0.003559	0.00320356209341412	0.445545	0.457347	3.04371179868732e-06	3.20191348132521e-06	0.0005647	0.00044673	0.00013369	0.00013434	0.003949	0.000101517354514925	0.514979	0.557954	4.46988124392653e-09	5.50799678956236e-09	3.824e-05	5.41e-05	6e-08	9e-08	0.03841	1e-06	NA	5.291503	0	4.40035725627627e-12	0	0	-1.8e-07	-7e-08	0.188316	1e-06	NA	NA	0	0	0	0	0.5084172	0.39402927	-0.20837	0.342143936271676	0.962279	0.946329	0.239356635280756	0.139041453055667	0.21837679	0.15293414	0	0	0
chr8	75970000	76100000	130	75970000	76100000	Split	Non-Differential	Differential	Non-Differential	2.33955934643975	-1.97274469184195	1.73470938031774	0.965046912242076	2.37628200524899	3.0251492765105	Matrix 1	Matrix 2	TRUE	2.05549569278336	0.183407327298901	0.00340142	0.00337815	-0.005094	0.00320356209341412	0.352661	0.348422	1.43792232055021e-06	1.38667376044874e-06	0.00049646	0.00045828	0.00019929	0.00022543	0.120247	0.000101517354514925	0.503315	0.511367	1.06619945331424e-08	1.20505105094228e-08	7.934e-05	8.918e-05	0	-8e-08	-0.124521	1e-06	NA	NA	0	0	0	0	-3.6e-07	1.92e-06	2.190464	1e-06	NA	NA	0	0	0	0	0.67257031	0.53247379	-0.214349	0.342143936271676	0.30923	0.319654	0.0432558265904696	0.0289709262293003	0.22418	0.16740312	0	0	0
chr8	76100000	76270000	170	76100000	76270000	Non-Differential	Complex	Non-Differential	Differential	-1.97274469184195	2.34814505284902	2.37628200524899	3.0251492765105	1.50268038855999	0.730200955629236	Matrix 2	Matrix 1	TRUE	1.93948119690449	0.187700180503537	0.00353781	0.00353966	0.000396	0.00320356209341412	0.253313	0.259613	8.05468568236084e-07	8.6575127380681e-07	0.00039646	0.00033702	0.00016202	0.00016567	0.01986	0.000101517354514925	0.305654	0.330597	2.26449364934527e-09	2.71159367149521e-09	8.794e-05	0.00011191	0	0	0	1e-06	NA	NA	0	0	0	0	-3.9e-07	-1.3e-07	0.515619	1e-06	NA	NA	0	4.87117627277094e-12	0	0	0.56209008	0.44401724	-0.201871	0.342143936271676	0.464657	0.494428	0.0682154280849873	0.0481958990874536	0.15969744	0.15820979	0	0	0
chr8	76270000	76420000	150	76270000	76420000	Complex	Strength Change	Differential	Differential	2.34814505284902	2.7308815222936	1.50268038855999	0.730200955629236	3.69530624071656	2.7968547367666	Matrix 1	Matrix 1	TRUE	2.59899331463827	2.53951328757131	0.00345839	0.00342928	-0.006318	0.00320356209341412	0.398749	0.397814	1.94935478177052e-06	1.8444254665542e-06	0.00059227	0.00068996	0.00025506	0.00030032	0.172369	0.000101517354514925	0.591767	0.680224	2.37942512337762e-08	3.8158534764446e-08	6.919e-05	6.877e-05	0	0	0	1e-06	NA	NA	0	0	0	0	1.4e-07	0	-0.195346	1e-06	NA	NA	0	0	0	0	0.6957512	0.58456152	-0.163478	0.342143936271676	0.64247	0.698621	0.199811035257454	0.166782025554151	0.14780834	0.10383219	0	0	0
chr8	76420000	76580000	160	76420000	76580000	Strength Change	Non-Differential	Differential	Non-Differential	2.7308815222936	1.82864460997946	3.69530624071656	2.7968547367666	1.88381955858727	1.2822198644034	Matrix 1	Matrix 1	TRUE	2.78956289965191	2.27976306613653	0.0037212	0.00368233	-0.00812	0.00320356209341412	0.345252	0.349737	1.68613709519512e-06	1.69573967678345e-06	0.00096727	0.00109751	0.00021135	0.00026284	0.219838	0.000101517354514925	0.369754	0.462402	6.85612520253941e-09	1.36665176161349e-08	6.396e-05	6.298e-05	-1e-07	-1.1e-07	-0.010106	1e-06	NA	NA	0	0	0	8.3e-07	5.2e-07	-3.4e-07	-1.207588	1e-06	4	28.546266	1.96000012099743e-12	3.85162505489091e-12	0	0	0.86358835	0.65193928	-0.278471	0.342143936271676	0.414477	0.424775	0.128116224358435	0.0766872310823082	0.10933826	0.03456976	0	0	0
chr8	76580000	76870000	290	76580000	76870000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.82864460997946	-1.97598500610111	1.88381955858727	1.2822198644034	1.77109635192771	2.4210486779101	Matrix 1	Matrix 2	FALSE	1.82745795525749	-0.0736701980608248	0.00388736	0.00386369	-0.004823	0.00320356209341412	0.196773	0.200011	5.90602400125373e-07	6.01271868845034e-07	0.00078743	0.00076303	0.00020017	0.00020551	0.025332	0.000101517354514925	0.448423	0.424868	8.46305201692171e-09	7.35359306782362e-09	0.00011483	0.00013722	-1.1e-07	7e-08	0.264195	1e-06	NA	5.385165	0	2.37551706055115e-12	0	8.3e-07	0	3e-07	0.380423	1e-06	5.385165	3.89704	1.3255171980529e-12	5.4046306086394e-12	0	0	0.55742165	0.44679785	-0.18931	0.342143936271676	0.5595	0.57134	0.0972681291208891	0.0651650304775664	0.21042284	0.17256959	0	0	0
chr8	76880000	77330000	450	76880000	77330000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.52556098422666	0.875830844180954	2.03544572118371	1.53354182840892	1.59476867624976	1.30661010457655	Matrix 1	Matrix 1	FALSE	1.81510719871674	1.20069591420381	0.00605274	0.00600623	-0.007267	0.00320356209341412	0.306531	0.29222	3.4465819029941e-06	3.08820476483389e-06	0.00104497	0.00091115	0.00086391	0.00081453	-0.075745	0.000101517354514925	0.550132	0.612879	2.35734188084348e-07	2.50493414442502e-07	0.00021874	0.00029601	-9e-08	1e-07	0.275058	1e-06	NA	4.713196	6.19755523702834e-12	4.47619191578964e-12	6.2e-07	0	2.4e-07	1.9e-07	-0.064511	1e-06	7.14957	NA	1.54002828784525e-11	8.52981792348533e-12	0	0	1.18502651	0.92107933	-0.273751	0.342143936271676	0.420963	0.401513	0.24885426026214	0.136770420097051	0.50262954	0.41048828	0	0	0
chr8	77530000	77630000	100	77530000	77630000	Non-Differential	Shifted	Non-Differential	Shifted	-0.832397117895804	2.07510706428276	1.833182555221	2.10694500994113	2.55861456068207	1.87591869366209	Matrix 2	Matrix 1	FALSE	2.19589855795153	0.621354973193478	0.00706725	0.00714457	0.010821	0.00320356209341412	0.219651	0.216883	2.41728161621636e-06	2.41443421874465e-06	0.00088337	0.00088963	0.00089386	0.00081473	-0.119501	0.000101517354514925	0.512939	0.535896	1.99145187654836e-07	1.85654788529206e-07	0.00115458	0.00119112	0	0	0	1e-06	NA	NA	0	0	0	0	4.8e-07	-1.25e-06	NA	1e-06	3.162278	NA	8.2809996637106e-12	0	2.5e-06	0	0.79185208	0.60797704	-0.255232	0.342143936271676	0.371531	0.357159	0.0865540915751869	0.0471527430025437	0.44857719	0.39460493	0	0	0
