enh_idx	loop_idx	enh_on_anchor	partner_type	own_type	enhancer_class	loop_type	logFC	FDR	direction	is_differential	partner_group	promoter_gene	promoter_distance	enh_chr	enh_start	enh_end	in_abc	abc_score_wt	abc_score_ko	delta_abc
43763	29195	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0466807182079699	0.784572805593631	unchanged	FALSE	Promoter	Dcun1d3	0	chr7	118979725	118980063	FALSE	NA	NA	NA
43767	32227	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.17901463039745	0.0366885296791445	down_in_mutant	TRUE	Promoter	Fam181b	0	chr7	92874180	92875450	TRUE	0.063063	0.05876	-0.004303
43767	36470	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.185296039858083	0.0139577337396743	down_in_mutant	TRUE	Promoter	Fam181b	0	chr7	92874180	92875450	TRUE	0.063063	0.05876	-0.004303
43773	8314	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.0785416797139741	0.608784597471628	unchanged	FALSE	Promoter	Gm10433	0	chr12	100131777	100132046	FALSE	NA	NA	NA
43778	7591	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0107441936290212	0.884956703152949	unchanged	FALSE	Promoter	Septin8	743	chr11	53478736	53478866	FALSE	NA	NA	NA
43779	34773	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.00687165530969873	0.932353564935999	unchanged	FALSE	Promoter	Uckl1	0	chr2	181386009	181386248	FALSE	NA	NA	NA
43789	29993	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0328704569909387	0.704813117813221	unchanged	FALSE	Promoter	Mfsd10	0	chr5	34177247	34177670	FALSE	NA	NA	NA
43796	21495	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0355577175549808	0.797080361272834	unchanged	FALSE	Promoter	Afap1l2	0	chr19	56811637	56811738	FALSE	NA	NA	NA
43799	33963	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0450084346285937	0.616955658005587	unchanged	FALSE	Promoter	Ptprs	1482	chr17	56360312	56360797	TRUE	0.083659	0.085238	0.001579
43801	28612	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.351830989930889	0.00163559697253318	down_in_mutant	TRUE	Promoter	Gm30889	0	chr18	82486349	82486474	FALSE	NA	NA	NA
43811	14740	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.19537709264692	0.0255951641754232	up_in_mutant	TRUE	Promoter	Snhg10	0	chr12	104751951	104752453	TRUE	0.033315	0.029193	-0.004122
43813	11074	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.158564580967329	0.0337867746519938	down_in_mutant	TRUE	Promoter	Lrrc4c	0	chr2	94470829	94471027	FALSE	NA	NA	NA
43816	3114	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0975991383414736	0.453599139636958	unchanged	FALSE	Promoter	Gm26608	0	chr5	27791336	27791837	TRUE	0.027867	0.0316	0.003733
43816	5871	1	Repressed_Promoter	Active_Promoter	Stable	Active_Promoter-Repressed_Promoter	0.484984529789476	0.00606310350004873	up_in_mutant	TRUE	Promoter	Htr5a	0	chr5	27791336	27791837	TRUE	0.12082	0.121044	0.000224
43821	5825	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0669273978711517	0.494254560608088	unchanged	FALSE	Promoter	Mrpl37	0	chr4	106910210	106910659	TRUE	0.036491	0.035556	-0.000935
43843	27104	1	Active_Promoter	Repressed_Promoter	Stable	Active_Promoter-Repressed_Promoter	0.0184918894212252	0.868990989145717	unchanged	FALSE	Promoter	Actr10	0	chr12	70235169	70235444	FALSE	NA	NA	NA
43853	8406	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0239246345773704	0.884190247725706	unchanged	FALSE	Promoter	Aldh6a1	0	chr12	84408183	84409166	TRUE	0.039939	0.042017	0.002078
43857	28856	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0149692135522796	0.89749910111586	unchanged	FALSE	Promoter	Tsc22d2	0	chr3	57735559	57736363	TRUE	0.035962	0.019427	-0.016535
43857	2907	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.201402530662145	0.330490096988877	unchanged	FALSE	Promoter	Pfn2	0	chr3	57735559	57736363	TRUE	0.092541	0.056221	-0.03632
43867	714	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0567905560249147	0.84162939076491	unchanged	FALSE	Promoter	Pdgfc	0	chr3	80913042	80913358	TRUE	0.07022	0.055055	-0.015165
43871	37538	1	Bivalent_Promoter	Other	Stable	Bivalent_Promoter-Other	0.00445821422853989	0.970963699611372	unchanged	FALSE	Promoter	Pgk1	0	chrX	106011676	106012088	TRUE	0.026433	0.020335	-0.006098
43874	34237	1	Repressed_Promoter	Other	Stable	Repressed_Promoter-Other	0.0750596667017581	0.160333047794315	unchanged	FALSE	Promoter	Tram2	0	chr1	20939184	20939294	FALSE	NA	NA	NA
43881	38717	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0919034295338035	0.197897809988465	unchanged	FALSE	Promoter	Adamts18	0	chr8	113664620	113664862	FALSE	NA	NA	NA
43885	37323	1	Active_Promoter	Polycomb	Stable	Active_Promoter-Polycomb	0.170990410494432	0.0273009559493475	up_in_mutant	TRUE	Promoter	Hs6st1	0	chr1	34891676	34891865	FALSE	NA	NA	NA
43885	24465	1	Active_Promoter	Polycomb	Stable	Active_Promoter-Polycomb	0.129321884123323	0.36585715049382	unchanged	FALSE	Promoter	Hs6st1	0	chr1	34891676	34891865	FALSE	NA	NA	NA
43886	27262	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0703975893952581	0.486277422036682	unchanged	FALSE	Promoter	Atp6v1g2	0	chr17	34120990	34121586	FALSE	NA	NA	NA
43886	38279	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0192959490533957	0.844278972754424	unchanged	FALSE	Promoter	Gm20460	0	chr17	34120990	34121586	FALSE	NA	NA	NA
43887	5088	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0100998689035135	0.953674457649874	unchanged	FALSE	Promoter	Ascc1	0	chr10	59951611	59952319	TRUE	0.092297	0.09855	0.006253
43889	35619	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0183137721500105	0.784804311322543	unchanged	FALSE	Promoter	Mrpl37	0	chr4	106848855	106848994	FALSE	NA	NA	NA
43891	15996	1	Active_Promoter	Repressed_Promoter	Stable	Active_Promoter-Repressed_Promoter	-0.124775258743343	0.0898152653250967	unchanged	FALSE	Promoter	Card19	0	chr13	48653921	48654087	FALSE	NA	NA	NA
43891	17672	1	Active_Promoter	Polycomb	Stable	Active_Promoter-Polycomb	0.0648478083230797	0.645789971864303	unchanged	FALSE	Promoter	Phf2	0	chr13	48653921	48654087	FALSE	NA	NA	NA
43893	38568	1	Repressed_Promoter	Polycomb	Stable	Repressed_Promoter-Polycomb	0.159251566236854	0.0642976204897614	unchanged	FALSE	Promoter	Rimbp2	0	chr5	128809563	128809764	FALSE	NA	NA	NA
43901	7814	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0855067177716574	0.274073478068956	unchanged	FALSE	Promoter	Gabra6	0	chr11	42182025	42182623	TRUE	0.048003	0.065131	0.017128
43901	33102	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.122874961027603	0.141047513781092	unchanged	FALSE	Promoter	Gabrb2	0	chr11	42182025	42182623	TRUE	0.0495	0.070113	0.020613
43901	7906	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0501595881843018	0.691648658400561	unchanged	FALSE	Promoter	Gabrb2	243	chr11	42182025	42182623	TRUE	0.0495	0.070113	0.020613
43918	10740	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0639661065836171	0.26249742047258	unchanged	FALSE	Promoter	Gm13630	0	chr2	66256365	66257117	TRUE	0.120313	0.07035	-0.049963
43918	34941	1	Repressed_Promoter	Active_Promoter	Stable	Active_Promoter-Repressed_Promoter	0.133304587896098	0.0523645278487597	unchanged	FALSE	Promoter	Scn9a	0	chr2	66256365	66257117	TRUE	0.139428	0.168648	0.02922
43918	22416	1	Bivalent_Promoter	Active_Promoter	Stable	Active_Promoter-Bivalent_Promoter	0.336205723629907	0.00123818399317512	up_in_mutant	TRUE	Promoter	Scn1a	0	chr2	66256365	66257117	TRUE	0.068988	0.065059	-0.003929
43920	1608	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0774574485589927	0.177814920034678	unchanged	FALSE	Promoter	Mfsd10	0	chr5	34534945	34535116	FALSE	NA	NA	NA
43936	30508	1	Repressed_Promoter	Active_Enhancer	Stable	Repressed_Promoter-Active_Enhancer	0.114634846588251	0.0802014653204542	unchanged	FALSE	Promoter	Dubr	0	chr16	50364050	50364662	FALSE	NA	NA	NA
43936	4493	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0391326311421947	0.842100339940808	unchanged	FALSE	Promoter	Bbx	0	chr16	50364050	50364662	TRUE	0.020882	0.02526	0.004378
43937	26091	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.226131126660747	0.104512774839741	unchanged	FALSE	Promoter	Nbas	0	chr12	11436490	11437051	TRUE	0.033252	0.019614	-0.013638
43939	18594	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0561536011993984	0.628559899483211	unchanged	FALSE	Promoter	Ltn1	0	chr16	84735195	84735671	FALSE	NA	NA	NA
43939	30528	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0325091933002062	0.778742505517294	unchanged	FALSE	Promoter	App	0	chr16	84735195	84735671	FALSE	NA	NA	NA
43939	8959	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0285952005544205	0.768038880600965	unchanged	FALSE	Promoter	Gabpa	0	chr16	84735195	84735671	TRUE	0.081749	0.068142	-0.013607
43939	17788	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.00369591506578431	0.990519699733991	unchanged	FALSE	Promoter	App	0	chr16	84735195	84735671	FALSE	NA	NA	NA
43951	4729	1	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	0.165320976718256	0.011776141090902	up_in_mutant	TRUE	Promoter	Gm14343	402	chr2	180569389	180569544	FALSE	NA	NA	NA
43951	27440	1	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	0.160072360238567	0.0130864881459949	up_in_mutant	TRUE	Promoter	Slc17a9	0	chr2	180569389	180569544	FALSE	NA	NA	NA
43972	23736	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0102322979063643	0.877223185626564	unchanged	FALSE	Promoter	Zc2hc1a	0	chr3	7355684	7355799	FALSE	NA	NA	NA
43972	26516	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.074339273239943	0.60974277378949	unchanged	FALSE	Promoter	Impa1	0	chr3	7355684	7355799	FALSE	NA	NA	NA
43972	28889	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.247119406173623	0.0488726751354933	down_in_mutant	TRUE	Promoter	Zbtb10	0	chr3	7355684	7355799	FALSE	NA	NA	NA
43972	31989	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.163055344279791	0.0837234015262075	unchanged	FALSE	Promoter	Mrps28	0	chr3	7355684	7355799	FALSE	NA	NA	NA
43972	38483	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.00797675324765637	0.931940961241039	unchanged	FALSE	Promoter	Stmn2	0	chr3	7355684	7355799	FALSE	NA	NA	NA
43979	33339	1	Active_Promoter	Bivalent_Promoter	Stable	Active_Promoter-Bivalent_Promoter	0.00858193882833442	0.897077027661961	unchanged	FALSE	Promoter	Smim15	0	chr13	107890023	107890799	TRUE	0.119544	0.137405	0.017861
43979	33383	1	Active_Promoter	Bivalent_Promoter	Stable	Active_Promoter-Bivalent_Promoter	-0.137408841923544	0.0936229234053096	unchanged	FALSE	Promoter	Ndufaf2	0	chr13	107890023	107890799	TRUE	0.030318	0.048277	0.017959
43979	8217	1	Active_Promoter	Bivalent_Promoter	Stable	Active_Promoter-Bivalent_Promoter	-0.104992352574113	0.276055659223863	unchanged	FALSE	Promoter	Smim15	0	chr13	107890023	107890799	TRUE	0.119544	0.137405	0.017861
43993	30453	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.123081493041254	0.48047968895456	unchanged	FALSE	Promoter	Acp1	0	chr12	29527328	29527785	FALSE	NA	NA	NA
43996	19561	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.094943101188024	0.233876966247648	unchanged	FALSE	Promoter	Rc3h1	0	chr1	160791972	160792349	FALSE	NA	NA	NA
44002	22649	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0680207572815096	0.500103768637835	unchanged	FALSE	Promoter	Fancd2os	0	chr6	113442446	113442825	FALSE	NA	NA	NA
44005	18481	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0506922705173851	0.631388464438795	unchanged	FALSE	Promoter	Cenpp	0	chr13	49428369	49428608	FALSE	NA	NA	NA
44044	24398	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0685949223169869	0.470413444790965	unchanged	FALSE	Promoter	Lztr1	0	chr16	17405775	17406310	TRUE	0.038882	0.053802	0.01492
44044	14828	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0462272058457912	0.756327341417754	unchanged	FALSE	Promoter	Crkl	0	chr16	17405775	17406310	TRUE	0.086019	0.088127	0.002108
44048	17686	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.119035271214368	0.205902749345915	unchanged	FALSE	Promoter	Prpf4b	0	chr13	34046478	34046649	FALSE	NA	NA	NA
44048	33249	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0708162286255874	0.220953778467563	unchanged	FALSE	Promoter	Psmg4	0	chr13	34046478	34046649	FALSE	NA	NA	NA
44048	37103	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0943290352986876	0.318948230628279	unchanged	FALSE	Promoter	Prpf4b	300	chr13	34046478	34046649	FALSE	NA	NA	NA
44048	38160	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0325983053396743	0.716710192734344	unchanged	FALSE	Promoter	Slc22a23	0	chr13	34046478	34046649	FALSE	NA	NA	NA
44050	26116	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0439748792469418	0.558899239618609	unchanged	FALSE	Promoter	Rpl30	0	chr15	34082270	34083250	TRUE	0.058804	0.050871	-0.007933
44050	38240	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0314009410382686	0.799579770831264	unchanged	FALSE	Promoter	Nipal2	0	chr15	34082270	34083250	FALSE	NA	NA	NA
44052	24170	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0818864825693292	0.354366979629513	unchanged	FALSE	Promoter	Cnot2	1510	chr10	116473866	116474578	TRUE	0.032602	0.029981	-0.002621
44056	11635	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0376235984112808	0.637510417499037	unchanged	FALSE	Promoter	6430590A07Rik	0	chr3	40846502	40847266	TRUE	0.194461	0.196561	0.0021
44056	16458	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.213079366035342	0.160202793191001	unchanged	FALSE	Promoter	Larp1b	0	chr3	40846502	40847266	TRUE	0.15205	0.121259	-0.030791
44057	37565	1	Repressed_Promoter	Repressed_Promoter	Stable	Repressed_Promoter-Repressed_Promoter	0.0268987835079726	0.866791863685736	unchanged	FALSE	Promoter	Slc38a5	0	chrX	7947719	7948249	TRUE	0.031135	0.033179	0.002044
44065	35538	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.25349848019093	0.0239325457512312	down_in_mutant	TRUE	Promoter	Ankrd50	0	chr3	37414564	37414676	FALSE	NA	NA	NA
44068	36432	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0977192433481562	0.311337775646103	unchanged	FALSE	Promoter	Inppl1	0	chr7	101666692	101666850	FALSE	NA	NA	NA
44068	36517	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0816981144297818	0.38226805534147	unchanged	FALSE	Promoter	Xntrpc	0	chr7	101666692	101666850	FALSE	NA	NA	NA
44070	10811	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0192335757938751	0.820760522142581	unchanged	FALSE	Promoter	Arhgap21	0	chr2	20903077	20903537	TRUE	0.072241	0.06088	-0.011361
44073	27504	1	Bivalent_Promoter	Active_Promoter	Stable	Active_Promoter-Bivalent_Promoter	0.160407959196056	0.280191763417606	unchanged	FALSE	Promoter	Paupar	0	chr2	104712088	104712524	FALSE	NA	NA	NA
44080	30093	1	Repressed_Promoter	Repressed_Promoter	Stable	Repressed_Promoter-Repressed_Promoter	-0.0868206488386176	0.454402230059061	unchanged	FALSE	Promoter	Fam187b	0	chr7	30625875	30626382	FALSE	NA	NA	NA
44087	24535	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0448743303166732	0.543266423830004	unchanged	FALSE	Promoter	Tmem250-ps	0	chr2	26055149	26055412	FALSE	NA	NA	NA
44088	35696	1	Active_Promoter	Polycomb	Stable	Active_Promoter-Polycomb	-0.0323474741913155	0.629843904852785	unchanged	FALSE	Promoter	Bach2	0	chr4	32055084	32055560	FALSE	NA	NA	NA
44088	24666	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.0519055981154799	0.680968250520815	unchanged	FALSE	Promoter	Bach2	1196	chr4	32055084	32055560	FALSE	NA	NA	NA
44089	17192	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0500589672778277	0.702068243367418	unchanged	FALSE	Promoter	Rpl21	0	chr5	146794914	146795229	TRUE	0.074324	0.06489	-0.009434
44090	18169	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.0221577289777756	0.800450933902483	unchanged	FALSE	Promoter	Usp46	0	chr5	73993665	73993797	FALSE	NA	NA	NA
44097	9972	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0822610969497038	0.293118046988855	unchanged	FALSE	Promoter	Gm29856	0	chr1	176933454	176933749	FALSE	NA	NA	NA
44097	31646	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.058373607171257	0.44999807925635	unchanged	FALSE	Promoter	Zbtb18	0	chr1	176933454	176933749	TRUE	0.01549	0.020756	0.005266
44111	33631	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0704593239695822	0.292856416763261	unchanged	FALSE	Promoter	Gm4544	0	chr15	102544863	102545157	TRUE	0.032438	0.036232	0.003794
44111	8603	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.193185309981381	0.0152554085054957	up_in_mutant	TRUE	Promoter	Atp5g2	0	chr15	102544863	102545157	TRUE	0.044327	0.050462	0.006135
44111	8648	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.075767733589518	0.313925691433573	unchanged	FALSE	Promoter	Gm28047	0	chr15	102544863	102545157	TRUE	0.04706	0.04155	-0.00551
44112	29127	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.169052497266279	0.13701843896737	unchanged	FALSE	Promoter	Ica1	0	chr6	6955748	6956292	FALSE	NA	NA	NA
44112	29128	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.168652593108736	0.197684024448753	unchanged	FALSE	Promoter	Mios	0	chr6	6955748	6956292	FALSE	NA	NA	NA
44113	30649	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.100954925997169	0.418969732613688	unchanged	FALSE	Promoter	Gm26979	0	chr1	136331940	136332200	FALSE	NA	NA	NA
44115	24941	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.211005595427325	0.065027528315879	unchanged	FALSE	Promoter	Atxn1	0	chr13	45538499	45539548	TRUE	0.076444	0.048429	-0.028015
44116	32728	1	Repressed_Promoter	Other	Stable	Repressed_Promoter-Other	0.0777038524742392	0.200588730796703	unchanged	FALSE	Promoter	Adamts8	0	chr9	30496869	30497010	FALSE	NA	NA	NA
44120	33955	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0531196235296961	0.493221405176695	unchanged	FALSE	Promoter	Mtcl1	0	chr17	66335694	66335850	FALSE	NA	NA	NA
44120	9456	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0525652867258407	0.676184280361536	unchanged	FALSE	Promoter	Mtcl1	0	chr17	66335694	66335850	FALSE	NA	NA	NA
44128	27415	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0299274178798136	0.807802377890866	unchanged	FALSE	Promoter	Uhrf2	0	chr19	29355649	29355819	FALSE	NA	NA	NA
44128	30725	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0745707249592701	0.76177998201965	unchanged	FALSE	Promoter	Pten	0	chr19	29355649	29355819	FALSE	NA	NA	NA
44128	34686	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0202786679450775	0.785261436966863	unchanged	FALSE	Promoter	Ric1	0	chr19	29355649	29355819	FALSE	NA	NA	NA
44131	27314	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.034614981624075	0.659899423778289	unchanged	FALSE	Promoter	Lpgat1	0	chr1	191312528	191312974	FALSE	NA	NA	NA
44137	6433	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0418971458354227	0.673559195039321	unchanged	FALSE	Promoter	Galns	0	chr8	122500853	122501283	FALSE	NA	NA	NA
44137	6363	1	Repressed_Promoter	Other	Stable	Repressed_Promoter-Other	0.140861719162575	0.201533624327115	unchanged	FALSE	Promoter	Piezo1	0	chr8	122500853	122501283	FALSE	NA	NA	NA
44138	18963	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.15555427051501	0.25896036227649	unchanged	FALSE	Promoter	Tmem106b	0	chr6	11907224	11907924	TRUE	0.031903	0.015901	-0.016002
44138	27825	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.216786544984519	0.168901500474533	unchanged	FALSE	Promoter	Gpr85	0	chr6	11907224	11907924	FALSE	NA	NA	NA
44143	30724	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.158130237102504	0.251480917968277	unchanged	FALSE	Promoter	Gsto1	0	chr19	40830923	40831577	FALSE	NA	NA	NA
44157	8396	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.178660343604567	0.0757060341045139	unchanged	FALSE	Promoter	Cdc42bpb	0	chr12	111331731	111332009	TRUE	0.021901	0.022003	0.000102
44160	28118	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.105216684347918	0.325356595802352	unchanged	FALSE	Promoter	Golga4	0	chr9	117905000	117905479	TRUE	0.019283	0.020747	0.001464
44160	32883	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.00157906410364394	0.983817484045657	unchanged	FALSE	Promoter	Zcwpw2	0	chr9	117905000	117905479	TRUE	0.025775	0.030204	0.004429
44160	32956	1	Bivalent_Promoter	Active_Enhancer	Stable	Bivalent_Promoter-Active_Enhancer	-0.102399006724953	0.373409158818157	unchanged	FALSE	Promoter	Eomes	0	chr9	117905000	117905479	FALSE	NA	NA	NA
44160	4211	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0993934150407475	0.413941082307072	unchanged	FALSE	Promoter	Zcwpw2	0	chr9	117905000	117905479	TRUE	0.025775	0.030204	0.004429
44161	35402	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.069014036839745	0.312848743125728	unchanged	FALSE	Promoter	Med12l	0	chr3	58691967	58692426	TRUE	0.037362	0.02277	-0.014592
44179	21033	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.119408986638272	0.403112368402024	unchanged	FALSE	Promoter	Nupl1	0	chr14	60087094	60087692	FALSE	NA	NA	NA
44179	1919	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0678854240936299	0.821986419502191	unchanged	FALSE	Promoter	Mtmr6	0	chr14	60087094	60087692	FALSE	NA	NA	NA
44186	28356	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.24235175180648	0.000554934459756391	down_in_mutant	TRUE	Promoter	Derl1	0	chr15	57717907	57718070	FALSE	NA	NA	NA
44189	36867	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.121935690763936	0.251781400276316	unchanged	FALSE	Promoter	Mon1b	0	chr8	111889907	111890477	FALSE	NA	NA	NA
44205	39140	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0331889852181625	0.802266379515059	unchanged	FALSE	Promoter	Gm45844	0	chr7	6343532	6344076	TRUE	0.027031	0.014604	-0.012427
44227	25220	1	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	0.0560907089127249	0.432659236953977	unchanged	FALSE	Promoter	Rflna	0	chr5	124902265	124902406	FALSE	NA	NA	NA
44232	29699	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0279850867589094	0.633820646161542	unchanged	FALSE	Promoter	Zfp397	0	chr18	23773205	23773374	FALSE	NA	NA	NA
44232	37385	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.00622977615665106	0.927278433292845	unchanged	FALSE	Promoter	Zfp35	0	chr18	23773205	23773374	FALSE	NA	NA	NA
44232	10277	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.106111136542324	0.166759948717548	unchanged	FALSE	Promoter	Zfp35	0	chr18	23773205	23773374	FALSE	NA	NA	NA
44232	10310	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0289873911433233	0.725674078028212	unchanged	FALSE	Promoter	Zfp397	0	chr18	23773205	23773374	FALSE	NA	NA	NA
44238	10974	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	0.0502857512755725	0.500181760290109	unchanged	FALSE	Promoter	Chd6	0	chr2	161053803	161054098	TRUE	0.035455	0.03911	0.003655
44240	11954	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0319264292162052	0.810607458242697	unchanged	FALSE	Promoter	Slc25a33	0	chr4	149736632	149736889	TRUE	0.062746	0.050329	-0.012417
