loop_id	logFC	FDR	direction	anchor1_chr	anchor1_start	anchor1_end	anchor1_annotation	anchor1_all_genes	anchor1_gene_count	anchor2_chr	anchor2_start	anchor2_end	anchor2_annotation	anchor2_all_genes	anchor2_gene_count
loop_1926	-0.496310707967449	0.0004949617405952	down	chr4	82400000	82410000	Intron (ENSMUST00000050872.14/18028, intron 2 of 11)	Nfib	1	chr4	82580000	82590000	Exon (ENSMUST00000137477.1/ENSMUST00000137477.1, exon 1 of 4)	Nfib	1
loop_21378	0.460453898618648	0.0002357030486601	up	chr4	154320000	154330000	3' UTR	Prdm16	1	chr4	154670000	154680000	Distal Intergenic	NA	0
loop_2337	-0.554403735616347	0.0001388477754494	down	chr4	27500000	27525000	Distal Intergenic	NA	0	chr4	28800000	28825000	Promoter (<=1kb)	Epha7	1
loop_1972	-0.311686636574463	0.0044525608861514	down	chr5	127430000	127440000	Intron (ENSMUST00000119026.7/208213, intron 2 of 8)	Tmem132c	1	chr5	127540000	127550000	Promoter (<=1kb)	Tmem132c	1
loop_2009	-0.303328916114961	0.0079651509051349	down	chr5	43070000	43080000	Distal Intergenic	NA	0	chr5	43220000	43230000	Intron (ENSMUST00000187911.6/665934, intron 1 of 5)	Gm7854	1
loop_2022	-0.448351187341716	0.0039520430697681	down	chr5	73680000	73690000	Distal Intergenic	NA	0	chr5	75150000	75160000	Promoter (<=1kb)	Pdgfra	1
loop_2035	-0.508546412605396	1.48310526848431e-05	down	chr6	60680000	60690000	Distal Intergenic	NA	0	chr6	60820000	60830000	Promoter (<=1kb)	Snca	1
loop_2037	-0.395070523661932	0.0003097877626142	down	chr6	71490000	71500000	Promoter (<=1kb)	Rnf103	1	chr6	71630000	71640000	Promoter (<=1kb)	Kdm3a	1
loop_2060	-0.364387839689459	0.0147518736941879	down	chr6	140760000	140770000	Distal Intergenic	NA	0	chr6	141570000	141580000	3' UTR	Slco1c1	1
loop_2061	-0.437312814623586	0.005487018334462	down	chr6	42700000	42710000	Promoter (<=1kb)	Tcaf1	1	chr6	43330000	43340000	Distal Intergenic	NA	0
loop_2062	-0.377125229448659	0.0148081097135307	down	chr6	24040000	24050000	Distal Intergenic	NA	0	chr6	24450000	24460000	Exon (ENSMUST00000052277.4/214704, exon 10 of 13)	Iqub	1
loop_2073	-0.443589692460237	0.0202336212963071	down	chr6	13880000	13890000	Exon (ENSMUST00000181090.7/76311, exon 2 of 3)	1110019D14Rik	1	chr6	14410000	14420000	Distal Intergenic	NA	0
loop_2074	-1.25053334219114	6.1721781847153e-06	down	chr6	49220000	49230000	Distal Intergenic	NA	0	chr6	52320000	52330000	Distal Intergenic	NA	0
loop_2480	-0.505965528758404	0.0007859328797927	down	chr6	49200000	49225000	Promoter (<=1kb)	Igf2bp3	1	chr6	52000000	52025000	Promoter (<=1kb)	Skap2	1
loop_2088	-0.338371609726041	0.0005116284015061	down	chr7	111080000	111090000	Promoter (<=1kb)	Eif4g2,Zbed5-ps	2	chr7	111150000	111160000	Distal Intergenic	NA	0
loop_2105	-0.3049127979897	0.0252280804611064	down	chr7	82860000	82870000	Promoter (<=1kb)	Mex3b	1	chr7	83230000	83240000	Exon (ENSMUST00000208773.1/ENSMUST00000208773.1, exon 1 of 1)	NA	0
loop_2108	-0.354534616288842	0.0146431116130958	down	chr7	30660000	30670000	Promoter (<=1kb)	Haus5	1	chr7	30950000	30960000	Promoter (<=1kb)	Usf2,Lsr	2
loop_2115	-0.338173005482821	0.027421544998482	down	chr7	92630000	92640000	Promoter (<=1kb)	Ankrd42	1	chr7	93080000	93090000	5' UTR	NA	0
loop_2117	-0.887982533764969	0.0013719508045915	down	chr7	143440000	143450000	Exon (ENSMUST00000184559.1/ENSMUST00000184559.1, exon 1 of 1)	NA	0	chr7	144270000	144280000	Intron (ENSMUST00000105902.7/210274, intron 14 of 22)	Shank2	1
loop_2154	-0.398729172980647	0.0027160159253578	down	chr10	49780000	49790000	Promoter (<=1kb)	Grik2	1	chr10	50060000	50070000	Distal Intergenic	NA	0
loop_2155	-0.365149708431649	0.0046170674619159	down	chr10	109000000	109010000	Promoter (<=1kb)	Syt1	1	chr10	109740000	109750000	Exon (ENSMUST00000032719.14/260315, exon 21 of 39)	Nav3	1
loop_2175	-0.386921155820101	0.009764272007731	down	chr10	100620000	100630000	Distal Intergenic	NA	0	chr10	102440000	102450000	Distal Intergenic	NA	0
loop_2186	-0.699474034887849	0.0023058232764264	down	chr10	45470000	45480000	Promoter (<=1kb)	Lin28b	1	chr10	50890000	50900000	Promoter (<=1kb)	Sim1	1
loop_2212	-0.357861269121538	0.0025684532071766	down	chr8	115430000	115440000	Distal Intergenic	NA	0	chr8	115610000	115620000	Distal Intergenic	NA	0
loop_18727	-0.47348034767217	0.0009071935237486	down	chr8	57960000	57970000	Promoter (<=1kb)	Galntl6	1	chr8	58530000	58540000	5' UTR	Galntl6	1
loop_4243	-0.324555894152314	0.0006739318584471	down	chr8	98800000	98825000	Distal Intergenic	NA	0	chr8	99400000	99425000	Promoter (<=1kb)	Cdh8,A330008L17Rik	2
loop_2253	0.350536011446174	0.0126101911122405	up	chr8	15220000	15230000	Exon (ENSMUST00000104315.1/ENSMUST00000104315.1, exon 1 of 1)	NA	0	chr8	15720000	15730000	Distal Intergenic	NA	0
loop_2257	-0.402757177492851	0.0038571622921264	down	chr8	58140000	58150000	Intron (ENSMUST00000204128.2/270049, intron 5 of 12)	Galntl6	1	chr8	58530000	58540000	5' UTR	Galntl6	1
loop_2258	-0.429114058464164	0.0162875139061459	down	chr8	4230000	4240000	Promoter (<=1kb)	Map2k7,Lrrc8e	2	chr8	4670000	4680000	Exon (ENSMUST00000181337.1/ENSMUST00000181337.1, exon 1 of 2)	NA	0
loop_2314	-0.427724929952878	0.0140433866165185	down	chr14	14860000	14870000	Promoter (<=1kb)	Nek10	1	chr14	16090000	16100000	Distal Intergenic	NA	0
loop_2325	0.457844978756408	0.0020696918492446	up	chr14	32620000	32630000	3' UTR	Drgx	1	chr14	32960000	32970000	Exon (ENSMUST00000061753.14/545030, exon 55 of 59)	Wdfy4	1
loop_8679	-0.530423907324295	0.0004705794079349	down	chr14	61675000	61700000	Promoter (<=1kb)	Dleu2	1	chr14	63250000	63275000	Promoter (<=1kb)	Gata4	1
loop_2338	-0.72167848607225	0.0107976792544575	down	chr14	105690000	105700000	Distal Intergenic	NA	0	chr14	108890000	108900000	Distal Intergenic	NA	0
loop_2368	-0.363377834971474	0.0121295719768916	down	chr9	90690000	90700000	Distal Intergenic	NA	0	chr9	92010000	92020000	Distal Intergenic	NA	0
loop_2379	-0.429438640005797	0.0040735599261542	down	chr9	91130000	91140000	Exon (ENSMUST00000195491.1/ENSMUST00000195491.1, exon 1 of 1)	NA	0	chr9	92010000	92020000	Distal Intergenic	NA	0
loop_2386	-0.412069083154856	0.001223849428592	down	chr9	40330000	40340000	Promoter (<=1kb)	Gramd1b,1700110K17Rik	2	chr9	40580000	40590000	Distal Intergenic	NA	0
loop_2387	-0.40845703088672	0.0015612533267469	down	chr9	91540000	91550000	Intron (ENSMUST00000191272.1/ENSMUST00000191272.1, intron 1 of 2)	NA	0	chr9	92010000	92020000	Distal Intergenic	NA	0
loop_2415	-0.414092441737457	0.016594460605586	down	chr9	78440000	78450000	Promoter (<=1kb)	Cgas,Mto1	2	chr9	79790000	79800000	Promoter (<=1kb)	Tmem30a,4930429F24Rik	2
loop_2418	-1.08587365750228	1.3644068929898e-05	down	chr9	90820000	90830000	Exon (ENSMUST00000185312.1/ENSMUST00000185312.1, exon 1 of 3)	NA	0	chr9	91960000	91970000	Exon (ENSMUST00000209894.1/ENSMUST00000209894.1, exon 1 of 5)	NA	0
loop_2429	-0.40831576093969	0.0278185860654381	down	chr9	28200000	28210000	Intron (ENSMUST00000115243.8/330908, intron 1 of 7)	Opcml	1	chr9	29790000	29800000	Intron (ENSMUST00000075069.10/235106, intron 1 of 7)	Ntm	1
loop_2432	-0.305472167025876	0.0284994487322809	down	chr9	20460000	20470000	Promoter (<=1kb)	Zfp26,Zfp426	2	chr9	20830000	20840000	Exon (ENSMUST00000238827.1/ENSMUST00000238827.1, exon 1 of 20)	NA	0
loop_2505	-0.39345799126794	0.0046045471218544	down	chr11	17950000	17960000	Promoter (<=1kb)	Etaa1os,Etaa1	2	chr11	18750000	18760000	Exon (ENSMUST00000190769.1/ENSMUST00000190769.1, exon 1 of 3)	NA	0
loop_2515	0.352769446315732	0.0024181064181188	up	chr11	33720000	33730000	Intron (ENSMUST00000101368.8/70357, intron 1 of 7)	Kcnip1	1	chr11	34000000	34010000	Intron (ENSMUST00000141450.1/76874, intron 4 of 4)	4930469K13Rik	1
loop_2532	-0.315517249469948	0.024646310535305	down	chr11	71330000	71340000	Distal Intergenic	NA	0	chr11	72150000	72160000	3' UTR	4933427D14Rik	1
loop_2533	-0.44244147825646	0.0023633669901125	down	chr11	29260000	29270000	Distal Intergenic	NA	0	chr11	29880000	29890000	Exon (ENSMUST00000058902.5/237711, exon 6 of 42)	Eml6	1
loop_9688	-0.314422943837828	0.0066877011041566	down	chr11	30675000	30700000	Distal Intergenic	NA	0	chr11	31625000	31650000	Distal Intergenic	NA	0
loop_2565	-0.346950485210338	0.0011005210683704	down	chr13	104510000	104520000	Distal Intergenic	NA	0	chr13	104690000	104700000	Exon (ENSMUST00000131215.1/ENSMUST00000131215.1, exon 2 of 2)	Cwc27	1
loop_2573	-0.32337608239459	0.0015073827602641	down	chr13	96130000	96140000	Promoter (<=1kb)	Sv2c	1	chr13	96380000	96390000	Promoter (<=1kb)	Poc5	1
loop_16984	0.449492547900714	8.40175638713091e-05	up	chr13	37450000	37475000	Exon (ENSMUST00000225986.1/ENSMUST00000225986.1, exon 1 of 2)	NA	0	chr13	37950000	37975000	3' UTR	Ssr1,Rreb1	2
loop_2600	-0.587775891771127	0.015298149963012	down	chr13	83520000	83530000	Promoter (<=1kb)	Mef2c	1	chr13	84340000	84350000	Exon (ENSMUST00000182385.1/ENSMUST00000182385.1, exon 1 of 1)	NA	0
loop_2614	-0.527652771053765	0.0240967070501978	down	chr13	90920000	90930000	Promoter (<=1kb)	Rps23	1	chr13	92350000	92360000	Promoter (<=1kb)	Dhfr,Msh3	2
loop_2650	0.365495065129327	6.91753288901395e-05	up	chr12	75280000	75290000	Distal Intergenic	NA	0	chr12	75370000	75380000	Exon (ENSMUST00000118602.7/80837, exon 2 of 5)	Rhoj	1
loop_2663	-0.342051564332163	0.0026592352195874	down	chr12	72940000	72950000	Promoter (<=1kb)	Six6,4930447C04Rik	2	chr12	73030000	73040000	Distal Intergenic	NA	0
loop_2670	-0.400281203844021	0.0212782028895911	down	chr12	17260000	17270000	Promoter (<=1kb)	Pdia6	1	chr12	17540000	17550000	Promoter (<=1kb)	Odc1	1
loop_2727	-0.319272961692068	0.0013409260561746	down	chr15	42210000	42220000	Distal Intergenic	NA	0	chr15	42700000	42710000	Exon (ENSMUST00000180585.2/ENSMUST00000180585.2, exon 2 of 2)	NA	0
loop_2762	-0.334992401099177	0.0022040566092055	down	chr16	37440000	37450000	Distal Intergenic	NA	0	chr16	37650000	37660000	Promoter (<=1kb)	Ndufb4	1
loop_2775	-0.364168266982651	0.0020815478741168	down	chr16	37450000	37460000	Distal Intergenic	NA	0	chr16	37610000	37620000	Promoter (1-2kb)	Hgd	1
loop_2778	-0.350527936164396	0.0007723108203784	down	chr16	72800000	72810000	Intron (ENSMUST00000232205.1/19876, intron 2 of 28)	Robo1	1	chr16	72910000	72920000	Intron (ENSMUST00000232205.1/19876, intron 3 of 28)	Robo1	1
loop_2783	-0.426628206101119	0.0027572331120902	down	chr16	42910000	42920000	Promoter (<=1kb)	Gm19522,Zbtb20	2	chr16	43590000	43600000	Intron (ENSMUST00000114694.8/56490, intron 13 of 14)	Zbtb20	1
loop_2791	0.305293676796687	0.0021098994716862	up	chr16	96850000	96860000	Intron (ENSMUST00000056102.8/13508, intron 3 of 32)	Dscam	1	chr16	97290000	97300000	Distal Intergenic	NA	0
loop_11085	-0.420632267324955	0.0004705794079349	down	chr16	77250000	77275000	Intron (ENSMUST00000183333.7/77994, intron 2 of 3)	Mir99ahg	1	chr16	78150000	78175000	Distal Intergenic	NA	0
loop_2811	-0.416109901249989	0.0101483175503552	down	chr16	16200000	16210000	Distal Intergenic	NA	0	chr16	16580000	16590000	Intron (ENSMUST00000162671.7/224014, intron 1 of 16)	Fgd4	1
loop_17258	0.384989516962391	0.0003295612194157	up	chr16	72350000	72375000	Exon (ENSMUST00000232381.1/ENSMUST00000232381.1, exon 1 of 1)	Robo1	1	chr16	72975000	73000000	Promoter (<=1kb)	Robo1	1
loop_2923	-0.349712364991175	0.0011176921476137	down	chr1	137690000	137700000	Distal Intergenic	NA	0	chr1	137840000	137850000	Distal Intergenic	NA	0
loop_2931	-0.313062917143718	0.0050877798299685	down	chr1	52950000	52960000	Promoter (<=1kb)	1700019D03Rik	1	chr1	53090000	53100000	Distal Intergenic	NA	0
loop_2966	-0.313408760155147	0.0132337625895197	down	chr1	24670000	24680000	Promoter (<=1kb)	Lmbrd1	1	chr1	25080000	25090000	Exon (ENSMUST00000126626.7/210933, exon 14 of 16)	Adgrb3	1
loop_18867	-0.354083228206352	0.0033025408951208	down	chr1	118300000	118325000	Promoter (<=1kb)	Tsn,Nifk	2	chr1	118750000	118775000	Distal Intergenic	NA	0
loop_3007	-0.439195163964159	0.0087779067812869	down	chr1	160210000	160220000	Promoter (<=1kb)	Cacybp,Rabgap1l	2	chr1	161030000	161040000	Promoter (<=1kb)	Snord47,Gas5,Zbtb37	3
loop_3059	-0.404811497339269	0.0020412863096884	down	chr18	30810000	30820000	Distal Intergenic	NA	0	chr18	31310000	31320000	Promoter (<=1kb)	Rit2	1
loop_3067	-0.350334040541818	0.0052697279458743	down	chr18	30970000	30980000	3' UTR	Rit2	1	chr18	31310000	31320000	Promoter (<=1kb)	Rit2	1
loop_3070	-0.380587835816651	0.0056301402058789	down	chr18	30320000	30330000	3' UTR	Pik3c3	1	chr18	31760000	31770000	Promoter (<=1kb)	Ammecr1l	1
loop_3091	-0.459495845749486	2.50458627324543e-05	down	chr19	17230000	17240000	Exon (ENSMUST00000235246.1/ENSMUST00000235246.1, exon 2 of 3)	NA	0	chr19	17330000	17340000	Promoter (<=1kb)	Gcnt1	1
loop_3104	-0.401559538432995	0.001582093926506	down	chr19	22440000	22450000	Promoter (<=1kb)	Trpm3	1	chr19	22750000	22760000	Promoter (<=1kb)	Trpm3,Mir204	2
loop_3127	-0.450029231025166	0.011465260403656	down	chr19	50250000	50260000	Promoter (<=1kb)	Mir3084-2,Sorcs1	2	chr19	52970000	52980000	Intron (ENSMUST00000236456.1/170750, intron 19 of 19)	Mir3084-2,Xpnpep1	2
loop_3184	-0.384633095685368	0.0016839005975615	down	chr2	141830000	141840000	Exon (ENSMUST00000119675.1/ENSMUST00000119675.1, exon 1 of 2)	Macrod2	1	chr2	142050000	142060000	Intron (ENSMUST00000110067.7/72899, intron 8 of 16)	Macrod2	1
loop_3206	-0.573417140197504	0.0001055846302426	down	chr2	37380000	37390000	Promoter (<=1kb)	Rc3h2	1	chr2	37780000	37790000	Promoter (1-2kb)	Crb2	1
loop_3212	0.338999744985558	0.0012186211130776	up	chr2	28690000	28700000	Promoter (<=1kb)	Tsc1,Spaca9	2	chr2	28840000	28850000	Promoter (<=1kb)	Ddx31,Gtf3c4	2
loop_3219	-0.320682043758598	0.0137509124263788	down	chr2	132310000	132320000	3' UTR	Cds2	1	chr2	132680000	132690000	Promoter (<=1kb)	Shld1	1
loop_3225	-0.357584156133743	0.0007722055694618	down	chr2	112540000	112550000	Intron (ENSMUST00000003705.11/74268, intron 2 of 5)	Aven	1	chr2	112760000	112770000	Exon (ENSMUST00000208151.1/20192, exon 49 of 102)	Ryr3	1
loop_3226	-0.491949005806489	0.0223100056960692	down	chr2	57900000	57910000	Distal Intergenic	NA	0	chr2	58660000	58670000	Exon (ENSMUST00000230667.1/ENSMUST00000230667.1, exon 2 of 2)	Upp2	1
loop_3233	-0.678173305988614	0.0001054504570777	down	chr2	73770000	73780000	Promoter (<=1kb)	Chn1	1	chr2	74660000	74670000	Promoter (<=1kb)	Hoxd13	1
loop_3235	0.335254682841438	0.0234839367782023	up	chr2	90720000	90730000	Exon (ENSMUST00000057481.6/59015, exon 29 of 37)	Nup160	1	chr2	91580000	91590000	Exon (ENSMUST00000111338.9/75786, exon 24 of 44)	Ckap5	1
loop_3373	-0.737957048030215	0.0046045471218544	down	chr3	42070000	42080000	Distal Intergenic	NA	0	chr3	50900000	50910000	Distal Intergenic	NA	0
loop_3385	-0.704609826479253	0.006054246415804	down	chr3	92150000	92160000	Distal Intergenic	NA	0	chr3	93490000	93500000	Exon (ENSMUST00000195295.1/ENSMUST00000195295.1, exon 2 of 2)	NA	0
loop_3386	-0.359587615689042	3.92342140348747e-05	down	chr4	98540000	98550000	Promoter (<=1kb)	Patj	1	chr4	98660000	98670000	Exon (ENSMUST00000041284.9/12695, exon 35 of 44)	Patj	1
loop_3425	-0.362317962656441	0.0001475029181894	down	chr4	82640000	82650000	Exon (ENSMUST00000118347.1/ENSMUST00000118347.1, exon 1 of 1)	Nfib	1	chr4	82710000	82720000	Distal Intergenic	NA	0
loop_3459	-0.656986374442489	0.000214855755092	down	chr4	26960000	26970000	Distal Intergenic	NA	0	chr4	27490000	27500000	Distal Intergenic	NA	0
loop_3466	-0.689627833515699	0.0001620660208252	down	chr4	26930000	26940000	Distal Intergenic	NA	0	chr4	27420000	27430000	Distal Intergenic	NA	0
loop_3481	-0.455352679414107	0.004758797960857	down	chr4	54700000	54710000	Distal Intergenic	NA	0	chr4	55000000	55010000	Promoter (1-2kb)	Zfp462	1
loop_3483	-0.368855969017315	0.01402123495208	down	chr4	4790000	4800000	Promoter (<=1kb)	Bpnt2	1	chr4	6190000	6200000	Promoter (<=1kb)	Ubxn2b	1
loop_3486	-0.516656936673203	0.0014360854121374	down	chr4	98720000	98730000	Promoter (<=1kb)	L1td1	1	chr4	99180000	99190000	Distal Intergenic	NA	0
loop_3491	-0.37439435637466	0.0246311810531766	down	chr4	35370000	35380000	Distal Intergenic	NA	0	chr4	40010000	40020000	Distal Intergenic	NA	0
loop_3494	-0.895790040121369	0.0007121697499798	down	chr4	45750000	45760000	Distal Intergenic	NA	0	chr4	47290000	47300000	Promoter (1-2kb)	Col15a1	1
loop_3566	-0.41702038068364	0.0010930913013603	down	chr5	68350000	68360000	Distal Intergenic	NA	0	chr5	69520000	69530000	5' UTR	Yipf7	1
loop_3577	-0.310766333978077	0.0212419960198831	down	chr5	76020000	76030000	Distal Intergenic	NA	0	chr5	76410000	76420000	Exon (ENSMUST00000201954.1/ENSMUST00000201954.1, exon 1 of 1)	NA	0
loop_3581	-0.355915847712032	0.0145552259263074	down	chr5	96990000	97000000	Promoter (<=1kb)	Bmp2k	1	chr5	97110000	97120000	Promoter (<=1kb)	Paqr3	1
loop_3604	-0.701613968344608	0.0117881630580104	down	chr5	77800000	77810000	Distal Intergenic	NA	0	chr5	83480000	83490000	Distal Intergenic	NA	0
loop_3619	-0.302318870990761	0.0065341677832646	down	chr6	92090000	92100000	Promoter (<=1kb)	Nr2c2	1	chr6	92210000	92220000	Promoter (<=1kb)	Rbsn	1
loop_3638	-0.354737548497228	0.0041602254660214	down	chr6	107060000	107070000	Distal Intergenic	NA	0	chr6	107560000	107570000	5' UTR	Lrrn1	1
loop_3659	-0.513025604246568	0.0002097205010062	down	chr6	125950000	125960000	3' UTR	Ano2	1	chr6	126160000	126170000	Promoter (<=1kb)	Ntf3	1
loop_3678	-0.322812841108387	0.0114680718265303	down	chr6	23750000	23760000	Intron (ENSMUST00000166458.8/320405, intron 2 of 29)	Cadps2	1	chr6	24450000	24460000	Exon (ENSMUST00000052277.4/214704, exon 10 of 13)	Iqub	1
loop_3682	-0.319126038394881	0.0212175377858313	down	chr6	5930000	5940000	Intron (ENSMUST00000115556.7/13426, intron 10 of 16)	Dync1i1	1	chr6	6570000	6580000	Promoter (<=1kb)	Sem1	1
loop_3687	0.407046239943032	0.0012365711268571	up	chr6	97250000	97260000	Promoter (<=1kb)	Lmod3	1	chr6	97740000	97750000	Distal Intergenic	NA	0
loop_3692	-0.439031163807444	0.0007343824111495	down	chr6	85410000	85420000	Distal Intergenic	NA	0	chr6	85890000	85900000	3' UTR	Nat8f4	1
loop_3693	-1.15525136278972	5.15192962683633e-06	down	chr6	49210000	49220000	Promoter (<=1kb)	Igf2bp3	1	chr6	52160000	52170000	Promoter (<=1kb)	Hoxaas2,Hotairm1,Hoxa2,Hoxa3	4
loop_3707	-0.635509763156543	0.0008903792910624	down	chr6	59500000	59510000	Distal Intergenic	NA	0	chr6	60200000	60210000	Distal Intergenic	NA	0
loop_3717	-0.697914098646631	0.0031180078591711	down	chr6	23240000	23250000	Promoter (<=1kb)	Fezf1	1	chr6	49220000	49230000	Distal Intergenic	NA	0
loop_3755	-0.410173549331985	0.0084268825426345	down	chr7	91570000	91580000	Intron (ENSMUST00000231777.2/23859, intron 7 of 27)	Dlg2	1	chr7	92020000	92030000	Intron (ENSMUST00000231777.2/23859, intron 15 of 27)	Dlg2	1
loop_3802	-0.440068117893278	0.0284279277936535	down	chr7	119840000	119850000	Promoter (<=1kb)	Rexo5	1	chr7	120640000	120650000	Promoter (<=1kb)	Uqcrc2	1
loop_3803	-0.343030245887325	0.0272816479145153	down	chr7	80380000	80390000	Promoter (<=1kb)	Fes,Furin	2	chr7	80850000	80860000	Promoter (<=1kb)	NA	0
loop_3807	-0.422719671661531	0.0155234086181618	down	chr7	24450000	24460000	Promoter (<=1kb)	Irgc	1	chr7	24660000	24670000	Promoter (<=1kb)	Gm4598,Tex101	2
loop_3837	-0.325476237329315	0.0026700798643418	down	chr10	105300000	105310000	Exon (ENSMUST00000061506.8/278279, exon 8 of 12)	Tmtc2	1	chr10	105570000	105580000	Promoter (<=1kb)	Tmtc2,Gm15663	2
loop_3840	-0.301580848502978	0.006488708765366	down	chr10	109000000	109010000	Promoter (<=1kb)	Syt1	1	chr10	109710000	109720000	Exon (ENSMUST00000032719.14/260315, exon 25 of 39)	Nav3	1
loop_3853	-0.375824648354178	0.0104204400213276	down	chr10	16990000	17000000	Promoter (<=1kb)	Gm20125	1	chr10	17660000	17670000	Distal Intergenic	NA	0
loop_3856	-0.359649050004829	0.0010687154218571	down	chr10	96840000	96850000	Intron (ENSMUST00000218446.1/ENSMUST00000218446.1, intron 1 of 1)	NA	0	chr10	97080000	97090000	Distal Intergenic	NA	0
loop_3870	-0.369935844714978	0.0048031221160271	down	chr10	66360000	66370000	Distal Intergenic	NA	0	chr10	66780000	66790000	Distal Intergenic	NA	0
loop_3882	-0.412805032075719	0.0033887938319704	down	chr10	53110000	53120000	3' UTR	Slc35f1	1	chr10	53330000	53340000	Promoter (<=1kb)	Cep85l,Pln	2
loop_3892	-0.906362167886298	5.58919872287993e-05	down	chr10	22150000	22160000	Promoter (<=1kb)	Raet1e,H60b	2	chr10	22810000	22820000	Promoter (<=1kb)	Tcf21	1
loop_3899	-0.687871705606101	0.0002235584386229	down	chr10	19240000	19250000	Distal Intergenic	NA	0	chr10	20120000	20130000	Promoter (<=1kb)	Map3k5	1
loop_3989	0.414769832139891	0.0019716864947172	up	chr14	18500000	18510000	Distal Intergenic	NA	0	chr14	18890000	18900000	Promoter (<=1kb)	Ube2e2	1
loop_3998	0.45188776599764	0.0004750985903972	up	chr14	100290000	100300000	Exon (ENSMUST00000211525.1/ENSMUST00000211525.1, exon 2 of 3)	NA	0	chr14	100470000	100480000	Exon (ENSMUST00000227740.1/ENSMUST00000227740.1, exon 2 of 2)	NA	0
loop_3999	0.313707258722178	0.0262675730149251	up	chr14	28500000	28510000	Promoter (<=1kb)	Wnt5a	1	chr14	29090000	29100000	Promoter (<=1kb)	Cacna2d3	1
loop_4035	0.447381965532026	0.0001585703216322	up	chr9	15930000	15940000	Exon (ENSMUST00000217308.2/270120, exon 22 of 26)	Fat3	1	chr9	16500000	16510000	Promoter (<=1kb)	Fat3	1
loop_4056	0.336349719846961	0.0239340156995773	up	chr9	122240000	122250000	3' UTR	Ano10	1	chr9	122730000	122740000	Distal Intergenic	NA	0
loop_4090	0.367472757048672	7.01824662666438e-05	up	chr11	87260000	87270000	Intron (ENSMUST00000055438.4/320472, intron 1 of 6)	Ppm1e	1	chr11	87360000	87370000	Promoter (<=1kb)	NA	0
loop_4100	0.307703700184583	0.0001587144072888	up	chr11	29260000	29270000	Distal Intergenic	NA	0	chr11	29360000	29370000	Distal Intergenic	NA	0
loop_4114	0.325518648213142	0.0215496818791311	up	chr11	112780000	112790000	Promoter (<=1kb)	Sox9,BC006965	2	chr11	113160000	113170000	Intron (ENSMUST00000136438.7/72386, intron 1 of 2)	2610035D17Rik	1
loop_4134	0.58013998348429	3.16092357108216e-05	up	chr13	72630000	72640000	Promoter (<=1kb)	Irx2	1	chr13	72780000	72790000	Exon (ENSMUST00000221207.1/ENSMUST00000221207.1, exon 2 of 3)	NA	0
loop_4453	0.456276209825462	0.0005593916372793	up	chr13	21150000	21175000	Distal Intergenic	NA	0	chr13	22025000	22050000	Promoter (<=1kb)	H4c9,H2ac11,H2ac12,H2bc11,H2bc12	5
loop_4159	0.518616895052132	0.0053899274010349	up	chr13	21270000	21280000	Distal Intergenic	NA	0	chr13	22020000	22030000	Exon (ENSMUST00000224688.1/ENSMUST00000224688.1, exon 2 of 2)	NA	0
loop_4160	0.321025890146395	0.0107175816018699	up	chr13	40840000	40850000	Exon (ENSMUST00000223759.1/ENSMUST00000223759.1, exon 1 of 1)	NA	0	chr13	40970000	40980000	Intron (ENSMUST00000153685.1/102633880, intron 1 of 4)	A730081D07Rik	1
loop_4169	0.48335527415867	0.0033185541925842	up	chr13	68600000	68610000	Intron (ENSMUST00000022007.7/69315, intron 1 of 2)	Cfap90	1	chr13	69080000	69090000	Distal Intergenic	NA	0
loop_4232	0.355670060101394	0.0004682449157048	up	chr15	83660000	83670000	Exon (ENSMUST00000229057.1/ENSMUST00000229057.1, exon 1 of 1)	Scube1	1	chr15	83750000	83760000	Distal Intergenic	NA	0
loop_4234	0.773746753993014	1.40745615887756e-05	up	chr15	93590000	93600000	Promoter (<=1kb)	Prickle1	1	chr15	94210000	94220000	Distal Intergenic	NA	0
loop_4252	0.414601404290585	0.0232257918667441	up	chr15	52800000	52810000	Distal Intergenic	NA	0	chr15	53690000	53700000	Intron (ENSMUST00000078673.13/320679, intron 3 of 4)	Samd12	1
loop_4358	0.356735703033614	0.0031458607144338	up	chr1	65040000	65050000	Promoter (1-2kb)	Cryge	1	chr1	65170000	65180000	Promoter (<=1kb)	Idh1	1
loop_4359	0.563821208914998	6.1721781847153e-06	up	chr1	135460000	135470000	Promoter (<=1kb)	Nav1	1	chr1	135700000	135710000	Distal Intergenic	NA	0
loop_4364	0.348130874935813	0.0018497550418725	up	chr1	97980000	97990000	Intron (ENSMUST00000058762.14/18484, intron 1 of 25)	Pam	1	chr1	98090000	98100000	Promoter (<=1kb)	Pam	1
loop_4376	0.596320911255412	0.0002265926429541	up	chr1	187830000	187840000	Intron (ENSMUST00000127489.7/26381, intron 3 of 3)	Esrrg	1	chr1	188070000	188080000	Intron (ENSMUST00000110939.7/26381, intron 4 of 7)	Esrrg	1
loop_4378	0.382181563530059	0.0041602254660214	up	chr1	104620000	104630000	Distal Intergenic	NA	0	chr1	104970000	104980000	Exon (ENSMUST00000062528.8/23836, exon 8 of 12)	Cdh20	1
loop_4382	-0.3614433521232	0.0193747743763489	down	chr1	84730000	84740000	Promoter (<=1kb)	Trip12	1	chr1	84980000	84990000	Distal Intergenic	NA	0
