loop_id	direction	anchor1_annotation	anchor2_annotation	anchor1_gene	anchor2_gene
loop_6930	up	Intron (ENSMUST00000060208.10/329421, intron 23 of 34)	Promoter (<=1kb)	Myo3b	Gad1
loop_19759	up	Promoter (<=1kb)	Distal Intergenic	Bmp2	Mir3090
loop_15310	up	Promoter (<=1kb)	Exon (ENSMUST00000127518.1/74362, exon 2 of 4)	Tbx15	Spag17
loop_17920	up	Promoter (1-2kb)	Promoter (<=1kb)	Col15a1	Tgfbr1
loop_15375	up	Promoter (<=1kb)	Promoter (<=1kb)	Gm10445	Cyp26b1
loop_17959	down	Distal Intergenic	Promoter (1-2kb)	1600014C10Rik	Pop4
loop_58	up	Promoter (<=1kb)	Intron (ENSMUST00000033965.13/23965, intron 2 of 28)	Dctd	Tenm3
loop_128	down	Promoter (<=1kb)	3' UTR	Bmp5	Bmp5
loop_147	down	Promoter (<=1kb)	Promoter (<=1kb)	Alkbh8	Gucy1a2
loop_286	down	Promoter (<=1kb)	Promoter (<=1kb)	H3c10	H1f6
loop_293	down	Promoter (<=1kb)	Promoter (<=1kb)	Wdr37	Zmynd11
loop_412	down	Intron (ENSMUST00000231580.1/19876, intron 1 of 1)	Promoter (<=1kb)	Robo1	Robo1
loop_417	down	Intron (ENSMUST00000064405.7/13837, intron 5 of 16)	Promoter (<=1kb)	Epha3	Epha3
loop_575	down	Distal Intergenic	Promoter (<=1kb)	Gm17767	Stat1
loop_585	down	Promoter (<=1kb)	Distal Intergenic	Slc39a10	Mir6350
loop_590	down	Promoter (<=1kb)	Distal Intergenic	Slc39a10	C230029F24Rik
loop_720	down	Promoter (<=1kb)	Promoter (<=1kb)	Mab21l2	Dclk2
loop_13138	down	Promoter (<=1kb)	Exon (ENSMUST00000110083.7/228677, exon 7 of 12)	Btbd3	Ism1
loop_962	down	Distal Intergenic	Promoter (<=1kb)	Mpdz	Frem1
loop_14598	down	Distal Intergenic	Promoter (<=1kb)	4930548K13Rik	Epha7
loop_1081	down	Intron (ENSMUST00000067888.13/29807, intron 7 of 8)	Promoter (<=1kb)	9430018G01Rik	Tpk1
loop_15620	down	Promoter (<=1kb)	Exon (ENSMUST00000071535.9/232714, exon 22 of 48)	Tmem178b	Mgam
loop_1150	down	Intron (ENSMUST00000049430.14/233733, intron 1 of 10)	Promoter (<=1kb)	Galnt18	Galnt18
loop_1177	up	Promoter (<=1kb)	Exon (ENSMUST00000105902.7/210274, exon 7 of 23)	Dhcr7	Shank2
loop_1219	down	Promoter (<=1kb)	3' UTR	Syt1	Nav3
loop_16584	down	Promoter (<=1kb)	Promoter (<=1kb)	Rspo3	Hddc2
loop_1282	down	Exon (ENSMUST00000104315.1/ENSMUST00000104315.1, exon 1 of 1)	Promoter (<=1kb)	Myom2	Csmd1
loop_1312	up	Intron (ENSMUST00000226090.1/67509, intron 1 of 1)	Promoter (<=1kb)	Saysd1	Kcnk16
loop_1354	down	Distal Intergenic	Promoter (<=1kb)	Bmp5	Hmgcll1
loop_1384	down	Promoter (<=1kb)	Distal Intergenic	Tbx18	Rasgrf1
loop_1385	down	Promoter (<=1kb)	Promoter (<=1kb)	Isl2	Skor1
loop_1456	down	Promoter (<=1kb)	Promoter (<=1kb)	H3c11	H3c2
loop_1460	down	Promoter (<=1kb)	Promoter (<=1kb)	Ramacl	Zfp712
loop_1465	down	Promoter (1-2kb)	Distal Intergenic	Mir9-2	Tmem161b
loop_1501	down	Promoter (<=1kb)	Exon (ENSMUST00000220072.1/17933, exon 4 of 4)	Myt1l	Myt1l
loop_4498	up	Distal Intergenic	Promoter (<=1kb)	Serpina3n	Dicer1
loop_1541	down	Promoter (<=1kb)	Promoter (<=1kb)	Ndst3	Tram1l1
loop_1543	up	3' UTR	Promoter (<=1kb)	Cyth4	Cdc42ep1
loop_17209	down	Promoter (<=1kb)	5' UTR	Gm19522	Mir568
loop_1582	down	Intron (ENSMUST00000126354.7/56490, intron 3 of 7)	Promoter (<=1kb)	Zbtb20	Zbtb20
loop_1594	down	Distal Intergenic	Promoter (<=1kb)	Cmss1	Cldnd1
loop_1612	down	Promoter (<=1kb)	Exon (ENSMUST00000097413.4/50873, exon 2 of 3)	Prkn	Prkn
loop_1631	down	Intron (ENSMUST00000232945.1/14158, intron 12 of 14)	Promoter (<=1kb)	Fer	Man2a1
loop_4354	up	Promoter (<=1kb)	Distal Intergenic	Sh3bp4	Sh3bp4
loop_19791	up	Promoter (<=1kb)	Distal Intergenic	Slc16a2	Slc16a2
loop_17448	down	Distal Intergenic	Promoter (<=1kb)	C230029F24Rik	Tmeff2
loop_1730	down	Exon (ENSMUST00000092070.12/16774, exon 18 of 75)	Promoter (<=1kb)	Lama3	Osbpl1a
loop_1807	down	Distal Intergenic	Promoter (<=1kb)	B4galt5	Ube2v1
loop_1876	down	Exon (ENSMUST00000156177.8/80883, exon 3 of 7)	Promoter (<=1kb)	Ntng1	Prmt6
loop_2337	down	Distal Intergenic	Promoter (<=1kb)	4930548K13Rik	Epha7
loop_1972	down	Intron (ENSMUST00000119026.7/208213, intron 2 of 8)	Promoter (<=1kb)	Tmem132c	Tmem132c
loop_2022	down	Distal Intergenic	Promoter (<=1kb)	Spata18	Pdgfra
loop_2035	down	Distal Intergenic	Promoter (<=1kb)	Snca	Snca
loop_2037	down	Promoter (<=1kb)	Promoter (<=1kb)	Rnf103	Kdm3a
loop_2061	down	Promoter (<=1kb)	Distal Intergenic	Tcaf1	Nobox
loop_2480	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Skap2
loop_2088	down	Promoter (<=1kb)	Distal Intergenic	Eif4g2	Zbed5-ps
loop_2105	down	Promoter (<=1kb)	Exon (ENSMUST00000208773.1/ENSMUST00000208773.1, exon 1 of 1)	Mex3b	A530021J07Rik
loop_2108	down	Promoter (<=1kb)	Promoter (<=1kb)	Car10	Utp18
loop_2115	down	Promoter (<=1kb)	5' UTR	Ankrd42	Gm15501
loop_2154	down	Promoter (<=1kb)	Distal Intergenic	Grik2	Grik2
loop_2155	down	Promoter (<=1kb)	Exon (ENSMUST00000032719.14/260315, exon 21 of 39)	Syt1	Nav3
loop_2186	down	Promoter (<=1kb)	Promoter (<=1kb)	Lin28b	Sim1
loop_18727	down	Promoter (<=1kb)	5' UTR	Galntl6	Gm15881
loop_4243	down	Distal Intergenic	Promoter (<=1kb)	Gm15679	Cdh8
loop_2258	down	Promoter (<=1kb)	Exon (ENSMUST00000181337.1/ENSMUST00000181337.1, exon 1 of 2)	Map2k7	Zfp958
loop_2314	down	Promoter (<=1kb)	Distal Intergenic	Nek10	Oxsm
loop_8679	down	Promoter (<=1kb)	Promoter (<=1kb)	Dleu2	Gata4
loop_2386	down	Promoter (<=1kb)	Distal Intergenic	Gramd1b	Gramd1b
loop_2415	down	Promoter (<=1kb)	Promoter (<=1kb)	Cgas	Tmem30a
loop_2432	down	Promoter (<=1kb)	Exon (ENSMUST00000238827.1/ENSMUST00000238827.1, exon 1 of 20)	Cadm2	Cadm2
loop_2505	down	Promoter (<=1kb)	Exon (ENSMUST00000190769.1/ENSMUST00000190769.1, exon 1 of 3)	Etaa1os	Meis1
loop_2573	down	Promoter (<=1kb)	Promoter (<=1kb)	Nyap2	Nyap2
loop_2600	down	Promoter (<=1kb)	Exon (ENSMUST00000182385.1/ENSMUST00000182385.1, exon 1 of 1)	Mef2c	Tmem161b
loop_2614	down	Promoter (<=1kb)	Promoter (<=1kb)	Rps23	Dhfr
loop_2663	down	Promoter (<=1kb)	Distal Intergenic	4930447C04Rik	Six1
loop_2670	down	Promoter (<=1kb)	Promoter (<=1kb)	Pdia6	Odc1
loop_2762	down	Distal Intergenic	Promoter (<=1kb)	Stxbp5l	Ndufb4
loop_2775	down	Distal Intergenic	Promoter (1-2kb)	Stxbp5l	Hgd
loop_2783	down	Promoter (<=1kb)	Intron (ENSMUST00000114694.8/56490, intron 13 of 14)	Gm19522	Mir568
loop_17258	up	Exon (ENSMUST00000232381.1/ENSMUST00000232381.1, exon 1 of 1)	Promoter (<=1kb)	Robo1	Robo1
loop_2931	down	Promoter (<=1kb)	Distal Intergenic	1700019D03Rik	Mstn
loop_2966	down	Promoter (<=1kb)	Exon (ENSMUST00000126626.7/210933, exon 14 of 16)	Lmbrd1	Adgrb3
loop_18867	down	Promoter (<=1kb)	Distal Intergenic	Tsn	Tfcp2l1
loop_3007	down	Promoter (<=1kb)	Promoter (<=1kb)	Cacybp	Snord47
loop_3059	down	Distal Intergenic	Promoter (<=1kb)	Rit2	Rit2
loop_3067	down	3' UTR	Promoter (<=1kb)	Rit2	Rit2
loop_3070	down	3' UTR	Promoter (<=1kb)	Pik3c3	Ammecr1l
loop_3091	down	Exon (ENSMUST00000235246.1/ENSMUST00000235246.1, exon 2 of 3)	Promoter (<=1kb)	Prune2	Gcnt1
loop_3104	down	Promoter (<=1kb)	Promoter (<=1kb)	Trpm3	Mir204
loop_3127	down	Promoter (<=1kb)	Intron (ENSMUST00000236456.1/170750, intron 19 of 19)	Sorcs1	Xpnpep1
loop_3206	down	Promoter (<=1kb)	Promoter (1-2kb)	Rc3h2	Crb2
loop_3212	up	Promoter (<=1kb)	Promoter (<=1kb)	Spaca9	Ddx31
loop_3219	down	3' UTR	Promoter (<=1kb)	Cds2	Shld1
loop_3233	down	Promoter (<=1kb)	Promoter (<=1kb)	Chn1	Hoxd13
loop_3386	down	Promoter (<=1kb)	Exon (ENSMUST00000041284.9/12695, exon 35 of 44)	Patj	L1td1
loop_3481	down	Distal Intergenic	Promoter (1-2kb)	Zfp462	Zfp462
loop_3483	down	Promoter (<=1kb)	Promoter (<=1kb)	Bpnt2	Ubxn2b
loop_3486	down	Promoter (<=1kb)	Distal Intergenic	L1td1	Atg4c
loop_3494	down	Distal Intergenic	Promoter (1-2kb)	Gm12409	Col15a1
loop_3581	down	Promoter (<=1kb)	Promoter (<=1kb)	Bmp2k	Paqr3
loop_3619	down	Promoter (<=1kb)	Promoter (<=1kb)	Nr2c2	Rbsn
loop_3659	down	3' UTR	Promoter (<=1kb)	Ano2	Ntf3
loop_3682	down	Intron (ENSMUST00000115556.7/13426, intron 10 of 16)	Promoter (<=1kb)	1700019G24Rik	Sem1
loop_3687	up	Promoter (<=1kb)	Distal Intergenic	Lmod3	Mitf
loop_3693	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Hoxaas2
loop_3717	down	Promoter (<=1kb)	Distal Intergenic	Fezf1	Igf2bp3
loop_3802	down	Promoter (<=1kb)	Promoter (<=1kb)	Rexo5	Uqcrc2
loop_3803	down	Promoter (<=1kb)	Promoter (<=1kb)	Fes	Zscan2
loop_3807	down	Promoter (<=1kb)	Promoter (<=1kb)	Irgc	Gm4598
loop_3837	down	Exon (ENSMUST00000061506.8/278279, exon 8 of 12)	Promoter (<=1kb)	Tmtc2	Tmtc2
loop_3840	down	Promoter (<=1kb)	Exon (ENSMUST00000032719.14/260315, exon 25 of 39)	Syt1	Nav3
loop_3853	down	Promoter (<=1kb)	Distal Intergenic	Gm20125	Cited2
loop_3882	down	3' UTR	Promoter (<=1kb)	Gm36173	Pln
loop_3892	down	Promoter (<=1kb)	Promoter (<=1kb)	Raet1e	Tcf21
loop_3899	down	Distal Intergenic	Promoter (<=1kb)	Gm20139	Map3k5
loop_3989	up	Distal Intergenic	Promoter (<=1kb)	Ube2e2	Ube2e2
loop_3999	up	Promoter (<=1kb)	Promoter (<=1kb)	Wnt5a	Cacna2d3
loop_4035	up	Exon (ENSMUST00000217308.2/270120, exon 22 of 26)	Promoter (<=1kb)	Fat3	Fat3
loop_4090	up	Intron (ENSMUST00000055438.4/320472, intron 1 of 6)	Promoter (<=1kb)	Trim37	Ppm1e
loop_4114	up	Promoter (<=1kb)	Intron (ENSMUST00000136438.7/72386, intron 1 of 2)	Sox9	2610035D17Rik
loop_4134	up	Promoter (<=1kb)	Exon (ENSMUST00000221207.1/ENSMUST00000221207.1, exon 2 of 3)	Irx2	D730050B12Rik
loop_4453	up	Distal Intergenic	Promoter (<=1kb)	Trim27	H4c9
loop_4234	up	Promoter (<=1kb)	Distal Intergenic	Prickle1	Adamts20
loop_4358	up	Promoter (1-2kb)	Promoter (<=1kb)	Cryge	Idh1
loop_4359	up	Promoter (<=1kb)	Distal Intergenic	Nav1	Csrp1
loop_4364	up	Intron (ENSMUST00000058762.14/18484, intron 1 of 25)	Promoter (<=1kb)	Pam	Pam
loop_4382	down	Promoter (<=1kb)	Distal Intergenic	Trip12	Slc16a14
loop_4399	up	Distal Intergenic	Promoter (<=1kb)	Apc	Apc
loop_4414	up	Promoter (<=1kb)	Promoter (<=1kb)	Epb41l4aos	Epb41l4a
loop_4494	up	Promoter (<=1kb)	3' UTR	5031425F14Rik	Prex1
loop_4500	down	Promoter (<=1kb)	Promoter (<=1kb)	Rpp38	Cdnf
loop_4509	up	Distal Intergenic	Promoter (<=1kb)	Cybrd1	Dlx2
loop_4536	up	Distal Intergenic	Promoter (<=1kb)	Gm1720	Tmsb4x
loop_4574	up	Promoter (<=1kb)	Exon (ENSMUST00000197740.1/ENSMUST00000197740.1, exon 1 of 1)	Mcoln2	Gm10636
loop_4576	up	Promoter (<=1kb)	Promoter (<=1kb)	S1pr1	A930005H10Rik
loop_19130	up	Promoter (<=1kb)	Promoter (<=1kb)	Mecom	Mecom
loop_4590	down	Exon (ENSMUST00000168454.3/ENSMUST00000168454.3, exon 1 of 1)	Promoter (<=1kb)	Tram1l1	1700003H04Rik
loop_4594	down	Promoter (1-2kb)	Promoter (<=1kb)	Zfhx4	Pex2
loop_5009	up	Exon (ENSMUST00000029848.4/71355, exon 13 of 60)	Promoter (<=1kb)	Col24a1	Bcl10
loop_4643	up	Promoter (1-2kb)	Intron (ENSMUST00000129619.7/329942, intron 5 of 12)	Csmd2	Hmgb4
loop_4644	up	Promoter (1-2kb)	Promoter (<=1kb)	Slc25a51	Shb
loop_4728	up	Promoter (1-2kb)	Distal Intergenic	Tmem132b	Tmem132b
loop_4764	up	Distal Intergenic	Promoter (<=1kb)	1700065J11Rik	Mtpn
loop_4776	up	Intron (ENSMUST00000203565.1/ENSMUST00000203565.1, intron 1 of 1)	Promoter (<=1kb)	Dysf	Cyp26b1
loop_4795	up	Promoter (<=1kb)	Promoter (<=1kb)	Stmp1	9330158H04Rik
loop_4867	up	Exon (ENSMUST00000120757.1/64454, exon 12 of 15)	Promoter (<=1kb)	Gm16222	Mir678
loop_4878	up	Intron (ENSMUST00000039286.4/11793, intron 6 of 7)	Promoter (<=1kb)	Mir1929	Prdm1
loop_4903	up	Intron (ENSMUST00000105441.7/216033, intron 1 of 17)	Promoter (<=1kb)	Ctnna3	Lrrtm3
loop_5361	up	Promoter (<=1kb)	Promoter (<=1kb)	Nrg1	Nrg1
loop_6340	up	Promoter (<=1kb)	Exon (ENSMUST00000225876.1/ENSMUST00000225876.1, exon 4 of 4)	2310008N11Rik	2310008N11Rik
loop_4997	up	Promoter (<=1kb)	Exon (ENSMUST00000208577.1/ENSMUST00000208577.1, exon 21 of 30)	Mapk8	Ptpn20
loop_5001	up	3' UTR	Promoter (<=1kb)	Cacna2d3	Cacna2d3
loop_5027	down	Distal Intergenic	Promoter (<=1kb)	Tbc1d2b	Zic4
loop_5055	up	Promoter (<=1kb)	Exon (ENSMUST00000035499.4/56741, exon 4 of 20)	Dpp8	Igdcc3
loop_5235	up	Promoter (<=1kb)	Distal Intergenic	Irx2	D730050B12Rik
loop_5330	down	Promoter (<=1kb)	Exon (ENSMUST00000067005.10/212073, exon 11 of 17)	Serpina11	Syne3
loop_5377	up	Intron (ENSMUST00000160658.7/239420, intron 5 of 68)	Promoter (<=1kb)	Csmd3	Csmd3
loop_11006	down	Promoter (<=1kb)	3' UTR	Senp7	Tfg
loop_5419	up	Distal Intergenic	Promoter (<=1kb)	Col23a1	Col23a1
loop_5473	down	Exon (ENSMUST00000190415.1/ENSMUST00000190415.1, exon 1 of 3)	Promoter (<=1kb)	Zfp960	Riok2
loop_5575	up	Promoter (<=1kb)	Intron (ENSMUST00000114765.3/381339, intron 4 of 4)	Slc9a4	Tmem182
loop_5896	up	Distal Intergenic	Promoter (<=1kb)	Rrp15	1700007P06Rik
loop_5613	up	Promoter (<=1kb)	Exon (ENSMUST00000193986.1/ENSMUST00000193986.1, exon 1 of 1)	A330093E20Rik	Trim36
loop_5664	up	Promoter (<=1kb)	Promoter (<=1kb)	Prex1	Prex1
loop_5681	up	Exon (ENSMUST00000060208.10/329421, exon 18 of 35)	Promoter (<=1kb)	Creg1	Cd247
loop_5729	down	Promoter (<=1kb)	Promoter (<=1kb)	Cstl1	Cstdc2
loop_5755	up	Promoter (<=1kb)	Exon (ENSMUST00000042792.6/20272, exon 8 of 25)	Ttc21b	Scn7a
loop_5784	up	Promoter (<=1kb)	Intron (ENSMUST00000087916.10/70315, intron 4 of 10)	Ercc6l	Hdac8
loop_13596	up	5' UTR	Promoter (<=1kb)	Cnga2	Gabrq
loop_3721	up	Promoter (<=1kb)	3' UTR	A230001M10Rik	Sycp1
loop_5869	up	Intron (ENSMUST00000196793.4/320478, intron 2 of 3)	Promoter (<=1kb)	Sox2ot	Mir1897
loop_5876	down	Intron (ENSMUST00000196150.1/ENSMUST00000196150.1, intron 1 of 2)	Promoter (<=1kb)	Tram1l1	1700003H04Rik
loop_5903	up	Promoter (<=1kb)	Exon (ENSMUST00000153357.7/74989, exon 3 of 4)	Csmd2	Csmd2os
loop_5924	up	Distal Intergenic	Promoter (<=1kb)	Gm12830	Foxd2os
loop_5938	up	Distal Intergenic	Promoter (<=1kb)	Ajap1	BC039966
loop_5943	up	Promoter (<=1kb)	Promoter (<=1kb)	Rmdn1	Faxc
loop_6010	up	Promoter (<=1kb)	Distal Intergenic	Auts2	Castor2
loop_6029	up	Promoter (1-2kb)	Distal Intergenic	Tmem132b	Tmem132b
loop_6075	up	Promoter (<=1kb)	Promoter (<=1kb)	Hdhd5	Atp6v1e1
loop_6097	up	Intron (ENSMUST00000210324.1/14804, intron 1 of 1)	Promoter (<=1kb)	Grid2	Smarcad1
loop_6391	up	Promoter (<=1kb)	Distal Intergenic	Gm13848	Chchd3
loop_6136	up	Promoter (<=1kb)	Promoter (<=1kb)	Sox6	Sox6
loop_20116	up	Exon (ENSMUST00000158766.1/ENSMUST00000158766.1, exon 1 of 1)	Promoter (<=1kb)	Gm4971	Gm10619
loop_6145	up	Exon (ENSMUST00000175471.1/ENSMUST00000175471.1, exon 1 of 1)	Promoter (<=1kb)	Entrep2	Entrep2
loop_6205	up	Exon (ENSMUST00000020322.11/117600, exon 11 of 22)	Promoter (<=1kb)	Srgap1	Srgap1
loop_6248	up	Exon (ENSMUST00000165341.4/628870, exon 35 of 58)	Promoter (<=1kb)	Ptprq	Gm36283
loop_6300	up	Promoter (<=1kb)	Distal Intergenic	Golga7	Sfrp1
loop_6301	down	Distal Intergenic	Promoter (<=1kb)	Gm15679	Cdh8
loop_6312	up	Promoter (<=1kb)	Distal Intergenic	Gpat4	Sfrp1
loop_6349	up	Promoter (<=1kb)	Distal Intergenic	Spry2	1700128A07Rik
loop_6655	up	Promoter (<=1kb)	Promoter (<=1kb)	Gata4	Tdh
loop_6406	up	Promoter (<=1kb)	Distal Intergenic	Mir125b-1	Sorl1
loop_6428	up	Promoter (<=1kb)	3' UTR	Atp2c1	Col6a5
loop_6431	up	Promoter (<=1kb)	Promoter (<=1kb)	Mir8107	Tmie
loop_6489	up	Promoter (1-2kb)	Distal Intergenic	Krtap1-5	Krt33a
loop_6529	down	Promoter (<=1kb)	Promoter (<=1kb)	H4c12	H2bc6
loop_6538	up	Promoter (<=1kb)	Promoter (<=1kb)	Gng4	B3galnt2
loop_6879	up	Promoter (<=1kb)	3' UTR	Chrm3	Ryr2
loop_4508	up	Distal Intergenic	Promoter (<=1kb)	Cmpk2	Sox11
loop_6594	up	Distal Intergenic	Promoter (<=1kb)	Pax9	Slc25a21
loop_6647	up	Promoter (1-2kb)	Promoter (<=1kb)	Ly6g6g	Ly6m
loop_6649	up	Promoter (<=1kb)	Distal Intergenic	Myc	Pvt1
loop_6655	up	Exon (ENSMUST00000042360.4/75568, exon 2 of 5)	Promoter (<=1kb)	Gata4	Tdh
loop_6678	down	Exon (ENSMUST00000149790.1/207227, exon 3 of 3)	Promoter (<=1kb)	Stxbp5l	Ndufb4
loop_6776	up	Promoter (<=1kb)	Distal Intergenic	Ralgps2	Tex35
loop_6777	up	Distal Intergenic	Promoter (1-2kb)	4930532M18Rik	Cacna1e
loop_6779	up	3' UTR	Promoter (<=1kb)	Mir6346	Gli2
loop_6802	up	Promoter (<=1kb)	Distal Intergenic	Raph1	Cd28
loop_6820	up	Promoter (<=1kb)	5' UTR	Pid1	Dner
loop_6831	up	Promoter (<=1kb)	Distal Intergenic	Abi2	Ctla4
loop_7177	up	Distal Intergenic	Promoter (<=1kb)	Eya1	Eya1
loop_6951	up	Promoter (<=1kb)	Promoter (<=1kb)	Ttc21b	Gm13629
loop_6984	up	Promoter (1-2kb)	Promoter (<=1kb)	4931422A03Rik	Cstf3
loop_6985	up	Promoter (<=1kb)	Promoter (1-2kb)	Necab3	a
loop_19910	up	Promoter (<=1kb)	Promoter (<=1kb)	Sulf2	Trp53rkb
loop_6989	up	Distal Intergenic	Promoter (<=1kb)	Kcna4	Bdnf
loop_6997	up	Promoter (<=1kb)	Exon (ENSMUST00000123911.1/ENSMUST00000123911.1, exon 1 of 3)	Gtdc1	1700019E08Rik
loop_7015	up	3' UTR	Promoter (1-2kb)	Slc16a2	Slc16a2
loop_7023	up	Exon (ENSMUST00000208582.1/ENSMUST00000208582.1, exon 1 of 1)	Promoter (<=1kb)	Pnma3	Trex2
loop_7077	up	Promoter (<=1kb)	3' UTR	Col25a1	Ostc
loop_7115	up	3' UTR	Promoter (<=1kb)	Padi4	Gm13031
loop_7135	up	Promoter (<=1kb)	Distal Intergenic	Trabd2b	Gm12830
loop_7198	up	Distal Intergenic	Promoter (<=1kb)	Rab28	Rab28
loop_7201	up	Intron (ENSMUST00000053733.14/13839, intron 3 of 15)	Promoter (<=1kb)	Epha5	Epha5
loop_19268	up	Promoter (<=1kb)	Distal Intergenic	Ppargc1a	Mir6417
loop_7237	up	Intron (ENSMUST00000161226.8/319974, intron 2 of 18)	Promoter (<=1kb)	Auts2	Auts2
loop_7238	up	Promoter (<=1kb)	Distal Intergenic	Epha5	Epha5
loop_18078	down	Promoter (<=1kb)	Promoter (<=1kb)	Cenpc1	Ythdc1
loop_7247	up	Promoter (<=1kb)	Distal Intergenic	4932441J04Rik	4933402J10Rik
loop_7255	up	Promoter (<=1kb)	Distal Intergenic	Ret	Bms1
loop_20392	up	Promoter (<=1kb)	Intron (ENSMUST00000052266.14/20336, intron 7 of 17)	Gm13848	Exoc4
loop_7354	up	Intron (ENSMUST00000065359.11/66930, intron 1 of 10)	Promoter (<=1kb)	Fank1	Adam12
loop_19404	up	Promoter (<=1kb)	3' UTR	Tenm4	Nars2
loop_20404	up	Promoter (<=1kb)	Promoter (<=1kb)	Xylt1	Rps15a
loop_7414	up	Promoter (<=1kb)	Exon (ENSMUST00000218963.1/ENSMUST00000218963.1, exon 1 of 2)	Lss	Col6a1
loop_7441	up	Promoter (1-2kb)	Promoter (<=1kb)	Cabin1	Mir678
loop_7538	down	Promoter (<=1kb)	Intron (ENSMUST00000038959.15/234353, intron 7 of 14)	Psd3	Psd3
loop_7850	down	Promoter (1-2kb)	Intron (ENSMUST00000004756.13/80707, intron 8 of 8)	Wwox	Wwox
loop_7903	down	Promoter (<=1kb)	Intron (ENSMUST00000204128.2/270049, intron 7 of 12)	Galntl6	Galntl6
loop_7936	up	Promoter (<=1kb)	Promoter (<=1kb)	Pard3	Nrp1
loop_7950	up	Promoter (<=1kb)	Distal Intergenic	Nrg1	Wrn
loop_8148	down	Distal Intergenic	Promoter (<=1kb)	Mir6390	Spry2
loop_8295	down	Distal Intergenic	Promoter (<=1kb)	4930449E01Rik	Spry2
loop_8530	up	Promoter (<=1kb)	Exon (ENSMUST00000226677.1/ENSMUST00000226677.1, exon 1 of 1)	Gm9748	Olfm4
loop_8335	down	Intron (ENSMUST00000022517.8/68631, intron 2 of 7)	Promoter (<=1kb)	Cryl1	Micu2
loop_8350	up	Distal Intergenic	Promoter (<=1kb)	Thrb	Thrb
loop_16740	up	Promoter (<=1kb)	3' UTR	Ercc6	Lrrc18
loop_8657	down	Promoter (<=1kb)	Exon (ENSMUST00000112423.9/16531, exon 17 of 28)	Zfp503	Kcnma1
loop_8398	down	Promoter (<=1kb)	3' UTR	Grid1	Rgr
loop_8401	up	Distal Intergenic	Promoter (<=1kb)	Slain1os	4930432J09Rik
loop_8715	up	Intron (ENSMUST00000171654.7/207596, intron 5 of 16)	Promoter (<=1kb)	Thsd4	Lrrc49
loop_8838	up	Distal Intergenic	Promoter (<=1kb)	Thy1	Usp2
loop_8975	down	Intron (ENSMUST00000075069.10/235106, intron 1 of 7)	Promoter (<=1kb)	Ntm	Snx19
loop_19552	up	3' UTR	Promoter (<=1kb)	Trim42	Clstn2
loop_9070	up	Promoter (<=1kb)	Promoter (<=1kb)	Klhl18	Tmie
loop_9080	up	Distal Intergenic	Promoter (<=1kb)	Mir2136	Nek11
loop_9656	down	Promoter (<=1kb)	Distal Intergenic	Col1a1	Dlx3
loop_9697	down	Promoter (<=1kb)	Exon (ENSMUST00000058902.5/237711, exon 6 of 42)	Rtn4	Fem1al
loop_9723	down	Promoter (<=1kb)	Distal Intergenic	Gabra1	Gabrb2
loop_9774	down	Promoter (<=1kb)	Exon (ENSMUST00000121688.1/ENSMUST00000121688.1, exon 1 of 1)	Efcab5	Taok1
loop_9794	down	Promoter (<=1kb)	Exon (ENSMUST00000109504.7/69922, exon 8 of 12)	Mir6372	Fancl
loop_9842	up	Promoter (<=1kb)	Intron (ENSMUST00000058652.5/15478, intron 1 of 1)	Hs3st3b1	Hs3st3a1
loop_10034	down	Intron (ENSMUST00000210384.1/71174, intron 6 of 8)	Promoter (<=1kb)	4933416M06Rik	Pik3r1
loop_10064	up	Distal Intergenic	Promoter (<=1kb)	Syk	Nfil3
loop_9992	up	Exon (ENSMUST00000208758.1/625662, exon 16 of 25)	Promoter (<=1kb)	Gcnt4	Fam169a
loop_10153	down	Distal Intergenic	Promoter (<=1kb)	Stmnd1	Kif13a
loop_10225	down	Promoter (<=1kb)	Promoter (<=1kb)	H4c9	H2bc6
loop_10234	down	Promoter (<=1kb)	Promoter (<=1kb)	H4c9	H3c3
loop_10259	up	Distal Intergenic	Promoter (<=1kb)	F2rl1	Iqgap2
loop_10268	up	Promoter (1-2kb)	Exon (ENSMUST00000116665.3/ENSMUST00000116665.3, exon 1 of 4)	Serpinb1c	Serpinb6e
loop_9961	down	Promoter (<=1kb)	Promoter (<=1kb)	Zfp759	Krbox5
loop_10293	up	Exon (ENSMUST00000208758.1/625662, exon 16 of 25)	Promoter (<=1kb)	Pla2g4a	Pla2g4a
loop_10316	up	Promoter (<=1kb)	Intron (ENSMUST00000068545.5/192136, intron 9 of 13)	Inhba	Sugct
loop_10049	down	Promoter (<=1kb)	Distal Intergenic	Cetn3	Ccnh
loop_10468	down	Intron (ENSMUST00000222731.1/73086, intron 5 of 16)	Promoter (<=1kb)	Rps6ka5	Rps6ka5
loop_10635	up	Promoter (<=1kb)	3' UTR	Dicer1	Syne3
loop_10751	up	Promoter (<=1kb)	Distal Intergenic	Ift43	Vash1
loop_10754	down	Exon (ENSMUST00000138617.1/75836, exon 2 of 4)	Promoter (<=1kb)	Atxn7l1os2	Mir680-3
loop_10845	down	Promoter (<=1kb)	Promoter (<=1kb)	Zhx2	Derl1
loop_10686	down	Distal Intergenic	Promoter (<=1kb)	AU015791	Atg2b
