anchor_id	chr	start	end	ctrl_signal	mut_signal	log2fc	signal_class
chr12:110370000-110375000	chr12	110370000	110375000	4.472079	3.030946	-0.510962	quantifiable
chr15:78740000-78750000	chr15	78740000	78750000	1.471747	1.176677	-0.253413	quantifiable
chr15:84630000-84635000	chr15	84630000	84635000	1.826269	1.365937	-0.341099	quantifiable
chr15:36140000-36150000	chr15	36140000	36150000	2.241205	2.104112	-0.078114	quantifiable
chr15:63110000-63115000	chr15	63110000	63115000	1.220231	1.38662	0.144434	quantifiable
chr15:93210000-93220000	chr15	93210000	93220000	1.777774	1.09693	-0.553192	quantifiable
chr16:37440000-37445000	chr16	37440000	37445000	1.896904	3.637743	0.824853	quantifiable
chr16:42875000-42880000	chr16	42875000	42880000	3.874668	8.597669	1.080882	quantifiable
chr16:58650000-58675000	chr16	58650000	58675000	0.833627	1.094361	0.285043	quantifiable
chr16:72885000-72890000	chr16	72885000	72890000	3.60568	4.399225	0.263161	quantifiable
chr16:43800000-43825000	chr16	43800000	43825000	2.191887	2.517512	0.17326	quantifiable
chr17:14205000-14210000	chr17	14205000	14210000	3.346576	2.643799	-0.303303	quantifiable
chr1:66385000-66390000	chr1	66385000	66390000	1.788175	1.445888	-0.250409	quantifiable
chr1:109980000-109985000	chr1	109980000	109985000	3.044575	5.671381	0.825022	quantifiable
chr1:151340000-151350000	chr1	151340000	151350000	1.745071	2.796214	0.584336	quantifiable
chr1:165850000-165855000	chr1	165850000	165855000	3.493309	3.119364	-0.147276	quantifiable
chr1:165320000-165325000	chr1	165320000	165325000	2.802739	2.330551	-0.233276	quantifiable
chr1:74125000-74130000	chr1	74125000	74130000	3.198685	2.253888	-0.445153	quantifiable
chr1:114940000-114950000	chr1	114940000	114950000	0.324555	0.836653	0.805807	one_condition
chr1:32550000-32560000	chr1	32550000	32560000	0.934259	1.486122	0.512386	quantifiable
chr1:101270000-101275000	chr1	101270000	101275000	3.40471	7.157343	0.997693	quantifiable
chr18:4965000-4970000	chr18	4965000	4970000	3.316818	5.361305	0.637893	quantifiable
chr18:45265000-45270000	chr18	45265000	45270000	5.100955	6.227684	0.27062	quantifiable
chr18:46130000-46140000	chr18	46130000	46140000	3.342593	4.581263	0.416348	quantifiable
chr18:10615000-10620000	chr18	10615000	10620000	0.641212	1.65212	1.007001	quantifiable
chr19:31680000-31690000	chr19	31680000	31690000	0.477631	0.292337	-0.360719	one_condition
chr2:167180000-167190000	chr2	167180000	167190000	2.517735	1.424012	-0.689822	quantifiable
chr2:148040000-148050000	chr2	148040000	148050000	7.908025	7.905214	-0.000491	quantifiable
chr2:168200000-168205000	chr2	168200000	168205000	0.449675	0.250008	-0.40854	one_condition
chr2:179875000-179880000	chr2	179875000	179880000	3.751603	2.275409	-0.641683	quantifiable
chr2:174275000-174300000	chr2	174275000	174300000	2.448582	1.994102	-0.25467	quantifiable
chrX:6475000-6480000	chrX	6475000	6480000	0.216601	0.2626	NA	no_signal
chr3:121735000-121740000	chr3	121735000	121740000	2.639382	3.414488	0.33162	quantifiable
chr3:142275000-142280000	chr3	142275000	142280000	2.053251	2.22705	0.100332	quantifiable
chr4:145020000-145030000	chr4	145020000	145030000	2.028469	1.371953	-0.463697	quantifiable
chr4:135765000-135770000	chr4	135765000	135770000	1.245547	0.961775	-0.280597	quantifiable
chr4:107600000-107605000	chr4	107600000	107605000	2.140118	1.798048	-0.212274	quantifiable
chr5:113170000-113175000	chr5	113170000	113175000	0.686434	0.600474	-0.123669	quantifiable
chr5:27840000-27845000	chr5	27840000	27845000	2.636173	3.568123	0.390724	quantifiable
chr5:77170000-77175000	chr5	77170000	77175000	0.507241	0.558794	0.083312	quantifiable
chr5:50700000-50705000	chr5	50700000	50705000	0.68675	0.588745	-0.141831	quantifiable
chr6:120725000-120730000	chr6	120725000	120730000	0.424553	0.261046	-0.337193	one_condition
chr6:92650000-92675000	chr6	92650000	92675000	1.337417	1.223197	-0.100503	quantifiable
chr6:20640000-20645000	chr6	20640000	20645000	1.933054	4.73047	1.150544	quantifiable
chr6:111860000-111870000	chr6	111860000	111870000	7.372678	6.660091	-0.139479	quantifiable
chr6:81750000-81775000	chr6	81750000	81775000	2.137622	2.365928	0.126195	quantifiable
chr6:5590000-5595000	chr6	5590000	5595000	1.016963	0.641524	-0.459311	quantifiable
chr7:144410000-144420000	chr7	144410000	144420000	3.985604	2.884482	-0.421574	quantifiable
chr7:121935000-121940000	chr7	121935000	121940000	4.071304	4.818861	0.224906	quantifiable
chr7:102910000-102920000	chr7	102910000	102920000	0.58585	0.712328	0.18107	quantifiable
chr7:101540000-101545000	chr7	101540000	101545000	2.22427	2.184266	-0.022508	quantifiable
chr7:119425000-119430000	chr7	119425000	119430000	0.900995	0.893818	-0.008235	quantifiable
chr10:90830000-90835000	chr10	90830000	90835000	3.619224	3.066355	-0.215815	quantifiable
chr10:85040000-85050000	chr10	85040000	85050000	1.330981	1.260565	-0.061365	quantifiable
chr10:107740000-107750000	chr10	107740000	107750000	1.53871	1.199572	-0.283876	quantifiable
chr8:26590000-26595000	chr8	26590000	26595000	7.393584	9.662407	0.370296	quantifiable
chr8:22540000-22545000	chr8	22540000	22545000	1.208353	1.038668	-0.165202	quantifiable
chr8:26440000-26450000	chr8	26440000	26450000	2.553701	3.449747	0.386847	quantifiable
chr8:105470000-105475000	chr8	105470000	105475000	3.362822	4.536081	0.395235	quantifiable
chr8:114590000-114600000	chr8	114590000	114600000	3.662814	5.717814	0.595353	quantifiable
chr8:35850000-35860000	chr8	35850000	35860000	1.92257	2.047745	0.077025	quantifiable
chr8:120790000-120800000	chr8	120790000	120800000	1.868385	1.243213	-0.475044	quantifiable
chr8:11485000-11490000	chr8	11485000	11490000	1.339141	1.136329	-0.183384	quantifiable
chr8:4585000-4590000	chr8	4585000	4590000	0.782269	0.706735	-0.098704	quantifiable
chr8:57790000-57795000	chr8	57790000	57795000	1.621026	3.866563	1.093255	quantifiable
chr8:10400000-10410000	chr8	10400000	10410000	1.670179	1.438588	-0.174747	quantifiable
chr8:113980000-113985000	chr8	113980000	113985000	2.238052	2.457867	0.117175	quantifiable
chr8:37060000-37065000	chr8	37060000	37065000	2.935497	2.76174	-0.078147	quantifiable
chr8:48010000-48015000	chr8	48010000	48015000	0.687812	0.50628	-0.274487	quantifiable
chr8:48520000-48530000	chr8	48520000	48530000	1.267088	1.468111	0.168066	quantifiable
chr8:11015000-11020000	chr8	11015000	11020000	1.334022	1.27594	-0.050333	quantifiable
chr8:61870000-61880000	chr8	61870000	61880000	0.983439	0.748048	-0.27792	quantifiable
chr8:82740000-82750000	chr8	82740000	82750000	0.186931	0.195911	NA	no_signal
chr8:15720000-15730000	chr8	15720000	15730000	0.769748	0.896321	0.153209	quantifiable
chr14:122485000-122490000	chr14	122485000	122490000	1.936807	1.582897	-0.241425	quantifiable
chr14:66780000-66790000	chr14	66780000	66790000	1.094816	1.033514	-0.062111	quantifiable
chr14:93870000-93875000	chr14	93870000	93875000	1.31173	3.579641	1.236744	quantifiable
chr14:32470000-32480000	chr14	32470000	32480000	2.772759	2.703001	-0.032488	quantifiable
chr14:63460000-63470000	chr14	63460000	63470000	1.985543	1.557025	-0.291059	quantifiable
chr14:55345000-55350000	chr14	55345000	55350000	0.856429	1.771124	0.808986	quantifiable
chr14:68965000-68970000	chr14	68965000	68970000	1.30244	1.480781	0.14702	quantifiable
chr14:54150000-54160000	chr14	54150000	54160000	1.031143	0.710836	-0.377548	quantifiable
chr14:120390000-120400000	chr14	120390000	120400000	1.359264	1.054828	-0.281173	quantifiable
chr14:69020000-69030000	chr14	69020000	69030000	5.585116	5.208351	-0.094456	quantifiable
chr14:103530000-103540000	chr14	103530000	103540000	2.018971	2.236907	0.126459	quantifiable
chr14:63370000-63380000	chr14	63370000	63380000	3.0222	2.544931	-0.219461	quantifiable
chr14:120260000-120270000	chr14	120260000	120270000	1.278344	1.49754	0.18116	quantifiable
chr14:20250000-20260000	chr14	20250000	20260000	2.316006	1.948373	-0.213209	quantifiable
chr14:105920000-105930000	chr14	105920000	105930000	2.574891	2.956898	0.17653	quantifiable
chr14:24050000-24075000	chr14	24050000	24075000	1.594821	1.320692	-0.217987	quantifiable
chr14:22575000-22600000	chr14	22575000	22600000	2.084037	1.750965	-0.211367	quantifiable
chr9:91350000-91360000	chr9	91350000	91360000	3.039461	3.229157	0.07834	quantifiable
chr9:66785000-66790000	chr9	66785000	66790000	0.83345	0.938478	0.121688	quantifiable
chr9:123440000-123445000	chr9	123440000	123445000	0.73784	0.342637	-0.64385	one_condition
chr9:32345000-32350000	chr9	32345000	32350000	1.667683	1.666749	-0.000665	quantifiable
chr9:43280000-43285000	chr9	43280000	43285000	1.976118	1.250087	-0.536988	quantifiable
chr9:41460000-41470000	chr9	41460000	41470000	1.987759	1.990772	0.00185	quantifiable
chr9:32150000-32160000	chr9	32150000	32160000	2.094422	1.968023	-0.076279	quantifiable
chr9:113645000-113650000	chr9	113645000	113650000	0.85866	0.729007	-0.162288	quantifiable
chr9:100380000-100390000	chr9	100380000	100390000	1.089297	0.65547	-0.513225	quantifiable
chr9:42940000-42950000	chr9	42940000	42950000	3.497432	2.412584	-0.476416	quantifiable
chr9:86570000-86575000	chr9	86570000	86575000	2.704134	2.992	0.129544	quantifiable
chr9:72880000-72890000	chr9	72880000	72890000	0.946931	0.980301	0.036375	quantifiable
chr9:7830000-7835000	chr9	7830000	7835000	0.759197	0.890276	0.159788	quantifiable
chr9:42940000-42945000	chr9	42940000	42945000	4.392934	2.838574	-0.571396	quantifiable
chr9:114380000-114385000	chr9	114380000	114385000	0.788598	0.556045	-0.326398	quantifiable
chr9:91790000-91800000	chr9	91790000	91800000	1.579705	3.422027	0.963339	quantifiable
chr9:80000000-80005000	chr9	80000000	80005000	1.105828	0.730425	-0.426841	quantifiable
chr9:70390000-70395000	chr9	70390000	70395000	0.713855	0.406273	-0.486893	quantifiable
chr9:25040000-25050000	chr9	25040000	25050000	0.899101	0.60425	-0.38493	quantifiable
chr9:119065000-119070000	chr9	119065000	119070000	2.763988	2.67848	-0.04004	quantifiable
chr9:73980000-73990000	chr9	73980000	73990000	0.818585	1.200258	0.404742	quantifiable
chr9:103300000-103305000	chr9	103300000	103305000	0.419546	0.551471	0.225575	quantifiable
chr9:54820000-54825000	chr9	54820000	54825000	1.134598	0.595852	-0.644923	quantifiable
chr9:94535000-94540000	chr9	94535000	94540000	2.94656	3.061271	0.049202	quantifiable
chr9:76010000-76020000	chr9	76010000	76020000	1.350452	2.543549	0.763455	quantifiable
chr9:24510000-24520000	chr9	24510000	24520000	2.911256	3.135505	0.095658	quantifiable
chr9:116550000-116560000	chr9	116550000	116560000	0.741067	0.59058	-0.212032	quantifiable
chr9:69480000-69485000	chr9	69480000	69485000	1.973403	1.168836	-0.610016	quantifiable
chr9:61695000-61700000	chr9	61695000	61700000	2.913567	2.404825	-0.243679	quantifiable
chr9:33090000-33100000	chr9	33090000	33100000	0.789803	0.787834	-0.002472	quantifiable
chr9:8960000-8970000	chr9	8960000	8970000	0.774432	0.491155	-0.414495	quantifiable
chr11:18870000-18880000	chr11	18870000	18880000	3.092825	3.234582	0.058047	quantifiable
chr11:33550000-33560000	chr11	33550000	33560000	1.301616	0.838555	-0.471306	quantifiable
chr11:76065000-76070000	chr11	76065000	76070000	2.114813	1.59537	-0.339885	quantifiable
chr11:19015000-19020000	chr11	19015000	19020000	2.712097	1.965195	-0.401879	quantifiable
chr11:42900000-42905000	chr11	42900000	42905000	1.354129	2.899869	0.927356	quantifiable
chr11:33290000-33300000	chr11	33290000	33300000	1.565621	1.237553	-0.269467	quantifiable
chr11:102650000-102655000	chr11	102650000	102655000	0.52662	0.354172	-0.312061	one_condition
chr11:32705000-32710000	chr11	32705000	32710000	1.266479	0.781051	-0.511406	quantifiable
chr11:33430000-33440000	chr11	33430000	33440000	0.933596	0.604458	-0.423614	quantifiable
chr11:103675000-103680000	chr11	103675000	103680000	1.458241	0.953256	-0.469409	quantifiable
chr11:73000000-73010000	chr11	73000000	73010000	1.88338	1.883543	0.000105	quantifiable
chr11:110110000-110115000	chr11	110110000	110115000	0.89907	0.566839	-0.441987	quantifiable
chr11:96860000-96870000	chr11	96860000	96870000	1.344837	1.43834	0.077034	quantifiable
chr11:44450000-44460000	chr11	44450000	44460000	0.682025	0.52552	-0.234803	quantifiable
chr11:23950000-23955000	chr11	23950000	23955000	0.686388	0.584669	-0.147544	quantifiable
chr11:18870000-18875000	chr11	18870000	18875000	2.655613	3.127462	0.209729	quantifiable
chr11:56100000-56110000	chr11	56100000	56110000	1.307187	1.132215	-0.159965	quantifiable
chr11:53025000-53030000	chr11	53025000	53030000	6.234253	4.495573	-0.441571	quantifiable
chr11:31630000-31640000	chr11	31630000	31640000	1.089719	0.92607	-0.17281	quantifiable
chr11:31610000-31620000	chr11	31610000	31620000	1.369695	1.131958	-0.213316	quantifiable
chr11:85970000-85980000	chr11	85970000	85980000	0.95466	0.751104	-0.242705	quantifiable
chr13:54050000-54060000	chr13	54050000	54060000	2.761166	2.473734	-0.139383	quantifiable
chr13:56420000-56430000	chr13	56420000	56430000	2.316243	2.259563	-0.030884	quantifiable
chr13:76680000-76685000	chr13	76680000	76685000	0.721531	1.429349	0.726383	quantifiable
chr13:54225000-54230000	chr13	54225000	54230000	1.517571	1.287527	-0.188571	quantifiable
chr13:104755000-104760000	chr13	104755000	104760000	1.833533	4.326	1.095116	quantifiable
chr13:48800000-48805000	chr13	48800000	48805000	2.493087	1.938187	-0.312033	quantifiable
chr13:41235000-41240000	chr13	41235000	41240000	1.701832	1.803424	0.069391	quantifiable
chr13:95720000-95725000	chr13	95720000	95725000	1.62405	1.795458	0.119549	quantifiable
chr13:103645000-103650000	chr13	103645000	103650000	2.027406	1.356889	-0.475658	quantifiable
chr13:94940000-94945000	chr13	94940000	94945000	2.913567	2.420803	-0.235365	quantifiable
chr13:84050000-84060000	chr13	84050000	84060000	2.103283	6.616628	1.501965	quantifiable
chr13:73825000-73830000	chr13	73825000	73830000	2.586656	1.803372	-0.445805	quantifiable
chr13:85160000-85170000	chr13	85160000	85170000	0.443356	0.333052	-0.213088	one_condition
chr13:31620000-31630000	chr13	31620000	31630000	5.775592	3.674039	-0.604983	quantifiable
chr13:81150000-81155000	chr13	81150000	81155000	0.992021	0.976757	-0.016381	quantifiable
chr12:89810000-89815000	chr12	89810000	89815000	3.825429	4.436463	0.196597	quantifiable
chr12:103300000-103310000	chr12	103300000	103310000	2.12271	1.649531	-0.305064	quantifiable
chr12:75390000-75395000	chr12	75390000	75395000	2.928868	2.46162	-0.221071	quantifiable
chr12:100100000-100110000	chr12	100100000	100110000	1.256686	1.590763	0.271006	quantifiable
chr12:84030000-84040000	chr12	84030000	84040000	1.173208	1.234121	0.056209	quantifiable
chr12:100720000-100730000	chr12	100720000	100730000	1.543483	2.478701	0.5766	quantifiable
chr12:26415000-26420000	chr12	26415000	26420000	2.123789	1.973013	-0.09035	quantifiable
chr12:109390000-109400000	chr12	109390000	109400000	3.919068	2.815325	-0.430397	quantifiable
chr12:91790000-91795000	chr12	91790000	91795000	1.356478	0.912981	-0.431254	quantifiable
chr12:21470000-21480000	chr12	21470000	21480000	0.864732	1.147782	0.299971	quantifiable
chr12:77780000-77785000	chr12	77780000	77785000	2.073826	2.744245	0.351022	quantifiable
chr12:105020000-105030000	chr12	105020000	105030000	2.172551	1.978938	-0.11474	quantifiable
chr12:30365000-30370000	chr12	30365000	30370000	2.891418	2.124503	-0.388118	quantifiable
chr12:105580000-105590000	chr12	105580000	105590000	2.39089	1.454632	-0.600233	quantifiable
chr12:54490000-54500000	chr12	54490000	54500000	2.884567	2.714076	-0.077874	quantifiable
chr15:102060000-102070000	chr15	102060000	102070000	1.497416	1.253251	-0.203331	quantifiable
chr15:73760000-73770000	chr15	73760000	73770000	2.461018	1.343088	-0.728078	quantifiable
chr15:84610000-84620000	chr15	84610000	84620000	3.011862	2.320784	-0.330895	quantifiable
chr15:68360000-68365000	chr15	68360000	68365000	1.796916	3.327049	0.773509	quantifiable
chr15:95570000-95575000	chr15	95570000	95575000	2.102092	2.770281	0.346413	quantifiable
chr15:64620000-64630000	chr15	64620000	64630000	2.678969	2.838216	0.073687	quantifiable
chr15:78720000-78730000	chr15	78720000	78730000	1.810587	1.269892	-0.413319	quantifiable
chr15:41450000-41455000	chr15	41450000	41455000	2.32047	2.049729	-0.153618	quantifiable
chr15:26320000-26330000	chr15	26320000	26330000	0.821668	0.636312	-0.246166	quantifiable
chr15:12790000-12800000	chr15	12790000	12800000	1.052362	0.883049	-0.184232	quantifiable
chr15:66900000-66910000	chr15	66900000	66910000	3.920351	2.96974	-0.362324	quantifiable
chr15:41025000-41030000	chr15	41025000	41030000	1.521087	1.401085	-0.095104	quantifiable
chr15:95000000-95005000	chr15	95000000	95005000	1.246754	3.497266	1.263453	quantifiable
chr15:72050000-72060000	chr15	72050000	72060000	1.60394	1.610763	0.005004	quantifiable
chr15:23565000-23570000	chr15	23565000	23570000	2.471456	3.675155	0.511087	quantifiable
chr15:65700000-65705000	chr15	65700000	65705000	2.815396	3.433056	0.256427	quantifiable
chr15:85240000-85250000	chr15	85240000	85250000	1.646023	1.049953	-0.508704	quantifiable
chr15:78330000-78340000	chr15	78330000	78340000	1.469141	0.894184	-0.544433	quantifiable
chr15:94890000-94895000	chr15	94890000	94895000	1.530114	4.834893	1.458642	quantifiable
chr15:88245000-88250000	chr15	88245000	88250000	4.582168	3.555013	-0.33613	quantifiable
chr15:101970000-101980000	chr15	101970000	101980000	3.038736	2.923412	-0.049803	quantifiable
chr15:98615000-98620000	chr15	98615000	98620000	1.359648	1.256726	-0.08904	quantifiable
chr15:70920000-70930000	chr15	70920000	70930000	0.69988	0.447916	-0.391642	quantifiable
chr15:66440000-66445000	chr15	66440000	66445000	1.727793	2.441112	0.424029	quantifiable
chr16:59615000-59620000	chr16	59615000	59620000	1.035812	1.259529	0.214476	quantifiable
chr16:90710000-90715000	chr16	90710000	90715000	4.431333	4.307769	-0.037694	quantifiable
chr16:78150000-78160000	chr16	78150000	78160000	2.472122	1.730264	-0.438206	quantifiable
chr16:87240000-87250000	chr16	87240000	87250000	2.86235	2.734572	-0.058374	quantifiable
chr16:24460000-24465000	chr16	24460000	24465000	3.150851	5.907955	0.836182	quantifiable
chr16:43590000-43600000	chr16	43590000	43600000	1.562444	1.846532	0.198844	quantifiable
chr16:13435000-13440000	chr16	13435000	13440000	1.39972	1.641989	0.186092	quantifiable
chr16:72970000-72980000	chr16	72970000	72980000	1.657883	1.405127	-0.193075	quantifiable
chr16:86410000-86420000	chr16	86410000	86420000	0.530059	0.669349	0.209768	quantifiable
chr16:5460000-5470000	chr16	5460000	5470000	1.370518	0.858852	-0.505697	quantifiable
chr16:26190000-26200000	chr16	26190000	26200000	0.501237	0.29603	-0.392672	one_condition
chr16:97780000-97790000	chr16	97780000	97790000	0.712216	0.827275	0.147065	quantifiable
chr17:48590000-48600000	chr17	48590000	48600000	1.08549	1.652774	0.477639	quantifiable
chr17:43455000-43460000	chr17	43455000	43460000	2.61787	2.170008	-0.235143	quantifiable
chr17:25465000-25470000	chr17	25465000	25470000	1.893093	1.034387	-0.692294	quantifiable
chr17:42280000-42290000	chr17	42280000	42290000	1.392473	2.83027	0.864303	quantifiable
chr17:67830000-67840000	chr17	67830000	67840000	0.675295	0.401148	-0.443816	quantifiable
chr17:17750000-17755000	chr17	17750000	17755000	0.476164	0.377527	-0.181102	quantifiable
chr17:32025000-32030000	chr17	32025000	32030000	1.692962	1.154203	-0.439159	quantifiable
chr17:72240000-72245000	chr17	72240000	72245000	5.160468	4.100647	-0.30754	quantifiable
chr17:43610000-43620000	chr17	43610000	43620000	0.83527	0.55752	-0.381542	quantifiable
chr17:63710000-63720000	chr17	63710000	63720000	1.983764	4.508222	1.054582	quantifiable
chr17:68160000-68170000	chr17	68160000	68170000	2.420121	2.569641	0.075577	quantifiable
chr17:46030000-46035000	chr17	46030000	46035000	2.789795	2.327155	-0.229182	quantifiable
chr17:67170000-67180000	chr17	67170000	67180000	2.236818	2.468336	0.123211	quantifiable
chr17:85630000-85640000	chr17	85630000	85640000	2.148022	1.737385	-0.257963	quantifiable
chr17:11970000-11980000	chr17	11970000	11980000	2.570743	2.613902	0.021091	quantifiable
chr1:38935000-38940000	chr1	38935000	38940000	1.061008	0.958668	-0.107837	quantifiable
chr1:133305000-133310000	chr1	133305000	133310000	1.612353	1.25941	-0.284456	quantifiable
chr1:52265000-52270000	chr1	52265000	52270000	2.188778	5.661289	1.240281	quantifiable
chr1:89195000-89200000	chr1	89195000	89200000	0.623764	0.584361	-0.058977	quantifiable
chr1:135255000-135260000	chr1	135255000	135260000	2.822938	2.615757	-0.097104	quantifiable
chr1:157070000-157080000	chr1	157070000	157080000	3.024578	2.774301	-0.110834	quantifiable
chr1:119080000-119090000	chr1	119080000	119090000	2.099915	1.650337	-0.291177	quantifiable
chr1:178300000-178305000	chr1	178300000	178305000	0.573694	0.562746	-0.017017	quantifiable
chr1:53270000-53280000	chr1	53270000	53280000	0.977494	1.142265	0.167612	quantifiable
chr1:82640000-82645000	chr1	82640000	82645000	2.791092	2.273474	-0.258888	quantifiable
chr1:54380000-54385000	chr1	54380000	54385000	0.986201	0.60903	-0.474299	quantifiable
chr1:156630000-156635000	chr1	156630000	156635000	0.997752	0.945251	-0.056896	quantifiable
chr1:43260000-43270000	chr1	43260000	43270000	1.52593	1.500217	-0.019806	quantifiable
chr1:170840000-170850000	chr1	170840000	170850000	0.7756	0.698418	-0.101549	quantifiable
chr1:159130000-159135000	chr1	159130000	159135000	0.728735	0.624017	-0.145904	quantifiable
chr1:137655000-137660000	chr1	137655000	137660000	1.048696	3.827394	1.571723	quantifiable
chr1:62930000-62940000	chr1	62930000	62940000	5.687455	5.382295	-0.074701	quantifiable
chr1:190795000-190800000	chr1	190795000	190800000	3.365852	2.870152	-0.205971	quantifiable
chr1:167010000-167015000	chr1	167010000	167015000	6.682627	7.537843	0.165346	quantifiable
chr1:158650000-158660000	chr1	158650000	158660000	4.184125	3.958231	-0.073563	quantifiable
chr1:90585000-90590000	chr1	90585000	90590000	2.558315	2.584363	0.01282	quantifiable
chr1:151700000-151710000	chr1	151700000	151710000	2.539263	2.159417	-0.202599	quantifiable
chr1:135100000-135110000	chr1	135100000	135110000	3.977815	2.488513	-0.606767	quantifiable
chr1:133610000-133620000	chr1	133610000	133620000	0.74208	0.485128	-0.383004	quantifiable
chr1:98345000-98350000	chr1	98345000	98350000	0.181839	0.130217	NA	no_signal
chr1:43260000-43265000	chr1	43260000	43265000	1.246617	1.297982	0.045403	quantifiable
chr1:155720000-155730000	chr1	155720000	155730000	5.786911	3.931026	-0.518543	quantifiable
chr1:135780000-135790000	chr1	135780000	135790000	1.42327	1.129861	-0.259355	quantifiable
chr1:112450000-112455000	chr1	112450000	112455000	1.55549	1.778579	0.158942	quantifiable
chr1:94075000-94080000	chr1	94075000	94080000	1.049315	1.026144	-0.023918	quantifiable
chr1:91100000-91110000	chr1	91100000	91110000	0.696448	0.419918	-0.437849	quantifiable
chr1:54330000-54335000	chr1	54330000	54335000	0.789026	0.657216	-0.175792	quantifiable
chr1:14720000-14730000	chr1	14720000	14730000	0.447298	0.405261	-0.077154	quantifiable
chr1:13530000-13540000	chr1	13530000	13540000	0.602411	0.535253	-0.104363	quantifiable
chr1:184790000-184800000	chr1	184790000	184800000	1.0462	0.880454	-0.18094	quantifiable
chr1:150260000-150270000	chr1	150260000	150270000	0.767533	0.485893	-0.414641	quantifiable
chr1:149670000-149675000	chr1	149670000	149675000	3.04978	7.576628	1.218858	quantifiable
chr1:175000000-175010000	chr1	175000000	175010000	1.162052	1.101917	-0.058158	quantifiable
chr1:97010000-97020000	chr1	97010000	97020000	0.628262	0.429663	-0.323674	quantifiable
chr1:90840000-90850000	chr1	90840000	90850000	1.671361	0.939475	-0.644535	quantifiable
chr1:169910000-169920000	chr1	169910000	169920000	1.86034	1.705395	-0.104365	quantifiable
chr1:111240000-111250000	chr1	111240000	111250000	0.343778	0.279109	NA	no_signal
chr1:91750000-91760000	chr1	91750000	91760000	1.721052	1.220469	-0.39697	quantifiable
chr18:25120000-25125000	chr18	25120000	25125000	2.934062	2.335393	-0.289376	quantifiable
chr18:78135000-78140000	chr18	78135000	78140000	3.316284	3.467811	0.058272	quantifiable
chr18:33760000-33765000	chr18	33760000	33765000	1.182485	2.214701	0.739165	quantifiable
chr18:31010000-31015000	chr18	31010000	31015000	0.969206	4.545261	1.8838	quantifiable
chr18:54985000-54990000	chr18	54985000	54990000	5.284292	7.801946	0.532124	quantifiable
chr18:31590000-31595000	chr18	31590000	31595000	0.453264	0.259062	-0.393666	one_condition
chr18:12880000-12885000	chr18	12880000	12885000	1.765047	2.750003	0.549431	quantifiable
chr18:59070000-59080000	chr18	59070000	59080000	1.437218	1.214734	-0.190662	quantifiable
chr18:53860000-53865000	chr18	53860000	53865000	1.624815	2.559653	0.556803	quantifiable
chr18:74960000-74970000	chr18	74960000	74970000	6.119062	4.451111	-0.429418	quantifiable
chr18:57780000-57785000	chr18	57780000	57785000	3.144171	5.256363	0.68057	quantifiable
chr18:24950000-24955000	chr18	24950000	24955000	2.191258	1.988583	-0.11942	quantifiable
chr18:76890000-76900000	chr18	76890000	76900000	1.364389	0.986574	-0.356802	quantifiable
chr18:42460000-42470000	chr18	42460000	42470000	0.94543	0.804524	-0.164791	quantifiable
chr18:82400000-82410000	chr18	82400000	82410000	5.97279	5.381748	-0.141352	quantifiable
chr18:30695000-30700000	chr18	30695000	30700000	1.453134	2.884255	0.839417	quantifiable
chr18:43170000-43180000	chr18	43170000	43180000	1.742401	1.602753	-0.099161	quantifiable
chr18:74980000-74990000	chr18	74980000	74990000	1.077712	0.84713	-0.252202	quantifiable
chr18:52860000-52865000	chr18	52860000	52865000	2.097521	3.048756	0.472049	quantifiable
chr18:70180000-70190000	chr18	70180000	70190000	1.063981	0.789027	-0.309528	quantifiable
chr18:65270000-65280000	chr18	65270000	65280000	2.10039	2.599816	0.266625	quantifiable
chr18:16210000-16220000	chr18	16210000	16220000	1.717635	1.979639	0.171347	quantifiable
chr18:63390000-63400000	chr18	63390000	63400000	0.976691	0.893575	-0.09262	quantifiable
chr18:82570000-82580000	chr18	82570000	82580000	1.958324	1.887769	-0.044589	quantifiable
chr19:58460000-58470000	chr19	58460000	58470000	1.511939	1.139828	-0.319745	quantifiable
chr19:56770000-56780000	chr19	56770000	56780000	1.784172	1.214003	-0.445993	quantifiable
chr19:25625000-25630000	chr19	25625000	25630000	3.475454	2.640745	-0.354081	quantifiable
chr19:42440000-42450000	chr19	42440000	42450000	1.760347	1.805889	0.030659	quantifiable
chr19:28885000-28890000	chr19	28885000	28890000	1.257724	1.002769	-0.247432	quantifiable
chr19:12010000-12015000	chr19	12010000	12015000	1.534093	1.968008	0.297595	quantifiable
chr2:170505000-170510000	chr2	170505000	170510000	2.593221	2.773135	0.085319	quantifiable
chr2:167890000-167900000	chr2	167890000	167900000	1.849979	1.426895	-0.306585	quantifiable
chr2:105800000-105810000	chr2	105800000	105810000	1.788365	3.540602	0.860471	quantifiable
chr2:101650000-101660000	chr2	101650000	101660000	1.095219	2.768803	1.104398	quantifiable
chr2:145500000-145525000	chr2	145500000	145525000	3.66008	4.313815	0.217379	quantifiable
chr2:103980000-103990000	chr2	103980000	103990000	1.500155	1.352691	-0.119161	quantifiable
chr2:163595000-163600000	chr2	163595000	163600000	1.343931	1.438343	0.077803	quantifiable
chr2:27235000-27240000	chr2	27235000	27240000	2.463067	1.948763	-0.290148	quantifiable
chr2:77920000-77925000	chr2	77920000	77925000	1.143796	1.359833	0.193665	quantifiable
