gene	chr	start	end	chromatin_state	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	gb_ctrl_signal	gb_mut_signal	is_neuronal	is_synapse	is_coordinated	is_mecp2_up	is_triple	ctrl_decile
Lyzl6	chr11	103631069	103638889	Other	0.192694749337763	NA	NA	NA	0.671647	0.660013	FALSE	FALSE	FALSE	FALSE	FALSE	3
Lzic	chr4	149485228	149496667	Other	0.0618651379271108	NA	NA	NA	0.353785	0.432016	FALSE	FALSE	FALSE	FALSE	FALSE	1
Lztfl1	chr9	123694415	123717696	Other	0.0336163038179808	NA	NA	NA	0.377554	0.440842	FALSE	FALSE	TRUE	FALSE	FALSE	1
Lztr1	chr16	17508687	17526332	Active_Promoter	0.0982174812856765	0.0200561152396215	NA	NA	0.848811	0.683796	FALSE	FALSE	TRUE	FALSE	FALSE	5
Lzts1	chr8	69132668	69184224	Active_Promoter	0.286496445203545	0.287725188000033	NA	0.21103669580922	3.303118	4.256474	TRUE	TRUE	FALSE	FALSE	FALSE	10
Lzts2	chr19	45014413	45027110	Active_Promoter	NA	NA	NA	NA	1.260628	1.604126	FALSE	FALSE	FALSE	FALSE	FALSE	7
Lzts3	chr2	130632838	130642802	Active_Promoter	0.0291689586493604	0.105689333706884	NA	NA	2.346321	2.799579	TRUE	TRUE	FALSE	FALSE	FALSE	9
M1ap	chr6	82946901	83030308	Repressed_Promoter	0.121594675395936	NA	NA	NA	0.67596	0.719437	FALSE	FALSE	FALSE	FALSE	FALSE	3
M6pr	chr6	122308719	122317679	Active_Promoter	0.00355230452452459	0.191006651012622	NA	0.206985819188058	1.428054	1.786189	FALSE	FALSE	TRUE	FALSE	FALSE	7
Maats1	chr16	38297753	38342142	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Mab21l1	chr3	55782509	55785000	Active_Promoter	0.182732496807665	0.00798275851110748	NA	-0.0472895625465496	2.603521	2.278332	FALSE	FALSE	FALSE	FALSE	FALSE	9
Mab21l2	chr3	86545580	86548628	Bivalent_Promoter	-0.0248842345448305	-0.30938867661421	0.717146595314152	0.0302153246965978	9.500934	9.860642	FALSE	FALSE	FALSE	FALSE	FALSE	10
Mab21l3	chr3	101813075	101848958	Other	-0.0894984329612153	-0.233907833693797	NA	0.0927206114027924	1.875921	1.967711	FALSE	FALSE	FALSE	FALSE	FALSE	9
Mab21l4	chr1	93151348	93160947	Other	0.0421250996310876	NA	NA	-0.345717139008957	3.312762	2.811608	FALSE	FALSE	FALSE	FALSE	FALSE	10
Macc1	chr12	119314269	119469986	Other	0.0617034734031634	NA	NA	NA	0.39854	0.252224	FALSE	FALSE	FALSE	FALSE	FALSE	1
Macf1	chr4	123349632	123684359	Active_Promoter	0.0839721243799509	-1.53300513254986	NA	NA	0.545228	0.416379	TRUE	TRUE	TRUE	FALSE	FALSE	2
Maco1	chr4	134802758	134853344	Other	0.0774975372960251	0.118931007758264	NA	NA	0.551821	0.374395	TRUE	FALSE	TRUE	FALSE	FALSE	2
Macrod1	chr19	7056809	7198056	Other	0.164341660864747	NA	NA	-0.0258824533229396	2.503103	2.338068	FALSE	FALSE	FALSE	FALSE	FALSE	9
Macrod2	chr2	140395308	142392965	Active_Promoter	0.00666842967528116	-0.117314032213365	NA	0.671154494753919	1.629632	2.416086	TRUE	FALSE	TRUE	FALSE	FALSE	8
Macroh2a1	chr13	56073618	56136360	Active_Promoter	0.191387971793122	0.104068371454909	-1.31572963233262	-0.0858921052359128	1.569296	1.471353	FALSE	FALSE	FALSE	FALSE	FALSE	8
Macroh2a2	chr10	61738664	61784146	Active_Promoter	0.187163679862793	0.404310488848213	NA	0.107473361009155	0.643442	0.540816	TRUE	FALSE	FALSE	FALSE	FALSE	3
Mad1l1	chr5	140008688	140321551	Other	0.139759930257879	0.528798846980511	NA	-0.0717380144095919	1.724088	1.620797	FALSE	FALSE	FALSE	FALSE	FALSE	8
Mad2l1	chr6	66535389	66547219	Active_Promoter	0.108927881870106	0.134704586825707	0.24236234682372	0.649891802709113	0.828162	1.683787	FALSE	FALSE	FALSE	FALSE	FALSE	4
Mad2l1bp	chr17	46147386	46153552	Other	0.0782818280371946	0.0254979368898423	NA	NA	0.515159	0.785313	FALSE	FALSE	FALSE	FALSE	FALSE	2
Mad2l2	chr4	148130383	148145698	Other	NA	NA	0.386466406132138	NA	1.451028	1.508311	FALSE	FALSE	FALSE	FALSE	FALSE	8
Madcam1	chr10	79664558	79668536	Other	0.0545827929841738	NA	NA	NA	1.187144	1.280879	FALSE	FALSE	FALSE	FALSE	FALSE	7
Madd	chr2	91137359	91183836	Active_Promoter	0.0415225497325313	0.100753136952935	NA	NA	0.6808	0.553362	TRUE	TRUE	TRUE	FALSE	FALSE	3
Maea	chr5	33335508	33373295	Active_Promoter	0.0465565354489186	0.0701789596458888	NA	NA	0.664305	0.589571	FALSE	FALSE	TRUE	FALSE	FALSE	3
Mael	chr1	166201200	166238746	Other	NA	NA	0.371677939798667	-0.117584182018988	0.816811	0.785983	FALSE	FALSE	FALSE	FALSE	FALSE	4
Maf	chr8	115682941	115707793	Active_Promoter	-0.0246488944798122	-0.0850542042135183	0.0697096563556215	0.0875157108725881	2.94625	3.622773	FALSE	FALSE	TRUE	FALSE	FALSE	10
Maf1	chr15	76351293	76354379	Active_Promoter	NA	NA	NA	NA	1.71349	1.495581	FALSE	FALSE	FALSE	FALSE	FALSE	8
Mafa	chr15	75745489	75748227	Repressed_Promoter	0.651129455005661	0.416898723959194	-0.309389513800007	-0.594352067189707	5.945727	4.303989	FALSE	FALSE	FALSE	FALSE	FALSE	10
Mafb	chr2	160363702	160367064	Repressed_Promoter	0.639518081010237	NA	-0.0546413077748775	-0.153191966673295	5.753081	6.386322	TRUE	FALSE	FALSE	FALSE	FALSE	10
Maff	chr15	79346620	79359075	Repressed_Promoter	0.308025775518438	NA	-0.516573740813195	-0.392072810338808	2.901508	2.592144	FALSE	FALSE	FALSE	FALSE	FALSE	10
Mafg	chr11	120625116	120633599	Other	NA	NA	NA	NA	1.32701	1.277794	FALSE	FALSE	FALSE	FALSE	FALSE	7
Mafk	chr5	139791512	139802652	Other	0.306075369772515	NA	0.419769889095323	-0.0737744143820574	2.117008	2.033924	TRUE	FALSE	FALSE	FALSE	FALSE	9
Mag	chr7	30899175	30914872	Repressed_Promoter	0.296896608599524	NA	-0.139936445929819	NA	0.775861	0.535317	TRUE	TRUE	FALSE	FALSE	FALSE	4
Magea1	chrX	155088685	155089792	Other	NA	NA	NA	NA	0.668705	0.646368	FALSE	FALSE	FALSE	FALSE	FALSE	3
Magea10	chrX	72381869	72386857	Other	NA	NA	NA	NA	0.889577	0.600418	FALSE	FALSE	FALSE	FALSE	FALSE	5
Magea2	chrX	155027200	155093665	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Magea3	chrX	154948542	154949504	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Magea4	chrX	72222016	72222963	Other	NA	NA	NA	NA	0.76692	0.610196	FALSE	FALSE	FALSE	FALSE	FALSE	4
Magea5	chrX	155053060	155063144	Other	NA	NA	NA	NA	0.355027	0.232717	FALSE	FALSE	FALSE	FALSE	FALSE	1
Magea6	chrX	154924011	154935986	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Magea8	chrX	154985774	154995849	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Mageb16	chrX	79623230	79671434	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Mageb18	chrX	92118878	92599571	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Mageb2	chrX	91331689	91333359	Other	NA	NA	NA	NA	0.596302	0.516629	FALSE	FALSE	FALSE	FALSE	FALSE	3
Mageb3	chr2	121953751	121956091	Active_Promoter	NA	NA	NA	NA	2.580743	4.496232	FALSE	FALSE	FALSE	FALSE	FALSE	9
Mageb4	chrX	86250253	86305092	Repressed_Promoter	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Mageb5	chrX	91779543	91783017	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Maged1	chrX	94535473	94542142	Bivalent_Promoter	0.063310069807348	0.343797131054495	NA	-0.100836829867615	1.520507	1.562967	FALSE	FALSE	FALSE	FALSE	FALSE	8
Maged2	chrX	150806369	150814344	Other	0.134823369062797	NA	NA	NA	0.768129	1.307557	FALSE	FALSE	FALSE	FALSE	FALSE	4
Magee1	chrX	105120377	105123926	Bivalent_Promoter	0.165817997298624	0.212013298318091	NA	-0.709518129356324	2.063796	1.285291	FALSE	FALSE	FALSE	FALSE	FALSE	9
Magee2	chrX	104854951	104857266	Repressed_Promoter	1.46754769438277	NA	NA	0.508596556473622	2.326799	4.180706	FALSE	FALSE	FALSE	FALSE	FALSE	9
Mageh1	chrX	153036165	153037574	Active_Promoter	0.109700913776534	0.167459086225434	NA	0.398006565394717	1.914911	3.294757	FALSE	FALSE	FALSE	FALSE	FALSE	9
Magel2	chr7	62377009	62381639	Repressed_Promoter	0.0861521671768203	NA	-0.280648196891777	-0.542744760016777	1.684021	1.321012	FALSE	FALSE	FALSE	FALSE	FALSE	8
Magi1	chr6	93675454	94283916	Active_Promoter	-0.0570934452798185	-0.251842663736392	NA	NA	1.814155	2.348848	FALSE	FALSE	TRUE	FALSE	FALSE	8
Magi2	chr5	19227035	20704791	Active_Promoter	-0.105461849282549	-0.331281034044215	NA	0.976548670772229	1.209709	1.849738	TRUE	TRUE	TRUE	FALSE	FALSE	7
Magi3	chr3	104013258	104220373	Active_Promoter	0.168400357295109	NA	0.185813127770402	0.046685509029622	0.948192	0.990481	FALSE	FALSE	FALSE	FALSE	FALSE	5
Magix	chrX	7673163	7681250	Other	-0.46911352665543	NA	NA	NA	1.041574	1.860944	FALSE	FALSE	FALSE	FALSE	FALSE	6
Magoh	chr4	107879754	107887423	Other	0.159300531208391	0.116303483996909	NA	0.0146763959272187	0.396044	0.47288	FALSE	FALSE	FALSE	FALSE	FALSE	1
Magohb	chr6	131284387	131293243	Active_Promoter	0.181104648141143	0.0608326211995567	-0.358014207389852	NA	0.809767	0.933256	FALSE	FALSE	FALSE	FALSE	FALSE	4
Magt1	chrX	105968083	106011905	Other	-0.0347885741823753	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	NA
Maip1	chr1	57406327	57417952	Active_Promoter	0.11315527824292	0.206965240661803	NA	NA	0.575788	0.775313	FALSE	FALSE	FALSE	FALSE	FALSE	2
Mak	chr13	41025007	41079705	Repressed_Promoter	1.00537240476448	NA	-0.415067278276705	0.0971658409258672	0.801892	0.6671	FALSE	FALSE	FALSE	FALSE	FALSE	4
Mak16	chr8	31159462	31168763	Active_Promoter	0.0732037104525425	0.0555615704727097	NA	0.926037303088747	0.764532	1.269975	FALSE	FALSE	TRUE	FALSE	FALSE	4
Mal	chr2	127633225	127656694	Repressed_Promoter	0.353450288800784	NA	-0.172536485555705	-0.340914393067413	2.110932	1.601615	TRUE	TRUE	FALSE	FALSE	FALSE	9
Mal2	chr15	54571191	54602846	Repressed_Promoter	0.522242600463767	NA	-0.333957744986115	0.274467010067678	1.303046	1.45524	TRUE	TRUE	FALSE	FALSE	FALSE	7
Mall	chr2	127704385	127729931	Other	0.23370575884163	-1.22972840631455	NA	0.73282162960935	1.708447	2.037485	TRUE	TRUE	FALSE	FALSE	FALSE	8
Malrd1	chr2	15526478	16255554	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Malsu1	chr6	49073794	49086750	Active_Promoter	0.133899350062721	0.199051146661535	-0.0754444302166687	-0.051010572618113	0.732842	0.813283	FALSE	FALSE	TRUE	FALSE	FALSE	4
Malt1	chr18	65430937	65479066	Active_Promoter	0.038449892178345	-0.12273753768928	NA	0.158613286248346	0.725978	0.816237	FALSE	FALSE	TRUE	FALSE	FALSE	4
Mamdc2	chr19	23302608	23448441	Active_Promoter	0.106198322683287	-0.887163126804819	2.89334420887896	0.108226221062433	1.407127	2.745863	FALSE	FALSE	FALSE	FALSE	FALSE	7
Mamdc4	chr2	25563114	25574844	Active_Promoter	NA	NA	NA	NA	1.352295	0.960856	TRUE	FALSE	TRUE	FALSE	FALSE	7
Maml1	chr11	50255633	50292310	Active_Promoter	0.00898026517407769	0.0946181420570496	NA	NA	0.569544	0.437819	FALSE	FALSE	TRUE	FALSE	FALSE	2
Maml2	chr9	13297956	13709387	Active_Promoter	0.207052267959359	-0.00926592684554844	NA	0.266912896898407	1.089469	1.396968	FALSE	FALSE	TRUE	FALSE	FALSE	6
Maml3	chr3	51685906	52105075	Active_Promoter	-0.293872297045582	-0.718617239971919	NA	0.579560580381855	1.645733	2.804255	FALSE	FALSE	TRUE	FALSE	FALSE	8
Mamld1	chrX	71050239	71156055	Active_Promoter	0.0913964597602254	0.0818049007803012	NA	0.190258782383528	0.925511	1.312586	FALSE	FALSE	TRUE	FALSE	FALSE	5
Mamstr	chr7	45639976	45646520	Other	-0.0747033056041426	-0.792654692562579	NA	NA	2.221817	2.902265	FALSE	FALSE	FALSE	FALSE	FALSE	9
Man1a	chr10	53904784	54076608	Repressed_Promoter	0.0332756460394785	NA	-0.457954768443089	NA	1.018042	0.846254	FALSE	FALSE	FALSE	FALSE	FALSE	6
Man1a2	chr3	100562207	100685502	Active_Promoter	0.0573823124335731	0.173572190509971	NA	0.642361553101173	0.659886	0.753293	FALSE	FALSE	TRUE	FALSE	FALSE	3
Man1b1	chr2	25332337	25352211	Other	0.0964438735928254	0.0153964899222256	NA	NA	0.605923	0.445698	FALSE	FALSE	TRUE	FALSE	FALSE	3
Man1c1	chr4	134561689	134704289	Active_Promoter	0.0876402026799226	0.0391528948966884	NA	-0.413537482906368	1.472833	1.228158	FALSE	FALSE	TRUE	FALSE	FALSE	8
Man2a1	chr17	64600735	64755109	Active_Promoter	0.0358880400708359	-0.0541306004292776	NA	0.258484854689719	1.868832	2.359391	TRUE	FALSE	TRUE	FALSE	FALSE	9
Man2a2	chr7	80349096	80371374	Active_Promoter	0.163688576752484	0.0510480967240015	NA	NA	0.946283	0.790421	FALSE	FALSE	FALSE	FALSE	FALSE	5
Man2b1	chr8	85083269	85098281	Other	0.135714085244755	0.252970725782493	NA	NA	0.769123	0.804884	TRUE	FALSE	FALSE	FALSE	FALSE	4
Man2b2	chr5	36806920	36830652	Other	0.0111065373130576	NA	NA	0.34426901676613	1.786553	1.825066	FALSE	FALSE	FALSE	FALSE	FALSE	8
Man2c1	chr9	57130689	57142721	Other	NA	NA	NA	NA	0.900355	0.783582	FALSE	FALSE	FALSE	FALSE	FALSE	5
Manba	chr3	135485610	135571403	Active_Promoter	0.0306972915222157	-0.263567549417059	NA	0.476992063881458	0.814718	1.097032	FALSE	FALSE	TRUE	FALSE	FALSE	4
Manbal	chr2	157367593	157396762	Other	0.106797441387557	NA	NA	NA	0.58261	0.400392	FALSE	FALSE	FALSE	FALSE	FALSE	3
Manea	chr4	26324505	26346890	Active_Promoter	-0.136908040991994	-0.989352189384265	3.99316318993542	1.32389845789001	1.22694	2.594316	FALSE	FALSE	TRUE	FALSE	FALSE	7
Maneal	chr4	124855238	124862170	Other	0.0591824246541963	-0.0271577124447036	NA	NA	0.759079	0.772532	FALSE	FALSE	FALSE	FALSE	FALSE	4
Manf	chr9	106838311	106891978	Other	0.0803900643311172	0.26223274799464	NA	-0.0815384677913914	0.623762	0.519211	TRUE	FALSE	TRUE	FALSE	FALSE	3
Mansc1	chr6	134609206	134632487	Other	-0.123361843152147	-1.17634456412308	NA	NA	0.811784	1.322934	FALSE	FALSE	TRUE	FALSE	FALSE	4
Mansc4	chr6	147075059	147087031	Other	NA	NA	NA	NA	0.807374	0.865157	FALSE	FALSE	FALSE	FALSE	FALSE	4
Maoa	chrX	16619697	16687817	Active_Promoter	-0.00707884470531027	-0.101340405149204	NA	0.825491142190171	0.356839	0.437831	FALSE	FALSE	TRUE	FALSE	FALSE	1
Maob	chrX	16709281	16817365	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Map10	chr8	125669817	125673358	Other	0.359267409173451	NA	0.447962313195235	0.0391960118639775	2.212609	2.870713	FALSE	FALSE	FALSE	FALSE	FALSE	9
Map11	chr5	138259655	138264032	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Map1a	chr2	121289599	121310831	Active_Promoter	0.169002718064562	0.0449707557466489	NA	0.24872218776624	2.217036	2.282636	TRUE	TRUE	FALSE	FALSE	FALSE	9
Map1b	chr13	99421445	99516539	Active_Promoter	0.0176002432175334	-0.131994555123342	NA	0.407529876569864	1.869217	1.892954	TRUE	TRUE	TRUE	FALSE	FALSE	9
Map1lc3a	chr2	155276296	155278072	Other	0.110098591320722	-0.0458968830074523	NA	-0.372163266594016	2.177179	1.751693	FALSE	FALSE	FALSE	FALSE	FALSE	9
Map1lc3b	chr8	121590360	121598759	Active_Promoter	0.023993370612382	-0.809777053306845	NA	0.469993464144292	0.972214	0.900094	FALSE	FALSE	TRUE	FALSE	FALSE	5
Map1s	chr8	70905931	70917528	Other	0.306569990517871	0.0571544537675929	NA	NA	0.93408	0.813039	TRUE	TRUE	TRUE	FALSE	FALSE	5
Map2	chr1	66175272	66442582	Active_Promoter	0.0255433913083821	-0.256732481331352	NA	0.452723509741584	1.120816	1.265316	TRUE	TRUE	TRUE	FALSE	FALSE	6
Map2k1	chr9	64185769	64253630	Active_Promoter	NA	NA	NA	NA	0.435805	0.339861	TRUE	TRUE	TRUE	FALSE	FALSE	1
Map2k2	chr10	81105914	81133974	Other	0.0655157423628307	-0.0616504877569283	NA	NA	0.804455	0.617806	TRUE	TRUE	TRUE	FALSE	FALSE	4
Map2k3	chr11	60932032	60952810	Active_Promoter	-0.00636894100547447	NA	NA	-0.28043340722605	1.290042	1.057015	FALSE	FALSE	TRUE	FALSE	FALSE	7
Map2k4	chr11	65688242	65788296	Other	-0.0148511156879017	-0.121032258675939	NA	NA	0.52287	0.432191	TRUE	FALSE	TRUE	FALSE	FALSE	2
Map2k5	chr9	63163767	63377901	Active_Promoter	0.0706822629843152	-0.446516099262344	NA	NA	0.839703	0.713957	FALSE	FALSE	TRUE	FALSE	FALSE	5
Map2k6	chr11	110399121	110525521	Other	-0.0416847973674108	NA	NA	0.0902162360824555	0.873231	0.929231	FALSE	FALSE	TRUE	FALSE	FALSE	5
Map2k7	chr8	4238739	4247896	Active_Promoter	-0.0125634504538911	-0.0319582625665513	NA	NA	1.446049	1.430083	TRUE	FALSE	TRUE	FALSE	FALSE	7
Map3k1	chr13	111746427	111808992	Active_Promoter	0.163171152731468	-0.0728224419798249	NA	0.640104707805353	2.99087	3.811676	FALSE	FALSE	TRUE	FALSE	FALSE	10
Map3k10	chr7	27656374	27674597	Active_Promoter	0.121705356217049	0.27994655178544	NA	NA	0.742414	0.556866	FALSE	FALSE	FALSE	FALSE	FALSE	4
Map3k11	chr19	5688741	5702864	Active_Promoter	NA	NA	NA	NA	0.948291	0.887036	TRUE	FALSE	FALSE	FALSE	FALSE	5
Map3k12	chr15	102497645	102517063	Active_Promoter	0.194233838198588	0.166421708122678	NA	-0.687531775840028	0.76721	0.563447	TRUE	FALSE	TRUE	FALSE	FALSE	4
Map3k13	chr16	21794345	21933438	Active_Promoter	0.176836564591244	-0.00447836741574457	NA	NA	0.83925	0.937643	TRUE	TRUE	TRUE	FALSE	FALSE	5
Map3k14	chr11	103219761	103267471	Other	-0.139172586120453	-0.346455282609124	NA	-0.0223960161757299	1.124524	1.24585	FALSE	FALSE	TRUE	FALSE	FALSE	6
Map3k15	chrX	159988432	160123350	Repressed_Promoter	0.0856282403053355	NA	-0.0834088391979017	-0.145496743315785	0.656096	0.449898	FALSE	FALSE	FALSE	FALSE	FALSE	3
Map3k19	chr1	127814790	127855030	Other	NA	NA	NA	NA	0.511259	0.475723	FALSE	FALSE	FALSE	FALSE	FALSE	2
Map3k2	chr18	32163088	32236750	Active_Promoter	0.0240743847600805	-0.0850391287579344	NA	NA	0.405588	0.328646	FALSE	FALSE	TRUE	FALSE	FALSE	1
Map3k20	chr2	72285636	72442609	Other	0.479440186560041	0.685682161497888	NA	0.18785177067005	1.213317	1.1299	FALSE	FALSE	FALSE	FALSE	FALSE	7
Map3k21	chr8	125910449	125947439	Repressed_Promoter	0.40597683311224	NA	-0.183275993424011	-0.286360796613805	1.581587	1.773334	FALSE	FALSE	FALSE	FALSE	FALSE	8
Map3k3	chr11	106084612	106155445	Active_Promoter	-0.0133504618933268	0.0599738143800765	NA	NA	0.373776	0.251951	FALSE	FALSE	TRUE	FALSE	FALSE	1
Map3k4	chr17	12227620	12318795	Active_Promoter	0.212562698337504	0.459677769646736	NA	-0.20529691075505	1.102467	0.858194	FALSE	FALSE	TRUE	FALSE	FALSE	6
Map3k5	chr10	19934471	20142752	Active_Promoter	0.0353877955250924	-0.271951810503595	NA	0.612057270520726	1.397283	2.177541	TRUE	FALSE	TRUE	FALSE	FALSE	7
Map3k6	chr4	133240817	133252928	Other	-0.112228815725141	NA	NA	-0.401127461796099	3.028984	2.803414	FALSE	FALSE	FALSE	FALSE	FALSE	10
Map3k7	chr4	31964096	32023466	Active_Promoter	0.0835380337395824	0.348929523733381	0.127281542275046	0.0861608207434829	0.78753	0.669593	TRUE	FALSE	TRUE	FALSE	FALSE	4
Map3k7cl	chr16	87553329	87595335	Repressed_Promoter	0.0105880664734957	NA	0.187998933545047	0.509261702334665	4.378397	6.260019	FALSE	FALSE	FALSE	FALSE	FALSE	10
Map3k8	chr18	4331326	4353014	Active_Promoter	-0.0509687030866784	-0.188975703943468	NA	1.06128945240944	1.556064	2.189542	FALSE	FALSE	TRUE	FALSE	FALSE	8
Map3k9	chr12	81721009	81781174	Active_Promoter	-0.0151918831921645	-0.0130363074903517	NA	-0.475301104491643	1.153555	1.105281	FALSE	FALSE	TRUE	FALSE	FALSE	6
Map4	chr9	109931459	110083954	Active_Promoter	-0.0207901454449472	-0.0192611532320613	NA	0.0465172640038223	0.459034	0.499318	TRUE	FALSE	TRUE	FALSE	FALSE	2
Map4k1	chr7	28982049	29003278	Repressed_Promoter	NA	NA	0.177302895262035	NA	0.661445	0.689832	FALSE	FALSE	FALSE	FALSE	FALSE	3
Map4k3	chr17	80580511	80728484	Active_Promoter	-0.0647067869803985	-0.026420548789282	NA	0.913118045112924	1.078708	1.20618	FALSE	FALSE	TRUE	FALSE	FALSE	6
Map4k4	chr1	39900912	40026309	Active_Promoter	-0.0164277713434337	-0.173277743652849	NA	0.855640792537569	1.590961	1.729601	TRUE	FALSE	TRUE	FALSE	FALSE	8
Map4k5	chr12	69803749	69893199	Active_Promoter	0.0922587843988588	0.0817597345815248	NA	0.435314435856135	0.762811	0.598555	FALSE	FALSE	TRUE	FALSE	FALSE	4
Map6	chr7	99267446	99337136	Active_Promoter	0.14439895227786	0.207231224193491	NA	-0.061489255530926	1.256854	1.091048	TRUE	TRUE	TRUE	FALSE	FALSE	7
Map6d1	chr16	20233302	20241357	Active_Promoter	0.247116730106199	0.0589089717703718	NA	NA	1.908667	2.539662	FALSE	FALSE	FALSE	FALSE	FALSE	9
Map7	chr10	20148470	20281589	Active_Promoter	-0.00308847062272382	-0.330870610920313	NA	0.262376548546911	1.381621	1.534697	FALSE	FALSE	TRUE	FALSE	FALSE	7
Map7d1	chr4	126232166	126256342	Active_Promoter	0.0488282799303236	0.0522170586611803	NA	-0.239658136641555	1.085008	0.866902	FALSE	FALSE	TRUE	FALSE	FALSE	6
Map7d2	chrX	159414571	159498756	Active_Promoter	0.0564258466478001	0.286012408005846	NA	NA	0.484058	0.35884	FALSE	FALSE	FALSE	FALSE	FALSE	2
Map7d3	chrX	56797857	56822325	Repressed_Promoter	0.445698003622348	0.683442760081145	-0.0692332805655637	0.121178965577648	0.678532	0.792534	FALSE	FALSE	FALSE	FALSE	FALSE	3
Map9	chr3	82358043	82395267	Active_Promoter	0.0920674234656992	-0.24034661989585	-0.67642618435629	1.16315323347798	1.111494	1.706224	FALSE	FALSE	TRUE	FALSE	FALSE	6
Mapk1	chr16	16983381	17047452	Active_Promoter	0.0871847382514379	0.127642827009278	NA	NA	0.522251	0.382379	TRUE	TRUE	TRUE	FALSE	FALSE	2
Mapk10	chr5	102907947	103211333	Active_Promoter	0.0482139796994751	0.0238859037108106	-0.0841315345500114	0.212598409911914	0.698604	0.681643	TRUE	TRUE	TRUE	FALSE	FALSE	3
Mapk11	chr15	89142485	89149627	Active_Promoter	0.190816594627227	0.14436513608622	NA	0.34546207353159	2.334637	2.886409	FALSE	FALSE	FALSE	FALSE	FALSE	9
Mapk12	chr15	89130583	89140702	Active_Promoter	0.463602982104035	0.286762967347597	NA	-0.152360778239827	1.474259	1.519768	FALSE	FALSE	TRUE	FALSE	FALSE	8
Mapk13	chr17	28769296	28780232	Other	0.141757026361153	0.247449320140874	-0.239128953791907	-0.594433216455757	5.213215	4.53063	FALSE	FALSE	FALSE	FALSE	FALSE	10
Mapk14	chr17	28691328	28748405	Active_Promoter	0.115485270493039	0.0104040054104018	NA	NA	0.61809	0.439635	TRUE	TRUE	TRUE	FALSE	FALSE	3
Mapk15	chr15	75993768	75999153	Repressed_Promoter	NA	NA	0.0504770283909983	-0.339430818347613	5.632787	4.35181	FALSE	FALSE	FALSE	FALSE	FALSE	10
Mapk1ip1	chr7	138835822	138846272	Other	0.0773128341702384	0.0177126832226638	NA	NA	0.97522	1.042657	FALSE	FALSE	FALSE	FALSE	FALSE	5
Mapk1ip1l	chr14	47298265	47323203	Active_Promoter	0.0905702281432577	-0.0818510622171133	NA	0.131691400432799	1.494461	1.596963	FALSE	FALSE	TRUE	FALSE	FALSE	8
Mapk3	chr7	126759600	126765818	Other	0.282480290260652	-0.218260513937437	NA	NA	1.345765	1.323326	TRUE	TRUE	TRUE	FALSE	FALSE	7
Mapk4	chr18	73928485	74065358	Active_Promoter	0.460971508094576	0.317819836130051	NA	0.148526837549536	2.569712	3.012467	FALSE	FALSE	FALSE	FALSE	FALSE	9
Mapk6	chr9	75369061	75410004	Active_Promoter	0.00560578036746556	-0.39349381984959	NA	NA	0.739291	0.750997	TRUE	FALSE	TRUE	FALSE	FALSE	4
Mapk7	chr11	61488811	61494405	Other	0.128769022184108	0.207120523457803	NA	NA	1.62017	1.772747	FALSE	FALSE	FALSE	FALSE	FALSE	8
Mapk8	chr14	33377897	33447157	Active_Promoter	0.000492552004391505	-0.356309426486564	-0.210339874335459	1.1213301023251	0.770793	0.853915	TRUE	TRUE	TRUE	FALSE	FALSE	4
Mapk8ip1	chr2	92383675	92401262	Active_Promoter	-0.170813203061147	-0.00344438938940686	NA	0.23827856741716	2.269835	2.019982	FALSE	FALSE	FALSE	FALSE	FALSE	9
Mapk8ip2	chr15	89453912	89464467	Active_Promoter	0.249256701054445	0.121480534841839	NA	NA	1.433086	0.929626	TRUE	TRUE	TRUE	FALSE	FALSE	7
Mapk8ip3	chr17	24892152	24936976	Active_Promoter	0.0451244456349169	0.203836946776645	NA	NA	0.664794	0.417507	TRUE	TRUE	TRUE	FALSE	FALSE	3
Mapk9	chr11	49846750	49886420	Active_Promoter	0.126807678636518	-0.042047932646093	NA	NA	0.793526	0.765462	TRUE	TRUE	TRUE	FALSE	FALSE	4
Mapkap1	chr2	34406770	34624949	Other	0.0672880548650405	NA	NA	NA	1.018391	0.885056	FALSE	FALSE	TRUE	FALSE	FALSE	6
