chr	start	end	num_contexts	mean_coverage	mean_mod_group1	mean_mod_group2	mod_fold_change	mod_difference	test_statistic	dmr_pvalue	dmr_qvalue	annotation	gene	significant	direction	neg_log10_q	chromatin_state	CTCF_overlap	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	Bivalent_overlap	distance_to_tss
chr10	6758505	7038197	1604	20.4689837905237	0.709848310167305	0.74449658521408	1.04881081570598	0.034648275046775	196.809017913936	1.03801350208519e-44	4.37278820486853e-43	Gene	Oprm1	TRUE	Hypermethylated	42.359241557113	Other	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	0
chr10	7792890	7823134	238	19.1018907563025	0.777298828074666	0.795294695240199	1.0231518002029	0.0179958671655338	8.67893824775327	0.00321908470476747	0.00942279587293383	Gene	Ppil4	TRUE	Hypermethylated	2.02582021694919	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	11149426	11217594	476	21.827731092437	0.712786975488664	0.751941661248683	1.05493181989356	0.0391546857600192	80.5953037813217	2.77017046835938e-19	4.66041750246283e-18	Gene	Shprh	TRUE	Hypermethylated	17.3315751753929	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	11281329	11298051	123	24.1382113821138	0.675464692290748	0.708845486348238	1.04941900655722	0.0333807940574904	14.8261308970071	0.000117890640942489	0.000463919646793708	Gene	Fbxo30	TRUE	Hypermethylated	3.33355723491082	Active_Promoter	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	11343403	11459643	769	20.4021456436931	0.719362173409934	0.733351661848614	1.01944707263709	0.0139894884386804	15.1887367135425	9.72819419360321e-05	0.000389480507609927	Gene	Epm2a	TRUE	Hypermethylated	3.40951427264939	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	13552893	13563375	137	20.2335766423358	0.759610464431462	0.785542498287696	1.0341385948068	0.0259320338562339	11.0378634892146	0.000892696819011313	0.00296280439266545	Gene	Adat2	TRUE	Hypermethylated	2.52829702013326	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	13966074	14151373	1689	20.1576376554174	0.402937034646859	0.434384763668932	1.07804626112274	0.031447729022073	139.57135774674	3.30330663030724e-32	9.92837676177872e-31	Gene	Hivep2	TRUE	Hypermethylated	30.0031217506011	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	18055860	18125154	666	20.4834834834835	0.675941202102213	0.713504452513959	1.05557177206379	0.0375632504117458	88.591780029735	4.85301621563916e-21	9.01784120353356e-20	Gene	Reps1	TRUE	Hypermethylated	19.0448974165163	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	18318984	18533891	2279	19.0601140851251	0.675626963510545	0.681049346963697	1.00802570611596	0.00542238345315271	5.9478243903669	0.0147354614518978	0.036566743056466	Gene	Nhsl1	TRUE	Hypermethylated	1.43691371988058	Other	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	0
chr10	18845019	18857072	105	21.3880952380952	0.796577732747946	0.815884607011837	1.02423727587424	0.0193068742638913	5.43348463757609	0.0197542234051443	0.0473194625275774	Gene	Perp	TRUE	Hypermethylated	1.32496019689772	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	19934471	20142752	2156	18.7896567717996	0.651092898160724	0.697273330539789	1.07092756273263	0.0461804323790646	390.403273801048	6.76214036719109e-87	6.39022264699558e-85	Gene	Map3k5	TRUE	Hypermethylated	84.1944840099673	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	20148470	20281589	1577	18.9115409004439	0.650711910533015	0.700011338040812	1.07576229466495	0.0492994275077964	325.27635225252	1.02713216974053e-72	7.66840063665002e-71	Gene	Map7	TRUE	Hypermethylated	70.1152952054261	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	20312468	20344612	252	22.5803571428571	0.579537312055235	0.622238088041335	1.07368080552858	0.0427007759861	43.8195660191675	3.60087141794859e-11	3.2118487022595e-10	Gene	Bclaf1	TRUE	Hypermethylated	9.49324492084087	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	21295978	21368897	714	20.0038515406162	0.711630242365164	0.749894084156867	1.05376927442618	0.0382638417917024	105.173812618369	1.11878737845484e-24	2.53193531959052e-23	Gene	Hbs1l	TRUE	Hypermethylated	22.5965473929295	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	21377290	21396584	217	19.9896313364055	0.656171246533888	0.634115885281279	0.966387796830305	-0.0220553612526091	8.76461006167637	0.00307131733514649	0.00903564245884704	Gene	Aldh8a1	TRUE	Hypomethylated	2.04404096248186	Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0
chr10	21882183	21999902	1133	18.9541041482789	0.499328703798045	0.575887699799032	1.1533238434295	0.0765589960009874	502.682609081346	2.47908716172859e-111	3.42162957670422e-109	Gene	Sgk1	TRUE	Hypermethylated	108.465767008676	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	23796985	23827967	279	19.3467741935484	0.784286152944149	0.810568665575715	1.03351138169774	0.0262825126315657	23.0091255544425	1.61234239201863e-06	8.5030998094919e-06	Gene	Slc18b1	TRUE	Hypermethylated	5.07042272313947	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	23894687	23905342	140	18.6964285714286	0.80065826967054	0.78221807738477	0.976968710641859	-0.0184401922857705	5.38970617975542	0.0202558812583503	0.0483546186107556	Gene	Vnn1	TRUE	Hypomethylated	1.31556203778847	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	24149301	24190221	421	20.2535629453682	0.678244211119025	0.707574030255517	1.04324374414947	0.0293298191364915	35.508815741711	2.53898857584417e-09	1.86765222063937e-08	Gene	Stx7	TRUE	Hypermethylated	7.72870399144585	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	24869985	24913680	566	19.7075971731449	0.825526115639577	0.855527200863909	1.03634177605767	0.0300010852243314	74.4405805417877	6.24911413831722e-18	9.63971805204095e-17	Gene	Med23	TRUE	Hypermethylated	16.0159356684036	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	25359797	25523518	1575	19.867619047619	0.802455341811341	0.790468497326077	0.985062290870659	-0.011986844485264	27.4430247419032	1.61791367388157e-07	9.71720897920452e-07	Gene	Epb41l2	TRUE	Hypomethylated	6.01245845719201	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	26753420	26918647	1252	22.0277555910543	0.790250364512359	0.780910518359322	0.98818115552683	-0.00933984615303729	13.7900858630609	0.000204412071798044	0.000768936857495279	Gene	Arhgap18	TRUE	Hypomethylated	3.11410932153441	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	28074819	28597396	3212	22.8540628891656	0.772663011328274	0.782874766259306	1.01321631135607	0.0102117549310318	44.7027440053183	2.2933568870701e-11	2.08911568101796e-10	Gene	Ptprk	TRUE	Hypermethylated	9.68003751107916	Bivalent_Promoter	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0
chr10	29143838	29199629	343	20.2944606413994	0.636171115544302	0.654127191895699	1.02822523046497	0.0179560763513968	10.082102678666	0.00149716388243345	0.00473169645820598	Gene	Soga3	TRUE	Hypermethylated	2.32498312345967	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	29211605	29230778	130	23.0192307692308	0.697121250368127	0.720825726516667	1.03400337622189	0.0237044761485403	7.97903615806373	0.00473221301454115	0.0133061381627207	Gene	9330159F19Rik	TRUE	Hypermethylated	1.87594797142088	Poised_Enhancer	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12650
chr10	29313165	29347468	220	23.5477272727273	0.712290183741383	0.740962851963839	1.04025419537842	0.0286726682224557	21.4964158201386	3.54490608610287e-06	1.77730204854535e-05	Gene	Echdc1	TRUE	Hypermethylated	4.75023875853731	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	34282189	34285274	33	18.7954545454545	0.121127607370492	0.184378104229424	1.52218068392509	0.0632504968589326	17.6057424303359	2.71766484192901e-05	0.000119338883615812	Gene	Tspyl1	TRUE	Hypermethylated	3.92321802918473	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	36974543	37001888	224	22.7745535714286	0.660929358877384	0.695470480908764	1.05226144302328	0.03454112203138	27.806703037352	1.3406083400668e-07	8.13555752567586e-07	Gene	Hdac2	TRUE	Hypermethylated	6.08961267972432	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	38965514	39110187	971	21.6985066941298	0.797797310133995	0.789080891947325	0.98907439511772	-0.00871641818667024	9.49616463652801	0.00205901846017971	0.00629314514512093	Gene	Lama4	TRUE	Hypomethylated	2.2011322515676	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	39368854	39565380	2001	17.8508245877061	0.480416621761348	0.50241865969617	1.04579782825614	0.0220020379348217	68.7524595278654	1.11631559007744e-16	1.57492836343206e-15	Gene	Fyn	TRUE	Hypermethylated	14.802739195572	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	39612933	39655306	425	17.8088235294118	0.614450267791494	0.633207304618896	1.03052653373367	0.0187570368274019	11.0749475318234	0.000875018958373904	0.00290735234838868	Gene	Traf3ip2	TRUE	Hypermethylated	2.53650233194201	Other	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	39732117	39875210	957	22.4255485893417	0.693046498808674	0.71491462382025	1.03155361876752	0.0218681250115763	50.1945658511668	1.39232848458361e-12	1.42208662502821e-11	Gene	Rev3l	TRUE	Hypermethylated	10.8470739481731	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	40339563	40483817	1162	19.2827022375215	0.619103358756509	0.685827598170578	1.10777560559207	0.066724239414069	433.270223605684	3.15595173139027e-96	3.37799547820594e-94	Gene	Cdk19	TRUE	Hypermethylated	93.4713409361124	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	40630010	40681846	512	19.0556640625	0.715300855400565	0.737840190027877	1.03151028613644	0.0225393346273114	24.4207264322642	7.74311517375561e-07	4.24465150849801e-06	Gene	Ddo	TRUE	Hypermethylated	5.37215796010768	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	40683281	40811082	979	19.9563329928498	0.755012769352112	0.74541803543747	0.987291958091151	-0.00959473391464261	9.62894018262761	0.00191535099734628	0.00590046234556941	Gene	Mettl24	TRUE	Hypomethylated	2.22911395678795	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	40883474	40938569	552	21.2178442028986	0.467219898215244	0.495646524232966	1.06084207056744	0.028426626017722	38.1323359125025	6.6105481079016e-10	5.17086833540894e-09	Gene	Wasf1	TRUE	Hypermethylated	8.28643652042429	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	41450382	41465573	179	17.7849162011173	0.641625805070597	0.691447486133477	1.07764912300776	0.0498216810628798	33.7880570382729	6.14549804164471e-09	4.36446863289317e-08	Gene	Zbtb24	TRUE	Hypermethylated	7.36006862340165	Other	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	41476313	41487031	117	13.3611111111111	0.591948948799575	0.527719309435727	0.891494630585795	-0.0642296393638482	25.5490336264883	4.31282004850039e-07	2.43746367988927e-06	Gene	Mical1	TRUE	Hypomethylated	5.61306184690786	Other	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	0
chr10	41519413	41531047	102	22.2941176470588	0.456127888447635	0.512552560244178	1.12370362178155	0.0564246717965439	28.9325267528292	7.49438066256837e-08	4.70591475366722e-07	Gene	Cd164	TRUE	Hypermethylated	6.32735594421211	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	41809934	41908423	743	19.6305518169583	0.426450369351377	0.547085630995604	1.28288230076506	0.120635261644227	838.160648709214	2.72575910326572e-184	7.9421805871405e-182	Gene	Sesn1	TRUE	Hypermethylated	181.10006024229	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	42502029	42535380	292	19.4734589041096	0.539915441201372	0.582235853179573	1.07838340737956	0.0423204119782013	40.815886181841	1.67267797349221e-10	1.40028376719446e-09	Gene	Snx3	TRUE	Hypermethylated	8.85378394572267	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	42761495	42832513	414	21.4335748792271	0.689340057450323	0.722645793319313	1.04831539311988	0.03330573586899	47.4281658304772	5.70569421239677e-12	5.50149514029549e-11	Gene	Sec63	TRUE	Hypermethylated	10.2595192663353	Active_Promoter	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	42860369	42960779	1016	18.0275590551181	0.690789712746771	0.674596084198295	0.976557802975835	-0.0161936285484761	22.4106755368322	2.20146947991815e-06	1.13951710385401e-05	Gene	Scml4	TRUE	Hypomethylated	4.94327915178798	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	43221485	43464881	2064	19.3676114341085	0.738691488560994	0.746844863521161	1.01103759158786	0.00815337496016677	13.8315212678869	0.000199953422615101	0.000753515870853638	Gene	Pdss2	TRUE	Hypermethylated	3.12290759596837	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	43578283	43584264	74	19.0844594594595	0.545470028619081	0.506739790046385	0.928996578105774	-0.0387302385726963	7.80452608875685	0.00521155321500365	0.014475463378467	Gene	Cd24a	TRUE	Hypomethylated	1.83936752504507	Repressed_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	44268357	44364290	744	20.0950940860215	0.699793646848537	0.711620016681052	1.01689979594095	0.0118263698325147	9.62033447977771	0.00192434682650113	0.00592382568938624	Gene	Atg5	TRUE	Hypermethylated	2.22739772922771	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	45335771	45372478	407	20.3310810810811	0.776231327753908	0.747966761967946	0.963587445165673	-0.0282645657859617	35.9295093350544	2.04586612470809e-09	1.51930001523013e-08	Gene	Bves	TRUE	Hypomethylated	7.81835645780709	Repressed_Promoter	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0
chr10	45577828	45712344	779	21.2808087291399	0.773648116413972	0.799023416330486	1.03279953686714	0.0253752999165141	64.2887567116558	1.0745720433734e-15	1.41072884217337e-14	Gene	Hace1	TRUE	Hypermethylated	13.8505564544701	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	50592668	50851484	1307	22.9013006885998	0.788569066917818	0.795160021307608	1.0083581193662	0.00659095438978985	8.44540876416663	0.00365966170647105	0.0105606661540655	Gene	Ascc3	TRUE	Hypermethylated	1.97630868616679	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	52417546	52440182	168	22	0.538274656835224	0.589234995523831	1.09467348692994	0.0509603386886066	38.0702228380018	6.82437091438399e-10	5.3341459542795e-09	Gene	Nus1	TRUE	Hypermethylated	8.27293510520576	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	53337666	53345986	63	20.6785714285714	0.555305353061164	0.627689801827889	1.13035071311252	0.072384448766725	27.5945255267536	1.4960158111891e-07	9.0290321354822e-07	Gene	Pln	TRUE	Hypermethylated	6.04435880126429	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	53596756	53609224	109	23.1766055045872	0.370713566645199	0.453586460681485	1.22354966608385	0.0828728940362866	68.987980120004	9.90653767826319e-17	1.40141101788458e-15	Gene	Asf1a	TRUE	Hypermethylated	14.8534344724085	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	57486384	57513134	198	24.4646464646465	0.630738791775149	0.664589581943073	1.05366847672815	0.0338507901679234	24.216297690691	8.61005962396109e-07	4.69780080236878e-06	Gene	Hsf2	TRUE	Hypermethylated	5.32810540225959	Active_Promoter	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	57631980	57741111	477	21.5047169811321	0.502149505708042	0.617245631009237	1.22920688757606	0.115096125301196	549.527991632856	1.5946713879081e-121	2.5153842892424e-119	Gene	Pkib	TRUE	Hypermethylated	118.599395655957	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	57794334	57811829	121	21.6260330578512	0.790716797165703	0.760273514896386	0.961499132965887	-0.0304432822693166	13.1086334530715	0.000293938022434993	0.00107712240570545	Gene	Smpdl3a	TRUE	Hypomethylated	2.96773494006161	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	58323465	58424690	656	19.7210365853659	0.646832916182583	0.703761053631973	1.08801057587694	0.0569281374493901	190.914512383197	2.00777574506244e-43	8.24288206568785e-42	Gene	Lims1	TRUE	Hypermethylated	41.0839209137421	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	58446919	58494355	277	22.841155234657	0.675771786719954	0.746606668484793	1.10482071485798	0.0708348817648393	153.069833293623	3.69837516795966e-35	1.23155893093057e-33	Gene	Ranbp2	TRUE	Hypermethylated	32.909544802042	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	59221952	59226433	35	19.9571428571429	0.573872170789238	0.638076367640133	1.11187891680232	0.064204196850895	11.9734077532263	0.000539651593888252	0.00187346529673699	Gene	Sowahc	TRUE	Hypermethylated	2.72735434717932	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	59323295	59373303	469	21.2094882729211	0.730702141639762	0.763563077923399	1.04497172570193	0.032860936283637	56.2273530781653	6.45571504039972e-14	7.33664386958535e-13	Gene	P4ha1	TRUE	Hypermethylated	12.1345025616432	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	59403659	59421975	195	17.8628205128205	0.808030844926322	0.78895499563549	0.976392176844967	-0.0190758492908325	7.52756901211643	0.0060761843735042	0.0165893118130849	Gene	Pla2g12b	TRUE	Hypomethylated	1.78017162976701	Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
chr10	59702476	59864131	1831	18.6280720917531	0.683030512749408	0.734622178964638	1.0755334721542	0.0515916662152296	432.951557228222	3.70243051041411e-96	3.94280658263846e-94	Gene	Micu1	TRUE	Hypermethylated	93.4041945270488	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	60346850	60372683	188	15.4760638297872	0.680569982910565	0.659673089973326	0.969295012325007	-0.0208968929372394	5.52318517494762	0.0187660598367878	0.0452105155392709	Gene	Vsir	TRUE	Hypomethylated	1.34476054064135	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	60399725	60403558	40	13.33125	0.759419170019769	0.707130769230769	0.931146851629201	-0.052288400789	7.94560518270167	0.00482042952637706	0.0135143379705819	Gene	Gm17455	TRUE	Hypomethylated	1.86920522430971	Repressed_Promoter	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0
chr10	61089330	61094323	34	16.5294117647059	0.567567010309278	0.663954858593183	1.16982637562282	0.0963878482839052	22.2787952794577	2.35796099435429e-06	1.21542171254444e-05	Gene	Pcbd1	TRUE	Hypermethylated	4.9152730095931	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	61171953	61188840	93	14.755376344086	0.538895749179975	0.607131591464788	1.12662160053897	0.0682358422848132	26.0409928681814	3.34244540017282e-07	1.92746459731241e-06	Gene	Tbata	TRUE	Hypermethylated	5.7150135901035	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	61595491	61628564	356	16.3265449438202	0.673589498489191	0.655370742565595	0.972952731649679	-0.0182187559235953	8.57428808151588	0.00340943239241694	0.00991632915021696	Gene	Npffr1	TRUE	Hypomethylated	2.00364906623757	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	61680298	61693296	135	20.2240740740741	0.619769639029535	0.665333044495574	1.0735166787734	0.0455634054660394	23.9450947286378	9.91225235892133e-07	5.37614121607577e-06	Gene	Sar1a	TRUE	Hypermethylated	5.26952933211253	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	61695513	61702772	72	14.3854166666667	0.704647209012476	0.745310564235798	1.05770739556367	0.0406633552233223	7.60974135728375	0.00580538103487124	0.0159141629074303	Gene	Tysnd1	TRUE	Hypermethylated	1.79821620053937	Active_Promoter	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	62980222	63017209	471	19.1486199575372	0.641702157265745	0.668596301270962	1.04191063361827	0.0268941440052171	28.5090890336788	9.32596665428152e-08	5.77648226867942e-07	Gene	Rufy2	TRUE	Hypermethylated	6.23833655541715	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	63243809	63317877	582	21.0816151202749	0.790145062819102	0.817015238818939	1.03400663658388	0.0268701759998363	55.2091245900174	1.08364523003667e-13	1.20795926041122e-12	Gene	Herc4	TRUE	Hypermethylated	11.9179477124673	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	63382442	63410575	273	17.3040293040293	0.623481740780762	0.662454357267829	1.06250803181223	0.0389726164870667	31.5191502894142	1.97482997749454e-08	1.3295878722034e-07	Gene	Dnajc12	TRUE	Hypermethylated	6.87628295494622	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	63430097	65003666	9610	21.4593912591051	0.747461146451681	0.76445830090673	1.02273985013902	0.0169971544550496	323.059157917274	3.12291494532334e-72	2.30688847316684e-70	Gene	Ctnna3	TRUE	Hypermethylated	69.6369734009965	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	67096124	67256325	1067	20.0588097469541	0.218696959477279	0.251523776617716	1.15010184512349	0.0328268171404368	127.91860084257	1.16942080030356e-29	3.20277793336401e-28	Gene	Jmjd1c	TRUE	Hypermethylated	27.4944731723752	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	68723645	68782649	455	22.7120879120879	0.787131859840127	0.771990360508343	0.980763706687136	-0.0151414993317845	13.6139910499297	0.000224506108096269	0.00083776478864312	Gene	Tmem26	TRUE	Hypomethylated	3.07687789704159	Repressed_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	69398772	70027437	6770	18.4391432791728	0.595296090584489	0.635252959403204	1.06712099986997	0.0399568688187151	831.26841674276	8.58826327793143e-183	2.40230900410298e-180	Gene	Ank3	TRUE	Hypermethylated	179.619371130927	Other	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	0
chr10	70204663	70219710	185	18.2067567567568	0.728949035947181	0.749830600402015	1.0286461239745	0.0208815644548342	7.69152623374383	0.00554806902313278	0.0153148605310924	Gene	Mrln	TRUE	Hypermethylated	1.81488695385922	Other	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	70440480	70558735	1247	18.8678829190056	0.648991392083069	0.673428995074572	1.03765474132571	0.0244376029915033	62.6506494826437	2.46823552021867e-15	3.14205782637545e-14	Gene	Fam13c	TRUE	Hypermethylated	13.5027858264747	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	71347762	71433326	1083	19.0318559556787	0.700347452712729	0.713179988108885	1.01832309855123	0.0128325353961554	16.426018573801	5.05860911174035e-05	0.000213039549768782	Gene	Ipmk	TRUE	Hypermethylated	3.67153976439272	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	73099341	74649736	7705	23.3176833225178	0.812456199756131	0.80966931823191	0.996569807055373	-0.0027868815242218	9.1659726616815	0.00246556555818258	0.00739987122247674	Gene	Pcdh15	TRUE	Hypomethylated	2.13077583808718	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	75037057	75054747	207	15.0857487922705	0.682161580857642	0.708224323655656	1.03820611352115	0.0260627427980142	9.75708050044951	0.00178633366731125	0.00554699437633551	Gene	Rab36	TRUE	Hypermethylated	2.25594227441821	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	75212072	75312742	738	19.0582655826558	0.614173904736843	0.639349588850672	1.04099113283658	0.0251756841138289	37.9734539139875	7.17137676815649e-10	5.59495400591874e-09	Gene	Specc1l	TRUE	Hypermethylated	8.25220347929788	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	75401114	75441678	415	18.8885542168675	0.768499805929153	0.755144075487465	0.982621036025454	-0.013355730441688	7.66737569174905	0.00562281773848832	0.015476396396713	Gene	Upb1	TRUE	Hypomethylated	1.81033015523017	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr10	75954513	76009590	610	18.755737704918	0.747707231603486	0.764020059027716	1.02181713207353	0.0163128274242295	16.2481558432655	5.55636513777791e-05	0.000232251413081177	Gene	Gm5134	TRUE	Hypermethylated	3.63404163495976	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr10	76032649	76043233	154	19.9594155844156	0.598278342553919	0.675542794261868	1.12914465761559	0.0772644517079495	76.9542246982985	1.74966650311892e-18	2.79347439641794e-17	Gene	Zfp280b	TRUE	Hypermethylated	16.5538553048105	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	76468926	76515856	568	18.5180457746479	0.822557866934371	0.840344580003429	1.02162366173136	0.0177867130690582	23.6692984357346	1.14392982136128e-06	6.15661973379637e-06	Gene	Mcm3ap	TRUE	Hypermethylated	5.21065766996122	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	76531587	76557137	313	17.1932907348243	0.844694847616044	0.859029276878489	1.01696994992085	0.0143344292624455	8.68850306995686	0.00320223514383336	0.00938001830249653	Gene	Lss	TRUE	Hypermethylated	2.02779631421523	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr10	77032240	77061001	320	13.93984375	0.686238411942493	0.722527118479669	1.05288061103204	0.036288706537176	27.1461308890407	1.88642358479188e-07	1.1230215773368e-06	Gene	Slc19a1	TRUE	Hypermethylated	5.94961189927881	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	77259217	77269574	209	15.1136363636364	0.74513207580463	0.777133099685979	1.04294678073923	0.0320010238813491	18.1287117499186	2.06464680076429e-05	9.2630935058242e-05	Gene	Pofut2	TRUE	Hypermethylated	4.03324395196303	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr10	77581719	77598731	167	17.002994011976	0.588364997671447	0.627383228618323	1.06631637011259	0.0390182309468755	17.9539697151994	2.26311932759849e-05	0.000100759720657234	Gene	Pttg1ip	TRUE	Hypermethylated	3.99671304519526	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr10	77606096	77618330	121	17.0330578512397	0.546268467449926	0.609582373410868	1.11590254560455	0.0633139059609419	33.583076298884	6.82842645378817e-09	4.83148595527899e-08	Gene	Sumo3	TRUE	Hypermethylated	7.31591927858012	Other	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	0
