gene	chr	start	end	hyper_dmr	baseline_mc	baseline_hmc	k119ub	atac_count	cpg_density	log_gene_length	log_expression	chromatin_state	pred_prob_full	mod_difference	dmr_qvalue	significant
Cabin1	chr10	75646111	75764340	TRUE	0.678578306613087	0.1785	2.450032	8	0.00922785441812077	5.07272401626785	3.18724473515053	Active_Promoter	0.485701515603176	0.0331820908487824	4.33287981407363e-22	TRUE
Sync	chr4	129287616	129308558	FALSE	0.714912532488008	0.1655	0.600163	2	0.0100754464712062	4.32101815525527	1.23839370222968	Other	0.485652849999953	0.0125472168169504	0.169543216235308	FALSE
Klhl33	chr14	50888581	50897506	TRUE	0.449919192950223	0.201	1.679331	5	0.0107563025210084	3.95060822478423	1.80890835306799	Active_Promoter	0.485631104998614	0.078199941014213	1.3159995404928e-08	TRUE
Fktn	chr4	53713997	53777889	FALSE	0.756278316660274	0.0985	0.660659	3	0.00870218493708132	4.80544648298844	2.83980423883227	Active_Promoter	0.485489559392066	0.00576395111793149	0.229053093098377	FALSE
Tmem129	chr5	33653215	33658415	TRUE	0.398584617265835	0.1955	1.835104	4	0.0107692307692308	3.7160033436348	2.07851359235165	Active_Promoter	0.485470703843518	0.0425996434048965	0.031649392744922	TRUE
Riox1	chr12	83950607	83952950	TRUE	0.521530405878937	0.277	3.137807	1	0.0157917200170721	3.36977228859696	1.21190549675459	Active_Promoter	0.485468135079875	0.0544174836063049	0.0219610081971901	TRUE
Adam17	chr12	21323508	21373631	TRUE	0.78831485461971	0.1035	0.453306	2	0.00859884683678152	4.70003705682439	2.46696163844923	Active_Promoter	0.485333636457262	0.0301850853195694	3.83924062051025e-11	TRUE
Itsn2	chr12	4592637	4713961	FALSE	0.765545229614031	0.1085	0.756977	3	0.00713791170749398	5.08394672037659	2.82603486416079	Other	0.48531952620892	-0.00135774415346512	0.787177539559238	FALSE
Cpsf1	chr15	76595802	76607590	FALSE	0.712321022122553	0.1005	0.673631	1	0.0143366135052596	4.07144012717789	2.4019335938334	Other	0.485318198778821	0.0112653921786428	0.316049988706788	FALSE
Hs3st5	chr10	36506813	36834396	FALSE	0.764380878229934	0.123	0.957955	3	0.00473162526748946	5.51532135585468	2.88926585541246	Active_Promoter	0.485259864506642	0.00171914600549417	0.508574397934614	FALSE
Mrpl16	chr19	11770390	11774959	FALSE	0.599208355793862	0.1105	0.466526	2	0.0144451739986868	3.6598211580557	2.0496165191531	Other	0.485147684195633	0.00362684963014082	0.861044158175724	FALSE
Zfp287	chr11	62700355	62731904	TRUE	0.808000581369801	0.096	0.362814	5	0.0108719769247837	4.49898559808523	2.46884962370075	Other	0.48504729889318	0.0189712805679098	0.000261551708847038	TRUE
Uggt2	chr14	118985038	119099429	TRUE	0.775656108945732	0.0965	0.77988	2	0.00781530015473245	5.05839185658905	3.02390507051812	Active_Promoter	0.4848931735294	0.00936305793784453	0.0050600384521188	TRUE
Gan	chr8	117158134	117215996	FALSE	0.779763889311318	0.1135	0.992268	5	0.0133939372990909	4.76239344095995	2.62362291995144	Active_Promoter	0.484739261766226	0.00423669822289219	0.400613009887147	FALSE
Rpl28	chr7	4792873	4795065	FALSE	0.232070584426097	0.1165	0.879529	1	0.0177919708029197	3.34084054981233	2.32264032151497	Other	0.484588496595038	-0.0227667182615338	0.379085003066221	FALSE
Orc2	chr1	58462770	58505108	TRUE	0.786223460362225	0.1125	0.47134	1	0.00779441636355047	4.62673033857997	2.30518543921742	Active_Promoter	0.484397679358477	0.0311924183074821	3.03147020214478e-09	TRUE
Bbs9	chr9	22475714	22888279	TRUE	0.791684332064783	0.1155	0.913652	7	0.00810296559330045	5.61549238177671	2.90702938527529	Repressed_Promoter	0.484374827558759	0.00750177162092247	4.31157792274694e-06	TRUE
Supt20	chr3	54692806	54728765	TRUE	0.782631856301859	0.0915	0.582286	1	0.00859311994215634	4.55580760573859	2.82021500420581	Active_Promoter	0.48432817843177	0.0169719237896886	0.00146965507084822	TRUE
Lrrfip1	chr1	90998736	91128943	FALSE	0.762288037870564	0.117	1.218919	3	0.0106753093151674	5.11463433277022	2.9086988143917	Repressed_Promoter	0.484200797565116	-0.0213682349028658	1.59353942878591e-13	TRUE
Evi5l	chr8	4166566	4211256	FALSE	0.670366898858305	0.157	0.967183	1	0.00689192213023048	4.65021035466036	1.99744744728493	Active_Promoter	0.484091203417136	0.0108195564924738	0.167090258926039	FALSE
Nvl	chr1	181087137	181144203	FALSE	0.853219636478196	0.0735	0.36442	1	0.00774541758665405	4.75637743205817	2.99124671773586	Active_Promoter	0.483899849147168	0.00339444788824039	0.49396807297148	FALSE
Zfp512	chr5	31452430	31481753	TRUE	0.749641923772109	0.104	0.409809	1	0.00852573065511714	4.46720840037548	2.39005429986444	Other	0.483591486230383	0.0263039814868233	9.91145933163564e-05	TRUE
Zfp612	chr8	110079745	110092740	FALSE	0.699801720019111	0.1485	0.804335	2	0.0101577529819161	4.11377628383703	1.80176677081196	Other	0.48354854022084	0.00707327716633266	0.584171479312202	FALSE
Ift46	chr9	44767907	44793446	TRUE	0.75040770998201	0.0985	0.361946	1	0.0119033634833001	4.40720388811203	2.24762972255044	Active_Promoter	0.483507766584671	0.0223981307827754	0.00028731181486017	TRUE
Cct6a	chr5	129786997	129846370	FALSE	0.640251567598454	0.112	0.074782	4	0.00151584053357587	4.77358899351978	2.46867885404691	Active_Promoter	0.483366422634901	0.0124242094261366	0.370509298000276	FALSE
Rbbp9	chr2	144542264	144550868	TRUE	0.706830905896013	0.1155	0.707845	1	0.0097629009762901	3.93470040171542	2.38623386740792	Other	0.483279515891372	0.0308929786836503	0.0114977111236652	TRUE
Mtif2	chr11	29526407	29545278	FALSE	0.744508075288111	0.1035	0.318897	1	0.00657092893858301	4.275794914631	2.41972829786556	Other	0.483155212879537	0.006899818461932	0.533392518921758	FALSE
Tub	chr7	108950337	109034459	FALSE	0.670611503937762	0.1495	1.402999	9	0.00708494805163929	4.9249095894855	2.8608983454932	Active_Promoter	0.482980890279703	0.00891018422084233	0.102879649291117	FALSE
Csmd1	chr8	15892536	17535585	FALSE	0.780066863271961	0.097	1.2041	12	0.00497489727938729	6.21565051542063	3.97667852819835	Bivalent_Promoter	0.482709369995755	-0.0215077118484381	2.10689825354811e-100	TRUE
Mrps31	chr8	22411360	22429664	TRUE	0.707040150702913	0.109	0.338555	5	0.0117460664335664	4.26254600711293	2.15260433742562	Active_Promoter	0.482577162722461	0.0286973383556728	0.00023501738776521	TRUE
Atxn7l2	chr3	108202221	108210933	TRUE	0.502843196457327	0.203	2.151092	2	0.0107897153351699	3.94011786674772	2.11468721770513	Active_Promoter	0.48246973991088	0.0808640154709296	5.98305474430743e-08	TRUE
Rack1	chr11	48800331	48806433	TRUE	0.345797601245155	0.1195	0.644761	4	0.0124549328089151	3.78547220330639	2.37203742465318	Active_Promoter	0.482357537727863	0.051436817516315	0.000811661034296307	TRUE
Tmem42	chr9	123021325	123023704	FALSE	0.33961442377227	0.2465	2.210142	1	0.00966792770071459	3.37639444203727	1.36101617264719	Other	0.482168326575147	0.0222444678879461	0.451713801682331	FALSE
Xylt2	chr11	94663850	94677514	TRUE	0.742224854491725	0.128	0.975147	1	0.0117096018735363	4.13557785334493	2.25949200599175	Other	0.482055145112029	0.0309552310179846	0.00306367195158473	TRUE
Rpl27	chr11	101442297	101445528	FALSE	0.48240990990991	0.1465	0.732077	1	0.0123800680903745	3.50933695801764	1.70265635663719	Other	0.482004180836996	0.00219547498474615	0.958954928320822	FALSE
Lrrc42	chr4	107233513	107253531	TRUE	0.723351776220087	0.142	0.805774	1	0.00799280647417324	4.30142068491389	2.02635427539913	Active_Promoter	0.481724208469741	0.0320164351140337	0.000113401928421256	TRUE
Npm1	chr11	33152286	33163205	FALSE	0.482545320014798	0.136	0.873106	2	0.00604450957047349	4.03818286599066	2.51072171087444	Active_Promoter	0.481625128601045	0.0153942796600199	0.320435168934006	FALSE
Mrnip	chr11	50174443	50200114	FALSE	0.701647132380747	0.135	0.572776	4	0.00931011647384208	4.40944278670896	1.96288737495402	Other	0.481532432995612	0.0155480577758527	0.0653822240781744	FALSE
Dgkh	chr14	78558749	78732775	TRUE	0.752885729762953	0.134	1.409603	8	0.0117223863100916	5.24061413801239	2.83683811869501	Repressed_Promoter	0.481388222868469	0.0139940351046053	3.29565489826093e-10	TRUE
Mylip	chr13	45389741	45412021	TRUE	0.705649297455667	0.157	1.41958	5	0.0120287253141831	4.34791518650169	2.23873537937856	Active_Promoter	0.481311286891427	0.0233498240434684	0.000897126340850564	TRUE
Tpt1	chr14	75845092	75848524	FALSE	0.224833599454601	0.1985	2.19161	1	0.00844988344988345	3.53554727917667	2.51124626317175	Active_Promoter	0.481275756317334	-0.0049363469727334	0.855132867729736	FALSE
Epha1	chr6	42358486	42373267	TRUE	0.632374707358079	0.2055	2.504616	1	0.00940396454908328	4.16970381699457	2.40862135318953	Other	0.481248016405525	0.0291916938578825	0.00995310659816654	TRUE
C1d	chr11	17257578	17269175	TRUE	0.637852325196384	0.134	0.511608	7	0.00983012848150384	4.06434565716217	2.00882386096651	Other	0.481209463175945	0.0293735399916437	0.00606963055293176	TRUE
Wdr81	chr11	75440943	75454716	FALSE	0.762483361513832	0.127	1.039738	1	0.0151746170042837	4.13902854748568	2.1184857612958	Other	0.480877621198634	0.010442272355434	0.279832023550603	FALSE
Aco1	chr4	40143080	40198337	TRUE	0.767607375352559	0.111	0.938941	3	0.0128852453082867	4.74238730260704	2.57488276134206	Active_Promoter	0.480543939876053	0.0162199501543359	3.37883888518477e-05	TRUE
Fbxl12	chr9	20618117	20644766	FALSE	0.561514043310263	0.118	0.187289	2	0.00649180081804195	4.42568091682862	2.11075981180493	Active_Promoter	0.480467685132125	0.0111842716328556	0.38075896197868	FALSE
Galk1	chr11	116008456	116012718	FALSE	0.318324918324918	0.363	4.310649	4	0.00915063350539653	3.62961344537818	1.20985557145167	Other	0.480229852398953	0.0429298205458674	0.0853315141887773	FALSE
Cct4	chr11	22990518	23003779	FALSE	0.659152808336777	0.118	0.61811	1	0.0082195912827087	4.12257627505719	2.35373332392627	Active_Promoter	0.480228491862215	0.0100506279851864	0.423778843153608	FALSE
Tbc1d22a	chr15	86214458	86498502	TRUE	0.669210921904573	0.225	2.17063	37	0.00834729830589627	5.45338561989593	2.87242927050863	Other	0.480092697272895	0.0373993621317765	3.66928245599579e-57	TRUE
Ccdc149	chr5	52374650	52471520	FALSE	0.742986916912811	0.1315	1.196077	4	0.00951791060183751	4.98618929973682	2.66456966934852	Other	0.479969178439418	0.00504146008273787	0.230632711753191	FALSE
Smad3	chr9	63646766	63757993	FALSE	0.678927111816414	0.173	1.998556	9	0.0102403193469212	5.04621022364602	2.77312438510044	Repressed_Promoter	0.479907490756592	-0.00974871649491038	0.0158761707258703	TRUE
Ttyh1	chr7	4119407	4136707	TRUE	0.456011351909185	0.149	1.197605	2	0.00774566473988439	4.2380461031288	2.48251131930952	Active_Promoter	0.47984526727323	0.0410029118850512	0.000403158374663362	TRUE
Ppp2r5a	chr1	191351974	191403271	TRUE	0.702893392427336	0.1285	1.084253	4	0.00963019279879915	4.71009196703105	2.61782017458543	Active_Promoter	0.479672162778946	0.0234568801283928	2.23479067858254e-07	TRUE
Yif1a	chr19	5088537	5092880	FALSE	0.539497203482673	0.1395	0.964611	1	0.014506101772968	3.63778982936223	1.92354920486544	Other	0.479538419020405	-0.00108585596494248	0.992583793103297	FALSE
Dhx33	chr11	70984090	71004436	TRUE	0.758390187115702	0.092	0.383261	1	0.0113044333038435	4.30847904016173	2.41756662780687	Other	0.47943525540812	0.0348067559086612	2.32537342445397e-08	TRUE
Tmed7	chr18	46560234	46597534	TRUE	0.781396380574387	0.1065	0.699406	1	0.0106970509383378	4.57170883180869	2.47095197110924	Active_Promoter	0.479397889712718	0.0110327941128314	0.0397421393306253	TRUE
Ift88	chr14	57424061	57517935	TRUE	0.780979095838829	0.1085	0.720949	1	0.00728636257110595	4.97254532368152	2.67225620605171	Active_Promoter	0.479090890149961	0.0236217838166858	1.30845881244886e-10	TRUE
Rps3a1	chr3	86137939	86142701	TRUE	0.475555387510923	0.13	1.039031	1	0.0142797144057119	3.67778939106886	2.25488359403719	Active_Promoter	0.478933919918839	0.0354350550010407	0.0352229865259964	TRUE
Pou6f1	chr15	100575317	100599983	TRUE	0.723545056897443	0.115	0.922395	7	0.0139463228735912	4.39209872716399	2.54098846257031	Other	0.47887783018296	0.019185188453977	0.00359836025837611	TRUE
Rmc1	chr18	12168716	12190657	FALSE	0.667532712865238	0.1465	1.512422	1	0.0126703431931088	4.34125641743126	2.40336021906752	Active_Promoter	0.478740045319759	0.00732804880645999	0.397830637773992	FALSE
Sorbs2	chr8	45507787	45827905	FALSE	0.730729807453226	0.123	1.247166	2	0.00835004592056679	5.50531009489043	2.92625729030071	Other	0.478677824925341	0.00218611407066838	0.36024768233387	FALSE
Kctd1	chr18	14968684	15151445	FALSE	0.689906177844103	0.148	1.761029	5	0.00880931927490001	5.26188352568753	3.01336868972289	Bivalent_Promoter	0.478644935297544	-0.00542148806358411	0.0892987686864558	FALSE
Dad1	chr14	54235478	54254103	FALSE	0.679446481281716	0.126	0.777189	5	0.011006711409396	4.27009628142033	2.29144675974479	Active_Promoter	0.478642757833369	0.000943889570593659	0.949821267588396	FALSE
Bms1	chr6	118383380	118419473	TRUE	0.803673538242307	0.0885	0.409316	2	0.00975258360346882	4.55742298151357	2.6239547790081	Other	0.478597270931619	0.0221908930600685	8.81025634629537e-06	TRUE
Tmem39a	chr16	38558697	38592161	TRUE	0.741205913740363	0.106	0.578028	3	0.010130289266077	4.52457785157257	2.4715455021792	Active_Promoter	0.478562834187702	0.0243447394879956	1.79530951408786e-05	TRUE
Elk3	chr10	93247413	93311134	TRUE	0.56515742105024	0.217	2.920039	8	0.0123507164043251	4.80428258274545	2.68929266895582	Bivalent_Promoter	0.478518463409644	0.0330134241706853	1.27763370341291e-13	TRUE
Per2	chr1	91415981	91459323	FALSE	0.66602883222705	0.144	1.698817	2	0.0112362142956024	4.63690894779882	2.78083588208199	Active_Promoter	0.478378590869432	-3.45578618636821e-05	1	FALSE
Fam110b	chr4	5644089	6108222	TRUE	0.738479672406018	0.1295	0.964897	9	0.0052894321239817	5.66664244798894	2.90211295913844	Active_Promoter	0.47832662715386	0.0233187552772822	5.80420667090913e-33	TRUE
Cd5	chr19	10717115	10739001	TRUE	0.651876187003338	0.212	1.480413	4	0.00863565749794389	4.34016639488608	1.3198306089951	Other	0.478062091570899	0.0430304563838693	1.10981565422428e-06	TRUE
Hecw1	chr13	14226437	14523227	FALSE	0.771659378469035	0.0795	0.37383	4	0.00426564237339533	5.47244926379707	3.22665813747972	Active_Promoter	0.477988499572789	-0.00223848397771642	0.543025114967626	FALSE
Acad8	chr9	26974134	26999565	FALSE	0.716505562899317	0.118	0.480926	1	0.00684204317565176	4.40536343787697	2.25858163023429	Active_Promoter	0.477866035559577	0.00823374854885828	0.478397387723692	FALSE
Vps50	chr6	3498381	3603530	TRUE	0.762294076935698	0.105	0.782403	4	0.00736098298604837	5.02180514676512	2.90879225484417	Active_Promoter	0.477744751507206	0.0211714085131375	6.8222442631313e-10	TRUE
Afg1l	chr10	42312584	42478564	FALSE	0.765088368053169	0.099	0.663843	1	0.00941679720448247	5.22005576025134	2.69604063918108	Active_Promoter	0.477663527715669	-0.0055972782279512	0.0558554946260789	FALSE
Csnk1e	chr15	79417855	79455565	FALSE	0.655751817773729	0.17	1.856947	4	0.0102360116679926	4.57645653240562	2.51538743679707	Other	0.47740405763912	-0.0127504853814902	0.105645713492466	FALSE
Rpl18	chr7	45715456	45720835	FALSE	0.28671531775073	0.132	0.86934	1	0.0197062651050381	3.73070154428185	1.80929949945833	Other	0.47732949510727	-0.0127325187938717	0.511568090242857	FALSE
Tgs1	chr4	3574874	3616618	TRUE	0.787985834563832	0.1065	0.616932	1	0.00582119586048294	4.62059406175615	2.67048255024024	Active_Promoter	0.477210615703933	0.0268750283826628	3.39281802638199e-06	TRUE
Zfp512b	chr2	181582102	181592802	FALSE	0.640980445602027	0.1785	1.71734	3	0.00738317757009346	4.02938377768521	2.31943038970747	Active_Promoter	0.477155606325963	0.00825496405004911	0.656115933059261	FALSE
Cep295	chr9	15316914	15357787	FALSE	0.818878743545951	0.0855	0.47079	2	0.00680155603943924	4.61143651526554	2.91812084974228	Other	0.47699786631469	0.00268376401684844	0.650523736435978	FALSE
Tango6	chr8	106683067	106851438	FALSE	0.765582152880943	0.1085	0.659721	3	0.00924149645722838	5.2262672912934	2.55986242069542	Other	0.476956092096293	-0.00501760229910386	0.107180108821471	FALSE
Pibf1	chr14	99099423	99254492	TRUE	0.816807520666869	0.0945	0.729792	1	0.00866710948029587	5.19052498624324	2.87050295331617	Active_Promoter	0.476713190342619	0.0124251967488906	3.71104597794269e-07	TRUE
Slc25a38	chr9	120110373	120124503	TRUE	0.672692871967366	0.14	0.619182	1	0.0116065109695683	4.15014216184856	1.653356705889	Other	0.476711067967027	0.0284804443814944	0.00513635221324554	TRUE
Micu2	chr14	57916260	57999261	TRUE	0.769258213489697	0.123	0.944481	7	0.00831315285358008	4.91908332480819	2.71858474799451	Other	0.476710214138175	0.0143897604390686	0.000279732083177366	TRUE
Ufd1	chr16	18811778	18835260	FALSE	0.623408438416864	0.104	0.487576	2	0.00826164721914658	4.37073508371583	2.55840552408926	Active_Promoter	0.476709417494751	-0.00676095416502531	0.535904251206605	FALSE
Pald1	chr10	61319655	61383529	TRUE	0.67057357644109	0.2125	2.342292	6	0.00991013557942199	4.80532411395871	2.1936740746422	Active_Promoter	0.476463628872211	0.0131568745732942	0.0184368369441711	TRUE
Prim2	chr1	33453809	33669794	FALSE	0.804816876556168	0.106	0.7501	3	0.008759867583397	5.33442359076466	2.71508998437779	Active_Promoter	0.47644578844296	-0.00222325585477834	0.462489106709185	FALSE
Ube2s	chr7	4794545	4812589	FALSE	0.544369148061035	0.135	0.390727	3	0.0087009532254489	4.25633281842567	1.84187133629685	Active_Promoter	0.476405962506198	0.0187628695632484	0.145739650020972	FALSE
Xpot	chr10	121587379	121626331	TRUE	0.827962900332677	0.078	0.685642	1	0.0177141096734442	4.59052976153784	2.59277544321711	Active_Promoter	0.476206873735139	0.014293221971971	4.38112643390992e-05	TRUE
Strip2	chr6	29917011	29959680	TRUE	0.712698414434925	0.135	1.229579	5	0.00724179146452928	4.63011246475828	2.78352056431753	Active_Promoter	0.476141129098281	0.0297389005658458	1.44375864418031e-06	TRUE
Fam3a	chrX	74384718	74393271	FALSE	0.69644110339072	0.1365	0.590212	1	0.00303986905179469	3.93211847202912	2.19793000132674	Other	0.476116162864333	0.0419539181368318	0.109126892916858	FALSE
Pla2g4e	chr2	120166411	120245334	TRUE	0.71106769887317	0.1335	1.056372	4	0.00742495850385819	4.89720358517979	2.60121408225856	Other	0.476101981040021	0.0217072277098683	1.45681002846141e-05	TRUE
Sfxn1	chr13	54071868	54108341	FALSE	0.767316335864082	0.1105	0.79135	4	0.0125846516601322	4.56197148664423	2.45364443818654	Other	0.476042831039346	0.00526740101950796	0.402155984089752	FALSE
Ano10	chr9	122175873	122294422	TRUE	0.716981737709565	0.1405	1.185757	2	0.00834254190250445	5.07389789491215	2.46767882409432	Other	0.475702078192435	0.00801695592925267	0.0497925586603563	TRUE
Abca1	chr4	53030786	53159894	TRUE	0.751083651268674	0.1255	1.310327	6	0.00979799857483657	5.11095315356163	2.93663684879429	Active_Promoter	0.475484915784883	0.020259574304955	5.42484050692602e-13	TRUE
Adsl	chr15	80948489	80970945	TRUE	0.765546372106804	0.103	0.357248	1	0.0117563234770217	4.35133239962638	2.10489779404052	Other	0.475295763620648	0.017500934132642	0.0158776388486297	TRUE
Mtmr14	chr6	113237842	113281391	TRUE	0.773308169024818	0.1115	0.689415	1	0.00840432616133551	4.63897818691043	2.48085094787437	Other	0.47517234314871	0.0230508412490287	1.09287622740358e-05	TRUE
Anxa9	chr3	95296095	95307175	TRUE	0.717057096767556	0.1675	0.774305	1	0.00956678700361011	4.04453976039241	1.31555327707618	Other	0.475159183945273	0.036357330892332	0.00184092315879318	TRUE
Cars2	chr8	11513976	11550782	TRUE	0.722797011325548	0.128	0.89255	1	0.0121175895234473	4.5659186217846	2.14115431277837	Other	0.475156879889626	0.0326871613042554	1.56008557134423e-09	TRUE
Eif2d	chr1	131153180	131187657	TRUE	0.737128638117544	0.133	1.147614	4	0.0101807001769295	4.53752946886587	2.50593177603275	Active_Promoter	0.47514317664472	0.0178166462976148	0.00582549613655921	TRUE
Aldoc	chr11	78322967	78327780	FALSE	0.501854194130711	0.1585	2.449077	3	0.0128817785165178	3.68241586167736	3.23449193814959	Other	0.474651207566792	-0.0348101632602753	0.0612145690536083	FALSE
Cpsf3	chr12	21285390	21315055	TRUE	0.776671225663067	0.0995	0.576636	8	0.0124389010618574	4.47224435267347	2.58490096335667	Active_Promoter	0.474620906169999	0.0231060865921979	2.81776085991688e-05	TRUE
Ppp3cc	chr14	70217864	70289470	FALSE	0.754962679100216	0.1035	0.566382	2	0.0064659386084965	4.85494941417542	2.68930110554698	Active_Promoter	0.474606456352983	-0.0076292050573803	0.155134699605989	FALSE
Ssr2	chr3	88575875	88588418	TRUE	0.669953455673802	0.1115	0.42301	1	0.0110021525950729	4.09840142227008	2.0819594457854	Other	0.474287901419419	0.0471733839027516	1.50021021234018e-06	TRUE
Slc22a5	chr11	53864541	53891659	TRUE	0.738631756673942	0.1335	0.797153	2	0.00534700199129729	4.43325765639735	2.35223246873556	Other	0.474284876678027	0.0373939969630055	5.85230790960677e-05	TRUE
Prss55	chr14	64075437	64090161	TRUE	0.633303082069898	0.23	1.029887	1	0.00611246943765281	4.16802580877463	0.509088590157337	Other	0.47413650711816	0.0503228725501037	0.000195569003751932	TRUE
Nup205	chr6	35177420	35247595	TRUE	0.814687638795232	0.0905	0.547181	1	0.00835055219095119	4.84618242130648	2.7607483734548	Active_Promoter	0.474040882956399	0.0153442694174062	3.42436178648956e-05	TRUE
Sncb	chr13	54758859	54766594	TRUE	0.165530508609336	0.1695	2.274506	2	0.00840336134453781	3.88846031803539	3.263550305801	Active_Promoter	0.473800235443691	0.046305700111069	0.000985591321019728	TRUE
Cant1	chr11	118406288	118419085	TRUE	0.642252199970071	0.1775	1.984132	2	0.0103930608736423	4.10710816994855	2.38909757006191	Other	0.473755959788939	0.0445436381648733	0.00010050003189327	TRUE
Rbsn	chr6	92186711	92214924	TRUE	0.799887265106821	0.0975	0.430546	1	0.00769148973877291	4.45044926886266	2.52343730608461	Active_Promoter	0.473755662186953	0.0263355007493199	9.89778149523273e-05	TRUE
Utrn	chr10	12382187	12869364	TRUE	0.751672470767565	0.137	1.405804	19	0.00808740970940746	5.68768677673305	3.32121544221693	Other	0.473692241021105	0.0205675086656585	1.48353077937827e-40	TRUE
Sumf2	chr5	129846985	129864049	FALSE	0.73863814615396	0.1015	0.226957	1	0.0151195499296765	4.23208084244137	1.79880830870748	Other	0.473684163479395	0.01105718943389	0.186321726009135	FALSE
Mrpl44	chr1	79776017	79781444	TRUE	0.668771047919439	0.1595	0.888146	2	0.0099502487562189	3.73455982157948	1.62466926055037	Active_Promoter	0.473615917482424	0.0467680376957427	0.00290254229640641	TRUE
Ppib	chr9	66060221	66066622	FALSE	0.48318300982673	0.125	0.626984	2	0.0112482424621153	3.80624782719579	2.12146896935734	Other	0.473446026588719	-0.0295307007681156	0.0949416139672234	FALSE
Cntnap1	chr11	101170522	101190723	TRUE	0.13871682221218	0.1355	1.987003	1	0.0147022424632444	4.3053728686413	3.29941458525291	Active_Promoter	0.473347683583573	0.0114381563933197	0.0420522356775534	TRUE
Zfp384	chr6	125009144	125037869	TRUE	0.724817029118703	0.1645	0.364952	2	0.00811140121845083	4.45826003736032	1.07312814928967	Other	0.473324295602304	0.0303767266370891	9.67987010533412e-06	TRUE
Cactin	chr10	81321102	81326241	FALSE	0.767021683258214	0.09	0.915452	1	0.0287993773107608	3.71087861768517	1.88974163488456	Other	0.473245746291047	0.013267175541537	0.16350473740284	FALSE
Mfap1b	chr2	121460234	121474066	TRUE	0.686532258064516	0.1495	0.279184	1	0.0036871023713129	4.14088498026587	1.55419927130917	Other	0.47319204325549	0.0489217118415446	0.0028576009901365	TRUE
Fan1	chr7	64346757	64374094	FALSE	0.641295212489361	0.1265	0.913345	4	0.0132421260562607	4.43675085277265	2.256545107039	Other	0.473187309924902	0.00107825787736193	0.923850050066196	FALSE
Rpl17	chr18	74998557	75003380	TRUE	0.368704813420304	0.1205	0.897709	2	0.0140991084387311	3.68331726192188	2.38806574453302	Other	0.472953595870855	0.0389439258278739	0.00668860830859379	TRUE
Lyrm4	chr13	35978394	36117525	TRUE	0.774580218659472	0.1335	1.235449	7	0.00644716130840718	5.14342390662006	2.89836207623558	Active_Promoter	0.472742238723264	0.0206173147161524	1.44633252030908e-10	TRUE
Mrpl15	chr1	4773205	4785738	FALSE	0.722926339944343	0.1125	0.533359	1	0.0108513524295859	4.09805503966924	2.14527320719125	Active_Promoter	0.472573537403599	0.0152428797548279	0.138133348600802	FALSE
Rpl3	chr15	80077790	80091867	TRUE	0.387852150782119	0.121	0.758738	6	0.0135682318675854	4.148510110611	2.39420807430583	Active_Promoter	0.472443981748722	0.0234205725088791	0.00932905573417996	TRUE
Vps72	chr3	95111021	95123050	FALSE	0.810954901134786	0.1	0.322007	1	0.0106409510349988	4.08022952488487	2.14866188752735	Other	0.472146529869242	0.015618986815491	0.092796733048701	FALSE
Tmem231	chr8	111912010	111933880	TRUE	0.689340151484074	0.1225	0.742914	3	0.0128943758573388	4.33984878303764	2.11588629138863	Other	0.47213423651212	0.0271897546175857	0.000104517480428588	TRUE
Mettl8	chr2	70964560	71055582	TRUE	0.752330880051241	0.115	0.811	1	0.0101733646810661	4.95914637390187	2.43345466736583	Active_Promoter	0.47206177570117	0.0153877418045288	6.43596270730783e-06	TRUE
Aste1	chr9	105395391	105412228	TRUE	0.717406964656433	0.1245	0.540185	1	0.00807744847656946	4.22626471189569	2.07112470118071	Other	0.472031872620195	0.0199010041497304	0.0328858847593369	TRUE
Gabrb1	chr5	71658112	72149036	TRUE	0.779438310274514	0.096	0.997861	1	0.00481133535944464	5.69101426414873	3.3713727827817	Repressed_Promoter	0.471898359093434	0.0119773308688904	1.78190526230839e-10	TRUE
Hinfp	chr9	44292439	44305670	TRUE	0.746095255858436	0.1165	0.458967	1	0.0102788904844683	4.12159266943841	2.00068586800405	Other	0.471884042458781	0.0274725572501939	0.00161995654770991	TRUE
Lancl1	chr1	67000516	67038871	TRUE	0.752972350230415	0.121	1.044867	2	0.00883848259679312	4.58382198708202	2.64936588414125	Active_Promoter	0.471861918372023	0.0263083358230354	2.21017158333333e-06	TRUE
Ngly1	chr14	16249279	16311925	TRUE	0.71868411111358	0.138	0.886581	12	0.0049005523098043	4.79689334614603	2.70834198589712	Active_Promoter	0.471778036144782	0.0537805690235472	1.89605067345089e-22	TRUE
Lin9	chr1	180641149	180690693	TRUE	0.819277220915245	0.1075	0.388343	2	0.00837639270143711	4.69499106700151	2.24280219759241	Other	0.471758753430664	0.0164398549554925	0.000401524057947537	TRUE
Sppl2a	chr2	126890390	126933234	TRUE	0.804656198028985	0.0865	0.417492	1	0.00837923629913173	4.63189001063862	2.6962401138087	Other	0.471744414398272	0.0193214964338058	0.000129086299395807	TRUE
Aldh5a1	chr13	24907578	24937660	FALSE	0.763225489154276	0.109	0.607663	1	0.0116681071737252	4.47830670692257	2.2314227384157	Active_Promoter	0.471481164604651	0.0079064834221152	0.214021618648883	FALSE
Thy1	chr9	44043383	44048578	FALSE	0.554545034917945	0.18	2.171454	8	0.00981713185755534	3.7155855518932	2.7858755381815	Other	0.471387268664931	-0.0353893974861796	0.171614725543959	FALSE
