gene	feature_type	Name	Chromosome	Start	End	ctrl_mc	mut_mc	delta_mc	ctrl_hmc	mut_hmc	delta_hmc	delta_mc_pct	delta_hmc_pct
Mgll	Exon	Mgll_Exon_3	6	88764595	88764701	0	0.33525	0.33525	0.06925	0.269	0.19975	33.52	19.98
Mgll	Intron	Mgll_Intron_3	6	88764752	88807959	0.458	0.5825	0.1245	0.30525	0.26725	-0.038	12.45	-3.8
Mgll	SpliceSite_Acceptor	Mgll_SpliceSite_Acceptor_3	6	88807960	88808059	0.363	0.49675	0.13375	0.497	0.50325	0.00624999999999998	13.37	0.62
Mgll	Exon	Mgll_Exon_4	6	88808010	88808146	0.393	0.572	0.179	0.44725	0.33475	-0.1125	17.9	-11.25
Mgll	Intron	Mgll_Intron_4	6	88808197	88809284	0.3175	0.44125	0.12375	0.3775	0.325	-0.0525	12.38	-5.25
Mgll	SpliceSite_Acceptor	Mgll_SpliceSite_Acceptor_4	6	88809285	88809384	0.3265	0.51375	0.18725	0.4565	0.41925	-0.03725	18.72	-3.73
Mgll	Exon	Mgll_Exon_5	6	88809335	88809445	0.3005	0.43825	0.13775	0.3515	0.374	0.0225	13.77	2.25
Mgll	SpliceSite_Donor	Mgll_SpliceSite_Donor_5	6	88809396	88809495	0.35875	0.533	0.17425	0.388	0.31525	-0.07275	17.42	-7.28
Mgll	Intron	Mgll_Intron_5	6	88809496	88818522	0.5185	0.61875	0.10025	0.296	0.25575	-0.04025	10.02	-4.02
Mgll	Exon	Mgll_Exon_6	6	88818573	88818662	0.50425	0.68375	0.1795	0.328	0.2335	-0.0945	17.95	-9.45
Mgll	SpliceSite_Donor	Mgll_SpliceSite_Donor_6	6	88818613	88818712	0.50425	0.68375	0.1795	0.328	0.2335	-0.0945	17.95	-9.45
Mgll	Intron	Mgll_Intron_6	6	88818713	88823139	0.41	0.5105	0.1005	0.3705	0.33425	-0.0362499999999999	10.05	-3.62
Mgll	Exon	Mgll_Exon_7	6	88823190	88823405	0.5325	0.63475	0.10225	0.44	0.3605	-0.0795	10.22	-7.95
Mgll	SpliceSite_Donor	Mgll_SpliceSite_Donor_7	6	88823356	88823455	0.65775	0.802	0.14425	0.3175	0.17875	-0.13875	14.43	-13.88
Mgll	Intron	Mgll_Intron_7	6	88823456	88825599	0.501	0.5955	0.0944999999999999	0.3625	0.333	-0.0295	9.45	-2.95
Mgll	SpliceSite_Acceptor	Mgll_SpliceSite_Acceptor_7	6	88825600	88825699	0.53925	0.5255	-0.0137499999999999	0.3435	0.3925	0.0489999999999999	-1.37	4.9
Mgll	3UTR	Mgll_3UTR_1	6	88825773	88828359	0.2285	0.2815	0.053	0.27375	0.29775	0.024	5.3	2.4
Mllt3	3UTR	Mllt3_3UTR_1	4	87769924	87774016	0.783	0.82075	0.03775	0.1545	0.10425	-0.05025	3.77	-5.03
Mllt3	Exon	Mllt3_Exon_1	4	87774017	87774145	0.873	0.89525	0.0222500000000001	0.09875	0.06375	-0.035	2.23	-3.5
Mllt3	SpliceSite_Donor	Mllt3_SpliceSite_Donor_1	4	87774096	87774195	0.8365	0.9075	0.0710000000000001	0.1255	0.046	-0.0795	7.1	-7.95
Mllt3	Intron	Mllt3_Intron_1	4	87774196	87782235	0.62775	0.66575	0.038	0.20275	0.1825	-0.02025	3.8	-2.03
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_1	4	87782236	87782335	0.02075	0.16475	0.144	0.034	0.1455	0.1115	14.4	11.15
Mllt3	Exon	Mllt3_Exon_2	4	87782286	87782357	0.02075	0.16475	0.144	0.034	0.1455	0.1115	14.4	11.15
Mllt3	Intron	Mllt3_Intron_2	4	87782408	87783597	0.519	0.6005	0.0815	0.25425	0.243	-0.01125	8.15	-1.12
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_2	4	87783598	87783697	0.49475	0.662	0.16725	0.32875	0.29625	-0.0325	16.73	-3.25
Mllt3	Intron	Mllt3_Intron_3	4	87783770	87789235	0.527	0.542	0.015	0.244	0.248	0.004	1.5	0.4
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_3	4	87789236	87789335	0.7855	0.83275	0.0472500000000001	0.18775	0.158	-0.02975	4.73	-2.97
Mllt3	Exon	Mllt3_Exon_4	4	87789286	87789385	0.76375	0.835	0.0712500000000001	0.17	0.1365	-0.0335	7.13	-3.35
Mllt3	SpliceSite_Donor	Mllt3_SpliceSite_Donor_4	4	87789336	87789435	0.6675	0.7835	0.116	0.245	0.17575	-0.06925	11.6	-6.92
Mllt3	Intron	Mllt3_Intron_4	4	87789436	87791801	0.759	0.804	0.045	0.165	0.12125	-0.04375	4.5	-4.37
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_4	4	87791802	87791901	0.913	0.92575	0.01275	0.0745	0.04925	-0.02525	1.28	-2.52
Mllt3	Exon	Mllt3_Exon_5	4	87791852	87791981	0.88875	0.91325	0.0245000000000001	0.09375	0.058	-0.03575	2.45	-3.57
Mllt3	SpliceSite_Donor	Mllt3_SpliceSite_Donor_5	4	87791932	87792031	0.8555	0.9025	0.047	0.116	0.07075	-0.04525	4.7	-4.52
Mllt3	Intron	Mllt3_Intron_5	4	87792032	87793884	0.724	0.75425	0.0302500000000001	0.166	0.128	-0.038	3.03	-3.8
Mllt3	Intron	Mllt3_Intron_6	4	87794061	87840630	0.5295	0.63175	0.10225	0.31625	0.27225	-0.044	10.22	-4.4
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_6	4	87840631	87840730	0.52425	0.64875	0.1245	0.353	0.281	-0.072	12.45	-7.2
Mllt3	Exon	Mllt3_Exon_7	4	87840681	87841388	0.606	0.6995	0.0935	0.33575	0.25675	-0.079	9.35	-7.9
Mllt3	Intron	Mllt3_Intron_7	4	87841439	87873786	0.6345	0.69175	0.0572499999999999	0.27925	0.233	-0.04625	5.72	-4.63
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_7	4	87873787	87873886	0.76125	0.8315	0.07025	0.1645	0.117	-0.0475	7.03	-4.75
Mllt3	Exon	Mllt3_Exon_8	4	87873837	87873980	0.81975	0.86175	0.0419999999999999	0.14775	0.115	-0.03275	4.2	-3.27
Mllt3	SpliceSite_Donor	Mllt3_SpliceSite_Donor_8	4	87873931	87874030	0.85175	0.84775	-0.004	0.12525	0.13875	0.0135	-0.4	1.35
Mllt3	Intron	Mllt3_Intron_8	4	87874031	87880014	0.70425	0.74525	0.041	0.22775	0.174	-0.05375	4.1	-5.37
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_8	4	87880015	87880114	0.83725	0.79575	-0.0415000000000001	0.13175	0.174	0.04225	-4.15	4.22
Mllt3	Exon	Mllt3_Exon_9	4	87880065	87880147	0.83725	0.79575	-0.0415000000000001	0.13175	0.174	0.04225	-4.15	4.22
Mllt3	SpliceSite_Donor	Mllt3_SpliceSite_Donor_9	4	87880098	87880197	0.83725	0.79575	-0.0415000000000001	0.13175	0.174	0.04225	-4.15	4.22
Mllt3	Intron	Mllt3_Intron_9	4	87880198	88031472	0.54425	0.62025	0.076	0.32425	0.26175	-0.0625	7.6	-6.25
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_9	4	88031473	88031572	0	0.00575	0.00575	0	0.00575	0.00575	0.58	0.58
Mllt3	Exon	Mllt3_Exon_10	4	88031523	88031703	0	0.0085	0.0085	0	0.0095	0.0095	0.85	0.95
Mllt3	Intron	Mllt3_Intron_10	4	88031754	88033032	0.00125	0	-0.00125	0.0015	0.0015	0	-0.12	0
Mllt3	SpliceSite_Acceptor	Mllt3_SpliceSite_Acceptor_10	4	88033033	88033132	0	0	0	0	0	0	0	0
Mllt3	Exon	Mllt3_Exon_11	4	88033083	88033094	0	0	0	0	0	0	0	0
Mtus2	Intron	Mtus2_Intron_1	5	148265513	148277548	0.67775	0.683	0.00524999999999987	0.1675	0.129	-0.0385	0.52	-3.85
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_1	5	148277549	148277648	0.80425	0.81875	0.0145000000000001	0.09575	0.063	-0.03275	1.45	-3.28
Mtus2	Exon	Mtus2_Exon_2	5	148277599	148277665	0.83025	0.86025	0.03	0.072	0.04875	-0.02325	3	-2.32
Mtus2	SpliceSite_Donor	Mtus2_SpliceSite_Donor_2	5	148277616	148277715	0.87275	0.8455	-0.0272499999999999	0.02775	0.005	-0.02275	-2.72	-2.27
Mtus2	Intron	Mtus2_Intron_2	5	148277716	148288822	0.738	0.74775	0.00974999999999993	0.15	0.126	-0.024	0.97	-2.4
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_2	5	148288823	148288922	0.60875	0.72125	0.1125	0.141	0.12325	-0.01775	11.25	-1.78
Mtus2	Intron	Mtus2_Intron_3	5	148289138	148295431	0.7385	0.72975	-0.00875000000000015	0.128	0.10325	-0.02475	-0.88	-2.48
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_3	5	148295432	148295531	0.2335	0.37825	0.14475	0.1375	0.148	0.0105	14.47	1.05
Mtus2	Exon	Mtus2_Exon_4	5	148295482	148295587	0.4425	0.57475	0.13225	0.234	0.1865	-0.0475	13.22	-4.75
Mtus2	SpliceSite_Donor	Mtus2_SpliceSite_Donor_4	5	148295538	148295637	0.5395	0.726	0.1865	0.31025	0.1835	-0.12675	18.65	-12.68
Mtus2	Intron	Mtus2_Intron_4	5	148295638	148298200	0.8125	0.82325	0.0107499999999999	0.10025	0.07525	-0.025	1.07	-2.5
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_4	5	148298201	148298300	0.6865	0.79875	0.11225	0.034	0.0435	0.0095	11.23	0.95
Mtus2	Exon	Mtus2_Exon_5	5	148298251	148298324	0.90875	0.8835	-0.02525	0.0775	0.09525	0.01775	-2.52	1.78
Mtus2	SpliceSite_Donor	Mtus2_SpliceSite_Donor_5	5	148298275	148298374	0.84625	0.84175	-0.00449999999999995	0.08025	0.08775	0.00750000000000001	-0.45	0.75
Mtus2	Intron	Mtus2_Intron_5	5	148298375	148301346	0.72475	0.78525	0.0605000000000001	0.10425	0.0755	-0.02875	6.05	-2.88
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_5	5	148301347	148301446	0.86025	0.88525	0.0249999999999999	0.1225	0.04975	-0.07275	2.5	-7.28
Mtus2	Exon	Mtus2_Exon_6	5	148301397	148301495	0.822	0.8225	0.000500000000000167	0.1195	0.0785	-0.041	0.05	-4.1
Mtus2	SpliceSite_Donor	Mtus2_SpliceSite_Donor_6	5	148301446	148301545	0.8005	0.77625	-0.0242500000000001	0.09325	0.09175	-0.0015	-2.43	-0.15
Mtus2	Intron	Mtus2_Intron_6	5	148301546	148303431	0.63275	0.68275	0.0499999999999999	0.15975	0.118	-0.04175	5	-4.18
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_6	5	148303432	148303531	0.639	0.647	0.00800000000000001	0.24875	0.192	-0.05675	0.8	-5.68
Mtus2	Exon	Mtus2_Exon_7	5	148303482	148303601	0.6305	0.7385	0.108	0.2385	0.098	-0.1405	10.8	-14.05
Mtus2	SpliceSite_Donor	Mtus2_SpliceSite_Donor_7	5	148303552	148303651	0.49125	0.72425	0.233	0.304	0.1235	-0.1805	23.3	-18.05
Mtus2	Intron	Mtus2_Intron_7	5	148303652	148306578	0.622	0.63775	0.0157499999999999	0.145	0.12025	-0.02475	1.57	-2.48
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_7	5	148306579	148306678	0.8645	0.8575	-0.00700000000000012	0.1145	0.0955	-0.019	-0.7	-1.9
Mtus2	Exon	Mtus2_Exon_8	5	148306629	148306726	0.67575	0.63275	-0.0429999999999999	0.17075	0.131	-0.03975	-4.3	-3.98
Mtus2	SpliceSite_Donor	Mtus2_SpliceSite_Donor_8	5	148306677	148306776	0.704	0.69325	-0.0107500000000001	0.12875	0.08875	-0.04	-1.08	-4
Mtus2	Intron	Mtus2_Intron_8	5	148306777	148313254	0.73575	0.74075	0.005	0.12975	0.12325	-0.00650000000000001	0.5	-0.65
Mtus2	SpliceSite_Acceptor	Mtus2_SpliceSite_Acceptor_8	5	148313255	148313354	0.77625	0.787	0.0107499999999999	0.08975	0.05175	-0.038	1.07	-3.8
Mtus2	Exon	Mtus2_Exon_9	5	148313305	148313515	0.79925	0.8045	0.00524999999999998	0.0945	0.09575	0.00125	0.52	0.13
Mtus2	3UTR	Mtus2_3UTR_1	5	148313516	148314070	0.8965	0.913	0.0165000000000001	0.06875	0.0495	-0.01925	1.65	-1.93
Myt1l	5UTR	Myt1l_5UTR_1	12	29528383	29528795	0.01225	0.2735	0.26125	0.0095	0.26325	0.25375	26.13	25.37
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_1	12	29528746	29528845	0.02375	0.41225	0.3885	0.01	0.427	0.417	38.85	41.7
Myt1l	Intron	Myt1l_Intron_1	12	29528846	29566650	0.38	0.56975	0.18975	0.25125	0.17925	-0.072	18.97	-7.2
Myt1l	5UTR	Myt1l_5UTR_2	12	29566701	29566796	0.61675	0.51625	-0.1005	0.137	0.17225	0.03525	-10.05	3.53
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_2	12	29566747	29566846	0.70225	0.61275	-0.0895000000000001	0.1485	0.1315	-0.017	-8.95	-1.7
Myt1l	Intron	Myt1l_Intron_2	12	29566847	29644261	0.65725	0.74825	0.091	0.22	0.128	-0.092	9.1	-9.2
Myt1l	Intron	Myt1l_Intron_3	12	29644469	29730889	0.59975	0.69	0.0902499999999999	0.25275	0.17325	-0.0795	9.02	-7.95
Myt1l	5UTR	Myt1l_5UTR_4	12	29730940	29731075	0.54275	0.6365	0.0937499999999999	0.36075	0.273	-0.08775	9.37	-8.77
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_4	12	29731026	29731125	0.702	0.742	0.0399999999999999	0.245	0.201	-0.044	4	-4.4
Myt1l	Intron	Myt1l_Intron_4	12	29731126	29775388	0.6645	0.7465	0.082	0.228	0.1615	-0.0665	8.2	-6.65
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_5	12	29775543	29775642	0.60325	0.69525	0.0919999999999999	0.22825	0.22925	0.001	9.2	0.1
Myt1l	Intron	Myt1l_Intron_5	12	29775643	29783569	0.752	0.797	0.0449999999999999	0.1955	0.14125	-0.05425	4.5	-5.42
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_5	12	29783570	29783669	0.9015	0.8705	-0.031	0.0885	0.08425	-0.00425000000000002	-3.1	-0.43
Myt1l	Exon	Myt1l_Exon_1	12	29783620	29783674	0.89225	0.87225	-0.02	0.09125	0.08175	-0.00950000000000001	-2	-0.95
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_6	12	29783625	29783724	0.89825	0.87425	-0.024	0.08175	0.077	-0.00475000000000002	-2.4	-0.48
Myt1l	Intron	Myt1l_Intron_6	12	29783725	29783803	0.76925	0.88125	0.112	0.136	0.06775	-0.06825	11.2	-6.82
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_6	12	29783804	29783903	0.76775	0.81625	0.0485000000000002	0.20725	0.12225	-0.085	4.85	-8.5
Myt1l	Intron	Myt1l_Intron_7	12	29783938	29784199	0.76075	0.8575	0.09675	0.11525	0.057	-0.05825	9.68	-5.82
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_7	12	29784200	29784299	0.71725	0.74175	0.0245	0.2275	0.16575	-0.06175	2.45	-6.18
Myt1l	Exon	Myt1l_Exon_3	12	29784250	29784312	0.7105	0.73275	0.0222500000000001	0.21775	0.1805	-0.03725	2.23	-3.73
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_8	12	29784263	29784362	0.7105	0.73275	0.0222500000000001	0.21775	0.1805	-0.03725	2.23	-3.73
Myt1l	Intron	Myt1l_Intron_8	12	29784363	29811321	0.6865	0.67025	-0.0162499999999999	0.178	0.12675	-0.05125	-1.62	-5.12
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_8	12	29811322	29811421	0.864	0.87825	0.01425	0.087	0.0635	-0.0235	1.42	-2.35
Myt1l	Exon	Myt1l_Exon_4	12	29811372	29811733	0.899	0.9135	0.0145	0.0585	0.048	-0.0105	1.45	-1.05
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_9	12	29811684	29811783	0.817	0.92225	0.10525	0.14075	0.06925	-0.0715	10.53	-7.15
Myt1l	Intron	Myt1l_Intron_9	12	29811784	29826814	0.6125	0.669	0.0565000000000001	0.22475	0.19475	-0.03	5.65	-3
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_9	12	29826815	29826914	0.91	0.96075	0.0507500000000001	0.02875	0.023	-0.00575	5.08	-0.57
Myt1l	Exon	Myt1l_Exon_5	12	29826865	29827836	0.77425	0.79975	0.0255	0.13825	0.13525	-0.003	2.55	-0.3
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_10	12	29827787	29827886	0.80625	0.87075	0.0645	0.17325	0.1045	-0.06875	6.45	-6.88
Myt1l	Intron	Myt1l_Intron_10	12	29827887	29832236	0.502	0.4775	-0.0245	0.2485	0.202	-0.0465	-2.45	-4.65
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_10	12	29832237	29832336	0.53875	0.57375	0.035	0.217	0.16775	-0.04925	3.5	-4.93
Myt1l	Exon	Myt1l_Exon_6	12	29832287	29832421	0.57475	0.60425	0.0295	0.33625	0.31775	-0.0185000000000001	2.95	-1.85
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_11	12	29832372	29832471	0.68425	0.66075	-0.0235000000000001	0.189	0.22275	0.03375	-2.35	3.37
Myt1l	Intron	Myt1l_Intron_11	12	29832472	29836298	0.6155	0.67575	0.06025	0.249	0.22175	-0.02725	6.03	-2.73
Myt1l	Exon	Myt1l_Exon_7	12	29836349	29836439	0.61625	0.675	0.0587500000000001	0.33075	0.19675	-0.134	5.88	-13.4
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_12	12	29836390	29836489	0.61625	0.675	0.0587500000000001	0.33075	0.19675	-0.134	5.88	-13.4
Myt1l	Intron	Myt1l_Intron_12	12	29836490	29837988	0.36625	0.37725	0.011	0.26725	0.19175	-0.0755	1.1	-7.55
Myt1l	Exon	Myt1l_Exon_8	12	29838039	29838146	0.0595	0.13525	0.07575	0	0.4935	0.4935	7.57	49.35
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_13	12	29838097	29838196	0.07825	0.2155	0.13725	0.027	0.39225	0.36525	13.72	36.52
Myt1l	Intron	Myt1l_Intron_13	12	29838197	29842343	0.84625	0.88075	0.0345000000000001	0.10125	0.08075	-0.0205	3.45	-2.05
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_13	12	29842344	29842443	0.89	0.91275	0.02275	0.06425	0.0405	-0.02375	2.28	-2.38
Myt1l	Exon	Myt1l_Exon_9	12	29842394	29842608	0.8055	0.86825	0.06275	0.11375	0.07375	-0.04	6.27	-4
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_14	12	29842559	29842658	0.80275	0.843	0.0402499999999999	0.10725	0.04625	-0.061	4.02	-6.1
Myt1l	Intron	Myt1l_Intron_14	12	29842659	29849193	0.7145	0.76025	0.0457500000000001	0.13725	0.125	-0.01225	4.58	-1.23
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_14	12	29849194	29849293	0.75225	0.774	0.0217499999999999	0.16925	0.208	0.03875	2.17	3.87
Myt1l	Exon	Myt1l_Exon_10	12	29849244	29849494	0.7725	0.78375	0.01125	0.19	0.18875	-0.00125	1.12	-0.13
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_15	12	29849445	29849544	0.734	0.6615	-0.0725	0.24525	0.30275	0.0575	-7.25	5.75
Myt1l	Intron	Myt1l_Intron_15	12	29849545	29851482	0.5915	0.6775	0.0860000000000001	0.3105	0.2555	-0.055	8.6	-5.5
Myt1l	Exon	Myt1l_Exon_11	12	29851533	29851769	0.78475	0.848	0.0632499999999999	0.1445	0.10025	-0.04425	6.32	-4.43
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_16	12	29851720	29851819	0.786	0.8315	0.0455000000000001	0.1465	0.12725	-0.01925	4.55	-1.92
Myt1l	Intron	Myt1l_Intron_16	12	29851820	29854181	0.76	0.7945	0.0345000000000002	0.1715	0.1575	-0.014	3.45	-1.4
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_16	12	29854182	29854281	0	0.01925	0.01925	0	0.0505	0.0505	1.93	5.05
Myt1l	Exon	Myt1l_Exon_12	12	29854232	29854353	0	0.01925	0.01925	0	0.0505	0.0505	1.93	5.05
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_17	12	29854304	29854403	0.37075	0.4485	0.07775	0.43525	0.331	-0.10425	7.78	-10.43
Myt1l	Intron	Myt1l_Intron_17	12	29854404	29855163	0.5015	0.544	0.0425000000000001	0.32625	0.219	-0.10725	4.25	-10.72
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_17	12	29855164	29855263	0.401	0.32475	-0.07625	0.1005	0.077	-0.0235	-7.63	-2.35
Myt1l	Exon	Myt1l_Exon_13	12	29855214	29855282	0.4905	0.38825	-0.10225	0.05775	0.038	-0.01975	-10.23	-1.97
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_18	12	29855233	29855332	0.43775	0.42625	-0.0115	0.13775	0.11075	-0.027	-1.15	-2.7
Myt1l	Intron	Myt1l_Intron_18	12	29855333	29886071	0.493	0.6055	0.1125	0.27625	0.25275	-0.0235	11.25	-2.35
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_18	12	29886072	29886171	0.62475	0.82475	0.2	0.32725	0.16	-0.16725	20	-16.72
Myt1l	Exon	Myt1l_Exon_14	12	29886122	29886184	0.54125	0.803	0.26175	0.38725	0.17525	-0.212	26.17	-21.2
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_19	12	29886135	29886234	0.54125	0.803	0.26175	0.38725	0.17525	-0.212	26.17	-21.2
Myt1l	Intron	Myt1l_Intron_19	12	29886235	29893310	0.78625	0.8325	0.0462499999999999	0.12275	0.0985	-0.02425	4.62	-2.42
Myt1l	Intron	Myt1l_Intron_20	12	29893495	29895041	0.42925	0.35025	-0.0790000000000001	0.13325	0.12375	-0.00950000000000001	-7.9	-0.95
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_20	12	29895042	29895141	0.68375	0.71825	0.0345000000000001	0.30625	0.23225	-0.074	3.45	-7.4
Myt1l	Exon	Myt1l_Exon_16	12	29895092	29895313	0.6535	0.73275	0.07925	0.26175	0.17975	-0.082	7.93	-8.2
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_21	12	29895264	29895363	0.56075	0.6395	0.0787500000000001	0.32875	0.24925	-0.0795	7.88	-7.95
Myt1l	Intron	Myt1l_Intron_21	12	29895364	29910715	0.7335	0.7645	0.0310000000000001	0.14625	0.119	-0.02725	3.1	-2.73
Myt1l	Exon	Myt1l_Exon_17	12	29910766	29910857	0.59975	0.716	0.11625	0.24825	0.18175	-0.0665	11.62	-6.65
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_22	12	29910808	29910907	0.59975	0.716	0.11625	0.24825	0.18175	-0.0665	11.62	-6.65
Myt1l	Intron	Myt1l_Intron_22	12	29910908	29914182	0.88025	0.88775	0.00750000000000006	0.06725	0.05925	-0.00800000000000001	0.75	-0.8
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_23	12	29914287	29914386	0.79175	0.76575	-0.0260000000000001	0.195	0.18375	-0.01125	-2.6	-1.13
Myt1l	Intron	Myt1l_Intron_23	12	29914387	29919843	0.71075	0.705	-0.00574999999999992	0.145	0.13775	-0.00725000000000001	-0.57	-0.73
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_23	12	29919844	29919943	0.7045	0.68575	-0.01875	0.05525	0.153	0.09775	-1.88	9.78
Myt1l	Exon	Myt1l_Exon_19	12	29919894	29920037	0.8055	0.807	0.00149999999999995	0.07175	0.1085	0.03675	0.15	3.67
Myt1l	SpliceSite_Donor	Myt1l_SpliceSite_Donor_24	12	29919988	29920087	0.9035	0.894	-0.00950000000000017	0.07175	0.078	0.00625	-0.95	0.63
Myt1l	Intron	Myt1l_Intron_24	12	29920088	29920289	0.81925	0.8285	0.00924999999999998	0.10725	0.09225	-0.015	0.92	-1.5
Myt1l	SpliceSite_Acceptor	Myt1l_SpliceSite_Acceptor_24	12	29920290	29920389	0.9025	0.924	0.0214999999999999	0.0625	0.06325	0.000750000000000001	2.15	0.08
Myt1l	Exon	Myt1l_Exon_20	12	29920340	29920477	0.836	0.8795	0.0434999999999999	0.09925	0.0755	-0.02375	4.35	-2.38
Myt1l	3UTR	Myt1l_3UTR_1	12	29920478	29923212	0.776	0.79675	0.02075	0.12	0.098	-0.022	2.08	-2.2
Ncald	3UTR	Ncald_3UTR_1	15	37366174	37368829	0.61525	0.70975	0.0945	0.22125	0.12975	-0.0915	9.45	-9.15
Ncald	Exon	Ncald_Exon_1	15	37368830	37368924	0.4965	0.5125	0.016	0.19375	0.15725	-0.0365	1.6	-3.65
Ncald	SpliceSite_Donor	Ncald_SpliceSite_Donor_1	15	37368875	37368974	0.48875	0.48075	-0.00800000000000006	0.10725	0.0775	-0.02975	-0.8	-2.97
Ncald	Intron	Ncald_Intron_1	15	37368975	37372064	0.55625	0.7035	0.14725	0.30825	0.208	-0.10025	14.73	-10.03
Ncald	SpliceSite_Acceptor	Ncald_SpliceSite_Acceptor_1	15	37372065	37372164	0.0875	0.26675	0.17925	0.0855	0.247	0.1615	17.92	16.15
Ncald	Exon	Ncald_Exon_2	15	37372115	37372220	0.067	0.241	0.174	0.06275	0.23525	0.1725	17.4	17.25
Ncald	SpliceSite_Donor	Ncald_SpliceSite_Donor_2	15	37372171	37372270	0.05175	0.21975	0.168	0.0435	0.22675	0.18325	16.8	18.33
Ncald	Intron	Ncald_Intron_2	15	37372271	37397005	0.633	0.7025	0.0695	0.20975	0.15175	-0.058	6.95	-5.8
Ncald	Exon	Ncald_Exon_3	15	37397056	37397433	0.8005	0.88975	0.08925	0.17075	0.089	-0.08175	8.93	-8.18
Ncald	SpliceSite_Donor	Ncald_SpliceSite_Donor_3	15	37397403	37397502	0.76625	0.865	0.0987500000000002	0.21725	0.1305	-0.08675	9.88	-8.67
Ncald	Intron	Ncald_Intron_3	15	37397503	37563339	0.60425	0.69	0.08575	0.234	0.1925	-0.0415	8.57	-4.15
Ncald	SpliceSite_Acceptor	Ncald_SpliceSite_Acceptor_3	15	37563340	37563439	0.70725	0.70075	-0.00649999999999984	0.185	0.2025	0.0175	-0.65	1.75
Ncald	5UTR	Ncald_5UTR_2	15	37563390	37563463	0.73475	0.689	-0.0457500000000001	0.1745	0.1995	0.025	-4.58	2.5
Ncald	SpliceSite_Donor	Ncald_SpliceSite_Donor_4	15	37563414	37563513	0.79075	0.71675	-0.0739999999999998	0.1845	0.248	0.0635	-7.4	6.35
Ncald	Intron	Ncald_Intron_4	15	37563514	37584404	0.60925	0.6935	0.0842499999999998	0.267	0.20375	-0.06325	8.42	-6.33
