chr	start	end	mecp2_class	peak_group	cg_class	Fold	FDR	residual	ecker_ch	ecker_cg	SYMBOL
chr13	31510995	31511395	Not Significant	Not Significant	CG Decrease	-0.0127198719426621	0.962510335976188	-0.0409404116636341	0.00976290429322202	0.0109309246415212	Foxq1
chr13	60631340	60631740	Not Significant	Not Significant	CG Decrease	0.0135922976992439	0.962510335976188	-0.0130377246994447	0.0125268569908237	0.0136353452306733	Dapk1
chr8	120493043	120493443	Not Significant	Not Significant	CG Increase	-0.0097525282619264	0.962510335976188	-0.123840795411525	0.0175415809612322	0.0147945565773067	Gse1
chr3	115719981	115720381	Not Significant	Not Significant	CG Decrease	0.0133175018981763	0.962510335976188	-0.0216422412904239	0.00352287768128507	0.0217035536159601	S1pr1
chr6	5887334	5887734	Not Significant	Not Significant	CG Decrease	0.0135704446709632	0.962510335976188	-0.00368329687158275	0.00485565299702404	0.00790260676433915	1700019G24Rik
chr2	181219438	181219838	Not Significant	Not Significant	CG Decrease	0.0125281501530173	0.962510335976188	0.0985685057970553	0.00340251494524188	0.00394738404233557	Fndc11
chr1	191495059	191495459	Not Significant	Not Significant	CG Increase	0.0104084717051292	0.962510335976188	-0.217782971588527	0.00729909502062714	0.013623396951956	Gm32200
chr6	120598088	120598488	Not Significant	Not Significant	CG Decrease	-0.0133630390470597	0.962510335976188	-0.0266238373841351	0.00483675550047002	0.00368235295550187	1700072O05Rik
chr1	93421852	93422252	Not Significant	Not Significant	CG Increase	0.0127028494329886	0.962510335976188	-0.0549685797060967	0.00397163257931831	0.025900824111596	Hdlbp
chr9	104117461	104117861	Not Significant	Not Significant	CG Decrease	-0.0138593265680197	0.962510335976188	-0.0318586970134778	0.0051621225409377	0.0268579040679551	Acad11
chr13	93764652	93765052	Not Significant	Not Significant	CG Decrease	-0.0131077108863544	0.962517526656499	-0.0542479129600261	0.00459561621459048	0.0376646274937656	Arsb
chr19	27583493	27583893	Not Significant	Not Significant	CG Increase	-0.0141701733089188	0.962519005793999	-0.0655853002029989	0.0112793939071998	0.0311976406639651	Pum3
chr15	32762511	32762911	Not Significant	Not Significant	CG Decrease	-0.0132781671928273	0.96251901746025	-0.0303049757600092	0.00789973385018898	0.00786851231296758	Gm41289
chr2	75144568	75144968	Not Significant	Not Significant	CG Decrease	0.0150016310392556	0.962523929270759	-0.0227565257875653	0.00422747414605576	0.0191014163809227	Mtx2
chr10	39049668	39050068	Not Significant	Not Significant	CG Decrease	-0.0131618312637387	0.962523929270759	-0.045635934937699	0.00322467490027373	0.0158119106530549	Lama4
chr2	37866029	37866429	Not Significant	Not Significant	CG Decrease	-0.0132943464447307	0.962523929270759	-0.0576480073935442	0.00766746540022015	0.0458405986985661	Dennd1a
chr4	25650963	25651363	Not Significant	Not Significant	CG Increase	-0.0130033417610612	0.962523929270759	-0.0821518874547617	0.00362312526179668	0.030100529925187	Fut9
chr3	107278945	107279345	Not Significant	Not Significant	CG Increase	0.0121942753908701	0.962526072758524	-0.0492007100558272	0.00251069865619155	0.00131561393452404	Lamtor5
chr11	99985536	99985936	Not Significant	Not Significant	CG Decrease	0.0090606211107782	0.962526072758524	0.121612047749486	0.00343274237806363	0.000216591090632793	Krtap16-1
chr16	13393745	13394145	Not Significant	Not Significant	CG Increase	0.0121286347648334	0.962526072758524	-0.0670499558281697	0.00417283169943793	0.0150234764650873	Mrtfb
chr9	111048742	111049142	Not Significant	Not Significant	CG Decrease	0.0144248891368632	0.962532983807374	-0.0240234642075449	0.00334240730266619	0.0171549885052993	Ccrl2
chr11	104583778	104584178	Not Significant	Not Significant	CG Decrease	-0.0107292579900056	0.962533740668227	-0.0458560964247313	0.00611088816959067	0.0598272385442643	Myl4
chr1	153148270	153148670	Not Significant	Not Significant	CG Increase	-0.0137824796391424	0.962604418888401	-0.0643077810278685	0.00521389207340535	0.0187263774158354	Lamc2
chr10	76440397	76440797	Not Significant	Not Significant	CG Increase	-0.0131171686519969	0.96260619073696	-0.07720452104348	0.00350933122515976	0.0612433759351621	Pcnt
chr13	46854672	46855072	Not Significant	Not Significant	CG Increase	0.0138219383418181	0.962607169962157	-0.0597336071051242	0.0103916444088753	0.0279805856452618	Kif13a
chr7	28147240	28147640	Not Significant	Not Significant	CG Increase	0.0116088044207885	0.962607169962157	-0.0485322900798989	0.00441232048662523	0.020192438824813	Fcgbpl1
chr1	72430024	72430424	Not Significant	Not Significant	CG Decrease	-0.0135049943871305	0.962607169962157	-0.0474656388651593	0.0186478859765869	0.0530375720854115	Marchf4
chr5	125334568	125334968	Not Significant	Not Significant	CG Decrease	0.012174069903798	0.962607169962157	-0.0313257127969861	0.00612149512084048	0.0446515547069825	Scarb1
chr1	179024100	179024500	Not Significant	Not Significant	CG Unchanged	-0.0121150280339319	0.962607169962157	-0.0571965989867468	0.0108033272988184	0	Smyd3
chr5	111762693	111763093	Not Significant	Not Significant	CG Decrease	-0.0112742303197132	0.962607169962157	-0.0345816747912228	0.0072875177473796	0.0304451274158354	E130006D01Rik
chr18	53388869	53389269	Not Significant	Not Significant	CG Decrease	-0.0122283329070866	0.962607169962157	-0.0481646709003484	0.00465523393968692	0.0361489464814526	Ppic
chr8	108103243	108103643	Not Significant	Not Significant	CG Increase	-0.0120876222908304	0.962607169962157	-0.0689626060972096	0.00406421271345562	0.0257011280392768	Zfhx3
chr9	95675494	95675894	Not Significant	Not Significant	CG Increase	0.0130126808558002	0.962607169962157	-0.160238403699191	0.00370863726608771	0.00184751210961853	Pcolce2
chr4	131413630	131414030	Not Significant	Not Significant	CG Decrease	-0.0100519205239818	0.962607169962157	-0.0394479902182835	0.0208145008420112	0.00878175654613466	Ptpru
chr10	106720271	106720671	Not Significant	Not Significant	CG Decrease	-0.0173832237854352	0.962607169962157	-0.0451571241133019	0.00551199972480907	0.012977809382793	4930532I03Rik
chr10	92298657	92299057	Not Significant	Not Significant	CG Decrease	-0.0124313655236735	0.962607169962157	-0.0487016275461425	0.00666930847929006	0.0630771703553616	Gm20757
chr14	112543734	112544134	Not Significant	Not Significant	CG Unchanged	-0.0144046215285449	0.962607169962157	-0.0594861924813598	0.0320889955744184	0	Slitrk5
chr12	83951122	83951522	Not Significant	Not Significant	CG Decrease	-0.0121119901739051	0.962607169962157	0.0918197895218782	0.00284186384624377	0.00188215831271431	Riox1
chr10	128092668	128093068	Not Significant	Not Significant	CG Decrease	-0.0134852205069745	0.962607169962157	-0.0179640594579379	0.00329614577447982	0.0024007573686633	Baz2a
chr6	114650772	114651172	Not Significant	Not Significant	CG Decrease	0.0132523898001371	0.962607169962157	-0.0269834819721394	0.00484647298988856	0.0340640098971322	Atg7
chr12	91870784	91871184	Not Significant	Not Significant	CG Increase	-0.0114249884729344	0.962607169962157	-0.0629836649758032	0.00395781024733089	0.0341942994077307	Sel1l
chr8	8361495	8361895	Not Significant	Not Significant	CG Increase	-0.0135584998335643	0.962607169962157	-0.0698150699144088	0.00700949195614479	0.0271233537250623	Efnb2
chr11	90355542	90355942	Not Significant	Not Significant	CG Increase	-0.0103114116892915	0.962607169962157	-0.130336343988635	0.00722219224582587	0.00578372793601933	Hlf
chr7	130704365	130704765	Not Significant	Not Significant	CG Increase	-0.0108875684861108	0.962607169962157	-0.0875807569164587	0.00743574870197553	0.0239114737570137	Tacc2
chr2	104235566	104235966	Not Significant	Not Significant	CG Increase	-0.0127653073939375	0.962607169962157	-0.0584194712630584	0.00610337293058857	0.0211483011221945	D430041D05Rik
chr6	48540923	48541323	Not Significant	Not Significant	CG Increase	-0.012269554499942	0.962608847388316	-0.0843745924281647	0.00345747607604524	0.0120682181265586	Atp6v0e2
chr8	10277073	10277473	Not Significant	Not Significant	CG Decrease	-0.011382595194344	0.962608847388316	-0.055211120464149	0.00362059481423395	0.0367294653990025	Myo16
chr4	8875173	8875573	Not Significant	Not Significant	CG Increase	-0.0130014885168202	0.962608847388316	-0.0785256033981626	0.00470834479962204	0.033197645534601	Chd7
chr10	69345027	69345427	Not Significant	Not Significant	CG Decrease	0.0112136862803335	0.962608847388316	-0.0244448505062225	0.00445953331088782	0.0312633942487531	Cdk1
chr4	152356625	152357025	Not Significant	Not Significant	CG Decrease	-0.0125667550067921	0.962608847388316	-0.0358580295404233	0.00480821186170316	0.0559167267378429	Chd5
chr10	128821622	128822022	Not Significant	Not Significant	CG Unchanged	0.00911198265764453	0.962608847388316	-0.0359695882951703	0.00351477263871571	0.00107986374091626	Ormdl2
chr13	97765095	97765495	Not Significant	Not Significant	CG Decrease	-0.0114252685307123	0.962608847388316	-0.0425204029270013	0.0141917107408481	0.0384439292394015	Rps18-ps4
chr2	32811531	32811931	Not Significant	Not Significant	CG Increase	-0.0124156245291658	0.962608847388316	-0.151505622831678	0.00485333183459808	0.0064700785420482	Stxbp1
chr4	152594864	152595264	Not Significant	Not Significant	CG Increase	0.0121918313638351	0.962608847388316	-0.0337248041558755	0.0100993777153795	0.0180724945448878	Nphp4
chr12	85417860	85418260	Not Significant	Not Significant	CG Decrease	0.012171310173442	0.962608847388316	-0.0226185118674348	0.0048146140842961	0.0283784557161783	Tmed10
chr11	67629604	67630004	Not Significant	Not Significant	CG Increase	0.0130525244020235	0.962614483055583	-0.06339302716803	0.00714177918850335	0.0126880065461347	Gas7
chr10	21626903	21627303	Not Significant	Not Significant	CG Increase	-0.0125337436389165	0.962614483055583	-0.0687613817495174	0.00305338452879033	0.00843715905548628	1700020N01Rik
chr12	91295490	91295890	Not Significant	Not Significant	CG Increase	0.0143007218627023	0.962614483055583	-0.0537438134798093	0.0115883273079508	0.0200365784756858	Cep128
chr12	106381618	106382018	Not Significant	Not Significant	CG Decrease	-0.0124936759596325	0.962619142888172	-0.0190027225400709	0.00611933567874747	0.0369882179317332	1700121N20Rik
chr6	129560241	129560641	Not Significant	Not Significant	CG Decrease	0.0130082025417339	0.962619142888172	-0.0215620595255621	0.00476430003482505	0.01416015625	Klre1
chr8	92062152	92062552	Not Significant	Not Significant	CG Decrease	-0.0127019042083228	0.962625594436597	-0.0524619457339358	0.00436434662550168	0.0233559168485037	Irx3
chr2	132449198	132449598	Not Significant	Not Significant	CG Decrease	-0.0125576901938525	0.962625594436597	-0.0242465619741672	0.00378521660022308	0.0164091723815461	4921508D12Rik
chr8	103644910	103645310	Not Significant	Not Significant	CG Decrease	-0.0124940389473658	0.962625594436597	-0.0479619300558104	0.0101618873805477	0.018055447319202	4933400L20Rik
chr8	44979955	44980355	Not Significant	Not Significant	CG Increase	-0.013376024943047	0.96263076852238	-0.22436925370403	0.00443846210279964	0.0062338051355985	Fat1
chr11	4308573	4308973	Not Significant	Not Significant	CG Decrease	-0.0117327029205784	0.96263076852238	-0.039715163371057	0.0162067460894882	0.0572993785068579	Lif
chr8	120775878	120776278	Not Significant	Not Significant	CG Increase	0.0136938733922113	0.96263076852238	-0.053162460849214	0.00431701964570994	0.0149942526496259	Irf8
chr1	182394643	182395043	Not Significant	Not Significant	CG Increase	-0.0131430551760848	0.96263076852238	-0.0651372838549358	0.00596431247016735	0.0243610943344763	Trp53bp2
chr7	67121141	67121541	Not Significant	Not Significant	CG Decrease	-0.0142271318186352	0.96263076852238	-0.0480816906962698	0.0372747768487716	0.0143306285068579	Adamts17
chr12	99370602	99371002	Not Significant	Not Significant	CG Decrease	-0.0135457953663876	0.96263076852238	-0.0415061984560632	0.00663097124741856	0.0182587963684539	Foxn3
chr13	53462352	53462752	Not Significant	Not Significant	CG Increase	-0.0122748956128326	0.96263076852238	-0.152769474802338	0.0052804447468974	0.00311896688028464	Msx2
chr3	144438410	144438810	Not Significant	Not Significant	CG Increase	-0.0119816489773001	0.96263076852238	-0.0722023928770517	0.00447929173039082	0.0474521703553616	Hs2st1
chr14	68084195	68084595	Not Significant	Not Significant	CG Decrease	-0.0114365213223203	0.96263076852238	-0.0012645667013925	0.0027640288012878	0.00133881604582294	Nefl
chr13	99189249	99189649	Not Significant	Not Significant	CG Increase	0.012565049907198	0.962648721626448	-0.0328648378218309	0.0123397560785536	0.00958297615336658	Zfp366
chr9	124439417	124439817	Not Significant	Not Significant	CG Unchanged	-0.0127228469112002	0.962650349621532	-0.0578044178640151	0.00422869180503331	0.0619885832294264	Ppp2r3d
chr11	46055838	46056238	Not Significant	Not Significant	CG Unchanged	-0.0128123656468518	0.962650349621532	-0.0578939365996667	0.0039260845231891	0.00195130802449443	Adam19
chr13	98019663	98020063	Not Significant	Not Significant	CG Increase	-0.0135866825409827	0.962658749634511	-0.0648691298009055	0.00855988576227887	0.0371556460411471	Arhgef28
chr8	120188383	120188783	Not Significant	Not Significant	CG Decrease	0.0100281637384584	0.962658749634511	-0.0128590616654357	0.0130522007359531	0.0353364635286783	Cibar2
chr7	133714949	133715349	Not Significant	Not Significant	CG Decrease	-0.0129712042337338	0.962658749634511	-0.0481626895149271	0.00457797918533744	0.0431075631234414	Bccip
chr1	136034368	136034768	Not Significant	Not Significant	CG Decrease	-0.0113213461471278	0.962658749634511	-0.0178058782014253	0.00474137379938825	0.0266886494700748	Tmem9
chr6	55203272	55203672	Not Significant	Not Significant	CG Unchanged	0.0120628020074638	0.962672516937774	-0.0330187689453511	0.00348354158853355	0.000929577986795706	Mindy4
chr17	81561887	81562287	Not Significant	Not Significant	CG Increase	-0.0145587913943667	0.962672516937774	-0.0752853548992243	0.00389485347300694	0.0235824014183292	Slc8a1
chr4	153724032	153724432	Not Significant	Not Significant	CG Decrease	-0.0106748324692975	0.962672516937774	-0.0386152708712085	0.0051620464372516	0.0668580014806733	BC039966
chr8	77158216	77158616	Not Significant	Not Significant	CG Increase	0.0137576853331704	0.962672516937774	-0.0356550576909658	0.00522251081585587	0.0456220289120948	Nr3c2
chr16	4932413	4932813	Not Significant	Not Significant	CG Increase	0.0121838959626814	0.962672516937774	-0.103617821034176	0.00410235017315111	0.0090636445994389	Mgrn1
chr15	80532189	80532589	Not Significant	Not Significant	CG Decrease	-0.0113175462362063	0.962672516937774	-0.0525418800959827	0.016105680394351	0.0269821052836658	Enthd1
chr7	75821559	75821959	Not Significant	Not Significant	CG Decrease	-0.0146685348454869	0.962672516937774	-0.0515421586253173	0.00379492933316124	0.0448500331203242	Klhl25
chr11	98047648	98048048	Not Significant	Not Significant	CG Unchanged	0.0110842711645138	0.962672516937774	-0.0339972997883011	0.00389395925469529	0.000166248502279458	Stac2
chr8	54724188	54724588	Not Significant	Not Significant	CG Unchanged	-0.00998042970449659	0.962672516937774	-0.0550620006573115	0.00464911710591685	0.00128439239730264	Wdr17
chr4	145031370	145031770	Not Significant	Not Significant	CG Decrease	0.0141396905672566	0.962672516937774	0.0258433259097588	0.00543925411386086	0.00807673199812968	Vps13d
chr6	94180255	94180655	Not Significant	Not Significant	CG Increase	-0.0141576926593762	0.962672516937774	-0.0972514777744229	0.0188034133720874	0.0452640371726933	4930511A08Rik
chr8	16100860	16101260	Not Significant	Not Significant	CG Decrease	0.0126515456634243	0.962672516937774	-0.0117572496571071	0.00611104037696287	0.0206960930194046	Mir3106
chr18	4131483	4131883	Not Significant	Not Significant	CG Decrease	-0.0144287425206457	0.962672516937774	-0.0407148082152319	0.00366019726988681	0.00318174290835411	Lyzl1
chr6	71795207	71795607	Not Significant	Not Significant	CG Decrease	0.0128772813796464	0.962672516937774	-0.0257345402511424	0.00477105423696618	0.0318247350374065	Mrpl35
chr12	20863498	20863898	Not Significant	Not Significant	CG Increase	-0.0136596317229758	0.962672516937774	-0.0825426207518524	0.00371440212030958	0.00660397346477556	1700030C10Rik
chr2	24385302	24385702	Not Significant	Not Significant	CG Decrease	0.0137015735015885	0.962672516937774	-0.0254757467862447	0.00575280605706194	0.0223817896664589	Psd4
chr13	64674299	64674699	Not Significant	Not Significant	CG Increase	-0.0143589460539415	0.962672516937774	-0.0675541875170926	0.00416304286281367	0.0154173891443267	Cntnap3
chr14	24036070	24036470	Not Significant	Not Significant	CG Increase	0.00942659719167499	0.962672516937774	-0.0656070679924383	0.0154267689236382	0.0141181470152743	Kcnma1
chr6	22189352	22189752	Not Significant	Not Significant	CG Decrease	0.0133743359490138	0.962672516937774	0.0165743067977767	0.00364096206322572	0.00672976334493356	Cped1
chrX	147743901	147744301	Not Significant	Not Significant	CG Decrease	-0.010518181655039	0.962672516937774	-0.0549741603220364	0.0024878865762839	0.00339361557044888	Lrch2
chr19	36926078	36926478	Not Significant	Not Significant	CG Increase	-0.0111345154370184	0.962672516937774	-0.103082843618355	0.00312817066982203	0.00232256083119837	Btaf1
chr5	101907303	101907703	Not Significant	Not Significant	CG Increase	-0.0122753140480323	0.962672516937774	-0.0822097022533725	0.00351297468913166	0.0643557122817955	Wdfy3
chr1	91927967	91928367	Not Significant	Not Significant	CG Increase	0.0127976240830756	0.962672516937774	-0.0387360262171822	0.00546873477926278	0.0161251534250312	Hdac4
chr6	42589732	42590132	Not Significant	Not Significant	CG Increase	0.0151505788383127	0.962672516937774	-0.0404753416918227	0.00468076672637254	0.0127598484258105	Tcaf3
chr1	125787193	125787593	Not Significant	Not Significant	CG Decrease	-0.0137488300914742	0.962672516937774	-0.0466390148059958	0.00545623474882131	0.0258533354114713	Gpr39
chr9	118928284	118928684	Not Significant	Not Significant	CG Decrease	0.0132060795622877	0.962672516937774	0.0286809302735876	0.0189167032218039	0.00450777353491272	Ctdspl
chr11	47254439	47254839	Not Significant	Not Significant	CG Decrease	-0.0133480055336899	0.962673311873996	-0.047992004716558	0.0133961608582304	0.00963168251246883	Sgcd
chr18	56473913	56474313	Not Significant	Not Significant	CG Increase	-0.0143836389834998	0.962673311873996	-0.0662419438603282	0.00290002608834359	0.0326539608011222	Gramd2b
chr9	123184996	123185396	Not Significant	Not Significant	CG Decrease	0.0132370714312139	0.962680473085406	-0.00513765999066008	0.00435731654749844	0.04796115180798	Cdcp1
chr15	88450810	88451210	Not Significant	Not Significant	CG Increase	0.0131409020306967	0.962685771532904	-0.0353784521560795	0.0107829315109443	0.00480609998441396	B230214G05Rik
chr8	120688504	120688904	Not Significant	Not Significant	CG Increase	-0.0197634889937435	0.962702042613465	-0.0751847090296739	0.00500885923009858	0.0283276184538653	Cox4i1
chr18	71327685	71328085	Not Significant	Not Significant	CG Decrease	0.0148484790782197	0.962702042613465	0.00966521437068845	0.00385873276099303	0.00203212062616895	Mbd2
chr8	104616291	104616691	Not Significant	Not Significant	CG Decrease	0.0124486962415077	0.962712902700876	-0.0317079410927736	0.0041072778868259	0.0288932210489402	Cdh16
chr4	153843861	153844261	Not Significant	Not Significant	CG Decrease	-0.0132661956842247	0.962720122646736	-0.0242726676837932	0.00522995946413264	0.012889376899548	BC039966
chr13	109328152	109328552	Not Significant	Not Significant	CG Increase	-0.0123603611030689	0.962720122646736	-0.061308411611793	0.00655169974538751	0.00467824579177057	Mir582
chr9	46397008	46397408	Not Significant	Not Significant	CG Increase	-0.012582518000596	0.962720122646736	-0.0820653164710723	0.0240617880500166	0.00941372155548628	4931429L15Rik
chr7	141475462	141475862	Not Significant	Not Significant	CG Decrease	-0.0104091932987881	0.96272585271198	0.062284372817395	0.00320481183820235	0.00240630342478764	Tspan4
chr5	96794315	96794715	Not Significant	Not Significant	CG Increase	0.0141451174425199	0.96272585271198	-0.0342491733621004	0.00544523776618025	0.0250058447630923	Anxa3
chr1	190079129	190079529	Not Significant	Not Significant	CG Increase	-0.0135586350537911	0.96274172869999	-0.059485885022236	0.00545835613907127	0.0187020242362843	Prox1
chr3	131920108	131920508	Not Significant	Not Significant	CG Increase	0.00896675867894931	0.9627458555148	-0.0409037733307271	0.0217935081729271	0.0379142475841646	Dkk2
chr8	22132230	22132630	Not Significant	Not Significant	CG Increase	0.0132526095246448	0.9627458555148	-0.03189417274987	0.00364822996524801	0.0360901944357855	Nek3
chr17	80178040	80178440	Not Significant	Not Significant	CG Decrease	0.0104778004644222	0.962748502993048	-0.0330733786504726	0.0073243709573722	0.0683021450280549	Srsf7
chr5	111536870	111537270	Not Significant	Not Significant	CG Decrease	-0.0110671247196269	0.96275222866075	-0.0270338767185355	0.0209760499416741	0.0126283412562344	C130026L21Rik
chr3	102144320	102144720	Not Significant	Not Significant	CG Decrease	-0.0138011857471118	0.96275222866075	-0.0575264667879155	0.0132083369609424	0.0195714327462594	Casq2
chr9	110861939	110862339	Not Significant	Not Significant	CG Decrease	0.0139467614670098	0.96275222866075	-0.0294517104373473	0.00495412165387313	0.0557030275872818	Prss50
chr1	155751049	155751449	Not Significant	Not Significant	CG Increase	0.0119553027515055	0.96275222866075	-0.10483831710828	0.00686880477943325	0.0052962077228803	Lhx4
chr9	61215615	61216015	Not Significant	Not Significant	CG Decrease	-0.011086860218397	0.96275222866075	-0.0312004927498424	0.0302093581963061	0.0329875993609726	I730028E13Rik
chr13	35770917	35771317	Not Significant	Not Significant	CG Increase	-0.0121963541016257	0.96275222866075	-0.138976983414344	0.008503645138253	0.0352323536860973	Cdyl
chr12	5112062	5112462	Not Significant	Not Significant	CG Decrease	0.013049904895543	0.96275222866075	-0.017171289607178	0.00719534667055506	0	Atad2b
chr2	93672215	93672615	Not Significant	Not Significant	CG Decrease	-0.0113319043637931	0.96275222866075	-0.0376027788269647	0.00802481025828982	0.0169729484881546	Alx4
chr19	41204276	41204676	Not Significant	Not Significant	CG Increase	-0.0123374395886529	0.96275222866075	-0.0591984387253578	0.00433410492323878	0.0194068965769171	Tll2
chr4	48279376	48279776	Not Significant	Not Significant	CG Unchanged	-0.011144973312977	0.96275222866075	-0.0562265442657919	0.00311640789383962	0.00128025901585148	Erp44
chr5	144184609	144185009	Not Significant	Not Significant	CG Decrease	-0.0120081872011554	0.96275222866075	-0.0457578825476206	0.00448646450280549	0.0148261776588801	Bhlha15
chr2	168169558	168169958	Not Significant	Not Significant	CG Increase	0.0121282919807144	0.96275222866075	-0.0716959285189986	0.00627492490849293	0.0060203342960957	E130018N17Rik
chr1	144953721	144954121	Not Significant	Not Significant	CG Increase	0.0121399463767236	0.96275222866075	-0.0348932853391584	0.00362995556762391	0.0605273924563591	Rgs18
chr7	30958396	30958796	Not Significant	Not Significant	CG Increase	0.0109051171917918	0.96275222866075	-0.0575008638022299	0.00466101781983031	0.0586534152899003	Usf2
chr13	56215912	56216312	Not Significant	Not Significant	CG Decrease	-0.011902282124717	0.96275222866075	-0.038602456236609	0.00562276863992363	0.0194560595581359	4930550C17Rik
chr4	138617874	138618274	Not Significant	Not Significant	CG Increase	-0.0181440007848429	0.96275222866075	-0.0672339309295488	0.00421438431204703	0.0232676365726309	Vwa5b1
chr6	115806176	115806576	Not Significant	Not Significant	CG Increase	0.0144897083751189	0.96275222866075	-0.0466408944776025	0.00372642650271294	0.00625146119077307	Snora7a
chr13	48871932	48872332	Not Significant	Not Significant	CG Increase	0.0136568395219187	0.96275222866075	-0.037987348544862	0.00481330129571092	0.0186834549368766	Phf2
chr16	94742927	94743327	Not Significant	Not Significant	CG Increase	0.0150944462534292	0.96275222866075	-0.0329350021488351	0.00649036968735388	0.00968160653054863	Dyrk1a
chr2	163770321	163770721	Not Significant	Not Significant	CG Decrease	-0.0135861399734363	0.96275222866075	-0.0401592048470091	0.00636055582479348	0.0084809947786783	Ada
chr2	38364006	38364406	Not Significant	Not Significant	CG Unchanged	-0.0119448570073008	0.96275222866075	-0.0570264279601157	0.0113591981350335	0	Lhx2
chr18	31967421	31967821	Not Significant	Not Significant	CG Decrease	0.013066070985409	0.96275222866075	-0.00916190162738078	0.00426344265069748	0.0173078047069825	Lims2
chr9	117805830	117806230	Not Significant	Not Significant	CG Decrease	0.0149832553118468	0.96275222866075	-0.0182437577721318	0.00487729498275795	0.0416086249220698	Rbms3
chr7	140072536	140072936	Not Significant	Not Significant	CG Increase	0.0141088204082306	0.96275222866075	-0.0421093233954044	0.00449242912920336	0.0219696121025561	Caly
chr6	34290268	34290668	Not Significant	Not Significant	CG Decrease	0.0120060226666078	0.96275222866075	-0.00371856939415996	0.0152932640323021	0.0572336249220698	Gm6644
chr4	140906269	140906669	Not Significant	Not Significant	CG Decrease	0.0122434594134857	0.96275222866075	-0.0164445230715653	0.00302562095280597	0.00419728000859667	Padi2
chr9	87740680	87741080	Not Significant	Not Significant	CG Decrease	-0.011749640460128	0.96275222866075	0.0194539297137345	0.00378175388250565	0.002601033731589	Tbx18
chr9	32335849	32336249	Not Significant	Not Significant	CG Increase	0.0126961247756131	0.96275222866075	-0.0438903041228707	0.00622471074510988	0.0191275960489402	Kcnj5
chr3	140338093	140338493	Not Significant	Not Significant	CG Increase	-0.0120990397145999	0.96275222866075	-0.0640519844173722	0.00919546569672011	0.0228859004831671	Mir7j
chr6	136728728	136729128	Not Significant	Not Significant	CG Decrease	0.0129957301273499	0.96275222866075	-0.0130036301717129	0.00361750310198625	0.0176359638014339	Gucy2c
chr2	142599571	142599971	Not Significant	Not Significant	CG Increase	0.0121384669443198	0.96275222866075	-0.0417321606944367	0.00791512582070215	0.00447367908354115	Kif16b
chr15	72775305	72775705	Not Significant	Not Significant	CG Decrease	-0.0120100548612265	0.96275222866075	-0.0529348152529166	0.00682071676278055	0.018881020105985	Peg13
chr12	110319665	110320065	Not Significant	Not Significant	CG Increase	-0.0121596792498704	0.96275222866075	-0.0609436799063974	0.00421926446091802	0.11104928109414	Dio3
chr8	79562170	79562570	Not Significant	Not Significant	CG Decrease	-0.0135784121543111	0.96275222866075	-0.0219875513161581	0.00316176569075358	0.0204177057356608	Otud4
chr7	18429611	18430011	Not Significant	Not Significant	CG Decrease	0.0131513981634547	0.96275222866075	-0.0243645653320305	0.00359702169746532	0.0074240667861596	Psg28
chr8	23043800	23044200	Not Significant	Not Significant	CG Decrease	-0.0108079064792245	0.96275222866075	0.0632447593835618	0.00362739658117889	0.000367942296358713	Ank1
chr5	125574841	125575241	Not Significant	Not Significant	CG Increase	0.0116360829502619	0.962756845013754	-0.211873417541169	0.00453468570090886	0.00666546524314215	Tmem132b
chr11	65059666	65060066	Not Significant	Not Significant	CG Decrease	-0.0122916937585588	0.962756845013754	-0.0338572227878827	0.0047509628638365	0.0419215632793017	Arhgap44
chr14	62362408	62362808	Not Significant	Not Significant	CG Decrease	-0.0134946659887356	0.962756845013754	-0.054942083594406	0.00575905131580229	0.0284177252182045	Rnaseh2b
chr9	115045444	115045844	Not Significant	Not Significant	CG Increase	0.0121541268516391	0.962756845013754	-0.115829182852953	0.00448426700886943	0.00166732711982251	Osbpl10
chr1	39999336	39999736	Not Significant	Not Significant	CG Increase	-0.0136334491296621	0.962756845013754	-0.078047983654803	0.0041693689817205	0.0266484667238155	Map4k4
chr14	34564804	34565204	Not Significant	Not Significant	CG Decrease	-0.0124331186088518	0.962756845013754	-0.0342709966770712	0.013984851409075	0.0285443617518703	Ldb3
chr17	29749892	29750292	Not Significant	Not Significant	CG Increase	-0.0111661608769065	0.962756845013754	-0.0844577720769222	0.0197572589217873	0.02354708930798	Ccdc167
chr15	98033564	98033964	Not Significant	Not Significant	CG Decrease	0.0132028040773391	0.962756845013754	-0.0314564756262851	0.00424540607709243	0.0277492304395262	Senp1
chr5	136032080	136032480	Not Significant	Not Significant	CG Decrease	-0.0100055387115741	0.962756845013754	-0.030961716272836	0.00423067050087184	0.0804336814214464	Upk3b
chr4	90897109	90897509	Not Significant	Not Significant	CG Decrease	-0.0119942645753012	0.962756845013754	-0.0437075771372039	0.024943620486747	0.00831417549875312	Elavl2
chr11	6510456	6510856	Not Significant	Not Significant	CG Increase	0.0110839990387795	0.962756845013754	-0.0341466022490545	0.00711233657494447	0.036958385286783	Myo1g
chr8	69864540	69864940	Not Significant	Not Significant	CG Increase	-0.0123746111516814	0.962756845013754	-0.0577805430256946	0.00856200715252883	0.0236018839619701	Pbx4
chrX	169320282	169320682	Not Significant	Not Significant	CG Increase	-0.0131467032408542	0.962756845013754	-0.0956697798821114	0.00254249097105868	0.00208177828134741	Gm15246
