gene	chr	start	end	chromatin_state	is_polycomb_broad	is_polycomb_strict	h3k27me3_overlap	mc_diff	mc_sig	mc_hyper	mc_hypo	hmc_diff	hmc_sig	hmc_hyper	hmc_hypo	dmr_status
Mmp23	chr4	155650654	155653383	Active_Promoter	FALSE	FALSE	FALSE	-0.00689322688521937	FALSE	FALSE	FALSE	-0.0152683715261265	FALSE	FALSE	FALSE	Not DMR
Fgf23	chr6	127072901	127081407	Active_Promoter	FALSE	FALSE	FALSE	0.00101358140390739	FALSE	FALSE	FALSE	-0.0119871222288429	FALSE	FALSE	FALSE	Not DMR
Zxdb	chrX	94724568	94730186	Other	FALSE	FALSE	FALSE	0.0228994786874696	FALSE	FALSE	FALSE	-0.00705282507773472	FALSE	FALSE	FALSE	Not DMR
Mdc1	chr17	35841514	35859669	Other	FALSE	FALSE	FALSE	0.0180154674758497	TRUE	TRUE	FALSE	-0.0108679685702726	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gmds	chr13	31819578	32338739	Other	FALSE	FALSE	TRUE	0.00535530839940046	TRUE	TRUE	FALSE	-0.0133457807413263	TRUE	FALSE	TRUE	Both mC+hmC DMR
Il5	chr11	53720793	53725105	Other	FALSE	FALSE	FALSE	0.000691539137459563	FALSE	FALSE	FALSE	-0.0119450060424664	FALSE	FALSE	FALSE	Not DMR
Nsun3	chr16	62732443	62786817	Active_Promoter	FALSE	FALSE	FALSE	0.00761703145506076	TRUE	TRUE	FALSE	-0.0123576299940893	TRUE	FALSE	TRUE	Both mC+hmC DMR
A830005F24Rik	chr13	48513569	48514858	Other	FALSE	FALSE	FALSE	0.00605742481695154	FALSE	FALSE	FALSE	-0.0079911413172366	FALSE	FALSE	FALSE	Not DMR
Ncmap	chr4	135369575	135398226	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00875086925563384	FALSE	FALSE	FALSE	-0.0133273599093257	TRUE	FALSE	TRUE	hmC DMR only
Ovca2	chr11	75175941	75178834	Other	FALSE	FALSE	FALSE	0.0338552044028443	FALSE	FALSE	FALSE	-0.00705969560423769	FALSE	FALSE	FALSE	Not DMR
Olfr1513	chr14	52347494	52356407	Other	FALSE	FALSE	FALSE	0.00495263376109933	FALSE	FALSE	FALSE	-0.0122159724512689	TRUE	FALSE	TRUE	hmC DMR only
Fpr2	chr17	17887823	17893951	Other	FALSE	FALSE	FALSE	0.000608775755449709	FALSE	FALSE	FALSE	-0.0122707484172613	FALSE	FALSE	FALSE	Not DMR
Zfp111	chr7	24193946	24211442	Other	FALSE	FALSE	FALSE	0.0051570567571525	FALSE	FALSE	FALSE	-0.0122848496388884	TRUE	FALSE	TRUE	hmC DMR only
Large1	chr8	72814598	73353539	Active_Promoter	FALSE	FALSE	FALSE	0.00968366441445578	TRUE	TRUE	FALSE	-0.013343569676991	TRUE	FALSE	TRUE	Both mC+hmC DMR
Atp23	chr10	126868426	126901354	Other	FALSE	FALSE	FALSE	0.00129806640680996	FALSE	FALSE	FALSE	-0.0134215497170591	TRUE	FALSE	TRUE	hmC DMR only
Arhgap20	chr9	51765336	51853855	Active_Promoter	FALSE	FALSE	FALSE	-0.000487446655877966	FALSE	FALSE	FALSE	-0.0150772639256519	TRUE	FALSE	TRUE	hmC DMR only
Pigq	chr17	25926420	25944935	Other	FALSE	FALSE	FALSE	0.0102116363201671	FALSE	FALSE	FALSE	-0.0120950394203352	TRUE	FALSE	TRUE	hmC DMR only
Rorc	chr3	94372793	94398275	Other	FALSE	FALSE	FALSE	0.000465512167981852	FALSE	FALSE	FALSE	-0.0129052014106203	TRUE	FALSE	TRUE	hmC DMR only
Zfp952	chr17	32993128	33005456	Other	FALSE	FALSE	FALSE	0.0225262790181487	TRUE	TRUE	FALSE	-0.010098518157766	TRUE	FALSE	TRUE	Both mC+hmC DMR
Klhdc1	chr12	69241175	69284631	Other	FALSE	FALSE	FALSE	0.00715551503305645	TRUE	TRUE	FALSE	-0.0118830592233509	TRUE	FALSE	TRUE	Both mC+hmC DMR
P2rx1	chr11	72999102	73015199	Other	FALSE	FALSE	FALSE	0.0244589373870185	TRUE	TRUE	FALSE	-0.00886834018679111	FALSE	FALSE	FALSE	mC DMR only
Tmco3	chr8	13288189	13322923	Active_Promoter	FALSE	FALSE	FALSE	0.00861703560030391	TRUE	TRUE	FALSE	-0.0126708306798472	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gm5799	chr14	43543575	43551212	Other	FALSE	FALSE	FALSE	0.0137244356977273	FALSE	FALSE	FALSE	-0.0106083475531646	FALSE	FALSE	FALSE	Not DMR
Ccna2	chr3	36564864	36572149	Other	FALSE	FALSE	FALSE	0.0147748921547993	FALSE	FALSE	FALSE	-0.00894820485168447	FALSE	FALSE	FALSE	Not DMR
Cnpy2	chr10	128322458	128327552	Active_Promoter	FALSE	FALSE	FALSE	-0.00748073509749769	FALSE	FALSE	FALSE	-0.0148585308125295	TRUE	FALSE	TRUE	hmC DMR only
Med10	chr13	69802394	69816103	Active_Promoter	FALSE	FALSE	FALSE	0.0131778371159192	FALSE	FALSE	FALSE	-0.0113027812660288	TRUE	FALSE	TRUE	hmC DMR only
Ptpn9	chr9	56994922	57062806	Active_Promoter	FALSE	FALSE	FALSE	0.00946259523239878	TRUE	TRUE	FALSE	-0.0133914328147057	TRUE	FALSE	TRUE	Both mC+hmC DMR
Fra10ac1	chr19	38188480	38224155	Other	FALSE	FALSE	FALSE	0.016168613992371	TRUE	TRUE	FALSE	-0.0117694881522456	TRUE	FALSE	TRUE	Both mC+hmC DMR
Olfr1126	chr2	87453961	87458910	Other	FALSE	FALSE	FALSE	0.00617565505164142	FALSE	FALSE	FALSE	-0.0109743720283089	FALSE	FALSE	FALSE	Not DMR
Nup37	chr10	88146991	88178389	Active_Promoter	FALSE	FALSE	FALSE	0.0105198179206646	TRUE	TRUE	FALSE	-0.0130636682238242	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ybey	chr10	76459566	76469113	Other	FALSE	FALSE	FALSE	0.010353187585382	FALSE	FALSE	FALSE	-0.0116122924888386	TRUE	FALSE	TRUE	hmC DMR only
Med24	chr11	98704590	98729434	Other	FALSE	FALSE	FALSE	0.00848161298824524	FALSE	FALSE	FALSE	-0.0112221027359599	TRUE	FALSE	TRUE	hmC DMR only
Trrap	chr5	144767731	144859777	Other	FALSE	FALSE	FALSE	0.0103353630856414	TRUE	TRUE	FALSE	-0.0129764254008612	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ints2	chr11	86210680	86257574	Other	FALSE	FALSE	FALSE	0.0125938332626936	TRUE	TRUE	FALSE	-0.0127030019495688	TRUE	FALSE	TRUE	Both mC+hmC DMR
Eri1	chr8	35465252	35496195	Active_Promoter	FALSE	FALSE	FALSE	-0.0254918345463402	TRUE	FALSE	TRUE	-0.0158844565266733	TRUE	FALSE	TRUE	Both mC+hmC DMR
Zfp82	chr7	30054488	30072899	Poised_Enhancer	FALSE	FALSE	FALSE	0.00710025066632292	FALSE	FALSE	FALSE	-0.0128951173873236	TRUE	FALSE	TRUE	hmC DMR only
Usp42	chr5	143710324	143732279	Other	FALSE	FALSE	FALSE	0.010489000177119	TRUE	TRUE	FALSE	-0.0123034861899154	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tfdp1	chr8	13338750	13378447	Other	FALSE	FALSE	FALSE	0.00512578647392403	FALSE	FALSE	FALSE	-0.0132175318278216	TRUE	FALSE	TRUE	hmC DMR only
Nceh1	chr3	27182964	27284607	Other	FALSE	FALSE	TRUE	0.00380807020637142	FALSE	FALSE	FALSE	-0.0126257197966633	TRUE	FALSE	TRUE	hmC DMR only
Gm49486	chr15	79229390	79256673	Other	FALSE	FALSE	TRUE	0.00638129885100958	FALSE	FALSE	FALSE	-0.0121968708633879	TRUE	FALSE	TRUE	hmC DMR only
Olfr1129	chr2	87573901	87577258	Other	FALSE	FALSE	FALSE	-0.0160278025602708	FALSE	FALSE	FALSE	-0.012590639438519	FALSE	FALSE	FALSE	Not DMR
Rnaset2a	chr17	8115444	8148096	Other	FALSE	FALSE	FALSE	0.00586904575518288	FALSE	FALSE	FALSE	-0.0132808745245921	TRUE	FALSE	TRUE	hmC DMR only
Vps8	chr16	21423117	21644679	Other	FALSE	FALSE	FALSE	-0.00287339974694467	FALSE	FALSE	FALSE	-0.0139779258399138	TRUE	FALSE	TRUE	hmC DMR only
Klf16	chr10	80567123	80577320	Other	FALSE	FALSE	FALSE	0.0109429894391442	FALSE	FALSE	FALSE	-0.0104650855776294	FALSE	FALSE	FALSE	Not DMR
Pde6d	chr1	86542993	86582628	Active_Promoter	FALSE	FALSE	FALSE	0.00160081920534971	FALSE	FALSE	FALSE	-0.0136888099430098	TRUE	FALSE	TRUE	hmC DMR only
Sdc1	chr12	8771322	8793714	Active_Promoter	FALSE	FALSE	FALSE	0.0411573359891155	TRUE	TRUE	FALSE	-0.00339066165255097	FALSE	FALSE	FALSE	mC DMR only
Ints7	chr1	191575635	191623687	Other	FALSE	FALSE	FALSE	0.0115362033255372	TRUE	TRUE	FALSE	-0.0123401950282051	TRUE	FALSE	TRUE	Both mC+hmC DMR
Dmac1	chr4	75277353	75278304	Active_Promoter	FALSE	FALSE	FALSE	0.00354149191654229	FALSE	FALSE	FALSE	5.02696760733973e-05	FALSE	FALSE	FALSE	Not DMR
D11Wsu47e	chr11	113684411	113694646	Active_Promoter	FALSE	FALSE	FALSE	0.000355815207423227	FALSE	FALSE	FALSE	-0.0131057970442419	TRUE	FALSE	TRUE	hmC DMR only
Fancf	chr7	51860576	51862266	Other	FALSE	FALSE	FALSE	-0.00429043538623863	FALSE	FALSE	FALSE	-0.0143043700357162	FALSE	FALSE	FALSE	Not DMR
Exoc1	chr5	76529310	76570293	Active_Promoter	FALSE	FALSE	FALSE	0.011042349168684	TRUE	TRUE	FALSE	-0.0127200834206768	TRUE	FALSE	TRUE	Both mC+hmC DMR
Adamts6	chr13	104287834	104496694	Active_Promoter	FALSE	FALSE	FALSE	0.0093812527850341	TRUE	TRUE	FALSE	-0.0126261604072054	TRUE	FALSE	TRUE	Both mC+hmC DMR
Prrc1	chr18	57354740	57392955	Active_Promoter	FALSE	FALSE	FALSE	0.00351838325997256	FALSE	FALSE	FALSE	-0.0136762359065312	TRUE	FALSE	TRUE	hmC DMR only
Rrp8	chr7	105731729	105737384	Active_Promoter	FALSE	FALSE	FALSE	0.0259304996332649	TRUE	TRUE	FALSE	-0.00802633712690458	FALSE	FALSE	FALSE	mC DMR only
Tpr	chr1	150392837	150449934	Active_Promoter	FALSE	FALSE	FALSE	0.00870479649327283	TRUE	TRUE	FALSE	-0.0129187005808253	TRUE	FALSE	TRUE	Both mC+hmC DMR
Zfp827	chr8	79028436	79193765	Active_Promoter	FALSE	FALSE	FALSE	0.00119613987947065	FALSE	FALSE	FALSE	-0.0154515739412312	TRUE	FALSE	TRUE	hmC DMR only
Pde4dip	chr3	97689823	97888706	Active_Promoter	FALSE	FALSE	FALSE	-0.000431947377947162	FALSE	FALSE	FALSE	-0.0152068301701993	TRUE	FALSE	TRUE	hmC DMR only
Foxf1	chr8	121084385	121088143	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0262254832246564	FALSE	FALSE	FALSE	-0.00552950112939798	FALSE	FALSE	FALSE	Not DMR
Gps1	chr11	120784271	120789101	Other	FALSE	FALSE	FALSE	-0.0153373436611359	FALSE	FALSE	FALSE	-0.0158318759646915	FALSE	FALSE	FALSE	Not DMR
Mef2b	chr8	70139710	70167487	Active_Promoter	FALSE	FALSE	FALSE	-0.00775393186597484	FALSE	FALSE	FALSE	-0.0122688071925159	TRUE	FALSE	TRUE	hmC DMR only
Sbp	chr17	23941671	23945606	Other	FALSE	FALSE	FALSE	0.0186489610412941	FALSE	FALSE	FALSE	-0.0112313599353077	FALSE	FALSE	FALSE	Not DMR
Olfr1411	chr1	92594410	92597752	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0169642754484021	FALSE	FALSE	FALSE	-0.0122265830871821	FALSE	FALSE	FALSE	Not DMR
Gm4922	chr10	18779724	18786792	Other	FALSE	FALSE	FALSE	0.0140036255807779	FALSE	FALSE	FALSE	-0.0129718224549018	TRUE	FALSE	TRUE	hmC DMR only
Casp9	chr4	141793611	141815975	Other	FALSE	FALSE	FALSE	0.0108613343647166	TRUE	TRUE	FALSE	-0.0126671668206242	TRUE	FALSE	TRUE	Both mC+hmC DMR
Lce1l	chr3	92849948	92851285	Other	FALSE	FALSE	FALSE	0.00863362127664835	FALSE	FALSE	FALSE	-0.0116955149484495	FALSE	FALSE	FALSE	Not DMR
Mlh1	chr9	111228227	111271790	Active_Promoter	FALSE	FALSE	FALSE	0.00813030995178954	TRUE	TRUE	FALSE	-0.0121267822779604	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ncapd3	chr9	27030174	27095314	Other	FALSE	FALSE	FALSE	0.00882320319732122	TRUE	TRUE	FALSE	-0.0126077762225442	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cep57l1	chr10	41718839	41809870	Active_Promoter	FALSE	FALSE	FALSE	0.00564041149023176	TRUE	TRUE	FALSE	-0.0132374299772391	TRUE	FALSE	TRUE	Both mC+hmC DMR
Rassf10	chr7	112953961	112957456	Repressed_Promoter	TRUE	TRUE	TRUE	-0.0358091250136836	FALSE	FALSE	FALSE	-0.0220565974711454	FALSE	FALSE	FALSE	Not DMR
Col7a1	chr9	108953585	108984874	Other	FALSE	FALSE	FALSE	-0.00670661516130511	FALSE	FALSE	FALSE	-0.0134785188310038	TRUE	FALSE	TRUE	hmC DMR only
Slc25a41	chr17	57032772	57041653	Other	FALSE	FALSE	FALSE	0.0174867125099423	FALSE	FALSE	FALSE	-0.00931735650281702	FALSE	FALSE	FALSE	Not DMR
Zdbf2	chr1	63273264	63314575	Polycomb	TRUE	TRUE	TRUE	0.00578954883571414	FALSE	FALSE	FALSE	-0.0105507039297827	TRUE	FALSE	TRUE	hmC DMR only
Cdk15	chr1	59256905	59352992	Other	FALSE	FALSE	FALSE	0.0424149607008043	TRUE	TRUE	FALSE	-0.0056909510785724	TRUE	FALSE	TRUE	Both mC+hmC DMR
Smn1	chr13	100124851	100137689	Other	FALSE	FALSE	FALSE	0.00532906709153569	FALSE	FALSE	FALSE	-0.0124936470028638	TRUE	FALSE	TRUE	hmC DMR only
Morn3	chr5	123035768	123047015	Other	FALSE	FALSE	FALSE	0.0085915886161485	FALSE	FALSE	FALSE	-0.0110268608503235	TRUE	FALSE	TRUE	hmC DMR only
Fam114a2	chr11	57482992	57518616	Active_Promoter	FALSE	FALSE	FALSE	0.0030828270819292	FALSE	FALSE	FALSE	-0.0126599178988588	TRUE	FALSE	TRUE	hmC DMR only
Snapc5	chr9	64179273	64183131	Other	FALSE	FALSE	FALSE	-0.00735631634305584	FALSE	FALSE	FALSE	-0.00979298014171084	FALSE	FALSE	FALSE	Not DMR
Olfr504	chr7	108564835	108565792	Other	FALSE	FALSE	FALSE	0.00706577844598943	FALSE	FALSE	FALSE	-0.0107735968047088	FALSE	FALSE	FALSE	Not DMR
Trim45	chr3	100922201	100936919	Other	FALSE	FALSE	FALSE	0.0124439207902027	TRUE	TRUE	FALSE	-0.0118647954353079	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gpalpp1	chr14	76086235	76110759	Active_Promoter	FALSE	FALSE	FALSE	0.00492480829224395	FALSE	FALSE	FALSE	-0.0123298343373863	TRUE	FALSE	TRUE	hmC DMR only
Hscb	chr5	110829069	110839776	Other	FALSE	FALSE	FALSE	0.0231815813797135	TRUE	TRUE	FALSE	-0.0108126301650784	FALSE	FALSE	FALSE	mC DMR only
Pbx2	chr17	34591265	34597399	Active_Promoter	FALSE	FALSE	FALSE	-0.00477060063483936	FALSE	FALSE	FALSE	-0.0122535649336476	FALSE	FALSE	FALSE	Not DMR
Hmg20b	chr10	81346047	81350479	Other	FALSE	FALSE	FALSE	-0.0413099186504587	TRUE	FALSE	TRUE	-0.015735329831307	TRUE	FALSE	TRUE	Both mC+hmC DMR
Lratd1	chr12	14146829	14152053	Bivalent_Promoter	TRUE	FALSE	TRUE	-0.0401921342204165	TRUE	FALSE	TRUE	-0.0297447695656569	TRUE	FALSE	TRUE	Both mC+hmC DMR
Dmd	chrX	82948869	85206140	Other	FALSE	FALSE	TRUE	0.00384555354422533	TRUE	TRUE	FALSE	-0.0119520938449584	TRUE	FALSE	TRUE	Both mC+hmC DMR
Rbp7	chr4	149449686	149454977	Other	FALSE	FALSE	FALSE	-0.000493311386322914	FALSE	FALSE	FALSE	-0.014546602308907	FALSE	FALSE	FALSE	Not DMR
Cxcl15	chr5	90794533	90803066	Other	FALSE	FALSE	FALSE	-0.0174177442733934	FALSE	FALSE	FALSE	-0.013529504431709	TRUE	FALSE	TRUE	hmC DMR only
Wdr76	chr2	121506722	121544859	Other	FALSE	FALSE	FALSE	-0.000445787445603862	FALSE	FALSE	FALSE	-0.0127297823676507	TRUE	FALSE	TRUE	hmC DMR only
Porcn	chrX	8193847	8206524	Active_Promoter	FALSE	FALSE	FALSE	0.0434299026758419	TRUE	TRUE	FALSE	0.00455968611585095	FALSE	FALSE	FALSE	mC DMR only
Rsph3a	chr17	7945613	7979823	Active_Promoter	FALSE	FALSE	FALSE	0.0142319440783774	TRUE	TRUE	FALSE	-0.0123718876068564	TRUE	FALSE	TRUE	Both mC+hmC DMR
Chil5	chr3	106016918	106032813	Other	FALSE	FALSE	FALSE	0.0434771112803811	TRUE	TRUE	FALSE	-0.00792167938640856	FALSE	FALSE	FALSE	mC DMR only
Glt1d1	chr5	127632261	127709373	Other	FALSE	FALSE	FALSE	-0.000171150257982422	FALSE	FALSE	FALSE	-0.0135945655476521	TRUE	FALSE	TRUE	hmC DMR only
Wdr59	chr8	111448796	111522091	Other	FALSE	FALSE	FALSE	0.00497473820688343	FALSE	FALSE	FALSE	-0.0133438601030829	TRUE	FALSE	TRUE	hmC DMR only
Tsga10	chr1	37754775	37866428	Active_Promoter	FALSE	FALSE	FALSE	0.00717255644489811	TRUE	TRUE	FALSE	-0.0122391482425498	TRUE	FALSE	TRUE	Both mC+hmC DMR
1810009J06Rik	chr6	40964753	40968434	Other	FALSE	FALSE	FALSE	0.0148566286234688	FALSE	FALSE	FALSE	-0.0122855100772075	FALSE	FALSE	FALSE	Not DMR
Pcdhac2	chr18	37143502	37187656	Active_Promoter	FALSE	FALSE	FALSE	0.00777961774775748	FALSE	FALSE	FALSE	-0.012122156558672	TRUE	FALSE	TRUE	hmC DMR only
Neb	chr2	52136646	52378473	Other	FALSE	FALSE	FALSE	0.0242941306198329	TRUE	TRUE	FALSE	-0.00896893164555371	TRUE	FALSE	TRUE	Both mC+hmC DMR
Btnl6	chr17	34507803	34517351	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00635162226371377	FALSE	FALSE	FALSE	-0.0112780827266637	TRUE	FALSE	TRUE	hmC DMR only
Eps8	chr6	137477244	137654875	Active_Promoter	FALSE	FALSE	FALSE	0.0040950179952921	TRUE	TRUE	FALSE	-0.0158983674197132	TRUE	FALSE	TRUE	Both mC+hmC DMR
Pygo1	chr9	72925644	72952180	Other	FALSE	FALSE	FALSE	0.00533159887856971	FALSE	FALSE	FALSE	-0.0128796505461588	TRUE	FALSE	TRUE	hmC DMR only
Lrsam1	chr2	32925215	32961613	Active_Promoter	FALSE	FALSE	FALSE	-0.00280909435771681	FALSE	FALSE	FALSE	-0.0135206969843862	TRUE	FALSE	TRUE	hmC DMR only
B3gntl1	chr11	121616196	121673152	Other	FALSE	FALSE	FALSE	0.0142273460188937	TRUE	TRUE	FALSE	-0.0118337667033909	TRUE	FALSE	TRUE	Both mC+hmC DMR
Coro7	chr16	4626132	4679776	Active_Promoter	FALSE	FALSE	FALSE	-0.00650321959823319	FALSE	FALSE	FALSE	-0.0155359665411953	TRUE	FALSE	TRUE	hmC DMR only
Wdr41	chr13	94976343	95023313	Other	FALSE	FALSE	FALSE	0.00542973039692296	FALSE	FALSE	FALSE	-0.0123143709244359	TRUE	FALSE	TRUE	hmC DMR only
Zfp974	chr7	27907391	27929459	Other	FALSE	FALSE	FALSE	0.0197954089682464	TRUE	TRUE	FALSE	-0.0103328749099957	TRUE	FALSE	TRUE	Both mC+hmC DMR
2610044O15Rik8	chr8	129216353	129234405	Active_Promoter	FALSE	FALSE	FALSE	0.0216421020581625	TRUE	TRUE	FALSE	-0.00957691106777186	FALSE	FALSE	FALSE	mC DMR only
Zfp119a	chr17	55864891	55878929	Other	FALSE	FALSE	FALSE	0.020963262890781	TRUE	TRUE	FALSE	-0.0110063722564652	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ppip5k2	chr1	97706047	97770410	Active_Promoter	FALSE	FALSE	FALSE	0.0117799028125187	TRUE	TRUE	FALSE	-0.0119543218930618	TRUE	FALSE	TRUE	Both mC+hmC DMR
Recql	chr6	142350341	142387086	Active_Promoter	FALSE	FALSE	FALSE	0.0103224422980719	TRUE	TRUE	FALSE	-0.0121980219141729	TRUE	FALSE	TRUE	Both mC+hmC DMR
Chchd4	chr6	91462171	91473545	Active_Promoter	FALSE	FALSE	FALSE	0.0447880217543674	TRUE	TRUE	FALSE	-0.00605379733446185	FALSE	FALSE	FALSE	mC DMR only
Mxd3	chr13	55325167	55329822	Other	FALSE	FALSE	FALSE	-0.00396174592115883	FALSE	FALSE	FALSE	-0.013660815615463	FALSE	FALSE	FALSE	Not DMR
Phka2	chrX	160502165	160598877	Active_Promoter	FALSE	FALSE	FALSE	0.00951896778657391	FALSE	FALSE	FALSE	-0.0121989045607036	TRUE	FALSE	TRUE	hmC DMR only
Zbtb37	chr1	161002921	161034848	Active_Promoter	FALSE	FALSE	FALSE	0.0115779084700774	TRUE	TRUE	FALSE	-0.0120655294845205	TRUE	FALSE	TRUE	Both mC+hmC DMR
Metap1d	chr2	71453275	71525193	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00564603574319078	TRUE	FALSE	TRUE	-0.0134019804871772	TRUE	FALSE	TRUE	Both mC+hmC DMR
H2-D1	chr17	35262729	35267498	Other	FALSE	FALSE	FALSE	-0.0108263206130413	FALSE	FALSE	FALSE	-0.0160173412112452	FALSE	FALSE	FALSE	Not DMR
Cstf2	chrX	134059186	134086818	Other	FALSE	FALSE	FALSE	0.00193175794195366	FALSE	FALSE	FALSE	-0.012397926928506	TRUE	FALSE	TRUE	hmC DMR only
Nlrx1	chr9	44252716	44268598	Other	FALSE	FALSE	FALSE	0.000344730220878442	FALSE	FALSE	FALSE	-0.01258852519326	TRUE	FALSE	TRUE	hmC DMR only
Olfr1316	chr2	112126995	112134976	Other	FALSE	FALSE	FALSE	-0.0148988981589746	FALSE	FALSE	FALSE	-0.0113583234889569	TRUE	FALSE	TRUE	hmC DMR only
Smim11	chr16	92301285	92313040	Active_Promoter	FALSE	FALSE	FALSE	0.00184315614251584	FALSE	FALSE	FALSE	-0.0116905219156945	TRUE	FALSE	TRUE	hmC DMR only
Styx	chr14	45351092	45422819	Active_Promoter	FALSE	FALSE	FALSE	0.0133411455139573	TRUE	TRUE	FALSE	-0.011379312131084	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ugp2	chr11	21321137	21371200	Active_Promoter	FALSE	FALSE	FALSE	0.00423871534589371	FALSE	FALSE	FALSE	-0.0126765631362322	TRUE	FALSE	TRUE	hmC DMR only
BC017158	chr7	128271378	128298169	Other	FALSE	FALSE	FALSE	0.00400680787812646	FALSE	FALSE	FALSE	-0.0124125076868571	TRUE	FALSE	TRUE	hmC DMR only
Nfkbia	chr12	55489409	55492646	Active_Promoter	FALSE	FALSE	FALSE	0.02686107960457	FALSE	FALSE	FALSE	-0.000894570476967504	FALSE	FALSE	FALSE	Not DMR
Calhm5	chr10	34087814	34096518	Other	FALSE	FALSE	FALSE	0.00139024967484247	FALSE	FALSE	FALSE	-0.0112956318472344	FALSE	FALSE	FALSE	Not DMR
Ptk2	chr15	73205101	73423279	Active_Promoter	FALSE	FALSE	FALSE	0.00179068645168723	FALSE	FALSE	FALSE	-0.0140187124642938	TRUE	FALSE	TRUE	hmC DMR only
Wdsub1	chr2	59852363	59882590	Other	FALSE	FALSE	FALSE	0.0022659114396606	FALSE	FALSE	FALSE	-0.0134501909151998	TRUE	FALSE	TRUE	hmC DMR only
Cfap73	chr5	120628334	120634234	Other	FALSE	FALSE	FALSE	0.00586584889422848	FALSE	FALSE	FALSE	-0.0124948880152539	FALSE	FALSE	FALSE	Not DMR
Oit3	chr10	59422957	59441777	Other	FALSE	FALSE	FALSE	-0.000704830018273928	FALSE	FALSE	FALSE	-0.0137366495340646	TRUE	FALSE	TRUE	hmC DMR only
Sh2d2a	chr3	87846754	87855721	Other	FALSE	FALSE	FALSE	0.000527579439381087	FALSE	FALSE	FALSE	-0.0115423719228988	TRUE	FALSE	TRUE	hmC DMR only
Fasn	chr11	120805845	120824546	Active_Promoter	FALSE	FALSE	FALSE	0.0106894218162285	TRUE	TRUE	FALSE	-0.0117845993501332	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tigar	chr6	127085115	127109556	Active_Promoter	FALSE	FALSE	FALSE	0.0131843853238718	TRUE	TRUE	FALSE	-0.0112262337908405	TRUE	FALSE	TRUE	Both mC+hmC DMR
Uevld	chr7	46923215	46958526	Other	FALSE	FALSE	FALSE	0.0032449097675401	FALSE	FALSE	FALSE	-0.0129622130910783	TRUE	FALSE	TRUE	hmC DMR only
Ttc27	chr17	74717731	74863569	Other	FALSE	FALSE	FALSE	0.00196847952780266	FALSE	FALSE	FALSE	-0.0129173884946938	TRUE	FALSE	TRUE	hmC DMR only
Pts	chr9	50521616	50528723	Other	FALSE	FALSE	FALSE	0.0120321502756149	FALSE	FALSE	FALSE	-0.0115304832988553	FALSE	FALSE	FALSE	Not DMR
Zfp605	chr5	110110091	110129793	Other	FALSE	FALSE	FALSE	0.00595329965235081	FALSE	FALSE	FALSE	-0.0130500547663828	TRUE	FALSE	TRUE	hmC DMR only
Zfand1	chr3	10339952	10351316	Active_Promoter	FALSE	FALSE	FALSE	0.0194254726835362	TRUE	TRUE	FALSE	-0.0103293640156847	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tsks	chr7	44943203	44958034	Other	FALSE	FALSE	FALSE	-0.0106153097605508	FALSE	FALSE	FALSE	-0.0119636741034494	TRUE	FALSE	TRUE	hmC DMR only
Fam234a	chr17	26211821	26244241	Other	FALSE	FALSE	FALSE	-0.00411486908210978	FALSE	FALSE	FALSE	-0.0132266737810701	TRUE	FALSE	TRUE	hmC DMR only
Zc3hav1l	chr6	38287395	38299258	Other	FALSE	FALSE	FALSE	-0.0155009498174784	TRUE	FALSE	TRUE	-0.0152112544933452	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cenpo	chr12	4196003	4234293	Other	FALSE	FALSE	FALSE	0.00783720170620117	TRUE	TRUE	FALSE	-0.012276748187465	TRUE	FALSE	TRUE	Both mC+hmC DMR
Haus4	chr14	54541784	54554615	Other	FALSE	FALSE	FALSE	-0.00472587222027432	FALSE	FALSE	FALSE	-0.012455056751689	TRUE	FALSE	TRUE	hmC DMR only
Dcbld1	chr10	52233618	52321377	Active_Promoter	FALSE	FALSE	FALSE	0.00291916362694011	FALSE	FALSE	FALSE	-0.013215907044559	TRUE	FALSE	TRUE	hmC DMR only
Slc46a1	chr11	78465696	78472058	Other	FALSE	FALSE	FALSE	-0.00359415016279363	FALSE	FALSE	FALSE	-0.0143929024831433	FALSE	FALSE	FALSE	Not DMR
Myh9	chr15	77760586	77842174	Active_Promoter	FALSE	FALSE	FALSE	0.0162764540699705	TRUE	TRUE	FALSE	-0.00703490373059007	TRUE	FALSE	TRUE	Both mC+hmC DMR
