gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
Slc38a3	chr9	107650633	107669529	-0.0298188926050277	4.05895349650082e-06	Hypomethylated	0	0	0
Pdgfrb	chr18	61045149	61085060	-0.019219723620122	4.06628937107371e-06	Hypomethylated	0	0	0
Cul9	chr17	46500571	46546387	-0.0155857235219825	4.06636660787613e-06	Hypomethylated	0	0	0
Per1	chr11	69095216	69109959	0.0274128929849135	4.06636660787613e-06	Hypermethylated	2	0	2
Dnajc6	chr4	101496630	101642798	0.0106198798319084	4.07312856041518e-06	Hypermethylated	0	0	0
Prkar2a	chr9	108689313	108750435	0.016341202936187	4.08055462178194e-06	Hypermethylated	0	0	0
Tspan8	chr10	115816831	115849892	-0.0157837456082186	4.08507469894432e-06	Hypomethylated	0	0	0
Ace2	chrX	164139331	164188419	-0.018329812270708	4.08815251798414e-06	Hypomethylated	0	0	0
Sec13	chr6	113728061	113740742	0.0335194033317499	4.11561877328422e-06	Hypermethylated	0	0	0
Cbx6	chr15	79823895	79834687	0.0401528071144786	4.12905123798633e-06	Hypermethylated	0	0	0
Ddhd1	chr14	45588466	45658142	0.0124322963358503	4.13434331627162e-06	Hypermethylated	0	0	0
Prrc2a	chr17	35149075	35164896	0.0287937359970133	4.14032134771967e-06	Hypermethylated	0	0	0
BC055324	chr1	163945992	163994795	0.015875114685092	4.16351253408653e-06	Hypermethylated	0	0	0
Zdhhc1	chr8	105472422	105496901	0.0269763019003788	4.176547368497e-06	Hypermethylated	0	0	0
Ube2v1	chr2	167607637	167632094	0.0261392383025689	4.18549082744511e-06	Hypermethylated	0	0	0
Sncb	chr13	54758859	54766594	0.0447002190777111	4.1939002650521e-06	Hypermethylated	0	0	0
Krt15	chr11	100131757	100135927	-0.047370778576929	4.19841046984618e-06	Hypomethylated	0	0	0
Mt1	chr8	94179081	94180326	-0.033704834452706	4.20802263626914e-06	Hypomethylated	0	0	0
Zfp81	chr17	33329341	33358877	0.0239876924572441	4.24705475304254e-06	Hypermethylated	0	0	0
Aar2	chr2	156547583	156568971	0.029968200717772	4.2607811373216e-06	Hypermethylated	1	0	1
Gm50241	chr8	106883889	106893592	0.0457805326514851	4.27576041751111e-06	Hypermethylated	0	0	0
Eif3l	chr15	79075178	79094404	0.0196802606096216	4.2802423373801e-06	Hypermethylated	0	0	0
C1d	chr11	17257578	17269175	0.0317828864871558	4.28636224506049e-06	Hypermethylated	0	0	0
Sez6l	chr5	112419150	112577184	0.0102308273245134	4.28636224506049e-06	Hypermethylated	1	1	0
Casc1	chr6	145174833	145211004	-0.0165413409868467	4.29394413153022e-06	Hypomethylated	0	0	0
Oat	chr7	132557477	132576397	0.0234356440317072	4.31231286949773e-06	Hypermethylated	0	0	0
Suds3	chr5	117091679	117116112	0.0195417161047385	4.34878484305159e-06	Hypermethylated	1	6	-5
Adgra2	chr8	27085582	27123435	-0.0196463333247363	4.37777793897883e-06	Hypomethylated	0	0	0
Hebp1	chr6	135137521	135198021	-0.0152235928286237	4.40238807802896e-06	Hypomethylated	0	0	0
Pgm5	chr19	24683015	24861854	-0.00858532524925681	4.40238807802896e-06	Hypomethylated	0	0	0
Adgrl2	chr3	148815582	148990554	-0.00619837961795255	4.41057601319086e-06	Hypomethylated	5	0	5
Ccz1	chr5	143987908	144014876	0.0170356774706035	4.41272563752091e-06	Hypermethylated	0	0	0
Tmem131l	chr3	83897654	84040174	-0.0093123350622385	4.41585699663824e-06	Hypomethylated	0	1	-1
Gtse1	chr15	85859744	85876572	-0.0230411199095318	4.41803000379051e-06	Hypomethylated	0	0	0
Prepl	chr17	85063469	85090240	0.0189592265911486	4.43815143290188e-06	Hypermethylated	1	0	1
Alkal1	chr1	6359217	6394730	-0.0204250016936867	4.44430810827639e-06	Hypomethylated	1	2	-1
Tuba3a	chr6	125278273	125286041	-0.027233693767692	4.4481745585315e-06	Hypomethylated	0	0	0
Zkscan14	chr5	145194945	145201867	0.0469615312809273	4.45884579125589e-06	Hypermethylated	0	0	0
Stam2	chr2	52691663	52742280	0.0151616019690312	4.46868280743265e-06	Hypermethylated	0	0	0
Slc15a4	chr5	127595663	127632896	0.0207650321717316	4.48539803847847e-06	Hypermethylated	0	0	0
Nenf	chr1	191306788	191318193	0.0376676297497259	4.50129898052013e-06	Hypermethylated	0	0	0
Pear1	chr3	87747889	87824305	-0.0159750456374589	4.51296984284618e-06	Hypomethylated	1	0	1
Gm50478	chr1	53348478	53352618	0.0535813818978366	4.51809405483187e-06	Hypermethylated	0	0	0
Smim10l1	chr6	133104908	133110898	0.0601552247456959	4.55361875158219e-06	Hypermethylated	0	0	0
Ttr	chr18	20665279	20674320	0.0410307049998834	4.58843783806348e-06	Hypermethylated	0	2	-2
LTO1	chr7	144915099	144931700	0.0361280894557273	4.59408436368788e-06	Hypermethylated	0	0	0
Panx1	chr9	15002127	15045477	-0.0189858204643603	4.60144743275145e-06	Hypomethylated	1	0	1
Cpsf3	chr12	21285390	21315055	0.016962291808377	4.61021063069301e-06	Hypermethylated	0	2	-2
Tmem167b	chr3	108556424	108562465	0.0415880622415959	4.65671630105408e-06	Hypermethylated	0	0	0
Prss52	chr14	64104285	64113754	0.0429566877643581	4.66408663250133e-06	Hypermethylated	5	0	5
Hgs	chr11	120467634	120483978	0.0264716327452243	4.66423525295862e-06	Hypermethylated	0	0	0
Ssbp4	chr8	70597489	70608871	0.0537730628197982	4.68260839499796e-06	Hypermethylated	0	0	0
Spats2	chr15	99125915	99213214	0.00972591372558362	4.7046567650751e-06	Hypermethylated	0	0	0
Tert	chr13	73626910	73649842	-0.0229872351108349	4.7046567650751e-06	Hypomethylated	3	0	3
Ephb4	chr5	137350108	137378668	-0.0180371849647809	4.71504235081421e-06	Hypomethylated	0	0	0
Clstn3	chr6	124430580	124464793	0.0216670100708816	4.72933039448351e-06	Hypermethylated	0	0	0
Slc5a3	chr16	92058321	92087472	0.0194211625121206	4.73402109759324e-06	Hypermethylated	1	0	1
Ddx19a	chr8	110974995	110997799	0.0260996327120042	4.75914003089832e-06	Hypermethylated	0	1	-1
Gm20532	chr2	26586638	26635633	-0.0206962122562717	4.7730199930078e-06	Hypomethylated	0	0	0
Zfp106	chr2	120506819	120563842	0.0135731659162802	4.78886208305437e-06	Hypermethylated	0	0	0
Urb1	chr16	90751526	90810412	-0.0136499571012785	4.81716444368346e-06	Hypomethylated	0	0	0
Rbfa	chr18	80192264	80200657	0.0242309945185137	4.83088822088787e-06	Hypermethylated	0	0	0
Trim56	chr5	137105643	137116208	-0.0314777880924044	4.86641467510482e-06	Hypomethylated	1	0	1
Slc19a3	chr1	83012522	83038447	-0.0211762296109802	4.87682728045557e-06	Hypomethylated	1	0	1
Tor1a	chr2	30960626	30967932	0.0380337029104365	4.89271722663903e-06	Hypermethylated	0	0	0
Gm12353	chr4	19605450	19651129	0.0142233317274736	4.94080834228944e-06	Hypermethylated	0	0	0
Numbl	chr7	27258432	27282143	0.0243398196526032	5.04551411551705e-06	Hypermethylated	0	0	0
9630041A04Rik	chr9	101861840	101943227	-0.0138278416734636	5.0771095611965e-06	Hypomethylated	0	0	0
Magee2	chrX	104854951	104857266	-0.0865769393109643	5.12292393810575e-06	Hypomethylated	1	0	1
Gja5	chr3	96904692	97077415	0.00852669528330696	5.15209735236952e-06	Hypermethylated	0	0	0
Slmap	chr14	26413167	26534930	0.0116140540104016	5.15537214981448e-06	Hypermethylated	0	0	0
Tmem150c	chr5	100077871	100159807	-0.0121115909195098	5.15537214981448e-06	Hypomethylated	0	0	0
Taf8	chr17	47483363	47502291	0.0229994907201915	5.2224204372044e-06	Hypermethylated	0	0	0
Gm28035	chr2	30240566	30282147	0.0183383833899848	5.22624321419759e-06	Hypermethylated	0	0	0
Armcx5	chrX	135742732	135747321	0.0554011240282621	5.24517391352394e-06	Hypermethylated	0	0	0
Mrpl19	chr6	81957850	81965957	0.0316822186582535	5.24517391352394e-06	Hypermethylated	0	0	0
Zfp260	chr7	30094776	30107621	0.0310313587588285	5.24517391352394e-06	Hypermethylated	1	0	1
Uba3	chr6	97183669	97205646	0.0272766888510315	5.26749061745888e-06	Hypermethylated	0	0	0
Ehd4	chr2	120089174	120154605	0.0140908774820082	5.27794321472428e-06	Hypermethylated	0	1	-1
Xrcc1	chr7	24546288	24573439	0.0227089180715792	5.29425563775313e-06	Hypermethylated	0	0	0
Mrpl27	chr11	94653766	94660088	0.0509610659672199	5.3264067326885e-06	Hypermethylated	0	0	0
Clint1	chr11	45851963	45910624	0.0140229693826387	5.34339079085825e-06	Hypermethylated	0	0	0
Cep44	chr8	56531521	56551046	-0.0192425060584764	5.35098735970024e-06	Hypomethylated	0	0	0
Rc3h1	chr1	160906417	160974977	0.0174395262443273	5.36337398332792e-06	Hypermethylated	0	0	0
Tcerg1	chr18	42511486	42575792	0.0143400325303247	5.36635246567027e-06	Hypermethylated	0	0	0
Kng2	chr16	22985853	23029481	-0.0180105612618829	5.46803154604498e-06	Hypomethylated	0	0	0
Prokr1	chr6	87578590	87590742	-0.0273659640443159	5.49782993259997e-06	Hypomethylated	1	0	1
Dnase1l3	chr14	7964532	7994572	-0.0199662274688543	5.54105902866287e-06	Hypomethylated	0	0	0
Adgrl1	chr8	83900104	83941953	0.0209253289195304	5.56322999666568e-06	Hypermethylated	1	0	1
Gpbp1l1	chr4	116557657	116593881	0.0188262080743158	5.58479838434057e-06	Hypermethylated	0	0	0
Dennd5b	chr6	148988070	149101679	0.01392743225064	5.60238893045123e-06	Hypermethylated	0	0	0
Nudc	chr4	133532541	133545995	0.0343732331127258	5.60678689614224e-06	Hypermethylated	0	0	0
Pdzd8	chr19	59297177	59345779	0.0189562230195571	5.65590759009513e-06	Hypermethylated	1	0	1
Zpbp2	chr11	98551096	98558664	-0.0291215931236493	5.67267254136308e-06	Hypomethylated	0	0	0
Tpcn2	chr7	145186523	145284010	0.0145573508509366	5.70478384553532e-06	Hypermethylated	0	1	-1
Ddx56	chr11	6258918	6267771	0.0342289949554478	5.7119144928804e-06	Hypermethylated	0	0	0
Slc27a1	chr8	71568881	71587301	0.0291766338462973	5.71899737765631e-06	Hypermethylated	0	0	0
Lasp1	chr11	97798999	97838763	0.0197753315556014	5.72503463183413e-06	Hypermethylated	0	0	0
Alpk2	chr18	65265528	65394065	-0.00834452709037137	5.7533039112243e-06	Hypomethylated	0	0	0
Tmem130	chr5	144735914	144761817	0.0218120513590983	5.87883196564e-06	Hypermethylated	0	0	0
Wdr53	chr16	32247226	32257082	0.0331485986475447	5.90861457279445e-06	Hypermethylated	0	0	0
Slc11a2	chr15	100387897	100425071	0.0148752820980691	5.91653817241834e-06	Hypermethylated	0	0	0
Usp43	chr11	67854522	67922152	-0.013875447786504	5.95515987941664e-06	Hypomethylated	1	0	1
Vwa2	chr19	56874248	56912077	-0.0166392764875175	5.97510113495503e-06	Hypomethylated	1	1	0
Trappc5	chr8	3676298	3681254	0.0491212080501092	5.97570207056462e-06	Hypermethylated	0	2	-2
Fpgt	chr3	155084917	155093402	0.0349414237356914	6.0172749073443e-06	Hypermethylated	0	0	0
Smcr8	chr11	60777523	60788286	0.0368112814750182	6.0212078638589e-06	Hypermethylated	0	0	0
Yif1b	chr7	29238328	29247596	0.0395792947570248	6.02908403294128e-06	Hypermethylated	0	0	0
Pdik1l	chr4	134275001	134287894	0.0261383658565199	6.0878833537335e-06	Hypermethylated	0	0	0
Zfp180	chr7	24081923	24107712	0.0156876583460389	6.10965220343846e-06	Hypermethylated	0	0	0
Scaf1	chr7	45002947	45016362	0.0218386661716576	6.1134778876402e-06	Hypermethylated	0	0	0
Fcgr2b	chr1	170958616	170976546	-0.0269049131522048	6.13773728186116e-06	Hypomethylated	1	0	1
Cnep1r1	chr8	88118768	88135109	0.0262068158026769	6.16400309000781e-06	Hypermethylated	0	0	0
Ndufaf1	chr2	119655445	119662826	0.0380452402389566	6.18388010489576e-06	Hypermethylated	0	0	0
Ggta1	chr2	35400178	35463230	-0.014611593423125	6.20305081537174e-06	Hypomethylated	0	0	0
Chek2	chr5	110839978	110874144	-0.0150900919697239	6.21666087605823e-06	Hypomethylated	0	0	0
Ppcs	chr4	119418529	119422419	0.0504156139905978	6.23087465698528e-06	Hypermethylated	0	0	0
Tstd3	chr4	21757381	21767211	0.0406413667944171	6.23531282372232e-06	Hypermethylated	0	0	0
Itga11	chr9	62677825	62783981	-0.0121539307463119	6.27415684239549e-06	Hypomethylated	0	0	0
Sptan1	chr2	29965559	30031450	0.0151463822271987	6.32888633648743e-06	Hypermethylated	0	0	0
Lpar5	chr6	125067919	125082471	0.0327798035542121	6.33121069308123e-06	Hypermethylated	0	1	-1
Brca1	chr11	101488763	101551954	-0.0119393889885276	6.35325854656749e-06	Hypomethylated	0	0	0
Cdk16	chrX	20687953	20699879	0.0475785120858427	6.36120658414502e-06	Hypermethylated	0	1	-1
Ppip5k2	chr1	97706047	97770410	0.0117799028125187	6.40904730064697e-06	Hypermethylated	1	0	1
Klhl15	chrX	94234598	94277723	0.0231751016627343	6.40979172239293e-06	Hypermethylated	0	0	0
Ncbp2	chr16	31948512	31961780	0.0299295118403792	6.4274859544207e-06	Hypermethylated	0	0	0
Nectin4	chr1	171370098	171388597	0.0302741024947636	6.43223523219748e-06	Hypermethylated	0	0	0
Bsg	chr10	79704490	79711968	0.0587449553559603	6.43778513778923e-06	Hypermethylated	0	0	0
Hlx	chr1	184727139	184732618	0.0339961611119994	6.4717870715561e-06	Hypermethylated	1	0	1
Hyal3	chr9	107580817	107587358	0.0452532341148629	6.4717870715561e-06	Hypermethylated	0	0	0
Slc12a9	chr5	137314557	137333596	0.0267994312934117	6.50973488134967e-06	Hypermethylated	0	0	0
Sfmbt2	chr2	10370509	10595252	-0.0064571340706927	6.55819756547214e-06	Hypomethylated	2	0	2
Scnm1	chr3	95129535	95134010	0.0508341742922976	6.56689263936303e-06	Hypermethylated	0	1	-1
Tmem100	chr11	90030347	90036507	-0.0384940897860465	6.58412499336211e-06	Hypomethylated	0	0	0
Faxc	chr4	21931328	21996838	0.0144716158598621	6.65026771020027e-06	Hypermethylated	0	0	0
Ripk1	chr13	34002362	34037146	0.0224561754922326	6.65874973322707e-06	Hypermethylated	0	0	0
Adamts6	chr13	104287834	104496694	0.0093812527850341	6.66004047294662e-06	Hypermethylated	0	0	0
Pggt1b	chr18	46235350	46280992	0.016743780845737	6.74895299538538e-06	Hypermethylated	0	0	0
Rbbp5	chr1	132477364	132505658	0.0235262185510664	6.76478203341791e-06	Hypermethylated	0	0	0
Sppl2a	chr2	126890390	126933234	0.0153094837559864	6.84344931144236e-06	Hypermethylated	0	0	0
Smg5	chr3	88336259	88362337	0.0242701900407537	6.846824447741e-06	Hypermethylated	0	0	0
Bdh2	chr3	135281220	135304425	-0.0189195982067393	6.89533776841381e-06	Hypomethylated	0	0	0
Zfp938	chr10	82224849	82241279	0.0409272632289159	6.92814333161276e-06	Hypermethylated	0	0	0
Ccdc136	chr6	29396308	29426993	0.0222745630770284	6.96690279408882e-06	Hypermethylated	0	0	0
Eftud2	chr11	102838472	102880984	0.0156968990282659	7.03758343776745e-06	Hypermethylated	1	0	1
Iws1	chr18	32067740	32104327	0.0189879763505671	7.0428251673957e-06	Hypermethylated	0	0	0
Cspp1	chr1	10037986	10136767	0.0107925342599039	7.06393341331235e-06	Hypermethylated	0	0	0
Zfp941	chr7	140807448	140822177	0.0258943169181498	7.06701682042901e-06	Hypermethylated	0	0	0
Lef1	chr3	131110470	131224355	-0.0074807091024538	7.06828691994286e-06	Hypomethylated	1	0	1
1700109H08Rik	chr5	3571565	3584355	0.0276300346058507	7.09543960203503e-06	Hypermethylated	0	0	0
Ankrd13d	chr19	4270179	4283136	0.0347154179998264	7.09785285067265e-06	Hypermethylated	0	0	0
Snap91	chr9	86765922	86880653	0.0114658695588643	7.11260268376964e-06	Hypermethylated	0	0	0
Rapgef2	chr3	79062515	79286516	0.00792042723025355	7.11669379614326e-06	Hypermethylated	0	0	0
Wnk2	chr13	49036302	49148013	0.0130780130268051	7.15319681152335e-06	Hypermethylated	0	0	0
Zbtb8os	chr4	129335694	129354546	0.0233385586496475	7.16517053867135e-06	Hypermethylated	0	0	0
Agt	chr8	124556533	124569705	0.0358045514071299	7.16741307066235e-06	Hypermethylated	0	1	-1
Rgs10	chr7	128373620	128418757	-0.0145934413006547	7.17897473646457e-06	Hypomethylated	1	0	1
Styx	chr14	45351092	45422819	0.0133411455139573	7.17897473646457e-06	Hypermethylated	0	0	0
Ywhag	chr5	135908408	135934615	-0.0187922604832019	7.18887127344874e-06	Hypomethylated	0	1	-1
Pcbd1	chr10	61089330	61094323	0.0671909381053375	7.20477172224673e-06	Hypermethylated	1	1	0
Pebp1	chr5	117282653	117287624	0.0515530233672385	7.24020633096005e-06	Hypermethylated	1	0	1
Eif2ak1	chr5	143817787	143904250	0.0139386150971114	7.24904265724965e-06	Hypermethylated	0	0	0
Lhcgr	chr17	88716480	88791989	-0.0129279832536504	7.26658310232593e-06	Hypomethylated	1	0	1
Itga6	chr2	71745615	71858415	-0.00869741703991433	7.28701413302635e-06	Hypomethylated	0	0	0
Trim75	chr8	64980883	64987830	-0.045332225339325	7.28701413302635e-06	Hypomethylated	0	0	0
Kxd1	chr8	70508271	70527955	0.0276346908185935	7.32885275039926e-06	Hypermethylated	0	0	0
Jrkl	chr9	13242606	13245828	0.0559517215710692	7.33879279412543e-06	Hypermethylated	0	0	0
Cops7a	chr6	124958412	124965537	0.0343402713192806	7.35043239124936e-06	Hypermethylated	0	0	0
Cybc1	chr11	121222587	121229321	0.0547263434177619	7.35043239124936e-06	Hypermethylated	0	0	0
Uggt2	chr14	118985038	119099429	0.00962251756802712	7.35619240777122e-06	Hypermethylated	0	0	0
Dus4l	chr12	31640049	31654825	0.0272265091108496	7.36116067913187e-06	Hypermethylated	0	0	0
Bdkrb1	chr12	105603084	105605427	-0.0650365882950678	7.36759500302729e-06	Hypomethylated	1	0	1
Akirin1	chr4	123734558	123750344	0.0324942778898432	7.41825641403941e-06	Hypermethylated	0	0	0
Abhd14a	chr9	106440050	106447677	0.0369938068438794	7.56009674052059e-06	Hypermethylated	0	0	0
Cdh23	chr10	60302747	60696489	-0.00584051813952335	7.57106810419252e-06	Hypomethylated	4	0	4
Med13l	chr5	118560678	118765437	-0.00852340777930027	7.61468734176102e-06	Hypomethylated	4	0	4
Nup35	chr2	80617235	80658905	0.0155375599093454	7.61870419390626e-06	Hypermethylated	0	0	0
Rtraf	chr14	19811350	19823823	0.0334362950220871	7.65240829335637e-06	Hypermethylated	0	0	0
Pold3	chr7	100082110	100121564	0.0172514581073979	7.65868681265694e-06	Hypermethylated	0	0	0
Nudt22	chr19	6993017	6996116	0.0629144911823388	7.66871288882798e-06	Hypermethylated	0	0	0
Depdc5	chr5	32863700	32994235	0.00977302665672042	7.70873294999454e-06	Hypermethylated	0	0	0
Fchsd1	chr18	37957430	37969773	0.0345572889863585	7.70873294999454e-06	Hypermethylated	0	1	-1
Zfp397	chr18	23954691	23964672	0.0423834860151293	7.70873294999454e-06	Hypermethylated	1	0	1
Wipi1	chr11	109573330	109611966	0.0153809032580595	7.73082756502156e-06	Hypermethylated	0	1	-1
Mpp6	chr6	50110240	50198938	0.0117726911443121	7.7575669764609e-06	Hypermethylated	0	0	0
Cend1	chr7	141426445	141429490	0.0873201273140664	7.77789941189217e-06	Hypermethylated	0	0	0
Wnt9b	chr11	103727363	103749820	-0.022308971206719	7.81572922268463e-06	Hypomethylated	2	0	2
Otc	chrX	10252304	10321023	0.0215441245048396	7.8291873149306e-06	Hypermethylated	0	0	0
Sema4b	chr7	80186840	80226526	0.0183451465618727	7.84217871986583e-06	Hypermethylated	0	0	0
Tnfsf8	chr4	63831307	63861346	-0.0201472053572196	7.90097782627337e-06	Hypomethylated	1	0	1
Cox5a	chr9	57521273	57532425	0.0386214942537456	7.94343330805029e-06	Hypermethylated	0	0	0
Kcna3	chr3	107036168	107038069	-0.0628300308260378	7.95996645133043e-06	Hypomethylated	0	0	0
Slc25a27	chr17	43641890	43667213	0.0175349715103817	7.98078432587709e-06	Hypermethylated	0	0	0
Ofcc1	chr13	40001881	40361449	0.00543491393836792	8.04633114688716e-06	Hypermethylated	0	3	-3
D130043K22Rik	chr13	24845134	24901269	-0.0126404869395402	8.07471034209414e-06	Hypomethylated	1	0	1
Smarcc1	chr9	110117707	110240177	0.00944258937887277	8.08818807157201e-06	Hypermethylated	0	0	0
Eloa	chr4	136003367	136021762	0.027597237510643	8.08852166821787e-06	Hypermethylated	0	0	0
Myh6	chr14	54941920	54966926	-0.0192017812503535	8.10106832030919e-06	Hypomethylated	0	0	0
Nbeal2	chr9	110624788	110654160	-0.0196302184122827	8.10830377897214e-06	Hypomethylated	0	0	0
Laptm5	chr4	130913124	130936140	-0.0281216366460876	8.15919222925619e-06	Hypomethylated	0	1	-1
Tmem91	chr7	25669138	25675165	0.048960588822834	8.16830574564559e-06	Hypermethylated	0	0	0
Chd4	chr6	125095980	125130590	0.0166454325400559	8.19903238651181e-06	Hypermethylated	0	0	0
Gm49527	chr15	76879319	76901282	0.0212480085775222	8.21045530781257e-06	Hypermethylated	0	0	0
Ndufs2	chr1	171234852	171251387	0.022989482321828	8.22105491341506e-06	Hypermethylated	0	0	0
Plcd1	chr9	119071526	119093501	-0.0218717890769031	8.27155444515057e-06	Hypomethylated	1	0	1
Unc79	chr12	102948858	103184064	-0.00615387794749112	8.27155444515057e-06	Hypomethylated	0	0	0
Plcd4	chr1	74542887	74567793	0.0212121247598903	8.29474440689069e-06	Hypermethylated	0	0	0
Rint1	chr5	23787710	23820368	0.0169343598722156	8.31249502133603e-06	Hypermethylated	0	0	0
Ciao1	chr2	127240937	127247815	0.045243596576207	8.32676671528826e-06	Hypermethylated	0	0	0
Zfp846	chr9	20581290	20605408	0.0197280781098579	8.34597403259177e-06	Hypermethylated	0	0	0
H2ac6	chr13	23681466	23683947	-0.0764510082525996	8.36450862549471e-06	Hypomethylated	0	0	0
Nol9	chr4	152039320	152061493	0.0158408107671163	8.36950550981306e-06	Hypermethylated	0	0	0
Arhgap28	chr17	67842712	68004119	-0.00683092618332914	8.38280252810007e-06	Hypomethylated	1	0	1
Stt3a	chr9	36729343	36767678	0.0179892410441084	8.3902919619996e-06	Hypermethylated	0	0	0
Tox2	chr2	163203124	163324169	-0.00880273350961513	8.39147794660098e-06	Hypomethylated	5	0	5
Ahsa1	chr12	87266478	87273997	0.038437527842794	8.3923318799557e-06	Hypermethylated	0	0	0
Tfec	chr6	16833372	16898440	-0.0127740679199666	8.41130966314585e-06	Hypomethylated	0	0	0
Hhatl	chr9	121784015	121792506	-0.0383388474699339	8.41288931977724e-06	Hypomethylated	1	0	1
Ninj2	chr6	120093349	120200338	-0.0114249477195265	8.48725757597694e-06	Hypomethylated	2	0	2
Med6	chr12	81573556	81595007	0.0273128663780211	8.49363052073652e-06	Hypermethylated	0	0	0
Ppbp	chr5	90768517	90770062	-0.088451738037688	8.53013275332381e-06	Hypomethylated	0	0	0
Nppa	chr4	148000721	148002078	-0.0887407171921971	8.54932612758794e-06	Hypomethylated	0	0	0
Rchy1	chr5	91948903	91963067	0.032746860088397	8.59051070889769e-06	Hypermethylated	0	0	0
Ccdc167	chr17	29687356	29717043	0.0223022275747593	8.59603482179369e-06	Hypermethylated	0	0	0
Wdr61	chr9	54714734	54734518	0.0260811622924758	8.61037193881009e-06	Hypermethylated	0	0	0
Gypc	chr18	32528321	32560033	-0.0198228094597984	8.64845667166092e-06	Hypomethylated	0	0	0
Pitx3	chr19	46135684	46148325	-0.0348983411044115	8.64865802982054e-06	Hypomethylated	0	0	0
Ctdnep1	chr11	69981155	69990600	0.0341636127679776	8.66739601484253e-06	Hypermethylated	0	0	0
Cd300lb	chr11	114922780	114934385	0.0328698375444791	8.68494355317264e-06	Hypermethylated	0	0	0
Chrdl1	chrX	143285673	143394261	-0.0123869139417627	8.69989031607528e-06	Hypomethylated	0	0	0
Slc35g3	chr11	69759889	69761967	0.0858226284041316	8.71636040037481e-06	Hypermethylated	0	0	0
Bop1	chr15	76452988	76477276	0.0251980433584726	8.74448102594666e-06	Hypermethylated	0	0	0
Mapkbp1	chr2	119972698	120027407	0.0174497688753086	8.78070021269007e-06	Hypermethylated	0	0	0
Ltbp4	chr7	27305135	27337691	-0.0204379757104395	8.8097226152729e-06	Hypomethylated	1	0	1
Cldn6	chr17	23679248	23682445	-0.0562866149256526	8.8366779602487e-06	Hypomethylated	0	0	0
Rpgrip1l	chr8	91217029	91313261	0.00934167994510915	8.9854518753064e-06	Hypermethylated	0	0	0
Nt5dc2	chr14	31131052	31139123	-0.0387188612067464	9.05502375326461e-06	Hypomethylated	1	0	1
2510009E07Rik	chr16	21649044	21694664	0.0173639340252084	9.08112654882848e-06	Hypermethylated	0	0	0
Tmem274	chr4	149477377	149483548	0.0301404898768861	9.0956437303835e-06	Hypermethylated	0	0	0
Hmgn3	chr9	83109947	83146684	0.0187872885709638	9.1386684593666e-06	Hypermethylated	0	0	0
Ddx39b	chr17	35241745	35253706	0.0297401038613607	9.14242183208154e-06	Hypermethylated	0	0	0
Gstcd	chr3	132981751	133092032	0.00906258964298046	9.18917971247519e-06	Hypermethylated	0	0	0
Slc4a5	chr6	83219827	83304944	-0.0119946796445966	9.42428059986753e-06	Hypomethylated	1	0	1
Trim71	chr9	114507132	114564368	-0.0125935176006535	9.43192326929984e-06	Hypomethylated	0	0	0
Tpst1	chr5	130073325	130135728	0.0121929970314355	9.44036341882501e-06	Hypermethylated	1	1	0
Zdhhc25	chr15	88600301	88601668	0.0475769756613155	9.4729992196635e-06	Hypermethylated	4	3	1
Shisa5	chr9	109038564	109057776	-0.025505977767625	9.47435202556103e-06	Hypomethylated	0	0	0
Psmd6	chr14	14112173	14120983	0.0420180025493264	9.48121016170752e-06	Hypermethylated	0	0	0
Saal1	chr7	46686107	46710679	0.0187455449987616	9.50950739216344e-06	Hypermethylated	0	0	0
Rnf207	chr4	152307018	152318992	-0.0387615281534995	9.56738992306468e-06	Hypomethylated	1	0	1
Vrk2	chr11	26471321	26593998	-0.0108081561838282	9.58921739117128e-06	Hypomethylated	0	0	0
Zbtb1	chr12	76370265	76396949	0.0188322652458679	9.61860892247591e-06	Hypermethylated	0	0	0
Rab23	chr1	33719886	33742563	0.0205590478229253	9.62346995448162e-06	Hypermethylated	0	0	0
Adgrv1	chr13	81095067	81633153	-0.00440380305743493	9.64097754252379e-06	Hypomethylated	0	0	0
Dek	chr13	47084774	47106200	0.0278324621260129	9.64097754252379e-06	Hypermethylated	0	0	0
Cox8a	chr19	7215152	7217615	0.0624938205287956	9.64755010473994e-06	Hypermethylated	0	0	0
Gabarapl1	chr6	129533159	129542345	0.0349557430832705	9.6766685812084e-06	Hypermethylated	0	0	0
Ebf3	chr7	137193672	137314444	0.00865128363901169	9.76484998618867e-06	Hypermethylated	1	0	1
Cryl1	chr14	57274992	57398528	-0.00996992467544411	9.78264130814128e-06	Hypomethylated	1	0	1
Ccdc90b	chr7	92561148	92582293	0.0287854969403805	9.84548237246259e-06	Hypermethylated	0	2	-2
Enc1	chr13	97241104	97253033	-0.0281823272680092	9.84548237246259e-06	Hypomethylated	3	0	3
Ddx47	chr6	135011611	135023775	0.0201888015102404	9.87607818222867e-06	Hypermethylated	0	0	0
Atad3a	chr4	155740640	155761092	0.0235158859171561	9.89838106458381e-06	Hypermethylated	0	0	0
Masp1	chr16	23449416	23520814	-0.0132015860327891	9.90351012634548e-06	Hypomethylated	3	0	3
Pex16	chr2	92374675	92381216	0.0467419937546462	9.96374149791217e-06	Hypermethylated	0	0	0
Cavin3	chr7	105480082	105482299	-0.0738165024582882	1.00471979217406e-05	Hypomethylated	0	0	0
