symbol	chr	start	end	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	ctrl_decile
Tnfsf13b	chr8	10006467	10039072	1.064201	1.290934	0.23453	3.142558	5.365082	0.731979	FALSE	6
Sp110	chr1	85576899	85598817	1.064125	0.745961	-0.410661	0.829199	0.492168	-0.558844	FALSE	6
Cxcr1	chr1	74191785	74194631	1.064124	0.916261	-0.176455	0.905174	0.781536	-0.167895	FALSE	6
Stxbp6	chr12	44852484	45074709	1.064122	1.119691	0.061108	6.576066	6.969951	0.081279	FALSE	6
Cers4	chr8	4493026	4531680	1.064112	0.909576	-0.184953	4.288625	5.67224	0.386111	FALSE	6
Oas2	chr5	120730333	120749853	1.063876	0.908498	-0.186065	0.967332	0.704203	-0.361359	FALSE	6
Cfap77	chr2	28926949	29055066	1.063748	0.916704	-0.175471	2.058134	2.050511	-0.004835	FALSE	6
Ccdc27	chr4	154026639	154042677	1.063701	0.749286	-0.405229	1.33289	0.809354	-0.593103	FALSE	6
Or6d14	chr6	116556405	116557412	1.0637	0.691764	-0.493467	0.880921	0.532297	-0.549192	TRUE	6
Plcl2	chr17	50509403	50688484	1.063513	1.323835	0.266376	3.516369	5.474913	0.608005	TRUE	6
Muc20	chr16	32777419	32797435	1.063395	0.962268	-0.118386	1.323925	1.134621	-0.188682	FALSE	6
Vmn1r50	chr6	90107275	90108207	1.063379	0.723714	-0.44343	0.624438	0.440604	-0.354092	TRUE	6
Zfp57	chr17	37001163	37010635	1.063362	1.208775	0.154823	1.244301	1.576464	0.294904	FALSE	6
Fam151a	chr4	106733889	106748292	1.063219	0.953909	-0.128423	0.952627	0.861265	-0.117	FALSE	6
Atg7	chr6	114643097	114860614	1.063191	0.847908	-0.264895	0.498995	1.190744	0.972169	TRUE	6
Cmtm1	chr8	104281347	104310145	1.06309	1.265878	0.211657	4.734018	6.578203	0.456536	FALSE	6
Nprl2	chr9	107542226	107545706	1.062945	1.454234	0.38398	1.389906	1.754689	0.294609	FALSE	6
Ankrd66	chr17	43534188	43543639	1.062912	1.097362	0.038223	0.535302	0.304722	-0.5253	FALSE	6
Fam83c	chr2	155827548	155834854	1.06263	1.101171	0.042704	0.962018	0.80996	-0.19862	FALSE	6
Lce3f	chr3	92992226	92993426	1.062504	0.732525	-0.429042	0.752641	0.489145	-0.455695	FALSE	6
Tmem203	chr2	25255439	25256292	1.062482	1.760439	0.626787	0.62723	1.299682	0.842764	FALSE	6
Elapor2	chr5	9266118	9481825	1.062386	1.634044	0.531762	3.128781	7.255484	1.158474	TRUE	6
Mns1	chr9	72438011	72462025	1.06238	1.192343	0.139242	1.842519	2.563122	0.432254	TRUE	6
Fer1l5	chr1	36372291	36422110	1.062368	0.824393	-0.296085	0.610706	0.832646	0.341523	FALSE	6
Or6c8b	chr10	129046132	129047061	1.062304	0.791655	-0.34195	0.903873	0.573299	-0.502415	TRUE	6
Trim17	chr11	58954685	58973098	1.062239	1.144871	0.090084	1.57338	1.746953	0.133264	FALSE	6
Scly	chr1	91298338	91321075	1.062139	0.94311	-0.140538	2.012251	2.7729	0.423005	FALSE	6
Cacfd1	chr2	27009926	27021089	1.061993	0.869	-0.235337	1.603469	2.285048	0.458101	FALSE	6
Pemt	chr11	59970614	60046489	1.061888	1.160805	0.10722	1.222381	1.2776	0.054191	FALSE	6
Lrrc14	chr15	76710623	76717699	1.061874	1.243948	0.191577	1.73957	2.135414	0.265414	FALSE	6
Gucy2e	chr11	69218117	69237036	1.061754	1.117511	0.061421	1.675875	1.760896	0.063282	TRUE	6
Itga9	chr9	118606690	118901003	1.061666	1.065179	0.003948	3.784793	3.551788	-0.086474	FALSE	6
Mrps33	chr6	39801804	39810988	1.061645	1.588388	0.49663	1.684343	3.280311	0.878108	FALSE	6
Tmem17	chr11	22512088	22519234	1.061617	2.307033	0.979347	1.584891	3.926449	1.199857	FALSE	6
Rad51b	chr12	79297282	79814690	1.061599	0.985399	-0.088417	1.725927	3.849977	1.064471	FALSE	6
AU021092	chr16	5211823	5222299	1.06154	0.77704	-0.362079	0.587093	0.408092	-0.361638	FALSE	6
Unc119b	chr5	115122550	115134975	1.061508	1.184416	0.132105	0.983344	1.128578	0.16436	TRUE	6
Kcnmb4	chr10	116417861	116473878	1.061501	1.326111	0.270763	4.831641	6.112568	0.326025	TRUE	6
Ptpn13	chr5	103425192	103598303	1.061429	0.999172	-0.071838	4.80017	4.846443	0.013236	TRUE	6
Trf	chr9	103204001	103230444	1.061394	1.074968	0.015199	2.067817	2.462295	0.229474	TRUE	6
Limd1	chr9	123478706	123521552	1.061017	1.0484	-0.014276	2.714222	3.218623	0.228836	FALSE	6
Cd40	chr2	165055627	165072948	1.060879	1.505285	0.429632	2.089695	2.484397	0.227583	FALSE	6
Ddx31	chr2	28840406	28905571	1.06077	0.966844	-0.109859	0.90765	1.262643	0.394779	FALSE	6
Pnliprp1	chr19	58728887	58744169	1.060716	0.760847	-0.38477	0.954619	0.578454	-0.556774	FALSE	6
Rhog	chr7	102239123	102256054	1.060649	1.276475	0.224654	1.85778	2.67153	0.476744	TRUE	6
Chadl	chr15	81678296	81697287	1.060406	0.919159	-0.1686	2.275287	2.225275	-0.029207	FALSE	6
Zfp277	chr12	40315046	40445902	1.060379	1.374863	0.316809	4.566507	7.381361	0.667258	FALSE	6
Ctsa	chr2	164832873	164841032	1.060217	0.928196	-0.156988	1.310284	1.647446	0.287226	FALSE	6
BC042761	chr12	57661160	57662911	1.060203	0.665858	-0.531105	0.711875	0.44329	-0.490348	FALSE	6
Vipr2	chr12	116077726	116146261	1.060169	2.098275	0.856597	4.243375	6.320562	0.551255	FALSE	6
Dpcd	chr19	45560615	45578287	1.060149	1.17048	0.11925	0.52375	1.352502	1.079929	TRUE	6
Gna14	chr19	16435762	16610820	1.059914	1.059296	-0.000696	8.416777	9.405415	0.156352	FALSE	6
Agbl5	chr5	30888694	30906965	1.059871	1.250197	0.199976	2.289512	3.083867	0.396716	FALSE	6
Or5h22	chr16	59074155	59075078	1.05987	0.328828	-1.221214	0.460361	0.164246	-0.823883	TRUE	6
Retsat	chr6	72598475	72608425	1.059819	1.416828	0.354905	1.598366	3.238167	0.927275	FALSE	6
Adcy1	chr11	7063489	7178506	1.059615	0.791565	-0.339049	2.360901	3.719626	0.610138	TRUE	6
Dtx3l	chr16	35926511	35939151	1.05949	0.917554	-0.1696	2.922119	3.298115	0.163053	FALSE	6
Tgm7	chr2	121093565	121116396	1.059477	0.938292	-0.143527	0.881335	0.699023	-0.261019	FALSE	6
Ptk2	chr15	73205102	73423280	1.059213	0.919271	-0.167112	3.249291	4.349324	0.397316	TRUE	6
Rasa4	chr5	136083916	136111860	1.059155	0.986731	-0.084071	2.3221	2.177937	-0.084219	FALSE	6
Ly75	chr2	60292103	60383303	1.059062	0.893886	-0.199445	4.894125	5.733765	0.219305	FALSE	6
Slc39a14	chr14	70303469	70351425	1.059044	1.156131	0.105532	3.297891	5.578198	0.720856	FALSE	6
Gm13497	chr2	51241831	51295945	1.059008	1.01999	-0.044689	0.944769	0.774178	-0.228417	FALSE	6
Slc39a10	chr1	46807544	46892852	1.058938	1.226273	0.177363	2.616926	5.39702	0.985416	FALSE	6
Or8s2	chr15	98378096	98379197	1.0589	0.84045	-0.270171	0.849299	0.685257	-0.240208	TRUE	6
Oas1c	chr5	120800194	120812514	1.058824	0.868288	-0.23271	1.677929	1.644164	-0.025894	FALSE	6
Mdm1	chr10	118141811	118168997	1.058823	1.366379	0.310869	3.929431	8.313685	1.040213	FALSE	6
Ddx25	chr9	35536647	35558528	1.058785	1.306328	0.255248	1.670249	3.01983	0.777266	FALSE	6
Smad2	chr18	76241580	76310963	1.058473	1.277399	0.227998	3.384682	5.714146	0.719131	FALSE	6
Ipo4	chr14	55625400	55637895	1.058105	1.11118	0.058689	1.336666	2.04469	0.540785	FALSE	6
Hk1	chr10	62268855	62379908	1.057919	1.277576	0.228794	3.054599	4.734392	0.597354	FALSE	6
St6gal1	chr16	23224740	23360350	1.057899	0.883344	-0.211848	7.018174	7.290224	0.053228	FALSE	6
Rab24	chr13	55319743	55321946	1.057809	1.18378	0.135621	1.430273	1.418053	-0.010721	FALSE	6
Entpd1	chr19	40612366	40741602	1.057301	1.163876	0.115595	1.787206	3.540415	0.905623	FALSE	6
Lmod1	chr1	135324807	135368065	1.05722	0.940637	-0.138063	1.572244	1.430718	-0.118657	FALSE	6
Mcts2	chr2	152687035	152687946	1.0571	1.080237	0.025899	0.984215	0.943156	-0.050038	FALSE	6
Ndufb4	chr16	37647170	37654453	1.05709	1.352468	0.30012	1.185567	2.064127	0.700397	FALSE	6
Csnk1g2	chr10	80622838	80640749	1.056979	0.785823	-0.344287	1.802017	2.494848	0.425033	FALSE	6
AI837181	chr19	5425144	5427313	1.056914	0.941064	-0.137186	1.5308	1.503852	-0.022375	FALSE	6
Rian	chr12	109603808	109661716	1.05689	0.870256	-0.227921	1.894612	1.581471	-0.231189	FALSE	6
Ralgps2	chr1	156804166	156939626	1.056852	1.059658	0.003167	3.16546	5.498499	0.756243	FALSE	6
Cyp7a1	chr4	6265612	6275633	1.05664	1.244367	0.197891	0.714693	1.029471	0.41866	FALSE	6
Scn3a	chr2	65457118	65567627	1.056594	0.830333	-0.281396	2.061258	2.606159	0.308984	TRUE	6
Lrp11	chr10	7589800	7625483	1.056548	1.146558	0.098281	2.839935	4.950675	0.756806	FALSE	6
Hectd2os	chr19	36614052	36705641	1.056543	1.26543	0.218601	1.301761	1.363823	0.05766	FALSE	6
Jrk	chr15	74702301	74709535	1.056501	1.207875	0.161646	1.018431	1.951377	0.809977	FALSE	6
Or10j7	chr1	173183442	173184504	1.056477	0.886288	-0.206399	0.63022	0.452681	-0.337807	TRUE	6
AI467606	chr7	127091359	127093986	1.056457	0.769043	-0.367961	0.920467	0.646875	-0.395635	FALSE	6
4930555G01Rik	chr14	5050629	5059243	1.056442	1.028292	-0.032166	0.806561	0.882595	0.10306	FALSE	6
Antxr2	chr5	97882783	98031043	1.056442	1.317579	0.268487	3.587325	3.384662	-0.078909	FALSE	6
Pah	chr10	87521795	87584136	1.056425	0.864597	-0.234902	1.32681	1.569915	0.210565	FALSE	6
Pla2g4e	chr2	120166412	120245335	1.056372	1.167861	0.120792	0.564875	0.556688	-0.015123	FALSE	6
Faap20	chr4	155249802	155256687	1.056302	0.922509	-0.159733	1.346384	1.32086	-0.023699	FALSE	6
Grm1	chr10	10686059	11082356	1.056284	1.480699	0.414111	2.651009	4.688703	0.773735	TRUE	6
Ggt7	chr2	155490379	155518237	1.056265	1.235709	0.189761	2.012059	3.508455	0.740141	FALSE	6
Plbd1	chr6	136612070	136661928	1.056184	1.343409	0.292809	3.490711	3.457078	-0.013135	FALSE	6
Dkk4	chr8	22624043	22627547	1.05617	0.653767	-0.546376	0.807361	0.640245	-0.256059	FALSE	6
Gsdmc4	chr15	63891264	63912297	1.056159	1.389239	0.334515	0.689858	0.7445	0.084119	FALSE	6
Mdh1	chr11	21556692	21572367	1.05602	1.162082	0.115172	2.374149	3.791716	0.628911	FALSE	6
2810471M01Rik	chr11	28681564	28693276	1.055991	0.833172	-0.276821	0.648577	0.591897	-0.09733	FALSE	6
Dtl	chr1	191537356	191575544	1.055841	1.604404	0.515896	4.512831	7.847553	0.769398	FALSE	6
Fam219aos	chr4	41517437	41518929	1.055471	0.574385	-0.682956	0.788966	0.642363	-0.226453	FALSE	6
Atp4b	chr8	13386205	13396825	1.055422	0.777598	-0.354369	1.337266	1.071571	-0.269843	FALSE	6
Or6b2	chr1	92479681	92480619	1.055413	1.120414	0.071701	0.955201	0.810554	-0.189446	TRUE	6
Pomt1	chr2	32236590	32255005	1.055342	0.769746	-0.365677	1.001572	1.127811	0.141853	FALSE	6
Rpusd1	chr17	25727670	25731464	1.055314	1.125711	0.077503	2.524352	2.877958	0.174838	FALSE	6
Gramd1b	chr9	40293233	40531383	1.055265	1.221774	0.177016	0.529641	0.34858	-0.398692	FALSE	6
Padi3	chr4	140785365	140810648	1.055239	0.700494	-0.470183	1.559322	1.459985	-0.082868	FALSE	6
4931414P19Rik	chr14	54583663	54605993	1.055124	1.535923	0.461518	1.267387	3.251793	1.222769	FALSE	6
Gm26994	chr8	112554617	112569575	1.055053	1.767794	0.640514	2.817219	4.036337	0.486829	FALSE	6
Herc3	chr6	58831465	58920398	1.055038	1.53841	0.463657	1.995289	5.157561	1.279366	FALSE	6
Ccdc160	chrX	52791200	52799468	1.054815	1.945254	0.764138	1.48773	3.210766	1.00635	FALSE	6
Reg3b	chr6	78370657	78373466	1.054774	0.797719	-0.324835	0.565944	0.454818	-0.219856	FALSE	6
4930520O04Rik	chr9	114368303	114377229	1.054689	1.153838	0.108047	2.18794	2.602861	0.229338	FALSE	6
Nrp	chr12	87442683	87444017	1.054575	1.146253	0.100191	0.693809	0.844056	0.219556	FALSE	6
Arl14ep	chr2	106962527	106974424	1.054543	1.224473	0.180532	1.565126	3.580557	1.090083	FALSE	6
Or8h9	chr2	86958448	86959478	1.054474	0.302355	-1.28641	0.603024	0.232129	-0.863857	TRUE	6
Ebf4	chr2	130295169	130370481	1.054466	0.793494	-0.330485	5.601492	6.333252	0.170815	FALSE	6
Phf1	chr17	26933052	26937908	1.054334	0.99516	-0.068584	0.998596	1.159258	0.17864	FALSE	6
Haghl	chr17	25779843	25785673	1.054184	0.927757	-0.150726	0.959431	1.093943	0.155782	FALSE	6
4930515G01Rik	chr5	114773737	114774983	1.054152	1.476969	0.413356	0.84268	0.764379	-0.110395	FALSE	6
Nell1os	chr7	50517309	50575971	1.054144	1.966755	0.77915	0.547055	0.885377	0.526999	FALSE	6
Trp53tg5	chr2	164470301	164473724	1.054093	0.880638	-0.211089	0.516137	0.394233	-0.261097	FALSE	6
Slc23a1	chr18	35614604	35627244	1.054079	0.639273	-0.568136	1.363333	0.945055	-0.442488	TRUE	6
Polm	chr11	5827860	5838016	1.05403	1.113494	0.0658	1.689749	2.341211	0.423397	FALSE	6
Trim75	chr8	64980884	64987831	1.054017	0.857968	-0.241022	0.780406	0.541701	-0.393182	FALSE	6
Dock9	chr14	121542046	121797837	1.054	1.096388	0.047211	3.328491	3.577065	0.097673	FALSE	6
Mtres1	chr10	43525133	43540994	1.053825	1.267611	0.223791	1.750313	3.275343	0.826934	FALSE	6
Myl1	chr1	66924295	66945384	1.053782	0.800948	-0.319142	1.421147	1.056083	-0.362923	FALSE	6
Crybg1	chr10	43950636	44148853	1.053769	0.793584	-0.32957	2.332132	2.05426	-0.16629	FALSE	6
Morn3	chr5	123035769	123047016	1.053726	1.048874	-0.005505	1.129281	1.348078	0.216771	FALSE	6
Vmn1r219	chr13	23162643	23163581	1.053717	0.480315	-0.862748	0.736384	0.414578	-0.591609	FALSE	6
Nfkbid	chr7	30421732	30428746	1.053632	1.195421	0.152256	1.468061	1.76108	0.23089	FALSE	6
Dnah11	chr12	117877982	118199043	1.053491	1.871799	0.715851	1.85843	3.231441	0.731639	TRUE	6
Gpr65	chr12	98268635	98276644	1.053393	1.22163	0.178992	0.965031	1.067179	0.119265	FALSE	6
E2f4	chr8	105297663	105305370	1.053372	1.313037	0.267693	1.661196	3.060017	0.801975	FALSE	6
Dip2c	chr13	9276528	9668928	1.053351	1.107168	0.05971	1.980681	2.891503	0.499616	FALSE	6
Sult6b1	chr17	78883938	78906992	1.053344	1.449509	0.390738	0.873561	0.819546	-0.073065	FALSE	6
Xist	chrX	103460366	103483254	1.053001	1.909338	0.742062	1.130236	2.698875	1.112064	FALSE	6
Pdia4	chr6	47796141	47813430	1.052837	2.018973	0.814673	2.944375	6.147589	1.008772	FALSE	6
Trim59	chr3	69035288	69044755	1.052799	1.886938	0.727036	2.372291	4.222241	0.777005	FALSE	6
Spaca7	chr8	12573029	12600744	1.052774	0.748264	-0.394419	0.953063	0.693886	-0.360111	FALSE	6
Mpo	chr11	87793581	87804413	1.052634	1.009011	-0.05031	0.7865	0.556105	-0.374921	FALSE	6
Gpr180	chr14	118137158	118163261	1.05238	1.441311	0.38473	2.371456	5.548848	1.154448	FALSE	6
Aox3	chr1	58113130	58200698	1.052255	1.084273	0.035852	2.603274	3.626606	0.446185	FALSE	6
P3r3urf	chr4	116173372	116174290	1.052239	2.323725	0.999438	1.096027	1.862076	0.661737	FALSE	6
Gm10390	chr5	120121096	120139263	1.052111	0.832412	-0.273468	0.941415	0.646219	-0.422978	FALSE	6
Ctbp1	chr5	33247723	33274994	1.052067	0.779484	-0.347845	1.522811	2.840026	0.812043	TRUE	6
Gtpbp6	chr5	110103975	110108197	1.052017	1.08901	0.041351	1.12788	1.414196	0.277845	FALSE	6
Adh5	chr3	138443093	138455499	1.051965	1.233661	0.192598	1.764438	3.669294	0.970693	FALSE	6
Pdpn	chr4	143267431	143299564	1.051934	0.837024	-0.26696	2.830168	2.355	-0.244295	FALSE	6
Slc25a47	chr12	108836082	108856815	1.051892	1.154664	0.112083	2.775685	3.987822	0.490155	FALSE	6
4921504A21Rik	chr5	19202368	19226555	1.051578	1.969772	0.784048	4.028003	8.102986	0.970277	FALSE	6
Zfp831	chr2	174643534	174710832	1.051569	0.871555	-0.220181	0.731044	0.609415	-0.197366	FALSE	6
Zfp622	chr15	25984366	25998481	1.051533	1.252797	0.211952	1.747938	2.809073	0.622131	FALSE	6
Wdfy2	chr14	62837678	62961509	1.051247	1.491978	0.42935	2.994689	5.05068	0.713268	FALSE	6
4930519G04Rik	chr5	114853664	114883880	1.051239	0.918697	-0.15882	0.790504	0.608029	-0.287247	FALSE	6
Cmtm2a	chr8	104281042	104310054	1.051156	1.229578	0.189458	1.04261	0.91907	-0.148524	FALSE	6
St6galnac2	chr11	116675303	116694868	1.051123	0.691351	-0.479918	2.105156	1.214579	-0.696608	FALSE	6
Scgn	chr13	23953456	23991214	1.051113	0.99176	-0.068974	3.477003	4.226692	0.266361	TRUE	6
Arg1	chr10	24915221	24927484	1.050867	0.953756	-0.114658	1.031384	1.096896	0.073603	FALSE	6
Opcml	chr9	27790947	28925410	1.050834	1.401707	0.351679	3.192441	3.161056	-0.013329	FALSE	6
Cxcl9	chr5	92321347	92328079	1.050816	1.216114	0.176384	0.981156	1.233007	0.274569	FALSE	6
Lincmd1	chr1	20669882	20682958	1.050752	0.760229	-0.374411	1.14587	0.835836	-0.37136	FALSE	6
Garin3	chr11	46396559	46407982	1.050214	1.699034	0.595217	0.840605	0.676203	-0.242931	FALSE	6
Apela	chr8	65014856	65037336	1.05013	1.159421	0.119065	3.957951	4.462	0.16432	FALSE	6
Lrrc23	chr6	124769863	124779727	1.049909	1.48725	0.42688	1.574469	2.705277	0.704943	TRUE	6
4930484H19Rik	chr10	126788864	126793710	1.049861	1.110425	0.067204	1.533431	1.522487	-0.009032	FALSE	6
Zbtb34	chr2	33406108	33431324	1.049735	1.015912	-0.038945	1.268154	1.637809	0.320033	FALSE	6
Prr15l	chr11	96929302	96937830	1.049692	0.832003	-0.271284	1.319505	0.871116	-0.496571	FALSE	6
4933408J17Rik	chr10	93589413	93605245	1.049521	2.294285	0.98573	1.452234	2.91309	0.905714	FALSE	6
Fxyd5	chr7	31032722	31042481	1.049241	0.890534	-0.192674	2.03207	2.107427	0.047479	FALSE	6
4930511E03Rik	chr6	94943834	94951545	1.049166	0.721456	-0.430821	1.034069	0.751553	-0.368173	FALSE	6
Gm35584	chr3	68761495	68762667	1.048985	0.867283	-0.222902	1.325277	1.163276	-0.159751	FALSE	6
4930583K01Rik	chr7	118243865	118245551	1.048841	2.027191	0.824494	1.524916	2.213366	0.47974	FALSE	6
Ddr1	chr17	35681567	35704621	1.04884	1.069718	0.023541	1.802912	2.163158	0.236415	TRUE	6
Lrrc8d	chr5	105699969	105832436	1.04877	0.98771	-0.071143	2.407406	3.147104	0.35784	FALSE	6
1700001F09Rik	chr14	43342383	43347811	1.048675	0.752429	-0.383575	0.745084	0.508032	-0.406537	FALSE	6
Pth	chr7	113385580	113388570	1.048461	1.734417	0.623564	1.058925	1.610245	0.517024	FALSE	6
Pak5	chr2	136081104	136387967	1.048314	1.556477	0.48603	4.3513	8.448866	0.923203	TRUE	6
2310039H08Rik	chr17	46772635	46773396	1.048255	1.974741	0.791092	0.643328	1.184444	0.701866	FALSE	6
S100b	chr10	76253853	76261159	1.048137	0.780119	-0.342467	1.51027	1.333484	-0.155467	TRUE	6
Lcp1	chr14	75131101	75230842	1.048093	0.91269	-0.162875	3.814844	6.229434	0.676628	FALSE	6
Ubash3b	chr9	41011098	41161688	1.04809	1.089594	0.046454	2.582409	3.359684	0.353138	FALSE	6
Adam39	chr8	40822990	40827037	1.048027	0.824733	-0.279394	0.609231	0.485261	-0.233545	FALSE	6
Or2a25	chr6	42911525	42912457	1.048001	0.815975	-0.291505	0.774812	0.598487	-0.281391	TRUE	6
Semp2l2a	chr8	13835233	13838389	1.04796	0.749279	-0.387443	1.005946	0.875563	-0.16219	FALSE	6
A430035B10Rik	chr6	8491040	8509138	1.047876	1.993246	0.803634	2.5354	4.923128	0.900326	FALSE	6
Rapgef5	chr12	117516479	117759737	1.047699	1.158073	0.120418	0.627636	0.662452	0.058056	FALSE	6
Dennd2b	chr7	109523911	109703605	1.047677	1.233327	0.197138	4.842738	7.854318	0.673397	FALSE	6
Irf9	chr14	55603571	55610030	1.047674	1.293743	0.255892	1.362362	1.800117	0.352312	FALSE	6
Trappc5	chr8	3676299	3681255	1.047654	1.221232	0.185109	0.687219	1.30868	0.75261	FALSE	6
Antxr1	chr6	87133853	87335821	1.047497	0.824974	-0.278458	2.910543	2.990426	0.036349	FALSE	6
Nudt22	chr19	6993018	6996117	1.047489	2.50654	1.104953	1.046141	2.104977	0.876655	FALSE	6
Gpaa1	chr15	76331231	76334907	1.047482	1.682384	0.585752	0.907637	1.570247	0.666742	FALSE	6
Pomgnt1	chr4	116137237	116159849	1.047464	1.216806	0.180889	0.807025	0.562691	-0.391852	TRUE	6
B930059L03Rik	chr12	110590512	110592700	1.047399	1.02961	-0.02039	0.801666	0.837443	0.049645	FALSE	6
Slc8b1	chr5	120511168	120534024	1.047373	1.022181	-0.028961	1.829024	2.145281	0.207052	FALSE	6
Zfp385b	chr2	77410634	77817259	1.047354	1.021369	-0.029883	1.806651	1.90633	0.06926	FALSE	6
Sptbn1	chr11	30099395	30268169	1.047332	1.100466	0.059242	2.413767	3.777047	0.601763	TRUE	6
R3hcc1	chr14	69697307	69707584	1.047095	1.124533	0.085564	1.488309	2.340727	0.583918	FALSE	6
Bpifa1	chr2	154142880	154149219	1.047056	0.779912	-0.341536	1.331366	0.846239	-0.540908	FALSE	6
Rnf130	chr11	50025346	50125719	1.047048	1.041284	-0.006577	1.537734	1.843886	0.231618	FALSE	6
Hcar2	chr5	123863570	123865499	1.047047	0.691548	-0.474974	0.731213	0.45871	-0.486829	FALSE	6
Actl7a	chr4	56743413	56744925	1.047006	0.738222	-0.402904	0.923348	0.645858	-0.400966	FALSE	6
2700038G22Rik	chr5	23850597	23855038	1.046972	2.81431	1.259826	1.238576	3.086001	1.180395	FALSE	6
Prss50	chr9	110857967	110864629	1.046717	0.826251	-0.275807	1.177975	1.08555	-0.098664	FALSE	6
Epha5	chr5	84054761	84417382	1.04661	2.050138	0.841688	11.502365	11.565263	0.00772	TRUE	6
Eid2	chr7	28267881	28269272	1.046609	1.411246	0.364942	0.644781	0.858836	0.31899	FALSE	6
Lrmda	chr14	22019712	23056085	1.046447	0.974395	-0.084491	5.700678	8.099785	0.490767	FALSE	6
Mepe	chr5	104325329	104338611	1.046376	0.777806	-0.343801	0.756791	0.5637	-0.317663	FALSE	6
Spaca4	chr7	45725107	45725813	1.046269	0.709196	-0.44643	0.85429	0.568976	-0.445215	FALSE	6
Sorl1	chr9	41964720	42124297	1.04621	0.956166	-0.106404	2.193207	2.972194	0.403562	TRUE	6
Ttll5	chr12	85824659	86061893	1.046118	1.052577	0.00734	1.735599	2.594374	0.52515	TRUE	6
Mex3c	chr18	73573044	73592575	1.046117	1.386575	0.343521	3.856889	5.574099	0.507091	FALSE	6
Hydin	chr8	110266977	110610253	1.046	1.351805	0.312092	1.792819	3.906504	1.035615	TRUE	6
Syk	chr13	52583173	52648792	1.045892	0.814489	-0.291175	2.254496	1.999973	-0.156577	FALSE	6
Fcrla	chr1	170917576	170927583	1.045827	0.785631	-0.331909	1.418693	0.934029	-0.505778	FALSE	6
Or6c6	chr10	129350565	129351509	1.045796	0.509596	-0.794676	0.488141	0.24923	-0.593496	TRUE	6
Lcn4	chr2	26667674	26671282	1.04578	0.537728	-0.740092	0.974666	0.609051	-0.526949	FALSE	6
Spag1	chr15	36178099	36235621	1.045775	1.475389	0.421526	1.398996	2.403389	0.696251	TRUE	6
Fhad1os1	chr4	141982992	141986797	1.045723	1.331657	0.293798	1.403284	1.798215	0.314122	FALSE	6
Mpi	chr9	57544256	57552763	1.045639	1.021913	-0.027297	0.775117	1.174425	0.486634	FALSE	6
Tff2	chr17	31141049	31144282	1.045332	1.171506	0.137106	1.28055	1.332028	0.048656	FALSE	6
Trip6	chr5	137309654	137314404	1.045276	0.975342	-0.082014	1.544094	1.467963	-0.063636	FALSE	6
Tcp10c	chr17	13354572	13377223	1.045257	0.617459	-0.595201	1.812569	1.011056	-0.723298	FALSE	6
Rab4a	chr8	123805985	123835287	1.045254	1.022529	-0.026142	1.252321	1.755194	0.423842	TRUE	6
A730036I17Rik	chr2	129218969	129235604	1.045097	0.991535	-0.0624	0.614188	0.573706	-0.071746	FALSE	6
Prdx6b	chr2	80292472	80295356	1.044972	0.869809	-0.214987	0.667634	0.542009	-0.220093	FALSE	6
Pde4a	chr9	21165714	21213248	1.044966	1.175172	0.141319	4.454162	4.696861	0.073026	TRUE	6
Pip4p2	chr4	14864076	14915176	1.044948	1.132809	0.096863	2.780844	5.356587	0.893961	FALSE	6
Lancl1	chr1	67000517	67038872	1.044867	0.899859	-0.175634	1.92095	4.135319	1.024446	FALSE	6
Gm6815	chr16	36194849	36198129	1.044843	0.602487	-0.620747	0.906102	0.55115	-0.546115	FALSE	6
Klhl38	chr15	58314573	58324169	1.044834	1.534952	0.472408	1.982792	3.747265	0.848742	FALSE	6
Vps13d	chr4	144972622	145195005	1.044676	0.804354	-0.30399	1.110203	1.621051	0.468811	FALSE	6
Serinc2	chr4	130253495	130279205	1.044665	0.856539	-0.232307	1.587731	1.872411	0.21096	FALSE	6
Rbm46	chr3	82837228	82876483	1.044645	1.294751	0.260304	5.041637	5.45583	0.109315	FALSE	6
1700017J07Rik	chr2	168978268	168978906	1.04457	0.560911	-0.695248	0.349821	0.208076	-0.412442	FALSE	6
Slc16a2	chrX	103697414	103821983	1.044472	1.234587	0.202039	2.913043	3.777952	0.351673	FALSE	6
Tmem205	chr9	21921008	21927535	1.04444	1.40245	0.359615	1.379375	2.048446	0.504133	FALSE	6
4933433G15Rik	chr9	75410184	75417709	1.044326	1.856787	0.715878	1.073343	1.912776	0.721523	FALSE	6
Ptprcap	chr19	4153604	4156751	1.044324	0.920784	-0.148311	1.169764	1.053515	-0.126001	FALSE	6
Slc49a4	chr16	35694062	35769356	1.044252	1.070462	0.029599	2.392906	4.42213	0.829074	FALSE	6
Nlrc3	chr16	3945007	3976632	1.044146	1.524468	0.464549	1.675347	2.119313	0.303588	FALSE	6
Rcbtb1	chr14	59201209	59237265	1.044127	1.321689	0.286322	2.795496	6.668128	1.191652	FALSE	6
Lyz3	chr10	117232237	117238703	1.044079	0.873843	-0.208638	1.050083	0.820245	-0.287939	FALSE	6
Cort	chr4	149125034	149126763	1.043999	0.647456	-0.543008	0.973294	0.662388	-0.435364	FALSE	6
9330020H09Rik	chr15	98567324	98569583	1.043975	1.478208	0.425976	0.792117	1.123548	0.408588	FALSE	6
