loop_id	chr1	start1	end1	chr2	start2	end2	logFC	FDR	direction	loop_type_extended	anchor1_mecp2_up	anchor1_mecp2_down	anchor2_mecp2_up	anchor2_mecp2_down	any_mecp2_up	any_mecp2_down
loop_15330	chr3	45550000	45560000	chr3	48840000	48850000	-0.365869361197878	0.0209187962272144	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15340	chr3	38880000	38890000	chr3	39990000	40000000	0.362153836388011	0.0174787927913654	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15654	chr4	33520000	33530000	chr4	33790000	33800000	-0.3658351596789	0.0010924747138549	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15727	chr4	67520000	67530000	chr4	67890000	67900000	-0.330196852103945	0.0124464201521219	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15733	chr4	55510000	55520000	chr4	56490000	56500000	0.339470278634208	0.0013422080496278	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15871	chr4	67590000	67600000	chr4	67880000	67890000	-0.30724716018565	0.0089724644106763	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_15887	chr4	20120000	20130000	chr4	21360000	21370000	0.423100677189364	0.00147952709947	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15914	chr4	15980000	15990000	chr4	16070000	16080000	-0.367242150654108	0.0003597607108867	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15915	chr4	15320000	15330000	chr4	15590000	15600000	-0.333340222755949	0.0017477706767899	down_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_15930	chr4	105150000	105160000	chr4	105940000	105950000	0.430732936459713	0.0020965401310502	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19185	chr4	154050000	154075000	chr4	154300000	154325000	0.389521715224818	0.0001540920913166	up_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15993	chr4	82510000	82520000	chr4	82690000	82700000	-1.07260396941961	4.27465973431446e-06	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_989	chr4	26950000	26975000	chr4	27425000	27450000	-0.599644780224924	0.0001072144786012	down_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16013	chr4	96270000	96280000	chr4	96680000	96690000	0.31135508906557	0.0234759302446153	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16021	chr4	153480000	153490000	chr4	153940000	153950000	0.466920225242611	0.0018093375526057	up_in_mutant	Repressed_Promoter-Repressed_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16035	chr4	118650000	118660000	chr4	118980000	118990000	0.306874742340284	0.013031776696781	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16039	chr4	88870000	88880000	chr4	89120000	89130000	0.445995156755736	0.00176511567944	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2312	chr4	27425000	27450000	chr4	28800000	28825000	-0.575400281417593	7.08749747252133e-05	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16050	chr4	26930000	26940000	chr4	28450000	28460000	-0.357598059680985	0.0127471807115768	down_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16053	chr4	22010000	22020000	chr4	24150000	24160000	-0.378240893215645	0.0193902814695509	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16054	chr4	22470000	22480000	chr4	24150000	24160000	0.42247298954524	0.0057110073117769	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16272	chr5	19220000	19230000	chr5	19390000	19400000	-0.33159148644279	0.0091140181374908	down_in_mutant	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16438	chr5	116560000	116570000	chr5	117060000	117070000	-0.318537285316141	0.007134211179767	down_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16530	chr5	33390000	33400000	chr5	33580000	33590000	0.312224067345303	0.0036936671012545	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16588	chr5	15830000	15840000	chr5	16200000	16210000	-0.330157135557723	0.0009663406396968	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16596	chr5	43040000	43050000	chr5	43230000	43240000	-0.342371248296029	0.0011996233061532	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_16623	chr5	128520000	128530000	chr5	128730000	128740000	0.328268548903629	0.0101934251771813	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15051	chr5	83775000	83800000	chr5	85925000	85950000	0.379556772853467	0.0026459183183681	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16648	chr5	22750000	22760000	chr5	23220000	23230000	0.416715521989482	0.0004056854851586	up_in_mutant	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16649	chr5	131530000	131540000	chr5	133790000	133800000	-0.417229734999308	0.0287323152348135	down_in_mutant	Poised_Enhancer-Other	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
loop_16674	chr5	88550000	88560000	chr5	88670000	88680000	-0.301785218996615	0.001867069880539	down_in_mutant	Active_Promoter-Active_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16677	chr5	4960000	4970000	chr5	5260000	5270000	0.434305056176547	0.0009368234342086	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_16701	chr5	125520000	125530000	chr5	126390000	126400000	0.405128651017528	0.0187478424703387	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16703	chr5	100670000	100680000	chr5	100910000	100920000	0.309578454390185	0.0091204184924107	up_in_mutant	Active_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16709	chr5	3890000	3900000	chr5	4190000	4200000	-0.406105754311341	0.0031871043994986	down_in_mutant	Active_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16715	chr5	12030000	12040000	chr5	12530000	12540000	0.444063945566061	0.0243510284658767	up_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16986	chr6	44090000	44100000	chr6	45020000	45030000	-0.313694805920164	0.0164963991288994	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16990	chr6	87100000	87110000	chr6	87330000	87340000	0.329661013310803	0.0039199441543277	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17008	chr6	48170000	48180000	chr6	48640000	48650000	-0.306928866818335	0.0023517369189445	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17050	chr6	114080000	114090000	chr6	114340000	114350000	0.333862236991175	0.0070970249002443	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15335	chr6	43325000	43350000	chr6	43650000	43675000	-0.490099034232297	2.83256997926674e-05	down_in_mutant	Active_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17121	chr6	37590000	37600000	chr6	38060000	38070000	0.339437632599024	0.0025636124802852	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17137	chr6	51470000	51480000	chr6	51580000	51590000	-0.414521421086754	0.0002197503319854	down_in_mutant	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17165	chr6	19760000	19770000	chr6	21210000	21220000	-0.313797328918003	0.0148881957214096	down_in_mutant	Active_Promoter-CTCF_Site	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17192	chr6	43330000	43340000	chr6	43440000	43450000	-0.386189190576847	0.0003896080186717	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_17215	chr6	19940000	19950000	chr6	21210000	21220000	-0.316536335894601	0.0289458655647301	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17220	chr6	49510000	49520000	chr6	50290000	50300000	-0.317247060256668	0.0052163807085972	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17228	chr6	51470000	51480000	chr6	51850000	51860000	-0.370278900946949	0.0058694696311575	down_in_mutant	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17279	chr6	51850000	51860000	chr6	52220000	52230000	0.347824163067264	0.0032450827530149	up_in_mutant	Repressed_Promoter-Active_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_17284	chr6	114930000	114940000	chr6	115530000	115540000	-0.317939566068116	0.0174740717890146	down_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17305	chr6	50800000	50810000	chr6	51160000	51170000	0.300454197549195	0.0142031038028641	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15537	chr6	136850000	136875000	chr6	137150000	137175000	0.3778095810822	0.0017349339879944	up_in_mutant	Repressed_Promoter-Repressed_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17350	chr6	60550000	60560000	chr6	60940000	60950000	-0.42291309592519	0.000255779478483	down_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17352	chr6	78900000	78910000	chr6	81810000	81820000	0.309203821997348	0.0253771792799286	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17353	chr6	27650000	27660000	chr6	28130000	28140000	0.475399207872211	0.0006675763375691	up_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15639	chr6	22325000	22350000	chr6	22975000	23000000	0.374727927855812	0.0012796800598448	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17665	chr7	109230000	109240000	chr7	109420000	109430000	-0.381991384246345	0.0027295142873791	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17841	chr7	111580000	111590000	chr7	111770000	111780000	-0.345679793235593	0.0045691418154235	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_17872	chr7	78920000	78930000	chr7	79080000	79090000	0.448769044873237	0.0009655764278618	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17909	chr7	131530000	131540000	chr7	131880000	131890000	0.323225413836051	0.0132709031240866	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17920	chr7	119010000	119020000	chr7	119420000	119430000	0.403718674780672	0.0026433809254982	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17935	chr7	24820000	24830000	chr7	24960000	24970000	-0.328215265156107	0.0048230309414155	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17959	chr7	137470000	137480000	chr7	138820000	138830000	-0.301853129921142	0.0262758828051715	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17960	chr7	133850000	133860000	chr7	134220000	134230000	0.418710331974299	0.0020696918492446	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_17964	chr7	83800000	83810000	chr7	84080000	84090000	-0.408303405817707	0.0141505161477215	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
loop_16035	chr7	35675000	35700000	chr7	37350000	37375000	-0.303776524010327	0.0101197540229701	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18000	chr7	90510000	90520000	chr7	91430000	91440000	-0.326536814145198	0.0135264808336576	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16020	chr7	128850000	128875000	chr7	129500000	129525000	0.482804386638698	0.0005701061386663	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18019	chr7	116240000	116250000	chr7	116600000	116610000	-0.355502311495839	0.0239189728615922	down_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18039	chr7	68370000	68380000	chr7	68820000	68830000	-0.353026108801848	0.0218985113372587	down_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18042	chr7	69490000	69500000	chr7	71860000	71870000	-0.454027243468176	0.005785097899991	down_in_mutant	Repressed_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18047	chr7	95490000	95500000	chr7	96910000	96920000	0.487637969968264	0.0020924812196453	up_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18056	chr7	66430000	66440000	chr7	67190000	67200000	-0.391209023566624	0.0227007973706125	down_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18263	chr10	49780000	49790000	chr10	50130000	50140000	-0.344684601294466	0.0043758184546251	down_in_mutant	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_18484	chr10	96840000	96850000	chr10	97310000	97320000	-0.417127177950137	0.0007143734152967	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_18526	chr10	43570000	43580000	chr10	43910000	43920000	0.323430919107131	0.0044973925903144	up_in_mutant	Repressed_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18592	chr10	81500000	81510000	chr10	82170000	82180000	-0.575257302595857	0.0007063439499857	down_in_mutant	Active_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18594	chr10	66180000	66190000	chr10	66780000	66790000	-0.447777073265948	0.0014004587898698	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_18600	chr10	125260000	125270000	chr10	126530000	126540000	0.338925562950838	0.0131853584042913	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_18625	chr10	87020000	87030000	chr10	88320000	88330000	-0.305785830694685	0.0233706859180783	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1312	chr10	15300000	15325000	chr10	17125000	17150000	-0.423638848324184	0.000228709202476	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_18651	chr10	113020000	113030000	chr10	115140000	115150000	-0.346228997302566	0.0221124082101198	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18653	chr10	24860000	24870000	chr10	25480000	25490000	-0.450452189460404	0.0078553845508457	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18657	chr10	71470000	71480000	chr10	74200000	74210000	-0.44064976975495	0.006488708765366	down_in_mutant	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18658	chr10	73550000	73560000	chr10	74200000	74210000	0.399393024892349	0.0067399055513971	up_in_mutant	CTCF_Site-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18659	chr10	14450000	14460000	chr10	14700000	14710000	-0.411602759147339	0.0038172619324794	down_in_mutant	Active_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18701	chr8	98680000	98690000	chr8	98850000	98860000	-0.320287940430013	0.008453323950766	down_in_mutant	Active_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_18733	chr8	107600000	107610000	chr8	108900000	108910000	-0.414815290303671	0.0152701700613131	down_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18737	chr8	25200000	25210000	chr8	26150000	26160000	-0.388266176224147	0.014935721015338	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18738	chr8	82860000	82870000	chr8	83440000	83450000	-0.34919701872984	0.0213225423494968	down_in_mutant	Active_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_6645	chr14	105400000	105425000	chr14	105900000	105925000	-0.30963588044924	0.000239698717642	down_in_mutant	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18785	chr14	68150000	68160000	chr14	68490000	68500000	0.365457432623487	0.0107633891474199	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18805	chr14	22570000	22580000	chr14	23400000	23410000	-0.356592602378316	0.0242204531697979	down_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18866	chr9	120600000	120610000	chr9	121100000	121110000	0.320899199034069	0.0020956210649871	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
loop_18873	chr9	123250000	123260000	chr9	123520000	123530000	-0.310975808713447	0.0052443840232954	down_in_mutant	Active_Promoter-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18881	chr9	56890000	56900000	chr9	57210000	57220000	-0.31787451495471	0.003232550775013	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18996	chr11	52520000	52530000	chr11	53250000	53260000	0.447716687924078	0.0007572402390749	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19001	chr11	29540000	29550000	chr11	30020000	30030000	-0.449245451561161	0.001842372482471	down_in_mutant	Active_Promoter-Active_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19002	chr11	80280000	80290000	chr11	80670000	80680000	-0.354993403267551	0.0072269512446204	down_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19003	chr11	99460000	99470000	chr11	100170000	100180000	0.322393290337938	0.0039089676301883	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19009	chr11	34140000	34150000	chr11	34810000	34820000	0.390739301742651	0.0026303686870966	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19016	chr11	21570000	21580000	chr11	22510000	22520000	-0.589814196036935	0.0029077843199458	down_in_mutant	Active_Promoter-Active_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19047	chr13	67300000	67310000	chr13	67720000	67730000	-0.321563731027048	0.0168437929788468	down_in_mutant	Active_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19072	chr13	96850000	96860000	chr13	97000000	97010000	0.406862507502378	6.12766922819294e-05	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19083	chr13	12290000	12300000	chr13	12380000	12390000	0.341923707097469	0.0002097205010062	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19097	chr13	104280000	104290000	chr13	104930000	104940000	-0.322256007932685	0.0265289539625403	down_in_mutant	Active_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19245	chr15	34960000	34970000	chr15	36140000	36150000	-0.379184742302457	0.0152817944994243	down_in_mutant	Repressed_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19246	chr15	11590000	11600000	chr15	11960000	11970000	0.442597262538912	0.003005568232862	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19249	chr15	34530000	34540000	chr15	36140000	36150000	-0.416926009594834	0.0068587547776849	down_in_mutant	Repressed_Promoter-Active_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19283	chr16	41740000	41750000	chr16	41930000	41940000	-0.310077054192885	0.0057655245349256	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_19309	chr16	49160000	49170000	chr16	50300000	50310000	-0.539254448296507	0.0006441315465095	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1759	chr16	49275000	49300000	chr16	50725000	50750000	-0.485747405570261	0.0008354551500878	down_in_mutant	Repressed_Promoter-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19320	chr16	6500000	6510000	chr16	8330000	8340000	0.622747055696839	0.0010079394648476	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19371	chr17	10320000	10330000	chr17	11060000	11070000	-0.361753110230178	0.014600926557291	down_in_mutant	Active_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19374	chr17	48270000	48280000	chr17	49400000	49410000	-0.610648956106594	0.0004419239810193	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17366	chr1	126450000	126475000	chr1	126675000	126700000	0.358386522316275	7.30955795173703e-05	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_19478	chr1	107590000	107600000	chr1	109980000	109990000	-0.317597310423452	0.0159691065674007	down_in_mutant	Active_Promoter-CTCF_Site	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_19483	chr1	27740000	27750000	chr1	28330000	28340000	-0.35332738936913	0.0077553888395158	down_in_mutant	Active_Enhancer-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_11977	chr1	154275000	154300000	chr1	155000000	155025000	0.372773452225037	0.0008319579998683	up_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19488	chr1	111660000	111670000	chr1	112450000	112460000	-0.3621873558028	0.0134959508973642	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19621	chr19	16800000	16810000	chr19	18550000	18560000	-0.838938214949579	0.0001098971731297	down_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19688	chr2	109690000	109700000	chr2	109880000	109890000	-0.401420948267736	0.0012736555357125	down_in_mutant	Active_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19692	chr2	138280000	138290000	chr2	138580000	138590000	-0.344458223120084	0.004924036737785	down_in_mutant	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
loop_19739	chr2	170110000	170120000	chr2	170340000	170350000	0.319487018598595	0.0143707709633636	up_in_mutant	Polycomb-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19756	chr2	122190000	122200000	chr2	122750000	122760000	-0.31797875893309	0.0269290159614182	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19768	chr2	114260000	114270000	chr2	116830000	116840000	-0.657784125306225	0.0013583720542738	down_in_mutant	Polycomb-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19896	chr3	5210000	5220000	chr3	5570000	5580000	-0.357039485976958	0.0091388387108317	down_in_mutant	Active_Promoter-Repressed_Promoter	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19899	chr3	100180000	100190000	chr3	100560000	100570000	0.315518337969505	0.0248769670683402	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19910	chr3	127630000	127640000	chr3	129210000	129220000	-0.816190877929475	0.0003763415231536	down_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20005	chr4	55510000	55520000	chr4	56680000	56690000	0.346484263941758	0.0050840022108085	up_in_mutant	Polycomb-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_3835	chr4	47400000	47425000	chr4	48675000	48700000	-0.41439119945493	0.0007859328797927	down_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20083	chr5	37010000	37020000	chr5	37100000	37110000	0.328963482766797	0.001380733292285	up_in_mutant	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20127	chr5	111410000	111420000	chr5	112150000	112160000	0.44416715034346	9.18892793675218e-05	up_in_mutant	Repressed_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18091	chr5	75200000	75225000	chr5	75850000	75875000	0.360951676218342	0.0019974749021747	up_in_mutant	CTCF_Site-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20160	chr6	51170000	51180000	chr6	52220000	52230000	-0.644510064029671	6.76435162670631e-06	down_in_mutant	Repressed_Promoter-Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
loop_20200	chr6	36900000	36910000	chr6	37040000	37050000	0.331134370237422	0.0027175347023426	up_in_mutant	Poised_Enhancer-CTCF_Site	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
