chr	start	end	TargetGene	gene_class	delta_ABC	log2fc_contact	class	is_se	se_source	k27ac_class	k27ac_fold	k27ac_fdr	hic_contact_pl_scaled_adj_WT	hic_contact_pl_scaled_adj_KO
chr17	28777311	28777811	Cpne5	DEG_up	0.011595	1.2264038640740738	genic	FALSE	none	stable_k27ac	0.247449320140874	0.186252851828331	0.001564	0.003695
chr17	28777311	28777811	Slc26a8	DEG_down	0.003848	-0.07973356544089849	genic	FALSE	none	stable_k27ac	0.247449320140874	0.186252851828331	0.024412	0.023098
chr17	28777311	28777811	Srsf3	invariant	4.15e-4	-0.11433701737569112	genic	FALSE	none	stable_k27ac	0.247449320140874	0.186252851828331	0.01025	0.009467
chr17	28823007	28823507	Slc26a8	DEG_down	0.018225	0.5273606853409574	genic	FALSE	none	gained_k27ac	0.744260573300474	3.33195424679589e-5	0.01357	0.01957
chr17	29046035	29046535	Cpne5	DEG_up	0.001088	0.32413738350539056	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.012045	0.015086
chr17	29046035	29046535	Srsf3	invariant	-0.005447	-0.04105342010280147	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.073971	0.071895
chr17	29049005	29049505	Srsf3	invariant	0.003414	-0.043835661902080235	intergenic	FALSE	none	stable_k27ac	0.148931996530443	0.418050272520269	0.071446	0.069307
chr17	29094246	29095806	BC004004	invariant	-0.003971	-0.3357027377204741	genic	FALSE	none	stable_k27ac	-0.0830018058157265	0.618091940779657	0.010826	0.008573
chr17	29094246	29095806	Cpne5	DEG_up	0.007505	0.4453471040165082	genic	FALSE	none	stable_k27ac	-0.0830018058157265	0.618091940779657	0.011413	0.01555
chr17	29094246	29095806	Srsf3	invariant	0.00615	0.17110756042004713	genic	FALSE	none	stable_k27ac	-0.0830018058157265	0.618091940779657	0.040284	0.04536
chr17	29246585	29247085	Cpne5	DEG_up	-1.5e-4	0.1297701353917844	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.08919	0.097587
chr17	29330614	29331114	BC004004	invariant	0.007099	0.27641884759668534	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.040985	0.049646
chr17	29668317	29668817	Btbd9	invariant	0.004815	0.3555522639338386	genic	FALSE	none	stable_k27ac	-0.309272021657427	0.0613597931173563	0.00611	0.007825
chr17	29668317	29668817	Zfand3	invariant	-0.001212	-0.15481368903730353	genic	FALSE	none	stable_k27ac	-0.309272021657427	0.0613597931173563	0.009536	0.008563
chr17	29680189	29680689	Btbd9	invariant	-0.011051	-0.8583402766736676	genic	FALSE	none	stable_k27ac	-0.00195033574121523	0.991991255801938	0.010892	0.005996
chr17	29975564	29976064	Zfand3	invariant	-0.002413	0.012536944766257028	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.049585	0.050018
chr17	29997727	29998227	Zfand3	invariant	-0.002734	0.15991271195720433	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.158343	0.176907
chr17	30510011	30510511	Btbd9	invariant	-0.009368	-0.28528516596555964	genic	FALSE	none	no_diffbind_peak	NA	NA	0.031748	0.026047
chr17	30524391	30524891	Btbd9	invariant	0.012798	0.14202119452350612	genic	FALSE	none	stable_k27ac	-0.134669731649607	0.350713168418544	0.030858	0.034053
chr17	30524391	30524891	Zfand3	invariant	0.008557	0.3987210119776308	genic	FALSE	none	stable_k27ac	-0.134669731649607	0.350713168418544	0.007654	0.010099
chr17	30612294	30612794	Btbd9	invariant	-0.006913	-0.08869697827980207	genic	FALSE	none	stable_k27ac	-0.276218386367929	0.132578290061872	0.030563	0.028739
chr17	31058682	31059182	Abcg1	invariant	0.026717	0.03185707324699082	genic	TRUE	P60	stable_k27ac	0.208705686285718	0.0955746505183282	0.157718	0.16124
chr17	31067016	31067516	Abcg1	invariant	0.002086	-0.21784748949243468	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.107756	0.09265
chr17	31071188	31071688	Abcg1	invariant	8.43e-4	0.10721988179534928	genic	TRUE	P60	stable_k27ac	0.0349756851503404	0.826389884859957	0.081308	0.087583
chr17	31073168	31073668	Abcg1	invariant	0.008788	0.11153875978042245	genic	TRUE	P60	stable_k27ac	0.0604080974421726	0.688382513158847	0.07967	0.086076
chr17	31125726	31126226	Abcg1	invariant	-0.018364	0.14072635609811004	genic	TRUE	P60	lost_k27ac	-0.741528692857584	2.5756135834992e-4	0.034221	0.03773
chr17	31125726	31126226	Pde9a	DEG_up	-0.012816	-0.1335695395168659	genic	TRUE	P60	lost_k27ac	-0.741528692857584	2.5756135834992e-4	0.010649	0.009705
chr17	31125726	31126226	Pknox1	invariant	-0.008234	-0.24041041593428664	genic	TRUE	P60	lost_k27ac	-0.741528692857584	2.5756135834992e-4	0.008091	0.006845
chr17	31125726	31126226	Rrp1b	invariant	-0.008107	-0.1709975574659072	genic	TRUE	P60	lost_k27ac	-0.741528692857584	2.5756135834992e-4	0.003758	0.003335
chr17	31125726	31126226	U2af1	invariant	-0.002814	0.2567874687074833	genic	TRUE	P60	lost_k27ac	-0.741528692857584	2.5756135834992e-4	0.007129	0.008523
chr17	31125726	31126226	Wdr4	invariant	0.002518	0.4417349912385636	genic	TRUE	P60	lost_k27ac	-0.741528692857584	2.5756135834992e-4	0.00856	0.011636
chr17	31131150	31131650	Abcg1	invariant	-0.023775	-0.01375437773842763	intergenic	TRUE	P60	lost_k27ac	-1.01812124068284	1.16785119028493e-7	0.03275	0.032439
chr17	31334483	31334983	Pde9a	DEG_up	-0.019452	0.06496126271295088	genic	FALSE	none	lost_k27ac	-1.44112450688817	4.70264596417482e-13	0.022576	0.023617
chr17	31334483	31334983	Wdr4	invariant	-0.013943	-0.2823406087008441	genic	FALSE	none	lost_k27ac	-1.44112450688817	4.70264596417482e-13	0.01778	0.014615
chr17	31335297	31336114	Pde9a	DEG_up	-0.010093	0.013353364093793622	genic	FALSE	none	lost_k27ac	-1.23644598056469	3.0446211465090797e-11	0.029117	0.029388
chr17	31378236	31378736	Pde9a	DEG_up	-0.019379	0.06032711930102825	intergenic	TRUE	P60	lost_k27ac	-0.740846953110272	3.2562903973673e-4	0.090812	0.094691
chr17	31383376	31383876	Pde9a	DEG_up	-0.010977	0.012230001505336933	intergenic	TRUE	P60	no_diffbind_peak	NA	NA	0.177697	0.17921
chr17	31386762	31387262	Pde9a	DEG_up	0.045269	0.04632025169710547	genic	TRUE	P60	gained_k27ac	0.65523454570403	7.04590001908977e-7	0.190946	0.197177
chr17	31409666	31410166	Pde9a	DEG_up	0.006633	0.14885995253136539	genic	TRUE	P60	gained_k27ac	0.682890261526602	1.8932845295262e-4	0.053528	0.059349
chr17	31418700	31419200	Pde9a	DEG_up	0.028706	0.13880980152344283	genic	TRUE	P60	stable_k27ac	0.127997529449742	0.405989572787571	0.055421	0.061021
chr17	31418700	31419200	U2af1	invariant	-0.006486	-0.682629070282138	genic	TRUE	P60	stable_k27ac	0.127997529449742	0.405989572787571	0.01142	0.007105
chr17	31418700	31419200	Wdr4	invariant	0.0032	-0.20596055527181742	genic	TRUE	P60	stable_k27ac	0.127997529449742	0.405989572787571	0.014909	0.012922
chr17	31451194	31451694	Pde9a	DEG_up	0.010199	0.5267715913306072	genic	TRUE	P60	gained_k27ac	0.56582775792359	0.00113447195250756	0.030046	0.043299
chr17	31457143	31457643	Pde9a	DEG_up	0.01136	0.0012509502177553238	genic	TRUE	P60	gained_k27ac	0.648886699362874	3.2651515691467e-4	0.039168	0.039202
chr17	31511993	31512493	Pknox1	invariant	-0.006148	-0.2957718944456019	genic	FALSE	none	no_diffbind_peak	NA	NA	0.039717	0.03235
chr17	31511993	31512493	U2af1	invariant	-0.006876	-0.3826070824847114	genic	FALSE	none	no_diffbind_peak	NA	NA	0.026872	0.020606
chr17	31511993	31512493	Wdr4	invariant	-0.008058	-0.035196629248946676	genic	FALSE	none	no_diffbind_peak	NA	NA	0.173118	0.168945
chr17	31520752	31521252	Pknox1	invariant	-0.0059	0.14068892872940583	genic	FALSE	none	no_diffbind_peak	NA	NA	0.050417	0.055584
chr17	31520752	31521252	U2af1	invariant	-0.007316	-0.08308154906657107	genic	FALSE	none	no_diffbind_peak	NA	NA	0.028958	0.027336
chr17	31520752	31521252	Wdr4	invariant	-0.018529	0.08090197049112798	genic	FALSE	none	no_diffbind_peak	NA	NA	0.165146	0.174673
chr17	32113123	32114056	Notch3	invariant	0.014079	0.20586851899694023	intergenic	FALSE	none	gained_k27ac	0.687399116859686	8.7495584647528e-4	0.016162	0.018645
chr17	32162057	32162557	Notch3	invariant	0.011706	0.10977262722248231	genic	FALSE	none	no_diffbind_peak	NA	NA	0.150445	0.162341
chr17	32179932	32180432	Notch3	invariant	0.005162	-0.19581631113100262	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.060058	0.052432
chr17	32197249	32197749	Notch3	invariant	0.008181	0.0061780047061685845	genic	FALSE	none	gained_k27ac	0.772395096565046	0.0290268501182427	0.027004	0.02712
chr17	32233146	32233646	Brd4	invariant	0.015936	0.355587933809603	genic	FALSE	none	stable_k27ac	0.4445191818423	0.0125651673531687	0.038384	0.04912
chr17	32233146	32233646	Notch3	invariant	1.78e-4	-0.10202032045277415	genic	FALSE	none	stable_k27ac	0.4445191818423	0.0125651673531687	0.015104	0.014071
chr17	32253194	32253694	Brd4	invariant	0.001709	0.08782532885448113	genic	FALSE	none	no_diffbind_peak	NA	NA	0.041524	0.044132
chr17	32528619	32529119	Cyp4f16	DEG_down	-0.020613	-0.07970893455633415	genic	FALSE	none	no_diffbind_peak	NA	NA	0.084827	0.080266
chr17	32550935	32551435	Cyp4f16	DEG_down	-0.001224	-0.15077800709240802	genic	FALSE	none	no_diffbind_peak	NA	NA	0.053402	0.0481
chr17	32924629	32925129	Cyp4f13	invariant	-0.012226	-0.29718256896755035	genic	FALSE	none	stable_k27ac	-0.393162094425548	0.0446878702385388	0.043694	0.035555
chr17	32924629	32925129	Zfp799	invariant	-0.003961	-0.18401352279604613	genic	FALSE	none	stable_k27ac	-0.393162094425548	0.0446878702385388	0.014888	0.013102
chr17	32951412	32951912	Cyp4f13	invariant	-0.024033	-0.02764595631595004	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.154555	0.151621
chr17	32952083	32952583	Cyp4f13	invariant	-0.009807	-0.02764595631595004	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.154555	0.151621
chr17	33506598	33507098	Zfp101	invariant	-0.00361	4.454652984989246e-4	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.012926	0.01293
chr17	33506598	33507098	Zfp414	invariant	-0.015984	-0.7311382207266824	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.017598	0.010591
chr17	33506598	33507098	Zfp81	invariant	-0.013877	-0.28605651262150616	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.010415	0.008537
chr17	33549208	33549708	Angptl4	invariant	0.002595	0.8103549418420426	genic	FALSE	none	lost_k27ac	-0.563864939022979	0.00775665394867668	0.0044	0.007736
chr17	33549208	33549708	Zfp101	invariant	-0.02452	-0.5104516508575353	genic	FALSE	none	lost_k27ac	-0.563864939022979	0.00775665394867668	0.014779	0.010367
chr17	33549208	33549708	Zfp414	invariant	-0.020715	-0.11425994799796486	genic	FALSE	none	lost_k27ac	-0.563864939022979	0.00775665394867668	0.030035	0.027746
chr17	33549208	33549708	Zfp81	invariant	-0.006987	0.2794726466388429	genic	FALSE	none	lost_k27ac	-0.563864939022979	0.00775665394867668	0.007122	0.00865
chr17	33631766	33632266	Zfp101	invariant	0.004014	0.6072252611363601	genic	FALSE	none	stable_k27ac	-0.340258945754943	0.011451335935666	0.012052	0.018373
chr17	33631766	33632266	Zfp414	invariant	-0.025038	0.05323637654766748	genic	FALSE	none	stable_k27ac	-0.340258945754943	0.011451335935666	0.160176	0.166198
chr17	33684594	33685530	Zfp101	invariant	0.005607	0.2014988301308831	genic	FALSE	none	stable_k27ac	0.064132673770579	0.713243708841263	0.011355	0.013061
chr17	33684594	33685530	Zfp414	invariant	0.005759	0.05419269634870381	genic	FALSE	none	stable_k27ac	0.064132673770579	0.713243708841263	0.022284	0.023138
chr17	33779197	33779697	Angptl4	invariant	0.01877	0.08397075364399205	genic	FALSE	none	no_diffbind_peak	NA	NA	0.166631	0.176619
chr17	33817350	33817850	Angptl4	invariant	0.002841	0.050376431138704644	genic	FALSE	none	stable_k27ac	-0.0238996892801944	0.896885711757345	0.018209	0.018857
chr17	33817350	33817850	Kank3	invariant	0.008868	0.09369903970187755	genic	FALSE	none	stable_k27ac	-0.0238996892801944	0.896885711757345	0.131995	0.140854
chr17	33817350	33817850	Ndufa7	invariant	-0.009306	-0.10418090554618716	genic	FALSE	none	stable_k27ac	-0.0238996892801944	0.896885711757345	0.172365	0.160355
chr17	33817350	33817850	Zfp101	invariant	-0.003393	-0.33526063205188616	genic	FALSE	none	stable_k27ac	-0.0238996892801944	0.896885711757345	0.013766	0.010906
chr17	33817350	33817850	Zfp81	invariant	0.003972	0.33889046118414945	genic	FALSE	none	stable_k27ac	-0.0238996892801944	0.896885711757345	0.006983	0.008839
chr17	33828792	33829292	Ndufa7	invariant	-0.014412	0.0567692428290585	genic	FALSE	none	lost_k27ac	-0.948202450060862	4.04636978922877e-6	0.15787	0.164207
chr17	33920700	33921200	Tapbp	invariant	-0.010121	0.05183240630768957	genic	FALSE	none	no_diffbind_peak	NA	NA	0.180752	0.187365
chr17	33930538	33931038	Wdr46	invariant	-0.003595	-0.06767553236274731	genic	FALSE	none	no_diffbind_peak	NA	NA	0.110326	0.105269
chr17	33978570	33979070	H2-K1	invariant	-0.010489	0.12493167974344409	intergenic	FALSE	none	stable_k27ac	-0.341766867859584	0.0548338514955318	0.035394	0.038598
chr17	33978570	33979070	Wdr46	invariant	-0.007915	-0.09723783447372926	intergenic	FALSE	none	stable_k27ac	-0.341766867859584	0.0548338514955318	0.029078	0.027181
chr17	34120198	34120698	Brd2	invariant	0.012336	-0.05395158377174077	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.181716	0.175045
chr17	34121072	34121572	Brd2	invariant	0.015955	-0.05395158377174077	genic	TRUE	P60	stable_k27ac	0.0520964215259266	0.734472789149521	0.181716	0.175045
chr17	34127437	34127937	Brd2	invariant	-0.022608	-0.05418928223266512	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.181232	0.17455
chr17	34135301	34135801	Brd2	invariant	-4.58e-4	-0.0012851139836421797	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.060622	0.060568
chr17	34587132	34587632	Ager	invariant	-0.001309	-0.11614149030053222	genic	FALSE	none	stable_k27ac	-0.12052792813266	0.481366051034682	0.082794	0.076388
chr17	34587132	34587632	Pbx2	invariant	0.007023	0.08192070186051406	genic	FALSE	none	stable_k27ac	-0.12052792813266	0.481366051034682	0.164831	0.174463
chr17	34592733	34593498	Ager	invariant	0.009302	0.10435176107053697	genic	FALSE	none	no_diffbind_peak	NA	NA	0.183266	0.197015
chr17	34592733	34593498	Agpat1	invariant	0.001364	-0.07007033517526509	genic	FALSE	none	no_diffbind_peak	NA	NA	0.109975	0.10476
chr17	34592733	34593498	Pbx2	invariant	0.012825	0.10435176107053697	genic	FALSE	none	no_diffbind_peak	NA	NA	0.183266	0.197015
chr17	34605566	34606066	Ager	invariant	0.006033	0.004321781896429114	genic	FALSE	none	no_diffbind_peak	NA	NA	0.077637	0.07787
chr17	34605566	34606066	Agpat1	invariant	0.010271	-9.048424197467078e-4	genic	FALSE	none	no_diffbind_peak	NA	NA	0.16106	0.160959
chr17	34605566	34606066	Egfl8	invariant	0.010579	-0.04568822778221678	genic	FALSE	none	no_diffbind_peak	NA	NA	0.108595	0.105209
chr17	34605566	34606066	Fkbpl	invariant	-5.61e-4	-0.3469777139305324	genic	FALSE	none	no_diffbind_peak	NA	NA	0.055505	0.043634
chr17	34605566	34606066	Pbx2	invariant	0.009235	0.12854196830218073	genic	FALSE	none	no_diffbind_peak	NA	NA	0.054916	0.060036
chr17	34605566	34606066	Prrt1	invariant	0.006856	0.04939089351061686	genic	FALSE	none	no_diffbind_peak	NA	NA	0.071353	0.073839
chr17	34632283	34632783	Egfl8	invariant	0.003375	0.08009851397699846	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.050455	0.053337
chr17	34632283	34632783	Fkbpl	invariant	0.004198	-0.01830614863384009	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.146777	0.144926
chr17	34632283	34632783	Prrt1	invariant	-0.001493	-0.1262181606983255	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.166895	0.152912
chr17	34640917	34641417	Ager	invariant	-0.015657	-0.27325272043004323	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.035778	0.0296
chr17	34640917	34641417	Agpat1	invariant	-0.013447	-0.10297391353677571	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.04689	0.043658
chr17	34640917	34641417	Brd2	invariant	-0.007674	-0.2722141723144208	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.014431	0.011945
chr17	34640917	34641417	Dxo	invariant	-0.012555	-0.06269078983305801	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.015659	0.014992
chr17	34640917	34641417	Egfl8	invariant	-0.021508	-0.20648699721708752	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.046061	0.039915
chr17	34640917	34641417	Fkbpl	invariant	-0.033705	-0.023504449731266017	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.216062	0.21257
chr17	34640917	34641417	Nelfe	invariant	-0.010875	-0.1943633769805163	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.011795	0.010305
chr17	34640917	34641417	Pbx2	invariant	-0.020728	-0.3640228165934569	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.039717	0.030854
chr17	34640917	34641417	Prrt1	invariant	-0.031713	-0.13691536821005085	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.1107	0.100675
chr17	34640917	34641417	Stk19	invariant	-0.012556	-0.06269078983305801	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.015659	0.014992
chr17	34640917	34641417	Zfp799	invariant	-0.013514	-1.3154114117723168	genic	FALSE	none	stable_k27ac	-0.211020785411451	0.133570993608255	0.003342	0.001327
chr17	34893820	34894710	Dxo	invariant	-0.001377	-0.012979459897646121	genic	FALSE	none	no_diffbind_peak	NA	NA	0.022974	0.022768
chr17	34893820	34894710	Nelfe	invariant	0.001211	0.10355413142751793	genic	FALSE	none	no_diffbind_peak	NA	NA	0.04241	0.045568
chr17	34893820	34894710	Neu1	invariant	-0.005347	-0.25498300011807484	genic	FALSE	none	no_diffbind_peak	NA	NA	0.032405	0.027151
chr17	34893820	34894710	Stk19	invariant	-0.001378	-0.012981160695002391	genic	FALSE	none	no_diffbind_peak	NA	NA	0.022971	0.022765
chr17	35009528	35010028	1110038B12Rik	invariant	-0.005793	-0.13404419302748116	genic	FALSE	none	no_diffbind_peak	NA	NA	0.021613	0.019693
chr17	35009528	35010028	Csnk2b	invariant	-0.006633	-0.15503357093929582	genic	FALSE	none	no_diffbind_peak	NA	NA	0.040243	0.03614
chr17	35009528	35010028	Msh5	DEG_down	5.36e-4	0.15824200752353906	genic	FALSE	none	no_diffbind_peak	NA	NA	0.034504	0.038507
chr17	35051657	35052157	Msh5	DEG_down	1.6e-5	0.09115022038512138	genic	FALSE	none	stable_k27ac	-0.454945504137662	0.00541387371102781	0.183018	0.194956
chr17	35070586	35071086	1110038B12Rik	invariant	0.003308	0.3762590833808112	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.00981	0.012741
chr17	35070586	35071086	Abhd16a	invariant	-0.008875	-0.1192930909607996	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.125677	0.115701
chr17	35070586	35071086	Atp6v1g2	invariant	-0.00458	-0.04073371286865043	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.010534	0.01024
chr17	35070586	35071086	Csnk2b	invariant	-0.002467	0.14489092289984876	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.042748	0.047267000000000003
chr17	35070586	35071086	Msh5	DEG_down	-0.008103	-0.1732761960006239	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.042077	0.037312
chr17	35070586	35071086	Nelfe	invariant	0.009021	1.040986709600596	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.004129	0.008524
chr17	35070586	35071086	Neu1	invariant	-0.004515	-0.12318522606269325	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.008661	0.00795
chr17	35070586	35071086	Nfkbil1	invariant	-0.005636	-0.09739083522349232	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.012336	0.011529
chr17	35070586	35071086	Prrc2a	invariant	5.51e-4	0.28263325502706443	intergenic	FALSE	none	lost_k27ac	-0.51535822470506	5.3366950882645e-4	0.013152	0.016004
chr17	35073993	35074493	Abhd16a	invariant	-0.039811	-0.11499564291122301	genic	FALSE	none	lost_k27ac	-0.953733130173326	1.03267969649446e-5	0.12615	0.116483
chr17	35073993	35074493	Csnk2b	invariant	-0.017832	0.14331430690271055	genic	FALSE	none	lost_k27ac	-0.953733130173326	1.03267969649446e-5	0.042783	0.047254
chr17	35073993	35074493	Msh5	DEG_down	-0.023253	-0.18156209031253878	genic	FALSE	none	lost_k27ac	-0.953733130173326	1.03267969649446e-5	0.041089	0.036227
chr17	35073993	35074493	Prrc2a	invariant	-0.007747	0.27997652926621003	genic	FALSE	none	lost_k27ac	-0.953733130173326	1.03267969649446e-5	0.013215	0.016051
chr17	35082937	35083437	Abhd16a	invariant	-0.030397	0.019096427545448477	genic	FALSE	none	lost_k27ac	-1.0584292917915	2.2009246250428e-8	0.256491	0.259909
chr17	35082937	35083437	Csnk2b	invariant	-0.008659	-0.012542393205571368	genic	FALSE	none	lost_k27ac	-1.0584292917915	2.2009246250428e-8	0.033014	0.032728
chr17	35082937	35083437	Msh5	DEG_down	-0.011077	-0.15454142527270642	genic	FALSE	none	lost_k27ac	-1.0584292917915	2.2009246250428e-8	0.038435	0.034528
chr17	35090149	35090649	1110038B12Rik	invariant	4.32e-4	-0.051710660560912315	genic	FALSE	none	stable_k27ac	0.043264105933621	0.780589851283611	0.013209	0.012743
chr17	35090149	35090649	Abhd16a	invariant	0.032457	0.08847505987825986	genic	FALSE	none	stable_k27ac	0.043264105933621	0.780589851283611	0.158166	0.168171
chr17	35090149	35090649	Csnk2b	invariant	0.004578	0.07742511412371414	genic	FALSE	none	stable_k27ac	0.043264105933621	0.780589851283611	0.045681	0.048201
chr17	35090149	35090649	Msh5	DEG_down	0.002935	-0.20064801847138328	genic	FALSE	none	stable_k27ac	0.043264105933621	0.780589851283611	0.046677	0.040613
chr17	35090149	35090649	Prrc2a	invariant	6.86e-4	0.025177448526724096	genic	FALSE	none	stable_k27ac	0.043264105933621	0.780589851283611	0.015651	0.015927
chr17	35097290	35097790	Abhd16a	invariant	0.009244	-0.03196250057693878	genic	FALSE	none	stable_k27ac	0.182556598390231	0.235287386055181	0.106221	0.103893
chr17	35097290	35097790	Csnk2b	invariant	0.003246	0.05250970269821387	genic	FALSE	none	stable_k27ac	0.182556598390231	0.235287386055181	0.046888	0.048627
chr17	35097290	35097790	Msh5	DEG_down	0.00584	-0.0052411683111637	genic	FALSE	none	stable_k27ac	0.182556598390231	0.235287386055181	0.038856	0.038715
chr17	35697970	35698470	Ddr1	invariant	0.00743	-0.06079260176069017	genic	TRUE	P60	stable_k27ac	-0.0250861576224799	0.883024027246961	0.15321100000000001	0.146888
chr17	35697970	35698470	Vars2	invariant	0.011512	0.1914729200269764	genic	TRUE	P60	stable_k27ac	-0.0250861576224799	0.883024027246961	0.048533	0.055425
chr17	35699813	35700313	Ddr1	invariant	0.010658	0.017065796390231897	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.179227	0.18136
chr17	35699813	35700313	Tubb5	invariant	5.23e-4	0.025341371446459978	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.018201	0.018524
chr17	35699813	35700313	Vars2	invariant	9.67e-4	0.046301521342453286	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.049185	0.05079
chr17	35700593	35701093	Ddr1	invariant	0.009406	0.017065796390231897	genic	TRUE	P60	stable_k27ac	-0.108331121132983	0.453150952304182	0.179227	0.18136
chr17	35700593	35701093	Vars2	invariant	0.002157	0.04654258593703024	genic	TRUE	P60	stable_k27ac	-0.108331121132983	0.453150952304182	0.049109	0.05072
chr17	35701231	35701731	Ddr1	invariant	-0.007837	0.017065796390231897	genic	TRUE	P60	stable_k27ac	-0.108331121132983	0.453150952304182	0.179227	0.18136
chr17	35701231	35701731	Vars2	invariant	-0.005212	0.046738077179563985	genic	TRUE	P60	stable_k27ac	-0.108331121132983	0.453150952304182	0.049052	0.050668
chr17	35829667	35830167	Tubb5	invariant	0.009516	0.0782410264718852	genic	FALSE	none	no_diffbind_peak	NA	NA	0.085762	0.090543
chr17	35836119	35836619	Tubb5	invariant	0.003212	0.007954878403351639	genic	FALSE	none	no_diffbind_peak	NA	NA	0.162386	0.163284
chr17	35917728	35918228	Abcf1	invariant	-0.007444	-0.10516516110971177	genic	FALSE	none	no_diffbind_peak	NA	NA	0.024468	0.022746
chr17	35917728	35918228	Gnl1	invariant	-0.007536	-0.042883038833820816	genic	FALSE	none	no_diffbind_peak	NA	NA	0.025753	0.024998
chr17	35918848	35919348	Abcf1	invariant	-9.03e-4	-0.1044886525701611	genic	FALSE	none	stable_k27ac	0.0808314428062317	0.568415959846424	0.024535	0.022819
chr17	35918848	35919348	Gnl1	invariant	-0.001074	-0.04271392649264073	genic	FALSE	none	stable_k27ac	0.0808314428062317	0.568415959846424	0.025785	0.025032
chr17	35918848	35919348	Tubb5	invariant	-2.59e-4	-0.047854098635873095	genic	FALSE	none	stable_k27ac	0.0808314428062317	0.568415959846424	0.030716	0.029713
chr17	35963169	35963669	Abcf1	invariant	-0.015844	-0.007221480088828185	genic	FALSE	none	lost_k27ac	-0.541333487564857	0.0124995106273701	0.153387	0.152621
chr17	35993586	35994086	Gnl1	invariant	-0.002901	-0.06043439532282239	genic	FALSE	none	no_diffbind_peak	NA	NA	0.068737	0.065916
chr17	35996901	35997401	Gnl1	invariant	-0.004887	-0.3165442979839057	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.046413	0.037264
chr17	36271185	36271685	Rpp21	invariant	0.011291	0.04779467122787872	genic	FALSE	none	stable_k27ac	0.211560478156371	0.139053438133848	0.066445	0.068684
chr17	36947131	36947631	Rnf39	DEG_down	0.054832	0.06951503464897253	genic	FALSE	none	stable_k27ac	-0.040961718769731	0.805209716018294	0.169713	0.178092
chr17	37028615	37029115	Rnf39	DEG_down	-0.001545	-0.20977749225506973	intergenic	FALSE	none	stable_k27ac	-0.0749926965995319	0.661169125729813	0.022718	0.01964
chr17	37050466	37050966	Rnf39	DEG_down	-0.004052	-0.5489077589782382	genic	FALSE	none	no_diffbind_peak	NA	NA	0.032189	0.021994
chr17	40904714	40905214	Adgrf4	invariant	0.040211	7.577143766774025	genic	FALSE	none	no_diffbind_peak	NA	NA	0	0.005034
chr17	40904714	40905214	Cenpq	invariant	0.001735	-0.011905776460886528	genic	FALSE	none	no_diffbind_peak	NA	NA	0.026134	0.025919
chr17	40904714	40905214	Mmut	invariant	0.001719	0.05848104421253596	genic	FALSE	none	no_diffbind_peak	NA	NA	0.031374	0.032673
