chr	start	end	0
chr17	84187180	84187680	1
chr17	84187697	84188269	1
chr17	84188358	84188858	1
chr17	84367653	84368153	16
chr17	84465955	84466459	1
chr17	84511644	84512153	1
chr17	84601756	84602256	1
chr17	84626245	84626781	1
chr17	84676051	84676551	1
chr17	84682761	84683261	1
chr17	84698685	84699185	1
chr17	84738036	84738536	1
chr17	84790539	84791042	1
chr17	84837722	84838222	1
chr17	84840046	84840546	1
chr17	84860774	84861274	1
chr17	84865106	84865606	8
chr17	84876062	84876562	2
chr17	84877344	84878323	11
chr17	84956490	84956990	1
chr17	84957208	84957708	1
chr17	85023500	85024000	1
chr17	85028125	85028625	1
chr17	85033991	85034491	1
chr17	85089991	85090813	2
chr17	85613357	85613857	1
chr17	85618148	85618648	1
chr17	85664565	85665383	4
chr17	85688024	85688524	1
chr17	85693378	85693878	1
chr17	85823794	85824294	1
chr17	85928329	85929115	1
chr17	85930685	85931185	1
chr17	86144826	86145823	1
chr17	86150835	86151335	1
chr17	86160651	86161151	4
chr17	86161822	86162322	2
chr17	86166491	86166991	1
chr17	86167035	86168638	1
chr17	86168948	86169448	1
chr17	86225433	86227036	2
chr17	86250241	86250741	8
chr17	86254213	86254713	1
chr17	86265952	86266452	9
chr17	86302164	86302664	6
chr17	86350757	86351257	2
chr17	86353537	86354037	1
chr17	86444697	86445197	1
chr17	86504982	86505753	1
chr17	86516398	86516898	1
chr17	86521262	86521762	1
chr17	86535038	86535538	6
chr17	86753223	86753949	1
chr17	86765983	86766483	1
chr17	86839779	86840279	1
chr17	86905196	86905696	2
chr17	86905960	86906460	2
chr17	86910018	86910518	1
chr17	86917097	86917597	1
chr17	86924564	86925064	2
chr17	86928722	86929222	1
chr17	86937724	86938224	2
chr17	86947647	86948147	1
chr17	86962176	86962676	1
chr17	86962763	86963331	1
chr17	86964499	86964999	3
chr17	87025156	87025799	2
chr17	87106948	87108033	1
chr17	87178826	87179326	1
chr17	87194692	87195192	1
chr17	87200794	87201294	1
chr17	87265635	87266185	1
chr17	87282259	87283516	2
chr17	87314967	87315467	10
chr17	87316356	87316856	4
chr17	87317174	87317674	11
chr17	87317860	87318360	13
chr17	87325485	87325985	11
chr17	87330518	87331018	18
chr17	87331741	87332241	10
chr17	87351562	87352062	9
chr17	87427491	87427991	1
chr17	87445855	87446355	3
chr17	87446685	87447407	1
chr17	87458814	87459771	6
chr17	87460114	87460614	1
chr17	87473492	87474405	1
chr17	87478477	87478977	3
chr17	87490497	87490997	1
chr17	87521741	87522241	1
chr17	87530433	87530994	1
chr17	87570992	87572028	1
chr17	87613343	87613843	1
chr17	87635728	87636228	1
chr17	87672079	87672741	1
chr17	87745212	87745712	6
chr17	87763147	87763647	1
chr17	87770766	87771266	11
chr17	87784155	87784655	1
chr17	87796972	87797472	2
chr17	87797744	87798586	1
chr17	87824822	87825322	1
chr17	87826822	87827322	1
chr17	87872233	87872733	11
chr17	87877447	87877947	2
chr17	87920726	87921226	1
chr17	87974807	87975311	1
chr17	88063897	88064397	1
chr17	88065041	88065541	1
chr17	88065616	88066116	1
chr17	88066121	88066621	8
chr17	88159511	88160011	1
chr17	88168236	88168736	1
chr17	88255560	88256985	13
chr17	88257034	88257534	12
chr17	88303950	88304450	1
chr17	88306637	88307137	1
chr17	88336042	88336542	4
chr17	88388328	88388949	1
chr17	88400110	88400610	4
chr17	88401004	88401504	4
chr17	88421292	88421792	4
chr17	88440189	88441066	1
chr17	88441459	88442261	3
chr17	88494205	88494705	1
chr17	88505289	88505789	14
chr17	88507385	88507885	3
chr17	88508972	88509472	3
chr17	88529847	88530367	1
chr17	88537971	88538471	1
chr17	88543026	88543526	3
chr17	88597052	88597933	1
chr17	88651945	88652445	1
chr17	88652919	88653419	2
chr17	88664515	88665015	1
chr17	88668409	88668909	1
chr17	88791740	88792240	1
chr17	89200425	89200925	1
chr17	89319976	89320476	1
chr17	89378990	89379490	1
chr17	89654276	89654776	8
chr17	89752276	89752776	1
chr17	89802025	89802525	5
chr17	89910199	89910699	1
chr17	89960337	89960837	2
chr17	89961442	89961942	2
chr17	89976535	89977035	1
chr17	90007597	90008097	1
chr17	90054263	90054763	5
chr17	90086776	90087276	6
chr17	90088123	90088623	7
chr17	90425884	90426384	3
chr17	90435618	90436118	2
chr17	90451340	90451840	1
chr17	90452728	90453228	1
chr17	90454326	90454826	4
chr17	90455425	90456304	5
chr17	90556319	90556819	7
chr17	90584794	90585294	4
chr17	90606679	90607179	1
chr17	90627333	90627833	4
chr17	90627958	90628930	4
chr17	90629810	90630310	7
chr17	90768203	90768703	3
chr17	90813660	90814160	1
chr17	90836354	90836854	3
chr17	90892275	90892775	1
chr17	90912301	90913681	3
chr17	90999764	91000264	4
chr17	91092487	91093664	1
chr17	91556876	91557376	1
chr17	91565853	91566353	1
chr17	91871889	91872389	1
chr17	93198766	93199266	1
chr17	93201452	93201952	1
chr17	94749593	94750269	1
chr17	94834458	94835049	1
chr17	94864523	94865167	1
chr18	3123162	3123662	1
chr18	3280716	3281216	5
chr18	3336429	3336929	1
chr18	3337366	3337998	1
chr18	3382737	3383506	1
chr18	3507537	3508172	1
chr18	4114300	4114800	1
chr18	4165581	4166081	1
chr18	4352765	4353893	3
chr18	4375341	4375943	1
chr18	4399077	4399577	1
chr18	4590512	4591012	1
chr18	4634627	4635771	1
chr18	4785188	4785688	2
chr18	4796501	4797001	1
chr18	4812235	4812735	1
chr18	4839825	4840325	2
chr18	4920178	4920789	1
chr18	4921298	4921798	1
chr18	4994234	4994734	8
chr18	5159756	5160256	4
chr18	5162028	5162528	6
chr18	5163165	5163665	3
chr18	5165481	5165981	1
chr18	5185326	5185826	3
chr18	5334264	5335057	1
chr18	5361611	5362111	1
chr18	5370232	5370732	1
chr18	5380613	5381113	1
chr18	5414370	5414870	5
chr18	5427682	5428182	8
chr18	5591363	5592109	1
chr18	5592498	5592998	3
chr18	5593098	5593755	1
chr18	5819725	5820225	1
chr18	5932100	5932600	1
chr18	5944910	5945432	1
chr18	5989688	5990188	16
chr18	6135848	6136408	1
chr18	6240615	6241115	1
chr18	6241169	6241669	7
chr18	6241924	6242424	1
chr18	6281147	6281647	1
chr18	6282202	6282702	5
chr18	6489916	6490416	5
chr18	6490484	6491376	9
chr18	6507894	6508394	3
chr18	6515858	6516565	1
chr18	6603378	6603878	1
chr18	6733654	6734154	1
chr18	6764919	6765419	8
chr18	7001421	7001921	2
chr18	7004530	7005138	1
chr18	7235159	7235659	1
chr18	7297686	7298281	1
chr18	7626616	7627151	1
chr18	7692914	7693414	11
chr18	7702021	7702980	3
chr18	7868581	7869224	1
chr18	7893107	7893607	1
chr18	8180328	8180828	1
chr18	8554077	8554577	1
chr18	8693990	8694490	3
chr18	8966673	8967173	1
chr18	9211912	9212427	1
chr18	9213040	9213902	4
chr18	9282559	9283059	1
chr18	9449904	9450460	1
chr18	9619228	9619728	1
chr18	9707304	9707844	1
chr18	9726065	9726565	1
chr18	9729786	9730286	1
chr18	9957655	9958369	1
chr18	10029610	10030110	6
chr18	10044869	10045369	1
chr18	10051789	10052711	1
chr18	10181795	10182446	1
chr18	10324287	10324787	1
chr18	10324926	10325438	1
chr18	10343647	10344147	1
chr18	10609788	10610602	1
chr18	10617524	10618108	1
chr18	10706519	10707021	1
chr18	10725297	10725804	1
chr18	11051813	11052313	2
chr18	11052317	11052817	2
chr18	11144740	11145240	2
chr18	11633025	11633525	1
chr18	11657417	11657917	5
chr18	11836808	11837308	1
chr18	11838969	11839663	1
chr18	11839841	11840341	1
chr18	12121244	12121787	1
chr18	12128374	12128990	1
chr18	12168466	12169006	1
chr18	12236150	12236673	1
chr18	12236852	12237352	1
chr18	12305448	12306047	1
chr18	12333568	12334239	1
chr18	12380393	12380893	3
chr18	12390355	12390855	3
chr18	12524825	12525325	2
chr18	12599645	12600145	1
chr18	12643181	12643681	3
chr18	12643870	12644370	2
chr18	12667795	12668295	1
chr18	12674479	12674979	11
chr18	12683028	12683528	1
chr18	12740071	12740571	1
chr18	12741260	12741760	4
chr18	12788899	12789399	9
chr18	12790466	12790966	4
chr18	12791125	12791625	2
chr18	12814620	12815120	5
chr18	12861623	12862123	1
chr18	12862262	12862762	5
chr18	12925706	12926206	1
chr18	12941511	12942091	1
chr18	12955601	12956101	1
chr18	12971934	12972434	2
chr18	12973231	12973731	5
chr18	12974178	12974678	3
chr18	13006739	13007239	1
chr18	13305462	13305962	1
chr18	13306088	13306599	1
chr18	13311825	13312325	1
chr18	13373826	13374326	4
chr18	13398070	13398570	12
chr18	13599618	13600118	1
chr18	13601150	13601650	1
chr18	13671521	13672021	2
chr18	13707172	13707672	8
chr18	13723923	13724423	5
chr18	13790291	13790791	13
chr18	13810143	13810643	3
chr18	13886780	13887594	1
chr18	13968575	13969075	3
chr18	13970031	13970843	5
chr18	13971025	13971525	2
chr18	13972387	13973037	1
chr18	14232058	14232558	1
chr18	14234862	14235362	1
chr18	14261149	14262061	12
chr18	14312667	14313167	3
chr18	14320191	14320691	7
chr18	14331426	14332110	2
chr18	14649853	14650353	1
chr18	14681929	14682429	1
chr18	14682664	14683218	1
chr18	14705900	14706400	1
chr18	14782994	14783565	1
chr18	15062640	15063140	4
chr18	15150186	15150686	6
chr18	15150827	15151696	1
chr18	15194531	15195031	1
chr18	15206757	15207257	2
chr18	15207541	15208041	1
chr18	15308966	15309466	3
chr18	15312449	15312949	1
chr18	15351651	15352183	1
chr18	15405043	15405543	2
chr18	15410732	15411232	1
chr18	15421250	15421750	3
chr18	15433843	15434343	2
chr18	15441735	15442235	1
chr18	15621591	15622091	2
chr18	15664686	15665186	2
chr18	15759845	15760407	1
chr18	16038164	16038664	1
chr18	16144200	16144700	1
chr18	16418512	16419012	4
chr18	16610333	16610833	3
chr18	16739082	16739582	1
chr18	16739672	16740172	1
chr18	16780538	16781038	4
chr18	16788602	16789102	5
chr18	16789949	16790449	2
chr18	16797316	16797816	1
chr18	16806755	16807255	2
chr18	16807950	16809872	1
chr18	16815470	16815970	1
chr18	16821998	16822498	2
chr18	17018800	17019300	1
chr18	17508092	17508592	1
chr18	17580740	17581240	1
chr18	18243907	18244407	1
chr18	19132966	19133466	1
chr18	19549773	19550273	1
chr18	20002101	20002601	1
chr18	20032018	20032518	1
chr18	20054899	20055399	12
chr18	20058730	20059230	1
chr18	20059304	20059804	1
chr18	20114621	20115121	1
chr18	20190683	20191183	8
chr18	20247089	20247589	1
chr18	20310560	20311060	1
chr18	20376478	20376978	1
chr18	20435924	20436424	1
chr18	20510023	20510523	1
chr18	20557823	20558413	1
chr18	20563913	20564413	8
chr18	20566515	20567015	10
chr18	20609626	20610126	6
chr18	20665029	20665529	1
chr18	20666120	20666620	3
chr18	20670582	20671082	14
chr18	20713255	20713755	8
chr18	20738015	20738515	5
chr18	20740736	20741236	9
chr18	20745478	20745978	1
chr18	20746154	20746680	1
chr18	20895843	20896343	1
chr18	20944374	20944874	1
chr18	20961312	20961812	2
chr18	21001090	21001874	1
chr18	21038695	21039195	1
chr18	21061672	21062172	1
chr18	21091796	21092296	1
chr18	21121837	21122337	1
chr18	21272829	21273329	2
chr18	21299888	21300583	1
chr18	21317896	21318396	1
chr18	21654468	21654968	1
chr18	22171192	22171692	1
chr18	22343681	22344495	1
chr18	22344611	22345111	1
chr18	22713743	22714243	1
chr18	22984120	22984620	1
chr18	22985119	22985619	3
chr18	23039331	23039831	3
chr18	23041403	23041945	1
chr18	23310352	23310852	3
chr18	23347062	23347562	5
chr18	23414884	23415474	1
chr18	23442542	23443042	1
chr18	23458307	23458807	1
chr18	23511534	23512034	1
chr18	23522016	23522516	4
chr18	23654269	23654769	6
chr18	23677825	23678325	1
chr18	23751459	23751959	1
chr18	23752082	23752645	1
chr18	23803923	23804423	5
chr18	23812633	23813133	2
chr18	23821622	23822122	4
chr18	23835410	23835910	1
chr18	23859834	23860689	4
chr18	23885105	23885605	4
chr18	23942163	23942663	1
chr18	23954441	23955068	1
chr18	23986882	23987382	3
chr18	23989381	23989891	1
chr18	24020469	24021060	1
chr18	24112419	24112919	1
chr18	24121415	24122203	1
chr18	24126835	24127335	1
chr18	24205093	24205639	1
chr18	24205668	24206168	1
chr18	24206173	24206673	1
chr18	24335125	24335625	1
chr18	24336017	24336517	1
chr18	24339115	24339615	1
chr18	24467178	24467678	3
chr18	24470599	24471102	1
chr18	24529789	24530454	1
chr18	24602615	24603115	1
chr18	24603567	24604084	1
chr18	24635442	24635942	1
chr18	24653440	24654076	1
chr18	24703971	24704471	2
chr18	24708372	24708924	2
chr18	24709098	24709772	2
chr18	24777027	24777527	5
chr18	24838598	24839098	3
chr18	24861491	24861991	2
chr18	25168549	25169257	2
chr18	25241565	25242376	1
chr18	25505186	25505686	8
chr18	25512448	25512948	2
chr18	25514926	25515426	3
chr18	25522116	25522616	1
chr18	25533138	25533638	6
chr18	25554709	25555209	1
chr18	25575876	25576376	4
chr18	25590380	25590880	1
chr18	25601020	25601520	4
chr18	25606900	25607400	3
chr18	25620222	25620722	8
chr18	25627767	25628267	1
chr18	25634482	25634982	4
chr18	25639430	25639930	7
chr18	25647691	25648191	8
chr18	25692255	25692755	5
chr18	25753084	25753584	3
chr18	25753907	25754407	1
chr18	25754493	25754993	1
chr18	25755277	25755777	4
chr18	25838826	25839326	1
chr18	26007306	26007806	1
chr18	26015071	26015571	1
chr18	26087288	26087788	1
chr18	26280706	26281206	1
chr18	26917847	26918347	1
chr18	27706422	27706922	1
chr18	27784349	27784849	1
chr18	27809481	27809981	1
chr18	27836683	27837183	1
chr18	28077677	28078177	6
chr18	28226172	28226672	6
chr18	28308677	28309177	2
chr18	28711610	28712110	1
chr18	28725128	28725628	1
chr18	28851922	28852422	1
chr18	28862599	28863099	1
chr18	29034319	29034819	5
chr18	29207348	29207848	1
chr18	29441949	29442449	1
chr18	29496319	29496819	1
chr18	30045910	30046410	1
chr18	30266998	30267498	1
chr18	30272496	30273074	1
chr18	30365680	30366180	1
chr18	30394355	30394855	7
chr18	30530025	30530525	5
chr18	30695401	30695901	3
chr18	30812002	30812502	2
chr18	31011633	31012133	4
chr18	31209178	31209961	1
chr18	31310046	31310546	1
chr18	31315994	31316494	1
chr18	31316739	31317540	1
chr18	31441665	31442165	1
chr18	31447098	31447656	1
chr18	31449061	31449561	1
chr18	31609176	31610166	2
chr18	31634120	31634891	1
chr18	31759376	31760075	1
chr18	31788908	31789418	1
chr18	31803839	31804352	1
chr18	31910673	31911173	16
chr18	31911574	31912074	1
chr18	31922039	31922539	1
chr18	31946425	31946925	1
chr18	31949386	31949886	1
chr18	31949944	31950444	1
chr18	31953576	31954076	1
chr18	32036711	32037211	1
chr18	32067490	32068093	1
chr18	32120163	32120663	1
chr18	32139320	32139988	1
chr18	32147388	32147888	3
chr18	32153225	32153725	1
chr18	32162838	32163345	1
chr18	32240036	32240549	1
chr18	32252892	32253392	2
chr18	32253709	32254209	10
chr18	32376937	32377479	1
chr18	32378028	32378528	1
chr18	32385795	32386295	2
chr18	32413850	32414350	12
chr18	32418528	32419028	13
chr18	32419755	32420255	5
chr18	32472339	32472839	1
chr18	32559784	32560284	1
chr18	32815132	32815632	1
chr18	32816579	32817079	1
chr18	32836974	32837665	1
chr18	32934680	32935180	1
chr18	32938470	32938970	5
chr18	32939238	32939738	1
chr18	32941153	32941653	1
chr18	32955565	32956065	5
chr18	32956088	32956588	1
chr18	32968294	32968794	6
chr18	33165875	33166375	3
chr18	33200411	33200911	1
chr18	33201471	33201971	1
chr18	33213612	33214112	1
chr18	33425624	33426124	3
chr18	33463764	33464412	2
chr18	33562140	33562640	2
chr18	33565957	33566457	2
chr18	33604919	33605419	2
chr18	33609072	33609572	2
chr18	33650985	33651485	5
chr18	33652652	33653152	2
chr18	33763105	33763605	4
chr18	33769828	33770328	3
chr18	33770492	33770992	3
chr18	33790006	33790506	1
chr18	33794620	33795141	1
chr18	34006391	34007524	1
chr18	34042937	34043437	1
chr18	34044670	34045170	1
chr18	34052784	34053284	1
chr18	34220673	34221302	1
chr18	34221418	34221918	1
chr18	34247566	34248066	1
chr18	34330596	34331307	1
chr18	34362214	34362714	1
chr18	34367982	34368482	2
chr18	34372863	34373363	3
chr18	34373820	34374320	1
chr18	34408238	34408738	1
chr18	34456858	34457358	1
chr18	34457540	34458040	5
chr18	34506280	34507132	1
chr18	34538124	34538624	2
chr18	34542062	34542562	1
chr18	34547028	34547528	1
chr18	34549229	34549729	1
chr18	34561300	34561800	1
chr18	34578784	34579365	1
chr18	34597218	34597718	1
chr18	34624273	34624862	2
chr18	34651358	34651985	1
chr18	34720137	34720637	1
chr18	34726736	34727236	1
chr18	34736108	34736608	1
chr18	34751283	34752058	2
chr18	34758655	34759504	1
chr18	34776796	34777563	1
chr18	34840338	34840842	1
chr18	34841192	34841692	4
chr18	34841856	34842356	3
chr18	34849686	34850186	4
chr18	34855159	34855659	3
chr18	34859572	34860072	1
chr18	34860257	34860757	1
chr18	34865414	34865914	1
chr18	34866272	34866772	3
chr18	34886975	34887881	10
chr18	34931757	34932267	1
chr18	34954107	34954835	1
chr18	34982671	34983171	1
chr18	34989097	34989597	1
chr18	35019058	35019558	17
chr18	35021741	35022241	3
chr18	35087373	35087873	1
chr18	35118376	35119271	1
chr18	35210498	35210998	1
chr18	35213868	35214368	1
chr18	35214774	35215360	1
chr18	35215490	35215990	1
chr18	35402217	35402717	5
chr18	35408584	35409084	2
chr18	35482225	35482725	1
chr18	35492700	35493200	1
chr18	35498595	35499095	1
chr18	35499530	35500030	1
chr18	35553035	35553653	1
chr18	35561887	35562643	1
chr18	35598366	35599428	1
chr18	35626994	35627494	1
chr18	35649117	35649617	1
chr18	35654247	35654747	1
chr18	35654988	35655488	1
chr18	35661848	35662436	2
chr18	35676120	35676620	8
chr18	35702816	35703474	1
chr18	35708164	35708664	1
chr18	35722106	35722606	1
chr18	35739891	35740804	1
chr18	35740914	35741414	1
chr18	35748567	35749067	1
chr18	35751969	35752469	11
chr18	35771183	35771807	1
chr18	35771884	35772384	1
chr18	35799591	35800091	1
chr18	35814824	35815324	3
chr18	35815504	35816447	4
chr18	35829146	35830142	1
chr18	35830884	35831384	1
chr18	35831647	35832147	1
chr18	35832323	35832823	1
chr18	35839175	35839675	7
chr18	35840049	35840549	4
chr18	35841626	35842126	4
chr18	35848145	35848645	5
chr18	35851296	35851796	5
chr18	35854364	35854864	1
chr18	35855451	35855951	2
chr18	35858951	35859451	3
chr18	35862000	35862500	1
chr18	35862569	35863069	1
chr18	35865063	35865870	2
chr18	35867793	35868293	2
chr18	35873384	35873884	1
chr18	35874063	35874563	1
chr18	35878804	35879304	1
chr18	35887647	35888147	1
chr18	35889010	35889510	3
chr18	35889837	35890587	1
chr18	35912881	35913474	1
chr18	35916802	35917302	2
chr18	35919029	35919529	3
chr18	35919876	35920376	3
chr18	35923044	35923544	1
chr18	35932884	35933384	14
chr18	35933924	35934424	2
chr18	35939564	35940064	3
chr18	35959372	35959872	1
chr18	35964579	35965579	1
chr18	35975084	35976162	1
chr18	36122200	36122700	1
chr18	36125159	36125659	1
chr18	36150421	36150921	3
chr18	36151100	36151600	1
chr18	36172508	36173008	1
chr18	36177386	36177886	3
chr18	36195905	36196405	1
chr18	36197130	36197785	1
chr18	36280599	36281768	1
chr18	36286125	36287257	2
chr18	36287319	36287819	2
chr18	36298428	36298928	1
chr18	36320079	36320579	3
chr18	36328679	36329179	9
chr18	36330105	36330605	1
chr18	36342269	36342769	1
chr18	36348583	36349083	6
chr18	36454274	36454774	1
chr18	36507678	36508178	1
chr18	36513951	36514451	4
chr18	36515555	36516087	1
chr18	36521632	36522495	1
chr18	36525332	36525832	5
chr18	36527896	36528396	1
chr18	36529736	36530236	2
chr18	36559736	36560358	1
chr18	36647609	36648109	1
chr18	36663809	36664309	1
chr18	36670017	36670517	1
chr18	36670565	36671065	1
chr18	36678964	36679616	2
chr18	36695675	36696175	1
chr18	36726548	36727048	1
chr18	36734788	36735438	1
chr18	36739734	36740234	3
chr18	36744307	36744905	2
chr18	36759939	36760469	1
chr18	36763943	36764443	9
chr18	36765964	36766464	1
chr18	36782757	36783455	2
chr18	36793605	36794125	1
chr18	36801552	36802052	5
chr18	36929933	36930433	1
chr18	36938954	36939454	1
chr18	36945854	36946354	1
chr18	36952397	36952990	2
chr18	36960189	36960689	1
chr18	36967380	36967880	1
chr18	36969665	36970165	1
chr18	36973551	36974051	1
chr18	36974134	36974634	1
chr18	36975690	36976190	1
chr18	36992120	36992620	1
chr18	36992682	36993182	1
chr18	36997629	36998129	1
chr18	37004952	37005781	1
chr18	37010586	37011086	2
chr18	37019898	37020398	1
chr18	37089651	37090262	1
chr18	37143252	37143769	1
chr18	37143975	37144475	1
chr18	37148133	37148633	1
chr18	37150387	37150887	2
chr18	37172172	37172672	1
chr18	37178272	37178772	1
chr18	37217928	37218428	32
chr18	37264687	37265187	1
chr18	37294561	37295061	1
chr18	37300548	37301048	1
chr18	37307204	37307704	1
chr18	37320130	37320630	1
chr18	37333670	37334170	1
chr18	37341451	37341951	1
chr18	37354870	37355370	1
chr18	37400604	37401104	1
chr18	37411413	37411913	1
chr18	37421167	37421667	1
chr18	37435370	37435870	1
chr18	37442249	37442749	1
chr18	37447405	37447905	1
chr18	37473237	37473789	1
chr18	37477563	37478063	1
chr18	37484544	37485044	1
chr18	37489214	37489714	1
chr18	37496740	37497240	1
chr18	37504013	37504582	1
chr18	37513370	37513870	1
chr18	37517620	37518120	1
chr18	37618655	37619155	1
chr18	37638473	37638973	1
chr18	37643954	37644454	1
chr18	37655200	37656038	1
chr18	37661542	37662042	1
chr18	37668643	37669202	1
chr18	37674056	37674714	1
chr18	37679982	37680767	1
chr18	37684959	37685580	1
chr18	37689577	37690097	1
chr18	37694129	37694629	1
chr18	37706788	37707698	1
chr18	37714513	37715114	1
chr18	37720118	37720618	1
chr18	37725455	37726223	1
chr18	37730758	37731258	1
chr18	37736652	37737185	1
chr18	37741843	37742444	1
chr18	37746742	37747242	1
chr18	37751349	37751992	1
chr18	37755480	37756324	1
chr18	37761511	37762011	5
chr18	37765329	37766219	1
chr18	37767992	37768555	1
chr18	37806063	37806613	1
chr18	37806938	37807438	6
chr18	37814828	37815409	1
chr18	37819123	37820207	1
chr18	37823628	37824128	1
chr18	37824185	37824685	1
chr18	37826154	37826654	2
chr18	37829614	37830114	3
chr18	37835201	37835701	11
chr18	37842641	37843141	6
chr18	37852264	37852764	48
chr18	37877146	37877646	59
chr18	37879991	37880491	56
chr18	37883416	37883916	38
chr18	37935226	37935794	1
chr18	37954766	37955520	2
chr18	37966288	37966788	3
chr18	37967487	37967987	3
chr18	37969503	37970024	1
chr18	37998719	37999219	1
chr18	38013882	38014382	4
chr18	38014803	38015303	1
chr18	38023278	38023778	1
chr18	38024048	38024548	1
chr18	38025000	38025943	6
chr18	38067925	38068425	4
chr18	38144704	38145204	11
chr18	38185018	38185518	1
chr18	38199993	38200493	1
chr18	38209521	38210021	1
chr18	38211605	38212303	1
chr18	38212598	38213098	18
chr18	38213795	38214295	5
chr18	38239196	38239696	8
chr18	38250004	38250815	2
chr18	38284152	38284786	2
chr18	38286543	38287043	4
chr18	38296577	38297077	16
chr18	38338487	38339253	1
chr18	38349950	38350450	2
chr18	38367181	38367681	2
chr18	38410145	38410645	1
chr18	38418884	38419384	2
chr18	38600934	38601982	2
chr18	38601998	38602498	1
chr18	38631479	38631979	3
chr18	38667356	38667856	7
chr18	38676467	38676967	1
chr18	38690596	38691096	3
chr18	38836800	38837300	1
chr18	38855581	38856081	2
chr18	38878540	38879040	10
chr18	38882021	38882521	2
chr18	38888424	38888924	2
chr18	38890202	38890702	2
chr18	38892207	38892707	1
chr18	38906244	38906744	4
chr18	38918023	38918988	2
chr18	38929222	38929802	1
chr18	38930311	38930811	6
chr18	38973349	38973849	1
chr18	38992802	38993302	3
chr18	39039224	39039724	3
chr18	39133145	39133645	1
chr18	39137388	39137888	1
chr18	39187745	39188245	5
chr18	39215131	39215631	7
chr18	39300177	39300677	9
chr18	39319086	39319586	2
chr18	39348515	39349015	3
chr18	39373423	39373923	6
chr18	39390840	39391340	10
chr18	39460769	39461269	1
chr18	39488944	39489444	2
chr18	39489589	39490089	2
chr18	39490162	39490662	1
chr18	39491339	39491839	3
chr18	39519171	39519671	1
chr18	39559436	39560413	2
chr18	39636155	39636655	1
chr18	39734709	39735209	1
chr18	39752966	39753466	3
chr18	39753530	39754030	2
chr18	39773246	39773746	1
chr18	39929124	39929734	1
chr18	39929895	39930395	1
chr18	40109483	40109983	1
chr18	40121568	40122068	1
chr18	40178612	40179112	1
chr18	40181334	40181834	1
chr18	40219179	40219718	1
chr18	40256711	40257211	1
chr18	40539535	40540035	1
chr18	40619798	40620298	3
chr18	40721253	40721753	1
chr18	41831012	41831512	1
chr18	41854226	41854726	1
chr18	41874584	41875084	1
chr18	41950992	41951492	1
chr18	41998799	41999299	1
chr18	42010910	42011410	1
chr18	42053416	42053916	1
chr18	42196459	42196959	1
chr18	42261927	42262444	1
chr18	42274947	42275602	2
chr18	42394288	42394788	1
chr18	42511184	42511736	1
chr18	42578918	42579902	1
chr18	42587090	42587590	1
chr18	42589375	42589875	4
chr18	42593083	42593583	1
chr18	42622209	42622709	1
chr18	42629601	42630101	1
chr18	42644643	42645143	1
chr18	42861479	42861979	2
chr18	42897746	42899105	10
chr18	42963631	42964131	4
chr18	43082877	43083377	1
chr18	43102272	43102772	1
chr18	43171024	43171524	1
chr18	43175605	43176105	1
chr18	43204006	43204506	1
chr18	43207326	43207832	1
chr18	43216519	43217019	1
chr18	43219598	43220098	1
chr18	43392784	43393284	3
chr18	43393380	43393880	9
chr18	43437882	43438548	1
chr18	43477546	43478058	1
chr18	43529630	43530130	1
chr18	43586795	43587295	1
chr18	43592195	43592695	9
chr18	43642725	43643225	4
chr18	43663367	43663867	18
chr18	43673863	43674363	1
chr18	43687387	43688023	1
chr18	43726963	43727463	2
chr18	43737307	43737807	1
chr18	43764038	43764538	1
chr18	43792628	43793128	1
chr18	43836312	43836812	1
chr18	43839845	43840345	1
chr18	43882493	43882993	1
chr18	43962984	43963484	1
chr18	44027618	44028118	1
chr18	44071142	44071642	1
chr18	44104156	44104656	1
chr18	44116012	44116512	1
chr18	44159635	44160135	1
chr18	44174824	44175324	1
chr18	44195927	44196427	1
chr18	44201013	44201513	1
chr18	44269876	44270376	1
chr18	44315456	44315956	1
chr18	44333823	44334323	1
chr18	44380251	44380751	1
chr18	44453429	44453929	1
chr18	44454279	44454779	7
chr18	44472880	44473380	9
chr18	44520179	44520679	25
chr18	44521547	44522047	21
chr18	44537477	44537977	6
chr18	44557902	44558402	5
chr18	44580155	44580655	1
chr18	44582110	44582610	1
chr18	44642307	44642807	4
chr18	44661044	44661544	5
chr18	44661860	44662360	11
chr18	44724382	44724882	4
chr18	44811932	44812525	1
chr18	44827495	44827995	1
chr18	44828412	44828912	11
chr18	45044611	45045111	1
chr18	45268090	45268590	1
chr18	45268609	45269262	1
chr18	45559053	45559553	6
chr18	45898628	45899128	12
chr18	46112855	46113355	1
chr18	46198137	46199121	1
chr18	46211591	46212091	1
chr18	46212350	46212857	1
chr18	46280439	46281243	1
chr18	46311678	46312250	1
chr18	46334060	46334560	1
chr18	46390019	46390519	3
chr18	46409439	46409939	28
chr18	46416516	46417016	1
chr18	46426878	46427378	1
chr18	46483878	46484378	6
chr18	46524971	46525471	9
chr18	46525721	46526319	1
chr18	46573933	46574783	1
chr18	46597285	46597950	2
chr18	46630556	46631056	1
chr18	46728090	46728645	1
chr18	46741330	46742125	2
chr18	46742150	46742650	1
chr18	46849787	46850287	1
chr18	46921564	46922064	1
chr18	46958565	46959165	1
chr18	47111888	47112388	1
chr18	47149742	47150242	2
chr18	47151257	47151757	2
chr18	47153938	47154438	1
