stripe_id	chr1	x1	x2	direction	logFC	FDR	body_genes	body_gene_count	se_hub_P60	se_hub_ENCODE	se_hub_any
stripe_358	chr14	123195001	123215000	gained	-0.1037	0.004573	Ggact,Pcca,Tmtc4,Zic2,Zic5	5	FALSE	FALSE	FALSE
stripe_359	chr14	123200001	123220000	lost	-0.1002	0.002787	Clybl,Ggact,Gpr183,Pcca,Timm8a2,Tm9sf2,Tmtc4,Zic2,Zic5	9	FALSE	FALSE	FALSE
stripe_360	chr15	4345001	4365000	lost	-0.0616	0.04517	C6,C7,Mroh2b,Plcxd3	4	FALSE	FALSE	FALSE
stripe_361	chr15	7460001	7480000	gained	0.1423	3.357e-4	Gdnf,Wdr70	2	FALSE	FALSE	FALSE
stripe_362	chr15	13165001	13185000	gained	0.105	0.006702	Cdh6	1	FALSE	FALSE	FALSE
stripe_363	chr15	24390001	24410000	gained	0.1401	5.078e-4	NA	0	FALSE	FALSE	FALSE
stripe_364	chr15	24575001	24595000	gained	0.0905	0.007532	Basp1,Myo10,Retreg1,Zfp622	4	FALSE	FALSE	FALSE
stripe_365	chr15	27810001	27830000	gained	0.0806	0.02228	Otulin,Otulinl	2	FALSE	FALSE	FALSE
stripe_366	chr15	29045001	29060000	lost	-0.1476	0.001599	Ctnnd2	1	FALSE	FALSE	FALSE
stripe_367	chr15	29560001	29580000	gained	-0.0826	0.007884	NA	0	FALSE	FALSE	FALSE
stripe_368	chr15	30375001	30395000	gained	0.0788	0.02717	NA	0	FALSE	FALSE	FALSE
stripe_369	chr15	30420001	30435000	gained	0.0954	0.0246	NA	0	FALSE	FALSE	FALSE
stripe_370	chr15	31140001	31160000	lost	0.0873	0.01138	NA	0	FALSE	FALSE	FALSE
stripe_371	chr15	31215001	31235000	gained	0.0824	0.01851	Dap	1	FALSE	FALSE	FALSE
stripe_372	chr15	32320001	32350000	gained	-0.0612	0.03363	Atpsckmt,Cct5,Sema5a,Tas2r119	4	FALSE	FALSE	FALSE
stripe_373	chr15	32420001	32440000	gained	-0.1097	0.006422	Sema5a,Tas2r119	2	FALSE	FALSE	FALSE
stripe_374	chr15	34820001	34840000	gained	0.1771	6.089e-5	Kcns2,Nipal2	2	FALSE	FALSE	FALSE
stripe_375	chr15	35065001	35085000	gained	0.0743	0.01779	Cox6c,Osr2,Rgs22,Stk3,Vps13b	5	FALSE	FALSE	FALSE
stripe_376	chr15	37320001	37345000	gained	0.1323	3.085e-4	Grhl2	1	FALSE	FALSE	FALSE
stripe_377	chr15	38915001	38935000	gained	0.1492	1.686e-4	Baalc,Cthrc1,Dcaf13,Dcstamp,Dpys,Fzd6,Lrp12,Rims2,Slc25a32	9	FALSE	FALSE	FALSE
stripe_378	chr15	38920001	38940000	gained	0.1082	0.002134	Atp6v1c1,Azin1,Baalc,Klf10,Odf1,Ubr5	6	FALSE	FALSE	FALSE
stripe_379	chr15	39370001	39390000	lost	-0.0686	0.03498	NA	0	FALSE	FALSE	FALSE
stripe_380	chr15	39655001	39675000	gained	-0.0883	0.006951	NA	0	FALSE	FALSE	FALSE
stripe_381	chr15	39720001	39740000	lost	-0.0642	0.03775	Rims2	1	TRUE	FALSE	TRUE
stripe_382	chr15	40270001	40290000	gained	-0.0902	0.009903	Zfpm2	1	FALSE	FALSE	FALSE
stripe_383	chr15	40275001	40290000	lost	-0.085	0.01861	Oxr1,Zfpm2	2	FALSE	FALSE	FALSE
stripe_384	chr15	40645001	40670000	lost	0.089	0.004463	Zfpm2	1	FALSE	FALSE	FALSE
stripe_385	chr15	44825001	44850000	gained	0.104	0.00507	Kcnv1	1	FALSE	FALSE	FALSE
stripe_386	chr15	58010001	58030000	lost	-0.0735	0.02269	Derl1,Fam83a,Tbc1d31,Zhx2	4	FALSE	FALSE	FALSE
stripe_387	chr15	58965001	58985000	gained	0.0613	0.04179	Mtss1,Nsmce2,Sqle,Washc5	4	FALSE	FALSE	FALSE
stripe_388	chr15	59260001	59285000	lost	0.0689	0.02547	Mtss1	1	FALSE	FALSE	FALSE
stripe_389	chr15	59265001	59300000	gained	0.0544	0.04363	Mtss1,Tatdn1	2	FALSE	FALSE	FALSE
stripe_390	chr15	62700001	62720000	gained	0.0917	0.01063	Myc	1	FALSE	FALSE	FALSE
stripe_391	chr15	63100001	63125000	gained	0.131	1.742e-4	Myc	1	FALSE	FALSE	FALSE
stripe_392	chr15	63650001	63670000	gained	0.1178	0.005833	NA	0	FALSE	FALSE	FALSE
stripe_393	chr15	64905001	64925000	gained	0.1299	2.683e-4	Adcy8,Efr3a	2	FALSE	FALSE	FALSE
stripe_394	chr15	66430001	66450000	gained	0.187	4.672e-5	Kcnq3	1	FALSE	FALSE	FALSE
stripe_395	chr15	68420001	68440000	gained	0.227	4.126e-5	Khdrbs3	1	FALSE	FALSE	FALSE
stripe_396	chr15	68915001	68940000	gained	0.2122	8.818e-6	Khdrbs3	1	FALSE	FALSE	FALSE
stripe_397	chr15	73810001	73840000	gained	0.1938	4.777e-6	Mroh5	1	FALSE	FALSE	FALSE
stripe_398	chr15	74255001	74275000	lost	0.1591	1.354e-4	Mroh5,Ndufb4c	2	FALSE	FALSE	FALSE
stripe_399	chr15	74310001	74330000	lost	0.1947	4.405e-5	Dennd3,Gpr20,Mroh5,Ndufb4c,Ptk2,Ptp4a3,Slc45a4	7	FALSE	FALSE	FALSE
stripe_400	chr15	74310001	74340000	gained	0.1983	1.057e-5	Dennd3,Gpr20,Mroh5,Ndufb4c,Ptk2,Ptp4a3,Slc45a4	7	FALSE	FALSE	FALSE
stripe_401	chr15	74440001	74460000	gained	0.1814	1.281e-4	Ago2,Dennd3,Gpr20,Mroh5,Ndufb4c,Ptk2,Ptp4a3,Slc45a4	8	FALSE	FALSE	FALSE
stripe_402	chr15	74500001	74520000	lost	0.1511	7.373e-5	Adgrb1,Mroh5,Ndufb4c	3	FALSE	FALSE	FALSE
stripe_403	chr15	78850001	78880000	lost	0.1201	2.933e-4	Apol8,C1qtnf6,Cacng2,Card10,Cdc42ep1,Cimip4,Csf2rb,Csf2rb2,Cyth4,Eif3d,Elfn2,Foxred2,Gga1,Ift27,Il2rb,Kctd17,Lgals2,Mfng,Mpst,Myh9,Ncf4,Pvalb,Rac2,Sstr3,Tmprss6,Tst,Txn2	27	FALSE	FALSE	FALSE
stripe_404	chr15	79375001	79395000	lost	0.0782	0.0217	Cby1,Csnk1e,Ddx17,Dmc1,Fam227a,Kcnj4,Kdelr3,Tmem184b,Tomm22	9	FALSE	FALSE	FALSE
stripe_405	chr15	79520001	79540000	lost	0.057	0.04993	1700088E04Rik,Ankrd54,Baiap2l2,Csnk1e,Eif3l,Galr3,Gcat,Gga1,H1f0,Kcnj4,Kdelr3,Lgals1,Lgals2,Maff,Micall1,Nol12,Pdxp,Pick1,Pla2g6,Polr2f,Sh3bp1,Slc16a8,Sox10,Tmem184b,Triobp	25	FALSE	FALSE	FALSE
stripe_406	chr15	82795001	82815000	gained	0.0581	0.04545	A4galt,Arfgap3,Cyb5r3,Nfam1,Poldip3,Rrp7a,Serhl,Tcf20	8	FALSE	FALSE	FALSE
stripe_407	chr15	82910001	82930000	lost	0.1964	1.057e-5	Cyb5r3,Nfam1,Poldip3,Rrp7a,Serhl,Tcf20	6	FALSE	FALSE	FALSE
stripe_408	chr15	83025001	83050000	gained	0.1547	8.482e-5	Nfam1,Tcf20	2	FALSE	FALSE	FALSE
stripe_409	chr15	83975001	83995000	gained	0.1384	0.00152	NA	0	FALSE	FALSE	FALSE
stripe_410	chr15	84045001	84075000	gained	0.1606	4.126e-5	Efcab6,Mpped1,Scube1	3	FALSE	FALSE	FALSE
stripe_411	chr15	85140001	85160000	gained	0.2573	3.258e-5	7530416G11Rik,Atxn10,Fbln1,Wnt7b	4	FALSE	FALSE	FALSE
stripe_412	chr15	86435001	86460000	gained	0.058	0.03919	NA	0	FALSE	FALSE	FALSE
stripe_413	chr15	86790001	86810000	gained	0.0958	0.006059	Tafa5	1	FALSE	FALSE	FALSE
stripe_414	chr15	86850001	86870000	lost	0.0811	0.02462	Tafa5	1	FALSE	FALSE	FALSE
stripe_415	chr15	86885001	86905000	gained	0.1241	8.979e-4	NA	0	FALSE	FALSE	FALSE
stripe_416	chr15	87080001	87110000	gained	0.1127	0.002036	NA	0	FALSE	FALSE	FALSE
stripe_417	chr15	87260001	87280000	gained	0.087	0.008489	NA	0	FALSE	FALSE	FALSE
stripe_418	chr15	87310001	87335000	lost	0.088	0.004138	NA	0	FALSE	FALSE	FALSE
stripe_419	chr15	87310001	87335000	gained	0.0897	0.003409	NA	0	FALSE	FALSE	FALSE
stripe_420	chr15	87375001	87395000	gained	0.0945	0.005894	Tafa5	1	FALSE	FALSE	FALSE
stripe_421	chr15	88290001	88320000	gained	0.0717	0.01281	Zdhhc25	1	FALSE	FALSE	FALSE
stripe_422	chr15	94880001	94900000	lost	-0.1407	4.006e-4	NA	0	FALSE	FALSE	FALSE
stripe_423	chr15	101325001	101350000	gained	0.1556	5.85e-5	Gm5414,Krt1,Krt2,Krt4,Krt5,Krt6a,Krt6b,Krt7,Krt71,Krt72,Krt73,Krt75,Krt76,Krt77,Krt78,Krt79,Krt80,Krt81,Krt82,Krt83,Krt84,Krt86,Krt87,Krt88,Krt90	25	FALSE	FALSE	FALSE
stripe_424	chr15	101520001	101535000	gained	0.1835	2.268e-4	Eif4b,Gm5414,Igfbp6,Krt1,Krt18,Krt2,Krt4,Krt5,Krt6a,Krt6b,Krt71,Krt72,Krt73,Krt75,Krt76,Krt77,Krt78,Krt79,Krt8,Krt82,Krt84,Krt90,Soat2,Spryd3,Tns2	25	FALSE	FALSE	FALSE
stripe_425	chr15	101740001	101770000	gained	0.1508	1.354e-4	Gm5414,Krt5,Krt6a,Krt6b,Krt7,Krt71,Krt75,Krt80,Krt81,Krt82,Krt83,Krt84,Krt86,Krt87,Krt88,Krt90	16	FALSE	FALSE	FALSE
stripe_426	chr15	102040001	102055000	lost	0.1379	9.859e-4	Atg101,Gm5414,Krt1,Krt18,Krt2,Krt4,Krt5,Krt6a,Krt6b,Krt7,Krt71,Krt72,Krt73,Krt75,Krt76,Krt77,Krt78,Krt79,Krt8,Krt80,Krt81,Krt82,Krt83,Krt84,Krt86,Krt87,Krt88,Krt90,Nr4a1,Smim41,Tamalin	31	FALSE	FALSE	FALSE
stripe_427	chr15	103005001	103025000	gained	0.1125	0.001968	Cbx5,Copz1,Gpr84,Hnrnpa1,Hoxc4,Itga5,Nfe2,Smug1,Zfp385a	9	FALSE	FALSE	FALSE
stripe_428	chr16	5300001	5320000	gained	0.1202	0.001053	Rbfox1	1	FALSE	FALSE	FALSE
stripe_429	chr16	5650001	5675000	gained	0.0785	0.007106	Rbfox1	1	FALSE	FALSE	FALSE
stripe_430	chr16	7770001	7790000	gained	0.0903	0.02572	NA	0	FALSE	FALSE	FALSE
stripe_431	chr16	7870001	7890000	gained	0.0646	0.04308	Tmem114	1	FALSE	FALSE	FALSE
stripe_432	chr16	7920001	7940000	gained	0.1077	0.002048	NA	0	FALSE	FALSE	FALSE
stripe_433	chr16	8175001	8195000	gained	0.1054	0.001811	NA	0	FALSE	FALSE	FALSE
stripe_434	chr16	8325001	8345000	gained	0.1753	5.237e-5	NA	0	FALSE	FALSE	FALSE
stripe_435	chr16	24480001	24495000	lost	-0.0884	0.0269	Lpp	1	TRUE	FALSE	TRUE
stripe_436	chr16	24925001	24945000	lost	-0.0716	0.02565	Lpp	1	FALSE	FALSE	FALSE
stripe_437	chr16	24925001	24945000	gained	-0.0714	0.02668	Lpp	1	FALSE	FALSE	FALSE
stripe_438	chr16	30965001	30990000	gained	0.0827	0.008502	Fam43a,Lsg1,Tmem44	3	FALSE	FALSE	FALSE
stripe_439	chr16	31860001	31880000	lost	-0.0727	0.0183	Dlg1,Gm536,Meltf	3	FALSE	FALSE	FALSE
stripe_440	chr16	33820001	33840000	gained	-0.134	3.412e-4	Itgb5,Umps	2	FALSE	FALSE	FALSE
stripe_441	chr16	34555001	34575000	gained	0.0801	0.01374	Heg1,Itgb5,Kalrn,Muc13,Umps	5	FALSE	FALSE	FALSE
stripe_442	chr16	36870001	36890000	lost	-0.1541	2.528e-4	Btnl12,Eaf2,Fbxo40,Fstl1,Golgb1,Gpr156,Gsk3b,Gtf2e1,Hcls1,Hgd,Lrrc58,Ndufb4,Polq,Rabl3,Stxbp5l	15	FALSE	FALSE	FALSE
stripe_443	chr16	37075001	37095000	lost	-0.1384	3.112e-4	Adprh,Btnl12,Cd80,Cfap91,Cox17,Fstl1,Gpr156,Gsk3b,Gtf2e1,Hgd,Lrrc58,Ndufb4,Nr1i2,Pla1a,Popdc2,Rabl3,Stxbp5l	17	FALSE	FALSE	FALSE
stripe_444	chr16	37435001	37460000	lost	-0.141	1.886e-4	Gtf2e1,Hgd,Ndufb4,Rabl3	4	TRUE	FALSE	TRUE
stripe_445	chr16	37525001	37555000	lost	-0.1324	1.899e-4	Gtf2e1,Rabl3,Stxbp5l	3	FALSE	FALSE	FALSE
stripe_446	chr16	37530001	37550000	gained	-0.1264	5.796e-4	Gtf2e1,Rabl3,Stxbp5l	3	FALSE	FALSE	FALSE
stripe_447	chr16	37640001	37655000	lost	-0.1628	8.02e-5	Gtf2e1,Hgd,Ndufb4,Polq,Rabl3,Stxbp5l	6	FALSE	FALSE	FALSE
stripe_448	chr16	37640001	37660000	gained	-0.1648	5.113e-5	Gtf2e1,Hgd,Ndufb4,Rabl3,Stxbp5l	5	FALSE	FALSE	FALSE
stripe_449	chr16	41715001	41750000	lost	-0.1526	6.701e-5	NA	0	TRUE	FALSE	TRUE
stripe_450	chr16	41815001	41840000	lost	-0.2112	1.057e-5	NA	0	FALSE	FALSE	FALSE
stripe_451	chr16	42865001	42885000	lost	0.1703	8.641e-5	Gap43,Zbtb20	2	FALSE	FALSE	FALSE
stripe_452	chr16	42865001	42885000	lost	-0.2478	9.067e-7	Atp6v1a,Ccdc191,Drd3,Gramd1c,Naa50,Qtrt2,Sidt1,Spice1,Tigit,Usf3,Zbtb20,Zdhhc23	12	FALSE	FALSE	FALSE
stripe_453	chr16	42905001	42925000	gained	-0.304	3.163e-7	NA	0	FALSE	FALSE	FALSE
stripe_454	chr16	43065001	43085000	lost	-0.1134	0.002225	Gap43,Zbtb20	2	FALSE	FALSE	FALSE
stripe_455	chr16	43065001	43085000	gained	-0.1155	0.001961	Gap43,Zbtb20	2	FALSE	FALSE	FALSE
stripe_456	chr16	43065001	43085000	gained	-0.1631	1.014e-4	NA	0	FALSE	FALSE	FALSE
stripe_457	chr16	43255001	43275000	lost	-0.1372	0.00152	NA	0	FALSE	FALSE	FALSE
stripe_458	chr16	43260001	43275000	lost	-0.1626	3.94e-4	Zbtb20	1	FALSE	FALSE	FALSE
stripe_459	chr16	43585001	43605000	lost	-0.1525	5.404e-5	Zbtb20	1	FALSE	FALSE	FALSE
stripe_460	chr16	43590001	43610000	gained	-0.1263	3.434e-4	Zbtb20	1	FALSE	FALSE	FALSE
stripe_461	chr16	51885001	51915000	lost	-0.0768	0.02283	Cblb	1	FALSE	FALSE	FALSE
stripe_462	chr16	56700001	56720000	lost	-0.2108	1.503e-5	Abi3bp,Cep97,Impg2,Nfkbiz,Nxpe3,Pcnp,Rpl24,Senp7,Tfg,Trmt10c,Zbtb11	11	FALSE	FALSE	FALSE
stripe_463	chr16	63080001	63100000	lost	-0.0631	0.03778	Epha3	1	FALSE	FALSE	FALSE
stripe_464	chr16	63855001	63875000	lost	-0.2004	2.033e-4	Epha3	1	FALSE	FALSE	FALSE
stripe_465	chr16	78140001	78160000	lost	-0.1462	2.801e-4	NA	0	FALSE	FALSE	FALSE
stripe_466	chr16	78195001	78215000	lost	0.1292	0.001317	Cxadr	1	FALSE	FALSE	FALSE
stripe_467	chr16	79440001	79460000	gained	0.105	0.004042	NA	0	FALSE	FALSE	FALSE
stripe_468	chr16	79700001	79720000	gained	0.1315	4.257e-4	NA	0	FALSE	FALSE	FALSE
stripe_469	chr16	91990001	92005000	gained	0.1107	0.005201	Fam243,Kcne1,Kcne2,Mrps6,Slc5a3,Smim11	6	FALSE	FALSE	FALSE
stripe_470	chr16	95340001	95375000	gained	0.1118	5.593e-4	Erg,Ets2	2	FALSE	FALSE	FALSE
stripe_471	chr16	95605001	95625000	lost	0.0903	0.006548	Erg,Kcnj15,Kcnj6	3	FALSE	FALSE	FALSE
stripe_472	chr16	96450001	96470000	gained	0.0828	0.01835	Pcp4	1	FALSE	FALSE	FALSE
stripe_473	chr16	96660001	96680000	lost	0.089	0.01996	Igsf5,Itgb2l,Pcp4	3	FALSE	FALSE	FALSE
stripe_474	chr16	96835001	96860000	gained	0.1412	2.847e-4	Dscam	1	FALSE	FALSE	FALSE
stripe_475	chr16	96995001	97020000	gained	0.1294	0.005367	NA	0	FALSE	FALSE	FALSE
stripe_476	chr16	97420001	97440000	gained	0.0937	0.008018	B3galt5,Bace2,Dscam,Get1,Hmgn1,Igsf5,Itgb2l,Lca5l,Pcp4,Sh3bgr	10	FALSE	FALSE	FALSE
stripe_477	chr17	10805001	10830000	gained	-0.1259	3.984e-4	Pacrg,Prkn	2	FALSE	FALSE	FALSE
stripe_478	chr17	11015001	11040000	lost	-0.1759	6.321e-5	Pacrg,Prkn	2	FALSE	FALSE	FALSE
stripe_479	chr17	11525001	11550000	lost	-0.0995	0.002194	Pacrg,Prkn	2	FALSE	FALSE	FALSE
stripe_480	chr17	11525001	11545000	gained	-0.098	0.002882	Pacrg,Prkn	2	FALSE	FALSE	FALSE
stripe_481	chr17	14545001	14565000	gained	0.1115	0.01068	Thbs2	1	FALSE	FALSE	FALSE
stripe_482	chr17	15455001	15475000	gained	0.2098	2.536e-5	Dll1,Fam120b	2	FALSE	FALSE	FALSE
stripe_483	chr17	25455001	25475000	gained	0.0875	0.01107	Baiap3,Cacna1h,Ccdc154,Clcn7,Cramp1,Gnptg,Ift140,Jpt2,Mapk8ip3,Percc1,Prss28,Prss29,Prss34,Ptx4,Tekt4,Telo2,Tmem204,Tpsab1,Tpsb2,Tpsg1,Tsr3,Ube2i,Unkl,Uqcc4	24	FALSE	FALSE	FALSE
stripe_484	chr17	26265001	26290000	gained	0.0653	0.02698	Atp6v0e,Crebrf,Dusp1,Ergic1,Neurl1b	5	FALSE	FALSE	FALSE
stripe_485	chr17	29155001	29180000	lost	0.0634	0.0259	Bnip5,Brpf3,Cdkn1a,Kctd20,Pnpla1,Pxt1,Rab44,Srsf3,Stk38	9	FALSE	FALSE	FALSE
stripe_486	chr17	30800001	30820000	gained	0.0672	0.04517	Dnah8,Glo1,Mdga1,Zfand3	4	FALSE	FALSE	FALSE
stripe_487	chr17	32120001	32140000	gained	0.1019	0.007676	Akap8,Akap8l,Brd4,Ephx3,Notch3	5	FALSE	FALSE	FALSE
stripe_488	chr17	33340001	33360000	lost	-0.0626	0.03849	Akap8,Akap8l,Cyp4f13,Cyp4f14,Cyp4f15,Cyp4f16,Cyp4f17,Cyp4f37,Cyp4f39,Cyp4f40,Morc2b,Or10h1,Or10h1b,Or10h28,Or10h5,Pglyrp2,Rasal3,Wiz,Zfp472,Zfp563,Zfp763,Zfp799,Zfp81,Zfp811,Zfp870,Zfp871,Zfp952,Zfp955a,Zfp955b	29	FALSE	FALSE	FALSE
stripe_489	chr17	33425001	33445000	lost	-0.0654	0.02808	Actl9,Adamts10,Angptl4,Hnrnpm,Kank3,Marchf2,Myo1f,Ndufa7,Pram1,Rab11b,Rps28,Zfp414	12	FALSE	FALSE	FALSE
stripe_490	chr17	34240001	34265000	gained	0.0592	0.04056	Ager,Agpat1,Atf6b,Btnl1,Btnl2,Btnl4,Btnl6,Egfl8,Fkbpl,Gpsm3,H2-Aa,H2-Ab1,H2-Ea,H2-Eb1,H2-Eb2,Notch4,Pbx2,Ppt2,Prrt1,Rnf5,Tnxb,Tsbp1	22	FALSE	FALSE	FALSE
stripe_491	chr17	42185001	42205000	lost	-0.1412	0.001622	Ptchd4	1	FALSE	FALSE	FALSE
stripe_492	chr17	43225001	43250000	gained	0.0941	0.01173	Cd2ap,Tnfrsf21	2	FALSE	FALSE	FALSE
stripe_493	chr17	43260001	43280000	lost	0.0771	0.04074	Adgrf1,Adgrf5,Ankrd66,Mep1a,Pla2g7,Tdrd6	6	FALSE	FALSE	FALSE
stripe_494	chr17	48265001	48290000	lost	-0.1668	1.073e-4	Apobec2,Lrfn2,Nfya,Oard1,Trem2,Trem6l,Treml1,Treml2,Tspo2,Unc5cl	10	FALSE	FALSE	FALSE
stripe_495	chr17	48405001	48425000	lost	-0.2535	3.752e-6	Apobec2,Lrfn2,Mocs1,Nfya,Oard1,Tspo2,Unc5cl	7	FALSE	FALSE	FALSE
stripe_496	chr17	53825001	53845000	lost	-0.0992	0.01756	Kat2b,Pp2d1,Sgo1	3	FALSE	FALSE	FALSE
stripe_497	chr17	67870001	67885000	gained	0.1282	0.005955	Arhgap28,L3mbtl4	2	FALSE	FALSE	FALSE
stripe_498	chr17	71655001	71675000	gained	0.0821	0.0155	Alk,Clip4,Pcare,Togaram2,Ypel5	5	FALSE	FALSE	FALSE
stripe_499	chr17	71950001	71970000	gained	0.0709	0.02595	NA	0	FALSE	FALSE	FALSE
stripe_500	chr17	72590001	72610000	gained	0.0724	0.02225	Alk,Clip4,Ndc80,Pcare,Spdya,Togaram2,Wdr43	7	FALSE	FALSE	FALSE
stripe_501	chr17	78430001	78455000	lost	-0.1333	4.67e-4	Crim1,Fez2	2	FALSE	FALSE	FALSE
stripe_502	chr17	84365001	84395000	lost	-0.1293	3.647e-4	Zfp36l2	1	FALSE	FALSE	FALSE
stripe_503	chr17	84940001	84960000	lost	0.1047	0.01177	Ppm1b	1	FALSE	FALSE	FALSE
stripe_504	chr17	88505001	88525000	lost	-0.0997	0.002338	Fbxo11,Foxn2,Gm4832,Kcnk12,Msh6	5	TRUE	FALSE	TRUE
stripe_505	chr17	90195001	90220000	gained	0.0673	0.03387	NA	0	FALSE	FALSE	FALSE
stripe_506	chr18	5320001	5340000	gained	0.1011	0.003711	Zeb1,Zfp438	2	FALSE	FALSE	FALSE
stripe_507	chr18	20040001	20060000	lost	-0.0736	0.02968	B4galt6,Dsc1,Dsc2,Dsg1a,Dsg1b,Dsg1c,Dsg2,Dsg3,Dsg4,Mep1b,Rnf125,Rnf138,Trappc8,Ttr	14	FALSE	FALSE	FALSE
stripe_508	chr18	26075001	26100000	lost	-0.0861	0.01114	Celf4	1	FALSE	FALSE	FALSE
stripe_509	chr18	26075001	26100000	gained	-0.0861	0.01179	Celf4	1	FALSE	FALSE	FALSE
stripe_510	chr18	30810001	30830000	lost	-0.2039	8.529e-6	Rit2,Sap130,Slc25a46,Syt4	4	FALSE	FALSE	FALSE
stripe_511	chr18	31085001	31105000	lost	-0.1307	9.033e-4	NA	0	FALSE	FALSE	FALSE
stripe_512	chr18	34215001	34235000	lost	0.1446	5.259e-4	Apc,Epb41l4a,Nrep,Stard4	4	FALSE	FALSE	FALSE
stripe_513	chr18	35205001	35230000	lost	-0.0609	0.03064	Cxxc5,Dnajc18,Ecscr,Lrrtm2,Matr3,Mzb1,Paip2,Prob1,Sil1,Slc23a1,Smim33,Spata24,Sting1,Ube2d2a	14	FALSE	FALSE	FALSE
stripe_514	chr18	39085001	39105000	gained	-0.1491	8.482e-5	Arhgap26,Fgf1,Gm19774,Gm5820,Gnpda1,Ndfip1,Pcdh12,Rnf14,Spry4	9	TRUE	FALSE	TRUE
stripe_515	chr18	39375001	39395000	lost	-0.0617	0.04151	Arap3,Arhgap26,Dele1,Diaph1,Fchsd1,Fgf1,Gm19774,Gm5820,Gnpda1,Hdac3,Ndfip1,Pcdh1,Pcdh12,Pcdhgc3,Pcdhgc4,Pcdhgc5,Rell2,Rnf14,Spry4	19	TRUE	FALSE	TRUE
stripe_516	chr18	39460001	39485000	lost	-0.099	0.001869	NA	0	FALSE	FALSE	FALSE
stripe_517	chr18	41995001	42025000	gained	0.0764	0.03277	Grxcr2,Prelid2	2	FALSE	FALSE	FALSE
stripe_518	chr18	42590001	42610000	lost	0.0945	0.03919	Ppp2r2b	1	FALSE	FALSE	FALSE
stripe_519	chr18	43155001	43180000	gained	0.1481	2.226e-4	Gpr151,Ppp2r2b	2	FALSE	FALSE	FALSE
stripe_520	chr18	45650001	45670000	gained	0.2025	2.798e-5	Trim36	1	FALSE	FALSE	FALSE
stripe_521	chr18	45655001	45675000	lost	0.1968	1.848e-5	Ccdc112,Pggt1b,Trim36	3	FALSE	FALSE	FALSE
stripe_522	chr18	47995001	48015000	lost	-0.0638	0.03378	Eno1b	1	FALSE	FALSE	FALSE
stripe_523	chr18	48400001	48420000	lost	-0.0896	0.01155	Eno1b,Sema6a	2	FALSE	FALSE	FALSE
stripe_524	chr18	57560001	57580000	gained	-0.0789	0.007707	Slc12a2	1	FALSE	FALSE	FALSE
stripe_525	chr18	57875001	57895000	gained	-0.1131	9.128e-4	Ccdc192,Slc12a2	2	FALSE	FALSE	FALSE
stripe_526	chr18	57880001	57900000	lost	-0.1068	0.002011	Slc12a2	1	FALSE	FALSE	FALSE
stripe_527	chr18	60545001	60565000	lost	-0.0737	0.02385	Ablim3,Afap1l1,Arhgef37,Arsi,Camk2a,Cd74,Cdx1,Csf1r,Csnk1a1,Grpel2,Hmgxb3,Il17b,Myoz3,Ndst1,Pcyox1l,Pde6a,Pdgfrb,Ppargc1b,Rbm22,Rps14,Sh3tc2,Slc26a2,Slc6a7,Synpo,Tcof1	25	FALSE	FALSE	FALSE
stripe_528	chr18	61060001	61080000	gained	0.0901	0.01736	Arsi,Camk2a,Cd74,Cdx1,Ndst1,Pdgfrb,Rps14,Slc6a7,Tcof1	9	FALSE	FALSE	FALSE
stripe_529	chr18	63125001	63145000	gained	0.1476	2.569e-4	Piezo2,Txnl1,Wdr7	3	FALSE	FALSE	FALSE
stripe_530	chr18	64470001	64490000	lost	0.1076	0.002052	Onecut2,St8sia3	2	FALSE	FALSE	FALSE
stripe_531	chr18	65940001	65960000	lost	0.073	0.0384	Ccbe1,Cplx4,Lman1,Pmaip1	4	FALSE	FALSE	FALSE
stripe_532	chr18	68560001	68580000	lost	-0.1052	0.002271	Tcf4	1	FALSE	FALSE	FALSE
stripe_533	chr18	68560001	68580000	gained	-0.1051	0.002244	Tcf4	1	FALSE	FALSE	FALSE
stripe_534	chr18	68795001	68830000	lost	-0.0656	0.01326	Tcf4	1	FALSE	FALSE	FALSE
stripe_535	chr18	69010001	69025000	lost	-0.1218	0.004435	Tcf4	1	FALSE	FALSE	FALSE
stripe_536	chr18	74950001	74970000	gained	0.1828	3.625e-4	Acaa2,Lipg	2	FALSE	FALSE	FALSE
stripe_537	chr18	76045001	76070000	gained	0.1291	6.381e-4	BC031181,Ctif,Dym,Lipg,Rpl17,Smad7,Zbtb7c	7	FALSE	FALSE	FALSE
stripe_538	chr18	76050001	76070000	lost	0.129	8.803e-4	Acaa2,BC031181,Ctif,Dym,Lipg,Rpl17,Smad7,Zbtb7c	8	FALSE	FALSE	FALSE
stripe_539	chr18	77725001	77745000	gained	0.1556	2.175e-4	Ark2c,Ark2n,Loxhd1,St8sia5	4	FALSE	FALSE	FALSE
stripe_540	chr18	78475001	78500000	gained	0.1211	8.788e-4	Slc14a2	1	FALSE	FALSE	FALSE
stripe_541	chr18	78480001	78500000	lost	0.0863	0.01009	Setbp1,Slc14a2	2	FALSE	FALSE	FALSE
stripe_542	chr18	82400001	82420000	gained	0.0832	0.02664	Galr1	1	FALSE	FALSE	FALSE
