gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Man2a1	DEG_down	P60	2	1642524	1713782.25
Man2a2	invariant	ChromHMM_ActiveEnhancer	65	6225	1557275
Man2a2	invariant	K27ac_ChIP	61	307.5	850284
Man2a2	invariant	P60	5	272368	1798519
Man2c1	invariant	ChromHMM_ActiveEnhancer	36	286810	972860
Man2c1	invariant	K27ac_ChIP	74	476.5	757473
Man2c1	invariant	P60	4	814065.5	1120538
Manba	DEG_down	ChromHMM_ActiveEnhancer	105	15311	1274689
Manba	DEG_down	K27ac_ChIP	27	71	1304948
Manba	DEG_down	P60	2	1224791	1423460
Maneal	invariant	ChromHMM_ActiveEnhancer	15	774929	1388629
Maneal	invariant	K27ac_ChIP	45	245	1340278.5
Maneal	invariant	P60	3	1191856.5	1257407
Maob	invariant	ChromHMM_ActiveEnhancer	30	73234	1404834
Maob	invariant	K27ac_ChIP	6	93944.5	628290
Map10	invariant	ChromHMM_ActiveEnhancer	91	27618	751618
Map10	invariant	K27ac_ChIP	82	87066	782293.75
Map10	invariant	P60	9	298705	920326.5
Map1b	invariant	ChromHMM_ActiveEnhancer	86	10840	681140
Map1b	invariant	K27ac_ChIP	27	754.5	499182.5
Map1b	invariant	P60	2	1707852	1840766.75
Map1s	invariant	ChromHMM_ActiveEnhancer	62	25832	663668
Map1s	invariant	ENCODE	1	490666	490666
Map1s	invariant	K27ac_ChIP	88	25412.5	678957
Map1s	invariant	P60	4	202863.5	401783.25
Map2k2	invariant	ChromHMM_ActiveEnhancer	36	78315	1122465
Map2k2	invariant	ENCODE	1	311207	311207
Map2k2	invariant	K27ac_ChIP	123	859.5	688263.5
Map2k2	invariant	P60	9	45241	330155.5
Map2k3	invariant	ChromHMM_ActiveEnhancer	19	49067	722733
Map2k3	invariant	K27ac_ChIP	82	92.5	789093.25
Map2k3	invariant	P60	7	124786	615540.5
Map2k5	DEG_down	ChromHMM_ActiveEnhancer	26	42998	1149300
Map2k5	DEG_down	ENCODE	2	842298	881655.5
Map2k5	DEG_down	K27ac_ChIP	57	130.5	1008184
Map2k5	DEG_down	P60	5	889916	1021406.5
Map2k6	DEG_down	ChromHMM_ActiveEnhancer	20	68722	875322
Map2k6	DEG_down	K27ac_ChIP	23	62057	1071838.5
Map3k10	invariant	ChromHMM_ActiveEnhancer	10	358398	1386602
Map3k10	invariant	ENCODE	1	61860.5	61860.5
Map3k10	invariant	K27ac_ChIP	59	405.5	888389
Map3k10	invariant	P60	3	68518.5	1242423
Map3k12	invariant	ChromHMM_ActiveEnhancer	27	88164	863764
Map3k12	invariant	K27ac_ChIP	46	484	739639.75
Map3k12	invariant	P60	1	1617549	1617549
Map3k19	invariant	ChromHMM_ActiveEnhancer	56	187931	347081
Map3k19	invariant	K27ac_ChIP	8	80569	367751.75
Map3k20	invariant	ChromHMM_ActiveEnhancer	52	109437	347837
Map3k20	invariant	K27ac_ChIP	24	145053.5	1087099
Map3k20	invariant	P60	1	278115	278115
Map3k4	invariant	ChromHMM_ActiveEnhancer	69	17696	1002996
Map3k4	invariant	ENCODE	1	1233104	1233104
Map3k4	invariant	K27ac_ChIP	45	8	1160641.5
Map3k7	invariant	ChromHMM_ActiveEnhancer	91	57403	1103703
Map3k7	invariant	K27ac_ChIP	26	122	1254454
Map3k7	invariant	P60	1	1950263	1950263
Map3k8	DEG_down	ChromHMM_ActiveEnhancer	21	1685	1074685
Map3k8	DEG_down	K27ac_ChIP	17	48	1240883.5
Map3k9	invariant	ChromHMM_ActiveEnhancer	75	24575	1011275
Map3k9	invariant	K27ac_ChIP	55	719.5	1329311.5
Map3k9	invariant	P60	4	949296.5	1472566.75
Map4k1	invariant	ChromHMM_ActiveEnhancer	10	201750	416700
Map4k1	invariant	ENCODE	1	1369312.5	1369312.5
Map4k1	invariant	K27ac_ChIP	84	19826	1163929
Map4k1	invariant	P60	6	65029	1263670.25
Map4k4	invariant	ChromHMM_ActiveEnhancer	50	5187	444063
Map4k4	invariant	K27ac_ChIP	45	831	1064169.5
Map4k4	invariant	P60	1	450294	450294
Map4k5	invariant	ChromHMM_ActiveEnhancer	68	33000	984350
Map4k5	invariant	K27ac_ChIP	45	363.5	734401
Map7d2	invariant	ChromHMM_ActiveEnhancer	35	161872	1187628
Map7d2	invariant	K27ac_ChIP	9	158541	762177
Map9	invariant	ChromHMM_ActiveEnhancer	53	7356	1586644
Map9	invariant	K27ac_ChIP	23	128	1443803.5
Map9	invariant	P60	1	1851934.5	1851934.5
Mapk1	invariant	ChromHMM_ActiveEnhancer	41	41518	1153318
Mapk1	invariant	ENCODE	1	1155533.5	1155533.5
Mapk1	invariant	K27ac_ChIP	56	226.5	888417.5
Mapk1	invariant	P60	4	517100.5	759315.25
Mapk1ip1	invariant	ChromHMM_ActiveEnhancer	15	9227	403627
Mapk1ip1	invariant	K27ac_ChIP	41	277.5	643741
Mapk1ip1	invariant	P60	3	241064.5	592238.5
Mapk4	invariant	ChromHMM_ActiveEnhancer	74	43059	1317541
Mapk4	invariant	K27ac_ChIP	33	734.5	953537
Mapk4	invariant	P60	2	1315602	1392717.25
Mapk7	invariant	ChromHMM_ActiveEnhancer	20	78894	1154406
Mapk7	invariant	K27ac_ChIP	74	462	1089232.75
Mapk7	invariant	P60	6	25782.5	352362.25
Mapk8	invariant	ChromHMM_ActiveEnhancer	32	2442	916950
Mapk8	invariant	K27ac_ChIP	26	97960	1365751
Mapk8	invariant	P60	1	1422705.5	1422705.5
Mapk8ip2	invariant	ChromHMM_ActiveEnhancer	40	4787	1238000
Mapk8ip2	invariant	K27ac_ChIP	48	400	359661.5
Mapk8ip2	invariant	P60	7	85818.5	351398
Mapk9	invariant	ChromHMM_ActiveEnhancer	22	92049	622551
Mapk9	invariant	K27ac_ChIP	49	218.5	512636
Mapk9	invariant	P60	2	226023	301936.5
Mapkbp1	invariant	ChromHMM_ActiveEnhancer	56	4001	1216499
Mapkbp1	invariant	K27ac_ChIP	59	168.5	1035927
Mapkbp1	invariant	P60	4	164288.5	1175907.5
Mapt	DEG_up	ChromHMM_ActiveEnhancer	14	6110	103790
Mapt	DEG_up	K27ac_ChIP	70	1549	1454448.5
Mapt	DEG_up	P60	9	35780.5	1476311
Marchf1	DEG_down	ChromHMM_ActiveEnhancer	51	676300	1352000
Marchf1	DEG_down	K27ac_ChIP	12	521	926131.25
Marchf1	DEG_down	P60	1	973791	973791
Marchf2	invariant	ChromHMM_ActiveEnhancer	4	169370	1267450
Marchf2	invariant	K27ac_ChIP	53	33685.5	1212918
Marchf2	invariant	P60	3	409023.5	911115
Marchf3	DEG_down	ChromHMM_ActiveEnhancer	65	38652	860252
Marchf3	DEG_down	K27ac_ChIP	34	704	1211737
Marchf6	invariant	ChromHMM_ActiveEnhancer	131	6253	869153
Marchf6	invariant	K27ac_ChIP	15	299.5	734976
Marchf6	invariant	P60	1	456789	456789
Marchf7	invariant	ChromHMM_ActiveEnhancer	156	11913	779037
Marchf7	invariant	K27ac_ChIP	37	83970.5	976001
Marchf7	invariant	P60	2	558128.5	784745.25
Marf1	invariant	ChromHMM_ActiveEnhancer	12	42651	735451
Marf1	invariant	K27ac_ChIP	14	153572	783614.5
Marf1	invariant	P60	1	740560	740560
Mark1	invariant	ChromHMM_ActiveEnhancer	14	27470	945520
Mark1	invariant	K27ac_ChIP	16	1361.5	1415816.25
Mark2	invariant	ChromHMM_ActiveEnhancer	16	42440	219760
Mark2	invariant	ENCODE	2	807201	924065
Mark2	invariant	K27ac_ChIP	96	955	1153750
Mark2	invariant	P60	6	208105.5	941440.25
Mark3	invariant	ChromHMM_ActiveEnhancer	40	196077	991000
Mark3	invariant	K27ac_ChIP	66	489	760729
Mark3	invariant	P60	2	96162	620649.75
Mars1	invariant	ChromHMM_ActiveEnhancer	35	42414	380086
Mars1	invariant	K27ac_ChIP	76	21158	836829
Mars1	invariant	P60	7	190142	341329.5
Marveld2	invariant	ChromHMM_ActiveEnhancer	91	4671	951271
Marveld2	invariant	K27ac_ChIP	28	34143.5	1089309.25
Marveld2	invariant	P60	3	607421	873250.5
Mast3	invariant	ChromHMM_ActiveEnhancer	62	12254	719296
Mast3	invariant	ENCODE	1	389788	389788
Mast3	invariant	K27ac_ChIP	89	13161	670634
Mast3	invariant	P60	4	101985.5	300905.25
Matcap1	invariant	ChromHMM_ActiveEnhancer	50	10764	855514
Matcap1	invariant	K27ac_ChIP	55	368.5	584978.5
Matcap1	invariant	P60	2	179013.5	296153
Matcap2	DEG_down	ChromHMM_ActiveEnhancer	24	18487	729913
Matcap2	DEG_down	K27ac_ChIP	42	142.5	936679.5
Matcap2	DEG_down	P60	3	371945.5	646017
Matk	DEG_up	ChromHMM_ActiveEnhancer	51	159565	1455335
Matk	DEG_up	ENCODE	1	164187	164187
Matk	DEG_up	K27ac_ChIP	123	22447	744086
Matk	DEG_up	P60	9	46890.5	477175.5
Mb21d2	DEG_down	ChromHMM_ActiveEnhancer	89	8373	415473
Mb21d2	DEG_down	K27ac_ChIP	19	1244	764947
Mbd1	invariant	ChromHMM_ActiveEnhancer	73	245305	1127595
Mbd1	invariant	K27ac_ChIP	34	833	914531.25
Mbd1	invariant	P60	2	1113356	1190471.25
Mbd5	invariant	ChromHMM_ActiveEnhancer	50	7292	691042
Mbd5	invariant	K27ac_ChIP	12	313	699619.25
Mbd5	invariant	P60	2	707570.5	746447
Mboat2	invariant	ChromHMM_ActiveEnhancer	41	63221	1345521
Mboat2	invariant	K27ac_ChIP	23	356	1244690
Mboat2	invariant	P60	1	1366966	1366966
Mbtps2	invariant	ChromHMM_ActiveEnhancer	41	3785	774585
Mbtps2	invariant	K27ac_ChIP	7	219643	1053680
Mcam	DEG_down	ChromHMM_ActiveEnhancer	29	55469	1157831
Mcam	DEG_down	K27ac_ChIP	76	106.5	1000951.5
Mcam	DEG_down	P60	6	49720.5	967440.25
Mcat	invariant	ChromHMM_ActiveEnhancer	35	257687	1342687
Mcat	invariant	K27ac_ChIP	56	8186.5	1354675.5
Mcat	invariant	P60	3	1290087.5	1717563
Mcf2	invariant	ChromHMM_ActiveEnhancer	27	113311	997889
Mcf2	invariant	K27ac_ChIP	3	612363	775816
Mcf2l	invariant	ChromHMM_ActiveEnhancer	51	1894	770294
Mcf2l	invariant	K27ac_ChIP	58	1255	799516.25
Mcf2l	invariant	P60	4	39712	442061.25
Mcm3ap	invariant	ChromHMM_ActiveEnhancer	129	134827	1012427
Mcm3ap	invariant	K27ac_ChIP	89	25974.5	927794
Mcm3ap	invariant	P60	5	334256	933415
Mcm4	DEG_up	ChromHMM_ActiveEnhancer	10	16200	1321700
Mcm4	DEG_up	K27ac_ChIP	28	234.5	1580260.75
Mcm4	DEG_up	P60	1	1863082.5	1863082.5
Mcm5	DEG_up	ChromHMM_ActiveEnhancer	37	25231	1831931
Mcm5	DEG_up	K27ac_ChIP	5	25183	105366.5
Mcm9	invariant	ChromHMM_ActiveEnhancer	32	2439	277139
Mcm9	invariant	K27ac_ChIP	11	816.5	181809
Mcmdc2	invariant	ChromHMM_ActiveEnhancer	5	109338	259438
Mcmdc2	invariant	K27ac_ChIP	11	35398.5	362717
Mcrs1	invariant	ChromHMM_ActiveEnhancer	47	197539	963461
Mcrs1	invariant	K27ac_ChIP	85	241	641950
Mcrs1	invariant	P60	8	261580	407620.75
Mcts1	invariant	ChromHMM_ActiveEnhancer	4	162078	1623928
Mcts1	invariant	K27ac_ChIP	8	36503	1563484.25
Mcu	DEG_down	ChromHMM_ActiveEnhancer	70	6708	791158
Mcu	DEG_down	K27ac_ChIP	56	678	1170327.25
Mcu	DEG_down	P60	3	345208	496462.5
Mcur1	DEG_down	ChromHMM_ActiveEnhancer	116	15409	632991
Mcur1	DEG_down	K27ac_ChIP	39	369.5	643037
Mcur1	DEG_down	P60	4	81259	228072
Mdh1	invariant	ChromHMM_ActiveEnhancer	36	6867	1200467
Mdh1	invariant	K27ac_ChIP	37	694.5	1459709
Mdh1	invariant	P60	1	1615692	1615692
Mdk	DEG_up	ChromHMM_ActiveEnhancer	112	1803	1233653
Mdk	DEG_up	ENCODE	1	477134.5	477134.5
Mdk	DEG_up	K27ac_ChIP	84	1009.5	828416.75
Mdk	DEG_up	P60	12	19842	1034198
Mdm2	invariant	ChromHMM_ActiveEnhancer	58	3658	1290950
Mdm2	invariant	K27ac_ChIP	22	34319.5	896165.5
Mdm2	invariant	P60	2	830562.5	947962.5
Mdm4	invariant	ChromHMM_ActiveEnhancer	111	84261	943139
Mdm4	invariant	ENCODE	1	1682191	1682191
Mdm4	invariant	K27ac_ChIP	102	16037	888304.25
Mdm4	invariant	P60	10	117704	947368
Mdp1	DEG_up	ChromHMM_ActiveEnhancer	50	107392	884700
Mdp1	DEG_up	K27ac_ChIP	57	178	586918.5
Mdp1	DEG_up	P60	5	220314	544610.5
Me3	DEG_down	ChromHMM_ActiveEnhancer	40	892	391700
Me3	DEG_down	K27ac_ChIP	23	1367.5	491392.5
Mecom	invariant	ChromHMM_ActiveEnhancer	45	44492	745592
Mecom	invariant	K27ac_ChIP	16	51956.5	713166.75
Mecp2	invariant	ChromHMM_ActiveEnhancer	10	195337	487163
Mecp2	invariant	K27ac_ChIP	36	49994.5	295555.25
Mecp2	invariant	P60	1	615119.5	615119.5
Med12l	DEG_down	ChromHMM_ActiveEnhancer	73	2975	253625
Med12l	DEG_down	K27ac_ChIP	17	752.5	1075621.5
Med13l	invariant	ChromHMM_ActiveEnhancer	25	9521	758179
Med13l	invariant	ENCODE	1	511173.5	511173.5
Med13l	invariant	K27ac_ChIP	33	39581.5	499137
Med13l	invariant	P60	6	142212.5	1102374.25
Med15	invariant	ChromHMM_ActiveEnhancer	40	9391	487800
Med15	invariant	ENCODE	1	406024.5	406024.5
Med15	invariant	K27ac_ChIP	54	10469	438795
Med15	invariant	P60	4	78241	165131
Med17	invariant	ChromHMM_ActiveEnhancer	41	16231	1598131
Med17	invariant	K27ac_ChIP	20	105	1337078.75
Med17	invariant	P60	2	1670857.5	1691059.25
Med21	invariant	ChromHMM_ActiveEnhancer	43	10347	719747
Med21	invariant	K27ac_ChIP	27	140.5	777695
Med21	invariant	P60	1	779627	779627
Med22	invariant	ChromHMM_ActiveEnhancer	39	271423	1156423
Med22	invariant	K27ac_ChIP	107	236	1291144
Med22	invariant	P60	10	593433	1379588.25
Med24	invariant	ChromHMM_ActiveEnhancer	15	40265	906335
Med24	invariant	ENCODE	1	1192930	1192930
Med24	invariant	K27ac_ChIP	81	1705	1059914
Med24	invariant	P60	8	19377.5	1238290.25
Med28	invariant	ChromHMM_ActiveEnhancer	47	14171	1312729
Med28	invariant	K27ac_ChIP	18	26430	1302678.25
Med31	invariant	ChromHMM_ActiveEnhancer	13	10708	600092
Med31	invariant	K27ac_ChIP	36	116	897027.5
Med31	invariant	P60	2	85376	444958
Med8	invariant	ChromHMM_ActiveEnhancer	35	258937	1492363
Med8	invariant	K27ac_ChIP	76	99.5	1369485
Med8	invariant	P60	3	264862.5	498448.5
Mef2c	DEG_down	ChromHMM_ActiveEnhancer	33	24166	839466
Mef2c	DEG_down	ENCODE	1	225616.5	225616.5
Mef2c	DEG_down	K27ac_ChIP	31	14440	392816.5
Mef2c	DEG_down	P60	2	225450.5	391488.75
Megf6	invariant	ChromHMM_ActiveEnhancer	19	34070	1137770
Megf6	invariant	ENCODE	1	1100829	1100829
Megf6	invariant	K27ac_ChIP	92	10386	1143758.25
Megf6	invariant	P60	10	722478	1167202.5
Meioc	invariant	ChromHMM_ActiveEnhancer	16	396216	1472284
Meioc	invariant	K27ac_ChIP	86	57883	661744.5
Meioc	invariant	P60	13	91363	532501
Meiosin	invariant	ChromHMM_ActiveEnhancer	5	39232	177632
Meiosin	invariant	K27ac_ChIP	21	13425	190072
Meis3	invariant	ChromHMM_ActiveEnhancer	11	2410	640410
Meis3	invariant	K27ac_ChIP	30	366.5	241494
Meis3	invariant	P60	8	26835	141278
Meox1	invariant	ChromHMM_ActiveEnhancer	8	27526	738250
Meox1	invariant	K27ac_ChIP	80	115779	802751
Meox1	invariant	P60	12	124754	630404.25
Met	invariant	ChromHMM_ActiveEnhancer	24	181100	456400
Met	invariant	K27ac_ChIP	7	173919.5	463992.5
Metap1d	DEG_down	ChromHMM_ActiveEnhancer	45	13924	601324
Metap1d	DEG_down	K27ac_ChIP	21	13993.5	687307.5
Metap1d	DEG_down	P60	1	554246	554246
Metap2	invariant	ChromHMM_ActiveEnhancer	64	22207	594550
Metap2	invariant	K27ac_ChIP	29	7738	699458
Metap2	invariant	P60	3	148992	249676.5
Mettl15	DEG_down	ChromHMM_ActiveEnhancer	84	2948	679402
Mettl15	DEG_down	K27ac_ChIP	7	217.5	648418
Mettl16	invariant	ChromHMM_ActiveEnhancer	29	96170	1257470
Mettl16	invariant	K27ac_ChIP	61	46771	908751.5
Mettl16	invariant	P60	6	467021	1179815.25
Mettl17	invariant	ChromHMM_ActiveEnhancer	11	11658	223458
Mettl17	invariant	K27ac_ChIP	23	29009	372647.5
Mettl17	invariant	P60	2	128728	149488.5
Mettl21a	invariant	ChromHMM_ActiveEnhancer	117	169142	1049842
Mettl21a	invariant	K27ac_ChIP	36	104	1051918.75
Mettl21a	invariant	P60	2	497923.5	519216.75
Mettl21c	invariant	ChromHMM_ActiveEnhancer	43	120634	484334
Mettl21c	invariant	K27ac_ChIP	17	85870	921480.5
Mettl25b	invariant	ChromHMM_ActiveEnhancer	50	5783	1058667
Mettl25b	invariant	ENCODE	1	217559	217559
Mettl25b	invariant	K27ac_ChIP	77	11038	755108.5
Mettl25b	invariant	P60	3	225878.5	290699
Mettl3	invariant	ChromHMM_ActiveEnhancer	11	8772	301028
Mettl3	invariant	K27ac_ChIP	24	395	297053.75
Mettl3	invariant	P60	2	250037	270797.5
Mettl4	invariant	ChromHMM_ActiveEnhancer	1	1510319	1510319
Mettl4	invariant	K27ac_ChIP	2	104	42335.5
Mettl6	invariant	ChromHMM_ActiveEnhancer	80	56940	957640
Mettl6	invariant	K27ac_ChIP	56	8	539651.25
Mettl6	invariant	P60	2	86096	307754.25
Mettl8	DEG_down	ChromHMM_ActiveEnhancer	47	15783	985117
Mettl8	DEG_down	K27ac_ChIP	20	179.5	954698.75
Mettl8	DEG_down	P60	1	951939	951939
Mex3c	invariant	ChromHMM_ActiveEnhancer	66	4456	1591006
Mex3c	invariant	K27ac_ChIP	28	1040.5	1214753.75
Mex3c	invariant	P60	2	1807917	1885032.25
Mfap3	invariant	ChromHMM_ActiveEnhancer	5	42964	548236
Mfap3	invariant	K27ac_ChIP	16	259	1433534.25
Mfap3	invariant	P60	1	1437133	1437133
Mff	invariant	ChromHMM_ActiveEnhancer	66	63410	762260
Mff	invariant	K27ac_ChIP	22	350.5	1119150.75
Mfge8	DEG_up	ChromHMM_ActiveEnhancer	71	46040	758760
Mfge8	DEG_up	K27ac_ChIP	49	45779.5	884258.5
Mfge8	DEG_up	P60	5	370990.5	638307
Mfsd1	invariant	ChromHMM_ActiveEnhancer	52	839459	1765059
Mfsd1	invariant	K27ac_ChIP	28	119447.5	1616211
Mfsd1	invariant	P60	1	1014789	1014789
Mfsd13a	invariant	ChromHMM_ActiveEnhancer	25	7021	655179
Mfsd13a	invariant	ENCODE	1	869541	869541
Mfsd13a	invariant	K27ac_ChIP	67	2190	673770.5
Mfsd13a	invariant	P60	5	19060.5	906493.5
Mfsd14a	invariant	ChromHMM_ActiveEnhancer	25	353960	1595360
Mfsd14a	invariant	K27ac_ChIP	18	19146	675686
Mfsd14a	invariant	P60	1	661684	661684
Mfsd4b1	invariant	ChromHMM_ActiveEnhancer	110	968	573618
Mfsd4b1	invariant	K27ac_ChIP	40	352	774743.5
Mfsd4b1	invariant	P60	2	586860.5	1223031.5
Mfsd6	invariant	ChromHMM_ActiveEnhancer	166	738	1206962
Mfsd6	invariant	K27ac_ChIP	34	80	784721.5
Mga	invariant	ChromHMM_ActiveEnhancer	56	50228	1172872
Mga	invariant	K27ac_ChIP	58	73.5	1054179.5
Mga	invariant	P60	4	88817.5	1226212.25
Mgat1	invariant	ChromHMM_ActiveEnhancer	19	2109	984609
Mgat1	invariant	K27ac_ChIP	42	547.5	869068.25
Mgat1	invariant	P60	2	828583	904496.5
Mgat5	invariant	ChromHMM_ActiveEnhancer	52	4385	381385
Mgat5	invariant	K27ac_ChIP	10	1034.5	968803.5
Mgll	DEG_down	ChromHMM_ActiveEnhancer	82	4288	622438
Mgll	DEG_down	K27ac_ChIP	51	2035.5	607875
Mgll	DEG_down	P60	2	1838097	1933569
Mgme1	invariant	ChromHMM_ActiveEnhancer	113	23063	638563
Mgme1	invariant	K27ac_ChIP	35	139	1387463
Mgst2	invariant	ChromHMM_ActiveEnhancer	83	40140	682440
Mgst2	invariant	K27ac_ChIP	47	41400	435296
Mgst2	invariant	P60	4	129368.5	916649.25
Mib2	invariant	ChromHMM_ActiveEnhancer	12	6902	551150
Mib2	invariant	ENCODE	1	397639	397639
Mib2	invariant	K27ac_ChIP	79	386.5	440875.5
Mib2	invariant	P60	8	30369	438510.75
Mical1	invariant	ChromHMM_ActiveEnhancer	118	6186	1362764
Mical1	invariant	K27ac_ChIP	54	25992	776883
Mical1	invariant	P60	3	408156.5	629757.5
Mical2	DEG_down	ChromHMM_ActiveEnhancer	69	2556	801644
Mical2	DEG_down	K27ac_ChIP	34	2401.5	1086394.25
Mical2	DEG_down	P60	1	29189.5	29189.5
Mical3	invariant	ChromHMM_ActiveEnhancer	47	23999	202299
Mical3	invariant	K27ac_ChIP	33	703	1092705.5
Mical3	invariant	P60	3	75953	1301330
Micu1	DEG_down	ChromHMM_ActiveEnhancer	66	34877	546323
Micu1	DEG_down	K27ac_ChIP	54	301	1084262.75
Micu1	DEG_down	P60	3	259423	410677.5
Mid1	invariant	ChromHMM_ActiveEnhancer	8	126301	244951
Mid1	invariant	K27ac_ChIP	12	295153	326909.25
Mier1	invariant	ChromHMM_ActiveEnhancer	66	65010	974690
Mier1	invariant	K27ac_ChIP	27	364.5	1336075
Mier1	invariant	P60	3	1014765.5	1329673.5
Mier2	invariant	ChromHMM_ActiveEnhancer	55	139201	1187201
Mier2	invariant	ENCODE	1	1861923	1861923
Mier2	invariant	K27ac_ChIP	132	570.5	1125619.25
Mier2	invariant	P60	10	156456	1225070.25
Miga1	invariant	ChromHMM_ActiveEnhancer	51	14093	1006707
Miga1	invariant	K27ac_ChIP	23	6205.5	1046081
Miip	invariant	ChromHMM_ActiveEnhancer	15	186984	1530784
Miip	invariant	K27ac_ChIP	31	35480.5	516000.5
Miip	invariant	P60	2	1433415.5	1647449.25
Minar1	DEG_down	ChromHMM_ActiveEnhancer	37	16725	760775
Minar1	DEG_down	ENCODE	1	1745732.5	1745732.5
Minar1	DEG_down	K27ac_ChIP	33	1117	1204798.5
Minar1	DEG_down	P60	3	1074453	1508167
Mindy2	invariant	ChromHMM_ActiveEnhancer	13	218526	1106526
Mindy2	invariant	K27ac_ChIP	26	113	1276579
Mindy2	invariant	P60	2	4013.5	145173.5
Mindy4	invariant	ChromHMM_ActiveEnhancer	71	517	927617
Mindy4	invariant	K27ac_ChIP	52	149	717603.5
Mindy4	invariant	P60	3	671862.5	749198
Mink1	invariant	ChromHMM_ActiveEnhancer	12	22419	1266369
Mink1	invariant	K27ac_ChIP	79	30.5	1143891
Mink1	invariant	P60	4	1152429	1516762.5
Mios	invariant	ChromHMM_ActiveEnhancer	33	30422	429778
Mios	invariant	K27ac_ChIP	16	203	416474
Mipep	DEG_down	ChromHMM_ActiveEnhancer	75	13873	696473
Mipep	DEG_down	K27ac_ChIP	41	166	415489.5
Mipep	DEG_down	P60	1	408255	408255
Mipol1	DEG_down	ChromHMM_ActiveEnhancer	12	815127	1757077
Mipol1	DEG_down	K27ac_ChIP	12	1393751.5	1831207.25
Mir100hg	invariant	ChromHMM_ActiveEnhancer	22	145177	710423
Mir100hg	invariant	K27ac_ChIP	45	128041.5	821276
Mir100hg	invariant	P60	7	134210	586203.5
Mir124-2hg	DEG_down	ChromHMM_ActiveEnhancer	42	1321	619150
Mir124-2hg	DEG_down	K27ac_ChIP	21	3484	1116561
Mir124-2hg	DEG_down	P60	1	504.5	504.5
Mir155hg	DEG_down	ChromHMM_ActiveEnhancer	51	127933	403833
Mir155hg	DEG_down	K27ac_ChIP	16	32045	386221.75
Mir155hg	DEG_down	P60	1	415821.5	415821.5
Mir384	invariant	ChromHMM_ActiveEnhancer	7	377131	1230269
Mir384	invariant	K27ac_ChIP	8	47262	902765
Mir679	invariant	ChromHMM_ActiveEnhancer	63	20177	1362577
Mir679	invariant	K27ac_ChIP	65	716180.5	1364262.5
Mir679	invariant	P60	3	885139	1466826.5
Mir7b	invariant	ChromHMM_ActiveEnhancer	19	98712	157712
Mir7b	invariant	K27ac_ChIP	47	1112	283634.5
Mir7b	invariant	P60	2	134073.5	181198.75
Mir8091	invariant	ChromHMM_ActiveEnhancer	40	254449	1123900
Mir8091	invariant	K27ac_ChIP	34	241783	1045059.25
Mir8091	invariant	P60	2	674979	1273833.5
Mir9-2hg	invariant	ChromHMM_ActiveEnhancer	28	60281	535019
Mir9-2hg	invariant	ENCODE	1	8269.5	8269.5
Mir9-2hg	invariant	K27ac_ChIP	29	4423.5	266604
Mir9-2hg	invariant	P60	2	8103.5	174141.75
Mir99ahg	DEG_down	ChromHMM_ActiveEnhancer	48	16283	487233
Mir99ahg	DEG_down	K27ac_ChIP	16	395	466250.75
Mirt1	DEG_down	ChromHMM_ActiveEnhancer	25	10796	249296
Mirt1	DEG_down	K27ac_ChIP	32	10013	143744.75
Mirt1	DEG_down	P60	3	11044	108035.5
Mitf	DEG_down	ChromHMM_ActiveEnhancer	31	5952	501752
Mitf	DEG_down	K27ac_ChIP	17	74911	595598
Mix23	invariant	ChromHMM_ActiveEnhancer	49	85385	931985
Mix23	invariant	K27ac_ChIP	35	332	989850
Mix23	invariant	P60	1	1375981.5	1375981.5
Mknk1	DEG_down	ChromHMM_ActiveEnhancer	7	8502	1765502
Mknk1	DEG_down	K27ac_ChIP	36	10811	785096.5
Mknk1	DEG_down	P60	3	302387.5	345424.5
Mkx	invariant	ChromHMM_ActiveEnhancer	46	208880	725830
Mkx	invariant	K27ac_ChIP	20	239619	866480.75
Mlf1	invariant	ChromHMM_ActiveEnhancer	33	868297	1504797
Mlf1	invariant	K27ac_ChIP	28	89196.5	1528650.5
Mlf1	invariant	P60	1	1223433	1223433
Mlip	DEG_down	ChromHMM_ActiveEnhancer	24	132884	1180884
Mlip	DEG_down	K27ac_ChIP	32	196665	1320594.75
Mlip	DEG_down	P60	1	1928532.5	1928532.5
Mlkl	DEG_down	ChromHMM_ActiveEnhancer	77	23023	667677
Mlkl	DEG_down	K27ac_ChIP	59	7765.5	538297.5
Mlkl	DEG_down	P60	5	387424.5	450890.5
Mlst8	DEG_up	ChromHMM_ActiveEnhancer	2	454222	1011722
Mlst8	DEG_up	K27ac_ChIP	76	388.5	706742.25
Mlst8	DEG_up	P60	4	274301.5	1460069.75
Mlxipl	invariant	ChromHMM_ActiveEnhancer	24	67790	1025590
Mlxipl	invariant	K27ac_ChIP	38	12337.5	725958.25
Mlxipl	invariant	P60	4	89988	942853
Mmab	invariant	ChromHMM_ActiveEnhancer	21	254340	1403360
Mmab	invariant	ENCODE	1	874040.5	874040.5
Mmab	invariant	K27ac_ChIP	80	319.5	797065.75
Mmab	invariant	P60	8	774132.5	1101756.5
Mmel1	DEG_down	ChromHMM_ActiveEnhancer	13	88715	602915
Mmel1	DEG_down	ENCODE	1	401974	401974
Mmel1	DEG_down	K27ac_ChIP	80	13825.5	576004.25
Mmel1	DEG_down	P60	8	23623	361102.25
Mmp14	DEG_up	ChromHMM_ActiveEnhancer	34	17688	679238
