stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category	timepoint	distance_to_tss	nearest_gene_id	nearest_gene_symbol	h3k27ac_overlap	h3k27me3_overlap	h3k4me1_overlap	anchor_type
stripe_0155	chr6	85945000	86195000	86340000	86385000	3prime	control_only	6.19350485299027e-20	NA	0	0	TRUE	medium	86070000	0.0863162458859116	11.2303121901492	0.341709787523887	0.571855512193194	0.866799291214489	FALSE	FALSE	unchanged	lost	low	FALSE	45000	250000	minimal	late	0	75355	4930553P18Rik	TRUE	FALSE	TRUE	Promoter
stripe_0156	chr6	91090000	91350000	91390000	91435000	3prime	control_only	7.88485716860768e-14	NA	0	0	TRUE	medium	91220000	-0.20440521527754	11.3501396760154	1.37436558057365	0.268358838133795	0.765876472313714	FALSE	FALSE	unchanged	lost	medium	TRUE	45000	260000	minimal	late	0	54563	Nup210	TRUE	FALSE	TRUE	Promoter
stripe_0157	chr6	99155000	99220000	99220000	99715000	3prime	control_only	0.95748138126862	NA	0	0	FALSE	medium	99187500	0.176550719103708	11.9148897002852	2.54182643416844	0.142093549024625	0.647024113948107	FALSE	FALSE	unchanged	lost	low	FALSE	495000	65000	minimal	late	412375	108655	Foxp1	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0158	chr6	112725000	112930000	112930000	112990000	3prime	control_only	0.00274688981660583	NA	1	0	FALSE	medium	112827500	0.0399638194656265	13.2906239086813	0.268661395589513	0.615556810680864	0.866799291214489	FALSE	FALSE	unchanged	lost	low	FALSE	60000	205000	minimal	late	17265	259302	Srgap3	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0159	chr6	115830000	116085000	116105000	116160000	3prime	control_only	1.85547607092799e-11	NA	0	0	FALSE	medium	115957500	-0.102033137962114	11.6721357977179	0.739357319309789	0.410099218920542	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	55000	255000	minimal	late	0	81896	Ift122	TRUE	FALSE	TRUE	Promoter
stripe_0160	chr7	10030000	10635000	10635000	10690000	3prime	mutant_only	NA	0.924360337945679	0	0	FALSE	medium	10332500	0.084107416992808	10.9747480425535	0.198965526865643	0.665104186826798	0.870187011840902	FALSE	FALSE	unchanged	gained	low	TRUE	55000	605000	minimal	late	0	628580	Vmn1r68	FALSE	FALSE	TRUE	Other
stripe_0161	chr7	39900000	39950000	39950000	41125000	3prime	mutant_only	NA	0.142012283917782	0	0	FALSE	medium	39925000	-0.0723361466790935	11.3548218682154	0.153530924408451	0.70344203421122	0.877957271123348	FALSE	FALSE	unchanged	gained	low	FALSE	1175000	50000	minimal	late	382233	70227	Zfp619	FALSE	FALSE	FALSE	Other
stripe_0162	chr7	49110000	49155000	49240000	49490000	3prime	control_only	6.84407072470648e-11	NA	0	0	TRUE	medium	49132500	-0.0520247500041544	13.2723278099827	0.579273540439597	0.464246846453855	0.801683743205635	FALSE	FALSE	unchanged	lost	low	TRUE	250000	45000	minimal	late	4818	108167511	9130015G15Rik	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0163	chr7	49725000	49780000	49780000	52020000	3prime	mutant_only	NA	0.405337974700455	0	0	FALSE	medium	49752500	-0.173526518418139	11.0802411158129	1.31524776930238	0.278268750004503	0.765876472313714	FALSE	FALSE	unchanged	gained	low	FALSE	2240000	55000	minimal	late	0	71974	Prmt3	FALSE	FALSE	TRUE	Other
stripe_0164	chr7	51595000	51640000	51760000	52025000	3prime	mutant_only	NA	5.47201131704215e-12	0	0	TRUE	medium	51617500	-0.087954943058475	11.6452811729799	0.587684796571416	0.461111151832784	0.801683743205635	FALSE	FALSE	unchanged	gained	low	FALSE	265000	45000	minimal	late	0	140919	Slc17a6	FALSE	FALSE	TRUE	Other
stripe_0165	chr7	57905000	57960000	57960000	58550000	3prime	mutant_only	NA	0.990692198592518	0	0	FALSE	medium	57932500	-0.085405805810717	11.6045090711417	0.322744667733298	0.582551163352852	0.866799291214489	FALSE	FALSE	unchanged	gained	low	FALSE	590000	55000	minimal	late	323938	102466156	Mir6389	FALSE	FALSE	FALSE	Other
stripe_0166	chr7	63730000	63775000	63845000	64160000	3prime	shared	7.85784405112523e-11	7.70947138226116e-23	0	0	TRUE	medium	63752500	-0.27735148941716	13.3560776981287	17.3774018238395	0.00194163936825693	0.120596381506651	FALSE	FALSE	unchanged	unchanged	low	NA	315000	45000	minimal	late	141856	381994	E030018B13Rik	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0167	chr7	76500000	76560000	76560000	78665000	3prime	mutant_only	NA	0.107321654430256	0	0	FALSE	medium	76530000	0.130048996405654	11.6088404313288	0.734504183770061	0.411586743449645	0.776578761225745	FALSE	FALSE	unchanged	gained	low	TRUE	2105000	60000	minimal	late	270112	244071	Agbl1	FALSE	FALSE	FALSE	Other
stripe_0168	chr7	83880000	84160000	84250000	84295000	3prime	shared	2.76552321574075e-18	5.43110514167392e-19	0	0	TRUE	medium	84020000	-0.141022931679407	11.6738494515856	1.10291116971988	0.318457899170319	0.767368431735708	FALSE	FALSE	unchanged	unchanged	low	NA	45000	280000	minimal	late	0	80982	Cemip	TRUE	FALSE	TRUE	Promoter
stripe_0169	chr7	97725000	97770000	97905000	98150000	3prime	shared	2.67303645554214e-07	1.33051076730312e-08	0	0	TRUE	medium	97747500	0.130991578509256	13.3355497272057	0.809368452479187	0.389553547909073	0.776578761225745	FALSE	FALSE	unchanged	unchanged	low	NA	245000	45000	minimal	late	0	66333	Aqp11	FALSE	FALSE	TRUE	Other
stripe_0170	chr7	98710000	98955000	99055000	99100000	3prime	control_only	3.43212294782384e-10	NA	0	0	TRUE	medium	98832500	-0.194926127202491	12.2068768686752	0.875406983318751	0.371607137705149	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	45000	245000	minimal	late	0	22411	Wnt11	FALSE	FALSE	TRUE	Other
stripe_0171	chr7	110260000	110535000	110615000	110660000	3prime	shared	3.18483643537253e-21	9.55552206661782e-13	0	0	TRUE	medium	110397500	-0.182899133657189	11.9555380842694	3.19869421119469	0.104123366511738	0.562829008171559	FALSE	FALSE	unchanged	unchanged	low	NA	45000	275000	minimal	late	38288	20947	Swap70	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0172	chr7	128235000	128530000	128670000	128725000	3prime	shared	2.92024515300265e-31	3.45464991627666e-24	1	0	TRUE	medium	128382500	0.172108832495033	11.7828631337463	1.79500818523951	0.21010193355704	0.688858798547671	FALSE	FALSE	unchanged	unchanged	low	NA	55000	295000	minimal	late	0	67865	Rgs10	TRUE	FALSE	TRUE	Promoter
stripe_0173	chr7	142300000	142345000	142460000	142710000	3prime	shared	2.50703078238895e-32	1.14976921585975e-24	0	0	TRUE	medium	142322500	-0.0280163761804244	13.5593696347707	0.201869730372458	0.662840612682474	0.870187011840902	FALSE	FALSE	unchanged	unchanged	low	NA	250000	45000	minimal	late	0	50775	Krtap5-4	TRUE	FALSE	TRUE	Promoter
stripe_0174	chr8	27700000	27755000	27755000	29540000	3prime	mutant_only	NA	0.282953796612115	0	0	FALSE	medium	27727500	0.427261255000291	11.2085189420794	7.00845514692387	0.0245149013667141	0.285337661222436	FALSE	FALSE	unchanged	gained	medium	TRUE	1785000	55000	weak	late	252899	70952	Poteg	FALSE	FALSE	FALSE	Other
stripe_0175	chr8	40130000	40360000	40360000	40415000	3prime	mutant_only	NA	0.338394825054197	0	0	TRUE	medium	40245000	-0.10133137047369	11.432090524192	0.5533315653317	0.474153987661182	0.801683743205635	FALSE	FALSE	unchanged	gained	low	FALSE	55000	230000	minimal	late	0	80857	Fgf20	TRUE	FALSE	TRUE	Promoter
stripe_0176	chr8	57510000	57570000	57570000	57870000	3prime	control_only	0.486150103070393	NA	0	0	TRUE	medium	57540000	-0.281948692731187	12.6039889297162	9.67291407460446	0.0111180604491045	0.185301007485075	FALSE	FALSE	unchanged	lost	medium	TRUE	300000	60000	minimal	late	0	97165	Hmgb2	TRUE	FALSE	TRUE	Promoter
stripe_0177	chr8	61015000	61460000	61460000	61515000	3prime	control_only	0.821063543449409	NA	0	0	FALSE	medium	61237500	-0.00853914606035253	11.8571094169953	0.00615980470060017	0.938998136527705	0.987099705804251	FALSE	FALSE	unchanged	lost	low	TRUE	55000	445000	minimal	late	0	69279	1700001D01Rik	FALSE	FALSE	TRUE	Other
stripe_0178	chr8	64555000	64830000	64920000	64965000	3prime	mutant_only	NA	5.04414846743392e-24	0	0	TRUE	medium	64692500	-0.355950685549442	11.1930254962205	6.42303467819084	0.029747087034655	0.285337661222436	FALSE	FALSE	unchanged	gained	low	FALSE	45000	275000	weak	late	0	66234	Msmo1	TRUE	FALSE	TRUE	Promoter
stripe_0179	chr8	65095000	66150000	66150000	66210000	3prime	control_only	0.440464589171562	NA	0	0	FALSE	medium	65622500	0.0302474077230108	11.2839488272389	0.0406652940318605	0.844247148855505	0.965369645008308	FALSE	FALSE	unchanged	lost	low	FALSE	60000	1055000	minimal	late	0	72925	Marchf1	FALSE	FALSE	TRUE	Other
stripe_0180	chr8	71125000	71185000	71195000	71910000	3prime	mutant_only	NA	0.000933476448901821	0	0	FALSE	medium	71155000	0.0957590594062486	11.1425824817356	0.224498684650692	0.645855576651754	0.870187011840902	FALSE	FALSE	unchanged	gained	low	TRUE	715000	60000	minimal	late	39241	69419	1700026F02Rik	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0181	chr8	82840000	82885000	83030000	83370000	3prime	control_only	9.78984742534898e-09	NA	0	0	TRUE	medium	82862500	0.143541940188412	12.2624879529109	2.22370169230381	0.166902599552741	0.647024113948107	FALSE	FALSE	unchanged	lost	low	FALSE	340000	45000	minimal	late	0	330812	Rnf150	TRUE	FALSE	TRUE	Promoter
stripe_0182	chr8	95080000	95135000	95135000	95795000	3prime	control_only	0.205823374360212	NA	0	0	FALSE	medium	95107500	0.345556829719864	13.3011649617769	4.49079792468337	0.0602359688187011	0.463353606297701	FALSE	FALSE	unchanged	lost	low	FALSE	660000	55000	weak	late	0	74187	Katnb1	TRUE	FALSE	TRUE	Promoter
stripe_0183	chr8	97810000	97870000	97870000	98310000	3prime	mutant_only	NA	0.820416821267141	0	0	FALSE	medium	97840000	0.115174100824203	11.5261462762902	0.653064815400221	0.437906997431158	0.79654549268687	FALSE	FALSE	unchanged	gained	low	TRUE	440000	60000	minimal	late	1141885	100873092	Gm15679	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0184	chr8	115405000	115460000	115460000	116455000	3prime	control_only	0.97801744220571	NA	1	0	FALSE	medium	115432500	-0.146915066396464	12.1672132684086	1.85752632686203	0.202946727140885	0.676489090469617	FALSE	FALSE	unchanged	lost	low	TRUE	995000	55000	minimal	late	247793	17132	Maf	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0185	chr8	123935000	124235000	124330000	124375000	3prime	control_only	2.62862512896709e-32	NA	0	0	TRUE	medium	124085000	-0.0802268412592991	13.0747016549018	1.38663890633991	0.266362448832609	0.765876472313714	FALSE	FALSE	unchanged	lost	low	TRUE	45000	300000	minimal	late	0	56199	Abcb10	TRUE	FALSE	TRUE	Promoter
stripe_0186	chr9	4300000	4325000	4465000	4745000	3prime	mutant_only	NA	3.58386981797556e-20	0	0	FALSE	low	4312500	-0.234042628432602	12.3247239293204	6.98496985285162	0.0247012114426452	0.285337661222436	FALSE	FALSE	unchanged	gained	low	FALSE	280000	25000	minimal	late	0	69149	Kbtbd3	TRUE	FALSE	TRUE	Promoter
stripe_0187	chr9	9105000	9165000	9165000	11140000	3prime	mutant_only	NA	0.0625261183578641	0	0	FALSE	medium	9135000	0.15856643386029	11.7952831164244	1.28095025450221	0.2842528439757	0.765876472313714	FALSE	FALSE	unchanged	gained	low	TRUE	1975000	60000	minimal	late	71287	100579151	Gm16833	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0188	chr9	13285000	13340000	13410000	13695000	3prime	shared	1.87886707317567e-65	1.60998002191316e-68	0	1	FALSE	medium	13312500	0.264553325690821	14.3728826336132	6.44556676127062	0.0295207089973073	0.285337661222436	FALSE	FALSE	unchanged	unchanged	low	NA	285000	55000	minimal	late	0	270118	Maml2	TRUE	FALSE	TRUE	Promoter
stripe_0189	chr9	19115000	19670000	19670000	19725000	3prime	mutant_only	NA	0.561342717171892	0	0	FALSE	medium	19392500	-0.180118473420253	11.6156789761616	0.712858884472762	0.418327267221358	0.781920125647398	FALSE	FALSE	unchanged	gained	low	FALSE	55000	555000	minimal	late	0	258908	Or7g33	FALSE	FALSE	TRUE	Other
stripe_0190	chr9	36185000	39100000	39100000	39160000	3prime	control_only	0.0835575603115171	NA	0	0	TRUE	medium	37642500	0.02687266919422	10.4949360249361	0.0101051766636107	0.921924192109252	0.987099705804251	FALSE	FALSE	unchanged	lost	low	FALSE	60000	2915000	minimal	late	0	80706	Or8a1b	TRUE	FALSE	TRUE	Promoter
stripe_0191	chr9	50965000	51230000	51270000	51315000	3prime	shared	5.74141387841375e-20	3.86547341751093e-23	0	0	TRUE	medium	51097500	-0.140350895397496	11.313262053289	0.87416788411232	0.371932774130197	0.776578761225745	FALSE	FALSE	unchanged	unchanged	low	NA	45000	265000	minimal	late	0	723932	Mir34c	TRUE	FALSE	TRUE	Promoter
stripe_0192	chr9	51920000	52165000	52265000	52310000	3prime	control_only	6.43457176995385e-05	NA	0	0	TRUE	medium	52042500	-0.101309603228434	11.9132043169942	0.793426610891153	0.394087566472196	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	45000	245000	minimal	late	0	19684	Rdx	TRUE	FALSE	TRUE	Promoter
stripe_0193	chr9	57470000	57705000	57735000	57770000	3prime	control_only	1.79836532193852e-17	NA	0	0	TRUE	medium	57587500	-0.00140300337388852	12.3821352757183	0.000251429423933927	0.987662190673282	0.993028256771049	FALSE	FALSE	unchanged	lost	low	TRUE	35000	235000	minimal	late	0	78323	Fam219b	TRUE	FALSE	TRUE	Promoter
stripe_0194	chr9	75025000	75070000	75125000	75370000	3prime	control_only	4.1607704503121e-17	NA	0	0	TRUE	medium	75047500	0.196820932216722	13.2958960777989	8.49373120612613	0.0155195846067768	0.227572477424158	FALSE	FALSE	unchanged	lost	low	FALSE	245000	45000	minimal	late	0	59046	Arpp19	TRUE	FALSE	TRUE	Promoter
stripe_0195	chr9	88215000	88260000	88340000	88610000	3prime	shared	1.19632639996521e-17	5.81119709585031e-31	0	0	TRUE	medium	88237500	0.0473154304056374	12.7430113658434	0.430927249075878	0.526418897625679	0.835585551786792	FALSE	FALSE	unchanged	unchanged	low	NA	270000	45000	minimal	late	67196	23959	Nt5e	FALSE	FALSE	FALSE	Other
stripe_0196	chr9	95450000	95780000	95825000	95870000	3prime	control_only	6.44131857082577e-18	NA	0	0	TRUE	medium	95615000	-0.217369633816851	12.1579810391164	3.76481900081609	0.0811747370111293	0.533007298688536	FALSE	FALSE	unchanged	lost	medium	TRUE	45000	330000	minimal	late	0	76477	Pcolce2	TRUE	FALSE	TRUE	Promoter
stripe_0197	chr9	96560000	96595000	96625000	96880000	3prime	control_only	4.44134301674731e-17	NA	0	0	FALSE	low	96577500	-0.16818650493821	13.4609507576038	5.19253657354749	0.0460021454075793	0.383351211729828	FALSE	FALSE	unchanged	lost	low	TRUE	255000	35000	minimal	late	34735	102635744	Gm28729	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0198	chr9	109320000	109380000	109380000	111105000	3prime	control_only	0.535342647142628	NA	0	0	FALSE	medium	109350000	0.263760281723234	11.3524170485824	0.542031317464334	0.478584502397127	0.801683743205635	FALSE	FALSE	unchanged	lost	low	FALSE	1725000	60000	minimal	late	0	668758	Fbxw28	FALSE	FALSE	FALSE	Other
stripe_0199	chr9	116060000	117785000	117785000	117850000	3prime	control_only	0.153424786013763	NA	0	0	FALSE	medium	116922500	-0.0960754262474605	11.5512777937372	0.483917863306088	0.502571434083739	0.810940783335059	FALSE	FALSE	unchanged	lost	low	TRUE	65000	1725000	minimal	late	0	21813	Tgfbr2	FALSE	FALSE	TRUE	Other
stripe_0200	chr9	121940000	122170000	122170000	122240000	3prime	mutant_only	NA	0.058095118982141	0	1	FALSE	medium	122055000	-0.281856593143691	13.2479302814298	18.179360357855	0.00167077993664432	0.120596381506651	FALSE	FALSE	unchanged	gained	low	FALSE	70000	230000	minimal	late	0	245050	Gask1a	TRUE	FALSE	TRUE	Promoter
