chr	start	end	enhancer_class	n_abc_pairs	mean_delta_abc	mean_delta_unnorm	n_gained	n_lost
chr6	83427882	83428092	Stable	1	-0.004798	-0.068091	0	0
chr5	30767919	30768278	Stable	1	-0.000133	-0.00189	0	0
chr14	55497407	55497721	Stable	1	0.005322	0.096708	0	0
chrX	140703345	140703530	Stable	5	-0.0073618	-0.0073306	1	4
chr6	38066315	38066540	Stable	3	0.026005	0.0349846666666667	1	0
chr15	101382965	101383175	Stable	1	0.010535	0.083344	1	0
chr1	190939814	190940244	Stable	8	-0.002702125	-0.00954575	1	1
chr14	70074484	70075274	Stable	10	0.0013262	0.0228119	3	1
chr1	131270194	131270524	Stable	1	0.007504	0.049377	0	0
chr1	131966399	131966496	Stable	2	-0.001939	-0.004596	0	0
chrX	74368166	74368857	Stable	8	0.0078895	0.08511175	1	0
chr10	68277017	68277227	Stable	9	-0.0150024444444444	-0.0398936666666667	1	7
chr3	157085085	157085519	Stable	4	0.001541	0.07700425	2	2
chr11	83424800	83425089	Stable	1	0.008911	0.040663	0	0
chr13	54067743	54067866	Stable	2	6.2e-05	0.000401	0	0
chr6	135526559	135527143	Stable	1	-0.006604	0.010653	0	0
chr8	105694448	105694951	Stable	10	9.42999999999998e-05	0.0180288	1	0
chr8	83915954	83916360	Stable	6	0.00222766666666667	0.0409548333333333	0	0
chrX	101898391	101898707	Stable	11	-0.00937881818181818	-0.0391421818181818	2	5
chr18	54828851	54829021	Stable	1	0.03559	0.046315	1	0
chr1	170424387	170424927	Stable	1	0.020362	0.032272	1	0
chr8	70416201	70416345	Stable	1	0.000493	0.02331	0	0
chr13	104038464	104038639	Stable	1	0.012221	0.018313	1	0
chr2	72035558	72036145	Stable	11	-0.0123804545454545	-0.0330091818181818	0	5
chr2	161498594	161499010	Stable	1	-0.000473	-6.8e-05	0	0
chr1	180225918	180226598	Stable	1	0.002518	0.020192	0	0
chr6	38238535	38238693	Stable	1	-0.00749	-0.031602	0	0
chr6	42324044	42325216	Stable	9	0.00957833333333333	0.0199053333333333	3	0
chr5	139129119	139129239	Stable	3	-0.000856333333333333	-0.0273956666666667	0	0
chr15	101145400	101145828	Stable	5	-0.0110438	-0.0391766	0	3
chr4	58935158	58935275	Stable	1	-0.002775	-0.026408	0	0
chr9	57075380	57075434	Stable	7	0.00746628571428571	0.0788731428571429	1	0
chr4	134590350	134590473	Stable	1	-0.002192	-0.039416	0	0
chr3	80697565	80697862	Stable	1	0.010552	0.06698	1	0
chr8	111185744	111185972	Stable	1	0.010566	0.065496	1	0
chr9	83600751	83600939	Stable	1	-0.007176	-0.017197	0	0
chr17	79920029	79920483	Stable	1	0.001253	0.002363	0	0
chr2	91944275	91944847	Stable	3	0.000403	0.050033	0	0
chr12	79925491	79925731	Stable	1	-0.006098	-0.007097	0	0
chr4	148504573	148504915	Stable	1	0.022444	0.12304	1	0
chr17	25508982	25509120	Stable	2	0.004253	0.0204475	0	0
chr16	29974072	29974257	Stable	1	0.072713	0.122959	1	0
chr12	72831638	72832328	Stable	3	0.0182006666666667	0.019021	3	0
chr1	72558601	72559248	Stable	4	-0.016849	-0.0562865	0	3
chr19	17769710	17770294	Stable	1	0.002222	0.038972	0	0
chr9	58410141	58410711	Stable	2	0.00301	0.004941	1	1
chr11	80670357	80670738	Stable	2	-0.007246	-0.0402955	0	1
chr19	5001752	5002408	Stable	4	0.0036765	0.02252275	0	0
chr15	93832427	93832674	Stable	1	-0.020844	0.029094	0	1
chr9	59660532	59660685	Stable	3	0.00452833333333333	0.0703956666666667	0	0
chrX	71214745	71215308	Stable	9	0.00114544444444444	-0.0365371111111111	2	5
chr18	44472971	44473290	Stable	3	-0.014015	-0.011897	0	1
chr16	18411124	18411326	Stable	3	0.008285	0.067456	1	0
chr2	158243603	158243935	Stable	2	-0.008141	-0.02678	0	0
chr11	84738896	84739306	Stable	1	-0.020658	-0.060744	0	1
chr1	132758708	132759251	Stable	1	0.000934	0.036107	0	0
chr5	124868989	124869272	Stable	2	-0.00383	-0.0427995	0	0
chr11	3833532	3833764	Stable	1	-0.002807	-0.034954	0	0
chr11	100518133	100518600	Stable	2	0.007167	0.039604	0	0
chr17	32162183	32162438	Stable	1	0.011706	0.047587	1	0
chr5	124234063	124234508	Stable	1	0.007852	0.134634	0	0
chr11	72125799	72126153	Stable	13	-0.00637976923076923	-0.0422293846153846	1	5
chr9	53829440	53829930	Stable	1	0.005614	0.014223	0	0
chr15	41830704	41831007	Stable	4	0.00539975	0.013487	2	1
chr14	54651010	54651355	Stable	2	-0.000985	0.000733	0	0
chr7	80883150	80883443	Stable	3	-0.00159466666666667	-0.0173356666666667	0	0
chr19	5422466	5422573	Stable	2	-0.003328	-0.067146	0	0
chr18	67460534	67461083	Stable	2	0.0032355	0.0206395	0	0
chr6	8659440	8659587	Stable	2	0.004679	0.01602	0	0
chr6	122339238	122339519	Stable	2	0.0137245	0.027796	1	0
chr13	16023448	16023974	Stable	1	-0.048025	-0.038754	0	1
chr5	92042336	92042894	Stable	29	0.00507341379310345	-0.0162444137931034	13	12
chr8	64688310	64688409	Stable	3	-0.00684133333333333	-0.050799	0	1
chr7	80586760	80586939	Stable	4	-0.00357425	-0.02317275	0	0
chr5	123259079	123259254	Stable	1	0.00415	0.030798	0	0
chr8	122264327	122264579	Stable	1	0.008887	0.140075	0	0
chr5	142477404	142477704	Stable	2	-0.0076505	-0.063216	0	1
chr5	136488777	136489071	Stable	2	-0.003303	0.012674	0	0
chrX	97431403	97431758	Stable	4	0.02604825	0.0075675	4	0
chr5	105434294	105434398	Stable	1	0.001154	0.0122	0	0
chr9	64588016	64588392	Stable	2	-0.002085	0.0029805	0	0
chr9	86879301	86880329	Stable	10	0.0060905	0.0295267	3	1
chr6	24955358	24956734	Stable	1	0.031859	0.089995	1	0
chr5	24987084	24987307	Stable	10	-0.0060531	-0.0605525	0	4
chr18	38350036	38350364	Stable	1	-0.000688	-0.058932	0	0
chr6	108661598	108661738	Stable	2	-0.0013865	-0.078621	0	0
chr5	146722274	146722649	Stable	6	-0.002269	0.00793133333333333	0	0
chr5	101896165	101896267	Stable	4	0.00316175	0.00275575	0	0
chr5	51568570	51568695	Stable	1	-0.007646	0.079513	0	0
chr2	154712052	154712210	Stable	1	0.008703	0.021897	0	0
chr10	128096736	128097038	Stable	3	0.003024	0.065021	0	0
chr9	56636305	56636583	Stable	5	0.0075994	0.104215	1	0
chr3	107953423	107953802	Stable	2	0.004366	0.008262	0	0
chr1	87486359	87486842	Stable	8	-0.03811	-0.12550475	0	5
chr15	38710814	38711357	Stable	3	0.00891166666666667	0.0266093333333333	1	0
chr17	26031666	26032151	Stable	3	-0.000912666666666667	0.000839000000000002	0	0
chr15	86038827	86039143	Stable	1	0.015728	0.083764	1	0
chr18	80376972	80377003	Stable	1	0.004667	0.047297	0	0
chr15	100871699	100871838	Stable	2	0.004122	0.056101	1	0
chr1	132364800	132365268	Stable	7	0.00125814285714286	0.00390971428571429	0	0
chr1	153126807	153127218	Stable	1	-0.004184	-0.000387	0	0
chr2	145970765	145971113	Stable	3	0.004144	0.00588333333333333	0	0
chr17	47593255	47593633	Stable	5	0.0018548	0.0142472	0	0
chr15	99449107	99449762	Stable	2	-0.0097675	-0.0752655	0	1
chr8	90876828	90877526	Stable	3	-0.0122596666666667	-0.0350376666666667	0	1
chr4	124781413	124781697	Stable	3	0.000957666666666667	0.0147313333333333	0	0
chr6	23569631	23570008	Stable	3	0.00292733333333333	0.002312	1	0
chr8	18723850	18724024	Stable	1	0.003082	0.008534	0	0
chr3	126744467	126744846	Stable	4	0.00637	-0.05416825	1	2
chrX	20290395	20290508	Stable	4	0.00874975	0.0364495	1	0
chr7	25422871	25423010	Stable	2	0.001935	-0.00288	0	0
chr13	44086801	44086966	Stable	1	-0.001449	-0.019882	0	0
chr5	36880641	36881085	Stable	3	-0.012248	-0.167917666666667	0	2
chr8	117604645	117605017	Stable	1	0.010306	0.009441	1	0
chr15	89522047	89522197	Stable	6	-0.000170666666666667	0.0357905	0	0
chr11	115246445	115246726	Stable	1	0.009227	0.161062	0	0
chr1	87482687	87482803	Stable	1	-0.045445	-0.162096	0	1
chr4	139963098	139963287	Stable	1	-0.003104	0.01229	0	0
chr15	27495992	27496460	Stable	1	0.003413	0.034306	0	0
chr11	77782475	77782708	Stable	1	-0.010176	-0.078726	0	1
chr6	83356660	83356819	Stable	1	0.000495	-0.002223	0	0
chr6	119095125	119095475	Stable	1	0.009492	0.041638	0	0
chr1	22787732	22787932	Stable	3	0.00662266666666667	-0.051076	1	1
chr6	121053703	121054047	Stable	5	-0.0025216	0.0667748	0	2
chr11	120120694	120121344	Stable	6	-0.000546	-0.0106051666666667	0	0
chr11	75567764	75567941	Stable	2	-0.0073125	-0.21846	0	0
chrX	162158760	162159002	Stable	1	0.024062	0.172812	1	0
chr6	38882681	38882906	Stable	2	-0.017224	-0.0597895	0	2
chr6	87399282	87399487	Stable	1	-0.027624	-0.050282	0	1
chr9	75050169	75050295	Stable	1	-9e-05	0.002424	0	0
chr6	100032685	100033201	Stable	5	-0.0063888	0.0100874	0	2
chr15	78204196	78204467	Stable	1	0.018444	0.141459	1	0
chr8	86585141	86585921	Stable	6	0.00221583333333333	0.000313	0	0
chr16	39192787	39192828	Stable	1	-0.044485	-0.021141	0	1
chr9	109892814	109892961	Stable	1	-0.000129	-0.003044	0	0
chr9	43778063	43778297	Stable	3	0.007166	0.0458216666666667	0	0
chr9	34901915	34902255	Stable	10	0.0063994	0.0045894	3	1
chr8	11798238	11798405	Stable	1	0.006752	0.044041	0	0
chr9	100454172	100454760	Stable	1	0.014976	0.088135	1	0
chr3	146770415	146770666	Stable	18	0.00278861111111111	0.0125597222222222	9	6
chr6	120715889	120716144	Stable	1	0.009236	0.08791	0	0
chr2	167943304	167943642	Stable	2	-0.0025915	-0.0175805	0	0
chr8	33078246	33078382	Stable	1	0.023944	0.007437	1	0
chr5	100038462	100039304	Stable	9	0.00363944444444444	0.04447	2	1
chr16	9993620	9994275	Stable	2	0.0099025	0.1114095	1	0
chr13	37457172	37457530	Stable	8	-0.014245375	0.007454625	0	5
chr17	81670341	81670659	Stable	2	0.022419	0.041713	2	0
chr2	158616440	158616746	Stable	3	0.009812	0.051496	1	0
chrX	17547536	17547698	Stable	1	-0.015583	-0.028951	0	1
chr1	72123642	72123916	Stable	1	0.139586	0.116531	1	0
chr4	108118286	108118790	Stable	5	-0.0080854	-0.0097762	0	2
chr7	64360656	64360881	Stable	1	0.007416	0.048749	0	0
chr3	17793701	17793871	Stable	1	0.02	-0.139966	1	0
chr6	39528587	39529153	Stable	2	0.0093585	0.019808	1	0
chr5	142495238	142495646	Stable	3	-0.01585	-0.04886	1	1
chr8	126920904	126921174	Stable	1	0.008437	0.024605	0	0
chr5	100498481	100498737	Stable	2	-0.002466	-0.003556	0	0
chr4	121016065	121016468	Stable	3	0.00468866666666667	0.033638	1	0
chr10	125990103	125990145	Stable	1	0.001872	0.005075	0	0
chr18	32955585	32956428	Stable	5	-0.0021786	-0.000930599999999998	1	2
chr6	67102634	67102725	Stable	1	0.006369	0.000713	0	0
chr16	4667273	4667593	Stable	3	0.00166233333333333	0.0196043333333333	0	0
chr11	58982030	58982140	Stable	2	0.004678	0.045641	0	0
chr14	60379427	60379586	Stable	3	0.00943966666666667	-0.0511763333333333	1	0
chr14	76505448	76506175	Stable	21	0.0216471904761905	0.0547164285714286	17	3
chr2	29237739	29238136	Stable	2	-0.00205	-0.007111	0	0
chr4	34886616	34887033	Stable	2	-0.003642	-0.021667	0	0
chr1	192356289	192356615	Stable	1	-0.006206	-0.056688	0	0
chr5	124006700	124007397	Stable	10	0.0001984	0.0463882	2	2
chr8	123826879	123827131	Stable	2	0.002153	-0.062467	0	0
chr17	56693641	56694192	Stable	3	-0.00189	0.00656866666666667	0	0
chr16	45722473	45722600	Stable	6	0.002405	0.00571433333333333	1	1
chr4	59199405	59199557	Stable	1	0.000435	0.001153	0	0
chr1	118598434	118598837	Stable	2	-0.006569	-0.005534	0	1
chr1	87246193	87246507	Stable	1	0.008633	0.037046	0	0
chr14	25461264	25461671	Stable	3	0.01855	0.076384	1	0
chr7	28379172	28379591	Stable	1	0.002324	0.036079	0	0
chr8	40573061	40573716	Stable	5	0.0137354	0.0385928	2	0
chr15	97760023	97760208	Stable	1	0.012157	0.069799	1	0
chr6	120971679	120972047	Stable	1	-0.000942	0.007456	0	0
chr3	89090776	89091192	Stable	9	0.00200744444444444	0.0630334444444444	0	0
chr1	170589001	170589078	Stable	1	0.005496	0.048109	0	0
chr17	29049146	29049383	Stable	4	0.0054815	0.0596865	0	0
chrX	12077088	12077554	Stable	3	0.017286	0.02381	2	0
chr4	19698185	19698289	Stable	2	0.0009235	0.0016145	0	0
chr5	21786591	21786839	Stable	6	0.00963433333333333	0.0542653333333333	5	0
chr1	178454127	178454640	Stable	17	-0.0146731764705882	-0.105430647058824	0	10
chr1	39913413	39913537	Stable	1	0.007637	0.045559	0	0
chr11	62456903	62457084	Stable	8	0.004993	0.048389375	2	1
chr12	44515055	44515402	Stable	1	-0.006116	-0.026017	0	0
chr5	112368625	112369188	Stable	17	-0.00566229411764706	-0.0442442941176471	3	5
chr7	122012432	122012660	Stable	1	-0.006014	-0.020105	0	0
chr17	43557463	43557602	Stable	2	-0.01325	-0.0039495	0	2
chr7	3302693	3302845	Stable	2	0.0085995	0.049439	0	0
chr4	108460149	108460844	Stable	8	0.009879	0.05429675	3	0
chr7	45866056	45866351	Stable	1	0.005743	0.058161	0	0
chr1	83181540	83181703	Stable	1	-0.00192	0.000986	0	0
chr10	12941411	12941662	Stable	1	0.009434	0.016123	0	0
chr7	140081785	140082669	Stable	7	0.00755814285714286	0.0548168571428571	1	0
chr15	78045057	78045651	Stable	1	-0.005869	-0.03883	0	0
chr15	8445423	8445571	Stable	4	0.01699925	0.04582575	3	0
chr16	45974002	45974144	Stable	2	-0.0037335	-0.0227625	0	0
chr7	123465797	123466098	Stable	2	0.003978	-0.0214625	0	0
chr3	107559130	107559596	Stable	1	0.006938	-0.046922	0	0
chr1	183504191	183504765	Stable	4	0.0089955	0.0050445	2	0
chr2	158057098	158057388	Stable	11	0.00545681818181818	0.0300677272727273	1	0
chr6	136551029	136551222	Stable	1	-0.009651	-0.009669	0	0
chr4	128806874	128807112	Stable	1	0.014712	0.141892	1	0
chr14	78662009	78662094	Stable	1	-0.005963	-0.014118	0	0
chr6	113099640	113099984	Stable	6	0.005008	0.060594	3	0
chr10	3562358	3562530	Stable	1	-0.00984	-0.009372	0	0
chr6	120858203	120858677	Stable	2	0.0036535	0.026923	0	0
chr10	125989948	125990006	Stable	1	0.001872	0.005075	0	0
chr18	80255743	80256439	Stable	10	0.0034753	0.0462219	4	1
chr3	98024351	98024802	Stable	1	-0.000245	-0.002884	0	0
chr3	41566034	41566230	Stable	2	0.0276725	0.122077	1	0
chr18	64488740	64489361	Stable	4	-0.00548325	-0.0284925	0	0
chr17	12742569	12742800	Stable	3	-0.000336333333333334	0.00498166666666667	2	1
chr12	110454282	110454497	Stable	1	0.00401	0.017731	0	0
chr11	11850448	11850801	Stable	4	0.015061	0.00955825	2	0
chrX	74246322	74246666	Stable	21	-0.00263685714285714	-0.068574	4	6
chr5	135077234	135077454	Stable	4	-0.009379	-0.05160425	0	1
chr2	61453815	61453927	Stable	1	0.013797	0.026603	1	0
chr6	117916835	117917386	Stable	3	0.0100336666666667	0.058374	1	0
chr19	12759772	12759944	Stable	1	-0.006951	-0.041394	0	0
chr13	109116951	109117056	Stable	4	-0.0091185	-0.02415275	0	1
chr11	50371335	50371769	Stable	1	-0.001869	0.001572	0	0
chr3	30592429	30592601	Stable	1	-0.007149	-0.031889	0	0
chr10	79803779	79804150	Stable	3	-0.00558933333333333	-0.093849	0	1
chr7	97079202	97079412	Stable	1	-0.000725	0.017294	0	0
chr12	110591284	110591965	Stable	12	0.02806275	0.220790333333333	5	1
chr3	137865575	137865816	Stable	15	0.00828846666666667	0.00489213333333333	7	1
chr4	143161687	143162513	Stable	5	0.0146762	0.0150844	3	1
chr6	90501239	90501604	Stable	2	-0.012999	-0.0404095	0	1
chr7	126701233	126701381	Stable	3	0.000182333333333333	0.055421	0	0
chr9	121505542	121505962	Stable	1	-0.004112	0.016564	0	0
chr7	100555415	100555953	Stable	4	0.007678	0.03457525	1	0
chr15	87200221	87200975	Stable	8	0.038822875	0.153476875	4	2
chr13	49352766	49352801	Stable	1	0.000707	0.016398	0	0
chr5	24622829	24623090	Stable	3	-0.006215	-0.049975	0	0
chr15	66968561	66968966	Stable	2	0.019946	0.030242	1	0
chr4	118293008	118293171	Stable	1	0.009772	0.046328	0	0
chr18	67931749	67931940	Stable	1	0.010057	0.019495	1	0
chr7	100663204	100663718	Stable	2	-0.012692	-0.037997	0	1
chr6	58863924	58864137	Stable	5	-0.008608	-0.0227678	0	2
chr8	36459233	36459389	Stable	3	0.0216483333333333	0.0585876666666667	3	0
chr11	121847832	121848229	Stable	1	0.008657	0.006525	0	0
chr7	80655371	80655828	Stable	1	-0.001045	-0.010966	0	0
chr4	138343331	138343427	Stable	2	-0.0059055	-0.0543285	0	0
chr4	151103661	151103781	Stable	1	0.001173	0.009759	0	0
chr7	120851761	120852337	Stable	28	-0.00346717857142857	-0.0435061071428571	8	10
chr16	13940351	13941005	Stable	12	-0.00321158333333333	0.0177841666666667	3	6
chr6	86471999	86472519	Stable	7	-0.00325028571428571	-0.0503721428571429	0	0
chr12	8640754	8641167	Stable	17	0.00385935294117647	0.0247704705882353	5	3
chr9	40984412	40984766	Stable	9	-0.00522188888888889	-0.0500668888888889	0	3
chr11	101200995	101201343	Stable	2	0.002667	0.0264185	0	0
chr3	32708287	32709223	Stable	11	-0.00181563636363636	0.011299	2	4
chr5	122080998	122081266	Stable	1	0.008312	0.045314	0	0
chr2	28211976	28212168	Stable	1	0.003691	0.023813	0	0
chr4	118417140	118417430	Stable	3	0.00560466666666667	0.027996	0	0
chr7	46676851	46677182	Stable	5	-0.0011382	-0.0490852	0	0
chr19	53365044	53365300	Stable	4	0.001942	0.07835275	1	1
chr7	141221678	141222183	Stable	6	-0.003153	-0.0408495	0	1
chr10	89903002	89903340	Stable	2	-0.007248	-0.050068	0	0
chr8	57651661	57652496	Stable	11	0.0115078181818182	-0.0656386363636364	10	1
chr11	98334227	98334705	Stable	8	0.001853625	0.009602875	0	0
chr8	71666914	71667075	Stable	3	0.00329566666666667	0.045372	0	0
chr8	93932815	93933197	Stable	2	0.0009915	-0.003014	0	0
chr16	87567681	87568130	Stable	1	0.018992	0.041878	1	0
chr7	43466243	43466654	Stable	3	0.007625	0.0341296666666667	1	0
chr4	141273347	141273671	Stable	4	0.00791575	0.0347415	1	0
chr17	29355712	29356228	Stable	3	0.00677533333333333	0.0371666666666667	2	0
chr4	106232439	106232937	Stable	2	0.0030795	0.005577	0	0
chrX	151077223	151077362	Stable	2	-0.0038385	-0.013512	0	0
chr16	91084794	91085345	Stable	3	0.0271446666666667	0.0745696666666667	1	0
chr16	23898770	23898794	Stable	1	0.035056	0.062413	1	0
chr15	81940357	81940509	Stable	1	-0.005645	-0.111034	0	0
chr2	83729475	83729628	Stable	1	0.018841	0.037173	1	0
chr7	55859248	55859353	Stable	2	0.0055815	0.0200355	0	0
chr16	21245973	21246213	Stable	1	0.010672	0.039012	1	0
chr1	190169143	190169247	Stable	3	0.008409	0.0758816666666667	2	1
chr13	70840316	70840649	Stable	3	0.0177226666666667	0.044389	2	0
chr17	23802647	23803254	Stable	29	-0.00103141379310345	-0.00174627586206897	6	6
chrX	134296792	134297087	Stable	17	-0.00665435294117647	0.0487591764705882	5	8
chr19	7265936	7266051	Stable	1	-0.006625	-0.076725	0	0
chr7	17060985	17061159	Stable	1	-6e-05	-0.055102	0	0
chr15	74454611	74454838	Stable	2	-0.006092	0.009537	0	1
chr12	20547203	20547367	Stable	3	-0.0139656666666667	-0.00603933333333333	1	2
chr6	31370537	31370701	Stable	1	-0.003039	0.002118	0	0
chr8	92364611	92364732	Stable	2	-0.0086265	-0.0168	0	0
chr8	32293181	32293385	Stable	2	0.0078945	0.006567	1	0
chr18	32253713	32254129	Stable	7	0.000405714285714285	-0.0300221428571429	1	1
chr9	55199405	55199672	Stable	5	-0.0131362	-0.0530144	0	3
chr9	53321285	53321967	Stable	10	-0.0061301	-0.0568016	0	4
chr16	42332270	42332608	Stable	1	-0.015135	-0.176067	0	1
chr6	136614168	136614566	Stable	7	0.00607814285714286	0.0137991428571429	1	0
chr10	61261928	61262076	Stable	1	0.003965	0.015693	0	0
chr11	117081729	117082049	Stable	1	-0.008493	-0.104507	0	0
chr6	23707700	23707853	Stable	2	0.010519	0.0169985	1	0
chr8	13512730	13512993	Stable	1	-0.01112	-0.072727	0	1
chr15	27467720	27467904	Stable	1	0.012956	0.133448	1	0
chr13	54372594	54373029	Stable	4	0.00885825	-0.1485475	2	0
chr18	32418611	32418967	Stable	10	0.0078034	0.0169631	5	1
chr3	114031871	114032118	Stable	1	0.010725	0.067834	1	0
chr7	19308172	19308853	Stable	16	0.0085146875	0.059313125	4	0
chrX	152336531	152337022	Stable	19	0.00754194736842105	0.0743025789473684	7	2
chr8	122830364	122830759	Stable	1	-0.003461	-0.0273	0	0
chr17	29569463	29569780	Stable	3	0.00401733333333333	0.0244893333333333	0	0
chr11	110379763	110380272	Stable	1	0.015868	0.016651	1	0
chr8	70279263	70279642	Stable	1	0.008062	0.094758	0	0
chr4	133209486	133209705	Stable	2	-0.002728	-0.044001	0	0
chr11	107469024	107469435	Stable	6	-0.0100198333333333	0.00933466666666666	1	1
chr3	105521017	105521650	Stable	4	0.00972525	0.025202	2	0
chr11	105364846	105365070	Stable	1	0.017275	0.054588	1	0
chr4	41708351	41708609	Stable	1	-0.004997	-0.060903	0	0
chr11	97146889	97146982	Stable	1	0.005372	0.060774	0	0
chr2	135672766	135673007	Stable	1	0.000778	0.025468	0	0
chr6	88346787	88347270	Stable	1	-0.000289	3e-05	0	0
chr9	99057894	99058059	Stable	1	-0.00946	-0.016499	0	0
chr12	52493542	52493681	Stable	1	0.003871	0.027187	0	0
chr10	77627637	77627811	Stable	1	0.004533	0.038666	0	0
chr7	16411117	16411446	Stable	1	-0.003594	-0.022902	0	0
chr5	32815412	32815612	Stable	1	-0.007855	-0.029518	0	0
chr14	51902879	51903075	Stable	4	0.0049125	0.044483	0	0
chr11	77214839	77214970	Stable	1	-0.004315	-0.017563	0	0
chr9	57947514	57947877	Stable	5	0.0055406	0.1401552	0	0
chr11	104278335	104278513	Stable	1	0.00906	0.153943	0	0
chr7	99151340	99151796	Stable	5	-0.0117582	-0.0465022	0	3
chr15	89146486	89147221	Stable	4	0.00759525	0.202605	1	0
chr12	105467933	105468374	Stable	5	-0.008039	0.007177	0	1
chr11	74831942	74832520	Stable	10	0.0053297	0.0336359	2	0
chr5	125177734	125178103	Stable	1	0.005305	0.108177	0	0
chr17	45911098	45911671	Stable	4	0.03173525	0.156093	2	0
chr4	130878435	130878848	Stable	2	-0.0013085	0.02975	0	0
chr17	23550332	23550874	Stable	19	0.00248815789473684	-0.016518052631579	4	5
chr3	107863899	107864213	Stable	2	0.0132975	0.0429135	1	0
chr9	121810063	121810461	Stable	5	0.0099622	0.0431314	3	0
chr5	37035209	37035730	Stable	1	0.008262	0.071969	0	0
chr3	68421940	68422190	Stable	4	-0.054774	-0.01816025	0	3
chr1	152090745	152091020	Stable	1	0.010324	-0.004719	1	0
chr4	140237362	140237736	Stable	1	0.004393	0.106977	0	0
chr16	90023431	90023994	Stable	6	0.00308816666666667	-0.0187666666666667	3	2
chr17	8532653	8533148	Stable	3	0.0238516666666667	0.109097333333333	1	0
chr15	103305092	103305457	Stable	25	-0.0085762	-0.06792424	3	2
chr5	43672154	43672829	Stable	16	0.0072485625	0.005038625	8	4
chr10	80670193	80670382	Stable	2	-0.0065155	-0.170747	0	0
chr6	38195506	38195605	Stable	1	0.004643	0.035949	0	0
chr9	107612197	107612474	Stable	22	0.00316909090909091	-0.0334509545454545	6	2
chr19	40478144	40478664	Stable	1	-0.00213	-0.025931	0	0
chr14	58076179	58076734	Stable	5	0.000591800000000001	0.0116438	2	1
chr1	172490184	172490663	Stable	3	-0.00531333333333333	-0.012264	0	0
chr2	29817709	29817973	Stable	1	0.003305	0.04027	0	0
chrX	73053873	73054251	Stable	30	0.000587499999999999	0.0199784333333333	6	6
chr19	4216275	4216760	Stable	2	0.010034	0.100885	2	0
chr10	118113322	118113609	Stable	1	0.030656	0.02673	1	0
chr15	82899661	82899876	Stable	5	-0.006934	0.010293	1	3
chr9	95675231	95675694	Stable	2	0.003399	-0.000219	0	0
chr3	79854577	79854756	Stable	2	0.009992	-0.0157055	1	0
chr7	83242354	83242538	Stable	2	-0.004809	0.008028	0	0
chr17	84096491	84097041	Stable	3	0.00304433333333333	0.0162303333333333	0	0
chr9	43331657	43332516	Stable	3	-0.0191143333333333	-0.0272063333333333	0	2
chr4	125556563	125556983	Stable	1	-0.007253	0.006843	0	0
chr8	111537426	111537650	Stable	4	0.00244625	0.0015225	0	0
chr3	57846688	57847054	Stable	4	-0.0007425	0.00455675	1	0
chr14	54857828	54858271	Stable	9	-0.00801644444444445	-0.106574666666667	0	1
chr4	155307988	155308541	Stable	6	-0.0049665	-0.0696308333333333	0	1
chr9	45133981	45134224	Stable	2	0.0002725	0.070926	0	0
chr11	107473294	107473395	Stable	2	0.0020505	0.0263475	0	0
chr9	4605465	4605702	Stable	2	-0.0068005	-0.0094435	0	0
chr8	27124303	27124487	Stable	2	-0.0128755	-0.048415	0	2
chr11	102690224	102690477	Stable	1	0.016009	0.112175	1	0
chr1	80854435	80854648	Stable	1	-0.005167	-0.000985	0	0
chr4	101509295	101509360	Stable	4	0.00932625	0.066032	1	0
chr13	63564808	63564929	Stable	5	-0.0021448	-0.0174558	2	1
chr6	38550687	38552330	Stable	6	0.008451	0.130798666666667	2	0
chr19	34722612	34722861	Stable	1	-0.001625	-0.00464	0	0
chr14	31386089	31386279	Stable	6	0.00173033333333333	0.0207603333333333	0	0
chr1	36737425	36737556	Stable	1	-0.000585	-0.009746	0	0
chr11	6001968	6002568	Stable	9	-0.00662533333333333	-0.0861194444444444	0	3
chr3	82029255	82029524	Stable	2	0.0171435	0.0194035	1	0
chr19	44458765	44459035	Stable	1	-0.029433	-0.067587	0	1
chr11	59736091	59736191	Stable	1	0.012097	0.114094	1	0
chr12	109709724	109709944	Stable	1	0.009185	0.0308	0	0
chr17	17409771	17409908	Stable	1	0.01873	0.040115	1	0
chr11	97350169	97350496	Stable	1	0.000632	-0.016717	0	0
chr18	82751268	82751446	Stable	2	0.0108885	0.012011	2	0
chr7	125560468	125560641	Stable	1	-0.013771	-0.016815	0	1
chr11	88164788	88164949	Stable	3	-0.00429766666666667	-0.024497	0	0
chr1	135158708	135159481	Stable	2	0.005004	0.070428	0	0
chr14	48138225	48138390	Stable	5	-0.0102486	-0.020834	0	2
chr10	77984652	77985091	Stable	3	0.008465	0.0608006666666667	1	0
chr1	52722682	52722785	Stable	1	-0.002396	-0.052979	0	0
chr9	103490561	103490738	Stable	4	0.0029805	0.0242575	0	0
chr12	113163325	113164033	Stable	4	-0.00342325	-0.03114675	0	0
chr11	76639494	76639536	Stable	1	0.0123	0.048939	1	0
chr1	93227279	93227724	Stable	2	-0.0084695	-0.0111795	0	1
chr7	65871108	65871550	Stable	2	0.005734	0.0093605	0	0
chr6	89631989	89632360	Stable	1	0.008396	0.018883	0	0
chr11	109969090	109969196	Stable	1	2e-04	-0.011372	0	0
chr7	64519117	64519379	Stable	1	-0.000571	-0.002874	0	0
chr10	69796354	69796682	Stable	2	0.0186005	0.0082585	2	0
