enh_key	chr	start	end	delta_activity	activity_base_WT	activity_base_KO	mean_delta_abc	mean_delta_unnorm	max_abs_delta_unnorm	n_genes	has_H3K27ac	Fold	FDR	Conc	Conc_mut	Conc_ctrl	p.value	median_distance
chr4:20041529-20042443	chr4	20041529	20042443	0.466919	6.317527	6.784446	0.00103025	0.01413275	0.07541	8	TRUE	0.532004122068179	0.0307819545084279	6.26413834568157	6.58703494935851	5.84748521884315	0.00325084423126999	604379
chr4:20343360-20343860	chr4	20343360	20343860	2.837195	1.414784	4.251979	0.012556	0.050522	0.050522	1	FALSE	1.10342626162198	1.40688039867659e-12	7.04867021139465	7.52689257830926	6.32837641886662	2.37024502708773e-15	435256
chr4:20460213-20460713	chr4	20460213	20460713	6.925672	2.028837	8.954509	0.0329365	0.083544	0.12957	2	FALSE	1.51679629427944	1.60956424874876e-17	6.71729025976387	7.31913746366415	5.66541708099395	5.22057970621914e-21	385464.5
chr4:20518139-20518639	chr4	20518139	20518639	2.906162	1.218875	4.125037	0.013363	0.052515	0.052515	1	FALSE	1.40619599373274	6.04110880179995e-18	6.97800752652401	7.5497425764317	6.0169774223129	1.8432185726221e-21	260477
chr4:20777897-20778397	chr4	20777897	20778397	7.283394	2.208651	9.492045	0.02463425	0.03916725	0.076141	4	FALSE	0.161548662778824	0.438479328497984	7.3268995554887	7.41959404884865	7.22783791990624	0.185543148502676	812876
chr4:21688289-21689238	chr4	21688289	21689238	1.24714	0.845634	2.092774	0.09881	0.200191	0.200191	1	FALSE	-0.39056751844431	0.153344221877407	6.05396463489736	5.69045144031873	6.34407109546178	0.0328507579939275	2800.5
chr4:21726776-21727276	chr4	21726776	21727276	0.437617	3.282793	3.72041	-0.002912	0.0108456666666667	0.014008	3	TRUE	0.637889359400022	0.0052315313839427	5.41961762327307	5.76792659054482	4.95951084472062	0.000319241256084164	40186
chr4:21727450-21727976	chr4	21727450	21727976	0.946039000000001	10.410895	11.356934	-0.00323683333333333	0.00496475	0.053696	12	TRUE	0.199774327992594	0.460232593529455	6.18585445363838	6.32407388095356	6.03297588423314	0.202660591515438	416722
chr4:21766848-21767462	chr4	21766848	21767462	0.912125	6.961753	7.873878	0.00405083333333333	0.023986	0.042869	6	TRUE	0.200476939811409	0.416106619148013	6.02819477435659	6.15799153528051	5.885555489913	0.168960859429327	96854.5
chr4:21776024-21776524	chr4	21776024	21776524	1.024392	9.07753	10.101922	-0.0113752727272727	-0.00131609090909091	0.05312	11	TRUE	0.281713001546196	0.314560925881119	6.17244122921169	6.38518723289672	5.92280435790529	0.104761243505357	103398
chr4:21847332-21848264	chr4	21847332	21848264	1.084138	13.222451	14.306589	0.000890363636363636	0.0168280909090909	0.046914	11	TRUE	0.341461548281322	0.196157773425244	6.28478314254256	6.51705385329168	6.00780450514746	0.0482600894901246	161835
chr4:21879422-21880050	chr4	21879422	21880050	1.265129	7.463154	8.728283	-0.000387857142857143	0.0182011428571429	0.047229	7	TRUE	0.162545726014563	0.612890187435534	5.30301993090519	5.44106485157156	5.15035485409066	0.345208042085783	112581
chr4:21931078-21931670	chr4	21931078	21931670	2.404865	13.151414	15.556279	0.009571	0.0285121538461538	0.0892	13	TRUE	0.14733321222545	0.56838194821359	6.36979564953892	6.46501030978214	6.26785020152362	0.298863857172031	426168
chr4:21932265-21932765	chr4	21932265	21932765	0.540486	3.45143	3.991916	0.001319	0.0351743333333333	0.082759	3	TRUE	0.340295445734609	0.24980759916973	4.74017099400263	5.0104903143431	4.4072460870638	0.0709628493448861	52843
chr4:22357179-22358158	chr4	22357179	22358158	-0.715539	11.813774	11.098235	-0.0040395	-0.0027047	0.071967	10	TRUE	0.261001949717928	0.204586908947314	6.53947647863034	6.68962836132045	6.37186215521456	0.051574182573105	2464259.5
chr4:22476909-22478273	chr4	22476909	22478273	3.12922	0	3.12922	0.0146786666666667	0.0314643333333333	0.049057	3	FALSE	-0.390735850648086	0.0453338997315161	6.98449642734658	6.7247259287949	7.20455295712858	0.00550462427288707	12956
chr4:22488116-22488933	chr4	22488116	22488933	0.0588169999999999	3.035787	3.094604	-0.03064	-0.001034	0.001034	1	FALSE	-0.231861525802569	0.316726679301422	6.61852958254758	6.45731193137485	6.76352875858318	0.106005979419486	2022.5
chr4:22491276-22491776	chr4	22491276	22491776	0.189651	1.190362	1.380013	-0.001066	0.023016	0.023016	2	FALSE	-0.253835212114706	0.327984464587505	5.24099438535004	5.0216438132177	5.43135386006541	0.112585577533977	2069.5
chr4:22494913-22495413	chr4	22494913	22495413	0.298842	2.1195	2.418342	-0.001607	0.0319155	0.033243	2	FALSE	-0.0176463719289495	0.955304153270108	6.85216419250063	6.84538139539353	6.85891524961189	0.890698006267229	5706.5
chr4:22497707-22498207	chr4	22497707	22498207	0.505489	1.438572	1.944061	0.01307	0.048607	0.056015	2	FALSE	-0.0609562390143827	0.850982107537556	6.51162245360216	6.47244585754498	6.54976326826277	0.683164156390632	8500.5
chr4:24496178-24496700	chr4	24496178	24496700	5.196071	0	5.196071	0.086291	0.0385155	0.055491	2	FALSE	0.171346008140877	0.558201140144174	5.68994331434005	5.81912461722983	5.54804705826072	0.288882530037735	1036811
chr4:24544660-24545160	chr4	24544660	24545160	3.439035	0	3.439035	0.0346005	0.023	0.02662	2	FALSE	0.144670201489835	0.630616014039001	5.49086810713935	5.59728740375408	5.37596923287593	0.365351054378039	81240
chr4:24621556-24622056	chr4	24621556	24622056	4.201045	0	4.201045	0.024065	0.0085475	0.016822	2	FALSE	-0.000470180700001452	0.998644664006035	7.2773202723111	7.28143344836954	7.27319533590086	0.996946732418577	158136
chr4:24631128-24631628	chr4	24631128	24631628	4.77592	0	4.77592	0.0254576666666667	0.0109933333333333	0.019567	3	TRUE	0.165719381713104	0.485403641113631	6.70134669673132	6.80781198473646	6.58639420393335	0.223751103995867	200488
chr4:24720782-24721282	chr4	24720782	24721282	0.198819	0.661554	0.860373	0.0059	0.022735	0.022735	1	FALSE	0.663554178691512	0.0142632916292171	4.28610797982031	4.6983864521804	3.70664775402571	0.00115770686731193	177050
chr4:24850772-24851374	chr4	24850772	24851374	1.486977	10.974489	12.461466	0.016513125	0.015172	0.064886	8	TRUE	0.367674006028005	0.0868104378712283	6.7468805357381	6.96280346692374	6.49285495243857	0.0139122883511775	235499.5
chr4:24897832-24898394	chr4	24897832	24898394	1.334873	9.00341	10.338283	0.01569775	0.034564125	0.052528	8	FALSE	0.5031535295379	0.0396962045447969	6.14479237289811	6.4497450787058	5.75761072723832	0.00458458460596696	235499.5
chr4:24966156-24966776	chr4	24966156	24966776	0.585254	6.436867	7.022121	0.0177255	0.03928925	0.088473	4	TRUE	0.224634045679776	0.343445808122238	6.77483976845974	6.91000942761411	6.62568405844161	0.121820249098888	91863
chr4:24972171-24972671	chr4	24972171	24972671	0.020283	0.465163	0.485446	0.000728333333333333	0.00377666666666667	0.00387	3	FALSE	0.204811174024641	0.513314766869986	4.22708556513745	4.41111331990559	4.01610342051309	0.247682444288584	5905
chr4:25281455-25282071	chr4	25281455	25282071	0.768367999999999	14.533822	15.30219	0.0199176363636364	0.00171363636363636	0.169087	11	TRUE	0.593333657760664	0.00556749430848583	6.64955456644631	6.97159461188451	6.23433046360912	0.000344543272254469	430639
chr4:25623094-25623594	chr4	25623094	25623594	-2.58667	17.272731	14.686061	0.0082589	-0.0038317	0.070418	10	TRUE	0.28613246378295	0.237604158782873	6.92583950856838	7.11320069619833	6.71046230480311	0.0656088156095293	656883
chr4:25721456-25721956	chr4	25721456	25721956	5.730028	0	5.730028	0.019349	0.028892	0.034117	2	TRUE	0.540246206819837	0.0349981328077178	5.30543216024679	5.63905865360196	4.87068403114899	0.00386882068248007	459357.5
chr4:25799538-25800494	chr4	25799538	25800494	-0.849882000000001	41.82672	40.976838	0.0154329285714286	-0.00876678571428571	0.299645	14	TRUE	0.185374740063324	0.357227573554631	7.80049028702601	7.90680159251531	7.68571729842609	0.130110057863159	925413
chr4:26000411-26000911	chr4	26000411	26000911	-6.675621	10.898721	4.2231	-0.013918	-0.0810775	0.218075	6	TRUE	1.07949341744579	3.91048167072594e-09	7.63867007571211	8.12135624708825	6.90807917046076	2.00239569777959e-11	1033678.5
chr4:26346466-26347141	chr4	26346466	26347141	-5.46719	16.535522	11.068332	0.003571625	-0.012584375	0.140911	8	TRUE	0.489479632050045	0.00649221098907014	7.25260936402294	7.51798112741527	6.92716811711766	0.000421491610470792	1380342.5
chr4:26354506-26355006	chr4	26354506	26355006	-5.561658	11.104746	5.543088	-0.0141644285714286	-0.128476142857143	0.689747	7	FALSE	0.891282873700752	5.86522131333176e-09	7.51034423878484	7.91783733019698	6.94035321764285	3.22897620789138e-11	1387307
chr4:26402131-26402631	chr4	26402131	26402631	-11.980156	22.027775	10.047619	-0.0177501666666667	-0.10380575	0.668273	12	TRUE	0.621354847697438	0.000359267974086974	7.71610139581951	8.03181117934968	7.31136855664764	1.23104876106584e-05	1435920
chr4:27418477-27418977	chr4	27418477	27418977	-7.07028	14.155095	7.084815	0.0059315	-0.0327105	0.074018	2	TRUE	0.810812423400777	4.94042325232826e-07	7.25342344272749	7.6381258118664	6.72728221273688	5.4659109501496e-09	2191120
chr4:28812771-28813380	chr4	28812771	28813380	14.406409	0	14.406409	0.055313	0.0269992	0.047392	5	TRUE	0.0919827774686127	0.720916687177653	7.57807319598671	7.6353147322968	7.51846632615951	0.478084751969788	3570199.5
chr4:28814815-28815781	chr4	28814815	28815781	0.735248	15.756253	16.491501	0.05220575	0.01249775	0.027758	4	TRUE	0.201350451432157	0.411068481071674	7.0953293506401	7.22088533953993	6.95779569813423	0.16524100068231	1700789
chr4:29117922-29118422	chr4	29117922	29118422	1.306471	0	1.306471	0.091478	0.019343	0.019343	1	FALSE	-0.302481733498413	0.124330714505171	6.56904853218156	6.3668513905638	6.74635943731428	0.0238148521761185	50094
chr4:31963641-31964346	chr4	31963641	31964346	7.84336	0	7.84336	0.026393	0.005581	0.005581	1	FALSE	0.275425686037411	0.365247369635135	4.84724685648505	5.0902087914375	4.55491335285596	0.13516410579902	2895915.5
chr4:32239367-32239867	chr4	32239367	32239867	1.367927	7.968513	9.33644	0.053243	0.078668	0.078668	1	TRUE	-0.119476742419659	0.64825918769141	7.09198190512841	7.0096012281756	7.16991150717238	0.385584237434326	814
chr4:32249752-32250942	chr4	32249752	32250942	-1.962837	7.216085	5.253248	-0.009421	-0.117423	0.117423	1	TRUE	0.327008927515792	0.102914567554136	6.81217739182024	6.99764785371279	6.59929595837509	0.017861654775536	11544
chr4:32250987-32251487	chr4	32250987	32251487	-2.466122	7.204454	4.738332	-0.013977	-0.140455	0.140455	1	TRUE	0.293570750355483	0.218686163351954	6.28851382428227	6.46835807644567	6.08301438433746	0.0574155857103209	12434
chr4:32251946-32252446	chr4	32251946	32252446	-1.997607	3.088372	1.090765	-0.014474	-0.10613	0.10613	1	FALSE	0.245525857798584	0.377986356368966	4.94821619477784	5.13162675713372	4.73804522675174	0.143322581957392	13393
chr4:32302969-32303469	chr4	32302969	32303469	-0.656484	6.288006	5.631522	0.000824	-0.022545	0.022545	1	TRUE	0.896729828582559	0.000102072664363088	5.948729166945	6.39899833805407	5.29061212970832	2.73777160811482e-06	64416
chr4:32303615-32304115	chr4	32303615	32304115	-1.892544	13.891286	11.998742	-0.000214	-0.060967	0.060967	1	TRUE	0.163765173825366	0.595591263875503	6.4644114808523	6.59185627815267	6.32460790225228	0.326902822196929	65062
chr4:32432115-32432615	chr4	32432115	32432615	-1.854705	7.615984	5.761279	0.007225	-0.033882	0.072374	2	TRUE	0.247211630840265	0.237454370412003	6.95735176127759	7.09830798533106	6.80111744836824	0.0655421585392977	1778924.5
chr4:32531138-32531638	chr4	32531138	32531638	-1.022713	4.59858	3.575867	0.003599	0.00135	0.00135	1	TRUE	0.706820493441667	2.59409961618499e-05	7.16178339709021	7.50457758048231	6.71128409261168	5.51080483364173e-07	292585
chr4:32536882-32537382	chr4	32536882	32537382	-5.711492	11.19412	5.482628	-0.0129663333333333	-0.074485	0.112074	3	TRUE	0.317918419745596	0.131838238500494	7.19568411531665	7.38003828379731	6.98427263996364	0.0261430844114693	298329
chr4:32538046-32538546	chr4	32538046	32538546	-0.665991	3.615346	2.949355	0.005233	0.011153	0.011153	1	TRUE	0.3056406748633	0.171064027044393	6.69606599641888	6.88247499891217	6.48194663174162	0.0389048006108762	299493
chr4:32538965-32539465	chr4	32538965	32539465	-0.510182	3.289351	2.779169	0.005463	0.014003	0.014003	1	TRUE	0.354460098640469	0.11979787464044	5.8010410817403	6.01257402321829	5.5530739174647	0.0224969175703161	300412
chr4:32615125-32615700	chr4	32615125	32615700	2.765368	16.604341	19.369709	0.00875753846153846	0.0200623846153846	0.134228	13	FALSE	0.0618456910840934	0.874832599991288	6.95705791224922	7.02832374484938	6.88208794249045	0.725936281800099	416002.5
chr4:32800002-32800609	chr4	32800002	32800609	-1.030887	12.336571	11.305684	-0.00196871428571429	-0.0176484285714286	0.052851	7	TRUE	0.167229518034142	0.5675033817287	6.0102778668724	6.13051973628704	5.87909566957214	0.298011050092846	231017.5
chr4:32826876-32827376	chr4	32826876	32827376	-2.747168	5.024171	2.277003	-0.025459	-0.146721	0.146721	1	FALSE	0.256535848175014	0.278417987415206	6.3453282014295	6.5046897585166	6.16615202517045	0.0853477335861424	26874
chr4:32833553-32834053	chr4	32833553	32834053	-1.616165	3.850972	2.234807	-0.009722	-0.06261	0.06261	1	TRUE	0.310849616040648	0.124542379807369	7.11733870500587	7.29694881717441	6.91214503469239	0.0238702683716114	33551
chr4:32950589-32951091	chr4	32950589	32951091	0.364336000000001	4.105383	4.469719	0.006593	0.013283	0.018781	2	FALSE	-0.0666663747475893	0.831190542330268	7.39916670141137	7.34876142218776	7.44787019714438	0.649453754785662	91392
chr4:32982786-32983641	chr4	32982786	32983641	0.550494	7.25121	7.801704	0.0053458	0.0187696	0.054917	5	TRUE	-0.0694802019123356	0.849322150518953	5.11517351849769	5.04671266042046	5.18053232022314	0.680104441004159	48201.5
chr4:32989301-32989801	chr4	32989301	32989801	-0.844654	9.94576	9.101106	0.00211028571428571	-0.0225727142857143	0.116584	7	FALSE	0.319998508056011	0.227702355304725	5.56681379417731	5.78762662215113	5.30598791754477	0.061304015559542	41864
chr4:32997432-32997932	chr4	32997432	32997932	-1.179758	4.733855	3.554097	-0.01	-0.064369	0.091947	2	TRUE	0.123696268153472	0.656425186884818	6.16275482798965	6.2475099056775	6.07270809108341	0.395369445540364	30743.5
chr4:33018406-33018906	chr4	33018406	33018906	0.0272000000000001	2.669832	2.697032	0.008746	0.030061	0.030061	1	FALSE	-0.0615300856492876	0.848691605379766	5.90234777378477	5.86007729304107	5.94341491736595	0.679086971047246	67815
chr4:33031025-33032055	chr4	33031025	33032055	0.997689000000001	14.663044	15.660733	0.00683227272727273	0.0164077272727273	0.106936	11	TRUE	-0.0681331569735964	0.851048696507542	5.33291770451682	5.25991182631625	5.40240647146613	0.68326733133464	231288
chr4:33051546-33052046	chr4	33051546	33052046	-0.47068	1.740761	1.270081	-0.003177	-0.043684	0.043684	1	FALSE	-0.10010820335669	0.78065836151022	3.68898427097153	3.54581914761321	3.81921623967522	0.566474919405283	11202
chr4:33068875-33069375	chr4	33068875	33069375	-3.459765	21.194218	17.734453	-0.00660415384615385	-0.113848	0.654719	13	TRUE	0.369475438825799	0.0932378608144767	6.49532832921896	6.71755590931141	6.23252466948915	0.0154745015607163	139865
chr4:33125309-33125809	chr4	33125309	33125809	-1.850884	3.597208	1.746324	-0.012396	-0.059563	0.059563	1	FALSE	0.805606139667233	0.000118689330724233	5.68873681709318	6.08668742595609	5.13735270729036	3.28284278156623e-06	164604
chr4:33189041-33189987	chr4	33189041	33189987	-0.762985999999998	28.942103	28.179117	0.0020728	-0.02102295	0.17706	20	TRUE	0.131461663522445	0.623115779797174	7.61322048184236	7.69914877808188	7.52184825754563	0.356938824751556	460829
chr4:33204628-33205128	chr4	33204628	33205128	0.0345759999999999	1.481093	1.515669	0.006337	0.008162	0.008162	1	FALSE	0.200791577121323	0.514258334173487	5.38248347001233	5.54893321394444	5.19429431459119	0.248526586107295	4112
chr4:33209484-33209984	chr4	33209484	33209984	-2.164999	9.063759	6.89876	-0.0146048333333333	-0.0750136666666667	0.147633	6	TRUE	0.296302375571879	0.209382935586945	6.02240136245338	6.21887571113991	5.79488738490784	0.053593985504132	100489.5
chr4:33247492-33247992	chr4	33247492	33247992	2.037825	12.452212	14.490037	0.0145037692307692	0.0344408461538462	0.116809	13	TRUE	-0.0573609206305773	0.869746500513655	6.17209044689243	6.1189869280189	6.22330849803653	0.716696868913092	216327
chr4:33248283-33248783	chr4	33248283	33248783	2.319732	15.336613	17.656345	0.013295	0.028966	0.138562	18	TRUE	0.0898517674257026	0.782896029866221	6.45526503833786	6.52282929317588	6.3843804833541	0.570487369936477	281594.5
chr4:33261212-33261712	chr4	33261212	33261712	-0.745161	2.719762	1.974601	-0.005631	-0.029463	0.029463	1	FALSE	0.58798116308442	0.000177686217801188	6.90049239464732	7.19462837287811	6.53061745860459	5.3412879671207e-06	28701
chr4:33292697-33293197	chr4	33292697	33293197	-0.036358	0.622112	0.585754	0.00174	0.001459	0.001459	1	FALSE	-0.0563707546242954	0.869533951954983	5.92725769887306	5.88818187077017	5.96530299731395	0.716336029535749	2784
chr4:33309887-33310561	chr4	33309887	33310561	-0.952125	5.714754	4.762629	0.000736	-0.008041	0.008041	1	FALSE	0.300911026942068	0.293324475187183	6.31856193039253	6.55306551064914	6.03839925711979	0.0932052897795042	20061
chr4:33520173-33520673	chr4	33520173	33520673	-4.32409	9.520338	5.196248	0.003074	-0.004327	0.004327	1	TRUE	0.350588729998252	0.0960839957039417	6.95319054908124	7.1621895136078	6.70870051669355	0.0161631891304853	529768
chr4:33524561-33525061	chr4	33524561	33525061	-13.445752	30.646423	17.200671	-0.0096288	-0.0902245	0.401402	10	FALSE	0.112023948226264	0.638087227450261	8.15815797777219	8.22813209824975	8.08461617080207	0.373988085792463	1058129
chr4:33555073-33555863	chr4	33555073	33555863	-3.19225	6.822621	3.630371	-0.002876	-0.014394	0.014394	1	TRUE	0.758917074998253	2.52955219702243e-06	6.97708447913691	7.34148313094728	6.48836036972113	3.67778675006844e-08	494723
chr4:33587585-33588085	chr4	33587585	33588085	-1.524542	4.852281	3.327739	-0.013875	-0.02734	0.02734	1	TRUE	0.319088086572996	0.101433665988245	6.90668463067408	7.09355541945388	6.69195548572469	0.0174617903946494	462356
chr4:33589137-33589637	chr4	33589137	33589637	-2.386952	4.525809	2.138857	-0.01579	-0.028914	0.028914	1	TRUE	0.643560230529032	0.000104117896865502	6.67299231255074	6.9922398119705	6.26241143384004	2.8079871100205e-06	460804
chr4:33640760-33641260	chr4	33640760	33641260	-0.634652	5.383333	4.748681	0.00453	-0.00748	0.00748	1	FALSE	0.619750333119813	9.11622701297413e-05	7.00100120947542	7.30636952464578	6.61314782230959	2.37755728257504e-06	409181
chr4:33735624-33736562	chr4	33735624	33736562	-5.761316	14.20467	8.443354	-0.0049605	-0.074592	0.121596	2	TRUE	0.930587898275853	4.10450348304022e-06	6.65016040626379	7.10062066612699	5.99163128725032	6.54481598606344e-08	251298.5
chr4:33793315-33793815	chr4	33793315	33793815	-7.581092	23.698691	16.117599	-0.0109004285714286	-0.0959732857142857	0.388602	7	TRUE	0.564978877882548	0.00427154519841358	6.86625882729787	7.16959344247913	6.48168765667055	0.000248250769603485	821379
chr4:33797842-33798342	chr4	33797842	33798342	-5.026972	9.28557	4.258598	-0.0110395	-0.1220175	0.217348	2	TRUE	1.16104082430702	4.27114604168617e-10	6.27917293516696	6.78924829010253	5.48300158876812	1.57514870869538e-12	189299.5
chr4:33889891-33890391	chr4	33889891	33890391	-10.459113	25.35995	14.900837	-0.0255213333333333	-0.250289166666667	0.895776	6	TRUE	0.518409141318288	0.00152688377813724	7.70643069778041	7.9748656051056	7.37636375556037	6.92123035989353e-05	692799
chr4:33893727-33894227	chr4	33893727	33894227	-4.336192	6.777815	2.441623	-0.017601	-0.307883	0.307883	1	TRUE	0.88470456710783	0.000122718810625602	5.58949939878032	6.03655162212261	4.93829393114358	3.42522588358317e-06	30615
chr4:33901543-33902043	chr4	33901543	33902043	-10.447439	24.258382	13.810943	-0.0134205	-0.30139725	1.061247	4	TRUE	1.07400746466514	1.20926504705105e-13	7.20309322047544	7.66761068265655	6.51376894685327	1.45980631028158e-16	430774.5
chr4:33915701-33916201	chr4	33915701	33916201	-1.921154	2.888354	0.9672	-0.014629	-0.284592	0.284592	1	FALSE	0.814289345970762	0.000677090598132483	5.45005854353564	5.88742012312506	4.81938404653187	2.60122359739947e-05	8641
chr4:33922962-33923462	chr4	33922962	33923462	-4.450313	11.07884	6.628527	-0.01149	-0.287931	0.743935	3	TRUE	0.603458584621922	0.000295434986207858	6.80098147167017	7.10475358901626	6.41570523068992	9.70386864040032e-06	126979
chr4:33924342-33924996	chr4	33924342	33924996	-0.435243	20.701801	20.266558	0.00584442857142857	0.012335	0.11576	7	TRUE	0.0251106985402437	0.943076477725361	6.92772985344804	6.94372428132635	6.91155611366633	0.862633112574873	626267
chr4:34498796-34499296	chr4	34498796	34499296	-6.872378	10.447443	3.575065	-0.0258885	-0.14121875	0.260855	4	TRUE	0.784780084307141	1.56815028642303e-07	7.14608616028184	7.51139733567979	6.65571219767893	1.42706627110742e-09	115904
chr4:34522669-34523454	chr4	34522669	34523454	-3.28738	9.101026	5.813646	-0.016972	-0.167059	0.167059	1	TRUE	0.655759727826433	0.00119215309583138	6.29483685752701	6.6373123437868	5.84488969686704	5.11925867077842e-05	27874.5
chr4:34523532-34524032	chr4	34523532	34524032	-1.592615	3.373907	1.781292	-0.009517	-0.076109	0.076109	1	TRUE	1.06751117742428	5.42961904418611e-06	5.43945958735143	5.96006496343116	4.6169128800165	9.06833246216645e-08	27154
chr4:34529937-34530437	chr4	34529937	34530437	-2.600974	5.127849	2.526875	-0.018758	-0.139717	0.139717	1	FALSE	0.718701116376448	0.000202414375577973	6.51198087364626	6.86979228897082	6.03508028620486	6.21082553808405e-06	20749
chr4:34550364-34551186	chr4	34550364	34551186	0.610543	10.230829	10.841372	0.000160833333333333	-0.017065	0.045224	6	TRUE	0.265486493845867	0.344962574441342	6.19110011625907	6.39249355792334	5.95696007231238	0.122711056651009	340007.5
chr4:34614679-34615206	chr4	34614679	34615206	1.084169	15.089572	16.173741	0.005244	0.00423	0.109582	10	TRUE	0.090213124569974	0.791702126500793	5.64605257132592	5.71940559886099	5.56876922294061	0.584737759704112	402565
chr4:34687039-34687688	chr4	34687039	34687688	2.932405	18.710815	21.64322	0.01132325	0.00623725	0.15326	16	TRUE	0.0785703370764539	0.806182936826138	6.26145054197787	6.31516990164281	6.20565329904065	0.607669131496394	538672
chr4:34778066-34778673	chr4	34778066	34778673	1.404282	8.084038	9.48832	0.00310844444444444	0.0171887777777778	0.073376	9	FALSE	0.276466892055695	0.32133074898809	5.86201711024685	6.06805097083693	5.62157747593163	0.108675164856079	163425.5
chr4:34882710-34883213	chr4	34882710	34883213	0.853173	11.684434	12.537607	-0.00208444444444444	0.0132768888888889	0.048131	9	TRUE	0.327776708751993	0.246521011279876	5.47923495524901	5.73269205086375	5.17155466035881	0.0694675031387747	274522.5
chr4:34886574-34887074	chr4	34886574	34887074	-0.31813	4.006876	3.688746	-0.003642	-0.021667	0.027292	2	FALSE	0.349376522220359	0.135431255916296	6.78302077604263	7.0013219181527	6.52569473902036	0.0272430532724562	56132.5
chr4:34958286-34958786	chr4	34958286	34958786	0.141541	0.507244	0.648785	0.011193	0.018954	0.018954	1	FALSE	0.0212696162007646	0.956365153665036	5.20072893144346	5.23119110293758	5.16960965877864	0.893019378649124	198948
chr4:34976197-34976697	chr4	34976197	34976697	-1.996539	1.996539	0	-0.011238	-0.012035	0.026016	2	FALSE	0.116003210605493	0.631657239917832	7.21765948946497	7.28754417418806	7.14421646623016	0.366711887323888	178322.5
chr4:34980471-34980971	chr4	34980471	34980971	0.328168	1.926637	2.254805	0.009852	0.0165	0.0165	1	FALSE	0.0432889458455615	0.901910784385641	5.85022846391359	5.87971298289312	5.82012877233193	0.77825933929651	176763
chr4:35099920-35100420	chr4	35099920	35100420	-2.240733	2.240733	0	-0.0141025	-0.0140115	0.046178	2	FALSE	0.0198591996284703	0.951548859889659	6.69813039681955	6.71433509077888	6.6817416182425	0.883081573056708	54599.5
chr4:35156079-35156579	chr4	35156079	35156579	-1.285111	1.285111	0	-0.0682225	-0.0725295	0.162833	2	FALSE	-0.257390474827932	0.224724682325056	6.82572842148772	6.65425042940254	6.97897270493156	0.0600813146190771	2714.5
chr4:35157065-35157734	chr4	35157065	35157734	-2.162326	2.162326	0	-0.220319	-0.266419	0.266419	1	FALSE	-0.0922382779679963	0.753635341227598	7.03894738507034	6.97062752541351	7.10417766668765	0.524561469831934	5344.5
chr4:35167828-35168328	chr4	35167828	35168328	0.262229	0.496433	0.758662	0.008064	0.015787	0.015787	1	FALSE	0.0577726713770824	0.884306220794214	3.31801612061083	3.39416500093189	3.2376228519268	0.74332306617501	10594
chr4:35225646-35226425	chr4	35225646	35226425	-0.227032000000001	10.557054	10.330022	-0.015586	-0.0192514285714286	0.110746	7	TRUE	0.0999971965316218	0.777104425824771	5.76268272958955	5.84771501256228	5.67232301676226	0.561226049273386	447612.5
chr4:3574603-3575124	chr4	3574603	3575124	1.582611	6.198987	7.781598	0.013241375	0.0063125	0.052374	8	TRUE	0.237494429424707	0.447819656908097	4.91609265997074	5.1228520398406	4.67466376903014	0.193137152977357	348184.5
chr4:3617651-3618151	chr4	3617651	3618151	-5.789314	10.09139	4.302076	-0.0244015714285714	-0.0915011428571429	0.273224	7	FALSE	-0.151140582033005	0.581227921748682	6.11058950370673	5.98962913633856	6.22218802078137	0.311632603450645	217764
chr4:3677864-3678846	chr4	3677864	3678846	-6.675852	16.133836	9.457984	-0.026500875	-0.04396825	0.107621	8	TRUE	0.0942397860057176	0.705726958186149	7.46523572000393	7.52657756131762	7.40116941987878	0.458513750021555	244495
chr4:3690961-3691461	chr4	3690961	3691461	-6.935755	12.080864	5.145109	-0.020821	-0.106587428571429	0.527953	7	TRUE	1.06274349174325	7.61198099390281e-11	7.13487339334072	7.6021083713928	6.43948406511938	2.26192425596857e-13	144454
chr4:3692062-3692562	chr4	3692062	3692562	-3.162508	4.406958	1.24445	-0.033335	-0.22739	0.22739	1	TRUE	1.3639375215712	1.07173651671446e-11	6.03571142627246	6.60423113791493	5.08394441687327	2.40274165350804e-14	14198
chr4:36950309-36950809	chr4	36950309	36950809	0.209487	0.661086	0.870573	0.018874	0.045333	0.045333	2	FALSE	-0.416296073746828	0.151895877425078	3.91416044269039	3.50191302430364	4.23441189536071	0.0323893546699571	1797
chr4:3712055-3712555	chr4	3712055	3712555	-4.906489	7.759873	2.853384	-0.02312475	-0.085959	0.185378	4	TRUE	0.759115979822483	6.38968204845885e-05	6.19717209170762	6.57149586491553	5.69034424917994	1.58084914440792e-06	137441.5
chr4:3835415-3835921	chr4	3835415	3835921	0.17449	11.101135	11.275625	0.0188870909090909	-0.00635927272727273	0.130991	11	FALSE	0.371441991491502	0.200846649821087	5.80577548757712	6.10319957574484	5.43067520868259	0.0501191528839783	183995
chr4:3874906-3875406	chr4	3874906	3875406	-1.803806	3.524483	1.720677	-0.030441	-0.08871725	0.271344	4	FALSE	0.290890964398452	0.195663200434965	6.27936547077253	6.45507518464448	6.07924865985009	0.0480672898732319	91999
chr4:3929516-3930016	chr4	3929516	3930016	-0.0710310000000001	1.880776	1.809745	0.0088986	0.0004298	0.050755	5	FALSE	0.38682391144851	0.0419399426765346	6.87448773310453	7.09116398629715	6.61941810345262	0.00493551818051442	43829
