chr	start	end	enhancer_class	n_loops	mean_loop_distance	n_promoter_loops
chr14	122359205	122359273	Stable	0	NA	0
chr14	64300583	64301148	Stable	1	1e+05	0
chr10	66814629	66814767	Stable	3	2671666.66666667	1
chr4	151103661	151103781	Stable	1	35000	0
chr17	5506693	5506800	Stable	0	NA	0
chr7	120851761	120852337	Stable	1	1875000	1
chr7	37832489	37832692	Stable	0	NA	0
chr15	81872323	81872751	Stable	2	50000	1
chr10	12869083	12869655	Stable	3	165000	0
chr18	34349505	34349760	Stable	2	112500	0
chr13	112509573	112509728	Stable	4	348750	1
chr14	29507444	29507599	Stable	0	NA	0
chr17	87985956	87986070	Stable	0	NA	0
chr16	13940351	13941005	Stable	2	110000	1
chr11	86544477	86545185	Stable	0	NA	0
chr15	93115739	93116082	Stable	0	NA	0
chr19	40468533	40468758	Stable	0	NA	0
chr14	21515602	21515903	Stable	0	NA	0
chr6	86471999	86472519	Stable	4	167500	4
chr12	8640754	8641167	Stable	3	1275000	3
chr9	40984412	40984766	Stable	8	360625	4
chr7	114817428	114817812	Stable	5	525000	2
chr7	123795996	123796418	Stable	0	NA	0
chr1	172147912	172148500	Stable	1	60000	1
chr6	49579797	49580052	Stable	0	NA	0
chr11	101200995	101201343	Stable	1	50000	1
chr6	17281363	17281711	Stable	0	NA	0
chr2	181679988	181680605	Stable	0	NA	0
chr5	65006184	65006280	Stable	2	220000	0
chr3	32708287	32709223	Stable	4	1617500	3
chr4	62659473	62659635	Stable	0	NA	0
chr5	125117250	125117587	Stable	1	2e+05	0
chr5	110653181	110653858	Stable	0	NA	0
chr15	102257172	102257339	Stable	0	NA	0
chr5	122080998	122081266	Stable	3	188333.333333333	0
chr7	125984503	125984622	Stable	0	NA	0
chr2	28211976	28212168	Stable	2	130000	0
chr4	118417140	118417430	Stable	0	NA	0
chr2	5950798	5951938	Stable	1	105000	1
chr11	74556146	74556352	Stable	0	NA	0
chr7	46676851	46677182	Stable	1	35000	1
chr19	53365044	53365300	Stable	3	198333.333333333	0
chr6	77213892	77214233	Stable	0	NA	0
chr6	112808933	112809056	Stable	0	NA	0
chr6	32167912	32168133	Stable	0	NA	0
chr7	141221678	141222183	Stable	1	140000	1
chr7	126861675	126862687	Stable	2	95000	1
chr10	89903002	89903340	Stable	1	125000	0
chr5	34242729	34242881	Stable	0	NA	0
chr6	53286328	53287773	Stable	6	221666.666666667	0
chr10	117710071	117710205	Stable	0	NA	0
chr8	57651661	57652496	Stable	5	102000	0
chr11	98334227	98334705	Stable	0	NA	0
chr8	86512519	86512683	Stable	0	NA	0
chr8	71666914	71667075	Stable	2	75000	2
chr7	80134554	80134802	Stable	0	NA	0
chr12	85201558	85201990	Stable	0	NA	0
chr13	21259082	21259508	Stable	2	1137500	1
chr4	8806049	8806067	Stable	0	NA	0
chr6	56310410	56310522	Stable	1	60000	0
chr2	178698654	178699013	Stable	0	NA	0
chr8	93932815	93933197	Stable	5	230000	0
chr2	163535021	163535328	Stable	5	211000	2
chr9	100951616	100951748	Stable	0	NA	0
chr16	87567681	87568130	Stable	0	NA	0
chr17	26068971	26069147	Stable	0	NA	0
chr3	123508102	123508930	Stable	9	537222.222222222	6
chr7	43466243	43466654	Stable	1	45000	0
chr4	141273347	141273671	Stable	4	160000	3
chr17	32091441	32091755	Stable	0	NA	0
chr1	178727573	178727661	Stable	1	2e+05	1
chr5	34549534	34549972	Stable	1	1e+05	1
chr17	29355712	29356228	Stable	2	212500	2
chr4	106232439	106232937	Stable	2	102500	1
chr4	56802076	56802856	Stable	2	1737500	1
chr4	151920398	151920554	Stable	2	410000	1
chr10	106652378	106652618	Stable	0	NA	0
chr2	79653555	79653721	Stable	0	NA	0
chrX	151077223	151077362	Stable	1	275000	1
chr19	26718203	26718523	Stable	1	725000	1
chr5	136953042	136953488	Stable	0	NA	0
chr16	91084794	91085345	Stable	3	310000	1
chr15	68071222	68071827	Stable	0	NA	0
chr2	157808189	157808695	Stable	0	NA	0
chr7	80232508	80233112	Stable	0	NA	0
chr16	23898770	23898794	Stable	6	339166.666666667	1
chr5	34369360	34369851	Stable	2	212500	1
chr7	44525221	44525392	Stable	0	NA	0
chr11	59163253	59163722	Stable	1	210000	1
chr15	81940357	81940509	Stable	0	NA	0
chr2	83729475	83729628	Stable	0	NA	0
chr5	131657900	131658059	Stable	0	NA	0
chr8	87926223	87926452	Stable	0	NA	0
chr7	55859248	55859353	Stable	0	NA	0
chr10	84048813	84049039	Stable	0	NA	0
chr5	149678151	149678911	Stable	1	40125000	1
chr14	121301843	121301994	Stable	0	NA	0
chr2	90917278	90918179	Stable	2	227500	2
chr16	21245973	21246213	Stable	0	NA	0
chr11	32704451	32704541	Stable	4	201250	2
chr5	65459592	65459733	Stable	0	NA	0
chr1	190169143	190169247	Stable	4	631250	2
chr8	9369290	9369454	Stable	1	90000	0
chr2	32191970	32192115	Stable	2	50000	1
chr13	70840316	70840649	Stable	4	157500	2
chr7	93037922	93038074	Stable	0	NA	0
chr14	65573466	65573632	Stable	6	264166.666666667	3
chr13	52929222	52929950	Stable	2	130000	0
chr17	23802647	23803254	Stable	1	60000	1
chr4	126321348	126321538	Stable	2	80000	0
chr19	41483133	41483383	Stable	3	316666.666666667	1
chr3	96629780	96630212	Stable	4	68750	2
chr3	138774373	138774543	Stable	0	NA	0
chr4	151977863	151978015	Stable	2	312500	2
chrX	134296792	134297087	Stable	2	475000	2
chr17	91093311	91093521	Stable	8	310000	0
chr19	7265936	7266051	Stable	3	193333.333333333	2
chr7	17060985	17061159	Stable	3	4195000	2
chr12	110446294	110447051	Stable	4	273750	4
chr15	74454611	74454838	Stable	0	NA	0
chr10	79936958	79937399	Stable	1	1e+05	0
chr3	125969530	125969657	Stable	0	NA	0
chr10	39209820	39210201	Stable	0	NA	0
chr13	21750235	21750833	Stable	1	1870000	1
chr9	79759420	79759988	Stable	4	11502500	3
chr6	115037566	115038015	Stable	3	275000	2
chr12	15731357	15731713	Stable	0	NA	0
chr12	20547203	20547367	Stable	0	NA	0
chr11	100493823	100494171	Stable	0	NA	0
chr18	67270112	67270283	Stable	4	97500	0
chr11	78121333	78121477	Stable	0	NA	0
chr2	27676747	27677002	Stable	0	NA	0
chr18	36183931	36184061	Stable	0	NA	0
chr6	31370537	31370701	Stable	0	NA	0
chr8	92364611	92364732	Stable	5	855000	2
chr7	99534997	99535259	Stable	0	NA	0
chr7	78577294	78577453	Stable	8	1227500	1
chr8	32293181	32293385	Stable	3	796666.666666667	1
chr2	144270453	144271155	Stable	2	250000	1
chr18	32253713	32254129	Stable	1	120000	1
chr5	122799173	122799369	Stable	0	NA	0
chr9	55199405	55199672	Stable	0	NA	0
chr2	27730126	27730300	Stable	0	NA	0
chr17	36257329	36257978	Stable	9	7540555.55555556	7
chr9	53321285	53321967	Stable	2	65000	1
chr16	42332270	42332608	Stable	3	398333.333333333	1
chr10	96628979	96628985	Stable	6	369166.666666667	1
chr2	153446282	153446392	Stable	2	312500	2
chr12	78001839	78002150	Stable	0	NA	0
chr6	136614168	136614566	Stable	4	140000	0
chr9	57723961	57724042	Stable	0	NA	0
chr10	61261928	61262076	Stable	0	NA	0
chr11	117081729	117082049	Stable	2	42500	1
chr6	23707700	23707853	Stable	0	NA	0
chr13	54693653	54694639	Stable	0	NA	0
chr12	85705568	85705744	Stable	0	NA	0
chr4	59756646	59756863	Stable	3	366666.666666667	1
chr1	152954812	152955476	Stable	4	82500	1
chr8	34965437	34965921	Stable	2	285000	0
chr8	13512730	13512993	Stable	2	1362500	1
chr15	27467720	27467904	Stable	3	95000	0
chr7	28268278	28268473	Stable	0	NA	0
chr13	54372594	54373029	Stable	3	161666.666666667	1
chr7	29447272	29447742	Stable	0	NA	0
chr3	84039780	84040151	Stable	2	192500	2
chr18	32418611	32418967	Stable	3	3e+05	2
chr3	114031871	114032118	Stable	1	375000	0
chr12	30178478	30178687	Stable	0	NA	0
chr6	112829325	112829449	Stable	2	85000	1
chr1	67397843	67398072	Stable	0	NA	0
chr5	20285566	20285724	Stable	0	NA	0
chr16	38985476	38985723	Stable	0	NA	0
chr7	19308172	19308853	Stable	0	NA	0
chrX	152336531	152337022	Stable	2	150000	2
chr8	75033459	75034256	Stable	2	55000	1
chr11	54522528	54523222	Stable	3	215000	3
chr11	50130670	50131619	Stable	4	137500	1
chr8	122830364	122830759	Stable	4	211250	1
chr17	29569463	29569780	Stable	0	NA	0
chr11	110379763	110380272	Stable	0	NA	0
chr4	41464792	41465330	Stable	3	145000	1
chr8	70279263	70279642	Stable	0	NA	0
chr1	131419416	131419571	Stable	1	1e+05	0
chr4	133209486	133209705	Stable	1	1e+05	0
chr18	61176833	61177388	Stable	1	450000	1
chr1	182784891	182785045	Stable	0	NA	0
chr11	107469024	107469435	Stable	4	136250	0
chr5	144929081	144929207	Stable	0	NA	0
chr12	76566161	76566545	Stable	0	NA	0
chr4	86874157	86874655	Stable	2	962500	1
chr10	62980017	62980794	Stable	1	140000	0
chr9	86492026	86492072	Stable	0	NA	0
chr7	126264017	126264296	Stable	2	80000	1
chr8	123777404	123777707	Stable	0	NA	0
chr3	105521017	105521650	Stable	2	85000	0
chr7	126503308	126503817	Stable	0	NA	0
chr11	105364846	105365070	Stable	2	2637500	2
chr13	42339565	42339905	Stable	0	NA	0
chr7	105729170	105729322	Stable	3	110000	3
chr1	32896277	32896444	Stable	0	NA	0
chr4	107923262	107923853	Stable	0	NA	0
chr5	114744945	114745110	Stable	0	NA	0
chr4	41708351	41708609	Stable	5	276000	3
chr15	91572910	91573565	Stable	7	228571.428571429	2
chr11	97146889	97146982	Stable	3	51666.6666666667	1
chr2	125782478	125783095	Stable	3	185000	3
chr2	135672766	135673007	Stable	0	NA	0
chr6	88346787	88347270	Stable	0	NA	0
chr8	25277228	25277373	Stable	5	229000	0
chr9	99057894	99058059	Stable	3	266666.666666667	2
chr15	31367182	31367321	Stable	0	NA	0
chr14	118986794	118986924	Stable	1	40000	0
chr11	32573746	32573984	Stable	0	NA	0
chr13	109922336	109922495	Stable	7	229285.714285714	1
chr10	95563378	95563736	Stable	4	656250	2
chr11	108424763	108425297	Stable	5	780000	2
chr12	52493542	52493681	Stable	0	NA	0
chr12	3365686	3366081	Stable	3	148333.333333333	1
chr11	82890369	82890761	Stable	4	355000	3
chr13	55513132	55513717	Stable	2	75000	2
chr9	68486745	68486909	Stable	0	NA	0
chr10	77627637	77627811	Stable	3	388333.333333333	3
chr17	65146476	65146628	Stable	0	NA	0
chr7	16411117	16411446	Stable	1	3525000	0
chr5	32815412	32815612	Stable	0	NA	0
chr1	118955219	118955329	Stable	0	NA	0
chr5	144965875	144966329	Stable	2	127500	1
chr14	51902879	51903075	Stable	6	210000	4
chr11	77214839	77214970	Stable	1	225000	0
chr19	6260590	6260693	Stable	1	50000	0
chr19	4510059	4510641	Stable	2	75000	0
chr9	57947514	57947877	Stable	1	575000	0
chr9	108296543	108297120	Stable	0	NA	0
chr11	104278335	104278513	Stable	0	NA	0
chr14	80247576	80247873	Stable	1	1750000	0
chr3	127163894	127164057	Stable	4	187500	1
chr7	99151340	99151796	Stable	2	417500	1
chr14	31494768	31495432	Stable	0	NA	0
chr5	111660478	111660712	Stable	0	NA	0
chr15	89146486	89147221	Stable	0	NA	0
chr10	121331091	121331192	Stable	1	35000	0
chr17	51321085	51321281	Stable	0	NA	0
chr12	105467933	105468374	Stable	0	NA	0
chr15	86807389	86808110	Stable	0	NA	0
chr14	25508915	25509053	Stable	0	NA	0
chr11	74831942	74832520	Stable	3	313333.333333333	3
chr5	125177734	125178103	Stable	4	70000	0
chr17	45911098	45911671	Stable	2	150000	2
chr9	108516568	108517383	Stable	1	210000	1
chr14	45318229	45318915	Stable	0	NA	0
chr17	33929238	33929930	Stable	1	650000	1
chr10	70110163	70110256	Stable	0	NA	0
chr4	130878435	130878848	Stable	2	92500	2
chr17	23550332	23550874	Stable	7	10492142.8571429	6
chr5	142841600	142841772	Stable	0	NA	0
chr11	44689977	44690307	Stable	0	NA	0
chr3	107863899	107864213	Stable	7	215000	4
chr17	26584552	26584736	Stable	0	NA	0
chr17	27203709	27204643	Stable	0	NA	0
chr9	121810063	121810461	Stable	0	NA	0
chr5	37035209	37035730	Stable	0	NA	0
chrX	73716120	73716858	Stable	1	70000	1
chr4	117550124	117550559	Stable	1	125000	1
chr9	29637274	29637399	Stable	4	775000	0
chr3	68421940	68422190	Stable	0	NA	0
chr15	78428865	78429240	Stable	3	113333.333333333	1
chr17	44121969	44122063	Stable	1	240000	0
chr1	152090745	152091020	Stable	6	210833.333333333	0
chr12	3732662	3732970	Stable	0	NA	0
chr4	140237362	140237736	Stable	3	283333.333333333	0
chr19	43524409	43525070	Stable	5	180000	5
chr10	69710810	69711056	Stable	1	7100000	0
chr9	107562946	107563367	Stable	0	NA	0
chr7	100706112	100706836	Stable	2	77500	0
chr16	90023431	90023994	Stable	4	123750	1
chr3	116807788	116808374	Stable	1	8e+05	1
chr3	35141645	35142124	Stable	0	NA	0
chr17	8532653	8533148	Stable	0	NA	0
chr8	87199830	87200095	Stable	2	3e+05	0
chr15	103305092	103305457	Stable	7	917142.857142857	4
chr5	43672154	43672829	Stable	9	1015555.55555556	4
chr19	37375899	37376412	Stable	0	NA	0
chr7	101374100	101374384	Stable	2	180000	1
chr10	80670193	80670382	Stable	0	NA	0
chr1	97553696	97553982	Stable	0	NA	0
chr16	49664800	49664985	Stable	0	NA	0
chr6	38195506	38195605	Stable	1	55000	1
chr11	77801162	77801383	Stable	3	341666.666666667	3
chr9	107612197	107612474	Stable	0	NA	0
chr19	40478144	40478664	Stable	0	NA	0
chr8	122523524	122523567	Stable	0	NA	0
chr14	58076179	58076734	Stable	2	650000	0
chr6	147042647	147043225	Stable	4	518750	4
chr1	172490184	172490663	Stable	1	80000	0
chr2	61802779	61803220	Stable	2	287500	1
chr4	132757137	132757255	Stable	0	NA	0
chr17	28279411	28279549	Stable	0	NA	0
chr11	79992567	79993127	Stable	0	NA	0
chr2	29817709	29817973	Stable	1	175000	0
chr11	113791941	113792229	Stable	1	6e+05	0
chr14	70350939	70351600	Stable	0	NA	0
chrX	73053873	73054251	Stable	7	610000	5
chr3	55397851	55397943	Stable	1	275000	0
chr9	59616961	59617692	Stable	3	46666.6666666667	3
chr19	4216275	4216760	Stable	0	NA	0
chr17	27603691	27603784	Stable	0	NA	0
chr15	42429924	42430017	Stable	0	NA	0
chr12	99627698	99628220	Stable	1	530000	0
chr10	118113322	118113609	Stable	0	NA	0
chr15	82899661	82899876	Stable	1	70000	0
chr3	131302589	131303366	Stable	2	295000	1
chr9	95675231	95675694	Stable	2	175000	0
chr7	78278545	78278924	Stable	0	NA	0
chr3	69721832	69722452	Stable	4	347500	0
chr7	126199717	126200007	Stable	1	50000	1
chr3	79854577	79854756	Stable	1	2e+05	1
chr7	83242354	83242538	Stable	3	205000	1
chr9	34942489	34942837	Stable	0	NA	0
chr17	84096491	84097041	Stable	0	NA	0
chr6	5832406	5832521	Stable	0	NA	0
chr9	43331657	43332516	Stable	7	402857.142857143	2
chr1	34120198	34120333	Stable	0	NA	0
chr4	125556563	125556983	Stable	0	NA	0
chr15	31531365	31531565	Stable	2	57500	0
chr8	111537426	111537650	Stable	1	1e+05	1
chr7	97745418	97745529	Stable	6	257500	3
chr3	57846688	57847054	Stable	9	448888.888888889	7
chr1	88701658	88702587	Stable	6	330000	2
chr14	118981847	118981946	Stable	0	NA	0
chr14	54857828	54858271	Stable	0	NA	0
chr2	127008583	127009004	Stable	2	305000	0
chr2	162814280	162814569	Stable	0	NA	0
chr14	66319733	66319887	Stable	0	NA	0
chr19	47090393	47091069	Stable	0	NA	0
chr2	19579360	19579404	Stable	0	NA	0
chr4	134610724	134610862	Stable	0	NA	0
chr2	121806753	121807480	Stable	2	187500	0
chr18	38258067	38258170	Stable	0	NA	0
chr4	155307988	155308541	Stable	3	140000	1
chr2	113465911	113466213	Stable	0	NA	0
chr8	125429066	125429272	Stable	0	NA	0
chr11	70239710	70239829	Stable	1	825000	1
chr9	45133981	45134224	Stable	3	241666.666666667	2
chr12	83487546	83487999	Stable	4	166250	0
chr11	107473294	107473395	Stable	5	195000	0
chr8	116114619	116114833	Stable	0	NA	0
chr9	4605465	4605702	Stable	1	60000	0
chr13	91174372	91174396	Stable	1	50000	1
chr7	37663805	37663940	Stable	0	NA	0
chr8	27124303	27124487	Stable	1	35000	1
chr1	89581159	89581427	Stable	1	125000	1
chr12	72104615	72104801	Stable	4	233750	2
chr13	48130912	48131104	Stable	0	NA	0
chr3	58676816	58676886	Stable	2	3e+05	2
chr11	102690224	102690477	Stable	0	NA	0
chr10	77467229	77467324	Stable	0	NA	0
chr9	14089852	14090226	Stable	0	NA	0
chr1	80854435	80854648	Stable	1	115000	0
chr4	101509295	101509360	Stable	4	103750	2
chr12	69681402	69681555	Stable	2	212500	2
chr6	113076192	113077397	Stable	2	3392500	1
chr8	41374456	41375046	Stable	3	1825000	1
chr13	63564808	63564929	Stable	5	252000	2
chr11	101466128	101466341	Stable	1	85000	1
chr6	38550687	38552330	Stable	0	NA	0
chrX	73659490	73659874	Stable	6	281666.666666667	1
chr14	122983355	122983575	Stable	6	211666.666666667	1
chr17	69383867	69384289	Stable	4	1620000	3
chr13	42866698	42866928	Stable	2	375000	1
chr19	34722612	34722861	Stable	0	NA	0
chr10	93081426	93081744	Stable	1	475000	0
chr1	170401767	170401907	Stable	0	NA	0
chr14	31386089	31386279	Stable	1	50000	1
chr1	81077756	81077849	Stable	5	498000	2
chr1	36737425	36737556	Stable	0	NA	0
chr2	51973434	51973612	Stable	5	385000	3
chr4	65654772	65655132	Stable	4	428750	1
chr5	124578832	124579214	Stable	0	NA	0
chr11	6001968	6002568	Stable	0	NA	0
chr14	63733112	63733327	Stable	0	NA	0
chr3	89485186	89485430	Stable	1	170000	0
chr7	6362268	6363405	Stable	6	655000	3
chr4	43266982	43267473	Stable	2	152500	0
chr3	82029255	82029524	Stable	5	457000	2
chr14	51996915	51997020	Stable	0	NA	0
chr14	70159290	70159684	Stable	0	NA	0
chr19	44458765	44459035	Stable	0	NA	0
chr17	24478566	24479345	Stable	2	230000	2
chr11	59736091	59736191	Stable	0	NA	0
chr12	109709724	109709944	Stable	0	NA	0
chr5	108001117	108001206	Stable	1	1e+05	1
chr16	87861937	87862112	Stable	0	NA	0
chr12	84532242	84532825	Stable	0	NA	0
chr17	56475972	56476673	Stable	1	120000	0
chr1	131335590	131335981	Stable	1	45000	0
chr17	17409771	17409908	Stable	0	NA	0
chr10	94550693	94550876	Stable	0	NA	0
chr11	97350169	97350496	Stable	1	50000	0
chr18	82751268	82751446	Stable	2	210000	0
chr7	133776396	133777102	Stable	1	70000	1
chr7	125560468	125560641	Stable	0	NA	0
chr11	88164788	88164949	Stable	1	70000	1
chr2	4975899	4976141	Stable	0	NA	0
chr1	135158708	135159481	Stable	2	150000	2
chr8	8827004	8827173	Stable	0	NA	0
chr8	120489927	120490189	Stable	4	92500	0
chr12	28829612	28829854	Stable	1	250000	1
chr14	48138225	48138390	Stable	3	336666.666666667	1
chr15	4375406	4376190	Stable	7	275714.285714286	1
chr11	35856792	35856994	Stable	0	NA	0
chr5	121261958	121262158	Stable	0	NA	0
chr12	3780440	3780820	Stable	1	1e+05	0
chr10	77984652	77985091	Stable	3	318333.333333333	1
chr8	40990205	40990294	Stable	0	NA	0
chr15	87872874	87872950	Stable	0	NA	0
chr1	52722682	52722785	Stable	0	NA	0
chr10	3888519	3888805	Stable	0	NA	0
chr7	127232849	127233525	Stable	0	NA	0
chr17	85189482	85189858	Stable	3	558333.333333333	1
chr10	91888667	91888887	Stable	0	NA	0
chr9	103490561	103490738	Stable	7	345000	1
chr4	108833102	108833860	Stable	1	50000	1
chr1	75933922	75934123	Stable	3	783333.333333333	0
chr12	113163325	113164033	Stable	0	NA	0
chr6	39118128	39118387	Stable	0	NA	0
chr11	103067901	103068038	Stable	0	NA	0
chr12	80170285	80170440	Stable	5	525000	3
chr4	96705418	96705516	Stable	6	820000	0
chr5	111345162	111345250	Stable	0	NA	0
chr11	76639494	76639536	Stable	1	1e+05	0
chr7	13034533	13034938	Stable	5	9515000	5
chr1	93227279	93227724	Stable	0	NA	0
chr19	6276345	6276863	Stable	0	NA	0
chr10	58322888	58323854	Stable	1	70000	1
chr7	65871108	65871550	Stable	2	187500	2
chr6	71271265	71271700	Stable	3	255000	2
chr11	3761841	3762229	Stable	0	NA	0
chr7	97351388	97352113	Stable	0	NA	0
chr2	103577989	103578095	Stable	0	NA	0
chr8	33731753	33732002	Stable	4	165000	3
chr5	124425750	124426190	Stable	0	NA	0
chr12	13477115	13477243	Stable	0	NA	0
chr6	89631989	89632360	Stable	6	646666.666666667	1
chr2	162931984	162932155	Stable	1	475000	1
chr4	116720586	116721303	Stable	2	187500	2
chr11	109969090	109969196	Stable	0	NA	0
chr9	80277261	80277495	Stable	0	NA	0
chr6	149141418	149141599	Stable	1	3e+05	1
chr5	125107335	125107605	Stable	6	120833.333333333	1
chr7	64519117	64519379	Stable	2	125000	0
chr6	39810655	39811120	Stable	2	275000	1
chr19	5793216	5793351	Stable	0	NA	0
chr10	117148371	117148720	Stable	2	80000	2
chr6	34176779	34177230	Stable	1	2525000	1
chr1	3447238	3447565	Stable	0	NA	0
chr10	69796354	69796682	Stable	1	1e+05	0
chr19	57296610	57296850	Stable	0	NA	0
chr7	113859592	113859925	Stable	0	NA	0
chr11	102248708	102249058	Stable	1	60000	1
chrX	134751291	134751543	Stable	0	NA	0
chr13	44947094	44947497	Stable	0	NA	0
chr5	139331842	139331946	Stable	0	NA	0
chr12	53492004	53492114	Stable	0	NA	0
chr11	65787944	65788611	Stable	4	4280000	1
chr9	40316960	40317154	Stable	0	NA	0
chr3	115095554	115095806	Stable	0	NA	0
chr10	75708786	75708902	Stable	1	120000	1
chr10	90814506	90814854	Stable	2	62500	0
chr1	92224142	92224467	Stable	0	NA	0
chr16	44533553	44533811	Stable	1	35000	0
chr11	5541903	5542392	Stable	0	NA	0
chr18	38050823	38050947	Stable	0	NA	0
chr17	70377176	70377264	Stable	0	NA	0
chr16	55973479	55974026	Stable	3	106666.666666667	1
chr1	68134553	68134708	Stable	0	NA	0
chr8	79374442	79374660	Stable	0	NA	0
chr4	101234427	101234604	Stable	0	NA	0
chr13	49169888	49170095	Stable	3	193333.333333333	0
chr8	111343380	111343667	Stable	3	171666.666666667	0
chr12	98280628	98280854	Stable	8	188750	1
chr17	3490322	3490609	Stable	0	NA	0
chr7	112467765	112467866	Stable	3	230000	1
chr7	79743048	79743193	Stable	1	250000	1
chr12	44384462	44384594	Stable	1	50000	0
chr7	127842443	127842618	Stable	3	48333.3333333333	3
chr10	80917954	80918422	Stable	0	NA	0
chr2	35972400	35972559	Stable	0	NA	0
chr4	87965951	87966055	Stable	0	NA	0
chr18	44491569	44491796	Stable	0	NA	0
chr9	113742598	113742775	Stable	4	176250	1
chr8	85119362	85119980	Stable	1	35000	1
chr2	72614394	72614512	Stable	0	NA	0
chr16	92300923	92301582	Stable	2	587500	1
chr2	59699961	59700266	Stable	0	NA	0
chr3	109932261	109932760	Stable	6	180833.333333333	2
chr7	100227186	100227813	Stable	0	NA	0
chr8	56550611	56551688	Stable	2	1812500	2
chr7	63590428	63590558	Stable	4	493750	1
chr9	111260636	111260862	Stable	0	NA	0
chr14	111249715	111249867	Stable	0	NA	0
chr2	157077718	157077834	Stable	4	161250	1
chr15	79436447	79436756	Stable	1	35000	1
chr7	83550222	83550381	Stable	6	588333.333333333	4
chr15	75884028	75884438	Stable	0	NA	0
chr4	137993051	137993720	Stable	1	110000	0
chr4	101458477	101458681	Stable	4	187500	2
chr8	13640457	13640890	Stable	0	NA	0
chr6	99666436	99667068	Stable	4	785000	3
chr15	73687530	73687876	Stable	4	181250	0
chr4	155344223	155344318	Stable	0	NA	0
chr17	35969401	35969987	Stable	1	45000	0
chr2	103796583	103796691	Stable	2	367500	2
chr15	98799494	98799648	Stable	1	125000	1
chr6	126773939	126774159	Stable	0	NA	0
chr14	39473968	39474193	Stable	4	1325000	1
chr18	84363662	84363761	Stable	0	NA	0
chr4	65791153	65791313	Stable	1	140000	0
chr12	83794960	83795231	Stable	0	NA	0
chr2	13573594	13574343	Stable	0	NA	0
chr10	40300759	40301017	Stable	2	47500	1
chr12	24734918	24735311	Stable	1	1e+05	1
chr7	111603828	111603955	Stable	0	NA	0
chr9	30896767	30897046	Stable	0	NA	0
chr2	54436997	54437166	Stable	7	405714.285714286	1
chr3	95296208	95296490	Stable	0	NA	0
chr16	89960231	89960835	Stable	1	175000	1
chr10	80053334	80054273	Stable	1	60000	1
chr11	70687651	70688247	Stable	3	465000	2
chr12	73450631	73451184	Stable	1	430000	0
chr10	58911301	58911606	Stable	0	NA	0
chr5	22134417	22134771	Stable	0	NA	0
chr10	8752455	8752493	Stable	0	NA	0
chr9	119982426	119982621	Stable	0	NA	0
chr7	127815976	127816072	Stable	0	NA	0
chr16	94370167	94371913	Stable	0	NA	0
chr1	131244644	131245634	Stable	1	60000	0
chr4	101419722	101419872	Stable	1	50000	0
chr10	115790934	115791071	Stable	0	NA	0
chr3	121636400	121636878	Stable	1	90000	1
chrX	73502732	73502863	Stable	0	NA	0
chr13	48850390	48850769	Stable	1	325000	1
chr15	82379720	82380230	Stable	0	NA	0
chr5	76905202	76905661	Stable	2	230000	2
chr11	77446578	77446959	Stable	6	230000	2
chr18	70652237	70652454	Stable	2	1530000	0
chr10	99076268	99076394	Stable	6	1166666.66666667	1
chr11	94171760	94172002	Stable	0	NA	0
chr11	106657989	106658415	Stable	0	NA	0
chr15	101271741	101271840	Stable	0	NA	0
chr7	24817616	24817802	Stable	2	110000	2
chr17	24859194	24859297	Stable	0	NA	0
chr9	107593136	107593826	Stable	0	NA	0
chr16	20401757	20401758	Stable	0	NA	0
chr11	87442822	87443241	Stable	2	7187500	2
chr3	37758164	37758404	Stable	0	NA	0
chr9	48094877	48095042	Stable	0	NA	0
chr2	181766664	181767248	Stable	0	NA	0
chr12	77739500	77739763	Stable	0	NA	0
chr2	125123092	125123305	Stable	4	316250	0
chr11	95365630	95365948	Stable	2	250000	1
chr2	126151875	126152443	Stable	3	1365000	3
chr7	87925923	87926237	Stable	0	NA	0
chr18	77064865	77065161	Stable	1	180000	0
chr11	97361998	97362270	Stable	0	NA	0
chr1	36307571	36308158	Stable	1	60000	1
chr6	113696812	113697259	Stable	1	250000	1
chr17	35836316	35836427	Stable	3	71666.6666666667	2
chr13	42709210	42709438	Stable	0	NA	0
chr19	4745751	4746021	Stable	3	133333.333333333	3
chrX	136067371	136067606	Stable	0	NA	0
chr8	125390146	125390676	Stable	4	211250	1
chr1	83296539	83296776	Stable	5	173000	1
chr10	41476246	41476497	Stable	0	NA	0
chr4	135972433	135972773	Stable	0	NA	0
chr2	69713027	69713644	Stable	2	160000	2
chr12	117200182	117200496	Stable	0	NA	0
chr11	94404624	94405168	Stable	1	70000	0
chr5	38580911	38581206	Stable	0	NA	0
chr9	96867202	96867505	Stable	0	NA	0
chr5	138116822	138117249	Stable	4	256250	3
chr2	27229400	27230079	Stable	7	305714.285714286	5
chr11	101315831	101316243	Stable	1	130000	1
chr1	134651321	134652284	Stable	0	NA	0
chr17	32494677	32494902	Stable	6	189166.666666667	2
chr1	89454465	89455074	Stable	7	112142.857142857	0
chr7	101406066	101406181	Stable	1	425000	1
chr15	79148640	79148852	Stable	4	153750	2
chr12	76810921	76811420	Stable	1	175000	0
chr19	56997213	56997305	Stable	0	NA	0
chr2	105604752	105605057	Stable	4	512500	1
chr4	13324777	13325148	Stable	0	NA	0
chr2	127627327	127627727	Stable	0	NA	0
chr15	91473853	91474248	Stable	1	1e+05	1
chr2	165219051	165219306	Stable	0	NA	0
