chr	start	end	tertile	log2FC_K119ub
chr19	26643090	26643474	T1_low	0.452562209679981
chr17	64806167	64806564	T1_low	0.493456013683561
chr1	104772099	104772226	T2_mid	0.591567640225721
chr6	24800682	24800790	T3_high	0.90036873787661
chr16	76251866	76252171	T3_high	0.78540020206067
chr19	38260440	38260712	T3_high	1.30754612559478
chr13	44055696	44055883	T2_mid	0.565478641511983
chr5	74535326	74535994	T2_mid	0.567286175519868
chr9	7854295	7854544	T2_mid	0.663605889456068
chr3	24303428	24303629	T2_mid	0.67331940261542
chr5	97162667	97162958	T1_low	0.443423923133893
chr10	85161759	85162139	T3_high	0.847378281018374
chr3	17865122	17865414	T1_low	0.374370081675431
chr17	3603053	3603209	T3_high	1.15553530602612
chr16	17110975	17111370	T3_high	0.866310190594537
chr12	76838345	76838523	T3_high	0.949820682633081
chr8	86577992	86578564	T3_high	0.780167171833171
chr12	51844821	51845247	T1_low	0.467363076233257
chr1	56850549	56850732	T1_low	0.500950131739896
chr17	66451264	66451412	T2_mid	0.647893649346694
chr2	136678557	136679036	T2_mid	0.576837398660094
chr5	39000806	39001019	T1_low	0.412667046327316
chr5	19226336	19226950	T1_low	0.489193746201314
chr13	78200473	78200707	T1_low	0.549023135474967
chr10	96214957	96215555	T1_low	0.444676632143053
chr18	80004559	80005252	T1_low	0.447365977327202
chr13	29274366	29274702	T1_low	0.380029263250139
chr3	25916641	25916801	T2_mid	0.652859892377622
chr14	21252335	21252509	T1_low	0.497670830434334
chr1	177608606	177609305	T1_low	0.412740501856477
chr18	20601759	20601834	T2_mid	0.658074735630036
chr7	107461736	107462254	T2_mid	0.666789476135634
chr15	57958070	57958199	T1_low	0.532651781607568
chr9	91796994	91797423	T3_high	0.797835775582132
chr1	151986100	151986705	T2_mid	0.584992520053846
chr13	110458751	110458978	T2_mid	0.559924855074624
chr4	11455291	11455487	T3_high	0.731144033985549
chr10	3979013	3979487	T1_low	0.4420332478145
chr12	90915843	90916137	T2_mid	0.564016525866414
chr10	8801208	8801629	T2_mid	0.646016487384224
chr12	70391240	70391609	T1_low	0.42528459551961
chr2	145903085	145903601	T3_high	0.714521216866303
chr18	50128138	50128654	T1_low	0.529133608178127
chr6	81660839	81661397	T3_high	0.754823300465322
chr3	28399638	28399946	T1_low	0.48821550147185
chr16	61546019	61546442	T2_mid	0.646993596744102
chr2	59043759	59043931	T2_mid	0.629308025149838
chr3	10331050	10331511	T3_high	0.810228345610421
chr18	42589492	42589781	T1_low	0.418887488566047
chr14	122380947	122381724	T2_mid	0.60721303124012
chr6	142754720	142754948	T3_high	0.691099014904315
chr10	11061429	11061895	T3_high	0.717077035612467
chr16	49615523	49615762	T1_low	0.534601072336776
chr6	97304825	97305428	T1_low	0.364952622055063
chr7	109038200	109038731	T2_mid	0.587268333546415
chr5	30550427	30550897	T1_low	0.392787214901252
chr7	115333114	115333494	T1_low	0.447388648692204
chr4	32391410	32391588	T2_mid	0.668229435897652
chr18	78594582	78594889	T2_mid	0.635394810474442
chr3	156920544	156920930	T2_mid	0.596866155852088
chr11	7055361	7056012	T2_mid	0.679760767667344
chr13	105047419	105047762	T1_low	0.450220281744136
chr14	93040014	93040154	T1_low	0.506330295760524
chr6	135744708	135744809	T3_high	0.953759534128267
chr15	68363091	68363704	T1_low	0.535888901878425
chr18	69562741	69562970	T2_mid	0.58513398152644
chr2	12418631	12419567	T3_high	0.782786317660141
chr6	19944247	19944907	T3_high	1.01904621810837
chr5	24995548	24996072	T1_low	0.471814936932977
chr6	45088437	45088605	T3_high	1.06731262247016
chr13	21453423	21453828	T3_high	0.74346995273106
chr1	177796804	177796910	T2_mid	0.619967461030067
chr14	22445592	22445712	T2_mid	0.680853867176242
chr2	55818349	55818523	T2_mid	0.670060560316516
chr13	76189233	76189636	T3_high	1.37346315510437
chr11	41158832	41159340	T1_low	0.524678901186973
chr12	52671558	52671665	T3_high	0.731449752965435
chr2	137977808	137978070	T3_high	0.718381486602222
chr3	65929582	65929707	T3_high	0.769791820589497
chr14	52010830	52010963	T1_low	0.530810143513283
chr2	129047982	129048112	T3_high	0.910796099227223
chr3	30792750	30793747	T1_low	0.486545201531043
chr4	53219427	53219637	T3_high	1.00450541497277
chr17	13681219	13681390	T3_high	0.706733381199384
chr16	28601764	28602133	T1_low	0.524641673281191
chr10	115097243	115097412	T2_mid	0.659744502654383
chr6	5663486	5664021	T1_low	0.416518057456848
chr15	53785508	53785639	T1_low	0.501484337534481
chr1	176929712	176930182	T3_high	0.690657300675565
chr2	106383600	106383967	T3_high	0.836691433607045
chr10	14705200	14705861	T2_mid	0.579300054331523
chr4	66827672	66827839	T3_high	0.918587161751266
chr6	56704349	56704863	T2_mid	0.63978673865365
chr5	43662047	43662991	T3_high	0.731863746703072
chr5	27380775	27381389	T1_low	0.470828216621448
chr14	76010662	76011065	T1_low	0.491715133380426
chr16	44680966	44681061	T3_high	0.798983451687016
chr16	97602409	97602546	T3_high	0.771055411618456
chr9	91988082	91988615	T3_high	1.33482729956921
chr1	25711523	25711779	T3_high	0.768034647516252
chr1	164307227	164307816	T2_mid	0.565097476466374
chr12	89513900	89514071	T2_mid	0.676402496856884
chr2	18835350	18835594	T1_low	0.50628055179244
chr4	81744651	81744968	T1_low	0.404327148803792
chr6	37732479	37732636	T3_high	0.900086745203211
chr13	111235747	111236190	T3_high	0.944326318292504
chr16	63792234	63792432	T1_low	0.545075719929762
chr1	10037870	10038288	T1_low	0.536560962375781
chr15	74665701	74666004	T2_mid	0.586755636917242
chr18	56804927	56805248	T1_low	0.446590604668882
chr4	9012703	9013283	T1_low	0.411209567923235
chr13	109823688	109823847	T2_mid	0.573358561170674
chr18	14261725	14261859	T1_low	0.433067310184401
chr7	133572078	133572282	T2_mid	0.625859034810572
chr6	61939216	61939589	T3_high	0.695649727877303
chr3	17847694	17847928	T3_high	0.799100097012478
chr6	71525514	71525955	T1_low	0.440191609493969
chr13	64346145	64346303	T3_high	1.06350166072213
chr5	20251507	20251815	T3_high	0.712752643171091
chr5	22127536	22127911	T1_low	0.53041310631736
chrX	88115629	88116087	T1_low	0.53011293891598
chr4	15448730	15449082	T3_high	0.691294400400287
chr16	44347138	44347788	T2_mid	0.631589645316716
chr3	116594616	116595194	T3_high	0.791958749900601
chr13	73330846	73331377	T3_high	0.734775292942362
chr18	57562838	57563341	T3_high	0.826115209530547
chr6	106799814	106800397	T3_high	0.735860729900416
chr17	50763507	50763799	T3_high	0.830362222914127
chr3	25688977	25689459	T1_low	0.495154658830628
chr3	52401521	52401864	T2_mid	0.657792569962277
chr10	46697840	46698273	T1_low	0.548093170987403
chr1	84387694	84387864	T3_high	0.750742475245262
chr3	26141651	26142021	T3_high	0.698013744263665
chr7	49195861	49196072	T3_high	0.901146931462488
chr14	119107769	119107911	T2_mid	0.6544202349628
chr3	56222698	56222860	T3_high	1.01130512944579
chr4	104008546	104008725	T2_mid	0.573526516242381
chr2	109949634	109949837	T1_low	0.523331601258759
chr4	120613650	120614157	T2_mid	0.57776305009628
chr16	64873491	64874201	T3_high	0.866156328281215
chr2	102745431	102745969	T1_low	0.471510696876954
chr7	144912784	144913187	T2_mid	0.598680134651465
chr15	59480524	59480857	T1_low	0.498400745302989
chr19	22940489	22940960	T3_high	0.694407930230908
chr2	62664103	62664634	T2_mid	0.583499967969535
chr3	21558184	21558623	T1_low	0.487496767231701
chr10	22644851	22645495	T1_low	0.398664305950588
chr10	57663727	57664651	T3_high	1.05737255838579
chr2	112261778	112262172	T1_low	0.489191518164919
chr10	96132244	96132556	T2_mid	0.644234742701272
chr8	93569266	93570257	T1_low	0.514018519804822
chr18	48296773	48296876	T2_mid	0.626356675371975
chr2	57698703	57699103	T1_low	0.515047246377002
chr9	7960525	7960624	T2_mid	0.576517920502512
chr13	78163038	78163349	T2_mid	0.656901849355225
chr7	118259892	118260224	T2_mid	0.606794531893088
chr4	12089205	12089870	T3_high	0.682759278641676
chr3	108282514	108282635	T2_mid	0.594953289025027
chr13	94149700	94150263	T1_low	0.404380264509649
chr6	71270728	71270921	T3_high	1.0264494197114
chr14	121064837	121065010	T3_high	0.691545294897306
chr1	187975666	187976259	T1_low	0.446614582890722
chr6	135662539	135662681	T1_low	0.549795152488178
chr14	48710890	48710991	T3_high	0.74237583567042
chr9	96668723	96668891	T2_mid	0.681365872086461
chr5	28316592	28317232	T1_low	0.542633501241159
chr14	101668711	101668968	T1_low	0.405309454423514
chr6	146010117	146010781	T3_high	0.70895869672865
chr10	37078564	37078783	T1_low	0.444191555550634
chr1	33946952	33947374	T1_low	0.469089902517573
chr18	16501146	16501315	T1_low	0.53717071082555
chr6	42343397	42344147	T3_high	0.882811290651653
chr3	157209030	157209889	T1_low	0.368685394767521
chr6	37592245	37592359	T2_mid	0.618262814757559
chr17	68602892	68603034	T2_mid	0.649329041026649
chr4	6190790	6191394	T1_low	0.501525623620363
chr13	8782666	8783062	T1_low	0.490905226999712
chr6	108456208	108456988	T3_high	0.86791779988975
chr3	119367255	119367425	T3_high	0.846673140903347
chr6	13835820	13836573	T1_low	0.540059372611795
chr1	35673405	35673690	T1_low	0.523616893216442
chr16	63566553	63566779	T1_low	0.504539111670222
chr16	67579228	67579401	T3_high	0.856209530935621
chr8	35699643	35699742	T2_mid	0.563478971128646
chr1	107588302	107588513	T3_high	0.884549886112586
chr3	26026171	26026343	T2_mid	0.678247977050431
chr16	87495596	87496256	T3_high	0.706831199021902
chr6	28923200	28923406	T1_low	0.437461447954175
chr13	108315902	108316536	T1_low	0.43729963932432
chr19	34921776	34922560	T3_high	0.716025435170147
chr12	116071108	116071397	T2_mid	0.570710243037404
chr13	117765597	117765767	T3_high	0.738958157866253
chr13	20297966	20298141	T2_mid	0.630528314414806
chr18	11144660	11145310	T1_low	0.519119886937255
chr1	6733746	6734134	T1_low	0.545992754542715
chr6	19579265	19580169	T1_low	0.544180081765143
chr2	138370709	138371089	T2_mid	0.638737191506013
chr5	93092263	93092425	T3_high	0.701343040874661
chr1	24005389	24005908	T2_mid	0.573889908092329
chr10	17200914	17201014	T3_high	1.09705675779882
chr1	63459234	63459385	T3_high	0.82049555483857
chr10	21456674	21456975	T2_mid	0.565889623731224
chr8	35494996	35495837	T2_mid	0.553587841588467
chr16	18123927	18124927	T1_low	0.473548715437827
chr18	49264914	49265122	T3_high	0.895956701404881
chr8	44690464	44691414	T2_mid	0.637341210920466
chr4	82916040	82916138	T1_low	0.433825952712043
chr4	14039675	14040004	T2_mid	0.604695289992668
chr13	58148396	58148834	T2_mid	0.617426438969409
chr18	12121207	12121650	T2_mid	0.626947529853717
chr13	69530290	69530479	T1_low	0.543313317799997
chr10	98494487	98494640	T2_mid	0.646825376101153
chr14	20347819	20348360	T1_low	0.52338460504376
chr6	73490494	73490783	T1_low	0.492511623290054
chr17	66944503	66944788	T2_mid	0.595134587687764
chrX	70898913	70899199	T2_mid	0.659475257618083
chr7	113039329	113039676	T1_low	0.534765581969435
chr18	66160455	66161199	T1_low	0.433169006221136
chr3	108856898	108857113	T1_low	0.545357095402304
chr11	109332610	109332723	T2_mid	0.639858632621036
chrX	155923411	155923509	T2_mid	0.615723563744329
chr5	67800801	67801079	T1_low	0.399829376090759
chr16	52031085	52031868	T2_mid	0.604432299225145
chr2	68479845	68480129	T1_low	0.496660691876316
chr3	24432814	24433077	T1_low	0.519470728451365
chr15	65637605	65638093	T1_low	0.434020939075088
chr15	66353947	66354144	T1_low	0.515187641635763
chr15	58028567	58029021	T2_mid	0.598210992535258
chr15	40371676	40371963	T2_mid	0.655851135421151
chr14	70173977	70174282	T3_high	0.68638421097086
chr13	74390493	74390887	T2_mid	0.556486924958889
chr13	33079575	33079690	T3_high	0.732534452110403
chr1	17096802	17097104	T2_mid	0.611237929780908
chr10	71300083	71300439	T3_high	0.784626388635241
chr18	13443983	13444114	T2_mid	0.581716802324224
chr1	73716967	73717833	T1_low	0.445636970968237
chr1	24372475	24372631	T2_mid	0.596326557779099
chr10	90043365	90043525	T1_low	0.541402203506323
chr12	78099900	78100089	T3_high	0.844524147464578
chr12	35039035	35039153	T2_mid	0.646312030539511
chr16	90585251	90585636	T3_high	0.857843570073568
chr12	98189266	98189425	T2_mid	0.617804052269304
chr5	4625376	4625478	T1_low	0.549934071163552
chr17	6118687	6119331	T1_low	0.424197313278142
chr19	34550481	34551086	T1_low	0.469519673824307
chr5	39212682	39212867	T2_mid	0.57269148612435
chr3	126722953	126723422	T1_low	0.455646061066744
chr16	85415378	85415748	T1_low	0.539914045063457
chr13	93320233	93320395	T2_mid	0.667227568391969
chr8	110618771	110618895	T2_mid	0.588438756386481
chr2	122637575	122638014	T1_low	0.492358065747499
chr19	53076182	53076902	T1_low	0.459709111013709
chr7	132806385	132806560	T2_mid	0.561168505979859
chr3	59321406	59321690	T3_high	0.70414160447831
chr18	65582149	65582401	T2_mid	0.637055259418799
chr8	13648857	13648966	T2_mid	0.669947312519986
chr2	53057386	53057547	T3_high	0.981129022651925
chr9	27203212	27203509	T2_mid	0.593600349281264
chr17	81502850	81503028	T1_low	0.419279589476787
chr3	60576460	60576946	T3_high	0.933864715144452
chr12	29526235	29526657	T3_high	0.771133721439195
chr9	91959679	91959877	T3_high	0.810483453666549
chr1	83717187	83717334	T3_high	0.688837167473337
chr1	25775509	25775703	T3_high	0.833215449133124
chr13	43813521	43813696	T2_mid	0.591687783370851
chr13	107218309	107218674	T1_low	0.442512575049556
chr15	52937231	52937673	T3_high	0.934063755929966
chr7	102782157	102782400	T3_high	1.03879407315151
chr1	134274771	134274959	T3_high	0.695637777302469
chr3	20057478	20058152	T2_mid	0.633847273448804
chr5	23035532	23035866	T1_low	0.445943598824545
chr14	74731919	74732731	T1_low	0.447660333660034
chr2	65218455	65218697	T1_low	0.494916924384473
chr13	93721848	93722232	T3_high	1.10891641928031
chr4	53217589	53218318	T1_low	0.540196414063725
chr11	109312192	109312563	T2_mid	0.564473806316746
chr10	6978949	6979107	T3_high	0.880628174091629
chr15	61596384	61596726	T3_high	0.729973389273177
chr2	97478634	97479284	T1_low	0.471378287470251
chr18	5819732	5820218	T1_low	0.519434082178572
chr13	29155323	29155678	T2_mid	0.567289159555546
chr6	144452305	144452404	T1_low	0.523349352451121
chr14	27192639	27192778	T3_high	0.69098545617002
chr10	57784542	57784928	T2_mid	0.59047981920791
chr5	48372066	48372636	T3_high	0.723552953865053
chr9	91964119	91964410	T3_high	0.908076323087307
chr5	43355253	43355541	T2_mid	0.670562396947847
chr10	40164946	40165290	T3_high	0.734530627801745
chr3	119382545	119382685	T2_mid	0.604337532647272
chr13	21159451	21159682	T2_mid	0.614269718314787
chr18	66041187	66041465	T1_low	0.412602219215913
chr14	24650447	24650648	T3_high	0.820791025378861
chr8	40446509	40446687	T3_high	0.7924457441945
chr8	99242675	99242793	T3_high	0.722907686966756
chr6	104028532	104028903	T1_low	0.529959392638266
chr14	14686278	14686630	T2_mid	0.662820993565031
chr12	77025634	77025924	T1_low	0.517469832162122
chr13	104816644	104817599	T3_high	0.980566987470487
chr13	76305591	76306112	T3_high	1.23567049876241
chr15	27482017	27482347	T1_low	0.535584258006138
chr4	67522140	67522730	T3_high	1.01637210303186
chr2	59424866	59424998	T2_mid	0.673671393464917
chr19	21724119	21724282	T2_mid	0.633072508740645
chr19	53404318	53405368	T2_mid	0.644310407489621
chr2	80315372	80316124	T2_mid	0.572128815467742
chr18	23989501	23989782	T2_mid	0.663742085545392
chr1	190174320	190174585	T2_mid	0.639645219638085
chr5	108650451	108650690	T2_mid	0.587443674448878
chrX	71106338	71106857	T1_low	0.441469367501361
chr16	45786634	45786895	T3_high	0.991146548097759
chr10	21891427	21891972	T1_low	0.42229194666259
chr17	68753138	68753485	T2_mid	0.663388287850194
chr16	29826974	29827231	T1_low	0.438706032076671
chr12	40511790	40512203	T2_mid	0.555153400899745
chr13	69809704	69810543	T1_low	0.548419951431814
chr6	71989812	71990439	T3_high	0.717393626279897
chr6	97303823	97304020	T2_mid	0.569389305172635
chr10	34328364	34328507	T2_mid	0.674356322020316
chr11	29526162	29526676	T3_high	0.725450585287967
chr4	49741456	49741740	T3_high	0.730006371344969
chr13	67729009	67729656	T3_high	0.698209741204526
chr3	21726782	21727442	T1_low	0.319634960019993
chr4	12538685	12539032	T1_low	0.365926562812416
chr8	31111418	31112105	T3_high	0.748355917259477
chr19	21135050	21135408	T2_mid	0.659240508788634
chr2	38950342	38950867	T2_mid	0.599579899244443
chr5	14621218	14621780	T3_high	0.980998567099737
chr8	56629145	56629466	T2_mid	0.560347788217193
chr13	33005755	33005947	T2_mid	0.59168860859293
chr13	93094563	93094688	T1_low	0.472851262592949
chr13	93612927	93613211	T1_low	0.543921832644191
chr13	23424554	23424845	T3_high	0.766276972349593
chr18	54596434	54596706	T1_low	0.417841508916863
chr2	4918858	4919292	T1_low	0.506339113101971
chr18	43687444	43687918	T2_mid	0.614456929443661
chr10	46229711	46229917	T3_high	0.976418122993636
chr13	25115495	25115796	T1_low	0.504529074397027
chr19	23763523	23763623	T2_mid	0.591654703071895
chr10	17983230	17983584	T1_low	0.397949241489306
chr2	6255990	6256689	T1_low	0.410614136778036
chr8	71487746	71487905	T2_mid	0.581019614257104
chr8	44817674	44818100	T3_high	0.774412166466603
chr4	58943362	58943834	T2_mid	0.559406596596071
chr19	42669951	42670319	T1_low	0.530342188738743
chr3	53033566	53033711	T2_mid	0.551105548722571
chr10	12612594	12612744	T2_mid	0.560353844049279
chr16	42339046	42339803	T3_high	0.714915083493208
chr10	56582090	56582565	T1_low	0.539416596612967
chr15	86801830	86802096	T1_low	0.528638219520038
chr3	51120640	51120850	T1_low	0.477187982917698
chr2	139311374	139311860	T1_low	0.50590759477213
chr3	108288064	108288141	T2_mid	0.664369796057342
chr14	45539890	45540446	T1_low	0.512975143072363
chr8	86557278	86557941	T3_high	0.82143378551215
chr16	24232140	24232289	T3_high	0.769235571932452
chr1	191062641	191063170	T2_mid	0.668884800236312
chr13	43182415	43183129	T3_high	0.699641133556779
chr13	57231682	57231886	T3_high	0.741497543617976
chr18	34578936	34579180	T2_mid	0.596319009345001
chr1	65509151	65509248	T3_high	0.710568366436686
chr3	73066223	73066590	T1_low	0.39295703961369
chr8	112098294	112098539	T2_mid	0.558080544018782
chr4	19569450	19570214	T3_high	0.733130099615295
chr12	52699242	52699511	T3_high	0.778036983961115
chr18	35018936	35019677	T1_low	0.481348623374963
chr5	65131562	65131801	T1_low	0.455926638714285
chr1	82262309	82262622	T1_low	0.399894073665354
chr6	22794413	22795014	T3_high	0.904534338334914
chr5	20675324	20675414	T1_low	0.524631875124056
chr2	144458984	144459537	T1_low	0.544583136692441
chr8	34215380	34216272	T1_low	0.385655984353314
chr2	153809980	153810131	T2_mid	0.572635742793186
chr10	53379082	53379214	T2_mid	0.567317221268166
chr10	89732055	89732597	T3_high	0.832177867132214
chr8	64947047	64947760	T1_low	0.506866503874744
chr8	123872668	123872818	T3_high	0.735281335767946
chr19	10602720	10603089	T2_mid	0.588642004578792
chr1	176125766	176126316	T3_high	0.748177206240533
chr8	36993138	36993765	T2_mid	0.655324624102309
chr15	58141042	58141745	T1_low	0.540330839932187
chr14	19986783	19986997	T1_low	0.539194401883357
chr15	51899217	51899713	T1_low	0.522606309799056
chr9	67045061	67045216	T2_mid	0.59029779156106
chr5	81568932	81569028	T3_high	0.900169483423027
chr2	49447976	49448077	T1_low	0.48010977797861
chr13	107923786	107924070	T2_mid	0.591450006437901
chr8	104250787	104251170	T3_high	0.683546450209376
chr6	88565138	88565279	T2_mid	0.638996352928563
chr4	72384698	72385454	T1_low	0.496918339372615
chr13	43616639	43616880	T1_low	0.483207813731082
chr15	92000218	92000365	T1_low	0.421079428014378
chr5	93235804	93236176	T3_high	1.29375117536984
chr2	177497870	177498276	T2_mid	0.663394657493125
chr16	97652339	97652472	T3_high	1.01823303381651
chr3	21935565	21936446	T1_low	0.350810448874969
chr8	67742705	67743195	T3_high	0.72946008485208
chr17	56762133	56762282	T2_mid	0.608698053280396
chr17	81402728	81402992	T1_low	0.508551886709855
chr6	37642673	37643092	T1_low	0.490545990669101
chr10	94295200	94295289	T2_mid	0.576277861587316
chr18	55122395	55122672	T3_high	0.833377630647431
chr1	176223957	176224057	T2_mid	0.658418788989203
chr2	121006958	121007362	T2_mid	0.649397382328424
chr12	8521420	8521582	T1_low	0.538812676740029
chr13	117658666	117659100	T1_low	0.400337506665063
chr1	40790430	40790945	T1_low	0.49661152467237
chr12	116752868	116753095	T2_mid	0.569540672368545
chr5	44246624	44246739	T1_low	0.533753648647896
chr18	56774522	56774747	T1_low	0.419683360526171
chr19	5786510	5786972	T2_mid	0.575264480782596
chr10	37788156	37788297	T1_low	0.511320398349089
chr14	75829509	75829735	T1_low	0.438832125910274
chr13	96542304	96542983	T1_low	0.542398055206709
chr6	77838774	77838914	T2_mid	0.564879049121885
chr10	95501624	95502063	T1_low	0.523201464951083
chr5	73912192	73912439	T2_mid	0.56314242193239
chr13	45526291	45526471	T1_low	0.506396577046833
chr16	77761049	77761171	T2_mid	0.624870051281268
chr2	173530479	173530602	T1_low	0.548701359302725
chr1	35201612	35201889	T2_mid	0.615464779486224
chr3	102739088	102739174	T2_mid	0.563718895648525
chr16	41566114	41566205	T3_high	0.718719418772932
chr2	59036474	59036784	T1_low	0.542289270876548
chr1	134275881	134276503	T3_high	0.711487928845593
chr6	134774028	134774219	T2_mid	0.601366336018374
chr4	45107777	45108287	T1_low	0.532068266825913
chr1	10039613	10040229	T3_high	0.697748850510483
chr15	34891479	34891646	T2_mid	0.636266990813027
chr10	56942874	56943083	T2_mid	0.613290536554187
chr5	92368575	92368756	T1_low	0.508644703503977
chr15	88734160	88734522	T2_mid	0.589196165909455
chr8	94012742	94012957	T2_mid	0.669315961571519
chr2	6267612	6267821	T1_low	0.440650423436299
chr17	68769558	68769907	T1_low	0.523309433014479
chr8	46687014	46687315	T2_mid	0.62347056037085
chr13	36578409	36578948	T1_low	0.523004604536816
chr6	108706097	108706408	T3_high	0.751196409373968
chr4	47592349	47592500	T2_mid	0.677405734790999
chr4	32836208	32836317	T3_high	0.884662767766542
chr10	27189002	27189262	T3_high	0.872124464568598
chr1	170867546	170867931	T3_high	0.904046028617211
chr2	116908133	116908616	T3_high	0.838357436456331
chr7	144914742	144915385	T2_mid	0.577596936673724
chr2	142930460	142930804	T1_low	0.413800311739513
chr12	40498822	40499531	T1_low	0.453885390810087
chr6	55275898	55276113	T1_low	0.454893266074775
chr6	55241617	55241930	T2_mid	0.635455142184204
chr15	36173738	36174085	T3_high	0.748885049531082
chr17	43855129	43855526	T3_high	0.776764083379836
chr13	20228396	20228570	T3_high	0.78739623558056
chr13	70784058	70784462	T3_high	0.712571826878076
chr6	146009252	146009465	T1_low	0.507959616885626
chr13	83744781	83745463	T2_mid	0.564342385020454
chr18	57085240	57085413	T3_high	0.901108105912968
chr10	93777358	93777661	T2_mid	0.587228851729099
chr10	107361429	107361930	T1_low	0.526741218116443
chr15	22020657	22020766	T3_high	0.775307975193909
chr3	68383781	68383937	T2_mid	0.608210638803109
chr10	34418241	34418926	T1_low	0.525455444669634
chr6	54699374	54699846	T1_low	0.503066572928498
chr10	56893237	56893613	T3_high	0.759613972353989
chr2	109546472	109546959	T1_low	0.460728576325679
chr1	168476945	168477272	T2_mid	0.675654374973278
chr5	13628811	13629297	T2_mid	0.568146146059634
chr8	127295830	127296391	T1_low	0.443621801762171
chr12	3928977	3929136	T2_mid	0.58950690314375
chr1	25776852	25777246	T1_low	0.525239532540648
chr10	20952110	20952266	T3_high	0.739181320218722
chr2	139277538	139278112	T1_low	0.52443536844123
chr2	44564952	44565507	T1_low	0.415759396385085
chr13	67754769	67755289	T3_high	0.738500784394492
chr10	10252594	10252831	T3_high	1.04427449317196
chr6	48593238	48594573	T1_low	0.515925952732211
chr10	29143584	29143733	T1_low	0.496633517982798
chr17	49610397	49610538	T2_mid	0.607098678614949
chr18	67278521	67278948	T1_low	0.455419585154085
chr6	71991277	71991828	T3_high	1.13967438778189
chr13	98298980	98299316	T1_low	0.481636680282691
chr1	126320762	126321002	T2_mid	0.572714825046861
chr14	25370254	25370861	T2_mid	0.58873028901185
chr16	65562247	65563122	T2_mid	0.5551244590022
chr17	81250976	81251079	T3_high	0.870308907000323
chr3	154692108	154692678	T2_mid	0.641883484301824
chr10	20290524	20290878	T1_low	0.466533412775893
chr5	31151840	31152160	T2_mid	0.653712251399741
chr14	101517472	101517563	T2_mid	0.558714051440151
chr4	82945927	82946622	T1_low	0.372878284222412
chr15	51877217	51877586	T2_mid	0.555980190441838
chr5	21487804	21487926	T2_mid	0.621960344031275
chr14	80516485	80516905	T3_high	0.746814584042882
chr1	65178168	65178708	T2_mid	0.587779746857881
chr13	109776047	109776366	T2_mid	0.576289230891474
chr18	25762769	25763032	T1_low	0.430995489497997
chr3	58122582	58123121	T1_low	0.376936660239074
chr19	27450579	27450745	T1_low	0.49170360482222
chr9	83687530	83687668	T1_low	0.446370235966079
chr4	52331608	52331828	T3_high	0.99879618978275
chr4	47713472	47713774	T2_mid	0.593955479419636
chr7	98109907	98110086	T3_high	0.726060697472526
chr18	68003472	68003929	T2_mid	0.661942796315529
chr4	95557171	95557776	T2_mid	0.57548477200209
chr9	87000039	87000420	T2_mid	0.658434507542269
chr5	74659973	74660154	T1_low	0.458034171068325
chr2	75981776	75982061	T3_high	1.07878158185475
chr14	23093320	23093624	T1_low	0.520885595252433
chr3	154945805	154946234	T1_low	0.477730928397819
chr15	65593138	65593396	T3_high	0.822735521650417
chr1	107589921	107590609	T3_high	0.702155131156807
chr5	21608491	21608718	T2_mid	0.606069299054693
chr10	30778307	30778657	T1_low	0.52763274314069
chr15	58869990	58870213	T2_mid	0.632406941629263
chr12	52503190	52503658	T2_mid	0.55568516380688
chr9	56290274	56290365	T3_high	0.866106268292473
chr10	17727859	17728165	T1_low	0.457807414446411
chr7	97480806	97481294	T1_low	0.531042558176795
chr19	38818970	38819519	T2_mid	0.676827292087025
chr10	107358538	107358836	T3_high	0.808704115401852
chr9	87255239	87255881	T1_low	0.509414317812535
chr9	36821772	36821903	T3_high	0.834247715529646
chr15	66513876	66514172	T1_low	0.476078007971041
chr14	24902964	24903292	T1_low	0.471350082637253
chr12	71049698	71050054	T3_high	0.755556233402221
chr1	104770342	104770493	T2_mid	0.563203600326268
chr2	136048552	136048682	T2_mid	0.654872729487858
chr4	99715330	99715880	T1_low	0.529605160775397
chr13	70703011	70703179	T3_high	0.837217482647068
chr1	165036634	165036961	T1_low	0.444015644942278
chr2	136712205	136712604	T3_high	0.721896444544352
chr13	91174520	91175407	T3_high	0.943224351074542
chr10	98418023	98418024	T3_high	0.734162943689124
chr4	85205109	85205451	T2_mid	0.578639908652559
chr6	63422342	63422496	T3_high	0.794283207774297
chr17	74339546	74339720	T3_high	0.816971383991013
chr2	6293941	6293962	T2_mid	0.652009087718729
chr14	21812955	21813081	T2_mid	0.656838526575397
chr8	82306515	82306789	T3_high	0.889192636581781
chr14	10405419	10405691	T3_high	0.786683639361172
chr8	5285641	5286251	T1_low	0.383764409652154
chr4	44633761	44633988	T1_low	0.476751758211468
chr18	82469979	82470330	T2_mid	0.63447382897638
chr19	23576837	23576955	T3_high	1.35072118143289
chr16	41258420	41258729	T2_mid	0.639066900767528
chr2	162391962	162392202	T2_mid	0.571331408585319
chr13	93094529	93094546	T1_low	0.498735834466748
chr10	122815166	122815574	T1_low	0.482236962855876
chr6	58896778	58896916	T3_high	0.751368578320139
chr3	49032937	49033376	T3_high	0.765879440626346
chr16	92331126	92331249	T1_low	0.539912207666784
chr6	50366723	50367082	T2_mid	0.568620298399079
chr12	52639243	52639351	T2_mid	0.65396123141352
chr16	32099461	32100082	T2_mid	0.552084650874908
