gene_symbol	gene_class	log2FoldChange	padj	baseMean	max_delta_abc	sum_delta_abc	max_delta_unnorm	n_enhancers	n_gained	n_lost	sum_abc_wt	sum_abc_ko	sum_delta_unnorm
Tmem80	invariant	-0.0885660441384678	0.789166576993786	147.010231995849	-0.015444	-0.03557	-0.261267	3	0	2	0.138756	0.103186	-0.590255
Cend1	invariant	-0.0305994159457977	0.949024381826111	899.283163589186	0.015894	0.023088	0.262563	9	2	1	0.565106	0.588194	0.284272
Polr2l	invariant	-0.0606148934504581	0.912531909815974	87.762041946886	0.012402	0.007755	0.175661	12	2	2	0.517484	0.525239	-0.420809
Tspan4	invariant	0.0536446804607369	0.789166576993786	1501.5552205167	0.012393	0.007746	0.17571	12	2	2	0.518069	0.525815	-0.421576
Ap2a2	invariant	0.0903002651113643	0.620527003382292	2490.69482892423	-0.022012	-0.001284	-0.342125	8	2	1	0.33059	0.329306	-0.283982
Muc5b	invariant	-0.0849797170147748	0.86078446619002	70.6289646326688	-0.015918	-0.027493	-0.038751	5	0	2	0.158214	0.130721	-0.056964
Mrpl23	invariant	-0.0386435494045474	0.932507543114945	114.070045377879	-0.021769	-0.022078	-0.175088	13	1	3	0.485825	0.463747	-0.223969
Tspan32	invariant	0.0677853037222275	0.943278503734839	25.7387876420126	-0.03068	0.022236	0.062325	9	2	2	0.574496	0.596732	0.742736
R74862	invariant	0.0665559898946716	0.857827650559636	109.8903895029	-0.031634	-0.012269	-0.066653	5	1	2	0.554765	0.542496	0.615115
Dhcr7	invariant	-0.0194247221471656	0.953106026293845	530.884072024295	0.023357	0.029015	0.085229	3	1	0	0.23356	0.262575	0.106139
Ano1	invariant	0.0503234477113506	0.960866710866683	26.0074757123976	-0.084634	-0.292799	-0.149977	6	0	6	0.292799	0	-0.518857
LTO1	invariant	0.0285807907250593	0.927502498624738	173.823299595795	0.014869	0.00812	0.137434	9	1	1	0.355093	0.363213	0.179846
Insr	invariant	0.0668644056281613	0.735414153022832	2492.73737790637	0.067802	-0.002208	0.347187	8	1	3	0.351092	0.348884	0.110566
Ccl25	invariant	-0.0377397688695471	0.900368714535922	263.070699161692	-0.017635	-0.03312	-0.087031	10	1	2	0.49255	0.45943	-0.104424
Abhd13	invariant	-0.00495517059320473	0.992007363191311	694.169672722807	-0.017208	-0.024526	-0.074152	10	1	4	0.44868	0.424154	-0.254454
9530052E02Rik	invariant	-0.0291491329666357	0.933160882720441	145.56855871108	-0.039824	-0.037138	-0.367258	5	1	2	0.435452	0.398314	-0.185041
Naxd	invariant	0.0740984020744388	0.746665635355123	351.622483651072	-0.021247	-0.053223	-0.082697	5	0	3	0.350172	0.296949	-0.17282
Arhgef7	invariant	0.0815707686950653	0.692513954907393	8209.13542731414	-0.021105	-0.021752	-0.133424	11	1	1	0.436871	0.415119	0.164497
Atp11a	invariant	-0.025901543392712	0.952806333584491	1658.37510146615	-0.017471	-0.021845	-0.10352	12	2	2	0.333372	0.311527	0.013153
Mcf2l	invariant	0.0863883611357924	0.699241745014201	3071.05184460184	-0.020566	0.002752	-0.324146	15	1	3	0.478842	0.481594	-0.255152
Pcid2	invariant	-8.46794444758654e-4	0.99798010759996	308.9407380228	-0.015923	-0.049783	-0.147715	9	0	2	0.314103	0.26432	-0.457602
Cul4a	invariant	-0.0728338695225184	0.668454614033062	1444.5539627793	-0.015923	-0.049782	-0.147728	9	0	2	0.314111	0.264329	-0.457639
Tfdp1	invariant	0.0917133341511271	0.692954400253093	1365.85265506737	-0.020059	-0.008376	-0.093205	10	3	3	0.317163	0.308787	0.048883
Cdc16	invariant	0.0831365195766762	0.655218323183429	830.318590446949	-0.022076	-0.025641	-0.134994	11	0	2	0.515388	0.489747	0.162706
Tdrp	invariant	-0.0342713761416977	0.953975551361283	101.803492310474	-0.022023	-0.070268	-0.047864	10	0	4	0.303363	0.233095	0.0127
Agpat5	invariant	-0.00523422312216546	0.986450474294346	1534.284208048	-0.015494	-0.01026	-0.060955	3	1	1	0.082259	0.071999	-0.031288
Thsd1	invariant	-0.00282650309405935	0.997054478554763	79.6189080268181	0.034372	-0.003243	0.04258	12	2	4	0.444654	0.441411	-0.026389
Mrps31	invariant	0.0549994548444114	0.827863181890218	244.379854293126	-0.015814	0.005121	-0.096178	12	0	1	0.432466	0.437587	-0.076603
Polb	invariant	-0.00575794380810741	0.986450474294346	1039.81270628855	-0.025549	-0.023498	-0.196816	10	1	3	0.364542	0.341044	-0.271486
Ap3m2	invariant	0.0144174681443046	0.974193744089479	444.628782375815	0.011151	0.016944	0.218483	6	2	0	0.330946	0.34789	0.451834
Gpat4	invariant	0.0658039715946033	0.655218323183429	855.851198923214	-0.070648	-0.068236	-0.625298	5	0	2	0.284965	0.216729	-0.709272
Adam32	invariant	-0.0985147620775281	0.875480474957416	29.2546387616206	-0.130145	-0.104708	-0.146892	7	2	3	0.414347	0.309639	-0.104883
Tm2d2	invariant	-0.0146172065462133	0.973840819846432	286.433906354239	0.00412	-0.001408	0.02753	3	0	0	0.064751	0.063343	-0.015625
Tacc1	invariant	0.0692265599895862	0.648182263202481	1379.41775844497	0.036767	0.005202	0.14616	15	4	3	0.57284	0.578042	-0.034128
Nsd3	invariant	0.0458576477665693	0.758548457754542	2895.20423145956	-0.009969	-0.01331	-0.117712	4	0	0	0.353034	0.339724	-0.068828
Gm17484	invariant	0.0117503062614442	0.983974682999692	79.9448816554001	0.024163	1.98e-4	0.152964	10	1	2	0.336173	0.336371	-0.023276
Star	invariant	-0.0010843421211781	0.998345696328964	168.948274801728	0.029368	0.025619	0.089778	13	3	3	0.559607	0.585226	0.183129
Fnta	invariant	0.0820496215318147	0.666210554686033	656.374388554146	-0.016375	-0.017677	-0.072118	13	1	3	0.472214	0.454537	-0.051605
Plpbp	invariant	0.0334006373160964	0.912531909815974	421.231434187199	-0.009101	-0.018292	-0.044146	5	0	0	0.153667	0.135375	-0.069511
Brf2	invariant	-0.0406143522962449	0.938966684964382	108.747288574683	0.035645	0.02523	0.133361	11	3	3	0.388699	0.413929	-0.020741
Rab11fip1	invariant	-0.0287105713619664	0.96969654039608	32.3607245707424	-0.02533	0.013444	-0.032886	15	7	5	0.411385	0.424829	0.039293
Mak16	invariant	-0.0848254841544446	0.789687967614872	128.668693217127	-0.022325	-0.042196	-0.187206	7	1	2	0.513023	0.470827	-0.455149
Purg	invariant	0.0802792761237259	0.674156327298455	11613.7265768506	0.010732	0.006368	0.047133	6	1	0	0.165493	0.171861	0.033719
Gtf2e2	invariant	-0.0806838532296494	0.722265383014184	345.194862168867	-0.039203	0.033773	-0.244673	10	4	2	0.4044	0.438173	-0.252045
Dctn6	invariant	-0.0311656328797616	0.904011071958286	422.639104309378	-0.023045	-0.036548	-0.167842	6	1	2	0.230173	0.193625	-0.34592
Eri1	invariant	-0.0325811285787204	0.896630586496607	328.027115173516	0.024591	0.034542	0.092918	14	5	3	0.478827	0.513369	0.098667
Fgf20	invariant	-0.0952019546740677	0.942447878213616	8.77118553976853	-0.102689	-0.069116	-1.108601	5	1	1	0.50552	0.436404	-1.17516
Pdgfrl	invariant	0.0705969788707013	0.883679245333617	90.8032026996893	-0.021826	0.017629	-0.120173	12	3	1	0.491012	0.508641	-0.379722
Fat1	invariant	0.0207223863657433	0.971618638504676	9442.17102470694	-0.025117	-0.021249	-0.272797	8	2	3	0.476685	0.455436	-0.378817
Fam149a	invariant	0.0647237256685489	0.798606811180586	284.881403624106	0.056294	-0.006292	0.191519	11	3	4	0.412709	0.406417	0.380931
Sorbs2	invariant	0.0127255436294888	0.971239177019699	3373.61335989002	-0.024614	-0.008124	0.025203	8	2	1	0.350578	0.342454	0.168088
Ankrd37	invariant	-0.0239512422983135	0.973372595704222	38.1003989758278	-0.641402	-0.824339	-5.491494	7	0	7	0.824339	0	-7.057749
Cfap97	invariant	0.0675656082725509	0.785012731148324	435.252208509563	0.022618	-0.008878	0.355604	8	1	1	0.707404	0.698526	0.60914
Rwdd4a	invariant	-0.0435975919133823	0.863585276885697	280.412324805733	0.019108	0.027436	0.131586	5	1	0	0.258859	0.286295	0.21755
Ing2	invariant	-0.0480328463645756	0.920511622696648	102.618130786987	0.012467	-0.010854	0.10399	5	1	1	0.296835	0.285981	0.029368
Wwc2	invariant	-0.0600018394044257	0.809554282075496	342.332163609732	0.041317	-0.04442	0.059021	11	2	5	0.361799	0.317379	0.049235
Aga	invariant	0.0470441971064317	0.92681715957626	63.3898742690918	0.048825	-0.036607	0.067673	4	1	3	0.16747	0.130863	-0.018426
Hpgd	invariant	-0.0668045473794864	0.831709715582175	112.959384894415	0.048638	0.063628	0.01431	8	4	3	0.256468	0.320096	0.023843
Cep44	invariant	-0.0624360450731632	0.833160642538014	346.493587977538	-0.026126	-0.05141	-0.080418	11	2	3	0.337264	0.285854	-0.240326
Clcn3	invariant	-0.0635431668495514	0.837589826296691	3613.55486900306	0.025299	0.011609	0.151786	5	1	0	0.308741	0.32035	0.020191
Cbr4	invariant	-0.0405460226831887	0.94089140054227	86.9629452249945	-0.03748	-0.024215	-0.09024	6	3	3	0.286355	0.26214	-0.001546
Spock3	invariant	-0.0673577774293117	0.880583770754507	1170.65087152498	0.097381	0.070043	0.061689	7	4	3	0.259886	0.329929	0.08756
Tmem192	invariant	-0.0617204570626744	0.891815825329901	78.5035602679382	0.010683	-0.00369	0.049117	8	1	0	0.328766	0.325076	-0.039645
Ints10	invariant	-0.0354846416410074	0.907115680610174	1420.41267209569	-0.018528	-0.005205	-0.114041	3	1	1	0.072746	0.067541	-0.053292
Atp6v1b2	invariant	-0.0859912599365637	0.771901158382037	2434.69278160186	-0.016556	-0.016637	-0.127506	8	1	1	0.228764	0.212127	-0.171603
Zfp868	invariant	0.00672756717353341	0.986181726182392	138.946489450025	-0.010803	-0.010124	-0.100943	5	0	1	0.259819	0.249695	0.041682
Zfp964	invariant	0.0608369161066178	0.953860330295428	16.4991061382502	0.039963	0.032348	0.254865	5	1	0	0.405479	0.437827	0.179112
Zfp866	invariant	0.0166082960540181	0.987569498630204	11.3023679738168	-0.016276	-0.014818	-0.127155	5	1	1	0.427063	0.412245	-0.012889
Yjefn3	invariant	0.0823333354706787	0.892074153389232	46.4569271071193	0.016215	0.018581	0.173674	8	1	0	0.217615	0.236196	0.143457
Sugp1	invariant	0.0773113992080448	0.680576518247283	696.508481451334	-0.008832	-0.014936	-0.043353	5	0	0	0.218808	0.203872	-0.012451
Slc25a42	invariant	-0.0178995841315871	0.966478155386449	215.699998856376	0.010425	0.009043	0.184083	3	1	0	0.111691	0.120734	0.167675
Ddx49	invariant	0.0598294156793122	0.862251093426105	122.908700116937	0.011313	0.017128	0.152846	12	3	0	0.317709	0.334837	0.452203
Upf1	invariant	0.00564889254892969	0.986450474294346	1097.60204100737	0.012931	-0.003758	0.262211	12	1	0	0.392133	0.388375	0.295357
Crtc1	invariant	0.0823344637938654	0.769334481737825	2244.32409702218	-0.009231	-0.007733	-0.12675	9	0	0	0.351913	0.34418	0.083781
Kxd1	invariant	0.0506574660995063	0.892361431945789	181.293030421163	-0.011834	-0.009272	-0.186544	6	0	1	0.32268	0.313408	0.13115
Pgpep1	invariant	-0.0640725008529234	0.869515704785094	166.956189361398	-0.018612	-0.007957	-0.20683000000000001	7	1	1	0.422104	0.414147	-0.03955
Mast3	invariant	0.0137741782309292	0.97804588582232	483.111891847954	-0.010045	-0.033081	-0.105852	11	0	1	0.503183	0.470102	-0.396946
Arrdc2	invariant	-0.00656924817636606	0.992885934180154	34.5662615023755	0.013221	0.026371	0.177761	11	2	0	0.327299	0.35367	0.337626
Map1s	invariant	0.0940322161573292	0.753741642815053	344.989113045178	0.02734	0.019989	0.307761	7	2	2	0.314476	0.334465	0.279432
Ocel1	invariant	0.088789721541131	0.891815825329901	30.2013187798991	0.014523	0.022338	0.192075	8	1	1	0.392071	0.414409	0.250482
Abhd8	invariant	0.0140456822234815	0.98224729446319	610.095827056396	-0.01143	-0.003942	-0.162976	5	0	1	0.344096	0.340154	0.08031
Zfp617	invariant	0.0182081684801845	0.95995437284607	160.046845093858	0.020664	0.013485	0.284266	4	1	0	0.327445	0.34093	0.321971
Zfp961	invariant	-0.0795835516405822	0.741350254458686	292.892946228969	-0.013263	-0.001521	-0.088253	4	1	1	0.223794	0.222273	0.086457
Eps15l1	invariant	-0.0286167870228414	0.941189139711644	2564.52563473922	0.015044	-0.002541	0.073694	8	1	0	0.307533	0.304992	-0.17085
Sin3b	invariant	0.0357353949106267	0.804918104923158	1050.29264918868	0.02083	-0.014344	0.106462	10	1	3	0.356572	0.342228	0.078905
Nr3c2	invariant	-0.0443016408178628	0.906486611262293	662.949649954409	-0.058035	-0.015794	0.027867	4	2	1	0.600806	0.585012	0.211412
Otud4	invariant	0.0551055133964568	0.687361812587261	1828.58646367568	0.008802	-0.002554	0.099388	5	0	0	0.143947	0.141393	0.079454
Usp38	invariant	0.0391454906716061	0.859739749389557	698.314607975633	-0.012019	0.002871	-0.055564	5	1	1	0.18606	0.188931	0.107626
Il15	invariant	0.0391880244605952	0.955476893856883	32.2836455785398	-0.047385	-0.051576	-0.068598	12	3	5	0.396526	0.34495	-0.071256
Elmod2	invariant	0.0636250011562565	0.818082553568895	360.591282662914	-0.021089	-0.016962	-0.127472	10	1	1	0.34917	0.332208	-0.242072
Pkn1	invariant	-0.00518867751629712	0.985209351197407	320.302067420061	-0.012847	0.008023	-0.133752	9	1	1	0.357929	0.365952	-0.084959
Mri1	invariant	0.0845535374075423	0.815951463758772	138.28456520237	-0.010081	0.009326	-0.129199	9	0	1	0.320187	0.329513	0.169606
Cacna1a	invariant	-0.0814513717411392	0.732552696369645	13078.366010575	-0.014082	-0.046579	-0.311825	9	0	2	0.461958	0.415379	-1.812205
Dand5	invariant	0.00421391496741729	0.995977972646643	33.990986015454	-0.018105	-0.038468	-0.274837	7	0	3	0.287511	0.249043	-0.533481
Rad23a	invariant	0.0411597827434939	0.904657122658868	318.565138108323	-0.017481	-0.042137	-0.470069	7	0	1	0.370484	0.328347	-1.040975
Farsa	invariant	0.0572596392716195	0.829944222334988	265.277818864692	-0.007486	-0.021435	-0.139401	7	0	0	0.34007	0.318635	-0.706517
Syce2	invariant	0.085288100758307	0.892361431945789	31.289332431721	-0.034728	-0.055495	-0.470972	10	1	1	0.444319	0.388824	-0.908143
Gcdh	invariant	5.41261684785159e-4	0.999148954082368	125.516848109692	-0.013483	-0.023333	-0.287361	9	0	3	0.3177	0.294367	-0.764831
Rnaseh2a	invariant	0.0823569044329951	0.834475083486392	77.8981248938192	-0.011916	-0.023512	-0.258056	12	0	1	0.425118	0.401606	-0.861924
Fbxw9	invariant	-0.0844275432369359	0.878484375144546	59.7725666378059	0.025197	0.03037	0.188713	7	1	1	0.236708	0.267078	0.190606
Dhps	invariant	0.0483141735899312	0.906150956977375	97.1224967417722	0.013156	0.020842	0.111893	9	2	0	0.279858	0.3007	0.158174
Wdr83	invariant	-0.0848945855156764	0.808816746734174	142.714479597662	0.031015	0.045081	0.299659	7	2	0	0.316424	0.361505	0.478319
Itfg1	invariant	-0.034820295514689	0.910144532138083	1661.67858536202	0.014989	0.018311	0.085792	8	2	1	0.324364	0.342675	-8.07e-4
Tent4b	invariant	0.0182367329331641	0.939406446150127	1086.16984763216	0.025054	0.039851	0.124816	6	2	0	0.183698	0.223549	0.191726
Brd7	invariant	-9.78339166915902e-4	0.997812791806062	932.848177163141	0.042957	0.052905	0.319901	5	2	0	0.34495	0.397855	0.483762
Crnde	invariant	0.0662787456038969	0.92289691537485	75.8496139865536	0.035398	-0.014128	0.193415	10	2	2	0.343451	0.329323	0.172591
Gnao1	invariant	-0.0108257294557919	0.965392355272133	10729.0672519164	-0.028015	0.01206	-0.222465	14	4	2	0.627942	0.640002	0.34764
Bbs2	invariant	4.03990392899227e-4	0.999148954082368	183.83194662953	-0.014231	-0.046512	-0.114753	6	0	2	0.22182	0.175308	-0.33449
Cx3cl1	invariant	0.0516609439934621	0.929651302610346	174.067755103134	0.059865	0.027993	0.644878	9	1	1	0.382004	0.409997	1.120135
Polr2c	invariant	0.0860693065097823	0.712911758954012	213.509569794119	-0.046759	-0.026512	-0.227098	10	3	4	0.432074	0.405562	-0.151595
Cfap20	invariant	0.0053235092323863	0.986450474294346	353.832807220034	-0.018803	-0.020415	-0.095212	10	3	3	0.363184	0.342769	-0.02885
Csnk2a2	invariant	0.0233418623323921	0.933985813449904	1441.84579701385	-0.017591	-0.03514	-0.048894	12	2	4	0.597347	0.562207	-0.123267
Gins3	invariant	-0.0792846118759326	0.901490964891321	34.7480473400416	0.020263	-0.011419	0.089605	11	3	3	0.509251	0.497832	0.116605
Ndrg4	invariant	0.0871461026159328	0.81275944639654	4037.39850740761	0.030902	-0.033873	0.177489	12	1	4	0.662168	0.628295	0.488946
Cnot1	invariant	0.064891285585066	0.604997236828175	4300.82296160678	-0.021567	-0.02441	-0.095461	7	2	2	0.226621	0.202211	0.094788
Dync1li2	invariant	0.0812552175364897	0.618728915035672	2088.56211967132	-0.01906	0.005524	-0.146597	8	2	1	0.499074	0.504598	0.389563
B3gnt9	invariant	-0.0332790688034138	0.958737938658939	33.4423098689667	-0.043745	-0.024903	-0.33823	14	2	3	0.521342	0.496439	-0.655344
Tmem208	invariant	0.0146764309105831	0.970506441084845	145.837982939499	-0.038073	-0.071797	-0.539362	10	0	2	0.552049	0.480252	-1.866949
Zdhhc1	invariant	0.0581870501747532	0.880583770754507	288.288883551529	-0.013943	-0.036312	-0.132067	8	0	2	0.41011	0.373798	-0.782934
Atp6v0d1	invariant	-0.0362313466119443	0.793833704485084	1403.4434042693	-0.016645	-0.019248	-0.196753	11	0	2	0.289128	0.26988	-0.328347
Pard6a	invariant	-0.0963011108811702	0.831091170502905	162.422994308583	-0.020252	-0.010816	-0.3023	10	0	2	0.467012	0.456196	-0.235823
Gfod2	invariant	0.0919288273237703	0.713618222140179	222.455878901401	0.021384	0.033448	0.172134	11	2	0	0.374446	0.407894	0.303523
Ctrl	invariant	0.0796046034891976	0.918418004567967	18.6244018810493	-0.014027	-0.005893	-0.131149	14	1	1	0.633662	0.627769	-0.103016
Slc12a4	invariant	0.0234061079454556	0.957253404570748	149.406339190708	-0.032802	-0.050442	-0.172927	16	1	3	0.510434	0.459992	-0.405021
Dus2	invariant	-0.0846306027546533	0.807934959934935	141.761342894671	-0.013935	0.001456	-0.072823	12	0	2	0.401086	0.402542	0.024915
Nfatc3	invariant	0.0767174281013635	0.680339430867741	615.006923829063	0.010825	-0.014249	0.072771	10	1	0	0.306117	0.291868	-0.097415
Esrp2	invariant	-0.0498445613380007	0.952172418223841	22.7754648138377	0.012382	0.007508	0.06083	9	1	0	0.377083	0.384591	0.218438
Cdh1	invariant	-0.0413340029580744	0.953975551361283	37.1220322723464	-0.040228	-0.028337	-0.02442	6	2	2	0.267675	0.239338	0.055373
Vps4a	invariant	0.0581182467352025	0.815914352051498	565.337820456014	-0.021267	-0.014016	-0.119111	7	0	1	0.290723	0.276707	0.017755
Cyb5b	invariant	0.00978547148117513	0.961043979181574	1290.09526883694	-0.018324	0.00839	-0.101436	7	1	1	0.223563	0.231953	-0.033051
Nob1	invariant	0.0927155975897974	0.727143550093533	153.794757493339	-0.03766	-0.038404	-0.163242	5	1	1	0.165134	0.12673	-0.159184
D030068K23Rik	invariant	0.0261604674686371	0.965930083612824	160.801981676606	-0.120354	-0.257398	-0.071994	5	0	5	0.257398	0	-0.153972
Dhx38	invariant	0.0531409578181634	0.844696406753994	387.312325644623	-0.013836	-0.002504	-0.036735	4	1	1	0.260077	0.257573	0.061444
Dhodh	invariant	-0.0471902257240873	0.908811056886483	109.771525994011	0.007321	0.007699	0.07998	4	0	0	0.251482	0.259181	0.096773
Ist1	invariant	-0.0329159753864012	0.892361431945789	815.671361939501	-0.020043	-0.006979	-0.110988	6	1	1	0.303028	0.296049	6.3e-5
Ap1g1	invariant	-0.0292465579226127	0.880583770754507	1803.48112361469	0.017847	-0.033333	0.112344	6	1	3	0.245476	0.212143	-0.144811
Il34	invariant	0.0253395266425802	0.975769415648841	32.6216954836966	0.009551	0.02206	0.04948	10	0	0	0.278342	0.300402	0.135967
Ddx19a	invariant	0.0444092920409407	0.83024741606801	456.210556195449	0.023494	-0.004162	0.23802	15	2	0	0.57372	0.569558	-0.108474
Pdpr	invariant	-0.0772352503806732	0.768734943705102	343.825779019013	-0.012389	0.017633	-0.103956	11	1	1	0.345139	0.362772	0.021499
9430091E24Rik	invariant	-0.0492291501018529	0.850586823011807	378.34867066346	-0.016558	0.010832	-0.111923	9	0	1	0.210739	0.221571	0.030516
Zfp1	invariant	0.0683991114097992	0.859128246913411	124.98849809941	-0.008422	-0.003269	-0.091385	7	0	0	0.272266	0.268997	-0.128607
Gabarapl2	invariant	0.0093683776044985	0.982253500128064	458.072487118262	0.025272	0.023099	0.270314	5	1	0	0.317822	0.340921	0.146424
Adat1	invariant	0.0548221242037958	0.923568900701523	156.633688754172	0.020902	0.013447	0.098629	11	3	1	0.48501	0.498457	-0.358609
Terf2ip	invariant	0.0236084137583754	0.955786011037683	320.825413740388	0.042637	0.030648	0.265094	10	1	1	0.344944	0.375592	0.080652
Syce1l	invariant	-0.0117497324423358	0.994462019127919	9.29363204444376	0.034444	0.034444	0.144815	1	1	0	0.6378	0.672244	0.144815
Vat1l	invariant	0.0713040843617103	0.808629888941242	6798.32923816627	0.022573	0.033861	0.148047	5	3	1	0.456825	0.490686	0.197653
Atmin	invariant	-0.0655727276101305	0.777278798274178	404.774771029112	0.045375	0.061879	0.184901	7	3	3	0.441166	0.503045	0.226571
1700030J22Rik	invariant	-0.0260796337128075	0.977623934912605	20.2340382840608	-0.025818	0.009371	-0.224415	6	1	1	0.334838	0.344209	-0.157127
Gcsh	invariant	-0.0646247897099105	0.85415306461811	149.108842814692	-0.021131	0.011463	-0.123144	5	2	2	0.237944	0.249407	-0.193601
Gan	invariant	-0.0405832738258769	0.869507154852979	799.390842784168	0.019896	0.028895	0.08317	8	1	0	0.193087	0.221982	0.115076
Plcg2	invariant	-0.0770610891395933	0.89217947186796	44.6206940926088	0.039784	0.062231	0.057975	10	3	1	0.218217	0.280448	0.111322
Mphosph6	invariant	-0.0173013013089103	0.964338205380201	187.977776970533	-0.031033	-0.034959	-0.214702	2	0	1	0.222846	0.187887	-0.328286
Taf1c	invariant	-0.0361229450039415	0.939657081121532	83.3526793372259	0.018788	0.009671	0.081059	7	1	2	0.256858	0.266529	0.040972
Kcng4	invariant	-0.0416028814086096	0.938442567206751	358.377038504151	0.017411	0.01949	0.069058	8	1	1	0.295011	0.314501	0.12401
Wfdc1	invariant	-0.0781346116153221	0.945414637089757	12.7533190074789	-0.014567	0.004865	-0.052793	10	2	1	0.325686	0.330551	-0.055057
Exoc8	invariant	0.082494766051944	0.763729889864087	435.970389102155	0.017651	0.033674	0.108032	10	1	0	0.409534	0.443208	0.060495
Sprtn	invariant	0.0610795808100483	0.840601225952346	186.270188546581	0.017639	0.033697	0.108032	10	1	0	0.409741	0.443438	0.060823
Disc1	invariant	-0.00227178539649081	0.997812791806062	581.970218231773	0.02802	0.011624	0.140789	7	1	0	0.255091	0.266715	-0.034112
Map10	invariant	0.0745729390542809	0.852474160595761	108.029652956986	0.014194	0.006373	0.05512	6	1	0	0.197449	0.203822	-0.056597
Kcnk1	invariant	0.0119367408072503	0.965392355272133	3182.90784648915	0.025698	0.026582	0.428541	7	2	1	0.576108	0.60269	0.280422
Slc35f3	invariant	-0.0615469184241736	0.901381376535999	1117.55233320824	-0.026737	-0.002446	-0.355628	10	1	1	0.355425	0.352979	-0.449957
Coa6	invariant	0.0483863800247148	0.919655775156824	83.4556171470823	-0.009431	0.012305	-0.107031	7	0	0	0.203978	0.216283	-0.103996
Rbm34	invariant	0.00623531459734396	0.985958912139934	190.07562658158	0.028021	-0.011352	0.188367	7	2	2	0.285791	0.274439	0.057452
Pard3	invariant	0.0631972192330762	0.900082912770354	2247.41850180466	0.030632	0.034793	0.194837	4	1	0	0.170454	0.205247	0.307214
Ccdc7b	invariant	0.0384166890279937	0.951361306414983	59.637466615189	-0.127629	-0.421708	-0.035398	6	0	6	0.421708	0	-0.116962
Alkbh8	invariant	-0.0342631282060127	0.897637064253469	572.117478982902	0.076483	0.029179	0.086737	9	5	4	0.790565	0.819744	0.080472
Cwf19l2	invariant	-0.0390646346573368	0.893198237404973	614.77897686158	0.04228	0.017402	0.074679	7	3	3	0.614019	0.631421	0.299536
Aasdhppt	invariant	0.0895271186458215	0.787552144541481	352.981155442705	0.016755	0.016181	0.108405	3	1	0	0.200716	0.216897	0.096934
Dync2h1	invariant	0.0672954877864717	0.729889684391887	2288.63132151354	-0.042034	-0.051072	-0.130704	6	2	3	0.454793	0.403721	-0.167192
Dcun1d5	invariant	0.0416880357794194	0.84091134808833	682.25108129637	-0.04205	-0.051074	-0.130701	6	2	3	0.45457	0.403496	-0.167095
Birc2	invariant	0.0574061495570942	0.824004013440508	751.802424375703	-0.017815	-0.044674	-0.058321	4	0	3	0.205439	0.160765	-0.155066
Yap1	invariant	-0.0437265405480528	0.901381376535999	212.160034057891	-0.045668	-0.03001	-0.066523	12	3	3	0.777909	0.747899	-0.032687
Cfap300	invariant	0.0401998242999263	0.918676016795547	104.849959804355	0.035418	0.014015	0.065611	4	1	1	0.229415	0.24343	-0.009256
Trpc6	invariant	-0.0944379666738932	0.808730825655494	84.6092708759724	-0.034433	-0.117677	-0.013557	10	2	6	0.494814	0.377137	0.087043
Ccdc82	invariant	0.0466041143924302	0.872618272487555	603.308900711174	0.069872	0.045095	0.511728	11	2	3	0.600184	0.645279	0.571364
Maml2	invariant	-0.0784297846902677	0.840756687833	1809.65705229428	-0.043408	-0.029269	-0.394381	8	1	1	0.595822	0.566553	-0.418623
Mtmr2	invariant	0.0471769564228985	0.81278447353364	1697.61804678261	0.056489	0.021923	0.199225	10	2	4	0.733282	0.755205	-0.075988
Cep57	invariant	0.0849909020070469	0.636306744814745	498.792080286837	-0.013076	-0.033194	-0.096224	5	0	2	0.178137	0.144943	-0.179927
Endod1	invariant	0.0406766190966894	0.935367776223807	420.384496239614	-0.036592	-0.040165	-0.407397	6	1	2	0.456422	0.416257	-0.565362
Cwc15	invariant	0.0855228948048051	0.770148895978788	469.112200969975	0.044131	-0.022826	0.171811	9	1	5	0.526129	0.503303	-0.271545
Mre11a	invariant	-0.097009428911128	0.713618222140179	472.458783924709	-0.032656	-0.00198	-0.100745	11	3	1	0.341654	0.339674	0.05519
Gpr83	invariant	-0.0452005611480015	0.965392355272133	15.7075739187967	-0.045949	-0.107742	-0.043728	11	0	4	0.553581	0.445839	-0.035373
Med17	invariant	3.96044376702625e-4	0.999003037804737	494.309175439298	-0.027032	-0.04884	-0.068038	10	3	5	0.448901	0.400061	0.002813
Cep295	invariant	0.0899568000517472	0.603857526164645	1205.67123350501	-0.035031	-0.038396	-0.103857	8	1	2	0.393449	0.355053	-0.059168
Smco4	invariant	-0.0560941378407842	0.955239071090994	59.5863794813566	0.02524	-0.01738	0.058673	13	4	5	0.50646	0.48908	0.255659
Chordc1	invariant	0.0634909011108272	0.811836346637911	844.577566316838	0.019116	0.053127	0.098	7	1	0	0.168417	0.221544	0.296601
Zfp317	invariant	0.0457501435290962	0.850500132450044	470.108791523864	-0.020108	-0.032869	-0.043155	7	0	2	0.239462	0.206593	-0.065049
Zfp560	invariant	0.0293336751853008	0.921158718488952	165.777922614772	0.024729	0.037931	0.060645	10	2	0	0.280645	0.318576	0.124717
Zfp846	invariant	0.0431901300139485	0.881688408918945	265.202462165456	-0.028742	-0.012589	-0.147257	7	0	1	0.315699	0.30311	-0.039301
Pin1	invariant	0.0628995675299325	0.793833704485084	423.896699539956	-0.014767	0.010506	-0.09295	8	2	1	0.23017	0.240676	0.162811
