chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
chr11	51810000	51820000	chr11	52220000	52230000	251.651082197825	257.09247477849334
chr11	63400000	63410000	chr11	64710000	64720000	110.57238630453757	136.491949439049
chr11	109640000	109650000	chr11	109990000	110000000	128.67305097977302	121.72068180640532
chr11	33170000	33180000	chr11	33920000	33930000	78.3108542760213	103.4329977830251
chr11	44400000	44410000	chr11	45470000	45480000	51.81062978506086	52.875166833400705
chr11	22510000	22520000	chr11	23250000	23260000	124.03240718444157	115.09749623139697
chr11	38930000	38940000	chr11	40140000	40150000	153.48960423469532	161.22142316897734
chr13	54570000	54580000	chr13	54620000	54630000	1175.1916383107518	1106.9010438919065
chr13	55530000	55540000	chr13	55590000	55600000	594.6501768430073	578.4934724171957
chr13	34210000	34220000	chr13	34340000	34350000	412.40438095728564	399.250182946523
chr13	109550000	109560000	chr13	109600000	109610000	787.0080062548319	787.5861762364702
chr13	63900000	63910000	chr13	63990000	64000000	460.7545000712077	505.63986841837567
chr13	51840000	51850000	chr13	52110000	52120000	255.40969588359198	257.271367073059
chr13	76420000	76430000	chr13	76560000	76570000	453.570731639862	404.23671483993536
chr13	57170000	57180000	chr13	57250000	57260000	345.94848283131904	414.342498222987
chr13	44400000	44410000	chr13	44650000	44660000	289.57716210683196	254.473763624827
chr13	29010000	29020000	chr13	29270000	29280000	238.61774945259097	209.7164146105447
chr13	14040000	14050000	chr13	14180000	14190000	395.03888352711965	390.2818501790363
chr13	21940000	21950000	chr13	23510000	23520000	117.12964346011466	124.57669309775065
chr13	93610000	93620000	chr13	93720000	93730000	389.23896837234497	402.8209266662597
chr13	21750000	21760000	chr13	23620000	23630000	227.98823865254732	164.90654019514733
chr13	64440000	64450000	chr13	65240000	65250000	134.636124054591	115.87714252869311
chr13	51800000	51810000	chr13	52510000	52520000	124.46914247671732	125.75977853934
chr13	56800000	56810000	chr13	57080000	57090000	179.28542709350566	225.84746187925336
chr13	13780000	13790000	chr13	13950000	13960000	127.53925967216499	162.94588351249703
chr13	113790000	113800000	chr13	114380000	114390000	155.211235443751	129.65468533833834
chr13	113040000	113050000	chr13	113260000	113270000	146.4496085643767	175.43822304407732
chr13	100940000	100950000	chr13	101500000	101510000	244.982492049535	248.142143368721
chr13	99170000	99180000	chr13	99310000	99320000	317.705485979716	324.72036218643194
chr13	63350000	63360000	chr13	64090000	64100000	118.17567272981024	98.75115682681404
chr13	21160000	21170000	chr13	23360000	23370000	39.4085677464803	50.20350665847463
chr13	114830000	114840000	chr13	115090000	115100000	161.97646856307998	154.37606499592465
chr13	110380000	110390000	chr13	111740000	111750000	130.67467298110333	106.80463383595146
chr13	73510000	73520000	chr13	73710000	73720000	139.38432872295365	140.35299094518032
chr13	19390000	19400000	chr13	21160000	21170000	55.26335394382473	44.02585735917089
chr13	69530000	69540000	chr13	70630000	70640000	70.13661392529808	62.937518427769334
chr13	36010000	36020000	chr13	36570000	36580000	108.42494205633811	96.41448859373729
chr13	49950000	49960000	chr13	50830000	50840000	111.33134579658504	152.21798098087334
chr13	73710000	73720000	chr13	74300000	74310000	90.25223926703138	73.08260035514833
chr13	25930000	25940000	chr13	29830000	29840000	43.740109205245965	52.818503677845
chr12	78940000	78950000	chr12	79020000	79030000	821.0095354715983	785.484274228414
chr12	73790000	73800000	chr12	73910000	73920000	509.74527072906494	440.93718751271564
chr12	70290000	70300000	chr12	70420000	70430000	528.7497523625693	539.7632586161296
chr12	79610000	79620000	chr12	80100000	80110000	406.91963609059627	412.4195454915363
chr12	72350000	72360000	chr12	72400000	72410000	863.8148536682133	794.9745248158778
chr12	71010000	71020000	chr12	71130000	71140000	429.7563837369283	383.40253480275464
chr12	105430000	105440000	chr12	105480000	105490000	632.2172888120017	637.2217586835227
chr12	77050000	77060000	chr12	77220000	77230000	384.5211142698927	350.29643170038867
chr12	112470000	112480000	chr12	112540000	112550000	365.22605419158936	401.4654342333477
chr12	82170000	82180000	chr12	82310000	82320000	417.9655534426374	428.27221568425466
chr12	33160000	33170000	chr12	33220000	33230000	723.332983970642	657.199156443278
chr12	29360000	29370000	chr12	29540000	29550000	280.81064589818334	324.8431921005247
chr12	52630000	52640000	chr12	52830000	52840000	308.4969934622447	306.871461391449
chr12	86800000	86810000	chr12	87040000	87050000	175.30901197592402	154.044804374377
chr12	76710000	76720000	chr12	76800000	76810000	406.03354899088566	383.7915498415627
chr12	99090000	99100000	chr12	99710000	99720000	191.05464724699667	188.74943689505267
chr12	15810000	15820000	chr12	16220000	16230000	143.33741688728333	153.22717579205835
chr12	102120000	102130000	chr12	102380000	102390000	241.31621917088833	269.06720129648835
chr12	59060000	59070000	chr12	64960000	64970000	100.19981066385903	87.39491932590802
chr12	3920000	3930000	chr12	4200000	4210000	250.01707259813966	224.49228501319865
chr12	74330000	74340000	chr12	75160000	75170000	171.46600727240232	201.25063101450598
chr12	103540000	103550000	chr12	103640000	103650000	190.91271497805897	173.56644348303465
chr12	76830000	76840000	chr12	77660000	77670000	80.65440051754321	81.78893866141637
chr12	52030000	52040000	chr12	52830000	52840000	238.5173199971517	186.697536925475
chr12	109020000	109030000	chr12	109970000	109980000	70.79222196340562	81.061301112175
chr12	57280000	57290000	chr12	57540000	57550000	126.66712367534649	142.96328560511267
chr12	9250000	9260000	chr12	10220000	10230000	106.72482397158954	118.01127527157466
chr12	80980000	80990000	chr12	81700000	81710000	105.60114741325386	115.88079424699157
chr12	30200000	30210000	chr12	30570000	30580000	132.386630475521	144.36459771792067
chr12	49370000	49380000	chr12	50300000	50310000	93.09055209159852	131.20957150061932
chr12	5400000	5410000	chr12	7970000	7980000	46.4094574848811	41.22231435775757
chr15	27320000	27330000	chr15	27580000	27590000	598.5965011914569	583.6555374463397
chr15	82920000	82930000	chr15	82980000	82990000	911.4653447469067	975.6600812276205
chr15	100160000	100170000	chr15	100220000	100230000	958.9557081858317	853.480194091797
chr15	57910000	57920000	chr15	58020000	58030000	423.874699910482	438.08776442209864
chr15	76970000	76980000	chr15	77020000	77030000	1073.7582537333171	1075.5748553276078
chr15	72550000	72560000	chr15	72600000	72610000	747.7602818806967	725.6602605183916
chr15	96280000	96290000	chr15	96390000	96400000	507.6638989448547	488.369060675303
chr15	58970000	58980000	chr15	59150000	59160000	353.3435826301573	332.07785956064833
chr15	59210000	59220000	chr15	59310000	59320000	479.65661525726335	428.05439217885333
chr15	77150000	77160000	chr15	77360000	77370000	341.9480033715567	331.63787428537995
chr15	23030000	23040000	chr15	23140000	23150000	493.4352832635243	419.1948521931967
chr15	85390000	85400000	chr15	85450000	85460000	941.0444386800131	955.329891840617
chr15	79220000	79230000	chr15	79380000	79390000	403.321907599767	428.7602877616883
chr15	40920000	40930000	chr15	41060000	41070000	386.8496133486433	366.375082333883
chr15	12580000	12590000	chr15	12730000	12740000	441.22357304890966	465.5977784792583
chr15	40360000	40370000	chr15	40560000	40570000	312.83055480321264	253.31904180844631
chr15	57590000	57600000	chr15	57910000	57920000	368.993066151937	295.583374182383
chr15	53340000	53350000	chr15	53690000	53700000	230.97921824455264	215.063683271408
chr15	39860000	39870000	chr15	39940000	39950000	467.90032275517797	439.5119832754137
chr15	74890000	74900000	chr15	75080000	75090000	322.6371957858407	281.9659198125203
chr15	41320000	41330000	chr15	41540000	41550000	253.75902207692465	231.384741703669
chr15	93450000	93460000	chr15	93570000	93580000	348.217673142751	367.5733393828073
chr15	74780000	74790000	chr15	74880000	74890000	391.9458333651226	459.26654624938965
chr15	40560000	40570000	chr15	41070000	41080000	259.0787897904713	216.21656219164535
chr15	17800000	17810000	chr15	17850000	17860000	1107.4125598271683	1050.425709088641
chr15	64920000	64930000	chr15	65300000	65310000	218.88205552101135	244.45119714736936
chr15	9450000	9460000	chr15	10480000	10490000	92.31521375974013	150.6220281918843
chr15	95760000	95770000	chr15	95940000	95950000	256.8006449143093	283.05188846588135
chr15	32260000	32270000	chr15	32710000	32720000	235.52642385164867	221.08256264527634
chr15	79220000	79230000	chr15	79660000	79670000	201.05877765019736	208.10819508632065
chr15	86240000	86250000	chr15	87620000	87630000	123.13615230719267	138.733121275902
chr15	35150000	35160000	chr15	35370000	35380000	184.97662492593167	189.32255701224003
chr15	61980000	61990000	chr15	62800000	62810000	99.4401947259903	119.29201402266834
chr15	11750000	11760000	chr15	11960000	11970000	144.0763390461603	154.55441588163367
chr15	12190000	12200000	chr15	12570000	12580000	139.28147188822433	128.27351901928566
chr15	3210000	3220000	chr15	3580000	3590000	217.27872316042567	211.63489957650503
chr16	85040000	85050000	chr16	85170000	85180000	586.3962710698447	529.8722038269048
chr16	37990000	38000000	chr16	38080000	38090000	422.53851445515926	461.76638253529865
chr16	8800000	8810000	chr16	8870000	8880000	593.4272371927897	559.463475704193
chr16	55970000	55980000	chr16	56070000	56080000	618.4385097821554	567.1857301394143
chr16	37370000	37380000	chr16	37650000	37660000	317.352240403493	239.54541293780002
chr16	3840000	3850000	chr16	4000000	4010000	272.3018387158713	275.98590183258034
chr16	95060000	95070000	chr16	95200000	95210000	317.85715389251703	313.338571548462
chr16	6080000	6090000	chr16	6470000	6480000	225.51588956514968	234.70521362622569
chr16	79180000	79190000	chr16	79330000	79340000	285.70444790522265	249.27884689966834
chr16	35830000	35840000	chr16	35930000	35940000	312.5087280273437	312.862219810486
chr16	49490000	49500000	chr16	49850000	49860000	186.2107488711673	150.856124997139
chr16	21540000	21550000	chr16	21730000	21740000	412.31984249750803	366.688847541809
chr16	87500000	87510000	chr16	87690000	87700000	455.00350888570136	421.14518499374367
chr16	38620000	38630000	chr16	38720000	38730000	453.64497454961133	473.81463479995733
chr16	6030000	6040000	chr16	6340000	6350000	334.96567757924396	308.4616160392763
chr16	95060000	95070000	chr16	95340000	95350000	191.82206265131632	189.67306661605835
chr16	42430000	42440000	chr16	42780000	42790000	223.557943820953	244.31969944636035
chr16	77120000	77130000	chr16	77240000	77250000	493.5139147440589	425.17277153333066
chr16	67120000	67130000	chr16	67410000	67420000	226.8336924711863	233.58132727940867
chr16	86300000	86310000	chr16	86640000	86650000	187.48239755630468	180.36095098654434
chr16	42330000	42340000	chr16	42870000	42880000	118.34007336695974	118.46215132872265
chr16	34190000	34200000	chr16	34530000	34540000	204.42068465550733	193.62971464792898
chr16	30750000	30760000	chr16	31070000	31080000	194.63971463839235	203.314429163933
chr16	86410000	86420000	chr16	87240000	87250000	135.59627266724888	150.28841634591433
chr16	8880000	8890000	chr16	10070000	10080000	152.131348580122	143.86567469437932
chr16	6790000	6800000	chr16	8330000	8340000	71.19344027837117	96.27127428849526
chr16	46490000	46500000	chr16	48990000	49000000	79.88890540599823	59.22879477341966
chr16	25370000	25380000	chr16	25950000	25960000	78.87918970982234	74.2403660217921
chr17	86260000	86270000	chr17	86440000	86450000	557.5494944254557	547.6571706136067
chr17	46830000	46840000	chr17	46880000	46890000	1103.7317425409963	1086.9371700286847
chr17	49930000	49940000	chr17	50230000	50240000	587.2068886756897	598.6855159600581
chr17	88060000	88070000	chr17	88250000	88260000	395.7064189910887	391.18904765446996
chr17	8830000	8840000	chr17	8920000	8930000	614.440707206726	645.3027696609497
chr17	31250000	31260000	chr17	31320000	31330000	571.0716724395751	570.9021088282267
chr17	48470000	48480000	chr17	48530000	48540000	752.274772802989	618.803214708964
chr17	8390000	8400000	chr17	8440000	8450000	838.2550361951194	891.585538228353
chr17	80200000	80210000	chr17	80280000	80290000	327.37960493564634	319.60297147433
chr17	84830000	84840000	chr17	85090000	85100000	412.1091998418174	412.993266105652
chr17	34930000	34940000	chr17	35230000	35240000	240.94492856661466	223.61580872535703
chr17	25120000	25130000	chr17	25280000	25290000	445.98523155848164	421.64112218221
chr17	63160000	63170000	chr17	63310000	63320000	348.9968279202776	325.46259307861334
chr17	50400000	50410000	chr17	50680000	50690000	258.384398142497	209.45286750793434
chr17	22160000	22170000	chr17	22220000	22230000	725.778870900472	667.6505105495453
chr17	31010000	31020000	chr17	31270000	31280000	285.5026240348813	273.09647544225066
chr17	28980000	28990000	chr17	29170000	29180000	322.280800183614	348.0034839312237
chr17	78190000	78200000	chr17	78580000	78590000	272.23663147290534	213.39163462320934
chr17	47500000	47510000	chr17	47690000	47700000	238.71984330813066	224.41024351120004
chr17	9160000	9170000	chr17	11990000	12000000	168.48395280043266	134.21992850303664
chr17	83860000	83870000	chr17	84360000	84370000	275.822647134463	248.56916634241762
chr17	53560000	53570000	chr17	53830000	53840000	195.49359285831432	155.27938302357998
chr17	47120000	47130000	chr17	47340000	47350000	283.3312854766847	314.0719873905183
chr17	35990000	36000000	chr17	36310000	36320000	98.96121939023321	90.58071867624916
chr17	56930000	56940000	chr17	57270000	57280000	115.51572604974133	111.12997742493967
chr17	69560000	69570000	chr17	70680000	70690000	136.18255364894864	137.83119875192634
chr17	65610000	65620000	chr17	65950000	65960000	121.75403374433517	110.87039595842367
chr17	56610000	56620000	chr17	57240000	57250000	47.59258544445037	41.49092075228694
chr1	89380000	89390000	chr1	89450000	89460000	600.4420967102054	605.4395904541012
chr1	162580000	162590000	chr1	162660000	162670000	857.5099356969196	786.4026088714596
chr1	59760000	59770000	chr1	59820000	59830000	834.160043080648	839.4141343434653
chr1	75190000	75200000	chr1	75250000	75260000	1056.8697986602772	1034.1678539911902
chr1	132000000	132010000	chr1	132100000	132110000	837.0075629552207	765.6646830240887
chr1	177030000	177040000	chr1	177180000	177190000	447.7956768671673	469.130386352539
chr1	75210000	75220000	chr1	75310000	75320000	450.92180299758905	450.948752562205
chr1	171270000	171280000	chr1	171320000	171330000	978.370572408039	920.3289734522486
chr1	156940000	156950000	chr1	157070000	157080000	510.904198805491	607.0856703122457
chr1	154280000	154290000	chr1	154410000	154420000	264.143716176351	346.23357868194597
chr1	118860000	118870000	chr1	119050000	119060000	304.207320531209	386.0077500343323
chr1	34210000	34220000	chr1	34280000	34290000	691.650671005249	692.4530096054077
chr1	130710000	130720000	chr1	130780000	130790000	452.65171400706004	428.0746733347576
chr1	87790000	87800000	chr1	87950000	87960000	626.6896603902179	607.7572813034061
chr1	189060000	189070000	chr1	189340000	189350000	283.66836754480966	305.50506305694563
chr1	92180000	92190000	chr1	92260000	92270000	452.20169210433966	442.336793422699
chr1	154430000	154440000	chr1	154630000	154640000	300.748382250468	314.4053703943887
chr1	136260000	136270000	chr1	136410000	136420000	468.7774999936423	455.235081831614
chr1	36540000	36550000	chr1	36740000	36750000	316.00663526852935	296.836859544118
chr1	184260000	184270000	chr1	184770000	184780000	296.58867875734967	384.48180119196564
chr1	131550000	131560000	chr1	131650000	131660000	267.71651943524665	281.8389540115997
chr1	65310000	65320000	chr1	65460000	65470000	322.39706174532574	334.275448878606
chr1	167090000	167100000	chr1	167190000	167200000	541.2413047154747	443.7044340769453
chr1	136170000	136180000	chr1	136250000	136260000	404.0817127227783	448.4106658299767
chr1	60560000	60570000	chr1	60660000	60670000	310.3320503234866	381.3552433649697
chr1	53930000	53940000	chr1	54190000	54200000	358.508607228597	396.322945912679
chr1	184960000	184970000	chr1	185190000	185200000	243.58926757176732	248.50212264061
chr1	84580000	84590000	chr1	84690000	84700000	249.77681235472332	244.04150780042002
chr1	37710000	37720000	chr1	37860000	37870000	424.75217628479004	340.5388035774233
chr1	137580000	137590000	chr1	137920000	137930000	329.2412961324057	231.665970722834
chr1	59140000	59150000	chr1	59620000	59630000	274.0957388877867	244.8417801856997
chr1	146360000	146370000	chr1	146490000	146500000	301.62005376815836	234.15790724754368
chr1	66890000	66900000	chr1	66990000	67000000	309.143972078959	325.1163971424107
chr1	55020000	55030000	chr1	55130000	55140000	344.3372968037923	322.9175222714743
chr1	193790000	193800000	chr1	194020000	194030000	285.96021159489965	282.20909333229065
chr1	166730000	166740000	chr1	166880000	166890000	339.39653245608037	313.6049465338387
chr1	128240000	128250000	chr1	128360000	128370000	284.45134496688837	272.54201634724933
chr1	121430000	121440000	chr1	121560000	121570000	210.9083879391353	193.57994755109166
chr1	160410000	160420000	chr1	160540000	160550000	581.7671499252319	498.252087275187
chr1	84280000	84290000	chr1	84580000	84590000	173.21752222379033	209.21133208274833
chr1	74200000	74210000	chr1	74380000	74390000	294.545283317566	316.1061960061393
chr1	193440000	193450000	chr1	193570000	193580000	363.16300487518305	373.0263249079387
chr1	163770000	163780000	chr1	163990000	164000000	235.23451161384568	209.32704989115402
chr1	130710000	130720000	chr1	130870000	130880000	190.028106411298	172.53015645345067
chr1	84420000	84430000	chr1	84690000	84700000	182.12283172210064	180.32642304897334
chr1	23760000	23770000	chr1	24130000	24140000	262.8576650619507	210.04357465108203
chr1	6730000	6740000	chr1	7090000	7100000	179.365567366282	147.75236713886298
chr1	15620000	15630000	chr1	15790000	15800000	187.65674545367565	201.99368286132832
chr1	156040000	156050000	chr1	156640000	156650000	152.25784564018235	126.01515118281065
chr1	63660000	63670000	chr1	63950000	63960000	121.02288415034583	102.5439818302791
chr1	57430000	57440000	chr1	58110000	58120000	270.43649355570466	240.75830705960598
chr1	16100000	16110000	chr1	16520000	16530000	142.49282797177634	132.539311885834
chr1	140170000	140180000	chr1	140530000	140540000	207.38028681278232	223.23267769813535
chr1	57010000	57020000	chr1	57180000	57190000	163.36544950803133	173.875371376673
chr1	61300000	61310000	chr1	62970000	62980000	148.509092271328	163.73932077487333
chr1	178140000	178150000	chr1	179140000	179150000	106.38279811541237	82.60044324398041
chr1	150390000	150400000	chr1	151750000	151760000	63.99609432617823	54.11192278067273
chr1	149830000	149840000	chr1	150370000	150380000	137.05528140068068	149.67131501436234
chr1	70270000	70280000	chr1	72120000	72130000	69.47914067904152	74.52272659540176
chr18	32950000	32960000	chr18	33000000	33010000	1565.4575831095387	1131.1308825810734
chr18	34100000	34110000	chr18	34250000	34260000	686.704475402832	791.4129972457887
chr18	16640000	16650000	chr18	16800000	16810000	569.7447357177733	561.8150218327843
chr18	68800000	68810000	chr18	68910000	68920000	398.0094785690307	355.66871674855537
chr18	12740000	12750000	chr18	12920000	12930000	502.4035442670186	460.19185996055603
chr18	80670000	80680000	chr18	80720000	80730000	904.8791863123583	984.0058151880884
chr18	32890000	32900000	chr18	33230000	33240000	451.76509571075434	372.37438201904297
chr18	52960000	52970000	chr18	53030000	53040000	471.4872959454853	487.5485256512961
chr18	36340000	36350000	chr18	36450000	36460000	473.70690536499006	467.768216530482
chr18	61210000	61220000	chr18	61400000	61410000	325.56229082743334	317.9089376131693
chr18	24090000	24100000	chr18	24140000	24150000	901.6292263666791	898.1900021235147
chr18	51150000	51160000	chr18	51360000	51370000	394.08968734741234	371.5794061024983
chr18	69690000	69700000	chr18	69780000	69790000	357.9633531570433	348.772596359253
chr18	47350000	47360000	chr18	47640000	47650000	243.07387431462635	275.42375238736435
chr18	84580000	84590000	chr18	84680000	84690000	228.21074875195836	226.0683873494463
chr18	49490000	49500000	chr18	49630000	49640000	289.152721166611	333.2643763224287
chr18	67720000	67730000	chr18	68290000	68300000	106.37619249025964	113.19560945034029
chr18	84950000	84960000	chr18	86490000	86500000	185.682356397311	195.27750293413803
chr18	50220000	50230000	chr18	52340000	52350000	173.33352172374734	179.15827163060501
chr19	7060000	7070000	chr19	7160000	7170000	1083.699374834698	1034.869161923725
chr19	4540000	4550000	chr19	4590000	4600000	1290.5315141677868	1212.566120147707
chr19	23370000	23380000	chr19	23440000	23450000	645.5811723073324	623.8562072118126
chr19	47670000	47680000	chr19	47720000	47730000	976.2239586512277	938.0091012318929
chr19	57400000	57410000	chr19	57450000	57460000	899.1624002456666	806.7836100260414
chr19	23970000	23980000	chr19	24030000	24040000	624.3550232251483	540.3733603954314
chr19	59430000	59440000	chr19	60130000	60140000	627.376033782959	583.422989050547
chr19	6490000	6500000	chr19	6920000	6930000	292.1965513229373	302.1873168150587
chr19	23570000	23580000	chr19	23750000	23760000	359.42176103591936	341.23124392827367
chr19	36180000	36190000	chr19	36350000	36360000	274.5373129844663	296.30263280868536
chr19	59030000	59040000	chr19	59200000	59210000	258.852352698644	294.50773342450435
chr19	34240000	34250000	chr19	34550000	34560000	182.73986371358237	178.97633687655136
chr19	26310000	26320000	chr19	26600000	26610000	147.087800383568	141.57236878077168
chr19	42440000	42450000	chr19	42650000	42660000	234.12110527356435	218.94637838999435
chr19	54040000	54050000	chr19	54530000	54540000	107.9350689252219	95.69428352514915
chr19	3580000	3590000	chr19	3980000	3990000	148.627478500207	146.47317870457968
chr19	11910000	11920000	chr19	12790000	12800000	112.04498825470603	102.09161543846143
chr19	36340000	36350000	chr19	36550000	36560000	170.13098820050567	153.610161225001
chr19	44550000	44560000	chr19	45070000	45080000	135.79965891440693	110.19661623239533
chr19	17460000	17470000	chr19	17850000	17860000	170.85863506793967	182.1756011247637
chr19	9890000	9900000	chr19	12000000	12010000	48.02370719114938	48.36467224359513
chr2	157030000	157040000	chr2	157090000	157100000	1099.505411942798	1074.5425087610874
chr2	181180000	181190000	chr2	181310000	181320000	790.6643279393514	757.1979344685873
chr2	152080000	152090000	chr2	152190000	152200000	530.5334118207296	474.983305454254
chr2	27140000	27150000	chr2	27210000	27220000	829.913080215454	879.8747285207113
chr2	26960000	26970000	chr2	27030000	27040000	643.9945046106974	638.3102485338846
chr2	181390000	181400000	chr2	181570000	181580000	769.5979188283283	710.4401350021362
chr2	136000000	136010000	chr2	136100000	136110000	592.7905426025391	597.0683650970456
chr2	153850000	153860000	chr2	153900000	153910000	1004.5416358311996	1072.8836256662987
chr2	119790000	119800000	chr2	119940000	119950000	727.0286947886146	670.186068534851
chr2	39120000	39130000	chr2	39190000	39200000	686.192757924398	655.601720492045
chr2	145050000	145060000	chr2	145100000	145110000	865.4701191584267	855.551242828369
chr2	24970000	24980000	chr2	25050000	25060000	427.68990008036303	463.307021776835
chr2	91110000	91120000	chr2	91260000	91270000	443.0648697217307	384.0716279347737
chr2	66250000	66260000	chr2	66440000	66450000	306.80638893445297	368.375487645467
chr2	69790000	69800000	chr2	69880000	69890000	647.7859776814779	543.4712769190473
chr2	25190000	25200000	chr2	25350000	25360000	467.72163645426434	462.3361668586733
chr2	72980000	72990000	chr2	73040000	73050000	728.4271996815996	727.646747907003
chr2	38660000	38670000	chr2	38730000	38740000	456.70716683069867	488.88922405242903
chr2	179570000	179580000	chr2	179720000	179730000	332.67509587605804	364.2335424423217
chr2	83800000	83810000	chr2	83860000	83870000	755.6012582778931	736.7258524894713
chr2	155510000	155520000	chr2	155820000	155830000	203.82352459430697	188.59074473381034
chr2	54430000	54440000	chr2	54690000	54700000	655.1573748588563	686.5587685902914
chr2	132330000	132340000	chr2	132400000	132410000	666.818464597066	640.5500974655154
chr2	78870000	78880000	chr2	79450000	79460000	135.17800458272313	123.34487740198766
chr2	108760000	108770000	chr2	109670000	109680000	184.017693122228	204.41937172412835
chr2	71960000	71970000	chr2	72150000	72160000	349.218509038289	329.888105392456
chr2	139610000	139620000	chr2	139700000	139710000	582.7551027933757	535.7222280502319
chr2	106350000	106360000	chr2	106690000	106700000	247.29643092552797	248.51851073900866
chr2	106000000	106010000	chr2	106180000	106190000	307.38533576329536	294.9228874842324
chr2	155070000	155080000	chr2	155380000	155390000	206.053589105606	178.12475478649137
chr2	74060000	74070000	chr2	74570000	74580000	181.225431680679	173.57945068677267
chr2	161630000	161640000	chr2	162680000	162690000	217.28723216056832	294.40462853511195
chr2	104030000	104040000	chr2	104580000	104590000	183.65783619880668	229.78350285689032
chr2	154550000	154560000	chr2	154940000	154950000	134.29068555434569	160.01570777098334
chr2	82370000	82380000	chr2	82510000	82520000	361.2635660171507	432.544231891632
chr2	107960000	107970000	chr2	109690000	109700000	87.04802471399296	107.95269678036372
chr2	28580000	28590000	chr2	29050000	29060000	135.45761803785967	148.122641603152
chr2	24400000	24410000	chr2	24750000	24760000	101.0503804683686	100.828887999058
chr2	105460000	105470000	chr2	106190000	106200000	234.16959667205802	228.91386524836267
chr2	125240000	125250000	chr2	125670000	125680000	135.884529054165	128.61215605338398
chr2	18020000	18030000	chr2	19340000	19350000	103.95707140366217	110.79734778404234
chr2	17420000	17430000	chr2	18350000	18360000	136.59657386938736	129.48503810167333
chr2	44920000	44930000	chr2	46440000	46450000	39.053162455558805	70.83632087707521
chr2	148120000	148130000	chr2	148570000	148580000	151.26830224196098	181.46832160154966
chr2	19710000	19720000	chr2	20490000	20500000	96.95968129237474	116.84879342714966
chr2	153940000	153950000	chr2	154290000	154300000	141.24115568399432	121.58138980468134
chr2	6430000	6440000	chr2	8380000	8390000	171.997455914815	182.038877050082
chr2	146470000	146480000	chr2	147170000	147180000	109.49733549356449	94.84259331226347
chr2	49440000	49450000	chr2	50270000	50280000	109.28300921122225	108.38523485263194
chr2	114260000	114270000	chr2	116100000	116110000	127.67553190390275	105.35855648914968
chr2	13540000	13550000	chr2	15050000	15060000	61.25832219918567	57.65999366839727
chrX	166660000	166670000	chrX	167200000	167210000	142.52342275778466	153.15295252203933
chrX	103690000	103700000	chrX	103810000	103820000	133.514016668002	170.47800147533403
chrX	103620000	103630000	chrX	103930000	103940000	89.42266145348567	86.56240790088974
chrX	135980000	135990000	chrX	136040000	136050000	221.81344127655032	206.85507003466265
chrX	152140000	152150000	chrX	152340000	152350000	84.29727309942247	68.89766295750937
chrX	74020000	74030000	chrX	74240000	74250000	91.49927566448861	89.42410937945033
chrX	94540000	94550000	chrX	94630000	94640000	156.41196401913933	142.47282874584167
chrX	76820000	76830000	chrX	76920000	76930000	229.6623203357063	230.51253374417635
chrX	73050000	73060000	chrX	73430000	73440000	104.27910937865569	128.44749585787466
chrX	108860000	108870000	chrX	109070000	109080000	66.18354947368303	75.10874783992766
chrX	73220000	73230000	chrX	73340000	73350000	130.40380887190466	119.23412557443
chrX	155140000	155150000	chrX	155310000	155320000	66.923069357872	58.901658823092795
chrX	153500000	153510000	chrX	153720000	153730000	52.881320814291634	58.061962773402534
chrX	52450000	52460000	chrX	52640000	52650000	71.6401429573695	95.1616218487423
chrX	61820000	61830000	chrX	63130000	63140000	46.52280576030413	45.46687176823617
chrX	133780000	133790000	chrX	134010000	134020000	36.6001319785913	31.502852658430736
chr3	114960000	114970000	chr3	115080000	115090000	593.7643470764157	581.6411835352579
chr3	105450000	105460000	chr3	105540000	105550000	611.9827124277749	598.7999326388041
chr3	89160000	89170000	chr3	89210000	89220000	1218.76103893916	1198.6940189997367
chr3	105520000	105530000	chr3	105640000	105650000	523.2171236673993	496.6613523165386
chr3	103750000	103760000	chr3	103800000	103810000	839.4294646581011	826.572140534719
chr3	53200000	53210000	chr3	53410000	53420000	322.6323958237967	312.318140506744
chr3	103390000	103400000	chr3	103570000	103580000	315.68072843551664	291.0456889470417
chr3	97930000	97940000	chr3	98010000	98020000	358.5049735705057	354.6278487841287
chr3	108900000	108910000	chr3	109060000	109070000	262.526144742966	248.06886720657334
chr3	105790000	105800000	chr3	105890000	105900000	404.7445367177327	379.55276536941534
chr3	10010000	10020000	chr3	10080000	10090000	481.4786544243496	498.645434141159
chr3	138070000	138080000	chr3	138140000	138150000	597.4852164586387	507.04899867375707
chr3	51680000	51690000	chr3	52220000	52230000	499.4247735341393	438.2959705988567
chr3	55240000	55250000	chr3	55350000	55360000	279.43565005064005	311.43201390902203
chr3	65520000	65530000	chr3	65950000	65960000	240.85532448689136	211.190986831983
chr3	146790000	146800000	chr3	146940000	146950000	316.86180528004934	319.8069531917573
chr3	129530000	129540000	chr3	129720000	129730000	207.39614220460234	179.86481402317668
chr3	107350000	107360000	chr3	107610000	107620000	206.9917065302533	202.57320761680634
chr3	151330000	151340000	chr3	151560000	151570000	206.73751256863298	161.385845442613
chr3	116590000	116600000	chr3	116700000	116710000	336.96883805592864	329.922490119934
chr3	138190000	138200000	chr3	138400000	138410000	360.1444612344106	365.25219662984233
chr3	120730000	120740000	chr3	120950000	120960000	396.33152119318635	360.53131246566767
