loop_id	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2	loop_logFC	loop_FDR	loop_direction	loop_type	loop_significant	enh_chr	enh_start	enh_end	target_gene	tss_chr	tss_start	tss_end	abc_score_wt	abc_score_ko	delta_ABC	delta_unnorm	distance	match_case
loop_1612	chr17	10840000	10850000	chr17	10940000	10950000	-0.357355603955237	0.0003348847760854	down_in_mutant	Active_Promoter-Poised_Enhancer	TRUE	chr17	10946477	10946977	Pacrg	chr17	10840061	10840561	0.037625	0.009303	-0.028322	-0.216571	106416	B
loop_1612	chr17	10840000	10850000	chr17	10940000	10950000	-0.357355603955237	0.0003348847760854	down_in_mutant	Active_Promoter-Poised_Enhancer	TRUE	chr17	10946477	10946977	Prkn	chr17	10840133	10840633	0.037624	0.009303	-0.028321	-0.216563	106344	B
loop_12026	chr17	10840000	10850000	chr17	11060000	11070000	-0.385078257244124	0.0006523223834244	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr17	11067463	11068406	Pacrg	chr17	10840061	10840561	0.033433	0.017863	-0.01557	-0.151517	227623.5	B
loop_12026	chr17	10840000	10850000	chr17	11060000	11070000	-0.385078257244124	0.0006523223834244	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr17	11067463	11068406	Prkn	chr17	10840133	10840633	0.033432	0.017862	-0.01557	-0.151511	227551.5	B
loop_5473	chr17	16950000	16960000	chr17	17370000	17380000	-0.31303243645498	0.0150996326377674	down_in_mutant	Active_Promoter-Poised_Enhancer	TRUE	chr17	16951179	16951788	AC154200.1	chr17	17373956	17374456	0.02959	0.027652	-0.001938	-0.003417	422722.5	A
loop_5473	chr17	16950000	16960000	chr17	17370000	17380000	-0.31303243645498	0.0150996326377674	down_in_mutant	Active_Promoter-Poised_Enhancer	TRUE	chr17	16951179	16951788	Riok2	chr17	17374058	17374558	0.02959	0.027652	-0.001938	-0.003417	422824.5	A
loop_17308	chr17	3550000	3575000	chr17	4975000	5000000	-0.317496051878387	0.0071974251796117	down_in_mutant	Active_Promoter-Other	TRUE	chr17	3557470	3558073	Arid1b	chr17	4994081	4994581	0.021345	0.013889	-0.007456	-0.077864	1436559.5	A
loop_2833	chr17	42310000	42320000	chr17	42450000	42460000	-0.429871889624772	7.74277804085203e-05	down_in_mutant	Active_Promoter-Poised_Enhancer	TRUE	chr17	42452248	42452748	Ptchd4	chr17	42315696	42316196	0.021111	0.012386	-0.008725	-0.044133	136552	B
loop_3247	chr17	48400000	48425000	chr17	48925000	48950000	-0.30669740167315	0.0011002092391917	down_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr17	48409556	48410263	Lrfn2	chr17	48932128	48932628	0.10932	0.073678	-0.035642	-0.198986	522468.5	A
loop_17453	chr17	83275000	83280000	chr17	83350000	83355000	0.453011771917722	0.0075910364169691	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr17	83276051	83276551	Eml4	chr17	83350680	83351180	0.006217	0.021847	0.01563	0.052803	74629	A
loop_11767	chr17	88380000	88390000	chr17	88500000	88510000	-0.310272706215319	0.0006032469620306	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr17	88505289	88505789	Gm31615	chr17	88388449	88388949	0.08199	0.055287	-0.026703	-0.784323	116840	B
loop_11767	chr17	88380000	88390000	chr17	88500000	88510000	-0.310272706215319	0.0006032469620306	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr17	88507385	88507885	Gm31615	chr17	88388449	88388949	0.024044	0.015708	-0.008336	-0.233174	118936	B
loop_11767	chr17	88380000	88390000	chr17	88500000	88510000	-0.310272706215319	0.0006032469620306	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr17	88508972	88509472	Gm31615	chr17	88388449	88388949	0.023278	0.009782	-0.013496	-0.259757	120523	B
loop_3059	chr18	30810000	30820000	chr18	31310000	31320000	-0.404811497339269	0.0020412863096884	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr18	30812002	30812502	Rit2	chr18	31317040	31317540	0.073635	0.068354	-0.005281	-0.312607	505038	A
loop_13039	chr18	30810000	30820000	chr18	31440000	31450000	-0.346410169827354	0.0043611755077165	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr18	30812002	30812502	Syt4	chr18	31447156	31447656	0.085263	0.043117	-0.042146	-0.484144	635154	A
loop_621	chr18	31010000	31020000	chr18	31310000	31320000	-0.426098600223582	0.0019012489101667	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr18	31011633	31012133	Rit2	chr18	31317040	31317540	0.078616	0.068028	-0.010588	-0.345819	305407	A
loop_13117	chr18	31310000	31320000	chr18	31440000	31450000	-0.492470365486045	7.88935344227847e-05	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr18	31316739	31317540	Syt4	chr18	31447156	31447656	0.021256	0.005408	-0.015848	-0.151473	130266.5	A
loop_13117	chr18	31310000	31320000	chr18	31440000	31450000	-0.492470365486045	7.88935344227847e-05	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr18	31447098	31447656	Rit2	chr18	31317040	31317540	0.072216	0.069752	-0.002464	-0.299965	130087	B
loop_4414	chr18	33790000	33800000	chr18	34000000	34010000	0.419742097560662	0.0005893610179032	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr18	33794620	33795141	Epb41l4a	chr18	34006716	34007216	0.020283	0.038175	0.017892	0.04652	212085.5	A
loop_17512	chr18	38925000	38950000	chr18	40175000	40200000	0.316656070874364	0.006305388570273	up_in_mutant	Poised_Enhancer-Other	TRUE	chr18	38930311	38930811	Gm50396	chr18	40181334	40181834	0	0.031307	0.031307	0.095528	1251023	A
loop_13088	chr18	42600000	42610000	chr18	43170000	43180000	0.308849274073665	0.0027081471557925	up_in_mutant	Poised_Enhancer-Other	TRUE	chr18	42601637	42602137	4930588A03Rik	chr18	43171024	43171524	0	0.026749	0.026749	0.040006	569387	A
loop_10488	chr18	53740000	53745000	chr18	53860000	53865000	-0.309943097664911	0.0147351488479796	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr18	53744358	53745017	Csnk1g3	chr18	53861871	53862371	0.171881	0.198096	0.026215	-0.088367	117433.5	A
loop_10488	chr18	53740000	53745000	chr18	53860000	53865000	-0.309943097664911	0.0147351488479796	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr18	53861719	53862371	Cep120	chr18	53744358	53744858	0.08739	0.089617	0.002227	-0.044812	117437	B
loop_15377	chr18	63860000	63865000	chr18	64340000	64345000	0.354195376025862	0.0273293647661214	up_in_mutant	Repressed_Promoter-Active_Enhancer	TRUE	chr18	63864019	63864519	Onecut2	chr18	64339769	64340269	0.049294	0.046505	-0.002789	0.031459	475750	A
loop_12981	chr18	74820000	74830000	chr18	74960000	74970000	0.384822473650711	6.02597690397005e-05	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr18	74823472	74823972	Lipg	chr18	74961013	74961513	0.011439	0.021529	0.01009	0.027814	137541	A
loop_22026	chr18	82000000	82010000	chr18	82400000	82410000	0.332798741760156	0.0004756079971463	up_in_mutant	Bivalent_Promoter-Poised_Enhancer	TRUE	chr18	82006103	82007019	Galr1	chr18	82406527	82407027	0.031491	0.03611	0.004619	0.073613	400216	A
loop_22041	chr18	8550000	8560000	chr18	9210000	9220000	0.442897309278676	0.0025249652331389	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr18	8554077	8554577	Fzd8	chr18	9211912	9212412	0.012668	0.03069	0.018022	0.058815	657835	A
loop_5754	chr18	9955000	9960000	chr18	10615000	10620000	0.527223355106353	0.0209852282181218	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr18	9957655	9958369	Snrpd1	chr18	10617524	10618024	0.03255	0.055384	0.022834	0.129709	659762	A
loop_5754	chr18	9955000	9960000	chr18	10615000	10620000	0.527223355106353	0.0209852282181218	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr18	10617524	10618108	Thoc1	chr18	9957655	9958155	0.012695	0.023864	0.011169	0.045605	659911	B
loop_12623	chr19	16775000	16800000	chr19	17375000	17400000	-0.355480719487602	0.0014546485533199	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr19	17393792	17394432	Vps13a	chr19	16780683	16781183	0.041108	0.021186	-0.019922	-0.056574	613179	B
loop_13443	chr19	17240000	17250000	chr19	17350000	17360000	-0.451842733240291	2.50458627324543e-05	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr19	17356344	17356844	Gm50276	chr19	17240419	17240919	0.022445	0.009141	-0.013304	-0.0911	115925	B
loop_19478	chr1	107590000	107600000	chr1	109980000	109990000	-0.317597310423452	0.0159691065674007	down_in_mutant	Active_Promoter-Other	TRUE	chr1	107589755	107590515	Cdh7	chr1	109982180	109982680	0.055905	0.050064	-0.005841	-0.201919	2392295	A
loop_19478	chr1	107590000	107600000	chr1	109980000	109990000	-0.317597310423452	0.0159691065674007	down_in_mutant	Active_Promoter-Other	TRUE	chr1	109982180	109982680	Serpinb8	chr1	107589755	107590255	0.023927	0.016599	-0.007328	-0.098001	2392425	B
loop_19478	chr1	107590000	107600000	chr1	109980000	109990000	-0.317597310423452	0.0159691065674007	down_in_mutant	Active_Promoter-Other	TRUE	chr1	109982885	109983385	Serpinb8	chr1	107589755	107590255	0.031938	0.026261	-0.005677	-0.098826	2393130	B
loop_5647	chr1	109945000	109950000	chr1	109980000	109985000	-0.318595006992538	0.0075105335807239	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr1	109948501	109949001	Cdh7	chr1	109982180	109982680	0.046994	0.033721	-0.013273	-0.227937	33679	A
loop_3377	chr1	118300000	118325000	chr1	120100000	120125000	0.302505777302002	0.0212993573143579	up_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr1	120120828	120121436	Tsn	chr1	118311489	118311989	0.022131	0.0103	-0.011831	-0.040911	1809393	B
loop_6779	chr1	118860000	118870000	chr1	119050000	119060000	0.4170040354981	7.74277804085203e-05	up_in_mutant	Repressed_Promoter-Poised_Enhancer	TRUE	chr1	118864604	118865104	Gli2	chr1	119053369	119053869	0.026757	0.040327	0.01357	0.056398	188765	A
loop_15285	chr1	133735000	133740000	chr1	133800000	133805000	-0.314719932720318	0.0248318863030457	down_in_mutant	Active_Promoter-Poised_Enhancer	TRUE	chr1	133736192	133736692	Atp2b4	chr1	133800791	133801291	0.02327	0.018628	-0.004642	-0.0642	64599	A
loop_12637	chr1	135720000	135730000	chr1	135780000	135790000	0.330899927210844	0.0002232499008381	up_in_mutant	Repressed_Promoter-Other	TRUE	chr1	135781147	135781647	Csrp1	chr1	135719810	135720310	0.017721	0.026245	0.008524	0.046029	61337	B
loop_18834	chr1	137575000	137600000	chr1	137900000	137925000	-0.33827721501329	7.90500323236132e-05	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr1	137588341	137588841	Gm26979	chr1	137921062	137921562	0.040195	0.024423	-0.015772	-0.106063	332721	A
loop_18834	chr1	137575000	137600000	chr1	137900000	137925000	-0.33827721501329	7.90500323236132e-05	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr1	137591197	137591697	Gm26979	chr1	137921062	137921562	0.026322	0.011349	-0.014973	-0.083695	329865	A
loop_6808	chr1	137580000	137590000	chr1	137920000	137930000	-0.433233317781387	0.0002097205010062	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr1	137588341	137588841	Gm26979	chr1	137921062	137921562	0.040195	0.024423	-0.015772	-0.106063	332721	A
loop_3305	chr1	137675000	137700000	chr1	137875000	137900000	-0.337827141611237	5.65356025075646e-05	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr1	137691112	137691612	Gm4258	chr1	137898344	137898844	0.047671	0.016072	-0.031599	-0.191383	207232	A
loop_583	chr1	137675000	137700000	chr1	137900000	137925000	-0.336434080620894	5.86262790786964e-05	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr1	137691112	137691612	Gm26979	chr1	137921062	137921562	0.023455	0.011045	-0.01241	-0.071717	229950	A
loop_12636	chr1	137690000	137700000	chr1	137890000	137900000	-0.333456247248353	0.0009092916804772	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr1	137691112	137691612	Gm4258	chr1	137898344	137898844	0.047671	0.016072	-0.031599	-0.191383	207232	A
loop_17474	chr1	153485000	153490000	chr1	153745000	153750000	0.390988593964702	0.0280248256174084	up_in_mutant	Active_Promoter-Other	TRUE	chr1	153487101	153487910	Rnasel	chr1	153749175	153749675	0.01481	0.022468	0.007658	0.067769	261919.5	A
loop_3007	chr1	160210000	160220000	chr1	161030000	161040000	-0.439195163964159	0.0087779067812869	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr1	160212625	160213309	Gas5	chr1	161034171	161034671	0.048486	0.03651	-0.011976	-0.056365	821454	A
loop_3007	chr1	160210000	160220000	chr1	161030000	161040000	-0.439195163964159	0.0087779067812869	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr1	160212625	160213309	Zbtb37	chr1	161034599	161035099	0.04848	0.036504	-0.011976	-0.056369	821882	A
loop_7175	chr1	184425000	184450000	chr1	184725000	184750000	0.354437715103851	0.0002519076816104	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr1	184447015	184447515	Gm34342	chr1	184736726	184737226	0	0.021661	0.021661	0.032306	289711	A
loop_22008	chr1	21410000	21420000	chr1	21960000	21970000	0.474841123394245	0.0010683134495853	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr1	21411325	21411825	Kcnq5	chr1	21961692	21962192	0.042291	0.053943	0.011652	0.021509	550367	A
loop_2966	chr1	24670000	24680000	chr1	25080000	25090000	-0.313408760155147	0.0132337625895197	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr1	25085718	25086218	Lmbrd1	chr1	24678379	24678879	0.036984	0.033526	-0.003458	-0.054704	407339	B
loop_17451	chr1	31200000	31225000	chr1	33650000	33675000	0.309676455406545	0.0166483195254629	up_in_mutant	Active_Promoter-Other	TRUE	chr1	33670142	33670642	Pih1d3	chr1	31222587	31223087	0.022303	0.001427	-0.020876	-0.007712	2447555	B
loop_7209	chr1	42225000	42250000	chr1	42675000	42700000	0.410230933382571	0.0003433068738537	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr1	42693942	42694442	Gm29664	chr1	42238445	42238945	0.026447	0.040243	0.013796	0.005829	455497	B
loop_7209	chr1	42225000	42250000	chr1	42675000	42700000	0.410230933382571	0.0003433068738537	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr1	42693942	42694442	Gm9915	chr1	42229475	42229975	0.022651	0.023865	0.001214	0.004961	464467	B
loop_7209	chr1	42225000	42250000	chr1	42675000	42700000	0.410230933382571	0.0003433068738537	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr1	42695444	42695944	Gm9915	chr1	42229475	42229975	0.019297	0.020861	0.001564	0.004524	465969	B
loop_12079	chr1	46850000	46875000	chr1	48525000	48550000	-0.36540961340523	0.0161676171466816	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr1	48533262	48533762	Gm28151	chr1	46850229	46850729	0.021791	0.007446	-0.014345	-0.081014	1683033	B
loop_12020	chr1	51475000	51500000	chr1	52100000	52125000	-0.381958530276834	0.0010193645136936	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr1	51478175	51478743	Gm31812	chr1	52113501	52114001	0.033749	0.022226	-0.011523	-0.103616	635292	A
loop_12020	chr1	51475000	51500000	chr1	52100000	52125000	-0.381958530276834	0.0010193645136936	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr1	51478175	51478743	Stat1	chr1	52119189	52119689	0.021766	0.015197	-0.006569	-0.072131	640980	A
loop_575	chr1	51670000	51680000	chr1	52110000	52120000	-0.321714791828537	0.005417077135374	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr1	51671233	51671733	Gm31812	chr1	52113501	52114001	0.048947	0.012405	-0.036542	-0.26561	442268	A
loop_575	chr1	51670000	51680000	chr1	52110000	52120000	-0.321714791828537	0.005417077135374	down_in_mutant	Active_Enhancer-Active_Enhancer	TRUE	chr1	51671233	51671733	Stat1	chr1	52119189	52119689	0.031016	0.021375	-0.009641	-0.104388	447956	A
loop_18880	chr1	65175000	65200000	chr1	65525000	65550000	-0.326893087991567	0.0034577578894198	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr1	65548662	65549162	Idh1	chr1	65186250	65186750	0.020221	0.02512	0.004899	0.014427	362412	B
loop_18880	chr1	65175000	65200000	chr1	65525000	65550000	-0.326893087991567	0.0034577578894198	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr1	65548662	65549162	Pikfyve	chr1	65186432	65186932	0.020235	0.025138	0.004903	0.014427	362230	B
loop_1932	chr1	65175000	65200000	chr1	69675000	69700000	-0.738948254977035	0.0091096516896283	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr1	65186250	65186932	Ikzf2	chr1	69686995	69687495	0.036215	0.038035	0.00182	-0.011739	4500654	A
loop_19692	chr2	138280000	138290000	chr2	138580000	138590000	-0.344458223120084	0.004924036737785	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr2	138280365	138280865	Gm14061	chr2	138589141	138589641	0.035106	0.062985	0.027879	0.050958	308776	A
loop_19692	chr2	138280000	138290000	chr2	138580000	138590000	-0.344458223120084	0.004924036737785	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr2	138281503	138282003	Gm14061	chr2	138589141	138589641	0.055529	0.0859	0.030371	0.02617	307638	A
loop_19692	chr2	138280000	138290000	chr2	138580000	138590000	-0.344458223120084	0.004924036737785	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr2	138283316	138283816	Gm14061	chr2	138589141	138589641	0.034557	0.049206	0.014649	-0.000573	305825	A
loop_19692	chr2	138280000	138290000	chr2	138580000	138590000	-0.344458223120084	0.004924036737785	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr2	138285776	138286276	Gm14061	chr2	138589141	138589641	0.032507	0.031442	-0.001065	-0.059404	303365	A
loop_2760	chr2	138475000	138480000	chr2	138585000	138590000	-0.49703932814721	0.0113917233825537	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr2	138477255	138477755	Gm14061	chr2	138589141	138589641	0.038237	0.018348	-0.019889	-0.143776	111886	A
loop_2797	chr2	138585000	138590000	chr2	139275000	139280000	-0.959745981857733	0.0016863693998006	down_in_mutant	Active_Enhancer-Poised_Enhancer	TRUE	chr2	139277569	139278069	Gm14061	chr2	138589141	138589641	0.163383	0.158525	-0.004858	-0.296607	688428	B
loop_12748	chr2	145150000	145175000	chr2	145500000	145525000	0.326174675971923	0.0001072144786012	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr2	145517315	145517815	Slc24a3	chr2	145167503	145168003	0.020482	0.029784	0.009302	0.071875	349812	B
loop_12748	chr2	145150000	145175000	chr2	145500000	145525000	0.326174675971923	0.0001072144786012	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr2	145521939	145522439	Slc24a3	chr2	145167503	145168003	0.021919	0.020737	-0.001182	0.03427	354436	B
loop_14521	chr2	159050000	159060000	chr2	160360000	160370000	0.436861322353654	0.007888219165931	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr2	159053947	159054788	Mafb	chr2	160366815	160367315	0.0093	0.021184	0.011884	0.020771	1312697.5	A
loop_4824	chr2	166150000	166175000	chr2	166425000	166450000	0.483402301362003	2.38874891301117e-05	up_in_mutant	Repressed_Promoter-Repressed_Promoter	TRUE	chr2	166447200	166448580	Sulf2	chr2	166155413	166155913	0.014824	0.021404	0.00658	0.027681	292227	B
loop_5664	chr2	166630000	166640000	chr2	166710000	166720000	0.306946081489977	0.0014373212977926	up_in_mutant	Poised_Enhancer-Other	TRUE	chr2	166632317	166633221	Prex1	chr2	166713582	166714082	0.053682	0.081217	0.027535	0.187383	81063	A
loop_5664	chr2	166630000	166640000	chr2	166710000	166720000	0.306946081489977	0.0014373212977926	up_in_mutant	Poised_Enhancer-Other	TRUE	chr2	166636796	166637296	Prex1	chr2	166713582	166714082	0.021256	0.033306	0.01205	0.079672	76786	A
loop_12711	chr2	167675000	167700000	chr2	167875000	167900000	0.305954289516615	0.0005579441079319	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr2	167894923	167895423	Cebpb	chr2	167688664	167689164	0.02372	0.031056	0.007336	0.060955	206259	B
loop_12711	chr2	167675000	167700000	chr2	167875000	167900000	0.305954289516615	0.0005579441079319	up_in_mutant	Repressed_Promoter-Polycomb	TRUE	chr2	167894923	167895423	Tmem189	chr2	167689572	167690072	0.023717	0.031052	0.007335	0.060916	205351	B
loop_13649	chr2	167680000	167690000	chr2	167890000	167900000	0.320420223921431	0.000318071522105	up_in_mutant	Polycomb-Other	TRUE	chr2	167894923	167895423	Cebpb	chr2	167688664	167689164	0.02372	0.031056	0.007336	0.060955	206259	B
loop_13649	chr2	167680000	167690000	chr2	167890000	167900000	0.320420223921431	0.000318071522105	up_in_mutant	Polycomb-Other	TRUE	chr2	167894923	167895423	Tmem189	chr2	167689572	167690072	0.023717	0.031052	0.007335	0.060916	205351	B
loop_3839	chr2	179440000	179445000	chr2	179640000	179645000	0.408011135604309	0.0293739779103617	up_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr2	179640711	179641211	Cdh4	chr2	179442180	179442680	0.029185	0.038058	0.008873	0.066857	198531	B
loop_3212	chr2	28690000	28700000	chr2	28840000	28850000	0.338999744985558	0.0012186211130776	up_in_mutant	Active_Promoter-Other	TRUE	chr2	28840110	28840712	Spaca9	chr2	28699477	28699977	0.012964	0.02004	0.007076	0.037501	140684	B
loop_2107	chr2	3325000	3350000	chr2	4875000	4900000	-0.317186309027402	0.0071354862644485	down_in_mutant	Active_Promoter-Active_Promoter	TRUE	chr2	3332393	3333067	Sephs1	chr2	4881313	4881813	0.031056	0.01212	-0.018936	-0.086388	1548833	A
loop_6997	chr2	44920000	44930000	chr2	46440000	46450000	0.932242819880695	0.0003625689728878	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr2	44926647	44927147	Gm13470	chr2	46442460	46442960	0.044534	0.127823	0.083289	0.048404	1515813	A
loop_6997	chr2	44920000	44930000	chr2	46440000	46450000	0.932242819880695	0.0003625689728878	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr2	44927231	44927907	Gm13470	chr2	46442460	46442960	0.049565	0.134706	0.085141	0.050354	1515141	A
loop_7427	chr2	44925000	44950000	chr2	46425000	46450000	0.634013281530482	0.0001126055228043	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr2	44926647	44927147	Gm13470	chr2	46442460	46442960	0.044534	0.127823	0.083289	0.048404	1515813	A
loop_7427	chr2	44925000	44950000	chr2	46425000	46450000	0.634013281530482	0.0001126055228043	up_in_mutant	Active_Promoter-Polycomb	TRUE	chr2	44927231	44927907	Gm13470	chr2	46442460	46442960	0.049565	0.134706	0.085141	0.050354	1515141	A
loop_12973	chr2	57100000	57125000	chr2	57900000	57925000	-0.305947822036467	0.0007962064244733	down_in_mutant	Bivalent_Promoter-Active_Enhancer	TRUE	chr2	57900084	57901080	Nr4a2	chr2	57123753	57124253	0.032129	0.015422	-0.016707	-0.124931	776579	B
loop_7423	chr2	62650000	62675000	chr2	63450000	63475000	0.464960545090017	0.001610419592001	up_in_mutant	Poised_Enhancer-Other	TRUE	chr2	63452867	63453367	Gca	chr2	62664034	62664534	0.025382	0.033352	0.00797	0.015605	788833	B
loop_6951	chr2	66250000	66260000	chr2	66440000	66450000	0.336205723629907	0.0012381839931751	up_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr2	66256367	66256995	Scn1a	chr2	66440590	66441090	0.068988	0.065059	-0.003929	0.142952	184159	A
loop_6951	chr2	66250000	66260000	chr2	66440000	66450000	0.336205723629907	0.0012381839931751	up_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr2	66439968	66440468	Ttc21b	chr2	66256367	66256867	0.013743	0.032192	0.018449	0.09916	183601	B
loop_6951	chr2	66250000	66260000	chr2	66440000	66450000	0.336205723629907	0.0012381839931751	up_in_mutant	Active_Promoter-Bivalent_Promoter	TRUE	chr2	66440590	66441114	Ttc21b	chr2	66256367	66256867	0.024284	0.053143	0.028859	0.157296	184235	B
loop_15086	chr3	102080000	102090000	chr3	102240000	102250000	0.374309370590565	0.0012240895388089	up_in_mutant	Repressed_Promoter-Other	TRUE	chr3	102081732	102082232	Gm43241	chr3	102249418	102249918	0.018858	0.026157	0.007299	0.008674	167686	A
loop_13995	chr3	102250000	102275000	chr3	102675000	102700000	0.366477184381197	0.0003463397610358	up_in_mutant	Polycomb-Other	TRUE	chr3	102677103	102677603	A230001M10Rik	chr3	102262154	102262654	0.008562	0.02087	0.012308	0.014278	414949	B
loop_4576	chr3	115710000	115720000	chr3	115880000	115890000	0.332503613037648	0.0098330348952836	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr3	115887586	115888380	Gm9889	chr3	115714899	115715399	0.057269	0.099044	0.041775	0.066576	172834	B
loop_4576	chr3	115710000	115720000	chr3	115880000	115890000	0.332503613037648	0.0098330348952836	up_in_mutant	Active_Promoter-Repressed_Promoter	TRUE	chr3	115887586	115888380	S1pr1	chr3	115714822	115715322	0.057266	0.099043	0.041777	0.066578	172911	B
loop_11741	chr3	122205000	122210000	chr3	122245000	122250000	-0.313264685170645	0.0081272107899657	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr3	122206147	122206647	Gclm	chr3	122245306	122245806	0.121312	0.059241	-0.062071	-0.859596	39159	A
loop_11741	chr3	122205000	122210000	chr3	122245000	122250000	-0.313264685170645	0.0081272107899657	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr3	122207726	122208226	Gclm	chr3	122245306	122245806	0.079005	0.031012	-0.047993	-0.603931	37580	A
loop_6212	chr3	123375000	123400000	chr3	124575000	124600000	-0.443787454653537	0.0003024345012259	down_in_mutant	Active_Promoter-Other	TRUE	chr3	123385766	123386358	1700003H04Rik	chr3	124580851	124581351	0.040011	0	-0.040011	-0.040036	1195039	A
loop_13920	chr3	123500000	123525000	chr3	124575000	124600000	-0.308141879095119	0.0019774140176661	down_in_mutant	Active_Promoter-Other	TRUE	chr3	123508154	123508798	1700003H04Rik	chr3	124580851	124581351	0.32092	0	-0.32092	-0.321119	1072625	A
loop_13920	chr3	123500000	123525000	chr3	124575000	124600000	-0.308141879095119	0.0019774140176661	down_in_mutant	Active_Promoter-Other	TRUE	chr3	123516750	123517250	1700003H04Rik	chr3	124580851	124581351	0.032857	0	-0.032857	-0.032877	1064101	A
loop_15040	chr3	123690000	123700000	chr3	123830000	123840000	-0.43863070613811	3.14224082486974e-05	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr3	123838538	123839038	Ndst3	chr3	123690603	123691103	0.043149	0.031106	-0.012043	-0.158353	147935	B
loop_14973	chr3	123690000	123700000	chr3	123970000	123980000	-0.346917232170608	0.0003094793138565	down_in_mutant	Active_Promoter-Active_Enhancer	TRUE	chr3	123973891	123974391	Ndst3	chr3	123690603	123691103	0.1493	0.075753	-0.073547	-0.754252	283288	B
loop_12073	chr3	135280000	135285000	chr3	135580000	135585000	0.498104160699776	0.0057212093809887	up_in_mutant	Poised_Enhancer-Other	TRUE	chr3	135581758	135582258	Bdh2	chr3	135280970	135281470	0.01993	0.051219	0.031289	0.040915	300788	B
loop_15224	chr3	135280000	135290000	chr3	135730000	135740000	-0.365934975382885	0.0014748216252312	down_in_mutant	Poised_Enhancer-Other	TRUE	chr3	135731254	135731754	Bdh2	chr3	135280970	135281470	0.030965	0.023494	-0.007471	-0.01498	450284	B
