top_enh_chr	top_enh_start	top_enh_end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	top_enh_distance	top_enh_class	max_delta_abc	max_delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean	n_enhancers	mean_delta_abc	sum_delta_unnorm	n_gained	n_lost	sum_abc_wt	sum_abc_ko	dysregulated
chr9	4309221	4310082	Gucy1a2	0.209965	1.186934	77.846188	0.015247	0.003490	0.165113	1.120439	73.486961	0.015247	0.003490	776874.500000	promoter	-0.044852	-0.066495	True	True	True	0.306417	0.032821	844.369720	4	-0.009444	0.149869	1	2	0.358552	0.320778	False
chr3	82406338	82406838	Gucy1b1	0.039149	0.286716	32.675386	0.008775	0.002116	0.023258	0.186725	32.223127	0.005795	0.001320	331899.000000	intergenic	-0.015891	-0.099991	True	True	True	-0.140226	0.358369	560.777136	5	-0.002571	0.126797	0	1	0.326464	0.313607	False
chr11	69235603	69236103	Gucy2e	0.157745	2.598305	15.339171	0.169390	0.054305	0.170882	2.542483	13.878777	0.183192	0.061351	1183.000000	genic	0.013137	-0.055822	True	True	True	-0.653027	0.039169	22.447330	10	0.001688	-0.487608	3	1	0.463808	0.480688	True
chrX	142228036	142228917	Gucy2f	0.000000	0.000000	0.000000	0.000000	0.000000	0.286010	0.729681	20.342684	0.035869	0.010112	31545.500000	genic	0.286010	0.729681	False	True	True	0.549758	0.768838	2.027329	10	0.075253	1.919895	10	0	0.000000	0.752531	False
chr5	68048764	68049264	Guf1	0.058317	0.353249	38.465528	0.009184	0.001905	0.018091	0.099756	13.931364	0.007161	0.001477	1507908.000000	genic	-0.040226	-0.253493	True	True	True	0.004548	0.987708	352.322211	9	-0.009221	-0.663422	0	3	0.378840	0.295849	False
chr11	55469219	55469934	Guk1	0.000955	0.013806	191.438163	0.000072	0.000000	0.037316	0.556399	191.945189	0.002899	0.000520	3722635.500000	promoter	0.036361	0.542593	False	True	True	0.043476	0.929690	60.609945	10	-0.000772	0.076302	1	3	0.419909	0.412191	False
chr1	46853460	46853960	Gulp1	0.006706	0.007399	62.716557	0.000118	0.000000	0.070001	0.104389	66.725056	0.001564	0.000287	2302200.000000	genic	0.063295	0.096990	False	True	True	0.234452	0.301429	86.105961	9	0.000538	0.205522	3	5	0.511271	0.516110	False
chr5	130144497	130145110	Gusb	0.200050	1.943795	95.494574	0.020355	0.005579	0.255813	2.472740	89.429805	0.027650	0.007802	141754.500000	promoter	0.055763	0.528945	True	True	True	0.203298	0.592745	37.206344	10	0.000257	-0.005116	1	3	0.595012	0.597581	False
chr15	93595524	93596141	Gxylt1	0.047396	0.355835	30.071105	0.011833	0.002941	0.032951	0.236303	35.365244	0.006682	0.001557	320653.500000	promoter	-0.014445	-0.119532	True	True	True	-0.069011	0.731391	279.449431	4	0.000064	-0.040901	1	1	0.127050	0.127306	False
chr6	103674302	103674802	Gxylt2	0.002315	0.002702	29.728999	0.000091	0.000000	0.045992	0.058535	19.588927	0.002988	0.000552	2969819.000000	genic	0.043677	0.055833	False	True	True	-0.031879	0.982388	7.607898	17	-0.001910	0.031225	4	5	0.686859	0.654397	False
chr8	83607721	83608519	Gypa	0.032576	0.079836	58.949116	0.001354	0.000240	0.002117	0.005249	60.624880	0.000087	0.000000	3114340.000000	promoter	-0.030459	-0.074587	True	False	True	0.969840	0.736602	2.006416	11	-0.001432	-0.023675	4	4	0.528777	0.513028	False
chr18	32162838	32163345	Gypc	0.078366	0.102389	34.539863	0.002964	0.000585	0.018835	0.025959	36.355646	0.000714	0.000000	396942.500000	promoter	-0.059531	-0.076430	True	False	True	0.689553	0.564912	3.896484	19	0.000883	0.056530	8	6	0.465905	0.482685	False
chr7	45589093	45589593	Gys1	0.019964	0.677791	62.434319	0.010856	0.002700	0.033217	1.128829	59.371539	0.019013	0.005154	154500.000000	genic	0.013253	0.451038	True	True	True	-0.113666	0.742529	80.759681	9	0.001743	0.542386	2	0	0.281038	0.296729	False
chr2	148742896	148743396	Gzf1	0.120308	1.461312	43.870800	0.033309	0.009877	0.075152	0.897143	32.358979	0.027725	0.007944	62124.000000	intergenic	-0.045156	-0.564169	True	True	True	0.144282	0.315382	201.674163	3	-0.016162	-0.681351	0	1	0.491201	0.442714	False
chr10	79780129	79780629	Gzmm	0.027859	0.830285	42.006323	0.019766	0.005398	0.016200	0.510287	30.759436	0.016590	0.004362	91360.000000	genic	-0.011659	-0.319998	True	True	True	0.322437	0.620167	16.800042	5	-0.004164	0.246979	0	1	0.532310	0.511489	False
chr2	152831204	152831978	H13	0.143356	1.508613	46.453699	0.032476	0.009161	0.118866	1.240185	50.650742	0.024485	0.006776	162131.000000	promoter	-0.024490	-0.268428	True	True	True	-0.055093	0.758966	821.540256	7	-0.001937	-0.178541	1	1	0.411568	0.398009	False
chr7	142561730	142562230	H19	0.257989	3.281408	41.647112	0.078791	0.025493	0.278974	3.295692	45.440175	0.072528	0.022825	16163.000000	intergenic	0.020985	0.014284	True	True	True	-0.252679	0.760901	10.239126	10	0.002262	-0.292040	1	1	0.617572	0.640192	False
chr15	78988335	78988835	H1f0	0.074601	2.012619	31.751700	0.063386	0.020707	0.051375	1.296121	24.067648	0.053853	0.017174	39864.000000	genic	-0.023226	-0.716498	True	True	True	-0.259817	0.200724	327.082412	6	-0.001741	-0.989996	1	1	0.415100	0.404654	False
chr13	23762136	23762754	H1f1	0.075427	1.624697	10.673703	0.152215	0.045537	0.100699	2.241029	14.939296	0.150009	0.044411	1220.000000	promoter	0.025272	0.616332	True	True	True	-0.033945	0.976206	13.701164	13	0.001892	0.923414	4	2	0.526227	0.550822	False
chr6	87671943	87672491	H1f10	0.046349	0.474757	50.986602	0.009311	0.002267	0.011914	0.128685	49.226491	0.002614	0.000457	309420.000000	promoter	-0.034435	-0.346072	True	True	True	-0.057444	0.952038	26.206809	8	-0.002022	0.055249	1	1	0.412403	0.396226	False
chr13	23739581	23740081	H1f2	0.139541	2.353228	15.454632	0.152267	0.045564	0.174797	3.558022	21.188470	0.167923	0.053556	1024.000000	genic	0.035256	1.204794	True	True	True	0.288956	0.528274	60.854707	12	0.000846	2.172187	3	3	0.563014	0.573167	False
chr13	23683698	23684448	H1f4	0.052410	1.136812	29.887223	0.038037	0.011514	0.073096	1.677717	34.366077	0.048819	0.015252	61515.000000	promoter	0.020686	0.540905	True	True	True	0.500834	0.005380	142.205213	13	0.002982	1.457495	2	1	0.449968	0.488740	True
chr13	21786968	21787710	H1f5	0.122881	2.806282	18.135887	0.154736	0.052753	0.141105	3.326117	18.997315	0.175084	0.062678	6714.000000	promoter	0.018224	0.519835	True	True	True	-0.349393	0.660473	11.543363	16	0.001352	0.937450	2	2	0.582275	0.603901	False
chr17	33909064	33909663	H2-Aa	0.041598	0.237175	84.803766	0.002797	0.000536	0.020276	0.127328	84.118445	0.001514	0.000200	378459.500000	promoter	-0.021322	-0.109847	True	True	True	-0.429754	0.821251	1.960504	10	0.000709	0.250110	4	3	0.355607	0.362693	False
chr17	34603440	34604511	H2-D1	0.035647	0.590674	192.699678	0.003065	0.000635	0.061710	1.158469	192.440390	0.006020	0.001345	658753.500000	promoter	0.026063	0.567795	True	True	True	0.139593	0.669311	134.359495	9	0.003908	1.473128	3	1	0.369022	0.404190	False
chr17	34603440	34604511	H2-DMa	0.052260	1.667840	192.699678	0.008655	0.002036	0.041062	1.348650	192.440390	0.007008	0.001620	484435.500000	promoter	-0.011198	-0.319190	True	True	True	-0.338639	0.685269	8.362742	8	-0.001765	-0.112701	0	3	0.377467	0.363346	False
chr17	34603440	34604511	H2-Eb1	0.092488	0.617806	192.699678	0.003206	0.000611	0.070034	0.495069	192.440390	0.002573	0.000439	298109.500000	promoter	-0.022454	-0.122737	True	True	True	0.913754	0.507673	2.355111	12	-0.001217	0.043821	1	3	0.377947	0.363340	False
chr17	33890411	33891058	H2-K1	0.045836	0.636810	63.956690	0.009957	0.002311	0.033080	0.465872	63.149091	0.007377	0.001493	109612.500000	promoter	-0.012756	-0.170938	True	True	True	-0.038657	0.975477	14.741149	11	-0.000545	0.009984	0	1	0.497098	0.491108	False
chr17	36271185	36271685	H2-M10.2	0.000000	0.000000	0.000000	0.000000	0.000000	0.127246	0.570721	11.003981	0.051865	0.013561	15055.000000	genic	0.127246	0.570721	False	True	True	0.231760	0.629082	26.414676	7	0.060928	1.912903	7	0	0.000000	0.426495	False
chr17	36951491	36952035	H2-M3	0.052081	0.061922	39.957964	0.001550	0.000176	0.025338	0.037546	41.960621	0.000895	0.000000	318456.000000	promoter	-0.026743	-0.024376	True	False	True	1.191012	0.344019	2.297994	10	-0.007777	-0.021031	2	5	0.321742	0.243971	False
chr17	35979396	35980486	H2-T22	0.024972	0.199311	16.335555	0.012201	0.002585	0.038749	0.312348	17.761503	0.017586	0.004446	62806.000000	promoter	0.013777	0.113037	True	True	True	0.438650	0.172405	28.181044	12	0.003066	0.330230	3	0	0.424475	0.461264	False
chr13	21809947	21810714	H2ac15	0.023140	0.507860	21.689512	0.023415	0.006377	0.050237	1.019547	30.097707	0.033875	0.010050	56503.500000	promoter	0.027097	0.511687	True	True	True	-0.560661	0.691587	2.755562	14	0.004761	0.627000	6	2	0.439154	0.505810	False
chr3	96240026	96240526	H2ac20	0.090353	2.305484	38.131974	0.060461	0.018531	0.115314	3.047671	40.207697	0.075798	0.024883	19396.000000	promoter	0.024961	0.742187	True	True	True	-0.029157	0.986038	10.205376	10	0.003930	1.516462	2	0	0.523411	0.562709	False
chr3	96245246	96245803	H2ac21	0.067731	1.573992	42.758956	0.036811	0.009920	0.080563	1.976533	45.164090	0.043763	0.012678	25660.500000	promoter	0.012832	0.402541	True	True	True	0.135475	0.928189	5.584230	9	0.001549	1.012704	1	0	0.517715	0.531660	False
chr6	136827979	136828483	H2aj	0.319325	3.998140	57.969838	0.068969	0.022149	0.295953	3.615598	59.936857	0.060323	0.018585	19988.000000	promoter	-0.023372	-0.382542	True	True	True	0.335941	0.455623	25.511014	5	0.000679	-0.126141	1	1	0.551833	0.555230	False
chr9	44379239	44379739	H2ax	0.039923	1.188106	32.611241	0.036432	0.010834	0.027369	0.780281	33.047002	0.023611	0.006167	44796.000000	promoter	-0.012554	-0.407825	True	True	True	-0.091310	0.910537	32.074287	5	-0.004738	-1.185806	0	2	0.408324	0.384633	False
chr3	138026241	138026741	H2az1	0.031000	0.564393	37.516184	0.015044	0.003958	0.012750	0.229723	21.026325	0.010925	0.002728	162005.000000	intergenic	-0.018250	-0.334670	True	True	True	0.021431	0.968491	92.557350	4	-0.004980	-0.411851	0	2	0.280584	0.260664	False
chr11	6291382	6292148	H2az2	0.029591	0.631620	50.375088	0.012538	0.003205	0.024451	0.553974	54.498410	0.010165	0.002490	152678.000000	promoter	-0.005140	-0.077646	True	True	True	0.018884	0.961934	140.896669	3	-0.000450	0.107328	0	0	0.105144	0.103794	False
chr13	21809947	21810714	H2bc15	0.023156	0.508156	21.689512	0.023429	0.006377	0.050254	1.019703	30.097707	0.033880	0.010050	56208.500000	promoter	0.027098	0.511547	True	True	True	-1.100129	0.441573	2.044516	14	0.004762	0.626614	6	2	0.439133	0.505799	False
chr3	96240026	96240526	H2bc21	0.090490	2.309868	38.131974	0.060576	0.018531	0.115406	3.051120	40.207697	0.075884	0.024883	19158.000000	promoter	0.024916	0.741252	True	True	True	-0.077495	0.900638	30.940017	10	0.003927	1.515785	2	0	0.523579	0.562852	False
chr13	23739581	23740081	H2bc3	0.051665	1.318026	15.454632	0.085284	0.019423	0.078851	1.924947	21.188470	0.090849	0.022127	6902.000000	genic	0.027186	0.606921	True	True	True	-0.570657	0.692727	2.899104	14	0.003906	0.862533	4	3	0.429990	0.484673	False
chr13	23698174	23698704	H2bc4	0.082728	1.470242	25.204649	0.058332	0.015968	0.100115	1.938229	28.932012	0.066993	0.019730	14241.000000	promoter	0.017387	0.467987	True	True	True	-0.055051	0.948689	47.367972	9	0.000349	0.582585	3	4	0.328491	0.331636	False
chr13	23683698	23684448	H2bc6	0.052395	1.136986	29.887223	0.038043	0.011514	0.073125	1.679237	34.366077	0.048863	0.015252	62949.000000	promoter	0.020730	0.542251	True	True	True	0.222495	0.495530	241.772798	13	0.002318	1.262364	1	1	0.451343	0.481481	False
chr13	23562050	23562619	H2bc7	0.073745	1.512843	14.509565	0.104265	0.034964	0.054607	1.126282	9.680523	0.116345	0.040362	11861.500000	promoter	-0.019138	-0.386561	True	True	True	0.509851	0.804556	1.989736	16	-0.000522	-0.112525	2	3	0.537776	0.529431	False
chr13	23562050	23562619	H2bc8	0.077358	1.586558	14.509565	0.109346	0.034964	0.056864	1.170704	9.680523	0.120934	0.040362	9060.500000	promoter	-0.020494	-0.415854	True	True	True	-0.111640	0.955930	4.657555	16	0.000187	0.103453	3	3	0.533115	0.536105	False
chr13	23756762	23757314	H3c1	0.089085	1.932527	12.974365	0.148950	0.045537	0.063352	1.417761	9.662994	0.146721	0.044411	5348.000000	promoter	-0.025733	-0.514766	True	True	True	-0.009782	0.996741	4.282973	13	0.000276	0.420230	3	2	0.495607	0.499189	False
chr13	21786968	21787710	H3c11	0.130861	3.016894	18.135887	0.166349	0.052753	0.148337	3.529554	18.997315	0.185792	0.062678	3969.000000	promoter	0.017476	0.512660	True	True	True	-0.028312	0.987397	7.867866	16	0.001020	0.796750	2	2	0.551991	0.568312	False
chr3	95624742	95625332	H3c15	0.050239	1.350830	126.121602	0.010711	0.002493	0.020042	0.544587	125.824892	0.004328	0.000941	614090.000000	promoter	-0.030197	-0.806243	True	True	True	0.170246	0.923985	3.492159	7	-0.003577	-0.516020	1	2	0.579019	0.553980	False
chr13	21809947	21810714	H3c4	0.043098	0.929360	21.689512	0.042848	0.008818	0.000236	0.004660	30.097707	0.000155	0.000000	1765431.500000	promoter	-0.042862	-0.924700	True	False	True	0.137502	0.938633	3.965512	18	0.000270	-1.040334	3	4	0.629759	0.634623	False
chr13	21809947	21810714	H3c6	0.005733	0.128136	21.689512	0.005908	0.001189	0.028383	0.562871	30.097707	0.018701	0.003835	1752038.500000	promoter	0.022650	0.434735	True	True	True	-0.974902	0.086361	10.982005	15	0.000848	-0.968958	3	3	0.484767	0.497481	False
chr13	23551335	23551898	H3c7	0.084092	1.987291	19.388850	0.102497	0.029340	0.052630	1.139632	11.784032	0.096710	0.026569	7565.500000	promoter	-0.031462	-0.847659	True	True	True	-0.658771	0.298037	9.084593	9	-0.001914	-1.184155	3	2	0.409898	0.392669	False
chr1	180850571	180851376	H3f3a	0.189324	3.012988	64.474126	0.046732	0.014479	0.220562	3.293717	66.917878	0.049220	0.015412	37030.500000	promoter	0.031238	0.280729	True	True	True	-0.103092	0.614269	212.499793	7	0.002015	-0.211363	1	0	0.430179	0.444287	False
chr13	23756762	23757314	H4c1	0.090662	1.974892	12.974365	0.152215	0.045537	0.064545	1.449536	9.662994	0.150009	0.044411	4192.000000	promoter	-0.026117	-0.525356	True	True	True	-0.555530	0.596343	8.645012	13	0.002080	0.916021	4	2	0.457704	0.484744	False
chr13	21809947	21810714	H4c11	0.024356	0.407303	21.689512	0.018779	0.004993	0.048307	0.856710	30.097707	0.028464	0.008247	75267.500000	promoter	0.023951	0.449407	True	True	True	0.208249	0.846692	7.939063	10	0.001705	0.711197	2	1	0.404076	0.421126	False
chr13	21809947	21810714	H4c12	0.022956	0.504863	21.689512	0.023277	0.006377	0.050032	1.018174	30.097707	0.033829	0.010050	59825.500000	promoter	0.027076	0.513311	True	True	True	0.041784	0.961934	31.837663	14	0.003872	0.333344	6	2	0.468806	0.523018	False
chr3	96269470	96270001	H4c14	0.183637	5.803821	29.844460	0.194469	0.071570	0.198117	6.760390	33.603555	0.201181	0.074867	6424.500000	promoter	0.014480	0.956569	True	True	True	-0.168914	0.569684	224.361787	8	0.000267	1.503158	1	0	0.567898	0.570038	False
chr13	21809947	21810714	H4c3	0.036441	0.805993	21.689512	0.037160	0.007567	0.000204	0.004350	30.097707	0.000145	0.000000	1888123.500000	promoter	-0.036237	-0.801643	True	False	True	0.093156	0.881085	65.064622	14	0.000159	-0.318693	3	4	0.453691	0.455912	False
chr13	21809947	21810714	H4c4	0.000161	0.003347	21.689512	0.000154	0.000000	0.028492	0.592422	30.097707	0.019683	0.004032	1771266.500000	promoter	0.028331	0.589075	False	True	True	-0.492927	0.090042	168.790130	17	0.002227	0.784882	2	2	0.484101	0.521958	False
chr13	21809947	21810714	H4c6	0.009404	0.228015	21.689512	0.010513	0.002144	0.034237	0.676747	30.097707	0.022485	0.004622	1741317.500000	promoter	0.024833	0.448732	True	True	True	-1.363715	0.028460	8.221735	14	0.000653	-1.846882	1	1	0.452625	0.461767	True
chr13	23551335	23551898	H4c8	0.046674	1.177858	19.388850	0.060749	0.018858	0.024754	0.616389	11.784032	0.052307	0.015393	20567.500000	promoter	-0.021920	-0.561469	True	True	True	-0.205174	0.556985	75.110077	8	-0.007856	-1.657841	0	3	0.277450	0.214604	False
chr13	22042694	22043463	H4c9	0.125529	2.681708	19.495758	0.137553	0.038052	0.153671	3.445431	23.563682	0.146218	0.042476	1716.500000	promoter	0.028142	0.763723	True	True	True	-0.599578	0.324579	11.907161	11	0.003909	1.415402	2	0	0.426804	0.469802	False
chr4	149990193	149990693	H6pd	0.185013	2.786257	32.487228	0.085765	0.028909	0.204181	3.057869	35.523007	0.086081	0.029041	18580.000000	genic	0.019168	0.271612	True	True	True	-0.207560	0.301273	308.997830	7	0.003370	0.320831	2	1	0.389368	0.412961	False
chr13	64152952	64153622	Habp4	0.146473	2.019463	23.109251	0.087388	0.023950	0.122811	1.877139	22.476869	0.083514	0.022130	8536.000000	promoter	-0.023662	-0.142324	True	True	True	0.086068	0.708623	560.139144	8	-0.003275	0.098220	0	2	0.333033	0.306832	False
chr2	14073652	14074347	Hacd1	0.146487	1.047842	15.262198	0.068656	0.021625	0.172180	1.289591	16.977070	0.075961	0.024689	17864.500000	promoter	0.025693	0.241749	True	True	True	0.066389	0.786153	360.388911	7	0.001727	0.228161	3	2	0.408816	0.420902	False
chr16	38088606	38089250	Hacd2	0.001732	0.014119	160.511793	0.000088	0.000000	0.030455	0.269071	160.002530	0.001682	0.000302	3066501.000000	promoter	0.028723	0.254952	False	True	True	0.086687	0.603378	647.913532	4	0.007879	0.324911	2	0	0.068117	0.099631	False
chr9	64253381	64253881	Hacd3	0.022257	0.265208	27.928667	0.009496	0.002145	0.008124	0.095495	31.184520	0.003062	0.000634	768062.000000	promoter	-0.014133	-0.169713	True	True	True	0.084156	0.587682	745.817900	6	-0.003925	-0.316661	0	2	0.247271	0.223722	False
chr4	88797024	88797646	Hacd4	0.006860	0.010309	13.004299	0.000793	0.000000	0.065970	0.094959	12.993550	0.007308	0.001721	358407.000000	promoter	0.059110	0.084650	False	True	True	-1.011631	0.000000	154.540996	18	-0.001649	-0.074893	6	9	0.506997	0.477323	True
chr10	45066750	45067452	Hace1	0.044371	0.131970	15.433251	0.008551	0.002001	0.015457	0.045738	16.087461	0.002843	0.000573	510727.000000	promoter	-0.028914	-0.086232	True	True	True	0.021017	0.945088	582.509546	7	0.002439	0.047966	3	3	0.167463	0.184533	False
chr14	32085123	32085979	Hacl1	0.041964	0.285726	33.479335	0.008534	0.002018	0.068652	0.470502	37.275931	0.012622	0.003063	444265.000000	promoter	0.026688	0.184776	True	True	True	-0.345607	0.225331	39.785002	11	0.002957	0.240190	4	3	0.387918	0.420446	False
chr3	135437898	135438603	Hadh	0.033195	0.111546	73.210654	0.001524	0.000264	0.001302	0.004672	72.698145	0.000064	0.000000	4166149.500000	promoter	-0.031893	-0.106874	True	False	True	0.058440	0.881416	73.945560	6	-0.004753	0.017826	2	2	0.529011	0.500492	False
chr5	30606487	30606987	Hadha	0.024954	0.246037	43.729682	0.005626	0.001275	0.012719	0.122656	38.327686	0.003200	0.000656	451575.000000	genic	-0.012235	-0.123381	True	True	True	-0.036980	0.843087	494.332154	5	-0.004745	-0.268191	0	2	0.182373	0.158648	False
chr5	30606487	30606987	Hadhb	0.024954	0.246036	43.729682	0.005626	0.001275	0.012719	0.122658	38.327686	0.003200	0.000656	451490.000000	genic	-0.012235	-0.123378	True	True	True	0.124345	0.358170	376.491829	5	-0.004745	-0.268178	0	2	0.182383	0.158660	False
chr17	24886099	24886940	Haghl	0.013592	0.363389	93.360689	0.003892	0.000821	0.029558	0.838945	93.146005	0.009007	0.001994	899153.500000	promoter	0.015966	0.475556	True	True	True	0.075714	0.868011	139.517608	13	0.001386	1.280859	2	1	0.466778	0.484791	False
chr11	100395210	100395710	Hap1	0.034634	0.703135	21.056616	0.033393	0.009572	0.022918	0.458303	13.637750	0.033606	0.009651	39332.000000	genic	-0.011716	-0.244832	True	True	True	-0.134497	0.549845	148.582409	10	0.000510	-0.044245	0	1	0.481270	0.486372	False
chr13	90088872	90089858	Hapln1	0.185124	0.094531	57.862930	0.001634	0.000277	0.227477	0.160455	63.565410	0.002524	0.000498	549570.000000	promoter	0.042353	0.065924	True	True	True	0.221633	0.694411	22.600796	7	0.012282	0.127504	4	3	0.343341	0.429313	False
chr3	87885358	87885955	Hapln2	0.037678	0.407628	102.935377	0.003960	0.000583	0.090814	1.135924	103.054408	0.011023	0.002735	141926.500000	promoter	0.053136	0.728296	True	True	True	0.470184	0.033080	55.976632	14	0.002752	1.315385	2	2	0.493248	0.531778	False
chr8	69716593	69717233	Hapln4	0.016492	0.294234	130.654504	0.002252	0.000389	0.037916	0.723232	127.888960	0.005655	0.001285	366543.000000	promoter	0.021424	0.428998	True	True	True	0.874758	0.000000	528.977854	9	0.004601	1.311519	4	2	0.422882	0.464290	True
chr2	91182885	91183385	Harbi1	0.021841	0.276626	49.583968	0.005579	0.001256	0.009113	0.114940	50.821652	0.002262	0.000430	527716.000000	promoter	-0.012728	-0.161686	True	True	True	-0.022911	0.978498	20.462961	10	-0.001168	-0.159971	0	2	0.237418	0.225737	False
chr18	36678964	36679616	Hars2	0.040392	0.628910	36.361577	0.017296	0.004629	0.066622	0.951432	37.823720	0.025154	0.007142	103717.000000	promoter	0.026230	0.322522	True	True	True	0.070104	0.854740	151.702621	6	0.001002	-0.506586	2	2	0.459521	0.465534	False
chr17	17178912	17179412	Has1	0.061522	0.284756	9.339490	0.030489	0.007203	0.000814	0.003678	8.887325	0.000414	0.000000	676043.000000	intergenic	-0.060708	-0.281078	True	False	True	0.093557	0.784729	352.625834	8	-0.000110	-0.090393	3	2	0.775971	0.775094	False
chr8	106865302	106865802	Has3	0.055108	0.281198	1.817437	0.154722	0.046817	0.113706	0.747209	4.781100	0.156284	0.047614	4689.000000	intergenic	0.058598	0.466011	True	True	True	0.270501	0.184532	161.595653	9	0.004654	0.869669	2	2	0.404733	0.446616	False
chr2	73386322	73387219	Hat1	0.041181	0.271336	74.335327	0.003650	0.000712	0.022127	0.141537	74.630744	0.001897	0.000357	1997813.500000	promoter	-0.019054	-0.129799	True	True	True	-0.121242	0.629851	128.520949	9	-0.002249	-0.195610	2	3	0.344246	0.324005	False
chr18	77234837	77235337	Haus1	0.051838	0.531307	66.466892	0.007994	0.001853	0.026605	0.279553	56.715859	0.004929	0.001093	538799.000000	genic	-0.025233	-0.251754	True	True	True	-0.445551	0.198035	25.109737	5	-0.002886	-0.052931	1	2	0.382269	0.367839	False
chr2	120849878	120850954	Haus2	0.082641	0.796011	74.857038	0.010634	0.002652	0.106599	1.074672	78.614264	0.013670	0.003504	241034.000000	promoter	0.023958	0.278661	True	True	True	0.091588	0.863948	48.431845	9	0.000590	0.265916	4	3	0.472894	0.478201	False
chr14	54685965	54687181	Haus4	0.097814	1.180271	98.329777	0.012003	0.003019	0.137449	1.685663	97.813165	0.017233	0.004631	131957.000000	promoter	0.039635	0.505392	True	True	True	-0.289572	0.694566	11.873628	8	0.002876	0.388342	4	4	0.537613	0.560625	False
chr4	88779480	88780099	Haus6	0.023869	0.218027	12.003639	0.018163	0.003610	0.000160	0.001493	11.897972	0.000125	0.000000	2167734.500000	promoter	-0.023709	-0.216534	True	False	True	-0.063243	0.816202	219.863484	5	-0.010043	-0.430684	0	2	0.209649	0.159433	False
chrX	73506549	73507049	Haus7	0.075211	1.806397	59.090235	0.030570	0.008767	0.050257	1.287006	59.494244	0.021632	0.005545	47755.000000	genic	-0.024954	-0.519391	True	True	True	0.080016	0.856885	64.139319	6	0.001495	0.547570	3	2	0.199785	0.208756	False
chr8	70212055	70212885	Haus8	0.037546	0.581920	192.823692	0.003018	0.000616	0.013587	0.200459	179.183902	0.001119	0.000192	1060464.000000	promoter	-0.023959	-0.381461	True	True	True	0.216370	0.600290	38.666572	11	-0.001584	-0.474744	1	2	0.291934	0.274508	False
chr3	89411620	89412128	Hax1	0.041316	0.496478	71.106703	0.006982	0.001592	0.024327	0.284675	72.369472	0.003934	0.000846	586906.000000	promoter	-0.016989	-0.211803	True	True	True	0.020617	0.970562	71.667331	11	0.001369	0.060357	2	1	0.368454	0.383512	False
chr18	36559736	36560358	Hbegf	0.100722	1.564896	89.015945	0.017580	0.003948	0.124160	1.704644	88.395580	0.019284	0.004569	44242.000000	promoter	0.023438	0.139748	True	True	True	-0.493718	0.017005	74.596174	9	0.000785	-0.718368	1	2	0.451125	0.458189	False
chr12	31499366	31500011	Hbp1	0.038005	0.936960	35.775720	0.026190	0.006517	0.026937	0.637131	33.831435	0.018833	0.004642	450846.500000	promoter	-0.011068	-0.299829	True	True	True	-0.138614	0.471688	305.194912	4	-0.002794	-0.443506	1	1	0.178952	0.167775	False
chr10	20312044	20312718	Hbs1l	0.096928	0.460276	68.378409	0.006731	0.001458	0.131632	0.610018	69.744468	0.008746	0.001913	983597.000000	promoter	0.034704	0.149742	True	True	True	0.018204	0.930599	1130.225477	7	0.001525	0.011672	2	3	0.330552	0.341226	False
chrX	168673648	168674251	Hccs	0.049018	0.514526	35.544799	0.014475	0.003387	0.022405	0.196261	40.001728	0.004906	0.001079	646422.500000	promoter	-0.026613	-0.318265	True	True	True	0.271885	0.260457	93.461634	4	-0.010587	-0.582592	1	3	0.121837	0.079487	False
chrX	74270243	74271061	Hcfc1	0.033580	0.980340	81.438300	0.012038	0.003007	0.057995	1.798009	85.288522	0.021081	0.005457	304295.000000	promoter	0.024415	0.817669	True	True	True	0.133153	0.163193	1030.991092	13	0.002166	2.006189	3	1	0.626471	0.654630	False
chr17	23699926	23700426	Hcfc1r1	0.102985	2.298156	36.524077	0.062922	0.020333	0.094323	2.089117	35.737740	0.058457	0.018572	26581.000000	intergenic	-0.008662	-0.209039	True	True	True	-0.017255	0.971346	262.918339	7	-0.001724	-0.319392	0	0	0.311819	0.299751	False
chr2	153049284	153049784	Hck	0.138179	0.667607	50.293838	0.013274	0.002874	0.089756	0.427428	46.421813	0.009207	0.001455	58933.000000	genic	-0.048423	-0.240179	True	True	True	0.396553	0.598042	9.344069	10	-0.004264	-0.228054	1	3	0.360646	0.318007	False
chr16	38088606	38089250	Hcls1	0.011815	0.038418	160.511793	0.000239	0.000000	0.078508	0.254817	160.002530	0.001593	0.000298	1153946.000000	promoter	0.066693	0.216399	False	True	True	-0.420769	0.661046	7.824303	14	0.004636	0.207265	4	3	0.578920	0.643826	False
chr13	117940663	117941163	Hcn1	0.266954	1.679708	52.898119	0.031754	0.008237	0.285714	1.957440	54.467734	0.035938	0.009352	338594.000000	genic	0.018760	0.277732	True	True	True	-0.248811	0.411182	2934.472665	4	0.009139	0.476025	2	0	0.403632	0.440186	False
