enh_key	chr	start	end	delta_activity	activity_base_WT	activity_base_KO	mean_delta_abc	mean_delta_unnorm	max_abs_delta_unnorm	n_genes	has_H3K27ac	enhancer_id	chr.k119	start.k119	end.k119	ctrl1	ctrl2	ctrl3	ctrl4	mut1	mut2	mut3	mut4	ctrl_mean	mut_mean	log2fc	signal_class	median_distance
chr2:153827479-153827979	chr2	153827479	153827979	-0.629993000000001	10.394743	9.76475	0.001156375	0.00339425	0.134204	8	FALSE	chr2:153827479-153827979	chr2	153827479	153827979	4.672489	6.821437	7.586815	4.403851	6.162266	6.391461	4.239388	6.074179	5.871148	5.716823	-0.032702	quantifiable	88478
chr2:153859558-153860058	chr2	153859558	153860058	-1.365469	6.412708	5.047239	0.000627	0.0042806	0.137949	5	TRUE	chr2:153859558-153860058	chr2	153859558	153860058	8.309912	9.80382	3.328829	8.187948	5.459516	10.216959	6.049334	11.672182	7.407627	8.349498	0.152938	quantifiable	58421
chr2:153899136-153899636	chr2	153899136	153899636	-0.000483999999999929	1.329424	1.32894	0.00503633333333333	0.0218843333333333	0.05699	3	FALSE	chr2:153899136-153899636	chr2	153899136	153899636	9.904132	5.699635	5.316257	5.794843	7.267852	6.677264	9.61717	4.649203	6.678717	7.052872	0.068511	quantifiable	18843
chr2:153902689-153903189	chr2	153902689	153903189	1.09813	4.799949	5.898079	0.04217	0.155071	0.31619	4	TRUE	chr2:153902689-153903189	chr2	153902689	153903189	10.998076	6.630849	9.970898	6.427736	10.534762	13.597193	6.895446	8.560975	8.50689	9.897094	0.196616	quantifiable	21592.5
chr2:153929837-153930337	chr2	153929837	153930337	0.258255	0.636497	0.894752	0.017862	0.053011	0.053011	1	FALSE	chr2:153929837-153930337	chr2	153929837	153930337	6.020861	2.737389	7.889151	6.163924	7.249432	4.001829	8.813282	8.400641	5.702831	7.116296	0.275505	quantifiable	8133
chr2:153943463-153943963	chr2	153943463	153943963	0.052435	0.538791	0.591226	0.006323	0.017413	0.017413	1	TRUE	chr2:153943463-153943963	chr2	153943463	153943963	2.335569	3.492841	2.434793	2.792152	3.871729	3.150899	2.885212	5.147324	2.763839	3.763791	0.338735	quantifiable	5493
chr2:153962778-153963278	chr2	153962778	153963278	-11.995768	11.995768	0	-0.00113309090909091	0.0195621818181818	0.187443	11	TRUE	chr2:153962778-153963278	chr2	153962778	153963278	2.841017	3.48984	4.323342	1.145298	3.223966	2.569917	4.297128	3.307691	2.949874	3.349676	0.138613	quantifiable	179851
chr2:153963358-153963858	chr2	153963358	153963858	-15.683487	15.683487	0	-0.00221763636363636	0.0229856363636364	0.231007	11	TRUE	chr2:153963358-153963858	chr2	153963358	153963858	4.059668	3.693433	2.438007	4.268966	2.963862	5.054987	4.589648	2.248953	3.615018	3.714362	0.03063	quantifiable	179271
chr2:153970205-153970705	chr2	153970205	153970705	0.061767	0.601146	0.662913	-0.001071	0.015402	0.015402	1	FALSE	chr2:153970205-153970705	chr2	153970205	153970705	0.756821	1.396449	3.277003	1.587693	1.232468	0.472685	0.436596	1.114684	1.754491	0.814108	-0.59859	one_condition	4489
chr2:154163219-154163719	chr2	154163219	154163719	-1.172331	1.172331	0	0.001665	0.0044245	0.052748	2	FALSE	chr2:154163219-154163719	chr2	154163219	154163719	1.059177	3.618634	3.233452	4.73839	3.576006	3.357275	2.174878	3.044776	3.162413	3.038234	-0.043541	quantifiable	10726.5
chr2:154215147-154215647	chr2	154215147	154215647	0.195368	0.485666	0.681034	0.010916	0.028201	0.028201	1	FALSE	chr2:154215147-154215647	chr2	154215147	154215647	0.613566	5.287549	5.960188	2.618758	4.116838	3.907488	2.535168	3.589466	3.620015	3.53724	-0.026	quantifiable	8344
chr2:154226870-154227370	chr2	154226870	154227370	-0.024818	0.86093	0.836112	-0.004857	-0.004524	0.004524	1	FALSE	chr2:154226870-154227370	chr2	154226870	154227370	6.289097	6.332039	7.262617	7.15552	6.102014	5.782099	4.461206	1.542313	6.759818	4.471908	-0.502847	quantifiable	3379
chr2:154227878-154228378	chr2	154227878	154228378	0.416202	0.827334	1.243536	0.025636	0.064427	0.064427	1	FALSE	chr2:154227878-154228378	chr2	154227878	154228378	8.077851	4.125834	4.744956	5.516214	6.12805	5.48741	5.078635	8.149635	5.616214	6.210933	0.123918	quantifiable	4387
chr2:154233309-154233809	chr2	154233309	154233809	0.820289	1.388526	2.208815	0.02985	0.073203	0.073203	1	FALSE	chr2:154233309-154233809	chr2	154233309	154233809	11.268741	10.110608	10.200276	10.707552	11.142424	9.932584	7.541097	4.248176	10.571794	8.21607	-0.327925	quantifiable	9818
chr2:154372348-154373260	chr2	154372348	154373260	0.229172	5.026911	5.256083	0.005797	-0.000319	0.000319	1	FALSE	chr2:154372348-154373260	chr2	154372348	154373260	0.91716	1.871029	4.009496	1.945635	1.077509	0.680857	2.728814	2.278194	2.18583	1.691343	-0.242135	quantifiable	35295
chr2:154390190-154391072	chr2	154390190	154391072	-1.24481	3.555899	2.311089	-0.0057415	-0.0568335	0.070383	2	FALSE	chr2:154390190-154391072	chr2	154390190	154391072	3.468426	2.799166	5.162622	2.647851	3.045261	2.929075	2.688852	3.81077	3.519517	3.11849	-0.133601	quantifiable	17544.5
chr2:154399284-154399784	chr2	154399284	154399784	0.0779670000000001	1.434189	1.512156	0.008044	0.019204	0.019204	1	FALSE	chr2:154399284-154399784	chr2	154399284	154399784	2.870671	3.356864	0.555674	1.719572	2.022271	1.312635	2.13641	2.309791	2.125695	1.945277	-0.085363	quantifiable	8565
chr2:154402741-154403241	chr2	154402741	154403241	-0.075862	0.808362	0.7325	0.003257	-0.011032	0.011032	1	FALSE	chr2:154402741-154403241	chr2	154402741	154403241	2.71441	3.862936	3.498933	1.673708	1.690783	3.32222	0.628698	1.367285	2.937497	1.752247	-0.514377	quantifiable	5108
chr2:154421196-154421696	chr2	154421196	154421696	-3.121062	6.115924	2.994862	-0.013675	-0.1718935	0.201304	2	FALSE	chr2:154421196-154421696	chr2	154421196	154421696	9.452841	7.62578	6.884784	5.114338	5.933045	6.566247	8.244528	5.538824	7.269436	6.570661	-0.127135	quantifiable	14190.5
chr2:154433343-154433843	chr2	154433343	154433843	-2.346616	4.656778	2.310162	-0.019714	-0.333367	0.333367	1	FALSE	chr2:154433343-154433843	chr2	154433343	154433843	1.432789	0.763635	2.498416	1.621414	1.893968	1.275505	2.798266	2.406076	1.579064	2.093454	0.261021	quantifiable	2887
chr2:154436021-154437018	chr2	154436021	154437018	-3.03815	18.320863	15.282713	-0.00263754545454545	-0.0590366363636364	0.133284	11	FALSE	chr2:154436021-154437018	chr2	154436021	154437018	5.110788	1.546526	7.611851	4.509862	4.225003	5.410911	2.721181	4.172503	4.694757	4.132399	-0.149597	quantifiable	133372.5
chr2:154459907-154460407	chr2	154459907	154460407	-2.688031	6.520673	3.832642	-0.004915	-0.119419	0.119419	1	FALSE	chr2:154459907-154460407	chr2	154459907	154460407	3.403834	1.313852	3.776078	2.301744	2.7764	1.768076	2.081108	0.980633	2.698877	1.901554	-0.348704	quantifiable	23677
chr2:154498565-154499065	chr2	154498565	154499065	-2.500714	6.555952	4.055238	-0.005251	-0.107538	0.107538	1	TRUE	chr2:154498565-154499065	chr2	154498565	154499065	4.447773	4.044674	3.520257	3.445225	2.548254	3.073664	2.520615	5.445813	3.864482	3.397087	-0.14528	quantifiable	62335
chr2:154507710-154508210	chr2	154507710	154508210	-3.724854	8.365572	4.640718	-0.0117555	-0.154109	0.203679	2	TRUE	chr2:154507710-154508210	chr2	154507710	154508210	1.058805	2.222262	5.253019	2.974823	5.211893	3.888659	2.314943	3.864607	2.877227	3.820026	0.312957	quantifiable	85670.5
chr2:154543619-154544119	chr2	154543619	154544119	-2.374135	12.053876	9.679741	0.00500766666666667	-0.159737888888889	0.368769	9	FALSE	chr2:154543619-154544119	chr2	154543619	154544119	14.933311	13.250412	5.866042	10.120576	8.959091	13.453567	7.43059	7.446291	11.042585	9.322385	-0.222078	quantifiable	59839
chr2:154552323-154552823	chr2	154552323	154552823	-5.086583	10.542281	5.455698	-0.0235228571428571	-0.506493714285714	0.920782	7	TRUE	chr2:154552323-154552823	chr2	154552323	154552823	8.246099	7.756242	10.76386	10.660203	9.293986	8.03245	15.764699	5.025138	9.356601	9.529068	0.023794	quantifiable	17319
chr2:154558578-154559140	chr2	154558578	154559140	-2.349267	5.166751	2.817484	-0.0127296666666667	-0.271630333333333	0.417252	3	TRUE	chr2:154558578-154559140	chr2	154558578	154559140	3.916431	5.309064	12.79639	5.370257	5.093609	5.797649	7.249223	5.465476	6.848035	5.901489	-0.185057	quantifiable	11033
chr2:154565506-154566006	chr2	154565506	154566006	-4.89336	10.467889	5.574529	-0.016165125	-0.31934275	0.815061	8	FALSE	chr2:154565506-154566006	chr2	154565506	154566006	3.788375	11.800506	3.532612	4.943548	8.253973	7.503611	8.107787	6.857392	6.01626	7.680691	0.306533	quantifiable	28312
chr2:154569642-154570299	chr2	154569642	154570299	-2.120133	8.462323	6.34219	0.001318	-0.123271	0.253205	6	FALSE	chr2:154569642-154570299	chr2	154569642	154570299	2.172123	1.439435	3.4047	5.060929	4.838153	3.016748	5.848647	7.233586	3.019297	5.234283	0.631425	quantifiable	28312
chr2:154583843-154584343	chr2	154583843	154584343	-0.537504	4.69557	4.158066	0.00526933333333333	-0.0382626666666667	0.039631	3	FALSE	chr2:154583843-154584343	chr2	154583843	154584343	6.443302	4.363697	6.035877	3.217126	6.148529	9.170515	1.964683	0.803798	5.015001	4.521881	-0.123093	quantifiable	19615
chr2:154603458-154603991	chr2	154603458	154603991	-4.619486	13.776283	9.156797	-0.0071239	-0.1683104	0.560719	10	FALSE	chr2:154603458-154603991	chr2	154603458	154603991	15.373511	10.572711	5.174382	5.709225	8.624786	7.650356	6.442753	3.070345	9.207457	6.44706	-0.454117	quantifiable	95683.5
chr2:154612986-154613546	chr2	154612986	154613546	-4.07224	10.780531	6.708291	-0.0061345	-0.16993275	0.47508	8	TRUE	chr2:154612986-154613546	chr2	154612986	154613546	2.146996	1.656801	3.019947	2.308953	2.551198	2.415669	3.286289	6.886324	2.283174	3.78487	0.541384	quantifiable	63836.5
chr2:154613600-154614100	chr2	154613600	154614100	-4.40937	13.683554	9.274184	-0.00414955555555556	-0.168260333333333	0.538141	9	TRUE	chr2:154613600-154614100	chr2	154613600	154614100	1.423701	2.248324	3.829636	5.210522	3.146423	2.637444	4.518809	7.833921	3.178046	4.534149	0.404302	quantifiable	66766
chr2:154614780-154615280	chr2	154614780	154615280	-1.835476	4.27629	2.440814	-0.0047485	-0.1624445	0.236791	2	FALSE	chr2:154614780-154615280	chr2	154614780	154615280	0.841219	1.851885	3.026358	1.962784	0.333857	1.297896	1.164256	0.601785	1.920562	0.849449	-0.655003	one_condition	6528
chr2:154656643-154657143	chr2	154656643	154657143	-1.733384	10.902485	9.169101	0.000464333333333333	-0.0245926666666667	0.05135	3	FALSE	chr2:154656643-154657143	chr2	154656643	154657143	6.179609	2.408643	2.258145	3.049167	2.330074	3.381213	0.654894	1.602279	3.473891	1.992115	-0.578044	quantifiable	81558
chr2:154677410-154677910	chr2	154677410	154677910	0.263363	6.16639	6.429753	0.004224	0.0215065	0.052302	2	TRUE	chr2:154677410-154677910	chr2	154677410	154677910	3.440148	3.66655	3.019276	3.656865	5.938401	4.473066	5.734709	4.708978	3.44571	5.213789	0.481716	quantifiable	138033
chr2:154690954-154691454	chr2	154690954	154691454	0.719844	4.498569	5.218413	0.016863	0.054373	0.054373	1	FALSE	chr2:154690954-154691454	chr2	154690954	154691454	0.879432	1.331295	0.831375	0.429814	1.690783	0.813253	0	3.007861	0.867979	1.377974	0.345854	one_condition	47247
chr2:154706603-154707103	chr2	154706603	154707103	1.752741	5.754772	7.507513	0.0152125	0.0830045	0.102233	4	FALSE	chr2:154706603-154707103	chr2	154706603	154707103	6.229261	3.717981	5.335213	5.371895	5.48701	5.816097	6.534428	5.034048	5.163587	5.717896	0.123958	quantifiable	84395
chr2:154711613-154712113	chr2	154711613	154712113	0.140973	3.986001	4.126974	0.008703	0.021897	0.021897	1	FALSE	chr2:154711613-154712113	chr2	154711613	154712113	7.448518	3.747223	9.755452	6.311231	4.990561	5.685703	3.24151	6.168997	6.815606	5.021693	-0.375388	quantifiable	26588
chr2:154790812-154791651	chr2	154790812	154791651	-0.793807000000001	20.847152	20.053345	0.002821875	0.001260375	0.058902	8	TRUE	chr2:154790812-154791651	chr2	154790812	154791651	4.216172	4.925815	6.872376	7.667912	5.190802	3.034901	5.48914	4.994732	5.920569	4.677394	-0.284997	quantifiable	348514
chr2:154791661-154792161	chr2	154791661	154792161	0.679504	2.96279	3.642294	0.013478	0.069515	0.069515	1	TRUE	chr2:154791661-154792161	chr2	154791661	154792161	1.622954	1.916526	1.812667	5.285635	1.498183	1.629559	1.939942	3.119096	2.659445	2.046695	-0.263228	quantifiable	816
chr2:154834210-154834710	chr2	154834210	154834710	-0.0607810000000004	6.432385	6.371604	0.000406	-0.007792	0.018917	3	FALSE	chr2:154834210-154834710	chr2	154834210	154834710	2.709553	1.322189	1.465356	0.956687	1.382124	2.448742	0.887745	2.450796	1.613446	1.792352	0.095014	quantifiable	43365
chr2:154865633-154866133	chr2	154865633	154866133	-1.111366	3.583826	2.47246	-0.007612	-0.056022	0.056022	1	TRUE	chr2:154865633-154866133	chr2	154865633	154866133	2.418988	2.029058	3.795419	3.337544	2.353067	1.395369	2.744734	1.273551	2.895252	1.94168	-0.403332	quantifiable	27052
chr2:154868087-154868587	chr2	154868087	154868587	-1.195302	5.98304	4.787738	-0.0108365	-0.0598485	0.067312	2	FALSE	chr2:154868087-154868587	chr2	154868087	154868587	1.116546	3.366073	0.454196	1.263969	0.932026	1.183669	1.346171	0	1.550196	0.865467	-0.448062	one_condition	77242
chr2:154892522-154893185	chr2	154892522	154893185	0.492935999999999	7.846917	8.339853	0.00424133333333333	0.0157793333333333	0.017198	3	FALSE	chr2:154892522-154893185	chr2	154892522	154893185	5.088361	2.805884	3.506391	4.767436	3.557929	5.290887	5.619959	5.998598	4.042018	5.116843	0.278054	quantifiable	101758.5
chr2:155074044-155074747	chr2	155074044	155074747	0.569815999999999	14.316769	14.886585	-0.00482683333333333	-0.0124668333333333	0.060167	6	FALSE	chr2:155074044-155074747	chr2	155074044	155074747	3.17941	2.842312	6.361523	6.31671	3.622912	5.544656	1.77929	3.461603	4.674989	3.602115	-0.301458	quantifiable	171798.5
chr2:155133258-155133845	chr2	155133258	155133845	0.607723999999999	8.113123	8.720847	0.010388	0.035972	0.053697	2	FALSE	chr2:155133258-155133845	chr2	155133258	155133845	1.613775	2.191593	5.610269	5.951141	2.277353	1.319225	1.351592	3.058444	3.841695	2.001653	-0.6871	quantifiable	46262.5
chr2:155236282-155236782	chr2	155236282	155236782	0.170265000000001	13.317397	13.487662	0.00391283333333333	0.0163893333333333	0.098525	6	FALSE	chr2:155236282-155236782	chr2	155236282	155236782	2.714234	1.035409	6.69351	3.988469	2.007695	3.406873	5.299746	1.142945	3.607905	2.964315	-0.2163	quantifiable	128674.5
chr2:155276046-155276612	chr2	155276046	155276612	-0.416367	6.539115	6.122748	-0.004415	-0.039467	0.039467	1	TRUE	chr2:155276046-155276612	chr2	155276046	155276612	1.434714	1.32592	0.89839	2.347677	1.041595	2.226292	1.573964	4.993545	1.501675	2.458849	0.46508	quantifiable	39797
chr2:155278361-155278861	chr2	155278361	155278861	-1.189041	3.536269	2.347228	-0.0154525	-0.1402965	0.221753	2	TRUE	chr2:155278361-155278861	chr2	155278361	155278861	6.743954	6.611918	5.28612	5.270329	4.012057	3.356708	5.005397	3.233031	5.97808	3.901798	-0.508244	quantifiable	22197
chr2:155293327-155293827	chr2	155293327	155293827	-1.57765	4.556589	2.978939	-0.013175	-0.115975	0.115975	1	FALSE	chr2:155293327-155293827	chr2	155293327	155293827	2.941496	2.470155	4.988942	1.120855	1.181271	0.811295	1.826427	1.313146	2.880362	1.283035	-0.761462	quantifiable	17281
chr2:155357094-155357680	chr2	155357094	155357680	1.028435	10.122317	11.150752	0.0037038	0.0337688	0.156835	5	FALSE	chr2:155357094-155357680	chr2	155357094	155357680	4.323141	2.599035	2.33142	2.915495	1.785302	1.632374	2.039536	2.323245	3.042273	1.945114	-0.454911	quantifiable	116507
chr2:155381694-155382194	chr2	155381694	155382194	1.47585	12.980612	14.456462	0.00868971428571428	0.064804	0.21204	7	TRUE	chr2:155381694-155382194	chr2	155381694	155382194	2.897896	0.658593	6.377973	5.350841	1.483061	4.012771	2.524981	4.128436	3.821326	3.037312	-0.25519	quantifiable	105648
chr2:155385030-155385530	chr2	155385030	155385530	0.670196	4.648026	5.318222	0.0080225	0.068421	0.090564	2	TRUE	chr2:155385030-155385530	chr2	155385030	155385530	2.827503	3.30746	1.063659	3.165601	2.028211	2.692444	3.918745	1.824918	2.591056	2.616079	0.009978	quantifiable	16036
chr2:155472577-155473077	chr2	155472577	155473077	0.39113	2.884369	3.275499	0.011838	0.070904	0.070904	1	FALSE	chr2:155472577-155473077	chr2	155472577	155473077	2.468992	2.710634	3.79538	2.003267	1.469433	2.261762	2.545355	3.015878	2.744568	2.323107	-0.171557	quantifiable	1067
chr2:155512431-155512931	chr2	155512431	155512931	0.262099	6.358299	6.620398	0.0026342	0.02834	0.050308	5	TRUE	chr2:155512431-155512931	chr2	155512431	155512931	3.265005	4.4406	3.875053	3.132526	4.674231	3.777152	4.36309	1.325926	3.678296	3.5351	-0.044707	quantifiable	38787
chr2:155514630-155515130	chr2	155514630	155515130	0.280899	13.476753	13.757652	0.00391066666666667	0.0408276666666667	0.097746	6	TRUE	chr2:155514630-155515130	chr2	155514630	155515130	3.636698	3.692099	9.079075	4.657669	3.883007	1.244815	3.159501	6.044664	5.266385	3.582996	-0.450112	quantifiable	59458
chr2:155517697-155518487	chr2	155517697	155518487	0.799121	29.133719	29.93284	-0.00155817647058824	-0.00240717647058823	0.326419	17	TRUE	chr2:155517697-155518487	chr2	155517697	155518487	8.911927	5.416785	7.154401	8.682902	7.261582	5.21558	12.382856	7.300534	7.541503	8.040138	0.081719	quantifiable	241796
chr2:155592429-155593060	chr2	155592429	155593060	-1.274765	6.372568	5.097803	-0.00752033333333333	-0.0701886666666667	0.081693	3	FALSE	chr2:155592429-155593060	chr2	155592429	155593060	1.833289	2.796322	4.087231	1.857163	2.182353	2.13864	7.389061	2.003635	2.643501	3.428422	0.280447	quantifiable	74507.5
chr2:155606317-155606817	chr2	155606317	155606817	1.063433	2.474539	3.537972	0.012011	0.1392325	0.221996	2	FALSE	chr2:155606317-155606817	chr2	155606317	155606817	4.069382	0.975385	1.723698	2.243369	1.65602	1.759601	1.628504	1.708708	2.252959	1.688208	-0.273755	quantifiable	9200.5
chr2:155613332-155613832	chr2	155613332	155613832	0.708674	3.712154	4.420828	0.005809	0.0982605	0.170785	2	FALSE	chr2:155613332-155613832	chr2	155613332	155613832	3.549812	2.178193	4.707872	4.916868	4.373352	4.907309	4.336068	6.908023	3.838186	5.131188	0.340785	quantifiable	11571.5
chr2:155629120-155629620	chr2	155629120	155629620	1.757121	8.190981	9.948102	0.0071884	0.0873452	0.123815	5	TRUE	chr2:155629120-155629620	chr2	155629120	155629620	2.875431	1.901135	10.447283	5.612888	2.949141	3.746482	1.867176	4.084993	5.209184	3.161948	-0.575482	quantifiable	111133
chr2:155633661-155634161	chr2	155633661	155634161	1.492478	5.212299	6.704777	0.0071175	0.0786485	0.078791	2	TRUE	chr2:155633661-155634161	chr2	155633661	155634161	6.177905	5.743011	6.852415	5.820212	4.880405	2.814363	2.254508	5.780899	6.148386	3.932544	-0.533966	quantifiable	31900.5
chr2:155640619-155641119	chr2	155640619	155641119	1.512733	10.904427	12.41716	0.0016772	0.0251026	0.054463	5	TRUE	chr2:155640619-155641119	chr2	155640619	155641119	4.29778	3.905773	4.907806	7.714698	6.029372	3.916276	8.245472	7.078756	5.206514	6.317469	0.237048	quantifiable	51515
chr2:155642091-155642591	chr2	155642091	155642591	0.452529999999999	6.361709	6.814239	-0.000293	0.019475	0.019475	1	TRUE	chr2:155642091-155642591	chr2	155642091	155642591	2.774423	5.458155	8.094184	7.18814	2.841445	2.315842	2.198517	2.13119	5.878726	2.371749	-1.025471	quantifiable	31130
chr2:155679922-155680422	chr2	155679922	155680422	0.461145	2.246732	2.707877	0.004577	0.067002	0.067002	1	FALSE	chr2:155679922-155680422	chr2	155679922	155680422	3.040486	0.550217	0	1.485324	0.836591	1.635352	1.164256	0	1.269007	0.90905	-0.247469	one_condition	12212
chr2:155691955-155692634	chr2	155691955	155692634	-0.234391	10.31434	10.079949	-0.0066355	-0.06049275	0.213021	4	FALSE	chr2:155691955-155692634	chr2	155691955	155692634	3.395727	3.003597	2.50348	6.363308	1.781498	2.243614	5.542002	1.996311	3.816528	2.890856	-0.306869	quantifiable	96726
chr2:155696247-155696747	chr2	155696247	155696747	-0.44834	2.219477	1.771137	-0.007625	-0.076998	0.076998	1	FALSE	chr2:155696247-155696747	chr2	155696247	155696747	1.074044	1.496745	0.482525	2.038928	1.289605	0.945369	1.674602	1.003684	1.27306	1.228315	-0.028498	quantifiable	4113
chr2:155729138-155729725	chr2	155729138	155729725	0.17219	5.031636	5.203826	-0.00142	0.011228	0.011228	1	FALSE	chr2:155729138-155729725	chr2	155729138	155729725	3.187448	2.288743	4.007249	2.58216	2.623179	2.536037	1.924468	2.00853	3.0164	2.273053	-0.29408	quantifiable	21684.5
chr2:155764828-155765328	chr2	155764828	155765328	-0.278449	3.572416	3.293967	-0.00637	-0.035294	0.035294	1	FALSE	chr2:155764828-155765328	chr2	155764828	155765328	1.357107	2.739466	5.24509	3.232956	2.504909	2.056345	2.502679	4.164777	3.143655	2.807178	-0.121735	quantifiable	13962
chr2:155774290-155776088	chr2	155774290	155776088	0.524454	12.379439	12.903893	-0.00336983333333333	-0.028458	0.205769	6	TRUE	chr2:155774290-155776088	chr2	155774290	155776088	1.507105	1.921969	2.168157	2.310029	1.064942	0.979511	1.748024	0.921152	1.976815	1.178407	-0.447919	quantifiable	48725
chr2:155784393-155784893	chr2	155784393	155784893	-0.646213	3.74472	3.098507	-0.003086	-0.082243	0.082243	1	FALSE	chr2:155784393-155784893	chr2	155784393	155784893	0.540587	1.717909	4.422991	1.983122	0.934121	1.530911	1.746384	2.037393	2.166152	1.562202	-0.303787	quantifiable	9302
chr2:155788332-155788832	chr2	155788332	155788832	0.804131	5.771964	6.576095	0.004522	0.080887	0.080887	1	TRUE	chr2:155788332-155788832	chr2	155788332	155788832	2.466896	2.642967	4.577546	2.993501	1.930809	1.141568	2.972747	0.966641	3.170227	1.752941	-0.596565	quantifiable	13241
chr2:155794892-155795392	chr2	155794892	155795392	-1.755566	32.105473	30.349907	-0.0086633125	-0.08780475	0.496674	16	TRUE	chr2:155794892-155795392	chr2	155794892	155795392	2.95787	2.724435	2.843032	2.639358	4.566061	2.710392	3.979534	2.076094	2.791174	3.33302	0.192037	quantifiable	142696.5
chr2:155805106-155805606	chr2	155805106	155805606	-1.784009	34.490261	32.706252	-0.00749925	-0.0840799	0.810972	20	TRUE	chr2:155805106-155805606	chr2	155805106	155805606	4.538341	4.894189	4.652196	6.65718	4.702454	4.134064	4.334967	2.978835	5.185477	4.03758	-0.29538	quantifiable	172623
chr2:155806458-155806958	chr2	155806458	155806958	-1.001674	32.783614	31.78194	-0.00625525	-0.06865655	0.784219	20	TRUE	chr2:155806458-155806958	chr2	155806458	155806958	5.484955	3.824972	5.417177	1.892879	3.966271	3.819254	3.562526	0.601785	4.154996	2.987459	-0.36931	quantifiable	172623
chr2:155811827-155812327	chr2	155811827	155812327	3.126753	20.394164	23.520917	0.003934375	0.060553875	0.648776	16	TRUE	chr2:155811827-155812327	chr2	155811827	155812327	1.458839	2.223519	4.417526	1.585858	2.915963	0.270106	1.303967	0.902677	2.421436	1.348178	-0.540262	quantifiable	126491.5
chr2:155818932-155819676	chr2	155818932	155819676	2.512654	18.847858	21.360512	-0.00226966666666667	-0.02138725	0.93777	12	TRUE	chr2:155818932-155819676	chr2	155818932	155819676	3.522223	2.351895	3.933452	4.208314	2.123599	2.582099	3.854406	2.579779	3.503971	2.784971	-0.250031	quantifiable	118534.5
chr2:155826490-155827175	chr2	155826490	155827175	-0.134557999999999	7.35922	7.224662	-0.03229475	-0.308323	1.232021	4	FALSE	chr2:155826490-155827175	chr2	155826490	155827175	2.850639	3.314699	2.949793	3.119284	1.95726	3.810934	0.908737	2.819064	3.058604	2.373999	-0.265476	quantifiable	41869
chr2:155929933-155930560	chr2	155929933	155930560	1.022561	6.343779	7.36634	0.014491	0.119816	0.151332	2	FALSE	chr2:155929933-155930560	chr2	155929933	155930560	2.845937	2.791459	3.097668	2.288549	2.733819	1.617679	3.33678	3.297226	2.755903	2.746376	-0.00365	quantifiable	20665.5
chr2:155956207-155956797	chr2	155956207	155956797	1.269847	11.403538	12.673385	0.00523854545454545	0.042083	0.194736	11	FALSE	chr2:155956207-155956797	chr2	155956207	155956797	2.831389	1.674791	5.815491	4.162241	1.160049	1.873511	5.035588	2.522538	3.620978	2.647922	-0.339913	quantifiable	108672
chr2:155991762-155992262	chr2	155991762	155992262	-1.783776	20.361422	18.577646	-0.013855125	-0.109917125	0.235963	16	TRUE	chr2:155991762-155992262	chr2	155991762	155992262	8.082121	6.96965	11.777983	11.567513	9.711271	7.226048	9.693555	7.46628	9.599317	8.524288	-0.154064	quantifiable	119959.5
chr2:156007727-156008310	chr2	156007727	156008310	-0.0380830000000003	10.616866	10.578783	0.000382111111111111	0.00903377777777778	0.070761	9	FALSE	chr2:156007727-156008310	chr2	156007727	156008310	8.521863	2.781279	5.405426	5.545457	3.925996	2.868425	6.997424	5.503886	5.563506	4.823933	-0.172067	quantifiable	77708.5
chr2:156064924-156066114	chr2	156064924	156066114	0.694955	2.557552	3.252507	0.00644	0.022761	0.022761	1	TRUE	chr2:156064924-156066114	chr2	156064924	156066114	1.362738	1.931482	2.196254	2.967075	1.562589	1.432978	3.464188	4.316808	2.114387	2.694141	0.245234	quantifiable	12572
chr2:156067845-156068345	chr2	156067845	156068345	0.921164999999999	4.343809	5.264974	0.0118735	0.080487	0.153756	4	TRUE	chr2:156067845-156068345	chr2	156067845	156068345	5.248723	6.153532	10.572143	8.113552	6.082992	4.757166	4.104161	6.074753	7.521988	5.254768	-0.44534	quantifiable	29509
chr2:156111551-156112228	chr2	156111551	156112228	0.336417	4.773912	5.110329	0.00383	0.024294	0.051027	4	FALSE	chr2:156111551-156112228	chr2	156111551	156112228	1.355617	1.291757	0.98194	1.586095	0.481067	1.955619	3.994034	1.925645	1.303852	2.089091	0.420824	quantifiable	39506
chr2:156143788-156144465	chr2	156143788	156144465	0.736657	6.030011	6.766668	0.000160333333333333	0.009121	0.027199	3	FALSE	chr2:156143788-156144465	chr2	156143788	156144465	5.407385	2.400791	7.268914	7.051143	3.446213	3.066243	3.099656	4.446833	5.532058	3.514736	-0.53146	quantifiable	32161.5
chr2:156179988-156180653	chr2	156179988	156180653	1.843753	24.611862	26.455615	0.00304064705882353	0.0360630588235294	0.294419	17	TRUE	chr2:156179988-156180653	chr2	156179988	156180653	2.405776	2.102025	2.912137	4.172191	2.851787	2.150872	4.111949	2.893691	2.898032	3.002075	0.037862	quantifiable	132426.5
chr2:156196215-156196715	chr2	156196215	156196715	-0.862884000000001	9.472613	8.609729	-0.002855	-0.0175256666666667	0.025837	3	TRUE	chr2:156196215-156196715	chr2	156196215	156196715	1.271358	1.071551	7.453853	3.667383	1.122676	1.287288	3.397524	1.716044	3.366036	1.880883	-0.597338	quantifiable	52279
