enhancer_id	chr	start	end	ctrl1	ctrl2	ctrl3	ctrl4	mut1	mut2	mut3	mut4	ctrl_mean	mut_mean	log2fc	signal_class
chr2:101665271-101665771	chr2	101665271	101665771	5.525676	2.747623	2.510983	5.369623	6.005176	6.118224	3.689237	2.426703	4.038476	4.559835	0.141664	quantifiable
chr2:101684356-101684856	chr2	101684356	101684856	5.584983	3.241613	2.935042	5.987543	6.051764	3.515424	6.954229	1.716342	4.437295	4.55944	0.031965	quantifiable
chr2:101871087-101871587	chr2	101871087	101871587	2.926395	7.849074	1.210921	1.896495	3.490483	4.224921	5.20281	3.030636	3.470721	3.987212	0.15724	quantifiable
chr2:101882777-101883413	chr2	101882777	101883413	1.809287	0.71862	1.521442	1.714086	2.841801	2.176903	1.515461	2.407609	1.440858	2.235444	0.404468	quantifiable
chr2:101885908-101886496	chr2	101885908	101886496	3.293426	3.45914	4.335071	3.881682	5.041468	5.156195	1.671148	2.892617	3.74233	3.690357	-0.015849	quantifiable
chr2:101905837-101906337	chr2	101905837	101906337	6.172832	4.500264	3.491736	5.075637	4.192085	7.489029	11.956106	5.159678	4.810117	7.199225	0.495867	quantifiable
chr2:101907509-101908009	chr2	101907509	101908009	8.679861	9.199043	5.450624	4.485271	7.207746	5.564899	5.441836	5.632877	6.9537	5.961839	-0.191781	quantifiable
chr2:101909606-101910106	chr2	101909606	101910106	5.617419	7.183016	2.107381	2.79652	5.204915	3.827513	2.594836	3.782505	4.426084	3.852442	-0.160743	quantifiable
chr2:102038371-102038871	chr2	102038371	102038871	8.79687	7.112039	2.794151	4.213055	11.123457	12.914765	5.840358	6.475248	5.729029	9.088457	0.583195	quantifiable
chr2:102052891-102053391	chr2	102052891	102053391	7.882515	9.945825	2.383063	5.091746	8.662603	11.324567	10.549558	4.904653	6.325787	8.860346	0.427917	quantifiable
chr2:102062740-102063240	chr2	102062740	102063240	6.229045	7.429729	4.310621	4.31186	6.208909	5.694178	4.824446	6.055211	5.570314	5.695686	0.02721	quantifiable
chr2:102064887-102065387	chr2	102064887	102065387	5.514433	5.557605	2.537618	6.140913	6.098261	6.408529	6.5915	4.578754	4.937642	5.919261	0.220226	quantifiable
chr2:102091529-102092029	chr2	102091529	102092029	3.784576	7.679417	4.930938	3.949209	6.082628	7.26079	3.886689	8.381142	5.086035	6.402812	0.281957	quantifiable
chr2:102094639-102095139	chr2	102094639	102095139	6.767144	6.153635	3.311585	6.030978	6.191436	3.234005	5.120328	5.94791	5.565836	5.12342	-0.10041	quantifiable
chr2:102112812-102113812	chr2	102112812	102113812	8.1213	9.229814	7.578405	7.81043	8.896211	10.552958	5.75288	11.888845	8.184987	9.272724	0.161227	quantifiable
chr2:102121721-102122221	chr2	102121721	102122221	3.423754	11.288355	3.341857	7.210225	5.896314	6.825763	5.713745	4.237735	6.316048	5.668389	-0.133447	quantifiable
chr2:102130376-102130876	chr2	102130376	102130876	22.025728	11.343325	6.65862	8.513611	17.215778	15.316141	8.270212	17.289493	12.135321	14.522906	0.240701	quantifiable
chr2:102134927-102135427	chr2	102134927	102135427	12.648451	14.109443	4.495986	12.150768	10.737237	12.188964	6.015862	6.909873	10.851162	8.962984	-0.250043	quantifiable
chr2:102186010-102186635	chr2	102186010	102186635	3.183398	3.88994	6.448993	4.07803	4.129199	5.262865	5.151106	3.838802	4.40009	4.595493	0.051146	quantifiable
chr2:102191644-102192144	chr2	102191644	102192144	1.218278	8.060875	0.74766	2.336024	3.894449	2.028728	2.038432	1.102564	3.090709	2.266043	-0.323513	quantifiable
chr2:102193020-102193520	chr2	102193020	102193520	6.786456	7.779225	8.591027	5.553937	16.043745	7.026777	6.601884	4.292109	7.177662	8.491128	0.214536	quantifiable
chr2:102400406-102400906	chr2	102400406	102400906	1.284872	0.333465	1.994722	3.956565	1.180633	2.028728	2.394985	2.406076	1.892406	2.002606	0.053679	quantifiable
chr2:102400916-102401416	chr2	102400916	102401416	2.320644	3.875376	1.437316	2.920677	3.324174	1.843647	2.008342	1.968538	2.638503	2.286175	-0.146318	quantifiable
chr2:102450197-102450697	chr2	102450197	102450697	5.966391	6.230717	6.814194	9.974299	6.938441	5.897188	5.717973	6.847079	7.2464	6.35017	-0.165676	quantifiable
chr2:102450880-102451380	chr2	102450880	102451380	5.545791	1.619357	6.205732	7.745292	4.563565	2.86032	8.096557	13.483172	5.279043	7.250904	0.393208	quantifiable
chr2:102649085-102649585	chr2	102649085	102649585	1.621015	2.793	2.811587	3.929605	4.603448	3.80933	2.491508	1.062927	2.788802	2.991803	0.075017	quantifiable
chr2:102658143-102659244	chr2	102658143	102659244	1.491068	2.112359	4.168495	4.150655	2.751732	1.849491	4.753199	3.608271	2.980644	3.240673	0.090968	quantifiable
chr2:102878447-102878947	chr2	102878447	102878947	0.691951	3.988755	1.01116	2.431247	1.652522	2.231307	1.528086	4.710083	2.030778	2.5305	0.219205	quantifiable
chr2:103045187-103045687	chr2	103045187	103045687	4.135252	4.990612	2.959752	2.213702	4.711327	1.488517	1.737653	2.035522	3.574829	2.493254	-0.387727	quantifiable
chr2:103073263-103073924	chr2	103073263	103073924	16.438697	11.372211	9.526289	11.395547	14.530822	16.073437	11.788965	8.195476	12.183186	12.647175	0.049849	quantifiable
chr2:103168255-103168755	chr2	103168255	103168755	4.412283	5.555989	0.486085	2.322623	1.889887	3.362834	2.745167	2.092149	3.194245	2.522509	-0.250854	quantifiable
chr2:103208330-103208830	chr2	103208330	103208830	2.938166	3.990935	1.5315	2.394556	3.020453	2.408226	2.299406	5.212563	2.713789	3.235162	0.18883	quantifiable
chr2:103209039-103209539	chr2	103209039	103209539	2.02669	2.746341	0.49844	2.858214	2.767108	2.178499	0.436596	5.256411	2.032421	2.659654	0.270052	quantifiable
chr2:103299130-103299630	chr2	103299130	103299630	1.383529	4.438163	2.245597	4.160709	2.345652	2.424276	4.098693	4.932233	3.057	3.450214	0.133004	quantifiable
chr2:103390064-103390564	chr2	103390064	103390564	4.499854	7.257891	2.394148	7.373869	5.821267	7.843846	4.939141	3.241877	5.381441	5.461533	0.017954	quantifiable
chr2:103439035-103439535	chr2	103439035	103439535	3.520687	5.404621	4.292261	5.322082	4.03485	2.377105	7.903157	2.411159	4.634913	4.181567	-0.120679	quantifiable
chr2:103439644-103440144	chr2	103439644	103440144	4.11876	7.312528	3.425438	6.672835	5.152424	6.361201	4.523175	2.433146	5.38239	4.617487	-0.183724	quantifiable
chr2:103466904-103467404	chr2	103466904	103467404	6.642809	5.814758	1.652762	3.3919	4.275768	4.926471	2.603568	1.905298	4.375557	3.427776	-0.278996	quantifiable
chr2:103484758-103485410	chr2	103484758	103485410	6.824058	5.595795	8.012379	10.528805	6.675157	6.563102	10.005896	7.69919	7.740259	7.735836	-0.000729	quantifiable
chr2:103565992-103566559	chr2	103565992	103566559	6.8149	7.561455	9.064532	6.362343	10.344771	4.245587	9.38162	6.613014	7.450808	7.646248	0.032929	quantifiable
chr2:103592309-103592809	chr2	103592309	103592809	10.506142	6.076425	6.240296	4.883671	7.302069	8.201364	6.977062	7.39398	6.926633	7.468619	0.095249	quantifiable
chr2:103607835-103608335	chr2	103607835	103608335	7.152998	8.586391	7.83361	6.607367	10.428159	8.260787	5.652248	6.583846	7.545091	7.73126	0.031042	quantifiable
chr2:103609423-103609923	chr2	103609423	103609923	12.411337	14.277432	6.388173	7.849146	13.35274	12.788598	3.984667	7.608518	10.231522	9.433631	-0.106169	quantifiable
chr2:103661972-103662472	chr2	103661972	103662472	4.586191	7.107319	2.716209	4.120261	5.188718	4.25385	5.119443	2.42362	4.632495	4.246408	-0.10217	quantifiable
chr2:103705969-103706469	chr2	103705969	103706469	8.492477	6.533375	5.705714	5.769665	6.873306	7.20579	6.113014	3.644201	6.625308	5.959078	-0.131636	quantifiable
chr2:103714392-103714892	chr2	103714392	103714892	10.293962	6.259985	5.155794	6.656638	5.812777	4.863192	6.060505	7.034079	7.091595	5.942638	-0.22051	quantifiable
chr2:103718869-103719369	chr2	103718869	103719369	5.976145	4.944157	3.627681	7.462767	3.951185	3.573966	6.199389	4.236906	5.502688	4.490362	-0.243539	quantifiable
chr2:103761018-103761520	chr2	103761018	103761520	2.459916	2.540736	3.619525	4.133062	2.00483	2.82836	2.727729	0.298637	3.18831	1.964889	-0.496325	quantifiable
chr2:103796387-103796887	chr2	103796387	103796887	0.646001	1.232153	3.215843	4.797359	1.79028	1.605034	2.748903	1.916525	2.472839	2.015186	-0.202953	quantifiable
chr2:103797369-103797899	chr2	103797369	103797899	3.752729	1.644643	6.426869	6.038771	2.650794	5.304699	4.441993	9.043945	4.465753	5.360358	0.218147	quantifiable
chr2:103969341-103969841	chr2	103969341	103969841	9.184212	5.242557	8.770543	4.552941	6.881232	4.009032	12.937955	3.288638	6.937563	6.779214	-0.029018	quantifiable
chr2:104027470-104028611	chr2	104027470	104028611	1.712483	1.715099	4.458312	3.307021	2.079499	2.422702	3.031833	2.873182	2.798229	2.601804	-0.076306	quantifiable
chr2:104034799-104035299	chr2	104034799	104035299	2.093265	4.729457	1.579978	1.710994	2.900112	1.146598	1.232656	2.295055	2.528423	1.893605	-0.284853	quantifiable
chr2:104035545-104036045	chr2	104035545	104036045	0.9416	2.131739	1.422498	1.971451	2.749508	1.461623	1.763848	2.276044	1.616822	2.062756	0.225849	quantifiable
chr2:104069598-104070167	chr2	104069598	104070167	4.340882	4.432772	7.848379	4.219405	3.503054	1.962061	2.687079	4.229629	5.210359	3.095456	-0.598907	quantifiable
chr2:104095550-104096190	chr2	104095550	104096190	3.061523	4.134647	2.210056	2.613266	1.603659	1.894915	2.092937	2.812409	3.004873	2.10098	-0.367506	quantifiable
chr2:104122518-104123055	chr2	104122518	104123055	6.499753	4.725812	3.423839	7.729847	6.727994	6.967022	4.092841	7.496109	5.594813	6.320991	0.150391	quantifiable
chr2:104134431-104134931	chr2	104134431	104134931	5.981316	6.99507	3.50794	3.269386	4.775369	4.882647	2.168427	2.967246	4.938428	3.698422	-0.336972	quantifiable
chr2:104153304-104153804	chr2	104153304	104153804	10.158208	8.293813	4.978242	8.15241	9.075241	6.743479	4.153524	8.108743	7.895668	7.020247	-0.149198	quantifiable
chr2:104153843-104154343	chr2	104153843	104154343	1.844536	6.25506	2.135844	3.258361	1.394951	1.529189	0.775686	2.428085	3.37345	1.531978	-0.785022	quantifiable
chr2:104192360-104192860	chr2	104192360	104192860	2.370335	5.026703	3.410292	3.626114	0.867674	1.488517	2.15824	1.349295	3.608361	1.465932	-0.89817	quantifiable
chr2:104318201-104318701	chr2	104318201	104318701	5.889651	6.894132	2.493162	5.578066	4.798945	7.236461	3.27691	3.809532	5.213753	4.780462	-0.104027	quantifiable
chr2:104318803-104319303	chr2	104318803	104319303	3.351558	0.927033	1.49532	1.957124	3.70675	1.560095	3.231854	3.03593	1.932759	2.883657	0.403408	quantifiable
chr2:104367826-104368326	chr2	104367826	104368326	8.153847	3.863705	2.369514	5.530891	3.893538	4.46506	2.766564	6.414432	4.979489	4.384899	-0.150715	quantifiable
chr2:104379208-104379708	chr2	104379208	104379708	6.036353	9.782555	4.92095	3.605567	3.332865	4.038548	4.79532	2.678836	6.086356	3.711392	-0.587397	quantifiable
chr2:104389144-104389644	chr2	104389144	104389644	3.463808	2.174064	0.759111	1.23666	2.837108	1.888273	2.961577	1.007703	1.908411	2.173665	0.125317	quantifiable
chr2:104408284-104408784	chr2	104408284	104408784	3.299791	5.161628	5.022716	1.94049	3.098196	2.329171	3.668902	7.164175	3.856156	4.065111	0.060601	quantifiable
chr2:104410166-104410666	chr2	104410166	104410666	2.81767	2.695141	5.200134	4.827638	2.257906	1.621984	8.233357	5.665582	3.885146	4.444707	0.156011	quantifiable
chr2:104467154-104467654	chr2	104467154	104467654	1.946288	1.159253	0.988547	1.47042	0.835662	0.870719	2.04327	0.902677	1.391127	1.163082	-0.14368	quantifiable
chr2:104493775-104494696	chr2	104493775	104494696	3.743325	1.838673	4.767236	4.451621	0.950425	2.478771	2.489431	3.704093	3.700214	2.40568	-0.463087	quantifiable
chr2:104590079-104590772	chr2	104590079	104590772	6.267395	2.234669	1.785092	3.296048	5.258147	6.63861	2.819125	3.713008	3.395801	4.607223	0.350129	quantifiable
chr2:104711919-104712573	chr2	104711919	104712573	2.12315	1.137128	5.773884	3.878553	1.851195	1.13064	4.880606	2.266595	3.228179	2.532259	-0.258468	quantifiable
chr2:104714217-104714717	chr2	104714217	104714717	6.367482	4.139635	1.834914	6.472796	7.302761	7.72635	8.925244	8.227336	4.703707	8.045423	0.663927	quantifiable
chr2:104816106-104817363	chr2	104816106	104817363	1.541026	0.877234	4.229966	3.99606	2.187131	2.195493	2.553847	2.288412	2.661072	2.306221	-0.146468	quantifiable
chr2:105016767-105017330	chr2	105016767	105017330	3.134639	2.02498	3.030381	3.635481	4.96491	5.393477	3.582687	6.873401	2.95637	5.203619	0.647011	quantifiable
chr2:105108703-105109203	chr2	105108703	105109203	7.706022	9.435162	3.569716	4.994462	10.665561	12.696763	6.256501	8.086713	6.42634	9.426384	0.488701	quantifiable
chr2:105113980-105114480	chr2	105113980	105114480	8.817514	8.078241	6.293084	5.079796	7.773593	5.36506	9.363669	7.83222	7.067159	7.583636	0.089371	quantifiable
chr2:105230286-105230786	chr2	105230286	105230786	4.951596	8.254644	2.448206	2.557693	3.284546	1.316119	0.977975	4.041868	4.553035	2.405127	-0.703185	quantifiable
chr2:105329967-105330467	chr2	105329967	105330467	7.656037	6.547098	7.020383	4.88858	7.512087	12.333921	2.405684	6.321208	6.528025	7.143225	0.113118	quantifiable
chr2:105416221-105417116	chr2	105416221	105417116	3.991956	8.786081	3.969902	2.068883	6.86659	7.010594	3.369102	5.806946	4.704205	5.763308	0.245127	quantifiable
chr2:105514741-105515241	chr2	105514741	105515241	2.600084	2.715559	2.280565	6.322029	6.389119	8.066448	3.655017	3.79082	3.479559	5.475351	0.530157	quantifiable
chr2:105668558-105669149	chr2	105668558	105669149	8.317194	7.77178	4.470756	6.40521	6.745654	8.460083	13.118354	11.045923	6.741235	9.842503	0.485286	quantifiable
chr2:105673620-105674120	chr2	105673620	105674120	3.30886	4.265094	5.687874	5.00795	5.450151	5.02138	4.058928	3.909624	4.567445	4.610021	0.010962	quantifiable
chr2:105675184-105675684	chr2	105675184	105675684	5.424805	3.140189	2.610325	4.440892	5.123619	7.785402	2.936836	7.928442	3.904053	5.943575	0.500446	quantifiable
chr2:105680460-105680960	chr2	105680460	105680960	8.455165	7.040703	6.130716	3.759741	6.534566	6.079998	6.270267	6.558371	6.346581	6.360801	0.002784	quantifiable
chr2:105681874-105682374	chr2	105681874	105682374	2.966253	4.395736	6.707117	2.737586	2.041967	3.141798	3.699483	5.604212	4.201673	3.621865	-0.169994	quantifiable
chr2:105682669-105683169	chr2	105682669	105683169	1.556889	2.360394	4.335293	0.869396	2.209332	1.487538	3.154702	4.030088	2.280493	2.720415	0.180795	quantifiable
chr2:105683709-105684209	chr2	105683709	105684209	0.49734	2.696244	5.237469	2.059004	1.043275	1.487538	2.839841	1.00262	2.622514	1.593319	-0.479896	quantifiable
chr2:105687483-105687983	chr2	105687483	105687983	7.892171	6.564054	7.234231	5.207237	7.672055	7.375585	6.913499	9.175774	6.724423	7.784228	0.18516	quantifiable
chr2:105688409-105688909	chr2	105688409	105688909	2.817474	3.763255	2.55309	1.59103	2.391565	1.622591	0.631609	3.384923	2.681212	2.007672	-0.290259	quantifiable
chr2:105690309-105690809	chr2	105690309	105690809	4.80366	5.580024	3.644232	4.598665	2.363197	5.605239	4.069115	3.227566	4.656645	3.816279	-0.23138	quantifiable
chr2:105722352-105722852	chr2	105722352	105722852	9.483846	8.157888	4.901205	5.388668	9.362692	14.951635	7.559976	4.601188	6.982902	9.118873	0.341508	quantifiable
chr2:105799763-105800263	chr2	105799763	105800263	2.741009	5.093986	2.536444	2.386134	4.783039	4.129405	4.060383	4.067534	3.189393	4.26009	0.327327	quantifiable
chr2:105800602-105801102	chr2	105800602	105801102	5.149968	4.659763	3.577067	2.922634	4.01499	4.479838	2.4755	3.712524	4.077358	3.670713	-0.120075	quantifiable
chr2:105804480-105804980	chr2	105804480	105804980	4.743588	4.906938	4.33408	2.702555	4.994952	7.683486	6.458279	4.169328	4.17179	5.826511	0.3995	quantifiable
chr2:105904248-105904887	chr2	105904248	105904887	8.725545	6.93129	3.944681	6.848755	7.103157	10.312885	7.133262	9.154076	6.612568	8.425845	0.307708	quantifiable
chr2:106183662-106184162	chr2	106183662	106184162	9.516634	12.584303	5.205138	4.915243	13.538471	11.775703	4.617318	5.979063	8.055329	8.977639	0.139717	quantifiable
chr2:106383530-106384030	chr2	106383530	106384030	6.323844	12.723563	2.447283	5.665758	7.818523	4.894059	5.505457	5.595728	6.790112	5.953442	-0.163592	quantifiable
chr2:106384172-106384672	chr2	106384172	106384672	5.803137	5.661287	5.068692	3.937153	9.278153	5.174733	6.006756	4.029428	5.117567	6.122268	0.218894	quantifiable
chr2:106384783-106385283	chr2	106384783	106385283	8.714862	12.940623	6.238968	6.398208	9.699027	9.772909	7.886007	9.400221	8.573165	9.189541	0.089888	quantifiable
chr2:106650114-106650621	chr2	106650114	106650621	13.382524	8.222762	3.319552	3.997524	9.605233	7.56599	9.213559	2.815273	7.23059	7.300014	0.012096	quantifiable
chr2:106693018-106693767	chr2	106693018	106693767	3.988728	2.126381	4.964608	8.193861	3.030157	4.059713	7.633235	8.007843	4.818395	5.682737	0.199351	quantifiable
chr2:106694169-106694669	chr2	106694169	106694669	3.638754	3.05359	2.651701	3.690062	2.73506	3.597552	5.003431	4.114444	3.258527	3.862622	0.190768	quantifiable
chr2:106694867-106695367	chr2	106694867	106695367	5.982961	3.855779	2.579879	6.407957	4.500307	5.410312	4.477745	9.798823	4.706644	6.046797	0.303625	quantifiable
chr2:106974168-106974674	chr2	106974168	106974674	4.987487	4.740405	6.7961	3.816646	5.317687	7.000657	9.800422	5.867519	5.08516	6.996571	0.393261	quantifiable
chr2:108032419-108032919	chr2	108032419	108032919	1.440898	5.250304	1.466491	3.781074	3.656919	2.2701	5.950274	7.174276	2.984692	4.762892	0.5307	quantifiable
chr2:108785305-108785805	chr2	108785305	108785805	4.222098	5.242429	8.365324	4.253626	9.733845	4.436073	4.366	6.199405	5.520869	6.183831	0.139392	quantifiable
chr2:109277490-109277990	chr2	109277490	109277990	3.287001	5.768175	2.01185	2.862442	5.318314	4.530923	4.111123	4.510623	3.482367	4.617746	0.324784	quantifiable
chr2:109280487-109280998	chr2	109280487	109280998	4.728706	5.399574	3.273939	5.412491	9.61821	8.576808	11.634865	13.518801	4.703677	10.837171	1.051451	quantifiable
chr2:109302190-109302690	chr2	109302190	109302690	3.428572	5.86842	1.59724	3.071583	3.556165	5.234548	5.773335	4.437111	3.491454	4.75029	0.355429	quantifiable
chr2:109546502-109547002	chr2	109546502	109547002	24.674543	17.828579	4.648655	7.087955	15.992293	12.02281	11.338027	5.902574	13.559933	11.313926	-0.241449	quantifiable
chr2:109676078-109676578	chr2	109676078	109676578	8.892687	14.640704	5.666955	8.56297	10.099859	8.794089	8.146038	6.97558	9.440829	8.503892	-0.135447	quantifiable
chr2:109677157-109677657	chr2	109677157	109677657	7.538812	4.521555	4.399493	7.719538	5.661663	8.428977	8.679019	5.440604	6.044849	7.052566	0.192506	quantifiable
chr2:109677907-109678407	chr2	109677907	109678407	8.715449	5.049045	1.977363	2.624559	5.596346	4.579503	7.766789	2.609982	4.591604	5.138155	0.134208	quantifiable
chr2:109692193-109692693	chr2	109692193	109692693	5.286309	10.324769	5.268395	6.63195	6.055736	7.733396	7.033504	6.234556	6.877856	6.764298	-0.020909	quantifiable
chr2:109693442-109693942	chr2	109693442	109693942	8.261925	7.941418	5.453145	9.322501	7.56179	10.817611	5.74942	6.975921	7.744747	7.776185	0.005169	quantifiable
chr2:109884288-109884788	chr2	109884288	109884788	13.742179	10.147186	2.481866	6.163837	10.142275	10.593521	3.233525	11.208149	8.133767	8.794367	0.100587	quantifiable
chr2:109890602-109891206	chr2	109890602	109891206	7.219673	2.372889	8.062928	8.581173	7.0841	10.662565	14.237491	8.805203	6.559166	10.19734	0.565954	quantifiable
chr2:109917396-109917911	chr2	109917396	109917911	18.854535	14.045671	5.798063	11.126528	12.647273	13.469234	11.544291	12.123691	12.456199	12.446122	-0.00108	quantifiable
chr2:109927815-109928315	chr2	109927815	109928315	10.926076	10.18456	7.267813	5.328511	7.596589	8.258869	9.786872	8.39911	8.42674	8.51036	0.012721	quantifiable
chr2:109928679-109929179	chr2	109928679	109929179	11.686149	10.992699	2.660592	4.718018	11.569692	10.105804	6.646566	6.454111	7.514364	8.694043	0.186899	quantifiable
chr2:110017566-110018066	chr2	110017566	110018066	4.873857	7.091262	8.130211	5.643184	8.689495	15.338258	8.606391	10.588565	6.434629	10.805677	0.666101	quantifiable
chr2:110179546-110180046	chr2	110179546	110180046	17.64212	16.758643	8.636695	6.678723	17.649515	17.00156	12.360075	22.21858	12.429045	17.307433	0.446655	quantifiable
chr2:110180254-110180754	chr2	110180254	110180754	13.205588	16.300899	11.088192	12.908814	15.089454	17.478923	8.738746	17.863613	13.375873	14.792684	0.135476	quantifiable
chr2:110314310-110314863	chr2	110314310	110314863	5.015786	6.107906	4.088403	3.290319	4.669735	5.700582	4.020042	1.93115	4.625603	4.080377	-0.146672	quantifiable
chr2:110362698-110363433	chr2	110362698	110363433	6.914305	9.141851	3.31003	5.324958	6.920742	6.164674	3.631454	6.51158	6.172786	5.807113	-0.075333	quantifiable
chr2:110816147-110816647	chr2	110816147	110816647	0.660436	4.631598	2.816109	2.09552	3.138315	3.029469	1.242844	1.605469	2.550916	2.254024	-0.125428	quantifiable
chr2:110906549-110907049	chr2	110906549	110907049	3.922778	7.709147	1.743847	1.666754	8.483212	5.143906	6.169162	4.197269	3.760631	5.998387	0.554459	quantifiable
chr2:110949879-110950379	chr2	110949879	110950379	9.890304	9.38958	6.189412	6.044484	9.962993	9.12536	7.480956	10.277508	7.878445	9.211705	0.201536	quantifiable
chr2:110985689-110986189	chr2	110985689	110986189	5.831087	9.421644	2.974609	6.04113	11.979197	8.280674	7.419833	9.402198	6.067117	9.270476	0.538382	quantifiable
chr2:111648951-111649451	chr2	111648951	111649451	0.005425	0.170067	0	1.431841	0.471889	0	0	0.409788	0.401833	0.220419	NA	no_signal
chr2:112239217-112239744	chr2	112239217	112239744	4.198586	3.15634	5.619103	7.429665	4.642543	5.319387	10.680631	9.106933	5.100924	7.437373	0.466813	quantifiable
chr2:112240301-112240801	chr2	112240301	112240801	3.256524	5.840947	2.004691	3.44671	6.067998	4.132733	5.902347	8.93153	3.637218	6.258652	0.644807	quantifiable
chr2:112261675-112262219	chr2	112261675	112262219	2.117535	5.589671	2.545233	2.838042	6.108117	4.288554	3.38293	3.276726	3.27262	4.264081	0.300136	quantifiable
chr2:112265316-112266563	chr2	112265316	112266563	3.878305	2.720661	3.607232	5.117362	5.966784	6.658899	5.093545	4.900314	3.83089	5.654886	0.460934	quantifiable
chr2:112367698-112368277	chr2	112367698	112368277	0.942606	1.733586	2.369682	2.74111	1.393726	1.206764	4.508829	1.299544	1.946746	2.102216	0.07382	quantifiable
chr2:112378960-112379527	chr2	112378960	112379527	2.897425	1.941938	2.831264	2.877002	2.88655	3.643173	5.15564	4.749101	2.636907	4.108616	0.488558	quantifiable
chr2:112454746-112455271	chr2	112454746	112455271	2.63616	2.87931	5.081583	4.549211	3.137981	1.947163	3.932192	3.868195	3.786566	3.221383	-0.180688	quantifiable
chr2:112492713-112493623	chr2	112492713	112493623	1.837195	2.411573	2.37524	3.092065	2.36772	2.52347	3.664699	4.053034	2.429018	3.152231	0.275026	quantifiable
chr2:112501161-112501661	chr2	112501161	112501661	5.653497	6.794529	1.878676	5.321767	5.914825	4.412683	6.648493	4.702024	4.912117	5.419507	0.118507	quantifiable
chr2:112591431-112591931	chr2	112591431	112591931	5.869751	3.717083	1.931465	4.038456	6.881031	5.923513	2.872802	3.781804	3.889189	4.864788	0.261769	quantifiable
chr2:112600200-112600700	chr2	112600200	112600700	8.120922	8.735962	5.576351	4.630587	13.593294	9.139981	9.778435	6.935369	6.765955	9.86177	0.483252	quantifiable
chr2:112637149-112637649	chr2	112637149	112637649	2.915975	7.89622	0.745293	1.809973	5.419743	3.647247	3.419531	2.09823	3.341865	3.646188	0.097416	quantifiable
chr2:112877268-112877768	chr2	112877268	112877768	1.55875	7.636862	1.33147	4.316595	7.561954	5.316421	4.801318	4.482468	3.710919	5.54054	0.472154	quantifiable
chr2:112881534-112882034	chr2	112881534	112882034	2.417969	4.74849	1.029943	1.579009	2.759274	2.669172	3.922285	1.141626	2.443853	2.623089	0.072896	quantifiable
chr2:113016150-113016650	chr2	113016150	113016650	37.582534	22.479364	9.669467	12.210086	33.174273	33.820016	14.798858	18.94134	20.485362	25.183622	0.285135	quantifiable
chr2:113202728-113203228	chr2	113202728	113203228	5.066451	5.122895	3.669866	3.728309	4.057442	3.86478	2.283398	1.796785	4.39688	3.000601	-0.430552	quantifiable
chr2:113216074-113217552	chr2	113216074	113217552	4.882193	5.559785	5.096248	5.500022	5.85858	7.103746	7.957263	7.691472	5.259562	7.152765	0.380448	quantifiable
chr2:113322930-113323430	chr2	113322930	113323430	3.696006	7.258456	7.787769	2.98728	5.700507	5.865284	9.622244	6.135591	5.432378	6.830906	0.283244	quantifiable
chr2:113327394-113327985	chr2	113327394	113327985	14.17626	9.765979	14.691089	9.551101	13.784545	16.227517	12.07992	14.066066	12.046107	14.039512	0.204925	quantifiable
chr2:113363702-113364202	chr2	113363702	113364202	4.072458	11.140553	7.657135	1.688594	7.708859	7.037581	7.705036	3.594548	6.139685	6.511506	0.073096	quantifiable
chr2:113654653-113655153	chr2	113654653	113655153	7.487672	12.984794	5.307886	9.081823	12.542166	9.442695	9.940389	8.194716	8.715543	10.029991	0.182807	quantifiable
chr2:113757333-113757833	chr2	113757333	113757833	18.356203	18.987395	10.40889	14.188106	11.249045	17.972375	10.031799	9.437753	15.485148	12.172743	-0.32329	quantifiable
chr2:113798356-113798856	chr2	113798356	113798856	5.521935	6.272297	4.768935	5.352151	7.713578	6.825157	6.539895	6.314489	5.47883	6.84828	0.276077	quantifiable
chr2:113806862-113807362	chr2	113806862	113807362	7.226643	4.921225	5.178234	5.615299	6.938277	5.390818	9.178607	9.458167	5.73535	7.741467	0.375407	quantifiable
chr2:113818141-113818641	chr2	113818141	113818641	3.477617	3.253823	1.017722	2.886257	4.420596	1.789684	1.31561	2.922803	2.658855	2.612173	-0.018451	quantifiable
chr2:113828722-113829371	chr2	113828722	113829371	6.796254	6.957813	8.276486	7.345121	5.055503	6.099336	5.345478	4.936475	7.343919	5.359198	-0.391094	quantifiable
chr2:113848411-113849040	chr2	113848411	113849040	2.851948	4.664384	4.865967	2.570761	3.188005	5.495099	2.418812	4.145567	3.738265	3.811871	0.022171	quantifiable
chr2:114003968-114004468	chr2	114003968	114004468	1.632082	4.857739	2.277005	3.216043	2.424962	4.108149	1.072571	0	2.995717	1.90142	-0.459716	quantifiable
chr2:114012873-114013905	chr2	114012873	114013905	4.453092	4.753909	7.905938	5.117617	4.181624	2.699614	5.359212	4.185673	5.557639	4.106531	-0.359923	quantifiable
chr2:114057257-114057757	chr2	114057257	114057757	11.384223	11.987118	7.873139	9.642154	13.006111	12.002219	7.74907	9.009635	10.221658	10.441759	0.027987	quantifiable
chr2:114175024-114175524	chr2	114175024	114175524	4.119739	5.283343	6.351319	2.121134	5.822525	4.65891	8.771295	1.805355	4.468884	5.264521	0.19547	quantifiable
chr2:114201042-114201719	chr2	114201042	114201719	1.346629	1.70819	4.294866	2.87382	3.388927	2.317602	4.299445	2.249351	2.555876	3.063831	0.191898	quantifiable
