chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean
chr8	36457297	36458216	Dlc1	0.022197	0.019676	17.444121	0.001128	1.4e-4	0.064416	0.058965	17.888566	0.003296	6.85e-4	495386.5	promoter	0.042219	0.039289	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	36457297	36458216	Gm19410	0.021197	0.039969	17.444121	0.002291	4.5e-4	0.015037	0.027089	17.888566	0.001514	2.65e-4	691967.5	promoter	-0.00616	-0.01288	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	36457297	36458216	Lonrf1	0.028778	0.184805	17.444121	0.010594	0.002646	0.051666	0.285672	17.888566	0.01597	0.00419	208240.5	promoter	0.022888	0.100867	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	36457297	36458216	Ppp1r3b	0.010322	0.025115	17.444121	0.00144	2.64e-4	0.022749	0.056624	17.888566	0.003165	6.48e-4	1082018.5	promoter	0.012427	0.031509	TRUE	TRUE	TRUE	0.6397	0.459775	5.95985
chr8	36459083	36459583	Dlc1	0.007447	0.006601	5.844136	0.00113	1.4e-4	0.023648	0.021647	6.566047	0.003297	6.85e-4	493810	genic	0.016201	0.015046	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	36494895	36495395	Dlc1	0.040517	0.035915	27.46944	0.001307	1.76e-4	0.017524	0.016041	26.010792	6.17e-4	0	457998	genic	-0.022993	-0.019874	TRUE	FALSE	TRUE	0.045566	0.839942	1596.841816
chr8	36494895	36495395	Gm19410	0.014247	0.026864	27.46944	9.78e-4	1.41e-4	0.027831	0.050136	26.010792	0.001927	3.66e-4	729356	genic	0.013584	0.023272	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	36494895	36495395	Leprotl1	0.009785	0.062935	27.46944	0.002291	4.3e-4	0.020313	0.110736	26.010792	0.004257	8.19e-4	2348112	genic	0.010528	0.047801	TRUE	TRUE	TRUE	-0.006701	0.987885	159.931592
chr8	36494895	36495395	Lonrf1	0.038057	0.244392	27.46944	0.008897	0.002164	0.032812	0.181426	26.010792	0.006975	0.001626	245629	genic	-0.005245	-0.062966	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	36519645	36520145	Dlc1	0.034665	0.030728	15.178991	0.002024	3.52e-4	0.010909	0.009986	15.296802	6.53e-4	0	433248	intergenic	-0.023756	-0.020742	TRUE	FALSE	TRUE	0.045566	0.839942	1596.841816
chr8	36519645	36520145	Lonrf1	0.029806	0.191409	15.178991	0.01261	0.003187	0.019389	0.107207	15.296802	0.007008	0.001642	270379	intergenic	-0.010417	-0.084202	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	36519645	36520145	Sgcz	0.031158	0.029069	15.178991	0.001915	3.58e-4	0.001456	0.001943	15.296802	1.27e-4	0	2141613	intergenic	-0.029702	-0.027126	TRUE	FALSE	TRUE	0.136201	0.714253	661.405076
chr8	36611744	36612244	Dctn6	0.008166	0.051826	16.371672	0.003166	5.98e-4	0.020758	0.119519	18.198784	0.006567	0.001264	2503198	genic	0.012592	0.067693	TRUE	TRUE	TRUE	-0.056972	0.817756	245.615848
chr8	36611744	36612244	Dlc1	0.055087	0.04883	16.371672	0.002983	5.72e-4	0.083141	0.076106	18.198784	0.004182	8.91e-4	341149	genic	0.028054	0.027276	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	36611744	36612244	Eri1	0.00587	0.025134	16.371672	0.001535	2.85e-4	0.02773	0.116075	18.198784	0.006378	0.001359	1115798	genic	0.02186	0.090941	TRUE	TRUE	TRUE	0.004969	0.990817	175.699358
chr8	36611744	36612244	Gm19410	0.020064	0.037832	16.371672	0.002311	4.59e-4	0.00934	0.016825	18.198784	9.25e-4	1.38e-4	846205	genic	-0.010724	-0.021007	TRUE	TRUE	TRUE	1.40702	0.357326	2.169166
chr8	36611744	36612244	Lonrf1	0.025037	0.160783	16.371672	0.009821	0.002383	0.022981	0.127065	18.198784	0.006982	0.001634	362478	genic	-0.002056	-0.033718	TRUE	TRUE	TRUE	-0.343233	0.011155	245.589773
chr8	36611744	36612244	Rbpms	0.010518	0.011511	16.371672	7.03e-4	1.17e-4	0.024408	0.031638	18.198784	0.001738	3.17e-4	2682131	genic	0.01389	0.020127	TRUE	TRUE	TRUE	-0.069831	0.82016	113.794578
chr8	36611744	36612244	Sgcz	0.002332	0.002176	16.371672	1.33e-4	0	0.03393	0.0453	18.198784	0.002489	4.76e-4	2049514	genic	0.031598	0.043124	FALSE	TRUE	TRUE	0.136201	0.714253	661.405076
chr8	36613739	36614239	Dlc1	0.025421	0.022533	7.547168	0.002986	5.72e-4	0.038779	0.035497	8.484259	0.004184	8.91e-4	339154	genic	0.013358	0.012964	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	36857832	36858332	Dlc1	0.009899	0.008774	0.750295	0.011694	0.00279	0.02105	0.019269	1.162067	0.016581	0.004374	95061	genic	0.011151	0.010495	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	36951939	36952439	Dlc1	0.104314	0.092464	0.600583	0.153957	0.046427	0.08361	0.076535	0.484365	0.158011	0.048496	954	genic	-0.020704	-0.015929	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	36993334	36993853	Dlc1	0.042406	0.037589	1.937611	0.0194	0.004435	0.046918	0.042948	2.447068	0.017551	0.003752	40450.5	promoter	0.004512	0.005359	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	38660164	38660664	Sgcz	0.197423	0.184189	1.244337	0.148021	0.043396	0.205658	0.274575	1.828322	0.150178	0.044497	1094	genic	0.008235	0.090386	TRUE	TRUE	TRUE	0.136201	0.714253	661.405076
chr8	39005594	39006318	Dlc1	0.022893	0.020293	13.500394	0.001503	2.77e-4	0.052786	0.048319	13.712156	0.003524	6.84e-4	2052813	promoter	0.029893	0.028026	TRUE	TRUE	TRUE	0.045566	0.839942	1596.841816
chr8	39005594	39006318	Sgcz	0.180716	0.168602	13.500394	0.012489	0.0031	0.114346	0.152663	13.712156	0.011133	0.002739	344448	promoter	-0.06637	-0.015939	TRUE	TRUE	TRUE	0.136201	0.714253	661.405076
chr8	39190654	39191154	Sgcz	0.037944	0.0354	8.273891	0.004279	9.32e-4	0.061353	0.081913	8.464104	0.009678	0.002275	529396	intergenic	0.023409	0.046513	TRUE	TRUE	TRUE	0.136201	0.714253	661.405076
chr8	40272234	40272734	Zdhhc2	0.025041	0.115537	7.044127	0.016402	0.00437	0.011458	0.041486	2.85795	0.014516	0.003801	151330	intergenic	-0.013583	-0.074051	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40296506	40297006	Fgf20	0.062823	0.518359	6.800875	0.07622	0.022222	0.053859	0.369746	4.519855	0.081805	0.024727	11575	genic	-0.008964	-0.148613	TRUE	TRUE	TRUE	-0.939501	0.041891	11.520635
chr8	40296506	40297006	Micu3	0.063359	0.529493	6.800875	0.077857	0.022222	0.054415	0.376842	4.519855	0.083375	0.024727	10701	genic	-0.008944	-0.152651	TRUE	TRUE	TRUE	-0.305963	0.022278	2169.821269
chr8	40296506	40297006	Zdhhc2	0.064937	0.299614	6.800875	0.044055	0.012944	0.044274	0.160306	4.519855	0.035467	0.010282	127058	genic	-0.020663	-0.139308	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40301883	40302383	Fgf20	0.291209	2.402805	15.476076	0.155259	0.051702	0.18852	1.294204	8.638882	0.149811	0.049011	6198	genic	-0.102689	-1.108601	TRUE	TRUE	TRUE	-0.939501	0.041891	11.520635
chr8	40301883	40302383	Micu3	0.298799	2.497092	15.476076	0.161352	0.051702	0.194636	1.347926	8.638882	0.15603	0.049011	5324	genic	-0.104163	-1.149166	TRUE	TRUE	TRUE	-0.305963	0.022278	2169.821269
chr8	40301883	40302383	Slc7a2	0.02709	0.052982	15.476076	0.003423	7.2e-4	0.005448	0.00971	8.638882	0.001124	1.53e-4	560262	genic	-0.021642	-0.043272	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	40301883	40302383	Vps37a	0.04334	0.198362	15.476076	0.012817	0.003284	0.009847	0.04084	8.638882	0.004727	9.62e-4	209649	genic	-0.033493	-0.157522	TRUE	TRUE	TRUE	0.044004	0.898546	764.062093
chr8	40301883	40302383	Zdhhc2	0.124803	0.575829	15.476076	0.037208	0.010862	0.050797	0.183925	8.638882	0.02129	0.005895	121681	genic	-0.074006	-0.391904	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40307207	40307707	Fgf20	0.10508	0.867026	5.277394	0.164291	0.051702	0.139204	0.955647	5.740977	0.166461	0.05281	874	promoter	0.034124	0.088621	TRUE	TRUE	TRUE	-0.939501	0.041891	11.520635
chr8	40307207	40307707	Zdhhc2	0.034191	0.157753	5.277394	0.029892	0.008603	0.040539	0.146783	5.740977	0.025568	0.007245	116357	promoter	0.006348	-0.01097	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40307902	40308581	Cnot7	0	0	0	0	0	0.020586	0.073907	12.864929	0.005745	0.001252	207605.5	promoter	0.020586	0.073907	FALSE	TRUE	TRUE	0.177829	0.568429	59.624095
chr8	40307902	40308581	Vps37a	0.031134	0.142496	11.574325	0.012311	0.003141	0.035089	0.145525	12.864929	0.011312	0.002852	203540.5	promoter	0.003955	0.003029	TRUE	TRUE	TRUE	0.044004	0.898546	764.062093
chr8	40307902	40308581	Zdhhc2	0.074959	0.345853	11.574325	0.029881	0.008603	0.09082	0.328839	12.864929	0.025561	0.007245	115572.5	promoter	0.015861	-0.017014	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40331096	40331596	Fgf20	0.019655	0.162176	3.163531	0.051264	0.015357	0.028569	0.19613	3.90401	0.050238	0.014944	23015	genic	0.008914	0.033954	TRUE	TRUE	TRUE	-0.939501	0.041891	11.520635
chr8	40331096	40331596	Micu3	0.019302	0.161307	3.163531	0.05099	0.015357	0.028162	0.195035	3.90401	0.049958	0.014944	23889	genic	0.00886	0.033728	TRUE	TRUE	TRUE	-0.305963	0.022278	2169.821269
chr8	40417176	40417676	Zdhhc2	0.044989	0.207576	1.552075	0.133741	0.041641	0.038129	0.138057	0.99406	0.138882	0.044168	6388	intergenic	-0.00686	-0.069519	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40423564	40424197	Cnot7	0	0	0	0	0	0.02505	0.089935	7.05064	0.012756	0.003115	91966.5	promoter	0.02505	0.089935	FALSE	TRUE	TRUE	0.177829	0.568429	59.624095
chr8	40423564	40424197	Fgf20	0.026753	0.220741	7.387413	0.029881	0.008603	0.026252	0.18022	7.05064	0.025561	0.007245	115549.5	promoter	-5.01e-4	-0.040521	TRUE	TRUE	TRUE	-0.939501	0.041891	11.520635
chr8	40423564	40424197	Micu3	0.026425	0.220833	7.387413	0.029893	0.008603	0.026031	0.180271	7.05064	0.025568	0.007245	116423.5	promoter	-3.94e-4	-0.040562	TRUE	TRUE	TRUE	-0.305963	0.022278	2169.821269
chr8	40423564	40424197	Vps37a	0.029778	0.136288	7.387413	0.018449	0.004955	0.029489	0.12230100000000001	7.05064	0.017346	0.004594	87901.5	promoter	-2.89e-4	-0.013987	TRUE	TRUE	TRUE	0.044004	0.898546	764.062093
chr8	40446339	40446839	Zdhhc2	0.03117	0.143817	4.077962	0.035267	0.008861	0.038357	0.138884	3.3379	0.041608	0.011423	22775	genic	0.007187	-0.004933	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40511126	40512275	Cnot7	0	0	0	0	0	0.50641099999999994	1.818097	10.961318	0.165865	0.052505	4146.5	promoter	0.50641099999999994	1.818097	FALSE	TRUE	TRUE	0.177829	0.568429	59.624095
chr8	40511126	40512275	Mtmr7	0.018826	0.101718	10.253692	0.00992	0.002352	0.02873	0.14852	10.961318	0.013549	0.003482	123096.5	promoter	0.009904	0.046802	TRUE	TRUE	TRUE	-0.083143	0.506689	1262.938889
chr8	40511126	40512275	Pdgfrl	0.013322	0.05094	10.253692	0.004968	0.001107	0.022839	0.067253	10.961318	0.006135	0.001408	414510.5	promoter	0.009517	0.016313	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	40511126	40512275	Zdhhc2	0.041	0.189169	10.253692	0.018449	0.004955	0.052513	0.190139	10.961318	0.017346	0.004594	87886.5	promoter	0.011513	9.7e-4	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40573138	40573638	Cnot7	0	0	0	0	0	0.033668	0.120872	7.939422	0.015224	0.003524	57541	genic	0.033668	0.120872	FALSE	TRUE	TRUE	0.177829	0.568429	59.624095
chr8	40573138	40573638	Cyp4v3	3.29e-4	3.71e-4	6.619423	5.6e-5	0	0.021428	0.029958	7.939422	0.003773	6.59e-4	4759828	genic	0.021099	0.029587	FALSE	TRUE	TRUE	0.197798	0.72983	25.924755
chr8	40573138	40573638	Mtmr7	0.023347	0.126141	6.619423	0.019056	0.004933	0.032133	0.166115	7.939422	0.020923	0.00558	61409	genic	0.008786	0.039974	TRUE	TRUE	TRUE	-0.083143	0.506689	1262.938889
chr8	40573138	40573638	Slc7a2	0.019944	0.039007	6.619423	0.005893	0.001339	0.0218	0.038854	7.939422	0.004894	0.001066	289007	genic	0.001856	-1.53e-4	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	40573138	40573638	Vps37a	0.025302	0.115805	6.619423	0.017495	0.004395	0.02857	0.118489	7.939422	0.014924	0.003504	61606	genic	0.003268	0.002684	TRUE	TRUE	TRUE	0.044004	0.898546	764.062093
chr8	40615329	40615829	Mtmr7	0.063233	0.34165	5.578416	0.061245	0.01882	0.04616	0.23863	4.213253	0.056638	0.01691	19218	genic	-0.017073	-0.10302	TRUE	TRUE	TRUE	-0.083143	0.506689	1262.938889
chr8	40615329	40615829	Slc7a2	0.023526	0.046011	5.578416	0.008248	0.001983	0.016688	0.029743	4.213253	0.007059	0.00165	246816	genic	-0.006838	-0.016268	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	40634358	40635047	Cnot7	0	0	0	0	0	0.028724	0.103124	14.706902	0.007012	0.001427	118855.5	promoter	0.028724	0.103124	FALSE	TRUE	TRUE	0.177829	0.568429	59.624095
chr8	40634358	40635047	Dlc1	0.020165	0.017874	15.755325	0.001134	1.96e-4	0.001172	0.001073	14.706902	7.3e-5	0	3681559.5	promoter	-0.018993	-0.016801	TRUE	FALSE	TRUE	0.045566	0.839942	1596.841816
chr8	40634358	40635047	Pcm1	0.02072	0.148345	15.755325	0.009416	0.002181	0.028011	0.170132	14.706902	0.011568	0.002706	605048.5	promoter	0.007291	0.021787	TRUE	TRUE	TRUE	-0.088497	0.616347	2500.313189
chr8	40634358	40635047	Pdgfrl	0.043453	0.166154	15.755325	0.010546	0.002609	0.06137	0.180714	14.706902	0.012288	0.003084	291508.5	promoter	0.017917	0.01456	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	40634358	40635047	Slc7a2	0.070586	0.13805	15.755325	0.008762	0.002125	0.048142	0.085804	14.706902	0.005834	0.001295	227692.5	promoter	-0.022444	-0.052246	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	40634358	40635047	Vps37a	0.034155	0.156324	15.755325	0.009922	0.002352	0.048052	0.199285	14.706902	0.01355	0.003482	122920.5	promoter	0.013897	0.042961	TRUE	TRUE	TRUE	0.044004	0.898546	764.062093
chr8	40634358	40635047	Zdhhc2	0.023402	0.107974	15.755325	0.006853	0.001573	0.015373	0.055662	14.706902	0.003785	6.94e-4	210888.5	promoter	-0.008029	-0.052312	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	40880759	40881259	Pdgfrl	0.042503	0.162521	7.923634	0.020511	0.005054	0.039737	0.117012	5.936396	0.019711	0.004763	45202	genic	-0.002766	-0.045509	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	40880759	40881259	Slc7a2	0.165763	0.324197	7.923634	0.040915	0.010219	0.118336	0.210912	5.936396	0.035529	0.007974	18614	genic	-0.047427	-0.113285	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	40896483	40896983	Slc7a2	0.018964	0.03709	1.362681	0.027218	0.007001	0.024519	0.0437	1.180427	0.037021	0.010719	34338	genic	0.005555	0.00661	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	40925961	40926969	Slc7a2	0.029114	0.05694	3.950557	0.014413	0.003372	0.022501	0.040104	2.190359	0.018309	0.004714	64070	promoter	-0.006613	-0.016836	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	40963006	40963506	Pdgfrl	0.022064	0.084368	3.603607	0.023412	0.005738	0.021944	0.064619	2.673052	0.024174	0.006024	37045	genic	-1.2e-4	-0.019749	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	40964253	40964753	Pdgfrl	0.020357	0.07784	3.352222	0.02322	0.005738	0.017345	0.051076	2.129372	0.023986	0.006024	38292	genic	-0.003012	-0.026764	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	40981507	40982007	Pdgfrl	0.027446	0.104948	5.897408	0.017796	0.004382	0.022113	0.065115	4.661175	0.01397	0.003035	55546	genic	-0.005333	-0.039833	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	41016348	41016848	Mtus1	0.010559	0.02892	4.460143	0.006484	0.001253	0.026111	0.062203	5.750076	0.010818	0.002613	117128	genic	0.015552	0.033283	TRUE	TRUE	TRUE	-0.069801	0.735784	2162.817607
chr8	41040233	41040733	Mtus1	0.021812	0.059739	5.575533	0.010714	0.00246	0.033131	0.078924	7.852422	0.010051	0.002244	93243	genic	0.011319	0.019185	TRUE	TRUE	TRUE	-0.069801	0.735784	2162.817607
chr8	41040233	41040733	Pcm1	0.015106	0.108152	5.575533	0.019398	0.005191	0.02029	0.123236	7.852422	0.015694	0.00412	199268	genic	0.005184	0.015084	TRUE	TRUE	TRUE	-0.088497	0.616347	2500.313189
chr8	41040233	41040733	Pdgfrl	0.04286	0.163886	5.575533	0.029394	0.008456	0.055393	0.163114	7.852422	0.020772	0.005739	114272	genic	0.012533	-7.72e-4	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	41040233	41040733	Slc7a2	0.006166	0.012059	5.575533	0.002163	1.59e-4	0.033672	0.060015	7.852422	0.007643	0.001771	178088	genic	0.027506	0.047956	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	41041421	41041921	Frg1	0.024262	0.076117	10.796211	0.00705	0.001651	0.027086	0.083203	12.109911	0.006871	0.001604	375403	genic	0.002824	0.007086	TRUE	TRUE	TRUE	0.081204	0.694411	299.547561
chr8	41041421	41041921	Mtmr7	0.019457	0.105125	10.796211	0.009737	0.002342	0.029135	0.150618	12.109911	0.012438	0.003041	406874	genic	0.009678	0.045493	TRUE	TRUE	TRUE	-0.083143	0.506689	1262.938889
chr8	41041421	41041921	Mtus1	0.04234	0.115964	10.796211	0.010741	0.00246	0.051236	0.122055	12.109911	0.010079	0.002244	92055	genic	0.008896	0.006091	TRUE	TRUE	TRUE	-0.069801	0.735784	2162.817607
chr8	41041421	41041921	Pcm1	0.029239	0.209338	10.796211	0.01939	0.005191	0.031283	0.190001	12.109911	0.01569	0.00412	198080	genic	0.002044	-0.019337	TRUE	TRUE	TRUE	-0.088497	0.616347	2500.313189
chr8	41041421	41041921	Pdgfrl	0.083038	0.317513	10.796211	0.02941	0.008456	0.085435	0.251578	12.109911	0.020775	0.005739	115460	genic	0.002397	-0.065935	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	41041421	41041921	Slc7a2	0.011882	0.023238	10.796211	0.002152	1.59e-4	0.051896	0.092496	12.109911	0.007638	0.001771	179276	genic	0.040014	0.069258	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	41043478	41043978	Pdgfrl	0.02402	0.091845	3.119981	0.029438	0.008456	0.014107	0.04154	1.999114	0.020779	0.005739	117517	genic	-0.009913	-0.050305	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	41051029	41051529	Asah1	0.028384	0.152008	12.597492	0.012067	0.003002	0.011964	0.057878	9.05866	0.006389	0.001478	323494	genic	-0.01642	-0.09413	TRUE	TRUE	TRUE	0.025249	0.889029	710.735002
chr8	41051029	41051529	Fam149a	0.022257	0.029466	12.597492	0.002339	4.1e-4	0.005873	0.0134	9.05866	0.001479	2.55e-4	4331012	genic	-0.016384	-0.016066	TRUE	TRUE	TRUE	0.346775	0.025285	105.476083
chr8	41051029	41051529	Frg1	0.041117	0.129	12.597492	0.01024	0.002492	0.035307	0.108458	9.05866	0.011973	0.002948	365795	genic	-0.00581	-0.020542	TRUE	TRUE	TRUE	0.081204	0.694411	299.547561
chr8	41051029	41051529	Mtmr7	0.018883	0.102028	12.597492	0.008099	0.001915	0.02298	0.118797	9.05866	0.013114	0.003209	416482	genic	0.004097	0.016769	TRUE	TRUE	TRUE	-0.083143	0.506689	1262.938889
chr8	41051029	41051529	Mtus1	0.081203	0.222403	12.597492	0.017655	0.004666	0.06509	0.15506	9.05866	0.017117	0.004488	82447	genic	-0.016113	-0.067343	TRUE	TRUE	TRUE	-0.069801	0.735784	2162.817607
chr8	41051029	41051529	Pcm1	0.093648	0.670477	12.597492	0.053223	0.015077	0.053861	0.327134	9.05866	0.036113	0.010086	188472	genic	-0.039787	-0.343343	TRUE	TRUE	TRUE	-0.088497	0.616347	2500.313189
chr8	41051029	41051529	Pdgfrl	0.041965	0.160463	12.597492	0.012738	0.003234	0.046744	0.137646	9.05866	0.015195	0.003997	125068	genic	0.004779	-0.022817	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	41051029	41051529	Pdlim3	0.028157	0.022626	12.597492	0.001796	3.08e-4	5.52e-4	5e-4	9.05866	5.5e-5	0	4834181	genic	-0.027605	-0.022126	TRUE	FALSE	TRUE	0.339174	0.64426	18.386742
chr8	41051029	41051529	Slc7a2	0.039699	0.077642	12.597492	0.006163	0.001352	0.044256	0.078879	9.05866	0.008708	0.002093	188884	genic	0.004557	0.001237	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	41051029	41051529	Vps37a	0.022474	0.102859	12.597492	0.008165	0.001896	0.010433	0.04327	9.05866	0.004777	0.001055	539497	genic	-0.012041	-0.059589	TRUE	TRUE	TRUE	0.044004	0.898546	764.062093
chr8	41053121	41053621	Asah1	0.044928	0.240611	19.94918	0.012061	0.003002	0.020446	0.09891	15.479832	0.00639	0.001478	321402	genic	-0.024482	-0.141701	TRUE	TRUE	TRUE	0.025249	0.889029	710.735002
chr8	41053121	41053621	Fam149a	0.035244	0.046659	19.94918	0.002339	4.1e-4	0.010035	0.022897	15.479832	0.001479	2.55e-4	4328920	genic	-0.025209	-0.023762	TRUE	TRUE	TRUE	0.346775	0.025285	105.476083
chr8	41053121	41053621	Frg1	0.065089	0.204206	19.94918	0.010236	0.002492	0.060308	0.185255	15.479832	0.011968	0.002948	363703	genic	-0.004781	-0.018951	TRUE	TRUE	TRUE	0.081204	0.694411	299.547561
chr8	41053121	41053621	Mtmr7	0.029912	0.161614	19.94918	0.008101	0.001915	0.039288	0.203101	15.479832	0.01312	0.003209	418574	genic	0.009376	0.041487	TRUE	TRUE	TRUE	-0.083143	0.506689	1262.938889
chr8	41053121	41053621	Mtus1	0.12888	0.352982	19.94918	0.017694	0.004666	0.1115	0.265617	15.479832	0.017159	0.004488	80355	genic	-0.01738	-0.087365	TRUE	TRUE	TRUE	-0.069801	0.735784	2162.817607
chr8	41053121	41053621	Pcm1	0.148101	1.060334	19.94918	0.053152	0.015077	0.091933	0.558373	15.479832	0.036071	0.010086	186380	genic	-0.056168	-0.501961	TRUE	TRUE	TRUE	-0.088497	0.616347	2500.313189
chr8	41053121	41053621	Pdgfrl	0.06639	0.253856	19.94918	0.012725	0.003234	0.079846	0.235118	15.479832	0.015189	0.003997	127160	genic	0.013456	-0.018738	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	41053121	41053621	Pdlim3	0.044587	0.035828	19.94918	0.001796	3.08e-4	9.43e-4	8.55e-4	15.479832	5.5e-5	0	4832089	genic	-0.043644	-0.034973	TRUE	FALSE	TRUE	0.339174	0.64426	18.386742
chr8	41053121	41053621	Slc7a2	0.062772	0.122768	19.94918	0.006154	0.001352	0.075584	0.134715	15.479832	0.008703	0.002093	190976	genic	0.012812	0.011947	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
chr8	41053121	41053621	Tlr3	0.013304	0.015315	19.94918	7.68e-4	1.27e-4	0.023649	0.039658	15.479832	0.002562	4.49e-4	4357709	genic	0.010345	0.024343	TRUE	TRUE	TRUE	0.298007	0.526799	50.528385
chr8	41053121	41053621	Vps37a	0.0356	0.162935	19.94918	0.008168	0.001896	0.01783	0.073948	15.479832	0.004777	0.001055	541589	genic	-0.01777	-0.088987	TRUE	TRUE	TRUE	0.044004	0.898546	764.062093
chr8	41053121	41053621	Zdhhc2	0.021168	0.097666	19.94918	0.004896	0.001078	0.014892	0.053922	15.479832	0.003483	7.36e-4	629557	genic	-0.006276	-0.043744	TRUE	TRUE	TRUE	-0.580327	4.02e-4	995.225365
chr8	41114870	41115370	Mtus1	0.053669	0.146991	2.772513	0.053017	0.015262	0.042469	0.10117	1.870493	0.054087	0.015708	18606	genic	-0.0112	-0.045821	TRUE	TRUE	TRUE	-0.069801	0.735784	2162.817607
chr8	41239501	41240023	Asah1	0.039781	0.213044	14.098022	0.015112	0.003979	0.031098	0.15044	15.779088	0.009534	0.002266	135011	promoter	-0.008683	-0.062604	TRUE	TRUE	TRUE	0.025249	0.889029	710.735002
chr8	41239501	41240023	Cnot7	0	0	0	0	0	0.032423	0.116405	15.779088	0.007377	0.001657	723915	promoter	0.032423	0.116405	FALSE	TRUE	TRUE	0.177829	0.568429	59.624095
chr8	41239501	41240023	Fam149a	0.02064	0.027324	14.098022	0.001938	3.39e-4	0.006665	0.015207	15.779088	9.64e-4	1.63e-4	4142529	promoter	-0.013975	-0.012117	TRUE	TRUE	TRUE	0.346775	0.025285	105.476083
chr8	41239501	41240023	Frg1	0.051957	0.163007	14.098022	0.011562	0.002924	0.029491	0.090591	15.779088	0.005741	0.00121	177312	promoter	-0.022466	-0.072416	TRUE	TRUE	TRUE	0.081204	0.694411	299.547561
chr8	41239501	41240023	Mtmr7	0.024568	0.132739	14.098022	0.009415	0.002181	0.035309	0.182532	15.779088	0.011568	0.002706	604965	promoter	0.010741	0.049793	TRUE	TRUE	TRUE	-0.083143	0.506689	1262.938889
chr8	41239501	41240023	Mtus1	0.05726	0.156827	14.098022	0.011124	0.002666	0.091393	0.217717	15.779088	0.013798	0.003518	106036	promoter	0.034133	0.06089	TRUE	TRUE	TRUE	-0.069801	0.735784	2162.817607
chr8	41239501	41240023	Pdgfrl	0.063594	0.243165	14.098022	0.017248	0.004406	0.041768	0.122992	15.779088	0.007795	0.001857	313551	promoter	-0.021826	-0.120173	TRUE	TRUE	TRUE	-0.889312	0.038869	125.035607
chr8	41239501	41240023	Slc7a2	0.029111	0.056936	14.098022	0.004039	8.61e-4	0.040535	0.072246	15.779088	0.004579	0.001003	377367	promoter	0.011424	0.01531	TRUE	TRUE	TRUE	0.163585	0.656563	151.879737
