loop_key	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2	loop_logFC	loop_FDR	loop_direction	enh_chr	enh_start	enh_end	target_gene	tss_chr	tss_start	tss_end	abc_score_wt	abc_score_ko	delta_ABC	delta_unnorm	distance	match_case	loop_id	loop_type	category	diff_significant	is_differential
chr19_42030000_42040000_chr19_42080000_42090000	chr19	42030000	42040000	chr19	42080000	42090000	-0.03372238064509	0.665198306146959	unchanged	chr19	42086058	42086607	Ankrd2	chr19	42035749	42036249	0.027637	0.016561	-0.011076	-0.080908	50333.5	B				FALSE	FALSE
chr19_42090000_42095000_chr19_42125000_42130000	chr19	42090000	42095000	chr19	42125000	42130000	-0.14244521734317	0.202777899036386	unchanged	chr19	42090078	42090719	Avpi1	chr19	42128809	42129309	0.080326	0.084638	0.004312	-0.12415	38660.5	A				FALSE	FALSE
chr19_42090000_42095000_chr19_42125000_42130000	chr19	42090000	42095000	chr19	42125000	42130000	-0.14244521734317	0.202777899036386	unchanged	chr19	42128809	42129340	Pi4k2a	chr19	42090219	42090719	0.096029	0.071859	-0.02417	-0.323451	38605.5	B				FALSE	FALSE
chr19_42200000_42225000_chr19_42425000_42450000	chr19	42200000	42225000	chr19	42425000	42450000	0.136263280043567	0.0659991084426097	unchanged	chr19	42204276	42204776	Crtac1	chr19	42431535	42432035	0.02587	0.012425	-0.013445	-0.033628	227259	A				FALSE	FALSE
chr19_42300000_42325000_chr19_42425000_42450000	chr19	42300000	42325000	chr19	42425000	42450000	0.141743242155467	0.0243836844239413	up_in_mutant	chr19	42316473	42317399	Crtac1	chr19	42431535	42432035	0.013593	0.021259	0.007666	0.046522	114849	A				TRUE	FALSE
chr19_4255000_4260000_chr19_4305000_4310000	chr19	4255000	4260000	chr19	4305000	4310000	-0.121411695751186	0.144208137819521	unchanged	chr19	4257401	4257978	Grk2	chr19	4305972	4306472	0.059771	0.056999	-0.002772	-0.143574	48532.5	A				FALSE	FALSE
chr19_4255000_4260000_chr19_4305000_4310000	chr19	4255000	4260000	chr19	4305000	4310000	-0.121411695751186	0.144208137819521	unchanged	chr19	4305694	4306472	1500032F14Rik	chr19	4257401	4257901	0.060757	0.062794	0.002037	0.010943	48432	B				FALSE	FALSE
chr19_42775000_42800000_chr19_43375000_43400000	chr19	42775000	42800000	chr19	43375000	43400000	0.0619564345862798	0.300090121615629	unchanged	chr19	42779569	42780228	Hpse2	chr19	43388105	43388605	0.028462	0.038144	0.009682	0.014536	608456.5	A				FALSE	FALSE
chr19_42775000_42800000_chr19_43375000_43400000	chr19	42775000	42800000	chr19	43375000	43400000	0.0619564345862798	0.300090121615629	unchanged	chr19	42794940	42795440	Hpse2	chr19	43388105	43388605	0.026297	0.046731	0.020434	0.038535	593165	A				FALSE	FALSE
chr19_42775000_42800000_chr19_43650000_43675000	chr19	42775000	42800000	chr19	43650000	43675000	-0.0730881769734193	0.515114587634959	unchanged	chr19	43674631	43675503	Gm16244	chr19	42778781	42779281	0.026362	0.028651	0.002289	0.03457	896036	B				FALSE	FALSE
chr19_42775000_42800000_chr19_43650000_43675000	chr19	42775000	42800000	chr19	43650000	43675000	-0.0730881769734193	0.515114587634959	unchanged	chr19	43674631	43675503	Hps1	chr19	42779728	42780228	0.026357	0.028646	0.002289	0.034567	895089	B				FALSE	FALSE
chr19_43500000_43525000_chr19_43650000_43675000	chr19	43500000	43525000	chr19	43650000	43675000	0.0268972072457956	0.666223477680668	unchanged	chr19	43524355	43524999	BC037704	chr19	43674927	43675427	0.040146	0.053118	0.012972	0.183674	150500	A				FALSE	FALSE
chr19_43500000_43525000_chr19_43650000_43675000	chr19	43500000	43525000	chr19	43650000	43675000	0.0268972072457956	0.666223477680668	unchanged	chr19	43524355	43524999	Slc25a28	chr19	43674631	43675131	0.070835	0.069364	-0.001471	-0.012863	150204	A				FALSE	FALSE
chr19_43500000_43525000_chr19_43650000_43675000	chr19	43500000	43525000	chr19	43650000	43675000	0.0268972072457956	0.666223477680668	unchanged	chr19	43674631	43675503	Got1	chr19	43524355	43524855	0.034848	0.045614	0.010766	0.141358	150462	B				FALSE	FALSE
chr19_43500000_43525000_chr19_43750000_43775000	chr19	43500000	43525000	chr19	43750000	43775000	-0.0688431009703389	0.388937038077889	unchanged	chr19	43524355	43524999	Cox15	chr19	43752750	43753250	0.059519	0.061085	0.001566	-0.007069	228323	A				FALSE	FALSE
chr19_43500000_43525000_chr19_43750000_43775000	chr19	43500000	43525000	chr19	43750000	43775000	-0.0688431009703389	0.388937038077889	unchanged	chr19	43524355	43524999	Cutc	chr19	43752745	43753245	0.059518	0.061085	0.001567	-0.007069	228318	A				FALSE	FALSE
chr19_43520000_43530000_chr19_43750000_43760000	chr19	43520000	43530000	chr19	43750000	43760000	-0.124303226057332	0.337665005386563	unchanged	chr19	43524355	43524999	Cox15	chr19	43752750	43753250	0.059519	0.061085	0.001566	-0.007069	228323	A				FALSE	FALSE
chr19_43520000_43530000_chr19_43750000_43760000	chr19	43520000	43530000	chr19	43750000	43760000	-0.124303226057332	0.337665005386563	unchanged	chr19	43524355	43524999	Cutc	chr19	43752745	43753245	0.059518	0.061085	0.001567	-0.007069	228318	A				FALSE	FALSE
chr19_43525000_43530000_chr19_43670000_43675000	chr19	43525000	43530000	chr19	43670000	43675000	-0.0167874950238357	0.948249428334649	unchanged	chr19	43674631	43675503	Gm50194	chr19	43528061	43528561	0.048801	0.051598	0.002797	0.061647	146756	B				FALSE	FALSE
chr19_43525000_43550000_chr19_43650000_43675000	chr19	43525000	43550000	chr19	43650000	43675000	0.0401153891454205	0.518738360544647	unchanged	chr19	43674631	43675503	Gm50194	chr19	43528061	43528561	0.048801	0.051598	0.002797	0.061647	146756	B				FALSE	FALSE
chr19_43650000_43675000_chr19_43750000_43775000	chr19	43650000	43675000	chr19	43750000	43775000	-0.0700932521826773	0.241392687229325	unchanged	chr19	43674631	43675503	Cox15	chr19	43752750	43753250	0.11225	0.128283	0.016033	0.081796	77933	A				FALSE	FALSE
chr19_43650000_43675000_chr19_43750000_43775000	chr19	43650000	43675000	chr19	43750000	43775000	-0.0700932521826773	0.241392687229325	unchanged	chr19	43674631	43675503	Cutc	chr19	43752745	43753245	0.11225	0.128282	0.016032	0.081797	77928	A				FALSE	FALSE
chr19_43650000_43675000_chr19_43750000_43775000	chr19	43650000	43675000	chr19	43750000	43775000	-0.0700932521826773	0.241392687229325	unchanged	chr19	43752745	43753394	BC037704	chr19	43674927	43675427	0.025198	0.025883	0.000685	0.01819	77892.5	B				FALSE	FALSE
chr19_43650000_43675000_chr19_43750000_43775000	chr19	43650000	43675000	chr19	43750000	43775000	-0.0700932521826773	0.241392687229325	unchanged	chr19	43752745	43753394	Slc25a28	chr19	43674631	43675131	0.029852	0.027476	-0.002376	-0.023032	78188.5	B				FALSE	FALSE
chr19_43670000_43680000_chr19_43750000_43760000	chr19	43670000	43680000	chr19	43750000	43760000	-0.215279722228561	0.0085429802342894	down_in_mutant	chr19	43674631	43675503	Cox15	chr19	43752750	43753250	0.11225	0.128283	0.016033	0.081796	77933	A				TRUE	FALSE
chr19_43670000_43680000_chr19_43750000_43760000	chr19	43670000	43680000	chr19	43750000	43760000	-0.215279722228561	0.0085429802342894	down_in_mutant	chr19	43674631	43675503	Cutc	chr19	43752745	43753245	0.11225	0.128282	0.016032	0.081797	77928	A				TRUE	FALSE
chr19_43670000_43680000_chr19_43750000_43760000	chr19	43670000	43680000	chr19	43750000	43760000	-0.215279722228561	0.0085429802342894	down_in_mutant	chr19	43752745	43753394	BC037704	chr19	43674927	43675427	0.025198	0.025883	0.000685	0.01819	77892.5	B				TRUE	FALSE
chr19_43670000_43680000_chr19_43750000_43760000	chr19	43670000	43680000	chr19	43750000	43760000	-0.215279722228561	0.0085429802342894	down_in_mutant	chr19	43752745	43753394	Slc25a28	chr19	43674631	43675131	0.029852	0.027476	-0.002376	-0.023032	78188.5	B				TRUE	FALSE
chr19_43675000_43700000_chr19_44550000_44575000	chr19	43675000	43700000	chr19	44550000	44575000	-0.026362880815524	0.869733731859328	unchanged	chr19	43674631	43675503	Gm20538	chr19	44552581	44553081	0	0.02266	0.02266	0.152363	877764	A				FALSE	FALSE
chr19_43675000_43700000_chr19_44550000_44575000	chr19	43675000	43700000	chr19	44550000	44575000	-0.026362880815524	0.869733731859328	unchanged	chr19	43674631	43675503	Hif1an	chr19	44562599	44563099	0.018645	0.02111	0.002465	0.014326	887782	A				FALSE	FALSE
chr19_43870000_43880000_chr19_43930000_43940000	chr19	43870000	43880000	chr19	43930000	43940000	0.0779790762568403	0.32052714135557	unchanged	chr19	43879475	43879975	Dnmbp	chr19	43939941	43940441	0.023814	0.032427	0.008613	0.053441	60466	A				FALSE	FALSE
chr19_44225000_44250000_chr19_44525000_44550000	chr19	44225000	44250000	chr19	44525000	44550000	-0.0533963719628423	0.461028550954688	unchanged	chr19	44248049	44248549	Sec31b	chr19	44545614	44546114	0.031421	0.030071	-0.00135	-0.005249	297565	A				FALSE	FALSE
chr19_44240000_44250000_chr19_44400000_44410000	chr19	44240000	44250000	chr19	44400000	44410000	-0.0800460219193811	0.427025673915743	unchanged	chr19	44248049	44248549	Scd1	chr19	44407629	44408129	0.026041	0.017165	-0.008876	-0.186882	159580	A				FALSE	FALSE
chr19_44245000_44250000_chr19_44415000_44420000	chr19	44245000	44250000	chr19	44415000	44420000	-0.128419537200152	0.477449604067214	unchanged	chr19	44248049	44248549	Gm50337	chr19	44419359	44419859	0.042578	0.047194	0.004616	-0.006999	171310	A				FALSE	FALSE
chr19_44310000_44320000_chr19_44400000_44410000	chr19	44310000	44320000	chr19	44400000	44410000	-0.0979337753940132	0.205323441958227	unchanged	chr19	44314298	44315266	Scd1	chr19	44407629	44408129	0.041617	0.050705	0.009088	-0.011362	93097	A				FALSE	FALSE
chr19_44310000_44320000_chr19_44400000_44410000	chr19	44310000	44320000	chr19	44400000	44410000	-0.0979337753940132	0.205323441958227	unchanged	chr19	44400523	44401023	Gm50334	chr19	44313521	44314021	0.035751	0.025433	-0.010318	-0.183596	87002	B				FALSE	FALSE
chr19_44310000_44320000_chr19_44400000_44410000	chr19	44310000	44320000	chr19	44400000	44410000	-0.0979337753940132	0.205323441958227	unchanged	chr19	44407258	44408380	Gm50334	chr19	44313521	44314021	0.031854	0.026397	-0.005457	-0.109826	94048	B				FALSE	FALSE
chr19_44370000_44375000_chr19_44415000_44420000	chr19	44370000	44375000	chr19	44415000	44420000	-0.0849724070740361	0.388799905513099	unchanged	chr19	44372879	44373379	Gm50337	chr19	44419359	44419859	0.04528	0.036684	-0.008596	-0.111255	46480	A				FALSE	FALSE
chr19_45010000_45015000_chr19_45045000_45050000	chr19	45010000	45015000	chr19	45045000	45050000	-0.0405063692363245	0.724646866976652	unchanged	chr19	45047252	45047752	Lzts2	chr19	45014163	45014663	0.08488	0.114387	0.029507	0.238251	33089	B				FALSE	FALSE
chr19_45300000_45310000_chr19_45360000_45370000	chr19	45300000	45310000	chr19	45360000	45370000	-0.119350304034948	0.0824878882771498	unchanged	chr19	45301984	45302484	Btrc	chr19	45363483	45363983	0.054661	0.042598	-0.012063	-0.080137	61499	A				FALSE	FALSE
chr19_45360000_45370000_chr19_45430000_45440000	chr19	45360000	45370000	chr19	45430000	45440000	-0.0620271406798741	0.408294311026072	unchanged	chr19	45432257	45432757	Btrc	chr19	45363483	45363983	0.021426	0.017142	-0.004284	-0.028127	68774	B				FALSE	FALSE
chr19_45550000_45575000_chr19_45725000_45750000	chr19	45550000	45575000	chr19	45725000	45750000	0.0758746950807792	0.149589382549622	unchanged	chr19	45573798	45574298	Npm3	chr19	45749341	45749841	0.022882	0.020366	-0.002516	-0.005391	175543	A				FALSE	FALSE
chr19_45570000_45580000_chr19_45740000_45750000	chr19	45570000	45580000	chr19	45740000	45750000	0.0699385097168811	0.394657870337961	unchanged	chr19	45573798	45574298	Npm3	chr19	45749341	45749841	0.022882	0.020366	-0.002516	-0.005391	175543	A				FALSE	FALSE
chr19_45800000_45825000_chr19_45925000_45950000	chr19	45800000	45825000	chr19	45925000	45950000	-0.0277938473364244	0.692744360048987	unchanged	chr19	45937455	45937955	Kcnip2	chr19	45815811	45816311	0.029438	0.037267	0.007829	0.0434	121644	B				FALSE	FALSE
chr19_46000000_46005000_chr19_46040000_46045000	chr19	46000000	46005000	chr19	46040000	46045000	-0.0449334568293818	0.75153448982123	unchanged	chr19	46003257	46003783	Pprc1	chr19	46044635	46045135	0.022428	0.020766	-0.001662	0.017472	41365	A				FALSE	FALSE
chr19_46000000_46005000_chr19_46040000_46045000	chr19	46000000	46005000	chr19	46040000	46045000	-0.0449334568293818	0.75153448982123	unchanged	chr19	46044635	46045885	Hps6	chr19	46003257	46003757	0.055757	0.065666	0.009909	0.089385	41753	B				FALSE	FALSE
chr19_4625000_4650000_chr19_4725000_4750000	chr19	4625000	4650000	chr19	4725000	4750000	0.0127673641908245	0.859609844488524	unchanged	chr19	4745633	4746133	Rce1	chr19	4625391	4625891	0.019934	0.022551	0.002617	0.033959	120242	B				FALSE	FALSE
chr19_4625000_4650000_chr19_4725000_4750000	chr19	4625000	4650000	chr19	4725000	4750000	0.0127673641908245	0.859609844488524	unchanged	chr19	4746511	4747011	Rce1	chr19	4625391	4625891	0.023441	0.025217	0.001776	0.023856	121120	B				FALSE	FALSE
chr19_46300000_46305000_chr19_46335000_46340000	chr19	46300000	46305000	chr19	46335000	46340000	0.0668134925958075	0.597872014091053	unchanged	chr19	46338374	46338952	Nfkb2	chr19	46304069	46304569	0.054793	0.051864	-0.002929	-0.008734	34344	B				FALSE	FALSE
chr19_46390000_46400000_chr19_46440000_46450000	chr19	46390000	46400000	chr19	46440000	46450000	0.0174749616826019	0.829346029753156	unchanged	chr19	46444103	46444603	Actr1a	chr19	46395498	46395998	0.034804	0.030488	-0.004316	-0.007989	48605	B				FALSE	FALSE
chr19_46390000_46400000_chr19_46440000_46450000	chr19	46390000	46400000	chr19	46440000	46450000	0.0174749616826019	0.829346029753156	unchanged	chr19	46444103	46444603	Sufu	chr19	46396645	46397145	0.034752	0.030444	-0.004308	-0.008001	47458	B				FALSE	FALSE
chr19_46395000_46400000_chr19_46500000_46505000	chr19	46395000	46400000	chr19	46500000	46505000	0.11860479965314	0.527319016146309	unchanged	chr19	46395244	46395998	Trim8	chr19	46501451	46501951	0.028202	0.026472	-0.00173	0.002877	106080	A				FALSE	FALSE
chr19_46395000_46400000_chr19_46500000_46505000	chr19	46395000	46400000	chr19	46500000	46505000	0.11860479965314	0.527319016146309	unchanged	chr19	46396614	46397145	Trim8	chr19	46501451	46501951	0.021001	0.019292	-0.001709	-0.00385	104821.5	A				FALSE	FALSE
chr19_46395000_46400000_chr19_46500000_46505000	chr19	46395000	46400000	chr19	46500000	46505000	0.11860479965314	0.527319016146309	unchanged	chr19	46499839	46500339	Actr1a	chr19	46395498	46395998	0.022559	0.017013	-0.005546	-0.044468	104341	B				FALSE	FALSE
chr19_46395000_46400000_chr19_46500000_46505000	chr19	46395000	46400000	chr19	46500000	46505000	0.11860479965314	0.527319016146309	unchanged	chr19	46499839	46500339	Sufu	chr19	46396645	46397145	0.022566	0.017024	-0.005542	-0.044401	103194	B				FALSE	FALSE
chr19_46500000_46510000_chr19_46560000_46570000	chr19	46500000	46510000	chr19	46560000	46570000	-0.0824619513102025	0.292681916260233	unchanged	chr19	46562998	46563498	Trim8	chr19	46501451	46501951	0.037357	0.019172	-0.018185	-0.222339	61547	B				FALSE	FALSE
chr19_46750000_46775000_chr19_46850000_46875000	chr19	46750000	46775000	chr19	46850000	46875000	-0.0366405034883183	0.61303085753154	unchanged	chr19	46863192	46863692	Cnnm2	chr19	46761345	46761845	0.015502	0.02156	0.006058	0.070166	101847	B				FALSE	FALSE
chr19_46750000_46775000_chr19_46850000_46875000	chr19	46750000	46775000	chr19	46850000	46875000	-0.0366405034883183	0.61303085753154	unchanged	chr19	46869400	46869900	Cnnm2	chr19	46761345	46761845	0.021756	0.023116	0.00136	0.030382	108055	B				FALSE	FALSE
chr19_46760000_46765000_chr19_47010000_47015000	chr19	46760000	46765000	chr19	47010000	47015000	-0.2073197994252	0.239707104820776	unchanged	chr19	46761116	46761845	Ina	chr19	47014447	47014947	0.067959	0.071222	0.003263	0.139397	253216.5	A				FALSE	FALSE
chr19_46760000_46765000_chr19_47010000_47015000	chr19	46760000	46765000	chr19	47010000	47015000	-0.2073197994252	0.239707104820776	unchanged	chr19	46761116	46761845	Nt5c2	chr19	47014903	47015403	0.056999	0.054582	-0.002417	0.014475	253672.5	A				FALSE	FALSE
chr19_46760000_46765000_chr19_47010000_47015000	chr19	46760000	46765000	chr19	47010000	47015000	-0.2073197994252	0.239707104820776	unchanged	chr19	47014447	47015403	Cnnm2	chr19	46761345	46761845	0.044934	0.05881	0.013876	0.168252	253330	B				FALSE	FALSE
chr19_46875000_46900000_chr19_46975000_47000000	chr19	46875000	46900000	chr19	46975000	47000000	-0.0607921751450958	0.363913995515018	unchanged	chr19	46991091	46991591	Gm50431	chr19	46881244	46881744	0.030991	0.025818	-0.005173	-0.014347	109847	B				FALSE	FALSE
chr19_46875000_46900000_chr19_46975000_47000000	chr19	46875000	46900000	chr19	46975000	47000000	-0.0607921751450958	0.363913995515018	unchanged	chr19	46996025	46996525	Gm50431	chr19	46881244	46881744	0.028633	0.026634	-0.001999	0.005309	114781	B				FALSE	FALSE
chr19_46875000_46900000_chr19_46975000_47000000	chr19	46875000	46900000	chr19	46975000	47000000	-0.0607921751450958	0.363913995515018	unchanged	chr19	46998279	46998779	Gm50431	chr19	46881244	46881744	0.035229	0.036227	0.000998	0.029627	117035	B				FALSE	FALSE
chr19_47170000_47180000_chr19_47220000_47230000	chr19	47170000	47180000	chr19	47220000	47230000	-0.0866949110086221	0.192166359039523	unchanged	chr19	47222688	47223188	Neurl1a	chr19	47178569	47179069	0.101694	0.100978	-0.000716	-0.011501	44119	B				FALSE	FALSE
chr19_47170000_47180000_chr19_47220000_47230000	chr19	47170000	47180000	chr19	47220000	47230000	-0.0866949110086221	0.192166359039523	unchanged	chr19	47228719	47229219	Neurl1a	chr19	47178569	47179069	0.084239	0.072529	-0.01171	-0.134796	50150	B				FALSE	FALSE
chr19_47170000_47180000_chr19_47220000_47230000	chr19	47170000	47180000	chr19	47220000	47230000	-0.0866949110086221	0.192166359039523	unchanged	chr19	47229356	47229856	Neurl1a	chr19	47178569	47179069	0.09217	0.075792	-0.016378	-0.187673	50787	B				FALSE	FALSE
chr19_47350000_47360000_chr19_47460000_47470000	chr19	47350000	47360000	chr19	47460000	47470000	0.144241410477012	0.0641909935664349	unchanged	chr19	47356420	47356920	Sh3pxd2a	chr19	47464151	47464651	0.031117	0.038068	0.006951	0.020913	107731	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4810000_4820000	chr19	4750000	4760000	chr19	4810000	4820000	-0.0536769504931532	0.461264633701508	unchanged	chr19	4755583	4756083	Gm21992	chr19	4811362	4811862	0.030389	0.028701	-0.001688	0.001911	55779	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4810000_4820000	chr19	4750000	4760000	chr19	4810000	4820000	-0.0536769504931532	0.461264633701508	unchanged	chr19	4756242	4756746	Gm21992	chr19	4811362	4811862	0.031345	0.031363	1.8e-05	0.027949	55118	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4810000_4820000	chr19	4750000	4760000	chr19	4810000	4820000	-0.0536769504931532	0.461264633701508	unchanged	chr19	4755583	4756083	Rbm14	chr19	4811384	4811884	0.03039	0.028703	-0.001687	0.001909	55801	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4810000_4820000	chr19	4750000	4760000	chr19	4810000	4820000	-0.0536769504931532	0.461264633701508	unchanged	chr19	4756242	4756746	Rbm14	chr19	4811384	4811884	0.031347	0.031365	1.8e-05	0.027947	55140	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4810000_4820000	chr19	4750000	4760000	chr19	4810000	4820000	-0.0536769504931532	0.461264633701508	unchanged	chr19	4811164	4811884	Rbm4b	chr19	4756246	4756746	0.055413	0.055512	9.9e-05	0.003197	55028	B				FALSE	FALSE
chr19_4750000_4760000_chr19_4850000_4860000	chr19	4750000	4760000	chr19	4850000	4860000	-0.0249201387207519	0.777140307152808	unchanged	chr19	4755583	4756083	Ctsf	chr19	4854879	4855379	0.026534	0.02269	-0.003844	-0.05173	99296	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4850000_4860000	chr19	4750000	4760000	chr19	4850000	4860000	-0.0249201387207519	0.777140307152808	unchanged	chr19	4756242	4756746	Ctsf	chr19	4854879	4855379	0.027366	0.024794	-0.002572	-0.037476	98635	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4850000_4860000	chr19	4750000	4760000	chr19	4850000	4860000	-0.0249201387207519	0.777140307152808	unchanged	chr19	4854879	4855613	Rbm4b	chr19	4756246	4756746	0.025684	0.01795	-0.007734	-0.113222	98750	B				FALSE	FALSE
chr19_4750000_4760000_chr19_4960000_4970000	chr19	4750000	4760000	chr19	4960000	4970000	-0.10563930638812	0.212496289001772	unchanged	chr19	4755583	4756083	Mrpl11	chr19	4961896	4962396	0.020431	0.020971	0.00054	0.004389	206313	A				FALSE	FALSE
chr19_4750000_4760000_chr19_4960000_4970000	chr19	4750000	4760000	chr19	4960000	4970000	-0.10563930638812	0.212496289001772	unchanged	chr19	4756242	4756746	Mrpl11	chr19	4961896	4962396	0.021073	0.022912	0.001839	0.020305	205652	A				FALSE	FALSE
chr19_4755000_4760000_chr19_4790000_4795000	chr19	4755000	4760000	chr19	4790000	4795000	-0.0663239778093406	0.59827073894717	unchanged	chr19	4755583	4756083	Rbm4	chr19	4793651	4794151	0.026138	0.032163	0.006025	0.077897	38068	A				FALSE	FALSE
chr19_4755000_4760000_chr19_4790000_4795000	chr19	4755000	4760000	chr19	4790000	4795000	-0.0663239778093406	0.59827073894717	unchanged	chr19	4756242	4756746	Rbm4	chr19	4793651	4794151	0.027001	0.035181	0.00818	0.107499	37407	A				FALSE	FALSE
chr19_4755000_4760000_chr19_4790000_4795000	chr19	4755000	4760000	chr19	4790000	4795000	-0.0663239778093406	0.59827073894717	unchanged	chr19	4793651	4794219	Rbm4b	chr19	4756246	4756746	0.035417	0.043469	0.008052	0.119826	37439	B				FALSE	FALSE
chr19_4755000_4760000_chr19_4905000_4910000	chr19	4755000	4760000	chr19	4905000	4910000	0.230482109890681	0.0845900729020598	unchanged	chr19	4755583	4756083	Bbs1	chr19	4906378	4906878	0.02796	0.030583	0.002623	0.014297	150795	A				FALSE	FALSE
chr19_4755000_4760000_chr19_4905000_4910000	chr19	4755000	4760000	chr19	4905000	4910000	0.230482109890681	0.0845900729020598	unchanged	chr19	4756242	4756746	Bbs1	chr19	4906378	4906878	0.028836	0.033412	0.004576	0.033835	150134	A				FALSE	FALSE
chr19_47575000_47600000_chr19_47725000_47750000	chr19	47575000	47600000	chr19	47725000	47750000	-0.1871603019885	0.0087731009661062	down_in_mutant	chr19	47579264	47579927	Sfr1	chr19	47731431	47731931	0.036542	0.028873	-0.007669	-0.045768	152085.5	A				TRUE	FALSE
chr19_47575000_47600000_chr19_47725000_47750000	chr19	47575000	47600000	chr19	47725000	47750000	-0.1871603019885	0.0087731009661062	down_in_mutant	chr19	47731293	47731931	Slk	chr19	47579427	47579927	0.098155	0.079798	-0.018357	-0.082517	151935	B				TRUE	FALSE
chr19_47650000_47675000_chr19_47925000_47950000	chr19	47650000	47675000	chr19	47925000	47950000	0.0222423320736242	0.833455140306239	unchanged	chr19	47668443	47669274	Cfap58	chr19	47937424	47937924	0.03517	0.045662	0.010492	0.019721	268815.5	A				FALSE	FALSE
chr19_47655000_47660000_chr19_47730000_47735000	chr19	47655000	47660000	chr19	47730000	47735000	0.100114757367375	0.472334081070101	unchanged	chr19	47658789	47659289	Sfr1	chr19	47731431	47731931	0.011564	0.022095	0.010531	0.048953	72642	A				FALSE	FALSE
chr19_47725000_47750000_chr19_47850000_47875000	chr19	47725000	47750000	chr19	47850000	47875000	-0.0537782352235237	0.370325688220027	unchanged	chr19	47731293	47731931	Gsto1	chr19	47854719	47855219	0.044599	0.039463	-0.005136	-0.032837	123357	A				FALSE	FALSE
chr19_47725000_47750000_chr19_47850000_47875000	chr19	47725000	47750000	chr19	47850000	47875000	-0.0537782352235237	0.370325688220027	unchanged	chr19	47731293	47731931	Gsto2	chr19	47865283	47865783	0.041042	0.03608	-0.004962	-0.045185	133921	A				FALSE	FALSE
chr19_47725000_47750000_chr19_47850000_47875000	chr19	47725000	47750000	chr19	47850000	47875000	-0.0537782352235237	0.370325688220027	unchanged	chr19	47865283	47865931	Sfr1	chr19	47731431	47731931	0.050942	0.034237	-0.016705	-0.093241	133926	B				FALSE	FALSE
chr19_5115000_5120000_chr19_5150000_5155000	chr19	5115000	5120000	chr19	5150000	5155000	0.0089355336876871	0.946650180092056	unchanged	chr19	5151311	5151811	Klc2	chr19	5118310	5118810	0.040557	0.039292	-0.001265	-0.030193	33001	B				FALSE	FALSE
chr19_53025000_53050000_chr19_53125000_53150000	chr19	53025000	53050000	chr19	53125000	53150000	-0.108036192781116	0.072751536871834	unchanged	chr19	53038348	53038848	Add3	chr19	53140192	53140692	0.057293	0.053012	-0.004281	-0.151096	101844	A				FALSE	FALSE
chr19_53025000_53050000_chr19_53125000_53150000	chr19	53025000	53050000	chr19	53125000	53150000	-0.108036192781116	0.072751536871834	unchanged	chr19	53038348	53038848	Gm30381	chr19	53128433	53128933	0.053862	0.052147	-0.001715	-0.030661	90085	A				FALSE	FALSE
chr19_53025000_53050000_chr19_53125000_53150000	chr19	53025000	53050000	chr19	53125000	53150000	-0.108036192781116	0.072751536871834	unchanged	chr19	53141368	53141868	Xpnpep1	chr19	53039964	53040464	0.029161	0.023433	-0.005728	-0.07072	101404	B				FALSE	FALSE
chr19_53025000_53050000_chr19_53125000_53150000	chr19	53025000	53050000	chr19	53125000	53150000	-0.108036192781116	0.072751536871834	unchanged	chr19	53142358	53142858	Xpnpep1	chr19	53039964	53040464	0.11317	0.099024	-0.014146	-0.215726	102394	B				FALSE	FALSE
chr19_53025000_53050000_chr19_53600000_53625000	chr19	53025000	53050000	chr19	53600000	53625000	-0.200850820859339	0.0155075904720683	down_in_mutant	chr19	53599833	53601138	Xpnpep1	chr19	53039964	53040464	0.005508	0.022504	0.016996	0.117999	560271.5	B				TRUE	FALSE
chr19_53030000_53040000_chr19_53140000_53150000	chr19	53030000	53040000	chr19	53140000	53150000	-0.135001774681668	0.064505261019202	unchanged	chr19	53038348	53038848	Add3	chr19	53140192	53140692	0.057293	0.053012	-0.004281	-0.151096	101844	A				FALSE	FALSE
chr19_53030000_53040000_chr19_53140000_53150000	chr19	53030000	53040000	chr19	53140000	53150000	-0.135001774681668	0.064505261019202	unchanged	chr19	53141368	53141868	Xpnpep1	chr19	53039964	53040464	0.029161	0.023433	-0.005728	-0.07072	101404	B				FALSE	FALSE
chr19_53030000_53040000_chr19_53140000_53150000	chr19	53030000	53040000	chr19	53140000	53150000	-0.135001774681668	0.064505261019202	unchanged	chr19	53142358	53142858	Xpnpep1	chr19	53039964	53040464	0.11317	0.099024	-0.014146	-0.215726	102394	B				FALSE	FALSE
chr19_53035000_53040000_chr19_53075000_53080000	chr19	53035000	53040000	chr19	53075000	53080000	-0.147475979477014	0.174231132029966	unchanged	chr19	53076330	53076830	Xpnpep1	chr19	53039964	53040464	0.15018	0.113388	-0.036792	-0.417213	36366	B				FALSE	FALSE
