GROUP	chr	mid	bin_start	ctrl_label	mut_label	anchor_side	timepoint	transition
clust4	chr11	31615000	31600001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	31612500	31600001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	31795000	31700001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	31712500	31700001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31777500	31700001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31795000	31700001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31875000	31800001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31852500	31800001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31875000	31800001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	31875000	31800001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	31962500	31900001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	31962500	31900001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31937500	31900001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	31945000	31900001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31947500	31900001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	31917500	31900001	A.1	A.1	anchor2	250402	Stable
clust6	chr11	32162500	32100001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	32165000	32100001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	32162500	32100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	32137500	32100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	32162500	32100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	32155000	32100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	32262500	32200001	A.2	A.2	anchor2	250402	Stable
clust4	chr11	32237500	32200001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	32285000	32200001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	32252500	32200001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	32322500	32300001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	32445000	32400001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	32592500	32500001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	32587500	32500001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	32587500	32500001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	32532500	32500001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	32587500	32500001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	32587500	32500001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	32592500	32500001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	32622500	32600001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	32677500	32600001	A.1	A.1	anchor2	250402	Stable
clust6	chr11	32715000	32700001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	32712500	32700001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	32705000	32700001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	32707500	32700001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	32712500	32700001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	32707500	32700001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	32705000	32700001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	32962500	32900001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	32955000	32900001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	32962500	32900001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	32962500	32900001	B.1	A.2	anchor2	250402	B_to_A
clust3	chr11	32955000	32900001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	32955000	32900001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	32955000	32900001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	33162500	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33137500	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33162500	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33165000	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33162500	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33137500	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33145000	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33137500	33100001	B.1	B.1	anchor2	250402	Stable
clust4	chr11	33145000	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33137500	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33145000	33100001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	33137500	33100001	B.1	B.1	anchor2	250402	Stable
clust6	chr11	33295000	33200001	A.2	B.1	anchor2	250402	A_to_B
clust6	chr11	33295000	33200001	A.2	B.1	anchor2	250402	A_to_B
clust6	chr11	33287500	33200001	A.2	B.1	anchor2	250402	A_to_B
clust3	chr11	33202500	33200001	A.2	B.1	anchor2	250402	A_to_B
clust3	chr11	33387500	33300001	A.2	B.1	anchor2	250402	A_to_B
clust6	chr11	33435000	33400001	A.2	B.1	anchor2	250402	A_to_B
clust3	chr11	33435000	33400001	A.2	B.1	anchor2	250402	A_to_B
clust6	chr11	33555000	33500001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	33612500	33600001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	33722500	33700001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	33712500	33700001	B.1	A.2	anchor2	250402	B_to_A
clust4	chr11	33822500	33800001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	33825000	33800001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	33845000	33800001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	33837500	33800001	B.1	A.2	anchor2	250402	B_to_A
clust5	chr11	33925000	33900001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	33912500	33900001	B.2	B.1	anchor2	250402	Within_B
clust1	chr11	33915000	33900001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	33922500	33900001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	34005000	34000001	B.2	B.1	anchor2	250402	Within_B
clust3	chr11	34212500	34200001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	34212500	34200001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	34212500	34200001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	34212500	34200001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	34815000	34800001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	34812500	34800001	B.2	B.1	anchor2	250402	Within_B
clust5	chr11	34805000	34800001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	34812500	34800001	B.2	B.1	anchor2	250402	Within_B
clust2	chr11	35087500	35000001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	35115000	35100001	B.2	B.1	anchor2	250402	Within_B
clust3	chr11	35235000	35200001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	35305000	35300001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	35312500	35300001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	35335000	35300001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	35337500	35300001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	35305000	35300001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	35337500	35300001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	35452500	35400001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35447500	35400001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35462500	35400001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35437500	35400001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35412500	35400001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35447500	35400001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35405000	35400001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35412500	35400001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35407500	35400001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35407500	35400001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35412500	35400001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35542500	35500001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35687500	35600001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35662500	35600001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35665000	35600001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35695000	35600001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35687500	35600001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35665000	35600001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35662500	35600001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35665000	35600001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35662500	35600001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	35662500	35600001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35665000	35600001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	35737500	35700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35765000	35700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35835000	35800001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35837500	35800001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	35835000	35800001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	35987500	35900001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	35987500	35900001	B.1	A.2	anchor2	250402	B_to_A
clust5	chr11	35995000	35900001	B.1	A.2	anchor2	250402	B_to_A
clust6	chr11	36005000	36000001	B.1	A.2	anchor2	250402	B_to_A
clust6	chr11	36012500	36000001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	36005000	36000001	B.1	A.2	anchor2	250402	B_to_A
clust4	chr11	36012500	36000001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	36215000	36200001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	36212500	36200001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	36525000	36500001	B.2	B.1	anchor2	250402	Within_B
clust2	chr11	36512500	36500001	B.2	B.1	anchor2	250402	Within_B
clust2	chr11	36537500	36500001	B.2	B.1	anchor2	250402	Within_B
clust1	chr11	36512500	36500001	B.2	B.1	anchor2	250402	Within_B
clust1	chr11	36512500	36500001	B.2	B.1	anchor2	250402	Within_B
clust1	chr11	36537500	36500001	B.2	B.1	anchor2	250402	Within_B
clust3	chr11	36527500	36500001	B.2	B.1	anchor2	250402	Within_B
clust1	chr11	36662500	36600001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	36687500	36600001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	36687500	36600001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	36662500	36600001	B.1	B.1	anchor2	250402	Stable
clust6	chr11	36677500	36600001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	36687500	36600001	B.1	B.1	anchor2	250402	Stable
clust6	chr11	37187500	37100001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	37187500	37100001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	37237500	37200001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	37362500	37300001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	37362500	37300001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	40137500	40100001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	40137500	40100001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	40145000	40100001	B.2	B.2	anchor2	250402	Stable
clust5	chr11	40145000	40100001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	40137500	40100001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	40587500	40500001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	40587500	40500001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	40587500	40500001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	40587500	40500001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	40587500	40500001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	40687500	40600001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	40605000	40600001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	40612500	40600001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	40605000	40600001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	40612500	40600001	B.2	B.2	anchor2	250402	Stable
clust6	chr11	40602500	40600001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	40612500	40600001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	40605000	40600001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	40755000	40700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	40735000	40700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	41595000	41500001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	41912500	41900001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42062500	42000001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	42072500	42000001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42062500	42000001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42062500	42000001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42175000	42100001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42112500	42100001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	42175000	42100001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42162500	42100001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42162500	42100001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42137500	42100001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42175000	42100001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	42387500	42300001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42315000	42300001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42312500	42300001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42312500	42300001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	42412500	42400001	A.1	A.1	anchor2	250402	Stable
clust6	chr11	42412500	42400001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	42412500	42400001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	42425000	42400001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	42412500	42400001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	42415000	42400001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	42412500	42400001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	42462500	42400001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	42505000	42500001	A.1	A.1	anchor2	250402	Stable
clust6	chr11	42637500	42600001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	42612500	42600001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	42612500	42600001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	42615000	42600001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	42605000	42600001	A.1	A.1	anchor2	250402	Stable
clust6	chr11	42755000	42700001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	42755000	42700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42755000	42700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42762500	42700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42762500	42700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42757500	42700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42755000	42700001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	42925000	42900001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42912500	42900001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	42912500	42900001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	42917500	42900001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42915000	42900001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	42912500	42900001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	42912500	42900001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	42915000	42900001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	43055000	43000001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43057500	43000001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43055000	43000001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43262500	43200001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43262500	43200001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43262500	43200001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43265000	43200001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	43347500	43300001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	43345000	43300001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	43345000	43300001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	43337500	43300001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43345000	43300001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43362500	43300001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	43345000	43300001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43412500	43400001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43412500	43400001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	43412500	43400001	A.2	A.2	anchor2	250402	Stable
clust6	chr11	43412500	43400001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	43412500	43400001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	43527500	43500001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43587500	43500001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	43587500	43500001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43585000	43500001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43682500	43600001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	43615000	43600001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43685000	43600001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43672500	43600001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43737500	43700001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43712500	43700001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	43747500	43700001	A.1	A.1	anchor2	250402	Stable
clust4	chr11	44215000	44200001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	44215000	44200001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	44337500	44300001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	44337500	44300001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	44327500	44300001	B.2	B.2	anchor2	250402	Stable
clust5	chr11	44332500	44300001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	44462500	44400001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	44452500	44400001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	44455000	44400001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	44512500	44500001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	44525000	44500001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	44697500	44600001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	44867500	44800001	B.1	A.2	anchor2	250402	B_to_A
clust4	chr11	44835000	44800001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	45012500	45000001	B.2	B.1	anchor2	250402	Within_B
clust2	chr11	45005000	45000001	B.2	B.1	anchor2	250402	Within_B
clust1	chr11	45462500	45400001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	45475000	45400001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	45462500	45400001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	45537500	45500001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	45537500	45500001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	45537500	45500001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	45542500	45500001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	45535000	45500001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	45687500	45600001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	45675000	45600001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	45687500	45600001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	45887500	45800001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	45885000	45800001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	45887500	45800001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	45862500	45800001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	45887500	45800001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	45885000	45800001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	45885000	45800001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	46112500	46100001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	46127500	46100001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	46215000	46200001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	46215000	46200001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	46215000	46200001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	46315000	46300001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	46437500	46400001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	46437500	46400001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	46432500	46400001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	46437500	46400001	B.2	B.2	anchor2	250402	Stable
clust5	chr11	48595000	48500001	B.2	B.2	anchor2	250402	Stable
clust5	chr11	48587500	48500001	B.2	B.2	anchor2	250402	Stable
clust5	chr11	48762500	48700001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	48812500	48800001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	48855000	48800001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	48857500	48800001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	49115000	49100001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	49112500	49100001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	49112500	49100001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	49185000	49100001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	49107500	49100001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	49205000	49200001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	49245000	49200001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	49202500	49200001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	49212500	49200001	B.1	B.1	anchor2	250402	Stable
clust2	chr11	49265000	49200001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	49287500	49200001	B.1	B.1	anchor2	250402	Stable
clust3	chr11	49242500	49200001	B.1	B.1	anchor2	250402	Stable
clust1	chr11	49687500	49600001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	49712500	49700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	49712500	49700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	49797500	49700001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	49862500	49800001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	49845000	49800001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	49865000	49800001	A.2	A.2	anchor2	250402	Stable
clust1	chr11	49837500	49800001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	49872500	49800001	A.2	A.2	anchor2	250402	Stable
clust2	chr11	49847500	49800001	A.2	A.2	anchor2	250402	Stable
clust3	chr11	49955000	49900001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	49955000	49900001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50012500	50000001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50067500	50000001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50095000	50000001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50137500	50100001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50137500	50100001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50135000	50100001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50125000	50100001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50132500	50100001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50112500	50100001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50235000	50200001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50225000	50200001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50292500	50200001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50362500	50300001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50337500	50300001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50362500	50300001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50365000	50300001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50377500	50300001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50365000	50300001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50375000	50300001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	50362500	50300001	A.1	A.1	anchor2	250402	Stable
clust3	chr11	50327500	50300001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	50375000	50300001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	50605000	50600001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50672500	50600001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50675000	50600001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	50675000	50600001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50765000	50700001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50762500	50700001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50762500	50700001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50765000	50700001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50765000	50700001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50887500	50800001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50937500	50900001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50912500	50900001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	50935000	50900001	B.1	A.2	anchor2	250402	B_to_A
clust1	chr11	51062500	51000001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	51062500	51000001	B.2	B.2	anchor2	250402	Stable
clust4	chr11	51035000	51000001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	51055000	51000001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	51037500	51000001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	51262500	51200001	B.2	B.2	anchor2	250402	Stable
clust3	chr11	51262500	51200001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	51262500	51200001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	51265000	51200001	B.2	B.2	anchor2	250402	Stable
clust1	chr11	51255000	51200001	B.2	B.2	anchor2	250402	Stable
clust2	chr11	51395000	51300001	B.1	A.2	anchor2	250402	B_to_A
clust2	chr11	51395000	51300001	B.1	A.2	anchor2	250402	B_to_A
clust4	chr11	51445000	51400001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	51447500	51400001	B.2	B.1	anchor2	250402	Within_B
clust2	chr11	51437500	51400001	B.2	B.1	anchor2	250402	Within_B
clust3	chr11	51535000	51500001	B.2	B.1	anchor2	250402	Within_B
clust3	chr11	51537500	51500001	B.2	B.1	anchor2	250402	Within_B
clust1	chr11	51537500	51500001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	51535000	51500001	B.2	B.1	anchor2	250402	Within_B
clust4	chr11	51537500	51500001	B.2	B.1	anchor2	250402	Within_B
clust5	chr11	51537500	51500001	B.2	B.1	anchor2	250402	Within_B
clust3	chr11	51687500	51600001	A.1	A.1	anchor2	250402	Stable
clust2	chr11	51682500	51600001	A.1	A.1	anchor2	250402	Stable
clust1	chr11	51865000	51800001	A.2	A.1	anchor2	250402	Within_A
