stripe_id	direction	body_bins	frac_A1	frac_A2	frac_B1	frac_B2	timepoint
stripe_4206	gained	20	0.65	0.35	0	0	250402
stripe_4207	lost	20	0.65	0.35	0	0	250402
stripe_4208	unchanged	19	0.6842	0.3158	0	0	250402
stripe_4209	lost	15	0.6667	0.3333	0	0	250402
stripe_4210	gained	16	0.625	0.375	0	0	250402
stripe_2067	lost	17	0.6471	0.3529	0	0	250402
stripe_2068	gained	17	0.6471	0.3529	0	0	250402
stripe_4211	unchanged	11	0.6364	0.3636	0	0	250402
stripe_4214	unchanged	15	0.6	0.4	0	0	250402
stripe_4216	unchanged	12	0.6667	0.3333	0	0	250402
stripe_4217	unchanged	14	0.5714	0.4286	0	0	250402
stripe_4212	gained	7	0.7143	0.2857	0	0	250402
stripe_4213	gained	10	0.5	0.5	0	0	250402
stripe_4215	gained	6	0.3333	0.6667	0	0	250402
stripe_2072	gained	13	0.3846	0.5385	0.0769	0	250402
stripe_4219	unchanged	5	0.6	0.4	0	0	250402
stripe_4221	lost	7	0.7143	0.2857	0	0	250402
stripe_4222	gained	7	0.7143	0.2857	0	0	250402
stripe_4223	unchanged	7	0.7143	0.2857	0	0	250402
stripe_4218	unchanged	8	0.75	0.25	0	0	250402
stripe_4220	unchanged	11	0.7273	0.2727	0	0	250402
stripe_4226	unchanged	8	0.625	0.375	0	0	250402
stripe_4227	unchanged	9	0.6667	0.3333	0	0	250402
stripe_4224	lost	7	0.5714	0.4286	0	0	250402
stripe_4225	unchanged	5	0.8	0.2	0	0	250402
stripe_4229	gained	7	0.4286	0	0.1429	0.4286	250402
stripe_4228	unchanged	10	0.2	0	0.5	0.3	250402
stripe_4231	unchanged	6	0	0	0.8333	0.1667	250402
stripe_4230	unchanged	5	0	0	1	0	250402
stripe_4232	gained	4	0.25	0	0.75	0	250402
stripe_4235	unchanged	8	0.5	0	0.5	0	250402
stripe_4233	unchanged	6	0.6667	0	0.3333	0	250402
stripe_4234	gained	5	0.6	0	0.4	0	250402
stripe_4237	unchanged	8	0.25	0.375	0	0.375	250402
stripe_4236	lost	8	0	0.375	0	0.625	250402
stripe_4238	unchanged	11	0.1818	0	0	0.8182	250402
stripe_4239	lost	8	0.25	0	0	0.75	250402
stripe_4241	unchanged	5	0.4	0	0	0.6	250402
stripe_4240	lost	4	0.5	0	0	0.5	250402
stripe_4242	unchanged	5	0.4	0.4	0	0.2	250402
stripe_4243	lost	5	0.2	0.6	0.2	0	250402
stripe_4244	unchanged	4	1	0	0	0	250402
stripe_4247	gained	4	1	0	0	0	250402
stripe_4245	gained	3	1	0	0	0	250402
stripe_4246	unchanged	3	1	0	0	0	250402
stripe_4248	lost	4	0.5	0	0.5	0	250402
stripe_4259	lost	18	0.5556	0.2222	0.2222	0	250402
stripe_4249	gained	9	0.8889	0	0.1111	0	250402
stripe_4252	unchanged	6	0.8333	0	0.1667	0	250402
stripe_4257	unchanged	12	0.8333	0.0833	0.0833	0	250402
stripe_4253	lost	7	1	0	0	0	250402
stripe_4250	unchanged	8	1	0	0	0	250402
stripe_4251	unchanged	6	1	0	0	0	250402
stripe_4255	unchanged	5	1	0	0	0	250402
stripe_4254	lost	4	1	0	0	0	250402
stripe_4256	lost	9	0.2222	0.4444	0.3333	0	250402
stripe_4260	unchanged	6	0	0.6667	0.3333	0	250402
stripe_2085	unchanged	10	0.5	0.2	0.3	0	250402
stripe_4258	unchanged	9	0.5556	0.2222	0.2222	0	250402
stripe_4264	lost	7	0.7143	0.1429	0.1429	0	250402
stripe_4261	unchanged	5	1	0	0	0	250402
stripe_4262	unchanged	6	0.6667	0.3333	0	0	250402
stripe_4263	gained	5	0.6	0.4	0	0	250402
stripe_4265	unchanged	7	0.8571	0.1429	0	0	250402
stripe_4266	unchanged	5	1	0	0	0	250402
stripe_4274	unchanged	14	1	0	0	0	250402
stripe_4267	unchanged	5	1	0	0	0	250402
stripe_4272	unchanged	8	1	0	0	0	250402
stripe_4268	unchanged	12	1	0	0	0	250402
stripe_4269	gained	12	1	0	0	0	250402
stripe_4270	lost	10	1	0	0	0	250402
stripe_4271	lost	6	1	0	0	0	250402
stripe_4275	unchanged	11	1	0	0	0	250402
stripe_4273	lost	9	1	0	0	0	250402
stripe_4280	lost	12	0.6667	0.3333	0	0	250402
stripe_4279	lost	9	0.5556	0.4444	0	0	250402
stripe_4276	unchanged	11	0.4545	0.3636	0.1818	0	250402
stripe_2088	unchanged	11	0.4545	0.3636	0.1818	0	250402
stripe_4277	unchanged	9	0.5556	0.3333	0.1111	0	250402
stripe_4278	unchanged	5	0.8	0.2	0	0	250402
stripe_4282	unchanged	5	0.8	0.2	0	0	250402
stripe_4281	unchanged	7	0.7143	0	0.2857	0	250402
stripe_2092	gained	18	0	0	0.1667	0.8333	250402
stripe_2090	gained	23	0.2609	0	0.087	0.6522	250402
stripe_2091	gained	8	0	0	0	1	250402
stripe_4283	unchanged	11	0	0	0.1818	0.8182	250402
stripe_2094	unchanged	33	0.303	0.2121	0.3939	0.0909	250402
stripe_4291	gained	11	0.1818	0.3636	0.1818	0.2727	250402
stripe_4292	unchanged	12	0.0833	0.3333	0.3333	0.25	250402
stripe_4294	unchanged	13	0.0769	0.3077	0.3846	0.2308	250402
stripe_4295	unchanged	14	0.0714	0.2857	0.4286	0.2143	250402
stripe_4288	lost	6	0	0.6667	0	0.3333	250402
stripe_4284	unchanged	10	0	0.4	0.5	0.1	250402
stripe_4285	gained	14	0	0.3571	0.6429	0	250402
stripe_4296	lost	12	0	0.4167	0.5833	0	250402
stripe_4286	unchanged	11	0	0.3636	0.6364	0	250402
stripe_4287	gained	11	0	0.1818	0.8182	0	250402
stripe_4289	gained	7	0	0.1429	0.8571	0	250402
stripe_4290	unchanged	7	0	0	1	0	250402
stripe_4293	lost	9	0	0.2222	0.7778	0	250402
stripe_4297	gained	9	0.4444	0.2222	0.3333	0	250402
stripe_4298	gained	5	0	0.4	0.6	0	250402
stripe_4301	unchanged	9	0.5556	0.1111	0.3333	0	250402
stripe_4300	gained	5	0.8	0	0.2	0	250402
stripe_4299	lost	4	1	0	0	0	250402
stripe_4302	lost	10	0.4	0.2	0.4	0	250402
stripe_4303	unchanged	8	0.25	0.25	0.5	0	250402
stripe_4304	lost	3	0	0.6667	0.3333	0	250402
stripe_4305	unchanged	6	0.8333	0.1667	0	0	250402
stripe_4306	unchanged	5	0.8	0.2	0	0	250402
stripe_4309	gained	10	0.3	0.3	0.4	0	250402
stripe_4307	unchanged	4	0.5	0.5	0	0	250402
stripe_2102	lost	12	0.25	0.3333	0.4167	0	250402
stripe_4311	gained	10	0.3	0.2	0.5	0	250402
stripe_4312	gained	11	0.2727	0.2727	0.4545	0	250402
stripe_4313	unchanged	11	0.2727	0.2727	0.4545	0	250402
stripe_4310	unchanged	7	0.2857	0	0.7143	0	250402
stripe_4308	gained	7	0	0.2857	0.7143	0	250402
stripe_4319	gained	8	1	0	0	0	250402
stripe_4321	unchanged	9	1	0	0	0	250402
stripe_4315	gained	4	1	0	0	0	250402
stripe_4318	lost	6	1	0	0	0	250402
stripe_4314	unchanged	6	1	0	0	0	250402
stripe_4317	unchanged	5	1	0	0	0	250402
stripe_4320	lost	5	1	0	0	0	250402
stripe_4316	unchanged	4	1	0	0	0	250402
stripe_4323	gained	10	0.8	0	0.2	0	250402
stripe_4322	gained	5	0.6	0	0.4	0	250402
stripe_2108	lost	5	0.6	0	0.4	0	250402
stripe_4324	unchanged	3	0.3333	0.6667	0	0	250402
stripe_4326	gained	7	0.5714	0.4286	0	0	250402
stripe_4325	unchanged	6	0.5	0.5	0	0	250402
stripe_2109	gained	15	0	0	0.0667	0.9333	250402
stripe_4327	unchanged	3	0	0	0.6667	0.3333	250402
stripe_4328	unchanged	5	0	0.4	0.4	0.2	250402
stripe_4329	unchanged	4	0	0.5	0.5	0	250402
stripe_4331	unchanged	15	0	0.1333	0.1333	0.7333	250402
stripe_4330	lost	16	0	0.125	0	0.875	250402
stripe_4332	gained	3	0	0.3333	0	0.6667	250402
stripe_4333	gained	5	0	0	0.8	0.2	250402
stripe_2111	gained	19	0	0.2105	0.3684	0.4211	250402
stripe_4334	unchanged	15	0	0.2667	0.2667	0.4667	250402
stripe_4335	gained	6	0.5	0.3333	0.1667	0	250402
stripe_2113	lost	6	0.5	0.3333	0.1667	0	250402
stripe_2117	gained	21	0.2857	0.381	0.0476	0.2857	250402
stripe_4336	unchanged	11	0	0.3636	0.0909	0.5455	250402
stripe_4337	lost	13	0	0.4615	0.0769	0.4615	250402
stripe_4338	unchanged	9	0	0.2222	0.1111	0.6667	250402
stripe_4341	unchanged	14	0	0.5	0.0714	0.4286	250402
stripe_4339	unchanged	5	0	0.8	0	0.2	250402
stripe_4347	unchanged	11	0.3636	0.6364	0	0	250402
stripe_4340	gained	8	0.5	0.5	0	0	250402
stripe_4343	gained	5	0.6	0.4	0	0	250402
stripe_4345	unchanged	5	0.8	0.2	0	0	250402
stripe_4342	unchanged	12	0.75	0.25	0	0	250402
stripe_4346	gained	3	0.6667	0.3333	0	0	250402
stripe_4344	unchanged	5	0.4	0.6	0	0	250402
stripe_4348	unchanged	14	0.9286	0.0714	0	0	250402
stripe_4349	unchanged	13	1	0	0	0	250402
stripe_4350	lost	8	1	0	0	0	250402
stripe_2121	unchanged	12	1	0	0	0	250402
stripe_4351	gained	9	1	0	0	0	250402
stripe_4356	gained	10	1	0	0	0	250402
stripe_4352	unchanged	9	1	0	0	0	250402
stripe_4355	lost	7	1	0	0	0	250402
stripe_4353	gained	3	1	0	0	0	250402
stripe_4354	unchanged	5	1	0	0	0	250402
stripe_4357	lost	12	0.25	0.25	0.5	0	250402
stripe_4358	lost	16	0.4375	0.1875	0.375	0	250402
stripe_4359	gained	16	0.375	0.25	0.375	0	250402
stripe_2125	gained	13	0.6154	0.3077	0.0769	0	250402
stripe_4361	gained	8	0.75	0.25	0	0	250402
stripe_4362	lost	12	0.6667	0.3333	0	0	250402
stripe_4363	gained	12	0.6667	0.3333	0	0	250402
stripe_4366	gained	14	0.7143	0.2857	0	0	250402
stripe_4368	gained	16	0.75	0.25	0	0	250402
stripe_4364	unchanged	12	0.6667	0.3333	0	0	250402
stripe_4360	unchanged	12	0.6667	0.3333	0	0	250402
stripe_4367	gained	7	0.7143	0.2857	0	0	250402
stripe_4365	unchanged	4	1	0	0	0	250402
stripe_4369	gained	14	0.5	0	0.4286	0.0714	250402
stripe_4370	unchanged	9	0.4444	0	0.5556	0	250402
stripe_4372	gained	8	0.875	0	0.125	0	250402
stripe_4371	unchanged	12	0.5	0.0833	0	0.4167	250402
stripe_4373	unchanged	11	0	0.0909	0.2727	0.6364	250402
stripe_4374	unchanged	14	0.0714	0	0.4286	0.5	250402
stripe_4375	unchanged	14	0.2857	0.3571	0.3571	0	250402
stripe_4377	unchanged	10	0.2	0.3	0.5	0	250402
stripe_4378	gained	10	0.2	0.3	0.5	0	250402
stripe_4376	gained	7	0.2857	0.2857	0.4286	0	250402
stripe_4379	lost	3	0.6667	0.3333	0	0	250402
stripe_4380	unchanged	8	0.25	0.375	0.375	0	250402
stripe_4381	unchanged	4	0.5	0	0.5	0	250402
stripe_4382	lost	19	0.2105	0.5789	0.1053	0.1053	250402
stripe_4383	gained	18	0.2222	0.6111	0.1111	0.0556	250402
stripe_4384	unchanged	18	0.2222	0.6111	0.1111	0.0556	250402
stripe_2135	unchanged	4	0	1	0	0	250402
stripe_4385	unchanged	16	0.25	0.5625	0.125	0.0625	250402
stripe_4387	gained	6	0	0.6667	0.3333	0	250402
stripe_4389	lost	10	0.2	0.6	0.2	0	250402
stripe_4386	unchanged	12	0.3333	0.5	0.0833	0.0833	250402
stripe_4390	unchanged	7	0.2857	0.7143	0	0	250402
stripe_4392	unchanged	9	0.3333	0.6667	0	0	250402
stripe_4388	unchanged	6	0.5	0.5	0	0	250402
stripe_4391	lost	4	0.5	0.5	0	0	250402
stripe_2139	gained	26	0	0	0.3846	0.6154	250402
stripe_4393	lost	18	0	0	0.2778	0.7222	250402
stripe_2144	unchanged	23	0.4348	0	0.3913	0.1739	250402
stripe_4395	unchanged	11	0.2727	0	0.6364	0.0909	250402
stripe_4396	gained	9	0.3333	0	0.6667	0	250402
stripe_4398	unchanged	10	0.5	0	0.5	0	250402
stripe_4400	gained	16	0.625	0	0.25	0.125	250402
stripe_2142	gained	14	0.7143	0	0.1429	0.1429	250402
stripe_4394	unchanged	11	0.8182	0	0.1818	0	250402
stripe_4397	unchanged	6	1	0	0	0	250402
stripe_4399	lost	5	1	0	0	0	250402
stripe_2145	unchanged	15	0.5333	0.1333	0.3333	0	250402
stripe_4401	unchanged	4	0.75	0	0.25	0	250402
stripe_4404	lost	11	0.6364	0	0.3636	0	250402
stripe_4406	unchanged	13	0.6154	0.0769	0.3077	0	250402
stripe_4402	unchanged	6	0.8333	0	0.1667	0	250402
stripe_4403	lost	5	1	0	0	0	250402
stripe_4405	lost	4	1	0	0	0	250402
stripe_4407	lost	7	0.5714	0.4286	0	0	250402
stripe_4408	unchanged	6	0.8333	0.1667	0	0	250402
stripe_4409	unchanged	6	1	0	0	0	250402
stripe_4411	unchanged	8	0.625	0	0.375	0	250402
stripe_4410	unchanged	4	0.75	0	0.25	0	250402
stripe_4412	lost	3	1	0	0	0	250402
stripe_4413	gained	3	0	0.6667	0	0.3333	250402
stripe_4414	unchanged	4	1	0	0	0	250402
stripe_4415	gained	7	0.4286	0	0.5714	0	250402
stripe_4416	gained	3	0.6667	0	0.3333	0	250402
stripe_2147	lost	6	0.8333	0	0.1667	0	250402
stripe_4418	gained	13	0.3077	0.3077	0.2308	0.1538	250402
stripe_4419	unchanged	14	0.2857	0.2857	0.2143	0.2143	250402
stripe_4417	lost	7	0.4286	0.1429	0.4286	0	250402
stripe_4420	unchanged	17	0	0	0	1	250402
stripe_4421	unchanged	4	1	0	0	0	250402
stripe_4422	unchanged	11	0.7273	0.2727	0	0	250402
stripe_2154	gained	37	0	0	0.1081	0.8919	250402
stripe_4425	gained	10	0	0	0.3	0.7	250402
stripe_4423	unchanged	15	0	0	0.3333	0.6667	250402
stripe_4427	gained	12	0	0	0.1667	0.8333	250402
stripe_4429	unchanged	15	0	0.2667	0.2	0.5333	250402
stripe_4424	unchanged	16	0.0625	0.25	0.3125	0.375	250402
stripe_4426	unchanged	10	0	0.4	0.5	0.1	250402
stripe_4428	gained	4	0	0.25	0.75	0	250402
stripe_4430	gained	4	0.25	0.25	0.5	0	250402
stripe_4431	gained	10	1	0	0	0	250402
stripe_4437	lost	10	1	0	0	0	250402
stripe_4436	lost	8	1	0	0	0	250402
stripe_4439	gained	9	1	0	0	0	250402
stripe_2160	gained	18	0.8889	0.1111	0	0	250402
stripe_4433	gained	4	1	0	0	0	250402
stripe_4434	gained	6	1	0	0	0	250402
stripe_4443	unchanged	15	0.8667	0.1333	0	0	250402
stripe_4441	unchanged	11	1	0	0	0	250402
stripe_4438	unchanged	6	1	0	0	0	250402
stripe_4432	gained	15	0.8667	0.1333	0	0	250402
stripe_4435	lost	15	0.8667	0.1333	0	0	250402
stripe_4440	unchanged	10	0.8	0.2	0	0	250402
stripe_2162	unchanged	14	0.8571	0.1429	0	0	250402
stripe_4442	unchanged	11	0.8182	0.1818	0	0	250402
stripe_4445	unchanged	6	1	0	0	0	250402
stripe_4444	unchanged	4	1	0	0	0	250402
stripe_4446	gained	3	0.3333	0.6667	0	0	250402
stripe_4447	unchanged	15	0.5333	0.4	0.0667	0	250402
stripe_4449	gained	4	0	0.75	0.25	0	250402
stripe_4461	unchanged	14	0.5714	0.3571	0.0714	0	250402
stripe_4448	lost	11	0.7273	0.2727	0	0	250402
stripe_4451	lost	4	0.75	0.25	0	0	250402
stripe_4453	unchanged	7	0.8571	0.1429	0	0	250402
stripe_4457	unchanged	9	0.8889	0.1111	0	0	250402
stripe_4452	unchanged	4	1	0	0	0	250402
stripe_4462	unchanged	10	0.7	0.3	0	0	250402
stripe_4463	gained	13	0.5385	0.3077	0.1538	0	250402
stripe_4464	unchanged	18	0.3889	0.2222	0.2222	0.1667	250402
stripe_4450	unchanged	4	1	0	0	0	250402
stripe_2167	lost	8	0.75	0.25	0	0	250402
stripe_4454	lost	13	0.2308	0.3077	0.2308	0.2308	250402
stripe_4459	gained	5	0.6	0.4	0	0	250402
stripe_4455	gained	12	0.1667	0.3333	0.25	0.25	250402
stripe_4456	unchanged	9	0.2222	0.4444	0.3333	0	250402
stripe_4458	unchanged	10	0	0.4	0.3	0.3	250402
stripe_4460	lost	11	0	0.2727	0.3636	0.3636	250402
stripe_4465	gained	3	1	0	0	0	250402
stripe_4466	lost	16	0.6875	0	0.3125	0	250402
stripe_4467	gained	16	0.6875	0	0.3125	0	250402
stripe_4468	unchanged	14	0.6429	0	0.3571	0	250402
stripe_4469	gained	6	0.5	0	0.5	0	250402
stripe_2177	gained	10	1	0	0	0	250402
stripe_4470	lost	9	1	0	0	0	250402
stripe_4471	lost	8	1	0	0	0	250402
stripe_4472	unchanged	6	1	0	0	0	250402
stripe_2179	gained	8	0.5	0.125	0	0.375	250402
stripe_4473	unchanged	11	0.0909	0.0909	0.3636	0.4545	250402
stripe_2180	unchanged	25	0.4	0.08	0	0.52	250402
stripe_4476	unchanged	7	0.8571	0	0	0.1429	250402
stripe_4474	gained	10	0.8	0.2	0	0	250402
stripe_4478	unchanged	10	0.8	0.2	0	0	250402
stripe_4475	lost	8	0.625	0.25	0	0.125	250402
stripe_4477	gained	5	0.6	0.4	0	0	250402
stripe_4479	unchanged	17	0.4118	0.0588	0.2941	0.2353	250402
stripe_4482	unchanged	9	0.4444	0	0.4444	0.1111	250402
stripe_4480	unchanged	8	0.5	0	0.5	0	250402
stripe_4481	unchanged	4	1	0	0	0	250402
stripe_4485	gained	10	1	0	0	0	250402
stripe_4483	unchanged	8	1	0	0	0	250402
stripe_4484	unchanged	5	1	0	0	0	250402
stripe_4486	gained	12	0	0.0833	0.0833	0.8333	250402
stripe_4487	unchanged	6	0.3333	0	0	0.6667	250402
stripe_4488	unchanged	15	0.2	0.2667	0	0.5333	250402
stripe_4490	gained	17	0	0	0.2941	0.7059	250402
stripe_4489	gained	16	0.1875	0	0.3125	0.5	250402
stripe_4491	unchanged	13	0.0769	0	0.3846	0.5385	250402
stripe_4492	unchanged	7	1	0	0	0	250402
stripe_2192	unchanged	8	1	0	0	0	250402
stripe_4493	unchanged	6	1	0	0	0	250402
stripe_4494	unchanged	9	0.7778	0.2222	0	0	250402
stripe_4496	unchanged	11	0.1818	0.0909	0.2727	0.4545	250402
stripe_4495	unchanged	4	0.75	0	0	0.25	250402
stripe_4497	gained	5	0.6	0	0	0.4	250402
stripe_4498	gained	12	0.1667	0	0.0833	0.75	250402
stripe_4499	unchanged	5	0.6	0	0.4	0	250402
stripe_4500	gained	5	0.2	0.2	0.6	0	250402
stripe_4501	unchanged	5	0.8	0.2	0	0	250402
stripe_4503	unchanged	7	0.7143	0.2857	0	0	250402
stripe_4502	unchanged	4	0.25	0.75	0	0	250402
stripe_4512	unchanged	17	0.6471	0.3529	0	0	250402
stripe_4504	unchanged	16	0.625	0.375	0	0	250402
stripe_4507	unchanged	7	1	0	0	0	250402
stripe_4505	gained	5	1	0	0	0	250402
stripe_4506	gained	3	1	0	0	0	250402
stripe_4508	gained	6	1	0	0	0	250402
stripe_4509	lost	7	1	0	0	0	250402
stripe_4511	unchanged	8	1	0	0	0	250402
stripe_4510	unchanged	6	0.3333	0.6667	0	0	250402
stripe_4513	lost	6	1	0	0	0	250402
stripe_4516	lost	9	1	0	0	0	250402
stripe_2212	unchanged	12	1	0	0	0	250402
stripe_4514	unchanged	4	1	0	0	0	250402
stripe_2214	unchanged	13	1	0	0	0	250402
stripe_4515	unchanged	4	1	0	0	0	250402
stripe_4527	gained	6	1	0	0	0	250402
stripe_4529	lost	7	1	0	0	0	250402
stripe_2213	gained	8	1	0	0	0	250402
stripe_4526	unchanged	5	1	0	0	0	250402
stripe_4528	gained	9	0.8889	0.1111	0	0	250402
stripe_4530	gained	5	0.8	0.2	0	0	250402
stripe_4531	gained	8	0.75	0.25	0	0	250402
stripe_2221	gained	18	0.8889	0.1111	0	0	250402
stripe_4532	gained	10	0.8	0.2	0	0	250402
stripe_4534	unchanged	6	0.8333	0.1667	0	0	250402
stripe_4540	gained	13	0.9231	0.0769	0	0	250402
stripe_4543	unchanged	12	1	0	0	0	250402
stripe_4533	unchanged	11	1	0	0	0	250402
stripe_4537	gained	5	1	0	0	0	250402
stripe_4535	unchanged	7	1	0	0	0	250402
stripe_4536	gained	7	1	0	0	0	250402
stripe_4541	unchanged	8	1	0	0	0	250402
stripe_4538	unchanged	7	1	0	0	0	250402
stripe_4544	gained	7	0.7143	0.2857	0	0	250402
stripe_4546	lost	8	0.75	0.25	0	0	250402
stripe_4539	gained	8	0.75	0.25	0	0	250402
stripe_4542	unchanged	6	0.6667	0.3333	0	0	250402
stripe_2220	lost	8	0.75	0.25	0	0	250402
stripe_4545	gained	4	1	0	0	0	250402
stripe_4548	gained	7	1	0	0	0	250402
stripe_4547	unchanged	5	1	0	0	0	250402
stripe_4550	gained	5	1	0	0	0	250402
stripe_4551	gained	6	1	0	0	0	250402
stripe_4549	unchanged	5	0.6	0.4	0	0	250402
stripe_4558	lost	13	0.5385	0.3077	0.1538	0	250402
stripe_2225	gained	14	0.5714	0.4286	0	0	250402
stripe_4552	gained	3	0	1	0	0	250402
stripe_4554	lost	4	0	1	0	0	250402
stripe_4553	unchanged	12	0.6667	0.3333	0	0	250402
stripe_4556	unchanged	8	0.75	0.25	0	0	250402
stripe_4555	gained	8	0.75	0.25	0	0	250402
stripe_4559	unchanged	6	1	0	0	0	250402
stripe_4557	unchanged	13	0.3077	0.2308	0.4615	0	250402
stripe_2229	lost	16	0.4375	0.1875	0.375	0	250402
stripe_4560	unchanged	11	0.2727	0.2727	0.4545	0	250402
stripe_2231	lost	30	0.8667	0.1333	0	0	250402
stripe_4562	lost	4	1	0	0	0	250402
stripe_4561	lost	8	1	0	0	0	250402
stripe_4563	unchanged	12	0.8333	0.1667	0	0	250402
stripe_4564	lost	6	1	0	0	0	250402
stripe_4565	lost	5	1	0	0	0	250402
stripe_2238	lost	33	0.697	0.2121	0.0909	0	250402
stripe_4567	unchanged	8	0.75	0.25	0	0	250402
stripe_4569	gained	10	0.8	0.2	0	0	250402
stripe_4571	unchanged	10	0.8	0.2	0	0	250402
stripe_4566	lost	5	1	0	0	0	250402
stripe_4573	gained	13	0.8462	0.1538	0	0	250402
stripe_4568	gained	7	1	0	0	0	250402
stripe_4570	unchanged	16	0.8125	0.125	0.0625	0	250402
stripe_4576	lost	12	0.8333	0.1667	0	0	250402
stripe_4574	lost	7	0.7143	0.2857	0	0	250402
stripe_4572	unchanged	12	0.75	0.1667	0.0833	0	250402
stripe_4578	gained	9	0.8889	0.1111	0	0	250402
stripe_4575	unchanged	5	1	0	0	0	250402
stripe_4580	gained	9	0.6667	0	0.3333	0	250402
stripe_4579	unchanged	7	0.7143	0	0.2857	0	250402
stripe_4577	unchanged	6	0.3333	0.1667	0.5	0	250402
stripe_4585	gained	7	0.8571	0.1429	0	0	250402
stripe_4581	unchanged	13	1	0	0	0	250402
stripe_4584	unchanged	4	1	0	0	0	250402
stripe_4586	unchanged	6	1	0	0	0	250402
stripe_4582	gained	8	1	0	0	0	250402
stripe_4583	unchanged	12	1	0	0	0	250402
stripe_4587	unchanged	5	1	0	0	0	250402
stripe_4588	unchanged	7	1	0	0	0	250402
stripe_4589	gained	4	1	0	0	0	250402
stripe_4592	unchanged	9	1	0	0	0	250402
stripe_4590	lost	4	1	0	0	0	250402
stripe_4591	gained	3	1	0	0	0	250402
stripe_2244	gained	16	0.4375	0.1875	0	0.375	250402
stripe_2245	lost	14	0.3571	0.2143	0	0.4286	250402
stripe_2247	unchanged	21	0.1905	0.1429	0	0.6667	250402
stripe_4599	gained	11	0.3636	0.2727	0	0.3636	250402
stripe_4598	lost	10	0.4	0.3	0	0.3	250402
stripe_4593	unchanged	20	0.2	0.15	0	0.65	250402
stripe_4595	unchanged	6	0.6667	0	0	0.3333	250402
stripe_4597	unchanged	8	0.5	0.25	0	0.25	250402
stripe_4594	unchanged	10	0.4	0.3	0	0.3	250402
stripe_4596	gained	10	0	0.3	0	0.7	250402
stripe_4601	lost	12	0.25	0	0.3333	0.4167	250402
stripe_4602	lost	12	0.25	0	0.4167	0.3333	250402
stripe_4603	unchanged	11	0.2727	0	0.7273	0	250402
stripe_4600	unchanged	6	0.5	0	0.5	0	250402
stripe_4604	unchanged	6	0.6667	0.3333	0	0	250402
stripe_2251	gained	26	0.1923	0.1154	0.4231	0.2692	250402
stripe_2252	gained	32	0.5	0.1875	0.3125	0	250402
stripe_4606	unchanged	16	0.4375	0.1875	0.375	0	250402
stripe_4605	unchanged	6	1	0	0	0	250402
stripe_4608	unchanged	7	0.8571	0	0.1429	0	250402
stripe_4607	gained	4	0.75	0	0.25	0	250402
stripe_4609	unchanged	8	0.625	0.375	0	0	250402
stripe_4610	gained	4	0.25	0.75	0	0	250402
stripe_4611	unchanged	4	0.75	0.25	0	0	250402
stripe_4612	unchanged	6	0.8333	0.1667	0	0	250402
stripe_4613	unchanged	4	0.5	0	0.5	0	250402
stripe_4614	unchanged	5	1	0	0	0	250402
stripe_2258	lost	7	1	0	0	0	250402
stripe_4615	unchanged	8	1	0	0	0	250402
stripe_4617	unchanged	13	0.2308	0	0.1538	0.6154	250402
stripe_4616	unchanged	9	0.8889	0	0.1111	0	250402
stripe_4622	unchanged	14	0.7857	0.1429	0.0714	0	250402
stripe_4623	gained	14	0.7857	0.1429	0.0714	0	250402
stripe_4621	lost	8	1	0	0	0	250402
stripe_4618	lost	5	1	0	0	0	250402
stripe_4619	unchanged	4	1	0	0	0	250402
stripe_4620	unchanged	4	1	0	0	0	250402
stripe_2265	lost	26	0.4231	0.0385	0.1154	0.4231	250402
stripe_4624	unchanged	6	0.5	0	0.5	0	250402
stripe_4625	unchanged	5	0.4	0	0.6	0	250402
stripe_4626	unchanged	9	0.6667	0	0.3333	0	250402
stripe_2264	lost	6	0.1667	0	0	0.8333	250402
stripe_4627	lost	15	0	0.2	0	0.8	250402
stripe_4628	unchanged	6	0.6667	0.3333	0	0	250402
stripe_4629	unchanged	6	0.6667	0.3333	0	0	250402
stripe_4630	unchanged	17	0.8235	0.1765	0	0	250402
stripe_4631	gained	16	0.8125	0.1875	0	0	250402
stripe_4636	gained	5	0.6	0.4	0	0	250402
stripe_4637	unchanged	8	0.75	0.25	0	0	250402
stripe_4639	unchanged	11	0.8182	0.1818	0	0	250402
stripe_4644	unchanged	16	0.875	0.125	0	0	250402
stripe_4632	unchanged	12	1	0	0	0	250402
stripe_4633	lost	13	1	0	0	0	250402
stripe_4643	lost	12	1	0	0	0	250402
stripe_4634	unchanged	11	1	0	0	0	250402
stripe_4635	gained	9	1	0	0	0	250402
stripe_4641	unchanged	7	1	0	0	0	250402
stripe_4638	unchanged	10	1	0	0	0	250402
stripe_4645	unchanged	10	1	0	0	0	250402
stripe_4647	unchanged	13	0.7692	0.2308	0	0	250402
stripe_4649	lost	15	0.8	0.2	0	0	250402
stripe_4642	unchanged	6	1	0	0	0	250402
stripe_4646	lost	11	0.8182	0.1818	0	0	250402
stripe_4640	unchanged	11	0.7273	0.2727	0	0	250402
stripe_4648	unchanged	13	0.7692	0.0769	0.1538	0	250402
stripe_4650	unchanged	4	0.75	0.25	0	0	250402
stripe_4653	unchanged	12	0.75	0.0833	0.1667	0	250402
stripe_2279	unchanged	15	0.6667	0.2	0.1333	0	250402
stripe_4651	gained	7	1	0	0	0	250402
stripe_4654	unchanged	7	1	0	0	0	250402
stripe_4652	gained	4	1	0	0	0	250402
