loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor1_CTCF_overlap	anchor1_CTCF_motif_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	anchor2_Bivalent_Promoter_overlap	anchor2_CTCF_overlap	anchor2_CTCF_motif_overlap	anchor1_distance_to_tss_ext	anchor2_distance_to_tss_ext	anchor1_type_extended	anchor2_type_extended	loop_type_extended	ctcf_anchor_count
loop_9656	chr9	40875000	40900000	chr9	74850000	74875000	-0.690527358393859	1.34543286699072	0.0228820904134496	1.264505020227e-4	TRUE	25	1	33975000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	872	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_9657	chr9	55525000	55550000	chr9	74850000	74875000	-0.705936081443634	1.10975370350315	0.0203861789965565	1.026781522136e-4	TRUE	25	1	19325000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_10149	chr11	85825000	85850000	chr11	96175000	96200000	-0.540374045603432	2.58961695713114	0.0203861789965565	1.017293987664e-4	TRUE	25	1	10350000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_10155	chr11	85825000	85850000	chr11	96000000	96025000	-0.726864890897287	1.96223052011494	0.0066738896651772	8.90233483992965e-6	TRUE	25	1	10175000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_10524	chr13	94700000	94725000	chr13	98350000	98375000	-0.450751533510876	3.59715812371632	0.0132492221415787	3.34528499596812e-5	TRUE	25	1	3650000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	63909	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb	1
loop_10591	chr13	98350000	98375000	chr13	116300000	116325000	-0.70451688849716	1.40901582890641	0.0244189885990721	1.457737841755e-4	TRUE	25	1	17950000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_10875	chr12	49375000	49400000	chr12	56675000	56700000	-0.392411946958903	3.20669846884235	0.0223169101301851	1.216221442869e-4	TRUE	25	1	7300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_10974	chr12	56675000	56700000	chr12	73025000	73050000	-0.783604647339721	1.43392946640145	0.0175119435369202	7.25805863328121e-5	TRUE	25	1	16350000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	3886	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb	2
loop_12466	chr1	124700000	124725000	chr1	125350000	125375000	0.322412267368637	5.28612260923903	0.0139417069502811	4.0390166132867e-5	TRUE	25	1	650000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	121038	60726	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_13141	chr19	43600000	43625000	chr19	44725000	44750000	-0.313251823856758	4.45049627863357	0.0269386986512202	1.758182895153e-4	TRUE	25	1	1125000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	6044	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb	2
loop_13154	chr19	59150000	59175000	chr19	59450000	59475000	-0.431653425377823	4.3223455842348	0.0123851974764148	2.89111846193285e-5	TRUE	25	1	300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_13156	chr19	43600000	43625000	chr19	45150000	45175000	-0.417871141604092	4.22234605744751	0.008925482244469	1.52980021359354e-5	TRUE	25	1	1550000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_13214	chr19	43600000	43625000	chr19	59175000	59200000	-0.565140239231705	1.69601443442863	0.0293576746073575	1.975547426858e-4	TRUE	25	1	15575000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4943	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb	2
loop_13659	chr2	146825000	146850000	chr2	148025000	148050000	-0.323979208919178	4.10501471501598	0.0223169101301851	1.222640495913e-4	TRUE	25	1	1200000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	5863	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb	2
loop_13852	chr2	146700000	146725000	chr2	148025000	148050000	-0.320293236725632	3.79327486605984	0.0290599662798142	1.919376792082e-4	TRUE	25	1	1325000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	130863	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb	2
loop_13925	chr2	70550000	70575000	chr2	74650000	74675000	-0.824127917492736	1.87215195240173	0.0103779633160752	1.92816239972813e-5	TRUE	25	1	4100000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_13932	chr2	74675000	74700000	chr2	148025000	148050000	-0.865475363360994	0.797828490308712	0.0158070326484489	6.17491628399225e-5	TRUE	25	1	73350000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_14489	chr3	96325000	96350000	chr3	129200000	129225000	-0.727688901185226	2.3113080189573	0.0043372173541328	4.44531419763878e-6	TRUE	25	1	32875000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	0	121	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_14494	chr3	129200000	129225000	chr3	154325000	154350000	-0.700795371355458	1.2107272379609	0.0269386986512202	1.732812569601e-4	TRUE	25	1	25125000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	121	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	0
loop_14495	chr3	127625000	127650000	chr3	154325000	154350000	-0.864117141800103	0.599089915592652	0.0141387214545522	4.33180385793451e-5	TRUE	25	1	26700000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_14905	chr4	12525000	12550000	chr4	14425000	14450000	-0.411381701206632	4.54028081384484	0.0269386986512202	1.749122071824e-4	TRUE	25	1	1900000	Poised_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	352984	171804	Poised_Enhancer	CTCF_Site	Poised_Enhancer-CTCF_Site	2
loop_14987	chr4	89300000	89325000	chr4	109975000	110000000	-0.778781102749481	1.94316244986862	0.014939203019758	5.49364284174218e-5	TRUE	25	1	20675000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	2
loop_16829	chr10	108450000	108475000	chr10	109475000	109500000	-0.342741506092882	4.35377835767094	0.0250977134593066	1.530421286642e-4	TRUE	25	1	1025000	Poised_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	32748	464017	Poised_Enhancer	CTCF_Site	Poised_Enhancer-CTCF_Site	2
loop_16957	chr8	37125000	37150000	chr8	39025000	39050000	0.326162073114353	4.95490489784771	0.0223169101301851	1.20248292664e-4	TRUE	25	1	1900000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	100761	19154	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_17125	chr9	40850000	40875000	chr9	41575000	41600000	-0.393898176418541	4.38893100521047	0.0246313953525062	1.490251636305e-4	TRUE	25	1	725000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_18419	chr3	66975000	67000000	chr3	96325000	96350000	-0.78424084231532	2.34491309540652	0.0043372173541328	4.17016858658552e-6	TRUE	25	1	29350000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_18547	chr4	89275000	89300000	chr4	109975000	110000000	-0.792380989585652	1.91096316757412	0.0141657350120946	4.51851879021155e-5	TRUE	25	1	20700000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_18550	chr4	44700000	44725000	chr4	46325000	46350000	-0.496167443089997	2.41550695501947	0.0182329710523233	7.73061990213319e-5	TRUE	25	1	1625000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_18556	chr4	44700000	44725000	chr4	89275000	89300000	-1.08336338366207	0.409281716376214	0.0139417069502811	3.72605717327721e-5	TRUE	25	1	44575000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	0
loop_19055	chr10	42575000	42600000	chr10	50875000	50900000	-0.743509348991424	1.85024478766216	0.0043372173541328	4.54569967085521e-6	TRUE	25	1	8300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter	1
loop_19406	chr17	15050000	15075000	chr17	15700000	15725000	-0.36298208883314	4.28646285905358	0.0244189885990721	1.465767502016e-4	TRUE	25	1	650000	Active_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	8462	0	Polycomb	Active_Promoter	Active_Promoter-Polycomb	2
loop_19460	chr1	19200000	19225000	chr1	20300000	20325000	0.336348861610065	4.79676342411729	0.0232482187122889	1.324806463084e-4	TRUE	25	1	1100000	Repressed_Promoter-Poised_Enhancer	up_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	0	31451	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer	2
loop_19960	chr8	79025000	79050000	chr8	79375000	79400000	-0.307621402787011	4.84225846820378	0.0168796871227422	6.91559760161893e-5	TRUE	25	1	350000	Active_Promoter-Active_Promoter	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	0	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter	1
loop_19964	chr8	35500000	35525000	chr8	35825000	35850000	0.301777018801198	5.54851534994461	0.0139417069502811	4.01649084857151e-5	TRUE	25	1	325000	Repressed_Promoter-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	3803	0	Other	Repressed_Promoter	Repressed_Promoter-Other	1
loop_19966	chr8	40575000	40600000	chr8	41025000	41050000	0.301266783171522	5.4286559628308	0.0155236594351187	5.980504921252e-5	TRUE	25	1	450000	Active_Enhancer-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	34796	7531	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site	2
loop_19978	chr8	71125000	71150000	chr8	72050000	72075000	0.322696976619866	4.69298993790398	0.0203861789965565	1.048881583358e-4	TRUE	25	1	925000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	39241	0	CTCF_Site	Other	CTCF_Site-Other	1
loop_20005	chr14	95950000	95975000	chr14	96475000	96500000	0.424925101425325	4.84737447936928	0.0061879592162724	7.36977659029163e-6	TRUE	25	1	525000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	68745	19101	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer	1
loop_20283	chr1	138125000	138150000	chr1	138825000	138850000	0.303057036407398	4.73289823910612	0.0203861789965565	9.93396901232928e-5	TRUE	25	1	700000	Repressed_Promoter-Poised_Enhancer	up_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	25707	0	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer	2
loop_20287	chr1	107125000	107150000	chr1	107550000	107575000	0.349254024961772	4.94540434603995	0.0295775368310501	2.029997029433e-4	TRUE	25	1	425000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	41493	15005	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_20331	chr18	30300000	30325000	chr18	32075000	32100000	0.454293877151007	3.46929845494697	0.0103779633160752	1.87950049798034e-5	TRUE	25	1	1775000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	27252	7258	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_20543	chr5	32900000	32925000	chr5	34825000	34850000	0.392626232735604	3.83036195037893	0.0232482187122889	1.308463755066e-4	TRUE	25	1	1925000	Other-Other	up_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	36298	63259	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
loop_20941	chr5	110700000	110725000	chr5	144775000	144800000	0.531699981651529	2.31200722764888	0.0203861789965565	1.035681194204e-4	TRUE	25	1	34075000	Other-Other	up_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	33858	6907	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site	2
